geo,time,is_rrs_pasg_km
dza,2001,981
dza,2002,954.868
dza,2003,964
dza,2004,950
dza,2005,929
dza,2006,821
dza,2007,757.531
dza,2008,937.081
dza,2009,1141
dza,2010,1045
dza,2011,1040
dza,2012,1141
dza,2014,1186
dza,2015,1269
dza,2016,1337
dza,2017,1550
dza,2018,1602
egy,1995,52406
egy,1996,55438
egy,1997,60617
egy,1998,64860
egy,1999,67981
egy,2000,73565
egy,2001,46059
egy,2002,40837
egy,2004,41046
egy,2005,40800
egy,2006,40830
egy,2008,40837
esp,1995,16594
esp,1996,16800
esp,1997,17878
esp,1998,18869
esp,1999,19655
esp,2000,20144
esp,2001,20828
esp,2002,21211
esp,2003,21127
esp,2004,20386
esp,2005,21624
esp,2006,22105
esp,2007,21857
esp,2008,23969
esp,2009,23137
esp,2010,22456
esp,2011,22795
esp,2012,22476
esp,2013,23788
esp,2014,25072
esp,2015,26142
esp,2016,26670
esp,2017,27487
esp,2018,28434
est,1995,421
est,1996,309
est,1997,262
est,1998,236
est,1999,238
est,2000,263
est,2001,182
est,2002,178
est,2003,181
est,2004,192
est,2005,247
est,2006,256
est,2007,272
est,2008,274
est,2009,249
est,2010,248
est,2011,241
est,2012,236
est,2013,225
est,2014,282
est,2015,289
est,2016,316
est,2017,367
est,2018,417
fin,1995,3184
fin,1996,3254
fin,1997,3376
fin,1998,3377
fin,1999,3415
fin,2000,3405
fin,2001,3282
fin,2002,3318
fin,2003,3338
fin,2004,3352
fin,2005,3478
fin,2006,3540
fin,2007,3778
fin,2008,4052
fin,2009,3876
fin,2010,3959
fin,2011,3882
fin,2012,4035
fin,2013,4053
fin,2014,3874
fin,2015,4113
fin,2016,3868
fin,2017,4271
fin,2018,4534
fra,1995,64444
fra,1996,69183
fra,1997,71016
fra,1998,75175
fra,1999,77111
fra,2000,82253
fra,2001,84180
fra,2002,86186
fra,2003,84151
fra,2004,88567
fra,2005,90859
fra,2006,94590
fra,2007,96709
fra,2008,102721
fra,2009,101821
fra,2010,102167
fra,2011,105596
fra,2012,105956
fra,2013,105214
fra,2014,104589
fra,2015,104849
fra,2016,104208
fra,2017,110469
fra,2018,107920
gab,1995,77
gab,1996,85
gab,1997,85
gab,1999,87.769
gab,2000,94
gab,2001,63
gab,2002,97
gab,2003,86
gab,2004,92
gab,2005,95
gab,2006,76
gab,2007,99
gab,2008,95
gab,2009,102
gab,2010,111
gab,2011,118
gab,2012,127
gab,2013,125
gab,2014,109
gab,2015,112
gab,2016,127
gab,2017,174
gbr,1995,37200
gbr,1996,39200
gbr,1997,42200
gbr,1998,44100
gbr,1999,46800
gbr,2000,46506.21365
gbr,2001,47471.88291
gbr,2002,47992.68391
gbr,2003,49224.35476
gbr,2004,50373.77828
gbr,2005,51363.23886
gbr,2006,54338.61634
gbr,2007,57876.8355
gbr,2008,60522.25765
gbr,2009,60166.9554
gbr,2010,63505.00976
gbr,2011,66801.44436
gbr,2012,69686.07768
gbr,2013,71091.61713
gbr,2014,74261.86598
gbr,2015,76787.83524
gbr,2016,78695.9125
gbr,2017,80260.89325
gbr,2018,80526.37837
geo,1995,371
geo,1996,380
geo,1997,294
geo,1998,397
geo,1999,349
geo,2000,453
geo,2001,401
geo,2002,401
geo,2003,396
geo,2004,614
geo,2005,713
geo,2006,808
geo,2007,773
geo,2008,674
geo,2009,626
geo,2010,654
geo,2011,641
geo,2012,625
geo,2013,585
geo,2014,550
geo,2015,464.6
geo,2016,544.5
geo,2017,596.7
geo,2018,633.6
gha,1995,233
gha,1996,211
gha,1997,176.77
gha,1998,191.87
gha,1999,128.79
gha,2000,83
gha,2003,85
gha,2006,85
grc,1995,1568
grc,1996,1751
grc,1997,1812
grc,1998,1551
grc,1999,1882
grc,2000,1628
grc,2001,1797
grc,2002,1836
grc,2003,1574
grc,2004,1669
grc,2005,1854
grc,2006,1811
grc,2007,1930
grc,2008,1657
grc,2009,1414
grc,2010,1337
grc,2011,958
grc,2012,832
grc,2013,755
grc,2014,1072
grc,2015,1263
grc,2016,1192
grc,2017,1109
grc,2018,1104
hrv,1995,1139
hrv,1996,1205
hrv,1997,1158
hrv,1998,1092
hrv,1999,1137
hrv,2000,1252
hrv,2001,1241
hrv,2002,1195
hrv,2003,1163
hrv,2004,1213
hrv,2005,1266
hrv,2006,1362
hrv,2007,1611
hrv,2008,1810
hrv,2009,1835
hrv,2010,1742
hrv,2011,1486
hrv,2012,1104
hrv,2013,948
hrv,2014,927
hrv,2015,951
hrv,2016,836
hrv,2017,745
hrv,2018,756
hun,1995,8336
hun,1996,8582
hun,1997,8672
hun,1998,8884
hun,1999,9514
hun,2000,9693
hun,2001,10005
hun,2002,10531
hun,2003,10286
hun,2004,10544
hun,2005,9880
hun,2006,9584
hun,2007,8752
hun,2008,8293
hun,2009,8073
hun,2010,7692
hun,2011,7806
hun,2012,7806
hun,2013,7843
hun,2014,7738
hun,2015,7609.161
hun,2016,7653.455
hun,2017,7730.982
hun,2018,7769.56
idn,2000,19228
idn,2001,18270
idn,2002,16329
idn,2003,15031
idn,2004,14777
idn,2005,14345
idn,2006,15579
idn,2007,15872
idn,2008,17937
idn,2009,19779
idn,2010,20340
idn,2011,19024
idn,2012,17154
idn,2013,16926
idn,2014,20396
idn,2015,22296
idn,2016,21636
idn,2017,25654
idn,2018,28002
idn,2019,29066
ind,1995,342000
ind,1996,357010
ind,1997,379900
ind,1998,403880
ind,1999,430670
ind,2000,458000
ind,2001,490900
ind,2002,515000
ind,2003,541200
ind,2004,575700
ind,2005,615614
ind,2006,695764
ind,2007,769956
ind,2008,838032
ind,2009,903465
ind,2010,978508
ind,2011,1046522
ind,2012,1098103
ind,2013,1140412
ind,2014,1147190
ind,2015,1143039
ind,2016,1149835
ind,2017,1161333
irl,1995,1291
irl,1996,1295
irl,1997,1387
irl,1998,1421
irl,1999,1458
irl,2000,1389
irl,2001,1515
irl,2002,1628
irl,2003,1601
irl,2004,1582
irl,2005,1781
irl,2006,1872
irl,2007,2007
irl,2008,1976
irl,2009,1683
irl,2010,1678
irl,2011,1638
irl,2012,1578
irl,2013,1592
irl,2014,1863
irl,2015,1917
irl,2016,1990
irl,2017,2121
irl,2018,2281
irn,1995,7294
irn,1996,7044
irn,1997,6103
irn,1998,5631
irn,1999,6451
irn,2000,7119
irn,2001,8043
irn,2002,8582
irn,2003,9314
irn,2004,10012
irn,2005,11149
irn,2006,12549
irn,2007,13900
irn,2008,15312
irn,2009,16814
irn,2010,17611
irn,2011,17877
irn,2012,17172
irn,2013,17409
irn,2014,16272
irn,2015,14938
irn,2016,12982
irn,2017,13270
irn,2018,15239
irq,1995,2198
irq,1996,1169
irq,1997,1196
irq,1998,821
irq,1999,500
irq,2000,379
irq,2001,458
irq,2002,570.76
irq,2004,21.4
irq,2005,24.13
irq,2006,61
irq,2008,53.694
irq,2010,99.683
isr,1995,267
isr,1996,213.6
isr,1997,346
isr,1998,382.6
isr,1999,529.3
isr,2000,781.5
isr,2001,960.7
isr,2002,1116
isr,2003,1278.3
isr,2004,1422.9
isr,2005,1617.8
isr,2006,1609
isr,2007,1834.1
isr,2008,1968.5
isr,2009,2011.5
isr,2010,1986.3
isr,2011,1926.9
isr,2012,2133.4
isr,2013,2376.2
isr,2014,2485.2
isr,2015,2608.1
isr,2016,2644.7
isr,2017,2765.2
isr,2018,3031.76
ita,1995,43859
ita,1996,44782
ita,1997,43591
ita,1998,41392
ita,1999,43424
ita,2000,47133
ita,2001,46752
ita,2002,45956
ita,2003,45222
ita,2004,49254
ita,2005,50088
ita,2006,50185
ita,2007,49780
ita,2008,49524
ita,2009,48124
ita,2010,47172
ita,2011,46845
ita,2012,46759
ita,2013,48739
ita,2014,49957
ita,2015,52207
ita,2016,52178
ita,2017,53231
ita,2018,55493
jor,2002,1.1663
jor,2003,1.2797
jor,2004,1.6
jor,2005,1.569
jor,2008,0.387
jor,2010,503.537
jpn,1995,400084
jpn,1996,402156
jpn,1997,395278
jpn,1998,388917
jpn,1999,385098
jpn,2000,384287
jpn,2001,385402
jpn,2002,382239
jpn,2003,385012
jpn,2004,385163
jpn,2005,391215
jpn,2006,395908
jpn,2007,405544
jpn,2008,404585
jpn,2009,393765
jpn,2010,393466
jpn,2011,395067
jpn,2012,404396
jpn,2013,414387
jpn,2014,413970
jpn,2015,427486
jpn,2016,431799
jpn,2017,437363
kaz,1995,13159
kaz,1996,14188
kaz,1997,12801
kaz,1998,10668
kaz,1999,8859
kaz,2000,10215
kaz,2001,10384
kaz,2002,10449
kaz,2003,10686
kaz,2004,11818
kaz,2005,12129
kaz,2006,13613
kaz,2007,14314
kaz,2008,14450
kaz,2009,14860
kaz,2010,15447.88
kaz,2011,16595.3
kaz,2012,18498
kaz,2013,19125
kaz,2014,18317
kaz,2015,17085
kaz,2016,18165.1
kaz,2017,19241.2
kaz,2018,19109.7
ken,1995,408
ken,1996,384
ken,1997,393
ken,1998,346.8
ken,1999,302
ken,2000,158.7
ken,2001,166.2
ken,2002,288
ken,2004,226
ken,2007,109.24
kgz,1995,87
kgz,1996,92
kgz,1997,93
kgz,1998,59
kgz,1999,31
kgz,2000,44
kgz,2001,50
kgz,2002,43
kgz,2003,50
kgz,2004,45
kgz,2006,60.3
kgz,2007,59.9
kgz,2008,90.2
kgz,2009,106.1
kgz,2010,98.7
kgz,2011,82.8
kgz,2012,75.8
kgz,2015,41
kgz,2016,40.8
kgz,2017,43
kgz,2018,35
khm,1995,38.6
khm,1996,42
khm,1997,49
khm,1998,43
khm,1999,50.2
khm,2000,45.4
khm,2001,33
khm,2003,45
khm,2004,45
khm,2005,45
kor,1995,43340
kor,1996,42439
kor,1997,41764
kor,1998,44121
kor,1999,46851
kor,2000,49558
kor,2001,59151
kor,2002,51929
kor,2003,50983
kor,2004,52749
kor,2005,54641
kor,2006,55526
kor,2007,55730
kor,2008,56766
kor,2009,55489
kor,2010,58381
kor,2011,63044
kor,2012,70079
kor,2013,66353
kor,2014,67860
kor,2015,68371
kor,2016,86871
kor,2017,89964
lka,1995,3321
lka,1996,3103
lka,1997,3147
lka,1998,3241
lka,1999,3104
lka,2000,3208
lka,2001,3979
lka,2002,4079
lka,2003,4258
lka,2004,4682
lka,2005,4357.6
lka,2007,4767
lka,2011,4574.19
lka,2012,5039.45
lka,2013,6257.38
lka,2015,7407.39
ltu,1995,1130
ltu,1996,954
ltu,1997,842
ltu,1998,800
ltu,1999,745
ltu,2000,611
ltu,2001,533
ltu,2002,498
ltu,2003,432
ltu,2004,443
ltu,2005,428
ltu,2006,431
ltu,2007,409
ltu,2008,398
ltu,2009,357
ltu,2010,373
ltu,2011,389
ltu,2012,403
ltu,2013,391
ltu,2014,373
ltu,2015,361
ltu,2016,396
ltu,2017,424
ltu,2018,468
lux,1995,286
lux,1996,284
lux,1997,295
lux,1998,300
lux,1999,310
lux,2000,332
lux,2001,346
lux,2002,268
lux,2003,262
lux,2004,266
lux,2005,272
lux,2006,298
lux,2007,316
lux,2008,345
lux,2009,333
lux,2010,347
lux,2011,349
lux,2012,373
lux,2013,394
lux,2014,409
lux,2015,383
lva,1995,1373
lva,1996,1182
lva,1997,1148
lva,1998,1059
lva,1999,984
lva,2000,715
lva,2001,706
lva,2002,744
lva,2003,762
lva,2004,811
lva,2005,894
lva,2006,992
lva,2007,983
lva,2008,951
lva,2009,756
lva,2010,749
lva,2011,741
lva,2012,725
lva,2013,729
lva,2014,649
lva,2015,591
lva,2016,584
lva,2017,596
lva,2018,624
mar,1995,1564
mar,1996,1776
mar,1997,1856
mar,1998,1875
mar,1999,1880
mar,2000,1956
mar,2001,2019
mar,2002,2145
mar,2003,2374
mar,2004,2644
mar,2005,2987
mar,2006,3333
mar,2007,3659
mar,2008,3820
mar,2009,4190
mar,2010,4398
mar,2011,4819
mar,2012,5114
mar,2013,5397
mar,2014,5449
mar,2015,5507
mar,2016,5208
mar,2017,4923
mar,2018,4475
mda,1995,1019
mda,1996,882
mda,1997,789
mda,1998,656
mda,1999,343
mda,2000,315
mda,2001,325
mda,2002,355
mda,2003,352
mda,2004,346
mda,2005,355
mda,2006,471
mda,2007,468
mda,2008,486
mda,2009,423
mda,2010,399
mda,2011,363
mda,2012,347
mda,2013,330
mda,2014,257
mda,2015,181
mda,2016,122
mda,2017,99
mda,2018,94.5
mdg,1995,57
mdg,1996,46
mdg,1997,49
mdg,1998,45
mdg,1999,30.584
mdg,2000,24
mdg,2001,10
mdg,2002,10
mdg,2007,10
mex,1995,1899
mex,1996,1799
mex,1997,1508
mex,1998,460
mex,1999,254
mex,2000,82
mex,2001,67
mex,2002,69
mex,2003,78
mex,2004,74
mex,2005,73
mex,2006,76
mex,2007,84
mex,2008,178
mex,2009,449
mex,2010,844
mex,2011,891
mex,2012,970
mex,2013,1036
mex,2014,1150
mex,2015,1411
mex,2016,1481
mex,2017,1550
mex,2018,1591
mkd,1995,65
mkd,1996,120
mkd,1997,141
mkd,1998,150
mkd,1999,150
mkd,2000,176
mkd,2001,133
mkd,2002,98
mkd,2003,92
mkd,2004,94
mkd,2005,94
mkd,2006,105
mkd,2007,109
mkd,2008,148
mkd,2009,154
mkd,2010,155
mkd,2011,145
mkd,2012,99
mkd,2013,80
mkd,2014,80
mkd,2015,178
mkd,2016,83
mkd,2017,59
mkd,2018,64
mli,1995,254.24153
mli,1996,189.10913
mli,1997,223.18801
mli,1998,218.19969
mli,1999,210.4
mli,2000,201.4
mli,2001,208
mli,2002,196.3
mmr,1995,4178
mmr,1996,4294
mmr,1997,3784
mmr,1998,3948
mmr,1999,4112
mmr,2000,4451
mmr,2001,4447
mmr,2002,4804
mmr,2003,4284
mmr,2004,4163
mne,2001,215
mne,2002,192
mne,2003,192
mne,2004,130
mne,2005,123
mne,2006,132
mne,2007,110
mne,2008,125
mne,2009,99
mne,2010,91
mne,2011,65
mne,2012,62
mne,2013,73
mne,2014,76
mne,2015,81
mne,2016,84
mne,2017,60
mng,1995,680
mng,1996,744
mng,1997,957
mng,1998,982
mng,1999,1013
mng,2000,1070
mng,2001,1072
mng,2002,1073
mng,2003,1039
mng,2004,1228
mng,2006,1288.5
mng,2007,1406
mng,2008,1400
mng,2009,1008
mng,2010,2440
mng,2011,2799
mng,2012,2970.4
mng,2013,1394
mng,2014,1194.5
mng,2015,996.74
mng,2016,956
mng,2017,973
moz,1995,312
moz,1996,326
moz,1997,403
moz,1998,155
moz,1999,129
moz,2000,142
moz,2001,142
moz,2002,138
moz,2003,167
moz,2005,172.2
moz,2006,346.7
moz,2007,102.3
moz,2008,113.6
moz,2009,164
moz,2010,239.4
moz,2011,246.8
mrt,2007,47.45
mrt,2008,47
mwi,2007,44
mys,1995,1270
mys,1996,1370
mys,1997,1492
mys,1998,1397
mys,1999,1316
mys,2000,1220
mys,2001,1181
mys,2002,2256
mys,2003,1931
mys,2004,1931
mys,2005,2152
mys,2006,2120
mys,2007,2193
mys,2008,2268
mys,2009,2346.45
mys,2010,2414.88
mys,2011,2497
mys,2012,2321.3586
mys,2013,2413.24141
mys,2014,1985.69429
mys,2015,1964.33017
mys,2016,2344.19026
mys,2017,2468.08821
mys,2018,2317.06333
nga,1997,479
nga,2002,593
nga,2003,973
nga,2004,493.825
nga,2005,173.632
nld,1995,13000
nld,1996,13100
nld,1997,14200
nld,1998,14900
nld,1999,15000
nld,2000,15400
nld,2001,15500
nld,2002,15500
nld,2003,14500
nld,2004,14079
nld,2005,14730
nld,2006,15889
nld,2007,15546
nld,2008,15313
nld,2009,15400
nld,2010,15400
nld,2011,16808
nld,2012,17098
nld,2013,17018
nld,2014,17018
nld,2015,17700
nld,2016,18532
nld,2017,18437
nld,2018,18895
nor,1995,2681
nor,1996,2803
nor,1997,2941
nor,1998,3071
nor,1999,3416
nor,2000,3353
nor,2001,3272
nor,2002,2989
nor,2003,2896
nor,2004,3092
nor,2005,3203
nor,2006,3300
nor,2007,3445
nor,2008,3631
nor,2009,3601
nor,2010,3683
nor,2011,3644
nor,2012,3783
nor,2013,3943
nor,2014,4148
nor,2015,4318
nor,2016,4527
nzl,1995,366
nzl,1996,378
nzl,1997,396
nzl,1998,321
pak,1995,17555
pak,1996,18905
pak,1997,19114
pak,1998,18774
pak,1999,18980
pak,2000,18495
pak,2001,19589
pak,2002,20782
pak,2003,22306
pak,2004,23045
pak,2005,24238
pak,2006,25621
pak,2007,26446
pak,2008,24731
pak,2011,20619
pak,2014,19779
pak,2015,20288
pak,2016,21201
pak,2017,22476
pak,2018,24903
per,1996,172.48
per,1997,159.19
per,1998,127
phl,1995,220
phl,1996,123.5
phl,1997,214.6
phl,1998,247
phl,1999,215
phl,2000,123
phl,2001,107
phl,2002,93
phl,2003,83
phl,2004,83
phl,2015,342
phl,2016,384
pol,1995,26635
pol,1996,26569
pol,1997,25806
pol,1998,25664
pol,1999,26198
pol,2000,24092
pol,2001,22469
pol,2002,20749
pol,2003,19638
pol,2004,18690
pol,2005,18157
pol,2006,18552
pol,2007,19859
pol,2008,20195
pol,2009,18637
pol,2010,17921
pol,2011,18177
pol,2012,17826
pol,2013,16797
pol,2014,16015
pol,2015,17367
pol,2016,19175
pol,2017,20319
pol,2018,21043
prt,1995,4869
prt,1996,4503
prt,1997,4563
prt,1998,4602
prt,1999,4380
prt,2000,3834
prt,2001,3899
prt,2002,3926
prt,2003,3585
prt,2004,3633
prt,2005,3753
prt,2006,3876
prt,2007,3987
prt,2008,4213
prt,2009,4152
prt,2010,4111
prt,2011,4143
prt,2012,3803
prt,2013,3649
prt,2014,3852
prt,2015,3957
prt,2016,4146
prt,2017,4391
prt,2018,4487
rou,1995,18879
rou,1996,18356
rou,1997,15795
rou,1998,13422
rou,1999,12304
rou,2000,11632
rou,2001,10966
rou,2002,8502
rou,2003,8529
rou,2004,8638
rou,2005,7985
rou,2006,8092
rou,2007,7476
rou,2008,6958
rou,2009,6128
rou,2010,5438
rou,2011,5073
rou,2012,4571
rou,2013,4411
rou,2014,4976
rou,2015,5149
rou,2016,4988
rou,2017,5663
rou,2018,5577
rus,1995,192217
rus,1996,181213
rus,1997,170318
rus,1998,152932
rus,1999,141042
rus,2000,167054
rus,2001,157901
rus,2002,152871
rus,2003,157573
rus,2004,164272
rus,2005,172217
rus,2006,177838
rus,2007,174085
rus,2008,175872
rus,2009,151467
rus,2010,138885
rus,2011,139742
rus,2012,144612
rus,2013,138517
rus,2014,130027
rus,2015,120644
rus,2016,124620
rus,2017,123096
rus,2018,129542
