geo,time,bx_gsr_nfsv_cd
atg,2008,559982996.2963
atg,2009,510882462.59259
atg,2010,478118505.55556
atg,2011,481604752.59259
atg,2012,482507612.59259
atg,2013,464986200.74074
atg,2014,928576598.65101
atg,2015,948793866.97003
atg,2016,993021883.6937
atg,2017,951516080.73785
atg,2018,994995833.84254
atg,2019,1145630349.88545
atg,2020,556409593.6765
aus,1989,9101138891.19944
aus,1990,10379231509.6813
aus,1991,11188489167.529
aus,1992,11657325373.3848
aus,1993,12574272322.5159
aus,1994,14599961679.8575
aus,1995,16875530201.2774
aus,1996,19327286476.0044
aus,1997,19424471082.861
aus,1998,17285069768.7684
aus,1999,18790323067.5506
aus,2000,19949364217.6479
aus,2001,17908832808.6649
aus,2002,19406921270.98949
aus,2003,23577955516.6876
aus,2004,27773796063.0265
aus,2005,30507274276.533
aus,2006,33108035216.8672
aus,2007,40481598859.22669
aus,2008,43733802586.105
aus,2009,40326871126.8436
aus,2010,46439777333.8677
aus,2011,52214570907.2454
aus,2012,53596414402.8527
aus,2013,55894930927.7347
aus,2014,59017658065.1222
aus,2015,54893974790.0899
aus,2016,58023721051.3776
aus,2017,65177028479.4766
aus,2018,69426318059.54919
aus,2019,70962790869.9303
aus,2020,49343175812.39529
aut,2005,44930973805.5182
aut,2006,45591756035.2562
aut,2007,54463490912.1262
aut,2008,63075406325.6507
aut,2009,53969454815.3635
aut,2010,52723745797.9798
aut,2011,59206732219.3317
aut,2012,57912990818.9828
aut,2013,64578252206.886
aut,2014,68626265902.2852
aut,2015,59074314227.9122
aut,2016,61431634532.7706
aut,2017,67120978243.41
aut,2018,75906894564.9727
aut,2019,76505431713.60941
aut,2020,64803813544.40569
aut,2021,70019517687.87869
aze,1995,172366000
aze,1996,149256000
aze,1997,341796000
aze,1998,331684000
aze,1999,256790000
aze,2000,259768000
aze,2001,289831000
aze,2002,359659000
aze,2003,427177000
aze,2004,536418000
aze,2005,741460000
aze,2006,965305000
aze,2007,1455418000
aze,2008,1668574000
aze,2009,2100905000
aze,2010,2493649000
aze,2011,3042508000
aze,2012,4808744000
aze,2013,4130923000
aze,2014,4297161000
aze,2015,4443986000
aze,2016,4368290000
aze,2017,4688439000
aze,2018,4690704000
aze,2019,3761480259.96952
aze,2020,2620595000
bdi,1985,13157594.9276
bdi,1986,11736772.22708
bdi,1987,11912870.94525
bdi,1988,11923501.5492
bdi,1989,15315126.05042
bdi,1990,16688523.23406
bdi,1991,25656623.43887
bdi,1992,17470731.6917
bdi,1993,14642886.56397
bdi,1994,14925048.23628
bdi,1995,16447954.51588
bdi,1996,10520347.04483
bdi,1997,5229446.97638
bdi,1998,4451433.8782
bdi,1999,4441388.48841
bdi,2000,3975032.60839
bdi,2001,5231387.44149
bdi,2002,7511046.20919
bdi,2003,7307273.09675
bdi,2004,15775819.78381
bdi,2005,34792616.89295
bdi,2006,34491170.67783
bdi,2007,30795298.67499
bdi,2008,83324250.48969
bdi,2009,49931995.00073
bdi,2010,79491555.95038
bdi,2011,111682402.82088
bdi,2012,89458715.28231
bdi,2013,127011166.01442
bdi,2014,72259242.58421
bdi,2015,57299409.48483
bdi,2016,72852059.27621
bdi,2017,98048505.57593
bdi,2018,104916140.90601
bel,2002,39085019181.9612
bel,2003,46269892510.6029
bel,2004,54136061612.2656
bel,2005,57246029160.5991
bel,2006,60567004294.2487
bel,2007,73986922674.5425
bel,2008,97004891670.43619
bel,2009,92431447264.93111
bel,2010,97878122383.26109
bel,2011,104921153932.569
bel,2012,106445699196.34
bel,2013,113793231938.34599
bel,2014,125406817944.075
bel,2015,108962365913.028
bel,2016,108878688395.25999
bel,2017,117786245059.869
bel,2018,124825473618.14101
bel,2019,124237648801.705
bel,2020,121511288097.54201
bel,2021,136506595439.033
ben,1974,22014529.47299
ben,1975,28131764.30537
ben,1976,30830653.9503
ben,1977,32546443.34558
ben,1978,38673934.68511
ben,1979,43361831.05384
ben,1980,62287143.5628
ben,1981,66808607.65147
ben,1982,48008824.75736
ben,1983,50167157.90112
ben,1984,58321572.81327
ben,1985,37617167.23319
ben,1986,71612986.51121
ben,1987,90837533.3166
ben,1988,114352203.0617
ben,1989,100473248.03603
ben,1990,126367424.36838
ben,1991,145987562.5659
ben,1992,156048279.10375
ben,1993,146567742.36653
ben,1994,142168286.07111
ben,1995,194329572.06035
ben,1996,126149337.15714
ben,1997,115992037.9701
ben,1998,142333667.97071
ben,1999,176925613.62804
ben,2000,136392441.5562
ben,2001,147228754.25781
ben,2002,152901798.53671
ben,2003,172723649.8722
ben,2004,216028416.35555
ben,2005,193842349.86125
ben,2006,217261548.03906
ben,2007,301934432.15835
ben,2008,349443913.72548
ben,2009,221825343.12046
ben,2010,376827328.51899
ben,2011,411695969.83761
ben,2012,433912740.50327
ben,2013,514533009.80045
ben,2014,479237847.58751
ben,2015,344117345.26603
ben,2016,354175516.84467
ben,2017,333738030.49314
ben,2018,503303056.07885
ben,2019,528456762.46186
ben,2020,510372003.66801
bfa,2005,64357442.96113
bfa,2006,60577043.87366
bfa,2007,85911206.02806
bfa,2008,126744382.84446
bfa,2009,153465892.60638
bfa,2010,298408876.72515
bfa,2011,416166730.88606
bfa,2012,420770410.2752
bfa,2013,496705014.85013
bfa,2014,453200360.70454
bfa,2015,390807558.08522
bfa,2016,443600251.69867
bfa,2017,480884068.25236
bfa,2018,557103435.122
bfa,2019,539899392.37175
bfa,2020,508664193.09268
bgd,1976,67969721.06506
bgd,1977,64143706.18172
bgd,1978,101003293.15894
bgd,1979,132627678.41903
bgd,1980,211479158.73671
bgd,1981,211134163.66626
bgd,1982,218190160.55851
bgd,1983,215907276.6226
bgd,1984,207480733.73121
bgd,1985,237887454.66125
bgd,1986,215034176.38517
bgd,1987,247940897.77824
bgd,1988,277644150.4457
bgd,1989,334397273.00899
bgd,1990,391568085.17313
bgd,1991,431049173.99344
bgd,1992,483351806.68865
bgd,1993,529414582.15138
bgd,1994,589796979.76356
bgd,1995,698193827.95536
bgd,1996,605387325.07651
bgd,1997,687501414.09376
bgd,1998,724481230.67824
bgd,1999,778247679.92675
bgd,2000,815814068.79669
bgd,2001,753284305.30965
bgd,2002,895594798.08939
bgd,2003,1113937305.25096
bgd,2004,1139597987.20414
bgd,2005,1496927265.11407
bgd,2006,1653727737.28415
bgd,2007,1952599358.88202
bgd,2008,2196741916.19768
bgd,2009,1995733630.69263
bgd,2010,2445056546.88712
bgd,2011,2452886215.41198
bgd,2012,2686850390.61702
bgd,2013,2997008179.12812
bgd,2014,3132746363.69174
bgd,2015,3233220374.7078
bgd,2016,3540624811.60305
bgd,2017,3869669931.61068
bgd,2018,5446134026.27476
bgd,2019,6213746400.89506
bgd,2020,6019825462.88404
bgd,2021,7477651317.43724
bgr,1980,1211000000
bgr,1981,1284000000
bgr,1982,1207000000
bgr,1983,1059000000
bgr,1984,1273000000
bgr,1985,1047000000
bgr,1986,958000000
bgr,1987,1158000000
bgr,1988,1186000000
bgr,1989,1223000000
bgr,1990,837000000
bgr,1991,399900000
bgr,1992,1070300000
bgr,1993,1171300000
bgr,1994,1256900000
bgr,1995,1431400000
bgr,1996,1366000000
bgr,1997,1460800000
bgr,1998,1787809215.22457
bgr,1999,1788407575.88308
bgr,2000,2175171699.57992
bgr,2001,2142725252.0249
bgr,2002,2189892522.51168
bgr,2003,2955221160.58383
bgr,2004,4019949221.41941
bgr,2005,4367284984.1496
bgr,2006,5236689663.69452
bgr,2007,6764550198.92213
bgr,2008,7942552536.33619
bgr,2009,6884922076.64736
bgr,2010,6562370000
bgr,2011,7464330000
bgr,2012,7400520000
bgr,2013,7808700000
bgr,2014,9024080000
bgr,2015,8173920000
bgr,2016,8949970000
bgr,2017,9374990000
bgr,2018,10799760000
bgr,2019,11449240000
bgr,2020,8256170000
bhr,1975,156257901.78573
bhr,1976,201466552.30096
bhr,1977,255781625.82025
bhr,1978,364172890.57824
bhr,1979,313664861.37362
bhr,1980,332891039.43531
bhr,1981,360904256.279
bhr,1982,567553192.99881
bhr,1983,366755320.12435
bhr,1984,813829788.13589
bhr,1985,911436170.21277
bhr,1986,764361702.12766
bhr,1987,863563829.78723
bhr,1988,901595744.68085
bhr,1989,809574468.08511
bhr,1990,358510638.29787
bhr,1991,411170212.76596
bhr,1992,542819148.93617
bhr,1993,651861720.90914
bhr,1994,818617097.47766
bhr,1995,683244733.85099
bhr,1996,666223461.84112
bhr,1997,637234101.8702
bhr,1998,724734114.83386
bhr,1999,858938914.9678
bhr,2000,981175733.7766
bhr,2001,1030580533.51064
bhr,2002,1160828532.35816
bhr,2003,1349279139.62766
bhr,2004,2778483776.41844
bhr,2005,3154904509.21986
bhr,2006,3462270455.58511
bhr,2007,3680851063.82979
bhr,2008,3915691489.3617
bhr,2009,3831117021.2766
bhr,2010,4233244680.85106
bhr,2011,3295744680.85106
bhr,2012,8332446808.51064
bhr,2013,8500531914.89362
bhr,2014,8571276595.74468
bhr,2015,9112500000
bhr,2016,10997606382.9787
bhr,2017,11356117021.2766
bhr,2018,12053723404.2553
bhs,1976,440000000
bhs,1977,519700000
bhs,1978,583100000
bhs,1979,657100000
bhs,1980,746000000
bhs,1981,787500000
bhs,1982,794100000
bhs,1983,891100000
bhs,1984,931200000
bhs,1985,1121900000
bhs,1986,1228700000
bhs,1987,1265600000
bhs,1988,1275200000
bhs,1989,1474300000
bhs,1990,1500100000
bhs,1991,1354000000
bhs,1992,1389600000
bhs,1993,1459000000
bhs,1994,1510600000
bhs,1995,1542300000
bhs,1996,1578200000
bhs,1997,1592900000
bhs,1998,1533000000
bhs,1999,1800600000
bhs,2000,1973220000
bhs,2001,1804400000
bhs,2002,2061792178
bhs,2003,2054660000
bhs,2004,2244080000
bhs,2005,2510904015.259
bhs,2006,2436080000
bhs,2007,2599340000
bhs,2008,2533924562.6
bhs,2009,2350857000
bhs,2010,2493573000
bhs,2011,2493608000
bhs,2012,2691377600
bhs,2013,2671240000
bhs,2014,2724801051.3
bhs,2015,2895504509.41
bhs,2016,3399808723.37
bhs,2017,3192086157.34
bhs,2018,4110150472.74
bhs,2019,4468513518.25
bhs,2020,1257166401.75
bih,1998,460176439.94227
bih,1999,463708147.8836
bih,2000,449975002.09638
bih,2001,496766969.11239
bih,2002,524163356.25612
bih,2003,721003534.30557
bih,2004,863541425.42591
bih,2005,988951036.70914
bih,2006,1139737997.52014
bih,2007,1801229552.29717
bih,2008,2034123451.79382
bih,2009,1744677274.24935
bih,2010,1701574537.04832
bih,2011,1690511102.319
bih,2012,1582246384.23686
bih,2013,1622578140.73388
bih,2014,1663662770.92329
bih,2015,1679505771.52964
bih,2016,1795115536.57782
bih,2017,2022181107.98067
bih,2018,2306880464.9751
bih,2019,2367696825.22629
bih,2020,1402406470.97964
blr,1993,184900000
blr,1994,251400000
blr,1995,466100000
blr,1996,908000000
blr,1997,918800000
blr,1998,940000000
blr,1999,754600000
blr,2000,1012500000
blr,2001,1151000000
blr,2002,1353600000
blr,2003,1704200000
blr,2004,1962300000
blr,2005,2342300000
blr,2006,2673500000
blr,2007,3563300000
blr,2008,4616400000
blr,2009,3746000000
blr,2010,4833000000
blr,2011,5652500000
blr,2012,6364100000
blr,2013,7571400000
blr,2014,7952300000
blr,2015,6689800000
blr,2016,6883900000
blr,2017,7905200000
blr,2018,8838000000
blr,2019,9641900000
blr,2020,8789000000
blr,2021,10233636384.26
blz,1984,35400000
blz,1985,38100000
blz,1986,42800000
blz,1987,55950000
blz,1988,74450000
blz,1989,85850000
blz,1990,115350000
blz,1991,122700000
blz,1992,142600000
blz,1993,150500000
blz,1994,121147000
blz,1995,132806000
blz,1996,137875000
blz,1997,137840000
blz,1998,140450000
blz,1999,157550375.94
blz,2000,161778911.54125
blz,2001,171411628.75703
blz,2002,184242660.65663
blz,2003,215545227.46834
blz,2004,238140221.78738
blz,2005,306951848.44878
blz,2006,367036154.27512
blz,2007,400086591.5982
blz,2008,386592313.21672
blz,2009,344344095.65892
blz,2010,353846432.19601
blz,2011,340185856.33199
blz,2012,406560306.46785
blz,2013,448053138.07062
blz,2014,494314252.3907
blz,2015,495732587.12091
blz,2016,525727234.4182
blz,2017,573471410.41712
blz,2018,620049388.45198
blz,2019,677199094.93968
blz,2020,425625424.39877
bmu,2006,1592310000
bmu,2007,1605622734.51628
bmu,2008,1464681966.10007
bmu,2009,1326737034.21548
bmu,2010,1401380326.54266
bmu,2011,1457813709.21527
bmu,2012,1388736578.1798
bmu,2013,1378354583.35499
bmu,2014,1330422549.58623
bmu,2015,1238150984.86891
bmu,2016,1294531521.61275
bmu,2017,1376499815.36568
bmu,2018,1568896926.77581
bmu,2019,1587039402.78377
bmu,2020,1016584904.99017
bol,1976,60400000
bol,1977,60800000
bol,1978,76200000
bol,1979,105200000
bol,1980,87900000
bol,1981,93000000
bol,1982,82300000
bol,1983,103000000
bol,1984,93500000
bol,1985,96500000
bol,1986,121100000
bol,1987,131500000
bol,1988,128300000
bol,1989,143300000
bol,1990,145900000
bol,1991,157000000
bol,1992,164600000
bol,1993,181400000
bol,1994,196000000
bol,1995,192400000
bol,1996,180940000
bol,1997,323840000
bol,1998,323200000
bol,1999,305100000
bol,2000,330932000
bol,2001,332040844.082
bol,2002,370970703.15637
bol,2003,468545313.986
bol,2004,517758635.338
bol,2005,657166440.36676
bol,2006,687399685.94
bol,2007,691908732.93
bol,2008,751626542.9
bol,2009,720130000
bol,2010,707694436.83
bol,2011,948038341.61885
bol,2012,1125167106.49697
bol,2013,1213954465.82258
bol,2014,1191842304.71473
bol,2015,1243394801.36306
bol,2016,1244740246.41452
bol,2017,1454951845.50222
bol,2018,1458805538.29214
bol,2019,1443449440.19592
bol,2020,605179558.98327
bra,1975,1060000000
bra,1976,1018000000
bra,1977,1207000000
bra,1978,1350000000
bra,1979,1475000000
bra,1980,1737000000
bra,1981,2265000000
bra,1982,1809000000
bra,1983,1724000000
bra,1984,1947000000
bra,1985,2086000000
bra,1986,1816000000
bra,1987,1952000000
bra,1988,2279000000
bra,1989,3132000000
bra,1990,3762000000
bra,1991,3319000000
bra,1992,4088000000
bra,1993,3971000000
bra,1994,4908000000
bra,1995,6135000000
bra,1996,4760000000
bra,1997,6428327928.248
bra,1998,7426426181.1874
bra,1999,6466337389.1365
bra,2000,8767259888.57932
bra,2001,8799403289.86955
bra,2002,9065427515.13444
bra,2003,9972995305.57317
bra,2004,12086550987.5406
bra,2005,15296982631.3538
bra,2006,18379231397.6801
bra,2007,22737271858.5583
bra,2008,28885389688.8193
bra,2009,26086637618.39
bra,2010,30662119816.82
bra,2011,36966496180.18
bra,2012,38797843280.32
bra,2013,37928537721.05
bra,2014,39932893653.89
bra,2015,33772286286.41
bra,2016,33251820808.14
bra,2017,34457843306.72
bra,2018,35383148182.89
bra,2019,34275344169.35
bra,2020,28575754499.51
bra,2021,33163528865.89
brb,1967,29506757.13216
brb,1968,36475404.98176
brb,1969,39635069.98018
brb,1970,52678934.97366
brb,1971,67111221.05955
brb,1972,78678601.82279
brb,1973,88627837.79675
brb,1974,92215000.76056
brb,1975,97502559.22507
brb,1976,110179890.25
brb,1977,144361736.75
brb,1978,183033446.75
brb,1979,270765875
brb,1980,330007750
brb,1981,335896750
brb,1982,344420500
brb,1983,340498125
brb,1984,378957875
brb,1985,410093000
brb,1986,459878054.89667
brb,1987,507336150.21992
brb,1988,595328385.05514
brb,1989,682288379.41496
brb,1990,630269186.18968
brb,1991,613735839.56076
brb,1992,613923747.49443
brb,1993,685035680.51385
brb,1994,796282896.674
brb,1995,802339882.29544
brb,1996,967337836.57213
brb,1997,897998515.30441
brb,1998,947054053.15978
brb,1999,990106081.7022
brb,2000,1086381635.49906
brb,2001,1013406502.59737
brb,2002,1027010771.6273
brb,2003,1118743985.36274
brb,2004,1094984027.36242
brb,2005,1254521121.92397
brb,2006,1378471021.2577
brb,2007,1457702039.05306
brb,2008,1518750204.53901
brb,2009,1414555083.18287
brb,2010,1332206786.48825
brb,2011,1298372809.59046
brb,2012,1289490739.87448
brb,2013,1458379199.3365
brb,2014,1377789274.98735
brb,2015,1418579638.10685
brb,2016,1414199140.1245
brn,2001,482139256.28106
brn,2002,426717970.78192
brn,2003,436353738.68448
brn,2004,544237616.79274
brn,2005,616113165.80563
brn,2006,744542032.83212
brn,2007,813339672.98358
brn,2008,867252989.29025
brn,2009,914911081.6271
brn,2010,462074227.48324
brn,2011,501693119.04217
brn,2012,482855898.00199
brn,2013,492589892.54231
brn,2014,556811340.22465
brn,2015,647721572.70593
brn,2016,530322831.02666
brn,2017,551451274.98175
brn,2018,570189090.86866
brn,2019,617709364.68143
brn,2020,351043083.1753
btn,2006,51717644.48185
btn,2007,60191693.53549
btn,2008,54767822.99607
btn,2009,56316595.5514
btn,2010,68835103.74739
btn,2011,81886013.63853
btn,2012,102159014.26831
btn,2013,123320847.87527
btn,2014,124469919.14325
btn,2015,125404694.37594
btn,2016,145794311.29785
btn,2017,161723184.3356
btn,2018,182868670.40567
btn,2019,168185589.03371
btn,2020,134739948.95443
bwa,1975,30831321.95147
bwa,1976,46805011.75508
bwa,1977,51427641.68604
bwa,1978,50473521.38601
bwa,1979,61103794.72696
bwa,1980,100871691.08157
bwa,1981,97043480.45531
bwa,1982,102460923.70421
bwa,1983,112952030.41907
bwa,1984,107211074.40439
bwa,1985,76265395.87876
bwa,1986,100045543.79144
bwa,1987,125138418.11976
bwa,1988,110303718.03373
bwa,1989,110477723.51039
bwa,1990,209517419.2485
bwa,1991,209887759.76269
bwa,1992,189218974.0369
bwa,1993,191327135.97392
bwa,1994,186132582.49553
bwa,1995,260370198.47005
bwa,1996,162979526.88319
bwa,1997,210191384.6328
bwa,1998,254886792.81002
bwa,1999,331200063.40289
bwa,2000,324744515.89089
bwa,2001,356666562.04973
bwa,2002,491166296.82551
bwa,2003,643315644.15112
bwa,2004,748065760.03977
bwa,2005,831512972.10143
bwa,2006,771464590.15831
bwa,2007,848684079.88893
bwa,2008,644574499.26015
bwa,2009,842483123.54887
bwa,2010,639797951.11853
bwa,2011,830859926.1766
bwa,2012,682247029.48424
bwa,2013,853660149.03925
bwa,2014,984517876.2654
bwa,2015,912081749.21976
bwa,2016,851266226.49766
bwa,2017,941237679.2026
bwa,2018,937836555.55793
bwa,2019,968748593.10653
bwa,2020,470491847.2947
caf,1977,23359684.63736
caf,1978,32691373.45847
caf,1979,35003490.24576
caf,1980,53829155.29937
caf,1981,51723861.43778
caf,1982,41554291.45929
caf,1983,35665734.32202
caf,1984,34779192.51465
caf,1985,46789968.78159
caf,1986,56002510.49994
caf,1987,67838667.73842
caf,1988,62327047.2242
caf,1989,65565692.28317
caf,1990,69076137.76024
caf,1991,50487951.749
caf,1992,45139290.17113
caf,1993,49264984.18199
caf,1994,33140930.08214
can,1960,1142205242.62827
can,1961,992152824.19429
can,1962,1047790226.21097
can,1963,1130715409.13154
can,1964,1243835549.36638
can,1965,1377625201.458
can,1966,1605113029.34936
can,1967,2156569593.01136
can,1968,1832295910.24076
can,1969,2114239980.31196
can,1970,2478392136.14928
can,1971,2642291586.44408
can,1972,2787383943.72989
can,1973,3232892912.12771
can,1974,4163525102.80989
can,1975,4312563916.11762
can,1976,5017422783.09669
can,1977,5002088517.05461
can,1978,5468892677.33052
can,1979,6495195332.04446
can,1980,7444802542.33351
can,1981,9114481532.25702
can,1982,8929790552.11853
can,1983,9716985925.31271
can,1984,10252504178.5742
can,1985,10826730602.0233
can,1986,12092593005.8971
can,1987,13351330201.9626
can,1988,15928386851.1709
can,1989,17712920304.3263
can,1990,18876609592.103
can,1991,19988983209.4222
can,1992,20208362766.3482
can,1993,21141890776.67229
can,1994,22815615611.28189
can,1995,25235438123.88589
can,1996,28396648955.4611
can,1997,30494861780.3324
can,1998,33038911820.7879
can,1999,35534594598.277
can,2000,40179700358.2268
can,2001,38966453701.1883
can,2002,40825598597.9782
can,2003,45262535796.2839
can,2004,53165123525.6413
can,2005,60288780505.855
can,2006,66374927570.1231
can,2007,71144437729.14101
can,2008,75491106960.22148
can,2009,69106139075.0491
can,2010,76929188986.8956
can,2011,85332373496.42769
can,2012,92039910125.2901
can,2013,93625570157.83231
can,2014,92835162818.35561
can,2015,85007381297.0997
can,2016,87478688096.8369
can,2017,94753221151.25507
can,2018,105333436374.522
can,2019,112788525319.44299
can,2020,93895720153.1929
can,2021,103891157726.713
che,1977,4289160401.80699
che,1978,5436409094.48165
che,1979,5956770542.02668
che,1980,6887693393.72593
che,1981,6816458718.14686
che,1982,6979318377.45144
che,1983,8230030531.94482
che,1984,8151736760.58869
che,1985,8817215241.38984
che,1986,12029462177.4243
che,1987,15218030322.5049
che,1988,16113578897.0136
che,1989,15303207665.3881
che,1990,18276390380.2663
che,1991,19221311141.9754
che,1992,20683203532.8796
che,1993,21105473905.0498
che,1994,22103652685.0882
che,1995,25303408193.1663
che,1996,25555942104.0283
che,1997,24446699108.56549
che,1998,26127639870.7818
che,1999,28860297855.2331
che,2000,46918875198.2412
che,2001,45072457350.4964
che,2002,47279742189.21169
che,2003,54323131169.0552
che,2004,62930235328.2225
che,2005,68764223276.9572
che,2006,73835520797.16229
che,2007,88473717757.77049
che,2008,100532541416.498
che,2009,96683451779.5704
che,2010,100365756744.731
che,2011,114445084722.589
che,2012,118609800455.729
che,2013,120617412183.05499
che,2014,129452323873.448
che,2015,123409851721.256
che,2016,125561852110.815
che,2017,127072712596.28
che,2018,137653135484.862
che,2019,133001377159.854
che,2020,116612686961.668
chl,1975,248000000
chl,1976,297000000
chl,1977,417000000
chl,1978,481000000
chl,1979,785000000
chl,1980,1263000000
chl,1981,1172000000
chl,1982,936000000
chl,1983,797000000
chl,1984,664000000
chl,1985,692520000
chl,1986,1041060000
chl,1987,1045000000
chl,1988,1089900000
chl,1989,1534250000
chl,1990,1848100000
chl,1991,2126700000
chl,1992,2360000000
chl,1993,2514700000
chl,1994,2839900000
chl,1995,3332900000
