geo,time,sh_xpd_ghed_ge_zs
bih,2016,15.62966
bih,2017,15.46655
bih,2018,15.14069
bih,2019,15.40784
blr,2000,12.12932
blr,2001,10.04258
blr,2002,9.32076
blr,2003,10.07396
blr,2004,9.99574
blr,2005,10.0517
blr,2006,8.44287
blr,2007,8.12454
blr,2008,5.80341
blr,2009,6.73102
blr,2010,8.68533
blr,2011,7.66491
blr,2012,8.85453
blr,2013,8.74394
blr,2014,8.68484
blr,2015,8.82639
blr,2016,10.30651
blr,2017,10.19558
blr,2018,10.30542
blr,2019,10.96221
blz,2000,5.84758
blz,2001,6.82705
blz,2002,7.56447
blz,2003,7.10255
blz,2004,7.54679
blz,2005,8.37198
blz,2006,9.73758
blz,2007,10.4355
blz,2008,13.3312
blz,2009,12.56295
blz,2010,12.79528
blz,2011,12.62283
blz,2012,12.40837
blz,2013,12.5849
blz,2014,12.21121
blz,2015,11.35483
blz,2016,12.1933
blz,2017,11.60645
blz,2018,12.14081
blz,2019,12.20796
bol,2000,8.29598
bol,2001,8.18012
bol,2002,7.81595
bol,2003,8.61168
bol,2004,7.83916
bol,2005,8.2988
bol,2006,8.752
bol,2007,8.50025
bol,2008,7.64689
bol,2009,8.81728
bol,2010,9.7059
bol,2011,8.54341
bol,2012,8.31437
bol,2013,8.48909
bol,2014,8.53604
bol,2015,9.6578
bol,2016,11.09327
bol,2017,11.52297
bol,2018,13.03623
bol,2019,13.67443
bra,2000,10.06367
bra,2001,9.6955
bra,2002,9.4725
bra,2003,8.56152
bra,2004,9.08271
bra,2005,8.41318
bra,2006,9.03494
bra,2007,9.26291
bra,2008,9.36718
bra,2009,9.99294
bra,2010,8.96652
bra,2011,9.22323
bra,2012,9.01109
bra,2013,9.48335
bra,2014,9.60324
bra,2015,10.01467
bra,2016,9.96099
bra,2017,10.323
bra,2018,10.31531
bra,2019,10.47413
brb,2000,12.2769
brb,2001,12.37927
brb,2002,9.33346
brb,2003,11.61679
brb,2004,13.97678
brb,2005,12.23664
brb,2006,12.21911
brb,2007,10.5254
brb,2008,11.27579
brb,2009,11.6655
brb,2010,10.73782
brb,2011,10.61897
brb,2012,12.40838
brb,2013,10.81262
brb,2014,9.91658
brb,2015,9.08462
brb,2016,9.29361
brb,2017,9.0803
brb,2018,9.88514
brb,2019,10.61537
brn,2000,5.7201
brn,2001,5.97161
brn,2002,5.114
brn,2003,6.98941
brn,2004,6.39551
brn,2005,6.43293
brn,2006,5.81376
brn,2007,5.7739
brn,2008,6.20709
brn,2009,6.21689
brn,2010,5.77683
brn,2011,5.74302
brn,2012,5.44353
brn,2013,5.12074
brn,2014,5.20393
brn,2015,5.86489
brn,2016,6.1533
brn,2017,5.87076
brn,2018,7.139
brn,2019,6.81241
btn,2000,7.79075
btn,2001,6.65609
btn,2002,8.01184
btn,2003,7.71853
btn,2004,9.15044
btn,2005,6.82693
btn,2006,6.89359
btn,2007,7.73053
btn,2008,6.03658
btn,2009,7.09497
btn,2010,6.47777
btn,2011,6.40182
btn,2012,6.43641
btn,2013,6.92568
btn,2014,7.77877
btn,2015,9.36865
btn,2016,8.10248
btn,2017,7.5924
btn,2018,7.48527
btn,2019,10.40791
bwa,2000,8.1783
bwa,2001,8.1783
bwa,2002,8.1783
bwa,2003,8.1783
bwa,2004,8.1783
bwa,2005,8.1783
bwa,2006,8.1783
bwa,2007,8.1783
bwa,2008,7.64481
bwa,2009,6.25206
bwa,2010,8.06093
bwa,2011,9.63225
bwa,2012,10.68448
bwa,2013,11.93448
bwa,2014,10.95858
bwa,2015,10.41589
bwa,2016,11.2113
bwa,2017,14.31547
bwa,2018,14.31572
bwa,2019,14.31578
caf,2000,10.02232
caf,2001,10.72369
caf,2002,8.63033
caf,2003,12.56491
caf,2004,11.29224
caf,2005,6.40852
caf,2006,9.17947
caf,2007,9.87926
caf,2008,5.29859
caf,2009,4.63438
caf,2010,3.38885
caf,2011,2.93617
caf,2012,4.29477
caf,2013,7.3359
caf,2014,3.94693
caf,2015,3.26453
caf,2016,4.94713
caf,2017,5.25752
caf,2018,3.91087
caf,2019,4.84232
can,2000,14.81563
can,2001,15.27648
can,2002,15.88257
can,2003,16.36354
can,2004,16.92608
can,2005,17.13104
can,2006,16.77816
can,2007,17.06352
can,2008,17.28201
can,2009,17.32163
can,2010,17.36239
can,2011,17.56519
can,2012,18.08425
can,2013,18.41361
can,2014,18.8473
can,2015,18.94294
can,2016,18.83982
can,2017,18.69411
can,2018,18.55511
can,2019,18.57932
che,2000,7.83615
che,2001,8.69526
che,2002,8.83963
che,2003,9.30684
che,2004,9.30845
che,2005,9.39204
che,2006,9.3417
che,2007,9.55602
che,2008,9.77971
che,2009,9.97372
che,2010,10.01743
che,2011,10.2856
che,2012,10.66728
che,2013,10.29494
che,2014,10.3547
che,2015,10.54056
che,2016,10.5188
che,2017,10.89246
che,2018,10.91553
che,2019,11.08204
chl,2000,10.95629
chl,2001,11.13348
chl,2002,11.66363
chl,2003,12.48133
chl,2004,13.10178
chl,2005,12.86941
chl,2006,13.4054
chl,2007,13.59831
chl,2008,13.46146
chl,2009,13.60349
chl,2010,13.68155
chl,2011,14.01222
chl,2012,14.57409
chl,2013,15.38624
chl,2014,15.69286
chl,2015,16.02263
chl,2016,16.75075
chl,2017,17.97241
chl,2018,18.31552
chl,2019,18.08804
chn,2000,6.08984
chn,2001,5.58924
chn,2002,6.02579
chn,2003,6.87652
chn,2004,7.26606
chn,2005,7.48882
chn,2006,7.56383
chn,2007,7.90135
chn,2008,7.70858
chn,2009,8.37523
chn,2010,8.75092
chn,2011,8.60285
chn,2012,9.03729
chn,2013,9.41684
chn,2014,9.62654
chn,2015,9.40315
chn,2016,9.06442
chn,2017,9.07209
chn,2018,8.85457
chn,2019,8.77883
civ,2000,4.5576
civ,2001,4.45655
civ,2002,4.14797
civ,2003,4.06709
civ,2004,4.14514
civ,2005,3.89134
civ,2006,3.85719
civ,2007,3.96364
civ,2008,4.13572
civ,2009,4.64522
civ,2010,4.06209
civ,2011,4.39368
civ,2012,4.622
civ,2013,4.58989
civ,2014,5.11125
civ,2015,4.87471
civ,2016,4.852
civ,2017,5.15029
civ,2018,5.11733
civ,2019,5.53552
cmr,2000,4.42628
cmr,2001,5.34375
cmr,2002,6.43301
cmr,2003,6.51537
cmr,2004,5.26184
cmr,2005,5.24747
cmr,2006,5.18314
cmr,2007,4.22607
cmr,2008,3.46104
cmr,2009,3.04738
cmr,2010,2.67588
cmr,2011,3.21048
cmr,2012,3.73181
cmr,2013,2.50095
cmr,2014,2.93973
cmr,2015,1.81294
cmr,2016,1.81294
cmr,2017,0.73441
cmr,2018,1.1347
cmr,2019,0.63302
cod,2000,2.49898
cod,2001,2.49898
cod,2002,2.49898
cod,2003,2.49898
cod,2004,2.49898
cod,2005,2.49898
cod,2006,2.49898
cod,2007,2.49898
cod,2008,2.49898
cod,2009,2.49898
cod,2010,2.49898
cod,2011,2.53201
cod,2012,3.87756
cod,2013,3.90943
cod,2014,2.97894
cod,2015,3.84181
cod,2016,3.80773
cod,2017,3.98092
cod,2018,4.47587
cod,2019,4.42496
cog,2000,2.2729
cog,2001,3.31902
cog,2002,1.34427
cog,2003,1.85526
cog,2004,1.7843
cog,2005,1.95315
cog,2006,2.08379
cog,2007,2.05207
cog,2008,4.54892
cog,2009,2.52816
cog,2010,3.6021
cog,2011,2.33683
cog,2012,2.67131
cog,2013,2.20951
cog,2014,1.94997
cog,2015,2.70981
cog,2016,2.88502
cog,2017,3.41115
cog,2018,3.48717
cog,2019,3.48717
col,2000,14.88162
col,2001,15.3775
col,2002,14.86478
col,2003,15.59885
col,2004,15.73735
col,2005,16.83092
col,2006,16.05757
col,2007,16.28444
col,2008,16.69303
col,2009,17.04062
col,2010,16.82774
col,2011,16.48455
col,2012,16.19956
col,2013,16.34111
col,2014,16.18276
col,2015,17.03754
col,2016,17.65918
col,2017,18.60468
col,2018,15.75658
col,2019,16.87218
com,2000,9.14319
com,2001,4.0578
com,2002,6.67243
com,2003,6.67259
com,2004,6.7449
com,2005,5.89242
com,2006,5.17056
com,2007,4.31828
com,2008,2.86454
com,2009,2.7374
com,2010,2.71684
com,2011,7.23844
com,2012,5.35225
com,2013,4.44996
com,2014,3.81898
com,2015,2.44545
com,2016,3.03965
com,2017,3.58679
com,2018,3.95949
com,2019,4.13755
cpv,2000,7.50159
cpv,2001,11.17305
cpv,2002,9.50428
cpv,2003,11.367
cpv,2004,9.63143
cpv,2005,8.80299
cpv,2006,8.92111
cpv,2007,10.0902
cpv,2008,8.10699
cpv,2009,8.30945
cpv,2010,7.22943
cpv,2011,8.6078
cpv,2012,8.86497
cpv,2013,9.02956
cpv,2014,9.98307
cpv,2015,10.09395
cpv,2016,10.39242
cpv,2017,10.39242
cpv,2018,10.39242
cpv,2019,10.39242
cri,2000,25.26474
cri,2001,24.5602
cri,2002,24.75875
cri,2003,26.33172
cri,2004,25.73786
cri,2005,25.70612
cri,2006,29.51012
cri,2007,31.20632
cri,2008,32.37906
cri,2009,33.09722
cri,2010,31.73584
cri,2011,32.76609
cri,2012,31.29024
cri,2013,29.14534
cri,2014,29.13667
cri,2015,29.49201
cri,2016,28.55218
cri,2017,26.90711
cri,2018,27.81472
cri,2019,24.09986
cub,2000,10.80231
cub,2001,11.3918
cub,2002,11.19047
cub,2003,10.89082
cub,2004,10.32093
cub,2005,11.66761
cub,2006,11.20564
cub,2007,14.48143
cub,2008,13.1777
cub,2009,14.9323
cub,2010,13.86582
cub,2011,15.09354
cub,2012,11.4946
cub,2013,14.14058
cub,2014,18.02447
cub,2015,18.24559
cub,2016,17.30282
cub,2017,15.87496
cub,2018,15.18917
cub,2019,15.87547
cyp,2000,6.33172
cyp,2001,6.32943
cyp,2002,6.74459
cyp,2003,6.11334
cyp,2004,5.79073
cyp,2005,5.74123
cyp,2006,6.04718
cyp,2007,6.14985
cyp,2008,6.51698
cyp,2009,6.53123
cyp,2010,7.13188
cyp,2011,7.24582
cyp,2012,7.13067
cyp,2013,7.3657
cyp,2014,5.98329
cyp,2015,7.03236
cyp,2016,7.46371
cyp,2017,7.50754
cyp,2018,6.71092
cyp,2019,9.88576
cze,2000,12.38047
cze,2001,11.83805
cze,2002,12.18289
cze,2003,11.61949
cze,2004,13.14473
cze,2005,12.75457
cze,2006,12.71145
cze,2007,12.40301
cze,2008,12.54554
cze,2009,13.54465
cze,2010,13.09944
cze,2011,13.4256
cze,2012,13.05027
cze,2013,15.10199
cze,2014,14.71695
cze,2015,14.11219
cze,2016,14.63792
cze,2017,14.98044
cze,2018,15.32723
cze,2019,15.43947
deu,2000,16.19214
deu,2001,16.35608
deu,2002,16.55538
deu,2003,16.67024
deu,2004,16.45692
deu,2005,16.66662
deu,2006,16.93237
deu,2007,17.40976
deu,2008,17.46101
deu,2009,17.63914
deu,2010,17.44644
deu,2011,17.96706
deu,2012,18.22894
deu,2013,18.70239
deu,2014,19.16241
deu,2015,19.50031
deu,2016,19.57531
deu,2017,19.92283
deu,2018,19.9778
deu,2019,20.12592
dji,2000,6.07548
dji,2001,5.9684
dji,2002,5.49564
dji,2003,5.81531
dji,2004,5.38615
dji,2005,5.32782
dji,2006,7.23246
dji,2007,6.52659
dji,2008,6.34888
dji,2009,6.13992
dji,2010,6.97049
dji,2011,8.47449
dji,2012,7.13329
dji,2013,6.73505
dji,2014,6.07299
dji,2015,4.06951
dji,2016,4.06951
dji,2017,4.06951
dji,2018,4.31139
dji,2019,4.284
dma,2000,8.64061
dma,2001,8.78347
dma,2002,8.40141
dma,2003,8.66752
dma,2004,8.52866
dma,2005,8.72049
dma,2006,8.74015
dma,2007,7.09985
dma,2008,7.28527
dma,2009,7.41699
dma,2010,7.44341
dma,2011,9.09039
dma,2012,9.49376
dma,2013,9.59457
dma,2014,9.91579
dma,2015,9.7314
dma,2016,7.27849
dma,2017,6.76986
dma,2018,6.15797
dma,2019,7.56692
dnk,2000,12.78374
dnk,2001,13.33597
dnk,2002,13.70535
dnk,2003,13.92825
dnk,2004,14.2
dnk,2005,14.85673
dnk,2006,15.43233
dnk,2007,15.74048
dnk,2008,15.8526
dnk,2009,15.94621
dnk,2010,15.29369
dnk,2011,15.04398
dnk,2012,14.84027
dnk,2013,15.35104
dnk,2014,15.50893
dnk,2015,15.78934
dnk,2016,16.26157
dnk,2017,16.688
dnk,2018,16.71196
dnk,2019,16.83869
dom,2000,11.76568
dom,2001,10.82669
dom,2002,10.60002
dom,2003,6.10043
dom,2004,6.72029
dom,2005,9.19923
dom,2006,8.67431
dom,2007,10.35335
dom,2008,11.59831
dom,2009,14.34098
dom,2010,15.92765
dom,2011,17.08922
dom,2012,13.73777
dom,2013,15.70405
dom,2014,14.47547
dom,2015,14.19552
dom,2016,15.69809
dom,2017,15.68417
dom,2018,15.5675
dom,2019,16.31584
dza,2000,8.78807
dza,2001,9.36116
dza,2002,8.18991
dza,2003,8.57643
dza,2004,8.2198
dza,2005,8.26944
dza,2006,7.96092
dza,2007,8.02395
dza,2008,7.97151
dza,2009,8.91785
dza,2010,9.54485
dza,2011,9.27085
dza,2012,10.05013
dza,2013,11.85088
dza,2014,11.61058
dza,2015,10.73312
dza,2016,10.73426
dza,2017,10.73432
dza,2018,10.73444
dza,2019,10.73094
ecu,2000,4.13943
ecu,2001,6.2078
ecu,2002,6.54683
ecu,2003,8.21315
ecu,2004,8.46123
ecu,2005,7.86558
ecu,2006,8.56826
ecu,2007,8.47955
ecu,2008,5.95784
ecu,2009,7.22293
ecu,2010,8.17364
ecu,2011,7.76674
ecu,2012,8.54002
ecu,2013,8.74611
ecu,2014,9.43877
ecu,2015,10.86833
ecu,2016,11.45131
ecu,2017,12.44781
ecu,2018,12.80474
ecu,2019,13.27851
egy,2000,6.66373
egy,2001,6.63266
egy,2002,6.14118
egy,2003,5.4432
egy,2004,5.24309
egy,2005,5.24353
egy,2006,5.04995
egy,2007,5.01765
egy,2008,4.69925
egy,2009,4.71808
egy,2010,4.36156
egy,2011,4.82708
egy,2012,4.38541
egy,2013,4.15663
egy,2014,4.16148
egy,2015,5.05798
egy,2016,5.05798
egy,2017,5.41992
egy,2018,4.72159
egy,2019,4.65664
eri,2000,2.14201
eri,2001,2.00851
eri,2002,2.62215
eri,2003,1.92759
eri,2004,2.20048
eri,2005,1.14833
eri,2006,1.53862
eri,2007,2.35411
eri,2008,2.35411
eri,2009,2.35411
eri,2010,2.35411
eri,2011,2.35411
eri,2012,2.35411
eri,2013,2.35411
eri,2014,2.35411
eri,2015,2.35411
eri,2016,2.35411
eri,2017,2.35411
eri,2018,2.35411
eri,2019,2.35411
esp,2000,12.57857
esp,2001,12.68995
esp,2002,12.67716
esp,2003,14.01539
esp,2004,14.07335
esp,2005,14.37756
esp,2006,14.68632
esp,2007,14.58442
esp,2008,14.82164
esp,2009,14.78833
esp,2010,14.74599
esp,2011,14.5979
esp,2012,13.57122
esp,2013,14.04809
esp,2014,14.1563
esp,2015,14.82852
esp,2016,15.09321
esp,2017,15.33439
esp,2018,15.16709
esp,2019,15.33624
est,2000,10.80021
est,2001,10.69952
est,2002,9.9918
est,2003,10.55586
est,2004,11.11678
est,2005,11.0963
est,2006,10.65021
est,2007,11.08722
est,2008,11.05111
est,2009,11.02349
est,2010,11.65086
est,2011,11.66085
est,2012,11.31764
est,2013,11.81757
est,2014,12.21883
est,2015,12.18836
est,2016,12.41465
est,2017,12.3653
est,2018,12.52912
est,2019,12.86495
eth,2000,7.02979
eth,2001,8.98227
eth,2002,8.36866
eth,2003,8.41779
eth,2004,5.72479
eth,2005,7.55015
eth,2006,5.07604
eth,2007,6.49598
eth,2008,2.74179
eth,2009,5.30021
eth,2010,5.10712
eth,2011,2.09115
eth,2012,6.40686
eth,2013,6.1933
eth,2014,4.08834
eth,2015,5.57212
eth,2016,5.02445
eth,2017,4.78836
eth,2018,4.78836
eth,2019,4.78836
fin,2000,11.20264
fin,2001,11.68943
fin,2002,12.08927
fin,2003,12.43872
fin,2004,12.7701
fin,2005,13.15531
fin,2006,13.5704
fin,2007,13.64715
fin,2008,13.73692
fin,2009,13.38422
fin,2010,13.32011
fin,2011,13.60761
fin,2012,13.79834
fin,2013,13.71175
fin,2014,13.58577
fin,2015,13.4137
fin,2016,13.11674
fin,2017,13.27502
fin,2018,13.3
fin,2019,13.79551
fji,2000,10.58805
fji,2001,7.90223
fji,2002,8.03576
fji,2003,8.61063
fji,2004,9.25405
fji,2005,10.35953
fji,2006,9.96886
fji,2007,10.59321
fji,2008,9.78182
fji,2009,8.37037
fji,2010,8.79445
fji,2011,7.47411
fji,2012,7.50509
fji,2013,7.46683
fji,2014,7.10428
fji,2015,7.04418
fji,2016,7.65888
fji,2017,7.17953
fji,2018,7.16549
fji,2019,8.33205
fra,2000,13.49542
fra,2001,13.65406
fra,2002,13.85808
fra,2003,13.74813
fra,2004,13.93587
fra,2005,13.90522
fra,2006,13.9993
fra,2007,13.9523
fra,2008,13.9154
fra,2009,13.9594
fra,2010,13.90194
fra,2011,13.94986
fra,2012,13.9055
fra,2013,14.05133
fra,2014,14.2247
fra,2015,14.58568
fra,2016,15.20443
fra,2017,15.21408
fra,2018,15.26975
fra,2019,15.0596
fsm,2000,2.5944
fsm,2001,2.85506
fsm,2002,2.87267
fsm,2003,3.14827
fsm,2004,3.92999
fsm,2005,4.46242
fsm,2006,4.32222
fsm,2007,4.15642
fsm,2008,4.96731
fsm,2009,3.43764
fsm,2010,3.39985
fsm,2011,4.64979
fsm,2012,3.95133
fsm,2013,4.64107
fsm,2014,6.15851
fsm,2015,5.77192
fsm,2016,5.63681
fsm,2017,4.94605
fsm,2018,5.52872
fsm,2019,5.37706
gab,2000,5.24128
gab,2001,4.53776
gab,2002,4.66367
gab,2003,6.75438
gab,2004,6.51322
gab,2005,5.07682
gab,2006,5.76009
gab,2007,6.36192
gab,2008,5.61291
gab,2009,6.81762
gab,2010,6.81338
gab,2011,7.2931
gab,2012,6.19158
gab,2013,5.25754
gab,2014,6.38458
gab,2015,7.03487
gab,2016,9.20257
gab,2017,9.71509
gab,2018,9.41518
gab,2019,9.59156
gbr,2000,15.61384
gbr,2001,15.91297
gbr,2002,16.3621
gbr,2003,16.4256
gbr,2004,16.79278
gbr,2005,16.60587
gbr,2006,17.30749
gbr,2007,17.22947
gbr,2008,16.64872
gbr,2009,17.32142
gbr,2010,17.09106
gbr,2011,17.62102
gbr,2012,17.65168
gbr,2013,18.1473
gbr,2014,18.4753
gbr,2015,18.7375
gbr,2016,19.08587
gbr,2017,18.93675
gbr,2018,19.14807
gbr,2019,19.67667
geo,2000,4.85252
geo,2001,6.75043
geo,2002,7.02041
geo,2003,7.13277
geo,2004,6.25
geo,2005,5.57707
geo,2006,5.23039
geo,2007,3.95363
geo,2008,4.83069
geo,2009,5.88418
geo,2010,6.1534
geo,2011,5.04166
geo,2012,5.50601
geo,2013,6.85161
geo,2014,7.77956
geo,2015,9.60858
geo,2016,10.32651
geo,2017,9.51903
geo,2018,10.32495
geo,2019,9.38725
