geo,time,nv_ind_manf_cn
are,2014,114940934900
are,2015,116180000000
are,2016,117808000000
are,2017,129640378600
are,2018,135420243100
are,2019,134639002041.99001
are,2020,127626860077.54201
arg,1965,0.19845
arg,1966,0.24656
arg,1967,0.30277
arg,1968,0.33492
arg,1969,0.40089
arg,1970,0.3786
arg,1971,0.59533
arg,1972,1.01026
arg,1973,1.62364
arg,1974,2.21897
arg,1975,7.41461
arg,1976,40.0317
arg,1977,103.895
arg,1978,241.832
arg,1979,631.52301
arg,1980,1132
arg,1981,2150
arg,1982,6853
arg,1983,33580
arg,1984,234970
arg,1985,1572500
arg,1986,2737600
arg,1987,6415600
arg,1988,31097000
arg,1989,1004009984
arg,1990,18464000000
arg,1991,44114599900
arg,1992,49541099500
arg,1993,43138297900
arg,1994,45873469700
arg,1995,44502096300
arg,1996,47723427100
arg,1997,53382062500
arg,1998,53326264700
arg,1999,48089824700
arg,2000,46877339400
arg,2001,43241974900
arg,2002,63603071700
arg,2003,84529831700
arg,2004,91866330500
arg,2005,106839923900
arg,2006,127987889900
arg,2007,152911936800
arg,2008,190132679300
arg,2009,194474517800
arg,2010,263297367700
arg,2011,345390538600
arg,2012,401406098500
arg,2013,502616403800
arg,2014,676458297200
arg,2015,844444051100
arg,2016,1109816297900
arg,2017,1368258272900
arg,2018,2073141525900
arg,2019,3154755355600
arg,2020,4223679350200
arm,2012,402103600000
arm,2013,441103100000
arm,2014,466754600000
arm,2015,464325500000
arm,2016,521153400000
arm,2017,591568300000
arm,2018,678235300000
arm,2019,766320600000
arm,2020,765644000000
asm,2002,109000000
asm,2003,108000000
asm,2004,79000000
asm,2005,68000000
asm,2006,67000000
asm,2007,77000000
asm,2008,112000000
asm,2009,163000000
asm,2010,41000000
asm,2011,21000000
asm,2012,89000000
asm,2013,93000000
asm,2014,77000000
asm,2015,94000000
asm,2016,92000000
asm,2017,67000000
asm,2018,89000000
asm,2019,79000000
atg,1977,7135834
atg,1978,8997355
atg,1979,11065713
atg,1980,14168249
atg,1981,15099010
atg,1982,17374204
atg,1983,18201547
atg,1984,19949309
atg,1985,20942120
atg,1986,22234844
atg,1987,23817138
atg,1988,24923709
atg,1989,27695308
atg,1990,31240000
atg,1991,29530000
atg,1992,27760000
atg,1993,26370000
atg,1994,26900000
atg,1995,26700000
atg,1996,27780000
atg,1997,30180000
atg,1998,32790000
atg,1999,34940000
atg,2000,36400000
atg,2001,37610000
atg,2002,39960000
atg,2003,44040000
atg,2004,46080000
atg,2005,49480000
atg,2006,56820000
atg,2007,60060000
atg,2008,58760000
atg,2009,68360000
atg,2010,66880000
atg,2011,69000000
atg,2012,68360000
atg,2013,87380000
atg,2014,92960000
atg,2015,96830000
atg,2016,105790000
atg,2017,98720000
atg,2018,107300000
atg,2019,104920000
atg,2020,89930000
aus,1990,55804000000
aus,1991,52194000000
aus,1992,53242000000
aus,1993,57185000000
aus,1994,61617000000
aus,1995,65029000000
aus,1996,67361000000
aus,1997,68440000000
aus,1998,73433000000
aus,1999,74218000000
aus,2000,76562000000
aus,2001,77653000000
aus,2002,79754000000
aus,2003,87170000000
aus,2004,93956000000
aus,2005,95555000000
aus,2006,98766000000
aus,2007,101053000000
aus,2008,108455000000
aus,2009,106554000000
aus,2010,104190000000
aus,2011,104478000000
aus,2012,105743000000
aus,2013,101534000000
aus,2014,101806000000
aus,2015,102262000000
aus,2016,100882000000
aus,2017,102018000000
aus,2018,106472000000
aus,2019,109283000000
aus,2020,111941000000
aut,1976,12463068000
aut,1977,13389389000
aut,1978,14398802000
aut,1979,15337119000
aut,1980,16358669000
aut,1981,17062617000
aut,1982,17793193000
aut,1983,18886172000
aut,1984,19469673000
aut,1985,20884039000
aut,1986,21985508000
aut,1987,22145678000
aut,1988,23336802000
aut,1989,24833466000
aut,1990,26933568000
aut,1991,28271482000
aut,1992,28789311000
aut,1993,28098358000
aut,1994,29324640000
aut,1995,31623350000
aut,1996,32185990000
aut,1997,33599500000
aut,1998,34805910000
aut,1999,36470770000
aut,2000,38908350000
aut,2001,40446710000
aut,2002,40192860000
aut,2003,40467360000
aut,2004,42014610000
aut,2005,44228920000
aut,2006,47735520000
aut,2007,51552360000
aut,2008,51165880000
aut,2009,47129750000
aut,2010,48759330000
aut,2011,51467740000
aut,2012,53234570000
aut,2013,53431350000
aut,2014,55169040000
aut,2015,57458660000
aut,2016,60962910000
aut,2017,62210540000
aut,2018,64861010000
aut,2019,65763610000
aut,2020,61693230000
aze,1990,51700
aze,1991,89000
aze,1992,1054500
aze,1993,5621500
aze,1994,47454800
aze,1995,246100000
aze,1996,285000000
aze,1997,265100000
aze,1998,286400000
aze,1999,228100000
aze,2000,249700000
aze,2001,328900000
aze,2002,450500000
aze,2003,617200000
aze,2004,706600000
aze,2005,812400000
aze,2006,1082200000
aze,2007,1413500000
aze,2008,1888700000
aze,2009,1967300000
aze,2010,2011900000
aze,2011,2077200000
aze,2012,2321800000
aze,2013,2452800000
aze,2014,2777800000
aze,2015,2713900000
aze,2016,2956400000
aze,2017,3305500000
aze,2018,3700100000
aze,2019,4097800000
aze,2020,4177700000
bdi,1970,1429000000
bdi,1971,1622600000
bdi,1972,1765300000
bdi,1973,2271600000
bdi,1974,2581300000
bdi,1975,2843800000
bdi,1976,3163700000
bdi,1977,3884200000
bdi,1978,4532400000
bdi,1979,6552600000
bdi,1980,5695700000
bdi,1981,6377400000
bdi,1982,7519300000
bdi,1983,8406300000
bdi,1984,9255900000
bdi,1985,10169800000
bdi,1986,10792700000
bdi,1987,14805200000
bdi,1988,14875400000
bdi,1989,20647000000
bdi,1990,22916000000
bdi,1991,26927900000
bdi,1992,19400000000
bdi,1993,19200000000
bdi,1994,21857000000
bdi,1995,20635000000
bdi,1996,16500000000
bdi,1997,33403590400
bdi,1998,41245204100
bdi,1999,51497265500
bdi,2000,68387051700
bdi,2001,79537754600
bdi,2002,85172200700
bdi,2003,93808683600
bdi,2004,115380420300
bdi,2005,143600000000
bdi,2006,135800000000
bdi,2007,163000000000
bdi,2008,183900000000
bdi,2009,207983000000
bdi,2010,231242778400
bdi,2011,262752176500
bdi,2012,297224370700
bdi,2013,363931617700
bdi,2014,423698080300
bdi,2015,423344503600
bdi,2016,458452709900
bel,1995,38595900000
bel,1996,38931800000
bel,1997,41233400000
bel,1998,42242700000
bel,1999,41936400000
bel,2000,44958100000
bel,2001,45044100000
bel,2002,45892200000
bel,2003,45555100000
bel,2004,47758100000
bel,2005,49205900000
bel,2006,48833000000
bel,2007,51750100000
bel,2008,49218500000
bel,2009,44757500000
bel,2010,48437800000
bel,2011,48609100000
bel,2012,48751500000
bel,2013,49356100000
bel,2014,50636100000
bel,2015,52893300000
bel,2016,53145400000
bel,2017,55315800000
bel,2018,55994800000
bel,2019,58796800000
bel,2020,56560900000
ben,1971,10538000400
ben,1972,11462400000
ben,1973,12571700200
ben,1974,17008810000
ben,1975,17748299800
ben,1976,15344911400
ben,1977,16639010800
ben,1978,22555101200
ben,1979,22370201600
ben,1980,23664400400
ben,1981,23294609400
ben,1982,37900001300
ben,1983,36200009700
ben,1984,36400001000
ben,1985,37058998300
ben,1986,33226000400
ben,1987,33675999200
ben,1988,39237001200
ben,1989,37552001000
ben,1990,39360551900
ben,1991,40126044700
ben,1992,47205387100
ben,1993,47830214500
ben,1994,71464692000
ben,1995,87475188000
ben,1996,99950135400
ben,1997,112118752600
ben,1998,115684263800
ben,1999,298081388700
ben,2000,349586094900
ben,2001,419908233500
ben,2002,455159722500
ben,2003,488464029800
ben,2004,483401184700
ben,2005,542657097900
ben,2006,567328487200
ben,2007,537306258200
ben,2008,534751997800
ben,2009,559637185900
ben,2010,553891781300
ben,2011,591279591700
ben,2012,609338588300
ben,2013,675244867700
ben,2014,681293529600
ben,2015,675683000000
ben,2016,695708000000
ben,2017,709509105100
ben,2018,725850610900
ben,2019,831902640400
ben,2020,872765720400
bfa,1960,9127877600
bfa,1961,9127877600
bfa,1962,10346624000
bfa,1963,10751713300
bfa,1964,10955127800
bfa,1965,11564501000
bfa,1966,13591947300
bfa,1967,16636540900
bfa,1968,17650319400
bfa,1969,19882827800
bfa,1970,21099925500
bfa,1971,23133894700
bfa,1972,26786930700
bfa,1973,28614316000
bfa,1974,33484449800
bfa,1975,36529045500
bfa,1976,41392762900
bfa,1977,45660872700
bfa,1978,51139665900
bfa,1979,59054280700
bfa,1980,60069580800
bfa,1981,69608267800
bfa,1982,83001786400
bfa,1983,97612398600
bfa,1984,96395305000
bfa,1985,92942999600
bfa,1986,96540000300
bfa,1987,106762002400
bfa,1988,117400002600
bfa,1989,120903999500
bfa,1990,124537004000
bfa,1991,118306996200
bfa,1992,128591003600
bfa,1993,128897998800
bfa,1994,141509001200
bfa,1995,167716913200
bfa,1996,176895197200
bfa,1997,205103824900
bfa,1998,228365205500
bfa,1999,337682716600
bfa,2000,323748858200
bfa,2001,349119192400
bfa,2002,373191269200
bfa,2003,428532023100
bfa,2004,435273535000
bfa,2005,432336192000
bfa,2006,480379717000
bfa,2007,523316623200
bfa,2008,548548122800
bfa,2009,602153706600
bfa,2010,607264302600
bfa,2011,661059545500
bfa,2012,663264512400
bfa,2013,675286555200
bfa,2014,757018853200
bfa,2015,812948000000
bfa,2016,845723000000
bfa,2017,840377000000
bfa,2018,928963000000
bfa,2019,949652563100
bfa,2020,960243056400
bgd,1960,1089566700
bgd,1961,1265040000
bgd,1962,1328972200
bgd,1963,1368419600
bgd,1964,1425550500
bgd,1965,1543892900
bgd,1966,1854031700
bgd,1967,1943808600
bgd,1968,2210419100
bgd,1969,2379091100
bgd,1970,2505595200
bgd,1971,2304277000
bgd,1972,1503085000
bgd,1973,5362137100
bgd,1974,9221188500
bgd,1975,12156625400
bgd,1976,13948085400
bgd,1977,16761098500
bgd,1978,19903293900
bgd,1979,23362430700
bgd,1980,40677525199.3284
bgd,1981,46263857416.3711
bgd,1982,51748952746.8191
bgd,1983,62941400634.0537
bgd,1984,73809844928.1631
bgd,1985,83746780628.16701
bgd,1986,92909129404.64561
bgd,1987,101489966493.28101
bgd,1988,111304206669.76199
bgd,1989,119234217097.755
bgd,1990,137632993005.409
bgd,1991,154583187100
bgd,1992,172110818700
bgd,1993,193226135500
bgd,1994,214891983300
bgd,1995,242503390600
bgd,1996,265957000000
bgd,1997,290872000000
bgd,1998,337214000000
bgd,1999,354704000000
bgd,2000,376853000000
bgd,2001,413068000000
bgd,2002,449969000000
bgd,2003,492715000000
bgd,2004,553556000000
bgd,2005,629678000000
bgd,2006,738340309900
bgd,2007,876054855100
bgd,2008,1013710250200
bgd,2009,1161971445000
bgd,2010,1285730350800
bgd,2011,1465026993200
bgd,2012,1679274992800
bgd,2013,1971271813900
bgd,2014,2232207000000
bgd,2015,2544831000000
bgd,2016,2951110000000
bgd,2017,3418287000000
bgd,2018,4041443000000
bgd,2019,4813589000000
bgd,2020,5071001000000
bhr,1980,187900000
bhr,1981,202300000
bhr,1982,170100000
bhr,1983,167200000
bhr,1984,182800000
bhr,1985,138800000
bhr,1986,159099500
bhr,1987,204397900
bhr,1988,252728300
bhr,1989,250274800
bhr,1990,265964100
bhr,1991,275083000
bhr,1992,248771900
bhr,1993,300167100
bhr,1994,336753400
bhr,1995,419045000
bhr,2006,921680000
bhr,2007,1182020000
bhr,2008,1459430000
bhr,2009,1205890000
bhr,2010,1400170000
bhr,2011,1628150000
bhr,2012,1717860000
bhr,2013,1812870000
bhr,2014,1874040000
bhr,2015,2029700000
bhr,2016,2194130000
bhr,2017,2468280000
bhr,2018,2504420000
bhr,2019,2561060000
bhr,2020,2366850000
bhs,1989,131439000
bhs,1990,120438000
bhs,1991,149360000
bhs,1992,135535000
bhs,1993,131806000
bhs,1994,133966000
bhs,1995,121136000
bhs,1996,154169000
bhs,1997,148600000
bhs,1998,136400000
bhs,1999,210100000
bhs,2000,233200000
bhs,2001,184000000
bhs,2002,224300000
bhs,2003,214000000
bhs,2004,243300000
bhs,2005,235200000
bhs,2006,256400000
bhs,2007,243700000
bhs,2008,220900000
bhs,2009,208900000
bhs,2010,214800000
bhs,2011,220700000
bhs,2012,315800000
bhs,2013,272900000
bhs,2014,295200000
bhs,2015,287800000
bhs,2016,359100000
bhs,2017,341700000
bhs,2018,263700000
bhs,2019,163500000
bhs,2020,125100000
bih,1994,234070000
bih,1995,305924700
bih,1996,479468500
bih,1997,714528000
bih,1998,874317400
bih,1999,920528000
bih,2000,1098752928.38627
bih,2001,1192566762.94687
bih,2002,1302252811.9323
bih,2003,1369674417.23456
bih,2004,1458669884.7864
bih,2005,1754932046.24063
bih,2006,2009289148.42122
bih,2007,2437665541.65147
bih,2008,2810259773.31952
bih,2009,2598274987.52137
bih,2010,2760926353.83271
bih,2011,2863407934.13116
bih,2012,2765213672.26527
bih,2013,2928823586.99885
bih,2014,2993096260.1159
bih,2015,3336450326.94059
bih,2016,3698953355.35836
bih,2017,4114997070.58863
bih,2018,4423095205.90547
bih,2019,4566467872.66124
bih,2020,4395844123.44812
blr,1990,165.28
blr,1991,400
blr,1992,3600
blr,1993,27700
blr,1994,480700
blr,1995,3396400
blr,1996,5670400
blr,1997,11151400
blr,1998,20697600
blr,1999,85324100
blr,2000,247010000
blr,2001,456800000
blr,2002,678770000
blr,2003,974580000
blr,2004,1427280000
blr,2005,1648940000
blr,2006,1981660000
blr,2007,2420090000
blr,2008,3398490000
blr,2009,3191000000
blr,2010,3837200000
blr,2011,8118100000
blr,2012,13571600000
blr,2013,14752300000
blr,2014,16992200000
blr,2015,18561300000
blr,2016,19134300000
blr,2017,22872400000
blr,2018,26002600000
blr,2019,29155900000
blr,2020,31572800000
blz,1978,45100000
blz,1979,41900000
blz,1980,72068885.48999
blz,1981,61262448.47337
blz,1982,45915625.62952
blz,1983,53933904.50068
blz,1984,64637633.88159
blz,1985,54182704.8941
blz,1986,54173850.78757
blz,1987,78689986.35114
blz,1988,87058002.43014
blz,1989,93709207.25348
blz,1990,93933216.14862
blz,1991,92625500
blz,1992,106623400
blz,1993,108782500
blz,1994,113555400
blz,1995,121048100
blz,1996,128953300
blz,1997,125912400
blz,1998,129590900
blz,1999,132385800
blz,2000,158221700
blz,2001,155314200
blz,2002,154775900
blz,2003,154054200
blz,2004,164812400
blz,2005,172868000
blz,2006,248368900
blz,2007,284972900
blz,2008,342851400
blz,2009,305705500
blz,2010,341185700
blz,2011,400836000
blz,2012,379111100
blz,2013,321566300
blz,2014,293886600
blz,2015,242994700
blz,2016,239273800
blz,2017,251297600
blz,2018,209978200
blz,2019,243276700
blz,2020,243410108.46499
bmu,2001,77586000
bmu,2002,84077000
bmu,2003,71565000
bmu,2004,78134000
bmu,2005,80210000
bmu,2010,56755000
bmu,2011,44426000
bmu,2012,38139000
bmu,2013,33436000
bmu,2014,30792000
bmu,2015,34216000
bmu,2016,29743000
bmu,2017,33116000
bmu,2018,35210000
bmu,2019,38297000
bol,1970,1603
bol,1971,1762
bol,1972,2152
bol,1973,3247
bol,1974,5160
bol,1975,5914
bol,1976,7006
bol,1977,8121
bol,1978,9314
bol,1979,11774
bol,1980,14000
bol,1981,21000
bol,1982,27000
bol,1983,151000
bol,1984,2193000
bol,1985,379397000
bol,1986,1435491000
bol,1987,1526436000
bol,1988,1926417000
bol,1989,2156115000
bol,1990,2619623000
bol,1991,3392235000
bol,1992,3773511000
bol,1993,4126858000
bol,1994,4603632000
bol,1995,5392740000
bol,1996,6165591000
bol,1997,6046783000
bol,1998,6551410000
bol,1999,6546413000
bol,2000,6875907000
bol,2001,7178196000
bol,2002,7388781000
bol,2003,7914142000
bol,2004,8708455000
bol,2005,8955517000
bol,2006,10396496000
bol,2007,11758412000
bol,2008,13479651000
bol,2009,14140662000
bol,2010,15538607481.7769
bol,2011,17185789939.4783
bol,2012,19116287816.3535
bol,2013,21032666895.8356
bol,2014,22203744125.0118
bol,2015,23239112139.8573
bol,2016,25761644250.1955
bol,2017,27197570189.8666
bol,2018,28794056096.4835
bol,2019,29641939909.3135
bol,2020,27405659446.64289
bra,1960,0.00026
bra,1961,0.00041
bra,1962,0.00067
bra,1963,0.00131
bra,1964,0.00235
bra,1965,0.00351
bra,1966,0.00512
bra,1967,0.00665
bra,1968,0.00998
bra,1969,0.01342
bra,1970,0.01741
bra,1971,0.02365
bra,1972,0.03162
bra,1973,0.04508
bra,1974,0.06889
bra,1975,0.09764
bra,1976,0.15858
bra,1977,0.23417
bra,1978,0.35857
bra,1979,0.61462
bra,1980,1.36218
bra,1981,2.636
bra,1982,5.71055
bra,1983,12.7135
bra,1984,43.3545
bra,1985,154.414
bra,1986,390.72
bra,1987,1206.56995
bra,1988,8806.40039
bra,1989,124533
bra,1990,2636373.81818
bra,1991,13165942.54545
bra,1992,149398506.54546
bra,1993,3672261090.90909
bra,1994,82835658000
bra,1995,102667262424.048
bra,1996,111693595254.74899
bra,1997,123948925657.633
bra,1998,121837141550.957
bra,1999,133881204022.864
bra,2000,157496661731.26999
bra,2001,172226311098.83099
bra,2002,183968885316.535
bra,2003,248256967097.34201
bra,2004,295611234788.31702
bra,2005,319906846371.901
bra,2006,339947985278.46301
bra,2007,385033219654.85199
bra,2008,433978522327.48401
bra,2009,435277013139.328
bra,2010,494352000000
bra,2011,515704000000
bra,2012,514021000000
bra,2013,558733000000
bra,2014,597376000000
bra,2015,630813000000
bra,2016,676238000000
bra,2017,706062000000
bra,2018,737428000000
bra,2019,751146552300
bra,2020,727647562494.0061
brb,1975,71900000
brb,1976,84793000
brb,1977,102621000
brb,1978,112400000
brb,1979,136300000
brb,1980,183500000
brb,1981,189700000
brb,1982,205600000
brb,1983,238700000
brb,1984,264100000
brb,1985,231900000
brb,1986,229300000
brb,1987,223600000
brb,1988,240200000
brb,1989,233300000
brb,1990,421400000
brb,1991,397900000
brb,1992,344900000
brb,1993,347400000
brb,1994,340900000
brb,1995,356200000
brb,1996,375300000
brb,1997,400300000
brb,1998,447400000
brb,1999,453000000
brb,2000,473800000
brb,2001,476100000
brb,2002,468200000
brb,2003,519300000
brb,2004,535300000
brb,2005,535900000
brn,1974,227000000
brn,1975,324000000
brn,1976,498000000
brn,1977,506000000
brn,1978,526000000
brn,1979,653000000
brn,1980,1247000000
brn,1981,916000000
brn,1982,904000000
brn,1983,816000000
brn,1984,817000000
brn,1985,784000000
brn,1986,533000000
brn,1987,583000000
brn,1988,547000000
brn,1989,723560100
brn,1990,710531900
brn,1991,797221400
brn,1992,878818500
brn,1993,814180100
brn,1994,750144400
brn,1995,872568300
brn,1996,920426500
brn,1997,1157473700
brn,1998,926428600
brn,1999,1056241200
brn,2000,1589466300
brn,2001,1578135300
brn,2002,1641041100
brn,2003,1749697200
brn,2004,1767994400
brn,2005,1952487400
brn,2006,1925300000
brn,2007,1916200000
brn,2008,2796100000
brn,2009,2180800000
brn,2010,2786141800
brn,2011,3829583500
brn,2012,3956525500
brn,2013,3735026400
brn,2014,3493970200
brn,2015,2582740800
brn,2016,1804818100
brn,2017,2119954700
brn,2018,2574235900
brn,2019,2499406000
brn,2020,2612188405.5649
btn,1980,30259200
btn,1981,71150000
btn,1982,77848600
btn,1983,105277900
btn,1984,121547100
btn,1985,124274300
btn,1986,128782900
btn,1987,186063900
btn,1988,209598000
btn,1989,333381400
btn,1990,404413100
btn,1991,483942400
btn,1992,570653000
btn,1993,635036700
btn,1994,772484700
btn,1995,1013172400
btn,1996,1258592700
btn,1997,1307260100
btn,1998,1432624100
btn,1999,1556853300
btn,2000,1618854900
btn,2001,1880502200
btn,2002,1936388200
btn,2003,2084197300
btn,2004,2296156000
btn,2005,2570897100
btn,2006,3097975900
btn,2007,4033224800
btn,2008,4593444100
btn,2009,5017225600
btn,2010,6324150000
btn,2011,7044820000
btn,2012,8623000000
btn,2013,8779000000
btn,2014,9705000000
btn,2015,10543500000
btn,2016,11085110000
btn,2017,11979554500
btn,2018,12435870000
btn,2019,12687890000
btn,2020,10202030000
bwa,1965,3800000
bwa,1966,2900000
bwa,1967,3450000
bwa,1968,3200000
bwa,1969,3150000
bwa,1970,4050000
bwa,1971,5350000
bwa,1972,7500000
bwa,1973,9500000
bwa,1974,12400000
bwa,1975,17500000
bwa,1976,21850000
bwa,1977,23250000
bwa,1978,31250000
bwa,1979,33700000
bwa,1980,36300000
bwa,1981,54450000
bwa,1982,70950000
bwa,1983,76200000
bwa,1984,81250000
bwa,1985,106950000
bwa,1986,145100000
bwa,1987,180950000
bwa,1988,247350000
bwa,1989,307650000
bwa,1990,336450000
bwa,1991,384700000
bwa,1992,426550000
bwa,1993,434300000
bwa,1994,557500000
bwa,1995,698100000
bwa,1996,904800000
bwa,1997,1041000000
bwa,1998,1258800000
bwa,1999,1410900000
bwa,2000,1661700000
bwa,2001,1872700000
bwa,2002,2084600000
bwa,2003,2121411100
bwa,2004,2334761100
bwa,2005,2511976200
bwa,2006,3123086400
bwa,2007,4206597500
bwa,2008,4278898700
bwa,2009,4662308000
bwa,2010,5548290500
bwa,2011,6074220200
bwa,2012,6523159700
bwa,2013,7285113300
bwa,2014,10898900000
bwa,2015,9925400000
bwa,2016,10692500000
bwa,2017,10288100000
bwa,2018,10679700000
bwa,2019,10960300000
bwa,2020,9698900000
caf,2009,187717000000
caf,2010,195029000000
caf,2011,229418000000
caf,2012,303108000000
caf,2013,175958000000
caf,2014,163195000000
caf,2015,197961000000
caf,2016,210400000000
caf,2017,221898000000
caf,2018,223677000000
caf,2019,235476588000
caf,2020,242525132700
can,1997,145509000000
can,1998,152867000000
can,1999,172115000000
can,2000,188301000000
can,2001,183569000000
can,2002,187517000000
can,2003,183986000000
can,2004,190949000000
can,2005,190132000000
can,2006,188319000000
can,2007,187788000000
can,2008,175837000000
can,2009,158095000000
can,2010,167057000000
can,2011,176615000000
can,2012,183089000000
can,2013,182397000000
can,2014,188042000000
can,2015,198555000000
can,2016,201095000000
can,2017,207312000000
can,2018,220573000000
che,1990,73357169000
che,1991,76137729000
che,1992,76491588000
che,1993,77365922000
che,1994,80742537000
che,1995,79396762000
che,1996,79135499000
che,1997,80717722000
che,1998,81539274000
che,1999,82003724000
che,2000,83803365000
che,2001,89476657000
che,2002,91212376000
che,2003,91285055000
che,2004,93819137000
che,2005,99015878000
che,2006,107122487000
che,2007,115310272000
che,2008,120683444000
che,2009,110298882000
che,2010,114378528000
che,2011,118623531000
che,2012,117188617000
che,2013,119709528000
che,2014,120568219000
che,2015,118080724000
che,2016,121812297000
che,2017,123884671000
che,2018,129511342000
che,2019,132533382000
che,2020,128111081000
chl,1960,985821.80539
chl,1961,1123999.87477
chl,1962,1407502.47744
chl,1963,2145986.92086
chl,1964,3338724.17365
chl,1965,4585202.57051
chl,1966,6281813.18493
chl,1967,8438709.77318
chl,1968,12578655.92116
chl,1969,18051444.25008
chl,1970,26267770.36894
chl,1971,32445974.74701
chl,1972,57635077.47248
chl,1973,326531866.53445
chl,1974,2839736352.19811
chl,1975,7588565892.89741
chl,1976,31395963021.3478
chl,1977,65398571995.8905
chl,1978,113369752419.94099
chl,1979,172513742584.37799
chl,1980,242700256835.328
chl,1981,296641781510.03302
chl,1982,250264967880.15897
chl,1983,334710134893.96698
chl,1984,443649427088.552
chl,1985,624957603559.87402
chl,1986,651216195746.28003
chl,1987,854937213937.78589
chl,1988,1152160728105.92993
chl,1989,1438828238904.61011
chl,1990,1869052595290.8999
chl,1991,2520498946100
chl,1992,3164340412100
chl,1993,3839745952100
chl,1994,4608399236500
chl,1995,5638862810000
chl,1996,5418305446331.75
chl,1997,5889446713658.09961
chl,1998,6064235309565
chl,1999,6236778351257.48047
chl,2000,7090407438390.36035
chl,2001,7901164362719.30859
chl,2002,8447604672570.54102
chl,2003,8907523344003.99023
chl,2004,9646602653527.11914
chl,2005,9836870911770.81836
chl,2006,10578214197581.09961
chl,2007,10844161579388.09961
chl,2008,10459924232080.90039
chl,2009,10863340961521.69922
chl,2010,12012289298354.30078
chl,2011,13434738136530
chl,2012,14041413831706.40039
chl,2013,15325681067361.40039
chl,2014,16819810799180.59961
chl,2015,18605821615121.39844
chl,2016,18608014802511
chl,2017,18687330547929
chl,2018,20114900312428
chl,2019,19912297002008.69531
chl,2020,19909617502890.30078
chn,2004,5174850469000
chn,2005,6011798702000
chn,2006,7121289373000
chn,2007,8746495093000
chn,2008,10253949120000
chn,2009,11011849610000
chn,2010,13028252545210
chn,2011,15645700000000
chn,2012,16980660000000
chn,2013,18186780000000
chn,2014,19562030000000
chn,2015,19943596204380
chn,2016,20950893008710
chn,2017,23387645952940
chn,2018,25593716168440
chn,2019,26413670000000
chn,2020,26594360000000
civ,1965,20600000500
civ,1966,27899990000
civ,1967,32500000800
civ,1968,30899990500
civ,1969,32700000300
civ,1970,41399988200
civ,1971,45100011500
civ,1972,51699998700
civ,1973,56800002000
civ,1974,75600044000
civ,1975,78399995900
civ,1976,104800002000
civ,1977,117599993900
civ,1978,136999985200
civ,1979,158099996700
civ,1990,512928000000
civ,1991,490705098600
civ,1992,489552272000
civ,1993,482683956300
civ,1994,680440659200
civ,1995,826309761600
civ,1996,906209000000
civ,1997,1182600000000
civ,1998,1205000000000
civ,1999,1263000000000
civ,2000,1313271302300
civ,2001,1325664710700
