geo,time,gc_xpn_totl_gd_zs
aut,2012,46.14505
aut,2013,46.62162
aut,2014,47.50119
aut,2015,46.26845
aut,2016,44.99678
aut,2017,44.32989
aut,2018,43.68922
aut,2019,43.49776
aze,1994,34.19765
aze,1995,19.82697
aze,1996,15.80794
aze,1997,16.22137
aze,1998,18.76785
aze,1999,19.00954
aze,2008,18.50777
aze,2009,23.0788
aze,2010,20.87248
aze,2011,18.47836
aze,2012,22.18538
aze,2013,20.92554
aze,2014,22.10099
aze,2015,24.78871
aze,2016,27.19594
aze,2017,27.95873
aze,2018,21.40226
aze,2019,24.28434
bdi,1981,13.67094
bdi,1991,23.0257
bdi,1992,27.69193
bdi,1993,28.25406
bdi,1994,25.18302
bdi,1995,23.62756
bdi,1996,22.7157
bdi,1998,22.07829
bdi,1999,20.64763
bel,1995,45.57281
bel,1996,45.93762
bel,1997,44.69738
bel,1998,44.42121
bel,1999,43.81282
bel,2000,42.63485
bel,2001,43.03719
bel,2002,41.44361
bel,2003,42.55644
bel,2004,40.89894
bel,2005,43.53091
bel,2006,40.59342
bel,2007,40.29353
bel,2008,42.10135
bel,2009,44.39872
bel,2010,43.57957
bel,2011,44.8411
bel,2012,45.91316
bel,2013,45.54207
bel,2014,45.17199
bel,2015,41.59458
bel,2016,41.00677
bel,2017,39.95303
bel,2018,39.8655
bel,2019,39.44699
bfa,2002,9.94394
bfa,2003,9.30638
bfa,2004,10.17953
bfa,2005,10.20434
bfa,2006,11.27531
bfa,2007,12.31298
bfa,2008,10.76151
bfa,2009,11.22878
bfa,2010,10.5946
bfa,2011,11.0359
bfa,2012,12.92145
bfa,2013,12.33366
bfa,2014,12.87874
bfa,2015,13.19749
bfa,2016,14.70982
bfa,2017,18.48979
bfa,2018,17.37074
bfa,2019,18.05376
bgd,2001,7.85279
bgd,2002,7.88712
bgd,2003,7.83605
bgd,2004,7.60498
bgd,2005,8.14263
bgd,2006,8.33494
bgd,2007,8.66279
bgd,2008,9.42878
bgd,2009,9.87158
bgd,2010,9.26625
bgd,2011,9.84388
bgd,2012,9.63854
bgd,2013,9.50712
bgd,2014,9.50444
bgd,2015,9.00588
bgd,2016,9.41892
bgr,1990,53.51549
bgr,1991,39.37288
bgr,1992,39.5488
bgr,1993,43.68351
bgr,1994,43.71518
bgr,2005,31.47272
bgr,2006,29.64605
bgr,2007,32.84543
bgr,2008,31.8929
bgr,2009,33.86003
bgr,2010,31.66032
bgr,2011,29.87062
bgr,2012,30.93943
bgr,2013,33.14548
bgr,2014,37.99895
bgr,2015,34.61532
bgr,2016,32.19594
bgr,2017,32.06519
bgr,2018,32.62462
bgr,2019,33.50997
bhr,1980,21.38848
bhr,1981,21.99555
bhr,1982,26.40064
bhr,1983,29.65679
bhr,1984,29.02281
bhr,1985,30.63142
bhr,1986,36.5078
bhr,1987,27.5051
bhr,1988,27.35436
bhr,1989,27.74833
bhr,1990,27.11896
bhr,1991,25.33848
bhr,1992,26.71294
bhr,1993,26.69156
bhr,1994,26.04376
bhr,1995,24.28844
bhr,1996,22.97433
bhr,1997,23.49516
bhr,1998,24.86345
bhr,1999,24.98895
bhr,2000,20.7445
bhr,2001,21.73894
bhr,2002,24.13256
bhr,2003,21.80047
bhr,2004,20.17612
bhs,1990,16.61087
bhs,1991,17.46294
bhs,1992,18.08298
bhs,1993,17.43208
bhs,1994,17.13716
bhs,1995,17.3695
bhs,1996,18.25713
bhs,1997,11.2388
bhs,1998,10.70955
bhs,1999,10.32943
bhs,2000,10.25943
bhs,2001,10.42339
bhs,2002,10.38941
bhs,2003,11.26257
bhs,2004,11.27846
bhs,2005,11.3577
bhs,2006,11.66355
bhs,2007,11.86754
bhs,2008,12.77773
bhs,2009,14.24334
bhs,2010,15.39342
bhs,2011,16.5593
bhs,2012,16.35482
bhs,2013,16.21999
bhs,2014,15.79113
bhs,2015,15.99736
bhs,2016,17.72049
bhs,2017,19.87782
bhs,2018,17.35929
bhs,2019,18.63197
bih,2005,32.61727
bih,2006,33.99303
bih,2007,36.07361
bih,2008,37.831
bih,2009,39.82455
bih,2010,39.16335
bih,2011,38.11862
bih,2012,39.03267
bih,2013,37.36556
bih,2014,39.94627
bih,2015,36.91188
bih,2016,35.32193
bih,2017,34.35058
bih,2018,35.01277
bih,2019,34.52406
blr,1992,31.63043
blr,1993,36.36548
blr,1994,29.94099
blr,1995,28.74171
blr,1996,27.72346
blr,1997,27.2144
blr,1998,25.90434
blr,1999,27.05877
blr,2000,25.34017
blr,2001,26.87105
blr,2002,24.67838
blr,2003,28.21282
blr,2004,29.26988
blr,2005,30.25076
blr,2006,32.41348
blr,2007,34.65778
blr,2008,33.95036
blr,2009,31.77384
blr,2010,30.20748
blr,2011,25.4493
blr,2012,27.62242
blr,2013,28.2547
blr,2014,27.4104
blr,2015,28.1105
blr,2016,29.41705
blr,2017,29.32161
blr,2018,28.16378
blr,2019,28.58835
blz,1990,16.66277
blz,1991,16.95109
blz,1992,18.20118
blz,1993,19.72223
blz,1994,21.08652
blz,1995,18.63899
blz,1996,18.69596
blz,1997,19.30573
blz,1998,19.21946
blz,1999,19.87431
blz,2000,17.8693
blz,2001,19.46661
blz,2002,19.03566
blz,2003,21.55569
blz,2004,25.58498
blz,2005,24.88393
blz,2006,25.63779
blz,2007,24.07526
blz,2008,23.45234
blz,2009,25.39339
blz,2010,25.04485
blz,2011,24.95564
blz,2012,23.06695
blz,2013,24.30703
blz,2014,24.92968
blz,2015,26.26154
blz,2016,26.6248
blz,2017,27.24283
bol,1986,11.9746
bol,1987,12.23606
bol,1988,11.67924
bol,1989,13.06454
bol,1990,14.19207
bol,1991,14.52844
bol,1992,17.562
bol,1993,20.37739
bol,1994,18.9761
bol,1995,17.7068
bol,1996,18.83226
bol,1997,19.68885
bol,1998,19.6763
bol,1999,20.50412
bol,2000,20.55365
bol,2001,24.24492
bol,2002,28.78444
bol,2003,28.20764
bol,2004,27.2112
bol,2005,25.98315
bol,2006,23.93804
bol,2007,21.81104
bra,2010,30.70142
bra,2011,31.3065
bra,2012,30.79405
bra,2013,30.83655
bra,2014,32.06945
bra,2015,36.92451
bra,2016,36.49165
bra,2017,36.24771
bra,2018,35.45424
bra,2019,34.73507
brb,2003,26.98427
brb,2004,25.79475
brb,2005,28.10381
brb,2006,26.89615
brb,2007,29.25724
brb,2008,30.89854
brb,2009,33.98898
brb,2010,34.35249
brb,2011,32.27217
brb,2012,35.51758
brb,2013,35.51823
brb,2014,33.45059
brb,2015,35.29134
brb,2016,33.82465
btn,1982,15.92729
btn,1983,14.47672
btn,1984,16.84747
btn,1985,21.85991
btn,1986,17.52495
btn,1988,22.10527
btn,1989,21.33137
btn,1990,21.42391
btn,1991,20.44511
btn,1992,18.99816
btn,1993,18.45971
btn,1994,20.35233
btn,1995,21.03129
btn,1996,24.33697
btn,1997,20.38764
btn,1998,17.83802
btn,1999,18.9885
btn,2000,19.85016
btn,2001,20.83712
btn,2002,19.06546
btn,2003,19.09722
btn,2004,17.48756
btn,2005,20.29933
btn,2006,19.79953
btn,2007,18.82129
btn,2008,23.12514
btn,2009,23.868
btn,2010,22.22969
btn,2011,22.38937
btn,2012,20.92244
btn,2013,20.62523
btn,2014,18.65763
btn,2015,19.55809
btn,2016,19.23379
btn,2017,18.63422
btn,2018,20.41853
bwa,1990,26.6816
bwa,1991,27.84054
bwa,1992,30.49875
bwa,1993,32.62798
bwa,1994,29.07754
bwa,1995,30.62406
bwa,1996,28.96264
bwa,2006,28.70051
bwa,2007,30.09057
bwa,2008,35.0512
bwa,2009,38.60811
bwa,2010,33.12418
bwa,2011,29.31866
bwa,2012,30.4844
bwa,2013,28.2394
bwa,2014,28.78887
bwa,2015,31.13262
bwa,2016,26.78114
bwa,2017,28.18429
bwa,2018,29.26659
bwa,2019,29.02988
caf,2004,9.66163
caf,2008,11.00607
caf,2009,15.86418
caf,2010,16.33666
caf,2011,13.46409
caf,2012,8.18447
caf,2014,8.27197
caf,2015,9.30656
caf,2016,9.02135
caf,2017,8.6768
caf,2018,10.12335
can,1990,24.18741
can,1991,25.45774
can,1992,25.61999
can,1993,25.21703
can,1994,23.82322
can,1995,23.50523
can,1996,22.41842
can,1997,20.37105
can,1998,20.17439
can,1999,19.75609
can,2000,18.77452
can,2001,18.711
can,2002,17.96308
can,2003,18.03733
can,2004,17.26592
can,2005,17.82399
can,2006,17.02769
can,2007,16.96278
can,2008,17.08335
can,2009,18.85417
can,2010,19.08471
can,2011,17.85027
can,2012,17.51752
can,2013,17.08488
can,2014,16.40205
can,2015,17.05978
can,2016,17.4986
can,2017,17.6066
can,2018,17.53254
can,2019,18.10553
che,1980,16.64324
che,1981,15.98411
che,1982,16.71736
che,1983,17.13274
che,1984,17.2185
che,1990,14.02052
che,1991,15.0715
che,1992,16.37461
che,1993,17.56414
che,1994,17.66058
che,1995,17.60267
che,1996,18.28116
che,1997,18.50462
che,1998,18.49721
che,1999,19.1722
che,2000,18.47956
che,2001,17.48582
che,2002,19.43203
che,2003,18.2966
che,2004,18.10261
che,2005,17.73138
che,2006,16.81195
che,2007,16.26212
che,2008,15.75375
che,2009,16.79396
che,2010,16.58675
che,2011,16.49245
che,2012,16.38444
che,2013,16.63892
che,2014,16.54721
che,2015,16.87397
che,2016,17.05193
che,2017,16.98564
che,2018,16.48553
che,2019,16.59346
chl,1972,32.44654
chl,1973,26.54552
chl,1974,24.03864
chl,1975,27.70869
chl,1976,25.66646
chl,1977,27.211
chl,1978,26.95948
chl,1979,24.13358
chl,1980,24.20897
chl,1981,25.45239
chl,1982,30.72887
chl,1983,29.06825
chl,1984,29.71652
chl,1985,25.73844
chl,1986,24.03797
chl,1987,21.09006
chl,1988,19.25059
chl,1989,17.70936
chl,1990,16.82061
chl,1991,17.12811
chl,1992,16.59374
chl,1993,16.59826
chl,1994,15.98164
chl,1995,15.12416
chl,1996,15.8463
chl,1997,16.00999
chl,1998,17.31464
chl,1999,18.81913
chl,2000,20.23928
chl,2001,20.20891
chl,2002,20.25342
chl,2003,19.55756
chl,2004,18.18424
chl,2005,17.12002
chl,2006,15.78943
chl,2007,15.9453
chl,2008,18.41369
chl,2009,21.19071
chl,2010,20.07575
chl,2011,19.41513
chl,2012,19.92885
chl,2013,20.11324
chl,2014,20.58507
chl,2015,21.50865
chl,2016,22.02602
chl,2017,22.29323
chl,2018,22.45312
chl,2019,23.08562
civ,2001,8.29412
civ,2002,9.08262
civ,2003,10.31903
civ,2004,10.10726
civ,2005,10.52813
civ,2006,9.75268
civ,2007,10.6614
civ,2008,11.01988
civ,2009,10.47868
civ,2010,10.62524
civ,2011,9.60984
civ,2012,11.32156
civ,2013,9.9306
civ,2014,9.21633
civ,2015,13.4547
civ,2016,13.52411
civ,2017,15.21498
civ,2018,14.86686
civ,2019,14.05624
cmr,1990,14.55679
cmr,1991,15.80893
cmr,1992,14.92943
cmr,1993,9.89986
cmr,1994,9.06269
cmr,1995,8.8683
cmr,1998,10.12098
cmr,1999,10.40394
cmr,2012,12.75275
cmr,2013,12.93541
cmr,2014,12.86031
cmr,2015,12.42132
cmr,2016,11.90005
cmr,2017,10.52724
cmr,2018,11.36738
cod,1972,12.12403
cod,1973,11.59019
cod,1974,13.64371
cod,1975,11.93236
cod,1976,13.17358
cod,1977,10.16741
cod,1978,10.04552
cod,1979,9.85715
cod,1980,10.22211
cod,1981,11.37278
cod,1982,11.01936
cod,1988,17.74383
cod,1989,11.49831
cog,2001,21.51052
cog,2002,26.79937
cog,2003,19.54509
cog,2004,28.67154
cog,2005,21.45223
cog,2006,17.76242
cog,2007,18.47338
cog,2008,15.30373
cog,2009,13.87947
cog,2010,10.75903
cog,2011,10.17665
cog,2012,11.65467
cog,2013,10.87695
cog,2014,12.76933
cog,2015,15.57805
cog,2016,17.6696
cog,2017,17.10896
cog,2018,18.40135
col,1998,19.31661
col,1999,22.12019
col,2000,16.93314
col,2003,27.62228
col,2008,24.56841
col,2009,24.73007
col,2010,25.40438
col,2011,24.22474
col,2012,25.03299
col,2013,33.28519
col,2014,30.16259
col,2015,26.81568
col,2016,28.63084
col,2017,27.50496
col,2018,30.32696
col,2019,30.90073
cpv,2005,30.24272
cpv,2006,29.60981
cpv,2007,24.82952
cpv,2008,22.93369
cpv,2009,25.29527
cpv,2010,25.59523
cpv,2011,26.19474
cpv,2012,25.1242
cpv,2013,25.00659
cpv,2014,26.49307
cpv,2015,28.46712
cpv,2016,28.14524
cpv,2017,28.42483
cri,1973,15.54751
cri,1974,15.05785
cri,1975,16.30506
cri,1976,16.34777
cri,1977,16.14085
cri,1978,20.53395
cri,1979,21.28127
cri,1980,21.59133
cri,1981,18.09021
cri,1982,16.62477
cri,1983,20.97221
cri,1984,20.0232
cri,1985,19.5079
cri,1986,24.25589
cri,1987,25.56115
cri,1988,23.2142
cri,1989,24.35957
cri,1990,24.24988
cri,1991,18.418
cri,1992,17.78165
cri,1993,19.36345
cri,1994,23.0019
cri,1995,21.54132
cri,1996,22.49141
cri,1997,21.39456
cri,1998,21.06179
cri,1999,22.1237
cri,2000,22.03412
cri,2001,22.75867
cri,2002,24.59492
cri,2003,23.6219
cri,2004,22.52539
cri,2005,22.64636
cri,2006,21.60123
cri,2007,21.16081
cri,2008,21.66894
cri,2009,24.74499
cri,2010,25.61363
cri,2011,25.37852
cri,2012,25.94468
cri,2013,26.51774
cri,2014,26.73586
cri,2015,28.55489
cri,2016,27.14673
cri,2017,25.39673
cri,2018,28.91922
cri,2019,29.79772
cyp,1975,30.21401
cyp,1976,25.882
cyp,1977,23.34436
cyp,1978,23.74334
cyp,1979,22.50079
cyp,1980,24.51006
cyp,1981,25.72945
cyp,1982,26.75285
cyp,1983,30.5428
cyp,1984,26.6562
cyp,1985,27.20011
cyp,1986,25.26954
cyp,1987,27.37333
cyp,1988,27.70279
cyp,1989,27.4753
cyp,1990,50.40164
cyp,1991,51.94795
cyp,1992,50.69859
cyp,1993,50.18479
cyp,1994,50.97395
cyp,1995,46.70536
cyp,1996,48.68749
cyp,1997,51.03295
cyp,1998,54.54457
cyp,1999,53.63586
cyp,2000,54.30605
cyp,2001,55.66888
cyp,2002,58.1127
cyp,2003,63.5793
cyp,2004,61.12223
cyp,2005,63.21764
cyp,2006,62.30301
cyp,2007,60.9704
cyp,2008,62.36939
cyp,2009,39.02548
cyp,2010,39.07424
cyp,2011,40.20798
cyp,2012,41.36203
cyp,2013,42.43798
cyp,2014,48.98693
cyp,2015,39.60029
cyp,2016,36.33826
cyp,2017,35.1307
cyp,2018,38.91527
cyp,2019,37.24999
cze,1993,30.9946
cze,1994,30.48328
cze,1995,47.26494
cze,1996,37.50592
cze,1997,35.08293
cze,1998,35.96264
cze,1999,34.81376
cze,2000,33.58839
cze,2001,36.68309
cze,2002,37.0092
cze,2003,38.28509
cze,2004,34.63531
cze,2005,33.47862
cze,2006,32.60283
cze,2007,32.35669
cze,2008,32.08026
cze,2009,35.04036
cze,2010,34.98734
cze,2011,34.93378
cze,2012,36.60888
cze,2013,34.73402
cze,2014,34.47121
cze,2015,33.2583
cze,2016,32.83554
cze,2017,31.80739
cze,2018,32.21732
cze,2019,32.54165
deu,1972,20.16854
deu,1973,20.58587
deu,1974,22.19401
deu,1975,24.48216
deu,1976,24.64186
deu,1977,24.71725
deu,1978,24.70659
deu,1979,24.25253
deu,1980,25.38454
deu,1981,26.17084
deu,1982,26.4121
deu,1983,25.99277
deu,1984,26.19676
deu,1985,25.76558
deu,1986,25.34537
deu,1987,25.75694
deu,1988,25.54575
deu,1989,24.55733
deu,1990,24.68569
deu,1991,31.08564
deu,1992,31.30671
deu,1993,31.80645
deu,1994,31.89364
deu,1995,38.32551
deu,1996,32.45079
deu,1997,31.89272
deu,1998,31.70223
deu,1999,31.62235
deu,2000,31.31322
deu,2001,30.73936
deu,2002,31.17792
deu,2003,31.57562
deu,2004,30.39067
deu,2005,30.49456
deu,2006,29.19202
deu,2007,28.00208
deu,2008,28.27252
deu,2009,31.04607
deu,2010,31.36671
deu,2011,28.87498
deu,2012,28.49387
deu,2013,28.546
deu,2014,28.05218
deu,2015,27.98819
deu,2016,27.90292
deu,2017,28.07662
deu,2018,27.89843
deu,2019,28.32793
dnk,1972,29.07857
dnk,1973,26.81155
dnk,1974,30.16986
dnk,1975,31.02453
dnk,1976,29.97574
dnk,1977,30.45151
dnk,1978,31.3683
dnk,1979,32.87008
dnk,1980,35.97946
dnk,1981,38.0491
dnk,1982,39.15182
dnk,1983,39.65946
dnk,1984,39.16264
dnk,1985,37.47828
dnk,1986,35.136
dnk,1987,34.98963
dnk,1988,36.51272
dnk,1989,36.83723
dnk,1990,37.00396
dnk,1991,36.59039
dnk,1992,37.5757
dnk,1993,40.28838
dnk,1994,40.70759
dnk,1995,42.3242
dnk,1996,40.99028
dnk,1997,39.32942
dnk,1998,38.97562
dnk,1999,38.17584
dnk,2000,36.79341
dnk,2001,36.62548
dnk,2002,36.63849
dnk,2003,37.08144
dnk,2004,36.81213
dnk,2005,34.89984
dnk,2006,33.22875
dnk,2007,36.06675
dnk,2008,36.76098
dnk,2009,41.94241
dnk,2010,42.26861
dnk,2011,42.3863
dnk,2012,43.52369
dnk,2013,41.41377
dnk,2014,40.91078
dnk,2015,40.4442
dnk,2016,38.38362
dnk,2017,37.02215
dnk,2018,36.79918
dnk,2019,35.94452
dom,1972,11.36158
dom,1973,10.67468
dom,1974,11.27252
dom,1975,9.36319
dom,1976,10.39099
dom,1978,10.84615
dom,1979,14.83596
dom,1980,13.8006
dom,1981,12.65126
dom,1982,10.99136
dom,1983,11.36802
dom,1984,9.98189
dom,1985,10.70387
dom,1986,11.26727
dom,1987,8.47855
dom,1988,9.4513
dom,1989,8.48701
dom,1990,6.89609
dom,1991,5.56082
dom,1992,7.01785
dom,1993,8.5551
dom,1994,7.97681
dom,1995,7.71748
dom,1996,8.08245
dom,1997,10.23909
dom,1998,10.19554
dom,1999,10.74575
dom,2000,10.98759
dom,2001,12.16971
dom,2002,12.41007
dom,2003,10.71209
dom,2004,13.33172
dom,2005,13.59537
dom,2006,13.75978
dom,2007,13.58623
dom,2008,15.39668
dom,2009,15.09453
dom,2010,14.20877
dom,2011,14.01591
dom,2012,15.83492
dom,2013,15.45334
dom,2014,15.6419
dom,2015,15.2055
dom,2016,16.149
dom,2017,16.01948
dom,2018,15.70455
dom,2019,15.86405
egy,1975,50.76697
egy,1976,43.74608
egy,1977,42.43657
egy,1978,37.44191
egy,1979,38.94755
egy,1981,42.82479
egy,1982,46.36623
egy,1983,37.80451
egy,1984,37.95253
egy,1985,35.81233
egy,1986,35.20181
egy,1987,30.14951
egy,1988,32.15097
egy,1989,27.22857
egy,1990,24.11378
egy,1991,27.31289
egy,1992,34.94393
egy,1993,31.48454
egy,1994,31
egy,1995,28.125
egy,1996,26.94813
egy,1997,24.23204
egy,2002,27.24835
egy,2003,27.33246
egy,2004,26.89038
egy,2005,27.38886
egy,2006,32.76367
egy,2007,29.33523
egy,2008,30.3182
egy,2009,30.07713
egy,2010,28.86025
egy,2011,29.18993
egy,2012,28.6895
egy,2013,32.20173
egy,2014,32.92063
egy,2015,30.23037
esp,1972,15.99692
esp,1973,16.1931
esp,1974,16.39712
esp,1975,17.28904
esp,1976,17.59079
esp,1977,19.1825
esp,1978,20.95135
esp,1979,22.52691
esp,1980,23.09091
esp,1981,23.46144
esp,1982,26.27673
esp,1983,26.92769
esp,1984,27.61566
esp,1985,29.62207
esp,1986,29.524
esp,1987,29.56596
esp,1988,29.10077
esp,1989,29.40075
esp,1990,29.33258
esp,1991,30.1553
esp,1992,31.71099
esp,1993,34.63085
esp,1994,33.76511
esp,2017,31.74296
esp,2018,32.16564
esp,2019,32.26069
est,1995,37.16054
est,1996,35.93508
est,1997,33.77431
est,1998,35.58915
est,1999,37.06566
est,2000,33.35577
est,2001,31.31785
est,2002,30.75072
est,2003,30.74416
est,2004,30.6102
est,2005,30.01868
est,2006,29.60513
est,2007,29.2275
est,2008,34.29581
est,2009,40.74341
est,2010,37.87912
est,2011,34.71015
est,2012,34.11848
est,2013,34.22545
est,2014,33.88629
est,2015,36.15467
est,2016,36.29406
est,2017,34.99218
est,2018,35.69028
est,2019,36.07744
eth,1990,16.08525
eth,1991,13.27511
eth,1992,11.39438
eth,1993,10.46706
eth,1994,12.43935
eth,1995,11.86535
eth,1996,11.09549
eth,1997,12.39552
eth,1998,16.0039
eth,1999,18.15917
eth,2001,14.51272
eth,2002,17.24556
eth,2003,15.76337
eth,2004,16.16705
eth,2005,14.85166
eth,2006,9.51583
eth,2007,7.69319
eth,2008,12.87806
eth,2009,12.15312
eth,2010,12.5032
eth,2011,10.58393
eth,2012,8.46638
eth,2013,10.21191
eth,2014,9.55243
eth,2015,10.37764
eth,2016,10.0893
eth,2017,11.2325
eth,2018,10.81748
eth,2019,9.70541
fin,1972,20.65811
fin,1973,19.87229
fin,1974,21.08915
fin,1975,24.70977
fin,1976,25.38379
fin,1977,26.18295
fin,1978,26.16796
fin,1979,25.99393
fin,1980,25.37485
fin,1981,25.82354
fin,1982,27.052
fin,1983,28.08321
fin,1984,27.00382
fin,1985,27.81273
fin,1986,28.24961
fin,1987,28.7218
fin,1988,27.60261
fin,1989,26.88019
fin,1990,28.15533
fin,1991,34.43344
fin,1992,39.12648
fin,1993,41.90314
fin,1994,40.43078
fin,1995,48.62962
fin,1996,44.90464
fin,1997,40.31965
fin,1998,37.55001
fin,1999,36.49894
fin,2000,33.90671
fin,2001,33.25635
fin,2002,34.31906
fin,2003,34.89578
fin,2004,34.59416
fin,2005,34.68458
fin,2006,34.27937
fin,2007,32.64037
fin,2008,33.3704
fin,2009,38.22346
fin,2010,38.38304
fin,2011,37.88321
fin,2012,38.89732
fin,2013,40.08986
fin,2014,40.55255
fin,2015,40.42434
fin,2016,39.58431
fin,2017,37.89731
fin,2018,37.376
fin,2019,37.08579
fji,1990,23.95657
fji,1991,23.57884
fji,1992,24.20068
fji,1993,27.57661
fji,1994,26.97617
fji,1995,26.76351
fji,1996,26.96974
fji,2004,25.10004
fji,2005,24.71111
fji,2006,26.52944
fji,2010,23.83505
fji,2011,22.24362
fji,2012,22.99445
fji,2013,24.38346
fji,2014,25.48091
fji,2015,26.32301
fji,2016,25.32755
fji,2017,25.24172
fji,2018,28.02559
fji,2019,26.82341
fra,1972,30.00524
fra,1973,29.34407
fra,1974,31.09897
fra,1975,33.56934
fra,1976,33.76547
fra,1977,34.1313
fra,1978,35.09325
fra,1979,35.49653
fra,1980,36.46466
fra,1981,38.87265
fra,1982,39.93147
fra,1983,40.66951
fra,1984,41.06893
fra,1985,41.34915
fra,1986,40.7718
fra,1987,40.60925
fra,1988,39.72615
fra,1989,38.79104
fra,1990,38.94913
fra,1991,40.18927
fra,1992,41.53388
fra,1993,43.74644
fra,1994,43.90251
fra,1995,47.09992
fra,1996,47.1373
fra,1997,47.38236
fra,1998,45.58653
fra,1999,45.38915
fra,2000,44.1329
fra,2001,44.37432
fra,2002,45.37145
fra,2003,45.63565
fra,2004,45.01598
fra,2005,45.14135
fra,2006,44.70433
fra,2007,44.19516
fra,2008,44.68268
fra,2009,48.02101
fra,2010,49.32404
fra,2011,47.58575
fra,2012,48.07192
fra,2013,48.11937
fra,2014,48.28942
fra,2015,47.99198
fra,2016,47.88193
fra,2017,47.70799
fra,2018,46.75391
fra,2019,46.26177
fsm,2008,18.21528
fsm,2009,16.65587
fsm,2010,16.77572
fsm,2011,15.68134
fsm,2012,17.444
fsm,2013,18.19616
fsm,2014,18.1003
fsm,2015,20.65269
fsm,2016,22.16552
fsm,2017,22.16562
fsm,2018,21.50716
fsm,2019,22.8893
gab,2012,16.27962
gab,2013,16.33078
gab,2014,15.25325
gab,2015,17.18519
