geo,time,se_prm_prs5_zs
omn,2016,98.45946
pak,2004,69.67645
pak,2008,60.75068
pak,2009,61.50743
pak,2010,52.20565
pak,2011,60.99195
pak,2012,62.36961
pak,2013,79.58989
pak,2015,77.27064
pak,2017,70.40919
pak,2018,65.28785
pan,1970,88.18497
pan,1971,79.4284
pan,1972,78.59607
pan,1973,78.2485
pan,1974,79.7721
pan,1975,78.42196
pan,1976,82.96866
pan,1977,80.62305
pan,1978,76.56739
pan,1979,76.69216
pan,1980,76.61088
pan,1981,80.55063
pan,1982,77.95475
pan,1983,83.95676
pan,1984,80.9881
pan,1985,83.78913
pan,1986,82.65256
pan,1987,75.79741
pan,1988,81.53185
pan,1999,91.94919
pan,2000,88.62876
pan,2001,89.8248
pan,2004,85.31602
pan,2005,87.99316
pan,2006,90.01076
pan,2007,87.40266
pan,2008,89.32344
pan,2009,94.58506
pan,2010,94.87264
pan,2011,92.06115
pan,2012,94.00593
pan,2013,88.72262
per,1972,66.96425
per,1973,65.20082
per,1974,67.03647
per,1975,71.22148
per,1976,67.7612
per,1977,74.07248
per,1978,68.2107
per,1979,70.96924
per,1980,75.71295
per,1992,78.78461
per,1998,87.89346
per,1999,87.4623
per,2000,86.10147
per,2001,83.65252
per,2003,89.71713
per,2004,90.27917
per,2005,89.47172
per,2006,93.17694
per,2007,86.1862
per,2008,91.03858
per,2009,93.15511
per,2010,85.06344
per,2011,78.83867
per,2013,92.56405
per,2016,94.52409
phl,1982,70.45065
phl,1983,71.81077
phl,1984,70.26331
phl,1985,70.61671
phl,1986,78.92535
phl,1987,77.80553
phl,1988,74.75815
phl,1989,75.28406
phl,1997,73.54246
phl,1998,73.67893
phl,2001,79.26454
phl,2002,75.97714
phl,2003,75.30765
phl,2004,74.91091
phl,2005,73.96476
phl,2006,76.84
phl,2007,78.41025
phl,2008,78.67714
phl,2016,94.80474
phl,2018,98.23847
png,1986,68.98737
png,1987,66.53457
png,1988,67.93728
png,1989,54.72189
png,1990,59.05043
png,1991,69.34628
png,1993,67.28571
png,1994,59.22333
png,1995,65.39297
png,1996,60.08854
png,1997,65.19216
pol,1971,96.84362
pol,1972,96.88224
pol,1973,96.83123
pol,1974,97.46859
pol,1975,98.10767
pol,1976,98.059
pol,1977,97.41369
pol,1978,97.31873
pol,1979,97.45923
pol,1980,98.04453
pol,1981,97.9898
pol,1982,97.50911
pol,1983,97.70278
pol,1984,97.70961
pol,1985,98.04702
pol,1986,97.73379
pol,1987,97.58686
pol,1988,95.89015
pol,1989,95.62637
pol,1990,95.78963
pol,1991,97.77895
pol,1992,100
pol,1993,99.26089
pol,1994,93.1231
pol,1995,98.09513
pol,1997,91.24236
pol,1998,100
pol,1999,98.57188
pol,2000,99.27301
pol,2001,98.53688
pol,2002,99.27477
pol,2003,99.76701
pol,2004,99.27434
pol,2005,98.64183
pol,2006,97.71316
pol,2008,97.96799
pol,2009,99.47644
pol,2010,98.98675
pol,2011,98.8992
pol,2012,98.35254
pol,2013,98.2869
pol,2014,98.40995
pol,2015,98.37583
pol,2016,93.98802
pol,2017,99.63512
pol,2018,99.57387
pri,2014,83.46932
prt,1971,58.95217
prt,1972,64.1659
prt,1973,68.28167
prt,1974,71.41576
prt,2018,99.5545
pry,1970,48.53952
pry,1971,44.88484
pry,1972,51.40723
pry,1973,49.22083
pry,1974,46.96214
pry,1975,54.52187
pry,1976,53.76411
pry,1977,56.90317
pry,1980,58.35823
pry,1981,58.34042
pry,1982,61.04123
pry,1983,60.77754
pry,1984,61.32231
pry,1985,59.17875
pry,1986,61.28247
pry,1987,64.38762
pry,1988,65.56013
pry,1989,66.47935
pry,1990,70.45466
pry,1991,74.04522
pry,1992,76.19818
pry,1993,71.26054
pry,1994,72.87393
pry,1995,78.38956
pry,1997,78.11316
pry,1998,79.36395
pry,1999,78.11696
pry,2002,81.45594
pry,2003,81.24744
pry,2004,87.71295
pry,2005,80.99205
pry,2006,83.58633
pry,2007,83.67189
pry,2008,82.27429
pry,2009,85.53831
pry,2010,83.79206
pry,2011,86.74465
pyf,1974,63.48556
pyf,1982,78.03082
qat,1971,94.94458
qat,1972,94.05351
qat,1973,93.73346
qat,1974,94.56136
qat,1975,92.98073
qat,1976,95.60848
qat,1977,90.12097
qat,1978,91.65502
qat,1979,91.69767
qat,1980,95.42729
qat,1981,97.59233
qat,1983,97.1426
qat,1984,98.60969
qat,1985,97.9226
qat,1989,93.4463
qat,1992,93.29574
qat,1993,96.92027
qat,1994,94.8884
qat,1995,97.25612
qat,1998,77.55081
qat,2005,85.41454
qat,2007,95.50115
qat,2012,98.69661
qat,2015,99.04096
qat,2016,97.15597
qat,2017,97.80358
qat,2018,90.07355
qat,2019,95.34592
rou,2018,94.38813
rwa,1971,39.59862
rwa,1972,41.69218
rwa,1973,44.18752
rwa,1974,47.98617
rwa,1976,58.26907
rwa,1977,56.33344
rwa,1979,76.08862
rwa,1980,81.77723
rwa,1981,71.3767
rwa,1982,57.00439
rwa,1983,62.55295
rwa,1984,63.95777
rwa,1985,64.66149
rwa,1986,68.89825
rwa,1987,67.17909
rwa,1988,66.63424
rwa,1989,59.57978
rwa,1990,58.90064
rwa,1991,59.9671
rwa,1999,45.25685
rwa,2000,41.73229
rwa,2001,41.24803
rwa,2002,46.64702
rwa,2003,45.91606
rwa,2008,48.51365
rwa,2009,47.19333
rwa,2011,51.93815
rwa,2012,51.16897
rwa,2013,52.22742
rwa,2014,61.97322
rwa,2015,74.79474
rwa,2016,70.71096
rwa,2017,68.08187
rwa,2018,76.64868
sau,2007,93.88255
sau,2011,98.95599
sau,2013,92.61323
sau,2019,88.61912
sdn,2009,79.6512
sdn,2011,86.84425
sdn,2012,86.78982
sdn,2013,81.34147
sdn,2014,83.10769
sdn,2015,89.75349
sdn,2016,82.82948
sdn,2017,89.08985
sen,1971,73.05764
sen,1972,70.05559
sen,1978,86.34952
sen,1979,83.25751
sen,1980,84.46795
sen,1981,86.05233
sen,1982,86.73445
sen,1983,83.96268
sen,1984,84.7944
sen,1985,83.56466
sen,1987,88.53069
sen,1988,85.66687
sen,1989,88.225
sen,1991,84.52329
sen,1993,86.8496
sen,1995,81.2202
sen,1996,85.40732
sen,1997,86.92321
sen,2000,72.33971
sen,2001,67.51432
sen,2002,80.0444
sen,2003,78.20256
sen,2004,73.02222
sen,2005,65.05153
sen,2007,70.93706
sen,2008,69.8311
sen,2009,73.67385
sen,2010,71.76099
sen,2011,73.27907
sen,2012,69.5723
sen,2013,77.68419
sen,2014,71.9269
sen,2019,84.55354
sgp,1971,96.55774
sgp,1972,97.29179
sgp,1973,96.31013
sgp,1974,97.72889
sgp,1975,96.70988
sgp,1976,97.53944
sgp,1977,95.66539
sgp,1978,92.22177
sgp,1979,95.46852
sgp,1980,97.23217
sgp,1981,99.05012
sgp,1982,99.37858
sgp,1983,99.24228
sgp,2008,99.33736
sgp,2016,99.39244
sgp,2017,99.71146
sgp,2018,99.60503
slb,1974,76.99294
slb,1979,85.24903
slb,1980,69.04029
slb,1981,73.47262
slb,1982,87.9527
slb,1983,78.4678
slb,1990,84.90564
slb,1991,87.79551
slb,1992,83.75951
slb,1993,81.16089
slb,2010,83.15643
slb,2011,72.45551
slb,2012,83.89886
slb,2013,80.60198
slb,2014,78.71355
slb,2015,86.78109
slb,2016,78.53604
slb,2017,67.83998
slb,2018,82.37497
sle,1977,56.32348
sle,2012,59.65023
sle,2015,60.04603
sle,2016,59.03558
sle,2017,27.91787
sle,2019,49.07157
slv,1970,35.64316
slv,1971,37.67063
slv,1972,51.84646
slv,1973,42.19003
slv,1974,42.85821
slv,1975,43.53376
slv,1976,41.90726
slv,1980,16.93225
slv,1981,65.4174
slv,1982,47.18117
slv,1983,49.48808
slv,1987,50.83397
slv,1988,44.46677
slv,1991,58.02167
slv,1992,58.32139
slv,1995,76.653
slv,2000,67.0335
slv,2001,68.88015
slv,2002,74.47272
slv,2005,72.08722
slv,2006,73.66307
slv,2007,79.78536
slv,2008,80.2476
slv,2009,89.3638
slv,2010,87.31745
slv,2011,87.01422
slv,2012,87.36379
slv,2013,85.99731
slv,2014,82.51752
slv,2015,82.5127
slv,2016,78.8279
slv,2017,86.54878
smr,1971,96.77064
smr,1982,100
smr,1983,99.65636
smr,1984,100
smr,1986,96.79715
smr,1987,98.86444
smr,1988,100
smr,1989,100
smr,1990,100
smr,1991,88.10917
smr,1992,85.44879
smr,1993,100
smr,2008,93.56449
smr,2010,71.6864
smr,2011,96.24559
smr,2018,98.18727
smr,2019,97.91733
stp,1998,27.29313
stp,2001,62.2792
stp,2002,65.87466
stp,2003,67.23158
stp,2004,77.01019
stp,2007,79.18547
stp,2008,77.34721
stp,2009,79.10692
stp,2010,88.37942
stp,2015,87.82201
stp,2016,95.52257
sur,1975,38.1634
sur,1977,68.98833
sur,1978,76.03376
sur,1981,92.43076
sur,1982,83.32361
sur,1983,81.28881
sur,1984,74.80956
sur,1987,82.83729
sur,2005,80.93565
sur,2006,79.81053
sur,2008,94.06049
sur,2009,81.58715
sur,2010,88.76496
sur,2011,95.84566
sur,2012,93.14686
sur,2013,91.0051
sur,2014,96.84708
sur,2015,95.50639
sur,2016,73.189
sur,2017,87.73726
sur,2018,93.10077
svn,2008,99.56534
svn,2009,99.33957
svn,2010,98.70157
svn,2011,99.28394
svn,2012,99.72961
svn,2013,99.2208
svn,2014,98.73391
svn,2015,99.33951
svn,2016,99.42492
svn,2017,99.39556
svn,2018,99.80345
swe,1971,98.24376
swe,1972,96.76485
swe,1973,96.54798
swe,1974,97.56617
swe,1975,99.1237
swe,1976,99.45192
swe,1978,99.0996
swe,1979,99.27346
swe,1980,98.95086
swe,1981,98.23193
swe,1982,98.37273
swe,1983,98.67324
swe,1987,99.36619
swe,1988,99.56648
swe,1989,99.71418
swe,1990,99.63362
swe,1991,99.72352
swe,1999,98.4332
swe,2000,99.30101
swe,2001,98.78923
swe,2002,98.99788
swe,2003,99.02433
swe,2004,99.09133
swe,2005,98.96187
swe,2006,99.40502
swe,2007,99.72872
swe,2008,99.04032
swe,2009,99.52942
swe,2010,96.54469
swe,2012,99.74619
swe,2013,99.6089
swe,2017,99.72081
swe,2018,99.80225
swz,1970,66.13161
swz,1971,76.96656
swz,1972,76.98961
swz,1973,77.6767
swz,1974,74.21198
swz,1975,72.28994
swz,1976,75.04451
swz,1977,73.22035
swz,1978,74.23615
swz,1979,75.83753
swz,1980,78.85727
swz,1981,72.24352
swz,1982,74.28177
swz,1983,76.62947
swz,1984,77.59296
swz,1985,73.99315
swz,1986,81.37018
swz,1987,76.77553
swz,1988,77.35436
swz,1989,79.22675
swz,1990,76.19761
swz,1991,77.15093
swz,1992,76.90461
swz,1993,78.72181
swz,1994,86.6903
swz,1995,74.41945
swz,1996,75.77939
swz,1997,80.52382
swz,1998,84.03057
swz,1999,80.04773
swz,2000,73.98395
swz,2001,73.30434
swz,2002,76.87879
swz,2004,84.25224
swz,2005,93.97321
swz,2006,80.33046
swz,2009,96.22512
swz,2010,82.38392
swz,2011,84.6769
swz,2012,89.33813
swz,2013,93.92662
swz,2014,93.83693
swz,2015,94.39313
swz,2016,95.16974
swz,2017,97.07774
swz,2018,97.34845
syc,1970,91.35493
syc,1971,89.97697
syc,1973,91.39995
syc,1974,91.22007
syc,1975,83.32212
syc,1977,88.88923
syc,1979,88.96556
syc,1980,96.44151
syc,1981,96.95197
syc,1982,94.80266
syc,1983,96.54898
syc,1984,98.19022
syc,1985,95.07355
syc,1986,94.01555
syc,1987,94.70566
syc,1988,95.29533
syc,1991,92.66807
syc,1992,94.61036
syc,1993,95.37454
syc,1996,95.33486
syc,1997,94.47568
syc,1998,95.9237
syc,1999,96.34612
syc,2000,90.95327
syc,2001,97.79679
syc,2002,98.32303
syc,2003,88.30016
syc,2007,92.34023
syc,2008,94.9298
syc,2009,95.56076
syc,2010,96.04326
syc,2013,87.94363
syc,2014,92.30944
syc,2015,97.07371
syc,2017,96.81306
syc,2018,97.17834
syc,2019,96.60864
syr,1971,88.86898
syr,1972,91.96953
syr,1973,85.40735
syr,1974,85.14945
syr,1975,88.77407
syr,1976,85.51969
syr,1977,84.19939
syr,1978,87.84416
syr,1979,85.8761
syr,1980,86.96454
syr,1981,90.59824
syr,1982,90.56334
syr,1983,92.63359
syr,1984,95.09905
syr,1985,95.97216
syr,1988,92.45742
syr,1989,89.45986
syr,1990,95.82537
syr,1991,93.65027
syr,1992,91.81499
syr,1993,92.25366
syr,1994,89.83435
syr,1995,90.93436
syr,1996,93.52291
syr,1997,87.36013
syr,1998,90.6947
syr,1999,91.77236
syr,2000,92.07643
syr,2001,92.37797
tcd,1976,33.9502
tcd,1988,35.41661
tcd,1990,50.02368
tcd,1994,28.89221
tcd,1995,41.39664
tcd,1996,60.29414
tcd,1998,51.89682
tcd,1999,55.88693
tcd,2000,54.8503
tcd,2001,61.5424
tcd,2002,53.52072
tcd,2004,33.40562
tcd,2005,37.95005
tcd,2009,36.50617
tcd,2010,56.73339
tcd,2011,46.57869
tcd,2012,56.61322
tcd,2015,35.80345
tcd,2016,28.86201
tcd,2017,78.59622
tgo,1971,75.51872
tgo,1978,79.31582
tgo,1979,74.50237
tgo,1980,67.33183
tgo,1981,53.74462
tgo,1982,53.76463
tgo,1983,37.43653
tgo,1984,45.90302
tgo,1985,51.46087
tgo,1986,73.50666
tgo,1987,62.39395
tgo,1988,61.28064
tgo,1989,67.97233
tgo,1990,68.38856
tgo,1991,51.07055
tgo,1995,70.83673
tgo,1999,52.48203
tgo,2000,74.74034
tgo,2002,69.26498
tgo,2003,76.77425
tgo,2004,75.24746
tgo,2005,84.65178
tgo,2007,75.71423
tgo,2009,77.6691
tgo,2010,60.75055
tgo,2011,74.91567
tgo,2012,70.86473
tgo,2013,60.79486
tha,1974,43.8384
tha,1975,45.83179
tha,1976,48.74179
tha,1977,52.79321
tha,1980,84.21613
tha,1999,85.46076
tha,2000,95.21326
tha,2014,87.40273
tha,2016,93.62325
tha,2017,98.73285
tls,2008,79.45929
tls,2009,70.52522
tls,2010,84.2047
tls,2011,79.31064
tls,2012,80.7668
tls,2013,84.51034
tls,2014,85.54254
tls,2015,83.83203
tls,2016,86.26572
tls,2018,93.26626
ton,1977,91.26835
ton,1978,91.93132
ton,1983,95.72941
ton,1985,91.37169
ton,1992,83.98009
ton,2000,92.47555
ton,2004,89.05457
ton,2005,91.55498
ton,2019,91.32378
tto,1990,82.08062
tto,2000,94.84315
tto,2003,96.90647
tto,2004,89.9429
tto,2007,94.7027
tto,2008,96.14438
tto,2009,92.0657
tun,1971,67.9357
tun,1972,63.06598
tun,1973,70.00774
tun,1974,84.32242
tun,1975,84.17287
tun,1976,86.50583
tun,1977,87.93557
tun,1978,84.55545
tun,1979,85.83113
tun,1980,86.75491
tun,1981,86.60885
tun,1982,87.65818
tun,1983,87.04502
tun,1984,87.50561
tun,1985,87.47526
tun,1988,85.92632
tun,1989,87.27555
tun,1990,87.33915
tun,1991,86.56513
tun,1992,87.64084
tun,1993,90.50388
tun,1994,91.6705
tun,1995,92.39259
tun,1996,91.01214
tun,1998,91.59641
tun,1999,92.16076
tun,2000,93.10245
tun,2001,95.45653
tun,2002,96.15369
tun,2003,96.49475
tun,2004,96.83616
tun,2005,96.72884
tun,2006,96.42591
tun,2007,96.07502
tun,2008,96.08957
tun,2009,96.19148
tun,2012,95.69571
tun,2013,94.45073
tun,2014,96.28025
tun,2015,88.50152
tun,2016,96.76602
tur,1984,93.25798
tur,1985,97.5181
tur,1986,95.96645
tur,1987,97.0651
tur,1988,96.39042
tur,1989,96.55843
tur,1990,95.58432
tur,1991,97.52051
tur,1992,92.18866
tur,1993,89.01334
tur,1994,93.08038
tur,2003,94.88943
tur,2004,96.61292
tur,2005,97.84217
tur,2006,97.50211
tur,2007,94.23152
tur,2008,91.81307
tur,2009,99.21857
tur,2010,95.00541
tur,2011,90.02465
tur,2014,0
tuv,2001,52.20158
tuv,2005,90.13027
tuv,2014,93.84357
tuv,2015,61.29886
tuv,2019,83.10623
tza,1970,63.89695
tza,1971,72.90888
tza,1972,80.32064
tza,1973,88.77435
tza,1974,91.55881
tza,1975,85.67586
tza,1980,89.44032
tza,1981,81.11288
tza,1982,94.61041
tza,1983,84.50763
tza,1984,78.5524
tza,1985,86.19322
tza,1986,76.79874
tza,1987,75.6008
tza,1988,80.21276
tza,1990,78.45101
tza,1991,81.81588
tza,1992,83.20545
tza,1993,78.74464
tza,1996,81.30926
tza,1997,76.61718
tza,1998,80.89487
tza,1999,79.72814
tza,2000,81.36105
tza,2001,96.54203
tza,2003,87.76736
tza,2004,83.95353
tza,2005,84.96897
tza,2006,86.85686
tza,2008,80.86607
tza,2009,89.82061
tza,2012,80.76529
tza,2017,94.82048
tza,2018,88.54831
tza,2019,84.47707
uga,1975,77.9065
uga,1978,61.19464
uga,1981,78.02878
uga,1985,63.40912
uga,2000,57.13953
uga,2001,63.29337
uga,2002,58.03775
uga,2003,41.93291
uga,2004,48.667
uga,2006,57.9617
uga,2008,57.65316
uga,2010,48.2454
uga,2011,62.3534
uga,2012,61.40363
uga,2016,61.12238
ury,1970,87.67986
ury,1971,90.06278
ury,1972,92.26821
ury,1973,84.35244
ury,1976,82.26077
ury,1977,91.28827
ury,1984,95.81816
ury,1985,89.83422
ury,1986,94.37633
ury,1987,95.35321
ury,1988,96.77231
ury,1989,95.44662
ury,1990,94.46946
ury,1991,94.92869
ury,1992,95.74638
ury,1993,94.3155
ury,1994,95.88014
ury,1995,97.73827
ury,1996,94.24401
ury,1997,95.71223
ury,1998,87.05491
ury,2000,88.56563
ury,2001,92.89491
ury,2002,88.45376
ury,2003,91.16584
ury,2004,94.87081
ury,2005,93.13527
ury,2006,94.35921
ury,2007,94.51991
ury,2008,95.37482
ury,2009,94.83501
ury,2010,94.16958
ury,2011,99.3121
ury,2012,99.14859
ury,2013,99.26478
ury,2014,98.93509
ury,2015,99.62488
ury,2016,90.27962
usa,2017,89.7451
usa,2018,86.23765
vct,2009,86.45553
vct,2010,79.43128
vct,2012,91.36782
vct,2013,96.09236
vct,2014,92.0851
vct,2015,94.45866
vct,2016,91.87337
vct,2017,96.65978
ven,1971,65.01101
ven,1972,64.92741
ven,1973,63.28349
ven,1974,64.89476
ven,1975,69.68306
ven,1976,65.15543
ven,1977,73.7928
ven,1978,72.89198
ven,1979,73.10415
ven,1980,75.07119
ven,1981,74.43892
ven,1982,71.45307
ven,1983,70.9585
ven,1984,76.77861
ven,1985,76.11838
ven,1986,80.01121
ven,1987,74.9574
ven,1988,76.73548
ven,1989,80.61602
ven,1990,90.61515
ven,1991,86.06117
ven,1992,78.39543
ven,1996,89.09833
ven,1999,90.79707
ven,2001,89.80823
ven,2002,84.20771
ven,2003,91.0346
ven,2004,91.42974
ven,2005,92.02608
ven,2006,97.73134
ven,2007,84.33504
ven,2008,94.06964
ven,2009,93.81088
ven,2010,95.99905
ven,2011,96.04122
ven,2012,96.41682
ven,2013,91.36229
ven,2014,92.58962
ven,2015,86.71287
ven,2016,87.03022
vgb,2009,74.08248
vgb,2010,70.29578
vgb,2017,29.69902
vnm,1978,46.42445
vnm,1999,82.81947
vnm,2000,85.74214
vnm,2002,85.16531
vnm,2010,93.77532
vnm,2011,97.47471
vnm,2012,94.49783
vnm,2014,95.96009
vut,1993,74.98934
vut,1999,72.08428
vut,2006,82.32149
vut,2007,82.24241
vut,2008,76.11029
vut,2019,89.17938
wsm,1994,92.71208
wsm,1995,86.28861
wsm,1996,85.04761
wsm,1998,73.80209
wsm,1999,91.06681
wsm,2000,91.97794
wsm,2002,90.26545
wsm,2003,90.07189
wsm,2004,87.16553
wsm,2005,87.7762
wsm,2006,90.66479
wsm,2010,79.50433
wsm,2011,91.73863
wsm,2014,92.30254
wsm,2015,94.0213
wsm,2016,88.89544
wsm,2017,87.43875
wsm,2018,94.25899
wsm,2019,90.26465
yem,2001,74.48447
yem,2002,75.90598
yem,2003,73.1699
yem,2004,66.26971
yem,2012,75.40461
zaf,1990,75.32646
zaf,1998,78.59904
zaf,1999,64.75924
zaf,2001,85.97436
zaf,2002,84.12854
zaf,2003,82.45042
zaf,2015,86.50646
zaf,2017,92.29234
zaf,2018,96.90834
zmb,1971,73.34968
zmb,1972,73.48938
zmb,1973,77.88939
zmb,1974,72.1358
zmb,1975,79.11088
zmb,1976,80.23806
zmb,1977,80.10665
zmb,1978,81.88911
zmb,1979,84.55984
zmb,1980,84.32272
zmb,1985,86.0244
zmb,1998,78.20007
zmb,1999,80.59504
zmb,2001,92.93125
zmb,2005,87.64652
zmb,2006,88.486
zmb,2007,89.07283
zmb,2008,70.97232
zmb,2009,79.67974
zmb,2012,74.4586
zwe,1983,77.5601
zwe,1998,77.56082
zwe,2001,59.82842
zwe,2002,69.66653
zwe,2012,83.40833
zwe,2015,88.11007
zwe,2016,88.3099
zwe,2017,90.34035
zwe,2018,92.57207
zwe,2019,92.93462
