geo,time,se_prm_prs5_zs
civ,1999,69.24932
civ,2000,88.91454
civ,2006,78.59291
civ,2008,66.05502
civ,2011,84.81472
civ,2012,78.35674
civ,2013,76.27422
civ,2014,83.86067
civ,2015,83.54388
civ,2016,75.1137
civ,2017,60.0106
cmr,1972,59.27413
cmr,1973,61.48563
cmr,1974,67.22015
cmr,1975,63.16954
cmr,1976,57.36165
cmr,1977,65.69601
cmr,1978,66.16615
cmr,1979,66.88608
cmr,1980,72.27303
cmr,1981,69.98946
cmr,1982,74.46689
cmr,1983,62.93464
cmr,1984,73.77194
cmr,1985,72.71664
cmr,1986,76.88496
cmr,1987,73.98652
cmr,1990,66.73032
cmr,1999,77.79062
cmr,2006,81.77029
cmr,2007,62.9556
cmr,2008,77.97233
cmr,2009,76.29075
cmr,2010,68.39409
cmr,2011,78.68559
cmr,2014,79.18871
cmr,2015,71.26567
cmr,2016,54.96891
cmr,2017,51.41384
cmr,2018,77.37492
cod,1971,45.88029
cod,1975,57.46237
cod,1976,58.81633
cod,1977,65.42027
cod,1979,55.0056
cod,1980,54.73435
cod,1981,54.39391
cod,1982,54.02577
cod,1987,68.33949
cod,1991,54.70151
cod,1992,63.67151
cod,1993,63.49447
cod,2007,77.63922
cod,2009,59.96103
cod,2010,59.80078
cod,2011,73.6565
cod,2012,60.986
cod,2014,54.68697
cog,1971,76.73658
cog,1972,79.03073
cog,1973,81.78141
cog,1974,74.07004
cog,1975,78.63711
cog,1976,77.08492
cog,1977,77.5966
cog,1978,75.566
cog,1980,75.468
cog,1983,81.4757
cog,1984,81.30443
cog,1986,76.10052
cog,1989,67.79289
cog,1991,62.99154
cog,1993,65.79152
cog,1995,55.03016
cog,2002,67.73862
cog,2007,76.92578
col,1970,40.19253
col,1971,36.61485
col,1972,41.33562
col,1973,37.12489
col,1981,37.13152
col,1982,54.64085
col,1983,55.01673
col,1984,55.06732
col,1985,55.83481
col,1986,60.69022
col,1987,56.04394
col,1988,55.97978
col,1989,52.17931
col,1990,55.27061
col,1991,71.96733
col,1992,59.06845
col,1993,62.84915
col,1994,57.70759
col,1995,71.51234
col,1998,63.43473
col,1999,66.56943
col,2000,60.93135
col,2001,69.40604
col,2004,80.87263
col,2005,80.83211
col,2006,85.22291
col,2007,84.72122
col,2009,84.53239
col,2010,87.36096
col,2011,84.71189
col,2012,71.96651
col,2013,83.49704
col,2014,88.25821
col,2015,89.98095
col,2016,91.67863
col,2017,92.43183
col,2018,95.01278
com,1986,38.97049
com,1992,46.29662
com,1993,80.50086
com,1998,48.72889
com,2003,61.45593
com,2013,74.61658
cpv,1978,18.09359
cpv,1979,24.58453
cpv,1980,27.84664
cpv,1981,25.19665
cpv,1982,26.90304
cpv,1984,37.73978
cpv,1985,51.37609
cpv,1986,50.74109
cpv,1987,53.81629
cpv,1989,60.19075
cpv,2001,91.79453
cpv,2002,87.15416
cpv,2003,90.94269
cpv,2004,89.64242
cpv,2005,90.46458
cpv,2006,89.69391
cpv,2007,89.6685
cpv,2008,87.8882
cpv,2009,88.37524
cpv,2010,92.14836
cpv,2012,93.61903
cpv,2013,92.75935
cpv,2014,91.88306
cpv,2015,92.69493
cri,1970,77.24239
cri,1971,76.48929
cri,1972,79.23152
cri,1973,73.98862
cri,1974,65.6657
cri,1975,81.30747
cri,1976,76.37442
cri,1977,78.0607
cri,1978,80.51098
cri,1979,74.87529
cri,1980,79.79562
cri,1981,76.54296
cri,1982,83.86831
cri,1983,84.56154
cri,1984,81.34189
cri,1985,85.61201
cri,1986,81.3829
cri,1987,83.67522
cri,1988,82.71638
cri,1989,84.54189
cri,1990,82.40591
cri,1991,84.1656
cri,1992,85.38485
cri,1993,87.95517
cri,1994,88.6229
cri,1995,87.6341
cri,1999,91.49868
cri,2000,93.68926
cri,2001,91.59649
cri,2004,86.60286
cri,2005,93.76646
cri,2006,87.62576
cri,2007,95.74179
cri,2008,95.66199
cri,2009,91.17663
cri,2010,92.88155
cri,2011,91.02858
cri,2012,89.88104
cri,2013,91.81236
cri,2014,94.76844
cri,2015,95.23518
cri,2016,94.89308
cub,1971,71.63392
cub,1972,85.23931
cub,1973,84.52032
cub,1974,87.46121
cub,1975,87.50383
cub,1976,87.69169
cub,1977,86.8862
cub,1980,87.14695
cub,1981,88.86294
cub,1982,90.19072
cub,1983,91.63684
cub,1984,92.62316
cub,1985,92.58762
cub,1986,94.01804
cub,1987,92.92687
cub,1988,91.03496
cub,1989,89.79292
cub,1990,90.32651
cub,1991,91.57561
cub,1992,94.02299
cub,1993,94.92752
cub,1994,93.72315
cub,1998,77.70799
cub,1999,95.64683
cub,2000,96.66992
cub,2001,97.3898
cub,2002,97.23561
cub,2003,96.94237
cub,2004,96.93668
cub,2005,97.00063
cub,2006,96.81723
cub,2007,96.47061
cub,2008,95.9206
cub,2009,96.59766
cub,2010,95.91935
cub,2011,96.50039
cub,2012,96.68645
cub,2013,96.66954
cub,2014,95.9752
cub,2015,96.25001
cub,2016,96.30487
cub,2017,96.71013
cub,2018,96.82256
cub,2019,96.25272
cym,1999,70.27614
cym,2000,93.2469
cym,2004,77.84247
cym,2012,80.79854
cyp,1971,97.10659
cyp,1972,98.7077
cyp,1973,97.63339
cyp,1974,70.47317
cyp,1975,94.96166
cyp,1976,98.47197
cyp,1977,99.23394
cyp,1978,99.16189
cyp,1979,98.76035
cyp,1980,98.89153
cyp,1981,98.51215
cyp,1982,99.4706
cyp,1983,98.83355
cyp,1984,98.82525
cyp,1985,99.17082
cyp,1986,98.61452
cyp,1987,99.20656
cyp,1988,99.23685
cyp,1989,99.12545
cyp,1990,98.42009
cyp,1991,99.50435
cyp,1992,99.05093
cyp,1993,99.02767
cyp,1994,99.43264
cyp,1999,95.01044
cyp,2000,99.07172
cyp,2001,98.20168
cyp,2002,98.00324
cyp,2003,99.15905
cyp,2004,98.63824
cyp,2005,98.73735
cyp,2006,98.88288
cyp,2007,95.37129
cyp,2012,95.01444
cyp,2013,92.20267
cyp,2014,97.93402
cyp,2015,98.32951
cyp,2016,98.85226
cze,1999,98.31247
cze,2000,98.54904
cze,2001,98.74884
cze,2002,97.68419
cze,2003,98.41223
cze,2004,98.41529
cze,2005,99.37177
cze,2006,98.22413
cze,2007,98.82972
cze,2008,99.58403
cze,2009,98.78065
cze,2010,99.17601
cze,2011,99.25139
cze,2012,99.23056
cze,2013,99.28872
cze,2014,99.45104
cze,2015,99.51494
cze,2016,99.48435
cze,2017,99.4515
cze,2018,99.52777
dji,1974,81.38539
dji,1975,49.22481
dji,1986,91.59421
dji,1987,92.84248
dji,1988,88.55063
dji,1989,96.96972
dji,1990,80.28262
dji,1991,87.30297
dji,1992,54.87659
dji,1994,94.31275
dji,1995,81.95152
dji,1996,79.03575
dji,1999,76.7128
dji,2005,89.87376
dji,2012,75.86328
dji,2013,84.4023
dji,2019,88.24742
dji,2020,89.45155
dma,1999,85.4539
dma,2000,86.23891
dma,2001,85.41952
dma,2002,83.65096
dma,2003,83.5593
dma,2004,92.27603
dma,2005,89.16526
dma,2006,89.33199
dma,2007,92.27591
dma,2008,89.74292
dma,2009,89.8678
dma,2010,93.76501
dma,2011,89.73806
dma,2012,93.90192
dma,2013,89.67458
dma,2014,83.6188
dma,2015,77.99569
dnk,1971,96.31612
dnk,1972,96.74214
dnk,1973,97.68546
dnk,1974,97.04009
dnk,1975,99.53424
dnk,1976,92.72516
dnk,1977,98.87564
dnk,1978,98.12673
dnk,1980,99.73134
dnk,1981,99.10317
dnk,1982,98.81802
dnk,1983,99.1426
dnk,1984,98.82913
dnk,1985,98.60169
dnk,1986,99.29184
dnk,1987,99.14578
dnk,1988,99.00013
dnk,1989,98.66952
dnk,1990,99.22685
dnk,1991,94.20727
dnk,1992,99.8687
dnk,1998,99.83655
dnk,1999,99.89345
dnk,2000,99.93236
dnk,2004,92.47643
dnk,2005,99.75466
dnk,2007,98.65495
dnk,2008,99.66173
dnk,2009,99.2833
dnk,2012,99.49036
dnk,2013,99.65969
dnk,2014,99.92857
dnk,2016,99.56784
dnk,2017,99.8415
dnk,2018,99.85432
dom,1993,50.43619
dom,1998,72.18652
dom,1999,75.09036
dom,2003,57.0122
dom,2005,68.45173
dom,2009,79.75286
dom,2011,83.56355
dom,2012,94.81228
dom,2013,82.83768
dom,2014,96.38191
dom,2015,87.37344
dom,2016,83.93555
dom,2017,84.34873
dom,2018,94.85991
dom,2019,89.30947
dza,1972,89.52717
dza,1973,88.14947
dza,1974,85.4275
dza,1975,87.63326
dza,1976,85.49165
dza,1977,86.11216
dza,1978,86.54205
dza,1979,87.96088
dza,1980,86.641
dza,1981,87.76822
dza,1982,90.29142
dza,1983,91.20865
dza,1984,93.64848
dza,1985,95.50566
dza,1986,93.56668
dza,1987,93.75933
dza,1988,91.98226
dza,1989,93.46368
dza,1990,94.1978
dza,1991,93.95509
dza,1992,92.44687
dza,1993,93.3026
dza,1994,92.15803
dza,1995,94.38649
dza,1996,94.1187
dza,1998,95.03591
dza,1999,95.00191
dza,2000,97.09231
dza,2001,95.98505
dza,2002,96.96972
dza,2003,96.18525
dza,2004,95.60748
dza,2005,95.17324
dza,2006,95.98149
dza,2007,95.90863
dza,2009,95.03897
dza,2010,94.55256
dza,2011,92.76752
dza,2012,96.20979
dza,2013,93.413
dza,2014,93.80045
dza,2015,93.59851
dza,2016,94.84995
dza,2017,96.26501
dza,2018,91.55725
ecu,1971,51.06658
ecu,1972,53.72394
ecu,1973,58.78112
ecu,1974,54.63275
ecu,1975,59.63197
ecu,1976,59.30167
ecu,1977,60.97441
ecu,1978,71.685
ecu,1979,62.93812
ecu,1980,70.64279
ecu,1981,67.23072
ecu,1982,65.99332
ecu,1983,70.03684
ecu,1984,60.91337
ecu,1987,67.03206
ecu,1993,40.29494
ecu,1994,76.6356
ecu,1995,77.66428
ecu,1996,85.24506
ecu,1998,77.6039
ecu,1999,77.01314
ecu,2000,77.84994
ecu,2001,78.02323
ecu,2002,74.40969
ecu,2003,76.26894
ecu,2004,76.32884
ecu,2005,77.28889
ecu,2006,81.7009
ecu,2008,94.76208
ecu,2009,91.77844
ecu,2010,95.14343
ecu,2011,87.23591
ecu,2012,94.17472
ecu,2014,84.67285
ecu,2015,92.55153
ecu,2016,93.51591
ecu,2017,99.17307
ecu,2018,96.98765
ecu,2019,96.92998
egy,1975,84.95901
egy,1976,85.51722
egy,1977,67.4862
egy,1986,97.36199
egy,1999,99.1245
egy,2000,98.99772
egy,2001,94.99901
egy,2002,96.08571
egy,2003,98.60227
egy,2004,93.51887
egy,2005,94.36577
egy,2006,94.38751
egy,2009,97.23729
egy,2016,97.37925
egy,2017,97.63627
egy,2018,99.38277
eri,1993,82.65394
eri,1994,78.87415
eri,1995,78.58443
eri,1996,70.51462
eri,1999,93.87471
eri,2000,60.54331
eri,2001,81.59329
eri,2002,86.16982
eri,2003,80.85318
eri,2004,79.218
eri,2005,73.7034
eri,2006,59.96996
eri,2007,73.33885
eri,2008,73.13262
eri,2009,69.01922
eri,2010,92.98479
eri,2011,84.75133
eri,2012,77.60055
eri,2014,73.07718
eri,2017,79.98425
esp,1980,92.86874
esp,1981,94.53492
esp,1982,93.13419
esp,1983,93.55575
esp,1984,96.44833
esp,1985,95.51067
esp,1986,96.82493
esp,1987,92.86393
esp,1988,96.21544
esp,1989,96.95418
esp,2005,99.44725
esp,2008,99.68528
esp,2009,95.44367
esp,2010,98.60535
esp,2011,98.15086
esp,2012,97.45785
esp,2013,97.6927
esp,2014,98.39613
esp,2015,99.32653
esp,2016,99.92797
esp,2017,99.8461
esp,2018,99.85148
est,1995,96.43347
est,1998,98.36587
est,1999,99.01213
est,2000,98.91385
est,2001,98.53649
est,2002,98.00504
est,2003,98.57482
est,2004,98.74009
est,2005,96.85841
est,2006,98.11967
est,2007,98.36495
est,2008,98.8285
est,2009,97.64677
est,2010,97.84578
est,2011,97.51515
est,2012,97.2686
est,2013,97.98431
est,2014,98.28329
est,2015,99.27606
est,2016,99.5786
est,2017,99.80768
est,2018,99.57025
eth,1981,50.09957
eth,1986,52.39507
eth,1987,46.32581
eth,1988,31.09882
eth,1993,58.12597
eth,1994,51.10062
eth,1995,55.26011
eth,1998,49.02511
eth,1999,56.49681
eth,2000,64.62186
eth,2001,60.44472
eth,2002,56.0096
eth,2003,53.6401
eth,2004,68.75153
eth,2005,65.55217
eth,2006,64.37699
eth,2007,50.84439
eth,2008,45.66201
eth,2009,43.44419
eth,2010,48.63134
eth,2011,44.12354
eth,2014,44.14054
fin,1986,97.44899
fin,1987,96.57575
fin,1988,96.75383
fin,1989,99.16875
fin,1990,99.4948
fin,1991,99.70332
fin,1992,99.46688
fin,1993,99.52418
fin,1994,99.54992
fin,1995,99.43425
fin,1996,99.8088
fin,1997,99.47872
fin,1998,99.558
fin,1999,99.48765
fin,2000,99.36303
fin,2001,99.52525
fin,2002,99.86276
fin,2003,99.79708
fin,2004,99.47758
fin,2005,99.42892
fin,2006,99.71781
fin,2007,99.69049
fin,2008,99.68872
fin,2009,99.72799
fin,2010,99.6796
fin,2011,99.69133
fin,2012,99.4886
fin,2013,99.67954
fin,2014,99.85674
fin,2015,99.79994
fin,2016,99.81107
fin,2017,99.74552
fin,2018,99.66716
fji,1971,92.06395
fji,1972,93.70109
fji,1973,93.87059
fji,1975,92.90009
fji,1976,94.7486
fji,1977,96.58074
fji,1978,95.07698
fji,1979,92.34787
fji,1980,93.33412
fji,1983,93.28276
fji,1984,93.69353
fji,1985,93.97643
fji,1991,85.60885
fji,1994,88.43651
fji,1995,85.36147
fji,1996,92.52491
fji,1997,91.55982
fji,1998,91.38661
fji,1999,87.4327
fji,2000,89.81395
fji,2001,87.38185
fji,2003,95.99735
fji,2007,91.85056
fji,2008,94.28622
fji,2011,97.08118
fji,2012,98.3808
fji,2015,92.49984
fra,1971,86.90619
fra,1974,87.55664
fra,1975,88.83777
fra,1976,90.53823
fra,1977,94.68013
fra,1978,94.91257
fra,1979,94.48878
fra,1985,99.5
fra,1986,94.90953
fra,1987,94.66912
fra,1988,95.17955
fra,1989,96.45557
fra,1990,96.60005
fra,1991,96.37923
fra,1999,97.95848
gab,1971,56.25943
gab,1972,57.69793
gab,1974,69.4884
gab,1975,66.33831
gab,1976,50.38204
gab,1977,66.94619
gab,1978,50.08134
gab,1979,61.22257
gab,1980,62.92676
gab,1981,57.25144
gab,1982,57.81804
gab,1983,58.62244
gab,1986,62.66157
gab,1987,51.25691
gab,1988,66.68464
gab,1995,60.14449
gab,2002,72.30131
gbr,2015,97.65263
gbr,2016,99.76813
gbr,2017,99.83703
gbr,2018,99.81463
geo,2003,92.62092
geo,2004,88.12626
geo,2005,98.84364
geo,2006,99.73282
geo,2007,95.03718
geo,2008,95.54487
geo,2009,96.44821
geo,2011,94.65915
geo,2012,99.84728
geo,2013,98.9374
geo,2014,96.91666
geo,2015,99.46361
geo,2016,99.21626
geo,2017,99.33682
geo,2018,99.11664
geo,2019,98.92638
gha,1971,74.82669
gha,1973,71.40092
gha,1974,79.38899
gha,1975,93.2967
gha,1976,78.44597
gha,1977,74.31149
gha,1978,77.68993
gha,1979,75.2086
gha,1980,77.6659
gha,1991,80.49125
gha,2000,66.24793
gha,2001,90.51603
gha,2002,63.28632
gha,2008,78.42088
gha,2012,88.11825
gha,2013,89.75666
gha,2016,90.21744
gha,2017,86.34199
gib,2019,81.07334
gin,1976,74.78782
gin,1977,66.43798
gin,1980,55.05959
gin,1981,55.22472
gin,1982,59.918
gin,1983,52.54174
gin,1984,48.77693
gin,1985,53.77019
gin,1986,56.59048
gin,1987,57.86271
gin,1988,60.87726
gin,1989,56.39096
gin,1990,75.33386
gin,1991,58.79342
gin,1992,79.8902
gin,1993,79.98004
gin,2003,81.29434
gin,2004,75.9347
gin,2005,79.21789
gin,2006,81.85376
gin,2007,69.70231
gin,2008,68.57027
gin,2009,68.57865
gin,2011,59.51226
gin,2012,66.12311
gin,2013,66.59538
gmb,1971,88.04671
gmb,1982,72.53021
gmb,1984,78.18463
gmb,1985,64.42784
gmb,1988,74.22718
gmb,1992,85.02767
gmb,1993,80.44611
gmb,1995,79.82396
gmb,1996,78.207
gmb,1999,65.79562
