geo,time,eg_fec_rnew_zs
dma,2002,13.5751
dma,2003,10.5381
dma,2004,11.5346
dma,2005,10.7719
dma,2006,9.8438
dma,2007,8.6302
dma,2008,8.2797
dma,2009,9.0524
dma,2010,10.1046
dma,2011,13.6196
dma,2012,11.1441
dma,2013,11.3923
dma,2014,9.7966
dma,2015,8.6276
dma,2016,10.7102
dma,2017,9.6567
dma,2018,8.1671
dnk,1990,7.04156
dnk,1991,7.0709
dnk,1992,7.74745
dnk,1993,7.7015
dnk,1994,7.3304
dnk,1995,7.51218
dnk,1996,7.26118
dnk,1997,8.10273
dnk,1998,8.51784
dnk,1999,9.06635
dnk,2000,10.7162
dnk,2001,11.1044
dnk,2002,11.8464
dnk,2003,12.6992
dnk,2004,14.4168
dnk,2005,16.0967
dnk,2006,15.2463
dnk,2007,17.68
dnk,2008,18.5281
dnk,2009,19.3189
dnk,2010,21.1817
dnk,2011,23.8098
dnk,2012,26.912
dnk,2013,27.0978
dnk,2014,30.2284
dnk,2015,32.9778
dnk,2016,32.1296
dnk,2017,35.5057
dnk,2018,35.3287
dom,1990,28.01158
dom,1991,28.16324
dom,1992,25.35686
dom,1993,26.84809
dom,1994,24.43897
dom,1995,22.33634
dom,1996,20.31095
dom,1997,18.25113
dom,1998,19.75109
dom,1999,19.53729
dom,2000,19.1387
dom,2001,18.9281
dom,2002,17.9902
dom,2003,18.9782
dom,2004,20.7948
dom,2005,19.5373
dom,2006,18.1332
dom,2007,18.0342
dom,2008,17.8196
dom,2009,17.4324
dom,2010,17.0319
dom,2011,16.8683
dom,2012,16.5926
dom,2013,16.659
dom,2014,17.4278
dom,2015,15.014
dom,2016,15.4193
dom,2017,16.9815
dom,2018,16.0882
dza,1990,0.17723
dza,1991,0.32369
dza,1992,0.28977
dza,1993,0.47634
dza,1994,0.40396
dza,1995,0.42248
dza,1996,0.38953
dza,1997,0.47215
dza,1998,0.54407
dza,1999,0.51002
dza,2000,0.4274
dza,2001,0.4277
dza,2002,0.5148
dza,2003,0.4691
dza,2004,0.4418
dza,2005,0.5847
dza,2006,0.4087
dza,2007,0.4114
dza,2008,0.3006
dza,2009,0.3124
dza,2010,0.2581
dza,2011,0.1773
dza,2012,0.1804
dza,2013,0.1341
dza,2014,0.0687
dza,2015,0.059
dza,2016,0.0802
dza,2017,0.1436
dza,2018,0.1933
ecu,1990,24.19855
ecu,1991,24.1631
ecu,1992,20.80036
ecu,1993,21.61848
ecu,1994,20.85317
ecu,1995,20.35413
ecu,1996,19.29146
ecu,1997,16.54279
ecu,1998,18.19075
ecu,1999,21.05578
ecu,2000,19.4285
ecu,2001,17.0546
ecu,2002,17.0951
ecu,2003,16.5502
ecu,2004,16.732
ecu,2005,16.1579
ecu,2006,14.1923
ecu,2007,15.877
ecu,2008,15.32
ecu,2009,12.8745
ecu,2010,11.7879
ecu,2011,13.1541
ecu,2012,13.2017
ecu,2013,11.8476
ecu,2014,12.1783
ecu,2015,13.0736
ecu,2016,14.7541
ecu,2017,17.0513
ecu,2018,16.3302
egy,1990,8.50247
egy,1991,9.05203
egy,1992,8.71506
egy,1993,8.83928
egy,1994,9.82897
egy,1995,9.00303
egy,1996,8.67808
egy,1997,8.34474
egy,1998,8.2485
egy,1999,8.55974
egy,2000,7.8206
egy,2001,7.4488
egy,2002,6.8706
egy,2003,7.0271
egy,2004,7.2141
egy,2005,6.1889
egy,2006,5.9834
egy,2007,5.8361
egy,2008,5.9418
egy,2009,5.6722
egy,2010,5.33
egy,2011,5.2998
egy,2012,5.2898
egy,2013,5.283
egy,2014,5.338
egy,2015,5.116
egy,2016,4.9169
egy,2017,4.854
egy,2018,4.7444
eri,1992,89.82007
eri,1993,83.56583
eri,1994,80.09388
eri,1995,77.89127
eri,1996,76.37715
eri,1997,77.60117
eri,1998,75.00377
eri,1999,76.12966
eri,2000,76.6192
eri,2001,74.6828
eri,2002,74.6659
eri,2003,74.8897
eri,2004,69.914
eri,2005,74.651
eri,2006,78.341
eri,2007,79.7965
eri,2008,81.7189
eri,2009,81.6257
eri,2010,81.0692
eri,2011,79.7784
eri,2012,78.5435
eri,2013,77.822
eri,2014,77.4004
eri,2015,77.0761
eri,2016,76.8398
eri,2017,74.5087
eri,2018,73.1866
esp,1990,10.54443
esp,1991,9.92129
esp,1992,8.22091
esp,1993,9.07981
esp,1994,9.24138
esp,1995,8.26457
esp,1996,10.06199
esp,1997,9.1543
esp,1998,8.94141
esp,1999,7.68166
esp,2000,7.8844
esp,2001,8.9327
esp,2002,7.4165
esp,2003,8.9022
esp,2004,8.0319
esp,2005,7.2931
esp,2006,8.4744
esp,2007,9.01
esp,2008,9.7445
esp,2009,12.2313
esp,2010,14.4125
esp,2011,14.7654
esp,2012,15.7988
esp,2013,16.9605
esp,2014,17.3748
esp,2015,16.2985
esp,2016,17.177
esp,2017,15.6829
esp,2018,17.3889
est,1990,3.35608
est,1991,3.52622
est,1992,5.90659
est,1993,6.70519
est,1994,9.2852
est,1995,12.32339
est,1996,19.54483
est,1997,19.7399
est,1998,17.74649
est,1999,20.06936
est,2000,19.8333
est,2001,18.9313
est,2002,19.4126
est,2003,19.8181
est,2004,19.9722
est,2005,18.8431
est,2006,17.1438
est,2007,18.5467
est,2008,20.2436
est,2009,24.0756
est,2010,25.3895
est,2011,25.0945
est,2012,25.0217
est,2013,24.5499
est,2014,25.4899
est,2015,27.556
est,2016,26.9139
est,2017,27.0334
est,2018,28.8422
eth,1990,96.63539
eth,1991,96.71129
eth,1992,97.74041
eth,1993,97.19866
eth,1994,96.88389
eth,1995,96.62014
eth,1996,96.35198
eth,1997,96.22086
eth,1998,96.10024
eth,1999,96.18949
eth,2000,95.5545
eth,2001,94.598
eth,2002,94.5303
eth,2003,94.2342
eth,2004,94.132
eth,2005,94.7257
eth,2006,94.5418
eth,2007,94.1604
eth,2008,94.093
eth,2009,94.1752
eth,2010,94.1149
eth,2011,93.5617
eth,2012,93.2962
eth,2013,92.4905
eth,2014,91.2492
eth,2015,91.5577
eth,2016,90.4889
eth,2017,90.2697
eth,2018,89.9231
fin,1990,24.50843
fin,1991,24.02702
fin,1992,25.1234
fin,1993,26.00354
fin,1994,25.13194
fin,1995,27.26641
fin,1996,26.87055
fin,1997,28.82845
fin,1998,30.49797
fin,1999,30.23608
fin,2000,31.6787
fin,2001,29.2497
fin,2002,29.5215
fin,2003,28.3545
fin,2004,31.0999
fin,2005,31.5246
fin,2006,31.252
fin,2007,31.8042
fin,2008,34.7446
fin,2009,32.6113
fin,2010,33.588
fin,2011,35.2671
fin,2012,38.8114
fin,2013,38.5202
fin,2014,41.2491
fin,2015,43.2296
fin,2016,42.397
fin,2017,44.4765
fin,2018,44.2167
fji,1990,53.09401
fji,1991,60.06657
fji,1992,58.58568
fji,1993,59.00614
fji,1994,63.77673
fji,1995,60.06116
fji,1996,59.71413
fji,1997,54.96202
fji,1998,49.7926
fji,1999,56.05448
fji,2000,52.1678
fji,2001,42.9294
fji,2002,51.0264
fji,2003,43.3403
fji,2004,37.936
fji,2005,42.4262
fji,2006,40.49
fji,2007,37.0625
fji,2008,40.1342
fji,2009,35.5736
fji,2010,27.9586
fji,2011,32.4052
fji,2012,33.4493
fji,2013,33.9006
fji,2014,34.2302
fji,2015,32.6745
fji,2016,27.6682
fji,2017,28.8893
fji,2018,27.8713
fra,1990,10.40802
fra,1991,11.01222
fra,1992,11.2582
fra,1993,10.86013
fra,1994,10.93449
fra,1995,10.70141
fra,1996,10.49495
fra,1997,9.98545
fra,1998,9.70929
fra,1999,9.77901
fra,2000,9.3247
fra,2001,9.4574
fra,2002,8.7325
fra,2003,8.9077
fra,2004,8.9525
fra,2005,8.6604
fra,2006,8.5238
fra,2007,9.455
fra,2008,10.6002
fra,2009,11.3166
fra,2010,11.9934
fra,2011,10.8296
fra,2012,12.5294
fra,2013,13.5737
fra,2014,13.3534
fra,2015,13.4838
fra,2016,14.4117
fra,2017,14.1386
fra,2018,15.2526
fro,1990,2.54477
fro,1991,2.72831
fro,1992,3.10564
fro,1993,3.05196
fro,1994,3.15094
fro,1995,3.21403
fro,1996,2.7058
fro,1997,3.25965
fro,1998,3.14074
fro,1999,2.79208
fro,2000,2.772
fro,2001,2.5601
fro,2002,3.402
fro,2003,3.1065
fro,2004,3.4183
fro,2005,3.8401
fro,2006,4.3012
fro,2007,4.5441
fro,2008,4.5065
fro,2009,5.1231
fro,2010,3.3777
fro,2011,4.997
fro,2012,4.7009
fro,2013,4.5315
fro,2014,6.5358
fro,2015,7.4741
fro,2016,6.3229
fro,2017,5.9693
fro,2018,5.8586
fsm,1992,1.46136
fsm,1993,1.55132
fsm,1994,1.47821
fsm,1995,1.40503
fsm,1996,1.49153
fsm,1997,1.49256
fsm,1998,1.55693
fsm,1999,1.22679
fsm,2000,1.9798
fsm,2001,1.6974
fsm,2002,1.8682
fsm,2003,0.9569
fsm,2004,1.0376
fsm,2005,1.0803
fsm,2006,1.2311
fsm,2007,1.2736
fsm,2008,1.3769
fsm,2009,1.3522
fsm,2010,1.7618
fsm,2011,1.5912
fsm,2012,1.4648
fsm,2013,1.4357
fsm,2014,1.4012
fsm,2015,1.4487
fsm,2016,1.6079
fsm,2017,1.4209
fsm,2018,1.7519
gab,1990,78.28067
gab,1991,75.15044
gab,1992,74.78172
gab,1993,73.80512
gab,1994,72.893
gab,1995,71.94392
gab,1996,71.48674
gab,1997,69.9732
gab,1998,69.66974
gab,1999,71.34134
gab,2000,72.7828
gab,2001,72.4242
gab,2002,79.8168
gab,2003,83.6322
gab,2004,85.7775
gab,2005,85.2473
gab,2006,86.1608
gab,2007,87.3538
gab,2008,87.2927
gab,2009,87.9777
gab,2010,85.8398
gab,2011,79.692
gab,2012,75.4679
gab,2013,82.1704
gab,2014,81.2805
gab,2015,81.9297
gab,2016,81.0057
gab,2017,90.1154
gab,2018,89.8871
gbm,2000,0
gbm,2001,0
gbm,2002,1.482
gbm,2003,1.1151
gbm,2004,6.283
gbm,2005,2.6801
gbm,2006,3.2668
gbm,2007,1.9408
gbm,2008,1.3116
gbm,2009,1.8673
gbm,2010,1.9343
gbm,2011,2.8484
gbm,2012,3.495
gbm,2013,2.0599
gbm,2014,1.8518
gbm,2015,2.1669
gbm,2016,1.9596
gbm,2017,1.8816
gbm,2018,2.1105
gbr,1990,0.65113
gbr,1991,0.60826
gbr,1992,0.84074
gbr,1993,0.7752
gbr,1994,1.02143
gbr,1995,1.06023
gbr,1996,0.94359
gbr,1997,1.02848
gbr,1998,1.0297
gbr,1999,0.94892
gbr,2000,0.9618
gbr,2001,0.8528
gbr,2002,0.97
gbr,2003,0.9349
gbr,2004,1.1371
gbr,2005,1.3521
gbr,2006,1.5537
gbr,2007,1.8394
gbr,2008,2.7881
gbr,2009,3.3778
gbr,2010,3.6665
gbr,2011,4.4357
gbr,2012,4.7691
gbr,2013,6.0176
gbr,2014,7.3604
gbr,2015,8.5877
gbr,2016,8.6801
gbr,2017,9.7206
gbr,2018,11.045
geo,1990,12.774
geo,1991,14.11875
geo,1992,18.54205
geo,1993,26.02619
geo,1994,22.70229
geo,1995,46.39465
geo,1996,42.75396
geo,1997,44.3638
geo,1998,47.52898
geo,1999,49.66309
geo,2000,47.2531
geo,2001,53.1458
geo,2002,56.7571
geo,2003,55.331
geo,2004,54.5295
geo,2005,41.4789
geo,2006,37.2159
geo,2007,36.2226
geo,2008,36.2997
geo,2009,36.7185
geo,2010,39.1456
geo,2011,31.5347
geo,2012,28.6897
geo,2013,33.1636
geo,2014,31.3444
geo,2015,28.1485
geo,2016,27.6453
geo,2017,28.0333
geo,2018,27.9436
gha,1990,80.62642
gha,1991,82.92838
gha,1992,81.00123
gha,1993,81.29729
gha,1994,80.55764
gha,1995,79.78935
gha,1996,78.8292
gha,1997,78.33904
gha,1998,73.57807
gha,1999,72.78389
gha,2000,71.6194
gha,2001,69.3176
gha,2002,65.6784
gha,2003,64.4709
gha,2004,62.3764
gha,2005,61.4283
gha,2006,58.561
gha,2007,54.5314
gha,2008,57.3446
gha,2009,51.9034
gha,2010,51.9106
gha,2011,50.1108
gha,2012,46.5405
gha,2013,46.2089
gha,2014,47.6983
gha,2015,44.0498
gha,2016,46.4783
gha,2017,44.8622
gha,2018,41.9766
gib,1990,0
gib,1991,0
gib,1992,0
gib,1993,0
gib,1994,0
gib,1995,0
gib,1996,0
gib,1997,0
gib,1998,0
gib,1999,0
gib,2000,0
gib,2001,0
gib,2002,0
gib,2003,0
gib,2004,0
gib,2005,0
gib,2006,0
gib,2007,0
gib,2008,0
gib,2009,0
gib,2010,0
gib,2011,0
gib,2012,0
gib,2013,0
gib,2014,0
gib,2015,0
gib,2016,0
gib,2017,0
gib,2018,0
gin,1990,89.29714
gin,1991,89.40823
gin,1992,86.33089
gin,1993,86.17827
gin,1994,85.94983
gin,1995,89.93027
gin,1996,88.83626
gin,1997,85.30773
gin,1998,84.36
gin,1999,86.3169
gin,2000,85.5159
gin,2001,84.8371
gin,2002,84.2738
gin,2003,83.465
gin,2004,83.1863
gin,2005,81.5638
gin,2006,81.0623
gin,2007,80.3647
gin,2008,80.1486
gin,2009,79.2505
gin,2010,75.7091
gin,2011,74.7487
gin,2012,76.3564
gin,2013,78.5329
gin,2014,78.565
gin,2015,76.2298
gin,2016,75.2915
gin,2017,71.9627
gin,2018,69.8839
gmb,1990,61.44187
gmb,1991,61.80167
gmb,1992,62.93559
gmb,1993,62.6798
gmb,1994,60.98353
gmb,1995,59.57769
gmb,1996,59.07477
gmb,1997,58.19181
gmb,1998,56.93436
gmb,1999,55.81534
gmb,2000,62.8585
gmb,2001,59.6051
gmb,2002,60.5011
gmb,2003,61.9206
gmb,2004,60.7525
gmb,2005,61.2159
gmb,2006,59.7098
gmb,2007,56.7464
gmb,2008,55.7657
gmb,2009,53.4267
gmb,2010,56.0001
gmb,2011,55.6545
gmb,2012,56.3556
gmb,2013,58.7013
gmb,2014,52.6797
gmb,2015,52.9115
gmb,2016,52.728
gmb,2017,52.2062
gmb,2018,52.3836
gnb,1990,88.57961
gnb,1991,88.57252
gnb,1992,88.51385
gnb,1993,88.03747
gnb,1994,88.5234
gnb,1995,88.55112
gnb,1996,89.40361
gnb,1997,88.36344
gnb,1998,89.01921
gnb,1999,88.05841
gnb,2000,91.2377
gnb,2001,91.2072
gnb,2002,91.0368
gnb,2003,89.0478
gnb,2004,88.5529
gnb,2005,88.5268
gnb,2006,88.2871
gnb,2007,87.9049
gnb,2008,88.4203
gnb,2009,87.8947
gnb,2010,87.8071
gnb,2011,87.8736
gnb,2012,87.813
gnb,2013,87.7138
gnb,2014,87.281
gnb,2015,87.1517
gnb,2016,86.7391
gnb,2017,86.7991
gnb,2018,86.7893
gnq,1990,84.71086
gnq,1991,83.95968
gnq,1992,84.00681
gnq,1993,84.45893
gnq,1994,83.68956
gnq,1995,82.48287
gnq,1996,76.74823
gnq,1997,66.02913
gnq,1998,68.01762
gnq,1999,61.81902
gnq,2000,45.846
gnq,2001,46.124
gnq,2002,31.3085
gnq,2003,29.4872
gnq,2004,7.2006
gnq,2005,7.1048
gnq,2006,6.9925
gnq,2007,8.4909
gnq,2008,7.192
gnq,2009,9.182
gnq,2010,5.7199
gnq,2011,5.5467
gnq,2012,4.3905
gnq,2013,3.6623
gnq,2014,4.1774
gnq,2015,4.5345
gnq,2016,3.9321
gnq,2017,3.5248
gnq,2018,4.9047
grc,1990,7.80688
grc,1991,8.31686
grc,1992,7.89938
grc,1993,7.99461
grc,1994,8.03728
grc,1995,8.31139
grc,1996,8.20918
grc,1997,7.83404
grc,1998,7.38037
grc,1999,7.83406
grc,2000,7.8207
grc,2001,7.1106
grc,2002,7.3292
grc,2003,7.6028
grc,2004,7.8481
grc,2005,8.005
grc,2006,8.5078
grc,2007,8.0522
grc,2008,8.321
grc,2009,9.1908
grc,2010,11.3745
grc,2011,11.3764
grc,2012,14.1706
grc,2013,16.6119
grc,2014,16.4074
grc,2015,17.4749
grc,2016,16.41
grc,2017,16.3835
grc,2018,17.8591
grd,1990,8.34213
grd,1991,8.10645
grd,1992,7.73763
grd,1993,8.07469
grd,1994,7.43074
grd,1995,7.41831
grd,1996,6.14677
grd,1997,8.32581
grd,1998,10.11059
grd,1999,10.29564
grd,2000,10.4958
grd,2001,10.4178
grd,2002,10.4602
grd,2003,10.4351
grd,2004,10.5638
grd,2005,10.5659
grd,2006,10.3627
grd,2007,9.8982
grd,2008,10.694
grd,2009,10.4737
grd,2010,10.5275
grd,2011,11.2737
grd,2012,11.3776
grd,2013,10.9189
grd,2014,12.5391
grd,2015,12.2787
grd,2016,12.5896
grd,2017,12.5868
grd,2018,10.3896
grl,1990,0
grl,1991,0
grl,1992,0
grl,1993,6.14092
grl,1994,14.04071
grl,1995,13.32327
grl,1996,13.28639
grl,1997,12.51044
grl,1998,12.82447
grl,1999,12.35913
grl,2000,9.1868
grl,2001,8.7312
grl,2002,9.4797
grl,2003,9.4705
grl,2004,6.7023
grl,2005,6.9939
grl,2006,7.1047
grl,2007,6.8874
grl,2008,6.8679
grl,2009,8.7975
grl,2010,10.0856
grl,2011,10.2024
grl,2012,10.0527
grl,2013,11.1541
grl,2014,12.484
grl,2015,13.0652
grl,2016,12.3331
grl,2017,11.311
grl,2018,11.4736
gtm,1990,74.96533
gtm,1991,74.25517
gtm,1992,72.28554
gtm,1993,69.92345
gtm,1994,68.49049
gtm,1995,65.14275
gtm,1996,65.72538
gtm,1997,65.304
gtm,1998,62.0397
gtm,1999,64.60552
gtm,2000,62.7473
gtm,2001,61.3469
gtm,2002,63.8391
gtm,2003,64.3668
gtm,2004,66.174
gtm,2005,65.3372
gtm,2006,64.8293
gtm,2007,63.3706
gtm,2008,66.5934
gtm,2009,65.3491
gtm,2010,67.1609
gtm,2011,67.1815
gtm,2012,67.4418
gtm,2013,67.28
gtm,2014,66.3634
gtm,2015,63.3911
gtm,2016,63.3282
gtm,2017,65.071
gtm,2018,64.0977
gum,1990,0
gum,1991,0
gum,1992,0
gum,1993,0
gum,1994,0
gum,1995,0
gum,1996,0
gum,1997,0
gum,1998,0
gum,1999,0
gum,2000,0
gum,2001,0
gum,2002,0
gum,2003,0
gum,2004,0
gum,2005,0
gum,2006,0
gum,2007,0
gum,2008,0
gum,2009,0
gum,2010,0
gum,2011,0
gum,2012,0
gum,2013,0
gum,2014,0
gum,2015,1.2632
gum,2016,3.0294
gum,2017,2.9602
gum,2018,3.0384
guy,1990,42.23394
guy,1991,33.30546
guy,1992,42.46382
guy,1993,44.42552
guy,1994,39.70795
guy,1995,38.3814
guy,1996,38.60819
guy,1997,36.93388
guy,1998,34.65207
guy,1999,35.74764
guy,2000,29.7537
guy,2001,30.4055
guy,2002,33.7304
guy,2003,34.0951
guy,2004,35.0512
guy,2005,34.1297
guy,2006,36.2767
guy,2007,32.6265
guy,2008,32.0346
guy,2009,31.0874
guy,2010,30.2868
guy,2011,32.5707
guy,2012,28.4125
guy,2013,26.2742
guy,2014,24.0175
guy,2015,24.9481
guy,2016,21.4074
guy,2017,22.1822
guy,2018,16.808
hkg,1990,1.07386
hkg,1991,1.04143
hkg,1992,0.88865
hkg,1993,0.89803
hkg,1994,0.80532
hkg,1995,0.83733
hkg,1996,0.8586
hkg,1997,0.84298
hkg,1998,0.61845
hkg,1999,0.52506
hkg,2000,0.0958
hkg,2001,0.1042
hkg,2002,0.1419
hkg,2003,0.1462
hkg,2004,0.1545
hkg,2005,0.1399
hkg,2006,0.1297
hkg,2007,0.119
hkg,2008,0.1773
hkg,2009,0.1407
hkg,2010,0.1611
hkg,2011,0.4561
hkg,2012,0.1849
hkg,2013,0.2348
hkg,2014,0.241
hkg,2015,0.2068
hkg,2016,0.1717
hkg,2017,0.1931
hkg,2018,0.1954
hnd,1990,70.12908
hnd,1991,70.20188
hnd,1992,67.74912
hnd,1993,66.72505
hnd,1994,63.94687
hnd,1995,62.9697
hnd,1996,62.63059
hnd,1997,65.38148
hnd,1998,62.87305
hnd,1999,53.76411
hnd,2000,55.2414
hnd,2001,50.4047
hnd,2002,49.7556
hnd,2003,47.9361
hnd,2004,46.7032
hnd,2005,51.6065
hnd,2006,52.4742
hnd,2007,50.8551
hnd,2008,50.248
hnd,2009,51.2672
hnd,2010,52.1041
hnd,2011,51.9176
hnd,2012,52.2736
hnd,2013,51.0688
hnd,2014,53.6277
hnd,2015,52.6792
hnd,2016,52.773
hnd,2017,46.2438
hnd,2018,50.0624
hrv,1990,21.92318
hrv,1991,33.35454
hrv,1992,29.81103
hrv,1993,29.89999
hrv,1994,30.09833
hrv,1995,30.38453
hrv,1996,34.1265
hrv,1997,29.21115
hrv,1998,28.1144
hrv,1999,27.81084
hrv,2000,26.7881
hrv,2001,26.9455
hrv,2002,24.6316
hrv,2003,24.8409
hrv,2004,26.5853
hrv,2005,26.837
hrv,2006,25.5173
hrv,2007,22.6729
hrv,2008,24.1563
hrv,2009,27.1781
hrv,2010,29.7746
hrv,2011,27.1822
hrv,2012,29.4264
hrv,2013,32.8405
hrv,2014,33.6201
hrv,2015,33.1091
hrv,2016,31.8474
hrv,2017,29.8036
hrv,2018,32.8473
hti,1990,81.11957
hti,1991,81.69235
hti,1992,83.42712
hti,1993,84.60971
hti,1994,95.0396
hti,1995,81.31915
hti,1996,82.18016
hti,1997,80.5882
hti,1998,79.3002
hti,1999,77.06392
hti,2000,80.845
hti,2001,80.8833
hti,2002,79.0838
hti,2003,79.0206
hti,2004,81.1112
hti,2005,81.1089
hti,2006,81.3743
hti,2007,79.2632
hti,2008,79.6373
hti,2009,80.3342
hti,2010,78.9947
hti,2011,79.0091
hti,2012,82.187
hti,2013,80.3869
hti,2014,77.768
hti,2015,76.1167
hti,2016,76.131
hti,2017,76.1696
hti,2018,76.243
hun,1990,3.85667
hun,1991,4.27666
hun,1992,4.8861
hun,1993,5.04624
hun,1994,5.10692
hun,1995,5.4176
hun,1996,5.14334
hun,1997,5.23053
hun,1998,5.18875
hun,1999,5.15847
hun,2000,5.1665
hun,2001,5.1214
hun,2002,5.1664
hun,2003,5.0094
hun,2004,4.6288
hun,2005,7.289
hun,2006,7.8639
hun,2007,8.9997
hun,2008,8.9593
hun,2009,12.2901
hun,2010,13.4565
hun,2011,14.7436
hun,2012,16.4658
hun,2013,17.1827
hun,2014,15.7227
hun,2015,15.6001
hun,2016,15.2639
hun,2017,14.5065
hun,2018,13.5341
idn,1990,58.59753
idn,1991,57.82874
idn,1992,56.82077
idn,1993,55.43301
idn,1994,52.81379
idn,1995,50.09816
idn,1996,48.75038
idn,1997,47.08737
idn,1998,48.29962
idn,1999,45.07868
idn,2000,45.6247
idn,2001,44.329
idn,2002,44.6576
idn,2003,43
idn,2004,41.4551
idn,2005,41.5732
idn,2006,40.0654
idn,2007,40.0138
idn,2008,41.1221
idn,2009,38.1793
idn,2010,34.8113
idn,2011,30.919
idn,2012,28.7848
idn,2013,29.7025
idn,2014,28.3189
idn,2015,26.9519
idn,2016,27.8348
idn,2017,25.4328
idn,2018,20.8639
ind,1990,58.65286
ind,1991,57.60479
ind,1992,57.23057
ind,1993,56.98336
ind,1994,55.55719
ind,1995,54.48412
ind,1996,53.76741
ind,1997,52.48807
ind,1998,52.71226
ind,1999,51.71729
ind,2000,51.5537
ind,2001,51.8585
ind,2002,50.8081
ind,2003,50.8298
ind,2004,50.0728
ind,2005,48.5324
ind,2006,46.0632
ind,2007,44.9034
ind,2008,43.4051
ind,2009,42.1075
ind,2010,41.1128
ind,2011,40.5772
ind,2012,39.3461
ind,2013,38.1829
ind,2014,36.0538
ind,2015,34.3959
ind,2016,33.5629
ind,2017,32.2121
ind,2018,31.6892
irl,1990,2.27978
irl,1991,2.22918
irl,1992,2.15873
irl,1993,2.10705
irl,1994,2.17558
irl,1995,1.92244
irl,1996,1.93475
irl,1997,1.90074
irl,1998,2.27773
irl,1999,2.05685
irl,2000,2.0303
irl,2001,1.9659
irl,2002,2.2398
irl,2003,2.0068
irl,2004,2.3014
irl,2005,2.8801
irl,2006,3.1857
irl,2007,3.5344
irl,2008,4.1397
irl,2009,5.2247
irl,2010,5.241
irl,2011,6.6765
irl,2012,6.577
irl,2013,7.3516
irl,2014,8.4391
irl,2015,9.0918
irl,2016,8.4988
irl,2017,9.9428
irl,2018,10.7444
irn,1990,1.23836
irn,1991,1.22692
irn,1992,1.44947
irn,1993,1.52815
irn,1994,1.08697
irn,1995,1.01809
irn,1996,1.03227
irn,1997,0.89842
irn,1998,0.84157
irn,1999,0.58586
irn,2000,0.4394
irn,2001,0.5185
irn,2002,0.6658
irn,2003,0.8294
irn,2004,0.7376
irn,2005,1.4006
irn,2006,1.398
irn,2007,1.3013
irn,2008,0.7021
irn,2009,0.7819
irn,2010,0.8973
irn,2011,0.9167
irn,2012,0.9296
irn,2013,0.9904
irn,2014,0.9341
irn,2015,0.9069
irn,2016,1.0443
irn,2017,0.9701
irn,2018,0.995
irq,1990,1.59633
irq,1991,0.74634
irq,1992,0.49053
irq,1993,0.38934
irq,1994,0.35738
irq,1995,0.37323
irq,1996,0.35016
irq,1997,0.36238
irq,1998,0.39014
irq,1999,0.38423
irq,2000,0.3434
irq,2001,0.3329
irq,2002,0.3003
irq,2003,0.3337
irq,2004,0.3342
irq,2005,2.2783
irq,2006,2.5286
irq,2007,2.0048
irq,2008,1.1535
irq,2009,1.2087
irq,2010,1.6773
irq,2011,1.0615
irq,2012,1.2411
irq,2013,1.352
irq,2014,0.9083
irq,2015,0.8039
irq,2016,0.9183
irq,2017,0.5564
irq,2018,0.4773
isl,1990,54.67215
isl,1991,54.78742
isl,1992,54.63326
isl,1993,54.65954
isl,1994,54.13755
isl,1995,55.65072
isl,1996,52.2532
isl,1997,54.88196
isl,1998,57.21245
isl,1999,59.81768
isl,2000,60.6599
isl,2001,62.1188
isl,2002,61.8426
isl,2003,61.881
isl,2004,61.8063
isl,2005,62.465
isl,2006,64.015
isl,2007,66.7505
isl,2008,73.4601
isl,2009,74.1224
isl,2010,75.4183
isl,2011,76.4494
isl,2012,77.3434
isl,2013,76.3108
isl,2014,76.4254
isl,2015,77.1162
isl,2016,77.4713
isl,2017,76.8331
isl,2018,78.2135
isr,1990,5.80025
isr,1991,6.0254
isr,1992,6.24488
isr,1993,5.89106
isr,1994,5.64908
isr,1995,5.43627
isr,1996,5.44661
isr,1997,5.69791
isr,1998,6.07463
isr,1999,5.86873
isr,2000,5.9583
isr,2001,6.2965
isr,2002,6.503
isr,2003,6.5244
isr,2004,6.7327
isr,2005,7.0298
isr,2006,6.8573
isr,2007,6.7159
isr,2008,8.9031
isr,2009,8.4638
isr,2010,8.5537
isr,2011,9.0807
isr,2012,2.8848
isr,2013,3.266
isr,2014,3.7003
isr,2015,3.7385
isr,2016,3.9779
isr,2017,3.8499
isr,2018,3.7154
ita,1990,3.78146
ita,1991,4.66941
ita,1992,4.83946
ita,1993,4.7715
ita,1994,5.24802
ita,1995,4.46228
ita,1996,4.74891
ita,1997,4.83142
ita,1998,4.75763
ita,1999,5.02246
ita,2000,5.1189
ita,2001,5.3818
ita,2002,5.5962
ita,2003,6.2402
ita,2004,5.9354
ita,2005,6.7023
ita,2006,7.5123
ita,2007,8.7316
ita,2008,10.8232
ita,2009,12.5393
ita,2010,12.7935
ita,2011,11.904
ita,2012,14.3907
ita,2013,16.3195
ita,2014,17.1316
ita,2015,16.5705
ita,2016,16.0922
ita,2017,16.4315
ita,2018,17.0743
jam,1990,7.63336
jam,1991,7.69322
jam,1992,8.67591
jam,1993,10.54332
jam,1994,9.2598
jam,1995,10.77961
jam,1996,10.1242
jam,1997,10.29331
jam,1998,9.37187
jam,1999,9.3313
jam,2000,9.3686
jam,2001,7.9486
jam,2002,8.0713
jam,2003,8.1838
jam,2004,6.4015
jam,2005,5.4332
jam,2006,4.8214
