geo,time,gc_xpn_othr_cn
sen,2017,436602992874
sen,2018,341392816138
sgp,1990,0
sgp,1991,0
sgp,1992,0
sgp,1993,0
sgp,1994,0
sgp,1995,0
sgp,1996,0
sgp,1997,0
sgp,1998,0
sgp,1999,0
sgp,2000,0
sgp,2016,10867135494.59
sgp,2017,11378200000
sgp,2018,14577006780.95
sgp,2019,12977149943.62
slb,2011,106937613.5795
slb,2012,119660863.23
slb,2013,214964017.1
slb,2014,210224863.55
slb,2015,301945712.8
slb,2016,332807286.37
slb,2017,294235921.92
slb,2018,48262697.87
slb,2019,132647079.49
slb,2020,208056649.1
slv,1998,400000
slv,1999,6350000
slv,2000,56670000
slv,2001,51200000
slv,2002,700400000
slv,2003,504200000
slv,2004,725700000
slv,2005,159500000
slv,2006,356600000
slv,2007,388500000
slv,2008,606400000
slv,2009,819400000
slv,2010,520400000
slv,2011,732086505.15
slv,2012,370480070.55
slv,2013,806100000
slv,2014,9721246.37414
slv,2015,60418537.10414
slv,2016,448070358.88415
slv,2017,778449876.03414
slv,2018,903400000
slv,2019,822800000
smr,1995,33200000000
smr,2002,72205072
smr,2003,29638616.9
smr,2004,56489858.01
smr,2005,29527235.07
smr,2006,37250328.08
smr,2007,34990583.04
smr,2008,38139922.08
smr,2009,41621446.47
smr,2010,40012926.6
smr,2011,37573255.37
smr,2012,39852483.02
smr,2013,38135071.16
smr,2014,38724050.69
smr,2015,36422126.17
smr,2016,35400842.24
smr,2017,38798221
smr,2018,36122927
smr,2019,66994307
som,2017,4130686.84
som,2018,834834
som,2019,410000
srb,2007,12332700000
srb,2008,12268400000
srb,2009,10083300000
srb,2010,11722800000
srb,2011,17192304000
srb,2012,22299576000
srb,2013,54453272474.93
srb,2014,82497294535.14
srb,2015,62802055325.94
srb,2016,83928771681.60001
srb,2017,77550666644.83998
srb,2018,60774070208.39
srb,2019,64286323366.07
svk,1995,1217625000
svk,1996,1231102000
svk,1997,1267976000
svk,1998,1290721000
svk,1999,1350213000
svk,2000,1398182000
svk,2001,1410378000
svk,2002,1439918000
svk,2003,1650342000
svk,2004,1469836000
svk,2005,1435162000
svk,2006,1442101000
svk,2007,1459282000
svk,2008,1508544000
svk,2009,1534748000
svk,2010,1531478000
svk,2011,1632769000
svk,2012,1695689000
svk,2013,1763571000
svk,2014,1812850000
svk,2015,1913582000
svk,2016,1962796000
svk,2017,1906539580.62771
svk,2018,1948722537.17837
svk,2019,2027429494.41286
svn,1992,20864630.27875
svn,1993,20030045.0676
svn,1994,86379569.35403
svn,1995,206401000
svn,1996,235172000
svn,1997,257882000
svn,1998,282639000
svn,1999,312016000
svn,2000,341644000
svn,2001,374756000
svn,2002,407036000
svn,2003,438550000
svn,2004,469739000
svn,2005,489229000
svn,2006,520693000
svn,2007,552378000
svn,2008,597052000
svn,2009,633669000
svn,2010,665511000
svn,2011,695787000
svn,2012,728512000
svn,2013,727589000
svn,2014,726478000
svn,2015,745796000
svn,2016,748276000
svn,2017,759194000
svn,2018,779549000
svn,2019,797884000
swe,1990,2200000000
swe,1991,2230000000
swe,1992,6260000000
swe,1993,10590000000
swe,1994,6160000000
swe,1995,110832000000
swe,1996,109718000000
swe,1997,107388000000
swe,1998,113959000000
swe,1999,116494000000
swe,2000,120385000000
swe,2001,114591000000
swe,2002,117806000000
swe,2003,128616000000
swe,2004,132790000000
swe,2005,140705000000
swe,2006,135532000000
swe,2007,131064000000
swe,2008,131136000000
swe,2009,139248000000
swe,2010,139305000000
swe,2011,138066000000
swe,2012,142179000000
swe,2013,144151000000
swe,2014,147574000000
swe,2015,151294000000
swe,2016,157694000000
swe,2017,165308000000
swe,2018,177286000000
swe,2019,183464000000
syc,1993,19200000
syc,1994,7600000
syc,1995,8200000
syc,1996,11600000
syc,1997,4700000
syc,1998,10200000
syc,1999,9500000
syc,2000,0
syc,2005,4250000
syc,2006,800000
syc,2007,0
syc,2008,0
syc,2009,0
syc,2010,0
syc,2011,0
syc,2012,0
syc,2013,390252736.2
syc,2014,451929783.89
syc,2015,443533720
syc,2016,563936081.73
syc,2017,163886332.57
syc,2018,269327000
tgo,2004,29156874604
tgo,2005,22800000000
tgo,2006,37609776490
tgo,2007,24551643884
tgo,2008,37124891192.29
tgo,2009,29358987222
tgo,2010,9746146489.99999
tgo,2011,5290000000
tgo,2012,6404187000
tgo,2013,16549051786
tgo,2014,20937087228
tgo,2015,21264999998
tgo,2016,20700712806
tgo,2017,14149522506
tgo,2018,27035115953
tgo,2019,37685615071
tha,1990,2731000000
tha,1991,3298000000
tha,1992,4780000000
tha,1993,12979000000
tha,1994,7125000000
tha,1995,17806000000
tha,1996,14005000000
tha,1997,69059000000
tha,1998,216676000000
tha,1999,307055000000
tha,2000,9152000000
tha,2001,81071920000
tha,2002,344425401000
tha,2003,55139936259.3
tha,2004,75042180149.88
tha,2005,29079992000
tha,2006,16633034621.9059
tha,2007,2977700000
tha,2008,23000000000
tha,2009,1609440000
tha,2010,4312490000
tha,2011,79623444543.9455
tha,2012,95045741440
tha,2013,217420405636.15497
tha,2014,200800372823.397
tha,2015,187745549700.21701
tha,2016,253537338439.55496
tha,2017,313470043002.44598
tha,2018,311797870242.35901
tha,2019,286074119025.19293
tjk,1998,0
tjk,1999,0
tjk,2000,395000
tjk,2001,370000
tjk,2003,56185000
tjk,2004,251489000
tls,2010,153161748.428
tls,2011,134543535.206
tls,2012,162240948.025
tls,2013,159500000
tls,2014,209283408
tls,2015,321720103
tls,2016,103642454.98
tls,2017,88701374.17
tls,2018,137089617.17
tls,2019,120241538.45
tto,2001,171300000
tto,2002,169900000
tto,2003,193300000
tto,2004,271200000
tto,2005,314100000
tto,2006,6527600000
tto,2007,2832600000
tto,2008,9659000000
tto,2009,805600000
tto,2010,3586200000
tto,2012,3517300000
tto,2013,1834800000
tto,2014,2203900000
tto,2015,1121500000
tto,2016,1026900000
tto,2017,1026900000
tto,2018,906000000
tun,1990,190500000
tun,1991,311600000
tun,1992,281200000
tun,1993,312500000
tun,1994,317500000
tun,1995,349100000
tun,1996,399800000
tun,1997,130900000
tun,1998,174400000
tun,1999,342800000
tun,2004,1082000000
tun,2005,1150200000
tun,2006,1126800000
tun,2007,1263600000
tun,2008,1643400000
tun,2009,2003800000
tun,2010,2074400000
tun,2011,2324900000
tun,2012,2317700000
tur,1990,819200
tur,1991,92200
tur,1997,301963000
tur,1998,175367000
tur,2008,13839979874.625
tur,2009,21619140458.2054
tur,2010,26502394101.4664
tur,2011,32089351044.4423
tur,2012,18664734611.0722
tur,2013,31828964060.5284
tur,2014,51754846681.1349
tur,2015,53729269439.2094
tur,2016,56830128987.5337
tur,2017,115883817445.549
tur,2018,172064985595.104
tur,2019,235992090685.18497
tur,2020,145039798484.39301
tza,2009,141947187000
tza,2010,141947187000
tza,2011,138709932000
tza,2012,165478888300
tza,2013,179182457000
tza,2014,205057867000
tza,2015,252919987000
tza,2016,208707610584.60999
tza,2017,103043397625.12
tza,2018,456077971820.39001
uga,2015,319784494422.31201
uga,2016,247391743496.44199
uga,2017,528639611865.48798
uga,2018,2400910105803.31982
uga,2019,636706283593.75098
ukr,2000,452800000
ukr,2001,829300000
ukr,2002,1934174529
ukr,2003,3338359350
ukr,2004,8843700000
ukr,2005,6861000000
ukr,2006,8472600000
ukr,2007,13801600000
ukr,2008,19349600000
ukr,2009,7820000000
ukr,2010,15581099200
ukr,2011,19562200000
ukr,2012,23014521000
ukr,2013,12742219567
ukr,2014,10795700000
ukr,2015,6800400000
ukr,2016,8734400000
ukr,2017,14688800000
ukr,2018,27342400000
ukr,2019,32088900000
ury,1990,30000000
ury,1991,55000000
ury,1992,113000000
ury,1993,196000000
ury,1994,0
ury,1995,108000000
ury,1996,145000000
ury,1997,321000000
ury,1998,355000000
ury,1999,71000000
ury,2000,75000000
ury,2001,0
ury,2002,0
ury,2003,0
ury,2004,0
ury,2005,0
ury,2006,0
ury,2007,0
ury,2008,0
ury,2009,13690265634.14
ury,2010,23445597551.46
ury,2011,25441656483.7503
ury,2012,32213609560.6126
ury,2013,38140575460.93
ury,2014,45367193802.39
ury,2015,44536132612.01
ury,2016,50279762779.32
ury,2017,53661406030.05
ury,2018,59814332869.65
ury,2019,65129510076.15
usa,1990,68040000000
usa,1991,78270000000
usa,1992,16730000000
usa,1993,19920000000
usa,1994,14900000000
usa,1995,12450000000
usa,1996,9150000000
usa,1997,8260000000
usa,1998,8900000000
usa,1999,11170000000
usa,2000,14730000000
usa,2001,157991600000
usa,2002,164011200000
usa,2003,180745000000
usa,2004,190094500000
usa,2005,216816400000
usa,2006,210289200000
usa,2007,229838900000
usa,2008,401348200000
usa,2009,369874700000
usa,2010,304088600000
usa,2011,298686700000
usa,2012,283942500000
usa,2013,268395500000
usa,2014,271682200000
usa,2015,268921000000
usa,2016,267883000000
usa,2017,284421800000
usa,2018,283309400000
usa,2019,290574900000
usa,2020,576927000000
uzb,2016,9223224862854
uzb,2017,12171869030729.5
uzb,2018,19603696337504
uzb,2019,27321039469716.89453
vct,2000,0
vct,2001,0
vct,2002,0
vct,2003,0
vct,2004,0
vct,2005,0
vct,2006,0
vct,2007,0
vct,2008,0
vct,2009,0
vct,2010,0
vct,2011,0
vct,2012,0
vct,2013,0
vct,2014,6880000
vct,2015,5810000
vct,2016,13780000
vct,2017,22620000
vut,1990,0
vut,1995,0
vut,1996,0
vut,1997,0
vut,1998,0
vut,1999,0
vut,2009,210700000
vut,2010,330900000
vut,2011,505800000
vut,2012,563000000
vut,2013,612057000
vut,2014,651525000
vut,2015,709650000
vut,2016,860428000
vut,2017,1400400000
vut,2018,959056140
vut,2019,1793618571
wsm,2012,24550881
wsm,2013,39493206
wsm,2014,39789938.95
wsm,2015,26126615.82
wsm,2016,38720216.64
wsm,2017,36491360.18
wsm,2018,19614317.77
wsm,2019,19377274.2
zaf,1990,3738000000
zaf,1991,224000000
zaf,1992,6574000000
zaf,1993,8195000000
zaf,1994,6468000000
zaf,1996,5283000000
zaf,1997,3491000000
zaf,1998,2343000000
zaf,1999,4870000000
zaf,2000,5704600000
zaf,2001,5920000000
zaf,2002,14038000000
zaf,2003,22157300000
zaf,2004,28574000000
zaf,2005,28835000000
zaf,2006,31087000000
zaf,2007,38628000000
zaf,2008,33082000000
zaf,2009,35323529000
zaf,2010,24895905572.75
zaf,2011,34031248917
zaf,2012,44041243612.75
zaf,2013,40214190148.75
zaf,2014,33209254944.25
zaf,2015,65245281489.1402
zaf,2016,71626061404
zaf,2017,105301276312.991
zaf,2018,142664549086.39999
zaf,2019,225471589935.034
zmb,1998,2600000
zmb,1999,7700000
zmb,2001,337678920.931
zmb,2002,20651782.53769
zmb,2003,95747596.12611
zmb,2004,160382288.6103
zmb,2005,49759000
zmb,2006,128100000
zmb,2007,88834876.9178
zmb,2008,87853443.15065
zmb,2009,140620105.47757
zmb,2010,157163458.19001
zmb,2011,225738098.04418
zmb,2012,297776704.5
zmb,2013,200575305
zmb,2014,124886851.44
zmb,2015,262833837.1
zmb,2016,147718832.25
zmb,2017,203201634.44
zmb,2018,324799610.67
zmb,2019,181729851.76
zwe,2009,22742947.92119
zwe,2010,0
zwe,2011,0
zwe,2012,0
zwe,2015,340961000
zwe,2016,453464868
zwe,2017,104942640
zwe,2018,0
