geo,time,sl_uem_basc_fe_zs
cri,2014,13.02
cri,2015,12.38
cri,2016,13.23
cri,2017,12
cri,2018,13.56
cri,2019,18.27
cri,2020,28.18
cub,2006,4.04
cub,2007,2.98
cub,2008,3.78
cub,2009,3.68
cub,2010,4.11
cym,2011,4.6
cym,2012,2.97
cym,2013,2.85
cym,2014,5.78
cym,2015,6.08
cyp,2000,8.54
cyp,2001,7.78
cyp,2002,5.16
cyp,2003,6.22
cyp,2004,8.25
cyp,2005,7.52
cyp,2006,6.02
cyp,2007,5.76
cyp,2008,5.71
cyp,2009,5.29
cyp,2010,5.16
cyp,2011,4.75
cyp,2012,9.75
cyp,2013,13
cyp,2014,12.72
cyp,2015,14.55
cyp,2016,12.71
cyp,2017,12.2
cyp,2018,10.29
cyp,2019,6.85
cyp,2020,7.75
cze,1996,9.94
cze,1997,12.22
cze,1998,13.78
cze,1999,19.37
cze,2000,20.07
cze,2001,20.07
cze,2002,17.91
cze,2003,20.32
cze,2004,24.08
cze,2005,24.39
cze,2006,23.19
cze,2007,19.3
cze,2008,18.38
cze,2009,22.28
cze,2010,23.61
cze,2011,21.37
cze,2012,25.92
cze,2013,24.88
cze,2014,20.89
cze,2015,22.4
cze,2016,20.64
cze,2017,14.12
cze,2018,10.97
cze,2019,11.55
cze,2020,10.23
deu,1998,14.01
deu,1999,12.95
deu,2000,11.33
deu,2001,10.05
deu,2002,11.56
deu,2003,13.07
deu,2004,15.11
deu,2005,17.21
deu,2006,17.47
deu,2007,15.87
deu,2008,14.21
deu,2009,13.8
deu,2010,12.78
deu,2011,11.66
deu,2012,10.89
deu,2013,10.14
deu,2014,9.88
deu,2015,9.52
deu,2016,8.68
deu,2017,7.93
deu,2018,7
deu,2019,6.4
deu,2020,7.57
dji,2017,53.32
dnk,1998,9.81
dnk,1999,8.84
dnk,2000,7.65
dnk,2001,7.47
dnk,2002,7.33
dnk,2003,8.95
dnk,2004,7.13
dnk,2005,7.29
dnk,2006,7.19
dnk,2007,6.16
dnk,2008,6.62
dnk,2009,8.95
dnk,2010,10.57
dnk,2011,11.83
dnk,2012,12.13
dnk,2013,12.32
dnk,2014,11.46
dnk,2015,10.99
dnk,2016,10.33
dnk,2017,10.36
dnk,2018,8.45
dnk,2019,8.87
dnk,2020,10.09
dom,2000,13.5
dom,2001,12.43
dom,2002,11.71
dom,2003,11.61
dom,2004,11.21
dom,2005,11.15
dom,2006,10.26
dom,2007,9.11
dom,2008,7.61
dom,2009,8.62
dom,2010,8.84
dom,2011,10.13
dom,2012,11.56
dom,2013,11.61
dom,2014,8.89
dom,2015,11.55
dom,2016,11.35
dom,2017,7.53
dom,2018,9.77
dom,2019,9.53
dom,2020,8.6
dza,2004,21.71
dza,2017,17.86
ecu,2000,4.6
ecu,2001,3.92
ecu,2002,5.87
ecu,2003,6.69
ecu,2004,6.12
ecu,2005,4.9
ecu,2006,4.43
ecu,2007,3.08
ecu,2008,4.08
ecu,2009,4.59
ecu,2010,3.98
ecu,2011,3.02
ecu,2012,2.6
ecu,2013,2.21
ecu,2014,2.5
ecu,2015,2.77
ecu,2016,3.6
ecu,2017,2.96
ecu,2018,2.29
ecu,2019,2.29
egy,2008,8.54
egy,2009,24.72
egy,2010,14.25
egy,2011,16.29
egy,2012,18.21
egy,2013,15.46
egy,2014,12.84
egy,2015,8.35
egy,2016,8.04
egy,2017,5.47
egy,2018,6.15
egy,2019,24.96
egy,2020,12.96
esp,1998,29.09
esp,1999,24.89
esp,2000,23.46
esp,2001,17.74
esp,2002,18.58
esp,2003,19.32
esp,2004,18.64
esp,2005,15.72
esp,2006,15.18
esp,2007,14.69
esp,2008,17.9
esp,2009,25.52
esp,2010,27.89
esp,2011,29.42
esp,2012,34
esp,2013,36.26
esp,2014,34.84
esp,2015,33.41
esp,2016,31.06
esp,2017,28.32
esp,2018,25.88
esp,2019,24.33
esp,2020,25.8
est,1995,8.37
est,1998,14.22
est,1999,18.18
est,2000,23.09
est,2001,18.98
est,2002,18.34
est,2003,20.72
est,2005,11.08
est,2006,13.49
est,2007,9.51
est,2008,12.45
est,2009,25.11
est,2010,22.54
est,2011,21.81
est,2012,20.5
est,2013,13.18
est,2014,11.41
est,2015,13.03
est,2016,13.76
est,2017,11.34
est,2018,12.61
est,2019,12.48
est,2020,14.3
eth,1999,14.66
eth,2005,7.55
eth,2013,5.46
fin,1998,19.97
fin,1999,21
fin,2000,20.9
fin,2001,18.96
fin,2002,19.83
fin,2003,19.14
fin,2004,21.54
fin,2005,15.9
fin,2006,15.43
fin,2007,13.97
fin,2008,13.68
fin,2009,15.19
fin,2010,16.73
fin,2011,17.04
fin,2012,17.93
fin,2013,18.42
fin,2014,18.9
fin,2015,19.91
fin,2016,20.82
fin,2017,21.64
fin,2018,17.93
fin,2019,17.84
fin,2020,21.16
fji,2005,3.31
fji,2011,2.17
fji,2014,4.36
fji,2016,2.5
fra,1998,18.12
fra,1999,18.24
fra,2000,17.58
fra,2001,15.2
fra,2002,13.8
fra,2003,12.18
fra,2004,12.8
fra,2005,12.81
fra,2006,13.04
fra,2007,11.52
fra,2008,11.19
fra,2009,12.92
fra,2010,14.17
fra,2011,14.03
fra,2012,14.63
fra,2013,16
fra,2014,16.15
fra,2015,16.06
fra,2016,17.04
fra,2017,16.17
fra,2018,15.61
fra,2019,15.34
fra,2020,14.09
fsm,2014,13.36
gbr,1998,25.34
gbr,1999,7.19
gbr,2000,6.74
gbr,2001,6
gbr,2002,6.27
gbr,2003,5.77
gbr,2004,6.18
gbr,2005,6.24
gbr,2006,7.28
gbr,2007,7.76
gbr,2008,8.53
gbr,2009,10.84
gbr,2010,11.68
gbr,2011,12.25
gbr,2012,12.41
gbr,2013,13.12
gbr,2014,10.46
gbr,2015,9.02
gbr,2016,7.62
gbr,2017,6.93
gbr,2018,6.15
gbr,2019,6.23
geo,1999,1.35
geo,2002,1.15
geo,2009,16.2
geo,2010,14.19
geo,2011,5.22
geo,2012,4.92
geo,2013,11.13
geo,2014,7.61
geo,2015,6.49
geo,2016,4.42
geo,2017,7.17
geo,2018,6.9
geo,2019,7.12
geo,2020,21.17
gha,1991,5.36
gha,2000,11.35
gha,2006,6.1
gha,2010,6.49
gha,2013,2.8
gha,2015,4.85
gha,2017,3.83
gin,2002,11.33
gin,2019,9.34
gmb,2012,16.35
gmb,2018,14.7
gnb,2018,2.97
grc,1998,13.6
grc,1999,15.56
grc,2000,14.17
grc,2001,14.13
grc,2002,13.07
grc,2003,13.32
grc,2004,15.18
grc,2005,14.27
grc,2006,13.55
grc,2007,12.76
grc,2008,12.32
grc,2009,13.64
grc,2010,15.67
grc,2011,20.01
grc,2012,28.25
grc,2013,30.88
grc,2014,29.7
grc,2015,28.49
grc,2016,29.64
grc,2017,27.67
grc,2018,26.69
grc,2019,24.4
grc,2020,22.87
gtm,2003,5.62
gtm,2004,5.71
gtm,2006,3.58
gtm,2010,6.69
gtm,2011,7.98
gtm,2012,4.9
gtm,2013,4.62
gtm,2014,4.4
gtm,2015,3.67
gtm,2016,3.97
gtm,2017,3.97
gtm,2018,3.26
gtm,2019,3.73
guy,2018,16.78
guy,2019,14.28
hkg,2002,8.34
hkg,2004,8.69
hkg,2005,6.46
hkg,2006,5.3
hkg,2007,4.64
hkg,2008,3.76
hkg,2009,4.87
hkg,2010,3.59
hkg,2011,3.08
hkg,2012,2.94
hkg,2013,3.4
hkg,2014,3.25
hkg,2015,3.27
hkg,2016,3.29
hkg,2017,3.12
hkg,2018,2.39
hkg,2019,2.27
hkg,2020,5.08
hnd,2005,7.13
hnd,2006,4.39
hnd,2007,4.45
hnd,2008,3.92
hnd,2009,4.13
hnd,2010,3.97
hnd,2011,4.8
hnd,2012,4.78
hnd,2013,7.36
hnd,2014,8.83
hnd,2015,7.51
hnd,2016,8.08
hnd,2017,6.55
hnd,2018,6.43
hnd,2019,7.78
hrv,2002,16.78
hrv,2003,14.54
hrv,2004,14.26
hrv,2005,10.96
hrv,2006,11.71
hrv,2007,12.14
hrv,2008,10.61
hrv,2009,8.93
hrv,2010,10.62
hrv,2011,15.35
hrv,2012,16.92
hrv,2013,19.3
hrv,2014,26.01
hrv,2015,21.36
hrv,2016,17.74
hrv,2017,20.24
hrv,2018,10.87
hrv,2019,7.34
hrv,2020,10.16
hti,2012,24.01
hun,1998,13.45
hun,1999,11.37
hun,2000,9.56
hun,2001,8.4
hun,2002,9
hun,2003,10.63
hun,2004,10.52
hun,2005,12.88
hun,2006,16.17
hun,2007,16.31
hun,2008,17.45
hun,2009,21.61
hun,2010,22.77
hun,2011,24.48
hun,2012,24.38
hun,2013,22.67
hun,2014,18.65
hun,2015,18.07
hun,2016,12.51
hun,2017,11.22
hun,2018,10.54
hun,2019,10.03
hun,2020,11.23
idn,1990,2.07
idn,1991,2.47
idn,1992,2.13
idn,1993,2.27
idn,1994,4.2
idn,1996,4.64
idn,1997,4.46
idn,1998,4.75
idn,1999,5.39
idn,2000,5.63
idn,2001,4.52
idn,2002,6.59
idn,2003,5.62
idn,2004,5.94
idn,2005,7.36
idn,2006,7.08
idn,2007,7.64
idn,2008,7.29
idn,2009,5.34
idn,2010,4.65
idn,2011,4.03
idn,2012,3.51
idn,2013,2.98
idn,2014,2.44
idn,2015,2.69
idn,2016,2.33
idn,2017,2.13
idn,2018,2.44
idn,2019,1.87
idn,2020,2.16
ind,1994,5.87
ind,2000,6.14
ind,2005,5.08
ind,2010,3.97
ind,2012,4.16
ind,2018,2.9
ind,2019,2.09
ind,2020,1.84
irl,1998,12.89
irl,1999,10.47
irl,2000,8.3
irl,2001,6.23
irl,2002,6.06
irl,2003,6
irl,2004,6.74
irl,2005,6.63
irl,2006,6.87
irl,2007,8.24
irl,2008,8.96
irl,2009,12.7
irl,2010,16.47
irl,2011,19.19
irl,2012,20.62
irl,2013,20.23
irl,2014,18.67
irl,2015,15.89
irl,2016,13.21
irl,2017,11.17
irl,2018,11.64
irl,2019,8.83
irl,2020,8.45
irn,2005,10.35
irn,2006,8.52
irn,2007,7.74
irn,2008,8.54
irn,2009,9.11
irn,2010,9.58
irn,2011,11.24
irn,2012,8.07
irn,2013,6.58
irn,2014,9.29
irn,2015,7.91
irn,2016,8.39
irn,2018,6.62
irn,2019,6.06
irn,2020,5.08
irq,2007,8.8
irq,2012,13.08
isl,1995,6.77
isl,1996,5.32
isl,1997,6.73
isl,1998,4.82
isl,1999,3.59
isl,2000,3.61
isl,2001,3.02
isl,2002,3.56
isl,2003,5.3
isl,2005,2.91
isl,2006,4.41
isl,2007,3.26
isl,2008,3.76
isl,2009,7.79
isl,2010,9.82
isl,2011,8.7
isl,2012,9.53
isl,2013,7.26
isl,2014,5.36
isl,2015,6.16
isl,2016,4.73
isl,2017,4.51
isl,2018,4.3
isl,2019,4.25
isl,2020,7.68
isr,1996,9.15
isr,1998,13.75
isr,1999,12.02
isr,2000,15.09
isr,2001,16.06
isr,2002,15.59
isr,2003,20.26
isr,2004,21.64
isr,2005,17.1
isr,2006,18.13
isr,2007,17.39
isr,2008,11.81
isr,2009,12.67
isr,2010,11.08
isr,2011,7.82
isr,2012,12.91
isr,2013,11.13
isr,2014,11.65
isr,2015,10.48
isr,2016,11.67
isr,2017,8.21
isr,2018,8.9
isr,2019,7.3
isr,2020,7.23
ita,1998,18.72
ita,1999,18.81
ita,2000,17.48
ita,2001,16.08
ita,2002,15.63
ita,2003,15.38
ita,2004,13.39
ita,2005,12.8
ita,2006,11.26
ita,2007,10.23
ita,2008,11.56
ita,2009,12.08
ita,2010,12.31
ita,2011,12.66
ita,2012,15.78
ita,2013,17.18
ita,2014,18.58
ita,2015,16.81
ita,2016,17.29
ita,2017,17.85
ita,2018,17.19
ita,2019,16.37
ita,2020,15.01
jam,2008,7.55
jam,2009,7.45
jam,2010,8.08
jam,2011,8.63
jam,2012,9.44
jam,2013,10.44
jam,2014,8.12
jam,2016,7.48
jam,2017,6.71
jam,2018,5.16
jam,2019,4.63
jam,2020,4.59
jor,2017,28.73
jor,2018,11.1
jor,2019,15.02
jor,2020,14.17
kaz,2009,9.2
kaz,2010,8.44
kaz,2011,8.39
kaz,2012,9.15
kaz,2013,8.48
kaz,2017,8.31
ken,1999,12.79
ken,2006,9.08
ken,2016,1.78
ken,2019,4.23
kgz,2004,9.24
kgz,2005,3.82
kgz,2006,4.16
kgz,2011,12.14
kgz,2012,20.48
kgz,2013,19.65
kgz,2014,16.68
kgz,2015,12.87
kgz,2016,14.59
kgz,2017,10.01
kgz,2018,6.54
khm,2000,3.78
khm,2001,2.96
khm,2007,0.67
khm,2008,0.99
khm,2009,0.61
khm,2010,1.12
khm,2011,0.34
khm,2012,1.41
khm,2013,0.58
khm,2014,0.44
khm,2015,0.66
khm,2016,0.68
khm,2017,0.31
khm,2019,0.96
kir,2015,4.85
kir,2019,5.26
kor,1991,1.78
kor,1992,1.92
kor,1993,2.24
kor,1994,2.05
kor,1995,1.77
kor,1996,1.8
kor,1997,2.66
kor,1998,9.94
kor,1999,8.5
kor,2000,2.61
kor,2001,2.38
kor,2002,1.55
kor,2003,1.47
kor,2004,1.61
kor,2005,1.53
kor,2006,1.38
kor,2007,1.28
kor,2008,1.18
kor,2009,1.35
kor,2010,1.83
kor,2011,1.43
kor,2012,1.33
kor,2013,1.09
kor,2014,1.45
kor,2015,1.71
kor,2016,1.83
kor,2017,2.23
kor,2018,2.51
kor,2019,2.69
kor,2020,3.48
kos,2012,58.29
kos,2013,47.14
kos,2014,49.09
kos,2015,39.22
kos,2016,24.92
kos,2017,24.73
kos,2018,43.57
kos,2019,38.27
kos,2020,37.43
kwt,2016,2.49
lao,2010,0.58
lao,2017,8.92
lbn,2007,13.51
lbn,2019,14.27
lbr,2010,3.61
lbr,2014,2.62
lbr,2016,2.77
lbr,2017,15.82
lca,2017,28.08
lca,2018,25.61
lca,2019,22.54
lka,2009,5.55
lka,2010,5.08
lka,2011,4.88
lka,2012,4.66
lka,2013,4.6
lka,2014,4.12
lka,2015,4.89
lka,2016,4.28
lka,2017,3.95
lka,2018,3.59
lka,2019,4.26
lso,2019,23.21
ltu,1997,14.94
ltu,1998,14.81
ltu,1999,15.07
ltu,2000,18.55
ltu,2001,17.3
ltu,2002,14.9
ltu,2003,21.42
ltu,2004,13.38
ltu,2005,13.97
ltu,2009,24
ltu,2010,34.56
ltu,2011,33.43
ltu,2012,30.64
ltu,2013,34.47
ltu,2014,31.57
ltu,2015,27
ltu,2016,22.22
ltu,2017,16.03
ltu,2018,14.95
ltu,2019,20.67
ltu,2020,22.65
lux,1999,5.14
lux,2000,3.96
lux,2001,2.24
lux,2002,6.4
lux,2003,4.38
lux,2004,10.23
lux,2005,8.08
lux,2006,9.04
lux,2007,6.38
lux,2008,9.01
lux,2009,9.49
lux,2010,6.24
lux,2011,10.73
lux,2012,8.44
lux,2013,11.17
lux,2014,9.66
lux,2015,11.48
lux,2016,10.03
lux,2017,9.27
lux,2018,9.59
lux,2019,8.59
lux,2020,12.5
lva,1998,13.91
lva,1999,15.14
lva,2000,17.15
lva,2001,18.88
lva,2002,18.52
lva,2003,20.24
lva,2004,20.08
lva,2005,18.46
lva,2006,15.97
lva,2007,10.65
lva,2008,12.99
lva,2009,24.65
lva,2010,29.7
lva,2011,28.26
lva,2012,33.74
lva,2013,29.3
lva,2014,26.81
lva,2015,26.58
lva,2016,19.61
lva,2017,21.52
lva,2018,18.14
lva,2019,13.6
lva,2020,18.34
mac,1996,4.11
mac,1997,2.51
mac,1998,3.35
mac,1999,4.45
mac,2000,4.55
mac,2001,4.53
mac,2002,5.2
mac,2003,5.42
mac,2005,4.31
mac,2006,3.95
mac,2007,2.84
mac,2008,3.09
mac,2009,3.21
mac,2010,2.28
mac,2011,2.17
mac,2012,1.83
mac,2013,1.54
mac,2014,1.41
mac,2015,1.5
mac,2016,1.56
mar,1995,25.84
mar,2002,17.55
mar,2003,18.61
mar,2011,12.87
mar,2012,12.37
mco,2016,12.88
mda,2010,5.85
mda,2011,6.19
mda,2012,4.53
mda,2013,4.63
mda,2014,3.17
mda,2015,3.69
mda,2016,2.51
mda,2017,3.02
mda,2018,1.76
mda,2019,5.92
mda,2020,4.57
mdg,2003,24.78
mdg,2005,12.36
mdg,2012,0.5
mdg,2015,1.16
mdv,2009,10.52
mdv,2014,6.97
mdv,2016,8.2
mdv,2019,5.65
mex,1995,8.45
mex,1996,6.12
mex,1997,7.88
mex,1999,3.5
mex,2000,2.96
mex,2001,7.68
mex,2002,3.96
mex,2003,4.52
mex,2004,5.38
mex,2005,4.12
mex,2006,4.05
mex,2007,4.15
mex,2008,4.18
mex,2009,6.02
mex,2010,5.5
mex,2011,5.4
mex,2012,4.94
mex,2013,4.91
mex,2014,4.77
mex,2015,4.27
mex,2016,3.53
mex,2017,3.22
mex,2018,3.08
mex,2019,3.14
mex,2020,3.96
mhl,2019,2.51
mkd,2006,43.31
mkd,2007,42.71
mkd,2008,40.51
mkd,2009,39.97
mkd,2010,36.57
mkd,2011,33.25
mkd,2012,31.28
mkd,2013,31.24
mkd,2014,29.94
mkd,2015,26.26
mkd,2016,26.13
mkd,2017,20.51
mkd,2018,17.94
mkd,2019,27.85
mkd,2020,18.14
mli,2013,18.87
mli,2014,6.64
mli,2015,16.86
mli,2016,3.01
mli,2017,14.51
mli,2018,2.3
mlt,2000,7.43
mlt,2001,9.28
mlt,2002,9.3
mlt,2003,10.59
mlt,2004,12.37
mlt,2005,11.19
mlt,2006,11.98
mlt,2007,11.53
mlt,2008,10.39
mlt,2009,11.49
mlt,2010,11.52
mlt,2011,11.6
mlt,2012,12.68
mlt,2013,11.3
mlt,2014,9.32
mlt,2015,10.52
mlt,2016,10.02
mlt,2017,8.45
mlt,2018,5.62
mlt,2019,5.83
mlt,2020,7.51
mmr,2015,0.82
mmr,2017,1.45
mmr,2018,0.64
mmr,2019,0.28
mne,2011,38.99
mne,2012,38.82
mne,2013,44.11
mne,2014,33.35
mne,2015,29.81
mne,2016,23.56
mne,2017,26.32
mne,2018,25.44
mne,2019,33.46
mne,2020,41.01
mng,2008,4.59
mng,2009,3.39
mng,2010,4.34
mng,2011,3.91
mng,2012,2.78
mng,2013,3.38
mng,2014,3.07
mng,2015,2.62
mng,2016,3.17
mng,2017,2.91
mng,2018,2.52
mng,2019,8.8
mng,2020,5.53
moz,2015,8.96
mrt,2012,25.01
mrt,2017,17.78
mus,2001,9.28
mus,2002,9.28
mus,2003,8.42
mus,2004,11.86
mus,2005,17.91
mus,2006,15.42
mus,2007,14.05
mus,2008,12.19
mus,2009,12.23
mus,2010,12.84
mus,2012,10.98
mus,2013,10.73
mus,2014,9.12
mus,2015,8.8
mus,2016,7.33
mus,2017,6.75
mus,2018,6.24
mus,2019,8.81
mus,2020,11.79
mwi,2005,0.57
mwi,2011,1.74
mwi,2013,8.78
mwi,2017,6.1
mwi,2020,1.2
mys,2008,0.47
mys,2009,2.45
mys,2010,1.91
mys,2015,1.76
mys,2016,2.53
mys,2018,1.96
mys,2019,1.63
mys,2020,3.89
nam,2010,22.1
nam,2012,22.94
nam,2013,25.23
nam,2014,24.34
nam,2016,31.12
nam,2018,13.81
ncl,2014,20.2
ner,2011,0.53
ner,2014,1.43
ner,2017,6.22
nga,2016,6.17
nga,2019,9.21
nic,1995,10.14
nic,2001,4.98
nic,2005,5.29
nic,2012,5.89
nic,2014,5.28
nld,1995,16.91
nld,1998,9.58
nld,1999,8.15
nld,2000,5.67
nld,2001,3.77
nld,2002,4.37
nld,2003,5.85
nld,2004,8.12
nld,2005,10.51
nld,2006,9.74
nld,2007,8.52
nld,2008,7.43
nld,2009,7.67
nld,2010,8.84
nld,2011,8.59
nld,2012,10.14
nld,2013,11.16
nld,2014,12.52
nld,2015,11.7
nld,2016,10.7
nld,2017,9.24
nld,2018,7.23
nld,2019,5.87
nld,2020,7.19
nld_curacao,2018,17.6
nor,1998,6.79
nor,1999,5.31
nor,2000,6.89
nor,2001,6.5
nor,2002,8.64
nor,2003,5.88
nor,2004,6.95
nor,2005,9.24
nor,2006,6.19
nor,2007,5.07
