geo,time,tm_tax_manf_wm_fn_zs
ben,2020,9.74
bfa,1993,5
bfa,2001,11.49
bfa,2002,11.52
bfa,2003,11.32
bfa,2004,11.37
bfa,2005,11.05
bfa,2006,10.64
bfa,2007,10.46
bfa,2008,10.46
bfa,2009,10.46
bfa,2010,10.68
bfa,2011,10.13
bfa,2012,9.65
bfa,2013,9.65
bfa,2014,9.81
bfa,2015,8.83
bfa,2016,9.14
bfa,2017,8
bfa,2018,10.05
bfa,2019,10.82
bfa,2020,9.09
bgd,1989,112.12
bgd,1994,86.87
bgd,1998,24.22
bgd,1999,19.76
bgd,2000,19.09
bgd,2001,18.74
bgd,2002,19.53
bgd,2003,19.45
bgd,2004,16.84
bgd,2005,30
bgd,2006,30.12
bgd,2007,10.67
bgd,2008,8.69
bgd,2009,13.16
bgd,2010,12.31
bgd,2011,12.24
bgd,2012,14.22
bgd,2013,13.84
bgd,2015,13.87
bgd,2016,12.79
bgd,2019,11.99
bgd,2020,13.86
bgr,1988,5.84
bgr,1989,5.8
bgr,1990,7.59
bgr,1991,6.79
bgr,1992,7.15
bgr,1993,7.01
bgr,1994,6.82
bgr,1995,6.4
bgr,1996,5.03
bgr,1997,5.06
bgr,1998,4.11
bgr,1999,3.66
bgr,2000,3.42
bgr,2001,3.64
bgr,2002,3.86
bgr,2003,3.82
bgr,2004,3.56
bgr,2005,3.53
bgr,2006,3.49
bgr,2007,3.36
bgr,2008,3.36
bgr,2009,3.39
bgr,2010,3.38
bgr,2011,3.42
bgr,2012,3.36
bgr,2013,3.39
bgr,2014,3.42
bgr,2015,3.43
bgr,2016,3.39
bgr,2017,3.47
bgr,2018,3.42
bgr,2019,3.39
bgr,2020,3.23
bhr,1999,9.64
bhr,2000,9.6
bhr,2001,10.02
bhr,2002,5.06
bhr,2003,4.95
bhr,2004,4.96
bhr,2005,4.87
bhr,2006,4.91
bhr,2007,4.68
bhr,2008,4.57
bhr,2009,4.5
bhr,2010,4.32
bhr,2011,4.4
bhr,2012,4.4
bhr,2013,4.47
bhr,2014,4.03
bhr,2015,4.13
bhr,2016,3.98
bhr,2017,4.33
bhr,2018,3.84
bhr,2019,4.09
bhr,2020,4.03
bhs,1999,32.1
bhs,2002,29.47
bhs,2006,29.67
bhs,2010,31.33
bhs,2011,31.55
bhs,2013,28.56
bhs,2014,28.48
bhs,2015,28.17
bhs,2016,26.25
bhs,2018,25.54
bih,2001,7.86
bih,2006,7.57
bih,2007,7.59
bih,2008,7.35
bih,2009,7.33
bih,2010,7.26
bih,2011,7.11
bih,2012,7.15
bih,2013,7.18
bih,2014,7.2
bih,2015,7.23
bih,2016,7.35
bih,2017,7.49
bih,2018,7.5
bih,2019,7.64
bih,2020,7.45
blr,1996,10.54
blr,1997,11.24
blr,2000,9.34
blr,2001,9.39
blr,2002,10.42
blr,2008,8.71
blr,2009,8.5
blr,2010,7.25
blr,2011,7.01
blr,2012,7.32
blr,2013,7.4
blr,2014,6.12
blr,2015,5.49
blr,2016,4.78
blr,2017,4.51
blr,2018,4.62
blr,2019,5.17
blr,2020,5.22
blz,1996,18.84
blz,1999,16.57
blz,2001,11.18
blz,2002,10.95
blz,2003,10.79
blz,2006,12.03
blz,2007,11.48
blz,2008,10.88
blz,2009,13.4
blz,2010,13.4
blz,2011,10.61
blz,2012,10.13
blz,2013,11.99
blz,2014,11.99
blz,2015,12.04
blz,2016,11.88
blz,2017,11.96
blz,2018,11.93
blz,2019,11.95
blz,2020,10.9
bmu,2007,18.75
bmu,2008,19.29
bmu,2009,18.89
bmu,2010,18.75
bmu,2011,17.19
bmu,2012,16.72
bmu,2013,16.7
bmu,2014,16.96
bmu,2015,16.92
bmu,2016,16.96
bmu,2017,19.94
bmu,2018,19.32
bmu,2019,19.35
bmu,2020,20.81
bol,1993,9.3
bol,1994,9.94
bol,1995,9.37
bol,1996,9.12
bol,1997,9.12
bol,1998,8.86
bol,1999,8.96
bol,2000,8.15
bol,2001,8.61
bol,2002,8.98
bol,2003,8.12
bol,2004,8.66
bol,2005,8.35
bol,2006,8.08
bol,2007,8.08
bol,2008,8.12
bol,2009,8.18
bol,2010,8.65
bol,2011,8.41
bol,2012,8.57
bol,2013,8.21
bol,2014,8.22
bol,2015,8.64
bol,2016,8.64
bol,2017,9.18
bol,2018,8.77
bol,2019,8.77
bol,2020,9.6
bra,1989,37.96
bra,1990,28.7
bra,1991,23.63
bra,1992,21.11
bra,1993,16.62
bra,1994,16.18
bra,1995,14.08
bra,1996,17.39
bra,1997,16.49
bra,1998,18.04
bra,1999,15.69
bra,2000,14.94
bra,2001,12.38
bra,2002,12.04
bra,2003,11.65
bra,2004,11.41
bra,2005,10.8
bra,2006,10.85
bra,2007,11.15
bra,2008,11.17
bra,2009,12
bra,2010,12.56
bra,2011,12.91
bra,2012,12.78
bra,2013,12.8
bra,2014,12.68
bra,2015,12.37
bra,2016,11.64
bra,2017,12.03
bra,2018,12.36
bra,2019,11.98
bra,2020,11.07
brb,1996,27.33
brb,1999,22.49
brb,2000,21.64
brb,2001,14.84
brb,2002,14.35
brb,2003,14.94
brb,2004,14.47
brb,2006,15.78
brb,2007,14
brb,2010,13.35
brb,2011,13.82
brb,2012,14.13
brb,2013,13.44
brb,2020,9.67
brn,1992,4.5
brn,1996,10.7
brn,1997,10.7
brn,1998,10.7
brn,1999,5.6
brn,2000,7.12
brn,2001,10.71
brn,2002,10.69
brn,2003,12.5
brn,2004,5.38
brn,2005,5.34
brn,2006,4.96
brn,2007,4.77
brn,2008,2.45
brn,2009,3.21
brn,2010,3.21
brn,2011,3.12
brn,2014,1.49
brn,2016,1.47
brn,2017,0.14
brn,2018,0.12
brn,2019,0.12
brn,2020,0.12
btn,1996,16.75
btn,2002,15.36
btn,2004,15.79
btn,2005,15.79
btn,2007,16.05
btn,2015,17.37
btn,2019,19.84
btn,2020,19.89
bwa,2001,10.34
bwa,2002,9.14
bwa,2004,8.82
bwa,2005,9.95
bwa,2006,8.68
bwa,2007,9.18
bwa,2008,8.32
bwa,2009,8.31
bwa,2010,7.68
bwa,2011,7.02
bwa,2012,5.16
bwa,2013,4.85
bwa,2014,5.61
bwa,2015,4.67
bwa,2016,5.58
bwa,2017,6.47
bwa,2018,5.54
bwa,2019,6.04
bwa,2020,5.24
caf,1995,14.52
caf,1997,14.52
caf,2001,15.6
caf,2002,14.96
caf,2003,29.82
caf,2004,29.82
caf,2005,29.84
caf,2006,29.83
caf,2007,15.2
caf,2008,15.19
caf,2009,15.19
caf,2010,15.19
caf,2011,14.34
caf,2012,15.13
caf,2013,17.5
caf,2015,17.43
caf,2016,17.43
caf,2017,17.43
can,1989,7.82
can,1993,7.69
can,1995,6.81
can,1996,5.52
can,1997,5.06
can,1998,3.58
can,1999,3.32
can,2000,3.17
can,2001,3.27
can,2002,3.31
can,2003,3.43
can,2004,3.21
can,2005,3.17
can,2006,3.2
can,2007,3.27
can,2008,3.22
can,2009,3.16
can,2010,2.69
can,2011,2.65
can,2012,2.59
can,2013,2.62
can,2014,2.59
can,2015,2.63
can,2016,2.68
can,2017,2.71
can,2018,2.66
can,2019,4.88
can,2020,2.63
che,1990,6.52
che,1993,6.79
che,1995,4.49
che,1996,4.24
che,1997,3.29
che,1998,3
che,1999,2.64
che,2000,2.6
che,2001,2.56
che,2002,2.55
che,2003,2.52
che,2004,2.5
che,2005,2.41
che,2006,2.36
che,2007,2.26
che,2008,2.4
che,2009,2.44
che,2010,2.14
che,2011,2.35
che,2012,2.3
che,2013,2.25
che,2014,2.32
che,2015,2.23
che,2016,2.28
che,2017,2.31
che,2018,2.31
che,2019,2.14
che,2020,2.83
chl,1992,10.94
chl,1993,10.93
chl,1994,10.92
chl,1995,10.91
chl,1996,10.96
chl,1997,10.96
chl,1998,10.93
chl,1999,9.94
chl,2000,9
chl,2001,8
chl,2002,6.94
chl,2003,5.68
chl,2004,5.98
chl,2005,5.92
chl,2006,5.83
chl,2007,5.87
chl,2008,5.84
chl,2009,5.9
chl,2010,5.89
chl,2011,5.88
chl,2012,5.74
chl,2013,5.85
chl,2015,5.86
chl,2016,5.85
chl,2017,5.96
chl,2018,5.97
chl,2019,5.96
chl,2020,5.96
chn,1992,36.41
chn,1993,33.28
chn,1994,30.72
chn,1996,18.43
chn,1997,14.85
chn,1998,15.1
chn,1999,14.03
chn,2000,13.74
chn,2001,13.04
chn,2002,8.11
chn,2003,6.67
chn,2004,5.88
chn,2005,5.35
chn,2006,4.66
chn,2007,6.38
chn,2008,6.25
chn,2009,4.9
chn,2010,7.01
chn,2011,10.13
chn,2014,7.87
chn,2015,7
chn,2016,5.04
chn,2017,5.61
chn,2018,5.17
chn,2019,3.87
chn,2020,3.46
civ,1993,5.17
civ,1996,4.11
civ,2001,8.78
civ,2002,9.62
civ,2003,9.48
civ,2004,9.25
civ,2005,8.82
civ,2006,9.48
civ,2007,9.9
civ,2008,9.9
civ,2009,9.47
civ,2010,8.77
civ,2011,9.44
civ,2012,9.26
civ,2013,9.26
civ,2014,7.89
civ,2015,9.42
civ,2016,9.31
civ,2017,9.08
civ,2018,8.92
civ,2019,9.18
civ,2020,9.18
cmr,1994,13.77
cmr,1995,13.53
cmr,2001,13.47
cmr,2002,13.55
cmr,2003,14.69
cmr,2004,14.69
cmr,2005,15.07
cmr,2006,14.33
cmr,2007,14.43
cmr,2008,14.41
cmr,2009,14.17
cmr,2010,14.41
cmr,2011,14.25
cmr,2012,14.14
cmr,2013,14.35
cmr,2014,14.19
cmr,2019,14.12
cod,2003,12.96
cod,2006,12.05
cod,2007,11.37
cod,2008,11.24
cod,2009,12.2
cod,2010,11.57
cod,2014,9.9
cod,2019,10.66
cod,2020,8.39
cog,1994,14.6
cog,1997,15.21
cog,2001,11.35
cog,2002,11.35
cog,2003,11.25
cog,2004,11.25
cog,2005,11.4
cog,2006,11.25
cog,2007,15.74
cog,2008,15.72
cog,2009,15.72
cog,2010,15.72
cog,2011,15.72
cog,2013,15.8
cog,2014,15.74
cog,2015,10.23
col,1991,6.22
col,1992,10.46
col,1994,11.53
col,1995,12.22
col,1996,10.87
col,1997,11.05
col,1998,10.74
col,1999,10.03
col,2000,10.56
col,2001,10.32
col,2002,10.87
col,2003,10.63
col,2004,10.98
col,2005,11.17
col,2006,11.71
col,2007,11.99
col,2008,11.32
col,2009,10.59
col,2010,11.54
col,2011,8.7
col,2012,7.43
col,2013,7.04
col,2014,6.78
col,2015,5.95
col,2016,6.35
col,2017,8.76
col,2018,6.77
col,2019,6.57
col,2020,5.7
com,2008,6.09
com,2010,8.42
com,2011,8.42
com,2012,5.61
com,2013,7.21
com,2014,11.18
com,2015,8.8
com,2017,13.93
com,2018,12.21
com,2019,6.66
com,2020,5.04
cpv,2005,13.48
cpv,2006,12.8
cpv,2007,11.92
cpv,2008,11.92
cpv,2009,11.78
cpv,2010,10.22
cpv,2011,9.85
cpv,2012,9.79
cpv,2013,11.22
cpv,2015,10.4
cpv,2019,10.59
cpv,2020,10.16
cri,1995,8.34
cri,1996,9.19
cri,1997,9.1
cri,1998,7.15
cri,1999,4.51
cri,2000,3.87
cri,2001,3.71
cri,2002,3.59
cri,2003,3.83
cri,2004,3.93
cri,2005,3.65
cri,2006,3.64
cri,2007,3.65
cri,2008,3.89
cri,2009,3.06
cri,2010,3.13
cri,2011,3.49
cri,2012,3.25
cri,2013,3.36
cri,2014,3.68
cri,2016,4.34
cri,2018,4.26
cri,2019,4.07
cri,2020,4.18
cub,1993,13.09
cub,1996,10.5
cub,1997,10.44
cub,1998,10.5
cub,1999,10.32
cub,2000,10.63
cub,2001,11.14
cub,2002,10.9
cub,2003,11.15
cub,2004,10.63
cub,2005,9.94
cub,2006,10
cub,2007,9.99
cub,2008,9.99
cub,2009,10.55
cub,2010,10.18
cub,2011,9.95
cub,2012,10.03
cub,2013,9.49
cub,2015,9.88
cub,2016,10.05
cub,2017,10.01
cub,2019,10.31
cub,2020,10.81
cym,2016,14.51
cyp,1988,5.84
cyp,1989,5.8
cyp,1990,7.59
cyp,1991,6.79
cyp,1992,7.15
cyp,1993,7.01
cyp,1994,6.82
cyp,1995,6.4
cyp,1996,5.03
cyp,1997,5.06
cyp,1998,4.11
cyp,1999,3.66
cyp,2000,3.42
cyp,2001,3.64
cyp,2002,3.86
cyp,2003,3.82
cyp,2004,3.56
cyp,2005,3.53
cyp,2006,3.49
cyp,2007,3.36
cyp,2008,3.36
cyp,2009,3.39
cyp,2010,3.38
cyp,2011,3.42
cyp,2012,3.36
cyp,2013,3.39
cyp,2014,3.42
cyp,2015,3.43
cyp,2016,3.39
cyp,2017,3.47
cyp,2018,3.42
cyp,2019,3.39
cyp,2020,3.23
cze,1988,5.84
cze,1989,5.8
cze,1990,7.59
cze,1991,6.79
cze,1992,7.15
cze,1993,7.01
cze,1994,6.82
cze,1995,6.4
cze,1996,5.03
cze,1997,5.06
cze,1998,4.11
cze,1999,3.66
cze,2000,3.42
cze,2001,3.64
cze,2002,3.86
cze,2003,3.82
cze,2004,3.56
cze,2005,3.53
cze,2006,3.49
cze,2007,3.36
cze,2008,3.36
cze,2009,3.39
cze,2010,3.38
cze,2011,3.42
cze,2012,3.36
cze,2013,3.39
cze,2014,3.42
cze,2015,3.43
cze,2016,3.39
cze,2017,3.47
cze,2018,3.42
cze,2019,3.39
cze,2020,3.23
deu,1988,5.84
deu,1989,5.8
deu,1990,7.59
deu,1991,6.79
deu,1992,7.15
deu,1993,7.01
deu,1994,6.82
deu,1995,6.4
deu,1996,5.03
deu,1997,5.06
deu,1998,4.11
deu,1999,3.66
deu,2000,3.42
deu,2001,3.64
deu,2002,3.86
deu,2003,3.82
deu,2004,3.56
deu,2005,3.53
deu,2006,3.49
deu,2007,3.36
deu,2008,3.36
deu,2009,3.39
deu,2010,3.38
deu,2011,3.42
deu,2012,3.36
deu,2013,3.39
deu,2014,3.42
deu,2015,3.43
deu,2016,3.39
deu,2017,3.47
deu,2018,3.42
deu,2019,3.39
deu,2020,3.23
dji,1998,31.17
dji,1999,31.17
dji,2002,32.92
dji,2005,29.18
dji,2006,31.61
dji,2009,19.24
dji,2011,20.08
dji,2012,20.08
dji,2014,19.62
dma,1996,18.71
dma,1997,14
dma,1998,14.03
dma,1999,16.45
dma,2000,15
dma,2001,11.22
dma,2002,12.5
dma,2003,12.03
dma,2006,11.9
dma,2007,11.73
dma,2010,11.41
dma,2011,13.26
dma,2012,11.93
dma,2013,13.26
dma,2015,11.98
dma,2016,11.98
dma,2017,11.98
dma,2020,12.35
dnk,1988,5.84
dnk,1989,5.8
dnk,1990,7.59
dnk,1991,6.79
dnk,1992,7.15
dnk,1993,7.01
dnk,1994,6.82
dnk,1995,6.4
dnk,1996,5.03
dnk,1997,5.06
dnk,1998,4.11
dnk,1999,3.66
dnk,2000,3.42
dnk,2001,3.64
dnk,2002,3.86
dnk,2003,3.82
dnk,2004,3.56
dnk,2005,3.53
dnk,2006,3.49
dnk,2007,3.36
dnk,2008,3.36
dnk,2009,3.39
dnk,2010,3.38
dnk,2011,3.42
dnk,2012,3.36
dnk,2013,3.39
dnk,2014,3.42
dnk,2015,3.43
dnk,2016,3.39
dnk,2017,3.47
dnk,2018,3.42
dnk,2019,3.39
dnk,2020,3.23
dom,1996,8.85
dom,1997,13.79
dom,1998,8.85
dom,1999,8.85
dom,2000,17.56
dom,2001,8.69
dom,2002,9.24
dom,2003,9.04
dom,2004,8.93
dom,2005,9.48
dom,2006,8.86
dom,2007,8
dom,2008,8.91
dom,2010,7.76
dom,2011,7.29
dom,2012,7.28
dom,2013,7.54
dom,2015,7.9
dom,2016,7.9
dom,2017,8.36
dom,2018,8.36
dom,2020,8.04
dza,1993,18.92
dza,1997,19.51
dza,1998,18.68
dza,2001,17.29
dza,2002,13.05
dza,2003,12.49
dza,2005,11.97
dza,2006,12.2
dza,2007,11.79
dza,2008,12.11
dza,2009,12.18
dza,2014,12.73
dza,2015,12.09
dza,2016,12.67
dza,2017,13.16
dza,2018,14.19
dza,2019,14.2
dza,2020,14.42
ecu,1993,8.35
ecu,1994,11.72
ecu,1995,11.38
ecu,1996,11.37
ecu,1997,11.03
ecu,1998,10.9
ecu,1999,11.34
ecu,2000,10.07
ecu,2001,11.78
ecu,2002,10.82
ecu,2003,10.49
ecu,2004,10.58
ecu,2005,10.37
ecu,2006,10.37
ecu,2007,10.24
ecu,2008,8.72
ecu,2009,7.38
ecu,2010,7.71
ecu,2011,6.98
ecu,2012,7.14
ecu,2014,8.3
ecu,2015,10.13
ecu,2016,10.85
ecu,2017,12.08
ecu,2018,12.56
ecu,2019,14.16
ecu,2020,11.32
egy,1995,22.36
egy,1998,17.59
egy,1999,19.98
egy,2000,19.98
egy,2001,20.1
egy,2002,28.22
egy,2003,17.66
egy,2004,12.13
egy,2005,11.56
egy,2006,11.56
egy,2007,9.83
egy,2008,9.8
egy,2009,9.16
egy,2010,13.23
egy,2011,12.34
egy,2012,12.79
egy,2013,12.6
egy,2014,13.15
egy,2015,13.07
egy,2016,13.87
egy,2017,12.8
egy,2018,12.98
egy,2019,16.43
eri,2002,7.44
eri,2006,7.44
esp,1988,5.84
esp,1989,5.8
esp,1990,7.59
esp,1991,6.79
esp,1992,7.15
esp,1993,7.01
esp,1994,6.82
esp,1995,6.4
esp,1996,5.03
esp,1997,5.06
esp,1998,4.11
esp,1999,3.66
esp,2000,3.42
esp,2001,3.64
esp,2002,3.86
esp,2003,3.82
esp,2004,3.56
esp,2005,3.53
esp,2006,3.49
esp,2007,3.36
esp,2008,3.36
esp,2009,3.39
esp,2010,3.38
esp,2011,3.42
esp,2012,3.36
esp,2013,3.39
esp,2014,3.42
esp,2015,3.43
esp,2016,3.39
esp,2017,3.47
esp,2018,3.42
esp,2019,3.39
esp,2020,3.23
est,1988,5.84
est,1989,5.8
est,1990,7.59
est,1991,6.79
est,1992,7.15
est,1993,7.01
est,1994,6.82
est,1995,6.4
est,1996,5.03
est,1997,5.06
est,1998,4.11
est,1999,3.66
est,2000,3.42
est,2001,3.64
est,2002,3.86
est,2003,3.82
est,2004,3.56
est,2005,3.53
est,2006,3.49
est,2007,3.36
est,2008,3.36
est,2009,3.39
est,2010,3.38
est,2011,3.42
est,2012,3.36
est,2013,3.39
est,2014,3.42
est,2015,3.43
est,2016,3.39
est,2017,3.47
est,2018,3.42
est,2019,3.39
est,2020,3.23
eth,1995,18.06
eth,2001,15.2
eth,2002,15.7
eth,2006,13.99
eth,2008,12.26
eth,2009,12.26
eth,2010,12.57
eth,2011,13.01
eth,2012,12.5
eth,2015,13.16
eth,2018,13.16
fin,1988,5.84
fin,1989,5.8
fin,1990,7.59
fin,1991,6.79
fin,1992,7.15
fin,1993,7.01
fin,1994,6.82
fin,1995,6.4
fin,1996,5.03
fin,1997,5.06
fin,1998,4.11
fin,1999,3.66
fin,2000,3.42
fin,2001,3.64
fin,2002,3.86
fin,2003,3.82
fin,2004,3.56
fin,2005,3.53
fin,2006,3.49
fin,2007,3.36
fin,2008,3.36
fin,2009,3.39
fin,2010,3.38
fin,2011,3.42
fin,2012,3.36
fin,2013,3.39
fin,2014,3.42
fin,2015,3.43
fin,2016,3.39
fin,2017,3.47
fin,2018,3.42
fin,2019,3.39
fin,2020,3.23
fji,2003,9.33
fji,2004,10.43
fji,2006,9.59
fji,2007,10.18
fji,2008,11.18
fji,2009,12.69
fji,2010,12.59
fji,2011,14.4
fji,2012,13.07
fji,2013,12.96
fji,2015,12.42
fji,2017,12.74
fji,2018,12.96
fji,2019,12.55
fji,2020,11.24
fra,1988,5.84
fra,1989,5.8
fra,1990,7.59
fra,1991,6.79
fra,1992,7.15
fra,1993,7.01
fra,1994,6.82
fra,1995,6.4
fra,1996,5.03
fra,1997,5.06
fra,1998,4.11
fra,1999,3.66
fra,2000,3.42
fra,2001,3.64
fra,2002,3.86
fra,2003,3.82
fra,2004,3.56
fra,2005,3.53
fra,2006,3.49
fra,2007,3.36
fra,2008,3.36
fra,2009,3.39
fra,2010,3.38
fra,2011,3.42
fra,2012,3.36
fra,2013,3.39
fra,2014,3.42
fra,2015,3.43
fra,2016,3.39
fra,2017,3.47
fra,2018,3.42
fra,2019,3.39
fra,2020,3.23
gab,1995,15.12
gab,1998,14.16
gab,2000,13.18
gab,2001,15.05
gab,2002,13.49
gab,2003,15.69
gab,2004,15.69
gab,2005,15.37
gab,2007,13.96
gab,2008,14.3
gab,2009,14.41
gab,2010,14.6
gab,2011,14.79
gab,2012,15.44
gab,2013,14.53
gab,2015,13.98
gab,2016,16.81
gab,2019,14.69
gbr,2000,3.31
gbr,2001,3.79
gbr,2002,4
gbr,2003,4.12
gbr,2004,4.03
gbr,2005,3.95
gbr,2006,3.87
gbr,2007,3.72
gbr,2008,3.71
gbr,2009,3.99
gbr,2010,3.79
gbr,2011,3.72
gbr,2012,3.52
gbr,2013,3.61
gbr,2014,3.63
gbr,2015,3.64
gbr,2016,3.58
gbr,2017,3.38
gbr,2018,3.31
gbr,2019,3.31
gbr,2020,3.23
geo,1999,8.26
geo,2001,8.35
geo,2002,8.91
geo,2003,7.44
geo,2004,6.96
geo,2005,5.67
geo,2006,6
geo,2007,0.78
geo,2008,0.59
geo,2009,0.46
geo,2010,0.54
geo,2011,1.48
geo,2012,1.37
geo,2013,1.2
geo,2015,1.02
geo,2016,1.16
geo,2020,1.03
gha,1993,9.16
gha,2000,8.85
gha,2001,9.29
gha,2002,9.29
gha,2003,9.29
gha,2007,8.93
gha,2008,8.44
gha,2009,8.87
gha,2010,9.03
gha,2013,8.75
gha,2016,10.13
gha,2017,10.04
gha,2018,9.25
gha,2019,9.02
gha,2020,10.17
gin,1998,5.93
gin,2004,5.83
gin,2005,11.13
gin,2008,10.19
gin,2009,10.1
gin,2010,10.18
gin,2012,10.19
gin,2017,9.9
gin,2018,9.1
gin,2019,10.22
gin,2020,11.77
gmb,2003,11.86
gmb,2007,17.39
gmb,2008,16.97
gmb,2009,15.96
gmb,2010,13.01
gmb,2011,12.88
gmb,2012,12.88
gmb,2013,13.45
gmb,2018,16.42
gmb,2020,19.21
gnb,2001,13.46
gnb,2002,13.46
gnb,2003,13.74
gnb,2004,14.86
gnb,2005,13.59
gnb,2006,15.58
gnb,2007,11.93
gnb,2008,14.82
gnb,2009,11.95
