geo,time,se_prm_oenr_zs
svn,1995,1.81927
svn,1996,1.40427
svn,1997,1.75793
svn,1998,1.6188
svn,1999,1.77854
svn,2000,1.60507
svn,2002,1.7984
svn,2003,1.22294
svn,2004,1.02173
svn,2005,2.57418
svn,2006,4.64974
svn,2007,0.34864
svn,2008,0.53591
svn,2009,0.98596
svn,2010,1.07407
svn,2011,1.31281
svn,2012,1.27634
svn,2013,1.6142
svn,2014,1.50652
svn,2015,1.60263
svn,2016,1.6117
svn,2017,1.77261
swe,1976,0.49923
swe,1982,0.54182
swe,1999,6.34197
swe,2000,6.03283
swe,2001,6.17243
swe,2002,6.67037
swe,2003,7.20788
swe,2004,0
swe,2005,0
swe,2006,0.0016
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0.00017
swe,2013,16.36052
swe,2014,16.58425
swe,2015,17.39616
swe,2016,18.2506
swe,2017,18.94491
swz,1970,26.41807
swz,1971,26.97362
swz,1972,26.88131
swz,1973,25.42047
swz,1974,25.67762
swz,1975,23.60267
swz,1976,22.6529
swz,1977,21.52837
swz,1978,21.00993
swz,1979,20.54599
swz,1980,19.88591
swz,1981,19.60755
swz,1982,20.63159
swz,1983,21.98864
swz,1984,21.56428
swz,1985,20.4801
swz,1986,20.66017
swz,1987,20.17422
swz,1988,19.82145
swz,1989,19.66062
swz,1990,19.10438
swz,1991,19.02341
swz,1992,18.8435
swz,1993,20.62586
swz,1994,20.41807
swz,1995,20.50401
swz,1996,21.30173
swz,2009,31.45335
swz,2010,29.50957
swz,2011,28.09057
swz,2012,28.44016
swz,2013,30.46787
swz,2014,29.19101
swz,2015,29.19173
swz,2016,27.64864
swz,2017,28.27236
sxm,2012,13.41702
sxm,2014,15.257
syc,1979,15.50411
syc,1993,12.32655
syc,1994,10.86671
syc,1995,10.79413
syc,1996,10.29739
syc,1998,9.00596
syc,1999,8.27711
syc,2000,8.12968
syc,2001,8.10673
syc,2002,7.24306
syc,2003,6.94313
syc,2004,6.33281
syc,2005,6.72534
syc,2013,4.13499
syc,2014,4.13073
syc,2015,3.77758
syc,2016,3.67492
syc,2017,3.65165
syc,2018,3.61849
syr,1971,9.64962
syr,1973,9.3043
syr,1974,7.91811
syr,1975,8.58168
syr,1976,8.87857
syr,1977,8.42691
syr,1978,8.07946
syr,1979,7.68045
syr,1980,7.12732
syr,1981,7.18783
syr,1982,7.62973
syr,1983,7.39576
syr,1984,7.27094
syr,1985,6.93489
syr,1986,6.58898
syr,1987,6.29516
syr,1988,5.83203
syr,1989,5.67982
syr,1990,5.43944
syr,1991,4.7741
syr,1992,4.51849
syr,1993,4.57714
syr,1994,4.3803
syr,1995,4.53085
syr,1996,4.25476
syr,1997,4.32313
syr,1998,4.64178
syr,1999,4.38796
syr,2000,4.25017
syr,2001,5.0226
syr,2002,4.61597
syr,2003,7.57658
syr,2004,6.61193
syr,2005,7.77152
syr,2006,5.19972
syr,2007,5.84291
syr,2008,5.98645
syr,2009,6.90019
syr,2010,7.12849
syr,2011,6.80665
syr,2012,6.89807
syr,2013,6.89769
tca,1997,4.38652
tca,1999,5.48847
tca,2000,8.47374
tca,2001,1.28676
tca,2002,10.43519
tca,2003,10.66298
tca,2004,9.25838
tca,2005,10.18018
tca,2009,8.26704
tca,2014,5.36456
tca,2015,3.95809
tca,2018,6.52174
tcd,1975,23.10439
tcd,1977,25.15913
tcd,1988,26.39209
tcd,1996,20.99704
tcd,1997,18.74582
tcd,1998,17.85854
tcd,1999,17.04567
tcd,2000,17.85425
tcd,2001,18.86583
tcd,2002,18.14536
tcd,2003,18.14546
tcd,2011,27.00437
tcd,2013,8.75717
tcd,2015,12.08006
tcd,2016,13.89029
tgo,1971,19.89409
tgo,1972,24.99855
tgo,1978,26.3136
tgo,1979,28.44201
tgo,1980,30.29
tgo,1982,30.28504
tgo,1983,29.44332
tgo,1984,29.12658
tgo,1985,27.87285
tgo,1986,31.80392
tgo,1987,25.22421
tgo,1988,25.25684
tgo,1989,28.15883
tgo,1990,28.49174
tgo,1991,29.60638
tgo,1994,29.93398
tgo,1995,28.50026
tgo,1996,25.25036
tgo,1997,27.40101
tgo,1999,23.85809
tgo,2000,20.75889
tgo,2001,20.24213
tgo,2002,18.13543
tgo,2003,17.58358
tgo,2004,16.65438
tgo,2005,15.96467
tgo,2006,15.27524
tgo,2007,15.43524
tgo,2008,14.35598
tgo,2015,19.09142
tgo,2016,19.0915
tgo,2017,18.20625
tgo,2018,17.88988
tha,1970,0
tha,1971,0
tha,1972,0
tha,1973,1.95523
tha,1974,2.10827
tha,1975,0
tha,1976,0
tha,1977,0
tha,1978,0
tha,2006,2.85097
tha,2007,2.85093
tha,2008,2.8509
tha,2009,1.09987
tjk,1999,0
tjk,2000,0
tjk,2001,0
tjk,2002,0
tjk,2003,0
tjk,2004,0.6044
tjk,2005,0.89961
tjk,2006,0.52769
tjk,2007,0.47625
tjk,2008,0.17364
tjk,2009,0.34577
tjk,2010,0.34981
tjk,2011,0.27951
tjk,2012,0.25645
tjk,2014,0.18025
tjk,2015,0.12603
tjk,2016,0.09562
tjk,2017,0.07535
tls,2008,22.51133
tls,2009,20.16226
tls,2010,20.45704
tls,2011,20.02762
tls,2012,20.16095
tls,2013,20.44205
tls,2014,20.14871
tls,2015,19.32632
tls,2016,18.18959
tls,2017,17.36666
tls,2018,16.07759
ton,1970,6.65547
ton,1971,7.20029
ton,1972,2.6319
ton,1974,8.77628
ton,1975,7.9595
ton,1978,9.95438
ton,1982,9.90959
ton,1983,14.5263
ton,1984,16.14562
ton,1985,18.02104
ton,1986,17.9754
ton,1990,13.91478
ton,1993,15.07861
ton,1998,16.95626
ton,1999,18.82262
ton,2001,6.82792
ton,2004,10.54754
ton,2005,8.80695
ton,2006,6.26882
ton,2012,2.98455
ton,2013,5.50693
ton,2014,6.48804
ton,2015,0.90095
tto,1971,18.73153
tto,1972,18.99802
tto,1973,18.99865
tto,1974,18.31313
tto,1975,17.38468
tto,1976,16.87057
tto,1977,15.87389
tto,1978,15.85809
tto,1979,15.87497
tto,1980,15.87043
tto,1981,9.85458
tto,1982,7.57368
tto,1983,7.26511
tto,1984,4.97904
tto,1985,4.55892
tto,1986,4.72705
tto,1987,4.05225
tto,1988,3.82132
tto,1989,4.10175
tto,1990,3.92199
tto,1991,4.54452
tto,1992,4.78116
tto,1993,5.60625
tto,1996,7.54946
tto,1997,8.93388
tto,1999,6.76465
tto,2000,8.67313
tto,2001,6.18926
tto,2002,6.11764
tto,2003,6.96631
tto,2004,6.82164
tto,2005,7.99133
tto,2007,3.98873
tto,2008,8.70034
tto,2009,7.8922
tto,2010,7.97335
tun,1971,24.15623
tun,1975,18.96078
tun,1978,21.36599
tun,1979,20.04633
tun,1980,19.30144
tun,1981,17.9892
tun,1982,16.91332
tun,1983,16.99708
tun,1984,16.07555
tun,1985,16.45389
tun,1986,16.56064
tun,1987,17.83722
tun,1988,17.62711
tun,1989,15.78347
tun,1990,16.93772
tun,1991,16.40199
tun,1992,15.9436
tun,1993,14.90944
tun,1994,15.6455
tun,1995,15.19964
tun,1996,14.94155
tun,1997,14.61146
tun,1999,15.79239
tun,2000,15.2694
tun,2001,13.74696
tun,2002,11.32045
tun,2003,11.04998
tun,2004,10.72482
tun,2005,10.50122
tun,2006,10.05056
tun,2007,7.85454
tun,2008,6.79814
tun,2009,6.06598
tun,2010,5.98946
tun,2011,5.32418
tun,2012,4.82023
tun,2013,4.78966
tun,2014,4.70924
tun,2015,4.44746
tun,2016,4.35069
tun,2017,4.76621
tun,2018,5.24458
tur,1974,20.0051
tur,1985,11.38873
tur,1986,11.71695
tur,1987,11.89402
tur,1988,11.28837
tur,1989,9.59006
tur,1990,8.46609
tur,1991,8.6573
tur,1992,8.37258
tur,1993,8.2914
tur,1994,6.87073
tur,1995,6.97132
tur,1997,6.43123
tur,1999,7.08096
tur,2000,4.34142
tur,2001,4.0394
tur,2002,4.47862
tur,2003,3.78311
tur,2004,3.16801
tur,2005,3.10539
tur,2006,2.80303
tur,2007,2.37363
tur,2008,2.60663
tur,2009,4.64488
tur,2010,5.10873
tur,2011,5.76218
tur,2012,5.983
tur,2013,5.62665
tur,2014,4.78039
tur,2015,3.38016
tur,2016,3.34061
tur,2017,2.03106
tuv,2014,0
tuv,2015,0.13441
tuv,2016,0.15106
tza,1970,0
tza,1971,0
tza,1972,0
tza,1973,0
tza,1974,0
tza,1975,0
tza,1976,23.13623
tza,1977,0
tza,1978,0
tza,1979,0
tza,1980,26.4669
tza,1981,29.08609
tza,1982,31.39027
tza,1983,31.36179
tza,1984,31.45452
tza,1985,25.77404
tza,1986,24.92112
tza,1987,24.55991
tza,1988,24.70465
tza,1989,24.73423
tza,1990,26.2066
tza,1991,27.64379
tza,1992,26.92444
tza,1993,28.27595
tza,1994,28.91496
tza,1995,28.5379
tza,1996,27.56771
tza,1997,27.10437
tza,1998,25.70139
tza,1999,25.8224
tza,2000,22.15701
tza,2001,22.15699
tza,2002,18.17321
tza,2003,14.75427
tza,2004,14.75427
tza,2005,13.54307
tza,2006,11.06424
tza,2008,11.73077
tza,2010,7.88724
tza,2012,4.86874
tza,2013,5.42314
tza,2016,0
uga,1979,25.16142
uga,1981,24.67704
uga,1982,29.15528
uga,1986,20.24467
uga,2009,23.16561
uga,2010,22.34327
uga,2011,16.21304
uga,2013,13.90303
ukr,2002,9.70531
ukr,2003,8.77618
ukr,2004,8.78349
ukr,2005,15.72635
ukr,2006,11.55855
ukr,2007,10.2893
ukr,2008,9.47607
ukr,2009,8.95229
ukr,2010,8.28309
ukr,2011,7.94891
ukr,2012,7.40951
ukr,2013,7.48241
ukr,2014,7.30747
ukr,2015,7.03108
ukr,2016,7.07738
ukr,2017,7.94015
ukr,2018,8.4517
ury,1983,19.24307
ury,1984,18.14749
ury,1985,17.36676
ury,1986,16.27156
ury,1987,17.08185
ury,1991,15.41071
ury,1992,13.79297
ury,1993,13.35377
ury,1994,14.16974
ury,1995,14.36941
ury,1996,14.87935
ury,1997,18.18601
ury,2005,11.72744
ury,2006,12.13751
ury,2007,14.10058
ury,2008,12.8312
ury,2009,12.35879
ury,2010,10.82031
ury,2011,9.8092
ury,2012,9.57581
ury,2013,8.53557
ury,2014,12.14312
ury,2015,8.38719
ury,2016,6.92369
ury,2017,6.63207
usa,1975,16.3198
usa,1986,5.32799
usa,1987,4.98179
usa,1990,5.79918
usa,1991,5.38143
usa,1993,5.83626
usa,1994,5.53205
usa,1995,5.58336
usa,1996,6.06495
usa,2005,5.97824
usa,2010,5.98609
usa,2011,5.99152
usa,2012,5.52862
usa,2013,5.77392
usa,2014,5.46119
usa,2015,5.44662
usa,2016,5.56819
usa,2017,5.81269
uzb,2007,1.13913
uzb,2008,1.22516
uzb,2009,1.0802
uzb,2010,0.92799
uzb,2011,1.0256
uzb,2012,0.9751
uzb,2013,0.92741
uzb,2014,1.23444
uzb,2015,1.05097
uzb,2016,0.90763
uzb,2017,0.44897
uzb,2018,0.4024
vct,1984,16.09958
vct,1986,23.23195
vct,1994,10.91836
vct,2000,11.15571
vct,2001,2.53517
vct,2002,7.21456
vct,2003,7.59032
vct,2004,6.66629
vct,2005,11.58584
vct,2007,5.62531
vct,2008,5.02833
vct,2009,4.53417
vct,2010,4.15656
vct,2011,3.20287
vct,2012,4.67019
vct,2013,3.70343
vct,2014,2.85246
vct,2015,2.93369
vct,2016,2.6178
vct,2017,2.84047
vct,2018,2.43219
ven,1971,13.02145
ven,1972,12.36595
ven,1973,12.14123
ven,1974,12.1642
ven,1975,11.86464
ven,1976,11.52317
ven,1977,11.29835
ven,1978,11.00476
ven,1979,10.88968
ven,1999,12.96352
ven,2000,11.70904
ven,2001,11.70908
ven,2002,11.38284
ven,2003,11.11179
ven,2004,10.85268
ven,2005,11.71734
ven,2006,10.69422
ven,2007,11.17227
ven,2008,10.67001
ven,2009,10.56095
ven,2010,9.90354
ven,2011,9.40757
ven,2012,9.50196
ven,2013,10.63759
ven,2014,7.6332
ven,2015,7.6657
ven,2016,7.72949
ven,2017,7.57344
vgb,1983,9.30811
vgb,1984,13.04771
vgb,1985,18.1247
vgb,1990,10.47237
vgb,1991,10.59829
vgb,1992,10.60172
vgb,1994,15.54756
vgb,1999,12.62242
vgb,2000,5.17427
vgb,2001,8.3964
vgb,2002,8.89363
vgb,2003,10.43165
vgb,2005,6.00414
vgb,2006,6.08963
vgb,2007,6.60315
vgb,2009,6.64962
vgb,2010,5.96689
vgb,2011,6.46909
vgb,2012,6.98483
vgb,2013,7.4132
vgb,2014,6.71346
vgb,2015,6.67064
vgb,2016,4.56331
vgb,2017,4.85903
vnm,1977,13.91219
vnm,1978,18.42964
vnm,1981,12.067
vnm,1985,11.92478
vnm,1998,12.98638
vnm,1999,11.55188
vnm,2000,10.57654
vnm,2001,9.49725
vnm,2002,9.00771
vnm,2005,6.71601
vnm,2006,6.4054
vnm,2008,4.12323
vnm,2009,3.5206
vnm,2010,2.87638
vnm,2011,2.75147
vnm,2012,3.48963
vnm,2013,3.48963
vnm,2014,1.91197
vnm,2015,1.86799
vnm,2016,1.64549
vnm,2017,1.40508
vnm,2018,1.21578
vut,1981,21.58997
vut,1989,23.632
vut,1994,2.55645
vut,1998,14.90136
vut,1999,15.14869
vut,2000,15.15109
vut,2001,14.70588
vut,2002,14.70777
vut,2003,17.94963
vut,2004,17.94661
vut,2005,13.823
vut,2015,25.79086
wsm,1994,6.00802
wsm,1998,5.25894
wsm,1999,5.82482
wsm,2000,6.5689
wsm,2001,7.43074
wsm,2007,7.29639
wsm,2009,7.5043
wsm,2010,9.60124
wsm,2011,9.3436
wsm,2012,9.72245
wsm,2014,8.79051
wsm,2015,8.37552
wsm,2016,8.34227
wsm,2017,7.06829
wsm,2018,8.5258
yem,1999,20.57607
yem,2001,13.89669
yem,2003,13.281
yem,2004,13.281
yem,2005,13.26108
yem,2008,13.98197
yem,2010,10.21182
yem,2012,9.8536
yem,2013,12.45345
yem,2016,9.87792
zaf,1970,32.18457
zaf,1991,15.40366
zaf,1994,18.34225
zaf,1995,19.07201
zaf,1998,12.04618
zaf,2015,3.44589
zaf,2017,5.79039
zmb,1970,0
zmb,1971,0
zmb,1972,10.8573
zmb,1973,0
zmb,1974,0
zmb,1975,0
zmb,1976,11.96001
zmb,1977,12.03127
zmb,1978,12.75347
zmb,1979,13.03275
zmb,1980,13.73373
zmb,1981,12.89998
zmb,1982,13.58869
zmb,1983,14.06302
zmb,1984,14.87939
zmb,1985,0
zmb,1986,15.16607
zmb,1987,0
zmb,1988,15.09997
zmb,1989,0
zmb,1990,0
zmb,1991,0
zmb,1992,0
zmb,1993,0
zmb,1994,14.46951
zmb,1995,14.52625
zmb,1996,0
zmb,1997,0
zmb,1998,14.17958
zmb,1999,14.20203
zmb,2000,14.41967
zmb,2001,14.5002
zmb,2002,15.02611
zmb,2004,17.51601
zmb,2005,18.21143
zmb,2006,18.74233
zmb,2007,18.61799
zmb,2008,18.16802
zmb,2009,17.85558
zmb,2010,18.93905
zmb,2011,16.57109
zmb,2012,15.31114
zmb,2013,13.5749
zmb,2017,13.95118
zwe,1970,0
zwe,1971,0
zwe,1972,0
zwe,1973,0
zwe,1974,0
zwe,1975,0
zwe,1976,0
zwe,1977,0
zwe,1978,0
zwe,1979,0
zwe,1980,0
zwe,1981,0
zwe,1982,10.28326
zwe,1983,0
zwe,1984,13.38807
zwe,1985,0
zwe,1986,12.11889
zwe,1998,18.4205
zwe,1999,15.15651
zwe,2000,14.64894
zwe,2001,14.40333
zwe,2002,13.22172
zwe,2003,12.7391
zwe,2012,12.83133
zwe,2013,13.65473
