geo,time,ny_gnp_mktp_kn
fra,1977,1073940148088.93005
fra,1978,1117707199113.03003
fra,1979,1158777511432.1499
fra,1980,1180440422838.81006
fra,1981,1191777440323.81006
fra,1982,1216998951854.59009
fra,1983,1224191551975.25
fra,1984,1240006272140.95996
fra,1985,1266399196513.53003
fra,1986,1303240335114.07007
fra,1987,1341482989119.40991
fra,1988,1403282530540.25
fra,1989,1460161353418.32007
fra,1990,1502350605021.90991
fra,1991,1516785884458.68994
fra,1992,1543018888462.68994
fra,1993,1534753316594.13989
fra,1994,1568472270768.09009
fra,1995,1601655079932.37012
fra,1996,1632610142155.94995
fra,1997,1676762652066.27002
fra,1998,1738493785741
fra,1999,1810246432893.04004
fra,2000,1873429700957.12012
fra,2001,1914773923901.19995
fra,2002,1922204542164.40967
fra,2003,1943473414072.87012
fra,2004,1999533213203.94971
fra,2005,2039204533528.01001
fra,2006,2094852206904.27002
fra,2007,2145489655471.75
fra,2008,2154877083000.64966
fra,2009,2095749474375.95996
fra,2010,2136727474643.87012
fra,2011,2190433737803.8501
fra,2012,2187308017955.19995
fra,2013,2201217069658.31982
fra,2014,2220894883178.9502
fra,2015,2245909000000
fra,2016,2269679139383.3501
fra,2017,2324775512001.2998
fra,2018,2369281806470.60938
fra,2019,2409028902263.02979
fra,2020,2207561494560.43994
gab,1970,1166611259853.34009
gab,1971,1270047698859.43994
gab,1972,1418645327146.90991
gab,1973,1543718520866.18994
gab,1974,2096005219047.20972
gab,1975,2557185423926.29004
gab,1976,3520153978653.75977
gab,1977,3091801185201.95996
gab,1978,2238412165340.41992
gab,1979,2154528276245.11011
gab,1980,2206499606081.24023
gab,1981,2358841427215.02002
gab,1982,2293827684487.1001
gab,1983,2425539850749.16016
gab,1984,2716928903440.18945
gab,1985,2646183649842.5
gab,1986,2674228717299.33008
gab,1987,2217048350982.3999
gab,1988,2501553142686.14941
gab,1989,2760862305454.62939
gab,1990,2763254519695.72021
gab,1991,2940166523096.93994
gab,1992,2785248261036.72021
gab,1993,2864483705450.27002
gab,1994,3037306652804.8501
gab,1995,3148074137006.49023
gab,1996,3253373009402.54004
gab,1997,3414990690650.7998
gab,1998,3669989494942.14014
gab,1999,3272740734638.02002
gab,2000,2976116666250.5498
gab,2001,3217827000000
gab,2002,3328322096757.3501
gab,2003,3345832163155.31006
gab,2004,3163478248401.06982
gab,2005,3413066577324.58984
gab,2006,3142906738733.02979
gab,2007,3255826314496.5
gab,2008,3090243556528.25977
gab,2009,3347597282146.89014
gab,2010,3406821044695.75977
gab,2011,3496698460738.04004
gab,2012,3944761698782.87061
gab,2013,4237238795386.24951
gab,2014,4785218907559.48047
gab,2015,4780738278280.25977
gab,2016,4929430059967.58984
gab,2017,5029036131043.66016
gab,2018,4905301453288.70996
gab,2019,4916501876281.9502
gab,2020,5172775363326.29004
gbr,1970,718491779417.39197
gbr,1971,743111235733.20996
gbr,1972,774361778960.78101
gbr,1973,826629900579.98303
gbr,1974,806008203278.06995
gbr,1975,791795835537.43884
gbr,1976,815340389906.13599
gbr,1977,831342402286.04492
gbr,1978,867300115082.323
gbr,1979,898050946976.34802
gbr,1980,877593042181.43103
gbr,1981,871138542398.03796
gbr,1982,887662902909.76685
gbr,1983,927983211784.56287
gbr,1984,950105219675.29797
gbr,1985,986743968039.38684
gbr,1986,1020633932402.93994
gbr,1987,1074468400420.18994
gbr,1988,1136812809404.61011
gbr,1989,1164520516288.6001
gbr,1990,1170844162149.52002
gbr,1991,1158665593801.77002
gbr,1992,1166331173809.04004
gbr,1993,1194242043407.30005
gbr,1994,1244213426191.06006
gbr,1995,1272912682354.81006
gbr,1996,1304543491498.22998
gbr,1997,1370395170746.6001
gbr,1998,1420841799930.65991
gbr,1999,1453948726867.87988
gbr,2000,1517562068607.78003
gbr,2001,1554100393011.87988
gbr,2002,1596142033033.18994
gbr,2003,1644216532089.37012
gbr,2004,1679204468448.97998
gbr,2005,1727666961707.80005
gbr,2006,1750903464215.75
gbr,2007,1780740218654.98999
gbr,2008,1768295676477.84009
gbr,2009,1696051615778.04004
gbr,2010,1746259147212.3999
gbr,2011,1777010916246.52002
gbr,2012,1778824534527.08008
gbr,2013,1794326051519.37988
gbr,2014,1846932727832.87988
gbr,2015,1889064000000
gbr,2016,1929430008448.12964
gbr,2017,1995143737785.11011
gbr,2018,2025865891533.8501
gbr,2019,2076885219110.6001
gbr,2020,1864472736114.38965
geo,2010,26189558290.49
geo,2011,27840906401.4136
geo,2012,30135256160.7195
geo,2013,30978392125.3194
geo,2014,32516358051.4563
geo,2015,33166386164.8711
geo,2016,33314683644.0201
geo,2017,34777089297.0724
geo,2018,36843220750.595
geo,2019,38436615094.684
geo,2020,35732987227.4148
gha,2006,71769415936.91431
gha,2007,74918451206.9633
gha,2008,81909793921.2291
gha,2009,85938698554.99831
gha,2010,91581997403.99901
gha,2011,102902509299.24699
gha,2012,110040709888.076
gha,2013,121009250799.595
gha,2014,121497119075.89799
gha,2015,127034287744.24001
gha,2016,130050078858.901
gha,2017,139324013851.49899
gha,2018,148503560325.10999
gha,2019,158794525374.104
gha,2020,171199511859.98099
gin,2006,33719660636781.69531
gin,2007,36025597045141.89844
gin,2008,37399938754763.39844
gin,2009,36588971084534.39844
gin,2010,38801906212500
gin,2011,40633953631559
gin,2012,43166621782374.39844
gin,2013,43346616613775.89844
gin,2014,45746834415821.69531
gin,2015,48306496408784.70312
gin,2016,53479233668260.09375
gin,2017,59746099601525.10156
gin,2018,61557295632274.79688
gin,2019,64047038696307.10156
gmb,2004,40636822461.7796
gmb,2005,39661309189.3992
gmb,2006,39331043257.3094
gmb,2007,40644996011.792
gmb,2008,43373064897.7054
gmb,2009,46136984647.031
gmb,2010,48879774276.735
gmb,2011,44675292378.6485
gmb,2012,47090278686.5934
gmb,2013,48396734600
gmb,2014,47635853628.6544
gmb,2015,49505903845.6984
gmb,2016,50718435816.9556
gmb,2017,53190039243.9367
gmb,2018,57106020329.4166
gmb,2019,60667546031.3912
gmb,2020,60491472073.0021
gnb,2000,274931779677.35498
gnb,2001,278193574048.89398
gnb,2002,280889732309.98694
gnb,2003,282093864691.67102
gnb,2004,290927835221.37903
gnb,2005,303486127300
gnb,2006,313710617422.42499
gnb,2007,325334083865.65198
gnb,2008,332014321363.88202
gnb,2009,344635659532.94897
gnb,2010,363349593521.56403
gnb,2011,396889299177.60797
gnb,2012,389776514640.88599
gnb,2013,392727853185.16693
gnb,2014,418792593417.75507
gnb,2015,440470734392.95099
gnb,2016,468743852798.50702
gnb,2017,483978660602.32495
gnb,2018,470880049464.80402
gnb,2019,522029033201.35907
gnb,2020,507649954442.90698
gnq,2005,3129083189583.87988
gnq,2006,4151503000000
gnq,2007,4884250503108.7002
gnq,2008,5003621301798.37988
gnq,2009,5262704458945.84961
gnq,2010,4041237382103.81982
gnq,2011,4359919368802.54004
gnq,2012,4878395991584.95996
gnq,2013,4934912707144.48047
gnq,2014,5040403759628.44043
gnq,2015,5405571575429.08008
gnq,2016,5120028952165.44922
gnq,2017,4545632034269.87988
gnq,2018,4312598010038.18945
gnq,2019,3955452449383.6001
gnq,2020,3933918019652.28955
grc,1960,38401957124.2393
grc,1961,43516136095.973
grc,1962,43650687620.6259
grc,1963,48875556483.59409
grc,1964,53539901133.9356
grc,1965,59150470769.0555
grc,1966,62914345631.3191
grc,1967,66522636636.338
grc,1968,71440918879.2191
grc,1969,79559177706.71339
grc,2006,227906658348.53201
grc,2007,233664806109.67496
grc,2008,231963866343.91
grc,2009,223671733709.46097
grc,2010,211402730626.819
grc,2011,188905699282.40799
grc,2012,181888364855.30096
grc,2013,175871692255.37
grc,2014,177844718373.69901
grc,2015,176225066000
grc,2016,174650327092.91501
grc,2017,176536710284.54401
grc,2018,178412321336.285
grc,2019,181986975030.75601
grc,2020,166369264557.58899
grl,2003,9412023579.20615
grl,2004,9916386473.543
grl,2005,10714956227.3842
grl,2006,10312783808.8314
grl,2007,11723378481.6436
gtm,1960,55119122538.6938
gtm,1961,57391002352.5125
gtm,1962,59496925944.648
gtm,1963,65117601793.0341
gtm,1964,67971133551.89169
gtm,1965,71295950410.5732
gtm,1966,74989958554.27939
gtm,1967,77929242237.3679
gtm,1968,84169253108.47681
gtm,1969,88022343183.41118
gtm,1970,93100225628.67209
gtm,1971,98222631901.46748
gtm,1972,105391699723.438
gtm,1973,113015091275.375
gtm,1974,120666664982.446
gtm,1975,122605104961.392
gtm,1976,132794304718.132
gtm,1977,143949404047.228
gtm,1978,151483601777.582
gtm,1979,159190954342.87799
gtm,1980,164134172473.44501
gtm,1981,164448452587.401
gtm,1982,158114104100.83301
gtm,1983,154151653627.048
gtm,1984,153388181506.19299
gtm,1985,153175020076.77301
gtm,1986,151245814081.10999
gtm,1987,157561285992.142
gtm,1988,164140374166.371
gtm,1989,170826162914.43399
gtm,1990,175384639344.504
gtm,1991,184566868443.242
gtm,1992,193023538100.76199
gtm,1993,201228627827.36896
gtm,1994,209412169907.798
gtm,1995,219559510083.13297
gtm,1996,225167698785.69601
gtm,1997,235255162333.32599
gtm,1998,248020316076.16696
gtm,1999,257106539979.272
gtm,2000,266511318063.76599
gtm,2001,274598406612.87201
gtm,2002,281968628045.64502
gtm,2003,289475804930.84399
gtm,2004,297800821724.18494
gtm,2005,307382702620.37701
gtm,2006,322313588701.83301
gtm,2007,341988729458.61499
gtm,2008,356369804695.03101
gtm,2009,356771301700.44501
gtm,2010,364899132409.14093
gtm,2011,379056982284.97998
gtm,2012,393227435779.37402
gtm,2013,406672198700
gtm,2014,423460885911.77295
gtm,2015,441694999563.64093
gtm,2016,454532843662.49597
gtm,2017,468839761300.01398
gtm,2018,484677890547.19397
gtm,2019,504480959727.60999
gtm,2020,496949053867.71399
hkg,2019,2988277000000
hkg,2020,2818848142989.31006
hnd,1960,23131111803.1819
hnd,1961,22896220302.1421
hnd,1962,24001124526.3615
hnd,1963,24762553935.1544
hnd,1964,26078111007.1887
hnd,1965,28122042255.4458
hnd,1966,29571958355.8115
hnd,1967,31090040730.2852
hnd,1968,33133146222.8689
hnd,1969,33643047271.2789
hnd,1970,34752708132.7169
hnd,1971,36108275695.1153
hnd,1972,38150019148.83569
hnd,1973,41054351766.3226
hnd,1974,41541740576.6839
hnd,1975,41906717839.34689
hnd,1976,45366425263.0682
hnd,1977,50042126898.6808
hnd,1978,53797048647.32169
hnd,1979,56519910918.8386
hnd,1980,56569043076.3147
hnd,1981,56156655065.2955
hnd,1982,54517899670.1096
hnd,1983,55667159986.0343
hnd,1984,59064355999.7533
hnd,1985,62483923565.1967
hnd,1986,65732244374.1874
hnd,1987,70009411693.5116
hnd,1988,70918703892.68311
hnd,1989,72541090890.58018
hnd,1990,73948980738.97659
hnd,1991,71000745573.6144
hnd,1992,74807213634.606
hnd,1993,81352789794.3463
hnd,1994,81335773397.658
hnd,1995,86177349947.43661
hnd,1996,87880577036.7733
hnd,1997,93141825239.99586
hnd,1998,96865985081.76129
hnd,1999,96873849396.82489
hnd,2000,103348800000
hnd,2001,105885237051.51199
hnd,2002,109435156063.217
hnd,2003,113720526918.881
hnd,2004,120076837159.282
hnd,2005,127977030923.27499
hnd,2006,136188968440.979
hnd,2007,146981929520.634
hnd,2008,153787526442.60501
hnd,2009,151278595582.065
hnd,2010,153038939145.117
hnd,2011,157712634056.86401
hnd,2012,161780871302.758
hnd,2013,166424807519.06799
hnd,2014,169601658997.284
hnd,2015,177759670603.146
hnd,2016,184279714612.24896
hnd,2017,194927285076.68201
hnd,2018,199233237334.586
hnd,2019,205136642377.38297
hnd,2020,187906327144.66501
hrv,1995,229654029760.60901
hrv,1996,242931462025.27802
hrv,1997,258414228623.867
hrv,1998,262733746745.79401
hrv,1999,257019703198.38696
hrv,2000,265145205749.27097
hrv,2001,272586504083.15701
hrv,2002,289196148770.50293
hrv,2003,300259959360.35797
hrv,2004,317626977583.78497
hrv,2005,329149831981.62299
hrv,2006,344768511323.88702
hrv,2007,362627399718.64899
hrv,2008,365961305417.48798
hrv,2009,337581183466.40503
hrv,2010,334469505373.5
hrv,2011,334658258787.39001
hrv,2012,326651369891.79401
hrv,2013,330047622727.49799
hrv,2014,328635277847.90601
hrv,2015,341911054413.73901
hrv,2016,345607421779.76898
hrv,2017,362971634662.25201
hrv,2018,373501467754.28003
hrv,2019,386324659497.42706
hrv,2020,361813687923.73401
hti,1988,471926624650.84094
hti,1989,458537470847.78802
hti,1990,464323615192.32898
hti,1991,473267992902.70697
hti,1992,448082180310.43799
hti,1993,423635791531.59497
hti,1994,374138950066.22601
hti,1995,412265267512.11298
hti,1996,430046461151.37799
hti,1997,441276392264.03497
hti,1998,450470330403.27399
hti,1999,462162945387.36798
hti,2000,465149736088.58197
hti,2001,463492409623.04602
hti,2002,468006829861.71503
hti,2003,484022589815.67603
hti,2004,478053029599.23999
hti,2005,491289031529.01898
hti,2006,502949146848.26306
hti,2007,526279737646.22198
hti,2008,540429358355.90302
hti,2009,572611800796.61292
hti,2010,540646673701.76398
hti,2011,568788558581.427
hti,2012,572260301303.63098
hti,2013,595909740997.99597
hti,2014,606868884875.84094
hti,2015,622108291210.099
hti,2016,633869494848.20093
hti,2017,650126630369.79004
hti,2018,660384124050.37402
hti,2019,649489141616.47083
hti,2020,626871554156.61499
hun,1993,20662962504754.60156
hun,1994,21231639082421.69531
hun,1995,21426341359761.89453
hun,1996,21329566490373.69531
hun,1997,21636889332767.19922
hun,1998,22429548352807.10156
hun,2004,28551481589127.19922
hun,2005,29748437760827.39844
hun,2006,30973215380633.60156
hun,2007,30582594903589.19922
hun,2008,31246240181741
hun,2009,29893180883491.89453
hun,2010,30103219850937.69531
hun,2011,30637791508866.5
hun,2012,30456503601801.39844
hun,2013,31426730016681.60156
hun,2014,32209773274791.89453
hun,2015,33301654000000
hun,2016,34775100166610.30078
hun,2017,35763415896814.70312
hun,2018,37743557005140.79688
hun,2019,39983471149903.20312
hun,2020,38076095500026.49219
idn,2010,6681362244900540
idn,2011,7084732583575560
idn,2012,7512350080157490
idn,2013,7917253223176880
idn,2014,8285708946562560
idn,2015,8694905114754280
idn,2016,9144229297076030
idn,2017,9607843045230670
idn,2018,10122294616592200
idn,2019,10626767078122000
idn,2020,10448006686761700
ind,1960,7342335504228.40918
ind,1961,7607553306461.17969
ind,1962,7829355163654.67871
ind,1963,8301977085300.81934
ind,1964,8916656140341.60938
ind,1965,8677167816072.04004
ind,1966,8660924043358.66992
ind,1967,9343073251146.21094
ind,1968,9661336519169.46094
ind,1969,10296352422821.80078
ind,1970,10829968758456.59961
ind,1971,11010683751323.80078
ind,1972,10952119368929.90039
ind,1973,11319679827196.09961
ind,1974,11468775650316.80078
ind,1975,12526832560770.59961
ind,1976,12738739378669.59961
ind,1977,13666546915653.90039
ind,1978,14459276596978.30078
ind,1979,13736293899609.59961
ind,1980,14677704896270.40039
ind,1981,15526959527965.09961
ind,1982,16012550940997.80078
ind,1983,17164228652391.90039
ind,1984,17795369336108
ind,1985,18741932119549.10156
ind,1986,19626035947760.89453
ind,1987,20372226178084.69531
ind,1988,22267441546950.19922
ind,1989,23564156459583.80078
ind,1990,24830883846411.69531
ind,1991,25037555614455.10156
ind,1992,26410543031244.30078
ind,1993,27704120989786.30078
ind,1994,29582216930177.30078
ind,1995,31872109804527.30078
ind,1996,34339686808926.69531
ind,1997,35757998958126.89844
ind,1998,37970043615038
ind,1999,41363595288202.09375
ind,2000,42835721673376.79688
ind,2001,44984848034581.60156
ind,2002,46780931931288.09375
ind,2003,50424146874554.09375
ind,2004,54437940360692.39844
ind,2005,58736731482843.60156
ind,2006,63430598743008.49219
ind,2007,68529380869658.70312
ind,2008,70517843030004.5
ind,2009,76063157427478.78125
ind,2010,82121574062025.70312
ind,2011,86595047152149.29688
ind,2012,91043740308729.59375
ind,2013,96791140888138.26562
ind,2014,104045515514851
ind,2015,112388888885670
ind,2016,120592680191024
ind,2017,130027541127315
ind,2018,138540188703998
ind,2019,144310051668966
ind,2020,133854020033234
irl,1995,83414498018.32899
irl,1996,90061831945.41939
irl,1997,98564926038.50061
irl,1998,106462122348.554
irl,1999,114754885855.78101
irl,2000,125350852900.356
irl,2001,129246462092.33701
irl,2002,134460405933.319
irl,2003,142369318753.14301
irl,2004,152943449516.34698
irl,2005,162125452610.116
irl,2006,172254352311.159
irl,2007,179132173535.548
irl,2008,171227223780.30801
irl,2009,157091269822.89401
irl,2010,160431122200.60501
irl,2011,157167285827.755
irl,2012,155870747898.01401
irl,2013,164454069822.194
irl,2014,179144136785.56299
irl,2015,202000555000
irl,2016,218450221887.80399
irl,2017,232511793260.21399
irl,2018,248124965055.23199
irl,2019,260351319408.703
irl,2020,271635895911.51001
irn,1960,820237597369131
irn,1961,914699744476232
irn,1962,993029833284089
irn,1963,1063855773023980
irn,1964,1161804361169350
irn,1965,1360508572895150
irn,1966,1515510334616670
irn,1967,1689964729212400
irn,1968,1935937170334030
irn,1969,2251825319414070
irn,1970,2501953613559910
irn,1971,2864852334877080
irn,1972,3284983330560850
irn,1973,3572848849217960
irn,1974,3839838319666329.5
irn,1975,3760957231309049.5
irn,1976,4385026656516200
irn,1977,4194253495507080
irn,1978,3596598101107830
irn,1979,3285257121394500
irn,1980,2389689286489540
irn,1981,2265254536152750
irn,1982,2860968340712030
irn,1983,3108723171401340
irn,1984,2833949581497440
irn,1985,2889286494601850
irn,1986,2594543537626880
irn,1987,2607544926435610
irn,1988,2465125056110100
irn,1989,2613882556597440
irn,1990,2975972519195860
irn,1991,3350507469029150
irn,1992,3443138137192990
irn,1993,3477945143481770
irn,1994,3413704674139500
irn,1995,3490873196833770
irn,1996,3673514129826249.5
irn,1997,3698554031410430.5
irn,1998,3783243394821260
irn,1999,3827647965919460
irn,2000,4048197013602320
irn,2001,4085010040855750.5
irn,2002,4384976861279289.5
irn,2003,4762935430699310
irn,2004,4956488612096750
irn,2005,5113102904484310
irn,2006,5380174716483800
irn,2007,5832399785575270
irn,2008,5850015272816130
irn,2009,5888307240386660
irn,2010,6232459713328490
irn,2011,6396821302423310
irn,2012,5959333267300460
irn,2013,5947140363902620
irn,2014,6197513344787990
irn,2015,6112300559171040
irn,2016,6933072697429450
irn,2017,7186642882042290
irn,2018,6773399937381040
irn,2019,6289733716091270
irn,2020,6486321892900430
irq,2007,107608093377600
irq,2008,124199239601773
irq,2009,127733591458882
irq,2010,134184588221389
irq,2011,142496797525132
irq,2012,163451607122517
irq,2013,174147417775168
irq,2014,174282924281817
irq,2015,182303489241926
irq,2016,207533515936808
irq,2017,203882377251950
irq,2018,209058594113069
irq,2019,222087374223834
isr,1995,528699371554.36707
isr,1996,558333015451.73999
isr,1997,577813641781.55103
isr,1998,602035161929.0769
isr,1999,617264512110.64001
isr,2000,658806259111.30298
isr,2001,674109636400.81396
isr,2002,676398095516.31702
isr,2003,684573276392.448
isr,2004,723590438213.35083
isr,2005,769433901307.69397
isr,2006,817654391112.57397
isr,2007,869814055603.11499
isr,2008,884275923733.53406
isr,2009,890027871041.48901
isr,2010,945811624183.05408
isr,2011,1003421810995.53003
isr,2012,1019253217885.15002
isr,2013,1073591430331.13
isr,2014,1133624008631.05005
isr,2015,1156348254000
isr,2016,1207268705601.78003
isr,2017,1265282472280.72998
isr,2018,1321421342453.61011
isr,2019,1364434783109.62988
isr,2020,1328804748044.07007
ita,1970,766987560049.53796
ita,1971,781205226476.15906
ita,1972,810466225318.12683
ita,1973,866228580611.64404
ita,1974,909235638196.75293
ita,1975,891150582825.56604
ita,1976,953916275271.83203
ita,1977,979373529084.53406
ita,1978,1011420827171.76001
ita,1979,1074492199982.10999
ita,1980,1112159245379.54004
ita,1981,1114506486893.1499
ita,1982,1118115727741.18994
ita,1983,1132227753003.45996
ita,1984,1168734671151.69995
ita,1985,1200051112838.22998
ita,1986,1230952941697.04004
ita,1987,1272494628702.01001
ita,1988,1326460649098.69995
ita,1989,1369058772756.25
ita,1990,1386935498249.75
ita,1991,1405787226057.45996
ita,1992,1415365119188.42993
ita,1993,1406652301268.6001
ita,1994,1434710109053.3501
ita,1995,1481043426872.37988
ita,1996,1503513129281.38989
ita,1997,1538987590397.98999
ita,1998,1565340186858.27002
ita,1999,1596557786548.21997
ita,2000,1653951275139.98999
ita,2001,1687490309476.73999
ita,2002,1689358665636.8999
ita,2003,1691066337083.22998
ita,2004,1720668119982.58008
ita,2005,1740378249594.3999
ita,2006,1775736267614.27002
ita,2007,1796441701747.01001
ita,2008,1761685271296.18994
ita,2009,1682841168523.5
ita,2010,1709148896447.73999
ita,2011,1720566823911.08008
ita,2012,1671443797178.29004
ita,2013,1639834794290.27002
ita,2014,1642713260293.98999
ita,2015,1643911000000
ita,2016,1681620653698.07007
ita,2017,1714279381019.58008
ita,2018,1739574108007.34009
ita,2019,1742586636260.54004
ita,2020,1592772883385.37012
jam,2007,839854779758.11804
jam,2008,843813776027.21484
jam,2009,795702478467.01086
jam,2010,798213217362.39502
jam,2011,813761320303.71985
jam,2012,826511929473.76685
jam,2013,823036039947.83484
jam,2014,830352884906.10901
jam,2015,829704465659.41797
jam,2016,831160160040.29883
jam,2017,851294290097.38684
jam,2018,858936108267.61584
jam,2019,875555232810.83484
jam,2020,784182015213.07812
jor,1976,4138033598.35904
jor,1977,4513643175.95087
jor,1978,5172966671.07214
jor,1979,6249827855.93226
jor,1980,6936240321.82411
jor,1981,8212777265.47084
jor,1982,8786024315.16406
jor,1983,8510407330.07757
jor,1984,8696958284.69658
jor,1985,8418203491.1509
jor,1986,8807732367.22857
jor,1987,8915582342.81578
jor,1988,8908077745.96752
jor,1989,8018529373.20786
jor,1990,7971569975.99965
jor,1991,7863715213.06407
jor,1992,9148841063.68119
jor,1993,9650773733.87106
jor,1994,10162008495.1959
jor,1995,10891488161.8913
jor,1996,11108598889.0185
jor,1997,11622278578.0076
jor,1998,12087073442.1912
jor,1999,12479405837.833
jor,2000,13359226239.0851
jor,2001,14136912516.6419
jor,2002,14819567319.5673
jor,2003,15510981894.068
jor,2004,16994768589.0943
jor,2005,18412852674.0716
jor,2006,19963674418.1749
jor,2007,21654649679.8772
jor,2008,22956462153.61349
jor,2009,24053966193.7016
jor,2010,24086815136.8643
jor,2011,24719897621.5541
jor,2012,25239799011.11
jor,2013,25956010564.0463
jor,2014,26794565945.96569
jor,2015,27461686460.8573
jor,2016,28107111216.6815
jor,2017,28771743119.2538
jor,2018,29339540801.5508
jor,2019,30055463304.53609
jor,2020,29501365750.2545
jpn,1970,176513129490799
jpn,1971,184941108320963
jpn,1972,200765759326530
jpn,1973,216932026283244
jpn,1974,213935038473256
jpn,1975,220686641442666
jpn,1976,229461238249409
jpn,1977,239607630671090
jpn,1978,252418323376822
jpn,1979,266539156810295
jpn,1980,273722815202223
jpn,1981,284841649634923
jpn,1982,294924780040508
jpn,1983,305597966943884
jpn,1984,319608234461806
jpn,1985,336931679052062
jpn,1986,348054510606603
jpn,1987,365291617081412
jpn,1988,390234683818887.0625
jpn,1989,409571383140324.9375
jpn,1990,429539500749192
jpn,1991,443966735971100.9375
jpn,1992,448450241694491.0625
jpn,1993,446265367756551.0625
jpn,1994,450409916846878
jpn,1995,462345687255452.9375
jpn,1996,478590205508080.9375
jpn,1997,483798655382212.9375
jpn,1998,477291817150031.0625
jpn,1999,475652278039884.9375
jpn,2000,489872150334647.0625
jpn,2001,492312213584676
jpn,2002,492028644987114
jpn,2003,500355362771035.0625
jpn,2004,512895059215398
jpn,2005,523583172455372.9375
jpn,2006,533062887533296
jpn,2007,542986026189028
jpn,2008,534116318442526
jpn,2009,503050137439051.0625
jpn,2010,524336327176755.0625
jpn,2011,525538566215266
jpn,2012,531981264403983.0625
jpn,2013,546126002181211.0625
jpn,2014,549159843424506
jpn,2015,559195700000000
jpn,2016,561116100866306
jpn,2017,571617641924838
jpn,2018,575260471534472
jpn,2019,577157866416286
kaz,1993,5097849073104.33008
kaz,1994,4443498250956.23047
kaz,1995,4072569487312.06006
kaz,1996,4081343422935.36963
kaz,1997,4137739488953.77979
kaz,1998,4061523906566.62939
kaz,1999,4101224698107.50977
kaz,2000,4370483002758.18945
kaz,2001,5030343118651.17969
kaz,2002,5573303445878.21973
kaz,2003,6016857454053.74023
kaz,2004,6510520683538.08008
kaz,2005,6852378660000
kaz,2006,7339515583040.5791
kaz,2007,7859565303694.96973
kaz,2008,7778490167808.63867
kaz,2009,8402342344978.17969
kaz,2010,8621261037551.51855
kaz,2011,8885590173071.19922
kaz,2012,9481903551833.48047
kaz,2013,10546314168429.19922
kaz,2014,11050214022780.09961
kaz,2015,11926284113882.5
kaz,2016,11505330202082.69922
kaz,2017,11743894950369.19922
kaz,2018,11906790542671.30078
kaz,2019,12395737157270.19922
kaz,2020,12853664572861.5
ken,1964,707146778191.62598
ken,1965,724331097922.104
ken,1966,828179866788.09485
ken,1967,854505422138.36401
ken,1968,925735436444.95691
ken,1969,1011667109922.18994
ken,1970,967836666037.60303
ken,1971,1183093429433.38989
ken,1972,1382638888272.40991
ken,1973,1429903408598.32007
ken,1974,1498456683578.25
ken,1975,1521636917320.46997
ken,1976,1534619450074.52002
ken,1977,1685292052510.52002
ken,1978,1804445486421.80005
ken,1979,1941280171973.61011
ken,1980,2064405986410.65991
ken,1981,2143858764194.62964
ken,1982,2163281028241.69995
ken,1983,2205922098876.25
ken,1984,2240962273689.08008
ken,1985,2338402514309.45996
ken,1986,2505092292007.66016
ken,1987,2650877937850.64941
ken,1988,2806709867278.33984
ken,1989,2965179606119.8501
ken,1990,3054894607127.7998
ken,1991,3085620814186.91992
ken,1992,3066385906830.72021
ken,1993,3014080165108.95996
ken,1994,3122452291354.43018
ken,1995,3310738817438.72949
ken,1996,3503255879653.29004
ken,1997,3537556008458.5498
ken,1998,3667280579005
ken,1999,3737150667880.88965
ken,2000,3771111290806.1001
ken,2001,3910389965816.52002
ken,2002,3938986829961.72949
ken,2003,4047571111001.88965
ken,2004,4263645044985.66016
ken,2005,4549909462871.20996
ken,2006,4833462536894.17969
ken,2007,5156140577356.08008
ken,2008,5185543147626.00977
ken,2009,4671167625108.98047
ken,2010,5096222082056.60938
ken,2011,5487051555072.78027
ken,2012,5684745102142.30957
ken,2013,5857314940496.42969
ken,2014,6177364220670.75
ken,2015,6571829521386.00977
ken,2016,7491511906230.87988
ken,2017,7738736834309.1709
ken,2018,8201782870199.69922
ken,2019,8602343160743.85938
ken,2020,8568292241456.4209
kgz,1991,203347364462.72101
kgz,1992,175496707300
kgz,1993,147831184414.58401
kgz,1994,115553636162.444
kgz,1995,108935130696.80299
kgz,1996,117327795476.21001
kgz,1997,126950140026.71899
kgz,1998,128480283770.366
kgz,1999,131141098807.418
kgz,2000,137767245075.228
kgz,2001,148629200781.41901
kgz,2002,149172927067.40302
kgz,2003,160195360968.40302
kgz,2004,168828439630.59601
kgz,2005,170630046041.823
kgz,2006,179539426658.285
kgz,2007,195648451752.60999
kgz,2008,206048147532.99301
kgz,2009,212503734010.74799
kgz,2010,206345592100
kgz,2011,207658914030.17896
kgz,2012,227160139006.46701
kgz,2013,243930620008.57199
kgz,2014,257992521482.77399
kgz,2015,268724172773.57999
kgz,2016,275819078244.13293
kgz,2017,289898012894.93494
kgz,2018,306544715040.53998
kgz,2019,298667319180.79999
kgz,2020,288481759796.93402
khm,1995,9676117477082.66016
khm,1996,10175192778688.90039
khm,1997,10720710620044.09961
khm,1998,11155194377814.09961
khm,1999,12442341232136.40039
khm,2000,13619654318600
khm,2001,14691042049506.69922
khm,2002,15521902130427.59961
khm,2003,16942955711117.69922
khm,2004,18651753257402.5
khm,2005,20994873136424
khm,2006,23294057487536.5
khm,2007,25840314516365
khm,2008,27380403190621.19922
khm,2009,27311682377185.30078
khm,2010,28887740671990.30078
khm,2011,30863179746898.39844
khm,2012,32895624168532.19922
