geo,time,ny_gnp_mktp_kn
arg,1971,285728316637.09698
arg,1972,283228049887.93103
arg,1973,296600237040.52301
arg,1974,312990810479.138
arg,1975,315972281681.19293
arg,1976,305680783395.89502
arg,1977,324296906503.37903
arg,1978,310137712311.74298
arg,1979,340943225261.64899
arg,1980,346106190906.25403
arg,1981,323344853485.07202
arg,1982,309801269478.35199
arg,1983,324352822514.91199
arg,1984,331037328267.79498
arg,1985,313521093056
arg,1986,335703006842.19202
arg,1987,344442455848.88599
arg,1988,341660577374.04498
arg,1989,304454956950.46399
arg,1990,309416894451.44202
arg,1991,341620944506.42401
arg,1992,372860081602.38098
arg,1993,406008688784.19507
arg,1994,428990272093.68701
arg,1995,415270183705.30603
arg,1996,437248946336.47998
arg,1997,472242131724.40601
arg,1998,488751308580.90698
arg,1999,471548718336.146
arg,2000,467627652775.78497
arg,2001,446052345782.68799
arg,2002,387153690744.71802
arg,2003,426648079396.72894
arg,2004,431210511952.20599
arg,2005,468600500394.68298
arg,2006,551782266399.66003
arg,2007,605535887355.75195
arg,2008,630742572819.46301
arg,2009,589802327189.43799
arg,2010,646911112766.94397
arg,2011,689225121473.42297
arg,2012,685843322574.40405
arg,2013,704098970785.30603
arg,2014,687249547551.00891
arg,2015,707362707645.71399
arg,2016,690112810189.38501
arg,2017,706598608577.14197
arg,2018,680540028327.03601
arg,2019,664543248956.58398
arg,2020,607096022925.91882
arm,1994,1283691506135.45996
arm,1995,1415355403499.36011
arm,1996,1500439112536.23999
arm,1997,1600303951283.68994
arm,1998,1668282153902.3999
arm,1999,1721367481034.48999
arm,2000,1821549821525.37988
arm,2001,1994052887809.87012
arm,2002,2268528226718.3999
arm,2003,2585308497066.37012
arm,2004,2878193797218.37012
arm,2005,3280259547478.41016
arm,2006,3731505611693.70947
arm,2007,4274066907370.83984
arm,2008,4594277299875.51953
arm,2009,3867394778118.2002
arm,2010,3982346170093.22021
arm,2011,4115049031183.47021
arm,2012,4436421190500
arm,2013,4671356210825.26953
arm,2014,4764334124138.66016
arm,2015,4892114841627.70996
arm,2016,4824802888189.33984
arm,2017,5244968053394.08984
arm,2018,5421961100342.96973
arm,2019,5816922473124.98047
arm,2020,5241200020146.67969
aus,2020,1940365000000
aut,1970,121416581201.85001
aut,1971,127743695050.89799
aut,1972,135469842960.879
aut,1973,142034433210.444
aut,1974,148094464898.24301
aut,1975,147437656761.61301
aut,1976,153940261758.995
aut,1977,161651946756.46399
aut,1978,161317875178.35999
aut,1979,170183914077.92099
aut,1980,173388239700.80899
aut,1981,173299826163.90201
aut,1982,177003841142.39401
aut,1983,182293927853.10696
aut,1984,182474573980.23495
aut,1985,187188012918.21399
aut,1986,190710835944.73199
aut,1987,193218104104.24799
aut,1988,200630430344.43896
aut,1989,209137222616.89496
aut,1990,218570839716.44296
aut,1991,224992405016.79901
aut,1992,229244060074.164
aut,1993,230617418871.24496
aut,1994,235677677059.39999
aut,1995,241106415396.20001
aut,1996,247611018683.15399
aut,1997,251739562017.957
aut,1998,260365736735.48001
aut,1999,266920350362.47
aut,2000,277987682552.10199
aut,2001,280076031636.99799
aut,2002,287011797643.18903
aut,2003,290693327270.94
aut,2004,298990920127.48499
aut,2005,305472154408.776
aut,2006,317453731435.85101
aut,2007,328173750391.28601
aut,2008,336103168797.13293
aut,2009,320618159458.00293
aut,2010,329392832225.91998
aut,2011,337325331005.203
aut,2012,338824699276.78101
aut,2013,339475757756.29797
aut,2014,341257581355.47601
aut,2015,340879530000
aut,2016,351091629838.21301
aut,2017,355688112082.24799
aut,2018,364442853078.91199
aut,2019,372178133070.72803
aut,2020,347974312592.98999
aze,1993,6790703752.81128
aze,1994,5448130940.94624
aze,1995,4800628152.21376
aze,1996,4859684022.95151
aze,1997,5141867144.8426
aze,1998,5673846407.3441
aze,1999,6242304715.13724
aze,2000,6665555773.97696
aze,2001,7288101314.32303
aze,2002,7933982643.22089
aze,2003,8708774783.71203
aze,2004,9288965689.63503
aze,2005,11094200000
aze,2006,14556279582.6294
aze,2007,17521872292.283
aze,2008,20451550936.7832
aze,2009,23740988802.3385
aze,2010,25401383014.5167
aze,2011,24933463743.3422
aze,2012,25903433874.1454
bdi,1997,1042220374033.80005
bdi,1998,1095830341284.41003
bdi,1999,1079660224986.64001
bdi,2000,1101518198004.09009
bdi,2001,1092683634179.89001
bdi,2002,1138492849538.96997
bdi,2003,1117985055737.03003
bdi,2004,1163743390276.07007
bdi,2005,1189100034000
bdi,2006,1264785186862.37012
bdi,2007,1311844043153.83008
bdi,2008,1377945345476.55005
bdi,2009,1420561592315.08008
bdi,2010,1499641248831.33008
bdi,2011,1556416395900.94995
bdi,2012,1633814787503.38989
bdi,2013,1720382200701.56006
bdi,2014,1787439406107.13989
bdi,2015,1721036396587.67993
bdi,2016,1711226252661.83008
bdi,2017,1717361306895.8999
bdi,2018,1752035375922.22998
bdi,2019,1785169751844.6001
bdi,2020,1796563711023.94995
bel,1970,157255104120.827
bel,1971,163307518123.535
bel,1972,172014921596.931
bel,1973,182725309110.29501
bel,1974,191019465058.50201
bel,1975,187252445055.203
bel,1976,197869364189.41501
bel,1977,198646264559.224
bel,1978,204093490534.285
bel,1979,208041776638.336
bel,1980,216864861881.51697
bel,1981,216625615893.58096
bel,1982,217005385355.78201
bel,1983,217526131435.548
bel,1984,223386966354.91901
bel,1985,227791779558.99799
bel,1986,232068469943.608
bel,1987,238093889349.724
bel,1988,249292144726.72
bel,1989,257296124603.87399
bel,1990,265751653939.10501
bel,1991,271609507602.95599
bel,1992,275718902674.25702
bel,1993,275736463715.513
bel,1994,286716118455.39502
bel,1995,292852042115.59302
bel,1996,297083970515.72101
bel,1997,308669667336.94897
bel,1998,314729684511.72498
bel,1999,325499687672.953
bel,2000,338341554371.86603
bel,2001,339650135124.99701
bel,2002,344975723405.05493
bel,2003,349173184321.56598
bel,2004,359705499123.39301
bel,2005,367513788494.78998
bel,2006,377577390658.67999
bel,2007,391278047846.95203
bel,2008,396907703045.19507
bel,2009,386889480700.35101
bel,2010,396613488718.94702
bel,2011,397871757702.34399
bel,2012,409348764265.24799
bel,2013,411826048054.08899
bel,2014,416870457770.32202
bel,2015,422598800000
bel,2016,426053870258.91602
bel,2017,432755144376.45697
bel,2018,440464554310.96698
bel,2019,450295786491.93402
bel,2020,425237152558.71399
ben,1960,973034672567.04688
ben,1961,1003694811354.89001
ben,1962,969273546931.96802
ben,1963,1015208582310.91003
ben,1964,1082863434118.38
ben,1965,1140302954397.21997
ben,1966,1184019901035.56006
ben,1967,1195530519593.6001
ben,1968,1237393589352.63989
ben,1969,1268645302323.8501
ben,1970,1295288396412.96997
ben,1971,1273274838452.34009
ben,1972,1361380265978.40991
ben,1974,1473461359672.71997
ben,1975,1392430590091.62988
ben,1977,1477321142968.94995
ben,1978,1496787063575.95996
ben,1979,1595790607946.07007
ben,1980,1698356317065.25
ben,1981,1866830145215.59009
ben,1982,1904222654066.13989
ben,1983,1807802839552.25
ben,1984,1919335237496.92969
ben,1985,2081375155050.32007
ben,1986,2129543883762.55005
ben,1987,2100329283065.91992
ben,1988,2177891310676.65991
ben,1989,2094783414895.26001
ben,1990,2294961193985.52979
ben,1991,2401825136436.04004
ben,1992,2423126872585.52002
ben,1993,2612571014589.02002
ben,1994,2655246055108.7998
ben,1995,2819541993254.54004
ben,1996,2942717162382.2998
ben,1997,3131160836578.8999
ben,1998,3280071565397.8501
ben,1999,3462467956422.47998
ben,2000,3664603161244.2998
ben,2001,3858310043131.35059
ben,2002,4026420098098.8999
ben,2003,4163274746802.95996
ben,2004,4352204674739.20947
ben,2005,4441464876405.23047
ben,2006,4609472981760.66992
ben,2007,4877782308911.40039
ben,2008,5140328667003.88965
ben,2009,5247988920804.00977
ben,2010,5347270904207.60938
ben,2011,5528214340500.28027
ben,2012,5768165220523.21973
ben,2013,6185570837846.15039
ben,2014,6584982441833.05957
ben,2015,6678116000000
ben,2016,6896542063240.60938
ben,2017,7271029216904.16016
ben,2018,7765102033717.46875
ben,2019,8298867873092.24023
ben,2020,8615000664585.44043
bfa,1965,790026533167.79883
bfa,1966,798707372369.73694
bfa,1967,869284287337.6969
bfa,1968,896311066007.82703
bfa,1969,914620533053.67212
bfa,1970,919385683499.12085
bfa,1971,931247651692.91504
bfa,1972,951489248559.54797
bfa,1973,957832819934.83203
bfa,1974,1034096659419.93005
bfa,1975,1053335600742.5
bfa,1976,1147243547136.32007
bfa,1977,1140298517467.90991
bfa,1978,1207617812940.87012
bfa,1979,1255304591702
bfa,1980,1269578424154.95996
bfa,1981,1318552114980.22998
bfa,1982,1444192879387.62012
bfa,1983,1448450283949.06006
bfa,1984,1427263857167.53003
bfa,1985,1548764275208.98999
bfa,1986,1673679427167.26001
bfa,1987,1667831773395.42993
bfa,1988,1762038026289.1001
bfa,1989,1800961354424.17993
bfa,1990,1794161741018
bfa,1991,1955812450548.37988
bfa,1992,1959065641101.72949
bfa,1993,2022130423161.03003
bfa,1994,2046298304304.9895
bfa,1995,2170054837861.26001
bfa,1996,2425208472996.1001
bfa,1997,2569605934190.6001
bfa,1998,2757066512721.66943
bfa,1999,2967034341261.64941
bfa,2000,3016253931812.39014
bfa,2001,3208142305163.04004
bfa,2002,3329778396006.89014
bfa,2003,3582640814753.16016
bfa,2004,3754269354695.02002
bfa,2005,4071726869372.70947
bfa,2006,4357364201405.40967
bfa,2007,4536096482668
bfa,2008,4795003999379.5498
bfa,2009,4897008069507.15039
bfa,2010,5216979904685.96973
bfa,2011,5497080313525.04004
bfa,2012,5941494849656.70996
bfa,2013,6279005294996.08984
bfa,2014,6441228515498.08008
bfa,2015,6676628000000
bfa,2016,7075520532088.41992
bfa,2017,7569563533111.01953
bfa,2018,8119449920029.55859
bfa,2019,8371644202471.15039
bgd,1973,1172610664629.71997
bgd,1974,1281939072846.09009
bgd,1975,1227704087968.57007
bgd,1976,1296161036970.08008
bgd,1977,1326171209701.59009
bgd,1978,1421656656980.13989
bgd,1979,1492173573195.27002
bgd,1980,1509340593384.61011
bgd,1981,1647856407807.62012
bgd,1982,1682699777279.45996
bgd,1983,1768748222255.63989
bgd,1984,1850369300784.65991
bgd,1985,1892718929833.73999
bgd,1986,1977476872343.29004
bgd,1987,2060201340118
bgd,1988,2108725538997.88965
bgd,1989,2166895845439.13989
bgd,1990,2284554973628.27002
bgd,1991,2364685243149.5
bgd,1992,2499615145761.72949
bgd,1993,2623857881335.41992
bgd,1994,2737738469422.66943
bgd,1995,2874731492693.6001
bgd,1996,2990853170933.37988
bgd,1997,3130034748676.35986
bgd,1998,3292189863212.3999
bgd,1999,3452249553257.68945
bgd,2000,3641555670993.27051
bgd,2001,3818991654959.16943
bgd,2002,4000184255587.35986
bgd,2003,4190401352163.16016
bgd,2004,4425732467000.36914
bgd,2005,4719864095728.23047
bgd,2006,5095444587198.5498
bgd,2007,5493107214260.84961
bgd,2008,5884553662010.55957
bgd,2009,6193870399626.40039
bgd,2010,6552062161474.44922
bgd,2011,6961803473568.30957
bgd,2012,7447700259513.11035
bgd,2013,7865397443278.03027
bgd,2014,8237874123432.92969
bgd,2015,8761877503577.23047
bgd,2016,9323373933291.71289
bgd,2017,9871383252922.38086
bgd,2018,10673252674776.5
bgd,2019,11530753783581.09961
bgd,2020,11984066504994.90039
bgr,1980,52905062244.5034
bgr,1981,55743939711.2716
bgr,1982,57133942093.8968
bgr,1983,59263888111.1246
bgr,1984,61416916273.2029
bgr,1985,62986344416.3957
bgr,1986,65486521888.80009
bgr,1987,69167301303.3508
bgr,1988,76287657255.6189
bgr,1989,73159994639.3441
bgr,1990,63115995513.11649
bgr,1991,56950099966.0248
bgr,1992,57050236341.2231
bgr,1993,56174480360.0286
bgr,1994,57101409054.5747
bgr,1995,58299471978.1177
bgr,1996,60851652832.0334
bgr,1997,52461969070.2634
bgr,1998,55029923081.0006
bgr,1999,50631050284.17071
bgr,2000,52423168247.9462
bgr,2001,55728767148.0414
bgr,2002,60019912555.3132
bgr,2003,62913503661.4822
bgr,2004,66743009531.6716
bgr,2005,70870748033.4619
bgr,2006,73745335984.85388
bgr,2007,74860193392.3714
bgr,2008,81516665705.8382
bgr,2009,80017463736.4745
bgr,2010,82165034621.6539
bgr,2011,82955412096.5847
bgr,2012,85151904588.7245
bgr,2013,83944436223.18588
bgr,2014,85890624342.88849
bgr,2015,86811117000
bgr,2016,89397784674.99649
bgr,2017,90710513895.90259
bgr,2018,92626506545.71741
bgr,2019,96863116690.2728
bgr,2020,93269934825.3968
bhr,2000,5621770059.0531
bhr,2001,5709911848.25336
bhr,2002,5832524048.36915
bhr,2003,6237492937.11157
bhr,2004,6679871773.19102
bhr,2005,7220964865.26824
bhr,2006,7711951106.15217
bhr,2007,8398462611.3902
bhr,2008,8710226974.33507
bhr,2009,8373920375.23548
bhr,2010,8775937000
bhr,2011,8460912092.9736
bhr,2012,9885151724.87033
bhr,2013,10360396806.813
bhr,2014,10685425474.146
bhr,2015,10929625354.782
bhr,2016,11332031168.7266
bhr,2017,11796692981.5573
bhr,2018,12057431380.5449
bhr,2019,12276227665.3043
bhs,1989,7613214074.9818
bhs,1990,7405527721.2945
bhs,1991,7086576279.81562
bhs,1992,7007607513.0171
bhs,1993,6936000699.12494
bhs,1994,7150993459.05327
bhs,1995,8630080778.92384
bhs,1996,9625016805.53791
bhs,1997,8394819339.90859
bhs,1998,7982729545.94285
bhs,1999,9076313422.85521
bhs,2000,9444336502.22723
bhs,2001,9630755531.62236
bhs,2002,9908549467.88674
bhs,2003,9827133895.18879
bhs,2004,9939481913.24245
bhs,2005,10239815346.4378
bhs,2006,10473613104.4018
bhs,2007,10614281563.5313
bhs,2008,10558409800.923
bhs,2009,10032174059.03
bhs,2010,10125100232.6393
bhs,2011,10210600367.3989
bhs,2012,10441148793.4996
bhs,2013,10041613655.9874
bhs,2014,10149239785.4991
bhs,2015,10268632450.4124
bhs,2016,10221017475.809
bhs,2017,10408476293.5215
bhs,2018,10444421014.4568
bhs,2019,10725959673.6877
bhs,2020,9116245502.52826
bih,2000,20532251239.8243
bih,2001,20818348215.9521
bih,2002,21612846114.9378
bih,2003,22227208391.326
bih,2004,23372936741.7342
bih,2005,24139107032.5481
bih,2006,25215540492.2868
bih,2007,26687005743.4414
bih,2008,28331768357.7192
bih,2009,27525751772.06969
bih,2010,27182493709.1288
bih,2011,27221361239.976
bih,2012,26990545455.9488
bih,2013,27769606683.6974
bih,2014,27955103821.652
bih,2015,28783980200
bih,2016,29530426034.69189
bih,2017,30163287788.1858
bih,2018,31372941417.1789
bih,2019,32345724577.1629
bih,2020,31135874328.661
blr,1990,40428489482.7315
blr,1991,39943349400
blr,1992,36108787300
blr,1993,33364518800
blr,1994,29353028534.5719
blr,1995,26316165540.363
blr,1996,27098990225.1466
blr,1997,30112794945.7058
blr,1998,32638331132.9151
blr,1999,33806201542.169
blr,2000,35739631174.843
blr,2001,37437163188.9929
blr,2002,39336560173.3308
blr,2003,42238567865.0589
blr,2004,47045810509.7707
blr,2005,51405940348.4816
blr,2006,56491383095.3799
blr,2007,61060699915.6587
blr,2008,67276716039.6739
blr,2009,66967873344.7448
blr,2010,71956163430.1617
blr,2011,75466742305.3125
blr,2012,76643379677.68661
blr,2013,76362811578.4742
blr,2014,78065061000
blr,2015,74042103604.52899
blr,2016,72104196240.0358
blr,2017,74542234228.82739
blr,2018,76975106561.9572
blr,2019,78585929103.07661
blr,2020,76601837074.3745
blz,1980,562010698.0864
blz,1981,570043538.52747
blz,1982,558435916.67643
blz,1983,545171289.3044
blz,1984,551407058.15287
blz,1985,552915096.10444
blz,1986,589721956.94016
blz,1987,655474493.17401
blz,1988,721176076.84771
blz,1989,809371015.12892
blz,1990,908318649.20834
blz,1991,1011973354.73515
blz,1992,1125643150.8295
blz,1993,1191272954.40919
blz,1994,1178248149.1867
blz,1995,1194517663.49307
blz,1996,1206290041.57744
blz,1997,1257820549.25354
blz,1998,1289421650.5963
blz,1999,1393045835.37386
blz,2000,1558346700
blz,2001,1608102201.13785
blz,2002,1691602391.38732
blz,2003,1821642180.19565
blz,2004,1872025532.11107
blz,2005,1923610936.43685
blz,2006,2017536699.68224
blz,2007,1979129800.10929
blz,2008,2061663571.04115
blz,2009,2184983844.45079
blz,2010,2181417614.71851
blz,2011,2295087328.82238
blz,2012,2321523724.34318
blz,2013,2356873121.21903
blz,2014,2434038734.90408
blz,2015,2564620704.44577
blz,2016,2544862265.43945
blz,2017,2573835441.35318
blz,2018,2619899570.45941
blz,2019,2660643297.03818
blz,2020,2393891075.50834
bmu,2014,6479848837.29375
bmu,2015,6518450459.81942
bmu,2016,6440188120.0051
bmu,2017,6743952166.79301
bmu,2018,6650941418.75119
bmu,2019,6554813687.70834
bmu,2020,6230976270.61417
bol,1976,14261027497.1521
bol,1977,14832519001.2336
bol,1978,15008489692.4529
bol,1979,14843442331.1852
bol,1980,14368942284.0546
bol,1981,14359487201.5242
bol,1982,13648940045.8083
bol,1983,13170942973.5897
bol,1984,13156100347.9654
bol,1985,12858778922.9531
bol,1986,12423056024.3612
bol,1987,12913235652.6026
bol,1988,13391173916.2589
bol,1989,13943294428.4496
bol,1990,14654415210
bol,1991,15527138973.2954
bol,1992,15968854408.2953
bol,1993,16646507171.3764
bol,1994,17515652062.5777
bol,1995,18326281184.6915
bol,1996,19169686284.7518
bol,1997,20183007541.0213
bol,1998,21317458783.0458
bol,1999,21313050864.571
bol,2000,21783645237.8741
bol,2001,22169899750.8921
bol,2002,22715183237.6057
bol,2003,23047498238.5234
bol,2004,23822447460.0173
bol,2005,24989446846.2888
bol,2006,26281430110.6146
bol,2007,27415032713.93909
bol,2008,29244593628.4848
bol,2009,30054615221.539
bol,2010,31013264659.3172
bol,2011,32741337486.75949
bol,2012,33638465348.1616
bol,2013,35872336081.9595
bol,2014,38407457395.3207
bol,2015,41151119223.6829
bol,2016,43595103534.7878
bol,2017,44879576420.4357
bol,2018,47022462468.2274
bol,2019,48242490351.2947
bol,2020,44409759015.8447
bra,1970,771591140418.16699
bra,1971,862186185548.67395
bra,1972,967653175927.88794
bra,1973,1099172806780.73999
bra,1974,1193302381785.28003
bra,1975,1247905709113.48999
bra,1976,1373175615500.86011
bra,1977,1438567691227.32007
bra,1978,1500212295470.55005
bra,1979,1596116520695.32007
bra,1980,1733232435955.94995
bra,1981,1644849103900.16992
bra,1982,1641396897430.04004
bra,1983,1577592696978.01001
bra,1984,1662583408350.53003
bra,1985,1804215099061.61011
bra,1986,1959322424150.58008
bra,1987,2043963240233.56006
bra,1988,2036980455320.91992
bra,1989,2300691917905.77002
bra,1990,2039526083456.23999
bra,1991,2067132414491.25
bra,1992,2062829083582.73999
bra,1993,2153104097540.37012
bra,1994,2246326707367.99023
bra,1995,2398034718257.14014
bra,1996,2421550566513.43994
bra,1997,2491167698949.16016
bra,1998,2468163081522.81006
bra,1999,2460791741922.14014
bra,2000,2631801705990.14941
bra,2001,2658757144637.43018
bra,2002,2735838145231.68018
bra,2003,2772553726537.75977
bra,2004,2938449336859.74023
bra,2005,3034259833380.72021
bra,2006,3166390936160.12939
bra,2007,3371711653459.14941
bra,2008,3531891564591.93994
bra,2009,3533753460269.22021
bra,2010,3765812330164.7998
bra,2011,3935396120838.54004
bra,2012,4013947366225.37988
bra,2013,4182202928518.92969
bra,2014,4183136581942.31982
bra,2015,4034211353453.00977
bra,2016,3892392524708.54004
bra,2017,3954340107785.5
bra,2018,3986970295721.83057
bra,2019,4047686875349.91992
bra,2020,3913057441801.7002
brn,1990,13080885900
brn,1991,13492402900
brn,1992,14134449800
brn,1993,14177499500
brn,1994,14623438200
brn,1995,15278379200
brn,1996,15718139500
brn,1997,15486898700
brn,1998,15400403000
brn,1999,15870447500
brn,2000,16322663500
brn,2001,16770564000
brn,2002,17419936500
brn,2003,17925803700
brn,2004,18016206800
brn,2005,18086020900
brn,2006,18881393400
brn,2007,19005806231.2411
brn,2008,18629575412.0341
brn,2009,18300655673.7678
brn,2010,18553004771.6381
brn,2011,18767847800.88029
brn,2012,19001532772.8939
brn,2013,18905323124.289
brn,2014,18651175781.8947
brn,2015,19492860670.1315
brn,2016,19316736937.5124
brn,2017,19404323454.1548
brn,2018,18503871850.386
brn,2019,19606763132.703
btn,1990,11393695515.165
btn,1991,11054050536.0677
btn,1992,11233041852.1615
btn,1993,11653058245.1171
btn,1994,12571329196.4059
btn,1995,12750938552.9778
btn,1996,13653552346.3322
btn,1997,14774398141.458
btn,1998,14570850425.7773
btn,1999,15277441389.0668
btn,2000,19053140895.6329
btn,2001,20657354377.5853
btn,2002,22582779607.9458
btn,2003,24163996437.9471
btn,2004,25601161089.3908
btn,2005,27718195633.7402
btn,2006,29981432650.3356
btn,2007,35151594026.9714
btn,2008,36303345534.1645
btn,2009,38225383975.0128
btn,2010,42079718239.1138
btn,2011,45099541221.96249
btn,2012,46623466808.72009
btn,2013,48116656616.68471
btn,2014,50874141201.9314
btn,2015,54248422719.6085
btn,2016,57718300737.0115
btn,2017,60334181593.5507
btn,2018,61978692246.15369
btn,2019,65497345152.8256
btn,2020,60745548727.9331
bwa,1975,10554097434.5339
bwa,1976,11677831946.8181
bwa,1977,13080577802.102
bwa,1978,14955391065.0148
bwa,1979,16772260047.3235
bwa,1980,18127335378.4705
bwa,1981,20989342207.8735
bwa,1982,23402727910.09909
bwa,1983,25444160437.419
bwa,1984,26479706587.4326
bwa,1985,28164292171.7963
bwa,1986,30569241047.9563
bwa,1987,32875162790.4595
bwa,1988,41185085652.2264
bwa,1989,45739421359.49969
bwa,1990,51518193670.11929
bwa,1991,57426281364.9509
bwa,1992,59603207480.4846
bwa,1993,62868930395.2558
bwa,1994,59052604866.0183
bwa,1995,65596024442.7632
bwa,1996,66611700330.0258
bwa,1997,73728786163.64461
bwa,1998,77507382072.8916
bwa,1999,79820225141.62489
bwa,2000,80361007919.073
bwa,2001,83333646088.9373
bwa,2002,80776239872.1198
bwa,2003,87346375406.68381
bwa,2004,88672385450.58691
bwa,2005,94196145386.00867
bwa,2006,102597674490.77699
bwa,2007,112090784900.215
bwa,2008,119728291940.15601
bwa,2009,114507743625.284
bwa,2010,121458097742.33
bwa,2011,131800669743.216
bwa,2012,138685918128.71201
bwa,2013,150392152150.14001
bwa,2014,163870599035.86099
bwa,2015,156389557893.879
bwa,2016,166402700264.56799
bwa,2017,172970245251.17099
bwa,2018,178355359131.37701
bwa,2019,182533484321.91599
bwa,2020,167911723845.423
caf,2009,854307599192.80383
caf,2010,900413381933.48193
caf,2011,937511320862.23291
caf,2012,985104164690.83691
caf,2013,628884026356.01599
caf,2014,630056547980.80396
caf,2015,658523498492.22595
caf,2016,690470805725.05518
caf,2017,742894581482.74097
caf,2018,787604898686.43396
caf,2019,813227698584.78491
caf,2020,793022590473.38403
can,1997,1155010474249.87988
can,1998,1184122183782.6001
can,1999,1230353459324.27002
can,2000,1300684852757.44995
can,2001,1316162124965.45996
can,2002,1366128578073.5
can,2003,1419353395946.21997
can,2004,1479597629061.57007
can,2005,1555580814302.03003
can,2006,1628776015330.73999
can,2007,1743896392494.47998
can,2008,1761135509498.72998
can,2009,1705974151243.63989
can,2010,1753534705850.88989
can,2011,1810011189247.32007
can,2012,1844276447416.31006
can,2013,1892127885912.94971
can,2014,1944703986204.30005
can,2015,1959950000000
can,2016,1985896956460.67993
can,2017,2044932090185.36011
can,2018,2092502324281.61011
can,2019,2140991645224.65991
can,2020,2032658542572.03003
che,1995,466721577615.16199
che,1996,470158546818.01294
che,1997,488672095767.91907
che,1998,505673261508.97198
che,1999,518207971755.85907
che,2000,543765423949.26703
che,2001,538722891823.17603
che,2002,532258338833.53107
che,2003,552362478306.13696
che,2004,565870912947.20398
che,2005,593458573035.43896
che,2006,611960006588.45105
che,2007,596870900645.41699
che,2008,571273886164.00598
che,2009,607919278524.71692
che,2010,651616146661.052
che,2011,635244897472.98901
che,2012,650182179679.96204
che,2013,661418353230.89502
che,2014,665863878212.34094
che,2015,684052923000
che,2016,686693602184.26196
che,2017,691207462333.40698
che,2018,692730831642.354
che,2019,703984091776.79102
che,2020,687708482545.63696
chl,1960,15677455913667.80078
chl,1961,16528179381353.5
chl,1962,17183610240246.80078
chl,1963,18190617378124.19922
chl,1964,18639671670136.5
chl,1965,18755684787719.5
chl,1966,20764996993966.39844
chl,1967,21430112248888.69531
chl,1968,22202378269686.5
chl,1969,23115912888047.30078
chl,1970,23677284363451.5
chl,1971,26176092026232.89453
chl,1972,26047724233948.10156
chl,1973,24700704201100.10156
chl,1974,25202105225237.30078
chl,1975,21476231856406.89453
chl,1976,22402249112004.10156
chl,1977,24874067814862.19922
chl,1978,26698261884712
chl,1979,28934712770405.19922
chl,1980,31242170865174.5
chl,1981,33016115485837.80078
chl,1982,28556355625988.60156
chl,1983,26828517474952.89453
chl,1984,27658152490928.19922
chl,1985,28351557269956.30078
chl,1986,30287849718076.19922
chl,1987,32871868976418.10156
chl,1988,35279782515517.5
chl,1989,39123667388996.29688
chl,1990,40938895813821.69531
chl,1991,44177781197865.10156
chl,1992,49533284674110.09375
chl,1993,53126139968044.20312
chl,1994,55249196760726.49219
chl,1995,60445136875006
chl,1996,64915585279768.39844
chl,1997,69815157176324
chl,1998,73370199698533.70312
chl,1999,72648806961050.28125
chl,2000,76100218367396.28125
chl,2001,78780368568114.70312
chl,2002,80833878294328.09375
chl,2003,82391277313609.09375
chl,2004,86170246778648.5
chl,2005,90451730430137.59375
chl,2006,91799263001640.28125
chl,2007,97163799997725.79688
chl,2008,105424617241547
chl,2009,104448023802258
chl,2010,110049912492925
chl,2011,116715181169170
chl,2012,125602642183235
chl,2013,130959225617860
chl,2014,134941762753529
chl,2015,139292010744158
