geo,time,ag_lnd_agri_k2
ecu,2010,74977
ecu,2011,73461
ecu,2012,75069
ecu,2013,75130
ecu,2014,54750
ecu,2015,57890
ecu,2016,55160
ecu,2017,55900
ecu,2018,54480
egy,1961,25680
egy,1962,25050
egy,1963,24900
egy,1964,25060
egy,1965,26720
egy,1966,27800
egy,1967,28010
egy,1968,28010
egy,1969,28350
egy,1970,28430
egy,1971,28520
egy,1972,28550
egy,1973,28550
egy,1974,28430
egy,1975,28250
egy,1976,27300
egy,1977,26350
egy,1978,25400
egy,1979,24470
egy,1980,24450
egy,1981,24680
egy,1982,24452.4
egy,1983,24347.4
egy,1984,24582.6
egy,1985,24970
egy,1986,25670
egy,1987,25470
egy,1988,25810
egy,1989,25710
egy,1990,26480
egy,1991,26430
egy,1992,29962.8
egy,1993,30151.8
egy,1994,30126.6
egy,1995,32830
egy,1996,31764.6
egy,1997,32449.2
egy,1998,32596.2
egy,1999,34830
egy,2000,32910
egy,2001,33380
egy,2002,34240
egy,2003,34090
egy,2004,34780
egy,2005,35230
egy,2006,35330
egy,2007,35380
egy,2008,35420
egy,2009,36890
egy,2010,36710
egy,2011,36200
egy,2012,36960
egy,2013,37309.7
egy,2014,37151.9
egy,2015,37898.771
egy,2016,37337.654
egy,2017,38359.688
egy,2018,38359.688
eri,1993,74000
eri,1994,74060
eri,1995,74070
eri,1996,73380
eri,1997,73600
eri,1998,74670
eri,1999,74670
eri,2000,75300
eri,2001,75320
eri,2002,75320
eri,2003,75670
eri,2004,75000
eri,2005,75220
eri,2006,75720
eri,2007,75720
eri,2008,75720
eri,2009,75920
eri,2010,75920
eri,2011,75920
eri,2012,75920
eri,2013,75920
eri,2014,75920
eri,2015,75920
eri,2016,75920
eri,2017,75920
eri,2018,75920
esp,1961,332300
esp,1962,332320
esp,1963,331370
esp,1964,327530
esp,1965,326940
esp,1966,321560
esp,1967,323820
esp,1968,321590
esp,1969,325270
esp,1970,321190
esp,1971,326840
esp,1972,325680
esp,1973,322800
esp,1974,320780
esp,1975,319210
esp,1976,315160
esp,1977,315900
esp,1978,314780
esp,1979,313550
esp,1980,312380
esp,1981,312060
esp,1982,311910
esp,1983,307910
esp,1984,306280
esp,1985,307120
esp,1986,306100
esp,1987,306010
esp,1988,305780
esp,1989,307010
esp,1990,304720
esp,1991,303710
esp,1992,302790
esp,1993,300330
esp,1994,301830
esp,1995,297190
esp,1996,301390
esp,1997,300590
esp,1998,299580
esp,1999,297780
esp,2000,297660
esp,2001,295200
esp,2002,294190
esp,2003,291530
esp,2004,290710
esp,2005,291640
esp,2006,286130
esp,2007,280040
esp,2008,281420
esp,2009,279700
esp,2010,275450
esp,2011,270140
esp,2012,269420
esp,2013,267332
esp,2014,265780
esp,2015,265765
esp,2016,262657
esp,2017,262955.3
esp,2018,261833.239
est,1992,13740
est,1993,13200
est,1994,11010
est,1995,9910
est,1996,10050
est,1997,10230
est,1998,10430
est,1999,10010
est,2000,9860
est,2001,8900
est,2002,6982
est,2003,8287
est,2004,7704
est,2005,8819
est,2006,8985
est,2007,9146
est,2008,9068
est,2009,9318
est,2010,9488
est,2011,9460
est,2012,9559
est,2013,9650
est,2014,9740
est,2015,9930
est,2016,10030
est,2017,10020
est,2018,10040
eth,1961,578360
eth,1962,582490
eth,1963,583800
eth,1964,583300
eth,1965,586750
eth,1966,587700
eth,1967,588500
eth,1968,589700
eth,1969,592000
eth,1970,591500
eth,1971,593400
eth,1972,595300
eth,1973,594800
eth,1974,594300
eth,1975,593800
eth,1976,593300
eth,1977,593100
eth,1978,592890
eth,1979,592770
eth,1980,591150
eth,1981,588600
eth,1982,586050
eth,1983,583480
eth,1984,578900
eth,1985,576900
eth,1986,573850
eth,1987,570300
eth,1988,567750
eth,1989,565200
eth,1990,563120
eth,1991,561580
eth,1992,561050
eth,1993,305400
eth,1994,304720
eth,1995,305000
eth,1996,305000
eth,1997,304920
eth,1998,305080
eth,1999,306760
eth,2000,306620
eth,2001,306054
eth,2002,304980
eth,2003,316070
eth,2004,331010
eth,2005,335910
eth,2006,342190
eth,2007,350770
eth,2008,345130
eth,2009,349850
eth,2010,356830
eth,2011,363252
eth,2012,364880
eth,2013,366990
eth,2014,369100
eth,2015,371210
eth,2016,373320
eth,2017,375401
eth,2018,379030
fin,1961,27657
fin,1962,27851
fin,1963,28065
fin,1964,28256
fin,1965,28415
fin,1966,28594
fin,1967,28734
fin,1968,28861
fin,1969,27655
fin,1970,27242
fin,1971,27037
fin,1972,26137
fin,1973,25821
fin,1974,26054
fin,1975,26138
fin,1976,26119
fin,1977,25976
fin,1978,25851
fin,1979,25675
fin,1980,25360
fin,1981,25167
fin,1982,24877
fin,1983,24504
fin,1984,24257
fin,1985,24084
fin,1986,23934
fin,1987,24080
fin,1988,23732
fin,1989,23858
fin,1990,23930
fin,1991,24248
fin,1992,24065
fin,1993,23837
fin,1994,24119
fin,1995,22440
fin,1996,22180
fin,1997,21500
fin,1998,21920
fin,1999,22014
fin,2000,22180
fin,2001,22220
fin,2002,22360
fin,2003,22460
fin,2004,22530
fin,2005,22738
fin,2006,23008
fin,2007,22949
fin,2008,22964
fin,2009,22965
fin,2010,22919
fin,2011,22866
fin,2012,22851
fin,2013,22585
fin,2014,22671
fin,2015,22734
fin,2016,22750
fin,2017,22700
fin,2018,22720
fji,1961,2270
fji,1962,2270
fji,1963,2280
fji,1964,2280
fji,1965,2230
fji,1966,2230
fji,1967,2210
fji,1968,2190
fji,1969,2210
fji,1970,2210
fji,1971,2210
fji,1972,2300
fji,1973,2350
fji,1974,2400
fji,1975,2450
fji,1976,2600
fji,1977,2700
fji,1978,2800
fji,1979,2850
fji,1980,2900
fji,1981,3000
fji,1982,3100
fji,1983,3200
fji,1984,3300
fji,1985,3450
fji,1986,3500
fji,1987,3650
fji,1988,3800
fji,1989,3950
fji,1990,4100
fji,1991,4240
fji,1992,4350
fji,1993,4350
fji,1994,4330
fji,1995,4400
fji,1996,4400
fji,1997,4400
fji,1998,4300
fji,1999,4280
fji,2000,4280
fji,2001,4280
fji,2002,4280
fji,2003,4280
fji,2004,4280
fji,2005,4280
fji,2006,4280
fji,2007,4270
fji,2008,4280
fji,2009,4276
fji,2010,4250
fji,2011,4250
fji,2012,4250
fji,2013,4250
fji,2014,4250
fji,2015,4250
fji,2016,4250
fji,2017,4250
fji,2018,4250
fra,1961,345390
fra,1962,344400
fra,1963,343540
fra,1964,341090
fra,1965,340010
fra,1966,338460
fra,1967,336290
fra,1968,331780
fra,1969,331730
fra,1970,324950
fra,1971,326230
fra,1972,325150
fra,1973,324600
fra,1974,324420
fra,1975,323570
fra,1976,320210
fra,1977,319100
fra,1978,319610
fra,1979,318340
fra,1980,317220
fra,1981,316870
fra,1982,316460
fra,1983,315650
fra,1984,315080
fra,1985,314420
fra,1986,313950
fra,1987,313530
fra,1988,308300
fra,1989,307409
fra,1990,305928
fra,1991,304849
fra,1992,303843
fra,1993,302913
fra,1994,302049
fra,1995,301502
fra,1996,300963
fra,1997,300396
fra,1998,299800
fra,1999,299291
fra,2000,298074
fra,2001,297133
fra,2002,296107
fra,2003,295346
fra,2004,294584
fra,2005,293904
fra,2006,293127
fra,2007,292061
fra,2008,291101
fra,2009,290199
fra,2010,289263
fra,2011,288786
fra,2012,288448
fra,2013,287737
fra,2014,287665
fra,2015,287269
fra,2016,287180.21
fra,2017,286974.99
fra,2018,286601
fro,1961,30
fro,1962,30
fro,1963,30
fro,1964,30
fro,1965,30
fro,1966,30
fro,1967,30
fro,1968,30
fro,1969,30
fro,1970,30
fro,1971,30
fro,1972,30
fro,1973,30
fro,1974,30
fro,1975,30
fro,1976,30
fro,1977,30
fro,1978,30
fro,1979,30
fro,1980,30
fro,1981,30
fro,1982,30
fro,1983,30
fro,1984,30
fro,1985,30
fro,1986,30
fro,1987,30
fro,1988,30
fro,1989,30
fro,1990,30
fro,1991,30
fro,1992,30
fro,1993,30
fro,1994,30
fro,1995,30
fro,1996,30
fro,1997,30
fro,1998,30
fro,1999,30
fro,2000,30
fro,2001,30
fro,2002,30
fro,2003,30
fro,2004,30
fro,2005,30
fro,2006,30
fro,2007,30
fro,2008,30
fro,2009,30
fro,2010,30
fro,2011,30
fro,2012,30
fro,2013,30
fro,2014,30
fro,2015,30
fro,2016,30
fro,2017,30
fro,2018,30
fsm,1991,225
fsm,1992,225
fsm,1993,225
fsm,1994,225
fsm,1995,225
fsm,1996,225
fsm,1997,225
fsm,1998,225
fsm,1999,225
fsm,2000,225
fsm,2001,225
fsm,2002,225
fsm,2003,225
fsm,2004,225
fsm,2005,225
fsm,2006,225
fsm,2007,225
fsm,2008,225
fsm,2009,220
fsm,2010,220
fsm,2011,220
fsm,2012,220
fsm,2013,220
fsm,2014,220
fsm,2015,220
fsm,2016,220
fsm,2017,220
fsm,2018,220
gab,1961,51950
gab,1962,52100
gab,1963,52250
gab,1964,52400
gab,1965,52550
gab,1966,52700
gab,1967,52350
gab,1968,52500
gab,1969,52150
gab,1970,51800
gab,1971,52000
gab,1972,51650
gab,1973,51350
gab,1974,51500
gab,1975,51690
gab,1976,51540
gab,1977,51770
gab,1978,51990
gab,1979,51500
gab,1980,51520
gab,1981,51520
gab,1982,51520
gab,1983,51520
gab,1984,51520
gab,1985,51520
gab,1986,51520
gab,1987,51520
gab,1988,51520
gab,1989,51520
gab,1990,20053.8
gab,1991,20115.42
gab,1992,20177.04
gab,1993,20238.66
gab,1994,20300.28
gab,1995,51600
gab,1996,20423.52
gab,1997,20485.14
gab,1998,20546.76
gab,1999,20608.38
gab,2000,20670
gab,2001,20720.59
gab,2002,20771.18
gab,2003,20821.77
gab,2004,20872.36
gab,2005,20922.95
gab,2006,20973.54
gab,2007,21024.13
gab,2008,21074.72
gab,2009,21125.31
gab,2010,21175.9
gab,2011,21294.72
gab,2012,21413.54
gab,2013,21532.36
gab,2014,21651.18
gab,2015,21770
gab,2016,21888.8
gab,2017,22007.6
gab,2018,22126.4
gbm,1961,325
gbm,1962,325
gbm,1963,322
gbm,1964,318
gbm,1965,320
gbm,1966,310
gbm,1967,311
gbm,1968,312
gbm,1969,316
gbm,1970,316
gbm,1971,316
gbm,1972,320
gbm,1973,324
gbm,1974,328
gbm,1975,332
gbm,1976,337
gbm,1977,341
gbm,1978,345
gbm,1979,349
gbm,1980,354
gbm,1981,358
gbm,1982,363
gbm,1983,366
gbm,1984,370
gbm,1985,374
gbm,1986,379
gbm,1987,383
gbm,1988,387
gbm,1989,391
gbm,1990,396
gbm,1991,400
gbm,1992,404
gbm,1993,408
gbm,1994,413
gbm,1995,417
gbm,1996,421
gbm,1997,425
gbm,1998,430
gbm,1999,434
gbm,2000,438
gbm,2001,442
gbm,2002,454
gbm,2003,457.7
gbm,2004,458
gbm,2005,461.1
gbm,2006,423.6
gbm,2007,421.2
gbm,2008,442.8
gbm,2009,434.2
gbm,2010,433.8
gbm,2011,426.1
gbm,2012,384
gbm,2013,388
gbm,2014,389
gbm,2015,404
gbm,2016,406
gbm,2017,391
gbm,2018,403
gbr,1961,198000
gbr,1962,197790
gbr,1963,197470
gbr,1964,197030
gbr,1965,195850
gbr,1966,195500
gbr,1967,195540
gbr,1968,194260
gbr,1969,193800
gbr,1970,188490
gbr,1971,188430
gbr,1972,187560
gbr,1973,186960
gbr,1974,186380
gbr,1975,185830
gbr,1976,185680
gbr,1977,184900
gbr,1978,184780
gbr,1979,184520
gbr,1980,184690
gbr,1981,183200
gbr,1982,182810
gbr,1983,182160
gbr,1984,182020
gbr,1985,181680
gbr,1986,181300
gbr,1987,181160
gbr,1988,184230
gbr,1989,183060
gbr,1990,182030
gbr,1991,181430
gbr,1992,180700
gbr,1993,175340
gbr,1994,174090
gbr,1995,173790
gbr,1996,174940
gbr,1997,175850
gbr,1998,175180
gbr,1999,172190
gbr,2000,169640
gbr,2001,169530
gbr,2002,169760
gbr,2003,169560
gbr,2004,170510
gbr,2005,169560
gbr,2006,178380
gbr,2007,176470
gbr,2008,176840
gbr,2009,173250
gbr,2010,172240
gbr,2011,171640
gbr,2012,171820
gbr,2013,172502
gbr,2014,172320
gbr,2015,171380
gbr,2016,173499.818
gbr,2017,174661.525
gbr,2018,173508.616
geo,1992,32290
geo,1993,31280
geo,1994,30970
geo,1995,30480
geo,1996,30350
geo,1997,30370
geo,1998,30450
geo,1999,29990
geo,2000,30000
geo,2001,30030
geo,2002,30040
geo,2003,30060
geo,2004,24920
geo,2005,25200
geo,2006,25180
geo,2007,25170
geo,2008,25140
geo,2009,24980
geo,2010,24600
geo,2011,24424
geo,2012,24350
geo,2013,24861
geo,2014,24160
geo,2015,24181
geo,2016,23940
geo,2017,23848
geo,2018,23718
gha,1961,117000
gha,1962,117000
gha,1963,117000
gha,1964,117000
gha,1965,117000
gha,1966,117000
gha,1967,117000
gha,1968,117000
gha,1969,117000
gha,1970,117000
gha,1971,117000
gha,1972,117000
gha,1973,117000
gha,1974,117000
gha,1975,118000
gha,1976,118000
gha,1977,119000
gha,1978,120000
gha,1979,120000
gha,1980,120000
gha,1981,120000
gha,1982,122000
gha,1983,122000
gha,1984,123000
gha,1985,124000
gha,1986,124000
gha,1987,124000
gha,1988,125000
gha,1989,125000
gha,1990,126050
gha,1991,127200
gha,1992,127200
gha,1993,128000
gha,1994,129000
gha,1995,131000
gha,1996,133000
gha,1997,136280
gha,1998,136902.6
gha,1999,137978.25
gha,2000,139053.9
gha,2001,139959.58
gha,2002,140865.26
gha,2003,141770.94
gha,2004,142676.62
gha,2005,143582.3
gha,2006,144487.98
gha,2007,145393.66
gha,2008,146299.34
gha,2009,147205.02
gha,2010,148110.7
gha,2011,148235.68
gha,2012,148360.66
gha,2013,148485.64
gha,2014,148610.62
gha,2015,148735.6
gha,2016,148317.6
gha,2017,147899.6
gha,2018,147827.4
gin,1961,146200
gin,1962,146190
gin,1963,145950
gin,1964,145710
gin,1965,145480
gin,1966,145240
gin,1967,145000
gin,1968,144760
gin,1969,144520
gin,1970,144290
gin,1971,144050
gin,1972,143810
gin,1973,143570
gin,1974,143340
gin,1975,143200
gin,1976,142960
gin,1977,142720
gin,1978,142480
gin,1979,142450
gin,1980,142210
gin,1981,141970
gin,1982,141730
gin,1983,141590
gin,1984,141360
gin,1985,141220
gin,1986,140980
gin,1987,140740
gin,1988,140810
gin,1989,140570
gin,1990,141410
gin,1991,140490
gin,1992,140550
gin,1993,140520
gin,1994,140480
gin,1995,140240
gin,1996,139170
gin,1997,138000
gin,1998,137150
gin,1999,135400
gin,2000,134890
gin,2001,135400
gin,2002,137400
gin,2003,138450
gin,2004,139300
gin,2005,141210
gin,2006,141300
gin,2007,141800
gin,2008,142400
gin,2009,142500
gin,2010,143000
gin,2011,143000
gin,2012,144000
gin,2013,145000
gin,2014,145000
gin,2015,145000
gin,2016,145000
gin,2017,145000
gin,2018,145000
gmb,1961,5240
gmb,1962,5250
gmb,1963,5260
gmb,1964,5270
gmb,1965,5280
gmb,1966,5290
gmb,1967,5310
gmb,1968,5310
gmb,1969,5330
gmb,1970,5340
gmb,1971,5370
gmb,1972,5420
gmb,1973,5470
gmb,1974,5740
gmb,1975,5680
gmb,1976,5670
gmb,1977,5740
gmb,1978,5810
gmb,1979,5700
gmb,1980,5630
gmb,1981,5850
gmb,1982,6060
gmb,1983,5870
gmb,1984,5730
gmb,1985,5730
gmb,1986,5820
gmb,1987,5890
gmb,1988,6040
gmb,1989,5860
gmb,1990,5860
gmb,1991,5920
gmb,1992,5580
gmb,1993,5570
gmb,1994,5570
gmb,1995,5570
gmb,1996,5570
gmb,1997,5570
gmb,1998,5520
gmb,1999,5520
gmb,2000,5520
gmb,2001,5400
gmb,2002,5170
gmb,2003,5070
gmb,2004,5150
gmb,2005,5270
gmb,2006,4950
gmb,2007,4950
gmb,2008,5520
gmb,2009,6030
gmb,2010,6150
gmb,2011,6150
gmb,2012,6050
gmb,2013,6050
gmb,2014,6050
gmb,2015,6050
gmb,2016,6050
gmb,2017,6050
gmb,2018,6050
gnb,1961,13580
gnb,1962,13580
gnb,1963,13580
gnb,1964,13580
gnb,1965,13580
gnb,1966,13580
gnb,1967,13680
gnb,1968,13680
gnb,1969,13680
gnb,1970,13680
gnb,1971,13680
gnb,1972,13680
gnb,1973,13730
gnb,1974,13780
gnb,1975,13780
gnb,1976,13780
gnb,1977,13790
gnb,1978,13790
gnb,1979,13800
gnb,1980,13830
gnb,1981,13900
gnb,1982,14030
gnb,1983,14130
gnb,1984,14400
gnb,1985,14480
gnb,1986,14150
gnb,1987,14100
gnb,1988,14000
gnb,1989,14370
gnb,1990,14470
gnb,1991,14470
gnb,1992,14470
gnb,1993,14670
gnb,1994,6124.5
gnb,1995,6208.95
gnb,1996,6293.4
gnb,1997,6377.85
gnb,1998,6462.3
gnb,1999,6546.75
gnb,2000,6631.2
gnb,2001,6715.65
gnb,2002,6800.1
gnb,2003,6884.55
gnb,2004,6969
gnb,2005,7053.45
gnb,2006,7137.9
gnb,2007,7222.35
gnb,2008,7306.8
gnb,2009,7391.25
gnb,2010,7475.7
gnb,2011,7560.14
gnb,2012,7644.58
gnb,2013,7729.02
gnb,2014,7813.46
gnb,2015,7897.9
gnb,2016,7982.3
gnb,2017,8066.7
gnb,2018,8151.1
gnq,1961,3140
gnq,1962,3190
gnq,1963,3240
gnq,1964,3250
gnq,1965,3250
gnq,1966,3290
gnq,1967,3290
gnq,1968,3290
gnq,1969,3290
gnq,1970,3290
gnq,1971,3340
gnq,1972,3340
gnq,1973,3340
gnq,1974,3340
gnq,1975,3340
gnq,1976,3340
gnq,1977,3340
gnq,1978,3340
gnq,1979,3340
gnq,1980,3340
gnq,1981,3340
gnq,1982,3340
gnq,1983,3340
gnq,1984,3340
gnq,1985,3340
gnq,1986,3340
gnq,1987,3340
gnq,1988,3340
gnq,1989,3340
gnq,1990,3340
gnq,1991,3340
gnq,1992,3340
gnq,1993,3340
gnq,1994,3340
gnq,1995,3340
gnq,1996,3340
gnq,1997,3340
gnq,1998,3340
gnq,1999,3340
gnq,2000,3340
gnq,2001,3340
gnq,2002,3240
gnq,2003,3240
gnq,2004,2228.48
gnq,2005,2312.05
gnq,2006,2395.62
gnq,2007,2479.19
gnq,2008,2562.76
gnq,2009,2646.33
gnq,2010,2729.9
gnq,2011,2813.48
gnq,2012,2840
gnq,2013,2840
gnq,2014,2840
gnq,2015,2840
gnq,2016,2840
gnq,2017,2840
gnq,2018,2840
grc,1961,89100
grc,1962,89020
grc,1963,90210
grc,1964,89910
grc,1965,86780
grc,1966,90900
grc,1967,91130
grc,1968,91430
grc,1969,91440
grc,1970,91550
grc,1971,91550
grc,1972,91600
grc,1973,91430
grc,1974,91410
grc,1975,91180
grc,1976,91150
grc,1977,91120
grc,1978,91750
grc,1979,91810
grc,1980,91800
grc,1981,92060
grc,1982,92060
grc,1983,91820
grc,1984,92090
grc,1985,91840
grc,1986,91800
grc,1987,91770
grc,1988,91790
grc,1989,92150
grc,1990,92220
grc,1991,91640
grc,1992,91670
grc,1993,91600
grc,1994,91700
grc,1995,91640
grc,1996,91720
grc,1997,89850
grc,1998,87820
grc,1999,86700
grc,2000,85290
grc,2001,84380
grc,2002,83430
grc,2003,82520
grc,2004,80800
grc,2005,80050
grc,2006,78630
grc,2007,77530
grc,2008,76570
grc,2009,75600
grc,2010,74890
grc,2011,73960
grc,2012,72830
grc,2013,71530
grc,2014,62010
grc,2015,61990
grc,2016,61360
grc,2017,61020
grc,2018,61036
grd,1961,220
grd,1962,220
grd,1963,220
grd,1964,220
grd,1965,220
grd,1966,220
grd,1967,220
grd,1968,220
grd,1969,220
grd,1970,220
grd,1971,220
grd,1972,200
grd,1973,200
grd,1974,200
grd,1975,200
grd,1976,200
grd,1977,200
grd,1978,190
grd,1979,190
grd,1980,160
grd,1981,160
grd,1982,160
grd,1983,160
grd,1984,160
grd,1985,140
grd,1986,140
grd,1987,130
grd,1988,130
grd,1989,130
grd,1990,130
grd,1991,120
grd,1992,120
grd,1993,120
grd,1994,120
grd,1995,110
grd,1996,110
grd,1997,110
grd,1998,110
grd,1999,120
grd,2000,120
grd,2001,130
grd,2002,130
grd,2003,120
grd,2004,120
grd,2005,70
grd,2006,70
grd,2007,70
grd,2008,70
grd,2009,80
grd,2010,80
grd,2011,80
grd,2012,80
grd,2013,80
grd,2014,80
grd,2015,80
grd,2016,80
grd,2017,80
grd,2018,80
grl,1961,2350
grl,1962,2350
grl,1963,2350
grl,1964,2350
grl,1965,2350
grl,1966,2350
grl,1967,2350
grl,1968,2350
grl,1969,2350
grl,1970,2350
grl,1971,2350
grl,1972,2350
grl,1973,2350
grl,1974,2350
grl,1975,2350
grl,1976,2350
grl,1977,2350
grl,1978,2350
grl,1979,2350
grl,1980,2350
grl,1981,2350
grl,1982,2350
grl,1983,2350
grl,1984,2350
grl,1985,2353
grl,1986,2356
grl,1987,2359
grl,1988,2362
grl,1989,2365
grl,1990,2368
grl,1991,2371
grl,1992,2374
grl,1993,2377
grl,1994,2380
grl,1995,2383
grl,1996,2386
grl,1997,2389
grl,1998,2392
grl,1999,2395
grl,2000,2398
grl,2001,2401
grl,2002,2404
grl,2003,2407
grl,2004,2410
grl,2005,2413
grl,2006,2416
grl,2007,2419
grl,2008,2422
grl,2009,2425
grl,2010,2428
grl,2011,2431
grl,2012,2434
grl,2013,2430.7
grl,2014,2430.8
grl,2015,2431
grl,2016,2431.1
grl,2017,2431.1
grl,2018,2431.1
gtm,1961,26460
gtm,1962,26580
gtm,1963,26700
gtm,1964,26820
gtm,1965,26940
gtm,1966,27060
gtm,1967,27280
gtm,1968,27400
gtm,1969,27420
gtm,1970,27550
gtm,1971,27670
gtm,1972,28000
gtm,1973,28430
gtm,1974,28750
gtm,1975,28880
gtm,1976,29300
gtm,1977,29930
gtm,1978,30050
gtm,1979,30160
gtm,1980,30500
gtm,1981,30670
gtm,1982,31040
gtm,1983,31190
gtm,1984,37850
gtm,1985,37850
gtm,1986,37850
gtm,1987,37850
gtm,1988,42850
gtm,1989,42850
gtm,1990,42850
gtm,1991,42850
gtm,1992,42850
gtm,1993,44820
gtm,1994,45120
gtm,1995,45120
gtm,1996,45120
gtm,1997,45220
gtm,1998,44300
gtm,1999,44400
gtm,2000,44650
gtm,2001,44950
gtm,2002,45250
gtm,2003,50640
gtm,2004,48000
gtm,2005,45620
gtm,2006,43000
gtm,2007,44140
gtm,2008,41380
gtm,2009,40435.4
gtm,2010,39620.8
gtm,2011,38906.2
gtm,2012,38091.6
gtm,2013,37207
gtm,2014,37938
gtm,2015,38560
gtm,2016,38560
gtm,2017,38560
gtm,2018,38560
gum,1961,160
gum,1962,160
gum,1963,170
gum,1964,170
gum,1965,170
gum,1966,170
gum,1967,170
gum,1968,170
gum,1969,170
gum,1970,170
gum,1971,170
gum,1972,170
gum,1973,170
gum,1974,170
gum,1975,170
gum,1976,170
gum,1977,170
gum,1978,170
gum,1979,180
gum,1980,180
gum,1981,200
gum,1982,200
gum,1983,200
gum,1984,200
gum,1985,200
gum,1986,200
gum,1987,200
gum,1988,200
gum,1989,200
gum,1990,200
gum,1991,200
gum,1992,200
gum,1993,200
gum,1994,200
gum,1995,200
gum,1996,200
gum,1997,200
gum,1998,200
gum,1999,200
gum,2000,200
gum,2001,200
gum,2002,200
gum,2003,200
gum,2004,200
gum,2005,200
gum,2006,200
gum,2007,190
gum,2008,190
gum,2009,180
gum,2010,180
gum,2011,180
gum,2012,180
gum,2013,180
gum,2014,180
gum,2015,180
gum,2016,180
gum,2017,180
gum,2018,180
guy,1961,13590
guy,1962,13590
guy,1963,13590
guy,1964,13590
guy,1965,13590
guy,1966,13640
guy,1967,13640
guy,1968,13660
guy,1969,13660
guy,1970,13710
guy,1971,13710
guy,1972,13740
guy,1973,13760
guy,1974,13760
guy,1975,13780
guy,1976,14580
guy,1977,15420
guy,1978,16260
guy,1979,17150
guy,1980,17150
guy,1981,17150
guy,1982,17150
guy,1983,17250
guy,1984,17280
guy,1985,17280
guy,1986,17300
guy,1987,17300
guy,1988,17300
guy,1989,17320
guy,1990,10828.5
guy,1991,10866.43
guy,1992,10904.36
guy,1993,10942.29
guy,1994,10980.22
guy,1995,11018.15
guy,1996,11056.08
guy,1997,11094.01
guy,1998,11131.94
guy,1999,11169.87
guy,2000,11207.8
guy,2001,11252.21
guy,2002,11296.62
guy,2003,11341.03
guy,2004,11385.44
guy,2005,11429.85
guy,2006,11474.26
guy,2007,11518.67
guy,2008,11563.08
guy,2009,11607.49
guy,2010,11651.9
guy,2011,11768.8
guy,2012,11885.7
guy,2013,12002.6
guy,2014,12119.5
guy,2015,12236.4
guy,2016,12328.4
guy,2017,12420.5
guy,2018,12512.5
hkg,1961,140
hkg,1962,140
hkg,1963,140
hkg,1964,130
hkg,1965,130
hkg,1966,130
hkg,1967,130
hkg,1968,130
hkg,1969,130
hkg,1970,130
hkg,1971,120
hkg,1972,120
hkg,1973,120
hkg,1974,120
hkg,1975,100
hkg,1976,100
hkg,1977,90
hkg,1978,80
hkg,1979,80
hkg,1980,80
hkg,1981,90
hkg,1982,90
hkg,1983,90
hkg,1984,90
hkg,1985,90
hkg,1986,90
hkg,1987,90
hkg,1988,90
hkg,1989,80
hkg,1990,80
hkg,1991,80
hkg,1992,80
hkg,1993,80
hkg,1994,80
hkg,1995,80
hkg,1996,80
hkg,1997,70
hkg,1998,70
hkg,1999,70
hkg,2000,70
hkg,2001,70
hkg,2002,70
hkg,2003,70
hkg,2004,70
hkg,2005,70
hkg,2006,60
hkg,2007,60
hkg,2008,60
hkg,2009,60
hkg,2010,55
hkg,2011,55
hkg,2012,51
hkg,2013,51
hkg,2014,51
hkg,2015,51
hkg,2016,50
hkg,2017,51
hkg,2018,50
hnd,1961,29800
hnd,1962,29900
hnd,1963,29950
hnd,1964,30000
hnd,1965,30050
hnd,1966,30150
hnd,1967,30250
hnd,1968,30300
hnd,1969,30300
hnd,1970,30400
hnd,1971,30450
hnd,1972,30800
hnd,1973,30900
hnd,1974,30960
hnd,1975,31350
hnd,1976,31700
hnd,1977,32450
hnd,1978,32570
hnd,1979,32570
hnd,1980,32570
hnd,1981,32640
hnd,1982,32690
hnd,1983,32700
hnd,1984,32770
hnd,1985,32780
hnd,1986,32850
hnd,1987,32850
hnd,1988,32850
hnd,1989,33710
hnd,1990,33200
hnd,1991,33420
hnd,1992,33550
hnd,1993,35480
hnd,1994,35200
hnd,1995,34800
hnd,1996,34800
hnd,1997,33950
hnd,1998,33950
hnd,1999,33370
hnd,2000,29350
hnd,2001,29360
hnd,2002,30280
hnd,2003,31530
hnd,2004,31400
hnd,2005,31500
hnd,2006,31600
hnd,2007,31600
hnd,2008,31840
hnd,2009,31980
hnd,2010,32600
hnd,2011,32900
hnd,2012,33200
hnd,2013,33200
hnd,2014,33200
hnd,2015,33200
hnd,2016,33200
hnd,2017,33500
hnd,2018,33560
hrv,1992,24040
hrv,1993,22720
hrv,1994,23120
hrv,1995,23320
hrv,1996,19350
hrv,1997,19410
hrv,1998,20480
hrv,1999,20320
hrv,2000,11690
hrv,2001,11780
hrv,2002,11810
hrv,2003,11960
hrv,2004,11760
hrv,2005,12110
hrv,2006,12300
hrv,2007,12020
hrv,2008,12891
hrv,2009,12996
hrv,2010,13338
hrv,2011,13261
hrv,2012,13310
hrv,2013,15673
hrv,2014,15085
hrv,2015,15372
hrv,2016,15460
hrv,2017,14970
hrv,2018,14840
hti,1961,16600
hti,1962,16650
hti,1963,16700
hti,1964,16750
hti,1965,16800
hti,1966,16850
hti,1967,16900
hti,1968,16950
hti,1969,17000
hti,1970,17050
hti,1971,17100
hti,1972,15840
hti,1973,15830
hti,1974,15830
hti,1975,15830
hti,1976,15850
hti,1977,15850
hti,1978,15950
hti,1979,15950
hti,1980,16000
hti,1981,16000
hti,1982,16000
