geo,time,sl_agr_empl_ma_zs
bdi,2005,84.16
bdi,2006,83.57
bdi,2007,82.84
bdi,2008,82.27
bdi,2009,81.58
bdi,2010,80.9
bdi,2011,80.14
bdi,2012,79.32
bdi,2013,78.59
bdi,2014,77.77
bdi,2015,77.93
bdi,2016,77.97
bdi,2017,78.05
bdi,2018,78.07
bdi,2019,78.1
bel,1991,3.28
bel,1992,3.16
bel,1993,3.07
bel,1994,3.37
bel,1995,3.08
bel,1996,3.14
bel,1997,3.05
bel,1998,2.7
bel,1999,2.69
bel,2000,2.43
bel,2001,1.69
bel,2002,2.3
bel,2003,2.22
bel,2004,2.71
bel,2005,2.47
bel,2006,2.48
bel,2007,2.29
bel,2008,1.97
bel,2009,1.89
bel,2010,1.73
bel,2011,1.64
bel,2012,1.57
bel,2013,1.8
bel,2014,1.55
bel,2015,1.56
bel,2016,1.68
bel,2017,1.55
bel,2018,1.3
bel,2019,1.17
ben,1991,55.63
ben,1992,55.53
ben,1993,55.48
ben,1994,54.88
ben,1995,54.75
ben,1996,54.71
ben,1997,54.51
ben,1998,54.43
ben,1999,54.14
ben,2000,53.81
ben,2001,53.48
ben,2002,53.3
ben,2003,52.99
ben,2004,52.88
ben,2005,52.71
ben,2006,52.49
ben,2007,52.09
ben,2008,51.74
ben,2009,51.5
ben,2010,51.2
ben,2011,50.81
ben,2012,50.35
ben,2013,49.66
ben,2014,49.06
ben,2015,48.69
ben,2016,48.54
ben,2017,47.95
ben,2018,47.25
ben,2019,46.49
bfa,1991,91.57
bfa,1992,91.47
bfa,1993,91.32
bfa,1994,91.14
bfa,1995,90.26
bfa,1996,89.26
bfa,1997,88.09
bfa,1998,86.91
bfa,1999,85.4
bfa,2000,83.9
bfa,2001,82.28
bfa,2002,80.42
bfa,2003,78.17
bfa,2004,75.69
bfa,2005,73.11
bfa,2006,69.95
bfa,2007,66.57
bfa,2008,63.39
bfa,2009,59.43
bfa,2010,55.14
bfa,2011,50.58
bfa,2012,45.98
bfa,2013,41.36
bfa,2014,36.85
bfa,2015,35.52
bfa,2016,33.98
bfa,2017,32.4
bfa,2018,30.78
bfa,2019,30.07
bgd,1991,64.01
bgd,1992,63.38
bgd,1993,62.62
bgd,1994,61.82
bgd,1995,60.8
bgd,1996,59.74
bgd,1997,60.2
bgd,1998,60.46
bgd,1999,60.66
bgd,2000,60.73
bgd,2001,57.91
bgd,2002,55.06
bgd,2003,52
bgd,2004,48.83
bgd,2005,45.42
bgd,2006,42.04
bgd,2007,41.73
bgd,2008,41.5
bgd,2009,41.36
bgd,2010,41.03
bgd,2011,39.95
bgd,2012,38.87
bgd,2013,37.87
bgd,2014,36.84
bgd,2015,35.73
bgd,2016,34.65
bgd,2017,32.56
bgd,2018,31.29
bgd,2019,30.14
bgr,1991,21.31
bgr,1992,20.74
bgr,1993,20.06
bgr,1994,19.4
bgr,1995,18.43
bgr,1996,17.47
bgr,1997,18.53
bgr,1998,16.66
bgr,1999,16.32
bgr,2000,15.42
bgr,2001,12.02
bgr,2002,13.02
bgr,2003,13.59
bgr,2004,12.89
bgr,2005,10.74
bgr,2006,9.83
bgr,2007,9.17
bgr,2008,8.9
bgr,2009,8.58
bgr,2010,8.22
bgr,2011,8.53
bgr,2012,8.38
bgr,2013,8.65
bgr,2014,9.18
bgr,2015,9.09
bgr,2016,8.94
bgr,2017,9.17
bgr,2018,8.6
bgr,2019,8.63
bhr,1991,2.89
bhr,1992,2.78
bhr,1993,2.68
bhr,1994,2.57
bhr,1995,2.48
bhr,1996,2.39
bhr,1997,2.29
bhr,1998,2.21
bhr,1999,2.12
bhr,2000,2.03
bhr,2001,1.94
bhr,2002,1.88
bhr,2003,1.82
bhr,2004,1.75
bhr,2005,1.68
bhr,2006,1.6
bhr,2007,1.53
bhr,2008,1.46
bhr,2009,1.42
bhr,2010,1.35
bhr,2011,1.36
bhr,2012,1.36
bhr,2013,1.36
bhr,2014,1.35
bhr,2015,1.35
bhr,2016,1.3
bhr,2017,1.25
bhr,2018,1.2
bhr,2019,1.16
bhs,1991,8.51
bhs,1992,8.45
bhs,1993,8.93
bhs,1994,8.64
bhs,1995,7.15
bhs,1996,8.09
bhs,1997,5.46
bhs,1998,5.51
bhs,1999,6.74
bhs,2000,6.77
bhs,2001,6.78
bhs,2002,5.6
bhs,2003,5.18
bhs,2004,8.06
bhs,2005,6.33
bhs,2006,4.36
bhs,2007,4.17
bhs,2008,4.91
bhs,2009,5.03
bhs,2010,4.72
bhs,2011,4.6
bhs,2012,4.6
bhs,2013,4.51
bhs,2014,4.35
bhs,2015,4.25
bhs,2016,4.12
bhs,2017,4.05
bhs,2018,3.99
bhs,2019,3.89
bih,1991,33.92
bih,1992,33.93
bih,1993,33.73
bih,1994,32.84
bih,1995,31.56
bih,1996,29.8
bih,1997,27.93
bih,1998,26.42
bih,1999,25.01
bih,2000,23.64
bih,2001,23.02
bih,2002,22.2
bih,2003,21.52
bih,2004,21.12
bih,2005,20.41
bih,2006,19.77
bih,2007,19.02
bih,2008,19.65
bih,2009,18.57
bih,2010,17.9
bih,2011,18.8
bih,2012,19.31
bih,2013,18.65
bih,2014,16.8
bih,2015,17.41
bih,2016,18.07
bih,2017,16.72
bih,2018,15.52
bih,2019,16.44
blr,1991,19.31
blr,1992,19.92
blr,1993,19.83
blr,1994,20.02
blr,1995,20.59
blr,1996,20.59
blr,1997,20.22
blr,1998,19.86
blr,1999,19.82
blr,2000,19.49
blr,2001,18.83
blr,2002,18.5
blr,2003,17.84
blr,2004,17.25
blr,2005,16.61
blr,2006,16.04
blr,2007,15.44
blr,2008,14.91
blr,2009,14.62
blr,2010,14.13
blr,2011,13.69
blr,2012,13.44
blr,2013,13.16
blr,2014,12.96
blr,2015,12.8
blr,2016,12.87
blr,2017,14.17
blr,2018,14.89
blr,2019,14.55
blz,1991,32.09
blz,1992,32.07
blz,1993,31.9
blz,1994,30.67
blz,1995,35.58
blz,1996,38.26
blz,1997,39.37
blz,1998,33.14
blz,1999,36.35
blz,2000,34.84
blz,2001,33.51
blz,2002,32.2
blz,2003,30.58
blz,2004,29.15
blz,2005,27.69
blz,2006,27.57
blz,2007,27.55
blz,2008,27.31
blz,2009,27.17
blz,2010,26.97
blz,2011,26.82
blz,2012,26.57
blz,2013,26.34
blz,2014,25.85
blz,2015,25.9
blz,2016,26.78
blz,2017,24.62
blz,2018,24.23
blz,2019,24.07
bol,1991,41.92
bol,1992,41.87
bol,1993,41.71
bol,1994,41.52
bol,1995,41.25
bol,1996,41.04
bol,1997,41
bol,1998,40.5
bol,1999,39.94
bol,2000,40.18
bol,2001,45.62
bol,2002,44.79
bol,2003,35.58
bol,2004,35.57
bol,2005,38.29
bol,2006,39.63
bol,2007,34.56
bol,2008,31.12
bol,2009,29.59
bol,2010,29.54
bol,2011,29.34
bol,2012,28.17
bol,2013,29.26
bol,2014,30.48
bol,2015,27.54
bol,2016,30.05
bol,2017,30.4
bol,2018,31.04
bol,2019,30.73
bra,1991,24.73
bra,1992,24.83
bra,1993,24.43
bra,1994,23.96
bra,1995,23.21
bra,1996,22.24
bra,1997,21.82
bra,1998,20.94
bra,1999,21.58
bra,2000,20.76
bra,2001,20.05
bra,2002,20
bra,2003,20.51
bra,2004,21.28
bra,2005,20.48
bra,2006,19.43
bra,2007,18.51
bra,2008,17.63
bra,2009,17.56
bra,2010,16.59
bra,2011,15.82
bra,2012,15.42
bra,2013,15.08
bra,2014,14.02
bra,2015,13.95
bra,2016,14.05
bra,2017,13.28
bra,2018,13.06
bra,2019,12.81
brb,1991,6.53
brb,1992,8
brb,1993,6.51
brb,1994,6.19
brb,1995,5.62
brb,1996,6.24
brb,1997,5.67
brb,1998,5.17
brb,1999,5.2
brb,2000,4.99
brb,2001,4.81
brb,2002,4.92
brb,2003,5.48
brb,2004,4.28
brb,2005,4.39
brb,2006,4.5
brb,2007,3.52
brb,2008,3.11
brb,2009,3.83
brb,2010,3.77
brb,2011,4.28
brb,2012,3.46
brb,2013,3.48
brb,2014,4.08
brb,2015,4.22
brb,2016,3.85
brb,2017,3.78
brb,2018,3.74
brb,2019,3.69
brn,1991,2.22
brn,1992,2.08
brn,1993,1.95
brn,1994,1.84
brn,1995,1.71
brn,1996,1.63
brn,1997,1.56
brn,1998,1.46
brn,1999,1.41
brn,2000,1.35
brn,2001,1.26
brn,2002,1.2
brn,2003,1.14
brn,2004,1.09
brn,2005,1.04
brn,2006,0.98
brn,2007,0.92
brn,2008,0.88
brn,2009,0.82
brn,2010,0.78
brn,2011,0.74
brn,2012,0.7
brn,2013,0.66
brn,2014,0.63
brn,2015,0.95
brn,2016,1.41
brn,2017,2.03
brn,2018,1.44
brn,2019,2.85
btn,1991,63.94
btn,1992,63.67
btn,1993,63.45
btn,1994,63.13
btn,1995,62.75
btn,1996,62.25
btn,1997,61.85
btn,1998,61.45
btn,1999,60.84
btn,2000,60.07
btn,2001,59.25
btn,2002,58.32
btn,2003,57.7
btn,2004,57.09
btn,2005,56.36
btn,2006,55.87
btn,2007,55.82
btn,2008,56.02
btn,2009,55.62
btn,2010,54.87
btn,2011,54.21
btn,2012,51.21
btn,2013,49.49
btn,2014,50
btn,2015,52.29
btn,2016,51.3
btn,2017,50.68
btn,2018,50.49
btn,2019,50.21
bwa,1991,19.52
bwa,1992,19.33
bwa,1993,19.32
bwa,1994,19.27
bwa,1995,18.88
bwa,1996,18.5
bwa,1997,22.1
bwa,1998,26.39
bwa,1999,24.25
bwa,2000,22.09
bwa,2001,24.21
bwa,2002,26.06
bwa,2003,28.06
bwa,2004,28.48
bwa,2005,28.73
bwa,2006,28.81
bwa,2007,28.81
bwa,2008,28.93
bwa,2009,29.13
bwa,2010,28.56
bwa,2011,28.03
bwa,2012,27.6
bwa,2013,26.71
bwa,2014,26.14
bwa,2015,25.94
bwa,2016,25.37
bwa,2017,24.92
bwa,2018,24.39
bwa,2019,23.94
caf,1991,71.25
caf,1992,71.47
caf,1993,71.54
caf,1994,71.53
caf,1995,71.47
caf,1996,71.85
caf,1997,71.88
caf,1998,71.81
caf,1999,71.54
caf,2000,71.71
caf,2001,71.62
caf,2002,71.49
caf,2003,71.92
caf,2004,71.58
caf,2005,71.44
caf,2006,71.08
caf,2007,70.76
caf,2008,70.53
caf,2009,70
caf,2010,69.66
caf,2011,69.42
caf,2012,69.01
caf,2013,69.62
caf,2014,69.32
caf,2015,68.99
caf,2016,68.6
caf,2017,68.14
caf,2018,67.79
caf,2019,67.54
can,1991,4.39
can,1992,4.4
can,1993,4.39
can,1994,4.21
can,1995,4
can,1996,3.95
can,1997,3.81
can,1998,3.77
can,1999,3.53
can,2000,3.24
can,2001,2.86
can,2002,2.77
can,2003,2.79
can,2004,2.67
can,2005,2.79
can,2006,2.75
can,2007,2.62
can,2008,2.59
can,2009,2.65
can,2010,2.44
can,2011,2.41
can,2012,2.33
can,2013,2.4
can,2014,2.31
can,2015,2.21
can,2016,2.12
can,2017,2.02
can,2018,1.99
can,2019,1.97
chanisl,1991,6.12
chanisl,1992,6.07
chanisl,1993,6
chanisl,1994,5.91
chanisl,1995,5.81
chanisl,1996,5.71
chanisl,1997,5.59
chanisl,1998,5.47
chanisl,1999,5.33
chanisl,2000,5.16
chanisl,2001,5.1
chanisl,2002,5.06
chanisl,2003,5.04
chanisl,2004,4.94
chanisl,2005,4.83
chanisl,2006,4.67
chanisl,2007,4.49
chanisl,2008,4.43
chanisl,2009,4.42
chanisl,2010,4.33
chanisl,2011,4.22
chanisl,2012,4.12
chanisl,2013,4.01
chanisl,2014,3.89
chanisl,2015,3.78
chanisl,2016,3.68
chanisl,2017,3.59
chanisl,2018,3.51
chanisl,2019,3.43
che,1991,4.54
che,1992,4.35
che,1993,4.74
che,1994,4.65
che,1995,4.97
che,1996,5.19
che,1997,5.3
che,1998,5.26
che,1999,5.67
che,2000,5.51
che,2001,5.12
che,2002,5.06
che,2003,5.04
che,2004,4.73
che,2005,4.78
che,2006,4.73
che,2007,5
che,2008,4.37
che,2009,3.94
che,2010,4.14
che,2011,4.07
che,2012,4.02
che,2013,4.18
che,2014,4.33
che,2015,3.93
che,2016,3.8
che,2017,3.56
che,2018,3.44
che,2019,3.12
chl,1991,25.05
chl,1992,23.61
chl,1993,21.55
chl,1994,21.38
chl,1995,20.79
chl,1996,20.31
chl,1997,19.4
chl,1998,19.47
chl,1999,19.44
chl,2000,19.52
chl,2001,18.19
chl,2002,18
chl,2003,18.21
chl,2004,17.67
chl,2005,17.26
chl,2006,16.83
chl,2007,16.2
chl,2008,15.49
chl,2009,14.83
chl,2010,14.12
chl,2011,13.69
chl,2012,13.34
chl,2013,12.74
chl,2014,12.82
chl,2015,12.75
chl,2016,12.7
chl,2017,12.04
chl,2018,12.12
chl,2019,12.04
chn,1991,63.69
chn,1992,62.35
chn,1993,60.23
chn,1994,58.31
chn,1995,56.38
chn,1996,54.78
chn,1997,54.01
chn,1998,53.75
chn,1999,53.76
chn,2000,53.33
chn,2001,53.1
chn,2002,52.84
chn,2003,51.76
chn,2004,49.92
chn,2005,47.73
chn,2006,45.48
chn,2007,43.64
chn,2008,42.42
chn,2009,40.84
chn,2010,39.35
chn,2011,37.49
chn,2012,36.29
chn,2013,34.21
chn,2014,32.36
chn,2015,31.41
chn,2016,30.48
chn,2017,29.65
chn,2018,28.66
chn,2019,27.94
civ,1991,52.69
civ,1992,52.76
civ,1993,52.84
civ,1994,52.87
civ,1995,52.62
civ,1996,52.3
civ,1997,52.09
civ,1998,51.86
civ,1999,51.76
civ,2000,51.93
civ,2001,51.99
civ,2002,52.13
civ,2003,52.22
civ,2004,52.01
civ,2005,51.79
civ,2006,51.6
civ,2007,51.35
civ,2008,51.05
civ,2009,50.64
civ,2010,50.42
civ,2011,50.77
civ,2012,49.64
civ,2013,48.55
civ,2014,48.4
civ,2015,48.32
civ,2016,48.37
civ,2017,48.32
civ,2018,47.41
civ,2019,46.62
cmr,1991,63.88
cmr,1992,64.13
cmr,1993,64.57
cmr,1994,64.6
cmr,1995,64.53
cmr,1996,64.38
cmr,1997,64.12
cmr,1998,63.83
cmr,1999,63.46
cmr,2000,63.14
cmr,2001,62.9
cmr,2002,61.26
cmr,2003,59.73
cmr,2004,58.07
cmr,2005,56.87
cmr,2006,55.53
cmr,2007,54.07
cmr,2008,52.57
cmr,2009,51.2
cmr,2010,49.68
cmr,2011,47.98
cmr,2012,46.21
cmr,2013,44.36
cmr,2014,42.64
cmr,2015,41.94
cmr,2016,41.33
cmr,2017,40.79
cmr,2018,40.25
cmr,2019,39.79
cod,1991,63.44
cod,1992,63.99
cod,1993,64.5
cod,1994,64.93
cod,1995,65.03
cod,1996,64.4
cod,1997,65.3
cod,1998,65.43
cod,1999,65.96
cod,2000,65.48
cod,2001,65.65
cod,2002,65.15
cod,2003,64.82
cod,2004,64.26
cod,2005,63.72
cod,2006,63.4
cod,2007,63
cod,2008,62.68
cod,2009,62.53
cod,2010,61.93
cod,2011,61.43
cod,2012,60.92
cod,2013,60.21
cod,2014,59.41
cod,2015,58.82
cod,2016,58.64
cod,2017,58.31
cod,2018,57.77
cod,2019,57.43
cog,1991,40.44
cog,1992,40.43
cog,1993,40.54
cog,1994,40.88
cog,1995,40.81
cog,1996,40.67
cog,1997,40.79
cog,1998,40.66
cog,1999,40.94
cog,2000,40.38
cog,2001,40.11
cog,2002,39.74
cog,2003,39.72
cog,2004,39.43
cog,2005,38.76
cog,2006,38.24
cog,2007,38.47
cog,2008,38.01
cog,2009,37.41
cog,2010,36.55
cog,2011,36.17
cog,2012,35.75
cog,2013,35.4
cog,2014,34.76
cog,2015,34.53
cog,2016,34.8
cog,2017,34.99
cog,2018,34.87
cog,2019,34.95
col,1991,33.88
col,1992,33.67
col,1993,33.49
col,1994,33.08
col,1995,33.02
col,1996,32.66
col,1997,32.32
col,1998,32.21
col,1999,32.4
col,2000,32.42
col,2001,32.29
col,2002,31.92
col,2003,31.43
col,2004,30.49
col,2005,29.84
col,2006,28.81
col,2007,27.82
col,2008,27.31
col,2009,26.89
col,2010,26.21
col,2011,25.3
col,2012,24.4
col,2013,23.48
col,2014,22.91
col,2015,22.38
col,2016,22.36
col,2017,22.88
col,2018,23.07
col,2019,22.31
com,1991,53.86
com,1992,53.73
com,1993,53.68
com,1994,53.85
com,1995,53.79
com,1996,53.8
com,1997,53.6
com,1998,53.45
com,1999,53.23
com,2000,52.76
com,2001,52.37
com,2002,51.91
com,2003,51.46
com,2004,50.88
com,2005,49.82
com,2006,48.75
com,2007,47.34
com,2008,46.16
com,2009,45.12
com,2010,43.97
com,2011,42.77
com,2012,41.57
com,2013,40.34
com,2014,39.1
com,2015,38.52
com,2016,37.93
com,2017,37.42
com,2018,36.81
com,2019,36.35
cpv,1991,36.5
cpv,1992,35.96
cpv,1993,35.47
cpv,1994,34.62
cpv,1995,33.77
cpv,1996,32.95
cpv,1997,32.05
cpv,1998,30.99
cpv,1999,29.93
cpv,2000,28.65
cpv,2001,28.03
cpv,2002,27.19
cpv,2003,26.42
cpv,2004,25.29
cpv,2005,24.38
cpv,2006,23.41
cpv,2007,22.19
cpv,2008,21.39
cpv,2009,21.08
cpv,2010,20.63
cpv,2011,20.12
cpv,2012,19.81
cpv,2013,19.51
cpv,2014,19.23
cpv,2015,18.93
cpv,2016,18.43
cpv,2017,17.99
cpv,2018,16.07
cpv,2019,14.7
cri,1991,23.51
cri,1992,23.28
cri,1993,23.24
cri,1994,22.95
cri,1995,23.4
cri,1996,23.13
cri,1997,23.01
cri,1998,23.05
cri,1999,22.53
cri,2000,22.1
cri,2001,21.79
cri,2002,22.01
cri,2003,21.01
cri,2004,20.35
cri,2005,20.86
cri,2006,19.27
cri,2007,17.82
cri,2008,17.15
cri,2009,16.75
cri,2010,16
cri,2011,15.3
cri,2012,14.93
cri,2013,14.34
cri,2014,15.67
cri,2015,17.36
cri,2016,16.94
cri,2017,17.35
cri,2018,17.27
cri,2019,16.72
cub,1991,31.01
cub,1992,31.49
cub,1993,32.24
cub,1994,31.74
cub,1995,31.28
cub,1996,31.19
cub,1997,31.23
cub,1998,32.74
cub,1999,33.89
cub,2000,33.97
cub,2001,32.74
cub,2002,31.48
cub,2003,30.24
cub,2004,28.94
cub,2005,27.6
cub,2006,26.25
cub,2007,25.03
cub,2008,24.78
cub,2009,25.23
cub,2010,24.94
cub,2011,26.49
cub,2012,26.23
cub,2013,25.39
cub,2014,25.63
cub,2015,25.34
cub,2016,24.94
cub,2017,24.52
cub,2018,24.1
cub,2019,23.73
cyp,1991,11.68
cyp,1992,11.51
cyp,1993,11.47
cyp,1994,11.25
cyp,1995,11.03
cyp,1996,9.87
cyp,1997,8.73
cyp,1998,7.7
cyp,1999,6.75
cyp,2000,5.93
cyp,2001,5.47
cyp,2002,6
cyp,2003,6.14
cyp,2004,5.89
cyp,2005,5.65
cyp,2006,5.27
cyp,2007,5.91
cyp,2008,5.44
cyp,2009,4.71
cyp,2010,4.87
cyp,2011,5.05
cyp,2012,3.8
cyp,2013,4.3
cyp,2014,6.49
cyp,2015,5.67
cyp,2016,5.35
cyp,2017,3.77
cyp,2018,3.13
cyp,2019,3.36
cze,1991,9.31
cze,1992,9.27
cze,1993,9.01
cze,1994,7.93
cze,1995,7.57
cze,1996,7.28
cze,1997,6.95
cze,1998,6.64
cze,1999,6.41
cze,2000,6.32
cze,2001,6.03
cze,2002,6.01
cze,2003,5.52
cze,2004,5.42
cze,2005,4.86
cze,2006,4.51
cze,2007,4.38
cze,2008,3.83
cze,2009,3.79
cze,2010,3.98
cze,2011,3.83
cze,2012,3.9
cze,2013,3.77
cze,2014,3.6
cze,2015,3.93
cze,2016,3.83
cze,2017,3.61
cze,2018,3.63
cze,2019,3.41
deu,1991,3.55
deu,1992,3.48
deu,1993,3.45
deu,1994,3.37
deu,1995,3.27
deu,1996,3.19
deu,1997,3.23
deu,1998,3.12
deu,1999,3.26
deu,2000,3.04
deu,2001,3.05
deu,2002,2.91
deu,2003,2.91
deu,2004,2.89
deu,2005,2.89
deu,2006,2.81
deu,2007,2.79
deu,2008,2.17
deu,2009,2.05
deu,2010,2.03
deu,2011,2.04
deu,2012,1.96
deu,2013,1.82
deu,2014,1.79
deu,2015,1.78
deu,2016,1.67
deu,2017,1.62
deu,2018,1.6
deu,2019,1.53
dji,1991,39.13
dji,1992,39.1
dji,1993,39.3
dji,1994,39.29
dji,1995,39.42
dji,1996,39.65
dji,1997,39.78
dji,1998,39.85
dji,1999,39.67
dji,2000,39.59
dji,2001,39.33
dji,2002,38.87
dji,2003,38.37
dji,2004,37.88
dji,2005,37.33
dji,2006,36.6
dji,2007,35.84
dji,2008,35
dji,2009,34.53
dji,2010,33.84
dji,2011,32.89
dji,2012,32.16
dji,2013,31.43
dji,2014,30.52
dji,2015,29.59
dji,2016,28.73
dji,2017,27.97
dji,2018,27.02
dji,2019,26.14
dnk,1991,7.68
dnk,1992,7.46
dnk,1993,7.36
dnk,1994,7.09
dnk,1995,5.89
dnk,1996,5.33
dnk,1997,5.43
dnk,1998,5.32
dnk,1999,4.9
dnk,2000,5.14
dnk,2001,5.13
dnk,2002,4.58
dnk,2003,4.61
dnk,2004,4.49
dnk,2005,4.55
dnk,2006,4.51
dnk,2007,4.19
dnk,2008,4
dnk,2009,4.15
dnk,2010,4.01
dnk,2011,3.77
dnk,2012,4.05
dnk,2013,4.03
dnk,2014,3.92
dnk,2015,3.81
dnk,2016,3.6
dnk,2017,3.16
dnk,2018,3.3
dnk,2019,3.22
dom,1991,29.11
dom,1992,28.91
dom,1993,28.72
dom,1994,28.19
dom,1995,27.7
dom,1996,27.15
dom,1997,28.1
dom,1998,23.96
dom,1999,24.53
dom,2000,21.94
dom,2001,20.5
dom,2002,22.08
dom,2003,20.69
dom,2004,20.32
dom,2005,19.34
dom,2006,19.78
dom,2007,18.59
dom,2008,18.15
dom,2009,19.02
dom,2010,18.17
dom,2011,17.89
dom,2012,17.08
dom,2013,16.64
dom,2014,16.58
dom,2015,14.72
dom,2016,13.72
dom,2017,14.82
dom,2018,14.29
dom,2019,13.49
dza,1991,26.46
dza,1992,26.32
dza,1993,26.13
dza,1994,25.9
dza,1995,25.64
dza,1996,25.36
dza,1997,24.97
dza,1998,24.65
dza,1999,24.32
dza,2000,23.71
dza,2001,23.08
dza,2002,23.22
dza,2003,23.36
