geo,time,en_atm_noxe_eg_kt_ce
sdn,2009,660
sdn,2010,700
sdn,2011,740
sdn,2012,780
sdn,2013,830
sdn,2014,870
sdn,2015,910
sdn,2016,920
sdn,2017,930
sdn,2018,940
sen,1990,870
sen,1991,950
sen,1992,1040
sen,1993,1130
sen,1994,1210
sen,1995,1300
sen,1996,1370
sen,1997,1440
sen,1998,1510
sen,1999,1580
sen,2000,1650
sen,2001,1720
sen,2002,1780
sen,2003,1850
sen,2004,1920
sen,2005,1990
sen,2006,2020
sen,2007,2060
sen,2008,2100
sen,2009,2130
sen,2010,2170
sen,2011,2280
sen,2012,2390
sen,2013,2500
sen,2014,2610
sen,2015,2720
sen,2016,2770
sen,2017,2810
sen,2018,2850
sgp,1990,100
sgp,1991,110
sgp,1992,120
sgp,1993,120
sgp,1994,130
sgp,1995,140
sgp,1996,150
sgp,1997,160
sgp,1998,160
sgp,1999,170
sgp,2000,250
sgp,2001,260
sgp,2002,270
sgp,2003,270
sgp,2004,280
sgp,2005,290
sgp,2006,300
sgp,2007,310
sgp,2008,310
sgp,2009,320
sgp,2010,330
sgp,2011,330
sgp,2012,340
sgp,2013,350
sgp,2014,350
sgp,2015,360
sgp,2016,370
sgp,2017,380
sgp,2018,390
slb,1990,0
slb,1991,0
slb,1992,0
slb,1993,0
slb,1994,0
slb,1995,0
slb,1996,0
slb,1997,0
slb,1998,0
slb,1999,0
slb,2000,0
slb,2001,0
slb,2002,0
slb,2003,0
slb,2004,10
slb,2005,10
slb,2006,10
slb,2007,10
slb,2008,10
slb,2009,10
slb,2010,10
slb,2011,10
slb,2012,10
slb,2013,10
slb,2014,10
slb,2015,10
slb,2016,10
slb,2017,10
slb,2018,10
sle,1990,70
sle,1991,70
sle,1992,70
sle,1993,70
sle,1994,70
sle,1995,70
sle,1996,70
sle,1997,80
sle,1998,80
sle,1999,80
sle,2000,80
sle,2001,80
sle,2002,80
sle,2003,90
sle,2004,90
sle,2005,90
sle,2006,90
sle,2007,90
sle,2008,90
sle,2009,90
sle,2010,90
sle,2011,90
sle,2012,90
sle,2013,90
sle,2014,100
sle,2015,100
sle,2016,100
sle,2017,100
sle,2018,100
slv,1990,130
slv,1991,150
slv,1992,170
slv,1993,190
slv,1994,210
slv,1995,210
slv,1996,200
slv,1997,190
slv,1998,180
slv,1999,170
slv,2000,170
slv,2001,160
slv,2002,150
slv,2003,140
slv,2004,130
slv,2005,120
slv,2006,120
slv,2007,120
slv,2008,120
slv,2009,120
slv,2010,120
slv,2011,120
slv,2012,120
slv,2013,120
slv,2014,110
slv,2015,110
slv,2016,110
slv,2017,110
slv,2018,110
som,1990,100
som,1991,100
som,1992,110
som,1993,110
som,1994,110
som,1995,110
som,1996,120
som,1997,120
som,1998,130
som,1999,130
som,2000,140
som,2001,140
som,2002,150
som,2003,150
som,2004,160
som,2005,160
som,2006,170
som,2007,180
som,2008,180
som,2009,190
som,2010,200
som,2011,200
som,2012,200
som,2013,200
som,2014,210
som,2015,210
som,2016,210
som,2017,210
som,2018,210
srb,1990,200
srb,1991,190
srb,1992,190
srb,1993,180
srb,1994,180
srb,1995,170
srb,1996,170
srb,1997,160
srb,1998,160
srb,1999,160
srb,2000,160
srb,2001,160
srb,2002,160
srb,2003,160
srb,2004,160
srb,2005,160
srb,2006,170
srb,2007,350
srb,2008,520
srb,2009,700
srb,2010,870
srb,2011,890
srb,2012,910
srb,2013,920
srb,2014,940
srb,2015,960
srb,2016,950
srb,2017,950
srb,2018,940
ssd,1990,0
ssd,1991,0
ssd,1992,0
ssd,1993,0
ssd,1994,0
ssd,1995,0
ssd,1996,0
ssd,1997,0
ssd,1998,0
ssd,1999,0
ssd,2000,0
ssd,2001,0
ssd,2002,0
ssd,2003,0
ssd,2004,0
ssd,2005,0
ssd,2006,0
ssd,2007,0
ssd,2008,0
ssd,2009,0
ssd,2010,0
ssd,2011,20
ssd,2012,40
ssd,2013,50
ssd,2014,70
ssd,2015,90
ssd,2016,90
ssd,2017,90
ssd,2018,90
stp,1990,0
stp,1991,0
stp,1992,0
stp,1993,0
stp,1994,0
stp,1995,0
stp,1996,0
stp,1997,0
stp,1998,0
stp,1999,0
stp,2000,0
stp,2001,0
stp,2002,0
stp,2003,0
stp,2004,0
stp,2005,0
stp,2006,0
stp,2007,10
stp,2008,10
stp,2009,10
stp,2010,10
stp,2011,10
stp,2012,10
stp,2013,10
stp,2014,10
stp,2015,10
stp,2016,10
stp,2017,10
stp,2018,10
sur,1990,10
sur,1991,10
sur,1992,10
sur,1993,10
sur,1994,10
sur,1995,10
sur,1996,10
sur,1997,10
sur,1998,10
sur,1999,10
sur,2000,10
sur,2001,10
sur,2002,20
sur,2003,20
sur,2004,20
sur,2005,20
sur,2006,20
sur,2007,20
sur,2008,20
sur,2009,20
sur,2010,30
sur,2011,20
sur,2012,20
sur,2013,20
sur,2014,20
sur,2015,20
sur,2016,20
sur,2017,20
sur,2018,20
svk,1990,270
svk,1991,230
svk,1992,200
svk,1993,190
svk,1994,180
svk,1995,190
svk,1996,190
svk,1997,190
svk,1998,180
svk,1999,180
svk,2000,180
svk,2001,200
svk,2002,180
svk,2003,190
svk,2004,200
svk,2005,210
svk,2006,200
svk,2007,200
svk,2008,200
svk,2009,190
svk,2010,190
svk,2011,200
svk,2012,200
svk,2013,200
svk,2014,210
svk,2015,220
svk,2016,200
svk,2017,200
svk,2018,200
svn,1990,140
svn,1991,140
svn,1992,130
svn,1993,150
svn,1994,190
svn,1995,240
svn,1996,280
svn,1997,280
svn,1998,260
svn,1999,240
svn,2000,250
svn,2001,250
svn,2002,160
svn,2003,160
svn,2004,160
svn,2005,160
svn,2006,170
svn,2007,170
svn,2008,180
svn,2009,150
svn,2010,150
svn,2011,150
svn,2012,150
svn,2013,150
svn,2014,140
svn,2015,150
svn,2016,150
svn,2017,150
svn,2018,150
swe,1990,620
swe,1991,650
swe,1992,670
swe,1993,680
swe,1994,690
swe,1995,710
swe,1996,710
swe,1997,670
swe,1998,650
swe,1999,640
swe,2000,560
swe,2001,580
swe,2002,570
swe,2003,580
swe,2004,590
swe,2005,590
swe,2006,600
swe,2007,600
swe,2008,610
swe,2009,630
swe,2010,670
swe,2011,630
swe,2012,630
swe,2013,650
swe,2014,620
swe,2015,640
swe,2016,640
swe,2017,630
swe,2018,630
swz,1990,30
swz,1991,40
swz,1992,40
swz,1993,40
swz,1994,40
swz,1995,40
swz,1996,40
swz,1997,40
swz,1998,40
swz,1999,40
swz,2000,40
swz,2001,40
swz,2002,40
swz,2003,40
swz,2004,40
swz,2005,40
swz,2006,50
swz,2007,50
swz,2008,50
swz,2009,50
swz,2010,50
swz,2011,50
swz,2012,60
swz,2013,60
swz,2014,60
swz,2015,60
swz,2016,60
swz,2017,60
swz,2018,60
syc,1990,0
syc,1991,0
syc,1992,0
syc,1993,0
syc,1994,0
syc,1995,0
syc,1996,0
syc,1997,0
syc,1998,0
syc,1999,0
syc,2000,0
syc,2001,0
syc,2002,0
syc,2003,0
syc,2004,0
syc,2005,0
syc,2006,0
syc,2007,0
syc,2008,0
syc,2009,0
syc,2010,0
syc,2011,0
syc,2012,0
syc,2013,0
syc,2014,0
syc,2015,0
syc,2016,0
syc,2017,0
syc,2018,0
syr,1990,310
syr,1991,320
syr,1992,320
syr,1993,320
syr,1994,330
syr,1995,330
syr,1996,340
syr,1997,360
syr,1998,370
syr,1999,380
syr,2000,390
syr,2001,390
syr,2002,380
syr,2003,370
syr,2004,360
syr,2005,350
syr,2006,370
syr,2007,390
syr,2008,410
syr,2009,430
syr,2010,450
syr,2011,410
syr,2012,360
syr,2013,310
syr,2014,270
syr,2015,220
syr,2016,220
syr,2017,230
syr,2018,230
tcd,1990,70
tcd,1991,70
tcd,1992,70
tcd,1993,70
tcd,1994,70
tcd,1995,70
tcd,1996,80
tcd,1997,80
tcd,1998,80
tcd,1999,80
tcd,2000,80
tcd,2001,90
tcd,2002,90
tcd,2003,90
tcd,2004,90
tcd,2005,90
tcd,2006,90
tcd,2007,100
tcd,2008,100
tcd,2009,100
tcd,2010,100
tcd,2011,100
tcd,2012,100
tcd,2013,110
tcd,2014,110
tcd,2015,110
tcd,2016,110
tcd,2017,110
tcd,2018,110
tgo,1990,120
tgo,1991,120
tgo,1992,130
tgo,1993,130
tgo,1994,130
tgo,1995,140
tgo,1996,130
tgo,1997,140
tgo,1998,80
tgo,1999,120
tgo,2000,160
tgo,2001,170
tgo,2002,170
tgo,2003,180
tgo,2004,190
tgo,2005,190
tgo,2006,200
tgo,2007,210
tgo,2008,220
tgo,2009,230
tgo,2010,240
tgo,2011,240
tgo,2012,240
tgo,2013,230
tgo,2014,230
tgo,2015,230
tgo,2016,230
tgo,2017,230
tgo,2018,240
tha,1990,460
tha,1991,480
tha,1992,500
tha,1993,520
tha,1994,540
tha,1995,620
tha,1996,700
tha,1997,780
tha,1998,860
tha,1999,950
tha,2000,1030
tha,2001,1070
tha,2002,1100
tha,2003,1140
tha,2004,1180
tha,2005,1220
tha,2006,1230
tha,2007,1240
tha,2008,1250
tha,2009,1260
tha,2010,1270
tha,2011,1290
tha,2012,1320
tha,2013,1340
tha,2014,1370
tha,2015,1390
tha,2016,1420
tha,2017,1450
tha,2018,1480
tjk,1990,0
tjk,1991,10
tjk,1992,10
tjk,1993,20
tjk,1994,20
tjk,1995,30
tjk,1996,30
tjk,1997,30
tjk,1998,40
tjk,1999,40
tjk,2000,40
tjk,2001,50
tjk,2002,50
tjk,2003,60
tjk,2004,60
tjk,2005,70
tjk,2006,60
tjk,2007,50
tjk,2008,40
tjk,2009,30
tjk,2010,20
tjk,2011,20
tjk,2012,30
tjk,2013,30
tjk,2014,30
tjk,2015,30
tjk,2016,30
tjk,2017,30
tjk,2018,30
tkm,1990,0
tkm,1991,10
tkm,1992,10
tkm,1993,20
tkm,1994,20
tkm,1995,30
tkm,1996,30
tkm,1997,40
tkm,1998,40
tkm,1999,50
tkm,2000,50
tkm,2001,60
tkm,2002,70
tkm,2003,80
tkm,2004,90
tkm,2005,90
tkm,2006,100
tkm,2007,110
tkm,2008,120
tkm,2009,140
tkm,2010,150
tkm,2011,160
tkm,2012,160
tkm,2013,170
tkm,2014,180
tkm,2015,190
tkm,2016,190
tkm,2017,190
tkm,2018,190
tls,1990,0
tls,1991,0
tls,1992,0
tls,1993,0
tls,1994,0
tls,1995,0
tls,1996,0
tls,1997,0
tls,1998,0
tls,1999,0
tls,2000,0
tls,2001,0
tls,2002,0
tls,2003,0
tls,2004,0
tls,2005,0
tls,2006,0
tls,2007,0
tls,2008,0
tls,2009,0
tls,2010,0
tls,2011,0
tls,2012,0
tls,2013,0
tls,2014,0
tls,2015,0
tls,2016,0
tls,2017,0
tls,2018,0
ton,1990,0
ton,1991,0
ton,1992,0
ton,1993,0
ton,1994,0
ton,1995,0
ton,1996,0
ton,1997,0
ton,1998,0
ton,1999,0
ton,2000,0
ton,2001,0
ton,2002,0
ton,2003,0
ton,2004,0
ton,2005,0
ton,2006,0
ton,2007,0
ton,2008,0
ton,2009,0
ton,2010,0
ton,2011,0
ton,2012,0
ton,2013,0
ton,2014,0
ton,2015,0
ton,2016,0
ton,2017,0
ton,2018,0
tto,1990,10
tto,1991,10
tto,1992,10
tto,1993,10
tto,1994,10
tto,1995,10
tto,1996,10
tto,1997,10
tto,1998,20
tto,1999,20
tto,2000,20
tto,2001,20
tto,2002,20
tto,2003,20
tto,2004,20
tto,2005,20
tto,2006,30
tto,2007,30
tto,2008,30
tto,2009,30
tto,2010,30
tto,2011,30
tto,2012,30
tto,2013,30
tto,2014,30
tto,2015,30
tto,2016,30
tto,2017,30
tto,2018,30
tun,1990,80
tun,1991,90
tun,1992,90
tun,1993,90
tun,1994,90
tun,1995,110
tun,1996,130
tun,1997,150
tun,1998,170
tun,1999,190
tun,2000,210
tun,2001,210
tun,2002,210
tun,2003,210
tun,2004,210
tun,2005,210
tun,2006,220
tun,2007,220
tun,2008,220
tun,2009,220
tun,2010,220
tun,2011,230
tun,2012,240
tun,2013,250
tun,2014,260
tun,2015,270
tun,2016,280
tun,2017,280
tun,2018,280
tur,1990,1960
tur,1991,1950
tur,1992,1990
tur,1993,2260
tur,1994,2240
tur,1995,2340
tur,1996,2490
tur,1997,2530
tur,1998,2480
tur,1999,2480
tur,2000,2530
tur,2001,2360
tur,2002,2400
tur,2003,2760
tur,2004,3000
tur,2005,3120
tur,2006,3360
tur,2007,3780
tur,2008,4070
tur,2009,4190
tur,2010,3970
tur,2011,4230
tur,2012,2880
tur,2013,3000
tur,2014,3160
tur,2015,3720
tur,2016,3880
tur,2017,3880
tur,2018,3890
tuv,1990,0
tuv,1991,0
tuv,1992,0
tuv,1993,0
tuv,1994,0
tuv,1995,0
tuv,1996,0
tuv,1997,0
tuv,1998,0
tuv,1999,0
tuv,2000,0
tuv,2001,0
tuv,2002,0
tuv,2003,0
tuv,2004,0
tuv,2005,0
tuv,2006,0
tuv,2007,0
tuv,2008,0
tuv,2009,0
tuv,2010,0
tuv,2011,0
tuv,2012,0
tuv,2013,0
tuv,2014,0
tuv,2015,0
tuv,2016,0
tuv,2017,0
tuv,2018,0
tza,1990,1010
tza,1991,1020
tza,1992,1030
tza,1993,1040
tza,1994,1050
tza,1995,1010
tza,1996,1020
tza,1997,1040
tza,1998,1050
tza,1999,1070
tza,2000,1080
tza,2001,1260
tza,2002,1450
tza,2003,1630
tza,2004,1810
tza,2005,2000
tza,2006,2060
tza,2007,2120
tza,2008,2190
tza,2009,2250
tza,2010,2310
tza,2011,2750
tza,2012,3180
tza,2013,3620
tza,2014,4050
tza,2015,4490
tza,2016,4550
tza,2017,4620
tza,2018,4680
uga,1990,1860
uga,1991,1900
uga,1992,1930
uga,1993,1970
uga,1994,2010
uga,1995,1850
uga,1996,1690
uga,1997,1530
uga,1998,1370
uga,1999,1210
uga,2000,1060
uga,2001,1110
uga,2002,1160
uga,2003,1210
uga,2004,1260
uga,2005,1310
uga,2006,1520
uga,2007,1740
uga,2008,1950
uga,2009,2160
uga,2010,2370
uga,2011,2460
uga,2012,2550
uga,2013,2640
uga,2014,2720
uga,2015,2810
uga,2016,2850
uga,2017,2890
uga,2018,2920
ukr,1990,2000
ukr,1991,1720
ukr,1992,1480
ukr,1993,1270
ukr,1994,1110
ukr,1995,980
ukr,1996,810
ukr,1997,770
ukr,1998,750
ukr,1999,720
ukr,2000,700
ukr,2001,750
ukr,2002,810
ukr,2003,840
ukr,2004,830
ukr,2005,850
ukr,2006,930
ukr,2007,960
ukr,2008,940
ukr,2009,830
ukr,2010,850
ukr,2011,1230
ukr,2012,1230
ukr,2013,1170
ukr,2014,1100
ukr,2015,1040
ukr,2016,1030
ukr,2017,1030
ukr,2018,1020
ury,1990,70
ury,1991,70
ury,1992,70
ury,1993,70
ury,1994,70
ury,1995,70
ury,1996,70
ury,1997,70
ury,1998,60
ury,1999,60
ury,2000,50
ury,2001,60
ury,2002,60
ury,2003,60
ury,2004,60
ury,2005,60
ury,2006,60
ury,2007,70
ury,2008,70
ury,2009,80
ury,2010,80
ury,2011,80
ury,2012,80
ury,2013,80
ury,2014,80
ury,2015,80
ury,2016,80
ury,2017,80
ury,2018,80
usa,1990,53230
usa,1991,54980
usa,1992,58210
usa,1993,60420
usa,1994,62600
usa,1995,64280
usa,1996,65890
usa,1997,66820
usa,1998,67030
usa,1999,64780
usa,2000,64480
usa,2001,61670
usa,2002,60930
usa,2003,59800
usa,2004,58630
usa,2005,56680
usa,2006,54350
usa,2007,50710
usa,2008,48240
usa,2009,46190
usa,2010,46860
usa,2011,44590
usa,2012,41470
usa,2013,41500
usa,2014,39980
usa,2015,37740
usa,2016,37250
usa,2017,37390
usa,2018,37530
uzb,1990,170
uzb,1991,160
uzb,1992,130
uzb,1993,110
uzb,1994,100
uzb,1995,100
uzb,1996,100
uzb,1997,100
uzb,1998,100
uzb,1999,100
uzb,2000,110
uzb,2001,100
uzb,2002,100
uzb,2003,100
uzb,2004,100
uzb,2005,90
uzb,2006,80
uzb,2007,80
uzb,2008,70
uzb,2009,70
uzb,2010,70
uzb,2011,60
uzb,2012,60
uzb,2013,60
uzb,2014,60
uzb,2015,60
uzb,2016,60
uzb,2017,60
uzb,2018,60
vct,1990,0
vct,1991,0
vct,1992,0
vct,1993,0
vct,1994,0
vct,1995,0
vct,1996,0
vct,1997,0
vct,1998,0
vct,1999,0
vct,2000,0
vct,2001,0
vct,2002,0
vct,2003,0
vct,2004,0
vct,2005,0
vct,2006,0
vct,2007,0
vct,2008,0
vct,2009,0
vct,2010,0
vct,2011,0
vct,2012,0
vct,2013,0
vct,2014,0
vct,2015,0
vct,2016,0
vct,2017,0
vct,2018,0
ven,1990,200
ven,1991,200
ven,1992,200
ven,1993,210
ven,1994,210
ven,1995,220
ven,1996,220
ven,1997,230
ven,1998,240
ven,1999,260
ven,2000,270
ven,2001,280
ven,2002,300
ven,2003,310
ven,2004,320
ven,2005,340
ven,2006,350
ven,2007,360
ven,2008,380
ven,2009,390
ven,2010,410
ven,2011,410
ven,2012,400
ven,2013,400
ven,2014,400
ven,2015,400
ven,2016,400
ven,2017,400
ven,2018,400
vnm,1990,680
vnm,1991,730
vnm,1992,780
vnm,1993,830
vnm,1994,880
vnm,1995,860
vnm,1996,830
vnm,1997,810
vnm,1998,780
vnm,1999,760
vnm,2000,730
vnm,2001,720
vnm,2002,710
vnm,2003,690
vnm,2004,680
vnm,2005,670
vnm,2006,670
vnm,2007,670
vnm,2008,680
vnm,2009,680
vnm,2010,680
vnm,2011,680
vnm,2012,690
vnm,2013,690
vnm,2014,690
vnm,2015,690
vnm,2016,700
vnm,2017,710
vnm,2018,720
vut,1990,10
vut,1991,10
vut,1992,10
vut,1993,10
vut,1994,10
vut,1995,10
vut,1996,10
vut,1997,10
vut,1998,10
vut,1999,10
vut,2000,20
vut,2001,20
vut,2002,20
vut,2003,20
vut,2004,20
vut,2005,20
vut,2006,20
vut,2007,20
vut,2008,20
vut,2009,20
vut,2010,20
vut,2011,20
vut,2012,30
vut,2013,30
vut,2014,30
vut,2015,30
vut,2016,40
vut,2017,40
vut,2018,40
wsm,1990,0
wsm,1991,0
wsm,1992,0
wsm,1993,0
wsm,1994,0
wsm,1995,0
wsm,1996,0
wsm,1997,0
wsm,1998,0
wsm,1999,0
wsm,2000,0
wsm,2001,0
wsm,2002,0
wsm,2003,0
wsm,2004,0
wsm,2005,0
wsm,2006,0
wsm,2007,0
wsm,2008,0
wsm,2009,0
wsm,2010,0
wsm,2011,0
wsm,2012,0
wsm,2013,0
wsm,2014,0
wsm,2015,0
wsm,2016,0
wsm,2017,0
wsm,2018,0
yem,1990,40
yem,1991,40
yem,1992,40
yem,1993,40
yem,1994,40
yem,1995,40
yem,1996,40
yem,1997,40
yem,1998,40
yem,1999,40
yem,2000,40
yem,2001,40
yem,2002,50
yem,2003,60
yem,2004,60
yem,2005,70
yem,2006,80
yem,2007,80
yem,2008,80
yem,2009,90
yem,2010,90
yem,2011,90
yem,2012,90
yem,2013,90
yem,2014,90
yem,2015,80
yem,2016,90
yem,2017,90
yem,2018,90
zaf,1990,1680
zaf,1991,1740
zaf,1992,1810
zaf,1993,1870
zaf,1994,1930
zaf,1995,1980
zaf,1996,2010
zaf,1997,2040
zaf,1998,2070
zaf,1999,2110
zaf,2000,2140
zaf,2001,2190
zaf,2002,2240
zaf,2003,2290
zaf,2004,2330
zaf,2005,2380
zaf,2006,2430
zaf,2007,2480
zaf,2008,2530
zaf,2009,2580
zaf,2010,2630
zaf,2011,2600
zaf,2012,2580
zaf,2013,2550
zaf,2014,2530
zaf,2015,2500
zaf,2016,2560
zaf,2017,2610
zaf,2018,2660
zmb,1990,16230
zmb,1991,15510
zmb,1992,14780
zmb,1993,14060
zmb,1994,13330
zmb,1995,11160
zmb,1996,8980
zmb,1997,6810
zmb,1998,4630
zmb,1999,2460
zmb,2000,280
zmb,2001,290
zmb,2002,300
zmb,2003,310
zmb,2004,310
zmb,2005,320
zmb,2006,320
zmb,2007,330
zmb,2008,330
zmb,2009,330
zmb,2010,340
zmb,2011,370
zmb,2012,410
zmb,2013,450
zmb,2014,490
zmb,2015,520
zmb,2016,530
zmb,2017,540
zmb,2018,550
zwe,1990,410
zwe,1991,420
zwe,1992,430
zwe,1993,440
zwe,1994,440
zwe,1995,590
zwe,1996,730
zwe,1997,870
zwe,1998,1010
zwe,1999,1160
zwe,2000,1300
zwe,2001,1200
zwe,2002,1090
zwe,2003,990
zwe,2004,880
zwe,2005,780
zwe,2006,800
zwe,2007,830
zwe,2008,850
zwe,2009,880
zwe,2010,900
zwe,2011,1020
zwe,2012,1150
zwe,2013,1270
zwe,2014,1390
zwe,2015,1510
zwe,2016,1540
zwe,2017,1560
zwe,2018,1590
