geo,time,se_ter_enrr_ma
egy,2018,38.04088
eri,1995,3.02797
eri,1996,3.00491
eri,1998,2.85186
eri,1999,3.5034
eri,2000,3.37323
eri,2001,4.17561
eri,2002,3.69241
eri,2004,2.71088
eri,2009,4.0174
eri,2010,4.69226
eri,2014,5.13792
eri,2015,4.20402
eri,2016,3.92878
esp,1971,12.54753
esp,1972,13.69912
esp,1973,19.33371
esp,1974,20.55938
esp,1975,21.92781
esp,1976,24.55437
esp,1977,24.75247
esp,1978,26.67937
esp,1979,24.46654
esp,1980,25.23258
esp,1981,24.46471
esp,1982,24.26878
esp,1983,24.25914
esp,1984,25.3286
esp,1985,26.63906
esp,1986,28.47319
esp,1987,29.54214
esp,1988,30.94736
esp,1989,33.00415
esp,1990,34.29913
esp,1991,35.48456
esp,1992,37.47611
esp,1993,38.92844
esp,1994,42.23451
esp,1995,42.47827
esp,1996,44.00455
esp,1997,46.5764
esp,1998,48.44489
esp,1999,50.44508
esp,2000,52.97809
esp,2001,55.34014
esp,2002,56.16807
esp,2003,58.33282
esp,2004,59.38431
esp,2005,60.46473
esp,2006,61.52298
esp,2007,61.57395
esp,2008,62.48522
esp,2009,64.00521
esp,2010,68.09579
esp,2011,71.80545
esp,2012,74.29729
esp,2013,75.80396
esp,2014,77.79098
esp,2015,78.34086
esp,2016,78.98772
esp,2017,81.05325
esp,2018,82.66291
esp,2019,84.0702
est,1992,24.06129
est,1993,22.99457
est,1994,23.46458
est,1995,24.29459
est,1996,37.5763
est,1997,40.31278
est,1998,39.10791
est,1999,40.87963
est,2000,44.05817
est,2001,45.4275
est,2002,46.04069
est,2003,48.13817
est,2004,49.25338
est,2005,50.94435
est,2006,50.81158
est,2007,51.28009
est,2008,49.40286
est,2009,49.19819
est,2010,51.61741
est,2011,54.90923
est,2012,57.3214
est,2013,59.60236
est,2014,58.77691
est,2015,57.74015
est,2016,57.21571
est,2017,55.06017
est,2018,56.31225
est,2019,59.68582
eth,1971,0.3205
eth,1972,0.34771
eth,1974,0.43319
eth,1979,0.82326
eth,1980,0.87789
eth,1982,0.89122
eth,1983,0.94078
eth,1984,0.92007
eth,1986,1.33793
eth,1987,1.45053
eth,1988,1.34395
eth,1989,1.36357
eth,1990,1.40101
eth,1991,1.36534
eth,1994,0.9628
eth,1995,1.06372
eth,1996,1.11651
eth,1997,1.29132
eth,1998,1.37725
eth,1999,1.54563
eth,2000,1.86186
eth,2001,2.31603
eth,2002,2.43592
eth,2003,3.46878
eth,2004,3.90592
eth,2005,4.26807
eth,2008,5.5387
eth,2009,7.45378
eth,2010,10.4595
eth,2011,10.95527
eth,2012,11.19761
eth,2013,11.56252
eth,2014,10.892
eth,2015,12.30239
eth,2016,13.11225
eth,2017,13.30114
eth,2018,13.03159
fin,1971,13.18989
fin,1972,13.76424
fin,1973,14.35637
fin,1974,15.45256
fin,1975,16.49767
fin,1977,30.31981
fin,1978,31.5983
fin,1979,32.21609
fin,1980,32.52316
fin,1981,32.47343
fin,1982,32.6472
fin,1983,33.1245
fin,1984,32.17135
fin,1985,32.31025
fin,1986,34.13438
fin,1987,35.48108
fin,1988,37.04712
fin,1989,39.32462
fin,1990,42.22189
fin,1991,45.87163
fin,1992,49.0753
fin,1993,54.61034
fin,1994,58.80255
fin,1995,62.1048
fin,1996,65.10684
fin,1997,67.72412
fin,1998,72.03212
fin,1999,73.33467
fin,2000,74.62475
fin,2001,76.17516
fin,2002,76.20922
fin,2003,79.09184
fin,2004,81.59282
fin,2005,83.26147
fin,2006,83.99472
fin,2007,84.23498
fin,2008,84.65632
fin,2009,81.97696
fin,2010,84.27249
fin,2011,85.30917
fin,2012,84.18814
fin,2013,82.57925
fin,2014,80.82491
fin,2015,79.8463
fin,2016,79.73755
fin,2017,80.95853
fin,2018,82.81042
fin,2019,84.81826
fji,1970,0.89206
fji,1971,0.90626
fji,1972,1.54924
fji,1973,1.80266
fji,1974,2.81672
fji,1975,3.66878
fji,1985,3.88838
fji,1986,3.98017
fji,2003,14.39436
fji,2004,14.56839
fji,2005,14.74693
fji,2019,43.35775
fra,1979,24.78514
fra,1980,26.79156
fra,1982,27.2825
fra,1983,27.38729
fra,1985,28.55212
fra,1986,28.85156
fra,1987,29.04938
fra,1988,29.67898
fra,1989,32.06598
fra,1990,34.54379
fra,1991,36.48443
fra,1992,39.02221
fra,1993,41.26218
fra,1994,44.33966
fra,1995,44.82449
fra,1996,46.68292
fra,1997,47.41836
fra,1998,48.23542
fra,1999,46.24276
fra,2000,45.76397
fra,2001,45.82735
fra,2002,45.0831
fra,2003,46.75686
fra,2004,47.74973
fra,2005,47.86655
fra,2006,47.62995
fra,2007,46.74229
fra,2008,46.39921
fra,2009,46.57019
fra,2010,48.70747
fra,2011,49.47343
fra,2012,51.44333
fra,2013,53.42694
fra,2014,54.95664
fra,2015,56.10227
fra,2016,57.97096
fra,2017,58.83112
fra,2018,60.22155
fra,2019,60.87209
fsm,1979,34.47669
fsm,1980,25.00727
fsm,1981,46.35476
fsm,1982,23.84088
gab,1971,0.67468
gab,1972,1.20317
gab,1973,1.31614
gab,1976,3.44166
gab,1977,4.27054
gab,1978,4.26133
gab,1979,3.92893
gab,1980,5.01164
gab,1983,7.78621
gab,1984,7.91676
gab,1987,8.62262
gab,1988,8.0377
gab,1989,7.51534
gab,1990,7.42183
gab,1999,9.09728
gab,2001,9.57683
gab,2003,10.42723
gab,2019,18.79263
gbr,1971,19.24072
gbr,1972,20.1772
gbr,1973,20.67765
gbr,1974,21.17213
gbr,1975,23.30997
gbr,1976,24.0636
gbr,1977,24.30037
gbr,1978,24.13027
gbr,1979,24.14645
gbr,1980,23.48805
gbr,1981,23.49144
gbr,1982,23.35471
gbr,1983,23.15744
gbr,1984,23.06444
gbr,1985,22.8465
gbr,1986,23.11887
gbr,1987,23.93281
gbr,1988,24.62233
gbr,1989,25.65205
gbr,1990,27.38205
gbr,1991,29.78872
gbr,1992,33.57526
gbr,1993,37.76435
gbr,1994,42.21059
gbr,1995,46.77683
gbr,1996,49.08219
gbr,1997,50.95737
gbr,1998,52.2617
gbr,1999,55.98778
gbr,2000,53.58807
gbr,2001,53.5213
gbr,2002,55.44063
gbr,2003,54.00275
gbr,2004,50.14971
gbr,2005,49.50306
gbr,2006,49.26501
gbr,2007,49.05123
gbr,2008,47.6475
gbr,2009,49.11106
gbr,2010,50.53971
gbr,2011,50.99983
gbr,2012,51.18652
gbr,2013,49.26336
gbr,2014,48.91376
gbr,2015,48.57049
gbr,2016,49.96683
gbr,2017,50.97231
gbr,2018,51.98603
gbr,2019,55.63745
geo,1981,31.19106
geo,1991,38.09806
geo,1995,37.6557
geo,1996,37.15681
geo,1997,40.96012
geo,1999,33.93948
geo,2000,38.81787
geo,2001,40.64951
geo,2002,42.72515
geo,2003,45.65467
geo,2004,43.97979
geo,2005,49.39838
geo,2006,39.2883
geo,2007,38.75982
geo,2008,34.51731
geo,2009,25.27855
geo,2010,28.36432
geo,2011,30.96982
geo,2012,27.74185
geo,2013,32.65062
geo,2014,37.11371
geo,2015,41.59272
geo,2016,48.1178
geo,2017,53.25228
geo,2018,57.25506
geo,2019,60.1599
geo,2020,62.011
gha,1971,1.16131
gha,1972,1.24408
gha,1973,1.35912
gha,1974,1.54088
gha,1975,1.53801
gha,1976,1.78209
gha,1982,2.3414
gha,1991,1.40388
gha,1992,1.60258
gha,1993,1.99536
gha,1994,1.93775
gha,2005,7.50365
gha,2006,6.82823
gha,2007,8.3163
gha,2008,11.62245
gha,2009,10.81318
gha,2011,14.4656
gha,2012,14.55309
gha,2013,16.71492
gha,2014,18.31424
gha,2015,18.4009
gha,2016,17.99383
gha,2017,18.49143
gha,2018,17.72465
gha,2019,18.62487
gha,2020,19.61675
gin,1971,1.03554
gin,1975,4.25559
gin,1976,4.93848
gin,1977,5.57605
gin,1978,7.76106
gin,1981,7.11544
gin,1982,4.91133
gin,1983,4.82384
gin,1985,3.5667
gin,1986,3.29886
gin,1987,2.45897
gin,1988,2.11978
gin,1989,2.18424
gin,1990,2.03194
gin,1991,1.81506
gin,1992,1.73681
gin,1993,2.41093
gin,1994,2.29721
gin,1996,2.30635
gin,1997,2.32327
gin,1998,2.38642
gin,2004,4.01869
gin,2005,5.1727
gin,2006,8.63565
gin,2007,13.21198
gin,2008,14.6461
gin,2009,14.72581
gin,2010,16.80848
gin,2011,16.72052
gin,2012,15.67157
gin,2013,15.62582
gin,2014,16.20156
gin,2015,13.35238
gin,2016,13.12801
gin,2017,12.8765
gin,2018,11.36557
gin,2019,9.97876
gmb,1995,2.14995
gmb,1999,1.69273
gmb,2004,1.94733
gmb,2010,2.31098
gmb,2011,3.76088
gmb,2012,3.20948
gnb,1989,0.97378
gnq,1982,8.69271
gnq,1991,2.80977
gnq,2000,2.3851
grc,1971,17.24507
grc,1972,17.09539
grc,1973,17.94733
grc,1974,18.66417
grc,1975,20.91068
grc,1976,20.74076
grc,1977,20.7365
grc,1978,19.40211
grc,1979,19.00383
grc,1980,18.18036
grc,1981,18.00706
grc,1982,18.15026
grc,1983,19.47162
grc,1984,19.84553
grc,1985,21.82424
grc,1986,23.10913
grc,1987,24.67431
grc,1988,23.4402
grc,1989,23.15215
grc,1990,23.55176
grc,1992,33.2851
grc,1993,36.04239
grc,1994,39.54333
grc,1995,35.08001
grc,1996,39.44313
grc,1997,43.59551
grc,1998,42.85668
grc,1999,44.31672
grc,2000,48.71968
grc,2001,54.36012
grc,2002,60.78167
grc,2003,66.09852
grc,2004,71.07183
grc,2005,80.82046
grc,2006,86.09281
grc,2007,84.45787
grc,2010,100.49854
grc,2011,106.06957
grc,2012,110.65771
grc,2013,113.86825
grc,2014,120.07252
grc,2016,130.44449
grc,2017,136.23201
grc,2018,142.82315
grc,2019,147.07884
grd,1979,1.4763
grd,1980,4.77118
grd,1982,6.52055
grd,1983,4.59228
grd,1984,4.0678
grd,2009,54.23121
grd,2015,88.84789
grd,2016,85.13854
grd,2017,90.29545
grd,2018,93.20107
gtm,1970,5.18786
gtm,1971,5.27498
gtm,1972,5.58011
gtm,1973,5.93619
gtm,1974,5.28616
gtm,1975,5.72831
gtm,1976,6.2597
gtm,1977,6.8945
gtm,1978,7.82149
gtm,2002,10.62166
gtm,2007,17.11606
gtm,2013,19.15641
gtm,2014,17.19733
gtm,2015,20.04137
gtm,2019,20.52395
guy,1971,2.49546
guy,1972,2.54656
guy,1973,2.68574
guy,1976,4.48452
guy,1979,3.35407
guy,1980,3.38096
guy,1981,3.25137
guy,1982,3.47049
guy,1983,2.68738
guy,1984,2.39888
guy,1985,2.53233
guy,1986,2.63557
guy,1988,4.75721
guy,1990,6.41294
guy,1994,10.58934
guy,1995,9.39778
guy,1996,10.53896
guy,1997,11.56833
guy,2004,7.79814
guy,2005,7.72326
guy,2006,7.50455
guy,2007,7.7086
guy,2008,9.57521
guy,2009,7.25337
guy,2010,6.9248
guy,2011,7.22748
guy,2012,7.78787
hkg,1971,10.17951
hkg,1972,10.82714
hkg,1973,11.34435
hkg,1974,12.56766
hkg,1975,13.28872
hkg,1976,14.78566
hkg,1977,13.29376
hkg,1979,13.43098
hkg,1980,13.59412
hkg,1982,14.12719
hkg,1983,15.42666
hkg,1984,16.23252
hkg,1992,21.68047
hkg,1993,22.3852
hkg,1994,24.52558
hkg,2003,32.23031
hkg,2004,32.08117
hkg,2005,33.41835
hkg,2006,34.7197
hkg,2007,43.28658
hkg,2008,56.35072
hkg,2009,57.69021
hkg,2010,59.73752
hkg,2011,59.90961
hkg,2012,59.20953
hkg,2013,64.30331
hkg,2014,65.384
hkg,2015,65.23117
hkg,2016,67.39361
hkg,2017,70.29046
hkg,2018,72.89821
hkg,2019,76.69708
hkg,2020,79.57803
hnd,1974,4.74715
hnd,1975,5.1752
hnd,1976,6.69153
hnd,1977,7.95859
hnd,1978,8.89643
hnd,1980,9.15917
hnd,1988,11.51008
hnd,1989,11.29373
hnd,1990,10.09927
hnd,1991,9.91087
hnd,1992,10.47253
hnd,1993,9.93166
hnd,1994,11.06481
hnd,1999,11.13462
hnd,2000,11.42754
hnd,2003,13.18325
hnd,2004,13.19934
hnd,2008,14.00475
hnd,2010,18.10961
hnd,2012,16.16997
hnd,2013,16.54838
hnd,2014,16.87384
hnd,2015,17.26532
hnd,2016,17.61896
hnd,2017,20.67633
hnd,2018,22.18382
hnd,2019,21.37148
hrv,1993,24.86483
hrv,1994,26.67252
hrv,1995,26.06918
hrv,1996,27.73459
hrv,1997,26.57575
hrv,1998,28.52533
hrv,1999,29.2391
hrv,2000,30.02026
hrv,2001,32.76857
hrv,2002,35.37855
hrv,2003,37.45021
hrv,2004,38.21439
hrv,2005,40.52806
hrv,2006,41.00648
hrv,2007,42.49711
hrv,2008,43.74677
hrv,2009,43.00564
hrv,2010,46.26565
hrv,2011,47.86197
hrv,2012,51.50633
hrv,2013,55.93505
hrv,2014,57.16163
hrv,2015,56.67379
hrv,2016,56.16163
hrv,2017,57.38623
hrv,2018,56.78118
hrv,2019,56.54433
hti,1976,0.98747
hti,1977,0.93793
hti,1978,1.25175
hti,1979,1.25091
hti,1981,1.21382
hti,1984,1.47202
hti,1986,1.59489
hun,1971,11.18863
hun,1972,11.20435
hun,1973,10.97105
hun,1974,11.36003
hun,1975,11.60195
hun,1976,11.86704
hun,1977,12.00626
hun,1978,12.01145
hun,1979,12.26077
hun,1980,12.55763
hun,1981,13.0011
hun,1982,13.66687
hun,1983,14.09133
hun,1984,14.3471
hun,1985,14.75482
hun,1986,14.63764
hun,1987,14.23533
hun,1988,13.95617
hun,1989,13.57255
hun,1990,14.11281
hun,1991,14.09375
hun,1992,14.4984
hun,1993,15.5077
hun,1994,18.22212
hun,1995,20.81649
hun,1996,22.49594
hun,1997,23.99185
hun,1998,27.05233
hun,1999,29.08308
hun,2000,32.40006
hun,2001,35.07545
hun,2002,38.96715
hun,2003,44.27413
hun,2004,50.28189
hun,2005,52.99493
hun,2006,55.01869
hun,2007,55.84441
hun,2008,54.82303
hun,2009,54.63547
hun,2010,54.13633
hun,2011,53.85561
hun,2012,53.32958
hun,2013,49.91392
hun,2014,45.47198
hun,2015,43.49086
hun,2016,42.85474
hun,2017,43.34087
hun,2018,45.30236
hun,2019,47.17143
idn,1970,4.36316
idn,1972,3.982
idn,1976,3.70007
idn,1982,5.24684
idn,1983,5.48468
idn,1984,7.29653
idn,1985,8.22808
idn,1993,11.23955
idn,1995,13.84013
idn,1996,14.88537
idn,1999,16.04094
idn,2000,15.75301
idn,2001,16.00335
idn,2002,15.82686
idn,2003,17.78835
idn,2004,18.49554
idn,2006,18.11274
idn,2007,17.93323
idn,2008,21.62464
idn,2009,23.63021
idn,2010,25.67771
idn,2011,28.40164
idn,2012,29.84558
idn,2013,29.42856
idn,2014,29.18028
idn,2015,31.51227
idn,2016,33.26483
idn,2017,34.00785
idn,2018,33.75196
ind,1971,7.49704
ind,1973,7.52126
ind,1976,7.2828
ind,1977,6.95904
ind,1978,7.17491
ind,1979,7.04348
ind,1980,7.06684
ind,1981,7.41387
ind,1982,6.84236
ind,1983,7.69895
ind,1984,8.11622
ind,1985,7.9174
ind,1986,8.06644
ind,1987,8.54737
ind,1988,7.29214
ind,1989,7.54701
ind,1990,7.72716
ind,1991,7.76521
ind,1995,6.98281
ind,1996,7.71035
ind,1997,8.01794
ind,2000,11.34255
ind,2001,11.38556
ind,2002,11.8497
ind,2003,12.49036
ind,2004,12.8915
ind,2005,12.3362
ind,2006,13.15273
ind,2007,15.22165
ind,2009,18.50692
ind,2010,20.33295
ind,2011,25.16253
ind,2013,24.35854
ind,2014,25.46224
ind,2015,26.72463
ind,2016,26.63853
ind,2017,26.91141
ind,2018,27.17026
ind,2019,27.11052
ind,2020,27.79505
irl,1971,13.76538
irl,1972,13.98093
irl,1973,13.80605
irl,1974,14.49482
irl,1976,21.51343
irl,1977,20.30034
irl,1978,20.16229
irl,1979,19.45688
irl,1980,19.46953
irl,1981,20.90603
irl,1982,22.71349
irl,1983,23.85017
irl,1984,23.34663
irl,1985,24.33599
irl,1986,25.40818
irl,1987,26.67662
irl,1988,27.74645
irl,1989,29.15328
irl,1990,29.46243
irl,1991,29.94765
irl,1992,32.15828
irl,1993,33.27099
irl,1994,35.58662
irl,1995,35.66041
irl,1996,36.32867
irl,1997,37.31346
irl,1998,39.18238
irl,1999,43.26777
irl,2000,44.77457
irl,2001,45.3994
irl,2002,47.43358
irl,2003,48.99812
irl,2004,52.40719
irl,2005,52.54965
irl,2006,51.8206
irl,2007,51.67117
irl,2008,49.36723
irl,2009,52.54853
irl,2010,60.78759
irl,2011,65.16534
irl,2012,66.26116
irl,2013,70.0012
irl,2014,71.83497
irl,2015,74.0417
irl,2016,73.71682
irl,2017,73.74135
irl,2018,72.70329
irl,2019,69.91093
irn,1971,4.31329
irn,1972,4.55942
irn,1973,5.09838
irn,1974,5.26379
irn,1975,5.66914
irn,1976,6.23687
irn,1977,6.02758
irn,1978,5.95056
irn,1996,21.25093
irn,1999,20.10355
irn,2000,19.90395
irn,2001,20.42243
irn,2002,19.06747
irn,2003,19.5627
irn,2004,21.47787
irn,2005,23.10379
irn,2006,25.43832
irn,2007,29.36496
irn,2008,35.05478
irn,2009,36.74425
irn,2010,44.23285
irn,2011,50.12172
irn,2012,56.46208
irn,2013,61.22558
irn,2014,70.86627
irn,2015,78.91069
irn,2016,74.98749
irn,2017,73.3309
irn,2018,66.60736
irn,2019,62.75979
irn,2020,59.23799
irq,1971,7.52778
irq,1972,7.93376
irq,1973,8.55106
irq,1974,8.92293
irq,1975,9.88979
irq,1976,10.25999
irq,1977,11.15098
irq,1978,11.19176
irq,1979,10.92258
irq,1980,12.1591
irq,1981,12.27015
irq,1982,13.1078
irq,1983,13.17415
irq,1984,12.90532
irq,1985,14.67025
irq,1986,14.50815
irq,1987,13.2487
irq,1988,13.44237
irq,1989,15.1493
irq,1999,15.038
irq,2000,15.64957
irq,2002,16.56223
irq,2004,19.95577
irq,2005,20.12872
isl,1971,14.33836
isl,1972,15.62871
isl,1973,16.88203
isl,1974,17.35512
isl,1975,17.95877
isl,1976,18.43735
isl,1977,18.34862
isl,1978,18.26622
isl,1981,19.87914
isl,1983,22.0823
isl,1984,22.21338
isl,1986,18.68171
isl,1989,20.30096
isl,1990,22.13291
isl,1991,20.93176
isl,1992,24.20364
isl,1993,22.86638
isl,1994,28.17449
isl,1995,29.62578
isl,1996,29.04807
isl,1997,30.87779
isl,1998,30.51581
isl,1999,30.19331
isl,2000,34.7424
isl,2001,35.7472
isl,2002,39.80202
isl,2003,44.84512
isl,2004,47.68387
isl,2005,48.11969
isl,2006,50.31418
isl,2007,49.80248
isl,2008,51.28316
isl,2009,52.16191
isl,2010,56.76676
isl,2011,60.83241
isl,2012,60.68043
isl,2013,59.59379
isl,2014,59.78096
isl,2015,54.70039
isl,2016,51.78242
isl,2017,50.60147
isl,2018,51.76508
isl,2019,53.28926
isr,1971,21.17684
isr,1973,24.57921
isr,1975,25.09221
isr,1977,28.4117
isr,1978,28.00897
isr,1979,32.00318
isr,1980,32.54915
isr,1981,29.96182
isr,1982,36.1875
isr,1983,36.40063
isr,1984,36.32755
isr,1986,36.60294
isr,1987,37.52177
isr,1988,35.42612
isr,1989,34.82313
isr,1990,34.4442
isr,1991,35.46812
isr,1993,37.09172
isr,1998,40.49151
isr,1999,40.36046
isr,2000,41.43063
isr,2001,43.92139
isr,2002,48.54146
isr,2003,49.60509
isr,2004,49.34912
isr,2005,50.67057
isr,2006,51.48206
isr,2007,53.19809
isr,2008,52.82387
isr,2009,55.09735
isr,2010,57.59214
isr,2011,57.52041
isr,2012,59.3166
isr,2013,57.3579
isr,2014,57.32617
isr,2015,55.19382
isr,2016,54.34128
isr,2017,52.81753
isr,2018,50.9764
isr,2019,48.70755
ita,1971,20.81778
ita,1972,24.29631
ita,1973,24.85508
ita,1974,26.05647
ita,1975,28.84209
ita,1976,30.42217
ita,1977,31.34001
ita,1978,31.43549
ita,1979,31.67025
ita,1980,30.7277
ita,1981,30.40386
ita,1983,27.2846
ita,1984,27.14989
ita,1985,27.80647
ita,1986,27.17826
ita,1987,26.02654
ita,1988,27.50232
ita,1989,28.85465
ita,1990,30.1047
ita,1991,32.74801
ita,1992,33.5309
ita,1993,34.97477
ita,1994,38.19907
ita,1995,38.77427
ita,1996,39.18956
ita,1997,42.42492
ita,1998,41.54472
ita,1999,42.85783
ita,2000,43.59099
ita,2001,45.70502
ita,2002,47.67522
ita,2003,50.26707
ita,2004,53.27404
ita,2005,54.62327
ita,2006,55.49762
ita,2007,55.67052
ita,2008,55.17776
ita,2009,55.0147
ita,2010,54.41539
ita,2011,54.11537
ita,2012,53.14983
ita,2013,52.13032
ita,2014,51.87918
ita,2015,51.62664
ita,2016,51.86703
ita,2017,53.02467
ita,2018,55.17592
ita,2019,56.65158
jam,1971,6.08155
jam,1972,6.81213
jam,1973,7.52744
jam,1974,7.46726
jam,2000,10.59423
jam,2001,11.76564
jam,2002,11.66319
jam,2008,14.37804
jam,2009,14.20028
jam,2010,16.38831
jam,2011,15.86603
jam,2012,18.94857
jam,2013,16.64401
jam,2015,19.88181
jor,1971,3.84191
jor,1972,4.17667
jor,1973,5.27603
jor,1974,6.37125
jor,1975,6.95091
jor,1976,8.61002
jor,1977,11.30133
jor,1978,10.92456
jor,1979,11.46456
jor,1980,15.0962
jor,1981,16.19641
jor,1982,20.95095
jor,1983,21.18107
jor,1984,22.66704
jor,1985,20.01158
jor,1986,18.65634
jor,1987,18.89929
jor,1988,15.97861
jor,1989,18.05234
jor,1990,17.32351
jor,1991,20.15483
jor,1992,19.57201
jor,1993,19.07629
jor,1994,17.9646
jor,1996,20.3512
jor,1997,22.81348
jor,2000,25.45294
jor,2002,29.14538
jor,2003,31.26025
jor,2004,35.16179
jor,2005,35.84598
jor,2006,34.67477
jor,2007,36.20962
jor,2008,38.9401
jor,2009,39.65029
jor,2010,34.81321
jor,2011,33.7164
jor,2012,38.9025
jor,2015,35.10985
jor,2016,34.36643
jor,2017,29.06493
jor,2018,31.51004
jor,2019,30.40572
jor,2020,30.26646
jpn,1971,24.43588
jpn,1972,26.78965
jpn,1973,28.17595
jpn,1974,30.14054
jpn,1975,32.11874
jpn,1976,34.24587
jpn,1977,35.80509
jpn,1978,39.32676
jpn,1979,39.78294
jpn,1980,40.09931
jpn,1981,39.81681
jpn,1982,39.09565
jpn,1983,38.16138
jpn,1984,37.74971
jpn,1985,36.79482
jpn,1986,35.18255
jpn,1987,35.23504
jpn,1988,35.49453
jpn,1989,35.47498
jpn,1990,35.38655
jpn,1991,35.44506
jpn,1992,34.46019
jpn,1994,41.73364
jpn,1995,42.7341
jpn,1998,48.23973
jpn,1999,50.00757
jpn,2016,65.12114
jpn,2017,65.06032
jpn,2018,65.16645
kaz,1994,31.43035
kaz,1995,31.19446
kaz,1996,27.41473
kaz,1999,22.60248
kaz,2000,29.10671
kaz,2006,48.8491
kaz,2010,40.74481
kaz,2011,43.0736
kaz,2012,45.43164
kaz,2013,44.51695
kaz,2014,43.18265
kaz,2015,40.78858
kaz,2016,41.74348
kaz,2017,44.38799
kaz,2018,48.20818
kaz,2019,55.38415
kaz,2020,64.13539
ken,1984,1.59904
ken,1985,1.86719
ken,1987,2.08439
ken,2000,3.50664
ken,2001,3.61088
ken,2002,3.62905
ken,2004,3.61473
ken,2005,3.68907
ken,2009,4.71622
ken,2015,10.78838
ken,2016,13.45287
ken,2017,13.20053
kgz,1993,19.78108
kgz,1994,19.08099
kgz,1995,18.68642
kgz,1996,20.47958
kgz,1997,22.5585
kgz,1998,26.83435
kgz,1999,29.03297
kgz,2000,35.0105
kgz,2001,39.69709
kgz,2002,40.64221
kgz,2003,37.29151
kgz,2004,37.15154
kgz,2005,37.76602
kgz,2006,38.38382
kgz,2007,37.40443
kgz,2008,39.53504
kgz,2009,37.87484
kgz,2010,36.60662
kgz,2011,36.8242
kgz,2012,38.91665
kgz,2013,41.51221
kgz,2014,39.90232
kgz,2015,40.58371
kgz,2016,39.70571
kgz,2017,38.29963
kgz,2018,36.00659
kgz,2019,37.38893
kgz,2020,41.36852
khm,1972,2.38689
khm,1973,2.20774
khm,1993,1.98612
khm,1994,2.25124
khm,1995,2.2283
khm,1996,2.69316
khm,1997,2.1703
khm,2000,3.80791
khm,2001,3.52146
khm,2002,3.58778
khm,2004,3.89694
khm,2005,4.66283
khm,2006,7.75456
khm,2007,9.81022
khm,2008,12.04673
khm,2009,15.07627
khm,2010,17.39173
khm,2011,18.23244
khm,2015,14.38902
khm,2017,14.06193
khm,2018,14.4196
khm,2019,15.16371
kna,1979,0.66722
kna,1980,0.48524
kna,1984,0.93102
kna,1985,0.70237
kna,1986,5.50293
kna,1987,7.37369
kna,1988,5.42817
kna,1992,5.42231
kna,1993,9.1842
kna,2008,12.81934
kna,2014,84.00393
kna,2015,57.72638
kor,1971,9.85946
kor,1972,10.11734
kor,1973,10.26175
kor,1974,10.48894
kor,1975,10.71211
kor,1976,12.05519
kor,1977,12.51857
kor,1978,13.64505
kor,1979,15.47911
kor,1980,18.75795
kor,1982,27.77753
kor,1983,34.2027
kor,1984,38.95749
kor,1985,41.67727
kor,1986,45.83828
kor,1987,47.49506
kor,1988,48.22671
kor,1989,48.36857
kor,1990,49.22691
kor,1991,50.01372
kor,1992,51.20103
kor,1993,53.96732
kor,1994,56.56747
kor,1995,61.001
kor,1996,67.73973
kor,1997,84.055
kor,1998,84.16343
kor,1999,91.35048
kor,2000,96.14835
kor,2001,99.12992
kor,2002,101.61814
kor,2003,103.818
kor,2004,106.73447
kor,2005,110.7839
kor,2006,115.61982
kor,2007,119.62997
kor,2008,120.56458
kor,2009,119.57434
kor,2010,116.74681
kor,2011,113.99267
kor,2012,109.87859
kor,2013,107.41745
kor,2014,106.22614
kor,2015,105.28522
kor,2016,104.61468
kor,2017,104.751
kor,2018,105.81173
kor,2019,107.87237
kwt,1971,3.54739
kwt,1972,4.73129
kwt,1973,5.24294
kwt,1974,5.34023
kwt,1975,5.24223
kwt,1976,7.45305
kwt,1977,8.46132
kwt,1978,9.85693
kwt,1979,7.86851
kwt,1980,8.03416
kwt,1981,8.61684
kwt,1982,10.14194
kwt,1983,10.94228
kwt,1984,12.23882
kwt,1985,14.18875
kwt,1986,14.88364
kwt,1987,13.44935
kwt,1988,12.906
kwt,1989,12.02709
kwt,1990,8.37392
kwt,1992,8.10475
kwt,1993,9.13718
kwt,1994,13.398
kwt,1995,16.37436
kwt,1996,20.0623
kwt,1997,18.81964
kwt,1999,16.362
kwt,2001,13.85762
kwt,2002,13.23591
kwt,2003,12.30193
kwt,2004,12.23786
kwt,2014,35.39302
kwt,2015,36.90364
kwt,2016,36.73145
kwt,2017,36.65578
kwt,2018,35.82565
kwt,2019,37.21078
kwt,2020,43.45121
lao,1971,0.28928
lao,1972,0.29525
lao,1973,0.24025
lao,1974,0.51897
lao,1975,0.43071
lao,1980,0.5575
lao,1981,0.61093
lao,1982,1.20984
lao,1983,1.60645
lao,1985,1.89163
lao,1986,1.86635
lao,1988,1.69995
lao,1990,1.50741
lao,1993,1.86361
lao,1994,1.92226
lao,1995,2.36149
lao,1996,3.35112
lao,1997,3.57299
lao,1998,2.8525
lao,1999,3.16422
lao,2000,3.52557
lao,2001,3.90333
lao,2002,5.32434
lao,2003,6.32619
lao,2004,7.11703
lao,2005,9.15231
lao,2006,10.72931
lao,2007,13.3795
lao,2008,15.03054
lao,2009,18.30806
lao,2010,18.8877
lao,2011,20.57667
lao,2012,19.43198
lao,2013,20.31335
lao,2014,19.0834
lao,2015,18.65783
lao,2016,17.35101
lao,2017,15.43711
lao,2018,14.42553
lao,2019,13.66651
lao,2020,12.59789
lbn,1971,31.66386
lbn,1972,29.65628
lbn,1980,41.73879
