geo,time,sh_uhc_oopc_25_zs
cpv,2007,0.02192
cri,1992,0.09598
cri,2004,0.4747
cri,2012,1.42252
cri,2018,1.12851
cym,2015,0.00582
cyp,2009,1.48041
cyp,2015,1.59415
cze,1999,0
cze,2010,0.05269
deu,2010,0.09587
dji,2002,0.05746
dji,2012,0.62037
dji,2017,0.25849
dnk,1997,0.37289
dnk,2010,0.49398
dom,2007,4.90401
dom,2018,0.9414
ecu,2011,3.59541
ecu,2013,2.44082
egy,1997,1.36791
egy,2008,0.88586
egy,2012,3.89644
egy,2015,5.07391
egy,2017,6.09676
esp,1996,0.54333
esp,2006,1.27392
esp,2007,1.11884
esp,2008,1.23513
esp,2009,1.29173
esp,2010,1.21268
esp,2011,1.18054
esp,2012,1.29603
esp,2013,1.06918
esp,2014,1.33829
esp,2015,1.55352
esp,2016,1.06777
esp,2017,1.12122
esp,2018,1.06336
esp,2019,1.123
est,1995,0.05438
est,2000,1.02066
est,2001,1.1988
est,2002,1.12054
est,2003,1.54059
est,2004,1.93293
est,2005,1.82565
est,2006,3.04948
est,2007,2.66158
est,2010,1.18824
eth,1999,0.11454
eth,2004,0.17633
eth,2011,0.20498
eth,2015,0.2652
fin,1998,1.12318
fin,2006,0.8362
fin,2012,0.94361
fin,2016,0.6581
fji,2008,0.1106
gab,2005,0.2202
gab,2017,0.71677
gbr,1995,0.06716
gbr,1999,0.09226
gbr,2000,0.26034
gbr,2005,0.34296
gbr,2010,0.43931
gbr,2013,0.48044
gbr,2014,0.40264
gbr,2016,0.50777
gbr,2017,0.50882
gbr,2018,0.36943
geo,1997,2.79433
geo,1998,2.01446
geo,1999,2.48603
geo,2000,4.73363
geo,2001,4.42996
geo,2002,4.09416
geo,2003,3.90052
geo,2004,3.76983
geo,2005,4.83151
geo,2006,5.43991
geo,2007,5.88031
geo,2008,7.8989
geo,2009,9.54516
geo,2010,7.8503
geo,2011,7.09378
geo,2012,6.71603
geo,2013,6.79226
geo,2017,9.73797
gha,1991,0.59805
gha,1998,0.82348
gha,2005,0.49221
gha,2012,0.10445
gha,2016,0.11109
gin,2002,2.47193
gin,2007,0.2167
gin,2012,1.25234
gmb,2003,0.02714
gmb,2010,0.06157
gmb,2015,0.02829
gnb,2002,1.43971
gnb,2010,0.95383
grc,2010,1.77928
grc,2016,1.61979
gtm,2000,0.3331
gtm,2011,2.24602
gtm,2014,3.77957
hnd,2004,0.10286
hrv,1999,0.14974
hrv,2004,0.13771
hrv,2008,0.29732
hrv,2009,0.13084
hrv,2010,0.25681
hti,2012,1.82684
hti,2013,3.98441
hun,1993,0.11414
hun,1998,0.72636
hun,1999,0.66933
hun,2000,0.77975
hun,2001,0.57927
hun,2002,0.74566
hun,2003,1.25757
hun,2004,0.89976
hun,2005,0.75788
hun,2006,0.5879
hun,2007,0.97548
hun,2010,0.30962
idn,1999,1.06581
idn,2001,0.41875
idn,2002,0.33113
idn,2004,0.33038
idn,2005,0.33662
idn,2006,0.249
idn,2007,0.32788
idn,2009,0.4812
idn,2010,0.46854
idn,2011,0.90828
idn,2012,0.89333
idn,2013,0.91529
idn,2014,1.16539
idn,2015,0.40972
idn,2016,0.90119
idn,2017,0.87408
ind,1995,1.432
ind,2000,3.2661
ind,2001,3.05704
ind,2003,3.50253
ind,2004,3.32416
ind,2006,3.8391
ind,2007,2.78993
ind,2009,3.28037
ind,2011,4.55379
ind,2017,6.53458
irl,1999,0.25599
irl,2009,0.47965
irn,2005,2.92271
irn,2007,2.94371
irn,2008,3.47529
irn,2009,3.58072
irn,2010,3.68637
irn,2011,3.06576
irn,2012,3.22014
irn,2013,3.76134
irn,2014,3.78842
irn,2015,3.89343
irn,2016,3.79998
irn,2017,3.70469
irn,2018,3.7
irn,2019,3.4597
irq,2006,0.42561
irq,2012,0.87106
isl,1995,0.93897
isr,1997,1.08771
isr,1999,0.63756
isr,2001,2.3287
isr,2005,2.2265
isr,2007,2.31368
isr,2010,1.39797
isr,2012,1.84238
ita,2001,1.27229
ita,2010,1.08318
jam,1990,2.14404
jam,1991,2.36088
jam,1992,3.1348
jam,1996,1.15195
jam,1997,0.42885
jam,2001,0.55613
jam,2002,2.68062
jam,2003,2.59295
jam,2004,2.87733
jor,2002,0.03304
jor,2006,0.90555
jor,2008,0.2537
jpn,2010,1.6
jpn,2011,1.6
jpn,2012,1.7
jpn,2013,1.6
jpn,2014,1.6
jpn,2015,1.6
jpn,2016,1.6
jpn,2017,1.6
jpn,2018,1.7
jpn,2019,1.9
kaz,2001,0.08749
kaz,2002,0.11498
kaz,2003,0.15185
kaz,2004,0.13438
kaz,2005,0.0607
kaz,2007,0.55004
kaz,2008,0.42302
kaz,2009,0.11829
kaz,2010,0.18536
kaz,2011,0.03096
kaz,2012,0.07565
kaz,2013,0.06646
kaz,2014,0.08075
kaz,2015,0.11997
ken,2005,1.55991
ken,2015,1.26578
kgz,2000,0.05702
kgz,2001,0.0968
kgz,2002,0.18553
kgz,2003,0.04453
kgz,2004,2.02154
kgz,2005,0.50245
kgz,2006,0.79847
kgz,2007,0.56522
kgz,2008,0.29761
kgz,2009,0.36346
kgz,2010,0.0293
kgz,2016,0.72351
khm,2009,5.74855
khm,2014,4.09818
khm,2019,4.92094
kir,2006,0
kor,2003,0.90689
kor,2004,0.83877
kor,2005,1.43336
kor,2006,1.78447
kor,2007,2.26786
kor,2008,1.88183
kor,2009,2.00791
kor,2010,1.74406
kor,2011,1.7162
kor,2012,1.56776
kor,2013,1.71447
kor,2014,1.91151
kor,2015,2.13963
kor,2016,1.96041
kor,2017,1.41471
kor,2018,2.86906
kos,2003,0.51594
kos,2005,1.42206
kos,2006,0.65564
kos,2009,0.82158
kos,2010,1.00433
kos,2011,0.89967
kos,2016,1.03476
lao,2002,0.05312
lao,2007,0.26367
lbn,1999,9.97964
lbn,2012,6.3
lbr,2007,1.59529
lbr,2014,6.17024
lbr,2016,1.1313
lca,2016,1.9294
lka,1995,0.51281
lka,2005,0.69714
lka,2006,0.71707
lka,2009,0.73897
lka,2012,1.0059
lka,2015,0.89674
lka,2016,0.89854
lso,2010,1.35076
ltu,1998,1.60902
ltu,1999,1.40877
ltu,2000,2.4276
ltu,2001,2.68814
ltu,2002,2.88454
ltu,2003,2.296
ltu,2004,2.52806
ltu,2008,2.66562
lux,1998,0
lux,2010,0.14817
lux,2012,0.23866
lux,2013,0.20239
lux,2014,0.22228
lux,2015,0.22371
lux,2016,0.28101
lva,1997,1.78121
lva,2002,1.34106
lva,2003,1.65489
lva,2004,1.87612
lva,2005,2.27706
lva,2006,1.83147
lva,2007,3.34053
lva,2008,2.62459
lva,2009,3.4972
lva,2010,4.20336
lva,2011,4.86201
lva,2012,4.20203
lva,2013,4.32106
lva,2014,4.91607
lva,2015,5.18724
lva,2016,5.70009
mar,1998,0.25053
mar,2000,0.53411
mar,2006,2.69966
mar,2013,6.43894
mda,1998,2.70384
mda,1999,3.11755
mda,2000,2.7215
mda,2001,2.97186
mda,2002,3.0527
mda,2003,3.38925
mda,2004,2.62093
mda,2005,3.28119
mda,2006,3.56759
mda,2007,3.51946
mda,2008,3.55641
mda,2009,3.39433
mda,2010,3.79275
mda,2011,3.22683
mda,2012,3.25957
mda,2013,3.55867
mda,2014,3.02452
mda,2015,3.72881
mda,2016,3.56346
mdg,2005,0
mdg,2010,0.21417
mdg,2012,0.63126
mdv,2004,0.58753
mdv,2009,6.15891
mdv,2016,4.06678
mex,2008,0.7308
mex,2012,0.48385
mex,2014,0.56452
mex,2016,0.23063
mkd,1996,0.20813
mkd,1997,0.02128
mkd,1998,0.2123
mkd,1999,0
mkd,2000,0.51961
mkd,2002,0.81255
mkd,2003,1.11365
mkd,2004,0.83883
mkd,2005,0.69431
mkd,2006,0.77755
mli,1994,0.88334
mli,2006,0.09252
mli,2009,0.68812
mli,2011,0.1652
mli,2014,0.33601
mli,2015,0.22369
mli,2016,0.16699
mli,2017,0.0585
mli,2018,0.08952
mlt,2008,2.85489
mlt,2015,2.7473
mmr,2015,3.58429
mmr,2017,3.46829
mne,2005,1.51307
mne,2006,0.69464
mne,2007,1.48089
mne,2008,1.12059
mne,2009,0.64282
mne,2010,0.72031
mne,2011,0.7522
mne,2012,0.84394
mne,2013,1.73022
mne,2014,0.96188
mne,2015,0.77786
mng,2002,0.07559
mng,2009,0.22136
mng,2010,0.12564
mng,2011,0.20112
mng,2012,0.2876
mng,2014,0.51946
mng,2016,0.91392
mng,2018,1.33401
moz,2002,0.04545
moz,2008,0.30739
moz,2014,0.40306
mrt,2004,1.80773
mrt,2014,2.94621
mus,1996,1.01509
mus,2006,0.6557
mus,2012,0.78772
mus,2017,1.90461
mwi,2004,0
mwi,2010,0.09566
mwi,2013,1.68573
mwi,2016,1.02095
mys,2013,0.16
mys,2016,0.19
mys,2019,0.13061
nam,2009,0.21258
nam,2015,0.31883
ner,2005,0.16585
ner,2007,0.1048
ner,2011,1.86251
ner,2018,0.9056
nga,2003,10.64483
nga,2009,8.92006
nga,2010,5.36717
nga,2012,4.41722
nga,2015,4.55406
nga,2018,4.09421
nic,1993,2.19961
nic,1998,2.09353
nic,2001,3.22838
nic,2009,2.46734
nic,2014,9.1028
nor,1996,0.91917
nor,1997,0.42814
nor,1998,0.49849
npl,1995,0.8804
npl,2003,0.79971
npl,2013,2.12146
npl,2014,2.271
npl,2015,2.13588
npl,2016,2.10224
omn,1999,0.09795
pak,2001,0.08463
pak,2004,0.06615
pak,2007,0.03783
pak,2010,0.36612
pak,2011,0.48681
pak,2013,0.64324
pak,2015,0.49841
pan,1997,1.83965
pan,2003,3.23244
pan,2007,0.28976
pan,2008,0.63517
pan,2017,0.65158
per,2000,2.89132
per,2006,1.3378
per,2008,1.56356
per,2009,1.35144
per,2011,1.28501
per,2012,1.47517
per,2013,1.38369
per,2014,1.24671
per,2015,1.20338
per,2016,1.01893
per,2017,0.8858
per,2018,1.27782
per,2019,1.14104
phl,1997,0.6211
phl,2000,0.61348
phl,2003,0.61489
phl,2006,0.97539
phl,2009,1.01051
phl,2012,1.29369
phl,2015,1.41478
pol,1993,0.84832
pol,1998,1.09917
pol,1999,1.2202
pol,2000,1.4613
pol,2001,1.27079
pol,2002,1.30861
pol,2003,1.11051
pol,2004,1.51433
pol,2005,1.95579
pol,2006,1.78731
pol,2007,1.82124
pol,2008,1.62676
pol,2009,1.65948
pol,2010,1.43687
pol,2011,1.4175
pol,2012,1.61058
pol,2013,1.35511
pol,2014,1.18648
pol,2015,1.4631
pol,2016,1.31569
prt,1990,1.80557
prt,1994,2.50976
prt,2011,3.31108
pry,2000,2.40306
pry,2001,2.04382
pry,2013,2.37511
pry,2014,1.93376
pse,2004,1.17586
pse,2005,0.85248
pse,2006,0.68932
pse,2007,1.27558
pse,2009,1.27912
pse,2010,0.9741
pse,2016,0.96602
rou,1998,1.01773
rou,1999,1.18158
rou,2000,1.19935
rou,2001,1.25805
rou,2002,1.55046
rou,2003,1.45514
rou,2004,2.0709
rou,2005,2.41239
rou,2006,2.44362
rou,2007,2.41922
rou,2008,2.36089
rou,2009,2.70141
rou,2010,2.60148
rou,2011,2.39403
rou,2012,2.29311
rou,2013,2.01323
rou,2015,2.47375
rou,2016,2.19121
rus,1997,0.73228
rus,1998,0.25954
rus,1999,0.31351
rus,2000,0.28967
rus,2001,0.38816
rus,2002,0.62586
rus,2003,0.13049
rus,2004,0.17781
rus,2010,0.53572
rus,2011,0.49944
rus,2012,0.16985
rus,2013,0.66081
rus,2014,0.59572
rus,2019,1.3
rus,2020,0.9
rwa,2000,1.33514
rwa,2005,0.35572
rwa,2010,0.69978
rwa,2013,0.29127
rwa,2016,0.13072
sau,2013,0.6
sau,2018,0.58
sdn,2009,3.33657
sen,2001,0.14697
sen,2005,0
sen,2011,0.19358
sgp,2013,1.47486
sle,2003,15.18728
sle,2011,11.90198
sle,2018,3.0447
slv,2014,0.3044
som,2016,0
som,2017,0
srb,2003,1.32542
srb,2004,1.74535
srb,2005,2.14762
srb,2006,1.53595
srb,2007,1.43795
srb,2008,1.46808
srb,2009,0.64501
srb,2010,0.83792
srb,2013,0.82513
srb,2015,0.53042
ssd,2009,2.62644
ssd,2016,2.70996
ssd,2017,4.04738
stp,2010,0.09682
stp,2017,1.15236
sur,2016,1.35123
svk,2004,0.42998
svk,2005,0.52388
svk,2006,0.45363
svk,2007,0.26314
svk,2008,0.51353
svk,2009,0.40539
svk,2010,0.43767
svk,2015,0.04253
svn,2007,0.14866
svn,2010,0.22076
svn,2012,0.38916
svn,2015,0.30521
svn,2018,0.31003
swe,1996,0.69413
swz,2000,2.20479
swz,2009,2.04225
swz,2016,1.29342
syc,2006,0
syc,2013,1.29809
syr,2003,0.69793
syr,2007,1.41416
tcd,2003,0.22201
tcd,2011,1.57542
tgo,2006,0.20535
tgo,2011,4.81283
tgo,2015,7.78783
tgo,2018,2.43388
tha,1994,1.8554
tha,1996,1.91399
tha,1998,1.12522
tha,2000,0.92723
tha,2002,0.84295
tha,2004,0.76842
tha,2006,0.76827
tha,2007,0.7054
tha,2008,0.56168
tha,2009,0.60123
tha,2010,0.46513
tha,2011,0.3816
tha,2012,0.41576
tha,2013,0.40358
tha,2014,0.3488
tha,2015,0.35953
tha,2016,0.32112
tha,2017,0.41035
tha,2018,0.34103
tha,2019,0.27343
tjk,1999,2.5748
tjk,2003,4.90837
tjk,2007,1.46375
tjk,2009,2.89666
tjk,2013,1.68376
tjk,2014,1.90655
tjk,2016,1.88733
tjk,2017,1.91357
tjk,2018,2.19295
tls,2001,0
tls,2007,0.65299
tls,2014,0.5463
tto,2005,1.04053
tto,2014,1.92929
tun,1995,2.21004
tun,2000,7.74892
tun,2005,7.06235
tun,2010,2.36454
tun,2015,2.36133
tur,2002,1.06633
tur,2003,0.98662
tur,2004,1.03833
tur,2005,0.86749
tur,2006,0.89998
tur,2007,0.90566
tur,2008,0.68039
tur,2009,0.7348
tur,2010,0.59249
tur,2011,0.44972
tur,2012,0.31992
tur,2013,0.4845
tur,2014,0.52971
tur,2015,0.49954
tur,2016,0.36361
tza,2000,0.20127
tza,2007,0.30454
tza,2011,1.95643
tza,2018,0.81677
uga,1996,2.44066
uga,1999,0.7657
uga,2002,0.73994
uga,2005,2.19778
uga,2009,1.41856
uga,2012,3.58705
uga,2016,3.77239
ukr,1996,2.46861
ukr,2002,1.78715
ukr,2003,1.41117
ukr,2004,1.25882
ukr,2005,0.92574
ukr,2006,0.98414
ukr,2007,1.15721
ukr,2008,0.735
ukr,2009,0.82219
ukr,2010,0.88582
ukr,2011,0.89735
ukr,2012,1.03942
ukr,2013,1.07274
ukr,2014,0.84665
ukr,2015,0.62888
ukr,2016,1.31231
ukr,2017,1.04954
ukr,2018,1.23139
ukr,2019,1.15282
ury,1995,1.85207
ury,2005,0.47566
ury,2016,0.16628
usa,1996,0.91121
usa,1997,0.81166
usa,1998,0.96667
usa,1999,1.04221
usa,2000,1.0776
usa,2001,1.01181
usa,2002,0.99248
usa,2003,0.94915
usa,2004,0.8927
usa,2005,0.97342
usa,2006,0.825
usa,2008,0.72379
usa,2009,0.72777
usa,2011,0.85499
usa,2012,0.85647
usa,2013,0.78077
usa,2014,0.74082
usa,2015,0.7727
usa,2016,0.66343
usa,2019,0.75609
uzb,2000,2.22108
uzb,2002,1.60656
uzb,2003,1.84943
vnm,1992,3.64
vnm,1997,2.5636
vnm,1998,2.56
vnm,2002,2.95251
vnm,2004,4.05075
vnm,2006,3.82643
vnm,2008,3.59758
vnm,2010,2.14083
vnm,2012,2.02846
vnm,2014,2.07212
vnm,2016,1.8972
vnm,2018,2.42754
vnm,2020,1.73391
yem,1998,1.35434
yem,2005,5.37672
yem,2014,4.15905
zaf,1990,0.4389
zaf,2000,0.22058
zaf,2005,0.18784
zaf,2008,0.54635
zaf,2010,0.00465
zaf,2014,0.12076
zmb,1996,1.11615
zmb,2004,0.53494
zmb,2006,0.42785
zmb,2010,0.00912
zwe,2017,7.02518
