geo,time,fb_bnk_capa_zs
bgr,2011,10.7647
bgr,2012,10.09607
bgr,2013,10.35152
bgr,2014,11.56688
bgr,2015,12.0159
bgr,2016,11.62961
bgr,2017,11.3934
bgr,2018,10.82327
bgr,2019,11.59432
bgr,2020,11.8822
bih,2000,20.43923
bih,2001,14.52766
bih,2002,14.93297
bih,2003,11.79346
bih,2004,10.73723
bih,2005,9.72961
bih,2006,9.73689
bih,2007,8.81781
bih,2008,9.20405
bih,2009,9.69789
bih,2010,10.27702
bih,2011,10.61361
bih,2012,10.93375
bih,2013,11.53761
bih,2014,10.66636
bih,2015,10.07751
bih,2016,10.86116
bih,2017,10.67599
bih,2018,10.43046
bih,2019,10.78633
bih,2020,10.47051
blr,2010,11.09652
blr,2011,12.02255
blr,2012,10.98354
blr,2013,10.17698
blr,2014,9.67767
blr,2015,9.93939
blr,2016,10.58598
blr,2017,11.49544
blr,2018,11.48124
blr,2019,11.54639
blr,2020,11.36816
blr,2021,12.14014
bol,2010,7.68539
bol,2011,7.53512
bol,2012,7.67717
bol,2013,7.48549
bol,2014,7.14516
bol,2015,7.03798
bol,2016,7.32457
bol,2017,6.63942
bol,2018,6.72879
bol,2019,6.87992
bol,2020,6.81024
bra,2005,10.01819
bra,2006,10.23935
bra,2007,10.25402
bra,2008,10.54964
bra,2009,11.94856
bra,2010,10.29938
bra,2011,10.08254
bra,2012,10.14898
bra,2013,10.14738
bra,2014,9.76484
bra,2015,8.82953
bra,2016,9.09721
bra,2017,9.41254
bra,2018,9.42741
bra,2019,9.32997
bra,2020,9.71309
brb,2016,10.28933
brb,2017,10.50278
brb,2018,8.23474
brb,2019,7.63757
brb,2020,10.21926
brb,2021,10.37317
brn,2009,9.71181
brn,2010,9.15863
brn,2011,8.07266
brn,2012,6.79352
brn,2013,9.51051
brn,2014,9.77882
brn,2015,10.95111
brn,2016,11.07156
brn,2017,9.50249
brn,2018,11.08495
brn,2019,11.15649
brn,2020,11.94681
brn,2021,10.08064
btn,2009,8.18223
btn,2010,8.09101
btn,2011,12.08105
btn,2012,16.96436
btn,2013,17.49786
btn,2014,16.61128
btn,2015,17.61139
btn,2016,15.44891
btn,2017,12.9711
btn,2018,13.73653
btn,2019,12.17623
bwa,2012,7.06078
bwa,2013,8.38265
bwa,2014,9.11141
bwa,2015,8.52432
bwa,2016,8.44035
bwa,2017,8.76613
bwa,2018,8.91953
bwa,2019,8.91081
bwa,2020,9.19113
bwa,2021,8.62584
caf,2010,10.38447
caf,2011,13.15233
caf,2012,14.12808
caf,2013,19.08734
caf,2014,19.15936
caf,2015,18.06041
caf,2016,16.08993
caf,2017,17.6945
caf,2018,15.07938
caf,2019,15.92027
caf,2020,13.81746
can,2005,4.50904
can,2006,4.58167
can,2007,4.22304
can,2008,4.04616
can,2009,4.75624
can,2010,4.76631
can,2011,4.87672
can,2012,4.61983
can,2013,4.30271
can,2014,4.47839
can,2015,4.55249
can,2016,4.65117
can,2017,4.79472
can,2018,4.78625
can,2019,4.70198
can,2020,4.55593
che,2005,5.08331
che,2006,4.87525
che,2007,4.55372
che,2008,4.83682
che,2009,5.55129
che,2010,5.40141
che,2011,5.54787
che,2012,5.50258
che,2013,6.12923
che,2014,6.8529
che,2015,7.29081
che,2016,7.12063
che,2017,8.01711
che,2018,8.30051
che,2019,8.58799
che,2020,8.12587
chl,2001,7.65992
chl,2002,8.04966
chl,2003,8.00371
chl,2004,7.46524
chl,2005,7.10102
chl,2006,6.79388
chl,2007,7.11731
chl,2008,6.4336
chl,2009,6.84764
chl,2010,8.28474
chl,2011,7.77135
chl,2012,8.00648
chl,2013,8.12636
chl,2014,7.97112
chl,2015,7.57499
chl,2016,8.41033
chl,2017,8.44315
chl,2018,8.41998
chl,2019,7.51598
chl,2020,6.86119
chn,2014,6.86071
chn,2015,7.06619
chn,2016,6.87224
chn,2017,7.08841
chn,2018,7.37794
chn,2019,7.57138
chn,2020,7.54176
cmr,2010,4.33976
cmr,2011,2.96466
cmr,2012,2.67567
cmr,2013,3.41595
cmr,2014,4.95121
cmr,2015,5.25827
cmr,2016,4.31495
cmr,2017,4.53806
cmr,2018,4.97925
cmr,2019,5.06459
cmr,2020,6.48635
cog,2010,4.87161
cog,2011,3.99005
cog,2012,4.25416
cog,2013,5.18906
cog,2014,5.66068
cog,2015,9.06308
cog,2016,10.63223
cog,2017,12.2012
cog,2018,11.83273
cog,2019,13.09855
cog,2020,10.12376
col,2005,8.59409
col,2006,8.72688
col,2007,9.3947
col,2008,9.04003
col,2009,9.80458
col,2010,9.79385
col,2011,10.23354
col,2012,10.46302
col,2013,8.96216
col,2014,8.92944
col,2015,8.70103
col,2016,8.73123
col,2017,9.19236
col,2018,9.44158
col,2019,9.12952
col,2020,9.94699
col,2021,12.42672
com,2010,17.36473
com,2011,16.18848
com,2012,10.72833
com,2013,11.2867
com,2014,11.89884
com,2015,10.87902
com,2016,8.87767
com,2017,10.54082
com,2018,11.54328
com,2019,12.81024
com,2020,10.1108
cri,2008,8.45403
cri,2009,9.60532
cri,2010,9.8972
cri,2011,9.99752
cri,2012,9.90515
cri,2013,9.68715
cri,2014,9.67861
cri,2015,9.63798
cri,2016,9.27888
cri,2017,9.44245
cri,2018,9.57078
cri,2019,10.02038
cri,2020,9.5617
cyp,2008,4.26268
cyp,2009,4.63489
cyp,2010,6.004
cyp,2011,4.38695
cyp,2012,3.79657
cyp,2013,8.12295
cyp,2014,9.57784
cyp,2015,9.86911
cyp,2016,10.1841
cyp,2017,8.69778
cyp,2018,8.10081
cyp,2019,8.92014
cyp,2020,8.66211
cze,2005,19.53378
cze,2008,5.44559
cze,2009,6.05433
cze,2010,6.45344
cze,2011,6.46273
cze,2012,6.84601
cze,2013,7.17579
cze,2014,7.26746
cze,2015,7.49088
cze,2016,7.22773
cze,2017,6.46241
cze,2018,6.52009
cze,2019,6.81839
cze,2020,7.34037
deu,2005,4.07
deu,2006,4.33
deu,2007,4.27
deu,2008,4.49
deu,2009,4.81
deu,2010,4.3
deu,2011,4.36
deu,2012,4.73
deu,2013,5.45
deu,2014,5.61
deu,2015,5.94
deu,2016,5.98
deu,2017,6.33
deu,2018,6.47
deu,2019,6.31
deu,2020,5.93
dji,2012,3.84065
dji,2013,4.16835
dji,2014,4.29503
dji,2015,5.25704
dji,2016,5.74979
dji,2017,5.38924
dji,2018,6.29175
dji,2019,6.64578
dji,2020,6.06599
dma,2015,3.99939
dma,2016,3.39347
dma,2017,5.13319
dma,2018,4.92628
dma,2019,3.55511
dma,2020,4.20348
dnk,2005,6.14434
dnk,2006,5.73891
dnk,2007,6.2408
dnk,2008,5.51644
dnk,2009,5.49294
dnk,2010,5.43221
dnk,2011,18.85158
dnk,2012,18.52097
dnk,2013,21.5677
dnk,2014,5.11626
dnk,2015,5.09551
dnk,2016,5.13927
dnk,2017,4.88429
dnk,2018,5.10155
dnk,2019,4.82945
dnk,2020,4.64547
dnk,2021,4.80617
dom,2008,9.68109
dom,2009,9.18287
dom,2010,8.96952
dom,2011,9.46067
dom,2012,9.5246
dom,2013,9.11581
dom,2014,9.08252
dom,2015,9.05791
dom,2016,9.104
dom,2017,9.44403
dom,2018,9.61034
dza,2009,7.70965
dza,2010,8.22683
dza,2011,7.91414
dza,2012,8.30221
dza,2013,8.27387
dza,2014,7.93763
dza,2015,9.01056
dza,2016,9.87098
dza,2017,9.77862
dza,2018,9.96847
ecu,2002,10.20134
ecu,2003,10.31927
ecu,2004,10.43068
ecu,2005,10.38251
ecu,2006,10.32428
ecu,2007,11.60071
ecu,2008,12.44935
ecu,2009,12.42355
ecu,2010,12.28041
ecu,2011,11.88301
ecu,2012,11.90369
ecu,2013,12.13652
ecu,2014,12.07529
ecu,2015,12.84449
ecu,2016,11.65426
ecu,2017,11.45955
esp,2012,4.53506
esp,2013,5.33995
esp,2014,5.61508
esp,2015,6.00001
esp,2016,6.15141
esp,2017,6.05561
esp,2018,6.04633
esp,2019,6.09899
esp,2020,5.91091
est,2008,7.14067
est,2009,8.66183
est,2010,9.0058
est,2011,8.20051
est,2012,9.04806
est,2013,9.87493
est,2014,10.68006
est,2015,15.04866
est,2016,14.672
est,2017,13.73304
est,2018,13.24968
est,2019,12.63144
est,2020,10.95673
eth,2017,8.67029
eth,2018,8.59801
eth,2019,7.9768
fin,2005,9.44798
fin,2006,9.38047
fin,2007,7.98002
fin,2008,6.23811
fin,2009,6.4066
fin,2010,5.52474
fin,2011,4.35354
fin,2012,4.41733
fin,2013,5.01086
fin,2014,4.34264
fin,2015,5.60151
fin,2016,6.45719
fin,2017,9.02584
fin,2018,9.30352
fin,2019,6.84524
fji,2000,5.50183
fji,2001,6.88927
fji,2002,5.85037
fji,2003,6.44568
fji,2004,6.47699
fji,2005,6.95906
fji,2006,7.12646
fji,2007,7.31599
fji,2008,9.7293
fji,2009,10.46425
fji,2010,11.84769
fji,2011,9.51586
fji,2012,8.88382
fji,2013,8.66747
fji,2014,8.71392
fji,2015,8.52166
fji,2016,9.19184
fji,2017,8.87086
fji,2018,9.93781
fji,2019,10.95989
fji,2020,11.38979
fra,2008,2.96444
fra,2009,3.65846
fra,2010,3.88994
fra,2011,3.89023
fra,2012,4.26651
fra,2013,4.53258
fra,2014,4.23665
fra,2015,4.67838
fra,2016,5.15137
fra,2017,5.37401
fra,2018,5.41297
fra,2019,5.40184
fra,2020,5.30437
fsm,2013,7.27006
fsm,2014,6.83655
fsm,2015,7.27531
fsm,2016,6.28616
fsm,2017,6.21096
fsm,2018,6.01757
fsm,2019,6.10711
fsm,2020,5.58661
gab,2010,9.87145
gab,2011,6.65846
gab,2012,5.91142
gab,2013,6.33418
gab,2014,5.53636
gab,2015,4.51112
gab,2016,4.31495
gab,2017,4.53806
gab,2018,4.97925
gab,2019,5.06459
gab,2020,9.81067
gbr,2005,4.21689
gbr,2008,3.28296
gbr,2009,4.21561
gbr,2010,4.46979
gbr,2011,4.31505
gbr,2012,4.68268
gbr,2013,5.20138
gbr,2014,4.41712
gbr,2015,5.44791
gbr,2016,5.68544
gbr,2017,5.64422
gbr,2018,5.69431
gbr,2019,6.01196
gbr,2020,5.90573
geo,2001,24.33096
geo,2002,19.55428
geo,2003,18.29388
geo,2004,17.56863
geo,2005,14.24946
geo,2006,16.95897
geo,2007,15.71902
geo,2008,16.17922
geo,2009,15.58202
geo,2010,12.74397
geo,2011,11.9892
geo,2012,13.58037
geo,2013,12.59165
geo,2014,13.21519
geo,2015,10.43177
geo,2016,9.38294
geo,2017,11.29743
geo,2018,11.55032
geo,2019,12.27817
geo,2020,10.29381
geo,2021,13.03952
gha,2008,9.98968
gha,2009,11.88415
gha,2010,12.43526
gha,2011,10.66646
gha,2012,11.10587
gha,2013,9.98226
gha,2014,10.61436
gha,2015,10.50384
gha,2016,9.18022
gha,2017,8.9073
gha,2018,12.28674
gha,2019,10.66454
gha,2020,9.76057
gha,2021,9.00434
gin,2013,10.19039
gin,2014,10.91484
gin,2015,10.55545
gin,2016,10.9826
gin,2017,11.86243
gin,2018,8.67771
gin,2019,9.57935
gin,2020,8.88153
gin,2021,11.22077
gmb,2005,12.54791
gmb,2006,12.42957
gmb,2007,10.88458
gmb,2008,11.72526
gmb,2009,10.50231
gmb,2010,16.04104
gmb,2011,14.2964
gmb,2012,14.65437
gmb,2013,13.52014
gmb,2014,15.04876
gmb,2015,14.82831
gmb,2016,14.42703
gmb,2017,14.41184
gmb,2018,14.86111
gmb,2019,12.95772
gnq,2010,8.24937
gnq,2011,9.72577
gnq,2012,7.7039
gnq,2013,8.385
gnq,2014,9.54829
gnq,2015,11.22058
gnq,2016,12.95357
gnq,2017,13.39537
gnq,2018,12.81373
gnq,2019,-0.70633
gnq,2020,-0.1701
grc,2005,4.40371
grc,2008,3.48283
grc,2009,4.40633
grc,2010,5.31703
grc,2011,-1.26152
grc,2012,4.50392
grc,2013,7.26505
grc,2014,8.07355
grc,2015,10.1669
grc,2016,10.43319
grc,2017,11.99737
grc,2018,10.7158
grc,2019,10.9783
grc,2020,8.83237
grd,2015,4.63726
grd,2016,5.03365
grd,2017,5.84771
grd,2018,5.54795
grd,2019,4.48394
grd,2020,7.31913
gtm,2009,6.90615
gtm,2010,6.72599
gtm,2011,6.79268
gtm,2012,6.62621
gtm,2013,6.91581
gtm,2014,6.9447
gtm,2015,6.86319
gtm,2016,7.05377
gtm,2017,6.9678
gtm,2018,7.08222
gtm,2019,6.93745
gtm,2020,6.4791
gtm,2021,6.59644
hkg,2011,8.16
hkg,2012,8.8
hkg,2013,8.69
hkg,2014,9.02
hkg,2015,9.47
hkg,2016,9.78444
hkg,2017,9.83359
hkg,2018,9.49141
hkg,2019,9.93661
hkg,2020,9.44472
hnd,2006,9.33555
hnd,2007,9.53358
hnd,2008,10.63591
hnd,2009,10.82617
hnd,2010,10.56009
hnd,2011,10.50682
hnd,2012,10.78199
hnd,2013,10.62226
hnd,2014,10.85093
hnd,2015,7.63911
hnd,2016,10.37785
hnd,2017,11.00766
hnd,2018,11.10332
hnd,2019,11.22255
hnd,2020,10.49491
hnd,2021,10.39548
hrv,2006,9.66252
hrv,2007,11.87899
hrv,2008,12.8483
hrv,2009,13.24401
hrv,2010,12.85269
hrv,2011,12.62341
hrv,2012,12.99508
hrv,2013,12.61948
hrv,2014,12.77629
hrv,2015,11.84425
hrv,2016,12.11947
hrv,2017,12.43252
hrv,2018,12.35086
hrv,2019,12.45001
hrv,2020,12.67689
idn,2005,7.77656
idn,2006,7.63778
idn,2007,7.83432
idn,2008,7.57985
idn,2009,7.86665
idn,2010,8.18652
idn,2011,8.62815
idn,2012,9.00423
idn,2013,9.5976
idn,2014,9.96161
idn,2015,10.77461
idn,2016,12.42544
idn,2017,14.6183
idn,2018,12.82311
idn,2019,13.40392
idn,2020,12.56342
idn,2021,13.16969
ind,2005,5.22982
ind,2008,6.32559
ind,2011,5.86709
ind,2012,6.1269
ind,2013,6.0724
ind,2014,6.31072
ind,2015,6.67847
ind,2016,6.70144
ind,2017,7.04073
ind,2018,6.89426
ind,2019,8.02536
ind,2020,7.81227
irl,2005,4.31109
irl,2006,4.77302
irl,2007,4.88101
irl,2008,4.34843
irl,2009,6.68806
irl,2010,8.95764
irl,2011,6.9426
irl,2012,7.55495
irl,2013,7.72914
irl,2014,9.93254
irl,2015,13.32776
irl,2016,13.62299
irl,2017,13.64473
irl,2018,13.08042
irl,2019,11.86552
irl,2020,8.77737
irq,2015,8.825
irq,2016,10.48153
irq,2017,14.15233
irq,2018,15.25933
irq,2019,13.52878
isl,2014,19.89825
isl,2015,20.46591
isl,2016,19.52631
isl,2017,17.74937
isl,2018,15.92615
isl,2019,15.44388
isl,2020,15.38154
isl,2021,14.73319
isr,2012,6.57739
isr,2013,6.93129
isr,2014,7.11683
isr,2015,7.12686
isr,2016,7.2161
isr,2017,7.39389
isr,2018,7.41542
isr,2019,7.53116
isr,2020,6.69175
ita,2005,4.61242
ita,2006,4.60416
ita,2007,4.58925
ita,2008,4.08939
ita,2009,4.81644
ita,2010,4.97901
ita,2011,5.44796
ita,2012,5.38562
ita,2013,5.40438
ita,2014,5.88069
ita,2015,6.18553
ita,2016,5.49301
ita,2017,6.63508
ita,2018,6.33332
ita,2019,6.71281
ita,2020,6.60331
jor,2015,11.87662
jor,2016,13.54528
jor,2017,13.56747
jor,2018,13.52092
kaz,2008,12.30724
kaz,2009,4.93936
kaz,2010,10.17004
kaz,2011,10.15079
kaz,2012,10.19979
kaz,2013,9.84656
kaz,2014,11.32758
kaz,2015,10.22705
kaz,2016,10.67236
kaz,2017,11.96618
kaz,2018,11.32559
kaz,2019,12.75679
kaz,2020,11.83667
ken,2006,10.69396
ken,2007,11.79403
ken,2008,10.29547
ken,2009,10.41406
ken,2010,11.71403
ken,2011,11.63858
ken,2012,11.38135
ken,2013,12.266
ken,2014,12.71167
ken,2015,12.39133
ken,2016,12.81687
ken,2017,11.52648
ken,2018,13.2351
ken,2019,12.81209
ken,2020,12.28833
ken,2021,12.08639
kgz,2010,15.61067
kgz,2011,16.03057
kgz,2012,14.21247
kgz,2013,13.1963
kgz,2014,11.66321
kgz,2015,12.21203
kgz,2016,13.99224
kgz,2017,13.90168
kgz,2018,13.31538
kgz,2019,14.29309
kgz,2020,13.81077
kgz,2021,12.35039
khm,2010,18.98314
khm,2011,16.42016
khm,2012,15.43858
khm,2013,17.40216
khm,2014,13.77217
khm,2015,13.77275
khm,2016,13.74645
khm,2017,13.96882
khm,2018,13.92878
khm,2019,13.55024
khm,2020,14.21248
khm,2021,14.44362
kna,2015,6.50458
kna,2016,6.91852
kna,2017,7.16395
kna,2018,6.60907
kna,2019,7.8797
kna,2020,7.14707
kor,2005,17.91793
kor,2008,6.35232
kor,2009,7.23795
kor,2010,7.41001
kor,2011,7.04197
kor,2012,7.14479
kor,2013,7.39197
kor,2014,7.39432
kor,2015,7.25377
kor,2016,7.78635
kor,2017,7.92958
kor,2018,7.88168
kor,2019,7.73411
kor,2020,7.51046
kos,2010,9.25673
kos,2011,9.52312
kos,2012,9.21228
kos,2013,8.06306
kos,2014,9.44814
kos,2015,10.9823
kos,2016,10.90612
kos,2017,12.00137
kos,2018,11.73246
kos,2019,10.49879
kos,2020,10.31405
kos,2021,9.28045
kwt,2007,10.94396
kwt,2008,9.91289
kwt,2009,10.2106
kwt,2010,11.49261
kwt,2011,11.32827
kwt,2012,11.03845
kwt,2013,11.06539
kwt,2014,10.27473
kwt,2015,10.83467
kwt,2016,11.45669
kwt,2017,11.43879
kwt,2018,11.60286
kwt,2019,11.18801
kwt,2020,11.76806
lbn,2011,7.45219
lbn,2012,8.16889
lbn,2014,8.66463
lbn,2015,8.65399
lbn,2016,8.91684
lbn,2017,8.98834
lbn,2018,8.09122
lbn,2019,8.56312
lca,2015,3.65159
lca,2016,2.31859
lca,2017,3.31182
lca,2018,3.96331
lca,2019,11.22668
lca,2020,10.8259
lka,2011,21.25682
lka,2012,7.06541
lka,2013,6.67915
lka,2014,7.06685
lka,2015,6.33587
lka,2016,16.50342
lka,2017,6.86151
lka,2018,7.00625
lka,2019,7.40993
lka,2020,6.81671
lso,2009,4.74843
lso,2010,5.197
lso,2011,5.51829
lso,2012,6.81024
lso,2013,5.88726
lso,2014,6.22871
lso,2015,6.95372
lso,2016,8.92049
lso,2017,9.50706
lso,2018,10.09436
lso,2019,10.23
lso,2020,11.13096
lso,2021,10.67851
ltu,2008,34.59917
ltu,2009,28.8195
ltu,2010,33.86395
ltu,2011,32.45554
ltu,2012,45.08002
ltu,2013,11.63466
ltu,2014,11.26087
ltu,2015,9.89326
ltu,2016,7.74933
ltu,2017,8.25495
ltu,2018,7.80031
ltu,2019,6.21719
ltu,2020,5.92536
lux,2008,4.33502
lux,2009,5.53732
lux,2010,5.23442
lux,2011,4.99763
lux,2012,6.28378
lux,2013,6.3919
lux,2014,6.49562
lux,2015,7.01052
lux,2016,7.35565
lux,2017,8.35098
lux,2018,7.97871
lux,2019,7.44087
lux,2020,8.63865
lux,2021,8.03298
lva,2008,10.20027
lva,2009,11.46628
lva,2010,10.41501
lva,2011,8.21447
lva,2012,8.71126
lva,2013,8.91124
lva,2014,8.5848
lva,2015,9.03147
lva,2016,8.49259
lva,2017,9.72233
lva,2018,11.06214
lva,2019,8.50213
lva,2020,9.25494
lva,2021,8.59685
mac,2010,3.02567
mac,2011,2.66557
mac,2012,2.66361
mac,2013,2.3561
mac,2014,2.21087
mac,2015,2.90181
mac,2016,3.12101
mac,2017,3.29715
mac,2018,3.14719
mac,2019,3.10047
mac,2020,3.0787
mac,2021,2.84322
mco,2010,4.24664
mco,2011,4.00016
mco,2012,3.97137
mco,2013,3.68475
mco,2014,3.64473
mco,2015,4.28818
mco,2016,4.55842
mco,2017,4.80625
mco,2018,4.47241
mco,2019,4.60213
mda,2009,15.85178
mda,2010,15.71519
mda,2011,15.57814
mda,2012,12.42088
mda,2013,10.65092
mda,2014,10.9775
mda,2015,13.06137
mda,2016,12.96838
mda,2017,12.82842
mda,2018,12.8727
mda,2019,12.55853
mda,2020,12.87668
mda,2021,12.3733
mdg,2005,7.97391
mdg,2006,7.66328
mdg,2007,8.15155
mdg,2008,7.57183
mdg,2009,7.78534
mdg,2010,8.20075
mdg,2011,7.94121
mdg,2012,8.0758
mdg,2013,8.60229
mdg,2014,8.5069
mdg,2015,8.68613
mdg,2016,7.96358
mdg,2017,6.81381
mdg,2018,6.72254
mdg,2019,6.77276
mdg,2020,6.81712
mdv,2012,16.10806
mdv,2013,16.14525
mdv,2014,16.44939
mdv,2015,16.47111
mdv,2016,18.29378
mdv,2017,19.57605
mdv,2018,19.25757
mdv,2019,20.73731
mdv,2020,19.08914
mex,2005,8.01244
mex,2006,8.75422
mex,2007,9.20602
mex,2008,9.39502
mex,2009,9.66201
mex,2010,9.34289
mex,2011,8.57166
mex,2012,9.373
mex,2013,8.88163
mex,2014,9.25413
mex,2015,8.67543
mex,2016,8.39413
mex,2017,9.0835
mex,2018,9.13933
mex,2019,9.85339
mex,2020,9.74139
mkd,2005,15.3788
mkd,2006,12.85424
mkd,2007,11.41652
mkd,2008,11.69663
mkd,2009,11.03036
mkd,2010,10.30078
mkd,2011,10.67967
mkd,2012,10.71935
mkd,2013,10.56675
mkd,2014,9.91784
mkd,2015,10.18179
mkd,2016,10.18536
mkd,2017,9.82335
mkd,2018,10.32494
mkd,2019,10.24437
mkd,2020,10.37891
mlt,2005,7.5687
mlt,2006,6.98246
mlt,2007,6.58183
mlt,2008,6.30016
mlt,2009,6.72399
mlt,2010,5.80362
mlt,2011,5.8581
mlt,2012,6.06774
mlt,2013,6.55251
mlt,2014,5.46054
mlt,2015,5.90027
mlt,2016,6.40502
mlt,2017,7.31421
mlt,2018,7.75774
mlt,2019,8.1231
mlt,2020,7.96906
mmr,2017,6.65688
mmr,2018,7.17425
mne,2006,9.27829
mne,2007,6.99977
mne,2008,8.76503
mne,2009,9.58561
mne,2010,9.32122
mne,2011,10.05894
mne,2012,9.02145
mne,2013,8.16154
mne,2014,8.88809
mne,2015,8.6183
mne,2016,8.57177
mne,2017,8.54432
mne,2018,8.35095
mne,2019,10.00919
mne,2020,9.8814
mne,2021,9.20411
moz,2013,9.03011
moz,2014,8.63858
moz,2015,8.50415
moz,2016,8.43293
moz,2017,9.9674
moz,2018,10.86992
moz,2019,12.69622
moz,2020,12.34844
moz,2021,13.1272
mus,2009,5.73315
mus,2010,5.50665
mus,2011,5.76404
mus,2012,6.87648
mus,2013,7.30901
mus,2014,8.01083
mus,2015,8.75347
mus,2016,9.09744
mus,2017,8.73107
mus,2018,10.37187
mus,2019,10.18696
mus,2020,9.61283
mwi,2015,10.12987
mwi,2016,10.06405
mwi,2017,9.86005
mwi,2018,8.32566
mwi,2019,9.25851
mwi,2020,9.13921
mys,2005,7.29153
mys,2006,6.9676
mys,2007,7.04606
mys,2008,8.02764
mys,2009,9.19911
mys,2010,8.94781
mys,2011,8.35387
mys,2012,8.60134
mys,2013,8.65153
mys,2014,8.87048
mys,2015,9.23616
mys,2016,9.16337
mys,2017,9.11377
mys,2018,8.49977
mys,2019,8.7111
mys,2020,9.01815
mys,2021,8.69609
nam,2010,8.33914
nam,2011,7.79163
nam,2012,7.99392
nam,2013,8.51511
nam,2014,8.86967
nam,2015,9.2183
nam,2016,9.32105
nam,2017,9.51883
nam,2018,10.55428
nam,2019,9.28523
nam,2020,9.60213
nga,2007,15.66348
nga,2008,17.95485
nga,2009,4.07968
nga,2010,1.49041
nga,2011,10.61782
nga,2012,10.82064
nga,2013,10.39229
nga,2014,10.42904
nga,2015,12.37568
nga,2016,11.37169
nga,2017,6.84371
nga,2018,8.48837
nga,2019,7.76912
nga,2020,6.77537
nic,2008,6.76558
nic,2009,7.08667
nic,2010,6.59283
nic,2011,6.39806
nic,2012,7.0229
nic,2013,7.22498
nic,2014,7.69096
nic,2015,7.66969
nic,2016,7.505
nic,2017,7.29875
nic,2018,8.96819
nic,2019,9.32703
nic,2020,8.88829
nld,2008,3.54668
nld,2009,4.41774
nld,2010,4.43574
nld,2011,4.32629
nld,2012,4.55919
nld,2013,4.79495
nld,2014,4.59326
nld,2015,5.07311
nld,2016,5.45629
nld,2017,5.70534
nld,2018,5.82964
nld,2019,5.99267
nld,2020,5.62208
npl,2016,9.61031
npl,2017,11.26189
npl,2018,10.73306
npl,2019,10.36453
npl,2020,9.27254
pak,2005,616.77322
pak,2006,1490.27046
pak,2007,841.45121
pak,2008,4108.13371
pak,2009,-541.73268
pak,2010,15.99091
pak,2011,18.30919
pak,2012,17.89431
pak,2013,6.75145
pak,2014,7.38229
