geo,time,st_int_xpnd_cd
vnm,2019,6460000000
vnm,2020,4360000000
vut,1995,10000000
vut,1996,10000000
vut,1997,10000000
vut,2002,11000000
vut,2003,14000000
vut,2004,15000000
vut,2005,13000000
vut,2006,11000000
vut,2007,13000000
vut,2008,32000000
vut,2009,28000000
vut,2010,34000000
vut,2011,39000000
vut,2012,43000000
vut,2013,46000000
vut,2014,41000000
vut,2015,34000000
vut,2016,28000000
vut,2017,19000000
vut,2018,21000000
vut,2019,32000000
vut,2020,22000000
wsm,1995,6800000.19073
wsm,1996,8899999.61853
wsm,1997,11699999.80927
wsm,1998,11300000.19073
wsm,1999,4300000.19073
wsm,2004,11899999.61853
wsm,2005,20299999.23706
wsm,2006,21200000.76294
wsm,2007,19799999.23706
wsm,2008,21600000.38147
wsm,2009,20000000
wsm,2010,25200000.76294
wsm,2011,22299999.23706
wsm,2012,22299999.23706
wsm,2013,13899999.61853
wsm,2014,4099999.90463
wsm,2015,2900000.09537
wsm,2016,2099999.90463
wsm,2017,3900000.09537
wsm,2018,4099999.90463
wsm,2019,5199999.80927
wsm,2020,1799999.95232
yem,1998,160000000
yem,1999,164000000
yem,2000,127000000
yem,2001,136000000
yem,2002,135000000
yem,2003,134000000
yem,2004,183000000
yem,2005,224000000
yem,2006,225000000
yem,2007,247000000
yem,2008,246000000
yem,2009,277000000
yem,2010,252000000
yem,2011,258000000
yem,2012,148000000
yem,2013,161000000
yem,2014,158000000
yem,2015,79000000
yem,2016,56000000
zaf,1995,2414000000
zaf,1996,2322000000
zaf,1997,2558000000
zaf,1998,2500000000
zaf,1999,2717000000
zaf,2000,2684000000
zaf,2001,2366000000
zaf,2002,2251000000
zaf,2003,3655000000
zaf,2004,4237000000
zaf,2005,4812000000
zaf,2006,5230000000
zaf,2007,6104000000
zaf,2008,6905000000
zaf,2009,6421000000
zaf,2010,8139000000
zaf,2011,8397000000
zaf,2012,7145000000
zaf,2013,6491000000
zaf,2014,6314000000
zaf,2015,5734000000
zaf,2016,5354000000
zaf,2017,6068000000
zaf,2018,6348000000
zaf,2019,5866000000
zaf,2020,1594000000
zmb,1997,83000000
zmb,1998,81000000
zmb,1999,100000000
zmb,2000,102000000
zmb,2001,102000000
zmb,2002,109000000
zmb,2003,115000000
zmb,2004,86000000
zmb,2005,87000000
zmb,2006,92000000
zmb,2007,120000000
zmb,2008,164000000
zmb,2009,143000000
zmb,2010,167000000
zmb,2011,223000000
zmb,2012,303000000
zmb,2013,357000000
zmb,2014,378000000
zmb,2015,400000000
zmb,2016,423000000
zmb,2017,410000000
zmb,2018,478000000
zmb,2019,511000000
zmb,2020,474000000
zwe,1995,106000000
zwe,1996,118000000
zwe,1997,120000000
zwe,1998,131000000
zwe,2009,167000000
zwe,2010,203000000
zwe,2011,317000000
zwe,2012,387000000
zwe,2013,441000000
zwe,2014,451000000
zwe,2015,557000000
zwe,2016,406000000
zwe,2017,337000000
zwe,2018,269000000
zwe,2019,257000000
zwe,2020,157000000
