geo,time,st_int_xpnd_cd
aus,2004,14702000000
aus,2005,16153000000
aus,2006,17293000000
aus,2007,22052000000
aus,2008,25557000000
aus,2009,22680000000
aus,2010,27851000000
aus,2011,33967000000
aus,2012,35226000000
aus,2013,35197000000
aus,2014,35666000000
aus,2015,34071000000
aus,2016,35718000000
aus,2017,39710000000
aus,2018,42439000000
aus,2019,41345000000
aus,2020,7654000000
aut,1995,11686000000
aut,1996,11777000000
aut,1997,10672000000
aut,1998,10399000000
aut,1999,7517000000
aut,2000,7001000000
aut,2001,7408000000
aut,2002,7743000000
aut,2003,9761000000
aut,2004,10812000000
aut,2005,11077000000
aut,2015,11337000000
aut,2016,11634000000
aut,2017,12878000000
aut,2018,14109000000
aut,2019,13922000000
aut,2020,5551000000
aze,1995,165000000
aze,1996,115000000
aze,1997,193000000
aze,1998,181000000
aze,1999,149000000
aze,2000,138000000
aze,2001,119000000
aze,2002,110000000
aze,2003,120000000
aze,2004,140000000
aze,2005,188000000
aze,2006,256000000
aze,2007,381000000
aze,2008,456000000
aze,2009,488000000
aze,2010,856000000
aze,2011,1778000000
aze,2012,2617000000
aze,2013,3032000000
aze,2014,3163000000
aze,2015,2743000000
aze,2016,2593000000
aze,2017,2803000000
aze,2018,2453000000
aze,2019,1839000000
aze,2020,439000000
bdi,2004,29000000
bdi,2005,62000000
bdi,2006,126000000
bdi,2007,106000000
bdi,2008,151000000
bdi,2009,71000000
bdi,2010,35000000
bdi,2011,49000000
bel,2001,10878000000
bel,2002,11270000000
bel,2003,13402000000
bel,2004,15456000000
bel,2005,16771000000
bel,2006,17891000000
bel,2007,19211000000
bel,2009,20813000000
bel,2010,20884000000
bel,2011,22836000000
bel,2012,22357000000
bel,2013,24507000000
bel,2014,26444000000
bel,2015,15856000000
bel,2016,16522000000
bel,2017,17835000000
bel,2018,20789000000
bel,2019,20998000000
bel,2020,13928000000
ben,1995,48000000
ben,1996,51000000
ben,1997,34000000
ben,1998,32000000
ben,1999,63000000
ben,2000,50000000
ben,2001,48000000
ben,2002,49000000
ben,2003,53000000
ben,2004,59000000
ben,2005,58000000
ben,2006,71000000
ben,2007,107000000
ben,2008,102000000
ben,2009,88000000
ben,2010,91000000
ben,2011,81000000
ben,2012,96000000
ben,2013,39500000
ben,2014,54200000.76294
ben,2015,141000000
ben,2016,87000000
ben,2017,148000000
ben,2018,76000000
ben,2019,130000000
bfa,2000,30000000
bfa,2001,35000000
bfa,2002,36000000
bfa,2003,50000000
bfa,2004,67000000
bfa,2005,74000000
bfa,2006,84000000
bfa,2007,93000000
bfa,2008,110000000
bfa,2009,111000000
bfa,2010,110000000
bfa,2011,129000000
bfa,2012,146000000
bfa,2013,215000000
bfa,2014,176000000
bfa,2015,160000000
bfa,2016,176000000
bfa,2017,182000000
bfa,2018,191000000
bfa,2019,185199996.94824
bgd,1996,251000000
bgd,1997,314000000
bgd,1998,294000000
bgd,1999,375000000
bgd,2000,471000000
bgd,2001,341000000
bgd,2002,309000000
bgd,2003,389000000
bgd,2004,442000000
bgd,2005,371000000
bgd,2006,481000000
bgd,2007,530000000
bgd,2008,735000000
bgd,2009,651000000
bgd,2010,835000000
bgd,2011,819000000
bgd,2012,889000000
bgd,2013,1308000000
bgd,2014,782000000
bgd,2015,827000000
bgd,2016,843000000
bgd,2017,1127000000
bgd,2018,1207000000
bgd,2019,1389000000
bgd,2020,659000000
bgr,1995,312000000
bgr,1996,314000000
bgr,1997,355000000
bgr,1998,654000000
bgr,1999,747000000
bgr,2000,764000000
bgr,2001,836000000
bgr,2002,1018000000
bgr,2003,1467000000
bgr,2004,1935000000
bgr,2005,1858000000
bgr,2006,2099000000
bgr,2007,2142000000
bgr,2008,2602000000
bgr,2009,1955000000
bgr,2010,975000000
bgr,2011,1063000000
bgr,2012,1096000000
bgr,2013,1342000000
bgr,2014,1459000000
bgr,2015,1346000000
bgr,2016,1636000000
bgr,2017,2047000000
bgr,2018,2247000000
bgr,2019,2196000000
bgr,2020,1263000000
bhr,1995,320000000
bhr,1996,298000000
bhr,1997,318000000
bhr,1998,327000000
bhr,1999,395000000
bhr,2000,425000000
bhr,2001,423000000
bhr,2002,550000000
bhr,2003,492000000
bhr,2004,528000000
bhr,2005,574000000
bhr,2006,639000000
bhr,2007,671000000
bhr,2008,704000000
bhr,2009,597000000
bhr,2010,684000000
bhr,2011,899000000
bhr,2012,975000000
bhr,2013,1001000000
bhr,2014,758000000
bhr,2015,4939000000
bhr,2016,3267000000
bhr,2017,3178000000
bhr,2018,2522000000
bhr,2019,2637000000
bhs,1995,241000000
bhs,1996,279000000
bhs,1997,310000000
bhs,1998,310000000
bhs,1999,310000000
bhs,2000,348000000
bhs,2001,342000000
bhs,2002,338000000
bhs,2003,404000000
bhs,2004,469000000
bhs,2005,528000000
bhs,2006,541000000
bhs,2007,538000000
bhs,2008,460000000
bhs,2009,386000000
bhs,2010,369000000
bhs,2011,347000000
bhs,2012,384000000
bhs,2013,362000000
bhs,2014,328000000
bhs,2015,347000000
bhs,2016,440000000
bhs,2017,554000000
bhs,2018,519000000
bhs,2019,514000000
bhs,2020,166000000
bih,1998,97000000
bih,1999,101000000
bih,2000,92000000
bih,2001,96000000
bih,2002,112000000
bih,2003,145000000
bih,2004,162000000
bih,2005,158000000
bih,2006,210000000
bih,2007,264000000
bih,2008,345000000
bih,2009,285000000
bih,2010,247000000
bih,2011,214000000
bih,2012,196000000
bih,2013,198000000
bih,2014,205000000
bih,2015,278000000
bih,2016,290000000
bih,2017,346000000
bih,2018,378000000
bih,2019,393000000
bih,2020,163000000
blr,1995,101000000
blr,1996,142000000
blr,1997,122000000
blr,1998,138000000
blr,1999,133000000
blr,2000,247000000
blr,2001,486000000
blr,2002,527000000
blr,2003,436000000
blr,2004,500000000
blr,2005,516000000
blr,2006,675000000
blr,2007,724000000
blr,2008,860000000
blr,2009,752000000
blr,2010,748000000
blr,2011,729000000
blr,2012,948000000
blr,2013,1333000000
blr,2014,1308000000
blr,2015,997000000
blr,2016,891000000
blr,2017,1082000000
blr,2018,1170000000
blr,2019,1224500000
blr,2020,477000000
blz,1995,33000000
blz,1996,38000000
blz,1997,30000000
blz,1998,33000000
blz,1999,39000000
blz,2000,44000000
blz,2001,45000000
blz,2002,48000000
blz,2003,50000000
blz,2004,47000000
blz,2005,45000000
blz,2006,43000000
blz,2007,46000000
blz,2008,44000000
blz,2009,43000000
blz,2010,39000000
blz,2011,37000000
blz,2012,39000000
blz,2013,42000000
blz,2014,51000000
blz,2015,50000000
blz,2016,55000000
blz,2017,53000000
blz,2018,50000000
blz,2019,45400001.52588
blz,2020,22040000.91553
bmu,2006,394000000
bmu,2007,453000000
bmu,2008,459000000
bmu,2009,407000000
bmu,2010,417000000
bmu,2011,326000000
bmu,2012,327000000
bmu,2013,322000000
bmu,2014,378000000
bmu,2015,363000000
bmu,2016,373000000
bmu,2017,369000000
bmu,2018,334000000
bmu,2019,342000000
bmu,2020,212000000
bol,1995,72000000
bol,1996,87000000
bol,1997,96000000
bol,1998,98000000
bol,1999,117000000
bol,2000,116000000
bol,2001,114000000
bol,2002,114000000
bol,2003,197000000
bol,2004,232000000
bol,2005,257000000
bol,2006,360000000
bol,2007,385000000
bol,2008,381000000
bol,2009,388000000
bol,2010,421000000
bol,2011,410000000
bol,2012,502000000
bol,2013,660000000
bol,2014,953000000
bol,2015,849000000
bol,2016,960000000
bol,2017,997000000
bol,2018,1009000000
bol,2019,1111000000
bol,2020,325000000
bra,1995,3982000000
bra,1996,4988000000
bra,1997,6208000000
bra,1998,6019000000
bra,1999,3551000000
bra,2000,4548000000
bra,2001,3765000000
bra,2002,2929000000
bra,2003,2874000000
bra,2004,3752000000
bra,2005,5905000000
bra,2006,7501000000
bra,2007,10434000000
bra,2008,13269000000
bra,2009,12897000000
bra,2010,18883000000
bra,2011,24608000000
bra,2012,26008000000
bra,2013,29286000000
bra,2014,29998000000
bra,2015,20356000000
bra,2016,17068000000
bra,2017,22991000000
bra,2018,22229000000
bra,2019,21178000000
bra,2020,6490000000
brb,1995,110000000
brb,1996,114000000
brb,1997,120000000
brb,1998,126000000
brb,1999,132000000
brb,2000,141000000
brb,2001,149000000
brb,2002,146000000
brb,2003,153000000
brb,2004,163000000
brb,2005,158000000
brb,2006,166000000
brb,2007,177000000
brb,2008,154000000
brb,2009,128000000
brb,2010,145000000
brb,2011,114000000
brb,2012,100000000
brb,2013,102000000
brb,2014,115000000
brb,2015,119000000
brb,2016,99000000
brn,2001,456000000
brn,2002,398000000
brn,2003,469000000
brn,2004,382000000
brn,2005,374000000
brn,2006,408000000
brn,2007,430000000
brn,2008,459000000
brn,2009,477000000
brn,2012,591000000
brn,2013,624000000
brn,2014,616000000
brn,2015,459000000
brn,2016,499000000
brn,2017,504000000
brn,2018,585000000
btn,2008,65000000
btn,2009,34000000
btn,2010,43000000
btn,2011,58000000
btn,2012,69000000
btn,2013,67000000
btn,2014,42599998.47412
btn,2015,44000000
btn,2016,52000000
btn,2017,63000000
btn,2018,79000000
btn,2019,67000000
btn,2020,50000000
bwa,1995,153000000
bwa,1996,92000000
bwa,1997,104000000
bwa,1998,138000000
bwa,1999,155000000
bwa,2000,209000000
bwa,2001,215000000
bwa,2002,197000000
bwa,2003,235000000
bwa,2004,280000000
bwa,2005,283000000
bwa,2006,280000000
bwa,2007,282299987.79297
bwa,2008,229699996.94824
bwa,2009,232399993.89648
bwa,2010,298500000
bwa,2011,316480010.98633
bwa,2012,332000000
bwa,2013,262200012.20703
bwa,2014,277000000
bwa,2015,256399993.89648
bwa,2016,237100006.10352
bwa,2017,253300003.05176
bwa,2018,278299987.79297
bwa,2019,294700012.20703
bwa,2020,91800003.05176
caf,1995,43000000
caf,1996,44000000
caf,1997,51000000
caf,1998,44000000
caf,1999,33000000
caf,2000,33000000
caf,2001,29000000
caf,2002,29000000
caf,2003,31000000
caf,2004,32000000
caf,2005,46000000
caf,2006,47000000
caf,2007,54000000
caf,2008,56000000
caf,2009,61000000
caf,2010,67000000
caf,2011,68000000
caf,2012,69000000
caf,2013,69800003.05176
can,1995,12658000000
can,1996,13815000000
can,1997,14151000000
can,1998,13384000000
can,1999,13999000000
can,2000,15125000000
can,2001,14634000000
can,2002,14257000000
can,2003,16309000000
can,2004,19267000000
can,2005,22746000000
can,2006,26068000000
can,2007,31101000000
can,2008,33843000000
can,2009,30225000000
can,2010,37225000000
can,2011,41247000000
che,1995,9478000000
che,1996,9798000000
che,1997,8944000000
che,1998,8754000000
che,1999,7646000000
che,2000,7837000000
che,2001,7540000000
che,2002,7633000000
che,2003,9148000000
che,2004,10518000000
che,2005,11218000000
che,2006,11822000000
che,2007,12984000000
che,2008,14083000000
che,2009,13799000000
che,2010,14332000000
che,2011,17538000000
che,2012,18884000000
che,2013,19963000000
che,2014,20853000000
che,2015,19675000000
che,2016,19941000000
che,2017,21501000000
che,2018,21441000000
che,2019,21097000000
che,2020,10372000000
chl,1995,934000000
chl,1996,977000000
chl,1997,1132000000
chl,1998,1174000000
chl,1999,1032000000
chl,2000,904000000
chl,2001,939000000
chl,2002,932000000
chl,2003,1109000000
chl,2004,1251000000
chl,2005,1114000000
chl,2006,1238000000
chl,2007,1408000000
chl,2008,1386000000
chl,2009,1511000000
chl,2010,1736000000
chl,2011,2085000000
chl,2012,2400000000
chl,2013,2499000000
chl,2014,2707000000
chl,2015,2518000000
chl,2016,2733000000
chl,2017,3093000000
chl,2018,3124000000
chl,2019,3142000000
chl,2020,720000000
chn,1997,9220000000
chn,1998,9943000000
chn,1999,11621000000
chn,2000,14169000000
chn,2001,14992000000
chn,2002,16759000000
chn,2003,16716000000
chn,2004,21360000000
civ,1995,312000000
civ,1996,347000000
civ,1997,317000000
civ,1998,331000000
civ,1999,337000000
civ,2000,291000000
civ,2001,289000000
civ,2002,490000000
civ,2003,551000000
civ,2004,571000000
civ,2005,549000000
civ,2006,583000000
civ,2007,606000000
civ,2008,612000000
civ,2009,589000000
civ,2010,569000000
civ,2011,580000000
civ,2012,560000000
civ,2013,583000000
civ,2014,625000000
civ,2015,560000000
civ,2016,491000000
civ,2017,564000000
civ,2018,625000000
civ,2019,702000000
civ,2020,315000000
cmr,1995,140000000
cmr,1996,155000000
cmr,1997,175000000
cmr,1998,210000000
cmr,1999,192000000
cmr,2000,241000000
cmr,2001,199000000
cmr,2002,205000000
cmr,2003,272000000
cmr,2004,394000000
cmr,2005,480000000
cmr,2006,521000000
cmr,2007,466000000
cmr,2008,563000000
cmr,2009,476000000
cmr,2010,265000000
cmr,2011,622000000
cmr,2012,668000000
cmr,2013,795000000
cmr,2014,830000000
cmr,2015,742000000
cmr,2016,818000000
cmr,2017,845000000
cmr,2018,915000000
cmr,2019,984000000
cmr,2020,697000000
cod,2005,54000000
cod,2006,93000000
cod,2007,109000000
cod,2008,127000000
cod,2009,121000000
cod,2010,150000000
cod,2011,298000000
cod,2012,108000000
cod,2013,170000000
cod,2014,283000000
cod,2015,127000000
cod,2016,60000000
cod,2017,68000000
cod,2018,115000000
cog,1995,69000000
cog,1996,86000000
cog,1997,68000000
cog,1998,69000000
cog,1999,71000000
cog,2000,59000000
cog,2001,82000000
cog,2002,85000000
cog,2003,118000000
cog,2004,176000000
cog,2007,157000000
cog,2008,217000000
cog,2009,549000000
cog,2010,312000000
cog,2011,327000000
cog,2012,308000000
cog,2013,360000000
cog,2014,435000000
cog,2015,557000000
cog,2016,457000000
col,1995,1162000000
col,1996,1431000000
col,1997,1560000000
col,1998,1455000000
col,1999,1339000000
col,2000,1452000000
col,2001,1556000000
col,2002,1355000000
col,2003,1349000000
col,2004,1543000000
col,2005,1934000000
col,2006,2171000000
col,2007,2501000000
col,2008,2819000000
col,2009,2841000000
col,2010,3228000000
col,2011,3689000000
col,2012,4461000000
col,2013,4592000000
col,2014,5299000000
col,2015,4890000000
col,2016,4891000000
col,2017,5136000000
col,2018,5531000000
col,2019,5658000000
col,2020,1576000000
com,1995,15000000
com,2003,7900000.09537
com,2004,9399999.61853
com,2005,19100000.38147
com,2006,23600000.38147
com,2007,28299999.23706
com,2008,31100000.38147
com,2009,30000000
com,2010,33200000.76294
com,2011,37400001.52588
com,2012,36299999.23706
com,2014,40000000
com,2015,34000000
com,2016,38000000
com,2017,42000000
com,2018,48000000
com,2019,53000000
com,2020,43000000
cpv,1995,20000000
cpv,1996,24000000
cpv,1997,25000000
cpv,1998,32000000
cpv,1999,47000000
cpv,2000,41000000
cpv,2001,55000000
cpv,2002,63000000
cpv,2003,89000000
cpv,2004,93000000
cpv,2005,82000000
cpv,2006,106000000
cpv,2007,123000000
cpv,2008,143000000
cpv,2009,145000000
cpv,2010,138000000
cpv,2011,142000000
cpv,2012,135000000
cpv,2013,127000000
cpv,2014,115000000
cpv,2015,109000000
cpv,2016,79000000
cpv,2017,100000000
cpv,2018,112000000
cpv,2019,107000000
cpv,2020,59000000
cri,1995,336000000
cri,1996,357000000
cri,1997,401000000
cri,1998,466000000
cri,1999,509000000
cri,2000,545000000
cri,2001,430000000
cri,2002,427000000
cri,2003,484000000
cri,2004,530000000
cri,2005,591000000
cri,2006,647000000
cri,2007,825000000
cri,2008,753000000
cri,2009,500000000
cri,2010,629000000
cri,2011,620000000
cri,2012,647000000
cri,2013,649000000
cri,2014,657000000
cri,2015,898000000
cri,2016,1055000000
cri,2017,1322000000
cri,2018,1198000000
cri,2019,1330000000
cri,2020,697000000
cym,2006,164000000
cym,2007,132000000
cym,2008,130000000
cym,2009,120000000
cym,2010,129000000
cym,2011,145000000
cym,2012,183000000
cym,2013,192000000
cym,2014,168000000
cym,2015,191000000
cym,2016,194000000
cym,2017,271000000
cym,2018,284000000
cym,2019,299000000
cyp,1995,473482147.2168
cyp,1996,500428497.31445
cyp,1997,511000000
cyp,1998,536000000
cyp,1999,560000000
cyp,2000,543000000
cyp,2001,568000000
cyp,2002,582000000
cyp,2003,700293945.3125
cyp,2004,906639831.54297
cyp,2005,1001000000
cyp,2006,1031161132.8125
cyp,2007,1553829345.70313
cyp,2008,1968000000
cyp,2009,1742000000
cyp,2010,1320000000
cyp,2011,1366000000
cyp,2012,1318000000
cyp,2013,1254000000
cyp,2014,1343000000
cyp,2015,1453000000
cyp,2016,1559318481.44531
cyp,2017,1378000000
cyp,2018,1569000000
cyp,2019,1596000000
cyp,2020,880000000
cze,2002,1797000000
cze,2003,2177000000
cze,2004,2682000000
cze,2005,2603000000
cze,2006,2874000000
cze,2007,3895000000
cze,2008,5029000000
cze,2009,4336000000
cze,2010,4354000000
cze,2011,4876000000
cze,2012,4556000000
cze,2013,4698000000
cze,2014,5173000000
cze,2015,4819000000
cze,2016,4962000000
cze,2017,5533000000
cze,2018,6074000000
cze,2019,6034000000
cze,2020,3495000000
deu,1995,66527000000
deu,1996,64725000000
deu,1997,59000000000
deu,1998,60253000000
deu,1999,61215000000
deu,2000,57607000000
deu,2001,56437000000
deu,2002,59550000000
deu,2003,72839000000
deu,2004,80321000000
deu,2005,84513000000
deu,2006,85717000000
deu,2007,96170000000
deu,2008,105691000000
deu,2009,92899000000
deu,2010,90866000000
deu,2011,99909000000
deu,2012,96196000000
deu,2013,102668000000
deu,2014,101737000000
deu,2015,85334000000
deu,2016,87412000000
deu,2017,97163000000
deu,2018,103502000000
deu,2019,101231000000
dji,1995,16299999.23706
dji,1996,17299999.23706
dji,1997,17100000.38147
dji,1998,15899999.61853
dji,1999,11600000.38147
dji,2000,14800000.19073
dji,2001,12899999.61853
dji,2002,7699999.80927
dji,2003,9899999.61853
dji,2004,14000000
dji,2005,14399999.61853
dji,2006,15000000
dji,2007,14199999.80927
dji,2008,15500000
dji,2009,17500000
dji,2010,20500000
dji,2011,33500000
dji,2012,29600000.38147
dma,2014,39000000
dma,2015,34000000
dma,2016,33000000
dma,2017,28000000
dma,2018,28000000
dma,2019,31000000
dma,2020,9000000
dnk,1995,4288000000
dnk,1996,4140000000
dnk,1997,4194000000
dnk,1998,4577000000
dnk,1999,4899000000
dnk,2000,4669000000
dnk,2001,4861000000
dnk,2002,5838000000
dnk,2003,6659000000
dnk,2004,7279000000
dnk,2005,6850000000
dnk,2006,7486000000
dnk,2007,8830000000
dnk,2008,9698000000
dnk,2009,8968000000
dnk,2010,9082000000
dnk,2011,9840000000
dnk,2012,9600000000
dnk,2013,10072000000
dnk,2014,10443000000
dnk,2015,8918000000
dnk,2016,9174000000
dnk,2017,9804000000
dnk,2018,10485000000
dom,1995,267000000
dom,1996,313000000
dom,1997,339000000
dom,1998,380000000
dom,1999,391000000
dom,2000,440000000
dom,2001,425000000
dom,2002,429000000
dom,2003,408000000
dom,2004,448000000
dom,2005,511000000
dom,2006,495000000
dom,2007,531000000
dom,2008,532000000
dom,2009,523000000
dom,2010,662000000
dom,2011,689000000
dom,2012,690000000
dom,2013,679000000
dom,2014,717000000
dom,2015,803000000
dom,2016,882000000
dom,2017,940000000
dom,2018,1006000000
dom,2019,1060000000
dom,2020,444000000
dza,2005,660000000
dza,2006,414000000
dza,2007,502000000
dza,2008,613000000
dza,2009,574000000
dza,2010,716000000
dza,2011,595000000
dza,2012,598000000
dza,2013,531000000
dza,2014,679000000
dza,2015,762000000
dza,2016,556000000
dza,2017,632000000
dza,2018,542000000
dza,2019,670000000
dza,2020,272000000
ecu,1995,331000000
ecu,1996,313000000
ecu,1997,331000000
ecu,1998,325000000
ecu,1999,385000000
ecu,2000,416000000
ecu,2001,465000000
ecu,2002,507000000
ecu,2003,500000000
ecu,2004,577000000
ecu,2005,644000000
ecu,2006,706000000
ecu,2007,733000000
ecu,2008,790000000
ecu,2009,806000000
ecu,2010,863000000
ecu,2011,917000000
ecu,2012,944000000
ecu,2013,989000000
ecu,2014,990000000
ecu,2015,994000000
ecu,2016,1454000000
ecu,2017,1463000000
ecu,2018,1523000000
ecu,2019,1650000000
ecu,2020,533000000
egy,1995,1371000000
egy,1996,1382000000
egy,1997,1431000000
egy,1998,1271000000
egy,1999,1218000000
egy,2000,1206000000
egy,2001,1248000000
egy,2002,1309000000
egy,2003,1465000000
egy,2004,1543000000
egy,2005,1932000000
egy,2006,2156000000
egy,2007,2886000000
egy,2008,3390000000
egy,2009,2941000000
egy,2010,2696000000
egy,2011,2575000000
egy,2012,3037000000
egy,2013,3261000000
egy,2014,3486000000
egy,2015,3636000000
egy,2016,4351000000
egy,2017,2419000000
egy,2018,2897000000
egy,2019,3718000000
egy,2020,2578000000
esp,1995,5826000000
esp,1996,6332000000
esp,1997,6163000000
esp,1998,7119000000
est,1995,121000000
est,1996,141000000
est,1997,162000000
est,1998,197000000
est,1999,255000000
est,2000,253000000
est,2001,253000000
est,2002,305000000
est,2003,404000000
est,2004,486000000
est,2005,530000000
est,2006,706000000
est,2007,804000000
est,2008,939000000
est,2013,1236000000
est,2014,1346000000
est,2015,1169000000
est,2016,1299000000
est,2017,1395000000
est,2018,1647000000
est,2019,1808000000
est,2020,676000000
eth,1995,30000000
eth,1996,30000000
eth,1997,48000000
eth,1998,51000000
eth,1999,57000000
eth,2000,80000000
eth,2001,50000000
eth,2002,55000000
eth,2003,63000000
eth,2004,59000000
eth,2009,139000000
eth,2016,461000000
eth,2017,363500000
eth,2018,612700012.20703
eth,2019,661000000
eth,2020,322500000
fin,1995,2853000000
fin,1996,2760000000
fin,1997,2541000000
fin,1998,2565000000
fin,1999,2525000000
fin,2000,2293000000
fin,2001,2442000000
fin,2002,2440000000
fin,2003,2956000000
fin,2004,3385000000
fin,2005,3620000000
fin,2006,4099000000
fin,2007,4812000000
fin,2008,5577000000
fin,2009,5236000000
fin,2010,5268000000
fin,2011,6013000000
fin,2012,5841000000
fin,2013,6387000000
fin,2014,6326000000
fin,2015,5786000000
fin,2016,6199000000
fin,2017,6740000000
fin,2018,7223000000
fin,2019,6841000000
fin,2020,1940000000
fji,1995,82000000
fji,1996,88000000
fji,1997,87000000
fji,1998,67000000
fji,1999,82000000
fji,2000,96000000
fji,2001,84000000
fji,2002,79000000
fji,2003,88000000
fji,2004,118000000
fji,2005,132000000
fji,2006,113000000
fji,2007,106000000
fji,2008,108000000
fji,2009,108000000
fji,2010,102000000
fji,2011,116000000
fji,2012,110000000
fji,2013,105000000
fji,2014,99000000
fji,2015,115000000
fji,2016,119000000
fji,2017,138000000
fji,2018,160000000
fji,2019,174000000
fji,2020,77000000
fra,1995,20699000000
fra,1996,22049000000
fra,1999,31630000000
fra,2000,29016000000
fra,2001,28781000000
fra,2002,30270000000
fra,2003,35807000000
fra,2004,36362000000
fra,2005,38633000000
fra,2006,39319000000
fra,2007,46042000000
fra,2008,50373000000
fra,2009,45087000000
fra,2010,46695000000
fra,2011,55509000000
fra,2012,50068000000
fra,2013,52444000000
fra,2014,58464000000
fra,2015,47713000000
fra,2016,49029000000
fra,2017,53787000000
fra,2018,59131000000
fra,2019,59751000000
fra,2020,31193000000
fsm,1997,4599999.90463
fsm,1998,4800000.19073
fsm,1999,4900000.09537
fsm,2000,5300000.19073
fsm,2001,5400000.09537
fsm,2002,5300000.19073
fsm,2003,5500000
fsm,2004,6699999.80927
fsm,2005,6900000.09537
fsm,2006,7000000
fsm,2007,7000000
fsm,2008,7099999.90463
fsm,2009,26000000
fsm,2010,28000000
fsm,2011,27000000
fsm,2012,30000000
fsm,2013,29000000
fsm,2014,29000000
gab,1995,182000000
gab,1996,168000000
gab,1997,156000000
gab,1998,158000000
gab,1999,195000000
gab,2000,183000000
gab,2001,256000000
gab,2002,234000000
gab,2003,239000000
gab,2004,275000000
gab,2005,346000000
gab,2007,328000000
gab,2008,490000000
gab,2009,476000000
gab,2010,560000000
gab,2011,658000000
gab,2012,441000000
gab,2013,404000000
gab,2014,509000000
gab,2015,346000000
gbr,1995,30749000000
gbr,1996,32298000000
gbr,1997,35954000000
gbr,1998,41458000000
geo,1997,171000000
geo,1998,239000000
geo,1999,135000000
geo,2000,129000000
geo,2001,136000000
geo,2002,189000000
geo,2003,170000000
geo,2004,196000000
geo,2005,237000000
geo,2006,257000000
geo,2007,277000000
geo,2008,337000000
geo,2009,311000000
