geo,time,ne_exp_gnfs_kn
aus,1989,103730000000
aus,1990,108574000000
aus,1991,120796000000
aus,1992,132217000000
aus,1993,142015000000
aus,1994,155490000000
aus,1995,162352000000
aus,1996,178523000000
aus,1997,197952000000
aus,1998,207017000000
aus,1999,210982000000
aus,2000,231852000000
aus,2001,251889000000
aus,2002,250653000000
aus,2003,251916000000
aus,2004,255264000000
aus,2005,264095000000
aus,2006,271987000000
aus,2007,283292000000
aus,2008,294679000000
aus,2009,301804000000
aus,2010,316006000000
aus,2011,318685000000
aus,2012,333361000000
aus,2013,351064000000
aus,2014,372392000000
aus,2015,397916000000
aus,2016,423398000000
aus,2017,446673000000
aus,2018,465052000000
aus,2019,483506000000
aus,2020,475088000000
aut,1970,20079824000
aut,1971,21366556000
aut,1972,23534214000
aut,1973,24814645000
aut,1974,27472547000
aut,1975,26813427000
aut,1976,29778834000
aut,1977,30491833000
aut,1978,33153334000
aut,1979,36907688000
aut,1980,38266470000
aut,1981,40135192000
aut,1982,40101110000
aut,1983,40736292000
aut,1984,44125671000
aut,1985,48076861000
aut,1986,46128670000
aut,1987,47711727000
aut,1988,51651255000
aut,1989,57097400000
aut,1990,61991915000
aut,1991,63812801000
aut,1992,64654738000
aut,1993,63120377000
aut,1994,66710720000
aut,1995,71517490000
aut,1996,74834820000
aut,1997,83087470000
aut,1998,89611070000
aut,1999,95376610000
aut,2000,108275900000
aut,2001,114524500000
aut,2002,119433270000
aut,2003,120068050000
aut,2004,130467230000
aut,2005,139163010000
aut,2006,149706240000
aut,2007,161041710000
aut,2008,164537390000
aut,2009,140896480000
aut,2010,159397700000
aut,2011,168858530000
aut,2012,171286200000
aut,2013,172383550000
aut,2014,177361300000
aut,2015,182769300000
aut,2016,188230640000
aut,2017,197450190000
aut,2018,207596320000
aut,2019,214689990000
aut,2020,191591120000
aze,1994,1886886500
aze,1995,1343471600
aze,1996,1616826400
aze,1997,2088893000
aze,1998,2398403200
aze,1999,2721118700
aze,2000,3346568800
aze,2001,4251830400
aze,2002,4696828300
aze,2003,4732929200
aze,2004,5291811400
aze,2005,7881800000
aze,2006,10586162900
aze,2007,15618519100
aze,2008,16836123800
aze,2009,18205435000
aze,2010,22611059500
aze,2011,23423916900
aze,2012,23939243000
aze,2013,24298331600
aze,2014,24031706700
bdi,1997,45270599700
bdi,1998,38166365300
bdi,1999,39829058500
bdi,2000,36800689600
bdi,2001,46149559700
bdi,2002,44236706800
bdi,2003,70929733700
bdi,2004,64052230200
bdi,2005,74911128000
bdi,2006,82787640000
bdi,2007,92233540000
bdi,2008,149221548000
bdi,2009,96102187000
bdi,2010,140230980000
bdi,2011,138042608000
bdi,2012,191695140000
bdi,2013,152999811000
bdi,2014,131554076400
bdi,2015,115894196100
bdi,2016,142812554800
bdi,2017,223764041900
bdi,2018,201060129700
bdi,2019,198587090100
bdi,2020,170279134700
bel,1970,51285134000
bel,1971,53595463000
bel,1972,59521225000
bel,1973,67927565000
bel,1974,70444611000
bel,1975,64607999000
bel,1976,72921121000
bel,1977,74481585000
bel,1978,76183937000
bel,1979,81513897000
bel,1980,81391336000
bel,1981,84151720000
bel,1982,86490141000
bel,1983,88761886000
bel,1984,94506496000
bel,1985,94820825000
bel,1986,97416425000
bel,1987,102254242000
bel,1988,112104185000
bel,1989,121242601000
bel,1990,126788135000
bel,1991,130662008000
bel,1992,135453151000
bel,1993,134854020000
bel,1994,146084156000
bel,1995,153376600000
bel,1996,161007300000
bel,1997,176287800000
bel,1998,183582200000
bel,1999,192484600000
bel,2000,216346800000
bel,2001,217169300000
bel,2002,224658100000
bel,2003,228287100000
bel,2004,242425800000
bel,2005,255786100000
bel,2006,270367500000
bel,2007,285064800000
bel,2008,290217700000
bel,2009,257494800000
bel,2010,284374900000
bel,2011,297545100000
bel,2012,296096500000
bel,2013,297140700000
bel,2014,312582400000
bel,2015,324215700000
bel,2016,344323100000
bel,2017,363161000000
bel,2018,365341200000
bel,2019,372594200000
bel,2020,352254200000
ben,1960,52048809161.1967
ben,1961,40755129383.0618
ben,1962,29952560506.8226
ben,1963,32898807631.3251
ben,1964,49102571768.1978
ben,1965,72674129630.20659
ben,1966,80039957256.0372
ben,1967,88387608532.9326
ben,1968,99190525562.10387
ben,1969,138965046557.565
ben,1970,157624224768.25201
ben,1971,201817633314.867
ben,1972,211247355649.78601
ben,1973,196441410938.21799
ben,1974,194634559971.80801
ben,1975,195912825861.41296
ben,1976,188906061190.02097
ben,1977,202258127478.396
ben,1978,221822010361.664
ben,1979,301448887099.94098
ben,1980,334143247081.23901
ben,1981,364857333821.99902
ben,1982,270343461027.27399
ben,1983,196110622699.83701
ben,1984,269067259390.93301
ben,1985,343512747683.69397
ben,1986,266601135965.14096
ben,1987,250009904124.75
ben,1988,204497216937.55301
ben,1989,208494939272.61801
ben,1990,364745781260.14093
ben,1991,427824806200
ben,1992,517574356600
ben,1993,587428510700
ben,1994,601817397300
ben,1995,591239514500
ben,1996,574788208500
ben,1997,629180025000
ben,1998,698927906900
ben,1999,795298746200
ben,2000,711247214200
ben,2001,745303374300
ben,2002,820010136500
ben,2003,834752655300
ben,2004,791269683800
ben,2005,870655879900
ben,2006,868086505500
ben,2007,1104509000500
ben,2008,1215983276900
ben,2009,1156829549600
ben,2010,1212331789800
ben,2011,1094605996100
ben,2012,1358358942200
ben,2013,1667144065100
ben,2014,2082974648600
ben,2015,1664382000000
ben,2016,1888762000000
ben,2017,2020975340000
ben,2018,2122024107000
ben,2019,2304827101700
ben,2020,1729426885900
bfa,1965,67316246427.5643
bfa,1966,69562373162.2339
bfa,1967,69562373162.2339
bfa,1968,89755822944.1828
bfa,1969,85266067572.00598
bfa,1970,96489458459.5323
bfa,1971,97719732341.27831
bfa,1972,131414794502.474
bfa,1973,121307487068.595
bfa,1974,130289990982.95599
bfa,1975,128045113116.44701
bfa,1976,117937310609.72301
bfa,1977,123553369875.244
bfa,1978,180395668456.35999
bfa,1979,223742340637.40399
bfa,1980,201619906269.84799
bfa,1981,228149505265.68799
bfa,1982,196314781618.29095
bfa,1983,153868803727.63699
bfa,1984,175090809924.49899
bfa,1985,173195154350.073
bfa,1986,181949949834.07199
bfa,1987,228220626701.72198
bfa,1988,220918293215.01999
bfa,1989,180918201245.74496
bfa,1990,229595877722.65302
bfa,1991,228647222300
bfa,1992,199223267500
bfa,1993,212885930100
bfa,1994,294207831900
bfa,1995,293913827900
bfa,1996,238924197100
bfa,1997,255840710200
bfa,1998,347125141700
bfa,1999,318753657000
bfa,2000,332046527900
bfa,2001,327372036500
bfa,2002,321222718400
bfa,2003,349405575900
bfa,2004,403770230600
bfa,2005,430178373900
bfa,2006,515267894200
bfa,2007,551748545900
bfa,2008,597295745100
bfa,2009,797396087800
bfa,2010,1141660093000
bfa,2011,1410072688400
bfa,2012,1412859278100
bfa,2013,1687693389400
bfa,2014,1798446667300
bfa,2015,1826311000000
bfa,2016,1874096000000
bfa,2017,2034239492000
bfa,2018,2343397246400
bfa,2019,2298247412100
bgd,1960,34249952300
bgd,1961,30310829100
bgd,1962,36614433900
bgd,1963,38383134000
bgd,1964,39819664300
bgd,1965,37753074800
bgd,1966,43164013700
bgd,1967,38085241600
bgd,1968,39608721800
bgd,1969,41429841200
bgd,1970,45772453400
bgd,1971,33130971000
bgd,1972,25547591700
bgd,1973,47453450300
bgd,1974,33483025100
bgd,1975,37559417200
bgd,1976,46862082700
bgd,1977,58790521100
bgd,1978,54281975700
bgd,1979,63240940500
bgd,1980,63844944000
bgd,1981,43563316500
bgd,1982,41622245200
bgd,1983,45466446600
bgd,1984,45036952300
bgd,1985,48594318400
bgd,1986,48035824100
bgd,1987,48948689100
bgd,1988,54176226400
bgd,1989,58998551700
bgd,1990,69492286400
bgd,1991,67343898900
bgd,1992,82055572200
bgd,1993,95506873300
bgd,1994,99019968600
bgd,1995,129442969500
bgd,1996,139896000000
bgd,1997,159926000000
bgd,1998,179545000000
bgd,1999,183586000000
bgd,2000,210019000000
bgd,2001,241320000000
bgd,2002,240924000000
bgd,2003,236837000000
bgd,2004,439601000000
bgd,2005,628635000000
bgd,2006,788788000000
bgd,2007,891138000000
bgd,2008,954236000000
bgd,2009,954508000000
bgd,2010,963495000000
bgd,2011,1246176000000
bgd,2012,1402350000000
bgd,2013,1436734000000
bgd,2014,1482726000000
bgd,2015,1440765000000
bgd,2016,1472415000000
bgd,2017,1437922000000
bgd,2018,1554226000000
bgd,2019,1724225000000
bgd,2020,1409742000000
bgr,1980,100573819323.38
bgr,1981,106512678381.32899
bgr,1982,104375677106.711
bgr,1983,111078461573.32899
bgr,1984,121356567996.021
bgr,1985,136624041545.892
bgr,1986,137520417929.004
bgr,1987,151669320810.315
bgr,1988,132334651147.50101
bgr,1989,113765424911.883
bgr,1990,32588270193.29309
bgr,1991,17754136902.2824
bgr,1992,18766491820.0031
bgr,1993,19216304862.045
bgr,1994,19748280145.5244
bgr,1995,25594683000
bgr,1996,33260780000
bgr,1997,35621274000
bgr,1998,29434464000
bgr,1999,24217740000
bgr,2000,20061801000
bgr,2001,20305536000
bgr,2002,22104135000
bgr,2003,23532614000
bgr,2004,29299964000
bgr,2005,31962250000
bgr,2006,34411572000
bgr,2007,41164032000
bgr,2008,42184019000
bgr,2009,37241918000
bgr,2010,41355787000
bgr,2011,46556727000
bgr,2012,47502462000
bgr,2013,52075486000
bgr,2014,53701575000
bgr,2015,57164722000
bgr,2016,62090471000
bgr,2017,65662020000
bgr,2018,66802361000
bgr,2019,69457411000
bgr,2020,61075995000
bhr,2000,5152440000
bhr,2001,5025820000
bhr,2002,5718890000
bhr,2003,5777340000
bhr,2004,6045510000
bhr,2005,6330740000
bhr,2006,6454700000
bhr,2007,6483880000
bhr,2008,6527910000
bhr,2009,6550720000
bhr,2010,6723000000
bhr,2011,8766080000
bhr,2012,10589780000
bhr,2013,10519490000
bhr,2014,10091590000
bhr,2015,10006300000
bhr,2016,9730460000
bhr,2017,10089490000
bhr,2018,10453000000
bhr,2019,10482000000
bhs,1989,2601432669.56128
bhs,1990,2620377538.9723
bhs,1991,2462514500
bhs,1992,2433321300
bhs,1993,2533972000
bhs,1994,2512865600
bhs,1995,2577761900
bhs,1996,2670953700
bhs,1997,2896500000
bhs,1998,3051560000
bhs,1999,3198980000
bhs,2000,3365150000
bhs,2001,3382690000
bhs,2002,3382690000
bhs,2003,3405540000
bhs,2004,3803890000
bhs,2005,3722480000
bhs,2006,3794850000
bhs,2007,3740750000
bhs,2008,3658410000
bhs,2009,3542210000
bhs,2010,3587360000
bhs,2011,3812720000
bhs,2012,4087430000
bhs,2013,4122880000
bhs,2014,3898350000
bhs,2015,3952660000
bhs,2016,3780850000
bhs,2017,3684270000
bhs,2018,4116030000
bhs,2019,4040590000
bhs,2020,2273170000
bih,2000,3423755971.5037
bih,2001,3621793712.82668
bih,2002,3434297091.43119
bih,2003,3884074744.37694
bih,2004,4562956050.68851
bih,2005,5280622104.49889
bih,2006,6271902651.13383
bih,2007,7048464800.15462
bih,2008,7129185077.47373
bih,2009,6902761367.26397
bih,2010,7862281353.37448
bih,2011,8227406450.88685
bih,2012,8236245918.95688
bih,2013,8883326004.29713
bih,2014,9253143583.84928
bih,2015,10158360635.8677
bih,2016,11109983708.0526
bih,2017,12423295418.1246
bih,2018,13298503441.1147
bih,2019,13354977760.2426
bih,2020,11224054000
blr,1990,32246591377.298
blr,1991,31891879600
blr,1992,21048639000
blr,1993,16333745700
blr,1994,16137740800
blr,1995,12587437700
blr,1996,13569256300
blr,1997,18169234800
blr,1998,16661188600
blr,1999,17827471000
blr,2000,20091560900
blr,2001,22721951300
blr,2002,24631873000
blr,2003,26748419700
blr,2004,30359599100
blr,2005,29539896000
blr,2006,31954033700
blr,2007,33743644000
blr,2008,34452292800
blr,2009,31753906500
blr,2010,34189175700
blr,2011,44582721600
blr,2012,49575980800
blr,2013,42337887200
blr,2014,44271060000
blr,2015,45201480000
blr,2016,46376700000
blr,2017,49834300000
blr,2018,51728100000
blr,2019,52245381000
blr,2020,50625774200
blz,1980,184745210.33731
blz,1981,276079523.30811
blz,1982,201051329.29935
blz,1983,191710526.42719
blz,1984,267155346.53061
blz,1985,247522695.78696
blz,1986,285436119.74261
blz,1987,333498139.37488
blz,1988,360717155.44174
blz,1989,396990306.55513
blz,1990,433719075.46678
blz,1991,423500000
blz,1992,548317200
blz,1993,564912700
blz,1994,603545100
blz,1995,572626800
blz,1996,603207700
blz,1997,682611100
blz,1998,717490000
blz,1999,799815600
blz,2000,881534600
blz,2001,924875100
blz,2002,1013431300
blz,2003,1147191700
blz,2004,1212875600
blz,2005,1338074200
blz,2006,1649994300
blz,2007,1427546800
blz,2008,1484803000
blz,2009,1339796700
blz,2010,1527540600
blz,2011,1571200600
blz,2012,1667993600
blz,2013,1730616100
blz,2014,1705764000
blz,2015,1693794400
blz,2016,1532305500
blz,2017,1626373000
blz,2018,1748491500
blz,2019,1625303000
blz,2020,1396446220.37
bmu,2014,3199330946.62451
bmu,2015,3338401060.07067
bmu,2016,3583066765.85456
bmu,2017,3216427375.86014
bmu,2018,3404630742.04947
bmu,2019,3293000000
bmu,2020,3014600000
bol,1960,1171696637.0091
bol,1961,1178578849.2676
bol,1962,1271488714.75731
bol,1963,1512673498.58789
bol,1964,1613362291.83754
bol,1965,1675414687.67745
bol,1966,1896695872.8424
bol,1967,2348624642.54435
bol,1968,2360332641.75943
bol,1969,2423555837.52084
bol,1970,2188225053.2978
bol,1971,2440983971.79658
bol,1972,2695300867.67552
bol,1973,2998006708.06764
bol,1974,2968038554.93163
bol,1975,2837443392.18299
bol,1976,3142715312.96596
bol,1977,3079571406.20539
bol,1978,2987467449.3195
bol,1979,3034023479.26779
bol,1980,2888765000
bol,1981,2926118000
bol,1982,2542159000
bol,1983,2590570000
bol,1984,2433439000
bol,1985,1977362000
bol,1986,2355681000
bol,1987,2381708000
bol,1988,2541495000
bol,1989,3166949000
bol,1990,3517480000
bol,1991,3774038000
bol,1992,3816036000
bol,1993,4018461000
bol,1994,4625108000
bol,1995,5046839000
bol,1996,5252178000
bol,1997,5141346000
bol,1998,5474630000
bol,1999,4773615000
bol,2000,5491595000
bol,2001,5951639000
bol,2002,6290480000
bol,2003,7055594000
bol,2004,8228272000
bol,2005,8914207000
bol,2006,9924796000
bol,2007,10231390000
bol,2008,10453875000
bol,2009,9329492000
bol,2010,10248691938.2625
bol,2011,10719430326.7784
bol,2012,12144641344.12
bol,2013,12641951766.7125
bol,2014,14015558152.4837
bol,2015,13186019406.7342
bol,2016,12432525000
bol,2017,11814068342.3381
bol,2018,12427219632.9175
bol,2019,12201082898.6203
bol,2020,9966050506.13899
bra,1960,12474234350.54
bra,1961,13122156800.4068
bra,1962,12150202459.041
bra,1963,15552253524.3582
bra,1964,13446188880.099
bra,1965,13932517125.2906
bra,1966,15552567995.2798
bra,1967,15066510183.7891
bra,1968,17496656026.179
bra,1969,20898776158.4191
bra,1970,22194788926.532
bra,1971,23417717034.0032
bra,1972,29076179578.6381
bra,1973,33220922698.1402
bra,1974,33996227889.8653
bra,1975,37930415131.2872
bra,1976,37808798630.6244
bra,1977,37674832512.4768
bra,1978,42667405421.2323
bra,1979,46635398569.0161
bra,1980,57181646138.5908
bra,1981,69372918010.69031
bra,1982,62996798007.21269
bra,1983,72025536315.9758
bra,1984,87838463274.7639
bra,1985,94010613787.54269
bra,1986,84063770565.9212
bra,1987,100233692028.61501
bra,1988,113343210899.47701
bra,1989,119107297282.34599
bra,1990,113245009591.235
bra,1991,125286061700
bra,1992,146017546100
bra,1993,163072880400
bra,1994,169609299900
bra,1995,166161346400
bra,1996,165461390800
bra,1997,183694059200
bra,1998,192710140700
bra,1999,203706739400
bra,2000,229904545200
bra,2001,251125946100
bra,2002,267390926500
bra,2003,296846548900
bra,2004,339811464500
bra,2005,372583526900
bra,2006,390606986400
bra,2007,414731271000
bra,2008,416428562700
bra,2009,377921136700
bra,2010,422220000000
bra,2011,442537000000.00098
bra,2012,445668576004.89294
bra,2013,453825626033.38495
bra,2014,446702014016.10602
bra,2015,477165143466.93494
bra,2016,481283677779.64801
bra,2017,504908899071.59198
bra,2018,525373279316.07294
bra,2019,512857700739.28198
bra,2020,503851492192.34003
brn,1989,10644431800
brn,1990,10780420900
brn,1991,11725764000
brn,1992,12434223000
brn,1993,12087670300
brn,1994,12432029600
brn,1995,14522312600
brn,1996,14022223900
brn,1997,13311571600
brn,1998,11986775200
brn,1999,13660317600
brn,2000,15284448900
brn,2001,15483610800
brn,2002,16377250200
brn,2003,16747980200
brn,2004,16628396000
brn,2005,16418854100
brn,2006,17021440100
brn,2007,15381017600
brn,2008,14424926900
brn,2009,13664485000
brn,2010,12599000000
brn,2011,12221000000
brn,2012,12369000000
brn,2013,11667000000
brn,2014,11767000000
brn,2015,10496000000
brn,2016,10297094600
brn,2017,10018544100
brn,2018,10303756000
brn,2019,11837043300
brn,2020,12727771589.5467
btn,1990,3450506437.76824
btn,1991,3969861200
btn,1992,3984162100
btn,1993,2264200000
btn,1994,2508500000
btn,1995,3711900000
btn,1996,3978500000
btn,1997,4771100000
btn,1998,5148100000
btn,1999,5614200000
btn,2000,5797822100
btn,2001,5714115800
btn,2002,5880808200
btn,2003,6837154300
btn,2004,8732320600
btn,2005,11731857500
btn,2006,17793394100
btn,2007,20598798200
btn,2008,18571430000
btn,2009,18128146931.8217
btn,2010,19491616726.6294
btn,2011,20115926759.0777
btn,2012,19633028300.5987
btn,2013,20393162427.1078
btn,2014,19314194761.6416
btn,2015,18700678226.60789
btn,2016,17713537016.2683
btn,2017,18856231154.0849
btn,2018,19719840650.5946
btn,2019,22558460366.515
btn,2020,17997170122.7437
bwa,1975,5718355748.85031
bwa,1976,7344463776.48572
bwa,1977,8690561040.46306
bwa,1978,9885024758.98579
bwa,1979,10525049093.7627
bwa,1980,11405082267.609
bwa,1981,11821222080.763
bwa,1982,14543495555.8882
bwa,1983,19634850721.5656
bwa,1984,21171652994.153
bwa,1985,23036219577.9364
bwa,1986,25208704934.7661
bwa,1987,29680501750.3343
bwa,1988,34187959031.6132
bwa,1989,32998456801.7996
bwa,1990,32912533084.4696
bwa,1991,34067238015.1014
bwa,1992,32500547429.5154
bwa,1993,32208950691.7616
bwa,1994,34413739061.1002
bwa,1995,38159752624.1569
bwa,1996,43299999933.8196
bwa,1997,48903602869.9694
bwa,1998,40006299799.3166
bwa,1999,51067456978.1956
bwa,2000,51477685048.5882
bwa,2001,49241327452.0448
bwa,2002,52858584820.3312
bwa,2003,49158757229.3927
bwa,2004,52791104282.0135
bwa,2005,62394211518.9359
bwa,2006,64348929315.111
bwa,2007,69806589604.60899
bwa,2008,68075505067.9679
bwa,2009,42431055001.7887
bwa,2010,49230132538.4306
bwa,2011,62791038527.9045
bwa,2012,73993371665.76511
bwa,2013,101964711809.22301
bwa,2014,105776600000
bwa,2015,97991300000
bwa,2016,89791000000
bwa,2017,84890700000
bwa,2018,94977800000
bwa,2019,88243000000
bwa,2020,72284900000
caf,2009,104901000000
caf,2010,149542000000
caf,2011,217446000000
caf,2012,232124000000
caf,2013,174509000000
caf,2014,198445000000
caf,2015,218269000000
caf,2016,200307000000
caf,2017,246248000000
caf,2018,282384000000
caf,2019,276308276900
caf,2020,116025474700
can,1961,46183516300
can,1962,48324272400
can,1963,52580420300
can,1964,59721008800
can,1965,62410650700
can,1966,70605384000
can,1967,78183254900
can,1968,87795351500
can,1969,94809117900
can,1970,103506067000
can,1971,108543438000
can,1972,117918124000
can,1973,129814032000
can,1974,123956882000
can,1975,113673136000
can,1976,122504009000
can,1977,130362918000
can,1978,143355583000
can,1979,148762260000
can,1980,150353116000
can,1981,152927603000
can,1982,150817538000
can,1983,159540358000
can,1984,189248676000
can,1985,197734339000
can,1986,206630906000
can,1987,213228950000
can,1988,232646673000
can,1989,234644374000
can,1990,245310615000
can,1991,249290038000
can,1992,267822797000
can,1993,296734926000
can,1994,334763024000
can,1995,364443948000
can,1996,385302624000
can,1997,418423976000
can,1998,458245338000
can,1999,507866746000
can,2000,553705307000
can,2001,537645324000
can,2002,544254020000
can,2003,534951623000
can,2004,564537939000
can,2005,577363959000
can,2006,582452313000
can,2007,589078512000
can,2008,562311197000
can,2009,489406529000
can,2010,522087302000
can,2011,547291916000
can,2012,562696482000
can,2013,576543167000
can,2014,612996642000
can,2015,633955000000
can,2016,642872619000
can,2017,652162588000
can,2018,676184459000
can,2019,684858072000
can,2020,625325521000
che,1970,70649984000
che,1971,73396559000
che,1972,78069302000
che,1973,84204508000
che,1974,85072473000
che,1975,79484204000
che,1976,86879743000
che,1977,95321596000
che,1978,98864796000
che,1979,101302232000
che,1980,106438683000
che,1981,122570661000
che,1982,120111189000
che,1983,116765429000
che,1984,135135897000
che,1985,145953629000
che,1986,148164776000
che,1987,144741617000
che,1988,155787475000
che,1989,164863652000
che,1990,168190284000
che,1991,165476380000
che,1992,171889706000
che,1993,170776573000
che,1994,173178041000
che,1995,178126207000
che,1996,183488626000
che,1997,210658551000
che,1998,216073642000
che,1999,223202577000
che,2000,250313943000
che,2001,250584987000
che,2002,246185385000
che,2003,243264026000
che,2004,267283476000
che,2005,284726477000
che,2006,303095059000
che,2007,337362597000
che,2008,351594743000
che,2009,320958435000
che,2010,361357198000
che,2011,375695220000
che,2012,379370717000
che,2013,431735207000
che,2014,404904148000
che,2015,421637216000
che,2016,449090642000
che,2017,447592759000
che,2018,462509700000
che,2019,458893043000
che,2020,431339399000
chl,1960,1635318020700
chl,1961,1716177566100
chl,1962,1760957505600
chl,1963,1853747039300
chl,1964,2024823046300
chl,1965,2007722218100
chl,1966,2088232312900
chl,1967,2156529870200
chl,1968,2200343762600
chl,1969,2278794845200
chl,1970,2326037675100
chl,1971,2345020357100
chl,1972,1991034302600
chl,1973,2046740605100
chl,1974,2986578988300
chl,1975,3056865362100
chl,1976,3800943049200
chl,1977,4253005996500
chl,1978,4728572025700
chl,1979,5398341601800
chl,1980,6171373792200
chl,1981,5621459741200
chl,1982,5885529336600
chl,1983,5887259186900
chl,1984,6020444483200
chl,1985,6762203669700
chl,1986,7444769226500
chl,1987,7946566645200
chl,1988,8864848211800
chl,1989,10293063319800
chl,1990,11180035410100
chl,1991,12570092327600
chl,1992,14320705971000
chl,1993,14826829681200
chl,1994,16550834386300
chl,1995,18368715126000
chl,1996,20533462648247.10156
chl,1997,22841500661245.69531
chl,1998,24046534985904.89453
chl,1999,25650776435671.5
chl,2000,27009362084265.69531
chl,2001,28884419472830.30078
chl,2002,29579792388061.89453
chl,2003,31519879906629
chl,2004,36055954140394.39844
chl,2005,37059850864256.39844
chl,2006,38945234052257.50781
chl,2007,41745677668113.50781
chl,2008,41482839704416.39844
chl,2009,39724823982550.49219
chl,2010,40622792291575.69531
chl,2011,42839229541975.79688
chl,2012,42991019615878.89844
chl,2013,44395415398674.39844
chl,2014,44539144510304
chl,2015,43778239879884.39844
chl,2016,43998627987391.10156
chl,2017,43330907613686.89844
chl,2018,45612938129721.60156
chl,2019,44423475419386.49219
