geo,time,dc_dac_ital_cd
arg,1991,153179992.67578
arg,1992,104629997.25342
arg,1993,115779998.7793
arg,1994,51509998.32153
arg,1995,-5610000.13351
arg,1996,7030000.20981
arg,1997,-5059999.94278
arg,1998,-13850000.38147
arg,1999,-18629999.16077
arg,2000,-11659999.84741
arg,2001,-19809999.46594
arg,2002,-1580000.04292
arg,2003,2880000.11444
arg,2004,4019999.98093
arg,2005,21569999.69482
arg,2006,26500000
arg,2007,-16450000.76294
arg,2008,3359999.8951
arg,2009,1330000.04292
arg,2010,439999.99762
arg,2011,5070000.17166
arg,2012,819999.99285
arg,2013,170000.00179
arg,2014,-180000.00715
arg,2015,-990000.00954
arg,2016,-699999.98808
arg,2017,-34270000.45776
arg,2018,-62259998.32153
arg,2019,-77870002.74658
arm,1993,3240000.00954
arm,1995,3599999.90463
arm,1996,29999.99933
arm,1999,769999.98093
arm,2000,360000.01431
arm,2001,899999.97616
arm,2002,310000.00238
arm,2003,1549999.95232
arm,2004,170000.00179
arm,2005,1240000.00954
arm,2006,70000.0003
arm,2007,39999.99911
arm,2008,1399999.97616
arm,2009,519999.98093
arm,2010,70000.0003
arm,2011,529999.97139
arm,2012,670000.01669
arm,2013,109999.9994
arm,2014,379999.99523
arm,2015,310000.00238
arm,2016,589999.97377
arm,2017,239999.99464
arm,2018,930000.00715
arm,2019,239999.99464
atg,2013,9999.99978
atg,2015,39999.99911
atg,2019,500000
aze,1999,1649999.97616
aze,2000,9999.99978
aze,2001,29999.99933
aze,2002,720000.02861
aze,2003,209999.99344
aze,2004,109999.9994
aze,2005,1240000.00954
aze,2006,50000.00075
aze,2008,159999.99642
aze,2009,29999.99933
aze,2010,9999.99978
aze,2011,29999.99933
aze,2012,29999.99933
aze,2013,19999.99955
aze,2014,29999.99933
aze,2015,19999.99955
aze,2016,9999.99978
aze,2017,19999.99955
aze,2018,100000.00149
aze,2019,769999.98093
bdi,1970,9999.99978
bdi,1972,50000.00075
bdi,1973,140000.0006
bdi,1974,129999.99523
bdi,1975,189999.99762
bdi,1976,109999.9994
bdi,1977,180000.00715
bdi,1978,250000
bdi,1979,230000.00417
bdi,1980,180000.00715
bdi,1981,490000.00954
bdi,1982,649999.97616
bdi,1983,870000.00477
bdi,1984,1580000.04292
bdi,1985,3799999.95232
bdi,1986,6179999.82834
bdi,1987,5139999.86649
bdi,1988,4980000.01907
bdi,1989,1500000
bdi,1990,7269999.98093
bdi,1991,1860000.01431
bdi,1992,1620000.00477
bdi,1993,3559999.94278
bdi,1994,1840000.03338
bdi,1995,1419999.95708
bdi,1996,1610000.01431
bdi,1997,1320000.05245
bdi,1998,850000.02384
bdi,1999,2039999.96185
bdi,2000,409999.99642
bdi,2001,1639999.98569
bdi,2002,4480000.01907
bdi,2003,2130000.11444
bdi,2004,4349999.90463
bdi,2005,3440000.05722
bdi,2006,14079999.92371
bdi,2007,3460000.03815
bdi,2008,4969999.79019
bdi,2009,4400000.09537
bdi,2010,6079999.92371
bdi,2011,2670000.07629
bdi,2012,1889999.98569
bdi,2013,1500000
bdi,2014,519999.98093
bdi,2015,1370000.00477
bdi,2016,980000.01907
bdi,2017,2170000.07629
bdi,2018,1570000.05245
bdi,2019,1590000.03338
ben,1964,9999.99978
ben,1967,79999.99821
ben,1968,1110000.01431
ben,1969,-119999.99732
ben,1970,9999.99978
ben,1971,2369999.88556
ben,1972,-170000.00179
ben,1973,-119999.99732
ben,1974,39999.99911
ben,1975,70000.0003
ben,1976,59999.99866
ben,1977,79999.99821
ben,1978,50000.00075
ben,1979,79999.99821
ben,1981,219999.99881
ben,1982,250000
ben,1983,250000
ben,1984,439999.99762
ben,1985,589999.97377
ben,1986,2619999.88556
ben,1987,2710000.03815
ben,1988,2839999.91417
ben,1989,3380000.11444
ben,1990,2130000.11444
ben,1991,1899999.97616
ben,1992,720000.02861
ben,1993,3970000.02861
ben,1994,9999.99978
ben,1995,680000.00715
ben,1996,3210000.03815
ben,1997,360000.01431
ben,1998,270000.01073
ben,1999,300000.01192
ben,2000,19069999.69482
ben,2001,209999.99344
ben,2002,2539999.96185
ben,2003,19999.99955
ben,2004,9579999.92371
ben,2005,19999.99955
ben,2006,109999.9994
ben,2007,1490000.00954
ben,2008,1139999.98569
ben,2009,1789999.96185
ben,2010,2109999.8951
ben,2011,1200000.04768
ben,2012,769999.98093
ben,2013,1909999.96662
ben,2014,1419999.95708
ben,2015,2369999.88556
ben,2016,1340000.03338
ben,2017,4809999.94278
ben,2018,2680000.06676
ben,2019,3750000
bfa,1965,19999.99955
bfa,1972,90000.00358
bfa,1973,180000.00715
bfa,1974,39999.99911
bfa,1975,330000.01311
bfa,1976,170000.00179
bfa,1977,119999.99732
bfa,1978,50000.00075
bfa,1979,90000.00358
bfa,1980,19999.99955
bfa,1981,59999.99866
bfa,1982,7389999.86649
bfa,1983,500000
bfa,1984,2109999.8951
bfa,1985,5420000.07629
bfa,1986,35189998.62671
bfa,1987,20549999.23706
bfa,1988,31649999.61853
bfa,1989,16129999.16077
bfa,1990,29799999.23706
bfa,1991,8720000.26703
bfa,1992,5300000.19073
bfa,1993,2339999.91417
bfa,1994,24379999.16077
bfa,1995,2720000.02861
bfa,1996,2329999.92371
bfa,1997,3880000.11444
bfa,1998,2400000.09537
bfa,1999,699999.98808
bfa,2000,8199999.80927
bfa,2001,1139999.98569
bfa,2002,3119999.88556
bfa,2003,6739999.77112
bfa,2004,2970000.02861
bfa,2005,1500000
bfa,2006,980000.01907
bfa,2007,2589999.91417
bfa,2008,2259999.99046
bfa,2009,5349999.90463
bfa,2010,4260000.22888
bfa,2011,4869999.88556
bfa,2012,2869999.88556
bfa,2013,4360000.13351
bfa,2014,7369999.88556
bfa,2015,8250000
bfa,2016,8479999.54224
bfa,2017,10590000.15259
bfa,2018,14090000.15259
bfa,2019,15729999.54224
bgd,1973,9999.99978
bgd,1974,19999.99955
bgd,1975,2210000.03815
bgd,1976,19999.99955
bgd,1977,109999.9994
bgd,1978,1269999.98093
bgd,1979,29999.99933
bgd,1980,1169999.95708
bgd,1981,39999.99911
bgd,1982,90000.00358
bgd,1983,129999.99523
bgd,1984,319999.99285
bgd,1985,629999.99523
bgd,1986,379999.99523
bgd,1987,4050000.19073
bgd,1988,200000.00298
bgd,1989,1990000.00954
bgd,1990,1379999.99523
bgd,1991,4809999.94278
bgd,1992,2009999.99046
bgd,1993,11449999.80927
bgd,1994,5670000.07629
bgd,1995,4869999.88556
bgd,1996,2630000.11444
bgd,1997,1090000.03338
bgd,1998,3710000.03815
bgd,1999,2000000
bgd,2000,189999.99762
bgd,2001,409999.99642
bgd,2002,2269999.98093
bgd,2003,100000.00149
bgd,2004,720000.02861
bgd,2005,1870000.00477
bgd,2006,140000.0006
bgd,2007,2769999.98093
bgd,2008,6809999.94278
bgd,2009,7219999.79019
bgd,2010,5389999.86649
bgd,2011,2019999.98093
bgd,2012,720000.02861
bgd,2013,2900000.09537
bgd,2014,1929999.94755
bgd,2015,670000.01669
bgd,2016,250000
bgd,2017,959999.97854
bgd,2018,1519999.98093
bgd,2019,2569999.93324
bgr,1991,22489999.77112
bgr,1992,899999.97616
bgr,1993,1169999.95708
bgr,1994,340000.00358
bgr,1995,230000.00417
bgr,1996,560000.00238
bgr,1997,1990000.00954
bgr,1998,479999.98927
bgr,1999,600000.02384
bgr,2000,6170000.07629
bgr,2001,500000
bgr,2003,1399999.97616
bgr,2004,990000.00954
bhs,1973,39999.99911
bih,1994,18879999.16077
bih,1995,44220001.2207
bih,1996,67400001.52588
bih,1997,7769999.98093
bih,1998,16659999.84741
bih,1999,5949999.80927
bih,2000,32970001.2207
bih,2001,5010000.22888
bih,2002,6440000.05722
bih,2003,4909999.84741
bih,2004,7730000.01907
bih,2005,2670000.07629
bih,2006,5280000.20981
bih,2007,7400000.09537
bih,2008,11210000.03815
bih,2009,8159999.84741
bih,2010,4920000.07629
bih,2011,5190000.05722
bih,2012,3700000.04768
bih,2013,4510000.22888
bih,2014,6219999.79019
bih,2015,1519999.98093
bih,2016,310000.00238
bih,2017,1590000.03338
bih,2018,3069999.93324
bih,2019,1980000.01907
blr,1992,3190000.05722
blr,1993,629999.99523
blr,1994,9999.99978
blr,1995,9999.99978
blr,1996,29999.99933
blr,1997,9999.99978
blr,1998,9999.99978
blr,1999,9999.99978
blr,2000,39999.99911
blr,2001,70000.0003
blr,2003,300000.01192
blr,2004,90000.00358
blr,2005,50000.00075
blr,2006,90000.00358
blr,2007,129999.99523
blr,2008,349999.99404
blr,2009,219999.99881
blr,2010,129999.99523
blr,2011,119999.99732
blr,2012,239999.99464
blr,2013,230000.00417
blr,2014,140000.0006
blr,2015,319999.99285
blr,2016,709999.97854
blr,2017,400000.00596
blr,2018,319999.99285
blr,2019,300000.01192
blz,1984,50000.00075
blz,1986,129999.99523
blz,1987,29999.99933
blz,2005,800000.01192
blz,2007,340000.00358
blz,2016,300000.01192
blz,2019,1340000.03338
bol,1960,9999.99978
bol,1962,70000.0003
bol,1963,-59999.99866
bol,1964,39999.99911
bol,1965,29999.99933
bol,1967,9999.99978
bol,1968,19999.99955
bol,1969,19999.99955
bol,1970,19999.99955
bol,1971,19999.99955
bol,1972,310000.00238
bol,1973,200000.00298
bol,1974,250000
bol,1975,310000.00238
bol,1976,239999.99464
bol,1977,680000.00715
bol,1978,259999.99046
bol,1979,230000.00417
bol,1980,79999.99821
bol,1981,400000.00596
bol,1982,759999.99046
bol,1983,699999.98808
bol,1984,2529999.97139
bol,1985,2829999.92371
bol,1986,11720000.26703
bol,1987,6949999.80927
bol,1988,28340000.15259
bol,1989,14350000.38147
bol,1990,22270000.45776
bol,1991,25719999.31335
bol,1992,34849998.47412
bol,1993,19420000.07629
bol,1994,4840000.15259
bol,1995,5570000.17166
bol,1996,6070000.17166
bol,1997,7900000.09537
bol,1998,3460000.03815
bol,1999,9130000.11444
bol,2000,1759999.99046
bol,2001,-389999.98569
bol,2002,4570000.17166
bol,2003,2910000.08583
bol,2004,9510000.22888
bol,2005,4579999.92371
bol,2006,3640000.1049
bol,2007,7869999.88556
bol,2008,8710000.03815
bol,2009,7800000.19073
bol,2010,4820000.17166
bol,2011,9939999.58038
bol,2012,2529999.97139
bol,2013,2660000.08583
bol,2014,5900000.09537
bol,2015,5550000.19073
bol,2016,2579999.92371
bol,2017,5760000.22888
bol,2018,10500000
bol,2019,5909999.84741
bra,1960,2319999.93324
bra,1961,8329999.92371
bra,1962,4380000.11444
bra,1963,8029999.73297
bra,1964,1669999.95708
bra,1965,550000.01192
bra,1966,10449999.80927
bra,1967,-6550000.19073
bra,1968,-6320000.17166
bra,1969,-7500000
bra,1970,-5280000.20981
bra,1971,-3009999.99046
bra,1972,-889999.98569
bra,1973,-100000.00149
bra,1974,310000.00238
bra,1975,170000.00179
bra,1976,629999.99523
bra,1977,1259999.99046
bra,1978,1379999.99523
bra,1979,1740000.00954
bra,1980,1169999.95708
bra,1981,1240000.00954
bra,1982,2369999.88556
bra,1983,2559999.94278
bra,1984,3789999.96185
bra,1985,3779999.97139
bra,1986,7349999.90463
bra,1987,8789999.96185
bra,1988,30500000
bra,1989,18479999.54224
bra,1990,14779999.73297
bra,1991,13340000.15259
bra,1992,14130000.11444
bra,1993,7409999.84741
bra,1994,16780000.68665
bra,1995,16690000.53406
bra,1996,20799999.23706
bra,1997,9199999.80927
bra,1998,4030000.20981
bra,1999,3430000.06676
bra,2000,1720000.02861
bra,2001,5489999.77112
bra,2002,3250000
bra,2003,5409999.84741
bra,2004,12590000.15259
bra,2005,1539999.96185
bra,2006,8119999.88556
bra,2007,6630000.11444
bra,2008,17399999.61853
bra,2009,12420000.07629
bra,2010,9199999.80927
bra,2011,7860000.13351
bra,2012,5260000.22888
bra,2013,4820000.17166
bra,2014,4630000.11444
bra,2015,7610000.13351
bra,2016,6650000.09537
bra,2017,3700000.04768
bra,2018,8329999.92371
bra,2019,10270000.45776
brb,1986,19999.99955
brb,1987,19999.99955
brb,2008,39999.99911
btn,1986,340000.00358
btn,1987,90000.00358
btn,1988,790000.02146
btn,1989,-1730000.01907
btn,1990,159999.99642
btn,1991,200000.00298
btn,1993,90000.00358
btn,1994,219999.99881
btn,1995,9999.99978
btn,1996,19999.99955
btn,1999,70000.0003
btn,2000,29999.99933
btn,2001,19999.99955
btn,2002,9999.99978
btn,2014,19999.99955
btn,2015,50000.00075
btn,2016,9999.99978
btn,2017,0
btn,2018,39999.99911
btn,2019,50000.00075
bwa,1972,9999.99978
bwa,1973,29999.99933
bwa,1974,19999.99955
bwa,1975,29999.99933
bwa,1984,219999.99881
bwa,1985,9999.99978
bwa,1986,259999.99046
bwa,1987,50000.00075
bwa,1988,1860000.01431
bwa,1989,310000.00238
bwa,1990,349999.99404
bwa,1993,409999.99642
bwa,1997,109999.9994
bwa,2000,109999.9994
bwa,2004,9999.99978
bwa,2015,79999.99821
bwa,2018,119999.99732
bwa,2019,9999.99978
caf,1969,19999.99955
caf,1973,9999.99978
caf,1974,9999.99978
caf,1975,70000.0003
caf,1976,19999.99955
caf,1977,219999.99881
caf,1978,170000.00179
caf,1979,109999.9994
caf,1980,70000.0003
caf,1981,119999.99732
caf,1982,200000.00298
caf,1983,239999.99464
caf,1984,189999.99762
caf,1985,1419999.95708
caf,1986,5599999.90463
caf,1987,360000.01431
caf,1988,439999.99762
caf,1989,1000000
caf,1990,1590000.03338
caf,1991,560000.00238
caf,1992,839999.97377
caf,1993,239999.99464
caf,1994,490000.00954
caf,1995,2660000.08583
caf,1996,970000.02861
caf,1997,29999.99933
caf,1998,319999.99285
caf,1999,9999.99978
caf,2000,1690000.05722
caf,2001,319999.99285
caf,2002,490000.00954
caf,2003,9999.99978
caf,2004,1159999.96662
caf,2005,409999.99642
caf,2006,9999.99978
caf,2007,19999.99955
caf,2008,2039999.96185
caf,2009,519999.98093
caf,2010,2549999.95232
caf,2011,529999.97139
caf,2012,219999.99881
caf,2013,270000.01073
caf,2014,899999.97616
caf,2015,5269999.98093
caf,2016,6510000.22888
caf,2017,5710000.03815
caf,2018,8199999.80927
caf,2019,3349999.90463
chl,1960,319999.99285
chl,1961,889999.98569
chl,1962,3730000.01907
chl,1963,4659999.84741
chl,1964,1610000.01431
chl,1965,-1490000.00954
chl,1966,2799999.95232
chl,1967,7519999.98093
chl,1968,2680000.06676
chl,1969,59999.99866
chl,1970,-2180000.06676
chl,1971,-1000000
chl,1972,180000.00715
chl,1973,3160000.08583
chl,1974,129999.99523
chl,1975,119999.99732
chl,1976,29999.99933
chl,1977,-4780000.20981
chl,1978,-589999.97377
chl,1979,-589999.97377
chl,1980,-79999.99821
chl,1981,-200000.00298
chl,1982,270000.01073
chl,1983,289999.99166
chl,1984,300000.01192
chl,1985,1330000.04292
chl,1986,529999.97139
chl,1987,3440000.05722
chl,1988,10699999.80927
chl,1989,19770000.45776
chl,1990,10510000.22888
chl,1991,16100000.38147
chl,1992,17360000.61035
chl,1993,4769999.98093
chl,1994,9109999.65668
chl,1995,7199999.80927
chl,1996,11850000.38147
chl,1997,1360000.01431
chl,1998,819999.99285
chl,1999,-819999.99285
chl,2000,550000.01192
chl,2001,-180000.00715
chl,2002,-550000.01192
chl,2003,-730000.01907
chl,2004,-360000.01431
chl,2005,-1309999.94278
chl,2006,-1059999.94278
chl,2007,-750000
chl,2008,50000.00075
chl,2009,-1059999.94278
chl,2010,1820000.05245
chl,2011,-360000.01431
chl,2012,-1019999.98093
chl,2013,-349999.99404
chl,2014,59999.99866
chl,2015,409999.99642
chl,2016,239999.99464
chl,2017,159999.99642
chn,1979,109999.9994
chn,1980,159999.99642
chn,1981,419999.98689
chn,1982,2660000.08583
chn,1983,11130000.11444
chn,1984,9930000.30518
chn,1985,14420000.07629
chn,1986,31899999.61853
chn,1987,106690002.44141
chn,1988,111540000.91553
chn,1989,118830001.83106
chn,1990,45330001.83105
chn,1991,54900001.52588
chn,1992,201589996.33789
chn,1993,135479995.72754
chn,1994,69589996.33789
chn,1995,6230000.01907
chn,1996,6239999.77112
chn,1997,-6590000.15259
chn,1998,11199999.80927
chn,1999,-9850000.38147
chn,2000,-21229999.54224
chn,2001,-13680000.30518
chn,2002,-28239999.77112
chn,2003,-19569999.69482
chn,2004,-13739999.77112
chn,2005,-12819999.69482
chn,2006,-23290000.91553
chn,2007,42130001.06812
chn,2008,-16739999.77112
chn,2009,-24329999.92371
chn,2010,-26709999.08447
chn,2011,-33040000.91553
chn,2012,-13090000.15259
chn,2013,-15460000.03815
chn,2014,-14649999.61853
chn,2015,-15869999.88556
chn,2016,-15619999.88556
chn,2017,-13850000.38147
chn,2018,-10460000.03815
chn,2019,-14170000.07629
civ,1964,9999.99978
civ,1965,9999.99978
civ,1967,9999.99978
civ,1968,9999.99978
civ,1969,9999.99978
civ,1970,50000.00075
civ,1971,29999.99933
civ,1972,209999.99344
civ,1973,259999.99046
civ,1974,200000.00298
civ,1975,209999.99344
civ,1976,170000.00179
civ,1977,119999.99732
civ,1978,50000.00075
civ,1979,19999.99955
civ,1980,50000.00075
civ,1981,159999.99642
civ,1982,330000.01311
civ,1983,800000.01192
civ,1984,680000.00715
civ,1985,670000.01669
civ,1986,980000.01907
civ,1987,2890000.1049
civ,1988,2150000.09537
civ,1989,1139999.98569
civ,1990,2009999.99046
civ,1991,2420000.07629
civ,1992,129999.99523
civ,1993,270000.01073
civ,1994,100000.00149
civ,1995,29590000.15259
civ,1996,509999.99046
civ,1997,500000
civ,1998,28250000
civ,1999,159999.99642
civ,2000,209999.99344
civ,2001,319999.99285
civ,2002,319999.99285
civ,2003,709999.97854
civ,2004,49729999.54224
civ,2005,1179999.94755
civ,2006,759999.99046
civ,2007,819999.99285
civ,2008,1740000.00954
civ,2009,65970001.2207
civ,2010,2240000.00954
civ,2011,1220000.02861
civ,2012,2630000.11444
civ,2013,620000.00477
civ,2014,540000.02146
civ,2015,1289999.96185
civ,2016,769999.98093
civ,2017,3200000.04768
civ,2018,4639999.86649
civ,2019,3150000.09537
cmr,1964,9999.99978
cmr,1965,109999.9994
cmr,1967,39999.99911
cmr,1968,9999.99978
cmr,1969,2769999.98093
cmr,1970,1809999.94278
cmr,1971,-219999.99881
cmr,1972,-239999.99464
cmr,1973,-330000.01311
cmr,1974,-389999.98569
cmr,1975,-360000.01431
cmr,1976,-119999.99732
cmr,1977,-219999.99881
cmr,1978,-209999.99344
cmr,1979,79999.99821
cmr,1980,-39999.99911
cmr,1981,970000.02861
cmr,1982,660000.02623
cmr,1983,720000.02861
cmr,1984,2259999.99046
cmr,1985,10630000.11444
cmr,1986,11850000.38147
cmr,1987,2769999.98093
cmr,1988,7190000.05722
cmr,1989,66699996.94824
cmr,1990,6030000.20981
cmr,1991,10670000.07629
cmr,1992,3980000.01907
cmr,1993,1179999.94755
cmr,1994,2650000.09537
cmr,1995,11119999.88556
cmr,1996,1049999.95232
cmr,1997,18750000
cmr,1998,1830000.04292
cmr,1999,-349999.99404
cmr,2000,26959999.08447
cmr,2001,-1419999.95708
cmr,2002,43470001.2207
cmr,2003,29999.99933
cmr,2004,1960000.03815
cmr,2005,800000.01192
cmr,2006,63630001.06812
cmr,2007,1769999.98093
cmr,2008,4710000.03815
cmr,2009,2220000.02861
cmr,2010,4300000.19073
cmr,2011,3890000.1049
cmr,2012,1860000.01431
cmr,2013,2740000.00954
cmr,2014,3089999.91417
cmr,2015,2539999.96185
cmr,2016,3890000.1049
cmr,2017,3539999.96185
cmr,2018,4349999.90463
cmr,2019,8560000.41962
cod,1964,1080000.04292
cod,1965,910000.02623
cod,1967,349999.99404
cod,1968,119999.99732
cod,1969,180000.00715
cod,1970,109999.9994
cod,1971,79999.99821
cod,1972,720000.02861
cod,1973,1139999.98569
cod,1974,1259999.99046
cod,1975,1090000.03338
cod,1976,330000.01311
cod,1977,490000.00954
cod,1978,340000.00358
cod,1979,779999.97139
cod,1980,550000.01192
cod,1981,4769999.98093
cod,1982,3079999.92371
cod,1983,3039999.96185
cod,1984,29110000.61035
cod,1985,11470000.26703
cod,1986,27569999.69482
cod,1987,31409999.84741
cod,1988,55950000.76294
cod,1989,33060001.37329
cod,1990,145050003.05176
cod,1991,11390000.34332
cod,1992,12680000.30518
cod,1993,400000.00596
cod,1994,560000.00238
cod,1995,5849999.90463
cod,1996,1840000.03338
cod,1997,1279999.97139
cod,1998,1519999.98093
cod,1999,3799999.95232
cod,2000,959999.97854
cod,2001,1590000.03338
cod,2002,3869999.88556
cod,2003,428980010.98633
cod,2004,23799999.23706
cod,2005,1019999.98093
cod,2006,1269999.98093
cod,2007,4139999.86649
cod,2008,8159999.84741
cod,2009,12189999.58038
cod,2010,9579999.92371
cod,2011,576890014.64844
cod,2012,6920000.07629
cod,2013,7440000.05722
cod,2014,8449999.80927
cod,2015,8390000.34332
cod,2016,12510000.22888
cod,2017,11180000.30518
cod,2018,15939999.58038
cod,2019,11149999.61853
cog,1965,39999.99911
cog,1973,59999.99866
cog,1974,129999.99523
cog,1975,349999.99404
cog,1976,289999.99166
cog,1977,39999.99911
cog,1978,29999.99933
cog,1979,39999.99911
cog,1980,90000.00358
cog,1981,39999.99911
cog,1982,50000.00075
cog,1983,90000.00358
cog,1984,10199999.80927
cog,1985,4340000.15259
cog,1986,1769999.98093
cog,1987,6889999.86649
cog,1988,5079999.92371
cog,1989,2130000.11444
cog,1990,16020000.45776
cog,1991,12220000.26703
cog,1992,8590000.15259
cog,1993,280000.00119
cog,1994,330000.01311
cog,1995,230000.00417
cog,1996,47630001.06812
cog,1997,2430000.06676
cog,1998,3460000.03815
cog,1999,81910003.66211
cog,2000,1720000.02861
cog,2001,720000.02861
cog,2002,3160000.08583
cog,2003,-980000.01907
cog,2004,-1429999.94755
cog,2005,61240001.67847
cog,2006,23799999.23706
cog,2007,-839999.97377
cog,2008,-1090000.03338
cog,2009,28959999.08447
cog,2010,97459999.08447
cog,2011,39999.99911
cog,2012,29999.99933
cog,2013,159999.99642
cog,2014,689999.99762
cog,2015,879999.99523
cog,2016,649999.97616
cog,2017,879999.99523
cog,2018,610000.01431
cog,2019,319999.99285
col,1960,-159999.99642
col,1961,-200000.00298
col,1962,819999.99285
col,1963,180000.00715
col,1964,180000.00715
col,1965,-430000.00715
col,1967,19999.99955
col,1968,2210000.03815
col,1969,-150000.00596
col,1970,-140000.0006
col,1971,-50000.00075
col,1972,29999.99933
col,1973,-9999.99978
col,1974,-70000.0003
col,1975,349999.99404
col,1976,280000.00119
col,1977,400000.00596
col,1978,310000.00238
col,1979,460000.00834
col,1980,230000.00417
col,1981,660000.02623
col,1982,2740000.00954
col,1983,2559999.94278
col,1984,3049999.95232
col,1985,4309999.94278
col,1986,10229999.54224
col,1987,14149999.61853
col,1988,11890000.34332
col,1989,6780000.20981
col,1990,16340000.15259
col,1991,27459999.08447
col,1992,37500000
col,1993,17139999.38965
col,1994,12439999.58038
col,1995,6889999.86649
col,1996,250000
col,1997,-2680000.06676
col,1998,-3319999.93324
col,1999,-2230000.01907
col,2000,-2619999.88556
col,2001,-1519999.98093
col,2002,-2299999.95232
col,2003,-2980000.01907
col,2004,2940000.05722
col,2005,-6039999.96185
col,2006,-5239999.77112
col,2007,939999.99762
col,2008,7849999.90463
col,2009,-449999.98808
col,2010,3640000.1049
col,2011,3009999.99046
col,2012,2589999.91417
col,2013,2529999.97139
col,2014,3900000.09537
col,2015,2869999.88556
col,2016,2420000.07629
col,2017,5179999.82834
col,2018,5019999.98093
col,2019,3950000.04768
com,1977,140000.0006
com,1978,289999.99166
com,1979,280000.00119
com,1980,29999.99933
com,1981,9999.99978
com,1983,50000.00075
com,1984,79999.99821
com,1987,119999.99732
com,1988,9999.99978
com,1989,19999.99955
