geo,time,sp_pop_65up_ma_zs
are,2014,0.87134
are,2015,0.89746
are,2016,0.94891
are,2017,0.99027
are,2018,1.03258
are,2019,1.1008
are,2020,1.21534
arg,1960,5.29255
arg,1961,5.41726
arg,1962,5.5296
arg,1963,5.63293
arg,1964,5.73115
arg,1965,5.82698
arg,1966,5.96389
arg,1967,6.09051
arg,1968,6.20518
arg,1969,6.30599
arg,1970,6.39252
arg,1971,6.5161
arg,1972,6.61989
arg,1973,6.70453
arg,1974,6.77019
arg,1975,6.81773
arg,1976,6.91192
arg,1977,6.98341
arg,1978,7.03515
arg,1979,7.07171
arg,1980,7.09737
arg,1981,7.1416
arg,1982,7.1804
arg,1983,7.21326
arg,1984,7.2379
arg,1985,7.25467
arg,1986,7.33675
arg,1987,7.39497
arg,1988,7.43705
arg,1989,7.47303
arg,1990,7.50704
arg,1991,7.5917
arg,1992,7.66903
arg,1993,7.73701
arg,1994,7.79092
arg,1995,7.8299
arg,1996,7.91357
arg,1997,7.98271
arg,1998,8.03604
arg,1999,8.07145
arg,2000,8.08889
arg,2001,8.1409
arg,2002,8.16924
arg,2003,8.18264
arg,2004,8.19124
arg,2005,8.20132
arg,2006,8.2537
arg,2007,8.30282
arg,2008,8.35192
arg,2009,8.40388
arg,2010,8.46125
arg,2011,8.56574
arg,2012,8.66764
arg,2013,8.76662
arg,2014,8.86219
arg,2015,8.95476
arg,2016,9.08282
arg,2017,9.2033
arg,2018,9.31611
arg,2019,9.42021
arg,2020,9.51633
arm,1960,5.76888
arm,1961,5.54689
arm,1962,5.33169
arm,1963,5.13222
arm,1964,4.95768
arm,1965,4.81418
arm,1966,4.74251
arm,1967,4.69413
arm,1968,4.66237
arm,1969,4.63755
arm,1970,4.61434
arm,1971,4.6642
arm,1972,4.68889
arm,1973,4.69766
arm,1974,4.70265
arm,1975,4.7108
arm,1976,4.74934
arm,1977,4.79115
arm,1978,4.81443
arm,1979,4.78814
arm,1980,4.70214
arm,1981,4.60576
arm,1982,4.47056
arm,1983,4.32307
arm,1984,4.19664
arm,1985,4.11235
arm,1986,4.04565
arm,1987,3.99879
arm,1988,3.9988
arm,1989,4.08227
arm,1990,4.26828
arm,1991,4.69926
arm,1992,5.23756
arm,1993,5.84033
arm,1994,6.43593
arm,1995,6.97881
arm,1996,7.39397
arm,1997,7.71489
arm,1998,7.98735
arm,1999,8.28294
arm,2000,8.63802
arm,2001,9.06136
arm,2002,9.53726
arm,2003,9.99174
arm,2004,10.31194
arm,2005,10.43799
arm,2006,10.43183
arm,2007,10.25792
arm,2008,9.98739
arm,2009,9.72477
arm,2010,9.53585
arm,2011,9.38296
arm,2012,9.29595
arm,2013,9.25357
arm,2014,9.22692
arm,2015,9.2041
arm,2016,9.26638
arm,2017,9.33337
arm,2018,9.42575
arm,2019,9.57478
arm,2020,9.79511
atg,1960,2.64874
atg,1961,2.74207
atg,1962,2.79931
atg,1963,2.85704
atg,1964,2.92189
atg,1965,2.98459
atg,1966,3.08631
atg,1967,3.16275
atg,1968,3.21453
atg,1969,3.27393
atg,1970,3.35454
atg,1971,3.57921
atg,1972,3.78459
atg,1973,3.95324
atg,1974,4.08778
atg,1975,4.14876
atg,1976,4.38144
atg,1977,4.60615
atg,1978,4.79694
atg,1979,4.96201
atg,1980,5.07602
atg,1981,5.31983
atg,1982,5.55182
atg,1983,5.77679
atg,1984,5.97576
atg,1985,6.17371
atg,1986,6.39552
atg,1987,6.65707
atg,1988,6.90162
atg,1989,7.16779
atg,1990,7.41572
atg,1991,7.32709
atg,1992,7.21447
atg,1993,7.10291
atg,1994,6.97674
atg,1995,6.85028
atg,1996,6.77037
atg,1997,6.67393
atg,1998,6.5522
atg,1999,6.42489
atg,2000,6.28395
atg,2001,6.31063
atg,2002,6.36023
atg,2003,6.43687
atg,2004,6.53266
atg,2005,6.67098
atg,2006,6.67192
atg,2007,6.69715
atg,2008,6.74916
atg,2009,6.84056
atg,2010,6.97089
atg,2011,7.0879
atg,2012,7.228
atg,2013,7.39232
atg,2014,7.56371
atg,2015,7.76628
atg,2016,7.97706
atg,2017,8.1851
atg,2018,8.41035
atg,2019,8.65723
atg,2020,8.92974
aus,1960,7.35572
aus,1961,7.33666
aus,1962,7.3045
aus,1963,7.26317
aus,1964,7.21411
aus,1965,7.15988
aus,1966,7.10577
aus,1967,7.04905
aus,1968,6.99424
aus,1969,6.94319
aus,1970,6.89486
aus,1971,6.98528
aus,1972,7.06231
aus,1973,7.13805
aus,1974,7.22472
aus,1975,7.32589
aus,1976,7.47676
aus,1977,7.64564
aus,1978,7.81767
aus,1979,7.9675
aus,1980,8.08169
aus,1981,8.22365
aus,1982,8.3193
aus,1983,8.39487
aus,1984,8.48602
aus,1985,8.60994
aus,1986,8.75951
aus,1987,8.93186
aus,1988,9.11506
aus,1989,9.29212
aus,1990,9.45669
aus,1991,9.66959
aus,1992,9.86528
aus,1993,10.0407
aus,1994,10.19333
aus,1995,10.32358
aus,1996,10.45874
aus,1997,10.57643
aus,1998,10.6826
aus,1999,10.78791
aus,2000,10.90427
aus,2001,11.04153
aus,2002,11.18434
aus,2003,11.33364
aus,2004,11.48597
aus,2005,11.63958
aus,2006,11.73324
aus,2007,11.82231
aus,2008,11.92878
aus,2009,12.0824
aus,2010,12.29752
aus,2011,12.6061
aus,2012,12.95521
aus,2013,13.31636
aus,2014,13.65501
aus,2015,13.95846
aus,2016,14.25282
aus,2017,14.51807
aus,2018,14.76753
aus,2019,15.02308
aus,2020,15.29871
aut,1960,10.11498
aut,1961,10.22462
aut,1962,10.33347
aut,1963,10.43841
aut,1964,10.537
aut,1965,10.63122
aut,1966,10.81473
aut,1967,10.97606
aut,1968,11.10821
aut,1969,11.20486
aut,1970,11.26505
aut,1971,11.41831
aut,1972,11.52508
aut,1973,11.59169
aut,1974,11.62336
aut,1975,11.6221
aut,1976,11.75444
aut,1977,11.85263
aut,1978,11.89342
aut,1979,11.83477
aut,1980,11.65655
aut,1981,11.49618
aut,1982,11.2206
aut,1983,10.89551
aut,1984,10.61146
aut,1985,10.4188
aut,1986,10.42053
aut,1987,10.5006
aut,1988,10.62685
aut,1989,10.75113
aut,1990,10.8473
aut,1991,11.00375
aut,1992,11.12875
aut,1993,11.22117
aut,1994,11.28082
aut,1995,11.30687
aut,1996,11.45827
aut,1997,11.5859
aut,1998,11.70409
aut,1999,11.82661
aut,2000,11.96296
aut,2001,12.20221
aut,2002,12.43633
aut,2003,12.67833
aut,2004,12.94851
aut,2005,13.25701
aut,2006,13.63444
aut,2007,14.04467
aut,2008,14.46518
aut,2009,14.86022
aut,2010,15.20972
aut,2011,15.5256
aut,2012,15.80213
aut,2013,16.04696
aut,2014,16.27014
aut,2015,16.47916
aut,2016,16.57817
aut,2017,16.65106
aut,2018,16.71918
aut,2019,16.81338
aut,2020,16.95519
aze,1960,4.60488
aze,1961,4.49604
aze,1962,4.39985
aze,1963,4.30635
aze,1964,4.20452
aze,1965,4.09039
aze,1966,4.0057
aze,1967,3.91727
aze,1968,3.83041
aze,1969,3.75029
aze,1970,3.68064
aze,1971,3.67786
aze,1972,3.66565
aze,1973,3.64808
aze,1974,3.63201
aze,1975,3.61928
aze,1976,3.63922
aze,1977,3.65992
aze,1978,3.66397
aze,1979,3.62744
aze,1980,3.54179
aze,1981,3.47233
aze,1982,3.37233
aze,1983,3.25852
aze,1984,3.15023
aze,1985,3.05963
aze,1986,3.02535
aze,1987,3.00002
aze,1988,3.00179
aze,1989,3.05411
aze,1990,3.16577
aze,1991,3.32791
aze,1992,3.52401
aze,1993,3.73151
aze,1994,3.92658
aze,1995,4.09988
aze,1996,4.29537
aze,1997,4.46459
aze,1998,4.61859
aze,1999,4.77137
aze,2000,4.92555
aze,2001,5.14201
aze,2002,5.35123
aze,2003,5.52355
aze,2004,5.61991
aze,2005,5.62476
aze,2006,5.56775
aze,2007,5.44561
aze,2008,5.28373
aze,2009,5.11019
aze,2010,4.94234
aze,2011,4.85954
aze,2012,4.77981
aze,2013,4.7182
aze,2014,4.69504
aze,2015,4.72251
aze,2016,4.82308
aze,2017,4.97179
aze,2018,5.16466
aze,2019,5.39587
aze,2020,5.66351
bdi,1960,2.57954
bdi,1961,2.60056
bdi,1962,2.61145
bdi,1963,2.61328
bdi,1964,2.60753
bdi,1965,2.59404
bdi,1966,2.60931
bdi,1967,2.6166
bdi,1968,2.61607
bdi,1969,2.60749
bdi,1970,2.59238
bdi,1971,2.68119
bdi,1972,2.76635
bdi,1973,2.84868
bdi,1974,2.92525
bdi,1975,2.992
bdi,1976,2.97737
bdi,1977,2.9513
bdi,1978,2.91541
bdi,1979,2.86965
bdi,1980,2.81339
bdi,1981,2.78894
bdi,1982,2.75518
bdi,1983,2.71108
bdi,1984,2.65656
bdi,1985,2.59368
bdi,1986,2.55822
bdi,1987,2.51614
bdi,1988,2.4688
bdi,1989,2.41736
bdi,1990,2.36297
bdi,1991,2.3363
bdi,1992,2.29886
bdi,1993,2.25096
bdi,1994,2.19371
bdi,1995,2.12864
bdi,1996,2.14667
bdi,1997,2.15957
bdi,1998,2.16403
bdi,1999,2.15515
bdi,2000,2.12939
bdi,2001,2.11033
bdi,2002,2.0792
bdi,2003,2.03745
bdi,2004,1.98742
bdi,2005,1.93042
bdi,2006,1.91608
bdi,2007,1.90094
bdi,2008,1.88375
bdi,2009,1.86305
bdi,2010,1.83917
bdi,2011,1.82284
bdi,2012,1.80338
bdi,2013,1.78876
bdi,2014,1.78967
bdi,2015,1.81077
bdi,2016,1.85898
bdi,2017,1.91861
bdi,2018,1.9858
bdi,2019,2.05636
bdi,2020,2.12808
bel,1960,10.28956
bel,1961,10.38929
bel,1962,10.48365
bel,1963,10.57212
bel,1964,10.65226
bel,1965,10.72509
bel,1966,10.88326
bel,1967,11.02556
bel,1968,11.14496
bel,1969,11.23258
bel,1970,11.28506
bel,1971,11.43775
bel,1972,11.53484
bel,1973,11.58912
bel,1974,11.61778
bel,1975,11.62856
bel,1976,11.75996
bel,1977,11.88073
bel,1978,11.95847
bel,1979,11.94267
bel,1980,11.81185
bel,1981,11.73158
bel,1982,11.53963
bel,1983,11.30842
bel,1984,11.13792
bel,1985,11.08158
bel,1986,11.25299
bel,1987,11.51337
bel,1988,11.81552
bel,1989,12.0905
bel,1990,12.30141
bel,1991,12.57102
bel,1992,12.78047
bel,1993,12.94654
bel,1994,13.09487
bel,1995,13.24069
bel,1996,13.4699
bel,1997,13.6855
bel,1998,13.88382
bel,1999,14.05495
bel,2000,14.19332
bel,2001,14.36335
bel,2002,14.50145
bel,2003,14.60859
bel,2004,14.68252
bel,2005,14.72424
bel,2006,14.78753
bel,2007,14.80432
bel,2008,14.80493
bel,2009,14.8349
bel,2010,14.92293
bel,2011,15.07011
bel,2012,15.26874
bel,2013,15.49326
bel,2014,15.70642
bel,2015,15.88986
bel,2016,16.14813
bel,2017,16.38537
bel,2018,16.61287
bel,2019,16.85075
bel,2020,17.11338
ben,1960,4.84788
ben,1961,4.79036
ben,1962,4.70268
ben,1963,4.59127
ben,1964,4.46614
ben,1965,4.33226
ben,1966,4.35315
ben,1967,4.36321
ben,1968,4.36159
ben,1969,4.34451
ben,1970,4.3129
ben,1971,4.31773
ben,1972,4.30739
ben,1973,4.28157
ben,1974,4.23833
ben,1975,4.17783
ben,1976,4.14854
ben,1977,4.10186
ben,1978,4.03944
ben,1979,3.9637
ben,1980,3.87565
ben,1981,3.81694
ben,1982,3.74703
ben,1983,3.6669
ben,1984,3.57773
ben,1985,3.48079
ben,1986,3.43002
ben,1987,3.37274
ben,1988,3.30931
ben,1989,3.24035
ben,1990,3.16615
ben,1991,3.11802
ben,1992,3.06717
ben,1993,3.01526
ben,1994,2.96323
ben,1995,2.91292
ben,1996,2.86912
ben,1997,2.82379
ben,1998,2.77845
ben,1999,2.73406
ben,2000,2.69157
ben,2001,2.67045
ben,2002,2.64796
ben,2003,2.62715
ben,2004,2.61192
ben,2005,2.60365
ben,2006,2.62427
ben,2007,2.64784
ben,2008,2.66905
ben,2009,2.68182
ben,2010,2.68373
ben,2011,2.6887
ben,2012,2.68471
ben,2013,2.67794
ben,2014,2.6762
ben,2015,2.68312
ben,2016,2.70536
ben,2017,2.73218
ben,2018,2.76195
ben,2019,2.79199
ben,2020,2.82151
bfa,1960,2.4658
bfa,1961,2.5186
bfa,1962,2.5578
bfa,1963,2.5828
bfa,1964,2.59303
bfa,1965,2.58821
bfa,1966,2.64503
bfa,1967,2.68714
bfa,1968,2.71384
bfa,1969,2.72594
bfa,1970,2.72394
bfa,1971,2.77424
bfa,1972,2.81149
bfa,1973,2.8351
bfa,1974,2.84485
bfa,1975,2.84015
bfa,1976,2.88855
bfa,1977,2.92136
bfa,1978,2.93919
bfa,1979,2.94293
bfa,1980,2.933
bfa,1981,2.96657
bfa,1982,2.99007
bfa,1983,3.00245
bfa,1984,3.00239
bfa,1985,2.98998
bfa,1986,2.9879
bfa,1987,2.97445
bfa,1988,2.94912
bfa,1989,2.91117
bfa,1990,2.86087
bfa,1991,2.82155
bfa,1992,2.76987
bfa,1993,2.70795
bfa,1994,2.63691
bfa,1995,2.55768
bfa,1996,2.50149
bfa,1997,2.43728
bfa,1998,2.36712
bfa,1999,2.29327
bfa,2000,2.21735
bfa,2001,2.18133
bfa,2002,2.14195
bfa,2003,2.10018
bfa,2004,2.05676
bfa,2005,2.01226
bfa,2006,2.00143
bfa,2007,1.98842
bfa,2008,1.97272
bfa,2009,1.95381
bfa,2010,1.93167
bfa,2011,1.92966
bfa,2012,1.92474
bfa,2013,1.91722
bfa,2014,1.90693
bfa,2015,1.8945
bfa,2016,1.89714
bfa,2017,1.89638
bfa,2018,1.89502
bfa,2019,1.89592
bfa,2020,1.90074
bgd,1960,2.78495
bgd,1961,2.79546
bgd,1962,2.80018
bgd,1963,2.79935
bgd,1964,2.79395
bgd,1965,2.78629
bgd,1966,2.83029
bgd,1967,2.86478
bgd,1968,2.8907
bgd,1969,2.91157
bgd,1970,2.93194
bgd,1971,3.00976
bgd,1972,3.08408
bgd,1973,3.15463
bgd,1974,3.2184
bgd,1975,3.27365
bgd,1976,3.30895
bgd,1977,3.32619
bgd,1978,3.3273
bgd,1979,3.31665
bgd,1980,3.29831
bgd,1981,3.29658
bgd,1982,3.28326
bgd,1983,3.25809
bgd,1984,3.22113
bgd,1985,3.17418
bgd,1986,3.19874
bgd,1987,3.21763
bgd,1988,3.23159
bgd,1989,3.24186
bgd,1990,3.25031
bgd,1991,3.2956
bgd,1992,3.33578
bgd,1993,3.37221
bgd,1994,3.40616
bgd,1995,3.43919
bgd,1996,3.53664
bgd,1997,3.63105
bgd,1998,3.72394
bgd,1999,3.81703
bgd,2000,3.91159
bgd,2001,4.0088
bgd,2002,4.10126
bgd,2003,4.19067
bgd,2004,4.27941
bgd,2005,4.36911
bgd,2006,4.47745
bgd,2007,4.57942
bgd,2008,4.67246
bgd,2009,4.75342
bgd,2010,4.82086
bgd,2011,4.90325
bgd,2012,4.97692
bgd,2013,5.03821
bgd,2014,5.0811
bgd,2015,5.10404
bgd,2016,5.13114
bgd,2017,5.14157
bgd,2018,5.1485
bgd,2019,5.16903
bgd,2020,5.21379
bgr,1960,6.7217
bgr,1961,6.84046
bgr,1962,6.9811
bgr,1963,7.14447
bgr,1964,7.32789
bgr,1965,7.53109
bgr,1966,7.76553
bgr,1967,8.00465
bgr,1968,8.24788
bgr,1969,8.49663
bgr,1970,8.75165
bgr,1971,9.00911
bgr,1972,9.25189
bgr,1973,9.48374
bgr,1974,9.71063
bgr,1975,9.93584
bgr,1976,10.20227
bgr,1977,10.46801
bgr,1978,10.69521
bgr,1979,10.82633
bgr,1980,10.83543
bgr,1981,10.76104
bgr,1982,10.57317
bgr,1983,10.34942
bgr,1984,10.19593
bgr,1985,10.17
bgr,1986,10.39695
bgr,1987,10.70747
bgr,1988,11.06078
bgr,1989,11.40186
bgr,1990,11.70331
bgr,1991,12.08855
bgr,1992,12.43878
bgr,1993,12.76105
bgr,1994,13.06216
bgr,1995,13.3438
bgr,1996,13.6748
bgr,1997,13.96948
bgr,1998,14.21322
bgr,1999,14.38534
bgr,2000,14.47386
bgr,2001,14.66899
bgr,2002,14.78199
bgr,2003,14.8289
bgr,2004,14.83129
bgr,2005,14.80448
bgr,2006,14.87364
bgr,2007,14.91279
bgr,2008,14.94542
bgr,2009,15.00627
bgr,2010,15.11716
bgr,2011,15.40433
bgr,2012,15.74089
bgr,2013,16.09324
bgr,2014,16.41167
bgr,2015,16.66796
bgr,2016,17.00971
bgr,2017,17.2652
bgr,2018,17.452
bgr,2019,17.59801
bgr,2020,17.71943
bhr,1960,2.80582
bhr,1961,2.66389
bhr,1962,2.4775
bhr,1963,2.25184
bhr,1964,1.98663
bhr,1965,1.68819
bhr,1966,1.78244
bhr,1967,1.89808
bhr,1968,2.04909
bhr,1969,2.22719
bhr,1970,2.44338
bhr,1971,2.41829
bhr,1972,2.39971
bhr,1973,2.38287
bhr,1974,2.34843
bhr,1975,2.3013
bhr,1976,2.20414
bhr,1977,2.10146
bhr,1978,2.00959
bhr,1979,1.94958
bhr,1980,1.92575
bhr,1981,2.068
bhr,1982,2.21353
bhr,1983,2.34863
bhr,1984,2.45375
bhr,1985,2.51216
bhr,1986,2.38955
bhr,1987,2.27064
bhr,1988,2.17242
bhr,1989,2.10405
bhr,1990,2.05788
bhr,1991,2.09951
bhr,1992,2.13681
bhr,1993,2.16954
bhr,1994,2.19181
bhr,1995,2.19731
bhr,1996,2.2101
bhr,1997,2.21883
bhr,1998,2.2171
bhr,1999,2.20823
bhr,2000,2.18821
bhr,2001,2.10137
bhr,2002,2.0318
bhr,2003,1.97607
bhr,2004,1.92522
bhr,2005,1.87666
bhr,2006,1.78691
bhr,2007,1.71125
bhr,2008,1.65395
bhr,2009,1.62384
bhr,2010,1.62974
bhr,2011,1.71851
bhr,2012,1.80477
bhr,2013,1.87979
bhr,2014,1.93595
bhr,2015,1.96775
bhr,2016,1.98075
bhr,2017,2.00213
bhr,2018,2.04539
bhr,2019,2.12581
bhr,2020,2.24331
bhs,1960,3.22605
bhs,1961,3.11755
bhs,1962,3.02227
bhs,1963,2.92984
bhs,1964,2.86509
bhs,1965,2.80622
bhs,1966,2.77043
bhs,1967,2.74807
bhs,1968,2.74086
bhs,1969,2.74769
bhs,1970,2.75911
bhs,1971,2.84894
bhs,1972,2.90669
bhs,1973,2.95547
bhs,1974,3.00586
bhs,1975,3.05532
bhs,1976,3.15053
bhs,1977,3.26489
bhs,1978,3.39046
bhs,1979,3.50425
bhs,1980,3.58731
bhs,1981,3.6242
bhs,1982,3.6199
bhs,1983,3.59705
bhs,1984,3.56745
bhs,1985,3.54676
bhs,1986,3.54442
bhs,1987,3.55693
bhs,1988,3.57567
bhs,1989,3.59419
bhs,1990,3.61115
bhs,1991,3.67721
bhs,1992,3.73798
bhs,1993,3.79301
bhs,1994,3.85387
bhs,1995,3.92031
bhs,1996,4.03272
bhs,1997,4.14562
bhs,1998,4.26631
bhs,1999,4.39586
bhs,2000,4.52902
bhs,2001,4.66274
bhs,2002,4.78423
bhs,2003,4.88081
bhs,2004,4.95085
bhs,2005,5.01163
bhs,2006,5.1108
bhs,2007,5.20438
bhs,2008,5.2991
bhs,2009,5.38743
bhs,2010,5.47013
bhs,2011,5.57006
bhs,2012,5.66909
bhs,2013,5.77459
bhs,2014,5.88566
bhs,2015,6.00414
bhs,2016,6.17571
bhs,2017,6.34521
bhs,2018,6.52459
bhs,2019,6.72251
bhs,2020,6.94688
bih,1960,2.95861
bih,1961,3.05741
bih,1962,3.16528
bih,1963,3.27888
bih,1964,3.39467
bih,1965,3.51146
bih,1966,3.63472
bih,1967,3.7476
bih,1968,3.85379
bih,1969,3.95845
bih,1970,4.06496
bih,1971,4.2352
bih,1972,4.38664
bih,1973,4.50738
bih,1974,4.5862
bih,1975,4.6202
bih,1976,4.73349
bih,1977,4.82582
bih,1978,4.88731
bih,1979,4.89958
bih,1980,4.85653
bih,1981,4.75553
bih,1982,4.61168
bih,1983,4.45233
bih,1984,4.31065
bih,1985,4.20599
bih,1986,4.22992
bih,1987,4.28642
bih,1988,4.39219
bih,1989,4.56814
bih,1990,4.82784
bih,1991,5.25069
bih,1992,5.74498
bih,1993,6.29039
bih,1994,6.849
bih,1995,7.38663
bih,1996,7.76347
bih,1997,8.08471
bih,1998,8.3773
bih,1999,8.68782
bih,2000,9.04127
bih,2001,9.5492
bih,2002,10.1155
bih,2003,10.67575
bih,2004,11.12882
bih,2005,11.42083
bih,2006,11.64157
bih,2007,11.70366
bih,2008,11.68037
bih,2009,11.67768
bih,2010,11.752
bih,2011,11.82274
bih,2012,11.93208
bih,2013,12.05547
bih,2014,12.19032
bih,2015,12.36862
bih,2016,12.93879
bih,2017,13.58161
bih,2018,14.26932
bih,2019,14.95851
bih,2020,15.62098
blr,1960,6.52306
blr,1961,6.47373
blr,1962,6.41018
blr,1963,6.3429
blr,1964,6.28368
blr,1965,6.23844
blr,1966,6.30322
blr,1967,6.37239
blr,1968,6.44339
blr,1969,6.51125
blr,1970,6.57062
blr,1971,6.72889
blr,1972,6.8566
blr,1973,6.95889
blr,1974,7.04759
blr,1975,7.13209
blr,1976,7.22646
blr,1977,7.32137
blr,1978,7.38428
blr,1979,7.3723
blr,1980,7.2725
blr,1981,7.15203
