geo,time,sl_ind_empl_zs
bwa,1998,22.29
bwa,1999,21.64
bwa,2000,21.16
bwa,2001,21.64
bwa,2002,22.12
bwa,2003,22.64
bwa,2004,21.74
bwa,2005,20.86
bwa,2006,20.07
bwa,2007,19.44
bwa,2008,18.79
bwa,2009,18.11
bwa,2010,18.07
bwa,2011,18.07
bwa,2012,18.05
bwa,2013,18.03
bwa,2014,18.01
bwa,2015,18.01
bwa,2016,17.94
bwa,2017,17.86
bwa,2018,17.75
bwa,2019,17.62
caf,1991,9.22
caf,1992,9.12
caf,1993,9.02
caf,1994,8.91
caf,1995,8.83
caf,1996,8.66
caf,1997,8.51
caf,1998,8.42
caf,1999,8.31
caf,2000,8.19
caf,2001,8.07
caf,2002,7.97
caf,2003,7.85
caf,2004,7.77
caf,2005,7.69
caf,2006,7.67
caf,2007,7.64
caf,2008,7.63
caf,2009,7.54
caf,2010,7.42
caf,2011,7.26
caf,2012,7.09
caf,2013,6.95
caf,2014,6.75
caf,2015,6.56
caf,2016,6.46
caf,2017,6.37
caf,2018,6.3
caf,2019,6.26
can,1991,23.88
can,1992,23.18
can,1993,22.51
can,1994,22.67
can,1995,22.93
can,1996,22.75
can,1997,23.06
can,1998,23.12
can,1999,23.12
can,2000,23.29
can,2001,23.06
can,2002,23.23
can,2003,22.97
can,2004,23.05
can,2005,22.69
can,2006,22.11
can,2007,21.67
can,2008,21.46
can,2009,20.29
can,2010,20.15
can,2011,20.29
can,2012,20.46
can,2013,20.33
can,2014,20.18
can,2015,19.92
can,2016,19.67
can,2017,19.53
can,2018,19.57
can,2019,19.25
chanisl,1991,36.86
chanisl,1992,36.64
chanisl,1993,36.48
chanisl,1994,36.39
chanisl,1995,36.19
chanisl,1996,35.95
chanisl,1997,35.72
chanisl,1998,35.45
chanisl,1999,35.17
chanisl,2000,35.05
chanisl,2001,34.25
chanisl,2002,33.48
chanisl,2003,32.64
chanisl,2004,32.08
chanisl,2005,31.64
chanisl,2006,31.42
chanisl,2007,31.22
chanisl,2008,30.46
chanisl,2009,29.28
chanisl,2010,28.78
chanisl,2011,28.27
chanisl,2012,27.79
chanisl,2013,27.38
chanisl,2014,27.02
chanisl,2015,26.62
chanisl,2016,26.16
chanisl,2017,25.67
chanisl,2018,25.15
chanisl,2019,24.64
che,1991,29.22
che,1992,28.05
che,1993,27.26
che,1994,27.39
che,1995,28.42
che,1996,26.48
che,1997,25.39
che,1998,25.15
che,1999,24.69
che,2000,25
che,2001,24.45
che,2002,23.41
che,2003,22.44
che,2004,22.3
che,2005,22.46
che,2006,22.65
che,2007,22.54
che,2008,22.88
che,2009,22.14
che,2010,22.45
che,2011,22.28
che,2012,21.61
che,2013,21.79
che,2014,21.29
che,2015,20.75
che,2016,20.59
che,2017,20.52
che,2018,20.46
che,2019,20.34
chl,1991,26.3
chl,1992,26.47
chl,1993,27.23
chl,1994,26.05
chl,1995,26.06
chl,1996,26.59
chl,1997,27.29
chl,1998,25.53
chl,1999,23.42
chl,2000,23.39
chl,2001,23.92
chl,2002,23.86
chl,2003,23.4
chl,2004,23.6
chl,2005,22.95
chl,2006,23.29
chl,2007,23.38
chl,2008,23.54
chl,2009,23.09
chl,2010,22.96
chl,2011,23.38
chl,2012,23.83
chl,2013,23.88
chl,2014,23.49
chl,2015,23.28
chl,2016,23.01
chl,2017,22.74
chl,2018,22.33
chl,2019,22.25
chn,1991,21.4
chn,1992,21.7
chn,1993,22.4
chn,1994,22.7
chn,1995,23
chn,1996,23.5
chn,1997,23.7
chn,1998,23.5
chn,1999,23
chn,2000,22.5
chn,2001,22.3
chn,2002,21.4
chn,2003,21.6
chn,2004,22.5
chn,2005,23.8
chn,2006,25.2
chn,2007,26.8
chn,2008,27.2
chn,2009,27.8
chn,2010,28.7
chn,2011,29.5
chn,2012,30.3
chn,2013,30.1
chn,2014,29.9
chn,2015,29.18
chn,2016,28.8
chn,2017,28.11
chn,2018,28.32
chn,2019,27.42
civ,1991,13.43
civ,1992,13.36
civ,1993,13.27
civ,1994,13.17
civ,1995,13.1
civ,1996,13.04
civ,1997,13.07
civ,1998,12.91
civ,1999,12.79
civ,2000,12.64
civ,2001,12.28
civ,2002,12.07
civ,2003,11.87
civ,2004,11.74
civ,2005,11.58
civ,2006,11.43
civ,2007,11.37
civ,2008,11.28
civ,2009,11.33
civ,2010,11.26
civ,2011,11.32
civ,2012,11.52
civ,2013,11.82
civ,2014,11.98
civ,2015,12.1
civ,2016,12.26
civ,2017,12.52
civ,2018,12.73
civ,2019,12.86
cmr,1991,9.94
cmr,1992,9.83
cmr,1993,9.71
cmr,1994,9.64
cmr,1995,9.57
cmr,1996,9.52
cmr,1997,9.5
cmr,1998,9.54
cmr,1999,9.6
cmr,2000,9.68
cmr,2001,9.8
cmr,2002,10.02
cmr,2003,10.24
cmr,2004,10.45
cmr,2005,10.67
cmr,2006,10.92
cmr,2007,11.17
cmr,2008,11.51
cmr,2009,11.93
cmr,2010,12.29
cmr,2011,12.71
cmr,2012,13.17
cmr,2013,13.62
cmr,2014,14.08
cmr,2015,14.23
cmr,2016,14.33
cmr,2017,14.42
cmr,2018,14.42
cmr,2019,14.42
cod,1991,9.48
cod,1992,9.32
cod,1993,9.15
cod,1994,8.98
cod,1995,8.87
cod,1996,8.78
cod,1997,8.57
cod,1998,8.43
cod,1999,8.24
cod,2000,8.08
cod,2001,8.12
cod,2002,8.11
cod,2003,8.09
cod,2004,8.16
cod,2005,8.21
cod,2006,8.28
cod,2007,8.4
cod,2008,8.48
cod,2009,8.59
cod,2010,8.69
cod,2011,8.81
cod,2012,8.96
cod,2013,9.14
cod,2014,9.34
cod,2015,9.52
cod,2016,9.59
cod,2017,9.66
cod,2018,9.74
cod,2019,9.84
cog,1991,25.66
cog,1992,25.48
cog,1993,25.33
cog,1994,25.17
cog,1995,25.01
cog,1996,24.78
cog,1997,24.54
cog,1998,24.45
cog,1999,24.21
cog,2000,23.92
cog,2001,23.85
cog,2002,23.79
cog,2003,23.73
cog,2004,23.56
cog,2005,23.41
cog,2006,23.33
cog,2007,23.3
cog,2008,23.22
cog,2009,23.32
cog,2010,23.1
cog,2011,23.08
cog,2012,22.96
cog,2013,22.85
cog,2014,22.73
cog,2015,22.68
cog,2016,22.48
cog,2017,22.19
cog,2018,21.81
cog,2019,21.47
col,1991,19.74
col,1992,19.69
col,1993,19.69
col,1994,19.69
col,1995,19.65
col,1996,19.52
col,1997,19.44
col,1998,19.22
col,1999,18.77
col,2000,18.57
col,2001,18.43
col,2002,18.46
col,2003,18.57
col,2004,18.77
col,2005,18.92
col,2006,19.22
col,2007,19.52
col,2008,19.66
col,2009,19.83
col,2010,20
col,2011,20.66
col,2012,20.66
col,2013,19.64
col,2014,19.79
col,2015,19.83
col,2016,19.41
col,2017,19.42
col,2018,19.99
col,2019,20.12
com,1991,15.57
com,1992,15.45
com,1993,15.31
com,1994,15.15
com,1995,14.99
com,1996,14.83
com,1997,14.69
com,1998,14.56
com,1999,14.45
com,2000,14.38
com,2001,14.32
com,2002,14.28
com,2003,14.25
com,2004,14.26
com,2005,14.66
com,2006,15.07
com,2007,15.59
com,2008,16.02
com,2009,16.5
com,2010,16.99
com,2011,17.5
com,2012,17.99
com,2013,18.52
com,2014,19.03
com,2015,19.07
com,2016,19.05
com,2017,19.02
com,2018,18.93
com,2019,18.83
cpv,1991,17.91
cpv,1992,18.03
cpv,1993,18.18
cpv,1994,18.39
cpv,1995,18.63
cpv,1996,18.96
cpv,1997,19.29
cpv,1998,19.67
cpv,1999,20.05
cpv,2000,20.46
cpv,2001,20.86
cpv,2002,21.3
cpv,2003,21.66
cpv,2004,21.98
cpv,2005,22.31
cpv,2006,22.58
cpv,2007,22.78
cpv,2008,22.95
cpv,2009,23.05
cpv,2010,23.08
cpv,2011,22.97
cpv,2012,22.83
cpv,2013,22.66
cpv,2014,22.49
cpv,2015,22.31
cpv,2016,22.08
cpv,2017,21.91
cpv,2018,21.88
cpv,2019,21.8
cri,1991,26.33
cri,1992,26.17
cri,1993,25.68
cri,1994,26.1
cri,1995,24.06
cri,1996,23.32
cri,1997,23.64
cri,1998,23.02
cri,1999,23.27
cri,2000,22.43
cri,2001,23.42
cri,2002,22.58
cri,2003,22.28
cri,2004,22.08
cri,2005,21.63
cri,2006,21.76
cri,2007,22.26
cri,2008,21.66
cri,2009,20.08
cri,2010,19.64
cri,2011,19.25
cri,2012,18.17
cri,2013,16.49
cri,2014,17.68
cri,2015,19.15
cri,2016,18.61
cri,2017,18.45
cri,2018,19.67
cri,2019,18.8
cub,1991,29.25
cub,1992,28.94
cub,1993,27.53
cub,1994,25.64
cub,1995,22.9
cub,1996,22.9
cub,1997,22.9
cub,1998,20.8
cub,1999,19.09
cub,2000,19.09
cub,2001,18.82
cub,2002,18.53
cub,2003,18.3
cub,2004,18.18
cub,2005,18.15
cub,2006,18.16
cub,2007,18.03
cub,2008,18.09
cub,2009,17.57
cub,2010,17.07
cub,2011,17.15
cub,2012,19.18
cub,2013,17.2
cub,2014,16.9
cub,2015,17.1
cub,2016,17.08
cub,2017,17.03
cub,2018,17.12
cub,2019,17.11
cyp,1991,29.34
cyp,1992,28.5
cyp,1993,27.14
cyp,1994,26.15
cyp,1995,25.53
cyp,1996,25.03
cyp,1997,24.54
cyp,1998,24.37
cyp,1999,24.11
cyp,2000,23.77
cyp,2001,23.69
cyp,2002,23.18
cyp,2003,22.88
cyp,2004,23.38
cyp,2005,24.05
cyp,2006,22.65
cyp,2007,22.52
cyp,2008,23.05
cyp,2009,21.82
cyp,2010,20.4
cyp,2011,20.9
cyp,2012,20.17
cyp,2013,17.56
cyp,2014,16.52
cyp,2015,16.23
cyp,2016,17.05
cyp,2017,17.05
cyp,2018,16.66
cyp,2019,18.44
cze,1991,44.93
cze,1992,44.1
cze,1993,43.54
cze,1994,42.69
cze,1995,42.25
cze,1996,42.01
cze,1997,41.56
cze,1998,41.51
cze,1999,40.56
cze,2000,39.95
cze,2001,40.53
cze,2002,40.13
cze,2003,39.88
cze,2004,39.3
cze,2005,39.49
cze,2006,39.97
cze,2007,40.22
cze,2008,40.53
cze,2009,38.57
cze,2010,37.99
cze,2011,38.45
cze,2012,38.12
cze,2013,37.51
cze,2014,38.04
cze,2015,38.03
cze,2016,38.07
cze,2017,38.06
cze,2018,37.5
cze,2019,37.25
deu,1991,37.72
deu,1992,37.37
deu,1993,36.74
deu,1994,36.42
deu,1995,36
deu,1996,35.27
deu,1997,34.67
deu,1998,34.39
deu,1999,33.83
deu,2000,33.53
deu,2001,32.78
deu,2002,32.37
deu,2003,31.38
deu,2004,31.25
deu,2005,29.84
deu,2006,29.65
deu,2007,29.9
deu,2008,29.34
deu,2009,28.8
deu,2010,28.31
deu,2011,28.24
deu,2012,28.19
deu,2013,27.78
deu,2014,28.05
deu,2015,27.69
deu,2016,27.38
deu,2017,27.4
deu,2018,27.34
deu,2019,27.18
dji,1991,16.25
dji,1992,16.04
dji,1993,15.81
dji,1994,15.56
dji,1995,15.31
dji,1996,15.06
dji,1997,14.81
dji,1998,14.57
dji,1999,14.33
dji,2000,14.11
dji,2001,13.91
dji,2002,13.73
dji,2003,13.58
dji,2004,13.44
dji,2005,13.34
dji,2006,13.27
dji,2007,13.21
dji,2008,13.16
dji,2009,13.14
dji,2010,13.13
dji,2011,13.13
dji,2012,13.15
dji,2013,13.18
dji,2014,13.25
dji,2015,13.3
dji,2016,13.35
dji,2017,13.4
dji,2018,13.42
dji,2019,13.44
dnk,1991,26.9
dnk,1992,26.68
dnk,1993,26.1
dnk,1994,26.51
dnk,1995,27.08
dnk,1996,26.4
dnk,1997,26.24
dnk,1998,26.45
dnk,1999,26.93
dnk,2000,25.34
dnk,2001,25.39
dnk,2002,23.49
dnk,2003,23.15
dnk,2004,23.69
dnk,2005,23.89
dnk,2006,23.33
dnk,2007,23.51
dnk,2008,23.26
dnk,2009,20.57
dnk,2010,19.87
dnk,2011,20.04
dnk,2012,19.77
dnk,2013,19.64
dnk,2014,19.37
dnk,2015,19.42
dnk,2016,19.05
dnk,2017,18.94
dnk,2018,18.91
dnk,2019,18.55
dom,1991,26.79
dom,1992,26.68
dom,1993,26.55
dom,1994,26.4
dom,1995,26.21
dom,1996,26
dom,1997,25.53
dom,1998,26.12
dom,1999,25.3
dom,2000,24.64
dom,2001,23.63
dom,2002,21.55
dom,2003,22.21
dom,2004,23.16
dom,2005,22.58
dom,2006,22.36
dom,2007,22.47
dom,2008,21.45
dom,2009,18.21
dom,2010,18.48
dom,2011,18.17
dom,2012,18.57
dom,2013,17.09
dom,2014,17.79
dom,2015,18.37
dom,2016,19.01
dom,2017,19.43
dom,2018,19.59
dom,2019,18.82
dza,1991,25.4
dza,1992,25.26
dza,1993,25.03
dza,1994,24.82
dza,1995,24.82
dza,1996,24.78
dza,1997,24.7
dza,1998,24.77
dza,1999,24.67
dza,2000,24.9
dza,2001,25.01
dza,2002,24.8
dza,2003,24.69
