geo,time,sl_fam_work_fe_zs
rou,2015,14.88
rou,2016,13.28
rou,2017,12.68
rou,2018,12.41
rou,2019,11.65
rus,1991,0.07
rus,1992,0.07
rus,1993,0.12
rus,1994,0.1
rus,1995,0.16
rus,1996,0.12
rus,1997,0.08
rus,1998,0.07
rus,1999,0.15
rus,2000,0.11
rus,2001,0.06
rus,2002,0.07
rus,2003,0.11
rus,2004,0.07
rus,2005,0.08
rus,2006,0.07
rus,2007,0.1
rus,2008,0.1
rus,2009,0.31
rus,2010,0.37
rus,2011,0.28
rus,2012,0.36
rus,2013,0.36
rus,2014,0.4
rus,2015,0.37
rus,2016,0.4
rus,2017,0.38
rus,2018,0.45
rus,2019,0.33
rwa,1991,27.62
rwa,1992,27.51
rwa,1993,27.62
rwa,1994,27.94
rwa,1995,31.84
rwa,1996,30.21
rwa,1997,30.86
rwa,1998,31.55
rwa,1999,33.65
rwa,2000,36.97
rwa,2001,38.23
rwa,2002,39.45
rwa,2003,42.53
rwa,2004,43.21
rwa,2005,43.66
rwa,2006,43.82
rwa,2007,43.19
rwa,2008,43.86
rwa,2009,45.13
rwa,2010,45.16
rwa,2011,43.7
rwa,2012,44.45
rwa,2013,44.4
rwa,2014,44.57
rwa,2015,43.53
rwa,2016,43.28
rwa,2017,43.18
rwa,2018,41.74
rwa,2019,40.33
sau,1991,0.3
sau,1992,0.29
sau,1993,0.26
sau,1994,0.23
sau,1995,0.22
sau,1996,0.21
sau,1997,0.19
sau,1998,0.16
sau,1999,0.15
sau,2000,0.15
sau,2001,0.13
sau,2002,0.12
sau,2003,0.11
sau,2004,0.1
sau,2005,0.1
sau,2006,0.09
sau,2007,0.08
sau,2008,0.08
sau,2009,0.06
sau,2010,0.06
sau,2011,0.06
sau,2012,0.05
sau,2013,0.05
sau,2014,0.04
sau,2015,0.03
sau,2016,0.03
sau,2017,0.03
sau,2018,0.03
sau,2019,0.02
sdn,1991,40.1
sdn,1992,39.26
sdn,1993,38.28
sdn,1994,37.72
sdn,1995,37.38
sdn,1996,36.88
sdn,1997,36.53
sdn,1998,36.12
sdn,1999,35.69
sdn,2000,35.71
sdn,2001,35.48
sdn,2002,35.04
sdn,2003,34.88
sdn,2004,34.93
sdn,2005,34.49
sdn,2006,34.14
sdn,2007,33.6
sdn,2008,32.5
sdn,2009,32.62
sdn,2010,31.94
sdn,2011,31.77
sdn,2012,30.74
sdn,2013,29.43
sdn,2014,27.92
sdn,2015,26.26
sdn,2016,24.65
sdn,2017,22.72
sdn,2018,20.72
sdn,2019,19.01
sen,1991,33.6
sen,1992,32.88
sen,1993,31.79
sen,1994,28.5
sen,1995,28.66
sen,1996,28.32
sen,1997,28.16
sen,1998,27.13
sen,1999,26.29
sen,2000,25.93
sen,2001,24.85
sen,2002,24.66
sen,2003,25.86
sen,2004,25.79
sen,2005,26.88
sen,2006,27.26
sen,2007,27.12
sen,2008,28.13
sen,2009,28
sen,2010,28.22
sen,2011,27.3
sen,2012,27.77
sen,2013,28.58
sen,2014,28.56
sen,2015,28.63
sen,2016,28.18
sen,2017,27.34
sen,2018,26.68
sen,2019,25.65
sgp,1991,2.14
sgp,1992,1.94
sgp,1993,1.93
sgp,1994,2.21
sgp,1995,1.83
sgp,1996,2.28
sgp,1997,2.2
sgp,1998,2.2
sgp,1999,2.22
sgp,2000,2.13
sgp,2001,2.06
sgp,2002,1.66
sgp,2003,1.54
sgp,2004,1.43
sgp,2005,1.27
sgp,2006,1.12
sgp,2007,1.3
sgp,2008,1.1
sgp,2009,1.04
sgp,2010,0.82
sgp,2011,1.2
sgp,2012,1
sgp,2013,0.83
sgp,2014,0.87
sgp,2015,0.51
sgp,2016,0.74
sgp,2017,0.72
sgp,2018,0.47
sgp,2019,0.58
slb,1991,67.68
slb,1992,67.17
slb,1993,67.12
slb,1994,66.8
slb,1995,66.61
slb,1996,67.02
slb,1997,67.81
slb,1998,68.42
slb,1999,69.43
slb,2000,71.63
slb,2001,73.27
slb,2002,73.93
slb,2003,73.29
slb,2004,72.86
slb,2005,72.31
slb,2006,71.49
slb,2007,70.6
slb,2008,69.73
slb,2009,70.43
slb,2010,69.21
slb,2011,67.23
slb,2012,66.59
slb,2013,66.1
slb,2014,65.83
slb,2015,65.41
slb,2016,64.8
slb,2017,64.03
slb,2018,63.15
slb,2019,62.34
sle,1991,12.98
sle,1992,13.04
sle,1993,13.12
sle,1994,13.16
sle,1995,13.18
sle,1996,13.23
sle,1997,13.16
sle,1998,13.16
sle,1999,13.16
sle,2000,12.96
sle,2001,13.25
sle,2002,12.61
sle,2003,11.56
sle,2004,10.66
sle,2005,10.52
sle,2006,10.5
sle,2007,10.37
sle,2008,10.71
sle,2009,10.88
sle,2010,10.13
sle,2011,9.85
sle,2012,7.6
sle,2013,5.7
sle,2014,6.54
sle,2015,9.57
sle,2016,8.78
sle,2017,9.04
sle,2018,8.78
sle,2019,8.49
slv,1991,9.07
slv,1992,8.77
slv,1993,8.69
slv,1994,8.09
slv,1995,8.32
slv,1996,9.36
slv,1997,7
slv,1998,7.13
slv,1999,7.26
slv,2000,7.37
slv,2001,10.64
slv,2002,8.59
slv,2003,9.03
slv,2004,7.72
slv,2005,10.29
slv,2006,9.91
slv,2007,9.97
slv,2008,8.4
slv,2009,7.17
slv,2010,7.6
slv,2011,8.09
slv,2012,7.99
slv,2013,8.46
slv,2014,7.94
slv,2015,7.94
slv,2016,8.86
slv,2017,8.14
slv,2018,7.21
slv,2019,7.24
som,1991,38.43
som,1992,38.69
som,1993,38.82
som,1994,39.43
som,1995,39.85
som,1996,40.18
som,1997,40.57
som,1998,40.9
som,1999,41.14
som,2000,41.33
som,2001,41.46
som,2002,41.55
som,2003,41.56
som,2004,41.47
som,2005,41.37
som,2006,41.3
som,2007,42.03
som,2008,41.77
som,2009,41.48
som,2010,41.15
som,2011,40.79
som,2012,40.69
som,2013,40.58
som,2014,40.44
som,2015,40.24
som,2016,39.99
som,2017,39.74
som,2018,39.45
som,2019,39.16
srb,1991,14.71
srb,1992,17.41
srb,1993,22.05
srb,1994,23.93
srb,1995,22.29
srb,1996,22.17
srb,1997,21.47
srb,1998,21.34
srb,1999,24.69
srb,2000,24.01
srb,2001,22.88
srb,2002,21.79
srb,2003,21.14
srb,2004,19.93
srb,2005,19.16
srb,2006,17.97
srb,2007,16.6
srb,2008,15.67
srb,2009,14.63
srb,2010,13.15
srb,2011,12.64
srb,2012,12.08
srb,2013,12.93
srb,2014,13.41
srb,2015,13.15
srb,2016,12.91
srb,2017,9.36
srb,2018,8.95
srb,2019,7.74
ssd,1991,78.54
ssd,1992,78.69
ssd,1993,78.81
ssd,1994,78.95
ssd,1995,79.13
ssd,1996,79.28
ssd,1997,79.43
ssd,1998,79.5
ssd,1999,79.58
ssd,2000,79.71
ssd,2001,79.86
ssd,2002,79.96
ssd,2003,80.03
ssd,2004,80.03
ssd,2005,80.06
ssd,2006,80.05
ssd,2007,79.92
ssd,2008,79.61
ssd,2009,79.26
ssd,2010,78.77
ssd,2011,78.15
ssd,2012,77.54
ssd,2013,76.93
ssd,2014,75.1
ssd,2015,73.16
ssd,2016,71.98
ssd,2017,71.13
ssd,2018,70.58
ssd,2019,69.65
stp,1991,26.24
stp,1992,25.65
stp,1993,25.37
stp,1994,24.93
stp,1995,24.66
stp,1996,24.47
stp,1997,24.83
stp,1998,24.13
stp,1999,23.38
stp,2000,22.51
stp,2001,20.52
stp,2002,20.77
stp,2003,20.44
stp,2004,19.71
stp,2005,18.96
stp,2006,17.93
stp,2007,16.97
stp,2008,15.28
stp,2009,13.39
stp,2010,12.86
stp,2011,12.28
stp,2012,11.68
stp,2013,10.85
stp,2014,9.65
stp,2015,9.3
stp,2016,8.44
stp,2017,7.77
stp,2018,7.16
stp,2019,6.53
sur,1991,3.14
sur,1992,3.16
sur,1993,3.52
sur,1994,2.8
sur,1995,2.37
sur,1996,2.62
sur,1997,3.97
sur,1998,1.64
sur,1999,1.68
sur,2000,1.72
sur,2001,1.76
sur,2002,1.8
sur,2003,1.84
sur,2004,1.86
sur,2005,1.89
sur,2006,1.9
sur,2007,1.91
sur,2008,1.94
sur,2009,1.99
sur,2010,2
sur,2011,2.01
sur,2012,2.06
sur,2013,2.12
sur,2014,2.22
sur,2015,2.28
sur,2016,2.29
sur,2017,2.21
sur,2018,2.15
sur,2019,2.11
svk,1991,0.19
svk,1992,0.19
svk,1993,0.19
svk,1994,0.2
svk,1995,0.2
svk,1996,0.19
svk,1997,0.18
svk,1998,0.18
svk,1999,0.17
svk,2000,0.15
svk,2001,0.18
svk,2002,0.15
svk,2003,0.13
svk,2004,0.21
svk,2005,0.17
svk,2006,0.14
svk,2007,0.11
svk,2008,0.14
svk,2009,0.16
svk,2010,0.15
svk,2011,0.15
svk,2012,0.16
svk,2013,0.16
svk,2014,0.17
svk,2015,0.17
svk,2016,0.12
svk,2017,0.11
svk,2018,0.11
svk,2019,0.1
svn,1991,4.45
svn,1992,4.4
svn,1993,4.54
svn,1994,7.54
svn,1995,6.59
svn,1996,5.61
svn,1997,8.84
svn,1998,8.37
svn,1999,7.44
svn,2000,6.62
svn,2001,6.94
svn,2002,6.13
svn,2003,5.69
svn,2004,6.89
svn,2005,6.85
svn,2006,7.11
svn,2007,6.68
svn,2008,5.41
svn,2009,6.91
svn,2010,6.19
svn,2011,5.34
svn,2012,5.15
svn,2013,6.05
svn,2014,8.02
svn,2015,5.45
svn,2016,3.06
svn,2017,3.47
svn,2018,3.42
svn,2019,1.79
swe,1991,0.75
swe,1992,0.72
swe,1993,0.69
swe,1994,0.65
swe,1995,0.62
swe,1996,0.64
swe,1997,0.54
swe,1998,0.53
swe,1999,0.55
swe,2000,0.51
swe,2001,0.51
swe,2002,0.45
swe,2003,0.37
swe,2004,0.4
swe,2005,0.32
swe,2006,0.23
swe,2007,0.28
swe,2008,0.28
swe,2009,0.24
swe,2010,0.23
swe,2011,0.2
swe,2012,0.26
swe,2013,0.21
swe,2014,0.23
swe,2015,0.25
swe,2016,0.28
swe,2017,0.26
swe,2018,0.19
swe,2019,0.28
swz,1991,1.59
swz,1992,1.59
swz,1993,1.56
swz,1994,1.6
swz,1995,1.55
swz,1996,1.58
swz,1997,1.53
swz,1998,1.61
swz,1999,1.73
swz,2000,1.8
swz,2001,1.87
swz,2002,1.94
swz,2003,2.09
swz,2004,2.08
swz,2005,2.16
swz,2006,2.25
swz,2007,2.28
swz,2008,2.4
swz,2009,2.41
swz,2010,2.61
swz,2011,2.7
swz,2012,2.68
swz,2013,2.8
swz,2014,2.82
swz,2015,2.83
swz,2016,2.86
swz,2017,2.74
swz,2018,2.51
swz,2019,2.21
syr,1991,49.75
syr,1992,49.05
syr,1993,48.04
syr,1994,48.31
syr,1995,47.96
syr,1996,48.3
syr,1997,48.43
syr,1998,48.34
syr,1999,45.93
syr,2000,44.48
syr,2001,44.45
syr,2002,38.39
syr,2003,32.5
syr,2004,27.79
syr,2005,23.15
syr,2006,18.69
syr,2007,19.08
syr,2008,16.75
syr,2009,11.37
syr,2010,11.12
syr,2011,8.08
syr,2012,6.51
syr,2013,5.79
syr,2014,5.27
syr,2015,4.83
syr,2016,4.42
syr,2017,4
syr,2018,3.59
syr,2019,3.15
tcd,1991,45.65
tcd,1992,45.7
tcd,1993,46.04
tcd,1994,46.48
tcd,1995,46.26
tcd,1996,46.92
tcd,1997,46.68
tcd,1998,46.98
tcd,1999,46.8
tcd,2000,47.79
tcd,2001,45.77
tcd,2002,44.52
tcd,2003,40.73
tcd,2004,29.17
tcd,2005,26.41
tcd,2006,24.51
tcd,2007,23.34
tcd,2008,22.43
tcd,2009,28.16
tcd,2010,23.04
tcd,2011,21.3
tcd,2012,19.61
tcd,2013,25.09
tcd,2014,24.3
tcd,2015,24.35
tcd,2016,29.46
tcd,2017,32.12
tcd,2018,32.48
tcd,2019,32.26
tgo,1991,25.38
tgo,1992,25.52
tgo,1993,26.77
tgo,1994,26.55
tgo,1995,26.02
tgo,1996,26.29
tgo,1997,26.33
tgo,1998,27.93
tgo,1999,28.32
tgo,2000,27.18
tgo,2001,28.45
tgo,2002,27.57
tgo,2003,27.18
tgo,2004,27.74
tgo,2005,29.29
tgo,2006,28.12
tgo,2007,25.62
tgo,2008,24.86
tgo,2009,23.36
tgo,2010,21.94
tgo,2011,19.29
tgo,2012,17.43
tgo,2013,15.16
tgo,2014,13.79
tgo,2015,12.47
tgo,2016,10.52
tgo,2017,9.34
tgo,2018,8.68
tgo,2019,8.32
tha,1991,53.58
tha,1992,53.91
tha,1993,49.98
tha,1994,49.05
tha,1995,46.69
tha,1996,44.15
tha,1997,44.86
tha,1998,43.42
tha,1999,40
tha,2000,39.53
tha,2001,35.76
tha,2002,37.23
tha,2003,35.02
tha,2004,31.23
tha,2005,30.97
tha,2006,30.59
tha,2007,29.95
tha,2008,31.15
tha,2009,28.46
tha,2010,28.96
tha,2011,32
tha,2012,32.12
tha,2013,28.64
tha,2014,25.29
tha,2015,23.68
tha,2016,22.77
tha,2017,22.56
tha,2018,22.87
tha,2019,22.17
tjk,1991,34.61
tjk,1992,35.75
tjk,1993,36.5
tjk,1994,36.33
tjk,1995,37
tjk,1996,37.06
tjk,1997,36.88
tjk,1998,36.63
tjk,1999,36.73
tjk,2000,36
tjk,2001,35.77
tjk,2002,35.04
tjk,2003,34.08
tjk,2004,33.26
tjk,2005,32.24
tjk,2006,31.64
tjk,2007,30.89
tjk,2008,29.91
tjk,2009,29.32
tjk,2010,28.62
tjk,2011,27.35
tjk,2012,26.3
tjk,2013,25.5
tjk,2014,24.43
tjk,2015,23.69
tjk,2016,22.95
tjk,2017,21.86
tjk,2018,20.58
tjk,2019,19.41
tkm,1991,9.96
tkm,1992,9.98
tkm,1993,9.9
tkm,1994,9.77
tkm,1995,9.66
tkm,1996,9.51
tkm,1997,9.32
tkm,1998,9.13
tkm,1999,8.9
tkm,2000,8.69
tkm,2001,8.47
tkm,2002,8.27
tkm,2003,8.06
tkm,2004,7.84
tkm,2005,7.55
tkm,2006,7.27
tkm,2007,6.99
tkm,2008,6.71
tkm,2009,6.51
tkm,2010,6.26
tkm,2011,5.94
tkm,2012,5.65
tkm,2013,5.37
tkm,2014,5.09
tkm,2015,4.89
tkm,2016,4.7
tkm,2017,4.5
tkm,2018,4.31
tkm,2019,4.11
tls,1991,33.77
tls,1992,33.55
tls,1993,33.37
tls,1994,33.25
tls,1995,33.27
tls,1996,33.5
tls,1997,34.2
tls,1998,35.25
tls,1999,36.06
tls,2000,34.98
tls,2001,34.7
tls,2002,35.65
tls,2003,36.34
tls,2004,37.09
tls,2005,37.07
tls,2006,36.84
tls,2007,35.38
tls,2008,34.14
tls,2009,32.91
tls,2010,31.88
tls,2011,32.24
tls,2012,32.47
tls,2013,32.9
tls,2014,32.99
tls,2015,33.1
tls,2016,33.1
tls,2017,32.8
tls,2018,32.2
tls,2019,31.2
ton,1991,20.66
ton,1992,20.71
ton,1993,20.67
ton,1994,20.63
ton,1995,20.6
ton,1996,20.63
ton,1997,20.57
ton,1998,20.36
ton,1999,20.1
ton,2000,19.84
ton,2001,19.56
ton,2002,19.32
ton,2003,19.15
ton,2004,19.05
ton,2005,18.83
ton,2006,18.66
ton,2007,18.5
ton,2008,17.9
ton,2009,17.34
ton,2010,16.72
ton,2011,16.14
ton,2012,15.62
ton,2013,15.15
ton,2014,14.47
ton,2015,13.79
ton,2016,13.18
ton,2017,12.63
ton,2018,12.14
ton,2019,11.62
tto,1991,6.19
tto,1992,6.13
tto,1993,6.79
tto,1994,6.64
tto,1995,5.86
tto,1996,4.16
tto,1997,4.11
tto,1998,3.9
tto,1999,3.39
tto,2000,2.86
tto,2001,2.12
tto,2002,1.9
tto,2003,1.91
tto,2004,1.73
tto,2005,1.7
tto,2006,1.62
tto,2007,1.48
tto,2008,1.44
tto,2009,1.34
tto,2010,1.37
tto,2011,1.41
tto,2012,0.98
tto,2013,0.97
tto,2014,0.67
tto,2015,0.56
tto,2016,0.79
tto,2017,0.79
tto,2018,0.76
tto,2019,0.74
tun,1991,17.33
tun,1992,16.94
tun,1993,16.45
tun,1994,16.11
tun,1995,15.91
tun,1996,15.77
tun,1997,15.48
tun,1998,15.19
tun,1999,14.88
tun,2000,14.48
tun,2001,14.1
tun,2002,13.78
tun,2003,13.57
tun,2004,13.31
tun,2005,12.97
tun,2006,14.11
tun,2007,10.33
tun,2008,7.29
tun,2009,7.5
tun,2010,11.75
tun,2011,8.02
tun,2012,6.94
tun,2013,6.31
tun,2014,5.03
tun,2015,4
tun,2016,3.68
tun,2017,3.38
tun,2018,3.06
tun,2019,2.76
tur,1991,50.61
tur,1992,50.69
tur,1993,52.82
tur,1994,50.32
tur,1995,49.32
tur,1996,48.09
tur,1997,47.75
tur,1998,46.17
tur,1999,45.22
tur,2000,44.74
tur,2001,44.17
tur,2002,41.64
tur,2003,40.47
tur,2004,39.96
tur,2005,37.55
tur,2006,35.08
tur,2007,34.33
tur,2008,34.15
tur,2009,34.5
tur,2010,34.81
tur,2011,35.03
tur,2012,33.21
tur,2013,31.06
tur,2014,29.04
tur,2015,27.8
tur,2016,26.03
tur,2017,25.55
tur,2018,23.47
tur,2019,22.83
tza,1991,56.9
tza,1992,56.51
tza,1993,56.5
tza,1994,56.62
tza,1995,56.53
tza,1996,56.57
tza,1997,56.32
tza,1998,55.45
tza,1999,55.51
tza,2000,55.46
tza,2001,55
tza,2002,53.24
tza,2003,51.66
tza,2004,51.2
tza,2005,50.34
tza,2006,48.75
tza,2007,48.48
tza,2008,47.35
tza,2009,48.67
tza,2010,46.37
tza,2011,43.18
tza,2012,46.52
tza,2013,48.58
tza,2014,50.84
tza,2015,50.49
tza,2016,49.16
tza,2017,47.99
tza,2018,45.49
tza,2019,44.25
uga,1991,53.25
uga,1992,53.17
uga,1993,52.31
uga,1994,51.8
uga,1995,50.69
uga,1996,49.23
uga,1997,48.03
uga,1998,47.25
uga,1999,46.17
uga,2000,45.45
uga,2001,44.23
uga,2002,42.61
uga,2003,42.82
uga,2004,39.53
uga,2005,36.85
uga,2006,34.39
uga,2007,30.38
uga,2008,27.8
uga,2009,27.9
uga,2010,25.27
uga,2011,21.93
uga,2012,19.67
uga,2013,19.18
uga,2014,19.03
uga,2015,18.35
uga,2016,17.46
uga,2017,17.58
uga,2018,16.52
uga,2019,15.84
ukr,1991,0.54
ukr,1992,0.54
ukr,1993,0.5
ukr,1994,0.52
ukr,1995,0.51
ukr,1996,0.51
ukr,1997,0.5
ukr,1998,0.49
ukr,1999,0.47
ukr,2000,0.45
ukr,2001,0.42
ukr,2002,0.4
ukr,2003,0.39
ukr,2004,0.37
ukr,2005,0.37
ukr,2006,0.36
ukr,2007,0.35
ukr,2008,0.32
ukr,2009,0.29
ukr,2010,0.36
ukr,2011,0.37
ukr,2012,0.31
ukr,2013,0.25
ukr,2014,0.3
ukr,2015,0.27
ukr,2016,0.24
ukr,2017,0.26
ukr,2018,0.26
ukr,2019,0.23
ury,1991,3.22
ury,1992,3.15
ury,1993,3.08
ury,1994,3.01
ury,1995,2.89
ury,1996,2.82
ury,1997,2.75
ury,1998,2.6
ury,1999,2.52
ury,2000,2.37
ury,2001,2.49
ury,2002,2.42
ury,2003,2.03
ury,2004,2.78
ury,2005,2.21
ury,2006,3.48
ury,2007,3.02
ury,2008,2.48
ury,2009,2.87
ury,2010,2.03
ury,2011,2.07
ury,2012,1.91
ury,2013,1.8
ury,2014,1.42
ury,2015,1.35
ury,2016,1.34
ury,2017,1.02
ury,2018,1.22
ury,2019,1.21
usa,1991,0.5
usa,1992,0.49
usa,1993,0.43
usa,1994,0.21
usa,1995,0.19
usa,1996,0.2
usa,1997,0.19
usa,1998,0.15
usa,1999,0.15
usa,2000,0.14
usa,2001,0.14
usa,2002,0.12
usa,2003,0.13
usa,2004,0.12
usa,2005,0.12
usa,2006,0.11
usa,2007,0.13
usa,2008,0.11
usa,2009,0.08
usa,2010,0.1
usa,2011,0.1
usa,2012,0.09
usa,2013,0.08
usa,2014,0.08
usa,2015,0.09
usa,2016,0.08
usa,2017,0.07
usa,2018,0.08
usa,2019,0.07
uzb,1991,19.37
uzb,1992,19.87
uzb,1993,19.88
uzb,1994,18.89
uzb,1995,19.16
uzb,1996,19.41
uzb,1997,18.68
uzb,1998,18.36
uzb,1999,17.99
uzb,2000,17.57
uzb,2001,17.23
uzb,2002,16.85
uzb,2003,16.62
uzb,2004,16.35
uzb,2005,16.15
uzb,2006,15.73
uzb,2007,15.23
uzb,2008,14.96
uzb,2009,14.53
uzb,2010,13.93
uzb,2011,13.13
uzb,2012,12.61
uzb,2013,12.08
uzb,2014,11.49
uzb,2015,10.89
uzb,2016,10.32
uzb,2017,9.79
uzb,2018,9.43
uzb,2019,9.06
vct,1991,2.74
vct,1992,2.86
vct,1993,2.73
vct,1994,2.77
vct,1995,2.71
vct,1996,2.7
vct,1997,2.62
vct,1998,2.57
vct,1999,2.54
vct,2000,2.51
vct,2001,2.45
vct,2002,2.41
vct,2003,2.33
vct,2004,2.29
vct,2005,2.25
vct,2006,2.18
vct,2007,2.15
vct,2008,2.21
vct,2009,2.22
vct,2010,2.14
vct,2011,2.16
vct,2012,2.12
vct,2013,2.09
vct,2014,2.04
vct,2015,2.04
vct,2016,1.97
vct,2017,1.94
vct,2018,1.92
vct,2019,1.91
ven,1991,1.17
ven,1992,1.15
ven,1993,1.23
ven,1994,1.26
ven,1995,1.39
ven,1996,1.2
ven,1997,0.94
ven,1998,1.59
ven,1999,2.45
ven,2000,2.27
ven,2001,3.28
ven,2002,3.84
ven,2003,3.97
ven,2004,2.92
ven,2005,3.66
ven,2006,2.52
ven,2007,1.8
ven,2008,2
ven,2009,1.83
ven,2010,1.44
ven,2011,1.58
ven,2012,1.72
ven,2013,1.73
ven,2014,1.87
ven,2015,2.07
ven,2016,2.4
ven,2017,2.66
ven,2018,2.84
ven,2019,2.67
vir,1991,0.54
vir,1992,0.53
vir,1993,0.53
vir,1994,0.51
vir,1995,0.5
vir,1996,0.49
vir,1997,0.48
vir,1998,0.47
vir,1999,0.46
vir,2000,0.44
vir,2001,0.43
vir,2002,0.41
vir,2003,0.4
vir,2004,0.38
vir,2005,0.37
vir,2006,0.34
vir,2007,0.33
vir,2008,0.32
vir,2009,0.33
vir,2010,0.33
vir,2011,0.34
vir,2012,0.35
vir,2013,0.35
vir,2014,0.34
vir,2015,0.34
vir,2016,0.33
vir,2017,0.32
vir,2018,0.31
vir,2019,0.31
vnm,1991,66.43
vnm,1992,66.04
vnm,1993,65.49
vnm,1994,64.6
vnm,1995,63.59
vnm,1996,62.5
vnm,1997,56.74
vnm,1998,53.92
vnm,1999,55.13
vnm,2000,54.21
vnm,2001,54.11
vnm,2002,53.39
vnm,2003,51.04
vnm,2004,47.51
vnm,2005,42.05
vnm,2006,36.73
vnm,2007,31.61
vnm,2008,26.83
vnm,2009,22.31
vnm,2010,26.34
vnm,2011,24.92
vnm,2012,23.19
vnm,2013,22.68
vnm,2014,26.63
vnm,2015,23.37
vnm,2016,22.15
vnm,2017,21.48
vnm,2018,20.43
vnm,2019,19.08
vut,1991,3.03
vut,1992,3.07
vut,1993,3.09
vut,1994,3.1
vut,1995,3.14
vut,1996,3.16
vut,1997,3.18
vut,1998,3.22
vut,1999,3.27
vut,2000,3.32
vut,2001,3.4
vut,2002,3.43
vut,2003,3.36
vut,2004,3.33
vut,2005,3.21
vut,2006,3.11
vut,2007,4.55
vut,2008,6.57
vut,2009,9.35
vut,2010,5.48
vut,2011,5.02
vut,2012,5.08
vut,2013,4.71
vut,2014,4.57
vut,2015,4.48
vut,2016,4.26
vut,2017,4.05
vut,2018,3.87
vut,2019,3.67
wsm,1991,4.45
wsm,1992,4.48
wsm,1993,4.47
wsm,1994,4.51
wsm,1995,4.47
wsm,1996,4.42
wsm,1997,4.42
wsm,1998,4.37
wsm,1999,4.3
wsm,2000,4.16
wsm,2001,4.01
wsm,2002,3.89
wsm,2003,3.76
wsm,2004,3.63
wsm,2005,3.51
wsm,2006,3.4
wsm,2007,3.26
wsm,2008,3.17
wsm,2009,3.1
wsm,2010,3.03
wsm,2011,2.91
wsm,2012,2.92
wsm,2013,3.46
wsm,2014,3.99
wsm,2015,4.46
wsm,2016,4.88
wsm,2017,5.33
wsm,2018,5.3
wsm,2019,5.02
yem,1991,46.63
yem,1992,46.37
yem,1993,46.18
yem,1994,45.87
yem,1995,45.1
yem,1996,44.4
yem,1997,43.13
yem,1998,40.81
yem,1999,39.95
yem,2000,40.45
yem,2001,39.91
yem,2002,39.79
yem,2003,39.69
yem,2004,39.71
yem,2005,39.86
yem,2006,39.57
yem,2007,39.28
yem,2008,39.17
yem,2009,38.16
yem,2010,38.22
yem,2011,38.51
yem,2012,38.31
yem,2013,38.55
yem,2014,38.54
yem,2015,35.44
yem,2016,34.49
yem,2017,33.53
yem,2018,32.94
yem,2019,32.13
zaf,1991,2.1
zaf,1992,2.17
zaf,1993,2.21
zaf,1994,2.23
zaf,1995,2.2
zaf,1996,2.23
zaf,1997,2.24
zaf,1998,2.23
zaf,1999,2.22
zaf,2000,2.01
zaf,2001,1.94
zaf,2002,1.88
zaf,2003,1.38
zaf,2004,1.27
zaf,2005,1.02
zaf,2006,1.12
zaf,2007,0.68
zaf,2008,1.46
zaf,2009,1.47
zaf,2010,1.25
zaf,2011,1.14
zaf,2012,1.04
zaf,2013,0.98
zaf,2014,0.83
zaf,2015,0.82
zaf,2016,0.73
zaf,2017,0.74
zaf,2018,0.8
zaf,2019,0.89
zmb,1991,54.85
zmb,1992,54.92
zmb,1993,56.29
zmb,1994,56
zmb,1995,57.28
zmb,1996,57.21
zmb,1997,57.05
zmb,1998,59.46
zmb,1999,61.47
zmb,2000,60.38
zmb,2001,60.07
zmb,2002,59.65
zmb,2003,59.28
zmb,2004,57.95
zmb,2005,57.17
zmb,2006,55.22
zmb,2007,54.56
zmb,2008,53.87
zmb,2009,55.61
zmb,2010,54.13
zmb,2011,53.1
zmb,2012,53.51
zmb,2013,51.42
zmb,2014,49.36
zmb,2015,47.73
zmb,2016,44.86
zmb,2017,40.21
zmb,2018,41.59
zmb,2019,35.73
zwe,1991,19.37
zwe,1992,18.58
zwe,1993,20.61
zwe,1994,20.5
zwe,1995,19.58
zwe,1996,17.65
zwe,1997,15.9
zwe,1998,15.87
zwe,1999,16.08
zwe,2000,15.51
zwe,2001,14.21
zwe,2002,13.59
zwe,2003,12.77
zwe,2004,10.25
zwe,2005,6.78
zwe,2006,4.58
zwe,2007,6.15
zwe,2008,11.78
zwe,2009,11.52
zwe,2010,12.17
zwe,2011,11.66
zwe,2012,11.1
zwe,2013,11.4
zwe,2014,11.21
zwe,2015,11.38
zwe,2016,11.32
zwe,2017,11.52
zwe,2018,11.77
zwe,2019,12.98
