geo,time,ne_imp_gnfs_cd
asm,2007,625000000
asm,2008,758000000
asm,2009,559000000
asm,2010,541000000
asm,2011,563000000
asm,2012,646000000
asm,2013,651000000
asm,2014,695000000
asm,2015,665000000
asm,2016,639000000
asm,2017,626000000
asm,2018,662000000
asm,2019,614000000
asm,2020,651000000
atg,1993,493925925.92593
atg,1994,522962962.96296
atg,1995,544037037.03704
atg,1996,579296296.2963
atg,1997,592851851.85185
atg,1998,607259259.25926
atg,1999,656111111.11111
atg,2000,617851851.85185
atg,2001,603111111.11111
atg,2002,588074074.07407
atg,2003,662814814.81482
atg,2004,734222222.22222
atg,2005,846222222.22222
atg,2006,1014407407.40741
atg,2007,1155666666.66667
atg,2008,1180259259.25926
atg,2009,875666666.66667
atg,2010,841518518.51852
atg,2011,794962962.96296
atg,2012,870111111.11111
atg,2013,893407407.40741
atg,2014,924222222.22222
atg,2015,852148148.14815
atg,2016,923185185.18518
atg,2017,970767333.33333
atg,2018,1132821925.92593
atg,2019,1156389814.81481
atg,2020,655278518.51852
aus,1960,2611714637.69739
aus,1961,2952178295.44182
aus,1962,2512039422.10774
aus,1963,2974577220.29343
aus,1964,3270243028.33464
aus,1965,3959009967.52156
aus,1966,4124762011.42345
aus,1967,4222197334.52794
aus,1968,4730652928.65942
aus,1969,4882965617.65035
aus,1970,5455258147.60891
aus,1971,5839399708.81398
aus,1972,6220794392.52337
aus,1973,7022421524.66368
aus,1974,11737656595.4311
aus,1975,14315171377.8506
aus,1976,14038825160.721
aus,1977,16144757972.0119
aus,1978,17265959846.605
aus,1979,20687265704.87329
aus,1980,23827298050.1393
aus,1981,29570416811.7961
aus,1982,32610614586.7814
aus,1983,27658399625.6434
aus,1984,28996558594.4575
aus,1985,31190457927.4373
aus,1986,32912702853.9452
aus,1987,32314716781.3658
aus,1988,39231664726.42609
aus,1989,50821594332.7091
aus,1990,53061177375.9138
aus,1991,52681108233.2627
aus,1992,53341536568.4842
aus,1993,55746908375.4919
aus,1994,59676236596.3335
aus,1995,73019750519.7505
aus,1996,77631259484.0668
aus,1997,82133354202.53558
aus,1998,81674014786.67841
aus,1999,80794585787.6927
aus,2000,89664636061.04379
aus,2001,83770526993.66748
aus,2002,82018627040.60278
aus,2003,98900407687.82761
aus,2004,121992459809.36099
aus,2005,145657795820.177
aus,2006,162450584007.18799
aus,2007,186601240480.48999
aus,2008,239705461056.401
aus,2009,211105875423.354
aus,2010,238004051792.478
aus,2011,285346544414.867
aus,2012,335171169313.26001
aus,2013,335598645737.15002
aus,2014,313693197466.263
aus,2015,291125717613.77802
aus,2016,260015286067.841
aus,2017,274856324006.33496
aus,2018,307312611425.47101
aus,2019,301710055786.01099
aus,2020,266306475398.84695
aut,1970,4222754697.00979
aut,1971,4883423835.22414
aut,1972,6036690874.45681
aut,1973,8127807997.75107
aut,1974,10716325088.3392
aut,1975,11418675831.5557
aut,1976,13387942011.1989
aut,1977,16661465323.4535
aut,1978,18958761489.6238
aut,1979,23982629953.6799
aut,1980,28828883216.33689
aut,1981,25143195956.4541
aut,1982,23075814309.9137
aut,1983,23074387927.0722
aut,1984,22995355202.5308
aut,1985,24397666932.6949
aut,1986,31708292924.74089
aut,1987,39047892903.7876
aut,1988,44657529254.43
aut,1989,47283383255.3302
aut,1990,59578835773.932
aut,1991,61623796110.7837
aut,1992,67252988980.7163
aut,1993,60542945699.7516
aut,1994,68853040597.5184
aut,1995,83696833629.04329
aut,1996,85017442162.7242
aut,1997,80519032585.40988
aut,1998,84196220542.4633
aut,1999,84520548577.68358
aut,2000,82889700573.01981
aut,2001,84769006146.69299
aut,2002,89249971240.95309
aut,2003,109674879628.686
aut,2004,132415628187.464
aut,2005,143550314027.33099
aut,2006,158881039267.694
aut,2007,187479970467.54599
aut,2008,210948589023.367
aut,2009,168155373268.15201
aut,2010,187341317488.66696
aut,2011,220824764522.763
aut,2012,209525713468.418
aut,2013,217784703102.32599
aut,2014,221810038046.11301
aut,2015,188457898640.54297
aut,2016,192280704252.10599
aut,2017,212334568915.49399
aut,2018,238694832569.74097
aut,2019,231566470465.80399
aut,2020,210407360395.93799
aze,1992,243666666.66667
aze,1993,1193640000
aze,1994,365490127.38854
aze,1995,1291038858.04917
aze,1996,1776240846.21644
aze,1997,2101743821.3524
aze,1998,2424528301.88679
aze,1999,1917597087.37864
aze,2000,2023580688.42199
aze,2001,2129925910.01825
aze,2002,3121065624.35713
aze,2003,4769575399.6538
aze,2004,6312201078.66083
aze,2005,7007086947.32388
aze,2006,8132639355.27199
aze,2007,9423610301.82962
aze,2008,11464094449.8539
aze,2009,10235008708.634
aze,2010,10942312484.4256
aze,2011,15881853868.5577
aze,2012,17621945010.1833
aze,2013,19475589547.48249
aze,2014,19721280122.4021
aze,2015,18473453054.8507
aze,2016,16529046813.3108
aze,2017,17104055310.2487
aze,2018,17705176470.5882
aze,2019,17712470588.2353
aze,2020,15537823529.4118
bdi,1960,26250000
bdi,1961,29750000
bdi,1962,35000000
bdi,1963,33250000
bdi,1964,31500002
bdi,1965,19928888.88889
bdi,1966,21494857.14286
bdi,1967,21192000
bdi,1968,24488000
bdi,1969,23004571.42857
bdi,1970,28208000
bdi,1971,35832000
bdi,1972,37205714.28571
bdi,1973,40576812.53593
bdi,1974,53633015.87302
bdi,1975,79994920.63492
bdi,1976,74673623.18841
bdi,1977,94676666.66667
bdi,1978,123426666.66667
bdi,1979,177800000
bdi,1980,214223333.33333
bdi,1981,213555555.55556
bdi,1982,272632222.22222
bdi,1983,268000000
bdi,1984,232495196.72542
bdi,1985,239045071.67122
bdi,1986,268172621.5293
bdi,1987,291223994.01101
bdi,1988,280918091.10011
bdi,1989,255573911.39935
bdi,1990,314442789.99153
bdi,1991,332769069.98397
bdi,1992,319246482.28782
bdi,1993,254942339.37397
bdi,1994,263464979.04323
bdi,1995,272899694.10389
bdi,1996,136902390.42114
bdi,1997,140485312.89911
bdi,1998,173751546.0091
bdi,1999,129001348.56981
bdi,2000,141321270.48441
bdi,2001,138400674.4144
bdi,2002,140218224.20046
bdi,2003,164737396.31634
bdi,2004,225367196.22857
bdi,2005,322845670.19349
bdi,2006,446954632.11429
bdi,2007,433983778.26831
bdi,2008,591543765.03554
bdi,2009,520184945.41283
bdi,2010,605576379.83331
bdi,2011,764650793.8912
bdi,2012,793324476.52196
bdi,2013,919359821.30432
bdi,2014,924140616.1959
bdi,2015,832256768.77442
bdi,2016,685706343.58735
bdi,2017,740676811.31668
bdi,2018,795452027.26538
bdi,2019,861167648.16939
bdi,2020,793343658.83162
bel,1970,11422513916.902
bel,1971,12470410328.098
bel,1972,15284572449.8213
bel,1973,22015693438.2116
bel,1974,29348848384.4242
bel,1975,29954319403.3125
bel,1976,34320538140.0209
bel,1977,39904208216.0945
bel,1978,47131229665.6846
bel,1979,60077552283.9846
bel,1980,67141114636.5016
bel,1981,58814105823.555
bel,1982,55093659720.9959
bel,1983,52310487573.96449
bel,1984,53192322675.2304
bel,1985,52988261430.8037
bel,1986,66063110890.3739
bel,1987,80749672609.4003
bel,1988,92534612177.72899
bel,1989,100782764127.76401
bel,1990,122899593191.69501
bel,1991,122855235676.314
bel,1992,132088996235.88499
bel,1993,118889056669.776
bel,1994,134214479141.548
bel,1995,162055281882.86801
bel,1996,161993745928.33899
bel,1997,153905164636.897
bel,1998,156499555456.76801
bel,1999,156514813408.186
bel,2000,165003474243.608
bel,2001,160904233210.66901
bel,2002,168605250992.15701
bel,2003,202551914317.80301
bel,2004,243726488208.10901
bel,2005,270950047193.15201
bel,2006,297060116700.70502
bel,2007,349267150580.94202
bel,2008,414937621998.828
bel,2009,321712144735.15601
bel,2010,356962071951.66693
bel,2011,422831880855.05902
bel,2012,398616863110.664
bel,2013,409744204056.82495
bel,2014,422862995297.76306
bel,2015,353165497773.59399
bel,2016,372449652505.448
bel,2017,412988166685.41199
bel,2018,452423790801.33295
bel,2019,436433070861.96002
bel,2020,410222816458.67798
ben,1960,27392931.58795
ben,1961,22470098.07139
ben,1962,23547272.21598
ben,1963,29521371.2225
ben,1964,33034384.3459
ben,1965,43212954.82062
ben,1966,49061969.22481
ben,1967,60547029.29949
ben,1968,62251308.84977
ben,1969,70874399.42822
ben,1970,81609765.59235
ben,1971,93259568.23246
ben,1972,109969562.46062
ben,1973,130886423.38884
ben,1974,163593479.06377
ben,1975,226162498.38437
ben,1976,216705681.72069
ben,1977,260873171.45047
ben,1978,320872304.69046
ben,1979,439164032.23744
ben,1980,524469482.14593
ben,1981,567561768.14245
ben,1982,508205482.6703
ben,1983,345886049.66069
ben,1984,325135991.27785
ben,1985,383239061.75225
ben,1986,435776317.70062
ben,1987,483576008.71242
ben,1988,519825023.28367
ben,1989,372643203.01384
ben,1990,520152807.12013
ben,1991,602729559.6102
ben,1992,567957714.39915
ben,1993,748725692.94109
ben,1994,576481292.3954
ben,1995,790421188.96905
ben,1996,708783113.71425
ben,1997,715320118.37523
ben,1998,797921924.9776
ben,1999,1154049377.44659
ben,2000,941345963.57687
ben,2001,1040788969.43559
ben,2002,1008396012.35784
ben,2003,1228828056.99767
ben,2004,1324063430.2857
ben,2005,1353744069.70093
ben,2006,1527582059.91437
ben,2007,2211437537.30671
ben,2008,2509050643.04933
ben,2009,2412711942.79996
ben,2010,2704110347.67377
ben,2011,2819548546.35112
ben,2012,2990340731.08098
ben,2013,3959347852.68099
ben,2014,4495143591.19349
ben,2015,3648295525.9512
ben,2016,3709467139.69628
ben,2017,4352984373.55767
ben,2018,4923520371.62895
ben,2019,4900485168.90791
ben,2020,3906745128.09554
bfa,1960,52340174.82405
bfa,1961,55303956.0858
bfa,1962,59614662.67832
bfa,1963,61742256.02858
bfa,1964,47262647.16733
bfa,1965,48113645.22043
bfa,1966,50541606.42531
bfa,1967,62777892.68251
bfa,1968,70389671.06377
bfa,1969,79074211.63053
bfa,1970,73994573.50515
bfa,1971,96149786.9126
bfa,1972,123177211.94028
bfa,1973,154654977.89933
bfa,1974,183824226.94696
bfa,1975,283412263.56416
bfa,1976,263748233.21148
bfa,1977,344381790.59971
bfa,1978,409486625.43279
bfa,1979,511997958.83446
bfa,1980,602966074.33941
bfa,1981,558237959.16189
bfa,1982,554827838.66286
bfa,1983,473268805.40379
bfa,1984,419829259.7413
bfa,1985,481677776.93689
bfa,1986,589940838.72091
bfa,1987,665476337.65738
bfa,1988,709757519.09865
bfa,1989,618479188.786
bfa,1990,758452814.319
bfa,1991,731992034.93428
bfa,1992,655479340.12312
bfa,1993,661457423.40267
bfa,1994,474345776.79188
bfa,1995,633116355.17614
bfa,1996,714319767.82828
bfa,1997,651175109.91667
bfa,1998,789066140.31858
bfa,1999,911820983.13607
bfa,2000,780034929.90786
bfa,2001,721473318.38972
bfa,2002,813114645.36065
bfa,2003,1002568435.38185
bfa,2004,1341080369.13706
bfa,2005,1495427431.21779
bfa,2006,1581180935.42889
bfa,2007,1786796535.63884
bfa,2008,2385163527.57847
bfa,2009,2505097553.56975
bfa,2010,2887043283.23912
bfa,2011,3781344566.96529
bfa,2012,4351201613.41658
bfa,2013,4968861222.40229
bfa,2014,4446645376.58481
bfa,2015,3902427844.37453
bfa,2016,4103751297.65902
bfa,2017,4629394614.75257
bfa,2018,5166927867.94048
bfa,2019,5023004664.70164
bgd,1960,397875421.69274
bgd,1961,563656831.77305
bgd,1962,549204082.34725
bgd,1963,620050850.3659
bgd,1964,760610844.78156
bgd,1965,789516322.79984
bgd,1966,814737821.79781
bgd,1967,913639901.20185
bgd,1968,868581340.49199
bgd,1969,988170710.7408
bgd,1970,1124763246.98076
bgd,1971,938861337.69982
bgd,1972,863537083.33333
bgd,1973,958701323.73731
bgd,1974,1294857682.65127
bgd,1975,1575422622.80306
bgd,1976,1784273649.83165
bgd,1977,1194951861.66774
bgd,1978,2056130687.83069
bgd,1979,2459010308.8042
bgd,1980,3243617764.85788
bgd,1981,2858506731.94614
bgd,1982,2877295409.18164
bgd,1983,2590824915.82492
bgd,1984,2538320000
bgd,1985,2860038461.53846
bgd,1986,2577133333.33333
bgd,1987,2842322580.64516
bgd,1988,3255865305.00322
bgd,1989,3679750953.7362
bgd,1990,4126170021.39444
bgd,1991,3785238095.23809
bgd,1992,3915198938.99204
bgd,1993,4677910052.91005
bgd,1994,4681795511.22194
bgd,1995,6580597014.92537
bgd,1996,7601784841.0758
bgd,1997,7625081967.21311
bgd,1998,8058876651.98238
bgd,1999,8525935940.09983
bgd,2000,9060862651.56033
bgd,2001,10102557449.9629
bgd,2002,9060891520.11144
bgd,2003,9761830742.65976
bgd,2004,10229675556.3105
bgd,2005,13891430894.3089
bgd,2006,15626727218.5825
bgd,2007,18268578048.0741
bgd,2008,22873050575.7178
bgd,2009,23726338034.7197
bgd,2010,25106319010.5127
bgd,2011,35373857176.7684
bgd,2012,37272043676.6211
bgd,2013,40135237754.4778
bgd,2014,44128009984.4957
bgd,2015,48280651359.4871
bgd,2016,47171578943.3335
bgd,2017,50611141232.5701
bgd,2018,64245518286.0747
bgd,2019,64859346512.8789
bgd,2020,59861499797.7454
bgr,1980,6088384615.38462
bgr,1981,6859642857.14286
bgr,1982,6424733333.33333
bgr,1983,6118555555.55556
bgr,1984,6729388888.88889
bgr,1985,7411526315.78947
bgr,1986,8802352941.17647
bgr,1987,11977307692.3077
bgr,1988,10352294117.6471
bgr,1989,10589277777.7778
bgr,1990,7577727272.72727
bgr,1991,4290322580.64516
bgr,1992,5479381443.29897
bgr,1993,4963768115.94203
bgr,1994,4429059040.59041
bgr,1995,4351577380.95238
bgr,1996,4588656548.62282
bgr,1997,4174189904.27493
bgr,1998,5276354237.67326
bgr,1999,6449155466.07172
bgr,2000,5500577403.09895
bgr,2001,6269113379.41136
bgr,2002,6827243139.14299
bgr,2003,9430015005.48277
bgr,2004,13630160624.7222
bgr,2005,17080644177.6253
bgr,2006,22027000577.18209
bgr,2007,31626174947.5157
bgr,2008,39341595243.43729
bgr,2009,26258237719.48529
bgr,2010,27015539461.2156
bgr,2011,33830215428.3683
bgr,2012,34556969119.5795
bgr,2013,36360842833.8762
bgr,2014,37495120065.12009
bgr,2015,31942310133.7565
bgr,2016,31813022058.8235
bgr,2017,37107398444.2524
bgr,2018,41912426674.71329
bgr,2019,41835852318.2599
bgr,2020,37638375575.3656
bhr,1980,3540992040.329
bhr,1981,4161702127.65957
bhr,1982,3892819148.93617
bhr,1983,3471808776.59574
bhr,1984,3665159574.46809
bhr,1985,3280851063.82979
bhr,1986,2588829787.23404
bhr,1987,2964627659.57447
bhr,1988,2869148936.17021
bhr,1989,3385638031.91489
bhr,1990,4001596010.6383
bhr,1991,4414893617.02128
bhr,1992,4596276329.78723
bhr,1993,4198138297.87234
bhr,1994,4119148936.17021
bhr,1995,4122340425.53191
bhr,1996,4649734042.55319
bhr,1997,4413031914.89362
bhr,1998,3950532180.85106
bhr,1999,4168882978.7234
bhr,2000,5132180851.06383
bhr,2001,4794680851.06383
bhr,2002,5624202127.65957
bhr,2003,6205053191.48936
bhr,2004,8170478723.40425
bhr,2005,10286968085.1064
bhr,2006,11559042553.1915
bhr,2007,12626329787.234
bhr,2008,16276329787.234
bhr,2009,11353989361.7021
bhr,2010,13097074468.0851
bhr,2011,21506648936.1702
bhr,2012,25749202127.6596
bhr,2013,28331382978.7234
bhr,2014,26548936170.2128
bhr,2015,22301861702.1277
bhr,2016,21088031914.8936
bhr,2017,23876329787.234
bhr,2018,27050265957.4468
bhr,2019,25207712765.9574
bhs,1977,471600000
bhs,1978,562000000
bhs,1979,686200000
bhs,1980,839600000
bhs,1981,889700000
bhs,1982,939900000
bhs,1983,1005300000
bhs,1984,1190100000
bhs,1985,1375500000
bhs,1986,1431700000
bhs,1987,1514500000
bhs,1989,1750510000
bhs,1990,1771670000
bhs,1991,1716350000
bhs,1992,1592260000
bhs,1993,1589080000
bhs,1994,1739670000
bhs,1995,1883080000
bhs,1996,2086690000
bhs,1997,2713700000
bhs,1998,2943000000
bhs,1999,3015600000
bhs,2000,3359600000
bhs,2001,3196400000
bhs,2002,3028700000
bhs,2003,3127000000
bhs,2004,3421700000
bhs,2005,4193800000
bhs,2006,5006500000
bhs,2007,5088400000
bhs,2008,5045700000
bhs,2009,4225400000
bhs,2010,4414100000
bhs,2011,5125700000
bhs,2012,4944700000
bhs,2013,4959400000
bhs,2014,5133800000
bhs,2015,4323700000
bhs,2016,4393600000
bhs,2017,4904500000
bhs,2018,5077600000
bhs,2019,4780000000
bhs,2020,2539600000
bih,1994,1085000000
bih,1995,1334000000
bih,1996,2336999933.54599
bih,1997,2672984372.29687
bih,1998,4049326021.48093
bih,1999,4412863888.88889
bih,2000,3533850825.24935
bih,2001,3710582330.52165
bih,2002,4010446448.4012
bih,2003,5097561906.74297
bih,2004,6021036529.29064
bih,2005,6738153442.06047
bih,2006,6891778199.49631
bih,2007,8907162053.80917
bih,2008,11336685179.2791
bih,2009,8584651982.83458
bih,2010,8806994936.73685
bih,2011,10403825972.8263
bih,2012,9608489861.2598
bih,2013,9847260684.9586
bih,2014,10498609864.9829
bih,2015,8727773964.90514
bih,2016,8958903424.77845
bih,2017,10320808221.0767
bih,2018,11552842013.6529
bih,2019,11150214434.4948
bih,2020,9670841197.71642
blr,1990,9450000000
blr,1991,6000000000
blr,1992,9814814814.81481
blr,1993,13570247933.8843
blr,1994,12558744545.1494
blr,1995,7552655203.36993
blr,1996,7441153846.15385
blr,1997,9276190109.38222
blr,1998,9727865938.25876
blr,1999,7481164884.97563
blr,2000,9221273498.82313
blr,2001,8685107913.66906
blr,2002,9832808486.87884
blr,2003,12298586055.5826
blr,2004,17184722222.2222
blr,2005,17848607242.3398
blr,2006,23737156177.1562
blr,2007,30431314072.6934
blr,2008,41721254681.6479
blr,2009,30401933404.9409
blr,2010,36934306814.3672
blr,2011,49102934673.3668
blr,2012,48809523809.5238
blr,2013,46436407657.6577
blr,2014,43907521517.99689
blr,2015,32689583071.7066
blr,2016,29922094893.4459
blr,2017,36435957149.51089
blr,2018,41384766391.8335
blr,2019,42353093029.9264
blr,2020,35420888670.2738
blz,1980,113599759.05797
blz,1981,123637027.17391
blz,1982,107602916.66667
blz,1983,104498168.47826
blz,1984,125848628.62319
blz,1985,109048963.76812
blz,1986,112664081.52174
blz,1987,147241619.56522
blz,1988,182372057.97101
blz,1989,212186146.73913
blz,1990,211293000
blz,1991,0
blz,1992,274248250
blz,1993,280961550
blz,1994,304594500
blz,1995,304557200
blz,1996,322397200
blz,1997,364499950
blz,1998,392227550
blz,1999,493526400
blz,2000,613013050
blz,2001,602427450
blz,2002,616695950
blz,2003,653017500
blz,2004,618982100
blz,2005,698550150
blz,2006,750575100
blz,2007,790029600
blz,2008,953288000
blz,2009,751680250
blz,2010,807676850
blz,2011,939713200
blz,2012,971664600
blz,2013,1051774550
blz,2014,1085325100
blz,2015,1142213050
blz,2016,1093669500
blz,2017,1073213700
blz,2018,1085444150
blz,2019,1169756300
blz,2020,810189671.55
bmu,2010,1579023000
bmu,2011,1498077000
bmu,2012,1484189000
bmu,2013,1594256000
bmu,2014,1626299000
bmu,2015,1552149000
bmu,2016,1615949000
bmu,2017,1703748000
bmu,2018,1867590000
bmu,2019,1917596000
bmu,2020,1519300000
bol,1960,89483964.67387
bol,1961,94909764.7707
bol,1962,113858328.18578
bol,1963,126128983.78938
bol,1964,126629826.87524
bol,1965,161279461.27946
bol,1966,177188552.18855
bol,1967,196632996.633
bol,1968,206228956.22896
bol,1969,216161616.16162
bol,1970,247727272.72727
bol,1971,267340067.34007
bol,1972,302068446.78451
bol,1973,357671164.41779
bol,1974,562818590.70465
bol,1975,774712643.67816
bol,1976,816491754.12294
bol,1977,956771614.1929
bol,1978,1131534232.88356
bol,1979,1211274646.74832
bol,1980,1019575856.44372
bol,1981,1345840130.50571
bol,1982,1638789044.14898
bol,1983,1303803479.68743
bol,1984,1592839080.20319
bol,1985,1228323587.76353
bol,1986,1017851568.19081
bol,1987,1043169574.42149
bol,1988,1063833480.836
bol,1989,1092054033.16888
bol,1990,1164632089.89331
bol,1991,1440847064.73775
bol,1992,1640403025.25317
bol,1993,1627865935.14806
bol,1994,1626751433.82751
bol,1995,1825637772.63921
bol,1996,2017479801.36365
bol,1997,2326903298.25096
bol,1998,2768710912.68761
bol,1999,2260778163.9254
bol,2000,2294564081.83068
bol,2001,2056200184.65544
bol,2002,2191068898.18689
bol,2003,2131085361.39545
bol,2004,2309688004.03226
bol,2005,3064661856.4114
bol,2006,3752334864.44655
bol,2007,4495795419.80844
bol,2008,6329651161.18426
bol,2009,5705628917.37892
bol,2010,6744572947.39692
bol,2011,9199095430.30128
bol,2012,10233217655.5716
bol,2013,11386396526.7728
bol,2014,13848956005.7887
bol,2015,12231374674.3849
bol,2016,10831641534.0087
bol,2017,11927938929.0883
bol,2018,12537987264.8336
bol,2019,12853418089.725
bol,2020,9254565123.01013
bra,1960,1079376914.93865
bra,1961,1118302726.08473
bra,1962,1033970196.04432
bra,1963,2097486800.99115
bra,1964,1204326396.14961
bra,1965,1210637974.35359
bra,1966,1621508461.2021
bra,1967,1764834054.99797
bra,1968,2239326014.7452
bra,1969,2454948720.19931
bra,1970,3153304260.31533
bra,1971,4004245613.85253
bra,1972,5177234171.78625
bra,1973,7532763884.77189
bra,1974,14596797400.1872
bra,1975,14233481672.8226
bra,1976,14401534168.3917
bra,1977,13948797699.9376
bra,1978,15791774010.8349
bra,1979,20642227950.3886
bra,1980,26571483279.6605
bra,1981,25827534749.1203
bra,1982,23307743170.8143
bra,1983,18314364418.7078
bra,1984,16563864377.3291
bra,1985,15818492271.929
bra,1986,17038985216.6532
bra,1987,18211636976.1514
bra,1988,18807996682.1739
bra,1989,18952136652.4992
bra,1990,27188115041.8771
bra,1991,27115878823.4238
bra,1992,27518753172.383
bra,1993,33500363106.5038
bra,1994,48132722297.6479
bra,1995,72744966711.35249
bra,1996,75733720733.30569
bra,1997,84722106135.423
bra,1998,81258662213.1179
bra,1999,68462744029.1499
bra,2000,81614532032.7041
bra,2001,81559243621.6702
bra,2002,68250204096.2532
