geo,time,ne_dab_totl_zs
arm,2009,137.97617
arm,2010,137.11535
arm,2011,131.8372
arm,2012,121.47075
arm,2013,120.87606
arm,2014,118.91608
arm,2015,111.75797
arm,2016,107.77333
arm,2017,110.77029
arm,2018,113.68732
arm,2019,113.41255
arm,2020,109.96364
atg,1993,92.41714
atg,1994,97.54565
atg,1995,106.48891
atg,1996,110.25849
atg,1997,105.16578
atg,1998,103.29123
atg,1999,107.35037
atg,2000,104.29365
atg,2001,105.18669
atg,2002,105.76534
atg,2003,108.3178
atg,2004,106.3356
atg,2005,113.35264
atg,2006,123.28798
atg,2007,126.65435
atg,2008,123.72438
atg,2009,111.46121
atg,2010,113.82916
atg,2011,109.49271
atg,2012,114.19629
atg,2013,115.80891
atg,2014,114.19542
atg,2015,106.78711
atg,2016,106.6606
atg,2017,107.87206
atg,2018,105.421
atg,2019,106.0202
atg,2020,137.08426
aus,1960,100.39124
aus,1961,102.50925
aus,1962,99.51093
aus,1963,100.91509
aus,1964,99.46829
aus,1965,102.45743
aus,1966,103.21099
aus,1967,101.76207
aus,1968,103.42656
aus,1969,101.84388
aus,1970,100.32241
aus,1971,100.53988
aus,1972,99.52419
aus,1973,97.52564
aus,1974,98.62855
aus,1975,99.59033
aus,1976,100.20749
aus,1977,101.23447
aus,1978,101.60238
aus,1979,101.97746
aus,1980,100.32825
aus,1981,102.61138
aus,1982,103.75916
aus,1983,103.1391
aus,1984,101.88524
aus,1985,102.27854
aus,1986,103.93995
aus,1987,103.21254
aus,1988,101.48344
aus,1989,101.53907
aus,1990,101.3879
aus,1991,99.65465
aus,1992,100.36317
aus,1993,100.80929
aus,1994,100.35982
aus,1995,101.96404
aus,1996,100.45305
aus,1997,99.72423
aus,1998,100.87816
aus,1999,102.44378
aus,2000,102.15785
aus,2001,99.91393
aus,2002,99.99576
aus,2003,102.08857
aus,2004,102.68672
aus,2005,102.7144
aus,2006,101.8544
aus,2007,101.64303
aus,2008,102.55147
aus,2009,99.71931
aus,2010,100.92243
aus,2011,98.9672
aus,2012,100.16802
aus,2013,101.30346
aus,2014,100.279
aus,2015,101.48706
aus,2016,102.27798
aus,2017,99.48901
aus,2018,99.64269
aus,2019,97.50553
aus,2020,96.07182
aut,1970,100.32505
aut,1971,100.59457
aut,1972,100.77758
aut,1973,101.00957
aut,1974,101.75553
aut,1975,100.57613
aut,1976,102.81019
aut,1977,104.69999
aut,1978,100.31123
aut,1979,102.63606
aut,1980,102.76891
aut,1981,102.34944
aut,1982,100.57639
aut,1983,100.25763
aut,1984,99.93886
aut,1985,100.71667
aut,1986,99.41519
aut,1987,99.59389
aut,1988,100.39039
aut,1989,100.60388
aut,1990,100.54487
aut,1991,100.44376
aut,1992,100.77756
aut,1993,100.57028
aut,1994,101.22161
aut,1995,101.29138
aut,1996,101.41145
aut,1997,100.57677
aut,1998,99.96279
aut,1999,99.59308
aut,2000,99.0134
aut,2001,98.24809
aut,2002,96.02126
aut,2003,97.47176
aut,2004,96.81434
aut,2005,96.98125
aut,2006,96.08387
aut,2007,95.34484
aut,2008,95.56487
aut,2009,96.9411
aut,2010,96.60231
aut,2011,97.41678
aut,2012,97.29761
aut,2013,97.3022
aut,2014,96.73084
aut,2015,96.25005
aut,2016,96.16928
aut,2017,96.83682
aut,2018,96.96747
aut,2019,96.42681
aut,2020,97.22558
aze,1990,96.72578
aze,1991,73.29716
aze,1992,80.86554
aze,1993,117.6293
aze,1994,116.39851
aze,1995,120.92042
aze,1996,128.7016
aze,1997,121.31526
aze,1998,128.527
aze,1999,117.88297
aze,2000,100.23526
aze,2001,95.81985
aze,2002,109.88206
aze,2003,125.52298
aze,2004,126.70277
aze,2005,94.07786
aze,2006,75.50224
aze,2007,64.58666
aze,2008,60.62431
aze,2009,72.82867
aze,2010,68.30354
aze,2011,67.65408
aze,2012,72.31371
aze,2013,77.84418
aze,2014,83.83352
aze,2015,97.01195
aze,2016,97.22185
aze,2017,93.30673
aze,2018,84.73655
aze,2019,88.93795
aze,2020,100.77231
bdi,1960,100.89286
bdi,1961,101.72414
bdi,1962,103.27869
bdi,1963,106.76692
bdi,1964,97.98657
bdi,1965,102.18633
bdi,1966,102.21602
bdi,1967,101.08519
bdi,1968,103.07112
bdi,1969,102.43586
bdi,1970,100.93224
bdi,1971,105.73593
bdi,1972,103.34053
bdi,1973,102.31656
bdi,1974,105.78054
bdi,1975,110.72612
bdi,1976,102.92639
bdi,1977,99.69579
bdi,1978,108.51871
bdi,1979,108.5595
bdi,1980,114.48268
bdi,1981,112.89435
bdi,1982,116.69547
bdi,1983,115.70218
bdi,1984,112.0483
bdi,1985,109.76014
bdi,1986,110.59262
bdi,1987,115.99373
bdi,1988,113.36254
bdi,1989,113.19771
bdi,1990,119.90221
bdi,1991,118.58776
bdi,1992,120.72777
bdi,1993,117.77907
bdi,1994,118.20999
bdi,1995,114.35194
bdi,1996,109.93308
bdi,1997,104.60443
bdi,1998,111.44053
bdi,1999,108.38823
bdi,2000,109.91578
bdi,2001,110.60564
bdi,2002,112.30222
bdi,2003,114.61348
bdi,2004,117.67062
bdi,2005,122.7
bdi,2006,127.80002
bdi,2007,125.20001
bdi,2008,126.19997
bdi,2009,122.60001
bdi,2010,120.1
bdi,2011,125.39998
bdi,2012,124.3
bdi,2013,128.39998
bdi,2014,125.60002
bdi,2015,110.0132
bdi,2016,110.2278
bdi,2017,110.18713
bdi,2018,115.22839
bdi,2019,117.43401
bdi,2020,116.97414
bel,1970,97.6263
bel,1971,97.93368
bel,1972,96.40707
bel,1973,98.11048
bel,1974,100.55464
bel,1975,100.36272
bel,1976,100.68798
bel,1977,101.75879
bel,1978,102.07695
bel,1979,103.08424
bel,1980,104.1257
bel,1981,102.93917
bel,1982,102.4342
bel,1983,99.77926
bel,1984,99.66451
bel,1985,99.08423
bel,1986,97.66769
bel,1987,98.2428
bel,1988,97.80559
bel,1989,98.19312
bel,1990,98.75887
bel,1991,98.49213
bel,1992,97.69648
bel,1993,96.88742
bel,1994,96.43
bel,1995,96.14982
bel,1996,96.82799
bel,1997,96.11578
bel,1998,96.36043
bel,1999,96.04387
bel,2000,97.13534
bel,2001,96.35292
bel,2002,94.42255
bel,2003,94.64254
bel,2004,95.10585
bel,2005,95.96339
bel,2006,95.95752
bel,2007,95.86484
bel,2008,99.32721
bel,2009,97.73803
bel,2010,98.29754
bel,2011,100.099
bel,2012,99.93705
bel,2013,99.20215
bel,2014,99.1812
bel,2015,98.58198
bel,2016,98.8058
bel,2017,98.96102
bel,2018,100.24146
bel,2019,99.3447
bel,2020,98.59387
ben,1960,105.99195
ben,1961,105.24256
ben,1962,107.29614
ben,1963,108.79883
ben,1964,107.62389
ben,1965,107.63814
ben,1966,109.34952
ben,1967,112.10645
ben,1968,109.74194
ben,1969,109.65529
ben,1970,109.28474
ben,1971,110.04681
ben,1972,112.41574
ben,1973,110.28819
ben,1974,115.17789
ben,1975,118.88474
ben,1976,118.03726
ben,1977,118.60188
ben,1978,118.02027
ben,1979,119.50541
ben,1980,121.50559
ben,1981,128.02837
ben,1982,122.31526
ben,1983,117.81344
ben,1984,111.35255
ben,1985,112.99598
ben,1986,115.93957
ben,1987,115.68308
ben,1988,118.27935
ben,1989,111.30951
ben,1990,107.35758
ben,1991,109.33974
ben,1992,110.26245
ben,1993,110.45303
ben,1994,107.74643
ben,1995,109.06226
ben,1996,103.52017
ben,1997,104.35936
ben,1998,105.40775
ben,1999,108.37274
ben,2000,106.13753
ben,2001,108.52
ben,2002,104.31522
ben,2003,104.32763
ben,2004,102.87588
ben,2005,102.12865
ben,2006,103.65884
ben,2007,105.02808
ben,2008,103.49392
ben,2009,104.8467
ben,2010,105.28676
ben,2011,105.51772
ben,2012,102.94327
ben,2013,104.05906
ben,2014,102.40659
ben,2015,107.31541
ben,2016,103.77335
ben,2017,107.06541
ben,2018,107.24673
ben,2019,104.42028
ben,2020,105.08829
bfa,1960,104.08466
bfa,1961,103.40658
bfa,1962,103.21579
bfa,1963,103.1335
bfa,1964,101.92835
bfa,1965,100.00086
bfa,1966,99.92515
bfa,1967,102.34575
bfa,1968,102.20887
bfa,1969,103.78477
bfa,1970,103.6678
bfa,1971,107.06774
bfa,1972,107.3067
bfa,1973,108.7493
bfa,1974,107.81755
bfa,1975,114.37148
bfa,1976,110.52407
bfa,1977,114.43727
bfa,1978,112.35762
bfa,1979,113.1338
bfa,1980,114.54816
bfa,1981,114.43595
bfa,1982,115.22188
bfa,1983,113.52275
bfa,1984,109.71239
bfa,1985,121.10462
bfa,1986,119.9806
bfa,1987,116.72232
bfa,1988,116.13229
bfa,1989,114.89704
bfa,1990,113.48926
bfa,1991,112.90114
bfa,1992,110.68106
bfa,1993,111.722
bfa,1994,110.82597
bfa,1995,112.46636
bfa,1996,117.05308
bfa,1997,115.79136
bfa,1998,115.32358
bfa,1999,118.5468
bfa,2000,117.43351
bfa,2001,113.57001
bfa,2002,113.58179
bfa,2003,111.92737
bfa,2004,113.71777
bfa,2005,114.48847
bfa,2006,113.19282
bfa,2007,113.08263
bfa,2008,115.08666
bfa,2009,112.71804
bfa,2010,108.04154
bfa,2011,105.10625
bfa,2012,108.04244
bfa,2013,109.88188
bfa,2014,104.95955
bfa,2015,106.87389
bfa,2016,106.06124
bfa,2017,106.36401
bfa,2018,104.43781
bfa,2019,103.43195
bgd,1960,99.31057
bgd,1961,100.91765
bgd,1962,100.06134
bgd,1963,101.67279
bgd,1964,104.09344
bgd,1965,103.70388
bgd,1966,102.36754
bgd,1967,103.28958
bgd,1968,103.27552
bgd,1969,103.51934
bgd,1970,104.19437
bgd,1971,104.4361
bgd,1972,108.05783
bgd,1973,105.31584
bgd,1974,106.64747
bgd,1975,105.20547
bgd,1976,112.89011
bgd,1977,105.34069
bgd,1978,109.92319
bgd,1979,109.68862
bgd,1980,112.38866
bgd,1981,102.31685
bgd,1982,102.58236
bgd,1983,104.51396
bgd,1984,109.70718
bgd,1985,101.31655
bgd,1986,100.96522
bgd,1987,101.375
bgd,1988,101.95728
bgd,1989,100.83765
bgd,1990,100.55239
bgd,1991,102.32277
bgd,1992,103.44062
bgd,1993,105.64755
bgd,1994,105.29871
bgd,1995,105.99301
bgd,1996,104.30956
bgd,1997,104.67619
bgd,1998,103.4857
bgd,1999,103.99365
bgd,2000,103.78978
bgd,2001,103.5428
bgd,2002,103.50248
bgd,2003,104.49357
bgd,2004,103.80392
bgd,2005,104.77472
bgd,2006,104.70753
bgd,2007,105.43111
bgd,2008,107.01286
bgd,2009,105.87364
bgd,2010,105.43663
bgd,2011,106.79889
bgd,2012,107.03857
bgd,2013,106.35353
bgd,2014,106.48793
bgd,2015,106.72822
bgd,2016,104.67482
bgd,2017,105.1812
bgd,2018,108.40013
bgd,2019,106.54687
bgd,2020,106.69431
bgr,1980,103.02974
bgr,1981,98.88418
bgr,1982,98.93358
bgr,1983,99.30772
bgr,1984,98.11499
bgr,1985,100.40681
bgr,1986,103.43629
bgr,1987,101.83705
bgr,1988,100.33042
bgr,1989,101.73778
bgr,1990,103.60934
bgr,1991,95.73987
bgr,1992,105.84014
bgr,1993,107.62797
bgr,1994,100.61587
bgr,1995,90.58367
bgr,1996,88.82674
bgr,1997,87.31137
bgr,1998,93.16251
bgr,1999,104.57539
bgr,2000,105.30799
bgr,2001,109.31873
bgr,2002,107.975
bgr,2003,110.17999
bgr,2004,111.15062
bgr,2005,114.65508
bgr,2006,117.09171
bgr,2007,118.83423
bgr,2008,119.7488
bgr,2009,108.25495
bgr,2010,103.19631
bgr,2011,99.85039
bgr,2012,103.28608
bgr,2013,100.56927
bgr,2014,101.08552
bgr,2015,99.10077
bgr,2016,95.09286
bgr,2017,95.68741
bgr,2018,97.45995
bgr,2019,96.77174
bgr,2020,96.93913
bhr,1980,91.13205
bhr,1981,88.87953
bhr,1982,87.79543
bhr,1983,96.26886
bhr,1984,97.35785
bhr,1985,88.07079
bhr,1986,86.10264
bhr,1987,85.03215
bhr,1988,82.15645
bhr,1989,88.98603
bhr,1990,79.0493
bhr,1991,110.63548
bhr,1992,112.36005
bhr,1993,96.8547
bhr,1994,92.79163
bhr,1995,88.48323
bhr,1996,88.28837
bhr,1997,90.42851
bhr,1998,99.28175
bhr,1999,84.08918
bhr,2000,77.4478
bhr,2001,79.80474
bhr,2002,86.1165
bhr,2003,83.96544
bhr,2004,83.52702
bhr,2005,80.52543
bhr,2006,77.82644
bhr,2007,78.42611
bhr,2008,80.72771
bhr,2009,81.03254
bhr,2010,81.39776
bhr,2011,75.31802
bhr,2012,81.59369
bhr,2013,82.26327
bhr,2014,83.46625
bhr,2015,88.71696
bhr,2016,91.2189
bhr,2017,91.52738
bhr,2018,91.91084
bhr,2019,88.2659
bhs,1977,83.49229
bhs,1978,84.85103
bhs,1979,91.3318
bhs,1980,92.49607
bhs,1981,94.98774
bhs,1982,93.76544
bhs,1983,91.44737
bhs,1984,94.71853
bhs,1985,94.48012
bhs,1986,94.08696
bhs,1987,94.48048
bhs,1989,107.58687
bhs,1990,105.09949
bhs,1991,109.44503
bhs,1992,106.20167
bhs,1993,102.89424
bhs,1994,106.06137
bhs,1995,109.6063
bhs,1996,114.45359
bhs,1997,98.4704
bhs,1998,102.16999
bhs,1999,95.94775
bhs,2000,96.73038
bhs,2001,97.06137
bhs,2002,90.48818
bhs,2003,91.90211
bhs,2004,91.69889
bhs,2005,96.51796
bhs,2006,105.28707
bhs,2007,101.02332
bhs,2008,101.89531
bhs,2009,101.31778
bhs,2010,102.18547
bhs,2011,106.91181
bhs,2012,107.9959
bhs,2013,106.03072
bhs,2014,107.52407
bhs,2015,99.72415
bhs,2016,101.0815
bhs,2017,107.21539
bhs,2018,104.26008
bhs,2019,101.26857
bhs,2020,103.39844
bih,2000,155.19727
bih,2001,155.46511
bih,2002,151.86051
bih,2003,150.27467
bih,2004,145.91741
bih,2005,143.1689
bih,2006,134.84671
bih,2007,136.91767
bih,2008,138.98788
bih,2009,131.5288
bih,2010,126.59921
bih,2011,128.51953
bih,2012,130.59039
bih,2013,127.71088
bih,2014,128.28118
bih,2015,124.11258
bih,2016,122.0672
bih,2017,121.69417
bih,2018,119.09302
bih,2019,118.1427
bih,2020,117.45595
blr,1990,97.64434
blr,1991,100
blr,1992,97.82609
blr,1993,115.73604
blr,1994,112.83651
blr,1995,104.38787
blr,1996,104.07529
blr,1997,104.21885
blr,1998,104.42334
blr,1999,101.8537
blr,2000,101.7878
blr,2001,102.93801
blr,2002,102.69739
blr,2003,103.46399
blr,2004,102.99689
blr,2005,101.23365
blr,2006,102.86702
blr,2007,104.42617
blr,2008,106.12385
blr,2009,109.17354
blr,2010,112.32282
blr,2011,99.37148
blr,2012,96.71259
blr,2013,103.4842
blr,2014,101.42249
blr,2015,96.8338
blr,2016,96.64051
blr,2017,98.13916
blr,2018,97.37164
blr,2019,99.95665
blr,2020,94.6424
blz,1980,87.51474
blz,1981,94.18503
blz,1982,92.94324
blz,1983,89.09
blz,1984,84.68916
blz,1985,88.17254
blz,1986,80.4405
blz,1987,79.31721
blz,1988,82.4571
blz,1989,87.6409
blz,1990,78.8086
blz,1991,84.05275
blz,1992,110.89966
blz,1993,111.40108
blz,1994,106.7114
blz,1995,107.80865
blz,1996,109.05274
blz,1997,110.65042
blz,1998,110.81724
blz,1999,117.39465
blz,2000,118.70461
blz,2001,116.29785
blz,2002,117.18955
blz,2003,113.15436
blz,2004,109.12185
blz,2005,107.9675
blz,2006,100.11525
blz,2007,101.8307
blz,2008,106.97704
blz,2009,106.26058
blz,2010,99.95965
blz,2011,103.51685
blz,2012,100.05272
blz,2013,104.51569
blz,2014,104.11765
blz,2015,106.85669
blz,2016,110.63643
blz,2017,103.09524
blz,2018,101.58797
blz,2019,98.51902
blz,2020,108.11111
bmu,2010,74.6751
bmu,2011,76.11667
bmu,2012,73.88109
bmu,2013,73.04372
bmu,2014,73.92672
bmu,2015,73.05015
bmu,2016,73.75244
bmu,2017,74.57566
bmu,2018,73.87993
bmu,2019,74.5847
bmu,2020,72.33548
bol,1970,99.77653
bol,1971,102.99631
bol,1972,102.9067
bol,1973,100.60937
bol,1974,91.50526
bol,1975,106.27832
bol,1976,102.2134
bol,1977,102.87081
bol,1978,107.5131
bol,1979,103.22137
bol,1980,98.1982
bol,1981,100
bol,1982,100.27933
bol,1983,95.70064
bol,1984,102.16571
bol,1985,103.79294
bol,1986,104.41078
bol,1987,104.94904
bol,1988,104.37136
bol,1989,100.65825
bol,1990,101.14931
bol,1991,105.48628
bol,1992,109.01934
bol,1993,109.30559
bol,1994,105.53423
bol,1995,104.63514
bol,1996,104.69255
bol,1997,108.24846
bol,1998,112.88379
bol,1999,110.40646
bol,2000,109.04829
bol,2001,105.28352
bol,2002,106.08135
bol,2003,100.76637
bol,2004,95.18749
bol,2005,96.54566
bol,2006,90.99442
bol,2007,92.4706
bol,2008,93.05391
bol,2009,97.18182
bol,2010,93.13672
bol,2011,94.29699
bol,2012,90.61637
bol,2013,93.04595
bol,2014,98.67829
bol,2015,106.19625
bol,2016,107.42502
bol,2017,106.89636
bol,2018,105.13237
bol,2019,106.46278
bol,2020,104.93761
bra,1960,89.10151
bra,1961,88.24993
bra,1962,104.97934
bra,1963,98.93044
bra,1964,100.46757
bra,1965,94.87893
bra,1966,94.88724
bra,1967,98.40909
bra,1968,100.44803
bra,1969,100.70558
bra,1970,100.42016
bra,1971,102.42121
bra,1972,101.76595
bra,1973,96.00662
bra,1974,101.37859
bra,1975,99.54597
bra,1976,102.06871
bra,1977,100.56673
bra,1978,101.45268
bra,1979,103.72593
bra,1980,101.23275
bra,1981,102.5367
bra,1982,104.51168
bra,1983,104.60902
bra,1984,104.74148
bra,1985,100.27291
bra,1986,101.97082
bra,1987,100.50122
bra,1988,101.58836
bra,1989,96.53166
bra,1990,98.76113
bra,1991,99.23692
bra,1992,97.51675
bra,1993,98.59278
bra,1994,99.64861
bra,1995,101.92671
bra,1996,102.17517
bra,1997,102.60891
bra,1998,102.37758
bra,1999,101.85237
bra,2000,102.26367
bra,2001,102.19286
bra,2002,99.15718
bra,2003,97.77882
bra,2004,96.58673
bra,2005,96.59914
bra,2006,97.29307
bra,2007,98.63726
bra,2008,100.18957
bra,2009,100.40323
bra,2010,101.04101
bra,2011,100.76938
bra,2012,101.3592
bra,2013,102.3015
bra,2014,102.66152
bra,2015,101.15324
bra,2016,99.60032
bra,2017,99.2818
bra,2018,99.6062
bra,2019,100.24521
bra,2020,98.61259
brb,1975,110.0262
brb,1976,118.30565
brb,1977,111.5102
brb,1978,110.28107
brb,1979,110.72462
brb,1980,86.62574
brb,1981,92.88264
brb,1982,87.24904
brb,1983,84.01046
brb,1984,80.97453
brb,1985,78.48677
brb,1986,84.82814
brb,1987,84.93582
brb,1988,82.11739
brb,1989,83.48203
brb,1990,98.75216
brb,1991,98.70079
brb,1992,92.43229
brb,1993,94.32289
brb,1994,93.61451
brb,1995,100.21529
brb,1996,99.26167
brb,1997,104.00199
brb,1998,105.04412
brb,1999,106.79299
brb,2000,106.06962
brb,2001,105.63431
brb,2002,106.06792
brb,2003,104.51472
brb,2004,108.63405
brb,2005,109.14649
brb,2006,104.57726
brb,2007,103.68544
brb,2008,107.1698
brb,2009,103.14539
brb,2010,109.07016
brb,2011,110.73322
brb,2012,108.65284
brb,2013,110.35275
brb,2014,109.72947
brb,2015,107.25518
brb,2016,105.57816
brb,2017,104.95095
brb,2018,104.65201
brb,2019,105.37535
brn,1989,69.52271
brn,1990,67.18383
brn,1991,70.02346
brn,1992,77.5055
brn,1993,94.03075
brn,1994,94.50585
brn,1995,100.05961
brn,1996,105.19895
brn,1997,99.94817
brn,1998,103.93805
brn,1999,84.49404
brn,2000,63.70284
brn,2001,70.17459
brn,2002,74.03059
brn,2003,66.44258
brn,2004,62.10198
brn,2005,52.23647
brn,2006,48.30844
brn,2007,55.76943
brn,2008,48.49715
brn,2009,65.20469
brn,2010,60.55645
brn,2011,57.52478
brn,2012,65.08193
brn,2013,75.01656
brn,2014,64.46297
brn,2015,80.09309
brn,2016,81.99237
brn,2017,81.75749
brn,2018,84.74866
brn,2019,84.16952
brn,2020,89.77815
btn,1990,109.51738
btn,1991,113.10122
btn,1992,129.37491
btn,1993,117.12708
btn,1994,114.9115
btn,1995,109.40522
btn,1996,114.89547
btn,1997,114.49875
btn,1998,120.63878
btn,1999,124.05361
btn,2000,123.02684
btn,2001,125.38824
btn,2002,129.3594
btn,2003,129.0298
btn,2004,136.60583
btn,2005,130.22562
btn,2006,107.84889
btn,2007,104.76037
btn,2008,109.39689
btn,2009,117.93913
btn,2010,128.96286
btn,2011,129.99152
btn,2012,124.89184
btn,2013,122.3381
btn,2014,121.42151
btn,2015,129.00966
btn,2016,124.43781
btn,2017,121.34154
btn,2018,122.5516
btn,2019,114.3632
btn,2020,116.663
bwa,1960,116.0498
bwa,1961,117.37422
bwa,1962,118.41073
bwa,1963,119.45454
bwa,1964,119.80489
bwa,1965,118.90244
bwa,1966,121.68022
bwa,1967,126.15965
bwa,1968,139.89474
bwa,1969,129.79298
bwa,1970,136.25816
bwa,1971,128.4141
bwa,1972,123.17073
bwa,1973,123.13367
bwa,1974,123.85189
bwa,1975,120.19798
bwa,1976,115.93509
bwa,1977,118.40894
bwa,1978,116.46385
bwa,1979,111.12691
bwa,1980,113.38306
bwa,1981,121.82526
bwa,1982,114.71221
bwa,1983,100.48217
bwa,1984,97.15093
bwa,1985,84.94071
bwa,1986,80.79789
bwa,1987,73.31262
bwa,1988,73.40771
bwa,1989,86.91167
bwa,1990,94.73651
bwa,1991,93.49936
bwa,1992,93.39213
bwa,1993,92.11839
bwa,1994,92.84278
bwa,1995,96.61588
bwa,1996,84.99898
bwa,1997,87.68647
bwa,1998,104.91899
bwa,1999,85.74408
bwa,2000,87.77586
bwa,2001,87.82944
bwa,2002,89.94828
bwa,2003,90.72839
bwa,2004,95.30797
bwa,2005,84.69219
bwa,2006,84.30473
bwa,2007,86.81459
bwa,2008,106.10035
bwa,2009,102.59188
bwa,2010,106.95578
bwa,2011,100.26256
bwa,2012,109.34487
bwa,2013,99.97906
bwa,2014,97.22626
bwa,2015,106.91759
bwa,2016,91.24197
bwa,2017,94.68294
bwa,2018,99.53798
bwa,2019,105.63429
bwa,2020,113.84264
caf,1960,110.90908
caf,1961,109.27155
caf,1962,113.11476
caf,1963,113.24923
caf,1964,112.35633
caf,1965,110.56911
caf,1966,114.17526
caf,1967,120.59551
caf,1968,105.31893
caf,1969,110.26379
caf,1970,109.62385
caf,1971,107.62423
caf,1972,108.87829
caf,1973,107.86884
caf,1974,115.59929
caf,1975,118.78962
caf,1976,107.13974
caf,1977,109.12051
caf,1978,110.46544
caf,1979,112.70037
caf,1980,115.85924
caf,1981,109.67629
caf,1982,112.04675
caf,1983,112.46726
caf,1984,112.10768
caf,1985,109.62746
caf,1986,110.43621
caf,1987,110.70615
caf,1988,107.30913
caf,1989,106.15927
caf,1990,108.80805
caf,1991,108.53598
caf,1992,109.49768
caf,1993,105.51335
caf,1994,101.61921
caf,1995,106.034
caf,1996,104.14363
caf,1997,102.04995
caf,1998,105.73576
caf,1999,104.76503
caf,2000,104.91525
caf,2001,105.41605
caf,2002,104.18321
caf,2003,99.75923
caf,2004,105.24811
caf,2005,108.12248
caf,2006,107.76392
caf,2007,109.35024
caf,2008,112.4303
caf,2009,107.23571
