geo,time,ne_exp_gnfs_kd_zg
grl,2008,7.31811
grl,2009,-8.27628
grl,2010,9.4362
grl,2011,4.25288
grl,2012,-3.90333
grl,2013,2.36509
grl,2014,11.82476
grl,2015,-9.91597
grl,2016,15.16657
grl,2017,-3.78318
grl,2018,8.36674
grl,2019,-5.31307
gtm,1961,2.35294
gtm,1962,3.83142
gtm,1963,37.14637
gtm,1964,-3.85651
gtm,1965,13.07929
gtm,1966,22.93729
gtm,1967,-6.4094
gtm,1968,12.47759
gtm,1969,12.81479
gtm,1970,-2.23227
gtm,1971,4.16185
gtm,1972,14.34517
gtm,1973,9.58505
gtm,1974,6.64305
gtm,1975,3.3015
gtm,1976,6.59296
gtm,1977,6.22289
gtm,1978,-0.1065
gtm,1979,10.04087
gtm,1980,5.15181
gtm,1981,-14.4064
gtm,1982,-8.45146
gtm,1983,-10.87809
gtm,1984,-3.2329
gtm,1985,3.18182
gtm,1986,-13.98678
gtm,1987,6.01793
gtm,1988,5.62802
gtm,1989,13.28607
gtm,1990,13.46387
gtm,1991,-9.09091
gtm,1992,9.39335
gtm,1993,6.67032
gtm,1994,3.36145
gtm,1995,12.56045
gtm,1996,8.68615
gtm,1997,8.10279
gtm,1998,2.39432
gtm,1999,4.60399
gtm,2000,3.81695
gtm,2001,-3.99003
gtm,2002,0.71031
gtm,2003,-0.51757
gtm,2004,8.21697
gtm,2005,-2.10963
gtm,2006,4.79067
gtm,2007,9.41612
gtm,2008,-0.163
gtm,2009,-2.66122
gtm,2010,6.13398
gtm,2011,3.00795
gtm,2012,1.75365
gtm,2013,6.66273
gtm,2014,6.92734
gtm,2015,2.83772
gtm,2016,2.35904
gtm,2017,1.4901
gtm,2018,-0.31145
gtm,2019,0.08011
gtm,2020,-4.44921
gum,2003,-16.06314
gum,2004,25.77434
gum,2005,4.30959
gum,2006,-1.60202
gum,2007,-2.65638
gum,2008,-7.92254
gum,2009,-14.24474
gum,2010,-0.11148
gum,2011,6.47321
gum,2012,5.24109
gum,2013,6.0757
gum,2014,-0.37559
gum,2015,-1.60226
gum,2016,7.47126
gum,2017,1.60428
gum,2018,0.26316
gum,2019,17.41032
gum,2020,-74.06855
hkg,1962,7.90829
hkg,1963,6.01488
hkg,1964,8.80089
hkg,1965,8.36188
hkg,1966,10.85365
hkg,1967,10.83674
hkg,1968,12.05414
hkg,1969,15.0093
hkg,1970,10.80829
hkg,1971,3.1242
hkg,1972,9.00694
hkg,1973,8.57569
hkg,1974,-3.33753
hkg,1975,1.26289
hkg,1976,25.13271
hkg,1977,4.05443
hkg,1978,12.24851
hkg,1979,15.96519
hkg,1980,12.65116
hkg,1981,12.77923
hkg,1982,-1.01825
hkg,1983,11.17909
hkg,1984,17.78581
hkg,1985,5.14621
hkg,1986,13.10134
hkg,1987,26.56769
hkg,1988,19.78697
hkg,1989,6.5061
hkg,1990,6.76738
hkg,1991,13.36296
hkg,1992,17.31532
hkg,1993,11.98223
hkg,1994,9.17391
hkg,1995,9.81712
hkg,1996,6.30019
hkg,1997,6.19846
hkg,1998,-5.42983
hkg,1999,3.25595
hkg,2000,16.84376
hkg,2001,-1.03272
hkg,2002,8.57032
hkg,2003,13.04836
hkg,2004,16.12077
hkg,2005,12.16118
hkg,2006,10.17514
hkg,2007,8.18018
hkg,2008,3.50633
hkg,2009,-9.21445
hkg,2010,17.55128
hkg,2011,4.80958
hkg,2012,3.20382
hkg,2013,7.81818
hkg,2014,0.97211
hkg,2015,-1.37193
hkg,2016,0.67058
hkg,2017,5.83299
hkg,2018,3.65557
hkg,2019,-6.14087
hkg,2020,-5.94477
hnd,1961,1.18788
hnd,1962,3.25827
hnd,1963,3.82831
hnd,1964,8.96089
hnd,1965,36.64886
hnd,1966,16.41902
hnd,1967,7.52868
hnd,1968,12.6124
hnd,1969,-5.98317
hnd,1970,8.82119
hnd,1971,13.2154
hnd,1972,0.18382
hnd,1973,10.18348
hnd,1974,-9.9084
hnd,1975,3.8817
hnd,1976,1.06762
hnd,1977,-0.26409
hnd,1978,24.21717
hnd,1979,9.9416
hnd,1980,-2.96995
hnd,1981,4.01542
hnd,1982,-10.20013
hnd,1983,0.71891
hnd,1984,-0.42827
hnd,1985,2.65935
hnd,1986,6.62678
hnd,1987,2.42305
hnd,1988,-0.89514
hnd,1989,5.09677
hnd,1990,0.4911
hnd,1991,-2.01588
hnd,1992,7.98005
hnd,1993,-1.097
hnd,1994,-10.09924
hnd,1995,13.57143
hnd,1996,8.06175
hnd,1997,1.32275
hnd,1998,1.56658
hnd,1999,-11.15681
hnd,2000,6.48148
hnd,2001,3.96084
hnd,2002,10.01043
hnd,2003,8.72799
hnd,2004,13.20184
hnd,2005,5.30642
hnd,2006,1.55362
hnd,2007,2.53694
hnd,2008,0.85972
hnd,2009,-15.89694
hnd,2010,15.68473
hnd,2011,8.36223
hnd,2012,9.84881
hnd,2013,-1.28105
hnd,2014,3.35846
hnd,2015,2.89986
hnd,2016,0.88674
hnd,2017,4.87025
hnd,2018,1.3679
hnd,2019,2.41849
hnd,2020,-20.43597
hrv,1996,16.74615
hrv,1997,6.69545
hrv,1998,-0.21748
hrv,1999,1.44868
hrv,2000,13.68491
hrv,2001,9.93413
hrv,2002,4.8219
hrv,2003,6.77633
hrv,2004,7.29826
hrv,2005,4.57556
hrv,2006,7.9482
hrv,2007,5.00457
hrv,2008,-2.11419
hrv,2009,-13.8217
hrv,2010,7.78355
hrv,2011,2.30361
hrv,2012,-1.45689
hrv,2013,2.48095
hrv,2014,7.39469
hrv,2015,10.34207
hrv,2016,7.04751
hrv,2017,6.88725
hrv,2018,3.70753
hrv,2019,6.84245
hrv,2020,-22.72554
hti,1989,10.02822
hti,1990,0.33842
hti,1991,-9.92044
hti,1992,-24.61059
hti,1993,22.2314
hti,1994,-33.6714
hti,1995,35.16819
hti,1996,27.30015
hti,1997,14.27725
hti,1998,23.27631
hti,1999,16.48444
hti,2000,6.31769
hti,2001,-6.35553
hti,2002,-0.05778
hti,2003,39.96561
hti,2004,-8.8819
hti,2005,-0.38032
hti,2006,10.79487
hti,2007,-7.42759
hti,2008,9.42576
hti,2009,11.27477
hti,2010,-5.95438
hti,2011,25.06107
hti,2012,-1.85842
hti,2013,16.54555
hti,2014,4.83253
hti,2015,6.21007
hti,2016,1.10167
hti,2017,-0.63544
hti,2018,-6.53824
hti,2019,6.81116
hti,2020,-39.71248
hun,1992,2.10164
hun,1993,-10.13934
hun,1994,13.72
hun,1995,36.41169
hun,1996,9.16615
hun,1997,22.74735
hun,1998,15.47899
hun,1999,11.80117
hun,2000,25.00415
hun,2001,8.83235
hun,2002,5.76035
hun,2003,6.24958
hun,2004,17.88737
hun,2005,12.87533
hun,2006,19.51848
hun,2007,16.10438
hun,2008,6.69164
hun,2009,-10.7238
hun,2010,11.11821
hun,2011,6.40774
hun,2012,-1.70378
hun,2013,4.10299
hun,2014,9.19778
hun,2015,7.36538
hun,2016,3.80418
hun,2017,6.47545
hun,2018,4.98457
hun,2019,5.42269
hun,2020,-5.93348
idn,1961,9.03846
idn,1962,-8.64198
idn,1963,-5.98456
idn,1964,11.90965
idn,1965,3.11927
idn,1966,-1.06762
idn,1967,-0.17986
idn,1968,10.45045
idn,1969,14.02936
idn,1970,17.73963
idn,1971,11.78615
idn,1972,22.82609
idn,1973,24.77876
idn,1974,3.62549
idn,1975,-9.7335
idn,1976,12.50395
idn,1977,22.36879
idn,1978,1.85206
idn,1979,2.57276
idn,1980,-5.63666
idn,1981,-2.39051
idn,1982,-13.93755
idn,1983,6.27986
idn,1984,6.53953
idn,1985,-7.80425
idn,1986,15.21234
idn,1987,14.62358
idn,1988,1.05147
idn,1989,10.44646
idn,1990,0.45105
idn,1991,19.88026
idn,1992,14.6644
idn,1993,6.60873
idn,1994,9.94119
idn,1995,7.72117
idn,1996,7.56002
idn,1997,7.79997
idn,1998,11.18318
idn,1999,-31.80498
idn,2000,26.48492
idn,2001,0.64498
idn,2002,-1.21693
idn,2003,5.88638
idn,2004,13.52833
idn,2005,16.60131
idn,2006,9.40553
idn,2007,8.54298
idn,2008,9.53346
idn,2009,-9.69014
idn,2010,15.26632
idn,2011,14.76992
idn,2012,1.60875
idn,2013,4.16696
idn,2014,1.07464
idn,2015,-2.12024
idn,2016,-1.66051
idn,2017,8.89729
idn,2018,6.51415
idn,2019,-0.8623
idn,2020,-7.70472
ind,1961,-0.18587
ind,1962,-0.57983
ind,1963,8.40408
ind,1964,-6.51205
ind,1965,-13.86418
ind,1966,25.84036
ind,1967,4.95614
ind,1968,3.13804
ind,1969,-1.938
ind,1970,31.55782
ind,1971,1.05204
ind,1972,8.23785
ind,1973,4.96346
ind,1974,8.1998
ind,1975,16.44884
ind,1976,19.81884
ind,1977,-3.56736
ind,1978,7.80303
ind,1979,11.15419
ind,1980,5.23733
ind,1981,-0.81693
ind,1982,6.02051
ind,1983,-0.91492
ind,1984,7.29785
ind,1985,-6.31491
ind,1986,5.43238
ind,1987,12.72728
ind,1988,7.47306
ind,1989,11.97913
ind,1990,11.10442
ind,1991,9.66229
ind,1992,4.89324
ind,1993,13.77959
ind,1994,13.04367
ind,1995,31.39607
ind,1996,6.28973
ind,1997,-2.32818
ind,1998,13.88432
ind,1999,17.99947
ind,2000,18.15351
ind,2001,4.30952
ind,2002,21.085
ind,2003,9.58222
ind,2004,27.17641
ind,2005,26.08507
ind,2006,20.39381
ind,2007,5.86654
ind,2008,14.77814
ind,2009,-4.83423
ind,2010,19.47814
ind,2011,15.49298
ind,2012,6.80549
ind,2013,7.79239
ind,2014,1.77759
ind,2015,-5.64709
ind,2016,4.98426
ind,2017,4.56471
ind,2018,12.34667
ind,2019,-3.3057
ind,2020,-4.67878
irl,1971,4.09857
irl,1972,3.60172
irl,1973,10.91653
irl,1974,0.70534
irl,1975,7.55138
irl,1976,8.11661
irl,1977,14.03127
irl,1978,12.31875
irl,1979,6.46879
irl,1980,6.35367
irl,1981,1.9556
irl,1982,5.53577
irl,1983,10.45245
irl,1984,16.5903
irl,1985,6.57933
irl,1986,2.8859
irl,1987,13.71926
irl,1988,9.02423
irl,1989,10.31262
irl,1990,8.72993
irl,1991,5.70269
irl,1992,13.88795
irl,1993,9.69895
irl,1994,15.13373
irl,1995,19.95178
irl,1996,12.42158
irl,1997,17.54845
irl,1998,22.77035
irl,1999,15.7718
irl,2000,21.18778
irl,2001,14.00814
irl,2002,6.47584
irl,2003,-1.69779
irl,2004,6.52037
irl,2005,5.47991
irl,2006,6.05122
irl,2007,8.90146
irl,2008,-3.80344
irl,2009,4.64852
irl,2010,5.96768
irl,2011,3.12755
irl,2012,-0.82096
irl,2013,2.9838
irl,2014,14.60085
irl,2015,39.24999
irl,2016,4.58586
irl,2017,9.63686
irl,2018,11.54897
irl,2019,10.42126
irl,2020,9.49758
irn,1961,12.1209
irn,1962,13.18203
irn,1963,10.14078
irn,1964,12.41733
irn,1965,16.38683
irn,1966,12.48935
irn,1967,16.21731
irn,1968,14.228
irn,1969,18.31666
irn,1970,12.69408
irn,1971,17.20863
irn,1972,14.36811
irn,1973,11.47355
irn,1974,-1.82987
irn,1975,-10.22178
irn,1976,10.87468
irn,1977,-7.84966
irn,1978,-27.21605
irn,1979,-22.07793
irn,1980,-66.10453
irn,1981,-10.68297
irn,1982,93.33312
irn,1983,21.88955
irn,1984,-20.63461
irn,1985,-9.42811
irn,1986,-16.31095
irn,1987,45.96327
irn,1988,14.02244
irn,1989,8.52668
irn,1990,20.6086
irn,1991,16.66072
irn,1992,1.48068
irn,1993,9.08521
irn,1994,1.38844
irn,1995,-8.95626
irn,1996,0.69619
irn,1997,-5.48886
irn,1998,2.34575
irn,1999,-2.51094
irn,2000,8.12968
irn,2001,-6.00472
irn,2002,3.27017
irn,2003,14.32094
irn,2004,1.15376
irn,2005,2.0408
irn,2006,3.9589
irn,2007,-0.1823
irn,2008,-3.02661
irn,2009,-0.39328
irn,2010,7.49593
irn,2011,-0.53449
irn,2012,-25.73628
irn,2013,-3.06594
irn,2014,7.1562
irn,2015,12.145
irn,2016,41.33709
irn,2017,1.80361
irn,2018,-12.4622
irn,2019,-29.85103
irn,2020,-5.44343
irq,2008,17.56351
irq,2009,3.55045
irq,2010,-3.76288
irq,2011,3.66747
irq,2012,20.7097
irq,2013,-0.40976
irq,2014,11.475
irq,2015,34.45631
irq,2016,-0.86481
irq,2017,-0.99615
irq,2018,6.26684
irq,2019,4.63924
isl,1971,-8.23175
isl,1972,14.50523
isl,1973,8.66443
isl,1974,-2.66279
isl,1975,2.62148
isl,1976,13.06749
isl,1977,8.91419
isl,1978,15.15748
isl,1979,6.26781
isl,1980,2.69884
isl,1981,3.16388
isl,1982,-8.94344
isl,1983,11.00331
isl,1984,2.40601
isl,1985,11.05061
isl,1986,5.94652
isl,1987,3.26634
isl,1988,-3.60477
isl,1989,2.94278
isl,1990,-0.02571
isl,1991,-5.9096
isl,1992,-1.98193
isl,1993,6.51269
isl,1994,9.27822
isl,1995,-2.28875
isl,1996,8.09037
isl,1997,4.78564
isl,1998,1.42347
isl,1999,3.11609
isl,2000,3.86168
isl,2001,6.74601
isl,2002,3.5569
isl,2003,0.74244
isl,2004,8.16397
isl,2005,7.11702
isl,2006,-4.70979
isl,2007,23.36971
isl,2008,3.46441
isl,2009,8.31659
isl,2010,0.95431
isl,2011,3.39592
isl,2012,3.59811
isl,2013,6.80481
isl,2014,3.88866
isl,2015,8.94779
isl,2016,10.95126
isl,2017,5.0797
isl,2018,1.68359
isl,2019,-4.66914
isl,2020,-30.1908
isr,1971,24.09355
isr,1972,13.58921
isr,1973,5.47945
isr,1974,5.91631
isr,1975,1.63488
isr,1976,13.96797
isr,1977,11.63154
isr,1978,5.17482
isr,1979,3.15825
isr,1980,7.50886
isr,1981,5.19117
isr,1982,-3.56711
isr,1983,1.62657
isr,1984,13.54395
isr,1985,10.03294
isr,1986,5.31166
isr,1987,10.3716
isr,1988,-1.56258
isr,1989,3.97665
isr,1990,1.85195
isr,1991,-2.8459
isr,1992,14.04325
isr,1993,9.85117
isr,1994,12.87853
isr,1995,10.04651
isr,1996,6.09794
isr,1997,9.07339
isr,1998,6.22117
isr,1999,14.45088
isr,2000,23.39987
isr,2001,-11.67202
isr,2002,-2.08155
isr,2003,8.09996
isr,2004,17.52121
isr,2005,4.67344
isr,2006,4.99701
isr,2007,10.24907
isr,2008,5.53638
isr,2009,-12.0177
isr,2010,14.9178
isr,2011,8.10351
isr,2012,-0.1065
isr,2013,5.10518
isr,2014,0.74019
isr,2015,-2.15436
isr,2016,2.02249
isr,2017,5.26366
isr,2018,5.08789
isr,2019,3.91762
isr,2020,-1.89274
ita,1971,7.44223
ita,1972,8.46801
ita,1973,5.9897
ita,1974,7.14511
ita,1975,1.68176
ita,1976,11.95508
ita,1977,10.64124
ita,1978,10.85769
ita,1979,7.79681
ita,1980,-8.35951
ita,1981,6.83827
ita,1982,-1.30643
ita,1983,3.80012
ita,1984,7.70224
ita,1985,3.57474
ita,1986,1.68383
ita,1987,4.11399
ita,1988,5.18848
ita,1989,8.527
ita,1990,6.19583
ita,1991,-1.94719
ita,1992,7.2867
ita,1993,8.97212
ita,1994,9.627
ita,1995,12.58284
ita,1996,1.43847
ita,1997,5.03508
ita,1998,2.69413
ita,1999,-0.97827
ita,2000,12.08465
ita,2001,2.57116
ita,2002,-2.80463
ita,2003,-1.29836
ita,2004,6.12957
ita,2005,3.21657
ita,2006,8.31033
ita,2007,6.19733
ita,2008,-3.16913
ita,2009,-17.81641
ita,2010,11.76156
ita,2011,5.41987
ita,2012,2.03231
ita,2013,0.37419
ita,2014,2.61522
ita,2015,4.27403
ita,2016,1.8655
ita,2017,5.43644
ita,2018,2.14199
ita,2019,1.5891
ita,2020,-14.00246
jam,2008,2.89925
jam,2009,-17.75523
jam,2010,-7.45782
jam,2011,-1.51582
jam,2012,-3.16784
jam,2013,4.75594
jam,2014,0.963
jam,2015,4.80578
jam,2016,2.7069
jam,2017,5.13373
jam,2018,8.22892
jam,2019,3.63022
jam,2020,-10.2
jor,1977,34.66973
jor,1978,4.42236
jor,1979,7.67165
jor,1980,16.68187
jor,1981,20.51011
jor,1982,-3.46416
jor,1983,-9.14676
jor,1984,10.28979
jor,1985,0.79834
jor,1986,-19.64083
jor,1987,18.41963
jor,1988,12.08934
jor,1989,12.98158
jor,1990,5.46477
jor,1991,-5.43814
jor,1992,3.02734
jor,1993,5.13268
jor,1994,4.51774
jor,1995,13.38949
jor,1996,-0.10908
jor,1997,-6.1605
jor,1998,-5.79375
jor,1999,-2.76963
jor,2000,-1.66285
jor,2001,4.68715
jor,2002,19.19604
jor,2003,4.9568
jor,2004,21.65377
jor,2005,8.76321
jor,2006,15.05282
jor,2007,8.1553
jor,2008,20.3526
jor,2009,-13.37585
jor,2010,10.82986
jor,2011,2.2952
jor,2012,-0.91304
jor,2013,-4.4664
jor,2014,5.58621
jor,2015,-9.48215
jor,2016,-3.01155
jor,2017,1.68646
jor,2018,0.87028
jor,2019,6.46391
jor,2020,-35.75227
jpn,1971,15.99547
jpn,1972,4.12008
jpn,1973,5.2384
jpn,1974,23.14084
jpn,1975,-0.95343
jpn,1976,16.60136
jpn,1977,11.73144
jpn,1978,-0.25262
jpn,1979,4.30455
jpn,1980,16.98263
jpn,1981,13.32048
jpn,1982,1.43207
jpn,1983,4.97193
jpn,1984,15.32006
jpn,1985,5.25402
jpn,1986,-5.12007
jpn,1987,-0.1033
jpn,1988,6.69576
jpn,1989,9.47446
jpn,1990,7.18267
jpn,1991,5.23703
jpn,1992,4.37982
jpn,1993,0.3633
jpn,1994,3.88091
jpn,1995,4.18315
jpn,1996,4.83266
jpn,1997,11.08498
jpn,1998,-2.42366
jpn,1999,2.00058
jpn,2000,13.02389
jpn,2001,-6.63382
jpn,2002,7.89254
jpn,2003,9.62904
jpn,2004,14.37087
jpn,2005,7.11973
jpn,2006,10.30605
jpn,2007,8.70307
jpn,2008,1.58789
jpn,2009,-23.38277
jpn,2010,24.86074
jpn,2011,-0.1196
jpn,2012,0.14573
jpn,2013,0.81055
jpn,2014,9.34181
jpn,2015,3.21123
jpn,2016,1.61828
jpn,2017,6.61907
jpn,2018,3.7596
jpn,2019,-1.42549
jpn,2020,-11.73873
kaz,1991,-9
kaz,1992,-11.5
kaz,1993,-6.8
kaz,1994,-11
kaz,1995,5
kaz,1996,2
kaz,1997,1.2
kaz,1998,-11.9
kaz,1999,3
kaz,2000,27.9
kaz,2001,-1.8
kaz,2002,16.6
kaz,2003,7.5
kaz,2004,11.2
kaz,2005,0.4
kaz,2006,6.8
kaz,2007,9.1
kaz,2008,0.9
kaz,2009,-11.9
kaz,2010,3.1
kaz,2011,0.4
kaz,2012,4.8
kaz,2013,2.7
kaz,2014,-2.5
kaz,2015,-4.1
kaz,2016,-4.5
kaz,2017,8
kaz,2018,9.6
kaz,2019,2
kaz,2020,-12.1
ken,1961,10.54625
ken,1962,9.75707
ken,1963,2.9018
ken,1964,11.12492
ken,1965,-7.08941
ken,1966,20.46447
ken,1967,-5.20383
ken,1968,12.4515
ken,1969,9.15371
ken,1970,2.89239
ken,1971,4.57712
ken,1972,-10.7069
ken,1973,8.64737
ken,1974,15.1566
ken,1975,-11.61812
ken,1976,1.90041
ken,1977,2.78946
ken,1978,1.67896
ken,1979,-4.57518
ken,1980,5.42993
ken,1981,-4.18713
ken,1982,3.1803
ken,1983,-2.28464
ken,1984,0.87458
ken,1985,6.71753
ken,1986,9.77187
ken,1987,0.25953
ken,1988,4.60728
ken,1989,9.40808
ken,1990,22.54042
ken,1991,-1.24219
ken,1992,-0.77956
ken,1993,31.52059
ken,1994,-1.15557
ken,1995,-7.66124
ken,1996,4.55893
ken,1997,-10.64558
ken,1998,-4.88435
ken,1999,9.28022
ken,2000,1.13498
ken,2001,3.60738
ken,2002,7.11501
ken,2003,7.21207
ken,2004,12.59494
ken,2005,9.37982
ken,2006,3.54041
ken,2007,6.15753
ken,2008,2.3718
ken,2009,-5.21907
ken,2010,14.35239
ken,2011,8.36735
ken,2012,2.25989
ken,2013,-0.46041
ken,2014,1.85014
ken,2015,-2.18529
ken,2016,-6.56919
ken,2017,-1.0177
ken,2018,6.7721
ken,2019,-3.15761
ken,2020,-8.20857
kgz,1992,-45.87156
kgz,1993,23.88173
kgz,1994,-18.96965
kgz,1995,-17.36366
kgz,1996,6.701
kgz,1997,21.05249
kgz,1998,-8.73636
kgz,1999,-10.39894
kgz,2000,10.50828
kgz,2001,-3.23866
kgz,2002,8.07934
kgz,2003,5.28943
kgz,2004,12.81471
kgz,2005,-10.97983
kgz,2006,8.89573
kgz,2007,25.84729
kgz,2008,9.10547
kgz,2009,-1.08158
kgz,2010,-11.70057
kgz,2011,15.72073
kgz,2012,-19.22108
kgz,2013,12.33833
kgz,2014,-6.22126
kgz,2015,-5.63342
kgz,2016,-3.83622
kgz,2017,6.12191
kgz,2018,-2.71531
kgz,2019,16.2458
kgz,2020,-18.45499
khm,1994,73.76178
khm,1995,43.76483
khm,1996,-17.46769
khm,1997,36.10493
khm,1998,-2.96053
khm,1999,49.57543
khm,2000,30.2955
khm,2001,16.70645
khm,2002,13.02158
khm,2003,11.07261
khm,2004,28.0967
khm,2005,16.39053
khm,2006,19.18526
khm,2007,10.14672
khm,2008,15.65522
khm,2009,-9.86564
khm,2010,20.5612
khm,2011,18.88448
khm,2012,14.42469
khm,2013,14.02214
khm,2014,11.27982
khm,2015,7.2126
khm,2016,8.61742
khm,2017,5.26168
khm,2018,14.18118
khm,2019,13.29394
khm,2020,-11.27827
kir,2009,7.39923
kir,2010,-20.67795
kir,2011,5.52107
kir,2012,18.8496
kir,2013,-8.16552
kir,2014,7.48901
kir,2015,34.47101
kir,2016,21.91607
kir,2017,-25.24353
kir,2018,-25.56809
kor,1961,35.4618
kor,1962,15.61448
kor,1963,14.59774
kor,1964,28.97078
kor,1965,36.55172
kor,1966,42.89322
kor,1967,29.99243
kor,1968,37.97825
kor,1969,36.53318
kor,1970,30.69588
kor,1971,24.18063
kor,1972,42.91431
kor,1973,50.87337
kor,1974,4.29666
kor,1975,21.34535
kor,1976,39.12664
kor,1977,21.89244
kor,1978,16.89463
kor,1979,2.9878
kor,1980,8.51524
kor,1981,13.86326
kor,1982,2.04807
kor,1983,16.45944
kor,1984,12.6203
kor,1985,1.29441
kor,1986,35.02525
kor,1987,24.43588
kor,1988,10.67542
kor,1989,-3.66616
kor,1990,5.0876
kor,1991,12.22156
kor,1992,12.12433
kor,1993,10.06191
kor,1994,18.09768
kor,1995,22.95644
kor,1996,10.1899
kor,1997,18.7138
kor,1998,14.56462
kor,1999,12.27004
kor,2000,16.98546
kor,2001,-1.79907
kor,2002,12.81272
kor,2003,13.57953
kor,2004,21.00478
kor,2005,7.89918
kor,2006,12.04509
kor,2007,12.60394
kor,2008,7.60216
kor,2009,-0.45677
kor,2010,13.02782
kor,2011,15.4172
kor,2012,5.79341
kor,2013,3.82024
kor,2014,2.09556
kor,2015,0.2342
kor,2016,2.37229
kor,2017,2.48034
kor,2018,3.97594
kor,2019,0.23834
kor,2020,-1.84154
kos,2009,19.5995
kos,2010,27.47034
kos,2011,28.21901
kos,2012,2.03036
kos,2013,-1.47511
kos,2014,6.31681
kos,2015,1.84343
kos,2016,10.37899
kos,2017,20.0155
kos,2018,9.06728
kos,2019,7.5537
kos,2020,-29.09249
kwt,2011,14.26207
kwt,2012,7.68715
kwt,2013,-3.99297
kwt,2014,1.40439
kwt,2015,-0.8679
kwt,2016,2.46118
kwt,2017,-4.77021
kwt,2018,-0.35359
kwt,2019,-10.0501
lao,2001,-13.739
lao,2002,-4.588
lao,2003,-8.266
lao,2004,4.48
lao,2005,11.66
lao,2006,14.378
lao,2007,8.142
lao,2008,13.582
lao,2009,5.596
lao,2010,15.707
lao,2011,22.424
lao,2012,6.711
lao,2013,19.362
lao,2014,7.034
lao,2015,6.652
lao,2016,10.458
lbn,1990,-3.02264
lbn,1991,12.59148
lbn,1992,99.09705
lbn,1993,16.82642
lbn,1994,0.04447
lbn,1995,48.93925
lbn,1996,36.05613
lbn,1997,27.06793
lbn,1998,5.1
lbn,1999,5.4
lbn,2000,1.6
lbn,2001,16.8
lbn,2002,12.5
lbn,2003,7.1
lbn,2004,24.02783
lbn,2005,4.69977
lbn,2006,-3.27619
lbn,2007,11.64358
lbn,2008,8.24517
lbn,2009,9.61183
lbn,2010,9.86471
lbn,2011,2.60593
lbn,2012,-14.96797
lbn,2013,3.43809
lbn,2014,-7.01169
lbn,2015,10.23072
lbn,2016,-1.50159
lbn,2017,3.94521
lbn,2018,-4.62514
lbn,2019,-2.94562
lbn,2020,-56.73657
lby,2004,-9.86814
lby,2005,7.73352
lby,2006,21.31427
lby,2007,10.41666
lby,2008,-10.86138
lby,2009,-4.76537
lby,2010,-0.24811
lby,2011,-70.53023
lby,2012,218.09467
lby,2013,-23.8202
lby,2014,-54.6396
lby,2015,9.03678
lby,2016,-27.00372
lby,2017,128.59518
lby,2018,22.0319
lby,2019,-13
lby,2020,-52.55721
lka,1961,3.8904
lka,1962,5.56475
lka,1963,-3.4374
lka,1964,0.04736
lka,1965,6.03793
lka,1966,-5.90931
lka,1967,6.20786
lka,1968,0.07487
lka,1969,-0.58286
lka,1970,4.2881
lka,1971,-3.18918
lka,1972,-2.03844
lka,1973,1.15546
lka,1974,-13.342
lka,1975,20.03838
lka,1976,2.25187
lka,1977,-13.27699
lka,1978,9.47243
lka,1979,13.79611
lka,1980,3.6013
lka,1981,10.01364
lka,1982,4.53319
lka,1983,-0.72156
lka,1984,-0.76103
lka,1985,4.99909
lka,1986,12.97497
lka,1987,0.51686
lka,1988,7.14602
lka,1989,6.68988
lka,1990,6.69998
lka,1991,6.70001
lka,1992,6.7
lka,1993,13.19999
lka,1994,13.10002
lka,1995,2.90001
lka,1996,3.9
lka,1997,11.69024
lka,1998,0.96667
lka,1999,3.9947
lka,2000,17.98826
lka,2001,-5.27332
lka,2002,6.26334
lka,2003,3.3563
lka,2004,7.7435
lka,2005,6.64617
lka,2006,3.84046
lka,2007,7.32729
lka,2008,0.3902
lka,2009,-12.30572
lka,2010,8.76009
lka,2011,10.2
lka,2012,-0.18149
lka,2013,6.63636
lka,2014,4.26257
lka,2015,4.66067
lka,2016,-0.74219
lka,2017,7.58914
lka,2018,0.47415
lka,2019,7.16561
lka,2020,-9.58077
lso,1961,10.34326
lso,1962,34.37674
lso,1963,16.27903
lso,1964,13.99997
lso,1965,7.01695
lso,1966,-27.86823
lso,1967,15.90901
lso,1968,3.92047
lso,1969,20.75568
lso,1970,-6.25068
lso,1971,16.66731
lso,1972,42.85635
lso,1973,20
lso,1974,16.66667
lso,1975,14.28627
lso,1976,43.74955
lso,1977,-13.04329
lso,1978,99.99961
lso,1979,35.00013
lso,1980,30.74078
lso,1981,4.10756
lso,1982,-6.08165
lso,1983,-4.737
lso,1984,18.18738
lso,1985,16.90678
lso,1986,14.47284
lso,1987,-5.84896
lso,1988,108.63456
lso,1989,25.22904
lso,1990,-1.10482
lso,1991,24.31991
lso,1992,32.25462
lso,1993,33.86956
lso,1994,17.83292
lso,1995,6.60697
lso,1996,49.88585
lso,1997,9.39189
lso,1998,27.19124
lso,1999,-4.7978
lso,2000,34.26926
lso,2001,75.60321
lso,2002,39.87786
lso,2003,-3.86379
lso,2004,2.0436
lso,2005,-5.36224
lso,2006,21.82413
lso,2007,13.17516
lso,2008,8.16581
lso,2009,-7.41038
lso,2010,0.49266
lso,2011,11.86818
lso,2012,-0.28901
lso,2013,-8.29128
lso,2014,-10.03564
lso,2015,18.49603
lso,2016,12.28778
lso,2017,1.99895
lso,2018,5.8609
lso,2019,-16.22927
ltu,1996,25.87193
ltu,1997,23.93296
ltu,1998,3.79311
ltu,1999,-18.8408
