geo,time,sp_rur_totl
lbn,1966,1011389
lbn,1967,991982
lbn,1968,970505
lbn,1969,949782
lbn,1970,931036
lbn,1971,916666
lbn,1972,904755
lbn,1973,891712
lbn,1974,874172
lbn,1975,850563
lbn,1976,820803
lbn,1977,786790
lbn,1978,750617
lbn,1979,715014
lbn,1980,681613
lbn,1981,651195
lbn,1982,623156
lbn,1983,596784
lbn,1984,571060
lbn,1985,545727
lbn,1986,520094
lbn,1987,495013
lbn,1988,472504
lbn,1989,469956
lbn,1990,473152
lbn,1991,482899
lbn,1992,497780
lbn,1993,514284
lbn,1994,527827
lbn,1995,535608
lbn,1996,536472
lbn,1997,531972
lbn,1998,525587
lbn,1999,528997
lbn,2000,537988
lbn,2001,554030
lbn,2002,575471
lbn,2003,598311
lbn,2004,617140
lbn,2005,628365
lbn,2006,630097
lbn,2007,624475
lbn,2008,617416
lbn,2009,616693
lbn,2010,627355
lbn,2011,651085
lbn,2012,684671
lbn,2013,721979
lbn,2014,754644
lbn,2015,776997
lbn,2016,787854
lbn,2017,789070
lbn,2018,782453
lbn,2019,770719
lbn,2020,755918
lbr,1960,910227
lbr,1961,921942
lbr,1962,933682
lbr,1963,945523
lbr,1964,957541
lbr,1965,969836
lbr,1966,982396
lbr,1967,995230
lbr,1968,1008396
lbr,1969,1022046
lbr,1970,1036190
lbr,1971,1050832
lbr,1972,1065920
lbr,1973,1081544
lbr,1974,1097650
lbr,1975,1114204
lbr,1976,1130506
lbr,1977,1146401
lbr,1978,1162777
lbr,1979,1180958
lbr,1980,1201350
lbr,1981,1224925
lbr,1982,1249929
lbr,1983,1271493
lbr,1984,1270506
lbr,1985,1236535
lbr,1986,1188088
lbr,1987,1129046
lbr,1988,1062891
lbr,1989,993940
lbr,1990,925402
lbr,1991,856859
lbr,1992,900345
lbr,1993,948639
lbr,1994,1013488
lbr,1995,1104933
lbr,1996,1232251
lbr,1997,1318868
lbr,1998,1418696
lbr,1999,1512160
lbr,2000,1585702
lbr,2001,1634320
lbr,2002,1663086
lbr,2003,1681272
lbr,2004,1702472
lbr,2005,1736140
lbr,2006,1784590
lbr,2007,1843745
lbr,2008,1908992
lbr,2009,1972982
lbr,2010,2030782
lbr,2011,2081318
lbr,2012,2126433
lbr,2013,2167289
lbr,2014,2206042
lbr,2015,2244165
lbr,2016,2281744
lbr,2017,2318337
lbr,2018,2354022
lbr,2019,2388948
lbr,2020,2423184
lby,1960,1052665
lby,1961,1075664
lby,1962,1099698
lby,1963,1125050
lby,1964,1152065
lby,1965,1149772
lby,1966,1141771
lby,1967,1130346
lby,1968,1115207
lby,1969,1096469
lby,1970,1073783
lby,1971,1047405
lby,1972,1017298
lby,1973,983775
lby,1974,983377
lby,1975,984387
lby,1976,983152
lby,1977,979991
lby,1978,975209
lby,1979,969398
lby,1980,962812
lby,1981,955757
lby,1982,947620
lby,1983,937829
lby,1984,925438
lby,1985,951013
lby,1986,978478
lby,1987,1004415
lby,1988,1029199
lby,1989,1053273
lby,1990,1077089
lby,1991,1100752
lby,1992,1124029
lby,1993,1146653
lby,1994,1168082
lby,1995,1188008
lby,1996,1206264
lby,1997,1222487
lby,1998,1237196
lby,1999,1251237
lby,2000,1265159
lby,2001,1279055
lby,2002,1292673
lby,2003,1305765
lby,2004,1317963
lby,2005,1329043
lby,2006,1339087
lby,2007,1348091
lby,2008,1355219
lby,2009,1359476
lby,2010,1360264
lby,2011,1357131
lby,2012,1350682
lby,2013,1342695
lby,2014,1335456
lby,2015,1330517
lby,2016,1328296
lby,2017,1328187
lby,2018,1328901
lby,2019,1328855
lby,2020,1326777
lca,1960,70449
lca,1961,71036
lca,1962,71736
lca,1963,72545
lca,1964,73423
lca,1965,74353
lca,1966,75338
lca,1967,76363
lca,1968,77384
lca,1969,78330
lca,1970,79149
lca,1971,79815
lca,1972,80345
lca,1973,80830
lca,1974,81359
lca,1975,82006
lca,1976,82789
lca,1977,83691
lca,1978,84657
lca,1979,85638
lca,1980,86556
lca,1981,87412
lca,1982,88215
lca,1983,89031
lca,1984,89937
lca,1985,90994
lca,1986,92219
lca,1987,93586
lca,1988,94990
lca,1989,96326
lca,1990,97512
lca,1991,98600
lca,1992,100125
lca,1993,101576
lca,1994,103058
lca,1995,104624
lca,1996,106322
lca,1997,108110
lca,1998,109919
lca,1999,111636
lca,2000,113205
lca,2001,114726
lca,2002,117426
lca,2003,120051
lca,2004,122769
lca,2005,125685
lca,2006,128882
lca,2007,132298
lca,2008,135786
lca,2009,139134
lca,2010,141972
lca,2011,143151
lca,2012,144061
lca,2013,144736
lca,2014,145352
lca,2015,145965
lca,2016,146618
lca,2017,147276
lca,2018,147917
lca,2019,148514
lca,2020,149031
lie,1960,13129
lie,1961,13462
lie,1962,13822
lie,1963,14199
lie,1964,14594
lie,1965,15012
lie,1966,15469
lie,1967,15936
lie,1968,16421
lie,1969,16892
lie,1970,17343
lie,1971,17739
lie,1972,18094
lie,1973,18422
lie,1974,18771
lie,1975,19142
lie,1976,19550
lie,1977,19975
lie,1978,20400
lie,1979,20807
lie,1980,21152
lie,1981,21459
lie,1982,21746
lie,1983,21994
lie,1984,22228
lie,1985,22478
lie,1986,22736
lie,1987,23008
lie,1988,23295
lie,1989,23594
lie,1990,23916
lie,1991,24260
lie,1992,24606
lie,1993,24994
lie,1994,25376
lie,1995,25794
lie,1996,26246
lie,1997,26739
lie,1998,27233
lie,1999,27715
lie,2000,28163
lie,2001,28524
lie,2002,28834
lie,2003,29097
lie,2004,29348
lie,2005,29601
lie,2006,29839
lie,2007,30065
lie,2008,30300
lie,2009,30536
lie,2010,30790
lie,2011,31068
lie,2012,31355
lie,2013,31645
lie,2014,31892
lie,2015,32106
lie,2016,32269
lie,2017,32393
lie,2018,32481
lie,2019,32556
lie,2020,32639
lka,1960,8252001
lka,1961,8433916
lka,1962,8617879
lka,1963,8804840
lka,1964,9003962
lka,1965,9209763
lka,1966,9422394
lka,1967,9640410
lka,1968,9860225
lka,1969,10077332
lka,1970,10288496
lka,1971,10491847
lka,1972,10688356
lka,1973,10880449
lka,1974,11072123
lka,1975,11265873
lka,1976,11462828
lka,1977,11661588
lka,1978,11859347
lka,1979,12052334
lka,1980,12238121
lka,1981,12420470
lka,1982,12608684
lka,1983,12792939
lka,1984,12977455
lka,1985,13165391
lka,1986,13357305
lka,1987,13551176
lka,1988,13744582
lka,1989,13933278
lka,1990,14114438
lka,1991,14288114
lka,1992,14454805
lka,1993,14610706
lka,1994,14751882
lka,1995,14875639
lka,1996,14979994
lka,1997,15067265
lka,1998,15146667
lka,1999,15229994
lka,2000,15326282
lka,2001,15438588
lka,2002,15564702
lka,2003,15699501
lka,2004,15835620
lka,2005,15967669
lka,2006,16093977
lka,2007,16216506
lka,2008,16335508
lka,2009,16452578
lka,2010,16568834
lka,2011,16683726
lka,2012,16708467
lka,2013,16838942
lka,2014,16992664
lka,2015,17141717
lka,2016,17320519
lka,2017,17501735
lka,2018,17666251
lka,2019,17750912
lka,2020,17817298
lso,1960,807859
lso,1961,819117
lso,1962,830334
lso,1963,841501
lso,1964,852595
lso,1965,863593
lso,1966,875260
lso,1967,890830
lso,1968,906936
lso,1969,923467
lso,1970,940360
lso,1971,957473
lso,1972,975057
lso,1973,993644
lso,1974,1013557
lso,1975,1035174
lso,1976,1059688
lso,1977,1090047
lso,1978,1121850
lso,1979,1154296
lso,1980,1186798
lso,1981,1219222
lso,1982,1251605
lso,1983,1283775
lso,1984,1315526
lso,1985,1346781
lso,1986,1375768
lso,1987,1398538
lso,1988,1420579
lso,1989,1442828
lso,1990,1465793
lso,1991,1489396
lso,1992,1513052
lso,1993,1536091
lso,1994,1557574
lso,1995,1576691
lso,1996,1594419
lso,1997,1612840
lso,1998,1627223
lso,1999,1635215
lso,2000,1635432
lso,2001,1627226
lso,2002,1611748
lso,2003,1591735
lso,2004,1570882
lso,2005,1551999
lso,2006,1535830
lso,2007,1523893
lso,2008,1514273
lso,2009,1506672
lso,2010,1500712
lso,2011,1496633
lso,2012,1497055
lso,2013,1499062
lso,2014,1501893
lso,2015,1504972
lso,2016,1508202
lso,2017,1511550
lso,2018,1514770
lso,2019,1517759
lso,2020,1520399
ltu,1960,1682134
ltu,1961,1681622
ltu,1962,1676921
ltu,1963,1668810
ltu,1964,1660120
ltu,1965,1650640
ltu,1966,1640440
ltu,1967,1629241
ltu,1968,1616181
ltu,1969,1599338
ltu,1970,1583816
ltu,1971,1566663
ltu,1972,1543567
ltu,1973,1518073
ltu,1974,1491226
ltu,1975,1463127
ltu,1976,1434155
ltu,1977,1404686
ltu,1978,1374043
ltu,1979,1346871
ltu,1980,1325756
ltu,1981,1306374
ltu,1982,1288491
ltu,1983,1271886
ltu,1984,1255379
ltu,1985,1239243
ltu,1986,1224239
ltu,1987,1210036
ltu,1988,1195932
ltu,1989,1192151
ltu,1990,1198728
ltu,1991,1202992
ltu,1992,1203869
ltu,1993,1200385
ltu,1994,1194240
ltu,1995,1187261
ltu,1996,1180429
ltu,1997,1173860
ltu,1998,1167517
ltu,1999,1161377
ltu,2000,1155337
ltu,2001,1148181
ltu,2002,1142134
ltu,2003,1136002
ltu,2004,1126390
ltu,2005,1108561
ltu,2006,1088684
ltu,2007,1073533
ltu,2008,1060278
ltu,2009,1048760
ltu,2010,1029629
ltu,2011,1007121
ltu,2012,990028
ltu,2013,976451
ltu,2014,964514
ltu,2015,951939
ltu,2016,936019
ltu,2017,918778
ltu,2018,905487
ltu,2019,898175
ltu,2020,893078
lux,1960,95585
lux,1961,95285
lux,1962,94804
lux,1963,94141
lux,1964,93543
lux,1965,92959
lux,1966,91981
lux,1967,90646
lux,1968,89252
lux,1969,88081
lux,1970,86916
lux,1971,85893
lux,1972,84820
lux,1973,83663
lux,1974,82666
lux,1975,81492
lux,1976,79841
lux,1977,77959
lux,1978,76112
lux,1979,74338
lux,1980,72677
lux,1981,71423
lux,1982,71274
lux,1983,71088
lux,1984,70956
lux,1985,70888
lux,1986,71000
lux,1987,71258
lux,1988,71568
lux,1989,72060
lux,1990,72754
lux,1991,73027
lux,1992,72443
lux,1993,72114
lux,1994,70584
lux,1995,69903
lux,1996,71143
lux,1997,72233
lux,1998,72653
lux,1999,71252
lux,2000,68866
lux,2001,66922
lux,2002,65592
lux,2003,64389
lux,2004,63322
lux,2005,62340
lux,2006,61400
lux,2007,60436
lux,2008,59615
lux,2009,58848
lux,2010,58061
lux,2011,57505
lux,2012,57082
lux,2013,56651
lux,2014,56277
lux,2015,55941
lux,2016,55524
lux,2017,55298
lux,2018,54831
lux,2019,54417
lux,2020,53882
lva,1960,999681
lva,1961,997488
lva,1962,993516
lva,1963,989320
lva,1964,984866
lva,1965,978152
lva,1966,967696
lva,1967,957354
lva,1968,948617
lva,1969,938535
lva,1970,926845
lva,1971,916502
lva,1972,907433
lva,1973,898564
lva,1974,889963
lva,1975,880351
lva,1976,869146
lva,1977,857673
lva,1978,845721
lva,1979,834833
lva,1980,826475
lva,1981,820323
lva,1982,816982
lva,1983,814647
lva,1984,812604
lva,1985,810798
lva,1986,811634
lva,1987,815633
lva,1988,819593
lva,1989,821422
lva,1990,818919
lva,1991,816352
lva,1992,814314
lva,1993,799772
lva,1994,783926
lva,1995,776580
lva,1996,770339
lva,1997,763915
lva,1998,760337
lva,1999,759695
lva,2000,756030
lva,2001,749063
lva,2002,742721
lva,2003,736722
lva,2004,726462
lva,2005,716416
lva,2006,710606
lva,2007,706304
lva,2008,700357
lva,2009,689318
lva,2010,674553
lva,2011,661805
lva,2012,653077
lva,2013,645557
lva,2014,638967
lva,2015,633204
lva,2016,626640
lva,2017,620063
lva,2018,613959
lva,2019,608174
lva,2020,602157
mac,1960,7905
mac,1961,7964
mac,1962,7830
mac,1963,7788
mac,1964,7781
mac,1965,7769
mac,1966,7749
mac,1967,7721
mac,1968,7654
mac,1969,7521
mac,1970,7307
mac,1971,6945
mac,1972,6475
mac,1973,5993
mac,1974,5526
mac,1975,5096
mac,1976,4698
mac,1977,4333
mac,1978,4012
mac,1979,3743
mac,1980,3526
mac,1981,3273
mac,1982,2790
mac,1983,2390
mac,1984,2056
mac,1985,1766
mac,1986,1519
mac,1987,1307
mac,1988,1120
mac,1989,958
mac,1990,815
mac,1991,690
mac,1992,583
mac,1993,492
mac,1994,412
mac,1995,347
mac,1996,79
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1960,8709245
mar,1961,8916604
mar,1962,9121246
mar,1963,9320870
mar,1964,9512865
mar,1965,9696148
mar,1966,9869814
mar,1967,10034757
mar,1968,10191731
mar,1969,10341973
mar,1970,10486781
mar,1971,10626112
mar,1972,10740274
mar,1973,10851557
mar,1974,10965234
mar,1975,11084523
mar,1976,11209573
mar,1977,11339819
mar,1978,11474365
mar,1979,11612190
mar,1980,11752125
mar,1981,11894615
mar,1982,12037695
mar,1983,12177612
mar,1984,12307617
mar,1985,12424234
mar,1986,12524742
mar,1987,12610169
mar,1988,12682529
mar,1989,12746272
mar,1990,12802883
mar,1991,12853253
mar,1992,12895815
mar,1993,12928779
mar,1994,12947968
mar,1995,13040385
mar,1996,13138042
mar,1997,13225054
mar,1998,13302426
mar,1999,13372095
mar,2000,13436567
mar,2001,13496556
mar,2002,13552137
mar,2003,13605715
mar,2004,13659048
mar,2005,13652011
mar,2006,13632307
mar,2007,13613226
mar,2008,13596779
mar,2009,13585188
mar,2010,13578399
mar,2011,13577919
mar,2012,13581975
mar,2013,13587429
mar,2014,13589411
mar,2015,13585015
mar,2016,13572792
mar,2017,13553612
mar,2018,13527842
mar,2019,13496742
mar,2020,13460542
mco,1960,0
mco,1961,0
mco,1962,0
mco,1963,0
mco,1964,0
mco,1965,0
mco,1966,0
mco,1967,0
mco,1968,0
mco,1969,0
mco,1970,0
mco,1971,0
mco,1972,0
mco,1973,0
mco,1974,0
mco,1975,0
mco,1976,0
mco,1977,0
mco,1978,0
mco,1979,0
mco,1980,0
mco,1981,0
mco,1982,0
mco,1983,0
mco,1984,0
mco,1985,0
mco,1986,0
mco,1987,0
mco,1988,0
mco,1989,0
mco,1990,0
mco,1991,0
mco,1992,0
mco,1993,0
mco,1994,0
mco,1995,0
mco,1996,0
mco,1997,0
mco,1998,0
mco,1999,0
mco,2000,0
mco,2001,0
mco,2002,0
mco,2003,0
mco,2004,0
mco,2005,0
mco,2006,0
mco,2007,0
mco,2008,0
mco,2009,0
mco,2010,0
mco,2011,0
mco,2012,0
mco,2013,0
mco,2014,0
mco,2015,0
mco,2016,0
mco,2017,0
mco,2018,0
mco,2019,0
mco,2020,0
mda,1960,1564956
mda,1961,1585907
mda,1962,1604469
mda,1963,1620083
mda,1964,1633372
mda,1965,1643816
mda,1966,1651414
mda,1967,1656230
mda,1968,1658311
mda,1969,1659438
mda,1970,1661160
mda,1971,1664514
mda,1972,1667564
mda,1973,1669302
mda,1974,1669145
mda,1975,1665636
mda,1976,1659856
mda,1977,1650967
mda,1978,1640983
mda,1979,1632134
mda,1980,1626302
mda,1981,1621473
mda,1982,1617014
mda,1983,1612507
mda,1984,1607419
mda,1985,1600964
mda,1986,1593092
mda,1987,1584330
mda,1988,1573348
mda,1989,1571493
mda,1990,1580688
mda,1991,1586876
mda,1992,1590532
mda,1993,1591181
mda,1994,1589238
mda,1995,1585566
mda,1996,1585164
mda,1997,1591142
mda,1998,1602325
mda,1999,1611589
mda,2000,1620097
mda,2001,1628148
mda,2002,1636023
mda,2003,1643032
mda,2004,1650523
mda,2005,1652722
mda,2006,1649027
mda,2007,1646101
mda,2008,1643860
mda,2009,1642674
mda,2010,1641921
mda,2011,1641859
mda,2012,1642530
mda,2013,1642976
mda,2014,1642861
mda,2015,1630138
mda,2016,1610940
mda,2017,1582645
mda,2018,1553729
mda,2019,1526337
mda,2020,1497639
mdg,1960,4556693
mdg,1961,4650484
mdg,1962,4747183
mdg,1963,4846779
mdg,1964,4949357
mdg,1965,5055044
mdg,1966,5164149
mdg,1967,5279476
mdg,1968,5398426
mdg,1969,5521592
mdg,1970,5649046
mdg,1971,5776207
mdg,1972,5907127
mdg,1973,6041883
mdg,1974,6180072
mdg,1975,6321830
mdg,1976,6471010
mdg,1977,6623754
mdg,1978,6779886
mdg,1979,6939376
mdg,1980,7101895
mdg,1981,7267861
mdg,1982,7437082
mdg,1983,7608844
mdg,1984,7782246
mdg,1985,7956902
mdg,1986,8132416
mdg,1987,8309613
mdg,1988,8489531
mdg,1989,8674496
mdg,1990,8865310
mdg,1991,9062323
mdg,1992,9265245
mdg,1993,9474786
mdg,1994,9729871
mdg,1995,9999288
mdg,1996,10279932
mdg,1997,10571360
mdg,1998,10871726
mdg,1999,11178708
mdg,2000,11490691
mdg,2001,11806901
mdg,2002,12127386
mdg,2003,12452039
mdg,2004,12780590
mdg,2005,13053179
mdg,2006,13324747
mdg,2007,13595108
mdg,2008,13863557
mdg,2009,14130776
mdg,2010,14396229
mdg,2011,14659785
mdg,2012,14921523
mdg,2013,15182444
mdg,2014,15443362
mdg,2015,15705380
mdg,2016,15968245
mdg,2017,16231649
mdg,2018,16495096
mdg,2019,16758457
mdg,2020,17020562
mdv,1960,79831
mdv,1961,81960
mdv,1962,84189
mdv,1963,86474
mdv,1964,88753
mdv,1965,90941
mdv,1966,93152
mdv,1967,95297
mdv,1968,97238
mdv,1969,99412
mdv,1970,101929
mdv,1971,103982
mdv,1972,106254
mdv,1973,108627
mdv,1974,110853
mdv,1975,112812
mdv,1976,114424
mdv,1977,115761
mdv,1978,117564
mdv,1979,120158
mdv,1980,123056
mdv,1981,126298
mdv,1982,129809
mdv,1983,133501
mdv,1984,137220
mdv,1985,141224
mdv,1986,146078
mdv,1987,150952
mdv,1988,155815
mdv,1989,160631
mdv,1990,165495
mdv,1991,170524
mdv,1992,175519
mdv,1993,180373
mdv,1994,184980
mdv,1995,188987
mdv,1996,191771
mdv,1997,194239
mdv,1998,196623
mdv,1999,199305
mdv,2000,201987
mdv,2001,203683
mdv,2002,205806
mdv,2003,208087
mdv,2004,210135
mdv,2005,211738
mdv,2006,213542
mdv,2007,217191
mdv,2008,221146
mdv,2009,226096
mdv,2010,232480
mdv,2011,240285
mdv,2012,249195
mdv,2013,258976
mdv,2014,269250
mdv,2015,279640
mdv,2016,290277
mdv,2017,300916
mdv,2018,310413
mdv,2019,317311
mdv,2020,320709
mex,1960,18601508
mex,1961,18863464
mex,1962,19121717
mex,1963,19377440
mex,1964,19631924
mex,1965,19886184
mex,1966,20137480
mex,1967,20385099
mex,1968,20626692
mex,1969,20862642
mex,1970,21101548
mex,1971,21347845
mex,1972,21585027
mex,1973,21809336
mex,1974,22014636
mex,1975,22198596
mex,1976,22358911
mex,1977,22497997
mex,1978,22615772
mex,1979,22716207
mex,1980,22809154
mex,1981,22994745
mex,1982,23167962
mex,1983,23325872
mex,1984,23467921
mex,1985,23592872
mex,1986,23699543
mex,1987,23789328
mex,1988,23863374
mex,1989,23923232
mex,1990,23991787
mex,1991,24100877
mex,1992,24199051
mex,1993,24285143
mex,1994,24355750
mex,1995,24411767
mex,1996,24525617
mex,1997,24666036
mex,1998,24795977
mex,1999,24916146
mex,2000,24999903
mex,2001,25029404
mex,2002,25050042
mex,2003,25067242
mex,2004,25086720
mex,2005,25114752
mex,2006,25151867
mex,2007,25196552
mex,2008,25241503
mex,2009,25281882
mex,2010,25311523
mex,2011,25324581
mex,2012,25325354
mex,2013,25311373
mex,2014,25283004
mex,2015,25242937
mex,2016,25188376
mex,2017,25121419
mex,2018,25041299
mex,2019,24948670
mex,2020,24844052
mhl,1960,9452
mhl,1961,9491
mhl,1962,9583
mhl,1963,9703
mhl,1964,9823
mhl,1965,9909
mhl,1966,9965
mhl,1967,10000
mhl,1968,9819
mhl,1969,9640
mhl,1970,9485
mhl,1971,9352
mhl,1972,9228
mhl,1973,9092
mhl,1974,9544
mhl,1975,10070
mhl,1976,10575
mhl,1977,11073
mhl,1978,11577
mhl,1979,12129
mhl,1980,12750
mhl,1981,13128
mhl,1982,13461
mhl,1983,13814
mhl,1984,14196
mhl,1985,14587
mhl,1986,14995
mhl,1987,15404
mhl,1988,15774
mhl,1989,16171
mhl,1990,16517
mhl,1991,16751
mhl,1992,16876
mhl,1993,16910
mhl,1994,16874
mhl,1995,16788
mhl,1996,16643
mhl,1997,16455
mhl,1998,16259
mhl,1999,16107
mhl,2000,15947
mhl,2001,15885
mhl,2002,15910
mhl,2003,15970
mhl,2004,15996
mhl,2005,15948
mhl,2006,15818
mhl,2007,15622
mhl,2008,15382
mhl,2009,15137
mhl,2010,14897
mhl,2011,14675
mhl,2012,14463
mhl,2013,14264
mhl,2014,14076
mhl,2015,13895
mhl,2016,13722
mhl,2017,13565
mhl,2018,13417
mhl,2019,13277
mhl,2020,13145
mkd,1960,982224
mkd,1961,976744
mkd,1962,970127
mkd,1963,963287
mkd,1964,956437
mkd,1965,949809
mkd,1966,943499
mkd,1967,937358
mkd,1968,930456
mkd,1969,921790
mkd,1970,910667
mkd,1971,900276
mkd,1972,898061
mkd,1973,894991
mkd,1974,892414
mkd,1975,891245
mkd,1976,891767
mkd,1977,893511
mkd,1978,895470
mkd,1979,896389
mkd,1980,895351
mkd,1981,892967
mkd,1982,891006
mkd,1983,887541
mkd,1984,883036
mkd,1985,877900
mkd,1986,872191
mkd,1987,865924
mkd,1988,858966
mkd,1989,851203
mkd,1990,842624
mkd,1991,832523
mkd,1992,820043
mkd,1993,807676
mkd,1994,796768
mkd,1995,801494
mkd,1996,808111
mkd,1997,815282
mkd,1998,823787
mkd,1999,831930
mkd,2000,839963
mkd,2001,847752
mkd,2002,845840
mkd,2003,852846
mkd,2004,859543
mkd,2005,865012
mkd,2006,869484
mkd,2007,873335
mkd,2008,876584
mkd,2009,879389
mkd,2010,881823
mkd,2011,883278
mkd,2012,883673
mkd,2013,883633
mkd,2014,883141
mkd,2015,881751
mkd,2016,879503
mkd,2017,876519
mkd,2018,872779
mkd,2019,867892
mkd,2020,860473
mli,1960,4681243
mli,1961,4717606
mli,1962,4753792
mli,1963,4790256
mli,1964,4827559
mli,1965,4866419
mli,1966,4906696
mli,1967,4948752
mli,1968,4993544
mli,1969,5042518
mli,1970,5096544
mli,1971,5156160
mli,1972,5220918
mli,1973,5289359
mli,1974,5359282
mli,1975,5429300
mli,1976,5498301
mli,1977,5565610
mli,1978,5632917
mli,1979,5703768
mli,1980,5779585
mli,1981,5862298
mli,1982,5950391
mli,1983,6038243
mli,1984,6118335
mli,1985,6186173
mli,1986,6239180
mli,1987,6282966
mli,1988,6334403
mli,1989,6397008
mli,1990,6479226
mli,1991,6584504
mli,1992,6709792
mli,1993,6849548
mli,1994,6994729
mli,1995,7139495
mli,1996,7282265
mli,1997,7426019
mli,1998,7568599
mli,1999,7700591
mli,2000,7842473
mli,2001,7994384
mli,2002,8154360
mli,2003,8322339
mli,2004,8497557
mli,2005,8679681
mli,2006,8868445
mli,2007,9062928
mli,2008,9258084
mli,2009,9448765
mli,2010,9631736
mli,2011,9805378
mli,2012,9971363
mli,2013,10133439
mli,2014,10296679
mli,2015,10464833
mli,2016,10638599
mli,2017,10816442
mli,2018,10997181
mli,2019,11178338
mli,2020,11358895
mlt,1960,32234
mlt,1961,32301
mlt,1962,32364
mlt,1963,32423
mlt,1964,32491
mlt,1965,32438
mlt,1966,32264
mlt,1967,32083
mlt,1968,31769
mlt,1969,31373
mlt,1970,31176
mlt,1971,31154
mlt,1972,31104
mlt,1973,31051
mlt,1974,31003
mlt,1975,31207
mlt,1976,31339
mlt,1977,31434
mlt,1978,31738
mlt,1979,32033
mlt,1980,32345
mlt,1981,32555
mlt,1982,33232
mlt,1983,33677
mlt,1984,33654
mlt,1985,34224
mlt,1986,34530
mlt,1987,34352
mlt,1988,34222
mlt,1989,34143
mlt,1990,34068
mlt,1991,34576
mlt,1992,34516
mlt,1993,34446
mlt,1994,34350
mlt,1995,34172
mlt,1996,33504
mlt,1997,32568
mlt,1998,31621
mlt,1999,30677
mlt,2000,29771
mlt,2001,28923
mlt,2002,28094
mlt,2003,27263
mlt,2004,26456
mlt,2005,25664
mlt,2006,25194
mlt,2007,24985
mlt,2008,24853
mlt,2009,24744
mlt,2010,24572
mlt,2011,24389
mlt,2012,24315
mlt,2013,24370
mlt,2014,24566
mlt,2015,24861
mlt,2016,25136
mlt,2017,25525
mlt,2018,26112
mlt,2019,26826
mlt,2020,27086
mmr,1960,17557802
mmr,1961,17865699
mmr,1962,18178559
mmr,1963,18498507
mmr,1964,18828838
mmr,1965,19171926
mmr,1966,19527998
mmr,1967,19895818
mmr,1968,20272895
mmr,1969,20656370
mmr,1970,21043536
mmr,1971,21433572
mmr,1972,21825837
mmr,1973,22249369
mmr,1974,22764066
mmr,1975,23288307
mmr,1976,23819884
mmr,1977,24358904
mmr,1978,24904794
mmr,1979,25458585
mmr,1980,26019721
mmr,1981,26588409
mmr,1982,27160549
mmr,1983,27718444
mmr,1984,28224611
mmr,1985,28717893
mmr,1986,29197232
mmr,1987,29662019
mmr,1988,30105929
mmr,1989,30520475
mmr,1990,30900946
mmr,1991,31242543
mmr,1992,31549823
mmr,1993,31837670
mmr,1994,32127159
mmr,1995,32432745
mmr,1996,32759940
mmr,1997,33103114
mmr,1998,33449900
mmr,1999,33784689
mmr,2000,34093700
mmr,2001,34376109
mmr,2002,34636064
mmr,2003,34871846
mmr,2004,35082987
mmr,2005,35270383
mmr,2006,35431678
mmr,2007,35569172
mmr,2008,35696199
mmr,2009,35831023
mmr,2010,35984778
mmr,2011,36165092
mmr,2012,36366969
mmr,2013,36578284
mmr,2014,36779554
mmr,2015,36951313
mmr,2016,37088142
mmr,2017,37195873
mmr,2018,37284851
mmr,2019,37371328
mmr,2020,37466040
mne,1960,390288
mne,1961,395358
mne,1962,400855
mne,1963,405629
mne,1964,408167
mne,1965,407556
mne,1966,403326
mne,1967,396175
mne,1968,387702
mne,1969,380103
mne,1970,374810
mne,1971,372314
mne,1972,372001
mne,1973,372962
mne,1974,373826
mne,1975,373677
mne,1976,372261
mne,1977,369941
mne,1978,367085
mne,1979,364260
mne,1980,361814
mne,1981,359882
mne,1982,358165
mne,1983,356180
mne,1984,353296
mne,1985,349163
mne,1986,343624
mne,1987,336948
mne,1988,329588
mne,1989,322174
mne,1990,315089
mne,1991,308622
mne,1992,302931
mne,1993,297354
mne,1994,291529
mne,1995,285272
mne,1996,278544
mne,1997,271535
mne,1998,264406
mne,1999,257441
mne,2000,250788
mne,2001,245634
mne,2002,240467
mne,2003,235306
mne,2004,232295
mne,2005,230563
mne,2006,228771
mne,2007,227018
mne,2008,225348
mne,2009,223773
mne,2010,222127
mne,2011,220302
mne,2012,218427
mne,2013,216571
mne,2014,214705
mne,2015,212741
mne,2016,210706
mne,2017,208638
mne,2018,206498
mne,2019,204336
mne,2020,201999
mng,1960,614596
mng,1961,612076
mng,1962,609527
mng,1963,614425
mng,1964,627680
mng,1965,640868
mng,1966,653802
mng,1967,666593
mng,1968,679394
mng,1969,691465
mng,1970,702685
mng,1971,714232
mng,1972,725942
mng,1973,737623
mng,1974,748943
mng,1975,759709
mng,1976,769848
mng,1977,779494
mng,1978,788691
mng,1979,798648
mng,1980,809616
mng,1981,820350
mng,1982,830767
mng,1983,841231
mng,1984,852244
mng,1985,864081
mng,1986,876930
mng,1987,890303
mng,1988,902754
mng,1989,918962
mng,1990,938459
mng,1991,953993
mng,1992,966004
mng,1993,975528
mng,1994,984002
mng,1995,992628
mng,1996,1001685
