geo,time,sp_rur_totl
and,1960,5572
and,1961,5610
and,1962,5619
and,1963,5599
and,1964,5553
and,1965,5480
and,1966,5384
and,1967,5265
and,1968,5124
and,1969,4974
and,1970,4817
and,1971,4659
and,1972,4490
and,1973,4315
and,1974,4123
and,1975,3914
and,1976,3692
and,1977,3467
and,1978,3247
and,1979,3045
and,1980,2862
and,1981,2700
and,1982,2553
and,1983,2415
and,1984,2285
and,1985,2159
and,1986,2175
and,1987,2337
and,1988,2508
and,1989,2690
and,1990,2882
and,1991,3100
and,1992,3342
and,1993,3591
and,1994,3830
and,1995,4048
and,1996,4232
and,1997,4386
and,1998,4537
and,1999,4721
and,2000,4973
and,2001,5350
and,2002,5855
and,2003,6435
and,2004,7052
and,2005,7662
and,2006,8256
and,2007,8840
and,2008,9221
and,2009,9365
and,2010,9443
and,2011,9442
and,2012,9371
and,2013,9259
and,2014,9156
and,2015,9090
and,2016,9084
and,2017,9124
and,2018,9193
and,2019,9270
and,2020,9337
are,1960,24491
are,1961,25822
are,1962,27750
are,1963,29915
are,1964,31863
are,1965,33383
are,1966,34383
are,1967,35190
are,1968,36889
are,1969,41027
are,1970,47371
are,1971,56048
are,1972,66856
are,1973,79714
are,1974,94426
are,1975,110756
are,1976,128204
are,1977,146290
are,1978,164518
are,1979,181598
are,1980,196663
are,1981,211831
are,1982,227535
are,1983,242657
are,1984,258458
are,1985,275911
are,1986,294716
are,1987,314649
are,1988,336169
are,1989,359010
are,1990,383039
are,1991,408624
are,1992,436034
are,1993,464747
are,1994,494048
are,1995,523618
are,1996,546089
are,1997,562642
are,1998,580141
are,1999,598841
are,2000,619417
are,2001,638912
are,2002,658635
are,2003,687747
are,2004,737592
are,2005,813859
are,2006,919686
are,2007,1047285
are,2008,1177776
are,2009,1287206
are,2010,1360561
are,2011,1393640
are,2012,1394185
are,2013,1373616
are,2014,1347574
are,2015,1327002
are,2016,1313813
are,2017,1304681
are,2018,1298062
are,2019,1290784
are,2020,1281005
arg,1960,5404937
arg,1961,5367317
arg,1962,5337547
arg,1963,5305828
arg,1964,5271909
arg,1965,5236545
arg,1966,5198820
arg,1967,5159782
arg,1968,5119956
arg,1969,5081215
arg,1970,5043575
arg,1971,5016635
arg,1972,4993993
arg,1973,4971706
arg,1974,4948090
arg,1975,4922516
arg,1976,4894161
arg,1977,4864372
arg,1978,4833373
arg,1979,4803038
arg,1980,4773934
arg,1981,4728848
arg,1982,4676523
arg,1983,4625159
arg,1984,4573268
arg,1985,4520960
arg,1986,4468234
arg,1987,4414777
arg,1988,4359863
arg,1989,4303671
arg,1990,4245643
arg,1991,4191771
arg,1992,4177083
arg,1993,4160658
arg,1994,4142081
arg,1995,4122262
arg,1996,4100563
arg,1997,4077785
arg,1998,4053893
arg,1999,4028898
arg,2000,4003431
arg,2001,3977684
arg,2002,3952815
arg,2003,3928382
arg,2004,3903086
arg,2005,3877236
arg,2006,3850408
arg,2007,3823186
arg,2008,3795591
arg,2009,3768543
arg,2010,3732551
arg,2011,3717660
arg,2012,3705497
arg,2013,3693179
arg,2014,3679391
arg,2015,3664923
arg,2016,3649822
arg,2017,3634137
arg,2018,3617403
arg,2019,3599141
arg,2020,3579773
arm,1960,913164
arm,1961,929065
arm,1962,944094
arm,1963,957995
arm,1964,970443
arm,1965,981338
arm,1966,990463
arm,1967,997851
arm,1968,1003797
arm,1969,1008770
arm,1970,1013461
arm,1971,1018085
arm,1972,1021894
arm,1973,1024753
arm,1974,1026287
arm,1975,1030810
arm,1976,1033922
arm,1977,1035802
arm,1978,1036537
arm,1979,1041605
arm,1980,1052368
arm,1981,1062199
arm,1982,1070942
arm,1983,1079261
arm,1984,1088090
arm,1985,1097856
arm,1986,1109406
arm,1987,1121848
arm,1988,1131797
arm,1989,1142634
arm,1990,1152698
arm,1991,1151474
arm,1992,1140331
arm,1993,1123077
arm,1994,1105544
arm,1995,1092065
arm,1996,1084131
arm,1997,1080788
arm,1998,1081016
arm,1999,1082794
arm,2000,1084611
arm,2001,1086502
arm,2002,1085071
arm,2003,1082323
arm,2004,1079117
arm,2005,1075103
arm,2006,1069751
arm,2007,1063396
arm,2008,1057209
arm,2009,1052999
arm,2010,1051946
arm,2011,1054538
arm,2012,1060246
arm,2013,1067357
arm,2014,1074327
arm,2015,1079970
arm,2016,1083967
arm,2017,1086539
arm,2018,1087746
arm,2019,1087882
arm,2020,1087122
asm,1960,6801
asm,1961,6874
asm,1962,6997
asm,1963,7161
asm,1964,7331
asm,1965,7497
asm,1966,7648
asm,1967,7782
asm,1968,7905
asm,1969,8015
asm,1970,8104
asm,1971,8175
asm,1972,8232
asm,1973,8272
asm,1974,8296
asm,1975,8306
asm,1976,8302
asm,1977,8288
asm,1978,8285
asm,1979,8320
asm,1980,8381
asm,1981,8410
asm,1982,8482
asm,1983,8583
asm,1984,8688
asm,1985,8789
asm,1986,8877
asm,1987,8959
asm,1988,9020
asm,1989,9058
asm,1990,9021
asm,1991,8818
asm,1992,8588
asm,1993,8341
asm,1994,8083
asm,1995,7825
asm,1996,7566
asm,1997,7306
asm,1998,7041
asm,1999,6771
asm,2000,6599
asm,2001,6732
asm,2002,6856
asm,2003,6963
asm,2004,7044
asm,2005,7087
asm,2006,7093
asm,2007,7062
asm,2008,7014
asm,2009,6973
asm,2010,6958
asm,2011,6968
asm,2012,7003
asm,2013,7049
asm,2014,7092
asm,2015,7122
asm,2016,7136
asm,2017,7136
asm,2018,7125
asm,2019,7109
asm,2020,7091
atg,1960,32665
atg,1961,33531
atg,1962,34388
atg,1963,35258
atg,1964,36192
atg,1965,37209
atg,1966,38336
atg,1967,39550
atg,1968,40747
atg,1969,41789
atg,1970,42478
atg,1971,42539
atg,1972,42343
atg,1973,41972
atg,1974,41565
atg,1975,41227
atg,1976,40968
atg,1977,40793
atg,1978,40662
atg,1979,40552
atg,1980,40446
atg,1981,40349
atg,1982,40294
atg,1983,40243
atg,1984,40197
atg,1985,40147
atg,1986,40077
atg,1987,40001
atg,1988,39980
atg,1989,40091
atg,1990,40380
atg,1991,40891
atg,1992,41844
atg,1993,42946
atg,1994,44128
atg,1995,45350
atg,1996,46604
atg,1997,47885
atg,1998,49163
atg,1999,50412
atg,2000,51588
atg,2001,52705
atg,2002,53949
atg,2003,55150
atg,2004,56374
atg,2005,57660
atg,2006,59054
atg,2007,60499
atg,2008,61992
atg,2009,63480
atg,2010,64933
atg,2011,66310
atg,2012,67330
atg,2013,68312
atg,2014,69260
atg,2015,70178
atg,2016,71036
atg,2017,71843
atg,2018,72598
atg,2019,73316
atg,2020,74001
aus,1960,1898168
aus,1961,1893125
aus,1962,1909068
aus,1963,1915045
aus,1964,1921617
aus,1965,1928216
aus,1966,1941057
aus,1967,1946009
aus,1968,1960830
aus,1969,1982191
aus,1970,2001245
aus,1971,2049221
aus,1972,2066154
aus,1973,2076844
aus,1974,2108402
aus,1975,2112847
aus,1976,2112387
aus,1977,2114608
aus,1978,2117518
aus,1979,2118609
aus,1980,2122700
aus,1981,2134561
aus,1982,2175007
aus,1983,2206835
aus,1984,2236626
aus,1985,2271988
aus,1986,2314338
aus,1987,2354687
aus,1988,2398326
aus,1989,2444309
aus,1990,2485873
aus,1991,2522945
aus,1992,2574389
aus,1993,2622313
aus,1994,2673251
aus,1995,2729233
aus,1996,2789315
aus,1997,2844952
aus,1998,2899644
aus,1999,2958134
aus,2000,3019470
aus,2001,3086667
aus,2002,3100598
aus,2003,3115023
aus,2004,3127194
aus,2005,3144470
aus,2006,3166779
aus,2007,3161213
aus,2008,3199492
aus,2009,3240089
aus,2010,3264665
aus,2011,3283984
aus,2012,3318631
aus,2013,3353116
aus,2014,3380029
aus,2015,3405449
aus,2016,3435109
aus,2017,3467878
aus,2018,3494578
aus,2019,3519751
aus,2020,3535137
aut,1960,2486372
aut,1961,2493385
aut,1962,2505220
aut,1963,2517777
aut,1964,2531075
aut,1965,2544011
aut,1966,2558257
aut,1967,2573835
aut,1968,2583601
aut,1969,2588892
aut,1970,2594215
aut,1971,2602592
aut,1972,2617008
aut,1973,2630789
aut,1974,2634510
aut,1975,2626772
aut,1976,2621379
aut,1977,2621628
aut,1978,2618751
aut,1979,2613535
aut,1980,2612783
aut,1981,2621498
aut,1982,2643375
aut,1983,2659070
aut,1984,2679016
aut,1985,2700321
aut,1986,2722325
aut,1987,2744348
aut,1988,2768641
aut,1989,2801639
aut,1990,2843876
aut,1991,2893427
aut,1992,2946774
aut,1993,2992756
aut,1994,3026042
aut,1995,3052457
aut,1996,3078548
aut,1997,3103950
aut,1998,3129454
aut,1999,3157687
aut,2000,3187562
aut,2001,3222225
aut,2002,3260666
aut,2003,3299328
aut,2004,3342824
aut,2005,3388796
aut,2006,3428840
aut,2007,3463449
aut,2008,3497858
aut,2009,3530644
aut,2010,3562894
aut,2011,3598756
aut,2012,3612504
aut,2013,3617832
aut,2014,3629979
aut,2015,3654565
aut,2016,3677700
aut,2017,3686708
aut,2018,3686762
aut,2019,3683835
aut,2020,3678385
aze,1960,1843965
aze,1961,1919886
aze,1962,1999616
aze,1963,2081445
aze,1964,2163100
aze,1965,2242843
aze,1966,2319970
aze,1967,2394617
aze,1968,2467073
aze,1969,2537842
aze,1970,2589602
aze,1971,2617845
aze,1972,2643250
aze,1973,2666371
aze,1974,2694803
aze,1975,2729426
aze,1976,2763452
aze,1977,2797069
aze,1978,2830492
aze,1979,2866093
aze,1980,2904562
aze,1981,2943613
aze,1982,2983148
aze,1983,3023503
aze,1984,3062456
aze,1985,3100031
aze,1986,3138710
aze,1987,3178242
aze,1988,3218023
aze,1989,3274301
aze,1990,3318602
aze,1991,3385445
aze,1992,3459819
aze,1993,3535747
aze,1994,3607222
aze,1995,3672897
aze,1996,3734314
aze,1997,3794654
aze,1998,3855372
aze,1999,3896779
aze,2000,3912746
aze,2001,3926875
aze,2002,3939942
aze,2003,3953356
aze,2004,3971421
aze,2005,3995444
aze,2006,4022610
aze,2007,4051232
aze,2008,4119674
aze,2009,4188204
aze,2010,4218775
aze,2011,4252916
aze,2012,4286937
aze,2013,4318074
aze,2014,4345898
aze,2015,4369801
aze,2016,4388966
aze,2017,4400516
aze,2018,4405307
aze,2019,4407577
aze,2020,4400904
bdi,1960,2739812
bdi,1961,2792109
bdi,1962,2844696
bdi,1963,2899406
bdi,1964,2958715
bdi,1965,3023393
bdi,1966,3094563
bdi,1967,3171852
bdi,1968,3249803
bdi,1969,3320846
bdi,1970,3380090
bdi,1971,3425159
bdi,1972,3458960
bdi,1973,3488458
bdi,1974,3523288
bdi,1975,3570423
bdi,1976,3632177
bdi,1977,3706512
bdi,1978,3791096
bdi,1979,3881978
bdi,1980,3976911
bdi,1981,4074399
bdi,1982,4175019
bdi,1983,4279413
bdi,1984,4388516
bdi,1985,4502791
bdi,1986,4622030
bdi,1987,4744618
bdi,1988,4867368
bdi,1989,4986151
bdi,1990,5097882
bdi,1991,5205707
bdi,1992,5308218
bdi,1993,5402453
bdi,1994,5485211
bdi,1995,5555318
bdi,1996,5610935
bdi,1997,5655746
bdi,1998,5701234
bdi,1999,5763505
bdi,2000,5852869
bdi,2001,5973420
bdi,2002,6122066
bdi,2003,6293693
bdi,2004,6479923
bdi,2005,6674402
bdi,2006,6876203
bdi,2007,7086696
bdi,2008,7303905
bdi,2009,7526320
bdi,2010,7752348
bdi,2011,7980596
bdi,2012,8210996
bdi,2013,8444885
bdi,2014,8685036
bdi,2015,8932905
bdi,2016,9188748
bdi,2017,9451330
bdi,2018,9719004
bdi,2019,9989400
bdi,2020,10260793
bel,1960,690173
bel,1961,683837
bel,1962,675039
bel,1963,665612
bel,1964,657593
bel,1965,649491
bel,1966,639888
bel,1967,629663
bel,1968,618582
bel,1969,607025
bel,1970,594492
bel,1971,582711
bel,1972,572373
bel,1973,561805
bel,1974,551360
bel,1975,540999
bel,1976,530184
bel,1977,510589
bel,1978,491485
bel,1979,473116
bel,1980,455398
bel,1981,440204
bel,1982,430030
bel,1983,420141
bel,1984,410476
bel,1985,401233
bel,1986,392205
bel,1987,383459
bel,1988,375867
bel,1989,368490
bel,1990,361118
bel,1991,354059
bel,1992,347362
bel,1993,340654
bel,1994,333815
bel,1995,326709
bel,1996,319832
bel,1997,313175
bel,1998,306498
bel,1999,300145
bel,2000,294313
bel,2001,289464
bel,2002,285082
bel,2003,280571
bel,2004,276160
bel,2005,272130
bel,2006,268551
bel,2007,265111
bel,2008,261859
bel,2009,258792
bel,2010,255937
bel,2011,254101
bel,2012,250572
bel,2013,246734
bel,2014,242900
bel,2015,239464
bel,2016,235807
bel,2017,231939
bel,2018,228427
bel,2019,225069
bel,2020,221765
ben,1960,2206085
ben,1961,2222829
ben,1962,2240844
ben,1963,2260148
ben,1964,2280792
ben,1965,2302816
ben,1966,2326102
ben,1967,2350478
ben,1968,2375558
ben,1969,2400937
ben,1970,2426240
ben,1971,2451299
ben,1972,2475999
ben,1973,2500628
ben,1974,2525228
ben,1975,2549965
ben,1976,2574676
ben,1977,2599358
ben,1978,2623498
ben,1979,2653243
ben,1980,2700926
ben,1981,2750109
ben,1982,2800776
ben,1983,2852844
ben,1984,2906198
ben,1985,2960895
ben,1986,3016336
ben,1987,3072821
ben,1988,3131506
ben,1989,3194227
ben,1990,3261657
ben,1991,3334453
ben,1992,3421579
ben,1993,3526417
ben,1994,3631555
ben,1995,3734789
ben,1996,3835064
ben,1997,3933251
ben,1998,4031046
ben,1999,4130744
ben,2000,4234023
ben,2001,4341573
ben,2002,4447568
ben,2003,4547229
ben,2004,4646979
ben,2005,4745990
ben,2006,4843941
ben,2007,4941148
ben,2008,5038210
ben,2009,5136054
ben,2010,5235019
ben,2011,5335151
ben,2012,5436221
ben,2013,5538343
ben,2014,5640685
ben,2015,5743276
ben,2016,5846022
ben,2017,5948778
ben,2018,6051235
ben,2019,6153002
ben,2020,6253752
bfa,1960,4602312
bfa,1961,4659836
bfa,1962,4717619
bfa,1963,4776772
bfa,1964,4839103
bfa,1965,4905884
bfa,1966,4977615
bfa,1967,5053914
bfa,1968,5134087
bfa,1969,5216825
bfa,1970,5301403
bfa,1971,5387931
bfa,1972,5476829
bfa,1973,5568733
bfa,1974,5664233
bfa,1975,5763924
bfa,1976,5855680
bfa,1977,5941345
bfa,1978,6030037
bfa,1979,6123379
bfa,1980,6222086
bfa,1981,6326605
bfa,1982,6435919
bfa,1983,6548385
bfa,1984,6661833
bfa,1985,6774748
bfa,1986,6913023
bfa,1987,7076009
bfa,1988,7243586
bfa,1989,7416137
bfa,1990,7593789
bfa,1991,7776739
bfa,1992,7964834
bfa,1993,8158481
bfa,1994,8357840
bfa,1995,8563180
bfa,1996,8774607
bfa,1997,8972396
bfa,1998,9157786
bfa,1999,9345908
bfa,2000,9536628
bfa,2001,9730062
bfa,2002,9925692
bfa,2003,10124205
bfa,2004,10325819
bfa,2005,10531253
bfa,2006,10739874
bfa,2007,10974632
bfa,2008,11232645
bfa,2009,11495273
bfa,2010,11761179
bfa,2011,12029916
bfa,2012,12301337
bfa,2013,12574793
bfa,2014,12849408
bfa,2015,13124763
bfa,2016,13400386
bfa,2017,13676524
bfa,2018,13952831
bfa,2019,14229032
bfa,2020,14505412
bgd,1960,45548012
bgd,1961,46757464
bgd,1962,47961797
bgd,1963,49212399
bgd,1964,50536565
bgd,1965,51945145
bgd,1966,53461266
bgd,1967,55059474
bgd,1968,56648678
bgd,1969,58106649
bgd,1970,59355313
bgd,1971,60353981
bgd,1972,61148407
bgd,1973,61852502
bgd,1974,62532050
bgd,1975,63174588
bgd,1976,63984864
bgd,1977,64919777
bgd,1978,65921448
bgd,1979,66906786
bgd,1980,67812236
bgd,1981,68847431
bgd,1982,70325055
bgd,1983,71816132
bgd,1984,73332669
bgd,1985,74884079
bgd,1986,76468807
bgd,1987,78072449
bgd,1988,79669386
bgd,1989,81231057
bgd,1990,82732561
bgd,1991,84207910
bgd,1992,85728266
bgd,1993,87214526
bgd,1994,88692991
bgd,1995,90186119
bgd,1996,91691647
bgd,1997,93198942
bgd,1998,94689053
bgd,1999,96143151
bgd,2000,97543372
bgd,2001,98742534
bgd,2002,99681804
bgd,2003,100515443
bgd,2004,101213793
bgd,2005,101761476
bgd,2006,102143880
bgd,2007,102377369
bgd,2008,102502134
bgd,2009,102571998
bgd,2010,102621005
bgd,2011,102662598
bgd,2012,102694469
bgd,2013,102713719
bgd,2014,102699980
bgd,2015,102647880
bgd,2016,102554027
bgd,2017,102425423
bgd,2018,102261195
bgd,2019,102058752
bgd,2020,101815917
bgr,1960,4948578
bgr,1961,4862618
bgr,1962,4768184
bgr,1963,4666744
bgr,1964,4561889
bgr,1965,4450351
bgr,1966,4357529
bgr,1967,4279849
bgr,1968,4204219
bgr,1969,4129877
bgr,1970,4049527
bgr,1971,3981375
bgr,1972,3909118
bgr,1973,3838830
bgr,1974,3773605
bgr,1975,3700908
bgr,1976,3632541
bgr,1977,3572033
bgr,1978,3496879
bgr,1979,3423053
bgr,1980,3358522
bgr,1981,3325011
bgr,1982,3290185
bgr,1983,3253796
bgr,1984,3216973
bgr,1985,3172930
bgr,1986,3135449
bgr,1987,3108935
bgr,1988,3081354
bgr,1989,3015064
bgr,1990,2931350
bgr,1991,2873111
bgr,1992,2813472
bgr,1993,2767905
bgr,1994,2739354
bgr,1995,2708267
bgr,1996,2675519
bgr,1997,2640661
bgr,1998,2604686
bgr,1999,2571814
bgr,2000,2541005
bgr,2001,2469539
bgr,2002,2388453
bgr,2003,2342006
bgr,2004,2297078
bgr,2005,2252963
bgr,2006,2209465
bgr,2007,2167172
bgr,2008,2126239
bgr,2009,2087198
bgr,2010,2048433
bgr,2011,2010650
bgr,2012,1974416
bgr,2013,1938841
bgr,2014,1903435
bgr,2015,1866995
bgr,2016,1829783
bgr,2017,1792408
bgr,2018,1755697
bgr,2019,1719734
bgr,2020,1685936
bhr,1960,28717
bhr,1961,29656
bhr,1962,30551
bhr,1963,31403
bhr,1964,32208
bhr,1965,32801
bhr,1966,33062
bhr,1967,33293
bhr,1968,33559
bhr,1969,33943
bhr,1970,34495
bhr,1971,35203
bhr,1972,36057
bhr,1973,37117
bhr,1974,38439
bhr,1975,40048
bhr,1976,41977
bhr,1977,44160
bhr,1978,46389
bhr,1979,48397
bhr,1980,50022
bhr,1981,51191
bhr,1982,51984
bhr,1983,52561
bhr,1984,53144
bhr,1985,53876
bhr,1986,54805
bhr,1987,55867
bhr,1988,56968
bhr,1989,57975
bhr,1990,58817
bhr,1991,59494
bhr,1992,60688
bhr,1993,62227
bhr,1994,63796
bhr,1995,65457
bhr,1996,67211
bhr,1997,69119
bhr,1998,71318
bhr,1999,73991
bhr,2000,77281
bhr,2001,81132
bhr,2002,85475
bhr,2003,90463
bhr,2004,96270
bhr,2005,102947
bhr,2006,110679
bhr,2007,119256
bhr,2008,127850
bhr,2009,135347
bhr,2010,141037
bhr,2011,144495
bhr,2012,146087
bhr,2013,146823
bhr,2014,148104
bhr,2015,150918
bhr,2016,155554
bhr,2017,161569
bhr,2018,168134
bhr,2019,174062
bhr,2020,178564
bhs,1960,44128
bhs,1961,45525
bhs,1962,46992
bhs,1963,48483
bhs,1964,49950
bhs,1965,51342
bhs,1966,52639
bhs,1967,53829
bhs,1968,54867
bhs,1969,55697
bhs,1970,56294
bhs,1971,56639
bhs,1972,56760
bhs,1973,56746
bhs,1974,56677
bhs,1975,56636
bhs,1976,56623
bhs,1977,56635
bhs,1978,56659
bhs,1979,56680
bhs,1980,56644
bhs,1981,56322
bhs,1982,55990
bhs,1983,55632
bhs,1984,55209
bhs,1985,54718
bhs,1986,54145
bhs,1987,53501
bhs,1988,52821
bhs,1989,52150
bhs,1990,51660
bhs,1991,52027
bhs,1992,52426
bhs,1993,52809
bhs,1994,53129
bhs,1995,53343
bhs,1996,53445
bhs,1997,53461
bhs,1998,53438
bhs,1999,53449
bhs,2000,53627
bhs,2001,54323
bhs,2002,55095
bhs,2003,55943
bhs,2004,56839
bhs,2005,57764
bhs,2006,58725
bhs,2007,59711
bhs,2008,60684
bhs,2009,61582
bhs,2010,62373
bhs,2011,63013
bhs,2012,63510
bhs,2013,63901
bhs,2014,64237
bhs,2015,64564
bhs,2016,64882
bhs,2017,65184
bhs,2018,65462
bhs,2019,65698
bhs,2020,65889
bih,1960,2611498
bih,1961,2641209
bih,1962,2667929
bih,1963,2692740
bih,1964,2713480
bih,1965,2728907
bih,1966,2738320
bih,1967,2742345
bih,1968,2742362
bih,1969,2740412
bih,1970,2737633
bih,1971,2736229
bih,1972,2739133
bih,1973,2741098
bih,1974,2740987
bih,1975,2738247
bih,1976,2732434
bih,1977,2724083
bih,1978,2714107
bih,1979,2703888
bih,1980,2694206
bih,1981,2690479
bih,1982,2703827
bih,1983,2716868
bih,1984,2729502
bih,1985,2741175
bih,1986,2753867
bih,1987,2766101
bih,1988,2769576
bih,1989,2753601
bih,1990,2711573
bih,1991,2640031
bih,1992,2544988
bih,1993,2439369
bih,1994,2341997
bih,1995,2266146
bih,1996,2216113
bih,1997,2187768
bih,1998,2175065
bih,1999,2168562
bih,2000,2161278
bih,2001,2151985
bih,2002,2142325
bih,2003,2132027
bih,2004,2121199
bih,2005,2109904
bih,2006,2098018
bih,2007,2084549
bih,2008,2067847
bih,2009,2045841
bih,2010,2017336
bih,2011,1981500
bih,2012,1939511
bih,2013,1894617
bih,2014,1851088
bih,2015,1811629
bih,2016,1777179
bih,2017,1746954
bih,2018,1720299
bih,2019,1695855
bih,2020,1672559
blr,1960,5541766
blr,1961,5498539
blr,1962,5456899
blr,1963,5414847
blr,1964,5370261
blr,1965,5327265
blr,1966,5281469
blr,1967,5234313
blr,1968,5183803
blr,1969,5128878
blr,1970,5061496
blr,1971,4981753
blr,1972,4897996
blr,1973,4809523
blr,1974,4714698
blr,1975,4625987
blr,1976,4533373
blr,1977,4443919
blr,1978,4357973
blr,1979,4274272
blr,1980,4194898
blr,1981,4118594
blr,1982,4041007
blr,1983,3963186
blr,1984,3884720
blr,1985,3807158
blr,1986,3730271
blr,1987,3653104
blr,1988,3561979
blr,1989,3500006
blr,1990,3466314
blr,1991,3427851
blr,1992,3395342
blr,1993,3363016
blr,1994,3319567
blr,1995,3269569
blr,1996,3219771
blr,1997,3168072
blr,1998,3115862
blr,1999,3059960
blr,2000,2996577
blr,2001,2933092
blr,2002,2867027
blr,2003,2800401
blr,2004,2735436
blr,2005,2671686
blr,2006,2611003
blr,2007,2555356
blr,2008,2503383
blr,2009,2454844
blr,2010,2402066
blr,2011,2347623
blr,2012,2295865
blr,2013,2247579
blr,2014,2202165
blr,2015,2158923
blr,2016,2115365
blr,2017,2068303
blr,2018,2020372
blr,2019,1974004
blr,2020,1924485
blz,1960,42326
blz,1961,43827
blz,1962,45375
blz,1963,46976
blz,1964,48659
blz,1965,50427
blz,1966,52301
blz,1967,54257
blz,1968,56235
blz,1969,58158
blz,1970,59915
blz,1971,61393
blz,1972,62755
blz,1973,64016
blz,1974,65221
blz,1975,66404
blz,1976,67555
blz,1977,68695
blz,1978,69911
blz,1979,71305
