geo,time,bx_gsr_mrch_cd
aut,2011,170267533264.84698
aut,2012,160181602087.72101
aut,2013,164299110366.93201
aut,2014,167467837968.34201
aut,2015,143325051410.67001
aut,2016,145575180209.77802
aut,2017,158250919996.69601
aut,2018,176297699854.72601
aut,2019,170040773242.939
aut,2020,158141090200.759
aut,2021,199277522828.85999
aze,1995,612343000
aze,1996,643669000
aze,1997,808257000
aze,1998,677751000
aze,1999,1025231000
aze,2000,1858335000
aze,2001,2078931000
aze,2002,2295484000
aze,2003,2611091000
aze,2004,3586852000
aze,2005,7398064000
aze,2006,12749075000
aze,2007,20899798000
aze,2008,30220553000
aze,2009,20658360000
aze,2010,25741126000
aze,2011,33996343000
aze,2012,31877133000
aze,2013,31781146000
aze,2014,28259658000
aze,2015,15586052000
aze,2016,13210511000
aze,2017,15152059000
aze,2018,20793769000
aze,2019,19868261000
aze,2020,12588158000
bdi,1985,113645826.21341
bdi,1986,129139529.63882
bdi,1987,98337836.17914
bdi,1988,124356280.49432
bdi,1989,93245798.31933
bdi,1990,72750983.54553
bdi,1991,92957742.59911
bdi,1992,76955327.82426
bdi,1993,73861108.8228
bdi,1994,80653045.07
bdi,1995,112889502.81773
bdi,1996,40413326.87395
bdi,1997,87472476.53262
bdi,1998,64030789.9032
bdi,1999,54983253.85383
bdi,2000,49052598.95838
bdi,2001,39154897.91494
bdi,2002,31015982.6448
bdi,2003,37528126.21234
bdi,2004,48482605.14125
bdi,2005,60801764.33705
bdi,2006,58676450.91046
bdi,2007,58836291.49576
bdi,2008,69648172.76004
bdi,2009,68414018.28324
bdi,2010,101236293.90791
bdi,2011,123982004.74728
bdi,2012,134698608.19434
bdi,2013,94050454.7162
bdi,2014,131793726.80526
bdi,2015,120838349.38434
bdi,2016,124686434.80503
bdi,2017,172637712.5077
bdi,2018,180189335.84519
bel,2002,156715081769.909
bel,2003,172260062969.22299
bel,2004,207354454052.02097
bel,2005,227937060847.952
bel,2006,246975529406.12
bel,2007,287722057568.48199
bel,2008,315455392188.02197
bel,2009,241722276204.91
bel,2010,271416529007.79199
bel,2011,323936738329.02399
bel,2012,300843027834.93903
bel,2013,312714354329.57703
bel,2014,310964264830.67102
bel,2015,250722110614.36801
bel,2016,269061087009.51599
bel,2017,300372889795.06799
bel,2018,326319855249.95502
bel,2019,315893847803.38293
bel,2020,296011292306.125
bel,2021,377021378405.69897
ben,1974,92985317.73251
ben,1975,116096604.35926
ben,1976,85858788.7124
ben,1977,129062359.37991
ben,1978,125562881.33011
ben,1979,132906080.61081
ben,1980,163953393.08627
ben,1981,388037523.85076
ben,1982,135356523.60439
ben,1983,132297279.82565
ben,1984,223820821.7367
ben,1985,297821122.82844
ben,1986,308686623.3084
ben,1987,366344777.22188
ben,1988,190194187.57832
ben,1989,187904202.16723
ben,1990,237493803.31485
ben,1991,373533212.79846
ben,1992,345078690.54119
ben,1993,393479252.08455
ben,1994,397904595.77993
ben,1995,419936213.60522
ben,1996,522869180.50122
ben,1997,424023277.08597
ben,1998,414271319.34511
ben,1999,421600058.37302
ben,2000,393306762.29178
ben,2001,373840199.82531
ben,2002,449946156.53567
ben,2003,542039308.70098
ben,2004,569568439.23202
ben,2005,578343031.80628
ben,2006,736112437.20513
ben,2007,1048143874.18628
ben,2008,1287372077.71432
ben,2009,1229494122.82181
ben,2010,1282783670.83005
ben,2011,1252444989.30808
ben,2012,1442539724.86132
ben,2013,1982438622.57512
ben,2014,2566617492.68619
ben,2015,2392374854.60175
ben,2016,2835518188.30016
ben,2017,2980590514.4966
ben,2018,3344316327.72822
ben,2019,3056477195.61364
ben,2020,2995822076.06079
bfa,2005,481050691.59149
bfa,2006,607701814.13613
bfa,2007,655639140.92588
bfa,2008,861096332.56139
bfa,2009,903791077.8766
bfa,2010,1592528572.29971
bfa,2011,2402090824.7171
bfa,2012,2868098757.58934
bfa,2013,2663142643.72373
bfa,2014,2759035496.93939
bfa,2015,2364117632.93816
bfa,2016,2828797023.50057
bfa,2017,3250281394.88532
bfa,2018,3954237905.00671
bfa,2019,3927770511.61445
bfa,2020,4846982739.9002
bgd,1976,399293223.91807
bgd,1977,476434798.67009
bgd,1978,549261812.82015
bgd,1979,655590632.9472
bgd,1980,793230497.81434
bgd,1981,790466640.27485
bgd,1982,768435438.54736
bgd,1983,723946923.52987
bgd,1984,931742139.01326
bgd,1985,999457038.62762
bgd,1986,879997897.83268
bgd,1987,1076878928.04765
bgd,1988,1291023745.75444
bgd,1989,1304772234.27332
bgd,1990,1672401690.28248
bgd,1991,1688658600.65177
bgd,1992,2097866552.17654
bgd,1993,2544671068.93269
bgd,1994,2934413942.29779
bgd,1995,3733288293.67246
bgd,1996,4008737692.99452
bgd,1997,4839709274.92482
bgd,1998,5140892902.68629
bgd,1999,5457697104.97811
bgd,2000,6398441702.82782
bgd,2001,6083646028.93574
bgd,2002,5989425301.43919
bgd,2003,6814326705.70285
bgd,2004,7977826434.27744
bgd,2005,9054546739.81249
bgd,2006,11233798031.1265
bgd,2007,12137743126.3536
bgd,2008,15298332386.3006
bgd,2009,15051721757.0365
bgd,2010,19209407428.1808
bgd,2011,24537200415.0624
bgd,2012,24904204337.9242
bgd,2013,28638191700.163
bgd,2014,29924488670.0178
bgd,2015,31736035719.1971
bgd,2016,34122050869.9339
bgd,2017,35300765072.6353
bgd,2018,38681904956.1401
bgd,2019,38747293729.4974
bgd,2020,32456147196.74689
bgd,2021,41908422732.2116
bgr,1980,8091000000
bgr,1981,8052000000
bgr,1982,7894000000
bgr,1983,8829000000
bgr,1984,9671000000
bgr,1985,10313000000
bgr,1986,8862000000
bgr,1987,10297000000
bgr,1988,9283000000
bgr,1989,8268000000
bgr,1990,6113000000
bgr,1991,3737000000
bgr,1992,3956400000
bgr,1993,3726500000
bgr,1994,3935100000
bgr,1995,5345000000
bgr,1996,4890200000
bgr,1997,3358500000
bgr,1998,4193499000
bgr,1999,4006367182
bgr,2000,4824629175
bgr,2001,5105025671.86023
bgr,2002,5352471318.93748
bgr,2003,7069157198.63983
bgr,2004,9921386892.70111
bgr,2005,11790949972.7712
bgr,2006,15154046460.0447
bgr,2007,19533494152.4806
bgr,2008,22503649094.5853
bgr,2009,16379999293.8753
bgr,2010,18741520000
bgr,2011,26566780000
bgr,2012,25263630000
bgr,2013,28171460000
bgr,2014,27891560000
bgr,2015,24301220000
bgr,2016,25549570000
bgr,2017,30498370000
bgr,2018,32721830000
bgr,2019,32591960000
bgr,2020,31160920000
bhr,1975,1203034137.04939
bhr,1976,1517950623.04551
bhr,1977,1848856317.07028
bhr,1978,1891840742.69204
bhr,1979,2499099233.8515
bhr,1980,3433154361.28381
bhr,1981,4177127670.68385
bhr,1982,3694973414.08238
bhr,1983,3119414901.91334
bhr,1984,3203989365.25265
bhr,1985,2896808510.6383
bhr,1986,2199468085.10638
bhr,1987,2429521276.59574
bhr,1988,2411436170.21277
bhr,1989,2831117021.2766
bhr,1990,3760638297.87234
bhr,1991,3513297872.34043
bhr,1992,3465425531.91489
bhr,1993,3723404362.59808
bhr,1994,3617021613.28659
bhr,1995,4114362021.28252
bhr,1996,4702128066.00841
bhr,1997,4382979131.39433
bhr,1998,3270213092.10902
bhr,1999,4362766199.17809
bhr,2000,6194946808.51064
bhr,2001,5575797872.34043
bhr,2002,5795212765.95745
bhr,2003,6631382978.72341
bhr,2004,7558244680.85106
bhr,2005,10242021276.5957
bhr,2006,12200000000
bhr,2007,13633510638.2979
bhr,2008,17315691489.3617
bhr,2009,11873670212.766
bhr,2010,13647074468.0851
bhr,2011,19650265957.4468
bhr,2012,23076595744.6809
bhr,2013,25602393617.0213
bhr,2014,23497872340.4255
bhr,2015,16540425531.9149
bhr,2016,12784574468.0851
bhr,2017,15376063829.7872
bhr,2018,18043617021.2766
bhs,1976,227500000
bhs,1977,201900000
bhs,1978,224400000
bhs,1979,260700000
bhs,1980,377100000
bhs,1981,332100000
bhs,1982,316900000
bhs,1983,332900000
bhs,1984,353800000
bhs,1985,370500000
bhs,1986,335300000
bhs,1987,324800000
bhs,1988,310800000
bhs,1989,221000000
bhs,1990,283500000
bhs,1991,229400000
bhs,1992,216600000
bhs,1993,192200000
bhs,1994,198500000
bhs,1995,225400000
bhs,1996,273300000
bhs,1997,295000000
bhs,1998,362900000
bhs,1999,406800000
bhs,2000,464800000
bhs,2001,416900000
bhs,2002,422066878.45
bhs,2003,426530000
bhs,2004,477460000
bhs,2005,549132570
bhs,2006,703540000
bhs,2007,801874138.25
bhs,2008,955822000
bhs,2009,710680000
bhs,2010,702435000
bhs,2011,833539000
bhs,2012,984017000
bhs,2013,954914000
bhs,2014,833944931.65
bhs,2015,520531829.165
bhs,2016,481397433.12
bhs,2017,570600436.5375
bhs,2018,641734133.8575
bhs,2019,693835394.9975
bhs,2020,389137697.94994
bih,1998,663834835.09267
bih,1999,831757777.89032
bih,2000,1129815179.29108
bih,2001,1134207360.42988
bih,2002,1109709444.74978
bih,2003,1477486792.16791
bih,2004,2086675260.92868
bih,2005,2555319693.15569
bih,2006,3381442075.38503
bih,2007,2486359677.42839
bih,2008,3134155039.11924
bih,2009,2685925194.0021
bih,2010,3392868172.9482
bih,2011,4290191684.03019
bih,2012,3983877454.48586
bih,2013,4510889026.41585
bih,2014,4643390178.90365
bih,2015,4079614411.05779
bih,2016,4354547519.72384
bih,2017,5410504388.16655
bih,2018,6285525098.67986
bih,2019,5825919178.44577
bih,2020,5508172063.75543
blr,1993,1970100000
blr,1994,2510000000
blr,1995,4803000000
blr,1996,5790100000
blr,1997,6918700000
blr,1998,6157400000
blr,1999,5645100000
blr,2000,6035300000
blr,2001,6682200000
blr,2002,7250600000
blr,2003,9177300000
blr,2004,13014600000
blr,2005,15194000000
blr,2006,18895800000
blr,2007,23309600000
blr,2008,31627400000
blr,2009,20595400000
blr,2010,24506100000
blr,2011,40927600000
blr,2012,45574300000
blr,2013,36540100000
blr,2014,35423300000
blr,2015,26164300000
blr,2016,23099800000
blr,2017,28690200000
blr,2018,33429800000
blr,2019,32333000000
blr,2020,28395600000
blr,2021,39023800000
blz,1984,93200000
blz,1985,90150000
blz,1986,92600000
blz,1987,102850000
blz,1988,119400000
blz,1989,124400000
blz,1990,129200000
blz,1991,126100000
blz,1992,140600000
blz,1993,132000000
blz,1994,156464000
blz,1995,164552000
blz,1996,171270000
blz,1997,193400000
blz,1998,186160000
blz,1999,241914011.67
blz,2000,261923857.555
blz,2001,253941945.025
blz,2002,294908237.1725
blz,2003,300201564.5525
blz,2004,289916809.07
blz,2005,308048780.4425
blz,2006,408927959.72565
blz,2007,416264480.00267
blz,2008,479973484.78738
blz,2009,383955784.51272
blz,2010,475729501.243
blz,2011,603581171.1075
blz,2012,627854152.697
blz,2013,608074014.06065
blz,2014,588687029.12212
blz,2015,537911604.8541
blz,2016,442799709.74596
blz,2017,457436755.06253
blz,2018,451249163.10216
blz,2019,425276780.06056
blz,2020,288998129.07366
bmu,2006,25450000
bmu,2007,25315598.69563
bmu,2008,23523951.86375
bmu,2009,28668980.40974
bmu,2010,14684082.31987
bmu,2011,12630185.49971
bmu,2012,11139986.92697
bmu,2013,12686934.28227
bmu,2014,21145965.40863
bmu,2015,21438542.45
bmu,2016,18962110.01333
bmu,2017,18710619.30558
bmu,2018,16661582.4528
bmu,2019,18015224.83969
bmu,2020,10760815.42587
bol,1976,563000000
bol,1977,634300000
bol,1978,627300000
bol,1979,759800000
bol,1980,942200000
bol,1981,912400000
bol,1982,827700000
bol,1983,755100000
bol,1984,724500000
bol,1985,623400000
bol,1986,545500000
bol,1987,518700000
bol,1988,542500000
bol,1989,723500000
bol,1990,830800000
bol,1991,760300000
bol,1992,608400000
bol,1993,715500000
bol,1994,985100000
bol,1995,1041400000
bol,1996,1131990000
bol,1997,1090000000
bol,1998,1032000000
bol,1999,1005500000
bol,2000,1139092096.03
bol,2001,1188657425.88972
bol,2002,1184341415.90552
bol,2003,1492659721.64643
bol,2004,2044256550.86625
bol,2005,2622226566.01205
bol,2006,3661955400.5637
bol,2007,4262826733.64491
bol,2008,6271446254.13459
bol,2009,4709830000
bol,2010,6129300487.3046
bol,2011,8174835184.8045
bol,2012,11132827855.4158
bol,2013,11538700931.3342
bol,2014,12809705325.3417
bol,2015,8684018275.65134
bol,2016,7029946630.03064
bol,2017,8133837886.97646
bol,2018,8940200488.77685
bol,2019,8818886718.06656
bol,2020,6953243107.66611
bra,1975,8492000000
bra,1976,9961000000
bra,1977,11923000000
bra,1978,12473000000
bra,1979,15244000000
bra,1980,20132000000
bra,1981,23276000000
bra,1982,20173000000
bra,1983,21898000000
bra,1984,27002000000
bra,1985,25634000000
bra,1986,22348000000
bra,1987,26210000000
bra,1988,33773000000
bra,1989,34375000000
bra,1990,31408000000
bra,1991,31619000000
bra,1992,35793000000
bra,1993,39624000000
bra,1994,44102000000
bra,1995,46506000000
bra,1996,47746000000
bra,1997,52787328532
bra,1998,51045291549
bra,1999,48197279310
bra,2000,55187572648
bra,2001,58105671219
bra,2002,60278560129
bra,2003,72883461454
bra,2004,96097603410
bra,2005,118413811544
bra,2006,137708800759
bra,2007,160540246755
bra,2008,198214040085
bra,2009,153525261683
bra,2010,201197085781.17999
bra,2011,255402574913.625
bra,2012,241982433455.16
bra,2013,241511056475.31
bra,2014,223971304319.49496
bra,2015,189913957044.05496
bra,2016,184266804706.39999
bra,2017,218000493584.13
bra,2018,239519559707.19501
bra,2019,225799578379.535
bra,2020,210707013474.52496
bra,2021,284011796746.51001
brb,1967,36062959.57137
brb,1968,34572499.98271
brb,1969,33464499.98327
brb,1970,36548499.98173
brb,1971,34061882.78335
brb,1972,38500881.00153
brb,1973,48741322.46742
brb,1974,68042517.41288
brb,1975,95281679.4476
brb,1976,87988500
brb,1977,103439000
brb,1978,137298000
brb,1979,132388000
brb,1980,181750000
brb,1981,163650000
brb,1982,209400000
brb,1983,272950000
brb,1984,341850000
brb,1985,305000000
brb,1986,283400000
brb,1987,167150000
brb,1988,179450000
brb,1989,187300000
brb,1990,218900000
brb,1991,206650000
brb,1992,189850000
brb,1993,187550000
brb,1994,180100000
brb,1995,239800000
brb,1996,281200000
brb,1997,283850000
brb,1998,262312947.5
brb,1999,273058304.5
brb,2000,316141999
brb,2001,289184776
brb,2002,281013097
brb,2003,338434768.5
brb,2004,371173681.74
brb,2005,508125675.77
brb,2006,667923500.96889
brb,2007,713457611.36378
brb,2008,733410098.97015
brb,2009,481829277.57061
brb,2010,722478470.29858
brb,2011,832712749.94832
brb,2012,827800495.8358
brb,2013,884868469.39074
brb,2014,966165453.49909
brb,2015,939688878.51941
brb,2016,976754709.51
brn,2001,3643592052.84994
brn,2002,3708861472.36847
brn,2003,4423954152.72133
brn,2004,5068835389.31106
brn,2005,6240958254.77904
brn,2006,7626932017.95548
brn,2007,7691599164.02487
brn,2008,10697696963.4099
brn,2009,7171881680.89865
brn,2010,8799576438.04708
brn,2011,12376247123.2068
brn,2012,12881822979.7218
brn,2013,11835474928.6243
brn,2014,11111405941.3128
brn,2015,6125471665.4663
brn,2016,4811718565.24941
brn,2017,5474293014.59432
brn,2018,6470749447.40846
brn,2019,7209991572.39094
brn,2020,6535165749.07933
btn,2006,312020438.06388
btn,2007,576549816.23321
btn,2008,598869932.39768
btn,2009,517952252.77507
btn,2010,521649960.61734
btn,2011,663687111.88461
btn,2012,626875426.31816
btn,2013,544473557.696
btn,2014,534675223.35086
btn,2015,581541423.5009
btn,2016,496545208.82235
btn,2017,554623776.92088
btn,2018,602753463.42421
btn,2019,609343526.2345
btn,2020,651940784.28915
bwa,1975,141986351.0923
bwa,1976,169740042.63021
bwa,1977,191576873.07061
bwa,1978,223387594.651
bwa,1979,442204972.28105
bwa,1980,544501271.24642
bwa,1981,401320206.11938
bwa,1982,460637119.55364
bwa,1983,640334997.30712
bwa,1984,677694140.57773
bwa,1985,727648615.12443
bwa,1986,852462535.10374
bwa,1987,1586595517.31275
bwa,1988,1468948026.82398
bwa,1989,1819656448.69044
bwa,1990,1795356808.03957
bwa,1991,1871132312.22803
bwa,1992,1743923971.13368
bwa,1993,1722150573.13538
bwa,1994,1874325679.12598
bwa,1995,2160192482.04198
bwa,1996,2217532155.6386
bwa,1997,2819829460.32291
bwa,1998,2060630921.8435
bwa,1999,2658167681.49306
bwa,2000,2675138476.7153
bwa,2001,2314435139.8776
bwa,2002,2345620839.28701
bwa,2003,3024070307.76483
bwa,2004,3691882256.86184
bwa,2005,4438400213.02585
bwa,2006,4525608573.48678
bwa,2007,5162540114.46597
bwa,2008,4798259404.62459
bwa,2009,3335517335.05206
bwa,2010,4693348193.41368
bwa,2011,6419398067.92662
bwa,2012,5791620633.92633
bwa,2013,7906299960.72903
bwa,2014,8496040089.2
bwa,2015,6271625272.56429
bwa,2016,7372657698.2746
bwa,2017,5963590764.09343
bwa,2018,6594497839.94667
bwa,2019,5242567917.74503
bwa,2020,4216030258.40003
caf,1977,104501924.26895
caf,1978,110287408.33142
caf,1979,122239559.07339
caf,1980,147198340.7905
caf,1981,117693405.38183
caf,1982,124404206.14104
caf,1983,123398559.71043
caf,1984,114432400.08669
caf,1985,131047971.64816
caf,1986,129486675.04579
caf,1987,128896130.60873
caf,1988,133662038.1945
caf,1989,148093325.7092
caf,1990,150537277.72857
caf,1991,125622588.08067
caf,1992,115855496.51724
caf,1993,132453942.4179
caf,1994,145892137.86158
can,1960,5793020936.27757
can,1961,6185996486.16523
can,1962,6356009352.73659
can,1963,6928813888.64109
can,1964,8115105073.24195
can,1965,8578330842.35951
can,1966,10031247973.5367
can,1967,10936088117.1245
can,1968,13131160390.4986
can,1969,14372349202.7814
can,1970,16742605365.0233
can,1971,18174887930.3875
can,1972,21158684706.3883
can,1973,26499925874.9547
can,1974,34277367067.6353
can,1975,33780119811.0442
can,1976,39695893066.3801
can,1977,42883528289.7683
can,1978,47942856261.22729
can,1979,57299865662.25449
can,1980,67531310802.6477
can,1981,71859350595.0421
can,1982,70174662832.9249
can,1983,75306067296.97838
can,1984,89158157415.2968
can,1985,89801761688.56929
can,1986,89951366696.23901
can,1987,98987111033.1528
can,1988,116465317557.79401
can,1989,123871000960.883
can,1990,130075211364.696
can,1991,128583092360.806
can,1992,134790949525.386
can,1993,146957364481.63199
can,1994,166570431579.776
can,1995,192930925885.20096
can,1996,204868220739.759
can,1997,218461779155.957
can,1998,219948407476.112
can,1999,247714131434.27896
can,2000,288048191646.86603
can,2001,270783696904.89001
can,2002,262513104538.953
can,2003,283881204985.99298
can,2004,328561164731.48401
can,2005,370564797070.01001
can,2006,398505186169.46198
can,2007,430510292427.95599
can,2008,460228612614.90997
can,2009,323035491535.32397
can,2010,392358819093.84998
can,2011,461444583689.74402
can,2012,462921555285.58197
can,2013,466456953334.24707
can,2014,480470343578.07001
can,2015,411129878290.90302
can,2016,394137180748.39203
can,2017,424110971708.69098
can,2018,452322709541.45898
can,2019,448841722243.65503
can,2020,390330510303.19098
can,2021,507108426380.34698
che,1977,20991711867.3149
che,1978,28836529348.7007
che,1979,33827284322.4462
che,1980,41707595440.7896
che,1981,40103605169.89809
che,1982,36072914085.75169
che,1983,34166822168.4194
che,1984,36896461233.12289
che,1985,37303352495.2943
che,1986,48799925885.8387
che,1987,55603851505.7866
che,1988,63164081186.3596
che,1989,66397237037.1502
che,1990,78756537231.77721
che,1991,74952109205.6554
che,1992,80427837782.4214
che,1993,75920908670.494
che,1994,83272884804.1501
che,1995,98016170964.28841
che,1996,96394123024.89459
che,1997,96016330046.07901
che,1998,94503684862.3679
che,1999,92694323021.10748
che,2000,95116039172.51981
che,2001,96704749859.54601
che,2002,102132645779.397
che,2003,117650258534.457
che,2004,143927541941.51501
che,2005,154777280830.26001
che,2006,174180905590.358
che,2007,209668973522.37201
che,2008,256899263818.04599
che,2009,222501644503.12799
che,2010,285311228402.89502
che,2011,355102763308.99701
che,2012,339106205739.31702
che,2013,379154950835.07599
che,2014,337823160246.92902
che,2015,312070394627.13202
che,2016,326895825848.34302
che,2017,328751588218.96802
che,2018,345919163990.29199
che,2019,342700655440.43903
che,2020,352070160986.19897
chl,1975,1590000000
chl,1976,2116000000
chl,1977,2186000000
chl,1978,2460000000
chl,1979,3835000000
chl,1980,4705000000
chl,1981,3836000000
chl,1982,3706000000
chl,1983,3831000000
chl,1984,3650000000
chl,1985,3804100000
chl,1986,4191200000
chl,1987,5303000000
chl,1988,7054100000
chl,1989,8078400000
chl,1990,8372700000
chl,1991,8941500000
chl,1992,10007400000
chl,1993,9198700000
chl,1994,11604100000
chl,1995,16025000000
chl,1996,16626465803.55
chl,1997,17869877663.39
chl,1998,16322526210.32
chl,1999,17161948433.72
chl,2000,19209887166.01
chl,2001,18271390806.64
