geo,time,gc_xpn_gsrv_zs
aus,1997,27.38743
aus,1998,30.64026
aus,1999,9.22516
aus,2000,10.59203
aus,2001,9.79885
aus,2002,9.60642
aus,2003,10.03556
aus,2004,9.94459
aus,2005,10.24474
aus,2006,10.4758
aus,2007,11.04141
aus,2008,10.78748
aus,2009,9.92838
aus,2010,9.89696
aus,2011,9.87589
aus,2012,10.13552
aus,2013,9.9684
aus,2014,10.01031
aus,2015,10.05487
aus,2016,10.23128
aus,2017,10.31293
aus,2018,10.25897
aus,2019,10.77439
aut,1972,17.20015
aut,1973,16.28752
aut,1974,17.04805
aut,1975,17.35164
aut,1976,17.2152
aut,1977,17.14745
aut,1978,16.56886
aut,1979,16.36204
aut,1980,16.31539
aut,1981,16.37173
aut,1982,16.59185
aut,1983,16.62998
aut,1984,16.51019
aut,1985,16.64023
aut,1986,16.51868
aut,1987,15.95976
aut,1988,15.80848
aut,1989,16.06474
aut,1990,15.7072
aut,1991,15.35359
aut,1992,15.45228
aut,1993,15.42127
aut,1994,15.98861
aut,1995,4.19011
aut,1996,4.20922
aut,1997,4.32577
aut,1998,4.57942
aut,1999,4.5848
aut,2000,4.42799
aut,2001,4.68304
aut,2002,4.67213
aut,2003,4.84374
aut,2004,4.46804
aut,2005,6.36706
aut,2006,6.64195
aut,2007,6.32028
aut,2008,6.54904
aut,2009,6.36152
aut,2010,6.64165
aut,2011,6.63894
aut,2012,6.36932
aut,2013,6.2829
aut,2014,5.96677
aut,2015,6.06949
aut,2016,6.21002
aut,2017,6.17875
aut,2018,6.31101
aut,2019,6.22107
aze,1994,54.96283
aze,1995,49.05762
aze,1996,31.99757
aze,1997,30.61554
aze,1998,28.44863
aze,2008,9.16067
aze,2009,9.61248
aze,2010,9.73882
aze,2011,9.72683
aze,2012,10.80683
aze,2013,12.1003
aze,2014,12.66839
aze,2015,12.19872
aze,2016,11.49746
aze,2017,6.80937
aze,2018,11.43716
aze,2019,7.93194
bdi,1981,24.39822
bdi,1991,13.27704
bdi,1992,13.02002
bdi,1993,15.24747
bdi,1994,17.97037
bdi,1995,19.88753
bdi,1996,22.09487
bel,1995,2.155
bel,1996,2.13098
bel,1997,2.09958
bel,1998,2.12321
bel,1999,2.22717
bel,2000,2.32257
bel,2001,2.37346
bel,2002,2.46452
bel,2003,2.40965
bel,2004,2.48344
bel,2005,2.28108
bel,2006,2.34199
bel,2007,2.31813
bel,2008,2.52221
bel,2009,2.39934
bel,2010,2.46274
bel,2011,2.4026
bel,2012,2.26406
bel,2013,2.23719
bel,2014,2.51279
bel,2015,2.59824
bel,2016,2.58635
bel,2017,2.48595
bel,2018,2.56766
bel,2019,2.56834
bfa,2002,25.01343
bfa,2003,21.9878
bfa,2004,23.0018
bfa,2005,22.71153
bfa,2006,21.3103
bfa,2007,21.10247
bfa,2008,21.01005
bfa,2009,19.0593
bfa,2010,17.12662
bfa,2011,15.4626
bfa,2012,14.55001
bfa,2013,14.48108
bfa,2014,11.54641
bfa,2015,11.85469
bfa,2016,11.44185
bfa,2017,22.8403
bfa,2018,21.38001
bfa,2019,13.45771
bgd,2001,13.94204
bgd,2002,14.26967
bgd,2003,16.08653
bgd,2004,16.91234
bgd,2005,16.86775
bgd,2006,14.54913
bgd,2007,12.95166
bgd,2008,12.42454
bgd,2009,12.43516
bgd,2010,13.47647
bgd,2011,12.91001
bgd,2012,12.51608
bgd,2013,14.28558
bgd,2014,14.84095
bgd,2015,14.63213
bgd,2016,13.81167
bgr,1990,33.30452
bgr,1991,28.31795
bgr,1992,23.77289
bgr,1993,18.90787
bgr,1994,18.4043
bgr,2005,16.23991
bgr,2006,15.13202
bgr,2007,14.11749
bgr,2008,13.50012
bgr,2009,10.02863
bgr,2010,10.69237
bgr,2011,10.87714
bgr,2012,10.41279
bgr,2013,10.2195
bgr,2014,8.6367
bgr,2015,10.09544
bgr,2016,8.95805
bgr,2017,8.59661
bgr,2018,9.27801
bgr,2019,7.76763
bhr,1974,35.41247
bhr,1975,30.21492
bhr,1976,28.12211
bhr,1977,26.17628
bhr,1978,24.85409
bhr,1979,26.59102
bhr,1980,25.11102
bhr,1981,27.92887
bhr,1982,34.65046
bhr,1983,26.43457
bhr,1984,26.09104
bhr,1985,27.17546
bhr,1986,25.08353
bhr,1987,21.46522
bhr,1988,16.41282
bhr,1989,19.02754
bhr,1990,19.08185
bhr,1991,19.89541
bhr,1992,18.60855
bhr,1993,19.17992
bhr,1994,18.25018
bhr,1995,13.60914
bhr,1996,14.17188
bhr,1997,13.06828
bhr,1998,10.88047
bhr,1999,12.34528
bhr,2000,7.49752
bhr,2001,15.60583
bhr,2002,16.26651
bhr,2003,14.80502
bhr,2004,14.60505
bhs,1990,20.91652
bhs,1991,20.46751
bhs,1992,21.61153
bhs,1993,18.90538
bhs,1994,18.26321
bhs,1995,19.17394
bhs,1996,22.26438
bhs,1997,21.69511
bhs,1998,22.30328
bhs,1999,21.47146
bhs,2000,20.22689
bhs,2001,21.31488
bhs,2002,21.83808
bhs,2003,23.34334
bhs,2004,19.49208
bhs,2005,19.7003
bhs,2006,20.11979
bhs,2007,20.92219
bhs,2008,21.1601
bhs,2009,22.44576
bhs,2010,20.74401
bhs,2011,22.90021
bhs,2012,21.82236
bhs,2013,23.14802
bhs,2014,20.52726
bhs,2015,19.43594
bhs,2016,20.34483
bhs,2017,23.43413
bhs,2018,20.14058
bhs,2019,24.10421
bih,2005,24.23969
bih,2006,25.50387
bih,2007,24.32451
bih,2008,22.69501
bih,2009,22.86528
bih,2010,23.5534
bih,2011,18.55257
bih,2012,18.3084
bih,2013,18.67959
bih,2014,16.95675
bih,2015,17.79189
bih,2016,18.04482
bih,2017,18.12007
bih,2018,18.17935
bih,2019,18.47825
blr,1992,40.89347
blr,1993,54.1876
blr,1994,61.02977
blr,1995,39.3193
blr,1996,24.16197
blr,1997,22.61611
blr,1998,19.48511
blr,1999,15.04103
blr,2000,14.3291
blr,2001,14.47833
blr,2002,12.46289
blr,2003,16.85441
blr,2004,18.93374
blr,2005,11.77342
blr,2006,15.39616
blr,2007,13.88787
blr,2008,11.85167
blr,2009,11.51466
blr,2010,9.85433
blr,2011,10.22717
blr,2012,11.51218
blr,2013,11.55477
blr,2014,12.52048
blr,2015,11.13803
blr,2016,10.41465
blr,2017,13.36059
blr,2018,14.28558
blr,2019,13.57615
blz,1990,19.29294
blz,1991,19.69888
blz,1992,29.3911
blz,1993,29.22161
blz,1994,27.40568
blz,1995,24.95492
blz,1996,26.60037
blz,1997,20.44401
blz,1998,20.00091
blz,1999,21.41589
blz,2000,20.43104
blz,2001,19.77372
blz,2002,17.98515
blz,2003,17.3187
blz,2004,14.59607
blz,2005,17.32167
blz,2006,22.34399
blz,2007,21.91575
blz,2008,23.46346
blz,2009,23.6207
blz,2010,23.89653
blz,2011,23.88099
blz,2012,25.06126
blz,2013,24.81274
blz,2014,22.55856
blz,2015,21.81132
blz,2016,22.61861
blz,2017,21.20969
bol,1986,24.27003
bol,1987,17.96523
bol,1988,21.64025
bol,1989,24.00507
bol,1990,31.38203
bol,1991,32.05137
bol,1992,32.16161
bol,1993,29.64226
bol,1994,27.55945
bol,1995,27.48344
bol,1996,22.96789
bol,1997,15.2893
bol,1998,17.1097
bol,1999,16.41483
bol,2000,16.42713
bol,2001,17.80565
bol,2002,16.23116
bol,2003,16.77759
bol,2004,16.83882
bol,2005,13.82245
bol,2006,13.99084
bol,2007,14.19605
bra,2010,3.28631
bra,2011,3.03862
bra,2012,3.00965
bra,2013,3.04937
bra,2014,2.95045
bra,2015,2.60607
bra,2016,2.68489
bra,2017,2.45904
bra,2018,2.55098
bra,2019,2.45023
brb,2003,12.02168
brb,2004,10.43331
brb,2005,14.13694
brb,2006,14.26645
brb,2007,13.41831
brb,2008,14.69483
brb,2009,14.63805
brb,2010,13.98548
brb,2011,15.26823
brb,2012,14.33235
brb,2013,13.20786
brb,2014,12.10921
brb,2015,13.066
brb,2016,13.33458
btn,1982,61.87793
btn,1983,62.15626
btn,1984,68.77239
btn,1988,45.14743
btn,1989,39.97818
btn,1990,43.11927
btn,1991,41.85089
btn,1992,45.17711
btn,1993,46.36006
btn,1994,39.34684
btn,1995,40.13932
btn,1996,37.15793
btn,1997,42.30931
btn,1998,46.884
btn,1999,45.52166
btn,2000,46.48092
btn,2001,44.69961
btn,2002,44.77298
btn,2003,38.95614
btn,2004,44.12156
btn,2005,44.56936
btn,2006,44.43614
btn,2007,43.69185
btn,2008,35.21978
btn,2009,32.66442
btn,2010,37.01757
btn,2011,39.30278
btn,2012,35.66537
btn,2013,32.97272
btn,2014,31.79796
btn,2015,25.8026
btn,2016,25.43386
btn,2017,25.9304
btn,2018,22.61588
bwa,1990,35.15848
bwa,1991,30.5349
bwa,1992,29.04798
bwa,1993,30.37701
bwa,1994,31.03251
bwa,1995,31.61276
bwa,1996,28.86894
bwa,2006,32.53635
bwa,2007,33.32284
bwa,2008,32.98771
bwa,2009,31.03362
bwa,2010,27.59653
bwa,2011,28.72153
bwa,2012,30.40282
bwa,2013,30.71651
bwa,2014,32.1818
bwa,2015,28.44502
bwa,2016,27.49549
bwa,2017,27.00324
bwa,2018,27.75629
bwa,2019,20.33011
caf,2004,26.65764
caf,2008,19.54558
caf,2009,43.08884
caf,2010,57.90559
caf,2011,48.76441
caf,2012,23.82837
caf,2014,8.20253
caf,2015,16.32639
caf,2016,22.51984
caf,2017,26.57217
caf,2018,24.40481
can,1990,7.51888
can,1991,7.02304
can,1992,6.86858
can,1993,7.4363
can,1994,7.5524
can,1995,7.00224
can,1996,7.0707
can,1997,6.90144
can,1998,7.2512
can,1999,7.16786
can,2000,7.38137
can,2001,7.84762
can,2002,8.26357
can,2003,7.98818
can,2004,8.10797
can,2005,7.48912
can,2006,7.99036
can,2007,7.51341
can,2008,7.52054
can,2009,7.11094
can,2010,7.34904
can,2011,7.78148
can,2012,7.58808
can,2013,6.90345
can,2014,7.12522
can,2015,7.12559
can,2016,7.16793
can,2017,7.5772
can,2018,7.5516
can,2019,7.27408
che,1972,24.2271
che,1973,21.09653
che,1974,20.9847
che,1975,20.68508
che,1976,20.63214
che,1977,20.5168
che,1978,20.57191
che,1979,20.81172
che,1980,21.25172
che,1981,22.98838
che,1982,22.84033
che,1983,23.22775
che,1984,22.76573
che,1990,6.90444
che,1991,7.12924
che,1992,6.6663
che,1993,6.55704
che,1994,6.49142
che,1995,6.31719
che,1996,6.68099
che,1997,6.4874
che,1998,6.2901
che,1999,6.29721
che,2000,6.27975
che,2001,6.00452
che,2002,5.69891
che,2003,6.06813
che,2004,5.78802
che,2005,5.63504
che,2006,5.64282
che,2007,5.94578
che,2008,6.49731
che,2009,6.63167
che,2010,6.45044
che,2011,6.48077
che,2012,6.59659
che,2013,6.61282
che,2014,6.70244
che,2015,6.70218
che,2016,6.7886
che,2017,6.77991
che,2018,6.76512
che,2019,6.56325
chl,1972,12.5
chl,1973,21.875
chl,1974,16.88312
chl,1975,14.17551
chl,1976,12.12471
chl,1977,11.65689
chl,1978,12.9323
chl,1979,11.51982
chl,1980,11.69068
chl,1981,10.18216
chl,1982,9.97728
chl,1983,11.5656
chl,1984,11.94079
chl,1985,12.33508
chl,1986,11.88905
chl,1987,12.39707
chl,1988,11.24726
chl,1989,10.50713
chl,1990,11.16129
chl,1991,11.34383
chl,1992,11.54053
chl,1993,11.49721
chl,1994,11.29457
chl,1995,10.9352
chl,1996,10.94838
chl,1997,10.84573
chl,1998,10.73149
chl,1999,8.79401
chl,2000,8.76464
chl,2001,8.95545
chl,2002,8.55709
chl,2003,8.13886
chl,2004,9.07613
chl,2005,8.38425
chl,2006,8.71142
chl,2007,9.18804
chl,2008,9.03327
chl,2009,9.00787
chl,2010,8.49947
chl,2011,8.51411
chl,2012,8.53795
chl,2013,8.7239
chl,2014,8.94409
chl,2015,8.95512
chl,2016,8.74943
chl,2017,8.7586
chl,2018,8.58198
chl,2019,8.52736
civ,2001,20.395
civ,2002,23.13904
civ,2003,32.42903
civ,2004,34.83361
civ,2005,31.70202
civ,2006,33.63093
civ,2007,31.84791
civ,2008,34.9394
civ,2009,21.27458
civ,2010,20.22263
civ,2011,18.00658
civ,2012,18.51767
civ,2013,17.97465
civ,2014,21.369
civ,2015,16.94349
civ,2016,16.97405
civ,2017,16.27607
civ,2018,13.07341
civ,2019,11.87561
cmr,1990,16.72745
cmr,1991,15.32241
cmr,1992,13.34689
cmr,1993,10.99599
cmr,1994,13.41251
cmr,1995,17.37847
cmr,1998,21.19775
cmr,1999,22.84634
cmr,2012,29.28184
cmr,2013,31.4255
cmr,2014,33.22225
cmr,2015,33.36011
cmr,2016,32.42473
cmr,2017,32.82879
cmr,2018,34.22656
cod,1972,28
cod,1973,30.63457
cod,1974,32.16463
cod,1975,32.35294
cod,1976,43.49553
cod,1977,31.53488
cod,1978,26.64601
cod,1979,29.68446
cod,1980,28.06506
cod,1981,30.24484
cod,1982,36.71369
cod,1988,61.36694
cod,1989,43.13505
cog,2001,19.7685
cog,2002,26.89239
cog,2003,28.48719
cog,2004,32.24542
cog,2005,17.74801
cog,2006,24.2166
cog,2007,30.63311
cog,2008,21.79733
cog,2009,40.5432
cog,2010,40.54755
cog,2011,41.26731
cog,2012,39.95697
cog,2013,40.9552
cog,2014,43.31147
cog,2015,43.00098
cog,2016,33.55735
cog,2017,26.82796
cog,2018,15.23751
col,1998,10.28419
col,1999,9.20267
col,2000,7.80919
col,2003,9.00228
col,2008,10.68586
col,2009,10.51685
col,2010,10.53953
col,2011,10.02953
col,2012,17.97427
col,2013,15.22663
col,2014,13.31588
col,2015,14.31377
col,2016,10.00966
col,2017,13.09217
col,2018,12.01267
col,2019,9.65124
cpv,2005,21.33087
cpv,2006,18.7808
cpv,2007,20.93221
cpv,2008,16.61817
cpv,2009,15.81202
cpv,2010,15.36961
cpv,2011,15.43941
cpv,2012,14.04005
cpv,2013,13.63707
cpv,2014,14.70786
cpv,2015,18.27854
cpv,2016,16.41091
cpv,2017,15.07708
cri,1973,10.75949
cri,1974,13.06533
cri,1975,14.23358
cri,1976,13.90533
cri,1977,12
cri,1978,11.12903
cri,1979,11.1413
cri,1980,9.50783
cri,1981,9.97096
cri,1982,11.72116
cri,1983,9.25516
cri,1984,9.28309
cri,1985,9.53121
cri,1986,7.08912
cri,1987,12.09955
cri,1988,15.23587
cri,1989,15.46024
cri,1990,14.64627
cri,1991,14.18623
cri,1992,14.50959
cri,1993,13.35431
cri,1994,11.5475
cri,1995,11.91215
cri,1996,12.51695
cri,1997,12.49861
cri,1998,12.5516
cri,1999,11.3569
cri,2000,11.59162
cri,2001,11.60183
cri,2002,12.03872
cri,2003,12.84968
cri,2004,11.60008
cri,2005,10.50581
cri,2006,11.10172
cri,2007,11.72153
cri,2008,12.16946
cri,2009,10.92298
cri,2010,10.10039
cri,2011,10.66251
cri,2012,10.28297
cri,2013,10.09966
cri,2014,10.12971
cri,2015,9.52659
cri,2016,10.05968
cri,2017,10.99285
cri,2018,9.84595
cri,2019,9.92311
cyp,1972,21.1025
cyp,1973,17.84794
cyp,1974,20.26678
cyp,1975,23.70895
cyp,1976,23.30479
cyp,1977,21.23114
cyp,1978,16.10677
cyp,1979,17.05596
cyp,1980,13.55514
cyp,1981,15.05834
cyp,1982,12.9144
cyp,1983,11.48972
cyp,1984,11.96353
cyp,1985,10.6831
cyp,1986,9.64305
cyp,1987,8.92058
cyp,1988,8.97598
cyp,1989,8.5036
cyp,1990,7.80475
cyp,1991,8.63369
cyp,1992,8.17738
cyp,1993,9.25934
cyp,1994,8.33502
cyp,1995,4.06403
cyp,1996,3.53153
cyp,1997,7.31707
cyp,1998,12.14992
cyp,1999,12.67799
cyp,2000,9.49072
cyp,2001,12.63509
cyp,2002,13.3132
cyp,2003,11.6446
cyp,2004,9.14281
cyp,2005,9.17727
cyp,2006,10.30115
cyp,2007,10.44984
cyp,2008,10.56045
cyp,2009,11.00409
cyp,2010,10.13277
cyp,2011,9.75334
cyp,2012,8.95524
cyp,2013,8.39237
cyp,2014,6.36412
cyp,2015,7.84541
cyp,2016,8.32994
cyp,2017,8.78157
cyp,2018,8.40228
cyp,2019,12.55099
cze,1993,16.06132
cze,1994,11.22808
cze,1995,7.36322
cze,1996,7.72666
cze,1997,9.463
cze,1998,8.2029
cze,1999,9.15117
cze,2000,9.81003
cze,2001,9.76236
cze,2002,10.28455
cze,2003,9.72579
cze,2004,10.03842
cze,2005,10.10906
cze,2006,10.38607
cze,2007,10.44108
cze,2008,10.44358
cze,2009,10.22064
cze,2010,9.91876
cze,2011,9.30737
cze,2012,7.84058
cze,2013,8.3239
cze,2014,8.258
cze,2015,8.62726
cze,2016,8.58757
cze,2017,8.10996
cze,2018,8.54566
cze,2019,8.23027
deu,1972,25.9388
deu,1973,26.70408
deu,1974,27.04203
deu,1975,26.91527
deu,1976,26.51555
deu,1977,25.75797
deu,1978,26.09737
deu,1979,26.42434
deu,1980,25.60606
deu,1981,25.5534
deu,1982,24.96584
deu,1983,25.14223
deu,1984,25.44395
deu,1985,25.84767
deu,1986,26.06929
deu,1987,25.88686
deu,1988,26.30365
deu,1989,25.18888
deu,1990,24.70741
deu,1991,3.86911
deu,1992,4.0354
deu,1993,3.78239
deu,1994,3.40491
deu,1995,2.6188
deu,1996,3.06146
deu,1997,2.86816
deu,1998,2.84258
deu,1999,2.96263
deu,2000,3.00077
deu,2001,3.00101
deu,2002,3.06377
deu,2003,3.1435
deu,2004,3.14712
deu,2005,3.46923
deu,2006,3.51893
deu,2007,3.59421
deu,2008,3.82274
deu,2009,3.95549
deu,2010,3.8687
deu,2011,4.33637
deu,2012,4.62177
deu,2013,4.68814
deu,2014,4.55927
deu,2015,4.42286
deu,2016,4.7173
deu,2017,5.01602
deu,2018,5.01579
deu,2019,5.19428
dnk,1972,13.95403
dnk,1973,10.59104
dnk,1974,10.35581
dnk,1975,10.16562
dnk,1976,9.33233
dnk,1977,8.88593
dnk,1978,8.64315
dnk,1979,8.03885
dnk,1980,8.1897
dnk,1981,7.95228
dnk,1982,7.79262
dnk,1983,7.68266
dnk,1984,7.49689
dnk,1985,7.7311
dnk,1986,7.87755
dnk,1987,8.4274
dnk,1988,8.30493
dnk,1989,8.08579
dnk,1990,8.37803
dnk,1991,8.38929
dnk,1992,8.75503
dnk,1993,8.60682
dnk,1994,8.28381
dnk,1995,6.40235
dnk,1996,6.55674
dnk,1997,6.39844
dnk,1998,6.58221
dnk,1999,7.10902
dnk,2000,7.56571
dnk,2001,7.92908
dnk,2002,7.92023
dnk,2003,7.38783
dnk,2004,7.61971
dnk,2005,7.97426
dnk,2006,8.50725
dnk,2007,7.56986
dnk,2008,8.19116
dnk,2009,8.10042
dnk,2010,7.83118
dnk,2011,7.87289
dnk,2012,7.77655
dnk,2013,7.91702
dnk,2014,7.91884
dnk,2015,7.74368
dnk,2016,7.82952
dnk,2017,8.10562
dnk,2018,8.21404
dnk,2019,8.37137
dom,1972,15.05757
dom,1973,14.98202
dom,1974,17.07095
dom,1975,17.27003
dom,1976,16.17146
dom,1978,16.20253
dom,1979,12.41726
dom,1980,12.47455
dom,1981,14.45745
dom,1982,14.00902
dom,1983,13.8237
dom,1984,18.44811
dom,1985,20.41411
dom,1986,16.32724
dom,1987,19.16294
dom,1988,15.3923
dom,1989,17.24061
dom,1990,17.70265
dom,1991,13.79084
dom,1992,16.68369
dom,1993,17.54559
dom,1994,19.18487
dom,1995,16.44972
dom,1996,14.10224
dom,1997,10.80762
dom,1998,14.85779
dom,1999,14.33229
dom,2000,14.01335
dom,2001,14.62821
dom,2002,15.42484
dom,2003,16.11358
dom,2004,13.77223
dom,2005,16.6544
dom,2006,17.79909
dom,2007,19.56183
dom,2008,14.57379
dom,2009,17.2474
dom,2010,18.75421
dom,2011,17.39678
dom,2012,17.41525
dom,2013,16.41968
dom,2014,17.07295
dom,2015,17.6469
dom,2016,16.6665
dom,2017,17.70824
dom,2018,17.11579
dom,2019,18.32998
egy,1975,18.85672
egy,1976,19.26355
egy,1977,17.02067
egy,1978,17.24986
egy,1979,15.50987
egy,1981,22.25232
egy,1982,20.22666
egy,1983,24.55251
egy,1984,28.15809
egy,1985,28.42491
egy,1986,27.18372
egy,1987,30.07664
egy,1988,23.52436
egy,1989,22.98006
egy,1990,22.35401
egy,1991,21.33954
egy,1992,16.09028
egy,1993,16.92862
egy,1994,17.27373
egy,1995,18.16645
egy,1996,27.10494
egy,1997,26.48953
egy,2002,8.44311
egy,2003,7.48556
egy,2004,7.21002
egy,2005,8.61963
egy,2006,7.16198
egy,2007,7.83592
egy,2008,6.92082
egy,2009,8.0401
egy,2010,8.11113
egy,2011,6.65759
egy,2012,5.63602
egy,2013,4.53278
egy,2014,3.92978
egy,2015,4.2745
esp,1972,17.74671
esp,1973,19.01617
esp,1974,18.37844
esp,1975,18.45316
esp,1976,17.47329
esp,1977,15.70629
esp,1978,15.8927
esp,1979,9.43972
esp,1980,8.68302
esp,1981,8.14231
esp,1982,7.99724
esp,1983,7.91542
esp,1984,7.91954
esp,1985,7.12984
esp,1986,7.66011
esp,1987,9.01739
esp,1988,7.9686
esp,1989,8.69291
esp,1990,5.70811
esp,1991,5.62572
esp,1992,5.72925
esp,1993,6.11651
esp,1994,5.65802
esp,2017,2.48745
esp,2018,2.3959
esp,2019,2.43446
est,1991,18.19839
est,1995,16.77404
est,1996,15.33809
est,1997,15.98537
est,1998,15.14493
est,1999,14.8873
est,2000,14.77412
est,2001,14.20017
est,2002,13.44479
est,2003,13.64445
est,2004,12.0105
est,2005,11.5976
est,2006,11.18134
est,2007,10.40797
est,2008,9.95261
est,2009,9.13105
est,2010,9.86727
est,2011,10.34172
est,2012,10.57878
est,2013,10.04982
est,2014,10.43606
est,2015,10.07309
est,2016,10.29604
est,2017,10.59826
est,2018,10.10702
est,2019,10.3322
eth,1990,43.08197
eth,1991,35.53706
eth,1992,35.04939
eth,1993,29.73356
eth,1994,29.65289
eth,1995,35.06436
eth,1996,32.93951
eth,1997,31.27466
eth,1998,26.33406
eth,1999,42.17341
eth,2001,22.07915
eth,2002,28.33799
eth,2003,18.43933
eth,2004,23.15413
eth,2005,18.82605
eth,2006,34.16964
eth,2007,35.29594
eth,2008,15.64099
eth,2009,20.90896
eth,2010,21.48117
eth,2011,19.84773
eth,2012,12.8113
eth,2013,17.06716
eth,2014,21.03374
eth,2015,18.77265
eth,2016,19.18551
eth,2017,18.70355
eth,2018,18.82823
eth,2019,19.80316
fin,1972,11.84575
fin,1973,11.84825
fin,1974,10.9375
fin,1975,10.75775
fin,1976,10.10563
fin,1977,9.92559
fin,1978,10.22937
fin,1979,10.11773
fin,1980,11.0144
fin,1981,10.41952
fin,1982,10.5046
fin,1983,10.90375
fin,1984,10.13468
fin,1985,10.56293
fin,1986,10.23722
fin,1987,10.54566
fin,1988,10.21633
fin,1989,10.29554
fin,1990,10.84265
fin,1991,10.5143
fin,1992,11.18119
fin,1993,9.43209
fin,1994,10.1466
fin,1995,6.40543
fin,1996,6.92153
fin,1997,7.21723
fin,1998,7.13773
fin,1999,7.26187
fin,2000,7.39458
fin,2001,7.93851
fin,2002,7.99264
fin,2003,7.98524
fin,2004,8.05037
fin,2005,8.01532
fin,2006,8.1976
fin,2007,8.26072
fin,2008,8.24088
fin,2009,8.41798
fin,2010,8.2423
fin,2011,7.79509
fin,2012,7.66479
fin,2013,7.75579
fin,2014,7.55574
fin,2015,7.93251
fin,2016,8.07439
fin,2017,8.07149
fin,2018,8.12735
fin,2019,8.26883
fji,1990,8.16292
fji,1991,25.76639
fji,1992,31.60085
fji,1993,25.69794
fji,1994,12.32423
fji,1995,21.77888
fji,1996,18.21906
fji,2004,15.50973
fji,2005,16.118
fji,2006,16.57401
fji,2010,12.87528
fji,2011,14.43192
fji,2012,15.22547
fji,2013,15.46518
fji,2014,12.3312
fji,2015,12.04582
fji,2016,12.49099
fji,2017,14.24948
fji,2018,17.93503
fji,2019,15.51198
fra,1972,9.80519
fra,1973,9.86975
fra,1974,8.61625
fra,1975,8.47131
fra,1976,8.2312
fra,1977,7.43922
fra,1978,7.12773
fra,1979,7.27998
fra,1980,10.59597
fra,1981,10.45063
fra,1982,10.30686
fra,1983,10.19938
fra,1984,10.10133
fra,1985,10.13576
fra,1986,9.21234
fra,1987,9.45109
fra,1988,9.78853
fra,1989,9.3213
fra,1990,9.16521
fra,1991,9.02015
fra,1992,8.9605
fra,1993,9.12919
fra,1994,8.5938
fra,1995,6.75807
fra,1996,6.91702
fra,1997,6.79825
fra,1998,5.89981
fra,1999,5.81385
fra,2000,5.84384
fra,2001,5.62448
fra,2002,5.75873
fra,2003,5.52192
fra,2004,5.72174
fra,2005,5.75088
fra,2006,5.62565
fra,2007,5.59895
fra,2008,5.49915
fra,2009,5.58062
fra,2010,5.33937
fra,2011,5.44029
fra,2012,5.47105
fra,2013,5.47535
fra,2014,5.29153
fra,2015,5.40024
fra,2016,5.37137
fra,2017,5.46569
fra,2018,5.51692
fra,2019,5.57087
fsm,2008,54.90204
fsm,2009,48.18006
fsm,2010,44.97245
fsm,2011,43.59448
fsm,2012,42.25091
fsm,2013,35.8409
fsm,2014,42.41729
fsm,2015,47.92659
fsm,2016,49.64581
fsm,2017,54.04524
fsm,2018,53.01961
fsm,2019,51.21624
gab,2012,22.97435
gab,2013,16.82834
gab,2014,19.32875
gab,2015,16.50746
gab,2016,17.72899
gab,2017,12.32864
gab,2018,10.87913
gab,2019,11.64808
gbr,1972,17.84007
