geo,time,sl_uem_1524_fe_zs
prt,2013,39.54
prt,2014,35.364
prt,2015,34.435
prt,2016,28.777
prt,2017,25.511
prt,2018,20.872
prt,2019,21.404
prt,2020,24.456
pry,1991,9.608
pry,1992,7.276
pry,1993,8.924
pry,1994,7.942
pry,1995,8.243
pry,1996,18.568
pry,1997,14.654
pry,1998,10.761
pry,1999,11.846
pry,2000,17.375
pry,2001,14.217
pry,2002,22.535
pry,2003,18.175
pry,2004,18.166
pry,2005,14.079
pry,2006,14.702
pry,2007,16.072
pry,2008,13.554
pry,2009,15.454
pry,2010,14.553
pry,2011,16.308
pry,2012,13.717
pry,2013,11.556
pry,2014,15.672
pry,2015,11.726
pry,2016,15.288
pry,2017,12.287
pry,2018,18.469
pry,2019,19.825
pry,2020,23.249
pse,1991,19.579
pse,1992,19.123
pse,1993,18.918
pse,1994,18.575
pse,1995,18.35
pse,1996,18.033
pse,1997,17.709
pse,1998,17.486
pse,1999,17.246
pse,2000,16.935
pse,2001,24.397
pse,2002,29.699
pse,2003,34.242
pse,2004,37.133
pse,2005,39.21
pse,2006,33.331
pse,2007,36.699
pse,2008,43.524
pse,2009,38.604
pse,2010,43.461
pse,2011,46.096
pse,2012,55.782
pse,2013,57.599
pse,2014,51.173
pse,2015,55.829
pse,2016,60.449
pse,2017,66.687
pse,2018,69.049
pse,2019,66.824
pse,2020,69.607
pyf,1991,32.478
pyf,1992,33.659
pyf,1993,34.362
pyf,1994,34.85
pyf,1995,35.405
pyf,1996,35.996
pyf,1997,36.545
pyf,1998,36.612
pyf,1999,37.668
pyf,2000,38.227
pyf,2001,38.889
pyf,2002,38.96
pyf,2003,38.344
pyf,2004,38.337
pyf,2005,38.389
pyf,2006,38.405
pyf,2007,38.298
pyf,2008,38.348
pyf,2009,38.93
pyf,2010,38.513
pyf,2011,38.485
pyf,2012,38.074
pyf,2013,38.137
pyf,2014,38.376
pyf,2015,38.471
pyf,2016,38.474
pyf,2017,38.544
pyf,2018,38.563
pyf,2019,38.549
pyf,2020,42.493
qat,1991,5.383
qat,1992,5.761
qat,1993,6.1
qat,1994,6.386
qat,1995,6.6
qat,1996,6.551
qat,1997,6.576
qat,1998,6.611
qat,1999,6.682
qat,2000,6.811
qat,2001,7.121
qat,2002,7.45
qat,2003,7.857
qat,2004,8.487
qat,2005,9.291
qat,2006,10.65
qat,2007,7.089
qat,2008,4.555
qat,2009,6.627
qat,2010,8.65
qat,2011,9.581
qat,2012,8.225
qat,2013,6.722
qat,2014,3.83
qat,2015,2.988
qat,2016,2.359
qat,2017,2.289
qat,2018,1.788
qat,2019,1.03
qat,2020,1.434
rou,1991,26.229
rou,1992,26.711
rou,1993,26.461
rou,1994,25.547
rou,1995,23.398
rou,1996,23.925
rou,1997,19.271
rou,1998,17.096
rou,1999,15.513
rou,2000,15.954
rou,2001,17.181
rou,2002,22.051
rou,2003,20.006
rou,2004,18.68
rou,2005,18.452
rou,2006,20.269
rou,2007,18.837
rou,2008,18.465
rou,2009,20.295
rou,2010,21.771
rou,2011,23.442
rou,2012,22.932
rou,2013,24.541
rou,2014,24.67
rou,2015,23.378
rou,2016,21.928
rou,2017,18.829
rou,2018,16.394
rou,2019,17.645
rou,2020,16.588
rus,1991,13.462
rus,1992,12.909
rus,1993,13.903
rus,1994,17.449
rus,1995,19.976
rus,1996,20.528
rus,1997,24.083
rus,1998,27.629
rus,1999,25.813
rus,2000,22.212
rus,2001,19.193
rus,2002,16.906
rus,2003,18.755
rus,2004,18.618
rus,2005,16.818
rus,2006,17.121
rus,2007,14.391
rus,2008,15.085
rus,2009,18.827
rus,2010,17.449
rus,2011,15.772
rus,2012,15.36
rus,2013,14.974
rus,2014,14.54
rus,2015,17.346
rus,2016,17.555
rus,2017,17.195
rus,2018,18.037
rus,2019,15.683
rus,2020,18.231
rwa,1991,0.23
rwa,1992,0.278
rwa,1993,0.335
rwa,1994,0.392
rwa,1995,0.439
rwa,1996,0.493
rwa,1997,0.596
rwa,1998,0.706
rwa,1999,0.816
rwa,2000,0.917
rwa,2001,1.023
rwa,2002,1.122
rwa,2003,1.231
rwa,2004,1.314
rwa,2005,1.407
rwa,2006,1.51
rwa,2007,1.622
rwa,2008,1.728
rwa,2009,1.855
rwa,2010,1.971
rwa,2011,2.093
rwa,2012,2.216
rwa,2013,2.352
rwa,2014,2.474
rwa,2015,2.49
rwa,2016,2.52
rwa,2017,2.545
rwa,2018,2.55
rwa,2019,2.566
rwa,2020,3.183
sau,1991,16.667
sau,1992,16.517
sau,1993,17.952
sau,1994,19.193
sau,1995,20.407
sau,1996,21.676
sau,1997,23.072
sau,1998,24.443
sau,1999,26.064
sau,2000,33.593
sau,2001,32.647
sau,2002,40.715
sau,2003,43.804
sau,2004,46.089
sau,2005,47.903
sau,2006,49.118
sau,2007,46.682
sau,2008,49.646
sau,2009,54.388
sau,2010,51.829
sau,2011,51.123
sau,2012,57.031
sau,2013,55.682
sau,2014,59.031
sau,2015,57.808
sau,2016,48.701
sau,2017,52.852
sau,2018,63.507
sau,2019,50.039
sau,2020,44.304
sdn,1991,26.466
sdn,1992,26.43
sdn,1993,26.402
sdn,1994,26.361
sdn,1995,26.202
sdn,1996,26.101
sdn,1997,26.141
sdn,1998,26.338
sdn,1999,26.469
sdn,2000,26.545
sdn,2001,26.677
sdn,2002,26.82
sdn,2003,26.947
sdn,2004,27.15
sdn,2005,27.246
sdn,2006,27.362
sdn,2007,27.504
sdn,2008,27.73
sdn,2009,32.637
sdn,2010,38.088
sdn,2011,43.677
sdn,2012,43.343
sdn,2013,42.935
sdn,2014,42.682
sdn,2015,42.507
sdn,2016,42.282
sdn,2017,42.041
sdn,2018,41.906
sdn,2019,41.832
sdn,2020,45.151
sen,1991,11.632
sen,1992,11.669
sen,1993,11.693
sen,1994,11.745
sen,1995,11.708
sen,1996,11.768
sen,1997,11.777
sen,1998,11.768
sen,1999,11.798
sen,2000,11.874
sen,2001,11.903
sen,2002,12.003
sen,2003,14.033
sen,2004,16.195
sen,2005,18.386
sen,2006,20.639
sen,2007,20.498
sen,2008,20.338
sen,2009,20.205
sen,2010,20.02
sen,2011,19.863
sen,2012,17.035
sen,2013,14.339
sen,2014,11.622
sen,2015,9.013
sen,2016,6.688
sen,2017,4.709
sen,2018,5.382
sen,2019,5.991
sen,2020,7.234
sgp,1991,4.309
sgp,1992,8.249
sgp,1993,9.241
sgp,1994,9.674
sgp,1995,8.275
sgp,1996,10.889
sgp,1997,6.636
sgp,1998,10.672
sgp,1999,12.975
sgp,2000,9.119
sgp,2001,10.585
sgp,2002,16.134
sgp,2003,14.911
sgp,2004,15.287
sgp,2005,14.537
sgp,2006,11.636
sgp,2007,10.918
sgp,2008,12.054
sgp,2009,16.507
sgp,2010,12.489
sgp,2011,12.331
sgp,2012,11.966
sgp,2013,13.266
sgp,2014,11.754
sgp,2015,11.208
sgp,2016,12.687
sgp,2017,12.899
sgp,2018,11.321
sgp,2019,9.917
sgp,2020,13.538
slb,1991,3.022
slb,1992,2.886
slb,1993,3.105
slb,1994,3.04
slb,1995,3.035
slb,1996,3.272
slb,1997,3.369
slb,1998,3.372
slb,1999,3.462
slb,2000,3.76
slb,2001,3.667
slb,2002,3.61
slb,2003,3.486
slb,2004,3.547
slb,2005,3.629
slb,2006,3.694
slb,2007,3.753
slb,2008,3.782
slb,2009,3.864
slb,2010,3.199
slb,2011,2.656
slb,2012,2.123
slb,2013,1.525
slb,2014,1.578
slb,2015,1.606
slb,2016,1.609
slb,2017,1.642
slb,2018,1.681
slb,2019,1.729
slb,2020,1.998
sle,1991,4.442
sle,1992,4.407
sle,1993,4.3
sle,1994,4.233
sle,1995,4.171
sle,1996,4.082
sle,1997,4.025
sle,1998,3.945
sle,1999,3.88
sle,2000,3.793
sle,2001,3.742
sle,2002,3.624
sle,2003,3.577
sle,2004,3.472
sle,2005,3.704
sle,2006,3.938
sle,2007,4.17
sle,2008,4.415
sle,2009,4.663
sle,2010,4.908
sle,2011,5.159
sle,2012,5.399
sle,2013,5.647
sle,2014,5.943
sle,2015,6.109
sle,2016,6.152
sle,2017,6.256
sle,2018,6.359
sle,2019,6.456
sle,2020,7.119
slv,1991,13.794
slv,1992,15.292
slv,1993,14.644
slv,1994,13.922
slv,1995,12.945
slv,1996,14.373
slv,1997,11.981
slv,1998,12.595
slv,1999,9.811
slv,2000,8.327
slv,2001,11.675
slv,2002,7.225
slv,2003,7.154
slv,2004,7.688
slv,2005,10.757
slv,2006,8.713
slv,2007,8.376
slv,2008,9.073
slv,2009,13.155
slv,2010,12.075
slv,2011,9.469
slv,2012,9.266
slv,2013,10.383
slv,2014,9.244
slv,2015,10.049
slv,2016,10.083
slv,2017,12.325
slv,2018,11.696
slv,2019,12.942
slv,2020,17.157
som,1991,34.865
som,1992,35.06
som,1993,34.982
som,1994,35.328
som,1995,35.113
som,1996,35.096
som,1997,35.216
som,1998,35.182
som,1999,35.205
som,2000,35.247
som,2001,35.249
som,2002,35.268
som,2003,35.328
som,2004,35.4
som,2005,35.467
som,2006,35.505
som,2007,35.357
som,2008,35.419
som,2009,35.5
som,2010,35.607
som,2011,35.706
som,2012,35.802
som,2013,35.894
som,2014,35.998
som,2015,36.1
som,2016,36.245
som,2017,36.408
som,2018,36.54
som,2019,36.706
som,2020,37.996
srb,1991,29.423
srb,1992,28.775
srb,1993,28.62
srb,1994,29.685
srb,1995,29.779
srb,1996,29.028
srb,1997,29.843
srb,1998,30.313
srb,1999,30.719
srb,2000,28.111
srb,2001,28.492
srb,2002,29.962
srb,2003,31.278
srb,2004,44.026
srb,2005,50.619
srb,2006,53.491
srb,2007,46.465
srb,2008,40.122
srb,2009,43.284
srb,2010,46.261
srb,2011,55.534
srb,2012,55.406
srb,2013,55.693
srb,2014,49.269
srb,2015,47.44
srb,2016,38.934
srb,2017,35.703
srb,2018,31.562
srb,2019,29.392
srb,2020,28.832
ssd,1991,17.545
ssd,1992,17.554
ssd,1993,17.571
ssd,1994,17.577
ssd,1995,17.513
ssd,1996,17.491
ssd,1997,17.437
ssd,1998,17.456
ssd,1999,17.441
ssd,2000,17.397
ssd,2001,17.362
ssd,2002,17.334
ssd,2003,17.298
ssd,2004,17.296
ssd,2005,17.242
ssd,2006,17.184
ssd,2007,17.133
ssd,2008,17.118
ssd,2009,17.192
ssd,2010,17.246
ssd,2011,17.315
ssd,2012,17.363
ssd,2013,17.336
ssd,2014,17.461
ssd,2015,17.625
ssd,2016,17.713
ssd,2017,17.731
ssd,2018,17.776
ssd,2019,17.828
ssd,2020,20.091
stp,1991,25.843
stp,1992,25.872
stp,1993,25.862
stp,1994,25.819
stp,1995,25.808
stp,1996,25.798
stp,1997,25.82
stp,1998,25.833
stp,1999,25.897
stp,2000,26.03
stp,2001,37.996
stp,2002,38.756
stp,2003,38.767
stp,2004,36.304
stp,2005,38.352
stp,2006,38.403
stp,2007,37.34
stp,2008,35.99
stp,2009,34.897
stp,2010,33.521
stp,2011,32.256
stp,2012,31.05
stp,2013,31.174
stp,2014,30.926
stp,2015,31.153
stp,2016,31.412
stp,2017,31.317
stp,2018,31.276
stp,2019,31.2
stp,2020,33.799
sur,1991,50.194
sur,1992,51.608
sur,1993,49.836
sur,1994,35.015
sur,1995,29.026
sur,1996,35.753
sur,1997,42.968
sur,1998,51.415
sur,1999,60.431
sur,2000,55.633
sur,2001,51.065
sur,2002,46.751
sur,2003,42.28
sur,2004,37.984
sur,2005,37.033
sur,2006,35.917
sur,2007,34.924
sur,2008,33.981
sur,2009,33.078
sur,2010,25.587
sur,2011,33.982
sur,2012,30.624
sur,2013,30.423
sur,2014,29.996
sur,2015,20.882
sur,2016,37.623
sur,2017,37.595
sur,2018,37.667
sur,2019,38.233
sur,2020,43.591
svk,1991,21.13
svk,1992,21.574
svk,1993,22.069
svk,1994,26.452
svk,1995,23.073
svk,1996,21.601
svk,1997,22.565
svk,1998,20.43
svk,1999,30.816
svk,2000,33.262
svk,2001,34.395
svk,2002,36.379
svk,2003,30.805
svk,2004,30.445
svk,2005,28.895
svk,2006,27.021
svk,2007,20.249
svk,2008,19.869
svk,2009,26.598
svk,2010,32.053
svk,2011,33.91
svk,2012,32.519
svk,2013,31.623
svk,2014,30.107
svk,2015,27.571
svk,2016,26.366
svk,2017,20.211
svk,2018,16.169
svk,2019,19.733
svk,2020,21.222
svn,1991,19.56
svn,1992,22.05
svn,1993,25.036
svn,1994,22.186
svn,1995,19.512
svn,1996,17.037
svn,1997,19.494
svn,1998,18.437
svn,1999,20.067
svn,2000,18.406
svn,2001,16.639
svn,2002,16.594
svn,2003,18.421
svn,2004,17.719
svn,2005,17.74
svn,2006,16.712
svn,2007,11.155
svn,2008,11.235
svn,2009,13.357
svn,2010,13.839
svn,2011,16.749
svn,2012,20.965
svn,2013,23.612
svn,2014,21.284
svn,2015,14.558
svn,2016,14.753
svn,2017,12.939
svn,2018,9.542
svn,2019,9.154
svn,2020,16.129
swe,1991,7.299
swe,1992,10.977
swe,1993,18.998
swe,1994,19.697
swe,1995,18.119
swe,1996,20.013
swe,1997,20.333
swe,1998,16.323
swe,1999,14.973
swe,2000,7.957
swe,2001,10.599
swe,2002,12.426
swe,2003,13.12
swe,2004,17.165
swe,2005,21.818
swe,2006,21.962
swe,2007,19.697
swe,2008,20.601
swe,2009,23.624
swe,2010,23.537
swe,2011,22.131
swe,2012,22.073
swe,2013,22.098
swe,2014,21.236
swe,2015,19.378
swe,2016,17.115
swe,2017,16.891
swe,2018,16.248
swe,2019,19.713
swe,2020,22.845
swz,1991,43.261
swz,1992,43.487
swz,1993,43.737
swz,1994,44.065
swz,1995,44.419
swz,1996,47.041
swz,1997,49.69
swz,1998,51.012
swz,1999,52.258
swz,2000,53.488
swz,2001,54.609
swz,2002,55.563
swz,2003,56.59
swz,2004,57.631
swz,2005,58.622
swz,2006,59.748
swz,2007,60.914
swz,2008,59.55
swz,2009,58.037
swz,2010,56.459
swz,2011,55.286
swz,2012,53.979
swz,2013,52.74
swz,2014,51.452
swz,2015,49.974
swz,2016,48.845
swz,2017,48.998
swz,2018,49.073
swz,2019,49.098
swz,2020,53.513
syr,1991,20.909
syr,1992,15.378
syr,1993,9.793
syr,1994,18.11
syr,1995,21.598
syr,1996,22.272
syr,1997,22.909
syr,1998,23.499
syr,1999,23.862
syr,2000,32.44
syr,2001,40.716
syr,2002,36.518
syr,2003,32.512
syr,2004,35.173
syr,2005,38.229
syr,2006,41.726
syr,2007,48.004
syr,2008,46.847
syr,2009,42.042
syr,2010,43.078
syr,2011,42.698
syr,2012,43.366
syr,2013,43.796
syr,2014,43.885
syr,2015,44.215
syr,2016,44.461
syr,2017,44.689
syr,2018,44.811
syr,2019,44.959
syr,2020,48.889
tcd,1991,0.506
tcd,1992,0.481
tcd,1993,0.463
tcd,1994,0.48
tcd,1995,0.503
tcd,1996,0.524
tcd,1997,0.542
tcd,1998,0.561
tcd,1999,0.581
tcd,2000,0.598
tcd,2001,0.61
tcd,2002,0.625
tcd,2003,0.637
tcd,2004,0.644
tcd,2005,0.659
tcd,2006,0.674
tcd,2007,0.682
tcd,2008,0.689
tcd,2009,0.694
tcd,2010,0.696
tcd,2011,0.704
tcd,2012,0.703
tcd,2013,0.705
tcd,2014,0.704
tcd,2015,0.703
tcd,2016,0.702
tcd,2017,0.696
tcd,2018,0.689
tcd,2019,0.721
tcd,2020,1.231
tgo,1991,7.454
tgo,1992,7.485
tgo,1993,7.563
tgo,1994,7.419
tgo,1995,7.467
tgo,1996,7.493
tgo,1997,7.497
tgo,1998,7.625
tgo,1999,7.646
tgo,2000,7.715
tgo,2001,7.741
tgo,2002,7.762
tgo,2003,7.784
tgo,2004,7.862
tgo,2005,7.921
tgo,2006,7.92
tgo,2007,6.864
tgo,2008,5.758
tgo,2009,4.661
tgo,2010,3.56
tgo,2011,2.457
tgo,2012,2.945
tgo,2013,3.448
tgo,2014,3.966
tgo,2015,4.503
tgo,2016,5.696
tgo,2017,6.937
tgo,2018,7.003
tgo,2019,7.071
tgo,2020,7.419
tha,1991,5.937
tha,1992,2.536
tha,1993,3.089
tha,1994,2.697
tha,1995,2.483
tha,1996,2.341
tha,1997,1.746
tha,1998,6.561
tha,1999,7.337
tha,2000,6.223
tha,2001,7.548
tha,2002,5.445
tha,2003,5.403
tha,2004,4.483
tha,2005,4.665
tha,2006,5.406
tha,2007,4.45
tha,2008,4.84
tha,2009,4.083
tha,2010,3.21
tha,2011,4.016
tha,2012,3.309
tha,2013,1.572
tha,2014,3.953
tha,2015,4.005
tha,2016,4.778
tha,2017,5.525
tha,2018,4.696
tha,2019,5.54
tha,2020,6.052
tjk,1991,3.737
tjk,1992,4.154
tjk,1993,12.272
tjk,1994,17.101
tjk,1995,19.778
tjk,1996,25.547
tjk,1997,26.011
tjk,1998,30.343
tjk,1999,28.76
tjk,2000,27.747
tjk,2001,27.636
tjk,2002,27.132
tjk,2003,27.175
tjk,2004,25.898
tjk,2005,24.102
tjk,2006,23.75
tjk,2007,22.322
tjk,2008,22.496
tjk,2009,22.971
tjk,2010,21.768
tjk,2011,20.507
tjk,2012,19.175
tjk,2013,18.044
tjk,2014,16.313
tjk,2015,14.746
tjk,2016,13.192
tjk,2017,13.328
tjk,2018,13.2
tjk,2019,12.914
tjk,2020,13.751
tkm,1991,1.881
tkm,1992,2.006
tkm,1993,1.994
tkm,1994,6.105
tkm,1995,10.601
tkm,1996,12.975
tkm,1997,13.577
tkm,1998,14.714
tkm,1999,15.44
tkm,2000,13.713
tkm,2001,12.854
tkm,2002,11.724
tkm,2003,11.039
tkm,2004,9.776
tkm,2005,8.56
tkm,2006,7.569
tkm,2007,6.296
tkm,2008,5.59
tkm,2009,4.777
tkm,2010,5.164
tkm,2011,5.442
tkm,2012,5.602
tkm,2013,5.875
tkm,2014,5.979
tkm,2015,6.074
tkm,2016,6.196
tkm,2017,6.284
tkm,2018,6.227
tkm,2019,6.113
tkm,2020,7.119
tls,1991,11.947
tls,1992,12.308
tls,1993,12.695
tls,1994,13.16
tls,1995,13.541
tls,1996,13.864
tls,1997,14.209
tls,1998,14.324
tls,1999,14.206
tls,2000,12.849
tls,2001,12.982
tls,2002,13.301
tls,2003,12.937
tls,2004,12.677
tls,2005,12.483
tls,2006,12.419
tls,2007,12.083
tls,2008,12.139
tls,2009,12.257
tls,2010,12.364
tls,2011,13.125
tls,2012,13.761
tls,2013,14.397
tls,2014,14.861
tls,2015,15.356
tls,2016,15.753
tls,2017,15.83
tls,2018,15.671
tls,2019,15.131
tls,2020,16.043
ton,1991,4.737
ton,1992,5.222
ton,1993,5.259
ton,1994,7.015
ton,1995,8.557
ton,1996,10.704
ton,1997,12.5
ton,1998,14.091
ton,1999,15.655
ton,2000,17.792
ton,2001,19.399
ton,2002,21.318
ton,2003,23.93
ton,2004,18.336
ton,2005,11.537
ton,2006,5.062
ton,2007,5.839
ton,2008,6.412
ton,2009,7.663
ton,2010,8.052
ton,2011,8.41
ton,2012,9.491
ton,2013,10.226
ton,2014,10.78
ton,2015,11.497
ton,2016,11.62
ton,2017,12.41
ton,2018,13.164
ton,2019,13.029
ton,2020,14.405
tto,1991,42.472
tto,1992,42.418
tto,1993,39.915
tto,1994,37.973
tto,1995,35.111
tto,1996,35.761
tto,1997,33.188
tto,1998,32.349
tto,1999,30.728
tto,2000,27.464
tto,2001,26.001
tto,2002,25.908
tto,2003,25.307
tto,2004,21.059
tto,2005,21.308
tto,2006,16.649
tto,2007,13.979
tto,2008,12.75
tto,2009,14.28
tto,2010,11.228
tto,2011,11.354
tto,2012,10.23
tto,2013,7.851
tto,2014,7.704
tto,2015,6.756
tto,2016,8.319
tto,2017,8.57
tto,2018,8.807
tto,2019,9.072
tto,2020,11.02
tun,1991,28.279
tun,1992,28.378
tun,1993,28.823
tun,1994,29
tun,1995,29.213
tun,1996,29.228
tun,1997,29.46
tun,1998,28.918
tun,1999,28.283
tun,2000,27.518
tun,2001,26.614
tun,2002,26.921
tun,2003,27.781
tun,2004,28.027
tun,2005,26.06
tun,2006,27.057
tun,2007,26.853
tun,2008,27.973
tun,2009,30.671
tun,2010,32.93
tun,2011,45.716
tun,2012,42.594
tun,2013,37.83
tun,2014,35.832
tun,2015,37.75
tun,2016,38.5
tun,2017,37.839
tun,2018,38.432
tun,2019,37.706
tun,2020,40.227
tur,1991,11.951
tur,1992,13.832
tur,1993,16.307
tur,1994,13.692
tur,1995,13.427
tur,1996,11.409
tur,1997,15.33
tur,1998,13.029
tur,1999,14.184
tur,2000,12.007
tur,2001,14.524
tur,2002,17.131
tur,2003,18.858
tur,2004,20.674
tur,2005,20.526
tur,2006,17.381
tur,2007,17.442
tur,2008,18.732
tur,2009,22.381
tur,2010,20.656
tur,2011,18.905
tur,2012,17.74
tur,2013,19.552
tur,2014,20.08
tur,2015,22.013
tur,2016,23.334
tur,2017,25.291
tur,2018,24.667
tur,2019,29.79
tur,2020,29.282
tza,1991,7.714
tza,1992,7.472
tza,1993,7.198
tza,1994,6.93
tza,1995,6.643
tza,1996,6.368
tza,1997,6.123
tza,1998,5.865
tza,1999,5.595
tza,2000,5.346
tza,2001,5.075
tza,2002,5.476
tza,2003,5.9
tza,2004,6.312
tza,2005,6.739
tza,2006,7.185
tza,2007,6.411
tza,2008,5.604
tza,2009,4.733
tza,2010,6.236
tza,2011,7.822
tza,2012,7.398
tza,2013,6.879
tza,2014,4.463
tza,2015,4.521
tza,2016,4.568
tza,2017,4.621
tza,2018,4.685
tza,2019,4.732
tza,2020,5.198
uga,1991,1.191
uga,1992,1.24
uga,1993,1.797
uga,1994,2.355
uga,1995,2.859
uga,1996,3.398
uga,1997,3.95
uga,1998,4.47
uga,1999,4.951
uga,2000,5.52
uga,2001,6.012
uga,2002,6.48
uga,2003,6.669
uga,2004,4.843
uga,2005,3.048
uga,2006,3.749
uga,2007,4.505
uga,2008,5.248
uga,2009,6.022
uga,2010,6.019
uga,2011,5.958
uga,2012,5.993
uga,2013,3.325
uga,2014,3.361
uga,2015,3.407
uga,2016,3.457
uga,2017,3.512
uga,2018,3.548
uga,2019,3.594
uga,2020,4.77
ukr,1991,3.487
ukr,1992,3.463
ukr,1993,3.629
ukr,1994,3.624
ukr,1995,10.01
ukr,1996,14.639
ukr,1997,16.71
ukr,1998,21.305
ukr,1999,22.218
ukr,2000,21.759
ukr,2001,20.44
ukr,2002,18.76
ukr,2003,16.671
ukr,2004,15.754
ukr,2005,14.812
ukr,2006,14.11
ukr,2007,12.703
ukr,2008,12.823
ukr,2009,15.604
ukr,2010,17.137
ukr,2011,17.05
ukr,2012,16.922
ukr,2013,16.622
ukr,2014,22.839
ukr,2015,22.133
ukr,2016,21.768
ukr,2017,16.984
ukr,2018,19.266
ukr,2019,15.35
ukr,2020,16.751
ury,1991,29.09
ury,1992,28.793
ury,1993,27.311
ury,1994,29.723
ury,1995,29.093
ury,1996,36.266
ury,1997,34.66
ury,1998,27.921
ury,1999,29.81
ury,2000,34.267
ury,2001,41.681
ury,2002,45.659
ury,2003,43.751
ury,2004,39.72
ury,2005,34.254
ury,2006,34.573
ury,2007,30.98
ury,2008,28.403
ury,2009,26.346
ury,2010,26.202
ury,2011,22.074
ury,2012,23.693
ury,2013,24.027
ury,2014,23.994
ury,2015,26.437
ury,2016,28.983
ury,2017,30.833
ury,2018,30.998
ury,2019,33.359
ury,2020,39.052
usa,1991,12.447
usa,1992,13.014
usa,1993,12.362
usa,1994,11.835
usa,1995,11.802
usa,1996,11.413
usa,1997,10.917
usa,1998,9.75
usa,1999,9.486
usa,2000,8.893
usa,2001,9.586
usa,2002,11.064
usa,2003,11.384
usa,2004,10.946
usa,2005,10.08
usa,2006,9.624
usa,2007,9.351
usa,2008,11.096
usa,2009,14.786
usa,2010,15.739
usa,2011,15.649
usa,2012,14.588
usa,2013,13.846
usa,2014,12.113
usa,2015,10.332
usa,2016,9.274
usa,2017,8.052
usa,2018,7.632
usa,2019,7.295
usa,2020,14.775
uzb,1991,4.533
uzb,1992,6.969
uzb,1993,11.824
uzb,1994,17.366
uzb,1995,18.43
uzb,1996,25.242
uzb,1997,25.411
uzb,1998,30.681
uzb,1999,31.414
uzb,2000,28.59
uzb,2001,26.965
uzb,2002,24.803
uzb,2003,23.212
uzb,2004,20.619
uzb,2005,17.358
uzb,2006,15.108
uzb,2007,12.141
uzb,2008,12.55
uzb,2009,13.811
uzb,2010,15.122
uzb,2011,11.524
uzb,2012,11.446
uzb,2013,11.81
uzb,2014,12.27
uzb,2015,12.638
uzb,2016,12.713
uzb,2017,14.082
uzb,2018,13.83
uzb,2019,13.385
uzb,2020,15.423
vct,1991,42.821
vct,1992,41.87
vct,1993,41.132
vct,1994,41.097
vct,1995,39.929
vct,1996,39.865
vct,1997,39.25
vct,1998,38.717
vct,1999,38.288
vct,2000,37.826
vct,2001,37.314
vct,2002,36.827
vct,2003,36.489
vct,2004,36.404
vct,2005,36.195
vct,2006,35.873
vct,2007,35.994
vct,2008,35.913
vct,2009,36.599
vct,2010,37.118
vct,2011,37.358
vct,2012,37.661
vct,2013,38.054
vct,2014,38.522
vct,2015,38.943
vct,2016,39.072
vct,2017,39.313
vct,2018,39.456
vct,2019,39.805
vct,2020,42.768
ven,1991,17.423
ven,1992,12.895
ven,1993,10.498
ven,1994,17.633
ven,1995,23.431
ven,1996,26.53
ven,1997,25.366
ven,1998,24.575
ven,1999,30.122
ven,2000,26.978
ven,2001,26.042
ven,2002,34.287
ven,2003,37.124
ven,2004,33.292
ven,2005,21.625
ven,2006,18.965
ven,2007,15.962
ven,2008,13.889
ven,2009,13.432
ven,2010,16.115
ven,2011,16.671
ven,2012,18.161
ven,2013,22.105
ven,2014,19.811
ven,2015,17.211
ven,2016,14.609
ven,2017,15.599
ven,2018,15.694
ven,2019,15.893
ven,2020,18.793
vir,1991,31.751
vir,1992,31.999
vir,1993,31.283
vir,1994,30.929
vir,1995,30.641
vir,1996,31.239
vir,1997,31.811
vir,1998,31.31
vir,1999,30.251
vir,2000,28.538
vir,2001,28.044
vir,2002,28.091
vir,2003,28.691
vir,2004,28.648
vir,2005,28.113
vir,2006,26.309
vir,2007,25.566
vir,2008,25.522
vir,2009,29.257
vir,2010,29.178
vir,2011,31.98
vir,2012,32.925
vir,2013,35.895
vir,2014,36.958
vir,2015,35.279
vir,2016,37.17
vir,2017,35.775
vir,2018,35.951
vir,2019,35.551
vir,2020,37.382
vnm,1991,3.651
vnm,1992,3.441
vnm,1993,3.505
vnm,1994,3.458
vnm,1995,3.417
vnm,1996,3.448
vnm,1997,5.123
vnm,1998,4.213
vnm,1999,4.645
vnm,2000,4.308
vnm,2001,6.3
vnm,2002,4.504
vnm,2003,5.138
vnm,2004,4.771
vnm,2005,5.047
vnm,2006,5.365
vnm,2007,5.619
vnm,2008,4.961
vnm,2009,4.176
vnm,2010,3.315
vnm,2011,3.078
vnm,2012,3.527
vnm,2013,4.422
vnm,2014,4.705
vnm,2015,6.457
vnm,2016,6.734
vnm,2017,7.021
vnm,2018,4.362
vnm,2019,6.739
vnm,2020,8.562
vut,1991,4.091
vut,1992,4.104
vut,1993,4.157
vut,1994,3.93
vut,1995,4.193
vut,1996,4.132
vut,1997,4.039
vut,1998,4.15
vut,1999,4.151
vut,2000,3.979
vut,2001,4.251
vut,2002,4.275
vut,2003,3.979
vut,2004,4.007
vut,2005,3.997
vut,2006,3.932
vut,2007,4.133
vut,2008,4.089
vut,2009,4.209
vut,2010,4.304
vut,2011,4.246
vut,2012,4.325
vut,2013,4.361
vut,2014,4.302
vut,2015,4.416
vut,2016,4.362
vut,2017,4.401
vut,2018,4.593
vut,2019,4.645
vut,2020,5.279
wsm,1991,5.025
wsm,1992,5.802
wsm,1993,6.582
wsm,1994,7.654
wsm,1995,8.333
wsm,1996,9.292
