geo,time,se_pre_enrr
bgd,2015,32.35713
bgd,2016,35.51505
bgd,2017,41.73958
bgd,2018,40.81816
bgd,2020,45.59895
bgr,1971,65.73895
bgr,1972,63.52981
bgr,1973,65.72963
bgr,1974,69.87603
bgr,1975,73.09385
bgr,1976,75.11191
bgr,1977,74.79543
bgr,1978,74.41832
bgr,1979,75.07526
bgr,1980,77.56503
bgr,1981,77.71985
bgr,1982,74.92931
bgr,1983,74.18238
bgr,1984,72.34442
bgr,1985,71.15336
bgr,1986,68.58122
bgr,1987,68.49775
bgr,1988,70.18835
bgr,1989,72.09313
bgr,1990,68.97309
bgr,1991,67.75896
bgr,1992,58.74901
bgr,1993,60.49254
bgr,1994,57.95543
bgr,1995,60.33858
bgr,1996,65.24961
bgr,1997,66.96242
bgr,1998,63.7516
bgr,1999,67.95798
bgr,2000,69.88683
bgr,2001,69.89741
bgr,2002,73.59438
bgr,2003,78.36426
bgr,2004,81.69785
bgr,2005,84.4738
bgr,2006,86.89111
bgr,2007,85.0393
bgr,2008,82.08126
bgr,2009,80.36389
bgr,2010,80.42123
bgr,2011,80.55133
bgr,2012,79.61549
bgr,2013,79.61294
bgr,2014,79.70017
bgr,2015,79.74963
bgr,2016,77.20578
bgr,2017,76.96318
bgr,2018,79.35311
bgr,2019,82.72841
bhr,1971,5.66925
bhr,1973,5.32894
bhr,1974,5.97637
bhr,1975,6.34663
bhr,1976,8.59931
bhr,1977,11.33234
bhr,1978,10.01584
bhr,1979,10.60833
bhr,1980,11.28349
bhr,1981,13.82864
bhr,1982,15.65022
bhr,1983,17.54331
bhr,1984,17.70095
bhr,1985,22.32504
bhr,1986,24.5451
bhr,1987,25.58067
bhr,1988,25.88369
bhr,1989,25.90512
bhr,1991,25.00138
bhr,1992,27.50751
bhr,1993,30.80965
bhr,1994,32.22413
bhr,1995,35.35501
bhr,1996,34.34798
bhr,1997,33.39574
bhr,1998,35.54689
bhr,1999,34.81016
bhr,2000,34.09235
bhr,2001,33.84245
bhr,2002,34.89438
bhr,2003,36.12513
bhr,2004,38.71503
bhr,2005,38.42361
bhr,2006,37.9506
bhr,2008,43.76089
bhr,2009,48.60069
bhr,2010,50.38113
bhr,2011,51.41447
bhr,2012,50.98251
bhr,2013,53.84
bhr,2014,57.05359
bhr,2015,56.00162
bhr,2016,55.25738
bhr,2017,54.44444
bhr,2018,53.66259
bhr,2019,51.56473
bhr,2020,52.60303
bhs,1993,6.9753
bhs,1997,9.2072
bhs,1999,11.4086
bhs,2000,15.81334
bhs,2002,31.99018
bhs,2011,35.96916
bhs,2012,40.19623
bhs,2013,29.84979
bhs,2014,37.38097
bhs,2015,28.61595
bhs,2016,31.70054
bhs,2017,35.27856
bhs,2018,34.52118
bih,2011,14.42019
bih,2013,14.80842
bih,2014,14.05392
bih,2015,15.56137
bih,2016,16.24348
bih,2017,23.43525
bih,2018,25.96977
bih,2019,24.58069
bih,2020,27.27596
blr,1971,34.36077
blr,1972,38.55235
blr,1973,43.54174
blr,1974,49.13089
blr,1975,58.46584
blr,1977,66.20434
blr,1978,68.8576
blr,1979,70.54504
blr,1980,74.40808
blr,1981,58.29383
blr,1982,61.08211
blr,1983,63.54687
blr,1984,65.52787
blr,1985,66.65543
blr,1986,67.05153
blr,1987,90.40501
blr,1988,93.33838
blr,1989,95.01886
blr,1990,95.30071
blr,1991,85.79268
blr,1992,85.84028
blr,1993,79.86522
blr,1994,79.37005
blr,1995,82.86287
blr,1996,82.4275
blr,1999,85.31502
blr,2000,85.90942
blr,2001,88.104
blr,2002,92.53013
blr,2003,93.62484
blr,2004,96.64462
blr,2005,103.6615
blr,2006,105.873
blr,2007,105.54834
blr,2008,103.49447
blr,2009,100.28791
blr,2010,102.21324
blr,2011,104.93488
blr,2012,102.74281
blr,2013,103.7944
blr,2014,102.24996
blr,2015,100.42556
blr,2016,97.76589
blr,2017,98.19752
blr,2018,98.8549
blr,2019,100.59633
blz,1974,6.68351
blz,1976,8.04751
blz,1981,13.9821
blz,1986,21.14542
blz,1987,19.12568
blz,1990,22.60716
blz,1991,22.99532
blz,1992,27.04277
blz,1993,28.24523
blz,1994,26.63858
blz,1995,27.91031
blz,1996,27.43113
blz,1997,26.82498
blz,1999,26.39454
blz,2000,25.86509
blz,2001,25.28423
blz,2003,24.8289
blz,2004,24.4878
blz,2005,28.38942
blz,2006,31.09249
blz,2007,32.02442
blz,2008,37.49111
blz,2009,39.16656
blz,2010,42.54112
blz,2011,43.45499
blz,2012,46.48246
blz,2013,49.03585
blz,2014,50.25459
blz,2015,49.91686
blz,2016,50.46704
blz,2017,48.85091
blz,2018,47.43126
blz,2019,47.67212
blz,2020,46.58512
bmu,1971,109.94526
bmu,1977,115.44622
bmu,1979,123.08534
bmu,1980,124.61707
bmu,1981,122.36239
bmu,1982,129.16667
bmu,1983,125.43641
bmu,1984,166.97009
bmu,1985,170.91634
bmu,2001,53.35775
bmu,2002,51.23762
bmu,2003,49.05897
bmu,2004,54.77707
bmu,2005,51.35834
bmu,2006,52.23684
bmu,2010,50.07013
bmu,2011,48.92396
bmu,2012,61.45985
bmu,2013,57.80089
bmu,2014,60.0304
bmu,2015,68.75
bol,1970,23.93497
bol,1971,26.52175
bol,1972,27.55634
bol,1973,25.67174
bol,1974,25.99905
bol,1980,27.9941
bol,1981,31.99581
bol,1982,32.96825
bol,1983,33.96251
bol,1984,38.11176
bol,1986,37.32931
bol,1987,39.74051
bol,1988,30.85619
bol,1989,29.96095
bol,1990,31.93466
bol,1991,32.56664
bol,1992,33.4032
bol,1993,35.39545
bol,1994,36.32975
bol,1995,37.72195
bol,1996,37.75001
bol,1997,37.84516
bol,1998,46.64165
bol,1999,47.50831
bol,2000,48.8643
bol,2001,48.83811
bol,2002,49.17396
bol,2003,48.86913
bol,2004,51.18019
bol,2005,52.1382
bol,2006,51.69915
bol,2007,50.58868
bol,2008,48.57402
bol,2009,46.45786
bol,2010,47.46241
bol,2011,54.35637
bol,2012,59.08563
bol,2013,62.9319
bol,2014,67.24047
bol,2015,70.18155
bol,2016,73.6691
bol,2017,73.78579
bol,2018,74.47584
bol,2019,77.34214
bra,2007,53.72424
bra,2008,57.42272
bra,2009,56.28175
bra,2011,81.67704
bra,2012,86.0418
bra,2013,86.71731
bra,2014,90.28509
bra,2015,90.6688
bra,2016,96.15143
bra,2017,96.74836
bra,2018,96.52282
bra,2019,95.48522
brb,1974,19.49809
brb,1978,33.09026
brb,1979,30.94279
brb,1980,35.75665
brb,1981,40.43974
brb,1982,39.4277
brb,1983,35.75026
brb,1999,72.90802
brb,2000,69.18207
brb,2001,69.59847
brb,2002,78.16257
brb,2003,78.82321
brb,2004,80.71399
brb,2005,83.63339
brb,2006,87.21137
brb,2007,83.57843
brb,2008,80.23539
brb,2009,81.72896
brb,2010,78.36636
brb,2011,76.26544
brb,2014,88.21529
brb,2015,90.86103
brb,2016,88.44665
brb,2017,89.45107
brb,2018,86.82879
brb,2019,85.74762
brb,2020,84.23703
brn,1978,16.54233
brn,1979,38.5529
brn,1980,40.40404
brn,1981,40.32476
brn,1982,41.76688
brn,1983,41.96903
brn,1984,42.86114
brn,1985,44.26797
brn,1986,43.51487
brn,1987,46.92353
brn,1988,44.07141
brn,1989,45.10029
brn,1991,46.79005
brn,1992,49.06777
brn,1993,57.39101
brn,1994,51.14048
brn,1995,52.13503
brn,1996,54.00305
brn,1997,54.7619
brn,1998,52.11081
brn,1999,52.55183
brn,2000,46.90979
brn,2001,47.72426
brn,2002,53.2315
brn,2003,54.19314
brn,2004,57.69735
brn,2005,58.82584
brn,2006,57.77284
brn,2007,58.50693
brn,2008,59.71991
brn,2009,66.27777
brn,2010,67.18726
brn,2011,68.27597
brn,2012,69.62833
brn,2013,69.96243
brn,2014,70.73132
brn,2015,69.33382
brn,2016,68.42105
brn,2017,67.02703
brn,2018,64.79933
brn,2019,63.34688
brn,2020,63.47784
btn,1995,1.40828
btn,1998,1.09985
btn,1999,0.88652
btn,2000,1.11885
btn,2004,1.74925
btn,2005,1.40936
btn,2007,0.74983
btn,2008,1.04196
btn,2009,1.30693
btn,2010,2.40819
btn,2011,5.62567
btn,2012,9.67018
btn,2013,14.47771
btn,2014,18.68845
btn,2015,22.84408
btn,2016,28.03352
btn,2017,28.97914
btn,2018,34.44237
btn,2019,35.70903
btn,2020,32.69239
bwa,2005,15.95044
bwa,2006,16.5446
bwa,2007,15.235
bwa,2008,17.13069
bwa,2009,16.8414
bwa,2012,14.64902
bwa,2013,17.52325
bwa,2014,20.00521
bwa,2015,21.44787
caf,1971,4.85178
caf,1972,5.29344
caf,1973,5.00692
caf,1976,5.96487
caf,1981,4.9782
caf,1987,4.7006
caf,1988,4.62479
caf,1991,5.78305
caf,2003,1.6809
caf,2005,3.26189
caf,2006,3.21865
caf,2007,3.15003
caf,2008,3.83812
caf,2009,4.16633
caf,2011,5.08724
caf,2017,2.92555
can,1971,40.556
can,1972,40.62485
can,1973,43.31794
can,1974,46.75573
can,1975,53.78721
can,1976,56.51789
can,1977,56.16642
can,1978,53.71523
can,1979,53.02071
can,1980,52.84177
can,1981,55.78458
can,1982,54.93178
can,1983,55.90939
can,1984,55.94
can,1985,57.16406
can,1986,57.84752
can,1987,58.33146
can,1988,59.05208
can,1989,59.86035
can,1990,62.12244
can,1991,61.16305
can,1992,62.50116
can,1993,61.7297
can,1994,62.70171
can,1995,63.93237
can,1996,64.44082
che,1977,68.29914
che,1978,70.1644
che,1979,72.17615
che,1980,74.55548
che,1981,77.14379
che,1982,78.93079
che,1983,82.0679
che,1984,83.15855
che,1985,85.24473
che,1986,87.4849
che,1987,89.95468
che,1988,92.15485
che,1989,91.29784
che,1990,90.49279
che,1991,90.92139
che,1992,90.38074
che,1993,92.77199
che,1994,94.61666
che,1995,96.94099
che,1996,97.44622
che,1998,95.06493
che,1999,92.65172
che,2000,92.39848
che,2001,91.89126
che,2002,92.86028
che,2003,94.0804
che,2004,94.7563
che,2005,98.37715
che,2006,100.29099
che,2007,100.03918
che,2008,100.44961
che,2009,102.30406
che,2010,99.01123
che,2011,99.87362
che,2012,99.41808
che,2013,102.83484
che,2014,105.45886
che,2015,104.94456
che,2016,105.00679
che,2017,103.58897
che,2018,102.81101
che,2019,102.69396
chl,1970,23.29027
chl,1971,26.47195
chl,1972,30.06014
chl,1973,30.75334
chl,1974,42.65263
chl,1975,48.68238
chl,1976,51.52632
chl,1977,58.1759
chl,1978,62.149
chl,1979,64.25598
chl,1980,69.00172
chl,1981,69.05224
chl,1982,72.29736
chl,1984,68.26602
chl,1985,78.09621
chl,1986,80.84227
chl,1988,83.0512
chl,1989,80.98212
chl,1990,82.66731
chl,1991,75.68037
chl,1992,87.31071
chl,1993,90.66819
chl,1994,91.54453
chl,1995,97.48018
chl,1996,99.05987
chl,1998,74.35175
chl,1999,77.58502
chl,2000,78.97057
chl,2002,77.83904
chl,2003,75.21954
chl,2004,77.73395
chl,2005,81.80958
chl,2006,81.91054
chl,2007,84.01844
chl,2008,83.64179
chl,2009,86.41861
chl,2010,108.15619
chl,2011,113.28231
chl,2012,114.30201
chl,2013,79.03
chl,2014,81.71444
chl,2015,82.34609
chl,2016,82.36523
chl,2017,81.76367
chl,2018,82.15423
chl,2019,84.8024
chn,1974,2.25482
chn,1975,2.40795
chn,1976,5.67297
chn,1977,12.97702
chn,1978,8.59494
chn,1979,7.85397
chn,1980,9.1039
chn,1981,12.40632
chn,1982,11.99475
chn,1983,13.40051
chn,1984,14.49168
chn,1985,16.89035
chn,1986,19.47879
chn,1987,21.02293
chn,1988,22.43303
chn,1989,21.92033
chn,1990,20.91724
chn,1991,21.48073
chn,1992,22.68739
chn,1993,23.49319
chn,1994,23.62886
chn,1995,24.5862
chn,1996,25.96795
chn,1997,27.46844
chn,1998,40.81071
chn,1999,44.90832
chn,2000,44.85822
chn,2001,44.70245
chn,2002,40.0533
chn,2003,39.19936
chn,2006,42.55637
chn,2007,44.78932
chn,2008,47.09227
chn,2009,50.15158
chn,2010,53.66678
chn,2011,59.92233
chn,2012,68.3507
chn,2013,72.77946
chn,2014,76.07127
chn,2015,78.65605
chn,2016,82.36118
chn,2017,84.79782
chn,2018,88.09341
chn,2019,89.11855
chn,2020,90.48982
civ,1971,1.22395
civ,1972,1.14887
civ,1973,1.23186
civ,1976,0.7157
civ,1977,0.68055
civ,1978,0.70015
civ,1979,0.7183
civ,1980,0.76439
civ,1981,0.75523
civ,1982,0.78513
civ,1983,0.78256
civ,1984,0.77918
civ,1985,0.85814
civ,1986,0.83416
civ,1987,0.88949
civ,1988,1.00354
civ,1989,1.06621
civ,1990,1.0847
civ,1991,0.9825
civ,1992,0.91936
civ,1993,1.42803
civ,1994,1.73666
civ,1995,1.93206
civ,1996,2.26834
civ,1997,2.2852
civ,1998,2.40758
civ,1999,2.38452
civ,2000,2.55058
civ,2001,2.6633
civ,2002,2.75623
civ,2003,2.93406
civ,2006,3.04814
civ,2007,2.90746
civ,2008,2.8701
civ,2009,3.44108
civ,2011,3.93747
civ,2012,4.69799
civ,2013,5.64322
civ,2014,6.4557
civ,2015,7.05883
civ,2016,7.75951
civ,2017,8.15109
civ,2018,8.2043
civ,2019,8.3459
civ,2020,10.61969
cmr,1971,3.16783
cmr,1972,3.49982
cmr,1973,3.80981
cmr,1974,4.10231
cmr,1975,4.38106
cmr,1976,4.64925
cmr,1977,4.85913
cmr,1978,5.03614
cmr,1979,6.28511
cmr,1980,6.8072
cmr,1981,7.29772
cmr,1982,6.89766
cmr,1983,6.83862
cmr,1984,8.91486
cmr,1985,10.49584
cmr,1986,11.01133
cmr,1987,12.08679
cmr,1988,12.59685
cmr,1989,12.22289
cmr,1990,11.96822
cmr,1991,11.75499
cmr,1992,11.43595
cmr,1993,11.11398
cmr,1994,10.53323
cmr,1995,10.32596
cmr,1997,9.50664
cmr,1998,9.80249
cmr,1999,10.9267
cmr,2000,12.67802
cmr,2001,12.83806
cmr,2002,13.23292
cmr,2003,13.57888
cmr,2004,16.85856
cmr,2005,18.13272
cmr,2006,17.85216
cmr,2007,19.24243
cmr,2008,22.58843
cmr,2009,23.84257
cmr,2010,25.4624
cmr,2011,26.65805
cmr,2012,29.65908
cmr,2013,31.85254
cmr,2014,33.87899
cmr,2015,37.04923
cmr,2016,38.65507
cmr,2017,35.88374
cmr,2018,34.46434
cmr,2019,35.61787
cod,1971,0.94524
cod,1973,0.94952
cod,1993,0.88736
cod,2001,0.8551
cod,2002,1.40907
cod,2007,3.00021
cod,2008,3.3693
cod,2009,4.01535
cod,2010,3.4117
cod,2011,3.68882
cod,2012,3.97916
cod,2013,3.95951
cod,2014,4.17917
cod,2015,4.44439
cod,2018,5.67537
cog,1971,0.27171
cog,1973,1.11979
cog,1978,1.94318
cog,1979,1.67151
cog,1980,1.80357
cog,1981,1.93299
cog,1982,1.93321
cog,1983,2.37683
cog,1984,2.89545
cog,1985,2.66769
cog,1986,2.72852
cog,1987,2.83257
cog,1988,2.6172
cog,1989,2.54065
cog,1990,2.67807
cog,1991,2.60022
cog,1992,2.99516
cog,1993,2.00294
cog,1994,1.85055
cog,1995,1.10242
cog,1996,0.89446
cog,1997,1.45045
cog,1998,0.48351
cog,1999,2.24588
cog,2000,2.88428
cog,2001,3.40021
cog,2002,5.18897
cog,2003,6.06919
cog,2004,6.94901
cog,2005,7.27341
cog,2006,8.35068
cog,2007,9.24041
cog,2008,10.77888
cog,2009,10.81665
cog,2010,11.47088
cog,2011,11.5919
cog,2012,13.30865
cog,2018,14.28596
col,1972,3.35155
col,1973,3.47921
col,1974,3.95359
col,1975,4.50153
col,1976,5.0835
col,1977,5.54003
col,1978,6.0122
col,1979,6.91505
col,1980,8.07599
col,1981,9.23181
col,1982,8.49792
col,1983,9.4255
col,1984,10.96292
col,1985,11.92314
col,1986,11.46677
col,1987,12.22892
col,1988,12.84952
col,1989,13.40127
col,1991,13.75988
col,1992,18.68502
