geo,time,ag_yld_crel_kg
ago,2008,652.7
ago,2009,571.4
ago,2010,629.3
ago,2011,662.4
ago,2012,552
ago,2013,814.4
ago,2014,888.2
ago,2015,982.5
ago,2016,779.9
ago,2017,754.7
ago,2018,753.3
alb,1961,845.2
alb,1962,941.8
alb,1963,982.3
alb,1964,1023.3
alb,1965,1037.3
alb,1966,1318.6
alb,1967,1464.1
alb,1968,1553.7
alb,1969,1639.8
alb,1970,1646.1
alb,1971,1753.6
alb,1972,1768.7
alb,1973,1843
alb,1974,1934.5
alb,1975,2028.9
alb,1976,2445.1
alb,1977,2550.1
alb,1978,2620.2
alb,1979,2634.8
alb,1980,2364
alb,1981,2500.6
alb,1982,2715.2
alb,1983,3046
alb,1984,2966.3
alb,1985,2900.6
alb,1986,2990.3
alb,1987,2965.6
alb,1988,2875
alb,1989,2961.7
alb,1990,2794.4
alb,1991,2071.9
alb,1992,2158.6
alb,1993,2685
alb,1994,2460.9
alb,1995,2841.5
alb,1996,2450.9
alb,1997,2833.3
alb,1998,2872.1
alb,1999,2798.1
alb,2000,3175.1
alb,2001,3030.8
alb,2002,3291.9
alb,2003,3185.7
alb,2004,3466.3
alb,2005,3462.1
alb,2006,3602.6
alb,2007,3728.4
alb,2008,4081.2
alb,2009,4315.3
alb,2010,4761.8
alb,2011,4750.7
alb,2012,4883.8
alb,2013,4949.8
alb,2014,4892.6
alb,2015,4873.8
alb,2016,4716.4
alb,2017,4813
alb,2018,4840.5
are,1977,1166.7
are,1978,1466.7
are,1979,2242.9
are,1980,2409.6
are,1981,2018.7
are,1982,2000
are,1983,1417.8
are,1984,1613.4
are,1985,1340.2
are,1986,1185.7
are,1987,1106.3
are,1988,808.3
are,1989,1924.7
are,1990,2216.5
are,1991,3494.1
are,1992,4368.3
are,1993,4164.7
are,1994,6414.5
are,1995,6474
are,1996,6502.1
are,1997,15894
are,1998,17746.3
are,1999,17165.8
are,2000,17504.7
are,2001,17476.9
are,2002,18064.6
are,2003,20927.8
are,2004,20373.6
are,2005,20215.2
are,2006,20900.8
are,2007,21428.6
are,2008,22265.9
are,2009,24716.6
are,2010,18069.8
are,2011,24064.3
are,2012,12112.2
are,2013,36761.9
are,2014,13785.4
are,2015,32028.7
are,2016,31538.2
are,2017,30235
are,2018,27582.1
arg,1961,1410.7
arg,1962,1604.9
arg,1963,1511.2
arg,1964,1695.4
arg,1965,1403.2
arg,1966,1557
arg,1967,1606.4
arg,1968,1313.3
arg,1969,1554.7
arg,1970,1775.3
arg,1971,1783.5
arg,1972,1609.5
arg,1973,2041.4
arg,1974,2046.2
arg,1975,1955.9
arg,1976,1907.2
arg,1977,2134.9
arg,1978,2424.3
arg,1979,2252.2
arg,1980,1874.1
arg,1981,2425
arg,1982,2442.8
arg,1983,2330.1
arg,1984,2581.5
arg,1985,2439.5
arg,1986,2582.2
arg,1987,2382.6
arg,1988,2527.9
arg,1989,2129.4
arg,1990,2250.8
arg,1991,2426.2
arg,1992,2955.5
arg,1993,3054.1
arg,1994,2769.5
arg,1995,2904.2
arg,1996,2712.8
arg,1997,3013.7
arg,1998,3818.9
arg,1999,3314.4
arg,2000,3472.5
arg,2001,3396
arg,2002,3282.3
arg,2003,3318.8
arg,2004,3649.7
arg,2005,4110.7
arg,2006,3718
arg,2007,4274.7
arg,2008,4102.1
arg,2009,3267.3
arg,2010,4848.6
arg,2011,4612.1
arg,2012,4146.2
arg,2013,4796.8
arg,2014,4836.8
arg,2015,4779.3
arg,2016,5203.8
arg,2017,5404.9
arg,2018,4671.4
arm,1992,1842.8
arm,1993,1688.9
arm,1994,1439.9
arm,1995,1859
arm,1996,1877.2
arm,1997,1365.8
arm,1998,1768.4
arm,1999,1776.5
arm,2000,1383
arm,2001,1878.7
arm,2002,2204.7
arm,2003,1567.1
arm,2004,2280.8
arm,2005,1938.7
arm,2006,1323.9
arm,2007,2592.6
arm,2008,2405
arm,2009,2250.3
arm,2010,2068.2
arm,2011,2789
arm,2012,2650.5
arm,2013,3072.5
arm,2014,3181.6
arm,2015,3132.1
arm,2016,3076.1
arm,2017,1975.1
arm,2018,2623.6
atg,1966,2500
atg,1967,2250
atg,1968,2500
atg,1969,2250
atg,1970,2400
atg,1971,2285.7
atg,1972,2300
atg,1973,2000
atg,1974,2055.6
atg,1975,1875
atg,1976,1821.4
atg,1977,1666.7
atg,1978,1750
atg,1979,1920
atg,1980,1705.9
atg,1981,1800
atg,1982,1787.9
atg,1983,1789.5
atg,1984,1705.9
atg,1985,1900
atg,1986,1904.8
atg,1987,1920
atg,1988,2035.7
atg,1989,2142.9
atg,1990,2381
atg,1991,1833.3
atg,1992,1713.6
atg,1993,1690.1
atg,1994,1668.4
atg,1995,1607.1
atg,1996,1639
atg,1997,1634.2
atg,1998,1631.8
atg,1999,1631.7
atg,2000,1600
atg,2001,1614.9
atg,2002,1562.5
atg,2003,1571.4
atg,2004,1578.9
atg,2005,1597.4
atg,2006,1625
atg,2007,1601.4
atg,2008,1619
atg,2009,1590.2
atg,2010,1585.9
atg,2011,1597.4
atg,2012,1595.3
atg,2013,1593.1
atg,2014,1580.4
atg,2015,1581.1
atg,2016,1587.3
atg,2017,1585.6
atg,2018,1583.9
aus,1961,1083.9
aus,1962,1217.3
aus,1963,1285.2
aus,1964,1323.7
aus,1965,983.5
aus,1966,1441.6
aus,1967,830.8
aus,1968,1338.7
aus,1969,1114.9
aus,1970,1217.6
aus,1971,1269.6
aus,1972,933.1
aus,1973,1318.5
aus,1974,1393.6
aus,1975,1414
aus,1976,1345.5
aus,1977,987.5
aus,1978,1680.2
aus,1979,1510.2
aus,1980,1052.3
aus,1981,1401.5
aus,1982,875.6
aus,1983,1646.2
aus,1984,1609.3
aus,1985,1453.1
aus,1986,1521.9
aus,1987,1436
aus,1988,1629.4
aus,1989,1676.4
aus,1990,1716.1
aus,1991,1603.4
aus,1992,1896.6
aus,1993,1979.5
aus,1994,1266.7
aus,1995,1871
aus,1996,2129.5
aus,1997,1953.8
aus,1998,1986.3
aus,1999,2111
aus,2000,1962.3
aus,2001,1959.6
aus,2002,2197.5
aus,2003,1020.7
aus,2004,2116.4
aus,2005,1694.6
aus,2006,2111.7
aus,2007,981.3
aus,2008,1332.7
aus,2009,1651.4
aus,2010,1661.5
aus,2011,2097.5
aus,2012,2231.6
aus,2013,1936.1
aus,2014,2138
aus,2015,2027.4
aus,2016,2075.2
aus,2017,2674.3
aus,2018,2035.5
aut,1961,2520.8
aut,1962,2568.4
aut,1963,2509.9
aut,1964,2621.7
aut,1965,2330.1
aut,1966,2940.6
aut,1967,3251
aut,1968,3343.1
aut,1969,3555.7
aut,1970,3192.3
aut,1971,3656.4
aut,1972,3402.6
aut,1973,3855.5
aut,1974,4070.9
aut,1975,3752.7
aut,1976,4173.9
aut,1977,4096.2
aut,1978,4394.2
aut,1979,3729.2
aut,1980,4515.6
aut,1981,4147.1
aut,1982,4778.8
aut,1983,4755.5
aut,1984,5091.4
aut,1985,5269.4
aut,1986,4824.9
aut,1987,4962.9
aut,1988,5546
aut,1989,5289.7
aut,1990,5577.3
aut,1991,5456.5
aut,1992,5152.7
aut,1993,5088.8
aut,1994,5391.7
aut,1995,5502
aut,1996,5391
aut,1997,5900.9
aut,1998,5675.3
aut,1999,5926.9
aut,2000,5403.9
aut,2001,5856.2
aut,2002,5831
aut,2003,5255.4
aut,2004,6495.5
aut,2005,6133.1
aut,2006,5721.8
aut,2007,5844.1
aut,2008,6807.3
aut,2009,6149.5
aut,2010,5903.1
aut,2011,7056.7
aut,2012,6002.9
aut,2013,5846.8
aut,2014,7046.7
aut,2015,6198.1
aut,2016,7246.4
aut,2017,6260.6
aut,2018,6160
aze,1992,2113.9
aze,1993,1617.9
aze,1994,1622.7
aze,1995,1507
aze,1996,1608.4
aze,1997,1669.4
aze,1998,1581.1
aze,1999,2080
aze,2000,2335.2
aze,2001,2600.7
aze,2002,2623.2
aze,2003,2604.1
aze,2004,2588.8
aze,2005,2593.1
aze,2006,2599.3
aze,2007,2667.4
aze,2008,2741.5
aze,2009,2606.7
aze,2010,2020.6
aze,2011,2484.4
aze,2012,2659.7
aze,2013,2692.3
aze,2014,2343.6
aze,2015,3083.6
aze,2016,3005.1
aze,2017,2942.2
aze,2018,3013.7
bdi,1961,946.2
bdi,1962,1010.6
bdi,1963,919.6
bdi,1964,991.9
bdi,1965,983.6
bdi,1966,975.8
bdi,1967,997.3
bdi,1968,1045.7
bdi,1969,1066.6
bdi,1970,1092.3
bdi,1971,1110.7
bdi,1972,1024.8
bdi,1973,1110
bdi,1974,973.3
bdi,1975,1104.7
bdi,1976,1104.8
bdi,1977,1110.1
bdi,1978,1234.2
bdi,1979,1100
bdi,1980,1063.5
bdi,1981,1080.4
bdi,1982,1075.4
bdi,1983,1094
bdi,1984,1108.9
bdi,1985,1152.5
bdi,1986,1213.5
bdi,1987,1228.2
bdi,1988,1194.3
bdi,1989,1369
bdi,1990,1348.5
bdi,1991,1368.9
bdi,1992,1391.4
bdi,1993,1394.1
bdi,1994,1274.8
bdi,1995,1331.9
bdi,1996,1386.3
bdi,1997,1434
bdi,1998,1275.9
bdi,1999,1309.5
bdi,2000,1228.2
bdi,2001,1283.5
bdi,2002,1308.8
bdi,2003,1284.1
bdi,2004,1328.1
bdi,2005,1344.3
bdi,2006,1277
bdi,2007,1301.5
bdi,2008,1280.8
bdi,2009,1295.9
bdi,2010,1231.9
bdi,2011,1153.6
bdi,2012,1106.9
bdi,2013,1178.6
bdi,2014,1332.9
bdi,2015,1203
bdi,2016,1483.7
bdi,2017,1048
bdi,2018,1248.4
bel,1961,3569.2
bel,1962,3950.3
bel,1963,3933.5
bel,1964,4191.9
bel,1965,3814.2
bel,1966,2927.3
bel,1967,4106.5
bel,1968,3896.2
bel,1969,3710.8
bel,1970,3379.9
bel,1971,4218.9
bel,1972,4233.4
bel,1973,4685.8
bel,1974,4845
bel,1975,3656.8
bel,1976,4075.3
bel,1977,4085.3
bel,1978,4902.6
bel,1979,4824.7
bel,1980,4741.7
bel,1981,5016.9
bel,1982,5575.6
bel,1983,4855.7
bel,1984,6316.3
bel,1985,5800
bel,1986,6207.2
bel,1987,5477.7
bel,1988,6100.8
bel,1989,6158.3
bel,1990,5755.1
bel,1991,6368
bel,1992,6243.8
bel,1993,6713.2
bel,1994,6733.2
bel,1995,6730.4
bel,1996,8270.2
bel,1997,7566.1
bel,1998,7516
bel,1999,8133.5
bel,2000,8021.4
bel,2001,8218.1
bel,2002,8500.9
bel,2003,8530.7
bel,2004,9184.9
bel,2005,8649.5
bel,2006,8373.3
bel,2007,8637.7
bel,2008,8885.8
bel,2009,9710
bel,2010,9348.1
bel,2011,9009
bel,2012,8666.3
bel,2013,9212.5
bel,2014,9435.4
bel,2015,9842.2
bel,2016,6984.8
bel,2017,9050.7
bel,2018,8154
ben,1961,546.1
ben,1962,489.9
ben,1963,503.5
ben,1964,529.3
ben,1965,551.5
ben,1966,531.8
ben,1967,577.5
ben,1968,573.8
ben,1969,556.8
ben,1970,577.1
ben,1971,532.7
ben,1972,555.8
ben,1973,687.7
ben,1974,707.9
ben,1975,739.3
ben,1976,724.6
ben,1977,754
ben,1978,741.1
ben,1979,720.9
ben,1980,718.3
ben,1981,653.8
ben,1982,649.5
ben,1983,599.9
ben,1984,799.1
ben,1985,855.8
ben,1986,836.2
ben,1987,725.1
ben,1988,834.7
ben,1989,853.7
ben,1990,847.9
ben,1991,878.6
ben,1992,913.4
ben,1993,919.2
ben,1994,956.9
ben,1995,1086.5
ben,1996,1009.6
ben,1997,1117
ben,1998,1055.9
ben,1999,1162.6
ben,2000,1102.1
ben,2001,1069.3
ben,2002,1131.1
ben,2003,1148.7
ben,2004,1146
ben,2005,1136.4
ben,2006,1190.5
ben,2007,1286
ben,2008,1158.7
ben,2009,1423.5
ben,2010,1200.6
ben,2011,1517.8
ben,2012,1373.2
ben,2013,1479.6
ben,2014,1460.3
ben,2015,1336.7
ben,2016,1455.9
ben,2017,1405.4
ben,2018,1432.4
bfa,1961,408.5
bfa,1962,477.9
bfa,1963,473.1
bfa,1964,522.5
bfa,1965,485.7
bfa,1966,495.4
bfa,1967,452.3
bfa,1968,625.8
bfa,1969,484.5
bfa,1970,516.6
bfa,1971,444.5
bfa,1972,461.2
bfa,1973,436.6
bfa,1974,488.2
bfa,1975,558.1
bfa,1976,499.4
bfa,1977,528.8
bfa,1978,576.4
bfa,1979,580.1
bfa,1980,569.8
bfa,1981,576.6
bfa,1982,568.3
bfa,1983,514.9
bfa,1984,589.9
bfa,1985,708.8
bfa,1986,699.5
bfa,1987,641.7
bfa,1988,726.9
bfa,1989,672.9
bfa,1990,600.2
bfa,1991,876.6
bfa,1992,871.5
bfa,1993,936.2
bfa,1994,787.9
bfa,1995,851.1
bfa,1996,916.5
bfa,1997,704.5
bfa,1998,889
bfa,1999,912.9
bfa,2000,856.4
bfa,2001,967.8
bfa,2002,942.7
bfa,2003,996.3
bfa,2004,940.7
bfa,2005,1127.2
bfa,2006,1203.9
bfa,2007,936.1
bfa,2008,1039.9
bfa,2009,1002
bfa,2010,1062.7
bfa,2011,995.1
bfa,2012,1203
bfa,2013,1156.5
bfa,2014,1225.8
bfa,2015,1168.9
bfa,2016,1136.8
bfa,2017,1009
bfa,2018,1107.9
bgd,1961,1681.1
bgd,1962,1514
bgd,1963,1749.4
bgd,1964,1691.8
bgd,1965,1670
bgd,1966,1570.8
bgd,1967,1681.5
bgd,1968,1727.9
bgd,1969,1724.7
bgd,1970,1666.2
bgd,1971,1583.1
bgd,1972,1554.5
bgd,1973,1785.2
bgd,1974,1708.4
bgd,1975,1831.6
bgd,1976,1769
bgd,1977,1923.7
bgd,1978,1926.9
bgd,1979,1870.9
bgd,1980,2005.8
bgd,1981,1937.5
bgd,1982,1997.9
bgd,1983,2205.6
bgd,1984,2134.6
bgd,1985,2148.5
bgd,1986,2146.6
bgd,1987,2202.1
bgd,1988,2235.8
bgd,1989,2500.3
bgd,1990,2490.6
bgd,1991,2585.8
bgd,1992,2625.7
bgd,1993,2647.7
bgd,1994,2475.9
bgd,1995,2593.2
bgd,1996,2694.2
bgd,1997,2682.4
bgd,1998,2865.3
bgd,1999,3116.4
bgd,2000,3384.4
bgd,2001,3311
bgd,2002,3395
bgd,2003,3479.3
bgd,2004,3439.4
bgd,2005,3681.6
bgd,2006,3761.4
bgd,2007,4020.9
bgd,2008,4102.5
bgd,2009,4176
bgd,2010,4288.3
bgd,2011,4352.8
bgd,2012,4395.8
bgd,2013,4508.6
bgd,2014,4540.9
bgd,2015,4560.4
bgd,2016,4601
bgd,2017,4706
bgd,2018,4790.7
bgr,1961,1746.6
bgr,1962,1822
bgr,1963,1858.6
bgr,1964,2137
bgr,1965,2297.1
bgr,1966,2930.6
bgr,1967,2951.4
bgr,1968,2439.4
bgr,1969,2822.4
bgr,1970,3124.1
bgr,1971,3184.4
bgr,1972,3702.2
bgr,1973,3492.9
bgr,1974,3184.2
bgr,1975,3430.5
bgr,1976,3741.8
bgr,1977,3381.4
bgr,1978,3498
bgr,1979,3791.6
bgr,1980,3705
bgr,1981,4062.1
bgr,1982,4669.5
bgr,1983,3717.2
bgr,1984,4497.9
bgr,1985,2915
bgr,1986,4047
bgr,1987,3694.7
bgr,1988,3705.5
bgr,1989,4402.1
bgr,1990,3953.7
bgr,1991,3990.8
bgr,1992,2953.6
bgr,1993,2512.7
bgr,1994,2798.9
bgr,1995,3069.5
bgr,1996,1908.6
bgr,1997,3011.5
bgr,1998,2684.7
bgr,1999,2946.8
bgr,2000,2459.9
bgr,2001,2898.5
bgr,2002,3156.3
bgr,2003,2371.3
bgr,2004,4077.8
bgr,2005,3387
bgr,2006,3572.5
bgr,2007,2523.7
bgr,2008,4094.3
bgr,2009,3413
bgr,2010,4031
bgr,2011,4251.2
bgr,2012,3671.8
bgr,2013,4561
bgr,2014,4860.7
bgr,2015,4669.6
bgr,2016,4817.8
bgr,2017,5479.7
bgr,2018,5463.8
bhs,1961,666.7
bhs,1962,833.3
bhs,1963,833.3
bhs,1964,892.9
bhs,1965,909.1
bhs,1966,914.9
bhs,1967,937.5
bhs,1968,940
bhs,1969,980
bhs,1970,980.8
bhs,1971,990.7
bhs,1972,991
bhs,1973,1000
bhs,1974,1000
bhs,1975,1009.9
bhs,1976,1021.2
bhs,1977,1030.6
bhs,1978,1158.7
bhs,1979,1142.9
bhs,1980,1141.3
bhs,1981,1142.9
bhs,1982,1165.4
bhs,1983,1250
bhs,1984,1333.3
bhs,1985,1344.3
bhs,1986,1344.3
bhs,1987,1363.6
bhs,1988,1400
bhs,1989,1400
bhs,1990,1500
bhs,1991,1666.7
bhs,1992,1666.7
bhs,1993,1600
bhs,1994,1793.1
bhs,1995,1793.1
bhs,1996,1793.1
bhs,1997,1740
bhs,1998,1984.2
bhs,1999,2165.7
bhs,2000,2476.2
bhs,2001,3000
bhs,2002,3050
bhs,2003,3400
bhs,2004,3550
bhs,2005,3600
bhs,2006,3800
bhs,2007,4000
bhs,2008,4761.9
bhs,2009,6000
bhs,2010,7533.3
bhs,2011,7308.5
bhs,2012,7340.4
bhs,2013,7413.2
bhs,2014,7500.3
bhs,2015,8352.5
bhs,2016,8732.7
bhs,2017,9081.8
bhs,2018,8722.3
bih,1992,3552.8
bih,1993,3504
bih,1994,3606
bih,1995,3586.3
bih,1996,3536.8
bih,1997,3523.7
bih,1998,3481.2
bih,1999,3756.4
bih,2000,2550.2
bih,2001,3201.7
bih,2002,3828.2
bih,2003,2521.6
bih,2004,4433.5
bih,2005,4253.3
bih,2006,4290.8
bih,2007,3223.2
bih,2008,4427.1
bih,2009,4503.1
bih,2010,3853
bih,2011,3724.9
bih,2012,3000.6
bih,2013,4026.9
bih,2014,3977.4
bih,2015,3812.1
bih,2016,5191.7
bih,2017,3732.1
bih,2018,5487.9
blr,1992,2741.1
blr,1993,2791.1
blr,1994,2268.3
blr,1995,2063.2
blr,1996,2191
blr,1997,2405.7
blr,1998,1889.9
blr,1999,1501.5
blr,2000,1949.7
blr,2001,2000.7
blr,2002,2477.8
blr,2003,2433
blr,2004,2986.1
blr,2005,2848.5
blr,2006,2550.5
blr,2007,2880.9
blr,2008,3549.7
blr,2009,3367.9
blr,2010,2808.3
blr,2011,3241.4
blr,2012,3479.1
blr,2013,3007.8
blr,2014,3720.5
blr,2015,3690.2
blr,2016,3207.3
blr,2017,3358.7
blr,2018,2724.8
blz,1961,596.4
blz,1962,598.8
blz,1963,694.8
blz,1964,697.3
blz,1965,742
blz,1966,550.9
blz,1967,1027.9
blz,1968,1176.3
blz,1969,1272.7
blz,1970,1628.7
blz,1971,1529.1
blz,1972,1414.9
blz,1973,1860.7
blz,1974,1313.2
blz,1975,1054.7
blz,1976,1450.4
blz,1977,1592.2
blz,1978,1851.9
blz,1979,1711.2
blz,1980,1988.6
blz,1981,2071.5
blz,1982,2030.5
blz,1983,1865.2
blz,1984,1526
blz,1985,1515.9
blz,1986,1753
blz,1987,1706.6
blz,1988,1686.6
blz,1989,1612.4
blz,1990,2013.8
blz,1991,2485.1
blz,1992,2289.7
blz,1993,2185.3
blz,1994,1898.1
blz,1995,1917.7
blz,1996,2504.9
blz,1997,2394.2
blz,1998,2458.5
blz,1999,2805.4
blz,2000,2418.3
blz,2001,3100
blz,2002,2448.9
blz,2003,2851.8
blz,2004,2365.7
blz,2005,2869.5
blz,2006,2672.3
blz,2007,2939.5
blz,2008,2427.2
blz,2009,2686.5
blz,2010,3223.4
blz,2011,3155.5
blz,2012,3451.1
blz,2013,3615.6
blz,2014,3594.6
blz,2015,2897.8
blz,2016,3164.6
blz,2017,4229.1
blz,2018,4043.7
bol,1961,954.3
bol,1962,946.5
bol,1963,945.5
bol,1964,795.1
bol,1965,1051.6
bol,1966,1013.1
bol,1967,1095.6
bol,1968,1080.8
bol,1969,1082.1
bol,1970,1056.4
bol,1971,1103.1
bol,1972,1087.9
bol,1973,1091.5
bol,1974,1081.4
bol,1975,1140.6
bol,1976,1223.1
bol,1977,1038.3
bol,1978,1074.1
bol,1979,1131.6
bol,1980,1116.6
bol,1981,1300.5
bol,1982,1253.3
bol,1983,1043.5
bol,1984,1307.7
bol,1985,1336.4
bol,1986,1287.9
bol,1987,1332.9
bol,1988,1321
bol,1989,1354
bol,1990,1360.8
bol,1991,1358.1
bol,1992,1399.7
bol,1993,1537
bol,1994,1426.7
bol,1995,1561.2
bol,1996,1613.6
bol,1997,1388.2
bol,1998,1494.8
bol,1999,1366.5
bol,2000,1641.9
bol,2001,1784.9
bol,2002,1712.4
bol,2003,1963.3
bol,2004,1618.7
bol,2005,1927
bol,2006,2100.1
bol,2007,1763.3
bol,2008,2016.4
bol,2009,2346
bol,2010,2267.3
bol,2011,2045.3
bol,2012,2113.2
bol,2013,1717.9
bol,2014,1958.1
bol,2015,2280.2
bol,2016,2111.3
bol,2017,1845.6
bol,2018,2333.7
bra,1961,1346.3
bra,1962,1381.5
bra,1963,1322.4
bra,1964,1256.4
bra,1965,1428.3
bra,1966,1321.3
bra,1967,1402.2
bra,1968,1350.5
bra,1969,1302.8
bra,1970,1408.8
bra,1971,1290.8
bra,1972,1299.7
bra,1973,1411.7
bra,1974,1455.8
bra,1975,1358.8
bra,1976,1444.6
bra,1977,1452.5
bra,1978,1210.1
bra,1979,1301.3
bra,1980,1575.7
bra,1981,1611.1
bra,1982,1544.8
bra,1983,1614.6
bra,1984,1677.3
bra,1985,1827.8
bra,1986,1664.7
bra,1987,1882.1
bra,1988,1858.8
bra,1989,1999.7
bra,1990,1755.1
bra,1991,1850.7
bra,1992,2142.5
bra,1993,2354.6
bra,1994,2285
bra,1995,2513.1
bra,1996,2422.2
bra,1997,2521.8
bra,1998,2580.4
bra,1999,2732
bra,2000,2643.3
bra,2001,3147.6
bra,2002,2844.8
bra,2003,3385.4
bra,2004,3131.8
bra,2005,2882.6
bra,2006,3210.5
bra,2007,3553.1
bra,2008,3831.3
bra,2009,3532.1
bra,2010,4040.6
bra,2011,4037.5
bra,2012,4584.5
bra,2013,4826.4
bra,2014,4640.4
bra,2015,5000.4
bra,2016,4181.5
bra,2017,5209.5
bra,2018,4805.8
brb,1961,1884.2
brb,1962,2511.2
brb,1963,1883
brb,1964,1788.7
brb,1965,1866.7
brb,1966,2075
brb,1967,2325.6
brb,1968,2375.4
brb,1969,2402.7
brb,1970,2424.2
brb,1971,2333.3
brb,1972,2727.6
brb,1973,2631.6
brb,1974,2614.4
brb,1975,2614.4
brb,1976,2614.4
brb,1977,2614.4
brb,1978,2614.4
brb,1979,2614.4
brb,1980,2500
brb,1981,2500
brb,1982,2500
brb,1983,2500
brb,1984,2727.3
brb,1985,2500
brb,1986,2561
brb,1987,2561
brb,1988,2619
brb,1989,2619
brb,1990,2674.4
brb,1991,2625
brb,1992,2571.4
brb,1993,2666.7
brb,1994,2600
brb,1995,2750
brb,1996,2666.7
brb,1997,2600
brb,1998,2600
brb,1999,2600
brb,2000,2608.7
brb,2001,2604.2
brb,2002,2626.5
brb,2003,2630
brb,2004,2659.6
brb,2005,2736.8
brb,2006,2700
brb,2007,2666.7
brb,2008,2740.9
brb,2009,2827.1
brb,2010,2884.2
brb,2011,2987.6
brb,2012,3200
brb,2013,2833.3
brb,2014,2700
brb,2015,2755.2
brb,2016,2887.1
brb,2017,2900
brb,2018,2912.3
brn,1961,1730.6
brn,1962,1852.7
brn,1963,1371.1
brn,1964,1323.5
brn,1965,1173.7
brn,1966,1392.2
brn,1967,1587.1
brn,1968,1586.8
brn,1969,1858.1
brn,1970,1962.1
brn,1971,1602.4
brn,1972,1617.5
brn,1973,2425.1
brn,1974,2904
brn,1975,2717.8
brn,1976,1964.7
brn,1977,1503.4
brn,1978,1591.7
brn,1979,2175.9
brn,1980,1379.7
brn,1981,1364.3
brn,1982,1482.5
brn,1983,1579.7
brn,1984,1557.1
brn,1985,1239.4
brn,1986,2135.9
brn,1987,1063
brn,1988,2168.5
brn,1989,2228.6
brn,1990,1550
brn,1991,1600
brn,1992,1233.3
brn,1993,2257.1
brn,1994,1670.2
brn,1995,1638.7
brn,1996,1651.9
brn,1997,1249.7
brn,1998,1070.7
brn,1999,526.3
brn,2000,650
brn,2001,729.2
brn,2002,729.4
brn,2003,792.8
brn,2004,819
brn,2005,872.8
brn,2006,809.1
brn,2007,725.5
brn,2008,700.8
brn,2009,514.7
brn,2010,580.1
brn,2011,922.7
brn,2012,977.2
brn,2013,966.4
brn,2014,1430.5
brn,2015,2146
brn,2016,1558.4
brn,2017,1660.4
brn,2018,2004
btn,1961,1440.8
btn,1962,1440
btn,1963,1438.8
btn,1964,1439.4
btn,1965,1437.5
btn,1966,1437.7
btn,1967,1435.1
btn,1968,1432.7
btn,1969,1435.2
btn,1970,1436.7
btn,1971,1437
btn,1972,1441
btn,1973,1439.7
btn,1974,1442.6
btn,1975,1447.9
btn,1976,1438.9
btn,1977,1444.4
btn,1978,1443.3
btn,1979,1434.2
btn,1980,1425
btn,1981,1457.7
btn,1982,1445.3
btn,1983,1429
btn,1984,1442.3
btn,1985,1386.1
btn,1986,1371.9
btn,1987,1181.9
btn,1988,1019.7
btn,1989,1015.2
btn,1990,1279.8
btn,1991,1027.5
btn,1992,1063.6
btn,1993,1164.2
btn,1994,1281.1
btn,1995,1365.8
btn,1996,1467.5
btn,1997,1541
btn,1998,1559.5
btn,1999,1506.7
btn,2000,1437.9
btn,2001,1449.4
btn,2002,1549
btn,2003,1791.3
btn,2004,2995.2
btn,2005,2334.9
btn,2006,2199.7
btn,2007,1999.2
btn,2008,2741.5
btn,2009,2160.4
