geo,time,sl_tlf_acti_1524_fe_zs
bhr,2001,25.545
bhr,2002,25.437
bhr,2003,25.382
bhr,2004,25.362
bhr,2005,25.357
bhr,2006,25.35
bhr,2007,25.396
bhr,2008,25.485
bhr,2009,25.625
bhr,2010,25.815
bhr,2011,23.337
bhr,2012,24.348
bhr,2013,25.447
bhr,2014,26.607
bhr,2015,27.795
bhr,2016,27.689
bhr,2017,27.382
bhr,2018,27.013
bhr,2019,26.593
bhr,2020,24.222
bhs,1990,52.553
bhs,1991,51.875
bhs,1992,51.208
bhs,1993,50.554
bhs,1994,49.917
bhs,1995,51.588
bhs,1996,50.11
bhs,1997,51.42
bhs,1998,51.075
bhs,1999,50.907
bhs,2000,50.649
bhs,2001,50.544
bhs,2002,50.803
bhs,2003,50.211
bhs,2004,49.681
bhs,2005,49.216
bhs,2006,48.762
bhs,2007,48.259
bhs,2008,47.549
bhs,2009,46.701
bhs,2010,46.714
bhs,2011,46.894
bhs,2012,46.824
bhs,2013,46.444
bhs,2014,46.307
bhs,2015,46.056
bhs,2016,45.683
bhs,2017,45.182
bhs,2018,44.769
bhs,2019,44.325
bhs,2020,38.237
bih,1990,31.065
bih,1991,31.58
bih,1992,31.827
bih,1993,31.88
bih,1994,31.58
bih,1995,31.174
bih,1996,30.811
bih,1997,30.548
bih,1998,30.177
bih,1999,29.364
bih,2000,28.896
bih,2001,28.518
bih,2002,28.068
bih,2003,27.727
bih,2004,27.209
bih,2005,26.475
bih,2006,26.01
bih,2007,25.413
bih,2008,25.614
bih,2009,24.275
bih,2010,25.815
bih,2011,23.443
bih,2012,20.768
bih,2013,19.44
bih,2014,23.371
bih,2015,24.692
bih,2016,21.515
bih,2017,23.664
bih,2018,23.237
bih,2019,30.019
bih,2020,26.979
blr,1990,39.577
blr,1991,39.672
blr,1992,40.565
blr,1993,41.266
blr,1994,42.32
blr,1995,43.223
blr,1996,42.964
blr,1997,42.015
blr,1998,41.281
blr,1999,40.952
blr,2000,41.277
blr,2001,41.613
blr,2002,41.95
blr,2003,42.282
blr,2004,42.604
blr,2005,42.913
blr,2006,43.22
blr,2007,43.517
blr,2008,43.806
blr,2009,44.088
blr,2010,44.362
blr,2011,44.631
blr,2012,44.891
blr,2013,45.148
blr,2014,45.409
blr,2015,45.679
blr,2016,45.959
blr,2017,47.376
blr,2018,45.039
blr,2019,44.912
blr,2020,44.302
blz,1990,31.837
blz,1991,32.347
blz,1992,32.948
blz,1993,33.096
blz,1994,32.733
blz,1995,33.397
blz,1996,34.06
blz,1997,34.71
blz,1998,34.914
blz,1999,34.344
blz,2000,34.179
blz,2001,34.016
blz,2002,33.852
blz,2003,33.691
blz,2004,33.532
blz,2005,33.374
blz,2006,33.259
blz,2007,33.134
blz,2008,32.996
blz,2009,32.851
blz,2010,32.698
blz,2011,32.542
blz,2012,32.386
blz,2013,32.229
blz,2014,34.228
blz,2015,33.309
blz,2016,32.399
blz,2017,34.557
blz,2018,34.24
blz,2019,33.682
blz,2020,30.172
bol,1990,45.075
bol,1991,45.231
bol,1992,45.147
bol,1993,45.268
bol,1994,45.435
bol,1995,45.62
bol,1996,45.734
bol,1997,45.907
bol,1998,45.016
bol,1999,44.13
bol,2000,43.247
bol,2001,43.964
bol,2002,44.681
bol,2003,45.399
bol,2004,46.12
bol,2005,46.844
bol,2006,47.574
bol,2007,43.9
bol,2008,44.573
bol,2009,45.194
bol,2010,44.996
bol,2011,44.8
bol,2012,36.097
bol,2013,39.65
bol,2014,42.989
bol,2015,34.649
bol,2016,36.831
bol,2017,38.103
bol,2018,44.29
bol,2019,42.032
bol,2020,36.21
bra,1990,44.487
bra,1991,44.563
bra,1992,45.225
bra,1993,45.885
bra,1994,46.547
bra,1995,47.212
bra,1996,46.066
bra,1997,46.231
bra,1998,46.913
bra,1999,47.754
bra,2000,48.12
bra,2001,48.49
bra,2002,50.223
bra,2003,50.204
bra,2004,51.693
bra,2005,53.274
bra,2006,52.042
bra,2007,52.179
bra,2008,51.683
bra,2009,51.355
bra,2010,49.788
bra,2011,48.231
bra,2012,48.171
bra,2013,47.025
bra,2014,46.307
bra,2015,46.507
bra,2016,47.563
bra,2017,48.909
bra,2018,49.103
bra,2019,50.141
bra,2020,43.631
brb,1990,62.237
brb,1991,60.517
brb,1992,58.756
brb,1993,57.722
brb,1994,56.658
brb,1995,61.324
brb,1996,60.49
brb,1997,57.97
brb,1998,56.942
brb,1999,55.62
brb,2000,55.744
brb,2001,55.851
brb,2002,54.141
brb,2003,54.262
brb,2004,52.153
brb,2005,51.959
brb,2006,50.366
brb,2007,49.493
brb,2008,49.718
brb,2009,49.193
brb,2010,48.792
brb,2011,49.453
brb,2012,42.518
brb,2013,41.647
brb,2014,46.118
brb,2015,38.602
brb,2016,43.162
brb,2017,39.828
brb,2018,40.612
brb,2019,42.048
brb,2020,37.964
brn,1990,37.234
brn,1991,37.799
brn,1992,38.546
brn,1993,39.248
brn,1994,39.925
brn,1995,40.598
brn,1996,41.365
brn,1997,42.143
brn,1998,42.891
brn,1999,43.583
brn,2000,44.213
brn,2001,44.819
brn,2002,44.256
brn,2003,43.713
brn,2004,43.185
brn,2005,42.652
brn,2006,42.064
brn,2007,41.488
brn,2008,40.931
brn,2009,40.388
brn,2010,39.85
brn,2011,39.2
brn,2012,38.5
brn,2013,37.81
brn,2014,37.136
brn,2015,36.483
brn,2016,35.863
brn,2017,35.259
brn,2018,35.31
brn,2019,32.517
brn,2020,31.865
btn,1990,47.84
btn,1991,47.262
btn,1992,46.669
btn,1993,46.059
btn,1994,45.425
btn,1995,44.818
btn,1996,45.23
btn,1997,45.832
btn,1998,46.565
btn,1999,47.399
btn,2000,48.316
btn,2001,49.39
btn,2002,50.56
btn,2003,51.754
btn,2004,52.841
btn,2005,53.752
btn,2006,53.774
btn,2007,53.751
btn,2008,53.675
btn,2009,53.535
btn,2010,41.189
btn,2011,41.34
btn,2012,36.949
btn,2013,32.954
btn,2014,29.404
btn,2015,32.054
btn,2016,31.301
btn,2017,30.455
btn,2018,29.538
btn,2019,28.583
btn,2020,26.268
bwa,1990,42.414
bwa,1991,41.897
bwa,1992,41.357
bwa,1993,40.791
bwa,1994,40.172
bwa,1995,39.495
bwa,1996,38.923
bwa,1997,38.267
bwa,1998,37.47
bwa,1999,36.889
bwa,2000,36.283
bwa,2001,36.546
bwa,2002,36.791
bwa,2003,37.016
bwa,2004,37.222
bwa,2005,37.411
bwa,2006,37.588
bwa,2007,37.142
bwa,2008,36.679
bwa,2009,36.205
bwa,2010,35.12
bwa,2011,34.711
bwa,2012,34.301
bwa,2013,33.89
bwa,2014,33.476
bwa,2015,33.062
bwa,2016,32.679
bwa,2017,32.303
bwa,2018,31.936
bwa,2019,31.581
bwa,2020,32.296
caf,1990,52.202
caf,1991,52.223
caf,1992,52.115
caf,1993,52.038
caf,1994,51.968
caf,1995,51.882
caf,1996,51.859
caf,1997,51.911
caf,1998,51.924
caf,1999,51.885
caf,2000,51.743
caf,2001,51.925
caf,2002,52.039
caf,2003,52.011
caf,2004,52.084
caf,2005,52.088
caf,2006,52.309
caf,2007,52.508
caf,2008,52.649
caf,2009,52.807
caf,2010,52.857
caf,2011,53.23
caf,2012,53.575
caf,2013,53.297
caf,2014,53.501
caf,2015,53.725
caf,2016,53.578
caf,2017,53.381
caf,2018,53.142
caf,2019,52.876
caf,2020,51.961
can,1990,67.336
can,1991,66.104
can,1992,64.468
can,1993,62.248
can,1994,61.864
can,1995,61.344
can,1996,60.363
can,1997,59.2
can,1998,60.113
can,1999,61.551
can,2000,62.874
can,2001,63.232
can,2002,65.261
can,2003,66.476
can,2004,66.069
can,2005,65.705
can,2006,66.238
can,2007,66.483
can,2008,66.792
can,2009,65.252
can,2010,64.814
can,2011,64.457
can,2012,63.682
can,2013,63.827
can,2014,64.631
can,2015,64.409
can,2016,64.017
can,2017,63.978
can,2018,63.327
can,2019,65.104
can,2020,61.577
chanisl,1990,49.178
chanisl,1991,49.578
chanisl,1992,48.978
chanisl,1993,49.333
chanisl,1994,49.83
chanisl,1995,50.217
chanisl,1996,49.649
chanisl,1997,49.382
chanisl,1998,49.634
chanisl,1999,49.355
chanisl,2000,49.144
chanisl,2001,49.825
chanisl,2002,47.21
chanisl,2003,47.023
chanisl,2004,46.296
chanisl,2005,47.25
chanisl,2006,47.41
chanisl,2007,48.446
chanisl,2008,49.004
chanisl,2009,47.358
chanisl,2010,45.806
chanisl,2011,47.831
chanisl,2012,47.633
chanisl,2013,47.489
chanisl,2014,47.565
chanisl,2015,47.614
chanisl,2016,47.459
chanisl,2017,47.232
chanisl,2018,47.188
chanisl,2019,46.943
chanisl,2020,46.074
che,1990,69.252
che,1991,70.254
che,1992,69.605
che,1993,72.186
che,1994,67.783
che,1995,64.367
che,1996,65.784
che,1997,65.067
che,1998,63.964
che,1999,69.408
che,2000,66.125
che,2001,66.904
che,2002,68.076
che,2003,68.245
che,2004,65.939
che,2005,64.705
che,2006,67.014
che,2007,64.467
che,2008,66.123
che,2009,68.506
che,2010,67.366
che,2011,67.878
che,2012,66.211
che,2013,67.051
che,2014,67.435
che,2015,68.314
che,2016,68.951
che,2017,67.749
che,2018,67.611
che,2019,66.297
che,2020,64.577
chl,1990,30.633
chl,1991,30.846
chl,1992,31.194
chl,1993,31.283
chl,1994,31.298
chl,1995,31.545
chl,1996,31.683
chl,1997,32.609
chl,1998,31.053
chl,1999,30.015
chl,2000,29.291
chl,2001,27.503
chl,2002,26.657
chl,2003,27.77
chl,2004,28.816
chl,2005,29.486
chl,2006,29.117
chl,2007,29.882
chl,2008,31.96
chl,2009,31.988
chl,2010,30.834
chl,2011,32.366
chl,2012,32.064
chl,2013,31.432
chl,2014,31.037
chl,2015,30.484
chl,2016,29.784
chl,2017,30.336
chl,2018,30.699
chl,2019,29.449
chl,2020,22.085
chn,1990,79.191
chn,1991,78.274
chn,1992,77.325
chn,1993,76.328
chn,1994,75.273
chn,1995,74.158
chn,1996,72.986
chn,1997,71.76
chn,1998,70.484
chn,1999,69.166
chn,2000,67.819
chn,2001,66.645
chn,2002,65.461
chn,2003,64.268
chn,2004,63.056
chn,2005,61.818
chn,2006,60.554
chn,2007,59.261
chn,2008,57.939
chn,2009,56.585
chn,2010,55.2
chn,2011,54.055
chn,2012,52.799
chn,2013,51.535
chn,2014,50.395
chn,2015,49.304
chn,2016,48.178
chn,2017,46.995
chn,2018,45.837
chn,2019,44.82
chn,2020,42.569
civ,1990,41.632
civ,1991,41.512
civ,1992,41.294
civ,1993,41.012
civ,1994,40.71
civ,1995,40.472
civ,1996,40.539
civ,1997,40.522
civ,1998,40.484
civ,1999,39.782
civ,2000,39.079
civ,2001,38.374
civ,2002,37.674
civ,2003,36.98
civ,2004,36.294
civ,2005,35.619
civ,2006,34.943
civ,2007,34.275
civ,2008,33.615
civ,2009,32.964
civ,2010,32.321
civ,2011,31.675
civ,2012,31.035
civ,2013,30.398
civ,2014,29.764
civ,2015,29.129
civ,2016,28.487
civ,2017,27.846
civ,2018,27.652
civ,2019,27.458
civ,2020,26.876
cmr,1990,68.465
cmr,1991,68.524
cmr,1992,68.526
cmr,1993,68.425
cmr,1994,68.342
cmr,1995,68.205
cmr,1996,68.134
cmr,1997,68.003
cmr,1998,67.812
cmr,1999,67.588
cmr,2000,67.346
cmr,2001,67.224
cmr,2002,67.094
cmr,2003,66.958
cmr,2004,66.823
cmr,2005,66.643
cmr,2006,66.577
cmr,2007,66.479
cmr,2008,62.212
cmr,2009,57.708
cmr,2010,53.022
cmr,2011,52.932
cmr,2012,52.828
cmr,2013,52.711
cmr,2014,52.576
cmr,2015,52.416
cmr,2016,52.257
cmr,2017,52.065
cmr,2018,51.852
cmr,2019,51.619
cmr,2020,50.741
cod,1990,50.09
cod,1991,50.19
cod,1992,50.241
cod,1993,50.239
cod,1994,50.242
cod,1995,50.187
cod,1996,50.315
cod,1997,50.342
cod,1998,50.329
cod,1999,50.269
cod,2000,50.193
cod,2001,50.272
cod,2002,50.352
cod,2003,50.429
cod,2004,50.494
cod,2005,50.539
cod,2006,49.012
cod,2007,47.492
cod,2008,45.983
cod,2009,44.486
cod,2010,43.004
cod,2011,41.539
cod,2012,40.095
cod,2013,40.158
cod,2014,40.191
cod,2015,40.176
cod,2016,40.182
cod,2017,40.142
cod,2018,40.067
cod,2019,39.95
cod,2020,37.603
cog,1990,46.796
cog,1991,46.574
cog,1992,46.314
cog,1993,46.013
cog,1994,45.69
cog,1995,45.424
cog,1996,45.202
cog,1997,44.964
cog,1998,44.748
cog,1999,44.503
cog,2000,44.296
cog,2001,44.182
cog,2002,44.049
cog,2003,43.895
cog,2004,43.768
cog,2005,43.686
cog,2006,43.572
cog,2007,43.447
cog,2008,43.36
cog,2009,43.268
cog,2010,43.156
cog,2011,43.303
cog,2012,43.416
cog,2013,43.494
cog,2014,43.559
cog,2015,43.583
cog,2016,43.502
cog,2017,43.385
cog,2018,43.242
cog,2019,43.053
cog,2020,39.759
col,1990,46.588
col,1991,46.675
col,1992,46.876
col,1993,47.14
col,1994,47.408
col,1995,47.618
col,1996,47.595
col,1997,47.656
col,1998,47.532
col,1999,47.094
col,2000,47.12
col,2001,47.1
col,2002,46.614
col,2003,47.641
col,2004,44.402
col,2005,42.456
col,2006,42.583
col,2007,38.123
col,2008,38.098
col,2009,42.12
col,2010,43.605
col,2011,44.281
col,2012,45.842
col,2013,45.411
col,2014,45.327
col,2015,45.497
col,2016,45.408
col,2017,45.46
col,2018,44.64
col,2019,43.185
col,2020,37.908
com,1990,17.629
com,1991,17.583
com,1992,17.595
com,1993,17.533
com,1994,17.376
com,1995,17.245
com,1996,17.077
com,1997,16.922
com,1998,16.725
com,1999,16.509
com,2000,16.323
com,2001,16.127
com,2002,15.91
com,2003,15.679
com,2004,15.445
com,2005,15.157
com,2006,14.859
com,2007,14.554
com,2008,14.243
com,2009,13.929
com,2010,13.614
com,2011,13.298
com,2012,12.982
com,2013,12.667
com,2014,12.357
com,2015,12.212
com,2016,12.1
com,2017,11.974
com,2018,11.834
com,2019,11.687
com,2020,10.885
cpv,1990,47.76
cpv,1991,47.132
cpv,1992,46.505
cpv,1993,45.88
cpv,1994,45.255
cpv,1995,44.632
cpv,1996,44.011
cpv,1997,43.391
cpv,1998,42.774
cpv,1999,42.159
cpv,2000,41.546
cpv,2001,40.936
cpv,2002,40.329
cpv,2003,39.724
cpv,2004,39.123
cpv,2005,38.525
cpv,2006,37.931
cpv,2007,37.34
cpv,2008,36.753
cpv,2009,36.169
cpv,2010,35.59
cpv,2011,35.015
cpv,2012,34.444
cpv,2013,33.878
cpv,2014,33.316
cpv,2015,32.759
cpv,2016,32.207
cpv,2017,31.66
cpv,2018,28.42
cpv,2019,25.55
cpv,2020,22.562
cri,1990,35.144
cri,1991,35.801
cri,1992,33.741
cri,1993,34.839
cri,1994,35.066
cri,1995,35.47
cri,1996,31.51
cri,1997,33.753
cri,1998,38.206
cri,1999,36.836
cri,2000,35.281
cri,2001,37.704
cri,2002,36.072
cri,2003,36.455
cri,2004,33.391
cri,2005,36.932
cri,2006,37.33
cri,2007,39.344
cri,2008,39.04
cri,2009,37.225
cri,2010,33.93
cri,2011,33.756
cri,2012,38.773
cri,2013,39.742
cri,2014,38.072
cri,2015,37.265
cri,2016,32.54
cri,2017,32.589
cri,2018,35.283
cri,2019,38.158
cri,2020,37.304
cub,1990,36.864
cub,1991,35.511
cub,1992,33.946
cub,1993,31.928
cub,1994,31.337
cub,1995,30.903
cub,1996,30.859
cub,1997,30.412
cub,1998,29.784
cub,1999,29.778
cub,2000,29.849
cub,2001,29.789
cub,2002,29.672
cub,2003,29.827
cub,2004,30.146
cub,2005,30.86
cub,2006,31.577
cub,2007,31.857
cub,2008,31.825
cub,2009,32.386
cub,2010,31.62
cub,2011,31.061
cub,2012,30.795
cub,2013,30.475
cub,2014,29.987
cub,2015,29.797
cub,2016,29.279
cub,2017,28.871
cub,2018,28.511
cub,2019,28.024
cub,2020,25.352
cyp,1990,46.45
cyp,1991,47.235
cyp,1992,44.784
cyp,1993,44.117
cyp,1994,43.44
cyp,1995,42.76
cyp,1996,42.099
cyp,1997,41.439
cyp,1998,40.783
cyp,1999,40.133
cyp,2000,39.486
cyp,2001,42.176
cyp,2002,38.931
cyp,2003,40.303
cyp,2004,38.433
cyp,2005,38.917
cyp,2006,38.445
cyp,2007,39.898
cyp,2008,40.822
cyp,2009,39.082
cyp,2010,40.634
cyp,2011,36.908
cyp,2012,35.683
cyp,2013,36.521
cyp,2014,39.844
cyp,2015,39.469
cyp,2016,39.029
cyp,2017,40.483
cyp,2018,42.313
cyp,2019,40.271
cyp,2020,36.733
cze,1990,40.67
cze,1991,42.268
cze,1992,42.394
cze,1993,42.442
cze,1994,43.77
cze,1995,42.023
cze,1996,40.742
cze,1997,38.52
cze,1998,40.109
cze,1999,40.721
cze,2000,40.06
cze,2001,37.447
cze,2002,34.201
cze,2003,32.76
cze,2004,31.198
cze,2005,28.87
cze,2006,29.12
cze,2007,26.83
cze,2008,26.096
cze,2009,26.092
cze,2010,25.261
cze,2011,24.122
cze,2012,25.926
cze,2013,26.053
cze,2014,26.046
cze,2015,27.343
cze,2016,26.207
cze,2017,26.582
cze,2018,26.234
cze,2019,25.856
cze,2020,21.417
deu,1990,58.698
deu,1991,58.443
deu,1992,56.322
deu,1993,53.933
deu,1994,52.816
deu,1995,50.258
deu,1996,47.048
deu,1997,46.062
deu,1998,46.366
deu,1999,47.505
deu,2000,47.055
deu,2001,47.265
deu,2002,47.199
deu,2003,46.695
deu,2004,44.358
deu,2005,46.713
deu,2006,47.641
deu,2007,48.98
deu,2008,49.49
deu,2009,49.156
deu,2010,48.762
deu,2011,49.938
deu,2012,48.027
deu,2013,48.687
deu,2014,47.696
deu,2015,47.087
deu,2016,47.401
deu,2017,48.332
deu,2018,47.855
deu,2019,48.432
deu,2020,50.12
dji,1990,20.149
dji,1991,20.154
dji,1992,19.977
dji,1993,19.585
dji,1994,19.248
dji,1995,18.999
dji,1996,18.637
dji,1997,18.408
dji,1998,18.239
