geo,time,se_sec_enrl_vo
phl,1993,0
phl,1994,0
phl,1995,0
phl,1996,0
phl,1997,0
phl,2017,562545
png,1970,6580
png,1971,6692
png,1972,7951
png,1973,8456
png,1974,8822
png,1975,11629
png,1976,11549
png,1977,10119
png,1978,8560
png,1979,8799
png,1981,9633
png,1982,8882
png,1984,8607
png,1986,8252
png,1987,9639
png,1988,10536
png,1989,9331
png,1990,9846
png,1991,10257
png,1992,11370
png,1993,12259
png,1994,12860
png,1995,9941
png,1998,15663
png,2012,29327
png,2016,43678
pol,1971,1332887
pol,1972,1391414
pol,1973,1439504
pol,1974,1474774
pol,1975,1488978
pol,1976,1474772
pol,1977,1455875
pol,1978,1420018
pol,1979,1384527
pol,1980,1351500
pol,1981,1328655
pol,1982,1271506
pol,1983,1213329
pol,1984,1194734
pol,1985,1218381
pol,1986,1230078
pol,1987,1261127
pol,1988,1316393
pol,1989,1357579
pol,1990,1415648
pol,1991,1443070
pol,1992,1465620
pol,1993,1651832
pol,1994,1690961
pol,1995,1730065
pol,1996,1750249
pol,1997,1754167
pol,1998,1762077
pol,1999,1759810
pol,2000,1749353
pol,2001,1725570
pol,2002,1338304
pol,2003,1180964
pol,2004,876864
pol,2005,813589
pol,2006,779359
pol,2007,784223
pol,2008,806094
pol,2009,816222
pol,2010,814077
pol,2011,796143
pol,2012,765997
pol,2013,785567
pol,2014,744518
pol,2015,733931
pol,2016,697988
pol,2017,684955
pri,1971,0
pri,1972,0
pri,1973,0
pri,1974,0
pri,1975,0
pri,1976,0
pri,1977,0
pri,1978,0
pri,1979,0
pri,1980,0
pri,1981,0
pri,1982,0
pri,1983,0
pri,1984,0
pri,1985,0
pri,1986,0
pri,1987,0
pri,1988,0
pri,1989,0
pri,1990,0
pri,1991,0
pri,1992,0
pri,1993,0
pri,1994,0
pri,1995,0
pri,2013,7203.75409
pri,2014,7220
pri,2015,20020
pri,2016,6618
prt,1971,154605
prt,1972,158341
prt,1973,164111
prt,1974,158788
prt,1975,170488
prt,1976,136483
prt,1977,113357
prt,1978,90512
prt,1979,46625
prt,1980,43732
prt,1986,7551
prt,1987,10136
prt,1988,16424
prt,1990,17014
prt,1991,32274
prt,1992,31356
prt,1993,78834
prt,1994,111554
prt,1995,116319
prt,1996,126004
prt,1998,111974
prt,1999,102343
prt,2000,98490
prt,2001,114438
prt,2002,114920
prt,2003,105753
prt,2004,93552
prt,2005,110303
prt,2006,110647
prt,2007,124721
prt,2008,153204
prt,2009,177350
prt,2010,183156
prt,2011,182926
prt,2012,184953
prt,2013,219620
prt,2014,213205
prt,2015,220261
prt,2016,197748
prt,2017,192356
pry,1970,7035
pry,1971,6083
pry,1972,4531
pry,1973,3618
pry,1974,3700
pry,1975,5376
pry,1976,5330
pry,1977,5427
pry,1978,4567
pry,1980,6923
pry,1981,7299
pry,1982,8783
pry,1983,8791
pry,1984,9694
pry,1985,9275
pry,1986,9551
pry,1987,9914
pry,1988,10877
pry,1989,9000
pry,1990,10528
pry,1991,11680
pry,1992,16228
pry,1993,18595
pry,1994,20394
pry,1995,21346
pry,1996,23444
pry,1998,22512
pry,1999,31136
pry,2000,34639
pry,2001,39861
pry,2002,45392
pry,2003,46819
pry,2004,47214
pry,2005,47240
pry,2006,48768
pry,2007,51431
pry,2008,53887
pry,2009,55617
pry,2010,56762
pry,2011,60488
pry,2012,98188
pry,2016,96957
pse,1995,1468
pse,1996,1714
pse,1997,1775
pse,1999,2274
pse,2000,2898
pse,2001,3605
pse,2002,4045
pse,2003,4283
pse,2004,4548
pse,2005,5279
pse,2006,5890
pse,2007,6317
pse,2008,6582
pse,2009,8203
pse,2010,9254
pse,2011,2799
pse,2012,2803
pse,2013,2721
pse,2014,2725
pse,2015,2851
pse,2016,3109
pse,2017,3798
pse,2018,5387
pyf,1971,1109
pyf,1972,1483
pyf,1973,1512
pyf,1974,1529
pyf,1975,1822
pyf,1976,1755
pyf,1977,1941
pyf,1978,2218
pyf,1979,2286
pyf,1980,2400
pyf,1981,2627
pyf,1982,2855
pyf,1983,3443
pyf,1984,3391
pyf,1985,3441
pyf,1986,3500
pyf,1987,4113
pyf,1988,4294
pyf,1989,3931
pyf,1990,4642
pyf,1991,3505
pyf,1992,3600
pyf,1993,3730
pyf,1994,3860
pyf,1995,4000
pyf,1996,4150
pyf,1997,4310
qat,1971,446
qat,1972,507
qat,1973,648
qat,1974,653
qat,1975,672
qat,1976,693
qat,1977,631
qat,1978,554
qat,1979,466
qat,1980,447
qat,1981,440
qat,1982,462
qat,1983,518
qat,1984,570
qat,1985,581
qat,1986,700
qat,1987,856
qat,1988,894
qat,1989,924
qat,1990,927
qat,1991,877
qat,1992,843
qat,1993,782
qat,1994,774
qat,1995,671
qat,1996,670
qat,1998,479
qat,1999,741
qat,2000,760
qat,2001,593
qat,2002,552
qat,2003,557
qat,2004,493
qat,2005,519
qat,2006,584
qat,2007,659
qat,2008,604
qat,2009,632
qat,2010,602
qat,2011,605
qat,2012,518
qat,2013,570
qat,2014,588
qat,2015,665
qat,2016,719
qat,2017,675
qat,2018,720
rou,1971,404048
rou,1972,416557
rou,1973,483105
rou,1974,505110
rou,1975,580173
rou,1976,614026
rou,1977,661852
rou,1978,831775
rou,1979,834373
rou,1980,825986
rou,1982,1033453
rou,1983,1225956
rou,1984,1341053
rou,1985,1393948
rou,1986,1434280
rou,1987,1373970
rou,1988,1426819
rou,1991,1216447
rou,1992,959882
rou,1993,792262
rou,1994,777247
rou,1995,784014
rou,1996,761233
rou,1997,754482
rou,1998,686854
rou,1999,654738
rou,2000,573110
rou,2001,592465
rou,2002,616707
rou,2003,650482
rou,2004,672707
rou,2005,693340
rou,2006,682531
rou,2007,668899
rou,2008,655271
rou,2009,619797
rou,2010,607797
rou,2011,581355
rou,2012,558056
rou,2013,511259
rou,2014,459500
rou,2015,437720
rou,2016,417329
rou,2017,413229
rus,1981,1640000
rus,1986,1666000
rus,1989,1764000
rus,1990,1683000
rus,1991,1593000
rus,1992,1577000
rus,1993,1418000
rus,1994,1308000
rus,1998,1667400
rus,1999,1675800
rus,2003,1985275
rus,2004,2032593
rus,2005,2023482
rus,2006,1957642
rus,2007,1841504
rus,2008,1671359
rus,2009,1556758
rus,2011,1554447
rus,2012,1575582
rus,2013,1547945
rus,2014,1483443
rus,2015,1518340
rus,2016,1515614
rus,2017,1431805
rwa,1971,6354
rwa,1976,11232
rwa,1977,13020
rwa,1978,14781
rwa,1979,16150
rwa,1980,16915
rwa,1981,15650
rwa,1982,18679
rwa,1983,25684
rwa,1984,31912
rwa,1985,41585
rwa,1986,39746
rwa,1987,39711
rwa,1988,40653
rwa,1989,48518
rwa,1990,50319
rwa,1991,54227
rwa,1992,71547
rwa,1999,27867
rwa,2000,31993
rwa,2002,37512
rwa,2003,38720
rwa,2004,40475
rwa,2005,39935
rwa,2006,41958
rwa,2007,43349
rwa,2008,46893
rwa,2009,54389
rwa,2011,59463
rwa,2012,58431
rwa,2013,80458
rwa,2014,87943
rwa,2015,100129
rwa,2016,93629
rwa,2017,79595
rwa,2018,88574
sau,1979,22646
sau,2005,85620
sau,2007,79602
sau,2009,115327
sau,2015,23159
sau,2016,22245
sau,2017,20088
sau,2018,21120
sdn,2001,30884
sdn,2002,30412
sdn,2003,22887
sdn,2004,22365
sdn,2005,26233
sdn,2006,44128
sdn,2007,30268
sdn,2008,29507
sdn,2009,27205
sdn,2010,31193
sdn,2011,22173
sdn,2012,25167
sdn,2013,26126
sdn,2014,25273
sdn,2015,40490
sdn,2016,30149
sdn,2017,24900
sen,1971,6103
sen,1972,8449
sen,1978,7825
sen,1979,8446
sen,1980,9060
sen,1981,12173
sen,1982,12740
sen,1983,10395
sen,1984,10051
sen,1985,9581
sen,1986,9234
sen,1987,4577
sen,1988,5360
sen,1989,5397
sen,1990,6381
sen,1992,8360
sen,1996,5989
sen,1997,4624
sen,1998,5190
sen,1999,4146
sen,2000,4425
sen,2001,4452
sen,2002,3897
sen,2004,4284
sen,2005,4859
sen,2008,24025
sen,2010,37473
sen,2011,51572
sen,2012,54188
sen,2013,64870
sen,2014,62742
sen,2015,54350
sen,2016,52576
sen,2017,33843
sen,2018,25162
sgp,1970,12361
sgp,1971,16468
sgp,1972,17649
sgp,1973,22098
sgp,1975,7140
sgp,1976,11751
sgp,1977,8848
sgp,1978,7902
sgp,1979,12013
sgp,1980,13839
sgp,1981,14242
sgp,1982,16361
sgp,1983,17132
sgp,1984,16172
sgp,1985,21161
sgp,1986,23438
sgp,1987,27349
sgp,1988,29604
sgp,1989,30344
sgp,1990,29102
sgp,1991,28871
sgp,1992,28155
sgp,1993,24954
sgp,1994,12492
sgp,1995,9476
sgp,2007,27831
sgp,2008,26998
sgp,2009,26832
slb,1970,358
slb,1971,565
slb,1972,640
slb,1973,784
slb,1975,459
slb,1976,481
slb,1977,544
slb,1978,484
slb,1979,465
slb,1980,483
slb,1981,739
slb,1982,948
slb,1983,1030
slb,1986,1279
slb,1990,0
slb,1991,0
slb,1992,0
slb,1993,0
slb,1994,0
sle,1971,1328
sle,1972,2043
sle,1973,2650
sle,1974,2325
sle,1975,2584
sle,1976,1944
sle,1977,2349
sle,1978,2583
sle,1979,2743
sle,1980,2260
sle,1981,3391
sle,1984,3589
sle,1985,3919
sle,1986,1208
sle,1988,3569
sle,1989,4042
sle,1990,5017
sle,1991,5425
sle,2001,21454
slv,1970,27437
slv,1971,14665
slv,1972,15192
slv,1973,16473
slv,1974,19149
slv,1975,22172
slv,1976,26630
slv,1977,32229
slv,1978,41608
slv,1979,48671
slv,1980,48750
slv,1981,43841
slv,1982,52631
slv,1983,57098
slv,1984,58297
slv,1987,68595
slv,1988,69841
slv,1989,66708
slv,1991,67954
slv,1992,77061
slv,1993,88588
slv,1998,96813
slv,2000,87280
slv,2001,86226
slv,2002,100322
slv,2003,102974
slv,2004,110660
slv,2005,107863
slv,2006,106908
slv,2007,104165
slv,2008,104281
slv,2009,105755
slv,2010,105413
slv,2011,92868
slv,2012,113270
slv,2013,114532
slv,2014,112268
slv,2015,107652
slv,2016,100848
slv,2017,94437
slv,2018,91653
smr,1971,0
smr,1972,0
smr,1973,0
smr,1974,0
smr,1975,0
smr,1976,0
smr,1977,0
smr,1978,0
smr,1979,0
smr,1980,0
smr,1981,0
smr,1982,0
smr,1983,0
smr,1984,0
smr,1985,0
smr,1986,0
smr,1987,126
smr,1988,114
smr,1989,106
smr,1990,113
smr,1991,137
smr,1992,137
smr,1993,158
smr,1994,163
smr,1996,141
smr,1997,129
smr,2000,0
smr,2008,513
smr,2009,521
smr,2010,517
smr,2011,507
smr,2012,538
smr,2018,108
som,1971,1015
som,1972,1648
som,1973,1726
som,1974,2752
som,1976,5246
som,1977,6081
som,1978,5888
som,1979,7286
som,1980,7353
som,1981,10709
som,1982,12870
som,1983,12015
som,1984,9664
som,1985,6236
som,1986,5933
som,2007,0
srb,1999,256995
srb,2000,251916
srb,2001,244962
srb,2002,237615
srb,2003,237225
srb,2004,230847
srb,2005,226114
srb,2006,222765
srb,2007,220352
srb,2008,219185
srb,2009,219467
srb,2010,218418
srb,2011,217482
srb,2012,214795
srb,2013,212233
srb,2014,203312
srb,2015,197538
srb,2016,190899
srb,2017,187383
srb,2018,185638
stp,1971,206
stp,1972,280
stp,1976,234
stp,1977,155
stp,1981,130
stp,1982,180
stp,1983,143
stp,1984,410
stp,1985,329
stp,1987,224
stp,1988,281
stp,2003,37
stp,2004,56
stp,2005,79
stp,2007,100
stp,2008,136
stp,2009,220
stp,2010,213
stp,2011,266
stp,2012,461
stp,2013,610
stp,2014,1028
stp,2015,1639
stp,2016,583
stp,2017,1453
sur,1972,2646
sur,1973,3121
sur,1974,2944
sur,1975,4008
sur,1976,4161
sur,1977,6375
sur,1978,6346
sur,1979,5736
sur,1980,5590
sur,1981,11280
sur,1982,13741
sur,1983,15831
sur,1984,15699
sur,1985,15996
sur,1986,12634
sur,1987,11467
sur,1988,10990
sur,1989,11141
sur,1990,13905
sur,1991,13659
sur,1992,16311
sur,1993,12307
sur,2001,19612
sur,2002,19170
sur,2005,21511
sur,2006,20301
sur,2007,22712
sur,2008,22551
sur,2009,21897
sur,2010,22557
sur,2011,21284
sur,2012,21363
sur,2013,21329
sur,2014,20704
sur,2015,22437
sur,2018,25412
svk,1993,240028
svk,1994,245653
svk,1995,254053
svk,1996,261995
svk,1997,259178
svk,1998,258422
svk,1999,240606
svk,2000,206629
svk,2001,205610
svk,2002,210209
svk,2003,217849
svk,2004,227009
svk,2005,226857
svk,2006,219575
svk,2007,214945
svk,2008,206234
svk,2009,199671
svk,2010,194950
svk,2011,185036
svk,2012,174304
svk,2013,155326
svk,2014,148982
svk,2015,144566
svk,2016,141002
svk,2017,137227
svn,1982,30252
svn,1983,54413
svn,1984,74510
svn,1985,84165
svn,1986,83111
svn,1987,83203
svn,1988,85448
svn,1989,88558
svn,1990,92406
svn,1991,88503
svn,1992,91801
svn,1993,74012
svn,1994,74161
svn,1995,76462
svn,1996,78269
svn,1997,80885
svn,1998,80776
svn,1999,87544
svn,2000,84534
svn,2001,90408
svn,2002,87185
svn,2003,86738
svn,2004,63574
svn,2005,61788
svn,2006,59592
svn,2007,56689
svn,2008,53565
svn,2009,50869
svn,2010,49571
svn,2011,48329
svn,2012,47514
svn,2013,61245
svn,2014,60601
svn,2015,59815
svn,2016,67073
svn,2017,66513
swe,1971,138479
swe,1976,138630
swe,1977,136243
swe,1978,139103
swe,1979,150890
swe,1980,152310
swe,1981,163478
swe,1982,168637
swe,1983,186315
swe,1984,198725
swe,1985,195406
swe,1987,220334
swe,1988,219969
swe,1989,217993
swe,1990,212736
swe,1991,211283
swe,1992,212395
swe,1993,283368
swe,1994,283316
swe,1995,248811
swe,1996,251028
swe,1997,257339
swe,1998,243095
swe,1999,292067
swe,2000,282478
swe,2001,293265
swe,2002,275887
swe,2003,258379
swe,2004,192615
swe,2005,201335
swe,2006,210024
swe,2007,222570
swe,2008,232871
swe,2009,237223
swe,2010,234966
swe,2011,226659
swe,2012,182145
swe,2013,245912
swe,2014,222564
swe,2015,198084
swe,2016,185218
swe,2017,186467
swz,1970,411
swz,1971,474
swz,1972,538
swz,1973,584
swz,1974,663
swz,1975,649
swz,1976,472
swz,1977,403
swz,1978,406
swz,1979,404
swz,1980,467
swz,1981,486
swz,1982,697
swz,1983,1173
swz,1984,1169
swz,1985,1195
swz,1992,350
swz,1993,330
swz,1994,395
swz,1995,353
swz,1996,385
swz,1998,0
swz,1999,0
swz,2000,0
swz,2001,348
swz,2002,1072
swz,2003,686
swz,2004,0
swz,2005,0
swz,2006,0
swz,2007,0
swz,2009,0
swz,2010,0
swz,2011,0
swz,2012,241
swz,2013,396
swz,2014,341
swz,2015,0
swz,2016,4230
sxm,2012,1856
sxm,2014,1594
syc,1970,228
syc,1971,312
syc,1972,399
syc,1973,418
syc,1974,540
syc,1975,313
syc,1976,236
syc,1978,261
syc,1979,542
syc,1980,446
syc,1981,690
syc,1982,806
syc,1983,964
syc,1984,1284
syc,1985,1540
syc,1986,1541
syc,1987,1412
syc,1988,1405
syc,1989,1476
syc,1990,1362
syc,1991,1378
syc,1992,1456
syc,1993,1428
syc,1994,1403
syc,1995,1104
syc,1996,948
syc,2012,266
syc,2013,226
syc,2014,288
syc,2015,272
syc,2016,224
syc,2017,238
syc,2018,88
syr,1971,11836
syr,1972,14268
syr,1973,17629
syr,1974,22181
syr,1975,24046
syr,1976,25061
syr,1977,26314
syr,1978,25424
syr,1979,27062
syr,1980,24990
syr,1981,26337
syr,1982,34639
syr,1983,43588
syr,1984,53765
syr,1985,57843
syr,1986,55466
syr,1987,56664
syr,1988,56602
syr,1989,64280
syr,1990,66590
syr,1991,66467
syr,1992,53289
syr,1993,71319
syr,1994,76480
syr,1995,86918
syr,1996,88270
syr,1997,92622
syr,1998,110689
syr,1999,104434
syr,2000,113750
syr,2001,114595
syr,2002,117505
syr,2003,121744
syr,2004,128462
syr,2005,122356
syr,2006,113994
syr,2007,103573
syr,2008,100258
syr,2009,101767
syr,2010,106443
syr,2011,123333
syr,2012,128675
syr,2013,88569
tca,1971,0
tca,1972,0
tca,1973,0
tca,1974,0
tca,1975,0
tca,1976,0
tca,1977,0
tca,1978,0
tca,1981,0
tca,1985,0
tca,1994,89
tca,1999,132
tca,2000,0
tca,2003,0
tca,2004,0
tca,2005,0
tca,2009,0
tcd,1971,1451
tcd,1972,1546
tcd,1974,1313
tcd,1975,1310
tcd,1976,1263
tcd,1977,1198
tcd,1985,2559
tcd,1986,3926
tcd,1987,4119
tcd,1989,4292
tcd,1990,3819
tcd,1994,3882
tcd,1995,3277
tcd,1996,2926
tcd,1997,2778
tcd,1998,2419
tcd,1999,2885
tcd,2000,3310
tcd,2001,3429
tcd,2002,3547
tcd,2003,3472
tcd,2004,3195
tcd,2005,3473
tcd,2006,3751
tcd,2007,3640
tcd,2008,4157
tcd,2009,4708
tcd,2010,5568
tcd,2011,6534
tcd,2012,6855
tcd,2013,7524
tcd,2014,7702
tcd,2015,8081
tcd,2016,7791
tgo,1971,2257
tgo,1972,2660
tgo,1973,2968
tgo,1974,3421
tgo,1975,4109
tgo,1976,5242
tgo,1977,6602
tgo,1978,7656
tgo,1979,7960
tgo,1980,8093
tgo,1982,7441
tgo,1983,6245
tgo,1984,6048
tgo,1985,5462
tgo,1986,5511
tgo,1987,6201
tgo,1988,6833
tgo,1989,6483
tgo,1990,7132
tgo,1991,8392
tgo,1992,7542
tgo,1994,8224
tgo,1995,7631
tgo,1996,7809
tgo,1997,9076
tgo,1999,15464
tgo,2000,15087
tgo,2001,18571
tgo,2002,19756
tgo,2003,20101
tgo,2004,19838
tgo,2005,27314
tgo,2006,27840
tgo,2007,31846
tgo,2011,27573
tgo,2017,42212
tha,1971,183094
tha,1972,188551
tha,1973,203797
tha,1974,213431
tha,1975,207562
tha,1976,237314
tha,1977,270914
tha,1978,273582
tha,1979,244277
tha,1980,271565
tha,1981,302502
tha,1982,418279
tha,1984,436788
tha,1985,390640
tha,1986,373013
tha,1987,355291
tha,1988,344320
tha,1989,334947
tha,1990,338253
tha,1991,365938
tha,1992,407995
tha,1993,448174
tha,1994,495168
tha,1995,547424
tha,1996,649808
tha,1997,658474
tha,1998,738861
tha,2001,623031
tha,2002,592370
tha,2004,617555
tha,2005,685710
tha,2006,703428
tha,2007,767304
tha,2008,776531
tha,2009,766718
tha,2010,752813
tha,2011,756736
tha,2012,739155
tha,2013,729843
tha,2015,684911
tha,2016,654476
tha,2017,650886
tha,2018,656118
tjk,1999,24688
tjk,2000,23827
tjk,2001,24450
tjk,2002,25323
tjk,2003,25546
tjk,2004,23911
tjk,2005,24195
tjk,2006,24968
tjk,2007,23284
tjk,2008,20912
tjk,2009,21243
tjk,2010,22028
tjk,2011,22630
tjk,2012,15072
tjk,2013,15038
tkm,2014,50735
tls,2001,0
tls,2002,0
tls,2003,0
tls,2004,3253
tls,2005,2800
tls,2008,0
tls,2009,4044
tls,2010,5719
tls,2011,6649
tls,2012,5980
tls,2013,5496
tls,2014,5423
tls,2015,6022
tls,2016,7938
tls,2017,12351
tls,2018,14120
ton,1970,102
ton,1971,291
ton,1972,283
ton,1973,419
ton,1974,632
ton,1975,666
ton,1976,599
ton,1977,511
ton,1978,427
ton,1979,454
ton,1981,806
ton,1982,737
ton,1983,554
ton,1984,566
ton,1985,591
ton,1986,467
ton,1990,872
ton,1991,986
ton,1993,997
ton,1998,575
ton,1999,896
ton,2001,830
ton,2003,1116
ton,2004,1121
ton,2012,281
ton,2013,407
ton,2014,477
ton,2015,399
tto,1971,2829
tto,1972,3085
tto,1973,2794
tto,1977,1182
tto,1978,1100
tto,1979,1000
tto,1981,867
tto,1982,731
tto,1983,559
tto,1984,745
tto,1985,735
tto,1986,738
tto,1987,753
tto,1988,731
tto,1989,829
tto,1990,717
tto,1991,894
tto,1992,551
tto,1993,688
tto,2004,892
tun,1972,42707
tun,1973,41334
tun,1974,59763
tun,1975,56004
tun,1976,57033
tun,1977,63015
tun,1978,73408
tun,1979,79648
tun,1980,82992
tun,1981,84291
tun,1982,87727
tun,1983,87684
tun,1984,87931
tun,1985,86654
tun,1986,90635
tun,1987,83537
tun,1988,85541
tun,1989,74296
tun,1990,57185
tun,1991,38295
tun,1992,21119
tun,1993,12148
tun,1994,45181
tun,1995,50167
tun,1996,54965
tun,1997,17731
tun,1998,85820
tun,2000,105038
tun,2001,78942
tun,2002,63648
tun,2004,86597
tun,2005,102811
tun,2006,112869
tun,2007,120330
tun,2008,132476
tun,2009,142721
tun,2010,139840
tun,2011,160841
tun,2013,99345
tun,2014,62221
tun,2015,62005
tun,2016,94981
tur,1971,244144
tur,1972,263184
tur,1973,266144
tur,1974,285447
tur,1975,311798
tur,1976,374716
tur,1977,423120
tur,1978,468571
tur,1979,482874
tur,1980,514923
tur,1981,536117
tur,1982,530495
tur,1983,540947
tur,1984,560113
tur,1986,627640
tur,1987,676136
tur,1988,731679
tur,1989,783174
tur,1990,840159
tur,1991,910487
tur,1992,989523
tur,1993,1083392
tur,1994,1094185
tur,1995,1250809
tur,1997,1333177
tur,1999,1227533
tur,2000,1129606
tur,2001,1121291
tur,2002,1240288
tur,2003,1261077
tur,2004,1320542
tur,2005,1039651
tur,2006,1112263
tur,2007,1172030
tur,2008,1177219
tur,2009,1419099
tur,2010,1640056
tur,2011,1839875
tur,2012,1830091
tur,2013,2269651
tur,2014,2513887
tur,2015,2788117
tur,2016,2760140
tur,2017,2713530
tuv,1990,31
tuv,1998,73
tuv,2014,0
tuv,2015,0
tuv,2016,36
tuv,2018,19
tza,1970,3762
tza,1971,4218
tza,1972,4639
tza,1973,4866
tza,1974,9114
tza,1975,9741
tza,1976,8951
tza,1977,9771
tza,1978,9934
tza,1979,9567
tza,1980,11423
tza,1981,7449
tza,1982,8101
tza,1983,9404
tza,1984,8796
tza,1985,9847
tza,1986,10527
tza,1987,11667
tza,1988,12832
tza,1989,13263
tza,1990,16850
tza,1991,16297
tza,1992,14051
tza,1993,15824
tza,1994,16252
tza,1995,16388
tza,1996,12571
tza,1997,9136
tza,2010,187257
tza,2016,8462
tza,2017,8070
tza,2018,8024
uga,1970,7524
uga,1973,8528
uga,1974,8108
uga,1975,9392
uga,1976,10102
uga,1977,10765
uga,1978,11242
uga,1979,11199
uga,1980,13468
uga,1981,11614
uga,1982,13338
uga,1983,16306
uga,1984,17479
uga,1985,19483
uga,1986,17721
uga,1987,19727
uga,1988,19735
uga,1990,22755
uga,1991,25194
uga,1992,29864
uga,1993,30332
uga,1994,31342
uga,1995,36063
uga,1997,38742
uga,1998,38113
uga,1999,39913
uga,2004,35285
uga,2007,41242
ukr,1981,502400
ukr,1982,515300
ukr,1983,533600
ukr,1984,537600
ukr,1985,558300
ukr,1986,576700
ukr,1987,600400
ukr,1988,616900
ukr,1990,570400
ukr,1991,543600
ukr,1992,550800
ukr,1993,544300
ukr,1994,529000
ukr,1999,354373
ukr,2000,353003
ukr,2001,346106
ukr,2002,333634
ukr,2003,326213
ukr,2004,319633
ukr,2005,319580
ukr,2006,311289
ukr,2007,297306
ukr,2008,282279
ukr,2009,272224
ukr,2010,241706
ukr,2011,257951
ukr,2012,256962
ukr,2013,271345
ukr,2014,243100
ukr,2015,193164
ukr,2016,186191
ukr,2017,178989
ukr,2018,177070
ury,1970,35958
ury,1971,34840
ury,1972,34939
ury,1973,35842
ury,1974,36698
ury,1975,37698
ury,1976,42181
ury,1977,43103
ury,1978,24205
ury,1979,21770
ury,1980,22856
ury,1981,26017
ury,1982,26017
ury,1983,26753
ury,1984,30778
ury,1985,25598
ury,1986,41251
ury,1987,36933
ury,1988,34299
ury,1989,37528
ury,1990,42350
ury,1991,45027
ury,1992,45562
ury,1993,45580
ury,1994,42827
ury,1995,43327
ury,1996,43284
ury,1998,54960
ury,1999,54241
ury,2000,59397
ury,2001,61227
ury,2002,28271
ury,2004,51834
ury,2005,46814
ury,2006,50075
ury,2007,43767
ury,2008,42070
ury,2009,47510
ury,2010,43943
ury,2011,57158
ury,2012,62426
ury,2013,68069
ury,2014,72232
ury,2015,75165
ury,2016,77430
ury,2017,83446
uzb,1981,223100
uzb,1986,290600
uzb,1989,278500
uzb,1990,248600
uzb,1991,228800
uzb,1992,219300
uzb,1993,214200
uzb,1994,226000
uzb,1995,214500
uzb,1999,358771
uzb,2000,403130
uzb,2001,396968
uzb,2002,417375
uzb,2003,485347
uzb,2004,567906
uzb,2005,788033
uzb,2006,890671
uzb,2012,1599031
uzb,2013,1573906
uzb,2014,1514988
uzb,2015,1450730
uzb,2016,1394903
uzb,2017,1358064
vct,1971,85
vct,1972,362
vct,1974,336
vct,1975,329
vct,1976,399
vct,1982,287
vct,1983,269
vct,1984,206
vct,1985,285
vct,1986,247
vct,1987,230
vct,1988,380
vct,1990,411
vct,1991,414
vct,2000,1740
vct,2001,1711
vct,2002,1763
vct,2003,1715
vct,2004,1769
vct,2005,387
vct,2017,0
ven,1971,145279
ven,1972,137561
ven,1973,151246
ven,1974,41107
ven,1975,48047
ven,1976,46710
ven,1977,55149
ven,1978,61535
ven,1979,66722
ven,1980,69304
ven,1981,67641
ven,1982,61706
ven,1983,55466
ven,1984,51178
ven,1985,53497
ven,1986,54883
ven,1987,54081
ven,1988,53060
ven,1989,50204
ven,1990,50305
ven,1991,49760
ven,1992,51013
ven,1993,52764
ven,1999,33660
ven,2000,41129
ven,2001,46244
ven,2002,53622
ven,2003,56746
ven,2004,68372
ven,2005,77659
ven,2006,114790
ven,2007,117324
ven,2008,123584
ven,2009,132139
ven,2010,122027
ven,2011,120455
ven,2012,126014
ven,2013,141515
ven,2014,133401
ven,2015,122007
ven,2016,107554
ven,2017,128976
vgb,1971,0
vgb,1972,0
vgb,1973,0
vgb,1974,0
vgb,1975,0
vgb,1976,0
vgb,1977,0
vgb,1978,0
vgb,1979,313
vgb,1981,281
vgb,1984,309
vgb,1985,0
vgb,1990,0
vgb,1991,0
vgb,1992,0
vgb,1994,0
vgb,1999,0
vgb,2000,0
vgb,2002,33
vgb,2003,25
vgb,2004,27
vgb,2005,70
vgb,2006,70
vgb,2007,70
vgb,2009,76
vgb,2010,88
vgb,2011,88
vgb,2012,86
vgb,2013,58
vgb,2014,18
vgb,2015,40
vgb,2016,48
vgb,2017,79
vir,1971,0
vir,1972,0
vir,1973,0
vir,1974,0
vir,1975,0
vir,1976,0
vir,1977,0
vir,1978,0
vir,1979,0
vir,1980,0
vir,1982,0
vir,1983,0
vir,1984,0
vir,1985,0
vir,1986,0
vir,1987,0
vir,1988,0
vir,1989,0
vir,1990,0
vir,1991,0
vir,1992,0
vir,1993,0
vir,1994,0
vir,1995,0
vnm,1977,92283
vnm,1980,181229
vnm,1990,211361
vut,1970,243
vut,1971,298
vut,1972,284
vut,1973,254
vut,1974,279
vut,1975,242
vut,1976,308
vut,1977,336
vut,1978,363
vut,1980,456
vut,1981,597
vut,1983,718
vut,1989,304
vut,1990,293
vut,1991,385
vut,1999,933
vut,2000,1866
vut,2001,2188
vut,2002,2703
vut,2003,3162
vut,2004,3246
vut,2010,1977
vut,2015,500
wsm,1970,430
wsm,1973,796
wsm,1975,845
wsm,1976,695
wsm,1977,658
wsm,1978,664
wsm,1979,473
wsm,1980,486
wsm,1981,438
wsm,1982,896
wsm,1986,436
wsm,1995,0
wsm,1996,0
yem,1997,67883
yem,1999,9389
yem,2003,9233
yem,2004,9424
yem,2005,10049
yem,2010,10750
yem,2011,11725
yem,2012,12229
yem,2013,11658
yem,2016,4792
zaf,1989,39731
zaf,1990,41081
zaf,1991,36419
zaf,1994,47801
zaf,1998,160351
zaf,1999,160351
zaf,2000,198328
zaf,2001,221128
zaf,2002,245108
zaf,2003,259959
zaf,2004,275589
zaf,2005,226966
