geo,time,se_sec_tchr_fe_zs
tun,2001,40.67174
tun,2002,45.56608
tun,2004,44.29061
tun,2005,44.99457
tun,2011,50.83962
tun,2017,53.28121
tun,2018,53.70417
tun,2020,55.36772
tur,1971,36.6012
tur,1972,35.87154
tur,1973,34.8186
tur,1974,34.97788
tur,1978,33.46965
tur,1979,34.48473
tur,1980,35.47226
tur,1982,35.20282
tur,1983,34.87483
tur,1984,35.22845
tur,1986,35.77683
tur,1987,36.97505
tur,1988,37.10315
tur,1989,37.09968
tur,1990,37.97355
tur,1991,38.7049
tur,1992,38.91836
tur,1993,39.2367
tur,1994,39.58471
tur,1995,40.47472
tur,1997,41.30531
tur,2012,47.15092
tur,2013,48.29831
tur,2014,49.39163
tur,2015,50.15199
tur,2017,52.79849
tur,2018,53.64972
tur,2019,54.47044
tuv,2015,81.81818
tuv,2016,55.97015
tuv,2018,54.7619
tuv,2019,55.95238
tuv,2020,59.09091
tza,1970,27.64394
tza,1972,26.36329
tza,1973,26.23267
tza,1976,26.82035
tza,1981,27.66068
tza,1986,24.25215
tza,1987,23.65978
tza,1988,23.51941
tza,1989,24.27827
tza,1990,24.30765
tza,1991,22.77868
tza,1992,22.51488
tza,1993,20.40056
tza,1994,24.8829
tza,1995,24.97131
tza,1996,26.39793
tza,1997,26.43246
tza,2012,31.59205
tza,2013,32.4969
tza,2014,33.36071
tza,2015,34.73224
tza,2016,34.77414
tza,2017,34.83778
tza,2018,33.28154
tza,2019,33.24228
tza,2020,33.04247
uga,2004,21.94851
uga,2005,22.08477
uga,2006,21.86992
uga,2007,22.12277
uga,2008,24.82089
uga,2009,22.23265
uga,2010,22.88965
uga,2011,23.83723
uga,2012,23.57537
uga,2013,23.91924
uga,2014,23.66746
uga,2015,23.5586
uga,2017,24.56516
ukr,1999,76.24173
ukr,2000,76.24189
ukr,2015,79.80398
ukr,2016,80.05881
ukr,2017,80.48148
ukr,2018,80.56762
ukr,2019,81.85645
ukr,2020,82.26753
ury,1999,72.1637
usa,1993,55.60796
usa,1994,55.60928
usa,1995,55.6131
usa,1996,55.61331
usa,1998,55.60133
usa,2014,62.02921
usa,2015,62.00954
usa,2017,62.64659
usa,2019,62.48749
uzb,1999,57.06368
uzb,2000,56.60957
uzb,2001,58.46233
uzb,2002,59.76549
uzb,2003,59.63293
uzb,2004,59.80638
uzb,2005,59.40851
uzb,2006,61.46881
uzb,2007,63.29045
uzb,2008,62.67759
uzb,2009,63.22054
uzb,2010,62.58273
uzb,2011,62.1078
uzb,2012,61.4849
uzb,2013,60.14191
uzb,2014,58.25379
uzb,2015,60.88144
uzb,2016,60.40498
uzb,2017,60.15985
uzb,2018,60.57062
uzb,2019,61.22509
uzb,2020,61.78369
vct,1975,40.81633
vct,1976,42.79835
vct,1987,51.83374
vct,1991,52.43619
vct,2000,56.89655
vct,2001,57.28395
vct,2002,59.61995
vct,2003,59.0389
vct,2004,58.26087
vct,2007,61.51142
vct,2008,62.87625
vct,2009,50.11287
vct,2010,64.26471
vct,2011,66.76923
vct,2012,65.88235
vct,2013,64.44759
vct,2014,65.52239
vct,2015,66.71533
vct,2016,67.70538
vct,2017,67.61364
vct,2018,68.17539
ven,1971,39.15068
ven,1972,40.22062
ven,1973,46.61355
ven,1974,43.02074
ven,1975,44.18715
vgb,1973,45.45455
vgb,1975,58.69565
vgb,1976,52.08333
vgb,1979,51.78571
vgb,1981,60
vgb,1983,57.14286
vgb,1984,60
vgb,1990,65.21739
vgb,1991,65.26316
vgb,1994,65.21739
vgb,1999,62.67943
vgb,2000,60.81081
vgb,2001,65.33333
vgb,2002,63.25301
vgb,2003,65.29412
vgb,2004,68.47826
vgb,2005,67.48768
vgb,2006,67.48768
vgb,2007,73.99103
vgb,2009,69.95516
vgb,2010,81.97425
vgb,2011,64.43515
vgb,2014,69.37984
vgb,2015,66.13546
vgb,2016,66.66667
vgb,2017,67.18147
vgb,2018,67.06827
vgb,2019,63.80597
vgb,2020,64.8855
vir,1971,56.52174
vir,1972,56.67351
vir,1973,56.51341
vir,1974,56.7619
vir,1975,56.61479
vir,1976,56.75676
vir,1977,60.97561
vir,1978,56.72131
vir,1979,56.63866
vir,1980,56.71642
vir,1981,57.86062
vir,1982,56.76056
vir,1983,56.77852
vir,1984,56.75325
vir,1985,56.70886
vir,1986,56.66667
vir,1987,56.77852
vir,1988,56.71233
vir,1989,56.71233
vir,1990,56.66667
vir,1991,56.73759
vir,1992,56.71429
vir,1993,56.69065
vir,1994,56.71429
vir,1995,56.73759
vir,1997,56.02241
vnm,1976,57.17828
vnm,1977,57.49912
vnm,1998,64.0677
vut,1970,39.43662
vut,1971,36.61972
vut,1972,29.20354
vut,1973,31.11111
vut,1974,33.33333
vut,1981,31.38298
vut,1999,46.92308
vut,2000,49.17258
vut,2001,46.8144
vut,2015,41.6
vut,2020,50.17109
wsm,1995,45.17483
wsm,1996,46.91729
wsm,1998,48.30287
wsm,1999,56.54163
wsm,2000,58.59375
wsm,2001,59.58647
wsm,2010,58.29893
yem,1999,19.20283
zaf,1991,63.11178
zaf,1998,50.10918
zaf,1999,50.06589
zaf,2000,49.75544
zaf,2001,51.38681
zaf,2002,50.95845
zaf,2003,50.22812
zaf,2004,51.81925
zaf,2005,51.96451
zaf,2006,52.74498
zaf,2007,53.16383
zaf,2008,53.67712
zaf,2009,54.76325
zaf,2015,58.12695
zaf,2016,57.96454
zaf,2019,58.43575
zmb,1977,29.41734
zmb,1978,29.96165
zmb,1979,28.88636
zmb,1988,21.13979
zmb,2010,41.57775
zmb,2011,40.72908
zmb,2012,42.13745
zmb,2013,42.52868
zmb,2014,44.01374
zmb,2015,43.79139
zmb,2016,44.81799
zmb,2017,53.09361
zwe,1973,40.17386
zwe,1974,39.46202
zwe,1976,37.99
zwe,1977,39.50422
zwe,1978,38.67773
zwe,1979,37.2067
zwe,1986,28.68714
zwe,1987,27.99691
zwe,1988,25.93864
zwe,1989,28.94855
zwe,1991,31.75421
zwe,1992,33.16834
zwe,1993,31.61706
zwe,1994,40.17586
zwe,1995,35.84748
zwe,1996,36.15417
zwe,1999,37.35117
zwe,2000,37.36791
zwe,2001,38.45719
zwe,2002,38.92731
zwe,2003,39.81274
zwe,2010,44.42004
zwe,2012,44.6754
zwe,2013,45.72032
zwe,2014,46.63868
zwe,2015,46.52133
zwe,2016,47.12527
zwe,2017,47.53823
zwe,2018,47.77296
zwe,2019,48.58852
