geo,time,se_pre_enrr_ma
nzl,2014,89.19089
nzl,2015,91.37466
nzl,2016,90.96441
nzl,2018,95.12499
nzl,2019,92.6023
omn,1974,0.03676
omn,1975,0.07411
omn,1976,0.31049
omn,1977,0.10067
omn,1978,0.09013
omn,1979,0.34281
omn,1981,0.57711
omn,1982,0.95506
omn,1983,1.06615
omn,1984,1.0245
omn,1985,1.72262
omn,1986,1.74373
omn,1987,2.58261
omn,1988,2.73063
omn,1989,2.95487
omn,1990,2.93295
omn,1991,3.18763
omn,1992,3.72929
omn,1993,3.82749
omn,1994,4.1034
omn,1995,4.58174
omn,1996,4.69138
omn,1997,5.70129
omn,1998,6.08844
omn,2009,45.95727
omn,2011,55.21029
omn,2012,53.13536
omn,2013,50.73428
omn,2014,55.51768
omn,2015,57.28208
omn,2016,55.57721
omn,2017,52.52324
omn,2018,50.88385
omn,2019,55.61737
omn,2020,57.14797
pak,2000,71.03208
pak,2001,62.73408
pak,2002,42.72282
pak,2003,38.40638
pak,2004,43.74949
pak,2005,47.82126
pak,2006,66.3119
pak,2007,75.29598
pak,2008,80.0278
pak,2009,76.67343
pak,2012,75.76431
pak,2013,77.43933
pak,2014,71.13963
pak,2015,73.6805
pak,2016,74.09266
pak,2017,81.98617
pak,2018,88.55419
pak,2019,87.55816
pan,1970,14.071
pan,1971,15.3378
pan,1972,18.30102
pan,1973,19.98831
pan,1974,21.62607
pan,1975,22.98361
pan,1976,22.53521
pan,1977,24.24132
pan,1978,27.9176
pan,1979,32.56223
pan,1980,31.6386
pan,1981,38.8668
pan,1982,42.23329
pan,1983,45.16879
pan,1984,45.30191
pan,1985,46.61203
pan,1986,50.10425
pan,1987,55.76037
pan,1988,55.11388
pan,1989,53.38358
pan,1990,51.27149
pan,1999,37.71174
pan,2000,43.25485
pan,2001,48.30641
pan,2002,53.30703
pan,2003,50.64635
pan,2004,52.15188
pan,2005,59.83464
pan,2006,65.31239
pan,2007,69.31503
pan,2008,67.13873
pan,2009,63.73979
pan,2010,64.6436
pan,2011,62.88851
pan,2012,65.81211
pan,2013,45.68773
pan,2014,46.35434
pan,2015,49.77702
pan,2016,60.55003
pan,2017,61.51432
pan,2020,27.97271
per,1970,5.37632
per,1971,5.80312
per,1972,6.21008
per,1973,8.23297
per,1974,9.45467
per,1975,11.81309
per,1976,12.93466
per,1977,12.72735
per,1979,13.05612
per,1980,14.09092
per,1981,15.31718
per,1982,16.8551
per,1985,19.94203
per,1991,27.89429
per,1993,31.0192
per,1995,33.04263
per,1998,54.84352
per,1999,54.16435
per,2000,57.19924
per,2001,60.54747
per,2002,58.60471
per,2003,58.42316
per,2004,61.62691
per,2005,63.6923
per,2006,64.76157
per,2007,68.76726
per,2008,72.84698
per,2009,76.92712
per,2010,78.63953
per,2011,76.39747
per,2012,76.87447
per,2013,83.43282
per,2014,86.54443
per,2015,88.80612
per,2016,93.73268
per,2017,98.38733
per,2018,103.55586
per,2019,105.63122
per,2020,102.51308
phl,1972,4.60578
phl,1982,10.3563
phl,1983,11.09544
phl,1984,12.16863
phl,1986,11.605
phl,1987,11.83826
phl,1989,13.11847
phl,1991,22.18804
phl,1992,20.91334
phl,1993,22.3527
phl,1994,23.99209
phl,1995,28.28111
phl,1996,28.24673
phl,1997,28.00892
phl,1998,28.08773
phl,1999,28.79934
phl,2001,28.28554
phl,2002,30.45649
phl,2003,35.22012
phl,2004,35.91347
phl,2005,36.6608
phl,2006,41.10593
phl,2007,43.11492
phl,2008,45.0151
phl,2009,52.66745
phl,2015,100.31646
phl,2016,95.59586
phl,2017,82.34055
phl,2018,101.42491
phl,2019,105.72811
plw,1999,55.90406
plw,2000,61.50794
plw,2003,81.05516
plw,2004,80.41775
plw,2013,75.59055
plw,2014,66.2234
plw,2020,67.8392
png,1970,0
png,1971,0
png,1972,0
png,1975,0.03105
png,1976,0.04426
png,1978,0.10634
png,1979,0.1284
png,1981,0.16721
png,1982,0.17797
png,1984,0.51998
png,1986,0.50328
png,1987,0.51416
png,1988,0.40624
png,1989,0.43648
png,1990,0.36209
png,1991,0.26451
png,1992,0.31504
png,1993,0.55729
png,1994,0.57066
png,1995,0.90951
png,1998,34.17598
png,2002,59.64127
png,2008,97.35649
png,2016,43.45878
png,2018,46.22881
pol,1993,41.9899
pol,1994,42.69333
pol,1997,47.13525
pol,1998,47.54002
pol,1999,47.28303
pol,2000,47.00756
pol,2001,47.23429
pol,2002,47.53464
pol,2003,49.80113
pol,2004,51.99647
pol,2005,54.18313
pol,2006,56.45431
pol,2007,59.43806
pol,2008,60.6769
pol,2009,64.18485
pol,2010,68.75064
pol,2011,72.53024
pol,2012,77.42821
pol,2013,77.87333
pol,2014,80.17009
pol,2017,81.65894
pol,2018,87.97336
pol,2019,93.11758
pri,2010,97.68593
pri,2011,106.83754
pri,2012,97.80835
pri,2013,54.3833
pri,2014,37.28174
pri,2015,37.36818
pri,2016,37.28811
prt,1971,3.38951
prt,1972,3.71801
prt,1973,3.92184
prt,1974,8.5862
prt,1975,9.09255
prt,1976,9.37725
prt,1977,12.75366
prt,1978,13.04348
prt,1979,13.45538
prt,1980,15.85656
prt,1981,20.09148
prt,1982,22.96987
prt,1983,23.80033
prt,1984,25.17611
prt,1985,25.54425
prt,1986,28.82685
prt,1987,31.42792
prt,1988,30.81333
prt,1991,50.83615
prt,1993,54.05568
prt,1994,56.23725
prt,1995,57.24787
prt,1996,61.31829
prt,1998,65.57836
prt,1999,68.3422
prt,2000,72.44763
prt,2001,74.63824
prt,2003,78.04108
prt,2004,78.57857
prt,2005,79.83734
prt,2006,80.7183
prt,2007,80.43421
prt,2008,81.77451
prt,2009,85.22537
prt,2010,88.23748
prt,2011,91.98447
prt,2012,92.54413
prt,2013,92.1347
prt,2014,92.97121
prt,2015,94.12864
prt,2016,94.55016
prt,2017,94.55762
prt,2018,91.43674
prt,2019,94.49053
pry,1970,3.02703
pry,1971,3.15804
pry,1973,3.03913
pry,1977,3.02369
pry,1978,3.26346
pry,1982,4.28693
pry,1985,5.77413
pry,1986,6.3555
pry,1987,6.79523
pry,1988,8.26823
pry,1989,8.11959
pry,1990,8.92312
pry,1991,9.98486
pry,1992,10.28384
pry,1993,13.67845
pry,1994,12.61285
pry,1995,15.30774
pry,1996,17.78705
pry,1997,17.739
pry,1998,26.64644
pry,1999,28.86057
pry,2000,30.77113
pry,2001,32.40161
pry,2002,32.4452
pry,2003,34.03495
pry,2004,34.50698
pry,2005,35.06129
pry,2006,35.33657
pry,2007,37.17793
pry,2008,39.2613
pry,2009,38.43399
pry,2010,38.66298
pry,2011,37.57355
pry,2012,36.88778
pry,2013,36.62283
pry,2016,43.54405
pry,2018,46.89125
pry,2020,50.87703
pse,1995,21.10869
pse,1996,24.4633
pse,1997,36.021
pse,1999,36.22144
pse,2000,35.27429
pse,2001,31.20409
pse,2002,29.62567
pse,2003,27.47665
pse,2004,31.51195
pse,2005,33.07115
pse,2006,34.56939
pse,2007,35.124
pse,2008,37.92264
pse,2009,40.58576
pse,2010,40.36674
pse,2011,41.81638
pse,2012,41.42616
pse,2013,46.65092
pse,2014,51.22062
pse,2015,57.86285
pse,2016,55.52386
pse,2017,56.20869
pse,2018,56.47414
pse,2019,54.57312
pse,2020,58.02661
pyf,1981,76.53144
pyf,1982,76.20563
pyf,1983,84.25345
pyf,1984,89.01286
pyf,1985,94.33933
pyf,1988,103.21516
pyf,1989,101.92015
pyf,1990,113.55751
pyf,1991,104.83035
pyf,1992,105.16767
pyf,1993,103.8676
pyf,1994,101.81344
pyf,1995,102.42713
pyf,1996,99.02808
qat,1971,12.42154
qat,1972,17.55583
qat,1973,17.58401
qat,1974,15.82227
qat,1975,17.76468
qat,1976,19.63627
qat,1977,26.40056
qat,1978,22.09224
qat,1979,23.82486
qat,1980,23.7841
qat,1981,24.04448
qat,1982,30.22599
qat,1983,26.78792
qat,1984,27.82952
qat,1985,24.28442
qat,1986,20.17747
qat,1987,17.96782
qat,1988,18.67603
qat,1989,19.30763
qat,1990,20.10393
qat,1991,16.53481
qat,1992,18.69565
qat,1993,20.52738
qat,1994,23.39566
qat,1995,23.37409
qat,1996,25.47593
qat,1997,26.1194
qat,1998,28.40791
qat,1999,26.32284
qat,2000,29.07453
qat,2001,29.3906
qat,2002,33.63086
qat,2003,39.84894
qat,2004,38.69418
qat,2005,41.71704
qat,2006,40.39294
qat,2007,44.71149
qat,2008,53.43092
qat,2009,56.44345
qat,2011,54.88201
qat,2013,51.08132
qat,2014,53.9135
qat,2015,56.60422
qat,2016,58.21564
qat,2017,59.19143
qat,2018,59.91334
qat,2019,61.0274
qat,2020,62.31249
rou,1971,35.84862
rou,1972,36.64373
rou,1973,38.05145
rou,1974,40.67351
rou,1975,43.46971
rou,1976,45.31936
rou,1977,46.96692
rou,1978,49.76086
rou,1979,54.33852
rou,1980,56.628
rou,1981,58.53609
rou,1982,57.76553
rou,1983,55.11448
rou,1984,53.88966
rou,1985,54.58861
rou,1986,54.3258
rou,1987,54.45119
rou,1988,56.62728
rou,1989,59.59432
rou,1990,60.66683
rou,1991,54.72902
rou,1992,52.88101
rou,1993,51.74232
rou,1994,48.04854
rou,1995,50.05591
rou,1996,51.37087
rou,1997,53.2071
rou,1998,56.86602
rou,1999,65.21972
rou,2000,68.41484
rou,2001,71.75559
rou,2002,72.84879
rou,2003,72.77821
rou,2004,71.45754
rou,2005,73.61181
rou,2006,74.98646
rou,2007,75.96236
rou,2008,77.56083
rou,2009,78.9051
rou,2010,80.10662
rou,2011,80.47586
rou,2012,79.00902
rou,2013,88.04853
rou,2014,84.84744
rou,2015,84.94455
rou,2016,82.74261
rou,2017,83.90891
rou,2018,88.1685
rou,2019,93.50102
rus,1992,75.86027
rus,1994,63.99979
rus,2008,76.13494
rus,2009,76.04303
rus,2011,74.69375
rus,2012,76.12658
rus,2013,78.97356
rus,2014,82.66701
rus,2015,85.72261
rus,2016,88.09799
rus,2017,87.70593
rus,2018,87.24686
rus,2019,86.51598
rwa,2001,2.71299
rwa,2008,17.16153
rwa,2009,17.67661
rwa,2010,10.86088
rwa,2011,12.22876
rwa,2012,13.81882
rwa,2013,14.79182
rwa,2014,16.21752
rwa,2015,18.45697
rwa,2016,18.42962
rwa,2017,21.63541
rwa,2018,22.11607
rwa,2019,27.05312
sau,1979,4.49817
sau,2005,11.50166
sau,2007,11.56555
sau,2008,11.61872
sau,2013,11.20125
sau,2014,15.5887
sau,2015,21.43081
sau,2016,22.29446
sau,2017,20.5279
sau,2018,20.7348
sau,2019,20.93639
sau,2020,21.26194
sdn,2001,19.18935
sdn,2002,19.4422
sdn,2003,21.85134
sdn,2004,21.97142
sdn,2005,22.08362
sdn,2006,24.57312
sdn,2007,23.71748
sdn,2008,27.22793
sdn,2009,37.52592
sdn,2010,31.1184
sdn,2011,34.83138
sdn,2012,39.30526
sdn,2013,36.59573
sdn,2014,41.6348
sdn,2015,44.99706
sdn,2016,44.03461
sdn,2017,46.16649
sdn,2018,47.36942
sen,1980,1.06959
sen,1981,1.42041
sen,1982,1.37123
sen,1983,1.45777
sen,1986,1.91649
sen,1987,1.94743
sen,1988,2.03854
sen,1989,2.10374
sen,1990,2.11656
sen,1991,2.22046
sen,1992,2.26387
sen,1993,2.23537
sen,1994,2.17618
sen,1996,2.33389
sen,1997,2.15401
sen,1998,2.25808
sen,1999,2.76547
sen,2000,2.76023
sen,2001,3.29233
sen,2002,2.90291
sen,2003,2.99128
sen,2004,5.22469
sen,2005,7.36486
sen,2006,8.68149
sen,2007,8.77574
sen,2008,9.8463
sen,2009,10.53557
sen,2010,12.01436
sen,2011,12.62183
sen,2012,13.40413
sen,2013,14.16129
sen,2014,14.16687
sen,2015,14.49739
sen,2016,15.19087
sen,2017,15.55695
sen,2018,15.90248
sen,2019,15.95107
sen,2020,15.92513
slb,1970,0.28118
slb,1990,35.39609
slb,1991,37.95565
slb,1992,42.14405
slb,1993,40.83845
slb,1994,39.46684
slb,2000,35.31736
slb,2002,41.23449
slb,2010,102.35299
slb,2011,101.70509
slb,2012,93.27001
slb,2013,91.90984
slb,2014,93.94863
slb,2015,93.49119
slb,2016,96.98357
slb,2017,97.81138
slb,2018,83.33389
slb,2019,92.25472
sle,2011,6.12712
sle,2012,7.76886
sle,2013,8.31123
sle,2015,8.79024
sle,2016,11.75767
sle,2017,11.7395
sle,2018,13.12555
sle,2019,18.35443
sle,2020,19.79636
slv,1970,6.36902
slv,1972,6.62547
slv,1974,9.21931
slv,1975,10.23562
slv,1976,9.43078
slv,1978,10.98309
slv,1980,10.83951
slv,1981,9.82258
slv,1982,12.03864
slv,1983,13.18675
slv,1984,13.17424
slv,1987,14.91896
slv,1988,15.90794
slv,1991,18.7698
slv,1992,21.91554
slv,1993,25.16388
slv,1995,29.41798
slv,1996,32.63755
slv,1997,38.40029
slv,1998,38.72602
slv,1999,41.84999
slv,2000,43.31079
slv,2001,45.40001
slv,2002,48.76211
slv,2003,51.56447
slv,2004,54.98657
slv,2005,55.41526
slv,2006,56.51553
slv,2007,56.34046
slv,2008,57.16997
slv,2009,57.42434
slv,2010,61.83019
slv,2011,61.6482
slv,2012,62.03694
slv,2013,63.08177
slv,2014,64.45
slv,2015,64.57213
slv,2016,64.85974
slv,2017,64.50697
slv,2018,65.92992
slv,2019,62.30304
smr,2018,93.54839
smr,2019,102.93454
smr,2020,99.51923
som,1971,0.30464
som,1972,0.36938
som,1973,0.61365
som,1974,0.68721
som,1976,0.48176
som,1977,0.46114
som,1978,0.58085
som,1979,1.50045
som,1980,0.53818
som,1981,0.51048
som,1982,0.45643
som,1983,0.44737
som,1984,0.26876
som,1985,0.2973
som,1986,0.33299
som,2014,6.11785
srb,1999,56.67674
srb,2000,51.61974
srb,2001,53.70535
srb,2002,55.62084
srb,2003,55.95502
srb,2004,56.74155
srb,2005,56.57285
srb,2006,57.08474
srb,2007,49.63008
srb,2008,49.71653
srb,2009,51.24738
srb,2010,52.52915
srb,2011,55.72259
srb,2012,57.382
srb,2013,58.20938
srb,2014,58.9935
srb,2015,58.52113
srb,2016,58.92928
srb,2017,61.26154
srb,2018,62.4728
srb,2019,63.89069
srb,2020,65.28061
ssd,2011,6.28694
ssd,2015,11.57104
ssd,2016,10.6791
ssd,2018,12.3176
stp,1971,2.05331
stp,1972,1.55127
stp,1977,14.37573
stp,1978,10.90582
stp,1983,19.77363
stp,1984,18.86089
stp,1987,20.30349
stp,1988,21.8191
stp,1990,20.94254
stp,1999,21.69152
stp,2001,25.14654
stp,2002,25.51606
stp,2003,23.26617
stp,2004,27.88296
stp,2005,27.90432
stp,2007,37.07126
stp,2008,38.17296
stp,2009,40.02819
stp,2010,34.94722
stp,2011,47.633
stp,2012,46.84164
stp,2013,42.18785
stp,2014,36.65492
stp,2015,45.03102
stp,2016,48.09061
sur,1971,75.13455
sur,1972,78.62218
sur,1973,66.78379
sur,1974,78.2557
sur,1975,79.9261
sur,1976,71.8958
sur,1977,89.71108
sur,1978,96.68073
sur,1979,96.58551
sur,1981,92.00291
sur,1985,103.6578
sur,1986,104.84545
sur,1987,94.61302
sur,1988,90.86559
sur,1989,93.02765
sur,1990,80.45291
sur,1991,81.38467
sur,1992,83.47955
sur,1993,88.58771
sur,1994,97.55627
sur,2001,74.12963
sur,2002,80.09579
sur,2005,79.14735
sur,2006,78.81742
sur,2007,75.13005
sur,2008,80.61626
sur,2009,81.8415
sur,2010,73.53103
sur,2011,74.52839
sur,2012,80.74901
sur,2013,86.05253
sur,2014,86.20817
sur,2015,84.83584
sur,2016,87.943
sur,2017,89.94012
sur,2018,85.95912
sur,2019,91.87808
svk,2000,85.45026
svk,2001,82.2237
svk,2002,84.87603
svk,2003,89.89391
svk,2004,95.62606
svk,2005,97.98063
svk,2006,95.18672
svk,2007,95.14276
svk,2008,94.1892
svk,2009,92.30971
svk,2010,92.14803
svk,2011,91.44195
svk,2012,92.15525
svk,2013,92.90059
svk,2014,92.38995
svk,2015,94.05464
svk,2016,94.41853
svk,2017,96.01227
svk,2018,98.39452
svk,2019,101.261
svn,1981,52.74512
svn,1982,55.09371
svn,1983,57.79604
svn,1984,59.01131
svn,1985,59.62212
svn,1986,57.40019
svn,1987,59.26365
svn,1988,62.61336
svn,1989,63.24462
svn,1990,63.99146
svn,1991,87.63179
svn,1992,49.48672
svn,1993,54.51115
svn,1994,58.0494
svn,1995,60.51554
svn,1996,62.36913
svn,1997,64.36293
svn,1998,64.37001
svn,1999,78.53898
svn,2000,82.45587
svn,2001,76.31579
svn,2002,74.96717
svn,2003,68.44564
svn,2004,78.98375
svn,2005,79.8145
svn,2006,83.19124
svn,2007,83.23446
svn,2008,86.02317
svn,2009,87.67193
svn,2010,90.20706
svn,2011,93.04119
svn,2012,95.16954
svn,2013,94.04984
svn,2014,92.79271
svn,2015,92.69618
svn,2016,93.49024
svn,2017,92.54502
svn,2018,93.05042
svn,2019,93.79399
swe,1994,62.89152
swe,1995,64.90276
swe,1996,69.44141
swe,1997,70.08902
swe,1998,70.63579
swe,1999,75.40143
swe,2000,73.92952
swe,2001,73.96722
swe,2002,75.89937
swe,2003,82.43522
swe,2004,91.41388
swe,2005,94.72745
swe,2006,92.02175
swe,2007,96.68839
swe,2008,97.16933
swe,2009,94.91185
swe,2010,95.29357
swe,2011,95.12444
swe,2012,95.02585
swe,2013,95.32497
swe,2014,95.79667
swe,2015,93.91687
swe,2016,94.13668
swe,2017,96.56566
swe,2018,97.62482
swe,2019,100.13018
swz,1976,2.6481
swz,1990,9.54126
swz,2010,23.78841
swz,2011,27.24225
sxm,2012,246.99571
sxm,2014,80.18868
syc,1973,41.28878
syc,1974,41.44305
syc,1976,51.76887
syc,1978,58.57717
syc,1979,51.65525
syc,1986,98.94798
syc,1987,96.42445
syc,1988,98.05714
syc,1989,98.86105
syc,1990,98.79518
syc,1991,95.6445
syc,1992,95.68604
syc,1993,96.78788
syc,1994,99.32968
syc,1995,101.46341
syc,1996,103.17654
syc,1997,103.25353
syc,1998,105.26316
syc,1999,102.76035
syc,2000,101.14869
syc,2001,95.65217
syc,2002,98.78049
syc,2003,95.77562
syc,2004,109.00209
syc,2005,95.73003
syc,2007,99.93169
syc,2008,102.46238
syc,2009,102.28849
syc,2010,108.4346
syc,2011,104.35083
syc,2012,98.40637
syc,2013,93.34187
syc,2014,96.76012
syc,2015,91.63592
syc,2016,94.15347
syc,2017,94.0642
syc,2018,94.31337
syc,2019,94.67635
syc,2020,94.87334
syr,1971,4.39886
syr,1972,4.5765
syr,1973,4.59748
syr,1974,4.18596
syr,1975,4.72098
syr,1976,4.55754
syr,1977,4.82107
syr,1978,4.02471
syr,1979,4.01131
syr,1980,3.73351
syr,1981,3.73902
syr,1982,4.09883
syr,1983,4.72733
syr,1984,5.22003
syr,1985,5.76228
syr,1986,5.81973
syr,1987,6.49718
syr,1988,6.72788
syr,1989,6.59207
syr,1990,7.30727
syr,1991,7.02002
syr,1992,7.13289
syr,1993,7.44781
syr,1994,7.39018
syr,1995,7.37659
syr,1996,7.53647
syr,1997,7.86445
syr,1998,8.141
syr,1999,8.64692
syr,2000,8.97883
syr,2001,9.22008
syr,2002,9.42082
syr,2003,9.85203
syr,2004,10.23787
syr,2005,10.30613
syr,2006,10.39352
syr,2007,9.54
syr,2008,9.76646
syr,2009,9.23881
syr,2010,9.25581
syr,2011,10.68905
syr,2012,10.69911
syr,2013,5.65537
tca,1997,114.04959
tca,1999,91.66667
tca,2000,101.86047
tca,2001,109.59821
tca,2002,103.49345
tca,2003,86.89218
tca,2004,90.40816
tca,2005,111.69591
tca,2014,99.62121
tca,2015,104.55446
tca,2016,65.20875
tca,2017,86.22754
tca,2018,100.59524
tcd,1995,0.25532
tcd,2010,1.76849
tcd,2011,1.85309
tcd,2012,1.49006
tcd,2015,0.77388
tcd,2016,0.99564
tcd,2017,0.76724
tcd,2018,1.11639
tcd,2019,1.11968
tgo,1971,5.18596
tgo,1972,2.96441
tgo,1973,3.19809
tgo,1974,3.32913
tgo,1975,2.82177
tgo,1976,2.83005
tgo,1977,2.28168
tgo,1978,2.50677
tgo,1979,2.6918
tgo,1980,2.47931
tgo,1981,2.79667
tgo,1982,3.17246
tgo,1983,3.16316
tgo,1984,2.96914
tgo,1985,2.86031
tgo,1986,2.99761
tgo,1987,2.94667
tgo,1988,3.00893
tgo,1989,2.64985
tgo,1990,2.85434
tgo,1991,2.92866
tgo,1994,2.66132
tgo,1995,2.56713
tgo,1996,2.5961
tgo,1997,2.60873
tgo,1998,2.56496
tgo,1999,2.6384
tgo,2000,2.10323
tgo,2001,2.34759
tgo,2002,2.57495
tgo,2003,2.67956
tgo,2004,3.03489
tgo,2006,3.81292
tgo,2007,4.14672
tgo,2008,4.59268
tgo,2009,6.986
tgo,2010,7.17675
tgo,2011,9.01931
tgo,2012,10.48747
tgo,2013,13.44072
tgo,2014,14.80924
tgo,2015,17.3232
tgo,2017,20.93222
tgo,2018,22.50257
tgo,2019,24.60739
tgo,2020,29.23548
tha,1971,3.96903
tha,1973,4.3234
tha,1974,4.56256
tha,1975,5.04625
tha,1976,5.65051
tha,1977,6.34405
tha,1978,6.86053
tha,1981,9.77431
tha,1991,44.37658
tha,1992,47.00172
tha,1993,52.15042
tha,2014,71.41276
tha,2015,72.38687
tha,2016,71.7504
tha,2017,73.76671
tha,2018,78.9701
tha,2019,78.62946
tha,2020,75.13989
tjk,1991,23.37315
tjk,1992,20.58197
tjk,1993,16.06337
tjk,1994,15.92317
tjk,1995,16.30082
tjk,1996,10.88394
tjk,1997,10.3346
tjk,1998,9.37046
tjk,1999,8.84953
tjk,2000,7.83729
tjk,2001,8.19469
tjk,2002,8.731
tjk,2003,8.83646
tjk,2004,9.45134
tjk,2005,9.50978
tjk,2006,9.75676
tjk,2007,9.56456
tjk,2008,9.69617
tjk,2009,9.45931
tjk,2010,9.25688
tjk,2011,9.86584
tjk,2012,9.90876
tjk,2013,10.71685
tjk,2014,10.62432
tjk,2015,10.77993
tjk,2016,11.30645
tjk,2017,10.60742
tls,2005,11.24598
tls,2013,13.74345
tls,2014,17.09752
tls,2015,19.86995
tls,2016,21.39076
tls,2017,23.2488
tls,2018,22.62422
tls,2019,24.60412
ton,1975,5.55823
ton,1998,18.92734
ton,1999,25.55516
ton,2004,18.0714
ton,2012,36.61042
ton,2014,40.7083
ton,2015,44.4316
ton,2018,44.9688
ton,2019,48.92452
ton,2020,46.16293
tto,2000,59.9422
tto,2001,62.42998
tto,2003,78.67536
tto,2004,85.7304
tto,2005,88.8996
tto,2007,83.03024
tto,2019,84.24522
tun,1996,11.1738
tun,1998,12.99485
tun,1999,14.3134
tun,2000,15.87159
tun,2001,17.1655
tun,2002,20.27702
tun,2013,39.55586
tun,2014,41.94818
tun,2015,43.22392
tun,2016,44.23307
tur,1971,0.22471
tur,1972,0.27705
tur,1973,0.29289
tur,1974,0.28861
tur,1975,0.24696
tur,1978,0.22321
tur,1979,0.24172
tur,1981,0.20965
tur,1982,0.24044
tur,1983,0.24754
tur,1984,0.25396
tur,1985,3.22557
tur,1986,4.6245
tur,1987,4.11213
tur,1988,4.03823
tur,1989,4.15602
tur,1990,4.4105
tur,1991,4.70029
tur,1992,5.2459
tur,1993,5.39526
tur,1994,5.78789
tur,1995,5.95836
tur,1997,7.14769
tur,1998,7.46111
tur,1999,7.03365
tur,2000,6.72739
tur,2001,6.87904
tur,2002,7.60177
tur,2003,8.28718
tur,2004,9.14977
tur,2005,11.12294
tur,2006,14.07342
tur,2007,16.55456
tur,2008,18.34359
tur,2009,21.33297
tur,2010,25.99672
tur,2011,29.52214
tur,2012,30.74733
tur,2013,28.28508
tur,2014,27.69532
tur,2015,29.9637
tur,2016,30.93444
tur,2017,33.47518
tur,2018,37.37827
tur,2019,38.63038
tuv,1998,98.76923
tuv,2001,108.28221
tuv,2005,89.53168
tuv,2006,92.41192
tuv,2012,97.45547
tuv,2013,90.12658
tuv,2014,97.74436
tuv,2015,98.76238
tuv,2016,88.66995
tuv,2017,74.69586
tuv,2018,85.78313
tuv,2019,87.76978
tuv,2020,83.80952
tza,2004,24.56839
tza,2005,27.21824
tza,2006,27.35398
tza,2007,30.77817
tza,2008,34.02144
tza,2009,32.6693
tza,2010,32.71313
tza,2011,36.34298
tza,2012,36.00205
tza,2013,33.02249
tza,2014,32.75491
tza,2015,32.6918
tza,2016,46.93177
tza,2017,44.82927
tza,2018,41.41661
tza,2019,40.83948
tza,2020,78.3133
uga,2007,10.51811
uga,2008,12.19146
uga,2010,13.84861
uga,2012,9.44606
uga,2013,11.11319
uga,2014,10.92996
uga,2015,11.70166
uga,2016,13.45089
uga,2017,14.13495
ukr,1986,66.73845
ukr,1989,68.12974
ukr,1990,69.27955
ukr,1991,68.04716
ukr,1992,66.00922
ukr,1993,61.06705
ukr,1994,59.3981
ukr,1999,51.69143
ukr,2000,52.64602
ukr,2001,52.01975
ukr,2002,53.80524
ukr,2003,76.89322
ukr,2004,79.96808
ukr,2005,84.49818
ukr,2006,88.75361
ukr,2007,93.80987
ukr,2008,98.53937
ukr,2009,101.82811
ukr,2010,100.20052
ukr,2011,101.4344
ukr,2012,101.75888
ukr,2013,84.91581
ukr,2014,98.94773
ukr,2015,85.62206
ukr,2016,84.17222
ukr,2017,85.52076
ukr,2018,87.60148
ukr,2019,88.09443
ukr,2020,86.46036
ury,1974,25.1273
ury,1978,23.93217
ury,1979,25.45178
ury,1985,32.72777
ury,1986,33.83967
ury,1989,42.00713
ury,1991,42.18904
ury,1992,41.69375
ury,1993,40.26815
ury,1994,42.0991
ury,1995,40.96973
ury,1996,44.3633
ury,1997,50.94596
ury,1998,55.70208
ury,1999,58.89561
ury,2000,62.75349
ury,2001,63.98842
ury,2002,66.20212
ury,2003,65.53842
ury,2004,67.38221
ury,2005,86.88152
ury,2006,94.42688
ury,2007,80.92702
ury,2008,86.68899
ury,2009,90.19746
ury,2010,90.625
ury,2011,88.52884
ury,2012,90.57527
ury,2013,92.03072
ury,2014,92.0519
ury,2015,93.4705
ury,2016,93.30939
ury,2017,93.2017
ury,2018,94.8632
ury,2019,92.43297
usa,1981,53.63759
usa,1982,53.99038
usa,1983,54.01789
usa,1986,60.25174
usa,1987,63.03438
usa,1988,64.37212
usa,1989,60.97023
usa,1990,61.93287
usa,1991,66.00381
usa,1995,71.10864
usa,1996,71.61126
usa,2005,71.65001
usa,2013,71.59928
usa,2014,64.1919
usa,2015,72.68506
usa,2016,72.08896
usa,2017,72.72671
usa,2018,71.61488
usa,2019,73.045
uzb,1991,60.54629
uzb,1992,58.28368
uzb,1993,51.14816
uzb,1994,48.0176
uzb,1995,43.46539
uzb,1996,38.43231
uzb,1997,30.35062
uzb,1998,27.22682
uzb,1999,24.2148
uzb,2000,24.21071
uzb,2001,25.75597
uzb,2002,27.0404
uzb,2003,27.91023
uzb,2004,26.61771
uzb,2005,27.06706
uzb,2006,27.31407
uzb,2007,28.00082
uzb,2008,26.79368
uzb,2009,25.81924
uzb,2010,25.56476
uzb,2011,24.8404
uzb,2012,24.58172
uzb,2013,24.19939
uzb,2014,24.13907
uzb,2015,25.46031
uzb,2016,25.36838
uzb,2017,27.46129
uzb,2018,28.43481
uzb,2019,33.95307
uzb,2020,42.17913
vct,1982,16.80135
vct,1987,38.04231
vct,1991,43.4593
vct,2004,93.54533
vct,2009,84.3553
vct,2013,81.85461
vct,2014,71.72805
vct,2015,101.20265
vct,2016,109.15842
vct,2017,108.16953
vct,2018,109.58738
vct,2019,116.05532
ven,1971,4.56843
ven,1972,6.34865
ven,1973,7.45122
ven,1974,7.85559
ven,1975,12.69562
ven,1976,18.4256
ven,1979,26.2628
ven,1982,34.91963
ven,1984,37.70281
ven,1985,38.4237
ven,1986,39.04433
ven,1987,36.95942
ven,1988,36.76781
ven,1989,36.4454
