geo,time,dc_dac_canl_cd
ago,2014,289999.99166
ago,2015,50000.00075
ago,2016,829999.98331
ago,2017,19999.99955
ago,2019,19999.99955
alb,1993,90000.00358
alb,1995,39999.99911
alb,1997,370000.00477
alb,1998,400000.00596
alb,1999,189999.99762
alb,2000,1320000.05245
alb,2001,2480000.01907
alb,2002,1340000.03338
alb,2003,1649999.97616
alb,2004,1120000.00477
alb,2005,610000.01431
alb,2006,620000.00477
alb,2007,800000.01192
alb,2008,39999.99911
alb,2009,59999.99866
alb,2010,9999.99978
alb,2011,70000.0003
alb,2012,9999.99978
alb,2013,29999.99933
alb,2014,9999.99978
alb,2015,219999.99881
alb,2016,79999.99821
alb,2017,119999.99732
alb,2018,9999.99978
alb,2019,79999.99821
arg,1962,879999.99523
arg,1963,12840000.15259
arg,1964,-949999.98808
arg,1965,-2009999.99046
arg,1966,9999.99978
arg,1967,-1029999.97139
arg,1970,379999.99523
arg,1971,360000.01431
arg,1977,-19999.99955
arg,1978,-19999.99955
arg,1979,-19999.99955
arg,1980,-19999.99955
arg,1981,-19999.99955
arg,1982,699999.98808
arg,1983,680000.00715
arg,1984,1330000.04292
arg,1985,1450000.04768
arg,1986,1480000.01907
arg,1987,1779999.97139
arg,1988,2180000.06676
arg,1989,2559999.94278
arg,1990,2190000.05722
arg,1991,1830000.04292
arg,1992,2220000.02861
arg,1993,1690000.05722
arg,1994,1370000.00477
arg,1995,1289999.96185
arg,1996,1100000.02384
arg,1997,1409999.96662
arg,1998,910000.02623
arg,1999,939999.99762
arg,2000,1139999.98569
arg,2001,720000.02861
arg,2002,2049999.95232
arg,2003,2579999.92371
arg,2004,2289999.96185
arg,2005,3539999.96185
arg,2006,1470000.02861
arg,2007,3559999.94278
arg,2008,1889999.98569
arg,2009,2109999.8951
arg,2010,1029999.97139
arg,2011,2490000.00954
arg,2012,1029999.97139
arg,2013,2180000.06676
arg,2014,879999.99523
arg,2015,629999.99523
arg,2016,769999.98093
arg,2017,1129999.99523
arg,2018,1070000.05245
arg,2019,959999.97854
arm,1993,589999.97377
arm,1994,370000.00477
arm,1995,720000.02861
arm,1997,19999.99955
arm,1998,219999.99881
arm,1999,740000.00954
arm,2000,379999.99523
arm,2001,430000.00715
arm,2002,720000.02861
arm,2003,920000.01669
arm,2004,620000.00477
arm,2005,970000.02861
arm,2006,129999.99523
arm,2007,1909999.96662
arm,2008,259999.99046
arm,2009,730000.01907
arm,2010,9999.99978
arm,2011,29999.99933
arm,2012,59999.99866
arm,2013,90000.00358
arm,2015,39999.99911
arm,2016,100000.00149
arm,2017,0
arm,2018,9999.99978
arm,2019,219999.99881
atg,1974,170000.00179
atg,1975,50000.00075
atg,1976,1320000.05245
atg,1977,2970000.02861
atg,1978,1320000.05245
atg,1979,1429999.94755
atg,1980,1590000.03338
atg,1981,4750000
atg,1982,1409999.96662
atg,1983,649999.97616
atg,1984,959999.97854
atg,1985,649999.97616
atg,1986,259999.99046
atg,1987,1220000.02861
atg,1988,2529999.97139
atg,1989,1929999.94755
atg,1990,1159999.96662
atg,1991,1870000.00477
atg,1992,2299999.95232
atg,1993,550000.01192
atg,1994,119999.99732
atg,1996,29999.99933
atg,1997,159999.99642
atg,1998,29999.99933
atg,1999,59999.99866
atg,2000,39999.99911
atg,2001,39999.99911
atg,2002,70000.0003
atg,2003,59999.99866
atg,2004,50000.00075
atg,2005,1580000.04292
atg,2006,59999.99866
atg,2007,1710000.03815
atg,2008,50000.00075
atg,2009,1929999.94755
atg,2011,9999.99978
atg,2012,59999.99866
atg,2013,50000.00075
atg,2014,0
atg,2016,0
atg,2017,70000.0003
atg,2018,159999.99642
atg,2019,39999.99911
aze,1993,389999.98569
aze,1994,509999.99046
aze,1995,39999.99911
aze,1997,79999.99821
aze,1998,200000.00298
aze,1999,579999.98331
aze,2000,319999.99285
aze,2001,319999.99285
aze,2002,759999.99046
aze,2003,1049999.95232
aze,2004,870000.00477
aze,2005,1350000.02384
aze,2006,79999.99821
aze,2007,1519999.98093
aze,2008,159999.99642
aze,2009,270000.01073
aze,2011,39999.99911
aze,2012,9999.99978
aze,2013,140000.0006
aze,2014,129999.99523
aze,2015,129999.99523
aze,2016,70000.0003
aze,2017,19999.99955
aze,2019,50000.00075
bdi,1968,9999.99978
bdi,1969,19999.99955
bdi,1970,79999.99821
bdi,1971,150000.00596
bdi,1972,219999.99881
bdi,1973,230000.00417
bdi,1974,129999.99523
bdi,1975,100000.00149
bdi,1976,79999.99821
bdi,1977,50000.00075
bdi,1978,19999.99955
bdi,1979,-9999.99978
bdi,1980,9999.99978
bdi,1981,100000.00149
bdi,1982,769999.98093
bdi,1983,790000.02146
bdi,1984,1769999.98093
bdi,1985,1200000.04768
bdi,1986,980000.01907
bdi,1987,990000.00954
bdi,1988,649999.97616
bdi,1989,1009999.99046
bdi,1990,379999.99523
bdi,1991,1220000.02861
bdi,1992,2150000.09537
bdi,1993,2630000.11444
bdi,1994,3329999.92371
bdi,1995,2059999.94278
bdi,1996,4329999.92371
bdi,1997,1039999.96185
bdi,1998,2559999.94278
bdi,1999,1990000.00954
bdi,2000,1269999.98093
bdi,2001,2259999.99046
bdi,2002,1799999.95232
bdi,2003,5070000.17166
bdi,2004,4300000.19073
bdi,2005,5130000.11444
bdi,2006,4500000
bdi,2007,6940000.05722
bdi,2008,4230000.01907
bdi,2009,6059999.94278
bdi,2010,4690000.05722
bdi,2011,2819999.93324
bdi,2012,3279999.97139
bdi,2013,3329999.92371
bdi,2014,5079999.92371
bdi,2015,4210000.03815
bdi,2016,4159999.84741
bdi,2017,6539999.96185
bdi,2018,5070000.17166
bdi,2019,2900000.09537
ben,1963,9999.99978
ben,1964,19999.99955
ben,1965,70000.0003
ben,1966,140000.0006
ben,1967,189999.99762
ben,1968,239999.99464
ben,1969,300000.01192
ben,1970,529999.97139
ben,1971,2299999.95232
ben,1972,2250000
ben,1973,1399999.97616
ben,1974,3269999.98093
ben,1975,5380000.11444
ben,1976,5500000
ben,1977,3059999.94278
ben,1978,2339999.91417
ben,1979,4849999.90463
ben,1980,1490000.00954
ben,1981,6050000.19073
ben,1982,2690000.05722
ben,1983,1820000.05245
ben,1984,1220000.02861
ben,1985,730000.01907
ben,1986,500000
ben,1987,2690000.05722
ben,1988,2089999.91417
ben,1989,1139999.98569
ben,1990,1139999.98569
ben,1991,1379999.99523
ben,1992,1610000.01431
ben,1993,3150000.09537
ben,1994,2210000.03815
ben,1995,10239999.77112
ben,1996,8270000.45776
ben,1997,4150000.09537
ben,1998,3759999.99046
ben,1999,3559999.94278
ben,2000,3319999.93324
ben,2001,1750000
ben,2002,2400000.09537
ben,2003,5590000.15259
ben,2004,6360000.13351
ben,2005,10840000.15259
ben,2006,5960000.03815
ben,2007,6989999.77112
ben,2008,6969999.79019
ben,2009,7039999.96185
ben,2010,6369999.88556
ben,2011,7739999.77112
ben,2012,5579999.92371
ben,2013,4800000.19073
ben,2014,5429999.82834
ben,2015,6630000.11444
ben,2016,7980000.01907
ben,2017,14520000.45776
ben,2018,18090000.15259
ben,2019,16989999.77112
bfa,1966,9999.99978
bfa,1967,19999.99955
bfa,1968,19999.99955
bfa,1969,19999.99955
bfa,1970,100000.00149
bfa,1971,200000.00298
bfa,1972,980000.01907
bfa,1973,1370000.00477
bfa,1974,2250000
bfa,1975,2509999.99046
bfa,1976,2039999.96185
bfa,1977,1240000.00954
bfa,1978,3569999.93324
bfa,1979,13340000.15259
bfa,1980,8149999.61853
bfa,1981,7300000.19073
bfa,1982,9760000.22888
bfa,1983,7280000.20981
bfa,1984,7369999.88556
bfa,1985,9069999.69482
bfa,1986,12109999.65668
bfa,1987,11970000.26703
bfa,1988,29430000.30518
bfa,1989,11380000.11444
bfa,1990,10100000.38147
bfa,1991,16170000.07629
bfa,1992,18610000.61035
bfa,1993,8649999.61853
bfa,1994,9060000.41962
bfa,1995,8069999.69482
bfa,1996,7179999.82834
bfa,1997,6010000.22888
bfa,1998,6130000.11444
bfa,1999,6909999.84741
bfa,2000,8319999.69482
bfa,2001,5880000.11444
bfa,2002,8630000.11444
bfa,2003,11399999.61853
bfa,2004,16180000.30518
bfa,2005,16500000
bfa,2006,17069999.69482
bfa,2007,22739999.77112
bfa,2008,29909999.84741
bfa,2009,23520000.45776
bfa,2010,30829999.92371
bfa,2011,26180000.30518
bfa,2012,27690000.53406
bfa,2013,29170000.07629
bfa,2014,37549999.23706
bfa,2015,24309999.46594
bfa,2016,18000000
bfa,2017,31709999.08447
bfa,2018,43939998.62671
bfa,2019,39709999.08447
bgd,1972,26420000.07629
bgd,1973,54909999.84741
bgd,1974,48549999.23706
bgd,1975,64360000.61035
bgd,1976,46959999.08447
bgd,1977,42139999.38965
bgd,1978,77569999.69482
bgd,1979,59209999.08447
bgd,1980,57119998.93188
bgd,1981,58020000.45776
bgd,1982,88160003.66211
bgd,1983,87470001.2207
bgd,1984,84459999.08447
bgd,1985,78410003.66211
bgd,1986,71099998.47412
bgd,1987,101949996.94824
bgd,1988,116980003.35693
bgd,1989,73209999.08447
bgd,1990,102300003.05176
bgd,1991,94580001.83105
bgd,1992,108870002.74658
bgd,1993,41250000
bgd,1994,53709999.08447
bgd,1995,52240001.67847
bgd,1996,37509998.32153
bgd,1997,73440002.44141
bgd,1998,53490001.67847
bgd,1999,29030000.68665
bgd,2000,38459999.08447
bgd,2001,30290000.91553
bgd,2002,30870000.83923
bgd,2003,38419998.16895
bgd,2004,48919998.16895
bgd,2005,50750000
bgd,2006,56740001.67847
bgd,2007,60240001.67847
bgd,2008,82059997.55859
bgd,2009,52450000.76294
bgd,2010,86110000.61035
bgd,2011,61209999.08447
bgd,2012,35349998.47412
bgd,2013,81760002.13623
bgd,2014,71809997.55859
bgd,2015,49150001.52588
bgd,2016,45909999.84741
bgd,2017,39020000.45776
bgd,2018,89279998.7793
bgd,2019,81529998.7793
bgr,1991,39999.99911
bgr,1993,140000.0006
bgr,1994,59999.99866
bgr,1995,70000.0003
bgr,1997,9999.99978
bgr,1998,90000.00358
bgr,1999,180000.00715
bgr,2000,180000.00715
bgr,2001,419999.98689
bgr,2002,1299999.95232
bgr,2003,2059999.94278
bgr,2004,1679999.94755
bhs,1967,639999.98569
bhs,1982,9999.99978
bhs,1983,19999.99955
bhs,1984,7940000.05722
bhs,1992,200000.00298
bhs,1993,70000.0003
bhs,1994,100000.00149
bhs,1995,70000.0003
bhs,1996,9999.99978
bhs,1997,19999.99955
bhs,1998,39999.99911
bhs,2000,29999.99933
bhs,2001,29999.99933
bhs,2002,9999.99978
bhs,2003,19999.99955
bhs,2004,19999.99955
bih,1995,939999.99762
bih,1997,8159999.84741
bih,1998,12289999.96185
bih,1999,14270000.45776
bih,2000,5449999.80927
bih,2001,10550000.19073
bih,2002,6889999.86649
bih,2003,7309999.94278
bih,2004,5889999.86649
bih,2005,7690000.05722
bih,2006,7550000.19073
bih,2007,10340000.15259
bih,2008,4989999.77112
bih,2009,4059999.94278
bih,2010,379999.99523
bih,2011,159999.99642
bih,2012,1009999.99046
bih,2013,119999.99732
bih,2014,709999.97854
bih,2015,889999.98569
bih,2016,500000
bih,2017,39999.99911
bih,2018,140000.0006
bih,2019,79999.99821
blr,1993,19999.99955
blr,1994,180000.00715
blr,1998,200000.00298
blr,1999,100000.00149
blr,2000,90000.00358
blr,2001,59999.99866
blr,2002,59999.99866
blr,2003,79999.99821
blr,2004,209999.99344
blr,2005,219999.99881
blr,2006,129999.99523
blr,2007,469999.99881
blr,2008,39999.99911
blr,2011,79999.99821
blr,2012,79999.99821
blr,2013,259999.99046
blr,2014,140000.0006
blr,2015,100000.00149
blr,2016,70000.0003
blr,2017,100000.00149
blr,2018,9999.99978
blr,2019,90000.00358
blz,1960,9999.99978
blz,1961,79999.99821
blz,1962,59999.99866
blz,1963,9999.99978
blz,1964,79999.99821
blz,1965,100000.00149
blz,1966,129999.99523
blz,1967,230000.00417
blz,1968,349999.99404
blz,1969,600000.02384
blz,1970,349999.99404
blz,1971,540000.02146
blz,1972,850000.02384
blz,1973,449999.98808
blz,1974,349999.99404
blz,1975,1409999.96662
blz,1976,1600000.02384
blz,1977,1539999.96185
blz,1978,4449999.80927
blz,1979,4760000.22888
blz,1980,1090000.03338
blz,1981,349999.99404
blz,1982,689999.99762
blz,1983,2170000.07629
blz,1985,2710000.03815
blz,1986,5539999.96185
blz,1987,5150000.09537
blz,1988,1299999.95232
blz,1989,419999.98689
blz,1990,1129999.99523
blz,1991,639999.98569
blz,1992,1120000.00477
blz,1993,610000.01431
blz,1994,239999.99464
blz,1995,100000.00149
blz,1996,250000
blz,1997,239999.99464
blz,1998,170000.00179
blz,1999,270000.01073
blz,2000,230000.00417
blz,2001,529999.97139
blz,2002,490000.00954
blz,2003,800000.01192
blz,2004,649999.97616
blz,2005,790000.02146
blz,2006,250000
blz,2007,3019999.98093
blz,2008,629999.99523
blz,2009,1700000.04768
blz,2010,430000.00715
blz,2011,109999.9994
blz,2012,239999.99464
blz,2013,150000.00596
blz,2014,90000.00358
blz,2015,219999.99881
blz,2016,109999.9994
blz,2017,270000.01073
blz,2018,540000.02146
blz,2019,720000.02861
bmu,1966,9999.99978
bmu,1968,9999.99978
bmu,1997,19999.99955
bmu,1998,9999.99978
bmu,1999,9999.99978
bmu,2000,29999.99933
bmu,2001,19999.99955
bmu,2003,19999.99955
bmu,2004,9999.99978
bol,1973,479999.98927
bol,1974,949999.98808
bol,1975,340000.00358
bol,1976,50000.00075
bol,1977,50000.00075
bol,1978,939999.99762
bol,1979,1240000.00954
bol,1980,889999.98569
bol,1981,1230000.01907
bol,1982,7250000
bol,1983,4340000.15259
bol,1984,9729999.54224
bol,1985,2180000.06676
bol,1986,3789999.96185
bol,1987,2099999.90463
bol,1988,4130000.11444
bol,1989,4840000.15259
bol,1990,8789999.96185
bol,1991,7579999.92371
bol,1992,7699999.80927
bol,1993,5369999.88556
bol,1994,9579999.92371
bol,1995,11310000.41962
bol,1996,12460000.03815
bol,1997,13479999.54224
bol,1998,7210000.03815
bol,1999,5980000.01907
bol,2000,5670000.07629
bol,2001,8819999.69482
bol,2002,14640000.34332
bol,2003,12069999.69482
bol,2004,11850000.38147
bol,2005,14869999.88556
bol,2006,17000000
bol,2007,22799999.23706
bol,2008,21479999.54224
bol,2009,24290000.91553
bol,2010,19020000.45776
bol,2011,27000000
bol,2012,27979999.54224
bol,2013,19209999.08447
bol,2014,17270000.45776
bol,2015,12640000.34332
bol,2016,13260000.22888
bol,2017,11020000.45776
bol,2018,11800000.19073
bol,2019,12550000.19073
bra,1962,2230000.01907
bra,1963,1049999.95232
bra,1964,4250000
bra,1965,920000.01669
bra,1966,-1690000.05722
bra,1967,-1659999.96662
bra,1969,769999.98093
bra,1970,689999.99762
bra,1971,2400000.09537
bra,1972,2670000.07629
bra,1973,1850000.02384
bra,1974,1080000.04292
bra,1975,2259999.99046
bra,1976,3349999.90463
bra,1977,1179999.94755
bra,1978,2079999.92371
bra,1979,1889999.98569
bra,1980,1509999.99046
bra,1981,2730000.01907
bra,1982,3809999.94278
bra,1983,2049999.95232
bra,1984,7079999.92371
bra,1985,5800000.19073
bra,1986,4440000.05722
bra,1987,3569999.93324
bra,1988,4039999.96185
bra,1989,3940000.05722
bra,1990,2890000.1049
bra,1991,3460000.03815
bra,1992,4000000
bra,1993,4119999.88556
bra,1994,2740000.00954
bra,1995,2849999.90463
bra,1996,3109999.8951
bra,1997,3720000.02861
bra,1998,3410000.08583
bra,1999,3450000.04768
bra,2000,3240000.00954
bra,2001,3990000.00954
bra,2002,6039999.96185
bra,2003,8130000.11444
bra,2004,9119999.88556
bra,2005,8640000.34332
bra,2006,7110000.13351
bra,2007,9239999.77112
bra,2008,11430000.30518
bra,2009,10819999.69482
bra,2010,7110000.13351
bra,2011,4139999.86649
bra,2012,2539999.96185
bra,2013,2230000.01907
bra,2014,1299999.95232
bra,2015,920000.01669
bra,2016,850000.02384
bra,2017,1259999.99046
bra,2018,1129999.99523
bra,2019,2329999.92371
brb,1966,289999.99166
brb,1967,340000.00358
brb,1968,300000.01192
brb,1969,340000.00358
brb,1970,629999.99523
brb,1971,1120000.00477
brb,1972,1279999.97139
brb,1973,2579999.92371
brb,1974,1620000.00477
brb,1975,920000.01669
brb,1976,2480000.01907
brb,1977,1710000.03815
brb,1978,5900000.09537
brb,1979,2359999.8951
brb,1980,439999.99762
brb,1981,2630000.11444
brb,1982,639999.98569
brb,1983,4030000.20981
brb,1984,3079999.92371
brb,1985,4289999.96185
brb,1986,1220000.02861
brb,1987,2329999.92371
brb,1988,2000000
brb,1989,280000.00119
brb,1990,680000.00715
brb,1991,430000.00715
brb,1992,449999.98808
brb,1993,449999.98808
brb,1994,219999.99881
brb,1995,119999.99732
brb,1996,129999.99523
brb,1997,159999.99642
brb,1998,79999.99821
brb,1999,159999.99642
brb,2000,90000.00358
brb,2001,90000.00358
brb,2002,330000.01311
brb,2003,340000.00358
brb,2004,200000.00298
brb,2005,1220000.02861
brb,2006,180000.00715
brb,2007,3900000.09537
brb,2008,200000.00298
brb,2009,1970000.02861
brb,2010,639999.98569
brn,1960,9999.99978
brn,1964,9999.99978
brn,1965,9999.99978
brn,1966,9999.99978
brn,1967,9999.99978
brn,1968,9999.99978
brn,1987,9999.99978
brn,1989,70000.0003
brn,1990,170000.00179
brn,1991,230000.00417
brn,1992,150000.00596
brn,1993,170000.00179
brn,1994,159999.99642
btn,1981,79999.99821
btn,1983,59999.99866
btn,1984,150000.00596
btn,1985,180000.00715
btn,1986,70000.0003
btn,1987,79999.99821
btn,1988,159999.99642
btn,1989,340000.00358
btn,1990,310000.00238
btn,1991,70000.0003
btn,1992,670000.01669
btn,1993,319999.99285
btn,1994,1200000.04768
btn,1995,310000.00238
btn,1996,469999.99881
btn,1997,219999.99881
btn,1998,319999.99285
btn,1999,569999.99285
btn,2000,569999.99285
btn,2001,519999.98093
btn,2002,670000.01669
btn,2003,720000.02861
btn,2004,839999.97377
btn,2005,1049999.95232
btn,2006,1750000
btn,2007,1480000.01907
btn,2008,819999.99285
btn,2009,219999.99881
btn,2010,250000
btn,2011,910000.02623
btn,2012,90000.00358
btn,2013,230000.00417
btn,2014,1500000
btn,2015,1450000.04768
btn,2016,119999.99732
btn,2017,100000.00149
btn,2018,50000.00075
btn,2019,0
bwa,1962,9999.99978
bwa,1964,19999.99955
bwa,1965,39999.99911
bwa,1966,79999.99821
bwa,1967,90000.00358
bwa,1968,39999.99911
bwa,1969,9999.99978
bwa,1970,29999.99933
bwa,1971,29999.99933
bwa,1972,15159999.84741
bwa,1973,11420000.07629
bwa,1974,3130000.11444
bwa,1975,6510000.22888
bwa,1976,2140000.1049
bwa,1977,2140000.1049
bwa,1978,2329999.92371
bwa,1979,2720000.02861
bwa,1980,2660000.08583
bwa,1981,2789999.96185
bwa,1982,3039999.96185
bwa,1983,3589999.91417
bwa,1984,4900000.09537
bwa,1985,4909999.84741
bwa,1986,7579999.92371
bwa,1987,10640000.34332
bwa,1988,6159999.84741
bwa,1989,15609999.65668
bwa,1990,11850000.38147
bwa,1991,3890000.1049
bwa,1992,3220000.02861
bwa,1993,2240000.00954
bwa,1994,1470000.02861
bwa,1995,1629999.99523
bwa,1996,319999.99285
bwa,1997,569999.99285
bwa,1998,150000.00596
bwa,1999,600000.02384
bwa,2000,270000.01073
bwa,2001,50000.00075
bwa,2002,180000.00715
bwa,2003,1090000.03338
bwa,2004,1210000.03815
bwa,2005,1879999.99523
bwa,2006,1710000.03815
bwa,2007,2220000.02861
bwa,2008,1399999.97616
bwa,2009,1309999.94278
bwa,2010,1490000.00954
bwa,2011,1179999.94755
bwa,2012,949999.98808
bwa,2013,1360000.01431
bwa,2014,1059999.94278
bwa,2015,620000.00477
bwa,2016,430000.00715
bwa,2017,509999.99046
bwa,2018,239999.99464
bwa,2019,230000.00417
caf,1963,9999.99978
caf,1965,9999.99978
caf,1966,9999.99978
caf,1967,19999.99955
caf,1968,19999.99955
caf,1969,19999.99955
caf,1970,70000.0003
caf,1971,170000.00179
caf,1972,239999.99464
caf,1973,140000.0006
caf,1974,59999.99866
caf,1975,50000.00075
caf,1976,90000.00358
caf,1977,70000.0003
caf,1978,109999.9994
caf,1979,19999.99955
caf,1980,29999.99933
caf,1981,129999.99523
caf,1982,129999.99523
caf,1983,150000.00596
caf,1984,239999.99464
caf,1985,379999.99523
caf,1986,90000.00358
caf,1987,319999.99285
caf,1988,280000.00119
caf,1989,500000
caf,1990,319999.99285
caf,1991,490000.00954
caf,1992,219999.99881
caf,1993,180000.00715
caf,1994,409999.99642
caf,1995,379999.99523
caf,1996,569999.99285
caf,1997,100000.00149
caf,1998,239999.99464
caf,1999,200000.00298
caf,2000,90000.00358
caf,2001,479999.98927
caf,2002,119999.99732
caf,2003,540000.02146
caf,2004,389999.98569
caf,2005,1559999.94278
caf,2006,550000.01192
caf,2007,5650000.09537
caf,2008,2890000.1049
caf,2009,3799999.95232
caf,2010,1399999.97616
caf,2011,5809999.94278
caf,2012,4309999.94278
caf,2013,6039999.96185
caf,2014,16170000.07629
caf,2015,17590000.15259
caf,2016,14199999.80927
caf,2017,11739999.77112
caf,2018,15340000.15259
caf,2019,9739999.77112
chl,1960,1600000.02384
chl,1961,959999.97854
chl,1962,5550000.19073
chl,1963,5409999.84741
chl,1964,4320000.17166
chl,1965,1269999.98093
chl,1966,-850000.02384
chl,1967,-1519999.98093
chl,1968,59999.99866
chl,1969,159999.99642
chl,1970,2329999.92371
chl,1971,1100000.02384
chl,1972,2150000.09537
chl,1973,1159999.96662
chl,1974,1350000.02384
chl,1975,70000.0003
chl,1976,-150000.00596
chl,1977,-189999.99762
chl,1978,-259999.99046
chl,1979,-239999.99464
chl,1980,-250000
chl,1981,-50000.00075
chl,1982,1940000.05722
chl,1983,2079999.92371
chl,1984,3599999.90463
chl,1985,3819999.93324
chl,1986,2160000.08583
chl,1987,2599999.90463
chl,1988,3170000.07629
chl,1989,4150000.09537
chl,1990,3250000
chl,1991,2490000.00954
chl,1992,3940000.05722
chl,1993,2970000.02861
chl,1994,2549999.95232
chl,1995,1600000.02384
chl,1996,1509999.99046
chl,1997,1269999.98093
chl,1998,1120000.00477
chl,1999,790000.02146
chl,2000,800000.01192
chl,2001,649999.97616
chl,2002,1629999.99523
chl,2003,2789999.96185
chl,2004,3519999.98093
chl,2005,3829999.92371
chl,2006,2539999.96185
chl,2007,3460000.03815
chl,2008,2500000
chl,2009,1980000.01907
chl,2010,2680000.06676
chl,2011,1700000.04768
chl,2012,2750000
chl,2013,2549999.95232
chl,2014,970000.02861
chl,2015,419999.98689
chl,2016,2440000.05722
chl,2017,3140000.1049
chn,1981,39999.99911
chn,1982,4469999.79019
chn,1983,5000000
chn,1984,6690000.05722
chn,1985,15479999.54224
chn,1986,17969999.31335
chn,1987,32169998.16895
chn,1988,35599998.47412
chn,1989,37380001.06812
chn,1990,67709999.08447
chn,1991,39979999.54224
chn,1992,62349998.47412
chn,1993,69550003.05176
chn,1994,68599998.47412
chn,1995,53740001.67847
chn,1996,38400001.52588
chn,1997,45000000
chn,1998,52279998.7793
chn,1999,31420000.07629
chn,2000,29200000.76294
chn,2001,24319999.69482
chn,2002,28739999.77112
chn,2003,28440000.53406
chn,2004,34909999.84741
chn,2005,30030000.68665
chn,2006,29600000.38147
chn,2007,32900001.52588
chn,2008,54340000.15259
chn,2009,11050000.19073
chn,2010,9020000.45776
chn,2011,-1970000.02861
chn,2012,-4079999.92371
chn,2013,-2250000
chn,2014,-6760000.22888
chn,2015,-10399999.61853
chn,2016,-11539999.96185
chn,2017,-12539999.96185
chn,2018,-11380000.11444
chn,2019,-12380000.11444
civ,1964,19999.99955
civ,1965,100000.00149
civ,1966,189999.99762
civ,1967,360000.01431
civ,1968,519999.98093
civ,1969,850000.02384
civ,1970,1399999.97616
civ,1971,2279999.97139
civ,1972,6510000.22888
civ,1973,4030000.20981
civ,1974,4090000.15259
civ,1975,4650000.09537
civ,1976,5480000.01907
civ,1977,6489999.77112
civ,1978,12390000.34332
civ,1979,15930000.30518
civ,1980,4800000.19073
civ,1981,4199999.80927
civ,1982,3950000.04768
civ,1983,4480000.01907
civ,1984,10140000.34332
civ,1985,10510000.22888
civ,1986,10829999.92371
civ,1987,8760000.22888
civ,1988,11350000.38147
civ,1989,10069999.69482
civ,1990,11869999.88556
civ,1991,10789999.96185
civ,1992,9630000.11444
civ,1993,6989999.77112
civ,1994,5969999.79019
civ,1995,22219999.31335
civ,1996,20219999.31335
civ,1997,4300000.19073
civ,1998,45540000.91553
civ,1999,18760000.22888
civ,2000,3529999.97139
civ,2001,1450000.04768
civ,2002,78730003.35693
civ,2003,13850000.38147
civ,2004,4650000.09537
civ,2005,6500000
civ,2006,3390000.1049
civ,2007,3930000.06676
civ,2008,3369999.88556
civ,2009,43740001.67847
civ,2010,6929999.82834
civ,2011,10180000.30518
civ,2012,139240005.49316
civ,2013,3549999.95232
civ,2014,5710000.03815
civ,2015,3589999.91417
civ,2016,4119999.88556
civ,2017,3930000.06676
civ,2018,15760000.22888
civ,2019,9949999.80927
cmr,1962,129999.99523
cmr,1963,9999.99978
cmr,1964,140000.0006
cmr,1965,300000.01192
cmr,1966,579999.98331
cmr,1967,920000.01669
cmr,1968,1320000.05245
cmr,1969,1570000.05245
cmr,1970,3190000.05722
cmr,1971,4019999.98093
cmr,1972,4550000.19073
cmr,1973,4349999.90463
cmr,1974,5039999.96185
cmr,1975,7619999.88556
cmr,1976,9760000.22888
cmr,1977,8710000.03815
cmr,1978,13390000.34332
cmr,1979,13500000
cmr,1980,17780000.68665
cmr,1981,16489999.77112
cmr,1982,6110000.13351
