geo,time,ne_exp_gnfs_kd
egy,2014,43440175970.0992
egy,2015,43423180592.9919
egy,2016,36896956971.8379
egy,2017,68644315630.6034
egy,2018,90304354740.1324
egy,2019,88303427339.714
egy,2020,69169559073.2132
esp,1970,29556027639.0336
esp,1971,33753459140.9437
esp,1972,38276324087.8289
esp,1973,42104487509.4812
esp,1974,41683416272.3601
esp,1975,41516050690.86089
esp,1976,43592185635.466
esp,1977,48866868721.6804
esp,1978,54095062108.2648
esp,1979,57124916581.44489
esp,1980,58435950298.3941
esp,1981,65034304453.382
esp,1982,68653891656.2386
esp,1983,75253843509.78899
esp,1984,84313198221.85619
esp,1985,84875712381.29988
esp,1986,85073870274.0527
esp,1987,89553209030.23859
esp,1988,92971440724.1918
esp,1989,94302617647.6703
esp,1990,98727622448.0894
esp,1991,106869695144.423
esp,1992,114893511518.821
esp,1993,123896933467.04601
esp,1994,144550152005.80301
esp,1995,158139981813.672
esp,1996,173909488528.125
esp,1997,198935661289.06201
esp,1998,215142316082.422
esp,1999,232506192820.703
esp,2000,256775677790.23401
esp,2001,266897763891.40601
esp,2002,270694517003.125
esp,2003,280353936228.90601
esp,2004,292420998427.34399
esp,2005,297949701161.328
esp,2006,312040514872.26599
esp,2007,335746367293.35901
esp,2008,332702973434.375
esp,2009,296644914001.953
esp,2010,323530630367.578
esp,2011,349974760602.73401
esp,2012,353247823630.078
esp,2013,368714433325.39093
esp,2014,385403726226.172
esp,2015,402038652995.31201
esp,2016,423633102385.54694
esp,2017,446980582142.96802
esp,2018,454702791861.71893
esp,2019,465943266956.64001
esp,2020,372069600306.64001
est,1993,4226406431.04883
est,1994,4375122210.36953
est,1995,4611884494.63867
est,1996,4730554664.88125
est,1997,5933403108.40429
est,1998,6714293814.00664
est,1999,6746132395.91601
est,2000,6277271110.05703
est,2001,6674798483.63906
est,2002,6863072835.56211
est,2003,7561221617.34609
est,2004,8868731521.35468
est,2005,10635595295.2625
est,2006,11649108692.5391
est,2007,13118694020.5844
est,2008,13236484347.1047
est,2009,10548346530.0824
est,2010,13102863490.6609
est,2011,16270221005.8891
est,2012,17055466549.5871
est,2013,17533023087.9699
est,2014,17995977327.1992
est,2015,17725575721.5992
est,2016,18580396599.6426
est,2017,19478209992.6848
est,2018,20234197681.457
est,2019,21545449972.4457
est,2020,20472944884.28749
eth,2011,7370470108.59124
eth,2012,6606784843.98715
eth,2013,6624964392.44432
eth,2014,6811911987.64807
eth,2015,6047701984.51402
eth,2016,5555353440.30052
eth,2017,5981207894.38108
eth,2018,6685670436.55455
eth,2019,7869310059.78604
eth,2020,7828622083.84852
fin,1970,10666712693.793
fin,1971,10543458016.2863
fin,1972,12070236514.8176
fin,1973,12941789956.7644
fin,1974,12956122644.2855
fin,1975,11253650560.498
fin,1976,12873723559.9504
fin,1977,14938993044.8176
fin,1978,16100841658.4933
fin,1979,17654678957.4012
fin,1980,19084731231.6406
fin,1981,20192025096.4844
fin,1982,19813681200.7812
fin,1983,20671334665.2344
fin,1984,22020502340.2344
fin,1985,22160300964.45309
fin,1986,22728371564.45309
fin,1987,23485059355.8594
fin,1988,24312755972.2656
fin,1989,24723275741.7969
fin,1990,25070553276.5625
fin,1991,23091182279.6875
fin,1992,25487730123.4375
fin,1993,29736054981.6406
fin,1994,33687030385.1562
fin,1995,36635006135.5469
fin,1996,38746409166.4062
fin,1997,44181912817.57809
fin,1998,48101821860.1562
fin,1999,53555077717.57809
fin,2000,62180430929.2969
fin,2001,63313243590.625
fin,2002,65835166391.0156
fin,2003,65171677682.4219
fin,2004,70869026375.7812
fin,2005,75793044584.37502
fin,2006,83231219003.12498
fin,2007,90711554911.7187
fin,2008,96699595982.4218
fin,2009,77249835009.76558
fin,2010,82024068978.12498
fin,2011,83688338314.0625
fin,2012,83883612582.8125
fin,2013,84364031664.45309
fin,2014,82717514534.76558
fin,2015,83041492298.82809
fin,2016,86274612862.10931
fin,2017,93885871291.7968
fin,2018,95297171688.67181
fin,2019,101658009090.625
fin,2020,94774591117.18739
fji,2015,2286803966.43783
fra,1960,35413511995.043
fra,1961,37295270599.6804
fra,1962,37730210636.9831
fra,1963,40895545510.2116
fra,1964,44284500043.7146
fra,1965,49069958621.1346
fra,1966,52462267434.0086
fra,1967,56382318383.2854
fra,1968,62288110930.5526
fra,1969,71931704619.2184
fra,1970,83525260999.8855
fra,1971,91591218892.896
fra,1972,101657453224.66701
fra,1973,114304256989.201
fra,1974,127470977384.769
fra,1975,123396628585.867
fra,1976,133902275512.354
fra,1977,144486189697.17099
fra,1978,153956478027.078
fra,1979,164306709935.41
fra,1980,168875256856.54099
fra,1981,177070914587.44
fra,1982,175077346263.616
fra,1983,183380340490.57999
fra,1984,195796816036.09799
fra,1985,199936014753.94296
fra,1986,198002822793.08896
fra,1987,203537407054.90601
fra,1988,220760586463.52802
fra,1989,242345464086.05496
fra,1990,252392691352.496
fra,1991,268236137115.49301
fra,1992,284195865376.992
fra,1993,285317317735.83301
fra,1994,308596114207.27399
fra,1995,335920188020.85602
fra,1996,350257556576.83502
fra,1997,395928497826.354
fra,1998,430819857854.742
fra,1999,452843030792.50494
fra,2000,511194319709.77893
fra,2001,526899120741.96399
fra,2002,537423775843.29297
fra,2003,532270463481.69696
fra,2004,560789784465.98804
fra,2005,583084653810.89404
fra,2006,618056517875.59998
fra,2007,635307649242.47498
fra,2008,638107365223.34302
fra,2009,568566153946.98096
fra,2010,618003966907.04797
fra,2011,657333057848.71106
fra,2012,676015354331.255
fra,2013,690486894062.07104
fra,2014,713082532380.39294
fra,2015,746211770692.96802
fra,2016,759463466461.80383
fra,2017,792772717693.31812
fra,2018,828661421078.11499
fra,2019,842075241089.55396
fra,2020,708882957299.57898
fro,2015,1289555433.34473
fsm,2015,85658000
gab,1960,504385717.58757
gab,1961,546070494.85389
gab,1962,604429144.59823
gab,1963,758662834.10204
gab,1964,942075816.78735
gab,1965,1021276867.58418
gab,1966,984340825.02917
gab,1967,1267815529.66115
gab,1968,1342614156.77976
gab,1969,1551298086.44082
gab,1970,1722127283.68597
gab,1971,1822774858.98913
gab,1972,1939126534.12488
gab,1973,1952051008.21715
gab,1974,2932693517.6451
gab,1975,3623399085.39494
gab,1976,4223601926.19358
gab,1977,4080474760.86468
gab,1978,4234681168.41634
gab,1979,3481190609.92695
gab,1980,3730508897.74423
gab,1981,3461183586.82874
gab,1982,3399152392.84689
gab,1983,3543630110.4502
gab,1984,4375947397.86582
gab,1985,4073643477.44464
gab,1986,3698315493.30156
gab,1987,3462753996.95475
gab,1988,3576608719.95588
gab,1989,4920879659.34435
gab,1990,5496434915.71055
gab,1991,5656539148.68535
gab,1992,5800950700.17448
gab,1993,6528440424.53887
gab,1994,6821484385.37564
gab,1995,7246531434.1633
gab,1996,7422619843.94027
gab,1997,7673352694.32432
gab,1998,7195556249.71981
gab,1999,6814182674.85625
gab,2000,6050991994.55491
gab,2001,5700896767.85069
gab,2002,5281523617.38172
gab,2003,5376669846.61808
gab,2004,5448227942.08648
gab,2005,5907127873.05967
gab,2006,5503801047.92996
gab,2007,5672550422.72019
gab,2008,5327366454.73906
gab,2009,5244265925.98401
gab,2010,6020922612.19606
gab,2011,6319979770.18234
gab,2012,6089985023.15651
gab,2013,6069121985.48475
gab,2014,6093221494.97541
gab,2015,6620833366.11911
gab,2016,6402553814.47541
gab,2017,6650914350.97333
gab,2018,6741195210.99889
gab,2019,7685131483.16663
gab,2020,8458244877.95039
gbr,1970,136297422977.612
gbr,1971,145727640126.276
gbr,1972,147294910901.21899
gbr,1973,165420154114.828
gbr,1974,177517580886.34399
gbr,1975,172257252748.991
gbr,1976,187943253692.366
gbr,1977,200870858071.84201
gbr,1978,204584813905.69501
gbr,1979,212299582646.04901
gbr,1980,211659376558.79001
gbr,1981,210613062708.88297
gbr,1982,212957040399.332
gbr,1983,217243614961.85297
gbr,1984,231888113027.36301
gbr,1985,245460968216.13297
gbr,1986,255682500890.871
gbr,1987,270662132277.229
gbr,1988,272275442633.79001
gbr,1989,284679231616.11499
gbr,1990,299713418417.10693
gbr,1991,300210716176.35693
gbr,1992,313809742197.48499
gbr,1993,328090597082.09894
gbr,1994,358370951370.63098
gbr,1995,392221518998.37097
gbr,1996,420061935877.80603
gbr,1997,471701954926.10895
gbr,1998,484275003346.57294
gbr,1999,498803799749.72699
gbr,2000,542655489088.19598
gbr,2001,559742624146.03601
gbr,2002,567918905508.08398
gbr,2003,579246779947.16003
gbr,2004,608088401511.51599
gbr,2005,652430693887.26099
gbr,2006,736135921046.48804
gbr,2007,725044014931.95398
gbr,2008,732535051319.53186
gbr,2009,667775386232.24097
gbr,2010,705017259844.745
gbr,2011,756779930416.25696
gbr,2012,761673967733.92285
gbr,2013,768290449154.08386
gbr,2014,774577639475.401
gbr,2015,803737886722.32996
gbr,2016,830595763777.26001
gbr,2017,877555052305.50586
gbr,2018,901922582925.43872
gbr,2019,932213350546.91504
gbr,2020,802302072053.60193
geo,2010,3765081743.26885
geo,2011,4390340633.67558
geo,2012,4993874763.14282
geo,2013,5855417970.29921
geo,2014,5866919314.326
geo,2015,6110518662.14251
geo,2016,6642797338.38629
geo,2017,7418719428.89878
geo,2018,8164808531.26515
geo,2019,8963043890.1864
geo,2020,5591036906.40739
gha,2006,4537634811.58831
gha,2007,5362019449.50903
gha,2008,6259761751.23326
gha,2009,6736772973.42968
gha,2010,8399355090.24284
gha,2011,12921742808.1993
gha,2012,14884039796.419
gha,2013,14347481909.5528
gha,2014,14210196732.8271
gha,2015,16715084477.4673
gha,2016,17198749699.9226
gha,2017,21290345270.3019
gha,2018,22698996389.0773
gha,2019,25589275034.5923
gha,2020,22316477469.9534
gin,2006,1687392475.79887
gin,2007,2192056193.80073
gin,2008,1954134083.71217
gin,2009,2064230894.18014
gin,2010,2186582051.82646
gin,2011,2165925804.14458
gin,2012,2229915518.44851
gin,2013,1951259768.23265
gin,2014,2080161224.84088
gin,2015,1890478301.14386
gin,2016,2613900648.03804
gin,2017,4674536773.64508
gin,2018,4658211635.8902
gin,2019,3925322196.33785
gin,2020,11234150783.94
gmb,2004,199041964.48329
gmb,2005,189328651.86109
gmb,2006,208863202.8013
gmb,2007,189139781.89344
gmb,2008,154738466.35647
gmb,2009,180370819.10951
gmb,2010,173841314.51347
gmb,2011,203709750.82674
gmb,2012,249686097.2385
gmb,2013,253295599.28476
gmb,2014,280885235.79588
gmb,2015,270072130.65388
gmb,2016,235382308.1469
gmb,2017,257954349.54933
gmb,2018,371982533.83774
gmb,2019,332572802.27252
gmb,2020,162084332.7552
gnb,2007,219656184.53219
gnb,2008,229235059.26356
gnb,2009,253332615.22877
gnb,2010,192042976.39334
gnb,2011,280757681.1116
gnb,2012,205822952.19936
gnb,2013,240396976.61724
gnb,2014,246344959.89204
gnb,2015,288714347.16194
gnb,2016,319565537.48183
gnb,2017,262672749.92473
gnb,2018,316319897.33414
gnb,2019,343821413.36998
gnb,2020,293528179.65161
gnq,2005,6913559369.92683
gnq,2006,6864808136.62149
gnq,2007,8508387371.07268
gnq,2008,9817168522.5771
gnq,2009,9216597119.29241
gnq,2010,9201944100.37586
gnq,2011,8216879567.68505
gnq,2012,8597227227.1301
gnq,2013,7945283259.68549
gnq,2014,7984810647.46514
gnq,2015,7470701298.82645
gnq,2016,6800281604.49498
gnq,2017,6544533427.84038
gnq,2018,6173975528.12034
gnq,2019,5412448585.58436
gnq,2020,4923498150.74041
grc,1960,1972008602.18668
grc,1961,2167265340.63301
grc,1962,2068359811.12144
grc,1963,2389501882.13808
grc,1964,2236468988.15996
grc,1965,2597850761.7425
grc,1966,3406293446.20129
grc,1967,3509075724.70398
grc,1968,3443897500.8955
grc,1969,3775591927.1123
grc,1970,4210971997.22734
grc,1971,4986530383.87734
grc,1972,6152152450.89413
grc,1973,7960965797.68359
grc,1974,7970138140.75038
grc,1975,8792657770.00898
grc,1976,10051688617.7746
grc,1977,10686346633.9055
grc,1978,11973974066.9141
grc,1979,14225675002.793
grc,1980,15800630770.0609
grc,1981,17128976216.6426
grc,1982,14308842979.5613
grc,1983,13472288012.2363
grc,1984,14946779606.284
grc,1985,15220474246.1433
grc,1986,17784964618.0957
grc,1987,18840899131.2324
grc,1988,18440935267.3426
grc,1989,18799233593.6508
grc,1990,18147131815.8535
grc,1991,18895390637.8297
grc,1992,20788929717.4859
grc,1993,20249071811.2687
grc,1994,21744270244.3941
grc,1995,22396387555.37189
grc,1996,23311162071.973
grc,1997,28696714343.2961
grc,1998,29992196018.0574
grc,1999,37323750686.0699
grc,2000,45603334191.0414
grc,2001,45658145237.3512
grc,2002,42313867015.6098
grc,2003,42003211172.825
grc,2004,49795063906.2066
grc,2005,51457958555.6726
grc,2006,54140329124.6894
grc,2007,59889140354.4547
grc,2008,61968972196.0113
grc,2009,50492730049.8832
grc,2010,52947278789.5035
grc,2011,53285582584.0097
grc,2012,54331413872.7644
grc,2013,55302520577.8484
grc,2014,59863506168.6297
grc,2015,62867562248.0769
grc,2016,62606905494.1953
grc,2017,67935678443.3406
grc,2018,74129804876.39998
grc,2019,77751364793.1761
grc,2020,60999546402.9566
grl,2003,754725135.51761
grl,2004,830135076.07369
grl,2005,873310443.09561
grl,2006,818909859.87827
grl,2007,843901135.12416
grl,2008,905658785.71283
grl,2009,830703921.489
grl,2010,909090819.71852
grl,2011,947753346.44567
grl,2012,910759432.93676
grl,2013,932299712.66311
grl,2014,1042541954.14992
grl,2015,939163780.6745
grl,2016,1081602672.66778
grl,2017,1040683725.79325
grl,2018,1127754997.36315
grl,2019,1067836613.61731
gtm,1960,1404898830.9667
gtm,1961,1437955234.36095
gtm,1962,1493049323.55039
gtm,1963,2047663005.65098
gtm,1964,1968694758.45645
gtm,1965,2226186132.02342
gtm,1966,2736812980.43007
gtm,1967,2561399803.09209
gtm,1968,2881000771.27678
gtm,1969,3250195009.43077
gtm,1970,3177641914.02896
gtm,1971,3309890601.81931
gtm,1972,3784700083.22682
gtm,1973,4147465579.51254
gtm,1974,4422983658.19268
gtm,1975,4569008248.95319
gtm,1976,4870241352.93654
gtm,1977,5173310948.40647
gtm,1978,5167801165.51949
gtm,1979,5686693266.55771
gtm,1980,5979661137.1862
gtm,1981,5118207336.52578
gtm,1982,4685644233.85954
gtm,1983,4175935766.13309
gtm,1984,4040931917.02541
gtm,1985,4169507024.26481
gtm,1986,3586327061.17966
gtm,1987,3802149566.74795
gtm,1988,4016135291.6791
gtm,1989,4549721965.51825
gtm,1990,5162290515.18088
gtm,1991,4692991371.49367
gtm,1992,5133820314.34784
gtm,1993,5476262668.56334
gtm,1994,5660344562.3787
gtm,1995,6371309282.22168
gtm,1996,6924730761.09593
gtm,1997,7485826945.26746
gtm,1998,7665061461.54344
gtm,1999,8017960463.37864
gtm,2000,8324001959.81688
gtm,2001,7991872028.66488
gtm,2002,8048638703.79702
gtm,2003,8006981497.59114
gtm,2004,8664912840.23898
gtm,2005,8482115218.34822
gtm,2006,8888465126.24445
gtm,2007,9725413632.15077
gtm,2008,9709561455.73276
gtm,2009,9451168704.11369
gtm,2010,10030901174.0669
gtm,2011,10332626144.6239
gtm,2012,10513823963.5831
gtm,2013,11214332060.2927
gtm,2014,11991186980.71
gtm,2015,12331463395.5165
gtm,2016,12622367875.8934
gtm,2017,12810454204.9142
gtm,2018,12770556648.4825
gtm,2019,12780786675.0041
gtm,2020,12212142673.7612
gum,2002,1081126436.78161
gum,2003,907463601.53257
gum,2004,1141356321.83908
gum,2005,1190544061.30268
gum,2006,1171471264.36782
gum,2007,1140352490.42146
gum,2008,1050007662.83525
gum,2009,900436781.6092
gum,2010,899432950.19157
gum,2011,957655172.41379
gum,2012,1007846743.29502
gum,2013,1069080459.77012
gum,2014,1065065134.09962
gum,2015,1048000000
gum,2016,1126298850.57471
gum,2017,1144367816.09195
gum,2018,1147379310.34483
gum,2019,1347141762.45211
gum,2020,349333333.33333
hkg,1961,6733601566.99812
hkg,1962,7266114334.21711
hkg,1963,7703162627.76099
hkg,1964,8381109554.09441
hkg,1965,9081928177.24583
hkg,1966,10067648589.0214
hkg,1967,11158653387.7798
hkg,1968,12503732905.5382
hkg,1969,14380455071.6148
hkg,1970,15934736033.6377
hkg,1971,16432568347.5295
hkg,1972,17912640597.594
hkg,1973,19448773365.40269
hkg,1974,18799664665.4919
hkg,1975,19037082822.6787
hkg,1976,23821618052.1433
hkg,1977,24787450031.9032
hkg,1978,27823543481.7921
hkg,1979,32265624772.4872
hkg,1980,36347601140.999
hkg,1981,40992544438.25369
hkg,1982,40575135971.32529
hkg,1983,45111065800.5942
hkg,1984,53134432183.8072
hkg,1985,55868842980.5587
hkg,1986,63188407475.8178
hkg,1987,79976108637.5267
hkg,1988,95800961084.27802
hkg,1989,102033871375.282
hkg,1990,108938886365.715
hkg,1991,123496348482.269
hkg,1992,144880141980.09399
hkg,1993,162240008470.354
hkg,1994,177123765174.664
hkg,1995,194512221285.94601
hkg,1996,206766851580.48801
hkg,1997,219583205776.772
hkg,1998,207660215086.091
hkg,1999,214421536155.21097
hkg,2000,250538182879.42801
hkg,2001,247950822176.892
hkg,2002,269200990272.112
hkg,2003,304327317384.651
hkg,2004,353387231361.95203
hkg,2005,396363273985.66602
hkg,2006,436693782243.19897
hkg,2007,472416140802.70599
hkg,2008,488980594315.03906
hkg,2009,443923724491.68799
hkg,2010,521838024242.69202
hkg,2011,546936231024.84003
hkg,2012,564459058354.927
hkg,2013,608589500154.44995
hkg,2014,614505687165.60498
hkg,2015,606075105136.87097
hkg,2016,610139306219.26892
hkg,2017,645728660889.672
hkg,2018,669333743638.245
hkg,2019,628230818402.30396
hkg,2020,590883947855.21899
hnd,1960,1105353771.75238
hnd,1961,1118484031.79684
hnd,1962,1154927258.74949
hnd,1963,1199141428.61706
hnd,1964,1306595186.56939
hnd,1965,1785447398.03098
hnd,1966,2078600365.46751
hnd,1967,2235091622.57509
hnd,1968,2516990252.8728
hnd,1969,2366394387.08877
hnd,1970,2575138630.00675
hnd,1971,2915453510.46631
hnd,1972,2920812801.69021
hnd,1973,3218253205.55994
hnd,1974,2899375645.42984
hnd,1975,3011920726.59078
hnd,1976,3044076465.29894
hnd,1977,3036037355.75878
hnd,1978,3771279627.13626
hnd,1979,4146205008.44658
hnd,1980,4023064703.78026
hnd,1981,4184607551.88687
hnd,1982,3757772178.61499
hnd,1983,3784787075.65751
hnd,1984,3768578137.432
hnd,1985,3868798006.72474
hnd,1986,4125174778.39331
hnd,1987,4225129897.45065
hnd,1988,4187309041.59111
hnd,1989,4400726728.22705
hnd,1990,4422338645.86107
hnd,1991,4333189484.86985
hnd,1992,4678980171.51948
hnd,1993,4627651861.88247
hnd,1994,4160294141.54504
hnd,1995,4724905495.74088
hnd,1996,5105815544.4159
hnd,1997,5173352784.3941
hnd,1998,5254397470.6409
hnd,1999,4668174209.32347
hnd,2000,4970741055.82429
hnd,2001,5167623975.01766
hnd,2002,5684925209.98248
hnd,2003,6181104707.21278
hnd,2004,6997123960.75902
hnd,2005,7368420967.7536
hnd,2006,7482898023.00564
hnd,2007,7672734606.14366
hnd,2008,7738699019.2892
hnd,2009,6508483006.88204
hnd,2010,7529320942.89965
hnd,2011,8158940429.17799
hnd,2012,8962499066.39106
hnd,2013,8847685237.72461
hnd,2014,9144831647.03878
hnd,2015,9410019122.84704
hnd,2016,9493461212.67886
hnd,2017,9955816569.80038
hnd,2018,10092002557.4582
hnd,2019,10336076930.7477
hnd,2020,8223799534.707
hrv,1995,9198025704.05042
hrv,1996,10738341088.7729
hrv,1997,11457321246.7881
hrv,1998,11432403326.6603
hrv,1999,11598022821.9662
hrv,2000,13185201804.5518
hrv,2001,14495036372.9048
hrv,2002,15193971986.2928
hrv,2003,16223565682.5394
hrv,2004,17407604004.5695
hrv,2005,18204098699.8529
hrv,2006,19650997645.5664
hrv,2007,20634444743.9108
hrv,2008,20198192661.58649
hrv,2009,17406458381.1907
hrv,2010,18761299531.3443
hrv,2011,19193485797.3061
hrv,2012,18913857792.4565
hrv,2013,19383100621.3106
hrv,2014,20816420608.825
hrv,2015,22969269548.4658
hrv,2016,24588031045.48149
hrv,2017,26281470096.9764
hrv,2018,27255863620.9459
hrv,2019,29120831337.8325
hrv,2020,22502966488.9176
hti,1988,430617253.76482
hti,1989,473800490.12361
hti,1990,475403912.00303
hti,1991,428241738.14522
hti,1992,322848920.91968
hti,1993,394622763.12198
hti,1994,261747764.00221
hti,1995,353799724.62171
hti,1996,450387586.49483
hti,1997,514690536.26085
hti,1998,634491516.83161
hti,1999,739083883.57057
hti,2000,785776904.43618
hti,2001,735836636.84674
hti,2002,735411506.8356
hti,2003,1029323223.46464
hti,2004,937899729.9488
hti,2005,934332755.3799
hti,2006,1035192768.99796
hti,2007,958302881.85024
hti,2008,1048630197.01832
hti,2009,1166860804.68009
hti,2010,1097381485.32185
hti,2011,1372397070.42172
hti,2012,1346892194.41014
hti,2013,1569742964.42543
hti,2014,1645601213.90633
hti,2015,1747794244.30207
hti,2016,1767049149.18231
hti,2017,1755820607.67277
hti,2018,1641020829.98928
hti,2019,1752793385.17147
hti,2020,1056715743.68683
hun,1991,11666178146.1162
hun,1992,11911359655.6076
hun,1993,10703626892.6817
hun,1994,12172164356.0989
hun,1995,16604254785.963
hun,1996,18126225913.5618
hun,1997,22249462558.0625
hun,1998,25693454932.7414
hun,1999,28725583310.2127
hun,2000,35908170370.4367
hun,2001,39079706085.042
hun,2002,41330833325.8751
hun,2003,43913837451.7824
hun,2004,51768866852.2281
hun,2005,58434278145.2212
hun,2006,69839760858.4751
hun,2007,81087023529.3065
hun,2008,86513076709.6561
hun,2009,77235588411.65988
hun,2010,85822806153.95628
hun,2011,91322105376.20941
hun,2012,89766178300.0546
hun,2013,93449276399.9893
hun,2014,102044538319.028
hun,2015,109560505848.76401
hun,2016,113728388211.18201
hun,2017,121092808749.429
hun,2018,127128758737.347
hun,2019,134022557346.53101
hun,2020,126070360591.76801
idn,1960,9313082276.83931
idn,1961,10154841636.4733
idn,1962,9277262729.61968
idn,1963,8722059747.73365
idn,1964,9760826617.07555
idn,1965,10065292768.4333
idn,1966,9957834126.77441
idn,1967,9939924353.16459
idn,1968,10978691222.5065
idn,1969,12518931752.905
idn,1970,14739743680.4582
idn,1971,16476991720.5647
idn,1972,20238044178.5164
idn,1973,25252780789.11869
idn,1974,26168317624.9365
idn,1975,23621223291.48529
idn,1976,26574808521.496
idn,1977,32519271724.3095
idn,1978,33121549520.5802
idn,1979,33973688693.6323
idn,1980,32058706350.68909
idn,1981,31292340486.08549
idn,1982,26930954215.2673
idn,1983,28622180101.3846
idn,1984,30493935407.1524
idn,1985,28114113690.8531
idn,1986,32390928187.192
idn,1987,37127641571.7315
idn,1988,37518029245.1047
idn,1989,41437336891.677
idn,1990,41624238415.386
idn,1991,49899245692.1462
idn,1992,57216671088.1415
idn,1993,60997965804.0134
idn,1994,67061888507.5117
idn,1995,72239852967.60948
idn,1996,77701199623.5453
idn,1997,83761873006.91901
idn,1998,93129109860.08249
idn,1999,63509413725.05009
idn,2000,80329830472.5977
idn,2001,80847942019.5569
idn,2002,79864078786.86189
idn,2003,84565181843.38179
idn,2004,96005439131.9709
idn,2005,111943603719.981
idn,2006,122472488113.584
idn,2007,132935287930.19299
idn,2008,145608621360.94901
idn,2009,131498944938.864
idn,2010,151573997840.10599
idn,2011,173961354914.51901
idn,2012,176759956036.72601
idn,2013,184125468305.05096
idn,2014,186104153496.47696
idn,2015,182158299305.401
idn,2016,179133545055.61401
idn,2017,195071579944.45096
idn,2018,207778830161.448
idn,2019,205987153404.32101
idn,2020,190116413950.479
ind,1960,5166800062.52869
ind,1961,5157196365.20101
ind,1962,5127293329.54704
ind,1963,5558195055.00321
ind,1964,5196242632.65983
ind,1965,4475826384.36674
ind,1966,5632396133.92206
ind,1967,5911545319.10387
ind,1968,6097052021.78049
ind,1969,5978890890.73502
ind,1970,7865698297.76613
ind,1971,7948448370.49965
ind,1972,8603229977.92676
ind,1973,9030247501.6483
ind,1974,9770709492.39487
ind,1975,11377877699.6898
ind,1976,13632840725.575
ind,1977,13146508730.3149
ind,1978,14172334790.332
ind,1979,15753144082.0153
ind,1980,16578188174.0242
ind,1981,16442755309.5256
ind,1982,17432692711.9991
ind,1983,17273197820.7608
ind,1984,18533770226.0295
ind,1985,17363379154.3231
ind,1986,18306624067.8114
ind,1987,20636559099.0338
ind,1988,22178742234.9381
ind,1989,24835563354.1195
ind,1990,27593408174.3981
ind,1991,30259562280.0745
ind,1992,31740236572.653
ind,1993,36113912231.107
ind,1994,40824489992.1375
ind,1995,53641776712.1956
ind,1996,57015699869.385
ind,1997,55688273891.45889
ind,1998,63420213065.2653
ind,1999,74835514959.4173
ind,2000,88420788419.14259
ind,2001,92231303974.63219
ind,2002,111678277013.87601
ind,2003,122379535119.85001
ind,2004,155637901568.048
ind,2005,196236164030.92896
ind,2006,236256185638.96497
ind,2007,250116247027.867
ind,2008,287078763998.33301
ind,2009,273200729604
ind,2010,326415137789.125
ind,2011,376986574547.11902
ind,2012,402642353647.56201
ind,2013,434017813082.90198
ind,2014,441732873509.36896
ind,2015,416787832621.79498
ind,2016,437561611933.27295
ind,2017,457535020801.42999
ind,2018,514025337197.57001
ind,2019,497033197761.89502
ind,2020,473778086179.17999
irl,1970,6722142508.19491
irl,1971,6997654530.16913
irl,1972,7249690368.89062
irl,1973,8041104804.26054
irl,1974,8097821993.7164
irl,1975,8709318928.25546
irl,1976,9416220657.23358
irl,1977,10737436373.9801
irl,1978,12060154371.1805
irl,1979,12840300593.6332
irl,1980,13656130969.6742
irl,1981,13923190722.4476
irl,1982,14693947137.307
irl,1983,16229824751.0543
irl,1984,18922400619.639
irl,1985,20167367282.0031
irl,1986,20749377801.9609
irl,1987,23596039492.257
irl,1988,25725399989.25109
irl,1989,28378361809.589
irl,1990,30855772062.3207
irl,1991,32615380731.4367
irl,1992,37144989297.6711
irl,1993,40747664195.5359
irl,1994,46914306884.7816
irl,1995,56274547069.1187
irl,1996,63264734577.5339
irl,1997,74366718054.4222
irl,1998,91300277984.66479
irl,1999,105699971208.24899
irl,2000,128095453401.10201
irl,2001,146039249227.54199
irl,2002,155496524080.755
irl,2003,152856512494.87601
irl,2004,162823330033.59601
irl,2005,171745900667.96799
irl,2006,182138624700.98495
irl,2007,198351617031.97601
irl,2008,190807423108.96201
irl,2009,199677140987.27701
irl,2010,211593233985.71301
irl,2011,218210916964.76801
irl,2012,216419500780.104
irl,2013,222877027792.423
irl,2014,255418962099.039
irl,2015,355670866641.65601
irl,2016,371981443959.91602
irl,2017,407828786923.17603
irl,2018,454928796309
irl,2019,502338111260.42096
irl,2020,550048097548.12402
irn,1960,22506445402.43209
irn,1961,25234428554.1395
irn,1962,28560838172.7166
irn,1963,31457128768.23109
irn,1964,35363264026.5884
irn,1965,41158182821.0035
irn,1966,46298572667.2799
irn,1967,53806954743.787
irn,1968,61462605833.6258
irn,1969,72720503741.61409
irn,1970,81951699513.75851
irn,1971,96054460742.76468
irn,1972,109855671134.95
irn,1973,122460017025.554
irn,1974,120219161010.035
irn,1975,107930626959.63699
irn,1976,119667733032.002
irn,1977,110274221016.939
irn,1978,80261933012.1469
irn,1979,62541761192.4326
irn,1980,21198823854.2655
irn,1981,18934159293.0399
irn,1982,36606000048.334
irn,1983,44618889096.9644
irn,1984,35411957266.2567
irn,1985,32073277252.7575
irn,1986,26841821981.1816
irn,1987,39179199947.75449
irn,1988,44673080864.0439
irn,1989,48482211006.9466
irn,1990,58473714207.6014
irn,1991,68215854464.6421
irn,1992,69225909715.65961
irn,1993,75515226410.10588
irn,1994,76563712614.86638
irn,1995,69706465003.2179
irn,1996,70191757925.53169
irn,1997,66339030395.825
irn,1998,67895175688.57
irn,1999,66190368810.2132
