geo,time,ne_exp_gnfs_kd
arg,1968,7347660171.88973
arg,1969,8906251165.58949
arg,1970,9013135452.4505
arg,1971,8118045999.54648
arg,1972,8282808731.64897
arg,1973,9440628603.7476
arg,1974,9462883794.52182
arg,1975,8583388373.81122
arg,1976,11288671242.1071
arg,1977,14372484706.6123
arg,1978,15652680713.1659
arg,1979,15151716645.5875
arg,1980,14372484706.6123
arg,1981,15120415373.9105
arg,1982,15717150490.8452
arg,1983,16123062538.571
arg,1984,15705233732.3114
arg,1985,18148029532.1442
arg,1986,16284164980.4728
arg,1987,15717150490.8452
arg,1988,18659332788.886
arg,1989,20045781619.3217
arg,1990,23656348273.5537
arg,1991,22799008061.799
arg,1992,22564247943.59629
arg,1993,23463026769.63729
arg,1994,27051830214.4022
arg,1995,33146105665.3658
arg,1996,35680720379.3792
arg,1997,40025718989.1159
arg,1998,44277808443.6758
arg,1999,43719784992.0728
arg,2000,44901264661.8391
arg,2001,46132004177.4208
arg,2002,47558846392.9744
arg,2003,50410174346.9503
arg,2004,54500535536.2542
arg,2005,61523927130.2795
arg,2006,64945397756.2739
arg,2007,70247833528.5135
arg,2008,70767579313.63319
arg,2009,64152858356.3363
arg,2010,73068125669.10878
arg,2011,76099586869.35001
arg,2012,72973178922.74261
arg,2013,70404347638.8073
arg,2014,65490710336.0292
arg,2015,63671789068.8987
arg,2016,67057443560.298
arg,2017,68811257871.94431
arg,2018,69255776018.36549
arg,2019,75559565987.21609
arg,2020,62467474970.3752
arm,1994,1322190475.21163
arm,1995,685215201.70959
arm,1996,739059783.55364
arm,1997,688211605.58164
arm,1998,687729133.72138
arm,1999,779493099.64227
arm,2000,925721968.30753
arm,2001,1178101895.2465
arm,2002,1583599517.79532
arm,2003,2067475233.74226
arm,2004,2015694760.46025
arm,2005,2344004145.3865
arm,2006,2171975730.354
arm,2007,2095777829.4645
arm,2008,1821650394.02463
arm,2009,1631549237.12684
arm,2010,2063909295.21508
arm,2011,2371396211.33238
arm,2012,2588036946.70312
arm,2013,2810608124.11959
arm,2014,2990487044.06324
arm,2015,3137020909.22235
arm,2016,3805206362.8867
arm,2017,4539611190.92382
arm,2018,4766591750.47003
arm,2019,5529246430.54523
arm,2020,3682478122.74312
asm,2002,771192592.59259
asm,2003,756133333.33333
asm,2004,632488888.88889
asm,2005,664985185.18518
asm,2006,620600000
asm,2007,628525925.92593
asm,2008,626148148.14815
asm,2009,492200000
asm,2010,413733333.33333
asm,2011,365385185.18518
asm,2012,382822222.22222
asm,2013,381237037.03704
asm,2014,398674074.07407
asm,2015,428000000
asm,2016,423244444.44444
asm,2017,330511111.11111
asm,2018,374896296.2963
asm,2019,355081481.48148
asm,2020,390748148.14815
atg,2015,1016370370.37037
aus,1960,14471140272.7371
aus,1961,15192483532.2724
aus,1962,17250934269.1146
aus,1963,16866762788.1156
aus,1964,19647919094.7094
aus,1965,19596151306.4897
aus,1966,19880874141.6982
aus,1967,22061251642.89989
aus,1968,23120447836.0798
aus,1969,24627844090.4252
aus,1970,28672543122.6451
aus,1971,31445525567.9411
aus,1972,33800278776.8303
aus,1973,34481433884.9846
aus,1974,32397099254.0326
aus,1975,35566513972.2743
aus,1976,36956070392.909
aus,1977,39596227592.1148
aus,1978,40487859628.6888
aus,1979,43360971874.8834
aus,1980,46424807551.3612
aus,1981,44170865298.4788
aus,1982,45214394924.1711
aus,1983,45449393436.4843
aus,1984,48917835247.2058
aus,1985,56469801931.312
aus,1986,58606585505.5919
aus,1987,64481548313.4223
aus,1988,69930789178.6563
aus,1989,70656219368.84061
aus,1990,73955734712.73981
aus,1991,82280812444.6011
aus,1992,90060284934.83078
aus,1993,96734242684.52608
aus,1994,105912807766.905
aus,1995,110586894119.05901
aus,1996,121601853373.022
aus,1997,134836015969.351
aus,1998,141010687024.76901
aus,1999,143711467028.60001
aus,2000,157927174135.78
aus,2001,171575479037.866
aus,2002,170733571324.18799
aus,2003,171593870225.78699
aus,2004,173874377527.88699
aus,2005,179889658287.99701
aus,2006,185265334401.55096
aus,2007,192965792899.23401
aus,2008,200722106115.78696
aus,2009,205575336261.38599
aus,2010,215249101107.39301
aus,2011,217073915642.138
aus,2012,227070548009.41
aus,2013,239129036889.064
aus,2014,253656713035.77802
aus,2015,271042516016.30801
aus,2016,288399710482.29401
aus,2017,304253595624.58398
aus,2018,316772545357.35101
aus,2019,329342581723.22998
aus,2020,323608618022.78699
aut,1970,22278823569.4812
aut,1971,23706469310.26089
aut,1972,26111513803.72729
aut,1973,27532168503.7832
aut,1974,30481145034.8012
aut,1975,29749842898.3324
aut,1976,33040000190.782
aut,1977,33831081772.28469
aut,1978,36784051440.1961
aut,1979,40949555599.1656
aut,1980,42457141743.7148
aut,1981,44530512891.7093
aut,1982,44492698473.3711
aut,1983,45197441090.264
aut,1984,48958000781.9777
aut,1985,53341897020.2863
aut,1986,51180353992.3867
aut,1987,52936776140.4808
aut,1988,57307733239.45889
aut,1989,63350301321.1718
aut,1990,68780828807.0293
aut,1991,70801125296.3878
aut,1992,71735265250.98199
aut,1993,70032871942.6097
aut,1994,74016403782.87502
aut,1995,79349577060.1445
aut,1996,83030197457.6015
aut,1997,92186619014.41789
aut,1998,99424637307.6992
aut,1999,105821578259.11301
aut,2000,120133506794.02299
aut,2001,127066409042.383
aut,2002,132512752634.496
aut,2003,133217049227.207
aut,2004,144755073489.13699
aut,2005,154403153493.17599
aut,2006,166101003087
aut,2007,178677853173.293
aut,2008,182556355194.79297
aut,2009,156326460803.68701
aut,2010,176853802885.97699
aut,2011,187350715726.98801
aut,2012,190044246886.172
aut,2013,191261770856.69901
aut,2014,196784648648.008
aut,2015,202784894360.508
aut,2016,208844321490.59399
aut,2017,219073531061.35501
aut,2018,230330793086.31201
aut,2019,238201311393.15201
aut,2020,212572817369.28101
aze,2015,20059340230.3338
bdi,1997,69520210.45458
bdi,1998,58610527.92597
bdi,1999,61163857.94482
bdi,2000,56513315.54739
bdi,2001,70869993.41716
bdi,2002,67932503.36716
bdi,2003,108923894.24899
bdi,2004,98362393.10055
bdi,2005,115037958.81789
bdi,2006,127133596.50585
bdi,2007,141639279.22896
bdi,2008,229153434.90177
bdi,2009,147580202.37548
bdi,2010,215346986.92873
bdi,2011,211986393.45303
bdi,2012,294378394.90162
bdi,2013,234955559.03207
bdi,2014,202022220.56019
bdi,2015,177973982.15902
bdi,2016,219311405.88031
bdi,2017,343625297.39262
bdi,2018,308759826.98256
bdi,2019,304962081.10347
bdi,2020,261490710.50118
bel,1970,56901517270.4305
bel,1971,59464857077.5152
bel,1972,66039566403.291
bel,1973,75366508996.26758
bel,1974,78159203979.56369
bel,1975,71683407727.98711
bel,1976,80906923748.32539
bel,1977,82638278671.6817
bel,1978,84527060160.0629
bel,1979,90440719486.57849
bel,1980,90304736477.1906
bel,1981,93367418108.26559
bel,1982,95961926351.47379
bel,1983,98482456713.18671
bel,1984,104856175559.8
bel,1985,105204927637.19701
bel,1986,108084779296.104
bel,1987,113452399620.088
bel,1988,124381038350.50999
bel,1989,134520228702.40401
bel,1990,140673070160.80301
bel,1991,144971182190.94699
bel,1992,150287017110.27499
bel,1993,149622273542.60199
bel,1994,162082254198.073
bel,1995,170173314820.23401
bel,1996,178639674834.72699
bel,1997,195593586559.922
bel,1998,203686817389.29697
bel,1999,213564144946.79697
bel,2000,240039563445.46896
bel,2001,240952137798.008
bel,2002,249261057933.32001
bel,2003,253287480213.39801
bel,2004,268974550120.078
bel,2005,283797975192.69501
bel,2006,299976226456.05493
bel,2007,316283070263.43799
bel,2008,322000279237.539
bel,2009,285693799868.90601
bel,2010,315517617320.19501
bel,2011,330130123992.30493
bel,2012,328522883618.94501
bel,2013,329681436979.336
bel,2014,346814202182.5
bel,2015,359721498493.008
bel,2016,382030917989.96094
bel,2017,402931810872.26495
bel,2018,405350770876.40601
bel,2019,413398067872.10895
bel,2020,390830575676.79694
ben,1960,88037515.43008
ben,1961,68934916.85476
ben,1962,50663003.63613
ben,1963,55646408.26852
ben,1964,83054127.25797
ben,1965,122924038.2594
ben,1966,135382904.72945
ben,1967,149502468.46084
ben,1968,167774970.55979
ben,1969,235051245.70025
ben,1970,266612153.93446
ben,1971,341362718.8279
ben,1972,357312542.44425
ben,1973,332269153.22924
ben,1974,329212970.5346
ben,1975,331375082.49822
ben,1976,319523550.00759
ben,1977,342107788.93313
ben,1978,375198952.18864
ben,1979,509883155.39077
ben,1980,565183752.42107
ben,1981,617134833.12661
ben,1982,457270147.10175
ben,1983,331709644.27774
ben,1984,455111526.70174
ben,1985,581031714.5004
ben,1986,450940223.2147
ben,1987,422877125.27467
ben,1988,345895077.74889
ben,1989,352656991.18035
ben,1990,616946148.49493
ben,1991,723640628.55996
ben,1992,875446742.0046
ben,1993,993600956.64548
ben,1994,1017938916.46596
ben,1995,1000047046.59938
ben,1996,972220625.03161
ben,1997,1064221200.29086
ben,1998,1182195661.7232
ben,1999,1345201297.94454
ben,2000,1203033049.24446
ben,2001,1260637051.49949
ben,2002,1386999168.82565
ben,2003,1411935276.82216
ben,2004,1338386374.62689
ben,2005,1472663480.61109
ben,2006,1468317534.14217
ben,2007,1868212351.85298
ben,2008,2056764568.25871
ben,2009,1956709499.49062
ben,2010,2050588291.46988
ben,2011,1851461999.31429
ben,2012,2297584676.01369
ben,2013,2819876645.03257
ben,2014,3523229747.65215
ben,2015,2815204773.51852
ben,2016,3194730415.51783
ben,2017,3418361544.60407
ben,2018,3589279621.83428
ben,2019,3898480191.95155
ben,2020,2925224392.37924
bfa,1965,113861492.30058
bfa,1966,117660684.25614
bfa,1967,117660684.25614
bfa,1968,151816723.08613
bfa,1969,144222564.56022
bfa,1970,163206273.58953
bfa,1971,165287209.87977
bfa,1972,222280436.0984
bfa,1973,205184516.93124
bfa,1974,220377896.75501
bfa,1975,216580817.18688
bfa,1976,199484060.63297
bfa,1977,208983296.29682
bfa,1978,305128718.62374
bfa,1979,378447078.49558
bfa,1980,341028275.09985
bfa,1981,385901539.61041
bfa,1982,332054967.1434
bfa,1983,260260078.96602
bfa,1984,296155860.79318
bfa,1985,292949470.29985
bfa,1986,307757694.63641
bfa,1987,386021837.3583
bfa,1988,373670367.50968
bfa,1989,306012552.26469
bfa,1990,388347993.99716
bfa,1991,386743398.85357
bfa,1992,336974500.84293
bfa,1993,360084095.25725
bfa,1994,497635334.17894
bfa,1995,497138043.6145
bfa,1996,404126300.44365
bfa,1997,432739592.60278
bfa,1998,587141867.62542
bfa,1999,539153161.21112
bfa,2000,561637274.60062
bfa,2001,553730645.89216
bfa,2002,543329434.10964
bfa,2003,590999088.65132
bfa,2004,682953721.31506
bfa,2005,727621550.62222
bfa,2006,871545495.80125
bfa,2007,933250383.74579
bfa,2008,1010290806.322
bfa,2009,1348748828.54991
bfa,2010,1931051251.18464
bfa,2011,2385055452.04873
bfa,2012,2389768805.4888
bfa,2013,2854634624.78838
bfa,2014,3041967314.41546
bfa,2015,3089098202.89416
bfa,2016,3169923734.59456
bfa,2017,3440797081.65451
bfa,2018,3963719335.05376
bfa,2019,3887351031.95691
bgd,1960,803974740.1649
bgd,1961,711508755.87804
bgd,1962,859477984.76313
bgd,1963,900996004.72625
bgd,1964,934716754.59957
bgd,1965,886206154.00846
bgd,1966,1013221168.74691
bgd,1967,894003353.67701
bgd,1968,929765143.56836
bgd,1969,972513640.95603
bgd,1970,1074451024.24201
bgd,1971,777708055.41052
bgd,1972,599697722.75702
bgd,1973,1113910321.41293
bgd,1974,785972084.54236
bgd,1975,881660284.35944
bgd,1976,1100028707.55294
bgd,1977,1380033861.40575
bgd,1978,1274201404.0424
bgd,1979,1484501883.70836
bgd,1980,1498680109.49734
bgd,1981,1022594301.94327
bgd,1982,977030083.91489
bgd,1983,1067267897.81417
bgd,1984,1057186056.96311
bgd,1985,1140690771.38921
bgd,1986,1127580817.08057
bgd,1987,1149009179.80505
bgd,1988,1271719071.65123
bgd,1989,1384917119.23094
bgd,1990,1631244400.35804
bgd,1991,1580813694.14985
bgd,1992,1926151801.92754
bgd,1993,2241904250.63248
bgd,1994,2324369763.46743
bgd,1995,3038511611.88145
bgd,1996,3283883412.88607
bgd,1997,3754062579.9824
bgd,1998,4214594036.76038
bgd,1999,4309451451.35031
bgd,2000,4929933025.18242
bgd,2001,5664684802.97984
bgd,2002,5655389198.87748
bgd,2003,5559451991.89183
bgd,2004,10319082977.2698
bgd,2005,14756419406.2706
bgd,2006,18515810526.98849
bgd,2007,20918348607.4832
bgd,2008,22399495141.9537
bgd,2009,22405880001.3371
bgd,2010,22616838572.2156
bgd,2011,29252421055.189
bgd,2012,32918410133.6763
bgd,2013,33725531475.73529
bgd,2014,34805136081.4814
bgd,2015,33820154152.8479
bgd,2016,34563098268.6042
bgd,2017,33753418288.0423
bgd,2018,36483509044.4064
bgd,2019,40474022685.3055
bgd,2020,33091928076.9203
bgr,1980,57001711246.5314
bgr,1981,60367648141.7643
bgr,1982,59156470815.4109
bgr,1983,62955373823.01569
bgr,1984,68780643842.6779
bgr,1985,77433712052.7612
bgr,1986,77941746729.20198
bgr,1987,85960848339.5573
bgr,1988,75002636107.1758
bgr,1989,64478250346.7938
bgr,1990,18469887890.1004
bgr,1991,10062421731.0601
bgr,1992,10636188970.7567
bgr,1993,10891127217.2098
bgr,1994,11192632138.7012
bgr,1995,14506168102.4711
bgr,1996,18851042847.4269
bgr,1997,20188888007.2546
bgr,1998,16682421219.6781
bgr,1999,13725765132.623
bgr,2000,11370324756.2911
bgr,2001,11508465200.6348
bgr,2002,12527847993.6522
bgr,2003,13337459759.6917
bgr,2004,16606191339.8322
bgr,2005,18115081614.1465
bgr,2006,19503271367.037
bgr,2007,23330328723.6454
bgr,2008,23908421559.737
bgr,2009,21107412151.4396
bgr,2010,23439008728.1796
bgr,2011,26386718997.9596
bgr,2012,26922728406.2571
bgr,2013,29514557923.3734
bgr,2014,30436168102.4711
bgr,2015,32398958286.1029
bgr,2016,35190699954.6588
bgr,2017,37214928587.6219
bgr,2018,37861233847.2002
bgr,2019,39366023010.6552
bgr,2020,34615730559.9637
bhr,2000,13287664630.857
bhr,2001,12961123400.7682
bhr,2002,14748486616.1978
bhr,2003,14899223742.2339
bhr,2004,15590809286.9577
bhr,2005,16326390988.5708
bhr,2006,16646072325.4988
bhr,2007,16721324837.6927
bhr,2008,16834874121.8564
bhr,2009,16893698995.165
bhr,2010,17337993128.159
bhr,2011,22606906857.1906
bhr,2012,27310059923.95
bhr,2013,27128788536.6262
bhr,2014,26025274144.3104
bhr,2015,25805319148.9362
bhr,2016,25093953385.9626
bhr,2017,26019858439.1833
bhr,2018,26957316996.67509
bhr,2019,27032105305.5724
bhs,1989,2888806124.6111
bhs,1990,2909843784.13805
bhs,1991,2734542028.62123
bhs,1992,2702123932.26081
bhs,1993,2813893251.53188
bhs,1994,2790455282.79184
bhs,1995,2862520507.11926
bhs,1996,2966006961.23876
bhs,1997,3216468770.39766
bhs,1998,3388657842.56678
bhs,1999,3552362943.94155
bhs,2000,3736889308.71868
bhs,2001,3756366906.58949
bhs,2002,3756366906.58949
bhs,2003,3781741086.25584
bhs,2004,4224095767.66026
bhs,2005,4133692618.13563
bhs,2006,4214057142.53186
bhs,2007,4153980857.1949
bhs,2008,4062544973.00552
bhs,2009,3933508663.27992
bhs,2010,3983646265.55282
bhs,2011,4233901194.63855
bhs,2012,4538957688.99931
bhs,2013,4578323757.67205
bhs,2014,4328990516.51293
bhs,2015,4389300000
bhs,2016,4198510599.19143
bhs,2017,4091261659.49006
bhs,2018,4570717056.10905
bhs,2019,4486943396.85174
bhs,2020,2524281137.51246
bih,2000,1942446369.85345
bih,2001,2054801834.12384
bih,2002,1948426807.80165
bih,2003,2203605324.1671
bih,2004,2588764354.18615
bih,2005,2995927666.23107
bih,2006,3558324436.13629
bih,2007,3998902076.56565
bih,2008,4044698217.10753
bih,2009,3916238152.31134
bih,2010,4460615768.39582
bih,2011,4667767191.01716
bih,2012,4672782207.50986
bih,2013,5039899015.25992
bih,2014,5249712687.98892
bih,2015,5763281876.69789
bih,2016,6303179228.44241
bih,2017,7048278349.10053
bih,2018,7544822104.34285
bih,2019,7576862453.33178
bih,2020,6367896289.57222
blr,1990,23363619913.15689
blr,1991,23106620621.46289
blr,1992,15250368497.2876
blr,1993,11834287284.1321
blr,1994,11692275871.7897
blr,1995,9119975090.15428
blr,1996,9831332030.97553
blr,1997,13164154034.555
blr,1998,12071529458.6413
blr,1999,12916535939.6732
blr,2000,14556936788.6776
blr,2001,16462733305.5796
blr,2002,17846528700.9002
blr,2003,19380030088.6488
blr,2004,21996437570.3778
blr,2005,21402538158.004
blr,2006,23151653125.8741
blr,2007,24448279313.5122
blr,2008,24961716564.0233
blr,2009,23006654983.8883
blr,2010,24771080355.5284
blr,2011,32301515219.6768
blr,2012,35919280853.0021
blr,2013,30675065556.3333
blr,2014,32075707069.0189
blr,2015,32749824186.8642
blr,2016,33601306226.41
blr,2017,36106440839.4471
blr,2018,37478555580.9352
blr,2019,37853341136.7446
blr,2020,36679887569.4753
blz,1980,110583647.99045
blz,1981,165253977.44891
blz,1982,120344064.05805
blz,1983,114752903.91443
blz,1984,159912198.78214
blz,1985,148160607.84784
blz,1986,170854591.20562
blz,1987,199623258.33924
blz,1988,215915849.01528
blz,1989,237628007.97682
blz,1990,259612887.82855
blz,1991,253496016.69482
blz,1992,328208326.05728
blz,1993,338141958.04089
blz,1994,361266301.64269
blz,1995,342759416.41725
blz,1996,361064342.8327
blz,1997,408593140.02756
blz,1998,429470736.7612
blz,1999,478748686.39995
blz,2000,527663541.15387
blz,2001,553606030.20124
blz,2002,606613453.94063
blz,2003,686678928.773
blz,2004,725995592.31723
blz,2005,800936197.73817
blz,2006,987643406.4207
blz,2007,854492154.5347
blz,2008,888764217.41801
blz,2009,801967241.15908
blz,2010,914345826.30371
blz,2011,940479559.68954
blz,2012,998417316.34583
blz,2013,1035901505.96914
blz,2014,1021025689.3068
blz,2015,1013861000
blz,2016,917197970.74279
blz,2017,973504314.42742
blz,2018,1046601252.59683
blz,2019,972863840.4301
blz,2020,835876161.49312
bmu,2014,3186804396.86706
bmu,2015,3325330000
bmu,2016,3569037750.13986
bmu,2017,3203833887.33485
bmu,2018,3391300368.57216
bmu,2019,3280106701.66999
bmu,2020,3002796739.40308
bol,1960,905171093.55522
bol,1961,910487810.69799
bol,1962,982263492.12528
bol,1963,1168586032.98882
bol,1964,1246371171.40758
bol,1965,1294308524.15402
bol,1966,1465254933.00456
bol,1967,1814383577.53527
bol,1968,1823428361.07234
bol,1969,1872270192.17249
bol,1970,1690470043.07748
bol,1971,1885733953.06649
bol,1972,2082201447.70736
bol,1973,2316050865.65287
bol,1974,2292899560.87897
bol,1975,2192010847.41474
bol,1976,2427842640.08095
bol,1977,2379062062.13229
bol,1978,2307908969.47856
bol,1979,2343874910.83985
bol,1980,2231658341.82876
bol,1981,2260514664.18185
bol,1982,1963894722.69466
bol,1983,2001293684.53001
bol,1984,1879905234.13342
bol,1985,1527571956.22184
bol,1986,1819834827.11038
bol,1987,1839941471.87476
bol,1988,1963381762.61
bol,1989,2446563896.33502
bol,1990,2717359696.69247
bol,1991,2915558512.05575
bol,1992,2948003237.41074
bol,1993,3104382672.85969
bol,1994,3573035830.21081
bol,1995,3898835784.22499
bol,1996,4057466372.81658
bol,1997,3971845300.37158
bol,1998,4229317271.54198
bol,1999,3687761979.74874
bol,2000,4242423247.19909
bol,2001,4597821152.60444
bol,2002,4859586074.36291
bol,2003,5450659782.52192
bol,2004,6356589008.67187
bol,2005,6886494544.32545
bol,2006,7667205115.10929
bol,2007,7904058253.96089
bol,2008,8075934646.18448
bol,2009,7207314768.3611
bol,2010,7917424524.61749
bol,2011,8281084168.6351
bol,2012,9382102789.29709
bol,2013,9766290133.38944
bol,2014,10827442615.227
bol,2015,10186598842.2576
bol,2016,9604501621.36573
bol,2017,9126725146.25242
bol,2018,9600403064.81782
bol,2019,9425705597.39203
bol,2020,7699075468.96746
bra,1960,6077811395.10442
bra,1961,6393498140.94257
bra,1962,5919933591.37015
bra,1963,7577512257.15952
bra,1964,6551376036.37007
bra,1965,6788329364.91313
bra,1966,7577665476.57941
bra,1967,7340843911.23582
bra,1968,8524881959.39094
bra,1969,10182494276.6028
bra,1970,10813949558.6576
bra,1971,11409795858.9686
bra,1972,14166764115.7871
bra,1973,16186204047.2167
bra,1974,16563955386.2194
bra,1975,18480806342.7155
bra,1976,18421551230.715
bra,1977,18356279024.297
bra,1978,20788806397.3626
bra,1979,22722128579.0364
bra,1980,27860568490.6754
bra,1981,33800512299.8804
bra,1982,30693880363.6276
bra,1983,35092945431.2196
bra,1984,42797465400.8894
bra,1985,45804717442.5542
bra,1986,40958324840.1039
bra,1987,48836782961.23489
bra,1988,55224123533.7016
bra,1989,58032554810.1792
bra,1990,55176276987.4948
bra,1991,61043029339.5163
bra,1992,71144014184.19299
bra,1993,79453871305.91431
bra,1994,82638605839.82678
bra,1995,80958662166.8764
bra,1996,80617623350.2085
bra,1997,89501112039.82761
bra,1998,93894010340.43689
bra,1999,99251874479.2774
bra,2000,112016210801.938
bra,2001,122355897277.726
bra,2002,130280670890.144
bra,2003,144632310633.457
bra,2004,165566072681.31201
bra,2005,181533578878.36896
bra,2006,190315134880.12601
bra,2007,202069191098.75696
bra,2008,202896161199.30096
bra,2009,184134218304.67999
bra,2010,205717918641.62799
bra,2011,215616954577.97
bra,2012,217142749892.72101
bra,2013,221117102964.85696
bra,2014,217646271082.414
bra,2015,232488797693.979
bra,2016,234495467929.082
bra,2017,246006365924.50296
bra,2018,255977209821.48901
bra,2019,249879254311.534
bra,2020,245491166402.08096
brb,2015,1954045850
brn,1989,6846507903.42956
brn,1990,6933976212.2528
brn,1991,7542021726.30293
brn,1992,7997703178.71788
brn,1993,7774800177.02784
brn,1994,7996292381.90716
brn,1995,9340764247.46079
brn,1996,9019106755.42201
brn,1997,8562014570.51644
brn,1998,7709904359.8958
brn,1999,8786328304.69711
brn,2000,9830970986.48472
brn,2001,9959072095.87527
brn,2002,10533861744.5737
brn,2003,10772315606.9056
brn,2004,10695398944.2026
brn,2005,10560621409.6751
brn,2006,10948205255.2963
brn,2007,9893084059.32849
brn,2008,9278125679.49787
brn,2009,8789008780.04542
brn,2010,8103687890.16141
brn,2011,7860557957.43016
brn,2012,7955751687.70589
brn,2013,7504224669.77643
brn,2014,7568544757.80057
brn,2015,6751036439.01375
brn,2016,6623100310.64898
brn,2017,6443936383.8573
brn,2018,6627384928.99262
brn,2019,7613596670.01558
brn,2020,8186513889.90794
btn,1990,127304688.20761
btn,1991,146466019.23756
btn,1992,146993643.70325
btn,1993,83536512.75205
btn,1994,92549837.57554
btn,1995,136948671.35604
btn,1996,146784743.39018
btn,1997,176027319.13759
btn,1998,189936543.28189
btn,1999,207133066.81944
btn,2000,213907711.24052
btn,2001,210819409.67821
btn,2002,216969441.38843
btn,2003,252253346.59911
btn,2004,322174547.81244
btn,2005,432840943.22676
btn,2006,656478267.4397
btn,2007,759982231.47747
btn,2008,685183508.09066
btn,2009,668828803.70163
btn,2010,719133331.52647
btn,2011,742166934.1176
btn,2012,724350639.95866
btn,2013,752395403.73942
btn,2014,712587437.94785
btn,2015,689952055.97964
btn,2016,653531980.76295
btn,2017,695691102.49046
btn,2018,727553537.66314
btn,2019,832282975.03493
btn,2020,663996480.63752
bwa,1975,419203875.33568
bwa,1976,538411356.79331
bwa,1977,637091679.32335
bwa,1978,724655979.57754
bwa,1979,771575180.34632
bwa,1980,836089060.40258
bwa,1981,866595630.8255
bwa,1982,1066161317.29498
bwa,1983,1439400743.08471
bwa,1984,1552061356.83244
bwa,1985,1688749868.71814
bwa,1986,1848011432.82704
bwa,1987,2175831987.74387
bwa,1988,2506266756.61988
bwa,1989,2419066175.48105
bwa,1990,2412767239.76072
bwa,1991,2497416884.35259
bwa,1992,2382565204.29375
bwa,1993,2361188695.40373
bwa,1994,2522818343.73535
bwa,1995,2797432843.36824
bwa,1996,3174256477.12478
bwa,1997,3585048000.04615
bwa,1998,2932800380.08939
bwa,1999,3743676820.57937
bwa,2000,3773750010.22215
bwa,2001,3609806070.3412
bwa,2002,3874981651.13242
bwa,2003,3603752974.16402
bwa,2004,3870034756.53283
bwa,2005,4574023795.65327
bwa,2006,4717321154.42795
bwa,2007,5117413846.12226
bwa,2008,4990510698.0557
bwa,2009,3110555459.04211
bwa,2010,3608985388.42191
bwa,2011,4603114574.06994
bwa,2012,5424340407.23651
bwa,2013,7474876383.21658
bwa,2014,7754320050.61019
bwa,2015,7183591667.48939
bwa,2016,6582440271.89699
bwa,2017,6223206806.80164
bwa,2018,6962676611.86732
bwa,2019,6468958769.95474
bwa,2020,5299094973.99569
caf,2009,139105013.59497
caf,2010,198301655.30375
caf,2011,288346429.35883
caf,2012,307810337.13423
caf,2013,231409393.78504
caf,2014,263149964.46986
caf,2015,289437776.68811
caf,2016,265619088.07511
caf,2017,326539607.70377
caf,2018,374458109.63672
caf,2019,366401336.63718
caf,2020,153856733.83005
can,1961,36115119297.552
can,1962,37789172469.1695
can,1963,41117444144.2417
can,1964,46701323982.6036
can,1965,48804601209.3789
can,1966,55212813369.2902
can,1967,61138644347.5379
can,1968,68655222625.2424
can,1969,74139928653.5957
can,1970,80940869323.2267
can,1971,84880050857.80881
can,1972,92210976053.4525
can,1973,101513475537.94299
can,1974,96933233756.0139
can,1975,88891431325.83121
can,1976,95797099353.03009
can,1977,101942699749.49899
can,1978,112102853935.683
can,1979,116330829640.043
can,1980,117574865582.478
can,1981,119588092651.007
can,1982,117938039660.118
can,1983,124759211154.828
can,1984,147990864667.95901
can,1985,154626581393.66501
can,1986,161583621573.46701
can,1987,166743236199.66
can,1988,181927731422.51096
