geo,time,sh_xpd_pvtd_ch_zs
bdi,2002,60.61324
bdi,2003,60.56899
bdi,2004,45.18771
bdi,2005,47.111
bdi,2006,48.75333
bdi,2007,50.45308
bdi,2008,53.74074
bdi,2009,43.7864
bdi,2010,39.49123
bdi,2011,38.82875
bdi,2012,39.94078
bdi,2013,38.47549
bdi,2014,49.48607
bdi,2015,52.58876
bdi,2016,43.07649
bdi,2017,42.86956
bdi,2018,39.63681
bdi,2019,40.96769
bel,2000,25.46909
bel,2001,24.66787
bel,2002,26.27673
bel,2003,26.23358
bel,2004,25.31609
bel,2005,25.51775
bel,2006,25.68864
bel,2007,26.07753
bel,2008,24.51025
bel,2009,23.94551
bel,2010,23.97071
bel,2011,23.89551
bel,2012,23.44443
bel,2013,23.88556
bel,2014,23.67397
bel,2015,24.09244
bel,2016,22.76912
bel,2017,22.67999
bel,2018,23.17552
bel,2019,23.22304
ben,2000,57.24702
ben,2001,54.43484
ben,2002,57.72973
ben,2003,58.15346
ben,2004,56.04882
ben,2005,56.47823
ben,2006,55.79607
ben,2007,54.41661
ben,2008,53.18041
ben,2009,51.54034
ben,2010,50.0792
ben,2011,48.43403
ben,2012,41.89283
ben,2013,47.81689
ben,2014,49.83951
ben,2015,45.62939
ben,2016,48.45129
ben,2017,49.42944
ben,2018,50.35249
ben,2019,53.01073
bfa,2000,46.1194
bfa,2001,46.76522
bfa,2002,42.19653
bfa,2003,37.07218
bfa,2004,32.99986
bfa,2005,33.66047
bfa,2006,32.89835
bfa,2007,29.57488
bfa,2008,34.04205
bfa,2009,36.71235
bfa,2010,33.64441
bfa,2011,38.41627
bfa,2012,38.66165
bfa,2013,41.50683
bfa,2014,43.86044
bfa,2015,46.95413
bfa,2016,36.43961
bfa,2017,38.70117
bfa,2018,42.30843
bfa,2019,42.3882
bgd,2000,63.35266
bgd,2001,67.91478
bgd,2002,65.1315
bgd,2003,65.17297
bgd,2004,65.39846
bgd,2005,68.21246
bgd,2006,68.64451
bgd,2007,68.93813
bgd,2008,70.152
bgd,2009,70.05273
bgd,2010,69.78611
bgd,2011,70.25331
bgd,2012,70.16965
bgd,2013,70.93683
bgd,2014,72.38652
bgd,2015,74.34297
bgd,2016,75.75741
bgd,2017,76.53562
bgd,2018,76.49461
bgd,2019,75.25727
bgr,2000,40.44271
bgr,2001,43.92649
bgr,2002,40.66239
bgr,2003,39.28322
bgr,2004,40.57092
bgr,2005,40.42795
bgr,2006,44.32723
bgr,2007,44.25087
bgr,2008,44.60556
bgr,2009,46.19599
bgr,2010,44.75667
bgr,2011,45.86564
bgr,2012,49.20022
bgr,2013,43.43709
bgr,2014,41.76139
bgr,2015,44.1027
bgr,2016,44.86665
bgr,2017,45.06515
bgr,2018,42.36348
bgr,2019,40.84414
bhr,2000,33.96721
bhr,2001,33.11291
bhr,2002,33.28059
bhr,2003,37.56834
bhr,2004,35.02946
bhr,2005,32.38262
bhr,2006,31.05665
bhr,2007,34.48011
bhr,2008,33.93478
bhr,2009,36.096
bhr,2010,37.03144
bhr,2011,37.46221
bhr,2012,34.65159
bhr,2013,34.81867
bhr,2014,34.93597
bhr,2015,35.11521
bhr,2016,38.63581
bhr,2017,42.0215
bhr,2018,41.16765
bhr,2019,40.79543
bhs,2000,59.77048
bhs,2001,59.47859
bhs,2002,59.81783
bhs,2003,58.92987
bhs,2004,59.62305
bhs,2005,60.11897
bhs,2006,60.8577
bhs,2007,59.31004
bhs,2008,56.52207
bhs,2009,53.84975
bhs,2010,54.35085
bhs,2011,54.82166
bhs,2012,55.92958
bhs,2013,53.82559
bhs,2014,54.49462
bhs,2015,55.05726
bhs,2016,50.79775
bhs,2017,44.17701
bhs,2018,49.52279
bhs,2019,47.52726
bih,2000,39.49313
bih,2001,38.85044
bih,2002,35.9349
bih,2003,30.28848
bih,2004,42.70068
bih,2005,45.20006
bih,2006,44.99709
bih,2007,44.27067
bih,2008,43.91299
bih,2009,31.01283
bih,2010,30.42264
bih,2011,29.7292
bih,2012,29.46185
bih,2013,29.32859
bih,2014,29.1813
bih,2015,29.09064
bih,2016,28.91307
bih,2017,29.48862
bih,2018,29.70885
bih,2019,29.73447
blr,2000,21.24327
blr,2001,25.21857
blr,2002,27.32117
blr,2003,23.8954
blr,2004,23.21844
blr,2005,25.42789
blr,2006,28.35406
blr,2007,29.6751
blr,2008,34.01032
blr,2009,35.17312
blr,2010,31.50159
blr,2011,36.34973
blr,2012,33.80138
blr,2013,36.93608
blr,2014,37.10071
blr,2015,38.82482
blr,2016,28.63863
blr,2017,30.51344
blr,2018,29.2306
blr,2019,29.47943
blz,2000,46.42573
blz,2001,41.82368
blz,2002,41.33571
blz,2003,41.6875
blz,2004,41.63491
blz,2005,39.77493
blz,2006,36.04996
blz,2007,30.97446
blz,2008,28.52223
blz,2009,30.28969
blz,2010,30.64803
blz,2011,30.53789
blz,2012,31.54089
blz,2013,31.03144
blz,2014,27.70729
blz,2015,29.08317
blz,2016,29.52724
blz,2017,29.74393
blz,2018,28.90023
blz,2019,27.14196
bol,2000,38.41329
bol,2001,39.42515
bol,2002,39.88736
bol,2003,38.06578
bol,2004,38.65199
bol,2005,38.1171
bol,2006,38.23096
bol,2007,36.32851
bol,2008,35.41603
bol,2009,34.9627
bol,2010,37.64149
bol,2011,36.95424
bol,2012,38.54709
bol,2013,37.94886
bol,2014,34.70809
bol,2015,31.18536
bol,2016,31.94019
bol,2017,29.16842
bol,2018,25.57545
bol,2019,27.6363
bra,2000,58.04625
bra,2001,58.62712
bra,2002,57.29716
bra,2003,56.94625
bra,2004,56.79906
bra,2005,58.3011
bra,2006,56.96648
bra,2007,57.43232
bra,2008,56.20293
bra,2009,55.68765
bra,2010,54.73281
bra,2011,55.16176
bra,2012,56.51362
bra,2013,55.4126
bra,2014,55.80925
bra,2015,56.66341
bra,2016,56.86287
bra,2017,58.19538
bra,2018,58.82276
bra,2019,59.11333
brb,2000,48.14652
brb,2001,46.71129
brb,2002,44.40621
brb,2003,41.92996
brb,2004,39.40135
brb,2005,41.61946
brb,2006,42.20869
brb,2007,43.57707
brb,2008,41.57781
brb,2009,41.95425
brb,2010,44.25513
brb,2011,48.49702
brb,2012,44.29617
brb,2013,47.42867
brb,2014,50.8104
brb,2015,51.04409
brb,2016,51.12525
brb,2017,52.637
brb,2018,54.03666
brb,2019,54.27688
brn,2000,15.83131
brn,2001,16.80675
brn,2002,16.41055
brn,2003,17.05134
brn,2004,16.90948
brn,2005,16.33396
brn,2006,14.68853
brn,2007,12.785
brn,2008,10.10824
brn,2009,9.4994
brn,2010,8.26135
brn,2011,8.47187
brn,2012,8.85193
brn,2013,9.40742
brn,2014,7.3346
brn,2015,4.97358
brn,2016,4.97982
brn,2017,5.41142
brn,2018,4.85835
brn,2019,5.68011
btn,2000,12.2138
btn,2001,10.48114
btn,2002,18.70031
btn,2003,19.35541
btn,2004,16.57699
btn,2005,17.07495
btn,2006,15.00292
btn,2007,14.52112
btn,2008,15.87288
btn,2009,17.03741
btn,2010,16.93258
btn,2011,16.82223
btn,2012,21.71428
btn,2013,21.42553
btn,2014,22.33861
btn,2015,20.67406
btn,2016,21.28588
btn,2017,14.31342
btn,2018,14.3987
btn,2019,19.46735
bwa,2000,28.64613
bwa,2001,28.94637
bwa,2002,28.18076
bwa,2003,28.94041
bwa,2004,29.93802
bwa,2005,31.50777
bwa,2006,32.10399
bwa,2007,28.31841
bwa,2008,25.27616
bwa,2009,41.13552
bwa,2010,37.34254
bwa,2011,33.74815
bwa,2012,30.88697
bwa,2013,27.2336
bwa,2014,24.19017
bwa,2015,25.21211
bwa,2016,27.8121
bwa,2017,14.72867
bwa,2018,15.18728
bwa,2019,15.32737
caf,2000,48.12249
caf,2001,54.70584
caf,2002,50.6297
caf,2003,52.59422
caf,2004,56.02542
caf,2005,54.37732
caf,2006,54.08043
caf,2007,51.68034
caf,2008,59.8412
caf,2009,50.45884
caf,2010,63.57702
caf,2011,61.87869
caf,2012,59.35844
caf,2013,48.25562
caf,2014,51.15029
caf,2015,49.54203
caf,2016,56.16417
caf,2017,57.60929
caf,2018,42.36107
caf,2019,61.3054
can,2000,27.14836
can,2001,27.19842
can,2002,27.56202
can,2003,26.86018
can,2004,26.93807
can,2005,26.96446
can,2006,30.56489
can,2007,30.41072
can,2008,30.24771
can,2009,29.82116
can,2010,30.09496
can,2011,29.78461
can,2012,29.55535
can,2013,29.28293
can,2014,29.43568
can,2015,29.37189
can,2016,30.34684
can,2017,30.20293
can,2018,29.83049
can,2019,29.83253
che,2000,71.43389
che,2001,70.03432
che,2002,68.63699
che,2003,68.59426
che,2004,69.11469
che,2005,68.952
che,2006,69.39104
che,2007,69.28933
che,2008,68.39422
che,2009,67.85113
che,2010,67.63749
che,2011,67.05943
che,2012,66.25749
che,2013,67.21205
che,2014,67.90294
che,2015,68.18317
che,2016,69.00453
che,2017,68.44394
che,2018,68.77923
che,2019,67.89053
chl,2000,64.20528
chl,2001,63.63591
chl,2002,62.45815
chl,2003,61.75231
chl,2004,60.53358
chl,2005,60.65751
chl,2006,58.63108
chl,2007,57.7401
chl,2008,56.46287
chl,2009,53.1255
chl,2010,52.88528
chl,2011,52.84055
chl,2012,52.06286
chl,2013,52.34796
chl,2014,52.26169
chl,2015,51.98185
chl,2016,50.34714
chl,2017,49.60052
chl,2018,49.17825
chl,2019,49.08281
chn,2000,77.99924
chn,2001,76.86102
chn,2002,74.46868
chn,2003,71.4986
chn,2004,69.63255
chn,2005,67.03217
chn,2006,64.71517
chn,2007,60.7932
chn,2008,55.32194
chn,2009,50.49613
chn,2010,47.97203
chn,2011,46.20241
chn,2012,44.20846
chn,2013,42.89426
chn,2014,41.55433
chn,2015,39.81039
chn,2016,41.89695
chn,2017,43.32621
chn,2018,43.58293
chn,2019,44.02029
civ,2000,83.27438
civ,2001,84.5753
civ,2002,83.41601
civ,2003,83.54123
civ,2004,81.44141
civ,2005,82.75755
civ,2006,80.62936
civ,2007,78.52081
civ,2008,75.23253
civ,2009,74.74271
civ,2010,76.1254
civ,2011,74.62193
civ,2012,67.49612
civ,2013,71.71279
civ,2014,65.68673
civ,2015,61.93378
civ,2016,59.38405
civ,2017,58.2412
civ,2018,58.65667
civ,2019,55.68296
cmr,2000,81.6434
cmr,2001,77.65765
cmr,2002,74.38905
cmr,2003,75.62061
cmr,2004,77.70331
cmr,2005,77.92885
cmr,2006,77.9771
cmr,2007,79.47809
cmr,2008,78.83202
cmr,2009,81.46873
cmr,2010,80.62973
cmr,2011,72.96825
cmr,2012,75.85751
cmr,2013,79.46169
cmr,2014,73.90584
cmr,2015,79.9943
cmr,2016,80.02626
cmr,2017,86.31484
cmr,2018,85.22343
cmr,2019,82.43982
cod,2000,70.32646
cod,2001,81.13622
cod,2002,80.25372
cod,2003,74.33638
cod,2004,77.48261
cod,2005,75.52908
cod,2006,74.65392
cod,2007,70.45409
cod,2008,55.78236
cod,2009,52.06269
cod,2010,44.92356
cod,2011,44.10103
cod,2012,46.22849
cod,2013,45.87931
cod,2014,45.96086
cod,2015,44.05062
cod,2016,44.14631
cod,2017,47.57792
cod,2018,49.70477
cod,2019,45.35539
cog,2000,54.28011
cog,2001,47.0903
cog,2002,62.98707
cog,2003,62.73118
cog,2004,57.11586
cog,2005,53.52739
cog,2006,50.25201
cog,2007,50.77011
cog,2008,39.41573
cog,2009,51.99794
cog,2010,43.52909
cog,2011,41.8679
cog,2012,30.75751
cog,2013,31.96124
cog,2014,33.83419
cog,2015,35.54331
cog,2016,51.72954
cog,2017,54.38469
cog,2018,59.19979
cog,2019,54.05663
col,2000,25.44913
col,2001,24.90194
col,2002,22.91945
col,2003,20.76105
col,2004,25.22248
col,2005,27.22988
col,2006,27.20326
col,2007,28.8803
col,2008,30.57854
col,2009,27.89938
col,2010,27.71213
col,2011,26.3473
col,2012,29.61199
col,2013,30.14256
col,2014,29.59566
col,2015,29.16895
col,2016,29.67051
col,2017,28.95904
col,2018,28.38554
col,2019,28.11553
com,2000,82.2478
com,2001,84.08561
com,2002,78.9651
com,2003,75.90393
com,2004,75.86034
com,2005,79.24792
com,2006,82.7494
com,2007,85.24043
com,2008,87.07697
com,2009,87.93836
com,2010,84.24782
com,2011,67.65489
com,2012,70.11678
com,2013,70.61737
com,2014,68.3385
com,2015,79.08192
com,2016,74.998
com,2017,67.36681
com,2018,71.24451
com,2019,66.36086
cpv,2000,26.1287
cpv,2001,24.1529
cpv,2002,24.34723
cpv,2003,25.02545
cpv,2004,24.71387
cpv,2005,25.47904
cpv,2006,24.63915
cpv,2007,23.73463
cpv,2008,25.38683
cpv,2009,25.3002
cpv,2010,30.70263
cpv,2011,28.73503
cpv,2012,27.10365
cpv,2013,26.95812
cpv,2014,27.80627
cpv,2015,30.04139
cpv,2016,31.3306
cpv,2017,29.85369
cpv,2018,29.6667
cpv,2019,27.39301
cri,2000,33.96526
cri,2001,33.18317
cri,2002,32.75107
cri,2003,33.28981
cri,2004,33.75152
cri,2005,35.86635
cri,2006,33.80149
cri,2007,33.69436
cri,2008,32.04026
cri,2009,28.77339
cri,2010,27.47433
cri,2011,29.67764
cri,2012,29.25608
cri,2013,28.96062
cri,2014,28.95439
cri,2015,27.28745
cri,2016,26.64774
cri,2017,26.43719
cri,2018,27.59984
cri,2019,27.46307
cub,2000,16.22938
cub,2001,18.70624
cub,2002,19.37736
cub,2003,20.32512
cub,2004,19.59809
cub,2005,14.84368
cub,2006,14.26366
cub,2007,9.78315
cub,2008,8.83751
cub,2009,8.09964
cub,2010,9.18197
cub,2011,10.81638
cub,2012,13.13097
cub,2013,12.27119
cub,2014,9.63888
cub,2015,9.62183
cub,2016,10.28543
cub,2017,10.48266
cub,2018,11.00802
cub,2019,10.5857
cyp,2000,58.39132
cyp,2001,57.67678
cyp,2002,55.0206
cyp,2003,55.46651
cyp,2004,58.16551
cyp,2005,57.995
cyp,2006,56.5741
cyp,2007,56.21896
cyp,2008,57.92439
cyp,2009,56.91584
cyp,2010,53.34987
cyp,2011,51.64041
cyp,2012,53.13875
cyp,2013,53.3178
cyp,2014,56.38584
cyp,2015,56.5789
cyp,2016,57.58733
cyp,2017,57.76606
cyp,2018,56.95097
cyp,2019,43.29401
cze,2000,11.29594
cze,2001,12.55188
cze,2002,11.92584
cze,2003,12.51834
cze,2004,12.39751
cze,2005,14.77374
cze,2006,14.49705
cze,2007,16.20758
cze,2008,19.00501
cze,2009,17.11662
cze,2010,16.87223
cze,2011,16.30565
cze,2012,16.4556
cze,2013,16.594
cze,2014,17.42986
cze,2015,17.76704
cze,2016,18.12168
cze,2017,18.23335
cze,2018,17.29622
cze,2019,18.50158
deu,2000,21.79515
deu,2001,21.82382
deu,2002,22.17611
deu,2003,22.58789
deu,2004,24.10392
deu,2005,24.32277
deu,2006,24.75741
deu,2007,24.82894
deu,2008,24.71288
deu,2009,24.34207
deu,2010,24.30351
deu,2011,24.58795
deu,2012,24.55606
deu,2013,23.57054
deu,2014,22.97357
deu,2015,23.03399
deu,2016,22.72464
deu,2017,22.27872
deu,2018,22.43249
deu,2019,22.27397
dji,2000,51.99358
dji,2001,55.40604
dji,2002,43.33621
dji,2003,37.42381
dji,2004,41.85394
dji,2005,42.25835
dji,2006,38.17026
dji,2007,36.29996
dji,2008,32.11386
dji,2009,30.6459
dji,2010,29.53776
dji,2011,25.22385
dji,2012,24.23509
dji,2013,25.01658
dji,2014,23.93575
dji,2015,21.76085
dji,2016,24.55329
dji,2017,27.70903
dji,2018,30.82101
dji,2019,25.57739
dma,2000,33.96136
dma,2001,42.31159
dma,2002,42.88747
dma,2003,41.21708
dma,2004,41.82514
dma,2005,41.15979
dma,2006,41.06094
dma,2007,44.17878
dma,2008,45.60822
dma,2009,43.4386
dma,2010,39.90141
dma,2011,37.82747
dma,2012,36.47715
dma,2013,36.3649
dma,2014,36.75866
dma,2015,35.02061
dma,2016,33.13958
dma,2017,29.3678
dma,2018,31.79001
dma,2019,34.82003
dnk,2000,16.89263
dnk,2001,16.59432
dnk,2002,16.19422
dnk,2003,16.09015
dnk,2004,16.45092
dnk,2005,16.25594
dnk,2006,16.12974
dnk,2007,16.2917
dnk,2008,15.98013
dnk,2009,15.54124
dnk,2010,16.12027
dnk,2011,16.38638
dnk,2012,16.02021
dnk,2013,15.73882
dnk,2014,15.81047
dnk,2015,15.8168
dnk,2016,15.87758
dnk,2017,15.97598
dnk,2018,16.11944
dnk,2019,16.71035
dom,2000,63.13899
dom,2001,62.20699
dom,2002,61.00727
dom,2003,70.365
dom,2004,71.05226
dom,2005,66.30523
dom,2006,63.78225
dom,2007,58.27077
dom,2008,53.39921
dom,2009,53.32061
dom,2010,54.30514
dom,2011,51.42929
dom,2012,51.80529
dom,2013,51.28616
dom,2014,50.84432
dom,2015,51.6494
dom,2016,53.6576
dom,2017,53.25836
dom,2018,54.74507
dom,2019,54.26577
dza,2000,27.98438
dza,2001,23.7267
dza,2002,24.67682
dza,2003,23.25557
dza,2004,28.5997
dza,2005,30.62975
dza,2006,31.48499
dza,2007,30.14613
dza,2008,27.96792
dza,2009,29.06443
dza,2010,30.48966
dza,2011,29.36287
dza,2012,27.03854
dza,2013,28.93192
dza,2014,27.95615
dza,2015,29.51379
dza,2016,32.29239
dza,2017,34.01862
dza,2018,34.12562
dza,2019,34.95558
ecu,2000,68.36405
ecu,2001,64.60046
ecu,2002,67.3599
ecu,2003,68.77429
ecu,2004,67.69644
ecu,2005,69.31671
ecu,2006,67.18496
ecu,2007,61.20628
ecu,2008,60.52032
ecu,2009,57.7611
ecu,2010,51.97445
ecu,2011,52.46224
ecu,2012,48.9663
ecu,2013,43.60038
ecu,2014,38.60939
ecu,2015,42.20385
ecu,2016,39.14382
ecu,2017,38.68684
ecu,2018,37.20939
ecu,2019,38.12519
egy,2000,64.81281
egy,2001,65.77966
egy,2002,65.5386
egy,2003,67.21898
egy,2004,66.4246
egy,2005,66.48487
egy,2006,62.40779
egy,2007,62.61994
egy,2008,64.2492
egy,2009,63.34403
egy,2010,66.42754
egy,2011,65.58147
egy,2012,70.91378
egy,2013,70.57224
egy,2014,69.08999
egy,2015,68.55439
egy,2016,68.12286
egy,2017,68.71288
egy,2018,70.60445
egy,2019,71.15663
eri,2000,63.76799
eri,2001,55.92799
eri,2002,46.02208
eri,2003,38.93306
eri,2004,35.13972
eri,2005,35.2389
eri,2006,34.7175
eri,2007,44.09306
eri,2008,33.42354
eri,2009,46.11647
eri,2010,49.40819
eri,2011,37.06453
eri,2012,52.9661
eri,2013,49.11731
eri,2014,52.6469
eri,2015,42.14126
eri,2016,56.45917
eri,2017,40.93975
eri,2018,48.89565
eri,2019,43.19563
esp,2000,28.36145
esp,2001,28.68811
esp,2002,28.67705
esp,2003,28.89363
esp,2004,28.64779
esp,2005,28.44446
esp,2006,27.90004
esp,2007,27.69801
esp,2008,26.71716
esp,2009,24.92931
esp,2010,25.55607
esp,2011,26.51425
esp,2012,27.88937
esp,2013,28.99202
esp,2014,29.73651
esp,2015,28.68484
esp,2016,28.44566
esp,2017,29.4681
esp,2018,29.7259
esp,2019,29.38047
est,2000,24.19279
est,2001,21.99962
est,2002,23.87482
est,2003,23.71885
est,2004,25.42441
est,2005,25.53192
est,2006,24.61324
est,2007,24.40367
est,2008,23.35859
est,2009,22.46353
est,2010,23.997
est,2011,23.58578
est,2012,23.47876
est,2013,24.49249
est,2014,24.40316
est,2015,24.46938
est,2016,24.41151
est,2017,26.46571
est,2018,26.3628
est,2019,25.56274
eth,2000,42.51675
eth,2001,40.25795
eth,2002,43.13771
eth,2003,39.34572
eth,2004,39.62669
eth,2005,35.61907
eth,2006,42.5152
eth,2007,39.99725
eth,2008,41.2254
eth,2009,46.90294
eth,2010,48.28906
eth,2011,53.94319
eth,2012,48.55955
eth,2013,49.7431
eth,2014,58.84427
eth,2015,56.48738
eth,2016,54.76727
eth,2017,39.70266
eth,2018,40.5989
eth,2019,43.19191
fin,2000,24.26509
fin,2001,23.77338
fin,2002,23.16973
fin,2003,22.68163
fin,2004,22.16
fin,2005,22.19062
fin,2006,21.25458
fin,2007,21.37723
fin,2008,21.17243
fin,2009,20.96935
fin,2010,21.4497
fin,2011,20.82777
fin,2012,20.1928
fin,2013,20.53726
fin,2014,20.44188
fin,2015,21.43538
fin,2016,22.1652
fin,2017,21.9847
fin,2018,21.43918
fin,2019,19.82653
fji,2000,15.30573
fji,2001,18.6119
fji,2002,17.39832
fji,2003,18.15504
fji,2004,18.29717
fji,2005,17.07182
fji,2006,21.38613
fji,2007,24.19897
fji,2008,24.14661
fji,2009,31.16549
fji,2010,29.79325
fji,2011,34.98524
fji,2012,34.65882
fji,2013,36.5322
fji,2014,34.59521
fji,2015,34.33353
fji,2016,33.00948
fji,2017,31.44372
fji,2018,29.98706
fji,2019,27.40017
fra,2000,27.27092
fra,2001,27.24163
fra,2002,26.998
fra,2003,27.36458
fra,2004,27.35443
fra,2005,27.45206
fra,2006,28.7266
fra,2007,28.90337
fra,2008,29.37354
fra,2009,29.32035
fra,2010,29.55672
fra,2011,29.79464
fra,2012,29.70904
fra,2013,29.56341
fra,2014,29.50263
fra,2015,27.63257
fra,2016,24.86898
fra,2017,24.14481
fra,2018,24.06546
fra,2019,24.68828
fsm,2000,5.30324
fsm,2001,5.26112
fsm,2002,5.88303
fsm,2003,5.29237
fsm,2004,4.6808
fsm,2005,3.42156
fsm,2006,5.3878
fsm,2007,4.97657
fsm,2008,4.41952
fsm,2009,4.0608
fsm,2010,3.51944
fsm,2011,3.31155
fsm,2012,3.17876
fsm,2013,3.0183
fsm,2014,2.70262
fsm,2015,2.57753
fsm,2016,2.44561
fsm,2017,2.64802
fsm,2018,2.79764
fsm,2019,2.86158
gab,2000,61.25858
gab,2001,58.60778
gab,2002,62.35519
gab,2003,57.77451
gab,2004,57.60708
gab,2005,60.11638
gab,2006,58.96863
gab,2007,58.23234
gab,2008,59.90608
gab,2009,58.36063
gab,2010,35.30841
gab,2011,36.92002
gab,2012,38.26753
gab,2013,35.45914
gab,2014,39.11924
gab,2015,40.26912
gab,2016,34.61646
gab,2017,36.1066
gab,2018,40.17888
gab,2019,39.1209
gbr,2000,23.27445
gbr,2001,23.49726
gbr,2002,22.53513
gbr,2003,21.4345
gbr,2004,19.82017
gbr,2005,18.70566
gbr,2006,17.93723
gbr,2007,19.60414
gbr,2008,18.49645
gbr,2009,17.25203
gbr,2010,17.84639
gbr,2011,18.09752
gbr,2012,18.76979
gbr,2013,20.09483
gbr,2014,19.97807
gbr,2015,19.9815
gbr,2016,19.70175
gbr,2017,20.32656
gbr,2018,20.60408
gbr,2019,20.51709
geo,2000,81.43176
geo,2001,77.25147
geo,2002,77.79633
geo,2003,79.91514
geo,2004,80.53855
geo,2005,80.82902
geo,2006,78.74307
geo,2007,78.59892
geo,2008,71.73913
geo,2009,73.14867
geo,2010,75.05051
geo,2011,79.1381
geo,2012,77.13373
geo,2013,73.42503
geo,2014,69.9187
geo,2015,61.88964
geo,2016,61.102
geo,2017,60.40447
geo,2018,60.00318
geo,2019,58.65617
