geo,time,ny_gnp_pcap_cn
aze,2014,6011.73834
aze,2015,5455.41918
aze,2016,5820.36219
aze,2017,6868.11177
aze,2018,7671.30349
aze,2019,7855.07552
aze,2020,7134.1263
bdi,1960,3464.92497
bdi,1961,3520.14659
bdi,1962,3632.41752
bdi,1963,3884.03652
bdi,1964,4262.41103
bdi,1965,4294.01321
bdi,1966,4306.64476
bdi,1967,4490.94204
bdi,1968,4449.29921
bdi,1969,4566.61264
bdi,1970,5917.4722
bdi,1971,6042.3796
bdi,1972,5770.33355
bdi,1973,6570.18352
bdi,1974,7262.3126
bdi,1975,8774.10475
bdi,1976,9998.80664
bdi,1977,12543.12552
bdi,1978,13576.93484
bdi,1979,17157.78802
bdi,1980,19956.04835
bdi,1981,20380.35682
bdi,1982,20663.38838
bdi,1983,22187.82073
bdi,1984,25234.64131
bdi,1985,28747.23838
bdi,1986,27593.82779
bdi,1987,27111.42293
bdi,1988,28777.81912
bdi,1989,32776.41576
bdi,1990,35177.33816
bdi,1991,37710.65655
bdi,1992,39179.01552
bdi,1993,38895.31746
bdi,1994,39133.44965
bdi,1995,41216.57813
bdi,1996,42720.22171
bdi,1997,55274.1652
bdi,1998,64098.20412
bdi,1999,71648.28031
bdi,2000,99961.07056
bdi,2001,110001.30993
bdi,2002,112691.56884
bdi,2003,120145.93079
bdi,2004,137072.71785
bdi,2005,161455.95685
bdi,2006,170987.54375
bdi,2007,185805.89885
bdi,2008,234557.73264
bdi,2009,258476.25359
bdi,2010,286751.95715
bdi,2011,312280.33201
bdi,2012,363012.42744
bdi,2013,399913.96499
bdi,2014,424052.35273
bdi,2015,480037.07468
bdi,2016,466790.62418
bdi,2017,505843.07209
bdi,2018,485474.67607
bdi,2019,483313.46845
bdi,2020,527426.56873
bel,1960,1598.8658
bel,1961,1690.5553
bel,1962,1798.03839
bel,1963,1915.63089
bel,1964,2122.0881
bel,1965,2292.20879
bel,1966,2445.1569
bel,1967,2606.99401
bel,1968,2777.41246
bel,1969,3070.80615
bel,1970,3477.56611
bel,1971,3798.00225
bel,1972,4236.4365
bel,1973,4790.48864
bel,1974,5600.48203
bel,1975,6179.44137
bel,1976,7012.83287
bel,1977,7554.48927
bel,1978,8095.91674
bel,1979,8611.05713
bel,1980,9330.17153
bel,1981,9790.3812
bel,1982,10547.12624
bel,1983,11169.01148
bel,1984,12093.04063
bel,1985,12895.83182
bel,1986,13504.69594
bel,1987,14080.24318
bel,1988,15014.69541
bel,1989,16172.98082
bel,1990,17119.26897
bel,1991,17935.84778
bel,1992,18753.12892
bel,1993,19428.4108
bel,1994,20570.4346
bel,1995,21220.80603
bel,1996,21588.93736
bel,1997,22546.82016
bel,1998,23353.25034
bel,1999,24246.2293
bel,2000,25653.81783
bel,2001,26177.77354
bel,2002,26902.5437
bel,2003,27618.14059
bel,2004,28877.96216
bel,2005,29957.28349
bel,2006,31269.33194
bel,2007,32788.30571
bel,2008,33641.392
bel,2009,32688.01267
bel,2010,33840.65804
bel,2011,34114.90249
bel,2012,35575.6027
bel,2013,36073.47595
bel,2014,36707.7623
bel,2015,37483.71946
bel,2016,38319.16241
bel,2017,39483.40762
bel,2018,40614.23881
bel,2019,42018.96078
bel,2020,39996.47097
ben,1960,22736.78149
ben,1961,23367.84143
ben,1962,23073.89753
ben,1963,24394.69197
ben,1964,25492.90484
ben,1965,26914.7131
ben,1966,27737.96427
ben,1967,27504.20991
ben,1968,28814.95858
ben,1969,29934.01149
ben,1970,31426.55255
ben,1971,30709.85485
ben,1972,33804.36143
ben,1973,36105.16655
ben,1974,42059.69841
ben,1975,44341.80831
ben,1976,49858.55187
ben,1977,53655.39838
ben,1978,59497.91628
ben,1979,69805.43018
ben,1980,79708.22052
ben,1981,91611.75134
ben,1982,105564.72065
ben,1983,102063.85129
ben,1984,107381.6515
ben,1985,107568.19209
ben,1986,103007.3003
ben,1987,101640.57858
ben,1988,101694.12345
ben,1989,96902.5365
ben,1990,105057.89082
ben,1991,107134.32297
ben,1992,107509.91252
ben,1993,114599.42397
ben,1994,151858.67231
ben,1995,179640.41768
ben,1996,194328.80349
ben,1997,207992.2298
ben,1998,222631.48539
ben,1999,338491.36763
ben,2000,362833.03131
ben,2001,377921.54792
ben,2002,396147.98366
ben,2003,409528.36466
ben,2004,418686.03148
ben,2005,432646.89548
ben,2006,445302.37889
ben,2007,459710.64923
ben,2008,501357.78032
ben,2009,510293.84621
ben,2010,509991.89717
ben,2011,531866.54573
ben,2012,581156.49977
ben,2013,614564.83991
ben,2014,634704.01355
ben,2015,631442.88907
ben,2016,638731.46719
ben,2017,652684.26708
ben,2018,682201.66504
ben,2019,707403.74388
ben,2020,735380.04894
bfa,1960,17003.442
bfa,1961,17710.22037
bfa,1962,19168.14622
bfa,1963,19369.36631
bfa,1964,19883.14806
bfa,1965,19855.81792
bfa,1966,20200.0432
bfa,1967,20674.22159
bfa,1968,20904.20079
bfa,1969,22416.6785
bfa,1970,22526.85669
bfa,1971,23184.91857
bfa,1972,24976.67253
bfa,1973,25351.45613
bfa,1974,29843.94673
bfa,1975,32311.22455
bfa,1976,36829.76762
bfa,1977,42656.97923
bfa,1978,50601.49603
bfa,1979,55455.59921
bfa,1980,59599.40056
bfa,1981,68700.90329
bfa,1982,80068.51033
bfa,1983,82546.81834
bfa,1984,84413.91321
bfa,1985,89923.0311
bfa,1986,88682.56656
bfa,1987,87170.80132
bfa,1988,92777.89888
bfa,1989,96808.3443
bfa,1990,95604.56748
bfa,1991,97437.52925
bfa,1992,95225.18123
bfa,1993,94289.77348
bfa,1994,106386.7971
bfa,1995,117218.65373
bfa,1996,127901.27431
bfa,1997,133828.00566
bfa,1998,150711.01902
bfa,1999,185115.15555
bfa,2000,181383.98567
bfa,2001,194881.01884
bfa,2002,202478.25307
bfa,2003,214741.35642
bfa,2004,218788.25786
bfa,2005,238933.3613
bfa,2006,246640.12324
bfa,2007,255344.33922
bfa,2008,285843.02832
bfa,2009,289896.04229
bfa,2010,310967.65644
bfa,2011,339699.46501
bfa,2012,377219.17549
bfa,2013,378412.4443
bfa,2014,374472.76072
bfa,2015,368658.24995
bfa,2016,389693.90792
bfa,2017,410757.77946
bfa,2018,432736.23335
bfa,2019,441896.53932
bfa,2020,458877.40212
bgd,1973,932.74775
bgd,1974,1451.17654
bgd,1975,2462.64893
bgd,1976,2094.32886
bgd,1977,2023.43759
bgd,1978,2652.90745
bgd,1979,3049.87195
bgd,1980,3529.27206
bgd,1981,4114.75139
bgd,1982,4500.02867
bgd,1983,4998.71782
bgd,1984,5500.36295
bgd,1985,6489.77383
bgd,1986,7147.57167
bgd,1987,8057.54846
bgd,1988,8638.1661
bgd,1989,9378.13544
bgd,1990,10278.96054
bgd,1991,10689.31373
bgd,1992,11339.16028
bgd,1993,11670.2216
bgd,1994,12386.81913
bgd,1995,13646.70326
bgd,1996,16564.99115
bgd,1997,17630.49212
bgd,1998,19026.87791
bgd,1999,20294.12894
bgd,2000,21715.61513
bgd,2001,23074.89269
bgd,2002,24669.96105
bgd,2003,26883.12961
bgd,2004,29191.0011
bgd,2005,32078.2882
bgd,2006,36158.12471
bgd,2007,41011.75084
bgd,2008,46919.76179
bgd,2009,52148.30009
bgd,2010,58420.44184
bgd,2011,66210.3269
bgd,2012,75792.22432
bgd,2013,84795.77705
bgd,2014,92754.85733
bgd,2015,103304.91854
bgd,2016,116008.85877
bgd,2017,129048.50594
bgd,2018,145814.56991
bgd,2019,162904.29583
bgd,2020,174463.57183
bgr,1980,2.86439
bgr,1981,3.09761
bgr,1982,3.22752
bgr,1983,3.31912
bgr,1984,3.52667
bgr,1985,3.62432
bgr,1986,3.81778
bgr,1987,4.02647
bgr,1988,4.18968
bgr,1989,4.32952
bgr,1990,4.79349
bgr,1991,14.12405
bgr,1992,23.12684
bgr,1993,34.65193
bgr,1994,61.01303
bgr,1995,148.30481
bgr,1996,253.10603
bgr,1997,2217.51043
bgr,1998,3144.19847
bgr,1999,3008.72549
bgr,2000,3358.33686
bgr,2001,3875.70696
bgr,2002,4438.10731
bgr,2003,4788.68803
bgr,2004,5401.48488
bgr,2005,6156.00681
bgr,2006,6878.2023
bgr,2007,7795.03975
bgr,2008,9252.4248
bgr,2009,9515.4927
bgr,2010,9914.00629
bgr,2011,10694.48261
bgr,2012,11161.79033
bgr,2013,11071.10335
bgr,2014,11548.48214
bgr,2015,12094.0688
bgr,2016,12966.81511
bgr,2017,14192.86182
bgr,2018,15146.1998
bgr,2019,16771.62004
bgr,2020,16969.80105
bhr,1980,2999.74715
bhr,1981,3458.24869
bhr,1982,3540.58655
bhr,1983,3553.02421
bhr,1984,3502.90865
bhr,1985,2941.86368
bhr,1986,2303.23108
bhr,1987,2508.79191
bhr,1988,2644.03544
bhr,1989,2738.00046
bhr,1990,3374.89187
bhr,1991,3545.96851
bhr,1992,3438.27545
bhr,1993,3510.5518
bhr,1994,3643.07957
bhr,1995,3862.45046
bhr,1996,3948.45946
bhr,1997,3863.533
bhr,1998,3689.43094
bhr,1999,3751.27125
bhr,2000,5000.77865
bhr,2001,4665.09827
bhr,2002,4638.27421
bhr,2003,5109.45117
bhr,2004,5697.85912
bhr,2005,6578.36119
bhr,2006,7108.61206
bhr,2007,7778.73087
bhr,2008,8361.40412
bhr,2009,6516.39837
bhr,2010,7072.44065
bhr,2011,7357.96106
bhr,2012,8602.66004
bhr,2013,8961.92791
bhr,2014,8936.57936
bhr,2015,8034.63753
bhr,2016,8027.28727
bhr,2017,8426.62728
bhr,2018,8559.10388
bhr,2019,8337.60063
bhr,2020,7130.76588
bhs,1960,1393.19833
bhs,1961,1483.68037
bhs,1962,1575.659
bhs,1963,1678.18203
bhs,1964,1792.74971
bhs,1965,1927.74525
bhs,1966,2087.01949
bhs,1967,2297.84892
bhs,1968,2520.04437
bhs,1969,2889.84263
bhs,1970,3013.87269
bhs,1971,3120.23762
bhs,1972,3143.60154
bhs,1973,3497.4201
bhs,1974,3577.29127
bhs,1975,4339.91741
bhs,1976,2936.70912
bhs,1977,3193.30289
bhs,1978,3497.08659
bhs,1979,4884.67991
bhs,1980,5702.1022
bhs,1981,5919.53409
bhs,1982,6570.47352
bhs,1983,7082.78727
bhs,1984,8159.6082
bhs,1985,9123.15212
bhs,1986,9576.18609
bhs,1987,10403.05798
bhs,1988,10713.23211
bhs,1989,11640.67403
bhs,1990,11681.829
bhs,1991,11234.02821
bhs,1992,11376.24611
bhs,1993,10933.17101
bhs,1994,11315.61108
bhs,1995,13855.99385
bhs,1996,15568.96824
bhs,1997,21505.06502
bhs,1998,22834.54921
bhs,1999,25698.81284
bhs,2000,26627.75755
bhs,2001,26828.9725
bhs,2002,28267.89217
bhs,2003,27841.0401
bhs,2004,27952.85566
bhs,2005,29718.93101
bhs,2006,30055.25146
bhs,2007,30785.83348
bhs,2008,30454.66713
bhs,2009,28151.14416
bhs,2010,27859.27604
bhs,2011,27482.75085
bhs,2012,28717.45223
bhs,2013,27772.50914
bhs,2014,28888.33727
bhs,2015,30453.71459
bhs,2016,30261.66706
bhs,2017,30947.61217
bhs,2018,31124.61265
bhs,2019,32202.05604
bhs,2020,23839.71438
bih,1994,448.89823
bih,1995,608.0297
bih,1996,1024.95907
bih,1997,1598.4503
bih,1998,2321.12498
bih,1999,2655.25731
bih,2000,3450.18384
bih,2001,3655.59487
bih,2002,3957.23802
bih,2003,4101.12448
bih,2004,4644.73024
bih,2005,4883.05918
bih,2006,5488.95051
bih,2007,6170.3823
bih,2008,7048.61223
bih,2009,6893.44195
bih,2010,6956.71463
bih,2011,7222.34705
bih,2012,7330.91159
bih,2013,7659.74124
bih,2014,7921.20918
bih,2015,8393.38396
bih,2016,8843.09931
bih,2017,9283.19271
bih,2018,10001.74131
bih,2019,10685.96679
bih,2020,10346.34839
blr,1990,0.00004
blr,1991,0.00009
blr,1992,0.0009
blr,1993,0.00963
blr,1994,0.17374
blr,1995,1.19043
blr,1996,1.8903
blr,1997,3.62049
blr,1998,6.96796
blr,1999,30.20832
blr,2000,91.14633
blr,2001,172.36223
blr,2002,264.398
blr,2003,373.76051
blr,2004,513.36935
blr,2005,674.53592
blr,2006,822.71206
blr,2007,1007.04733
blr,2008,1344.54021
blr,2009,1462.24945
blr,2010,1760.9211
blr,2011,3211.38475
blr,2012,5667.06503
blr,2013,6852.9302
blr,2014,8272.40444
blr,2015,9100.36736
blr,2016,9554.12916
blr,2017,10759.71692
blr,2018,12490.84697
blr,2019,13878.92173
blr,2020,15020.10213
blz,1960,433.3938
blz,1961,448.87645
blz,1962,465.01458
blz,1963,479.04458
blz,1964,499.31405
blz,1965,537.12778
blz,1966,577.97125
blz,1967,606.88333
blz,1968,623.78839
blz,1969,638.89192
blz,1970,703.85648
blz,1971,748.42742
blz,1972,794.3249
blz,1973,935.85162
blz,1974,1203.30528
blz,1975,1436.99724
blz,1976,1460.67499
blz,1977,1635.88583
blz,1978,1863.64454
blz,1979,2073.57291
blz,1980,2719.37704
blz,1981,2631.7981
blz,1982,2340.8939
blz,1983,2395.11213
blz,1984,2578.02994
blz,1985,2458.72182
blz,1986,2658.95677
blz,1987,3154.68166
blz,1988,3506.7378
blz,1989,3918.15481
blz,1990,4307.94806
blz,1991,4555.08905
blz,1992,5183.19611
blz,1993,5481.64756
blz,1994,5510.27078
blz,1995,5777.40068
blz,1996,5759.20856
blz,1997,5697.7678
blz,1998,5706.78529
blz,1999,5796.2549
blz,2000,6301.18758
blz,2001,6283.10294
blz,2002,6537.79951
blz,2003,6637.00692
blz,2004,6760.13287
blz,2005,6963.67592
blz,2006,7450.59827
blz,2007,7441.6716
blz,2008,7731.91883
blz,2009,7796.88643
blz,2010,7682.55687
blz,2011,8258.32376
blz,2012,8299.96069
blz,2013,8447.68115
blz,2014,8656.94527
blz,2015,9011.54803
blz,2016,9112.42478
blz,2017,9225.3592
blz,2018,9187.06865
blz,2019,9320.16847
blz,2020,7935.34948
bmu,2010,104119.83293
bmu,2011,100276.76414
bmu,2012,102805.9045
bmu,2013,104065.35284
bmu,2014,102211.13636
bmu,2015,105672.0726
bmu,2016,109920.11339
bmu,2017,116407.22997
bmu,2018,116698.32131
bmu,2019,118723.54607
bmu,2020,110199.51335
bol,1976,0.01057
bol,1977,0.0121
bol,1978,0.01364
bol,1979,0.01583
bol,1980,0.01874
bol,1981,0.02372
bol,1982,0.05705
bol,1983,0.19758
bol,1984,2.98076
bol,1985,356.35334
bol,1986,1111.8563
bol,1987,1290.39163
bol,1988,1547.51731
bol,1989,1784.8954
bol,1990,2134.70632
bol,1991,2602.55754
bol,1992,2966.5019
bol,1993,3224.56576
bol,1994,3588.30107
bol,1995,4098.91805
bol,1996,4689.40171
bol,1997,5116.42768
bol,1998,5672.46364
bol,1999,5694.00566
bol,2000,6002.88632
bol,2001,6106.49423
bol,2002,6315.42424
bol,2003,6691.41632
bol,2004,7340.68283
bol,2005,8014.05064
bol,2006,9426.39683
bol,2007,10374.75865
bol,2008,12015.82272
bol,2009,11836.02405
bol,2010,13100.1556
bol,2011,15606.98511
bol,2012,16949.41623
bol,2013,18845.21594
bol,2014,20199.91727
bol,2015,20262.05656
bol,2016,20870.78554
bol,2017,22471.21988
bol,2018,23926.93745
bol,2019,24036.49197
bol,2020,21391.57414
bra,1966,0
bra,1967,0
bra,1968,0
bra,1969,0
bra,1970,0
bra,1971,0
bra,1972,0
bra,1973,0
bra,1974,0
bra,1975,0
bra,1976,0
bra,1977,0
bra,1978,0
bra,1979,0
bra,1980,0
bra,1981,0
bra,1982,0
bra,1983,0
bra,1984,0
bra,1985,0
bra,1986,0.00001
bra,1987,0.00003
bra,1988,0.00021
bra,1989,0.00307
bra,1990,0.07545
bra,1991,0.38863
bra,1992,4.07669
bra,1993,87.6889
bra,1994,2153.76536
bra,1995,4292.60421
bra,1996,5052.63096
bra,1997,5512.32604
bra,1998,5642.6262
bra,1999,5982.47515
bra,2000,6662.61326
bra,2001,7184.33177
bra,2002,8014.15354
bra,2003,9149.32727
bra,2004,10325.24512
bra,2005,11324.73466
bra,2006,12484.39914
bra,2007,14003.45048
bra,2008,15797.23909
bra,2009,16810.286
bra,2010,19241.44065
bra,2011,21587.89036
bra,2012,23557.09597
bra,2013,26152.22025
bra,2014,27969.82287
bra,2015,28771.52691
bra,2016,29764.40972
bra,2017,31093.89472
bra,2018,32507.77486
bra,2019,34156.08024
bra,2020,34368.00329
brb,1986,11892.64032
brb,1987,13025.75074
brb,1988,13805.46009
brb,1989,15323.06769
brb,1990,15159.8303
brb,1991,15214.65225
brb,1992,14673.05717
brb,1993,15425.07835
brb,1994,15989.85251
brb,1995,16323.81418
brb,1996,17275.23619
brb,1997,18281.17368
brb,1998,20531.01354
brb,1999,21314.08183
brb,2000,21835.94771
brb,2001,21614.42087
brb,2002,21852.95312
brb,2003,22422.18342
brb,2004,24176.21139
brb,2005,26378.83613
brb,2006,28551.03703
brb,2007,32193.51922
brb,2008,32428.02505
brb,2009,30418.65446
brb,2010,31319.14146
brb,2011,30795.43301
brb,2012,31283.94701
brb,2013,31533.55716
brb,2014,31591.73984
brb,2015,31557.17931
brb,2016,32250.49965
brb,2017,33219.9267
brb,2018,33882.94097
brb,2019,35050.22037
