geo,time,ne_con_govt_kd_zg
aus,1982,1.50312
aus,1983,2.5432
aus,1984,4.66026
aus,1985,7.00814
aus,1986,4.34448
aus,1987,3.38771
aus,1988,3.76209
aus,1989,2.94288
aus,1990,2.64922
aus,1991,3.20151
aus,1992,2.549
aus,1993,2.5429
aus,1994,1.08739
aus,1995,3.3707
aus,1996,4.27497
aus,1997,2.06496
aus,1998,3.98611
aus,1999,4.46356
aus,2000,3.03458
aus,2001,1.79442
aus,2002,3.26672
aus,2003,2.90239
aus,2004,4.39645
aus,2005,3.21524
aus,2006,3.07214
aus,2007,3.05722
aus,2008,3.0512
aus,2009,4.2777
aus,2010,1.63052
aus,2011,3.4029
aus,2012,3.8833
aus,2013,0.57025
aus,2014,1.64512
aus,2015,2.34202
aus,2016,4.85685
aus,2017,4.94959
aus,2018,3.54933
aus,2019,5.11765
aus,2020,7.20909
aut,1971,3.27673
aut,1972,4.11499
aut,1973,2.98273
aut,1974,5.70301
aut,1975,3.97862
aut,1976,4.25879
aut,1977,3.72914
aut,1978,0.84871
aut,1979,3.66187
aut,1980,2.00093
aut,1981,1.89012
aut,1982,3.24441
aut,1983,1.83496
aut,1984,0.6245
aut,1985,1.41002
aut,1986,1.68848
aut,1987,0.07102
aut,1988,1.74254
aut,1989,1.65192
aut,1990,2.11069
aut,1991,3.00447
aut,1992,3.04477
aut,1993,3.83927
aut,1994,2.95704
aut,1995,2.62589
aut,1996,1.11977
aut,1997,2.71423
aut,1998,3.01539
aut,1999,3.25988
aut,2000,0.23179
aut,2001,-0.3466
aut,2002,0.79707
aut,2003,1.01866
aut,2004,1.53767
aut,2005,2.26053
aut,2006,3.26825
aut,2007,1.39794
aut,2008,3.66901
aut,2009,2.4563
aut,2010,0.01402
aut,2011,0.07011
aut,2012,0.05142
aut,2013,0.75805
aut,2014,0.8399
aut,2015,0.87947
aut,2016,1.83477
aut,2017,0.78433
aut,2018,1.24544
aut,2019,1.47561
aut,2020,-0.45856
aze,1993,-9.84209
aze,1994,23.39398
aze,1995,-11.03173
aze,1996,6.15502
aze,1997,25.85901
aze,1998,-5.14105
aze,1999,23.22044
aze,2000,10.84851
aze,2001,5.30883
aze,2002,7.60708
aze,2003,33.55615
aze,2004,19.87917
aze,2005,28.44929
aze,2006,44.53256
aze,2007,20.66487
aze,2008,33.36976
aze,2009,5.67012
aze,2010,-9.80265
aze,2011,10.17548
aze,2012,2.2
bdi,1998,3.77224
bdi,1999,6.83928
bdi,2000,-46.767
bdi,2001,16.05537
bdi,2002,-0.61219
bdi,2003,24.63209
bdi,2004,25.44104
bdi,2005,16.51858
bdi,2006,15.13281
bdi,2007,28.97906
bdi,2008,32.71561
bdi,2009,-7.722
bdi,2010,15.34457
bdi,2011,5.34947
bdi,2012,5.75229
bdi,2013,12.26457
bdi,2014,1.8351
bdi,2015,-3.86665
bdi,2016,0.06068
bdi,2017,8.82147
bdi,2018,6.65556
bdi,2019,9.14889
bdi,2020,18.28972
bel,1971,5.53219
bel,1972,5.88886
bel,1973,5.33892
bel,1974,3.40938
bel,1975,4.5043
bel,1976,3.68324
bel,1977,2.27405
bel,1978,6.04051
bel,1979,2.48093
bel,1980,1.9366
bel,1981,3.13623
bel,1982,-0.67737
bel,1983,0.62557
bel,1984,0.22429
bel,1985,2.9117
bel,1986,1.30002
bel,1987,2.67634
bel,1988,-0.69085
bel,1989,1.18993
bel,1990,-0.3867
bel,1991,3.64367
bel,1992,1.50261
bel,1993,-0.17264
bel,1994,1.38997
bel,1995,1.50737
bel,1996,1.51802
bel,1997,1.21636
bel,1998,1.73041
bel,1999,2.38451
bel,2000,2.36383
bel,2001,2.12435
bel,2002,3.29185
bel,2003,1.86683
bel,2004,2.40392
bel,2005,0.36415
bel,2006,0.74448
bel,2007,1.92565
bel,2008,3.09976
bel,2009,1.57903
bel,2010,0.37165
bel,2011,0.48621
bel,2012,1.18488
bel,2013,0.1386
bel,2014,1.20981
bel,2015,0.27932
bel,2016,0.46532
bel,2017,0.17894
bel,2018,1.34361
bel,2019,1.74694
bel,2020,0.20074
ben,1961,3.25221
ben,1962,3.14956
ben,1963,3.05336
ben,1964,-8.14805
ben,1965,1.61741
ben,1966,-3.96809
ben,1967,13.22313
ben,1968,1.45972
ben,1969,2.15826
ben,1970,11.2647
ben,1971,0.46647
ben,1972,8.87954
ben,1973,5.33738
ben,1974,-6.36405
ben,1975,-3.89612
ben,1976,-9.14416
ben,1977,-13.53488
ben,1978,-0.05751
ben,1979,7.9175
ben,1980,17.49075
ben,1981,9.09494
ben,1982,-22.73326
ben,1983,33.33334
ben,1984,1.60255
ben,1985,13.88015
ben,1986,-2.35458
ben,1987,-1.56028
ben,1988,-19.59654
ben,1989,-1.73272
ben,1990,57.36462
ben,1991,-4.10637
ben,1992,-0.62741
ben,1993,0.01777
ben,1994,4.30021
ben,1995,3.06457
ben,1996,2.27229
ben,1997,3.98058
ben,1998,5.18815
ben,1999,2.17041
ben,2000,5.30767
ben,2001,10.3266
ben,2002,3.28121
ben,2003,14.80798
ben,2004,6.19475
ben,2005,4.27301
ben,2006,9.23137
ben,2007,4.07126
ben,2008,14.65912
ben,2009,9.77972
ben,2010,1.2119
ben,2011,3.34735
ben,2012,4.7669
ben,2013,7.89682
ben,2014,-2.28746
ben,2015,13.56992
ben,2016,-6.25622
ben,2017,6.97044
ben,2018,6
ben,2019,5.8258
ben,2020,14.44112
bfa,1966,-9.80266
bfa,1967,2.17208
bfa,1968,42.55533
bfa,1969,0
bfa,1970,17.91107
bfa,1971,2.66659
bfa,1972,16.04728
bfa,1973,6.38447
bfa,1974,5.99891
bfa,1975,36.79325
bfa,1976,-0.68835
bfa,1977,-6.9455
bfa,1978,1.49355
bfa,1979,9.37989
bfa,1980,-10.66076
bfa,1981,9.88143
bfa,1982,53.05767
bfa,1983,-4.05405
bfa,1984,2.81691
bfa,1985,2.65993
bfa,1986,8.16492
bfa,1987,7.24917
bfa,1988,4.05519
bfa,1989,-0.93059
bfa,1990,4.00209
bfa,1991,6.022
bfa,1992,-1.6767
bfa,1993,-1.99285
bfa,1994,15.24669
bfa,1995,2.29684
bfa,1996,4.51637
bfa,1997,1.01443
bfa,1998,6.57503
bfa,1999,-14.64248
bfa,2000,16.31193
bfa,2001,13.41527
bfa,2002,6.38841
bfa,2003,0.19468
bfa,2004,9.44302
bfa,2005,9.11798
bfa,2006,14.02279
bfa,2007,6.80886
bfa,2008,-2.59181
bfa,2009,6.44774
bfa,2010,4.29811
bfa,2011,7.76708
bfa,2012,6.91185
bfa,2013,6.04194
bfa,2014,6.15915
bfa,2015,11.81621
bfa,2016,10.62395
bfa,2017,13.33686
bfa,2018,7.93411
bfa,2019,14.59432
bgd,1966,1.84166
bgd,1967,-2.94714
bgd,1968,1.43402
bgd,1969,4.93376
bgd,1970,9.92956
bgd,1971,-1.50921
bgd,1972,-4.24037
bgd,1973,-12.26668
bgd,1974,52.21781
bgd,1975,1.55761
bgd,1976,174.1249
bgd,1977,18.35363
bgd,1978,-8.41646
bgd,1979,11.2818
bgd,1980,-2.85854
bgd,1981,17.34728
bgd,1982,0.31029
bgd,1983,2.48344
bgd,1984,3.72479
bgd,1985,1.64692
bgd,1986,7.92252
bgd,1987,2.045
bgd,1988,0.78354
bgd,1989,0.64391
bgd,1990,0.4165
bgd,1991,2.07814
bgd,1992,10.89994
bgd,1993,11.70121
bgd,1994,3.33129
bgd,1995,2.30066
bgd,1996,-0.8173
bgd,1997,4.8422
bgd,1998,3.05055
bgd,1999,2.78639
bgd,2000,3.6857
bgd,2001,5.69908
bgd,2002,9.27261
bgd,2003,8.54398
bgd,2004,9.76022
bgd,2005,9.78688
bgd,2006,8.14659
bgd,2007,3.0576
bgd,2008,3.18655
bgd,2009,6.10282
bgd,2010,6.82589
bgd,2011,6.73627
bgd,2012,3.08225
bgd,2013,5.79109
bgd,2014,7.88515
bgd,2015,8.75157
bgd,2016,8.36843
bgd,2017,7.75617
bgd,2018,15.41269
bgd,2019,9.01192
bgd,2020,6.02112
bgr,1981,12.83772
bgr,1982,4.24905
bgr,1983,10.11307
bgr,1984,-2.10227
bgr,1985,12.48987
bgr,1986,6.55051
bgr,1987,5.58478
bgr,1988,-0.72704
bgr,1989,0.07648
bgr,1990,5.79243
bgr,1991,-11.47183
bgr,1992,-14.85984
bgr,1993,-12.52112
bgr,1994,-11.8506
bgr,1995,17.52981
bgr,1996,-23.46265
bgr,1997,-29.78903
bgr,1998,42.7201
bgr,1999,-6.21655
bgr,2000,1.21581
bgr,2001,1.87379
bgr,2002,0.6695
bgr,2003,8.05121
bgr,2004,4.241
bgr,2005,0.27429
bgr,2006,5.6881
bgr,2007,-0.96638
bgr,2008,2.96815
bgr,2009,-6.2276
bgr,2010,1.65361
bgr,2011,2.36625
bgr,2012,-1.8741
bgr,2013,0.63887
bgr,2014,-0.04712
bgr,2015,1.80633
bgr,2016,2.19326
bgr,2017,4.28798
bgr,2018,5.35223
bgr,2019,1.99574
bgr,2020,8.34215
bhr,2001,4.37442
bhr,2002,8.21044
bhr,2003,12.56134
bhr,2004,3.74227
bhr,2005,7.64598
bhr,2006,3.68466
bhr,2007,9.01443
bhr,2008,10.71008
bhr,2009,11.59471
bhr,2010,3.67292
bhr,2011,18.08123
bhr,2012,15.07335
bhr,2013,4.07994
bhr,2014,6.16033
bhr,2015,1.54864
bhr,2016,-1.207
bhr,2017,10.98404
bhr,2018,1.84413
bhr,2019,-1.5095
bhs,1990,-2.3532
bhs,1991,5.47432
bhs,1992,-5.18015
bhs,1993,-2.55815
bhs,1994,13.7672
bhs,1995,-6.05913
bhs,1996,6.53962
bhs,1997,34.1073
bhs,1998,-1.30852
bhs,1999,3.57535
bhs,2000,2.81412
bhs,2001,-1.3039
bhs,2002,0
bhs,2003,-10.31287
bhs,2004,-3.1898
bhs,2005,3.13385
bhs,2006,1.75068
bhs,2007,-0.16721
bhs,2008,7.20042
bhs,2009,3.88636
bhs,2010,-0.2928
bhs,2011,7.24159
bhs,2012,-4.6639
bhs,2013,-5.24129
bhs,2014,-5.34542
bhs,2015,10.50156
bhs,2016,-2.90298
bhs,2017,16.98845
bhs,2018,2.7316
bhs,2019,13.93879
bhs,2020,-16.91121
bih,2001,-3.94052
bih,2002,0.5267
bih,2003,4.93484
bih,2004,-0.03514
bih,2005,1.59307
bih,2006,2.9981
bih,2007,3.6452
bih,2008,3.15096
bih,2009,1.12617
bih,2010,1.67511
bih,2011,-0.89846
bih,2012,1.22055
bih,2013,-0.20575
bih,2014,1.49262
bih,2015,0.06333
bih,2016,0.02122
bih,2017,1.43518
bih,2018,1.00074
bih,2019,0.86948
bih,2020,1.31356
blr,1991,-7.29998
blr,1992,-20.10003
blr,1993,-10.89999
blr,1994,-2.19997
blr,1995,-2.30001
blr,1996,-1.30005
blr,1997,7.10003
blr,1998,6.80001
blr,1999,5.79998
blr,2000,6.00001
blr,2001,3.30504
blr,2002,-1.09908
blr,2003,0.17054
blr,2004,-0.16476
blr,2005,0.36308
blr,2006,-0.15232
blr,2007,-0.51021
blr,2008,0.32003
blr,2009,-0.08014
blr,2010,3.12009
blr,2011,-3.02652
blr,2012,-0.63634
blr,2013,-2.00254
blr,2014,-1.97846
blr,2015,-0.56816
blr,2016,0.32922
blr,2017,-0.92435
blr,2018,-0.4464
blr,2019,0.5
blr,2020,-1.2
blz,1981,-1.86441
blz,1982,-1.35385
blz,1983,-2.23967
blz,1984,2.25348
blz,1985,2.93293
blz,1986,4.29127
blz,1987,3.79974
blz,1988,2.57235
blz,1989,3.45431
blz,1990,2.32042
blz,1991,3.855
blz,1992,13.99249
blz,1993,13.02247
blz,1994,3.10714
blz,1995,-4.34566
blz,1996,2.09896
blz,1997,4.05163
blz,1998,2.12223
blz,1999,-2.41024
blz,2000,7.01856
blz,2001,6.10145
blz,2002,13.13236
blz,2003,5.2938
blz,2004,-0.90774
blz,2005,3.94968
blz,2006,-0.24866
blz,2007,10.01136
blz,2008,3.49431
blz,2009,3.05846
blz,2010,3.84332
blz,2011,-1.43149
blz,2012,4.05545
blz,2013,0.68596
blz,2014,5.10502
blz,2015,5.58243
blz,2016,8.28688
blz,2017,0.38469
blz,2018,11.33266
blz,2019,7.05669
blz,2020,6.3979
bmu,2015,-1.1126
bmu,2016,7.98428
bmu,2017,-5.13432
bmu,2018,-4.33505
bmu,2019,2.9985
bmu,2020,-0.31657
bol,1961,11.17479
bol,1962,9.27835
bol,1963,7.7381
bol,1964,4.83425
bol,1965,22.39789
bol,1966,3.44456
bol,1967,3.22581
bol,1968,8.66935
bol,1969,3.8961
bol,1970,5.35714
bol,1971,8.91064
bol,1972,10.95875
bol,1973,11.81847
bol,1974,9.05545
bol,1975,11.02027
bol,1976,6.05247
bol,1977,3.08861
bol,1978,2.86977
bol,1979,15.8925
bol,1980,-6.3975
bol,1981,8.38002
bol,1982,-2.90999
bol,1983,-11.75003
bol,1984,3.81002
bol,1985,-7.4
bol,1986,-14.12
bol,1987,-3.81145
bol,1988,3.76544
bol,1989,0.88034
bol,1990,-0.0858
bol,1991,3.34083
bol,1992,3.6923
bol,1993,2.53278
bol,1994,3.13235
bol,1995,6.6304
bol,1996,2.6055
bol,1997,3.36013
bol,1998,3.80079
bol,1999,3.21021
bol,2000,2.07854
bol,2001,2.86271
bol,2002,3.45711
bol,2003,3.57278
bol,2004,3.14828
bol,2005,3.35593
bol,2006,3.27339
bol,2007,3.76814
bol,2008,3.911
bol,2009,3.82004
bol,2010,3.06872
bol,2011,7.24307
bol,2012,4.88526
bol,2013,9.29023
bol,2014,6.71914
bol,2015,9.16745
bol,2016,1.56712
bol,2017,4.93795
bol,2018,5.14718
bol,2019,3.75826
bol,2020,-2.76325
bra,1961,7.97076
bra,1962,2.01308
bra,1963,7.23724
bra,1964,-2.45376
bra,1965,-6.28955
bra,1966,4.69801
bra,1967,9.61494
bra,1968,5.84823
bra,1969,7.73484
bra,1970,6.67902
bra,1971,8.90213
bra,1972,8.53456
bra,1973,12.27488
bra,1974,0.18179
bra,1975,15.15787
bra,1976,7.70053
bra,1977,-5.48394
bra,1978,5.46796
bra,1979,8.16288
bra,1980,0.1848
bra,1981,-3.10805
bra,1982,7.78353
bra,1983,-8.21349
bra,1984,-10.75291
bra,1985,27.17575
bra,1986,19.91621
bra,1987,20.79394
bra,1988,-1.28124
bra,1989,18.51003
bra,1990,-9.76067
bra,1991,-2.89136
bra,1992,2.84093
bra,1993,2.30733
bra,1994,0.33288
bra,1995,1.34522
bra,1996,-1.28427
bra,1997,1.24643
bra,1998,3.22177
bra,1999,1.68821
bra,2000,-0.15127
bra,2001,2.61592
bra,2002,3.81632
bra,2003,1.59656
bra,2004,3.87604
bra,2005,2.01094
bra,2006,3.5608
bra,2007,4.06915
bra,2008,2.04504
bra,2009,2.94517
bra,2010,3.92066
bra,2011,2.2043
bra,2012,2.27701
bra,2013,1.51012
bra,2014,0.81308
bra,2015,-1.43657
bra,2016,0.211
bra,2017,-0.67069
bra,2018,0.78689
bra,2019,-0.44532
bra,2020,-4.68005
brn,1990,2.32333
brn,1991,-0.23652
brn,1992,6.11664
brn,1993,4.24486
brn,1994,2.61466
brn,1995,2.29741
brn,1996,1.63332
brn,1997,1.60707
brn,1998,-3.87505
brn,1999,2.01563
brn,2000,7.69159
brn,2001,9.28721
brn,2002,-1.9744
brn,2003,-2.58494
brn,2004,4.13834
brn,2005,-1.04629
brn,2006,12.83081
brn,2007,15.7682
brn,2008,-0.77831
brn,2009,5.03694
brn,2010,3.71664
brn,2011,5.26111
brn,2012,0.44664
brn,2013,3.61991
brn,2014,1.85482
brn,2015,-3.58352
brn,2016,-6.45913
brn,2017,7.4234
brn,2018,1.59206
brn,2019,1.79786
brn,2020,-9.55243
btn,1991,-19.59185
btn,1992,6.48446
btn,1993,-34.23342
btn,1994,7.17013
btn,1995,40.38005
btn,1996,31.58488
btn,1997,24.86069
btn,1998,4.32544
btn,1999,42.51265
btn,2000,0
btn,2001,8.09313
btn,2002,8.65677
btn,2003,7.56754
btn,2004,7.26508
btn,2005,2.76458
btn,2006,13.92823
btn,2007,4.57562
btn,2008,1.27395
btn,2009,20.85134
btn,2010,7.54928
btn,2011,3.58083
btn,2012,-0.75511
btn,2013,-10.10818
btn,2014,2.36837
btn,2015,10.80144
btn,2016,4.21355
btn,2017,4.37943
btn,2018,3.04516
btn,2019,10.80142
btn,2020,4.10335
bwa,1976,20.46005
bwa,1977,13.48967
bwa,1978,2.10568
bwa,1979,6.65896
bwa,1980,16.8052
bwa,1981,14.11664
bwa,1982,11.78065
bwa,1983,11.15154
bwa,1984,14.06983
bwa,1985,12.41092
bwa,1986,15.58884
bwa,1987,28.61455
bwa,1988,17.32013
bwa,1989,8.80373
bwa,1990,7.14818
bwa,1991,3.04013
bwa,1992,10.9412
bwa,1993,9.92345
bwa,1994,5.03588
bwa,1995,4.21279
bwa,1996,1.18084
bwa,1997,9.91277
bwa,1998,6.62915
bwa,1999,1.98128
bwa,2000,0.6166
bwa,2001,-1.44163
bwa,2002,5.20157
bwa,2003,1.22003
bwa,2004,7.16333
bwa,2005,-6.32199
bwa,2006,-3.97389
bwa,2007,3.52104
bwa,2008,4.98603
bwa,2009,2.96301
bwa,2010,3.73378
bwa,2011,4.98798
bwa,2012,15.23009
bwa,2013,14.3892
bwa,2014,10.78944
bwa,2015,-0.52507
bwa,2016,4.14263
bwa,2017,-3.34114
bwa,2018,2.24837
bwa,2019,10.32968
bwa,2020,3.67408
caf,2010,3.79798
caf,2011,-3.92924
caf,2012,4.42985
caf,2013,-10.05598
caf,2014,-12.81235
caf,2015,1.86257
caf,2016,2.82682
caf,2017,2.58564
caf,2018,3.33745
caf,2019,31.80262
caf,2020,-48.19305
can,1962,5.08271
can,1963,4.88176
can,1964,5.97842
can,1965,4.48467
can,1966,8.50705
can,1967,8.35742
can,1968,6.40905
can,1969,4.82727
can,1970,7.92056
can,1971,3.4074
can,1972,3.35274
can,1973,4.65226
can,1974,5.80388
can,1975,6.36139
can,1976,1.49215
can,1977,3.77561
can,1978,0.99536
can,1979,0.83303
can,1980,2.66326
can,1981,1.7824
can,1982,1.18374
can,1983,1.0851
can,1984,2.25788
can,1985,3.97847
can,1986,1.63322
can,1987,1.42904
can,1988,2.92122
can,1989,2.461
can,1990,3.27626
can,1991,2.35524
can,1992,0.8136
can,1993,-0.19984
can,1994,-1.13574
can,1995,-0.99341
can,1996,-1.9079
can,1997,-0.59476
can,1998,1.92329
can,1999,2.16423
can,2000,3.43685
can,2001,3.40553
can,2002,2.26183
can,2003,2.88021
can,2004,1.87509
can,2005,1.06364
can,2006,2.75149
can,2007,2.37496
can,2008,3.76114
can,2009,2.69663
can,2010,2.25081
can,2011,1.31139
can,2012,0.69765
can,2013,-0.79021
can,2014,0.55288
can,2015,1.363
can,2016,1.77789
can,2017,2.11578
can,2018,2.94126
can,2019,1.97304
can,2020,0.04488
che,1971,5.83903
che,1972,2.8827
che,1973,2.41546
che,1974,1.69811
che,1975,0.64935
che,1976,2.76498
che,1977,0.40359
che,1978,2.00983
che,1979,1.05079
che,1980,0.95321
che,1981,2.27802
che,1982,0.63445
che,1983,2.60695
che,1984,1.56769
che,1985,5.1196
che,1986,3.21014
che,1987,2.30714
che,1988,4.56659
che,1989,8.76591
che,1990,4.64578
che,1991,3.37539
che,1992,0.33947
che,1993,0.49821
che,1994,2.4606
che,1995,0.93127
che,1996,0.46508
che,1997,0.27502
che,1998,0.9517
che,1999,2.20206
che,2000,1.48275
che,2001,0.13235
che,2002,1.7615
che,2003,1.79416
che,2004,1.35267
che,2005,0.39101
che,2006,0.32492
che,2007,1.63417
che,2008,2.44427
che,2009,3.43113
che,2010,0.83413
che,2011,1.49511
che,2012,0.04795
che,2013,1.95971
che,2014,2.20323
che,2015,0.58307
che,2016,0.35105
che,2017,0.58562
che,2018,0.98325
che,2019,0.7258
che,2020,3.4638
chl,1961,-0.64884
chl,1962,5.38788
chl,1963,-0.29657
chl,1964,3.75583
chl,1965,9.47328
chl,1966,10.53352
chl,1967,1.69731
chl,1968,4.42629
chl,1969,6.94569
chl,1970,5.89993
chl,1971,12.42724
chl,1972,5.68238
chl,1973,1.74444
chl,1974,9.59897
chl,1975,-10.29157
chl,1976,-0.10636
chl,1977,3.84796
chl,1978,6.76459
chl,1979,9.15222
chl,1980,-8.09838
chl,1981,-3.1481
chl,1982,-1.84359
chl,1983,-1.21077
chl,1984,-0.80364
chl,1985,2.61925
chl,1986,1.08518
chl,1987,-2.57551
chl,1988,3.59136
chl,1989,3.76008
chl,1990,0.8287
chl,1991,3.57686
chl,1992,5.59281
chl,1993,4.31199
chl,1994,1.93835
chl,1995,4.1746
chl,1996,3.9806
chl,1997,5.20117
chl,1998,1.76031
chl,1999,2.14
chl,2000,2.31776
chl,2001,2.421
chl,2002,2.27657
chl,2003,0.82577
chl,2004,6.00518
chl,2005,5.86017
chl,2006,6.3956
chl,2007,7.08037
chl,2008,0.31533
chl,2009,8.41953
chl,2010,3.74903
chl,2011,2.4512
chl,2012,3.7107
chl,2013,2.8473
chl,2014,3.79199
chl,2015,4.82834
chl,2016,7.17162
chl,2017,4.5887
chl,2018,3.3448
chl,2019,-0.19162
chl,2020,-3.87744
civ,2009,4.71959
civ,2010,4.10645
civ,2011,-10.55059
civ,2012,35.60637
civ,2013,-17.17982
civ,2014,10.17042
civ,2015,5.35332
civ,2016,7.83371
civ,2017,16.28407
cmr,1961,3.24675
cmr,1962,5.34589
cmr,1963,5.67165
cmr,1964,2.25988
cmr,1965,18.16849
cmr,1966,7.0258
cmr,1967,-0.81373
cmr,1968,5.07722
cmr,1969,14.07563
cmr,1970,-3.86734
cmr,1971,-2.29891
cmr,1972,14.70583
cmr,1973,9.05991
cmr,1974,15.0469
cmr,1975,-4.90421
cmr,1976,12.03422
cmr,1977,-13.04355
cmr,1978,15.29498
cmr,1979,5.82525
cmr,1980,5.62891
cmr,1981,7
cmr,1982,7.6
cmr,1983,13.5
cmr,1984,7.7
cmr,1985,7.4
cmr,1986,27.8
cmr,1987,1.8
cmr,1988,-13.3
cmr,1989,-2.5
cmr,1990,13.00001
cmr,1991,9.2
cmr,1992,-16.8
cmr,1993,-4.97784
cmr,1994,-2.04197
cmr,1995,4.50543
cmr,1996,9.25445
cmr,1997,1.25749
cmr,1998,6.65383
cmr,1999,3.92678
cmr,2000,3.44916
cmr,2001,9.38865
cmr,2002,-0.18733
cmr,2003,7.92648
cmr,2004,4.27827
cmr,2005,3.09229
cmr,2006,4.12291
cmr,2007,12.84401
cmr,2008,10.04511
cmr,2009,6.70771
cmr,2010,6.89519
cmr,2011,5.64618
cmr,2012,5.97369
cmr,2013,5.75162
cmr,2014,4.57224
cmr,2015,5.24092
cmr,2016,3.03894
cmr,2017,0.05865
cmr,2018,4.57551
cmr,2019,3.77664
cmr,2020,0.94927
cod,1994,-68.23793
cod,1995,9.89399
cod,1996,-14.791
cod,1997,15.64626
cod,1998,-44.55944
cod,1999,-18.51852
cod,2000,-11.81814
cod,2001,-34.48276
cod,2002,63.2964
cod,2003,-11.78965
cod,2004,53.36538
cod,2005,23.46991
cod,2006,24.89305
cod,2007,7.75369
cod,2008,19.98467
cod,2009,-17.2317
cod,2010,63.58186
cod,2011,5.7787
cod,2012,31.41671
cod,2013,4.55261
cod,2014,4.85123
cod,2015,2.59004
cod,2016,-29.59988
cod,2017,-32.8399
cod,2018,10.16078
cod,2019,6.56175
cod,2020,4.12063
cog,1961,2.98508
cog,1962,8.69566
cog,1963,3.99999
cog,1964,7.69231
cog,1965,3.57143
cog,1966,10.66648
cog,1967,5.42153
cog,1968,8.00003
cog,1969,3.17487
cog,1970,14.87156
cog,1971,5.80383
cog,1972,5.90687
cog,1973,5.57771
cog,1974,6.0379
cog,1975,5.33792
cog,1976,-2.36487
cog,1977,-0.34586
cog,1978,5.55547
cog,1979,6.25011
cog,1980,13.31257
cog,1981,4.64479
cog,1982,25.42717
cog,1983,16.41192
cog,1984,12.42522
cog,1985,6.80135
cog,1986,-2.08954
cog,1987,-13.71953
cog,1988,-3.29795
cog,1989,4.62847
cog,1990,6
cog,1991,38.0165
cog,1992,-7.55703
cog,1993,-0.6617
cog,1994,-25.20796
cog,1995,-30.67984
cog,1996,-71.46359
cog,1997,398.85112
cog,1998,67.01163
cog,1999,-59.2933
cog,2000,16.05576
cog,2001,3.15176
