geo,time,sl_tlf_part_fe_zs
che,2016,60.4
che,2017,61.48
che,2018,61.24
che,2019,61.75
che,2020,63.6
chl,2009,28.76
chl,2010,37.23
chl,2011,38.13
chl,2012,38.21
chl,2013,37.75
chl,2014,38.64
chl,2015,37.98
chl,2016,38.81
chl,2017,38.73
chl,2018,38.85
chl,2019,39.88
chl,2020,42.48
civ,2012,23.44
civ,2013,36.7
civ,2016,34.71
civ,2017,31.07
cmr,2010,43
cod,2005,48.41
cod,2012,46.16
cog,2005,32.07
cog,2009,17.88
col,2002,41.66
col,2003,39.14
col,2004,38.8
col,2005,36.36
col,2009,35.61
col,2010,36.69
col,2011,38.03
col,2012,40.05
col,2013,39.95
col,2014,38.34
col,2015,38.72
col,2017,33.32
com,2004,70.97
com,2014,26.5
cpv,2017,24.64
cpv,2018,28.23
cri,2010,35.93
cri,2011,28.9
cri,2012,33.52
cri,2013,39.8
cri,2014,39.82
cri,2015,38.72
cri,2016,34.85
cri,2017,35.9
cri,2018,39.4
cri,2019,40.01
cri,2020,43.18
cub,2009,3.57
cub,2010,3.2
cym,2015,6.01
cyp,2000,32.06
cyp,2001,33.24
cyp,2002,35.14
cyp,2003,38.28
cyp,2004,37.65
cyp,2005,34.37
cyp,2006,31.19
cyp,2007,31.59
cyp,2008,31.96
cyp,2009,36.08
cyp,2010,32.23
cyp,2011,31.39
cyp,2012,29.61
cyp,2013,34.44
cyp,2014,37.72
cyp,2015,36.83
cyp,2016,33.89
cyp,2017,33.97
cyp,2018,33.18
cyp,2019,35.71
cyp,2020,40.02
cze,1997,22.8
cze,1998,25.28
cze,1999,19.96
cze,2000,25.25
cze,2001,24.69
cze,2002,25.41
cze,2003,28.32
cze,2004,20.85
cze,2005,24.48
cze,2006,24.83
cze,2007,25.3
cze,2008,25.27
cze,2009,28.63
cze,2010,27.83
cze,2011,30.12
cze,2012,30.58
cze,2013,33.32
cze,2014,32.49
cze,2015,34.87
cze,2016,32.01
cze,2017,35.47
cze,2018,34.88
cze,2019,34.91
cze,2020,40.5
deu,1983,37.53
deu,1984,34.45
deu,1985,34.44
deu,1986,33.3
deu,1987,34.17
deu,1988,34.98
deu,1989,36.09
deu,1990,38.97
deu,1991,37.41
deu,1992,36.74
deu,1993,37.53
deu,1994,38.93
deu,1995,40.51
deu,1996,41.03
deu,1997,42.88
deu,1998,43.96
deu,1999,44.81
deu,2000,45.94
deu,2001,46.61
deu,2002,46.55
deu,2003,48.36
deu,2004,49.12
deu,2005,52.89
deu,2006,53.68
deu,2007,54.27
deu,2008,54.34
deu,2009,55.8
deu,2010,55.47
deu,2011,56.57
deu,2012,57.11
deu,2013,57.78
deu,2014,57.26
deu,2015,57.42
deu,2016,56.82
deu,2017,57.54
deu,2018,57.47
deu,2019,57.74
deu,2020,59.83
dnk,1983,47.72
dnk,1984,62.83
dnk,1985,57.31
dnk,1986,60.67
dnk,1987,55.99
dnk,1988,58.43
dnk,1989,58.6
dnk,1990,53.55
dnk,1991,57.86
dnk,1992,56.24
dnk,1993,55.45
dnk,1994,53.61
dnk,1995,60.43
dnk,1996,59.83
dnk,1997,55.64
dnk,1998,59.2
dnk,1999,53.02
dnk,2000,61.77
dnk,2001,57.39
dnk,2002,54.09
dnk,2003,57.65
dnk,2004,60.69
dnk,2005,55.38
dnk,2006,56.72
dnk,2007,55.61
dnk,2008,55.13
dnk,2009,55.68
dnk,2010,55.74
dnk,2011,54.85
dnk,2012,54.06
dnk,2013,54.57
dnk,2014,53.87
dnk,2015,53.53
dnk,2016,55.25
dnk,2017,54.47
dnk,2018,53.67
dnk,2019,54.97
dnk,2020,54
dom,2007,28.37
dom,2008,30.73
dom,2009,29.8
dom,2010,30.11
dom,2011,29.96
dom,2012,29.31
dom,2013,29.14
dom,2014,26.27
dom,2015,33.99
dom,2016,32.68
dom,2017,33.65
dom,2018,34.46
dom,2019,35.45
dom,2020,47.72
dza,2014,36.82
dza,2017,36.23
ecu,2000,29.04
ecu,2001,34.88
ecu,2003,33.49
ecu,2004,36.77
ecu,2005,34.9
ecu,2006,35.26
ecu,2007,36.19
ecu,2008,33.76
ecu,2009,32.68
ecu,2010,32.15
ecu,2011,30.52
ecu,2012,29.78
ecu,2013,33.17
ecu,2014,34.1
ecu,2015,37.91
ecu,2016,44.41
ecu,2017,45.63
ecu,2018,43.11
ecu,2019,45.27
ecu,2020,54.8
egy,2008,32.15
egy,2009,30.87
egy,2010,28.65
egy,2011,28.63
egy,2012,24.1
egy,2013,21.56
egy,2015,9.82
egy,2017,21.24
egy,2020,11.14
esp,1986,29.21
esp,1987,31.87
esp,1988,34.82
esp,1989,35.34
esp,1990,35.39
esp,1991,37.27
esp,1992,36.96
esp,1993,33.02
esp,1994,34.7
esp,1995,38.65
esp,1996,40.34
esp,1997,38.71
esp,1998,38.18
esp,1999,31.3
esp,2000,36.7
esp,2001,37.99
esp,2002,35.68
esp,2003,39.04
esp,2004,36.73
esp,2005,40.78
esp,2006,39.25
esp,2007,40.16
esp,2008,39.75
esp,2009,41.13
esp,2010,40.39
esp,2011,39.85
esp,2012,40.97
esp,2013,41.27
esp,2014,41.59
esp,2015,41.23
esp,2016,40.02
esp,2017,40.86
esp,2018,39.73
esp,2019,40.46
esp,2020,45.54
est,1997,22.27
est,1998,25.84
est,1999,23.81
est,2000,30.13
est,2001,24.55
est,2002,21.16
est,2003,23.41
est,2004,19.74
est,2005,18.53
est,2006,18.55
est,2007,19.14
est,2008,18.85
est,2009,31.39
est,2010,29.52
est,2011,27.64
est,2012,29.83
est,2013,31.28
est,2014,30.87
est,2015,33.18
est,2016,30.98
est,2017,31.18
est,2018,35.04
est,2019,34.5
est,2020,37.58
eth,2005,78.71
eth,2013,66.47
fin,1995,47.09
fin,1996,47.26
fin,1997,33.46
fin,1998,48.1
fin,1999,49.68
fin,2000,53.38
fin,2001,54.45
fin,2002,51.44
fin,2003,55.7
fin,2004,52.02
fin,2005,47.07
fin,2006,48.73
fin,2007,48.87
fin,2008,46.87
fin,2009,49.65
fin,2010,47.9
fin,2011,48.56
fin,2012,49.59
fin,2013,49.86
fin,2014,49.47
fin,2015,49.21
fin,2016,48.65
fin,2017,49.54
fin,2018,49.91
fin,2019,50.53
fin,2020,49.52
fra,1983,32.92
fra,1984,33.83
fra,1985,34.21
fra,1986,35.6
fra,1987,36.51
fra,1988,35.98
fra,1989,35.46
fra,1990,35.63
fra,1991,37.73
fra,1992,38.82
fra,1993,41.01
fra,1994,41.79
fra,1995,42.86
fra,1996,43.81
fra,1997,42.31
fra,1998,42.84
fra,1999,41.35
fra,2000,43.18
fra,2001,41.68
fra,2002,41.36
fra,2003,48.31
fra,2004,49.44
fra,2005,51.02
fra,2006,51.31
fra,2007,51.5
fra,2008,50.89
fra,2009,52.35
fra,2010,50.23
fra,2011,49.93
fra,2012,50.01
fra,2013,51.5
fra,2014,51.37
fra,2015,51.3
fra,2016,49.38
fra,2017,49.34
fra,2018,48.58
fra,2019,48.82
fra,2020,51.96
fsm,2014,2.6
gbr,1983,57.82
gbr,1984,61.36
gbr,1985,59.33
gbr,1986,60.1
gbr,1987,61.5
gbr,1988,58.67
gbr,1989,59.92
gbr,1990,60.39
gbr,1991,58.89
gbr,1992,60.39
gbr,1993,59.61
gbr,1994,59.83
gbr,1995,59.7
gbr,1996,59.88
gbr,1997,60.68
gbr,1998,60.78
gbr,1999,59.17
gbr,2000,60.47
gbr,2001,59.04
gbr,2002,58.9
gbr,2003,59.46
gbr,2004,59.61
gbr,2005,58.27
gbr,2006,57.94
gbr,2007,57.94
gbr,2008,58.46
gbr,2009,58.68
gbr,2010,59.49
gbr,2011,59.42
gbr,2012,58.47
gbr,2013,58.1
gbr,2014,57.26
gbr,2015,57.89
gbr,2016,57.32
gbr,2017,57.08
gbr,2018,57.03
gbr,2019,56.23
geo,2017,46.85
geo,2018,43.61
geo,2019,42.89
geo,2020,26.16
gha,2006,41.19
gha,2013,34.08
gha,2015,57.69
gha,2017,33.31
gmb,2012,38.36
gmb,2018,29.26
grc,1983,28.81
grc,1984,31.46
grc,1985,32.33
grc,1986,29.2
grc,1987,34.15
grc,1988,33.36
grc,1989,28.19
grc,1990,29.99
grc,1991,25.39
grc,1992,24.59
grc,1993,23.17
grc,1994,27.1
grc,1995,28.38
grc,1996,31.5
grc,1997,30.09
grc,1998,32.57
grc,1999,28.86
grc,2000,26.88
grc,2001,27.21
grc,2002,27.9
grc,2003,27.5
grc,2004,28.09
grc,2005,30.14
grc,2006,30.62
grc,2007,32.37
grc,2008,32.04
grc,2009,34.65
grc,2010,32.41
grc,2011,30.43
grc,2012,31.32
grc,2013,32.13
grc,2014,33.53
grc,2015,34.08
grc,2016,33.92
grc,2017,33.87
grc,2018,33.96
grc,2019,33.59
grc,2020,40.82
gtm,2010,52.37
gtm,2011,46.91
gtm,2012,50.17
gtm,2013,44.92
gtm,2014,38.66
gtm,2015,42.62
hkg,2009,16.52
hkg,2010,13.16
hkg,2011,16.07
hkg,2012,17.01
hkg,2013,17.5
hkg,2014,19.27
hkg,2015,18.51
hkg,2016,18.95
hnd,2013,42.39
hnd,2014,41.14
hnd,2015,42.74
hnd,2016,41.16
hnd,2017,44.53
hnd,2018,44.93
hnd,2019,42.76
hrv,2002,18.06
hrv,2003,17.91
hrv,2004,18.15
hrv,2005,21.95
hrv,2006,20.33
hrv,2007,21.09
hrv,2008,22.14
hrv,2009,22.61
hrv,2010,22.71
hrv,2011,20.74
hrv,2012,21.58
hrv,2013,20.48
hrv,2014,24.2
hrv,2015,29.16
hrv,2016,28.25
hrv,2017,27.42
hrv,2018,30.29
hrv,2019,29.61
hrv,2020,33.01
hti,2012,28.69
hun,1996,25.44
hun,1997,16.6
hun,1998,17.64
hun,1999,14.37
hun,2000,24.68
hun,2001,15.06
hun,2002,13.55
hun,2003,20.37
hun,2004,20.37
hun,2005,18.68
hun,2006,19.62
hun,2007,19.77
hun,2008,17.63
hun,2009,18.29
hun,2010,17.97
hun,2011,21.02
hun,2012,25.39
hun,2013,28.2
hun,2014,25.59
hun,2015,26.53
hun,2016,21.87
hun,2017,27.23
hun,2018,28.08
hun,2019,29.89
hun,2020,28.58
idn,1990,54.02
idn,1991,52.32
idn,1992,54.34
idn,1993,53.28
idn,1994,51.88
idn,1996,53.45
idn,1997,51.03
idn,1998,54.36
idn,1999,51.96
idn,2000,49.66
idn,2001,47.15
idn,2002,47.31
idn,2003,48.12
idn,2004,45.44
idn,2005,45.98
idn,2006,44.92
idn,2007,43.81
idn,2008,42.11
idn,2009,41.42
idn,2010,42.55
idn,2011,43.45
idn,2012,44.12
idn,2013,45.45
idn,2014,43.91
idn,2015,41.37
idn,2016,40.56
idn,2017,41.15
idn,2018,42.15
idn,2019,42.39
idn,2020,45.17
irl,1983,29.35
irl,1984,38.03
irl,1985,28.26
irl,1986,27.43
irl,1987,41.68
irl,1988,30.61
irl,1989,30.01
irl,1990,31.38
irl,1991,31.47
irl,1992,42.58
irl,1993,46.53
irl,1994,46.69
irl,1995,55.08
irl,1996,47.37
irl,1997,51.43
irl,1998,47.68
irl,1999,47.11
irl,2000,48.02
irl,2001,48.27
irl,2002,49.38
irl,2003,51.08
irl,2004,54.04
irl,2005,51.5
irl,2006,51.91
irl,2007,53.13
irl,2008,53.73
irl,2009,55.94
irl,2010,56.59
irl,2011,57.1
irl,2012,56.91
irl,2013,56.42
irl,2014,55.31
irl,2015,56.11
irl,2016,54.36
irl,2017,52.57
irl,2018,49.98
irl,2019,50.66
irl,2020,53.57
irn,2014,51.87
irn,2015,49.32
irn,2017,49.05
irn,2018,55.69
irq,2007,65.67
irq,2012,64.11
irq,2014,58.41
irq,2017,26.15
isl,1995,55.91
isl,1996,52.07
isl,1997,50.57
isl,1998,53
isl,1999,52.21
isl,2000,48.12
isl,2001,47.47
isl,2002,47.76
isl,2003,50.97
isl,2004,51.33
isl,2005,51.71
isl,2006,51.84
isl,2007,52.44
isl,2008,48.31
isl,2009,49.95
isl,2010,51.19
isl,2011,50.52
isl,2012,49.42
isl,2013,51.36
isl,2014,47.45
isl,2015,47.93
isl,2016,47.62
isl,2017,48.18
isl,2018,48.58
isl,2019,47.79
isl,2020,51.33
isr,2009,48.19
isr,2010,47.98
isr,2011,46.58
isr,2012,47.04
isr,2013,46.77
isr,2014,46.39
isr,2015,46.1
isr,2016,41.02
isr,2017,40.63
isr,2018,40.59
isr,2019,44.52
isr,2020,46.19
ita,1983,26.68
ita,1984,29.84
ita,1985,30.54
ita,1986,29.01
ita,1987,29.35
ita,1988,28.69
ita,1989,29.81
ita,1990,29.3
ita,1991,29.85
ita,1992,32.36
ita,1993,32.73
ita,1994,33.12
ita,1995,33.44
ita,1996,35.87
ita,1997,33.98
ita,1998,33.83
ita,1999,34.64
ita,2000,34.66
ita,2001,35.75
ita,2002,58.03
ita,2003,35.91
ita,2004,42.35
ita,2005,44.93
ita,2006,46.64
ita,2007,46.72
ita,2008,47.77
ita,2009,48.77
ita,2010,47.86
ita,2011,48.19
ita,2012,50.28
ita,2013,50.75
ita,2014,51.15
ita,2015,51.39
ita,2016,50.63
ita,2017,50.87
ita,2018,49.98
ita,2019,49.86
ita,2020,54.82
jam,2017,12.98
jor,2017,15.32
jor,2018,13.68
jor,2019,15.18
jor,2020,17.6
jpn,2000,39.55
jpn,2001,41.88
jpn,2002,42.2
jpn,2003,43.12
jpn,2004,42.45
jpn,2005,43.03
jpn,2006,41.96
jpn,2007,44.09
jpn,2008,44.85
jpn,2009,45.69
jpn,2010,45.62
jpn,2011,46.43
jpn,2012,46.26
jpn,2013,48.15
jpn,2014,49.79
jpn,2015,49.17
jpn,2016,49.47
jpn,2017,48.09
jpn,2019,50.8
jpn,2020,52.9
kaz,2011,21.74
kaz,2012,16.18
kaz,2013,13.41
kaz,2015,12.39
kaz,2017,10.8
kaz,2020,11.9
ken,2016,44.24
ken,2019,31.5
kgz,2009,40.35
kgz,2010,39.76
kgz,2011,40.16
kgz,2012,38.62
kgz,2013,39.21
kgz,2014,41.03
kgz,2015,37.43
kgz,2016,34.78
kgz,2017,30.38
kgz,2018,27.69
kgz,2019,29.91
kgz,2020,35
khm,2007,32.07
khm,2008,32.94
khm,2009,33.01
khm,2010,31.36
khm,2011,29.31
khm,2012,27.34
khm,2013,25.44
khm,2014,24.05
khm,2015,25.24
khm,2016,20.87
khm,2017,21.76
khm,2019,24.76
kir,2019,13.81
kor,2000,15.3
kor,2001,15.85
kor,2002,16.28
kor,2003,17.29
kor,2004,18.12
kor,2005,18.72
kor,2006,18.5
kor,2007,19.52
kor,2008,21.32
kor,2009,20.92
kor,2010,23.56
kor,2011,27.08
kor,2012,23.07
kor,2013,27.26
kor,2014,24.34
kor,2015,23.88
kor,2016,25.98
kor,2017,25.25
kor,2018,28.18
kor,2019,29.49
kor,2020,33.55
kos,2012,24.12
kos,2013,28.53
kos,2014,25.76
kos,2015,25.14
kos,2016,25
kos,2017,20.66
kos,2018,9.86
kos,2019,19.26
kos,2020,24.93
lao,2010,13.56
lao,2017,28.16
lbn,2019,24.62
lbr,2010,27.68
lbr,2014,4.69
lbr,2016,93.93
lbr,2017,20.88
lca,2017,9.49
lca,2018,8.97
lca,2019,7.43
lka,2009,38.69
lka,2010,34.05
lka,2011,34.69
lka,2012,25.78
lka,2013,30.98
lka,2014,29.31
lka,2015,32.24
lka,2016,29.39
lka,2017,29.97
lka,2018,32.39
lka,2019,33.82
lso,2019,11.91
ltu,1998,21.7
ltu,1999,25.83
ltu,2000,27.66
ltu,2001,28.43
ltu,2002,27.04
ltu,2003,32.59
ltu,2004,30.91
ltu,2005,30.04
ltu,2006,28.38
ltu,2007,26.07
ltu,2008,20.64
ltu,2009,25.14
ltu,2010,24.62
ltu,2011,26.55
ltu,2012,26.91
ltu,2013,27.45
ltu,2014,27.95
ltu,2015,26.99
ltu,2016,25.29
ltu,2017,29.48
ltu,2018,28.37
ltu,2019,27.74
ltu,2020,33.4
lux,1983,29.45
lux,1984,26.48
lux,1985,26.21
lux,1986,26.71
lux,1987,29.27
lux,1988,24.66
lux,1989,27
lux,1990,27.24
lux,1991,30.58
lux,1992,30.16
lux,1993,33.93
lux,1994,35.45
lux,1995,37.93
lux,1996,34.54
lux,1997,34.51
lux,1998,37.31
lux,1999,37.33
lux,2000,38.51
lux,2001,40.55
lux,2002,38.4
lux,2003,49.18
lux,2004,50.11
lux,2005,51.46
lux,2006,53.56
lux,2007,52.19
lux,2008,55.84
lux,2009,51.99
lux,2010,49.88
lux,2011,51.54
lux,2012,49.17
lux,2013,48.54
lux,2014,47.89
lux,2015,46.3
lux,2016,44.15
lux,2017,46.48
lux,2018,44.09
lux,2019,42.77
lux,2020,45.59
lva,1998,20.07
lva,1999,20.25
lva,2000,18.8
lva,2001,18.86
lva,2002,22.39
lva,2003,26.17
lva,2004,23.82
lva,2005,19.6
lva,2006,18.19
lva,2007,16.86
lva,2008,22.03
lva,2009,23.41
lva,2010,23.36
lva,2011,22.85
lva,2012,22.73
lva,2013,23.26
lva,2014,21.98
lva,2015,25.23
lva,2016,24.49
lva,2017,25.24
lva,2018,23.57
lva,2019,25.94
lva,2020,28.64
mac,2009,9.58
mac,2010,9.2
mac,2011,11.13
mac,2012,9.84
mac,2013,9.18
mac,2015,4.57
mac,2016,5.25
mar,2011,46.18
mar,2012,47.14
mda,2011,26.99
mda,2012,29.45
mda,2013,32.8
mda,2014,33.25
mda,2015,35.82
mda,2018,29.97
mdg,2010,54.7
mdg,2012,42.89
mdg,2015,39.74
mdv,2014,35.59
mdv,2016,32.53
mex,2005,33.57
mex,2006,34.78
mex,2007,37.99
mex,2008,37.87
mex,2009,39.03
mex,2010,38.31
mex,2011,37.86
mex,2012,38.05
mex,2013,37.49
mex,2014,37.31
mex,2015,37.47
mex,2016,36.65
mex,2017,35.85
mex,2018,35.71
mex,2019,36.62
mhl,2019,19.72
mkd,2006,16.97
mkd,2007,15.9
mkd,2008,17.87
mkd,2009,22.05
mkd,2010,22.22
mkd,2011,20.87
mkd,2012,16.78
mkd,2013,11.86
mkd,2014,11.42
mkd,2015,12.03
mkd,2016,13.07
mkd,2017,12.16
mkd,2018,14.87
mkd,2019,17.52
mkd,2020,27.77
mli,2010,97.06
mli,2015,27.29
mli,2016,31.03
mli,2018,25.8
mlt,2000,21.76
mlt,2001,75.93
mlt,2002,34.59
mlt,2003,43.03
mlt,2004,44.44
mlt,2005,48.27
mlt,2006,45.61
mlt,2007,45.69
mlt,2008,43.11
mlt,2009,42.26
mlt,2010,46.44
mlt,2011,50.4
mlt,2012,48.82
mlt,2013,48.42
mlt,2014,51.81
mlt,2015,51.56
mlt,2016,46.21
mlt,2017,49.21
mlt,2018,44.98
mlt,2019,38.18
mlt,2020,47.19
mmr,2015,15.54
mmr,2017,13.76
mmr,2018,19.3
mmr,2019,15.66
mne,2011,13.19
mne,2012,6.92
mne,2013,4.96
mne,2014,10.61
mne,2015,11.23
mne,2016,6.71
mne,2017,7.75
mne,2018,7.31
mne,2019,6.83
mne,2020,8.51
mng,2008,21.92
mng,2009,21.38
mng,2010,19.35
mng,2011,18.43
mng,2012,22.63
mng,2013,17.85
mng,2014,17.52
mng,2015,17.92
mng,2016,16.95
mng,2017,17.21
mng,2018,15.9
mng,2019,9.23
mng,2020,11.65
moz,2015,58.14
mus,2005,39.15
mus,2006,38.69
mus,2007,39.79
mus,2008,39.67
mus,2009,39.49
mus,2010,41.93
mus,2011,35.91
mus,2012,44.02
mus,2013,46.86
mus,2014,48.41
mus,2015,45.5
mus,2016,43.98
mus,2017,40.55
mus,2018,47.89
mus,2019,42.03
mwi,2013,59.66
mys,2009,14.52
mys,2010,15.31
mys,2011,13.88
mys,2012,15.22
mys,2013,16.37
mys,2014,15.13
mys,2015,17.53
mys,2016,15.22
mys,2019,11.03
nam,2010,33.18
nam,2012,41.04
nam,2013,42.1
nam,2014,22.21
nam,2016,25.81
nam,2018,30.91
ner,2017,45.26
nga,2013,18.28
nga,2019,36.83
nic,2001,32.09
nic,2005,30.45
nic,2012,51.38
nld,1983,56.09
nld,1985,58.51
nld,1987,67.18
nld,1988,69.08
nld,1989,70.17
nld,1990,69.81
nld,1991,71.75
nld,1992,81.93
nld,1993,81.49
nld,1994,82.08
nld,1995,82.44
nld,1996,73.96
nld,1997,73.45
nld,1998,73.52
nld,1999,74.52
nld,2000,78.09
nld,2001,77.77
nld,2002,79.96
nld,2003,79.58
nld,2004,81.4
nld,2005,77.94
nld,2006,77.64
nld,2007,77.62
nld,2008,77.48
nld,2009,77.62
nld,2010,78.57
nld,2011,78.26
nld,2012,78.26
nld,2013,77.78
nld,2014,76.89
nld,2015,76.84
nld,2016,76.04
nld,2017,75.26
nld,2018,75.81
nld,2019,75.2
nld,2020,76.4
nld_curacao,2018,25.43
nor,1995,54.52
nor,1996,52.84
nor,1997,51.32
nor,1998,64.06
nor,1999,64.33
nor,2000,69.71
nor,2001,68.17
nor,2002,65.98
nor,2003,66.55
nor,2004,64.74
nor,2005,58.77
nor,2006,60.88
nor,2007,60.6
nor,2008,59.5
nor,2009,60.8
nor,2010,60.06
nor,2011,59.12
nor,2012,59.02
nor,2013,60
nor,2014,57.81
nor,2015,58
nor,2016,56.86
nor,2017,56.91
nor,2018,57.94
nor,2019,58.37
nor,2020,58.23
npl,2008,34.05
npl,2017,43.2
nru,2013,15.04
nzl,2007,53.96
nzl,2008,53.71
nzl,2009,54.29
nzl,2010,53.14
nzl,2011,54.24
nzl,2012,55.59
nzl,2013,53.89
nzl,2014,53.16
nzl,2015,53.81
nzl,2016,54.48
nzl,2017,54.42
nzl,2018,53.48
nzl,2019,51.43
pak,2006,42.58
