geo,time,gc_rev_gotr_cn
wsm,2012,153195323.88
wsm,2013,134987931.18
wsm,2014,184455154.6
wsm,2015,151686696.69
wsm,2016,162988039.34837
wsm,2017,179594503.38
wsm,2018,210796111.35
wsm,2019,244635266.275
zaf,1972,424000000
zaf,1973,519000000
zaf,1974,685000000
zaf,1975,748000000
zaf,1976,788000000
zaf,1977,766000000
zaf,1978,1054000000
zaf,1979,1264000000
zaf,1980,1845000000
zaf,1981,1902000000
zaf,1982,2050000000
zaf,1983,2244000000
zaf,1984,2246000000
zaf,1985,2844000000
zaf,1986,3477000000
zaf,1987,3109000000
zaf,1988,3720000000
zaf,1989,5423000000
zaf,1990,6379000000
zaf,1991,6113000000
zaf,1992,8014000000
zaf,1993,8594000000
zaf,1994,8254000000
zaf,1995,8324000000
zaf,1996,11026546000
zaf,1997,10790800000
zaf,1998,10615600000
zaf,1999,18218500000
zaf,2000,18016700000
zaf,2001,22756000000
zaf,2002,20154000000
zaf,2003,25952800000
zaf,2004,31805000000
zaf,2005,41733000000
zaf,2006,41583000000
zaf,2007,46009000000
zaf,2008,54619000000
zaf,2009,65332000000
zaf,2010,69598347344
zaf,2011,76670919003
zaf,2012,75297341657.53998
zaf,2013,104158957485.33
zaf,2014,150998507725.81
zaf,2015,155610154975.29501
zaf,2016,156061929159.54999
zaf,2017,203855085631.25201
zaf,2018,205320508063.99496
zaf,2019,264412831295.38599
zmb,1990,1363500
zmb,1991,6009000
zmb,1992,36742500
zmb,1993,78957200
zmb,1994,47017600
zmb,1995,90200000
zmb,1996,70700800
zmb,1997,42100000
zmb,1998,463700000
zmb,1999,466100000
zmb,2001,144795132.118
zmb,2002,54448942.903
zmb,2003,1366379519.053
zmb,2004,1786705113.747
zmb,2005,2471809131.718
zmb,2006,1862000000
zmb,2007,4255295413.71
zmb,2008,3034750851.42
zmb,2009,3692464898.845
zmb,2010,3647485399.087
zmb,2011,7232501000
zmb,2012,4487686000
zmb,2013,5073030000
zmb,2014,4951232000
zmb,2015,10023449817
zmb,2016,13980145238
zmb,2017,11316340338.46
zmb,2018,10547440042
zmb,2019,12212101919.26
zwe,2009,54655167.35
zwe,2010,236152279.33
zwe,2011,382927448.9
zwe,2012,435914787.9
zwe,2015,262418741.57
zwe,2016,219368959
zwe,2017,191133327
zwe,2018,467771540
