geo,time,gc_rev_gotr_cn
bgd,2005,95247352000
bgd,2006,99057021000
bgd,2007,119888591000
bgd,2008,141186170000
bgd,2009,168712994000
bgd,2010,184528984000
bgd,2011,187216200000
bgd,2012,259696200000
bgd,2013,332309900000
bgd,2014,358550700000
bgd,2015,228189500000
bgd,2016,272020000000
bgr,1990,6207000
bgr,1991,7792000
bgr,1992,16542000
bgr,1993,24560000
bgr,1994,47869000
bhr,1974,61100000
bhr,1975,67600000
bhr,1976,133500000
bhr,1977,195900000
bhr,1978,210000000
bhr,1979,234800000
bhr,1980,395000000
bhr,1981,473900000
bhr,1982,478700000
bhr,1983,393200000
bhr,1984,419800000
bhr,1985,439000000
bhr,1986,351700000
bhr,1987,313800000
bhr,1988,294200000
bhr,1989,326000000
bhr,1990,374800000
bhr,1991,379000000
bhr,1992,368500000
bhr,1993,411700000
bhr,1994,358900000
bhr,1995,394400000
bhr,1996,453900000
bhr,1997,525300000
bhr,1998,350000000
bhr,1999,488400000
bhr,2000,876100000
bhr,2001,791400000
bhr,2002,843800000
bhr,2003,952100000
bhr,2004,1075600000
bhs,1990,59400000
bhs,1991,66400000
bhs,1992,54700000
bhs,1993,55500000
bhs,1994,64500000
bhs,1995,65500000
bhs,1996,70400000
bhs,1997,69893000
bhs,1998,78690000
bhs,1999,75103000
bhs,2000,74700000
bhs,2001,99400000
bhs,2002,88400000
bhs,2003,77200000
bhs,2004,90700000
bhs,2005,120979000
bhs,2006,136833000
bhs,2007,129995000
bhs,2008,152813000
bhs,2009,193295000
bhs,2010,206753583.28
bhs,2011,141805459.64
bhs,2012,228947583.74
bhs,2013,150006787.53
bhs,2014,213122892.98
bhs,2015,228348579.08
bhs,2016,310148499.88
bhs,2017,229293610.73
bhs,2018,206678000
bhs,2019,227575000
bih,2005,722261280.4
bih,2006,773321579.21
bih,2007,1016411989.82
bih,2008,949401555.63
bih,2009,1022117916.19
bih,2010,969984466.64
bih,2011,886987417.85
bih,2012,980533353.63
bih,2013,953295370.49
bih,2014,1208459050.5
bih,2015,1050462126.54
bih,2016,988485626.15
bih,2017,1088164697.03
bih,2018,1175187643.1
bih,2019,1115999689.21
blr,1992,90
blr,1993,1210
blr,1994,9240
blr,1995,94370
blr,1996,433370
blr,1997,519940
blr,1998,1420540
blr,1999,6646120
blr,2000,17256000
blr,2001,32130000
blr,2002,40289000
blr,2003,39920270
blr,2004,117991900
blr,2005,152247700
blr,2006,254602500
blr,2007,285620008.9
blr,2008,307505005
blr,2009,618220183
blr,2010,461929248.77
blr,2011,1284310000
blr,2012,2329360000
blr,2013,2676737610
blr,2014,3950735000
blr,2015,5588486138.47
blr,2016,7180056061.51
blr,2017,10079390024
blr,2018,10622164978.3
blr,2019,11139050193.47
blz,1990,45911000
blz,1991,42323000
blz,1992,45263000
blz,1993,33706000
blz,1994,36176000
blz,1995,27928000
blz,1996,38781000
blz,1997,38950000
blz,1998,48973000
blz,1999,95685000
blz,2000,65510000
blz,2001,54449000
blz,2002,47151000
blz,2003,58234000
blz,2004,54276000
blz,2005,76896000
blz,2006,90272000
blz,2007,139612000
blz,2008,158479000
blz,2009,106023000
blz,2010,115073075
blz,2011,156012672
blz,2012,101221711.53
blz,2013,188947444.98
blz,2014,144872906.95
blz,2015,128658198.44
blz,2016,123448193.98
blz,2017,141366641.12
bol,1985,14700000
bol,1986,263100000
bol,1987,358000000
bol,1988,622300000
bol,1989,711200000
bol,1990,971200000
bol,1991,1375400000
bol,1992,1604600000
bol,1993,2585800000
bol,1994,2231800000
bol,1995,2283100000
bol,1996,2053300000
bol,1997,1620500000
bol,1998,1869900000
bol,1999,2852500000
bol,2000,2928000000
bol,2001,3157980000
bol,2002,3958566967.61
bol,2003,4660944762.87
bol,2004,5213800000
bol,2005,6070356982.51
bol,2006,18619502820.75
bol,2007,7442018248.31
bra,2010,217715546410.02802
bra,2011,217834305067.758
bra,2012,289630493740.896
bra,2013,282009092487.10303
bra,2014,268176703535.49097
bra,2015,382497594731.38293
bra,2016,419148099565.05103
bra,2017,316558600304.76501
bra,2018,379694573744.76495
bra,2019,453827783698.646
brb,2003,106697000
brb,2004,86400000
brb,2005,94864076.09
brb,2006,89553735.56
brb,2007,105672623.81
brb,2008,187996726
brb,2009,323763803
brb,2010,170635420
brb,2011,180231456
brb,2012,170271118
brb,2013,155012392
brb,2014,187994224
brb,2015,142258804
brb,2016,215681190
btn,1982,421100000
btn,1983,568500000
btn,1984,647900000
btn,1985,826400000
btn,1986,942100000
btn,1988,1525600000
btn,1989,1376700000
btn,1990,1184100000
btn,1991,1447500000
btn,1992,1566600000
btn,1993,2233400000
btn,1994,2515400000
btn,1995,2914600000
btn,1996,3566100000
btn,1997,3720900000
btn,1998,3633714000
btn,1999,5567400000
btn,2000,5811100000
btn,2001,6693713000
btn,2002,6377459000
btn,2003,4301786000
btn,2004,7924880000
btn,2005,7389047000
btn,2006,9737060000
btn,2007,12314797000
btn,2008,13612493000
btn,2009,14898751000
btn,2010,17140077043
btn,2011,16382261241
btn,2012,18442643798
btn,2013,15439240832
btn,2014,21457652829
btn,2015,16790327125.81
btn,2016,22150454981.101
btn,2017,20859760000
btn,2018,25130566129.65
bwa,1990,1760020000
bwa,1991,1990400000
bwa,1992,2130400000
bwa,1993,2884200000
bwa,1994,2129300000
bwa,1995,3203500000
bwa,1996,4904000000
bwa,2006,11445780000
bwa,2007,11267760000
bwa,2008,9893920000
bwa,2009,9874450000
bwa,2010,11334060000
bwa,2011,13533812000
bwa,2012,11799476943.18
bwa,2013,16829186092.5167
bwa,2014,18221710000
bwa,2015,12493140000
bwa,2016,21767110000
bwa,2017,16448490000
bwa,2018,15656470000
bwa,2019,16293210000
caf,2004,23449949832
caf,2008,50087326731.136
caf,2009,58822869247
caf,2010,68895930416.0504
caf,2011,36781551051.1199
caf,2012,94499106778
caf,2014,140404992338
caf,2015,37683308479
caf,2016,94254214341
caf,2017,81158308055.5
caf,2018,101143680793.72
can,1990,15936000000
can,1991,16854000000
can,1992,16296000000
can,1993,15117000000
can,1994,15244000000
can,1995,17543000000
can,1996,17302000000
can,1997,19579000000
can,1998,19839000000
can,1999,20513000000
can,2000,23475000000
can,2001,22259000000
can,2002,21155000000
can,2003,20977000000
can,2004,18422000000
can,2005,18736000000
can,2006,20477000000
can,2007,23417000000
can,2008,24296000000
can,2009,20206000000
can,2010,21789000000
can,2011,23974000000
can,2012,26171000000
can,2013,25531000000
can,2014,24435000000
can,2015,26743000000
can,2016,25520000000
can,2017,32228000000
can,2018,35184000000
can,2019,34939000000
che,1972,1850000000
che,1973,2199000000
che,1974,2571000000
che,1975,2728000000
che,1976,3028000000
che,1977,2979000000
che,1978,3181000000
che,1979,3345000000
che,1980,3529000000
che,1981,3539000000
che,1982,3681000000
che,1983,3656000000
che,1984,3869000000
che,1990,5323156016.81
che,1991,5659146848.62
che,1992,6117649579.62
che,1993,6869012070.71
che,1994,7440243678.21
che,1995,7949071074.96
che,1996,7680503228.63
che,1997,7679845745.39
che,1998,8101711506.71
che,1999,8252972597.68
che,2000,8979295018.55
che,2001,9147340884.24
che,2002,8927374133.26
che,2003,9199191048.42
che,2004,9619451536.81
che,2005,10544207845.87
che,2006,11054914597.8
che,2007,11265407874.63
che,2008,10428952152.05
che,2009,9692349494.58
che,2010,10091766020.61
che,2011,10007427060.29
che,2012,9920690135.71
che,2013,10631003609.72
che,2014,10444222217.16
che,2015,10856819690.5
che,2016,10691979597.17
che,2017,11077234775.61
che,2018,11493871076.63
che,2019,11018264247.2
chl,1972,10000000
chl,1973,50000000
chl,1974,750000000
chl,1975,3500000000
chl,1976,10450000000
chl,1977,22160000000
chl,1978,41510000000
chl,1979,65960000000
chl,1980,83330000000
chl,1981,83840000000
chl,1982,82290000000
chl,1983,91100000000
chl,1984,111510000000
chl,1985,174980000000
chl,1986,190390000000
chl,1987,239210000000
chl,1988,308400000000
chl,1989,355390000000
chl,1990,399940000000
chl,1991,476130000000
chl,1992,602590000000
chl,1993,629550000000
chl,1994,748400000000
chl,1995,982360000000
chl,1996,1011470000000
chl,1997,1212080000000
chl,1998,1258490000000
chl,1999,1397780000000
chl,2000,1416660000000
chl,2001,1612010000000
chl,2002,1311170000000
chl,2003,1517010000000
chl,2004,2085950000000
chl,2005,2408000000000
chl,2006,3011000000000
chl,2007,4011418278199.58008
chl,2008,4147715000000
chl,2009,2965545516040.52002
chl,2010,3031673399230
chl,2011,2907746218165.3501
chl,2012,2250221207545.22021
chl,2013,2893508837000
chl,2014,3243713608821.33008
chl,2015,3463903132699.52979
chl,2016,3286092603220
chl,2017,3975749665000
chl,2018,4385661444802.32959
chl,2019,4564800625664.08008
chn,2005,268995800000
chn,2006,313070000000
chn,2007,1966957890000
chn,2008,477082000000
chn,2009,472292663600
chn,2010,419962435158.23999
chn,2011,451799000000
chn,2012,475135000000
chn,2013,621724280000
chn,2014,947298473400
chn,2015,1210535245729.34009
chn,2016,1208878761695.27002
chn,2017,2371569223416.00977
chn,2018,1124673561600
civ,1995,52800000000
civ,2001,88336300000
civ,2002,84400272000
civ,2003,102300000000
civ,2004,159300000000
civ,2005,198000000000
civ,2006,129200000000
civ,2007,250000000000
civ,2008,376900000000
civ,2009,483967000000
civ,2010,333777000000
civ,2011,221176000000
civ,2012,357678000000
civ,2013,428927000000
civ,2014,441502534000
civ,2015,549917160126
civ,2016,370119321897
civ,2017,326515609093.54694
civ,2018,343915727292
civ,2019,380117611627.59296
cmr,1990,131380000000
cmr,1991,177100000000
cmr,1992,155700000000
cmr,1993,117250000000
cmr,1994,80050000000
cmr,1995,135230000000
cmr,1998,198380000000
cmr,1999,157760000000
cmr,2012,718300354500
cmr,2013,725088000000
cmr,2014,731600000000
cmr,2015,609000000000
cmr,2016,583700000000
cmr,2017,609200000000
cmr,2018,661014543176
cod,1972,0.00016
cod,1973,0.00023
cod,1974,0.00025
cod,1975,0.00023
cod,1976,0.00031
cod,1977,0.00051
cod,1978,0.00063
cod,1979,0.00182
cod,1980,0.00435
cod,1981,0.00585
cod,1982,0.00533
cod,1983,0.00446
cod,1984,0.01005
cod,1985,0.02057
cod,1986,0.02531
cod,1987,0.04048
cod,1988,0.14966
cod,1989,0.31481
cog,2001,444500000000
cog,2002,471100000000
cog,2003,437800000000
cog,2004,674935485801
cog,2005,1102747858038
cog,2006,1616400000000
cog,2007,1358911000000
cog,2008,2371627000000
cog,2009,1002156000000
cog,2010,3160900000000
cog,2011,2288459187413
cog,2012,2321885090528
cog,2013,2392106562150
cog,2014,1984128515073
cog,2015,607935900000
cog,2016,454719500000
cog,2017,417900009746
cog,2018,1307428136711
col,1998,4226127801890.16016
col,1999,4631626961790.83008
col,2000,6450031745992.48926
col,2003,25419217150720
col,2008,26916440000000
col,2009,30930306000000
col,2010,39820468000000
col,2011,31530907000000
col,2012,47329793000000
col,2013,82346584240000
col,2014,56431004795181.79688
col,2015,51493743966990.20312
col,2016,66102580811437.39844
col,2017,86165494123010.89062
col,2018,97024933550253.40625
col,2019,109811462093041
cpv,2005,9237159580.499
cpv,2006,9508061196
cpv,2007,9046261885.974
cpv,2008,11515307733
cpv,2009,14151695525.3779
cpv,2010,14830079135.12
cpv,2011,7993559054
cpv,2012,12002904028
cpv,2013,10726996766
cpv,2014,6913203238
cpv,2015,12454955869
cpv,2016,15760459106.5
cpv,2017,11292535981
cri,1972,140000000
cri,1973,140000000
cri,1974,260000000
cri,1975,300000000
cri,1976,340000000
cri,1977,430000000
cri,1978,590000000
cri,1979,380000000
cri,1980,440000000
cri,1981,550000000
cri,1982,750000000
cri,1983,1360000000
cri,1984,3720000000
cri,1985,3880000000
cri,1986,8420000000
cri,1987,9330000000
cri,1988,12670000000
cri,1989,14850000000
cri,1990,16460000000
cri,1991,20990000000
cri,1992,25330000000
cri,1993,32000000000
cri,1994,31200000000
cri,1995,52410000000
cri,1996,48260000000
cri,1997,53850000000
cri,1998,68410000000
cri,1999,85240000000
cri,2000,92270000000
cri,2001,102070000000
cri,2002,116910000000
cri,2003,133300000000
cri,2004,150580800000
cri,2005,186041900000
cri,2006,303720000000
cri,2007,287121304424.09003
cri,2008,276785119481.62
cri,2009,431225108246.14203
cri,2010,365113840675.32294
cri,2011,392231009199.85199
cri,2012,472677592234.28003
cri,2013,458369674847
cri,2014,484420209764.46893
cri,2015,796182967472.92786
cri,2016,910540110626.49292
cri,2017,577681793967.61902
cri,2018,1347313242464.12988
cri,2019,1354566988781.17993
cyp,1972,22792743.22796
cyp,1973,19631830.56141
cyp,1974,35111759.62028
cyp,1975,48028786.51708
cyp,1976,56366761.551
cyp,1977,75366409.5791
cyp,1978,59544760.23196
cyp,1979,60689523.19768
cyp,1980,75691043.85296
cyp,1981,75315151.53586
cyp,1982,108000697.10939
cyp,1983,111383727.96331
cyp,1984,118884488.29095
cyp,1985,133595546.7012
cyp,1986,148870443.58711
cyp,1987,156405375.94357
cyp,1988,172432057.46368
cyp,1989,208005139.47314
cyp,1990,406690313.93521
cyp,1991,444349527.55781
cyp,1992,522645660.06619
cyp,1993,579922696.59916
cyp,1994,622603138.70477
cze,1993,27015000000
cze,1994,31259000000
cze,1995,47522000000
cze,1996,42246000000
cze,1997,40804000000
cze,1998,47606000000
cze,1999,47584000000
cze,2000,46449000000
cze,2001,67327000000
cze,2002,58639000000
cze,2003,148674000000
cze,2004,83336000000
cze,2005,80992000000
cze,2006,90818000000
cze,2007,101691000000
cze,2008,114559000000
cze,2009,128137000000
cze,2010,133540000000
cze,2011,137281000000
cze,2012,126125000000
cze,2013,126174000000
cze,2014,129829000000
cze,2015,162771000000
cze,2016,136454000000
cze,2017,129355000000
cze,2018,142373000000
cze,2019,145090000000
deu,1972,5419693940.67991
deu,1973,6278664301.08956
deu,1974,6518971485.25179
deu,1975,6887101639.71307
deu,1976,7582458598.13992
deu,1977,7464861465.46479
deu,1978,8548800253.60078
deu,1979,9228818455.59175
deu,1980,9760562012.03581
deu,1981,11243308467.5049
deu,1982,16054565069.5613
deu,1983,16233517227.9799
deu,1984,21290193933.0106
deu,1985,23125731786.505
deu,1986,22813843738.9753
deu,1987,19930157529.0286
deu,1988,17245875152.7485
deu,1989,20737998701.3186
deu,1990,1329358891.11017
deu,1991,23769000000
deu,1992,34862000000
deu,1993,35841000000
deu,1994,38873000000
deu,1995,30069000000
deu,1996,26982000000
deu,1997,26541000000
deu,1998,25816000000
deu,1999,27011000000
deu,2000,26730000000
deu,2001,30768000000
deu,2002,29584000000
deu,2003,38217000000
deu,2004,28557000000
deu,2005,25548000000
deu,2006,28435000000
deu,2007,28947000000
deu,2008,31217000000
deu,2009,33168000000
deu,2010,35034000000
deu,2011,42343000000
deu,2012,41231000000
deu,2013,42210000000
deu,2014,47562000000
deu,2015,46413000000
deu,2016,47634000000
deu,2017,45454000000
deu,2018,51895000000
deu,2019,56393000000
dnk,1972,4019000000
dnk,1973,3885000000
dnk,1974,5561000000
dnk,1975,7874000000
dnk,1976,10414000000
dnk,1977,9185000000
dnk,1978,11351000000
dnk,1979,13864000000
dnk,1980,17862000000
dnk,1981,20518000000
dnk,1982,23961000000
dnk,1983,28781000000
dnk,1984,35289000000
dnk,1985,37222000000
dnk,1986,39694000000
dnk,1987,39847000000
dnk,1988,44097000000
dnk,1989,47331000000
dnk,1990,52012000000
dnk,1991,49729000000
dnk,1992,58529000000
dnk,1993,63302000000
dnk,1994,62044000000
dom,1972,59200000
dom,1973,55700000
dom,1974,60300000
dom,1975,86200000
dom,1976,72300000
dom,1977,74200000
dom,1978,116800000
dom,1979,95600000
dom,1980,212600000
dom,1981,213800000
dom,1982,120000000
dom,1983,163200000
dom,1984,157200000
dom,1985,136800000
dom,1986,366100000
dom,1987,429800000
dom,1988,775800000
dom,1989,641100000
dom,1990,723100000
dom,1991,972500000
dom,1992,1958900000
dom,1993,1915400000
dom,1994,2000700000
dom,1995,2386400000
dom,1996,2223100000
dom,1997,2815700000
dom,1998,2423700000
dom,1999,3305100000
dom,2000,4210600000
dom,2001,3543500881.2
dom,2002,4084014644.39333
dom,2003,7860293933.45586
dom,2004,14868394115.6007
dom,2005,15037894545.5393
dom,2006,17348432921.2232
dom,2007,26350813434.1293
dom,2008,20851514042.4434
dom,2009,22649771483.9057
dom,2010,35512467219.9835
dom,2011,41044240426.5163
dom,2012,37319365693
dom,2013,38841602069.03
dom,2014,42830351050.536
dom,2015,144138566546.11801
dom,2016,73518854689.2589
dom,2017,74027905223.50751
dom,2018,83833404905.20468
dom,2019,89609710216.601
egy,1975,876000000
egy,1976,941000000
egy,1977,811000000
egy,1978,1088000000
egy,1979,1136000000
egy,1981,2887000000
egy,1982,3193000000
egy,1983,3931000000
egy,1984,4718000000
egy,1985,4973000000
egy,1986,5840000000
egy,1987,6768000000
egy,1988,7974000000
egy,1989,8656000000
egy,1990,7416000000
egy,1991,15441000000
egy,1992,18620000000
egy,1993,22848000000
egy,1994,27796000000
egy,1995,29874000000
egy,1996,27646000000
egy,1997,28092000000
egy,2002,45287000000
egy,2003,53297000000
egy,2004,56817000000
egy,2005,57165000000
egy,2006,78151500000
egy,2007,91328900000
egy,2008,111640340000
egy,2009,125321900000
egy,2010,132880900000
egy,2011,109937100000
egy,2012,142125000000
egy,2013,152519000000
egy,2014,259170000000
egy,2015,232422000000
esp,1972,466385393.00182
esp,1973,449557054.07907
esp,1974,684552786.89313
esp,1975,726623634.19999
esp,1976,826391643.5277
esp,1977,1194211051.41057
esp,1978,1292176024.42513
esp,1979,1537989975.11809
esp,1980,1801834288.94258
esp,1981,2695539288.16126
esp,1982,3874725036.96224
esp,1983,3299556453.06697
esp,1984,4432464269.83039
esp,1985,4405418725.13312
esp,1986,4729364249.39598
esp,1987,4342312454.17283
esp,1988,5367038092.14718
esp,1989,5459593956.22228
esp,1990,6520981332.56404
esp,1991,8313199427.83648
esp,1992,8993545129.99892
esp,1993,12757683939.7546
esp,1994,9991225223.27599
esp,2017,26561000000
esp,2018,31127000000
esp,2019,34040000000
est,1991,102934.41023
est,1992,1715981.97375
est,1993,2110972.34952
est,1994,2118733.27727
est,1995,126340000
est,1996,124970000
est,1997,172560000
est,1998,178130000
est,1999,175840000
est,2000,258330000
est,2001,252640000
est,2002,291820000
est,2003,384440000
est,2004,399160000
est,2005,406340000
est,2006,587280000
est,2007,679760000
est,2008,660180000
est,2009,911840000
est,2010,746710000
est,2011,804220000
est,2012,891910000
est,2013,874280000
est,2014,844940000
est,2015,894570000
est,2016,778210000
est,2017,910030000
est,2018,950830000
est,2019,1057350000
eth,1990,919300000
eth,1991,633300000
eth,1992,611500000
eth,1993,1121700000
eth,1994,1492700000
eth,1995,2340300000
eth,1996,2683800000
eth,1997,3010700000
eth,1998,3009900000
eth,1999,3411300000
eth,2001,5410300000
eth,2002,3362000000
eth,2003,4876300000
eth,2004,7632800000
eth,2005,7712400000
eth,2006,2685700000
eth,2007,3338700080
eth,2008,17238400040
eth,2009,25506900000
eth,2010,28881301000
eth,2011,30020014000
eth,2012,17505968278.16
eth,2013,34973136944.02
eth,2014,32960453902.85
eth,2015,36458374083.3
eth,2016,48437710640.75
eth,2017,49015048839.76
eth,2018,58144473339.57
eth,2019,80533579378.08
fin,1972,190388732.75443
fin,1973,241349674.47227
fin,1974,276669139.02919
fin,1975,388009546.3467
fin,1976,439979615.62331
fin,1977,535678545.77991
fin,1978,644664322.12697
fin,1979,771814394.53187
fin,1980,822943524.17617
fin,1981,938488629.65523
fin,1982,1153769175.52597
fin,1983,1342644216.94224
fin,1984,1472653484.09699
fin,1985,1626377248.88281
fin,1986,2081493777.88766
fin,1987,2277432712.21532
fin,1988,2376831776.75408
fin,1989,2644250579.82788
fin,1990,3059338382.33488
fin,1991,3176565367.07856
fin,1992,3657582836.75848
fin,1993,5044292290.43364
fin,1994,4140786749.4824
fin,1995,6967000000
fin,1996,5903000000
fin,1997,5497000000
fin,1998,5690000000
fin,1999,5030000000
fin,2000,6515000000
fin,2001,7130000000
fin,2002,7093000000
fin,2003,7125000000
fin,2004,7687000000
fin,2005,7882000000
fin,2006,8915000000
fin,2007,10124000000
fin,2008,11383000000
fin,2009,9573000000
fin,2010,9641000000
fin,2011,10211000000
fin,2012,10049000000
fin,2013,10025000000
fin,2014,10032000000
fin,2015,10173000000
fin,2016,10056000000
fin,2017,10294000000
fin,2018,10565000000
fin,2019,11252000000
fji,1990,88470000
fji,1991,63630000
fji,1992,87820000
fji,1993,104560000
fji,1994,118670000
fji,1995,94560000
fji,1996,103710000
fji,2004,127150000
fji,2005,137830000
fji,2006,127636215.5
fji,2010,169958686.75
fji,2011,186514589.65
fji,2012,174385976.19
fji,2013,176648072.17
fji,2014,318367756.85
fji,2015,367898408.95
fji,2016,271890427.58
fji,2017,315843936.08
fji,2018,327593942.25
fji,2019,310235060.94
fra,1972,2988000737.85324
fra,1973,3308143674.05181
