geo,time,ny_gdp_fcst_kn
lka,2014,7476907696800
lka,2015,7832166749700
lka,2016,8169103063000
lka,2017,8465015404000
lka,2018,8776212412200
lka,2019,8973107577900
lka,2020,8693114210100
lso,1960,1920914388.42385
lso,1961,1950501922.31923
lso,1962,2203134164.05254
lso,1963,2455766306.47049
lso,1964,2626463579.20719
lso,1965,2772125338.01582
lso,1966,2765297606.01092
lso,1967,3056620924.99746
lso,1968,3042965262.35695
lso,1969,3006550095.77202
lso,1970,3017929748.42887
lso,1971,3097236535.19406
lso,1972,3120886897.87014
lso,1973,4017129117.64402
lso,1974,4395355358.29996
lso,1975,3856766700.03273
lso,1976,4218757760.34055
lso,1977,4782389381.18745
lso,1978,5291038233.99617
lso,1979,5336666389.45983
lso,1980,5167439083.28804
lso,1981,5169337297.66242
lso,1982,5346258762.99351
lso,1983,5452079869.31825
lso,1984,5744488705.13166
lso,1985,5941717379.66892
lso,1986,6321774101.62733
lso,1987,6321672998.59625
lso,1988,6826264819.16548
lso,1989,7246995846.69513
lso,1990,7743504986.43748
lso,1991,8256535235.43413
lso,1992,8815221944.77053
lso,1993,9131879021.69531
lso,1994,9691671806.13701
lso,1995,10013790631.6781
lso,1996,10612014088.513
lso,1997,11029760788.9493
lso,1998,11296685404.0621
lso,1999,11322385039.7671
lso,2000,11998079240.4048
lso,2001,12489447320.8111
lso,2002,12675191366.3616
lso,2003,13276764432.1645
lso,2004,13455136497.5663
lso,2005,13801136792.6139
lso,2006,14391047355.6297
lso,2007,15008000000
lso,2008,15819000000
lso,2009,15561000000
lso,2010,16315000000
lso,2011,16959000000
lso,2012,18020000000
lso,2013,18238000000
lso,2014,18570000000
lso,2015,19271000000
lso,2016,19967000000
lso,2017,19202000000
lso,2018,18980000000
lso,2019,19043000000
lso,2020,17463000000
ltu,1995,14537755000
ltu,1996,15287680000
ltu,1997,16558226000
ltu,1998,17796080000
ltu,1999,17592925000
ltu,2000,18243076000
ltu,2001,19433639000
ltu,2002,20745685000
ltu,2003,22937664000
ltu,2004,24444553000
ltu,2005,26334695000
ltu,2006,28287181000
ltu,2007,31429174000
ltu,2008,32250866000
ltu,2009,27465286000
ltu,2010,27918804000
ltu,2011,29604823000
ltu,2012,30742792000
ltu,2013,31834183000
ltu,2014,32960162000
ltu,2015,33627468000
ltu,2016,34474486000
ltu,2017,35950890000
ltu,2018,37366220000
ltu,2019,38987489000
lux,1995,24301588000
lux,1996,24554673000
lux,1997,25814638000
lux,1998,27334268000
lux,1999,29556541000
lux,2000,31802984000
lux,2001,32757785000
lux,2002,33982830000
lux,2003,34451424000
lux,2004,35508362000
lux,2005,36519302000
lux,2006,38614659000
lux,2007,41901510000
lux,2008,41262529000
lux,2009,39364384000
lux,2010,41349569000
lux,2011,42157622000
lux,2012,41802016000
lux,2013,43323051000
lux,2014,44993284000
lux,2015,47056770000
lux,2016,49352547000
lux,2017,50211156000
lux,2018,51591264000
lux,2019,52762768000
lva,1995,9585710000
lva,1996,9812936000
lva,1997,10714453000
lva,1998,11428049000
lva,1999,11780452000
lva,2000,12423045000
lva,2001,13220698000
lva,2002,14178383000
lva,2003,15364893000
lva,2004,16670526000
lva,2005,18486361000
lva,2006,20597597000
lva,2007,22475456000
lva,2008,22073022000
lva,2009,19454008000
lva,2010,18462273000
lva,2011,19662108000
lva,2012,20349988000
lva,2013,20696162000
lva,2014,20838325000
lva,2015,21602160000
lva,2016,21990346000
lva,2017,22707477000
lva,2018,23479688000
lva,2019,24041869000
mar,1980,215144488800
mar,1981,210819133800
mar,1982,227055593700
mar,1983,228370564000
mar,1984,241702105400
mar,1985,253323893100
mar,1986,270838720900
mar,1987,264732586700
mar,1988,294361417200
mar,1989,301959269400
mar,1990,310819190800
mar,1991,331153868300
mar,1992,319532845100
mar,1993,315829852100
mar,1994,353935660300
mar,1995,331538000700
mar,1996,377784338600
mar,1997,369319311100
mar,1998,398549145700
mar,1999,401696759500
mar,2000,410577795700
mar,2001,440136586600
mar,2002,452476314900
mar,2003,482695491100
mar,2004,506173711900
mar,2005,523321218300
mar,2006,561130057300
mar,2007,576619000000
mar,2008,614487000000
mar,2009,634877475900
mar,2010,664448946800
mar,2011,706247202400
mar,2012,725237947500
mar,2013,751934000000
mar,2014,766887000000
mar,2015,789782000000
mar,2016,790217000000
mar,2017,825011508100
mar,2018,849499143300
mar,2019,872421347400
mar,2020,819036065300
mda,1995,54804084900
mda,1996,52083513700
mda,1997,52811230600
mda,1998,49736867200
mda,1999,50335406100
mda,2000,50472063800
mda,2001,52965979300
mda,2002,56328971700
mda,2003,58514470300
mda,2004,63437412300
mda,2005,66565484600
mda,2006,68890168800
mda,2007,70379680600
mda,2008,74987492100
mda,2009,70148945200
mda,2010,74310593000
mda,2011,78183537000
mda,2012,77545448300
mda,2013,85043396900
mda,2014,89625141700
mda,2015,89282923700
mda,2016,93722509400
mda,2017,97705131900
mda,2018,101956403800
mda,2019,106204011516.61301
mda,2020,98856053273.70541
mdg,1960,6676175292150.75
mdg,1961,6813244009252.16992
mdg,1962,6950585171803.12988
mdg,1963,6838056156290.62012
mdg,1964,7082724754247.15039
mdg,1965,7012876434115.58984
mdg,1966,7174665507312.59961
mdg,1967,7588896097288.1709
mdg,1968,8037078120274.83008
mdg,1969,8280627691512.55859
mdg,1970,8718358676914.80957
mdg,1971,8963120800878.08984
mdg,1972,8915715820971.28906
mdg,1973,8681866659990.13965
mdg,1974,8855723408619.96094
mdg,1975,8967220378678.56055
mdg,1976,8684118541973.62891
mdg,1977,8916062265019.58984
mdg,1978,8582610684101.69922
mdg,1979,9454896927901.1875
mdg,1995,10069387396400
mdg,1996,10292409531400
mdg,1997,10670276023300
mdg,1998,11084973965500
mdg,1999,11602470479400
mdg,2000,12069834682700
mdg,2001,12737979414200
mdg,2002,11245929954200
mdg,2003,12195722771000
mdg,2004,12819998064600
mdg,2005,13415454537300
mdg,2006,14132301568900
mdg,2007,14924161500800
mdg,2008,15807516361400
mdg,2009,15418340824000
mdg,2010,15372237194800
mdg,2011,15548141588200
mdg,2012,16031439428800
mdg,2013,16358640099700
mdg,2014,16867289686500
mdg,2015,17218990619100
mdg,2016,17809849640300
mdg,2017,18507320075900
mdg,2018,18724378676700
mdg,2019,19673722627800
mdg,2020,17818319896700
mdv,1995,18058314600
mdv,1996,19380659400
mdv,1997,20966894100
mdv,1998,22578373300
mdv,1999,23931604400
mdv,2000,24841208800
mdv,2001,23776678900
mdv,2002,25561748200
mdv,2003,29234520100
mdv,2004,30877949300
mdv,2005,27325411800
mdv,2006,34018356900
mdv,2007,36614358200
mdv,2008,40054405300
mdv,2009,37646739500
mdv,2010,40077683500
mdv,2011,42967992800
mdv,2012,44066392400
mdv,2013,47236040300
mdv,2014,50683164500
mdv,2015,52554472300
mdv,2016,56038091800
mdv,2017,59991188200
mdv,2018,64845978300
mdv,2019,69309085200
mdv,2020,47609138000
mex,1965,2875657795887.31982
mex,1966,3052525030998.16016
mex,1967,3229055498871.18018
mex,1968,3518962283014.06006
mex,1969,3653745832109.14014
mex,1970,3889828474015.56982
mex,1971,4047146883227.47021
mex,1972,4385169741305.75049
mex,1973,4724619108049.90039
mex,1974,5002497267061.25977
mex,1975,5298658258989.19043
mex,1976,5537474275130.11035
mex,1977,5725991871669.2998
mex,1978,6208750620672.13965
mex,1979,6787369518660.15039
mex,1980,7378415704830.78125
mex,1981,8007470402667.56934
mex,1982,7965766855466.91016
mex,1983,7688046621558.72949
mex,1984,7950271600443.83008
mex,1985,8124199150384.79004
mex,1986,7874058681365.54883
mex,1987,8009684564571.25
mex,1988,8112469718794.70117
mex,1989,8445527924582.25
mex,1990,8882648885039.73047
mex,1991,9257030761000
mex,1992,9584831701300
mex,1993,9770888222000
mex,1994,10242530994000
mex,1995,9610079051000
mex,1996,10263771677000
mex,1997,10964285789000
mex,1998,11534536973000
mex,1999,11845212814000
mex,2000,12444502521000
mex,2001,12387981109000
mex,2002,12379672982000
mex,2003,12559105170000
mex,2004,13050687194000
mex,2005,13347721872000
mex,2006,13931383748000
mex,2007,14254464239000
mex,2008,14402756626000
mex,2009,13648546978000
mex,2010,14352400665000
mex,2011,14875796592000
mex,2012,15430992503000
mex,2013,15642619845000
mex,2014,16067157785000
mex,2015,16579413519000
mex,2016,16982550285000
mex,2017,17329809355000
mex,2018,17701264596000
mex,2019,17669843867000
mex,2020,16230538068000
mhl,1997,135534400
mhl,1998,134925900
mhl,1999,132546400
mhl,2000,137205000
mhl,2001,145186200
mhl,2002,149205700
mhl,2003,149747100
mhl,2004,157104500
mhl,2005,158369900
mhl,2006,158715100
mhl,2007,165321200
mhl,2008,154217500
mhl,2009,162988400
mhl,2010,172591100
mhl,2011,171207400
mhl,2012,169092600
mhl,2013,175431500
mhl,2014,173645000
mhl,2015,176841600
mhl,2016,177856719.9707
mhl,2017,184395355.22461
mhl,2018,191388229.37012
mhl,2019,203807464.59961
mhl,2020,199575088.50098
mkd,1990,260350252400
mkd,1991,244284591100
mkd,1992,228247585200
mkd,1993,211199043000
mkd,1994,207485300600
mkd,1995,205172808200
mkd,1996,207604220600
mkd,1997,214127627000
mkd,1998,220987734600
mkd,1999,231136051600
mkd,2000,240525000000
mkd,2001,234050000000
mkd,2002,236797000000
mkd,2003,242900000000
mkd,2004,254174000000
mkd,2005,264847000000
mkd,2006,276822000000
mkd,2007,293244000000
mkd,2008,310039000000
mkd,2009,309104000000
mkd,2010,319649000000
mkd,2011,325880000000
mkd,2012,323710000000
mkd,2013,336383000000
mkd,2014,353149000000
mkd,2015,368832000000
mkd,2016,376301000000
mkd,2017,379749000000
mkd,2018,390837000000
mkd,2019,405830000000
mkd,2020,386877000000
mli,1967,670639356400
mli,1968,695509383500
mli,1969,697115404000
mli,1970,739898378800
mli,1971,758905797900
mli,1972,803257934400
mli,1973,791567376200
mli,1974,779465050900
mli,1975,870078666000
mli,1976,988616119800
mli,1977,1051377483800
mli,1978,1035991671700
mli,1979,1143690296700
mli,1980,1094984064300
mli,1981,1111505230900
mli,1982,1029493561600
mli,1983,1048239339900
mli,1984,1045230776000
mli,1985,1204078318000
mli,1986,1213568163400
mli,1987,1223099581000
mli,1988,1328198409300
mli,1989,1366657370800
mli,1990,1341633458700
mli,1991,1468031186600
mli,1992,1420121248200
mli,1993,1461302338500
mli,1994,1536247442500
mli,1995,1540101313700
mli,1996,1616105608700
mli,1997,1690182201000
mli,1998,1824255598000
mli,1999,1929551360000
mli,2000,1925541057700
mli,2001,2176998348000
mli,2002,2269708015100
mli,2003,2422929827100
mli,2004,2471699090100
mli,2005,2696954051300
mli,2006,2827070810200
mli,2007,2942461931100
mli,2008,3115782728000
mli,2009,3167737830300
mli,2010,3383238816200
mli,2011,3477585584100
mli,2012,3465526920600
mli,2013,3526313329700
mli,2014,3794122517200
mli,2015,3988616127000
mli,2016,4208114684200
mli,2017,4439083071900
mli,2018,4675229734200
mli,2019,4884473742700
mli,2020,4828739469700
mlt,2000,5277237100
mlt,2001,5172153200
mlt,2002,5334820200
mlt,2003,5593427700
mlt,2004,5526014000
mlt,2005,5662890800
mlt,2006,5814467900
mlt,2007,6077631900
mlt,2008,6364452600
mlt,2009,6293852900
mlt,2010,6669036200
mlt,2011,6627262900
mlt,2012,6953953200
mlt,2013,7411201900
mlt,2014,8013040000
mlt,2015,8888820100
mlt,2016,9279318306.79416
mlt,2017,10053664812.4887
mlt,2018,10547184486.9541
mlt,2019,11215551632.113
mlt,2020,10569821251.1396
mne,2000,2019545563.59183
mne,2001,2014831955.45581
mne,2002,2039094078.3511
mne,2003,2006533854.94043
mne,2004,2078612078.39328
mne,2005,2130040403.07559
mne,2006,2330844000
mne,2007,2467762000
mne,2008,2643086000
mne,2009,2538937000
mne,2010,2608472000
mne,2011,2705981000
mne,2012,2645604000
mne,2013,2752766000
mne,2014,2803995000
mne,2015,2911599000
mne,2016,2980701000
mne,2017,3119248000
mne,2018,3306807000
mne,2019,3444742000
mne,2020,2949824000
mng,1981,3849640813410.16016
mng,1982,4208136651818.36963
mng,1983,4453555178136.58984
mng,1984,4719914316377.54004
mng,1985,5048256271493.68945
mng,1986,6307178832160.60938
mng,1987,7669965433983.98047
mng,1988,7710170612190.94043
mng,1989,7974524741601.46094
mng,1990,7886483417980.05078
mng,1991,7199218744760.83984
mng,1992,6529281796493.25
mng,1993,6306774781104.42969
mng,1994,6414901852673.09961
mng,1995,6736323441209.83008
mng,1996,6860420353033.16016
mng,1997,7046276042276.84961
mng,1998,7228967694955.05957
mng,1999,7372264400960.40039
mng,2000,7237552150220.79004
mng,2001,7290579441462.48047
mng,2002,7583171323089.42871
mng,2003,8126900558724.55859
mng,2004,8950128297661.4375
mng,2005,9665928175960.58008
mng,2006,10333800386563.40039
mng,2007,11439259398125.5
mng,2008,12336378788363.80078
mng,2009,12463550363938.90039
mng,2010,12722530646797.80078
mng,2011,14260602714246.69922
mng,2012,16137385016612.69922
mng,2013,18030050206514.19922
mng,2014,19901952764870.80078
mng,2015,21009097221800
mng,2016,21301102002400
mng,2017,22160238158400
mng,2018,23574230845100
mng,2019,24780208040600
mng,2020,23802501373700
moz,1980,103499736446.539
moz,1981,109715460850.133
moz,1982,104767842529.009
moz,1983,90029363914.7294
moz,1984,86393231641.269
moz,1985,91138983843.63939
moz,1986,90011608036.21609
moz,1987,97983809488.4566
moz,1988,104815474515.55299
moz,1989,109217222050.565
moz,1990,110527677177.66299
moz,1991,109345561300
moz,1992,103001085800
moz,1993,114109230600
moz,1994,121574251900
moz,1995,124356809700
moz,1996,131588417700
moz,1997,146438557100
moz,1998,160527630900
moz,1999,173494441600
moz,2000,173384025400
moz,2001,196494592000
moz,2002,212760676000
moz,2003,226784195800
moz,2004,245622651200
moz,2005,262522298200
moz,2006,288575057000
moz,2007,311966516400
moz,2008,335629509200
moz,2009,357633425400
moz,2010,382460304500
moz,2011,408550016800
moz,2012,437293994500
moz,2013,458903995800
moz,2014,495547327500
moz,2015,529756464600
moz,2016,549222336900
moz,2017,570362310100
moz,2018,589115365300
moz,2019,599496235100
moz,2020,588359218800
mrt,1961,51238671419.7086
mrt,1962,46029187658.9315
mrt,1963,41558088624.3915
mrt,1964,49705837040.8479
mrt,1965,60808098443.1999
mrt,1966,62859737425.9071
mrt,1967,64941308741.388
mrt,1968,69390815425.16319
mrt,1969,68157617057.7362
mrt,1970,76458824701.0052
mrt,1971,77297056235.0327
mrt,1972,77457455955.7883
mrt,1973,71855404051.4677
mrt,1974,77945775212.4538
mrt,1975,74453059724.85779
mrt,1976,80752016445.6907
mrt,1977,79331825602.12558
mrt,1978,80655671160.40849
mrt,1979,84557983785.7935
mrt,1980,87599444418.02589
mrt,1981,89163007726.95468
mrt,1982,85863087715.8606
mrt,1983,89067111686.14969
mrt,1984,89788086156.3795
mrt,1985,88155736959.16161
mrt,1986,97929628336.1163
mrt,1987,102787402384.63499
mrt,1988,104246500104.95799
mrt,1989,111136499813.65401
mrt,1990,104895848348.532
mrt,1991,106820429100
mrt,1992,108779527700
mrt,1993,114843900000
mrt,1994,113122739500
mrt,1995,121741691600
mrt,1996,127904061400
mrt,1997,126394315900
mrt,1998,129373385900
mrt,1999,128896862300
mrt,2000,120722950100
mrt,2001,115755038900
mrt,2002,115052135800
mrt,2003,128961712900
mrt,2004,124183544600
mrt,2005,135006049300
mrt,2006,160371439900
mrt,2007,155839680600
mrt,2008,155268855000
mrt,2009,155924253000
mrt,2010,158638649900
mrt,2011,163984558500
mrt,2012,168789083800
mrt,2013,175886348700
mrt,2014,182838600000
mrt,2015,193119300000
mrt,2016,195762126200
mrt,2017,207161124000
mrt,2018,214973205900
mrt,2019,229195144400
mrt,2020,226909541400
mus,1976,48995869080.894
mus,1977,52407346149.05409
mus,1978,54501287246.0627
mus,1979,56489354865.5852
mus,1980,50795717275.9664
mus,1981,54042502347.7325
mus,1982,57159886616.4219
mus,1983,57405183567.1964
mus,1984,60131972548.0843
mus,1985,64256383466.3672
mus,1986,69960963047.33611
mus,1987,75836679914.29311
mus,1988,80492000839.23669
mus,1989,84253993068.3056
mus,1990,90303214893.2908
mus,1991,94216642426.492
mus,1992,100600473715.672
mus,1993,105564217663.17999
mus,1994,110471400324.96001
mus,1995,116282566358.63901
mus,1996,123462695646.89
mus,1997,130360016806.502
mus,1998,137953018890.57401
mus,1999,140904936145.72299
mus,2000,155242373227.98401
mus,2001,162387015225.19
mus,2002,164980247770.845
mus,2003,175258081577.45801
mus,2004,182808100072.37601
mus,2005,187854516999.02301
mus,2006,198551000000
mus,2007,209572922151.40399
mus,2008,220686808704.92999
mus,2009,228193949281.16296
mus,2010,238471330137.28
mus,2011,247739076352.57001
mus,2012,256737801518.12296
mus,2013,265521151170.01096
mus,2014,275093858751.36603
mus,2015,283689510184.953
mus,2016,293893114321.57001
mus,2017,304352591937.35797
mus,2018,315287537120.64899
mus,2019,325274624616.89093
mus,2020,277327237139.84894
mwi,1960,636595506110.12305
mwi,1961,684992724157.69397
mwi,1962,689269782783.01099
mwi,1963,680040817787.62695
mwi,1964,697373205381.41882
mwi,1965,788541005543.50403
mwi,1966,883310003533.94214
mwi,1967,944988671805.68701
mwi,1968,926530086986.79504
mwi,1969,974027110423.35693
mwi,1970,967724196148.43005
mwi,1971,1122145827419.04004
mwi,1972,1194404408810.37012
mwi,1973,1227719845812.8501
mwi,1974,1319337385976.04004
mwi,1975,1392271292437.66992
mwi,1976,1479161557568.59009
mwi,1977,1542866142190.30005
mwi,1978,1671400851991.28003
mwi,1979,1727451872197.45996
mwi,1980,1721148957922.54004
mwi,1981,1630656960156.31006
mwi,1982,1677253548939.53003
mwi,1983,1736230977630.40991
mwi,1984,1813216715412.40967
mwi,1985,1894029174931.73999
mwi,1986,1914738783844.23999
mwi,1987,1957733759093.6001
mwi,1988,2022113667865.90967
mwi,1989,2104276658424.38965
mwi,1990,2204673304480.39014
mwi,1991,2376653206413.83984
mwi,1992,2188465743302.62012
mwi,1993,2424150229839.00977
mwi,1994,2143219803256.05005
mwi,1995,2481618346883.39014
mwi,1996,2729255406059.6001
mwi,1997,2909036200878.35986
mwi,1998,2939901213615.37988
mwi,1999,3044008627076.12012
mwi,2000,3067613389377.93018
mwi,2001,2940413939842.64941
mwi,2002,2926629862172.91016
mwi,2003,3093612809777.18945
mwi,2004,3261302020702.99023
mwi,2005,3344459788125.49023
mwi,2006,3296694000000
mwi,2007,3674368000000
mwi,2008,4053069000000
mwi,2009,4390613000000
mwi,2010,4692427000000
mwi,2011,4923889000000
mwi,2012,5017443000000
mwi,2013,5288904000000
mwi,2014,5586419000000
mwi,2015,5742839000000
mwi,2016,5886410000000
mwi,2017,6126054000000
mwi,2018,6371180000000
mwi,2019,6754891000000
mwi,2020,6806918000000
mys,2015,1162242242000
mys,2016,1213312875000
mys,2017,1282692675000
mys,2018,1347220000000
mys,2019,1408070000000
mys,2020,1328556000000
nam,1980,42128930629.3004
nam,1981,42342007294.08009
nam,1982,42361993326.9985
nam,1983,41993334651.6762
nam,1984,41862715523.5282
nam,1985,42432891199.1599
nam,1986,43929252287.4944
nam,1987,45663792394.561
nam,1988,46357687852.5688
nam,1989,47066874942.5105
nam,1990,48109307702.1007
nam,1991,52232550200
nam,1992,55841631500
nam,1993,54650952900
nam,1994,55340720100
nam,1995,56984386400
nam,1996,58476461900
nam,1997,60434062200
nam,1998,62480749800
nam,1999,64445082200
nam,2000,66911539600
nam,2001,68221269900
nam,2002,70739738500
nam,2003,75367314700
nam,2004,83248868800
nam,2005,85107074800
nam,2006,91360546700
nam,2007,96313452300
nam,2008,98931501800
nam,2009,98618094900
nam,2010,105084667400
nam,2011,110418959700
nam,2012,115666405900
nam,2013,121582828500
nam,2014,129544340900
nam,2015,134566426400
nam,2016,134225986500
nam,2017,133449937400
nam,2018,134935816200
nam,2019,134624771500
nam,2020,125114188400
ner,2006,3293332448789.68018
ner,2007,3395339519436.50977
ner,2008,3653432092977.22021
ner,2009,3708482708870.50977
ner,2010,4030172535098.31055
ner,2011,4098892002355.14014
ner,2012,4630174727834.95996
ner,2013,4853317375784.25977
ner,2014,5164215386752.23047
ner,2015,5352267000000
ner,2016,5732918533200
ner,2017,6028317589500
ner,2018,6409752655700
ner,2019,6797582148600
ner,2020,7084777538800
nga,1981,19549562901350
nga,1982,18219268310189.19922
nga,1983,16228807097432.59961
nga,1984,16048307754896.59961
nga,1985,16997518267570.69922
nga,1986,17007774675011.69922
nga,1987,17552103471181.30078
nga,1988,18839550060535.80078
nga,1989,19201164604282.19922
nga,1990,21462733722425.60156
nga,1991,21539613830500
nga,1992,22537095776600
nga,1993,22078072136600
nga,1994,21676851417300
nga,1995,21660487072900
nga,1996,22568866725900
nga,1997,23231123125600
nga,1998,23829758426000
nga,1999,23967591419600
nga,2000,25169538790300
nga,2001,26658621292500
nga,2002,30745192057200
nga,2003,33004796339900
nga,2004,36057737775800
nga,2005,38378796060900
nga,2006,40703681383100
nga,2007,43385877081600
nga,2008,46320014944000
nga,2009,50042360648500
nga,2010,54612264176600
nga,2011,57511041765000
nga,2012,59929893044100
nga,2013,63218721730000
nga,2014,67152785835300
nga,2015,69023929943400
nga,2016,67931235926900
nga,2017,68490980336500
nga,2018,69799941948300
nga,2019,71387826674200
nga,2020,70014371847900
nic,1960,45574147118.441
nic,1961,47834936847.7394
nic,1962,51144815694.5439
nic,1963,55643056482.3894
nic,1964,60666924525.71829
nic,1965,65433791707.5722
nic,1966,68162642387.357
nic,1967,71071054198.5994
nic,1968,72551563902.2401
nic,1969,75903787317.5583
nic,1970,79053504045.79918
nic,1971,81209525596.83929
nic,1972,81763782422.9684
nic,1973,87305825692.5049
nic,1974,99353257313.30049
nic,1975,98053925195.4034
nic,1976,102825449638.58299
nic,1977,110661285191.33099
nic,1978,94118351669.88063
nic,1979,66978034513.4781
nic,1980,72327728686.61398
nic,1981,75875433058.10419
nic,1982,74320928817.77078
nic,1983,75892776519.15469
nic,1984,74249509917.19299
nic,1985,71316457192.5356
nic,1986,70447686481.16541
nic,1987,70522324178.519
nic,1988,61426801652.2659
nic,1989,61111989304.3412
nic,1990,60719944147.55689
nic,1991,61628966900
nic,1992,62290539100
nic,1993,61974956100
nic,1994,64279460600
nic,1995,67793306500
nic,1996,71575299000
nic,1997,74460104100
nic,1998,76875370400
nic,1999,82739075900
nic,2000,86802373100
nic,2001,90384357100
nic,2002,91462638900
nic,2003,94274891000
nic,2004,99943849800
nic,2005,103840272600
nic,2006,107589750565.58
nic,2007,112801210875.2
nic,2008,116805168016.42999
nic,2009,112863936900.87199
nic,2010,118190930068.894
nic,2011,125229296223.879
nic,2012,133063455858.686
nic,2013,139922740267.73999
nic,2014,146666098198.35699
nic,2015,153100827048.521
nic,2016,159969621353.728
nic,2017,167628565854.047
nic,2018,162942015744.276
nic,2019,156620730555.54999
nic,2020,153398061042.479
nld,1969,209462509500
nld,1970,222052694000
nld,1971,232233404000
nld,1972,240588985000
nld,1973,254032060000
nld,1974,264951759000
nld,1975,265129660000
nld,1976,276899365000
nld,1977,283339754000
nld,1978,290751108000
nld,1979,297198141000
nld,1980,301673766000
nld,1981,301009437000
nld,1982,297076843000
nld,1983,303194216000
nld,1984,313339988000
nld,1985,321471380000
nld,1986,328106058000
nld,1987,335472398000
nld,1988,346017645000
nld,1989,360412150000
nld,1990,374440767000
nld,1991,383678329000
nld,1992,389253858000
nld,1993,393848101000
nld,1994,404850254000
nld,1995,416848153000
nld,1996,430122153000
nld,1997,449278542000
nld,1998,470044101000
nld,1999,492393897000
nld,2000,514116714000
nld,2001,526221194000
nld,2002,527288532000
nld,2003,527937656000
nld,2004,538840236000
nld,2005,550014337000
nld,2006,568436796000
nld,2007,590337379000
nld,2008,605034243000
nld,2009,585049044000
nld,2010,593884438000
nld,2011,604997279000
nld,2012,600192017000
nld,2013,601773033000
nld,2014,610430271000
nld,2015,620835000000
nld,2016,633043000000
nld,2017,651595804000
nld,2018,666711515000
nld,2019,677658901000
nor,1970,743476000000
nor,1971,776823000000
nor,1972,814476000000
nor,1973,842343000000
nor,1974,889053000000
nor,1975,938636000000
nor,1976,999379000000
nor,1977,1034639000000
nor,1978,1081235000000
nor,1979,1126069000000
nor,1980,1185976000000
nor,1981,1200517000000
nor,1982,1206168000000
nor,1983,1253043000000
nor,1984,1339261000000
nor,1985,1403662000000
nor,1986,1452310000000
nor,1987,1491694000000
nor,1988,1505864000000
nor,1989,1536843000000
nor,1990,1565330000000
nor,1991,1618000000000
nor,1992,1676682000000
nor,1993,1720398000000
nor,1994,1811480000000
nor,1995,1882016000000
nor,1996,1968988000000
nor,1997,2072092000000
nor,1998,2119600000000
nor,1999,2160928000000
nor,2000,2231138000000
nor,2001,2272570000000
nor,2002,2298255000000
nor,2003,2317400000000
nor,2004,2403888000000
nor,2005,2463042000000
nor,2006,2510697000000
nor,2007,2573621000000
nor,2008,2591522000000
nor,2009,2543034000000
nor,2010,2553496000000
nor,2011,2571268000000
nor,2012,2638508000000
nor,2013,2664001000000
nor,2014,2716380000000
nor,2015,2768846000000
nor,2016,2794643000000
nor,2017,2857606000000
nor,2018,2895433000000
nor,2019,2928195000000
npl,1965,285932850023.60901
npl,1966,305786110436.71802
npl,1967,301197026963.89398
npl,1968,302956170440.62097
npl,1969,314833168904.90997
npl,1970,327529644862.61298
npl,1971,319717274147.81299
npl,1972,328065043367.39398
npl,1973,327376674106.34198
npl,1974,344760559257.76501
npl,1975,346738239003.88702
npl,1976,358997664726.49597
npl,1977,364766790427.14496
npl,1978,378042345330.05402
npl,1979,387635744594.28094
npl,1980,379430003839.716
npl,1981,409029611969.62701
npl,1982,426522765378.29498
npl,1983,413924637445.18298
npl,1984,455040657001.27698
npl,1985,480936246968.59698
npl,1986,503553882109.77502
npl,1987,511694057351.216
npl,1988,547391267025.15503
npl,1989,575780606272.26794
npl,1990,601507241576.40491
npl,1991,640179585855.89502
npl,1992,669414213364.69897
npl,1993,690406172551.36902
npl,1994,743672313298.68286
npl,1995,763383566324.9939
npl,1996,805865393141.23584
npl,1997,845025595475.11584
npl,1998,872953462920.49011
npl,1999,911403449645.71692
npl,2000,966885611355.23389
npl,2001,1013293669772.14001
npl,2002,1014921104287.29004
npl,2003,1053173168260.06006
npl,2004,1099631031565.22998
npl,2005,1135196848205.77002
npl,2006,1177524851333.18994
npl,2007,1209916680478.07007
npl,2008,1280036069098.36011
npl,2009,1330015955593.69995
npl,2010,1386650186529.73999
npl,2011,1439532004449.66992
npl,2012,1507171704947.19995
npl,2013,1553502387391.01001
npl,2014,1642710824823.06006
npl,2015,1700405258777.05005
npl,2016,1700448188100.06006
npl,2017,1846506033295.6001
npl,2018,1982653077741.62964
npl,2019,2109263060364.71997
npl,2020,2064599941825.02002
nru,2013,64401800
nru,2014,84564400
nru,2015,90596000
nzl,1977,90680080000
nzl,1978,91295534000
nzl,1979,93107722000
nzl,1980,93938893000
nzl,1981,97840307000
nzl,1982,98999214000
nzl,1983,102235846000
nzl,1984,107082223000
nzl,1985,109667045000
nzl,1987,116776857000
nzl,1988,116433510000
nzl,1989,116224179000
nzl,1990,116433510000
nzl,1991,115262806000
nzl,1992,116487781000
nzl,1993,123937310000
nzl,1994,129946996000
nzl,1995,136121710000
nzl,1996,140835537000
nzl,1997,143770603000
nzl,1998,144677704000
nzl,1999,152524852000
nzl,2000,157227603000
nzl,2001,162620371000
nzl,2002,169948068000
nzl,2003,177285733000
nzl,2004,184293341000
nzl,2005,190413784000
nzl,2006,195643739000
nzl,2007,201490612000
nzl,2008,199684162000
nzl,2009,199420560000
nzl,2010,202499610000
nzl,2011,207378465000
nzl,2012,211939446000
nzl,2013,217398669000
nzl,2014,225129522000
nzl,2015,232908000000
nzl,2016,241147228000
nzl,2017,248591220000
nzl,2018,256384097000
omn,2010,26448900000
omn,2011,27278600000
