geo,time,se_sec_tchr
geo,1981,69342
geo,1986,67412
geo,1991,82890
geo,1992,82858
geo,1993,72356
geo,1994,70699
geo,1995,65206
geo,1996,68980
geo,1997,57963
geo,1999,58927
geo,2000,59466
geo,2001,58956
geo,2002,47910
geo,2003,48965
geo,2008,40919
geo,2009,45147
geo,2013,39082
geo,2014,38865
geo,2015,38343
geo,2016,36886
geo,2017,37258
geo,2018,37018
geo,2019,39273
geo,2020,42749
gha,1974,21841
gha,1975,22759
gha,1976,25142
gha,1977,27054
gha,1978,29409
gha,1979,31812
gha,1980,31530
gha,1981,31636
gha,1982,32258
gha,1983,35045
gha,1984,36135
gha,1985,34871
gha,1986,37290
gha,1987,46452
gha,1988,53514
gha,1989,45429
gha,1990,45597
gha,1999,52208
gha,2000,55217
gha,2001,55549
gha,2002,59075
gha,2003,65976
gha,2004,67946
gha,2005,72879
gha,2006,83737
gha,2007,91487
gha,2008,99001
gha,2009,99154
gha,2010,112252
gha,2011,115086
gha,2012,124436
gha,2013,134438
gha,2014,143254
gha,2015,146847
gha,2016,147969
gha,2017,163123
gha,2018,167150
gha,2019,187914
gha,2020,207972
gib,1972,70
gib,1973,131
gib,1974,142
gib,1975,146
gib,1976,132
gib,1977,131
gib,1978,139
gib,1979,136
gib,1980,141
gib,1982,143
gib,1983,145
gib,1984,145
gib,1985,144
gib,1999,122
gib,2000,124
gib,2001,132
gib,2008,307
gib,2009,282
gib,2016,125
gib,2017,147
gib,2020,213
gin,1971,2785
gin,1979,3732
gin,1983,5109
gin,1985,5143
gin,1986,4642
gin,1991,5976
gin,1993,4719
gin,2003,9757
gin,2004,10828
gin,2005,12202
gin,2006,13477
gin,2008,15941
gin,2011,19322
gmb,1971,254
gmb,1972,279
gmb,1973,278
gmb,1974,311
gmb,1975,348
gmb,1976,347
gmb,1977,437
gmb,1978,436
gmb,1979,490
gmb,1980,537
gmb,1981,620
gmb,1983,774
gmb,1984,829
gmb,1985,914
gmb,1986,695
gmb,1987,658
gmb,1989,738
gmb,1991,756
gmb,1992,777
gmb,1993,1054
gmb,1994,1126
gmb,1995,1213
gmb,1996,1547
gmb,2013,4213
gmb,2014,4525
gmb,2015,5936
gmb,2017,6545
gmb,2018,7841
gmb,2019,8109
gnb,1971,233
gnb,1972,337
gnb,1976,213
gnb,1981,462
gnb,1982,465
gnb,1984,795
gnb,1987,764
gnb,2000,1717
gnb,2006,1480
gnq,1971,175
gnq,1976,165
gnq,1980,158
gnq,1994,588
gnq,1999,858
gnq,2000,894
gnq,2005,1327
grc,1971,20835
grc,1972,22412
grc,1973,24797
grc,1974,29095
grc,1975,31139
grc,1976,29062
grc,1977,32057
grc,1978,34025
grc,1979,36675
grc,1980,37999
grc,1981,39571
grc,1982,41023
grc,1983,41367
grc,1984,45714
grc,1985,48217
grc,1986,50388
grc,1987,51706
grc,1988,54173
grc,1989,55520
grc,1990,57975
grc,1991,60303
grc,1992,62798
grc,1993,71677
grc,1994,75270
grc,1995,66479
grc,1996,85474
grc,1997,70682
grc,1998,73087
grc,1999,74734
grc,2000,75689
grc,2001,78963
grc,2002,84305
grc,2003,83004
grc,2004,83848
grc,2005,86365
grc,2006,86024
grc,2007,86513
grc,2013,90072
grc,2014,80388
grc,2015,76473
grc,2016,78827
grc,2017,78015
grc,2018,78505
grc,2019,79864
grd,1971,161
grd,1972,198
grd,1977,377
grd,1978,403
grd,1979,423
grd,1980,383
grd,1983,264
grd,1984,321
grd,1985,313
grd,1987,304
grd,1988,317
grd,1993,377
grd,2003,740
grd,2004,680
grd,2006,596
grd,2007,642
grd,2008,664
grd,2009,694
grd,2010,744
grd,2013,719
grd,2014,776
grd,2015,784
grd,2016,773
grd,2017,749
grd,2018,713
gtm,1970,5473
gtm,1971,4497
gtm,1972,4629
gtm,1973,4888
gtm,1974,5753
gtm,1975,5994
gtm,1976,7747
gtm,1977,8275
gtm,1978,8604
gtm,1979,9025
gtm,1980,9613
gtm,1981,12630
gtm,1982,12941
gtm,1983,13550
gtm,1984,13871
gtm,1985,14629
gtm,1986,16608
gtm,1991,20717
gtm,1993,20942
gtm,1994,22499
gtm,1995,23807
gtm,1996,22624
gtm,1998,27196
gtm,1999,32831
gtm,2000,35910
gtm,2001,40029
gtm,2002,44435
gtm,2004,45400
gtm,2005,47904
gtm,2006,49935
gtm,2007,53630
gtm,2008,54498
gtm,2009,61472
gtm,2010,77400
gtm,2011,82250
gtm,2012,83418
gtm,2013,94102
gtm,2014,92039
gtm,2016,98419
gtm,2017,116080
gtm,2018,116952
gtm,2019,98165
gtm,2020,120474
gum,1971,495
gum,1972,560
gum,1973,570
gum,1974,580
gum,1975,590
gum,1976,595
gum,1977,620
gum,1978,545
gum,1979,670
gum,1980,695
gum,1981,680
gum,1982,680
gum,1983,679
gum,1984,720
gum,1985,758
gum,1986,794
gum,1987,800
gum,1988,810
gum,1989,880
guy,1974,2989
guy,1976,3429
guy,1984,3527
guy,1985,3506
guy,1991,1600
guy,1992,1912
guy,1993,1859
guy,1995,1570
guy,1996,2150
guy,2003,3942
guy,2005,3915
guy,2007,3265
guy,2008,3574
guy,2009,3559
guy,2010,3766
guy,2011,4148
guy,2012,4235
hkg,1971,10542
hkg,1972,11220
hkg,1973,11939
hkg,1974,12442
hkg,1975,13687
hkg,1976,15149
hkg,1977,13077
hkg,1978,14079
hkg,1979,15064
hkg,1980,15621
hkg,1981,15986
hkg,1982,16039
hkg,1983,16871
hkg,1984,17480
hkg,1985,18307
hkg,1986,18773
hkg,1987,19500
hkg,1988,20183
hkg,1996,23536
hkg,1999,24871
hkg,2000,25369
hkg,2001,26012
hkg,2002,26452
hkg,2003,26558
hkg,2004,27319
hkg,2005,27581
hkg,2006,28089
hkg,2007,29273
hkg,2008,29802
hkg,2009,30311
hkg,2010,30474
hkg,2011,30828
hkg,2012,32490
hkg,2013,30926
hkg,2014,30574
hkg,2015,30405
hkg,2016,30063
hkg,2017,31007
hkg,2018,31106
hkg,2019,31050
hkg,2020,31437
hnd,1975,3132
hnd,1980,4489
hnd,1982,5227
hnd,1983,5342
hnd,1984,6313
hnd,1986,6945
hnd,1991,8507
hnd,1993,10203
hnd,2004,16667
hnd,2015,39613
hnd,2016,44956
hnd,2017,39322
hnd,2019,47069
hnd,2020,25371
hrv,1996,29741
hrv,1997,31070
hrv,1998,32776
hrv,1999,33384
hrv,2000,34651
hrv,2001,35765
hrv,2002,36450
hrv,2003,36806
hrv,2005,39472
hrv,2006,41491
hrv,2007,42261
hrv,2008,43095
hrv,2009,47001
hrv,2010,47673
hrv,2011,47995
hrv,2012,48776
hrv,2013,49228
hrv,2014,46194
hrv,2015,51214
hrv,2016,51843
hrv,2018,52322
hrv,2019,52315
hti,1979,4253
hti,1980,4018
hti,1981,4392
hti,1983,5693
hti,1984,5619
hun,1994,111317
hun,1995,109902
hun,1997,104044
hun,1998,99550
hun,1999,100233
hun,2000,101781
hun,2001,94359
hun,2002,93283
hun,2003,93964
hun,2004,97775
hun,2005,96588
hun,2006,96250
hun,2007,95324
hun,2008,90423
hun,2009,88430
hun,2010,88749
hun,2011,88003
hun,2012,86098
hun,2013,84994
hun,2014,78674
hun,2015,80322
hun,2016,80741
hun,2019,77166
idn,1970,187776
idn,1971,193604
idn,1972,216732
idn,1973,220820
idn,1974,222002
idn,1976,238045
idn,1981,385186
idn,1982,403422
idn,1983,469631
idn,1985,567223
idn,1986,620857
idn,1988,764294
idn,1989,788929
idn,1990,870455
idn,1991,830808
idn,1992,806384
idn,1993,793558
idn,1994,806396
idn,1995,864587
idn,1996,917697
idn,1997,986896
idn,1998,963016
idn,1999,970257
idn,2000,1010196
idn,2001,1040081
idn,2002,1114798
idn,2003,1115098
idn,2004,1151624
idn,2005,1281677
idn,2006,1369424
idn,2007,1434874
idn,2008,1531383
idn,2009,1550054
idn,2010,1640533
idn,2011,1407035
idn,2012,1290585
idn,2013,1451842
idn,2014,1459756
idn,2016,1674317
idn,2017,1586484
idn,2018,1636970
ind,1971,964445
ind,1972,1022405
ind,1973,1074676
ind,1975,1133161
ind,1999,1995320
ind,2000,2112548
ind,2001,2164558
ind,2002,2357820
ind,2003,2507357
ind,2004,2586211
ind,2009,4022005
ind,2010,4251657
ind,2011,4387444
ind,2013,3878747
ind,2014,4073937
ind,2015,4092933
ind,2016,4638710
ind,2017,4731207
ind,2019,6103309
ind,2020,6583889
irl,1974,20760
irl,1975,20856
irl,1976,18913
irl,1977,19146
irl,1978,19260
irl,1979,19430
irl,1980,19705
irl,1981,19878
irl,1982,20402
irl,1983,21060
irl,1984,20501
irl,1985,20927
irl,1986,20611
irl,1987,20690
irl,1988,20475
irl,1989,20094
irl,1990,20123
irl,1991,20830
irl,1992,21371
irl,1993,22960
irl,1994,25617
irl,1995,26317
irl,1996,26523
irl,1997,27273
irn,1971,30886
irn,1972,44616
irn,1973,57391
irn,1974,60022
irn,1975,69414
irn,1976,81855
irn,1977,96395
irn,1983,188064
irn,1984,196541
irn,1985,206244
irn,1991,216273
irn,1992,218931
irn,1993,232758
irn,1994,249812
irn,1995,249307
irn,1997,280309
irn,2013,334369
irn,2014,330872
irn,2016,305644
irn,2017,299031
irq,1971,13276
irq,1972,14741
irq,1974,16182
irq,1975,18437
irq,1976,21454
irq,1977,21967
irq,1978,24255
irq,1979,29209
irq,1980,32687
irq,1981,33514
irq,1982,35825
irq,1983,38678
irq,1984,42374
irq,1985,40715
irq,1986,42998
irq,1987,48459
irq,1988,50054
irq,1989,53937
irq,1993,59117
irq,1996,62296
irq,1999,56130
irq,2000,62034
irq,2003,84090
irq,2004,90825
irq,2007,148363
isl,1971,2207
isl,1972,2318
isl,1975,2413
isl,1976,2387
isr,1975,23637
isr,1977,26842
isr,1978,27877
isr,1979,29593
isr,1980,30676
isr,1981,31650
isr,1982,31570
isr,1983,33361
isr,1984,35508
isr,1985,38446
isr,1986,37735
isr,1987,39010
isr,1988,41036
isr,1989,42359
isr,1990,43235
isr,1991,46473
isr,1992,48677
isr,1993,50605
isr,1994,53581
isr,1999,60503
isr,2000,61069
isr,2001,65973
isr,2002,67993
isr,2003,68241
isr,2004,68241
isr,2005,68079
isr,2006,67463
isr,2007,68058
isr,2008,69391
isr,2009,71062
ita,1971,332106
ita,1972,354975
ita,1973,317196
ita,1976,432867
ita,1977,462617
ita,1978,481698
ita,1979,493513
ita,1980,510759
ita,1981,519128
ita,1982,527302
ita,1983,532264
ita,1984,533977
ita,1985,547148
ita,1986,562196
ita,1987,572666
ita,1988,577740
ita,1989,582570
ita,1990,571607
ita,1991,589655
ita,1992,590692
ita,1993,579690
ita,1994,603830
ita,1995,504816
ita,1996,461776
ita,1998,436180
ita,1999,422090
ita,2000,421297
ita,2001,441168
ita,2002,440667
ita,2003,428177
ita,2004,417023
ita,2005,427646
ita,2006,426822
ita,2007,450757
ita,2013,403878
ita,2015,407866
ita,2016,456891
ita,2017,460896
ita,2018,460524
ita,2019,463918
jam,1975,7361
jam,1984,8193
jam,1985,7996
jam,1987,8330
jam,1988,9037
jam,1989,9061
jam,1990,9211
jam,1993,10931
jam,2000,12396
jam,2002,11801
jam,2003,11315
jam,2004,12828
jam,2007,13006
jam,2010,18222
jam,2011,15486
jam,2012,14256
jam,2013,14150
jam,2014,13575
jam,2015,13099
jam,2016,11974
jam,2017,13173
jam,2018,12011
jam,2019,12957
jam,2020,12957
jor,1971,4252
jor,1972,4919
jor,1973,5309
jor,1974,6088
jor,1975,6666
jor,1976,7768
jor,1977,8779
jor,1978,9962
jor,1979,11223
jor,1980,12153
jor,1981,12848
jor,1982,13539
jor,1983,14126
jor,1984,14443
jor,1985,17325
jor,1986,19174
jor,1987,19698
jor,1988,21729
jor,2002,32332
jor,2003,34294
jor,2014,51313
jor,2017,66809
jor,2018,64416
jor,2019,57817
jor,2020,66096
jpn,1971,477931
jpn,1972,475829
jpn,1973,482483
jpn,1974,486902
jpn,1975,503608
jpn,1976,511590
jpn,1977,519012
jpn,1978,528696
jpn,1979,537474
jpn,1980,541374
jpn,1981,554078
jpn,1982,553684
jpn,1983,578694
jpn,1984,589577
jpn,1985,603098
jpn,1986,619105
jpn,1987,632432
jpn,1988,641622
jpn,1989,647200
jpn,1990,651728
jpn,1991,658569
jpn,1992,663215
jpn,1994,695707
jpn,1995,702575
jpn,1998,635646
jpn,1999,629836
jpn,2000,628376
jpn,2001,622207
jpn,2002,619504
jpn,2003,615158
jpn,2004,612629
jpn,2005,610372
jpn,2006,609557
jpn,2007,607663
jpn,2008,607062
jpn,2009,609966
jpn,2010,613851
jpn,2011,617642
jpn,2012,624215
jpn,2014,631675
jpn,2015,634117
jpn,2016,638414
jpn,2017,637889
jpn,2018,637136
jpn,2019,634431
kaz,2015,223704
kaz,2016,252152
kaz,2017,268245
kaz,2018,264826
kaz,2019,251053
kaz,2020,244451
ken,2001,68089
ken,2002,70432
ken,2003,74839
ken,2004,92691
ken,2005,90728
ken,2006,91207
ken,2007,89838
ken,2008,93709
ken,2009,95816
ken,2012,93171
ken,2014,185361
ken,2015,198752
kgz,1992,48500
kgz,1993,48700
kgz,1994,46000
kgz,1995,44918
kgz,1996,42286
kgz,1999,48119
kgz,2000,49469
kgz,2001,50064
kgz,2002,51364
kgz,2003,52655
kgz,2004,53300
kgz,2005,53754
kgz,2006,53165
kgz,2007,52614
kgz,2008,52487
kgz,2009,47637
kgz,2010,48479
kgz,2011,47441
kgz,2012,52800
kgz,2013,53305
kgz,2014,52444
kgz,2015,59575
kgz,2016,66932
kgz,2017,63240
kgz,2018,63420
kgz,2019,59498
kgz,2020,59846
khm,1971,3937
khm,1998,18184
khm,1999,17971
khm,2000,19030
khm,2001,20286
khm,2002,21997
khm,2003,23749
khm,2006,27070
khm,2007,30258
kir,1970,76
kir,1971,76
kir,1972,82
kir,1973,82
kir,1974,92
kir,1977,102
kir,1978,123
kir,1979,132
kir,1980,154
kir,1981,131
kir,1982,131
kir,1983,130
kir,1984,146
kir,1985,160
kir,1986,171
kir,1987,174
kir,1988,182
kir,1989,236
kir,1990,247
kir,1991,236
kir,1992,237
kir,1994,222
kir,1995,265
kir,1996,260
kir,1998,219
kir,2001,449
kir,2002,562
kir,2003,572
kir,2004,622
kir,2005,677
kir,2006,635
kir,2007,653
kir,2008,664
kna,1984,289
kna,1985,235
kna,1986,275
kna,1988,273
kna,1989,288
kna,1992,294
kna,1993,322
kna,2000,330
kna,2001,376
kna,2002,423
kna,2003,417
kna,2004,421
kna,2005,397
kna,2007,447
kna,2008,417
kna,2009,441
kna,2010,465
kna,2011,468
kna,2012,448
kna,2013,386
kna,2014,515
kna,2015,519
kna,2016,527
kor,1971,52232
kor,1972,59454
kor,1973,65442
kor,1974,72059
kor,1975,77389
kor,1976,83811
kor,1977,88230
kor,1978,92103
kor,1979,101159
kor,1980,104796
kor,1981,109546
kor,1982,116559
kor,1983,121704
kor,1984,128967
kor,1985,134509
kor,1986,140942
kor,1987,146522
kor,1988,152595
kor,1989,158569
kor,1990,169772
kor,1991,180724
kor,1992,188860
kor,1993,192662
kor,1994,192703
kor,1995,188858
kor,1996,190667
kor,1997,192851
kor,1998,192459
kor,1999,188751
kor,2000,188327
kor,2001,189273
kor,2002,200805
kor,2003,206163
kor,2004,207878
kor,2005,209676
kor,2006,214228
kor,2007,216947
kor,2008,219288
kor,2009,221689
kor,2010,224503
kor,2011,239292
kor,2012,237375
kor,2013,238301
kor,2014,239996
kor,2015,235768
kor,2016,233461
kor,2017,231582
kor,2018,230340
kor,2019,228907
kwt,1971,5476
kwt,1972,6469
kwt,1973,7041
kwt,1974,7636
kwt,1975,8703
kwt,1976,9371
kwt,1977,11198
kwt,1978,12187
kwt,1979,12987
kwt,1980,14116
kwt,1981,15342
kwt,1982,16329
kwt,1983,17155
kwt,1984,16965
kwt,1985,18106
kwt,1986,18795
kwt,1987,19270
kwt,1988,20066
kwt,1989,21112
kwt,1990,21711
kwt,1992,15062
kwt,1993,16081
kwt,1994,17424
kwt,1995,18405
kwt,1996,19097
kwt,1997,19878
kwt,1998,21307
kwt,1999,22264
kwt,2000,22244
kwt,2001,23311
kwt,2004,25290
kwt,2007,26100
kwt,2008,27496
kwt,2009,31206
kwt,2015,39804
kwt,2016,42121
kwt,2017,43838
kwt,2018,45349
kwt,2019,46114
lao,1971,915
lao,1972,1041
lao,1973,1104
lao,1978,3085
lao,1979,3679
lao,1980,3705
lao,1981,4703
lao,1984,8419
lao,1985,8141
lao,1986,10146
lao,1988,11173
lao,1990,11720
lao,1992,10198
lao,1993,12838
lao,1994,12713
lao,1995,11635
lao,1996,11269
lao,1998,11437
lao,1999,11802
lao,2000,12402
lao,2001,12686
lao,2002,13296
lao,2003,13771
lao,2004,14257
lao,2005,15891
lao,2006,15987
lao,2007,17110
lao,2008,18117
lao,2009,18598
lao,2010,21498
lao,2011,24652
lao,2012,27686
lao,2013,31011
lao,2014,32757
lao,2015,34200
lao,2016,36260
lao,2017,37360
lao,2019,38576
lao,2020,37752
lbn,1981,24996
lbn,1999,42893
lbn,2001,44486
lbn,2002,47348
lbn,2003,46721
lbn,2004,43971
lbn,2005,41801
lbn,2006,41536
lbn,2007,41747
lbn,2008,42165
lbn,2009,42492
lbn,2010,42858
lbn,2011,42387
lbn,2013,47439
lbn,2014,47833
lbn,2016,50049
lbr,1970,1016
lbr,1976,1799
lbr,1999,6629
lbr,2014,14974
lbr,2015,12334
lbr,2017,17512
lby,1971,4343
lby,1972,4940
lby,1973,6379
lby,1974,8056
lby,1975,9862
lby,1976,11819
lby,1977,14691
lby,1978,15503
lby,1979,18775
lby,1980,21026
lby,1981,24323
lby,1983,30673
lca,1972,200
lca,1973,187
lca,1974,131
lca,1976,297
lca,1977,278
lca,1982,322
lca,1983,306
lca,1984,333
lca,1990,421
lca,1992,514
lca,1993,558
lca,1997,682
lca,1999,669
lca,2000,705
lca,2001,734
lca,2002,710
lca,2003,794
lca,2004,814
lca,2005,803
lca,2006,845
lca,2007,907
lca,2008,979
lca,2009,1002
lca,2010,1020
lca,2011,1019
lca,2012,1027
lca,2013,1154
lca,2014,1063
lca,2015,1126
lca,2016,1077
lca,2017,1070
lca,2018,1058
lca,2019,1046
lca,2020,1062
lie,2005,328
lie,2006,352
lie,2007,369
lie,2008,327
lie,2009,339
lie,2011,309
lie,2013,348
lie,2014,349
lie,2015,338
lie,2016,339
lie,2017,339
lie,2018,339
lie,2019,328
lka,1987,86970
lka,1988,87266
lka,1989,90851
lka,1990,108944
lka,1991,105742
lka,1992,108489
lka,1993,106141
lka,1994,105916
lka,1995,103572
lka,2011,149153
lka,2012,149886
lka,2016,150320
lka,2017,151803
lka,2018,155543
lso,1970,329
lso,1971,414
lso,1972,512
lso,1975,698
lso,1976,763
lso,1977,856
lso,1978,922
lso,1979,1116
lso,1980,1299
lso,1981,1427
lso,1982,1567
lso,1983,1750
lso,1984,1807
lso,1985,1897
lso,1986,1961
lso,1987,2074
lso,1988,2193
lso,1989,2351
lso,1991,2634
lso,1993,2580
lso,1994,2655
lso,1996,2878
lso,1997,3158
lso,1999,3310
lso,2000,3368
lso,2001,3455
lso,2002,3546
lso,2003,3636
lso,2004,3577
lso,2005,3495
lso,2006,3725
lso,2007,4006
lso,2008,4517
lso,2009,4962
lso,2010,5139
lso,2011,5282
lso,2012,5449
lso,2013,5405
lso,2014,5575
lso,2015,5571
lso,2016,5559
lso,2017,5386
ltu,1992,33836
ltu,1993,34269
ltu,1994,34679
ltu,1995,35957
ltu,1996,36185
ltu,1997,36932
ltu,2000,37654
ltu,2001,37654
ltu,2002,42594
ltu,2004,42030
ltu,2005,42763
ltu,2006,42303
ltu,2007,41681
ltu,2008,41142
ltu,2009,40048
ltu,2010,38800
ltu,2011,37981
ltu,2012,36649
ltu,2013,36330
ltu,2014,34339
ltu,2015,33365
ltu,2016,32633
ltu,2017,31075
ltu,2018,29860
ltu,2019,28893
lux,1971,1451
lux,1972,1522
lux,1973,1452
lux,1974,1611
lux,1978,1899
lux,1980,1916
lux,1981,1944
lux,1985,1850
lux,1986,1908
lux,1987,1955
lux,1988,1990
lux,1990,1922
lux,1997,2836
lux,1999,2792
lux,2000,3031
lux,2001,3125
lux,2002,3206
lux,2003,3279
lux,2004,3359
lux,2005,3493
lux,2006,3667
lux,2007,3755
lux,2008,3859
lux,2010,5007
lux,2011,5008
lux,2012,5613
lux,2013,5815
lux,2014,5140
lux,2015,4977.72998
lux,2016,5405
lux,2018,5485
lux,2019,5672
lva,1981,23831
lva,1986,25729
lva,1989,28675
lva,1990,28679
lva,1991,28793
lva,1992,28176
lva,1993,29443
lva,1994,28675
lva,1995,28429
lva,1996,28530
lva,1997,29852
lva,1998,25082
lva,1999,24849
lva,2000,24819
lva,2001,24386
lva,2002,24492
lva,2003,24767
lva,2004,24989
lva,2005,25124
lva,2006,25202
lva,2008,18575
lva,2009,18396
lva,2010,16375
lva,2011,16380
lva,2012,15798
lva,2013,15242
lva,2014,14800
lva,2015,14661
lva,2016,14369
lva,2017,14189
lva,2018,13986
lva,2019,13436
mac,1971,725
mac,1972,668
mac,1975,575
mac,1976,564
mac,1977,737
mac,1978,868
mac,1979,716
mac,1999,1389
mac,2000,1481
mac,2001,1621
mac,2002,1753
mac,2003,1791
mac,2004,2001
mac,2005,2077
mac,2006,2154
mac,2007,2210
mac,2008,2177
mac,2009,2294
mac,2010,2355
mac,2011,2523
mac,2012,2480
mac,2013,2587
mac,2014,2626
mac,2015,2629
mac,2016,2696
mac,2017,2710
mac,2018,2727
mac,2019,2684
mac,2020,2721
mar,1971,14680
mar,1972,15761
mar,1979,31203
mar,1980,33696
mar,1981,36526
mar,1982,42517
mar,1983,46619
mar,1984,53457
mar,1986,67733
mar,1987,71590
mar,1988,74991
mar,1989,79027
mar,1990,81359
mar,1991,79657
mar,1992,80255
mar,1993,81397
mar,1994,81897
mar,1995,83694
mar,1996,85865
mar,1997,84202
mar,1999,87932
mar,2000,90799
mar,2003,97146
mar,2004,100367
mar,2017,140474
mar,2018,147805
mar,2019,155188
mar,2020,149099
mco,1971,144
mco,1972,226
mco,1978,276
mco,1992,254
mco,1994,275
mco,1995,279
mco,1996,287
mco,1997,281
mco,1999,280
mco,2001,276
mco,2004,277
mco,2008,519
mco,2015,406
mco,2017,401
mco,2018,401
mco,2020,463
mda,1986,31857
mda,1990,35424
mda,1991,36299
mda,1992,36427
mda,1993,37888
mda,1994,38568
mda,1995,35216
mda,1996,33752
mda,1997,28615
mda,1999,32976
mda,2000,31240
mda,2001,30545
mda,2002,31307
mda,2003,31004
mda,2004,31335
mda,2005,30920
mda,2006,30771
mda,2007,30376
mda,2008,30195
mda,2009,29186
mda,2010,29299
mda,2011,29237
mda,2012,28662
mda,2013,27142
mda,2014,26213
mda,2015,24968
mda,2016,24599
mda,2017,22931
mda,2018,22942
mda,2019,21841
mda,2020,21374
mdg,1971,5709
mdg,1974,5171
mdg,1988,13388
mdg,1989,16176
mdg,1990,16112
mdg,2005,28818
mdg,2006,30686
mdg,2007,34130
mdg,2008,35343
mdg,2009,43539
mdg,2012,50842
mdg,2014,64622
mdg,2017,76549
mdg,2018,80227
mdg,2019,82444
mdv,1970,26
mdv,1971,26
mdv,1998,724
mdv,1999,874
mdv,2000,1310
mdv,2001,1884
mdv,2002,1691
mdv,2003,2088
mdv,2018,3665
mdv,2019,3932
mex,1971,109470
mex,1972,119683
mex,1975,139001
mex,1976,169781
mex,1977,200491
mex,1978,207917
mex,1981,268178
mex,1982,301939
mex,1983,316987
mex,1984,337914
mex,1985,357901
mex,1986,380774
mex,1987,388876
mex,1988,388145
mex,1989,397148
mex,1990,401224
mex,1991,402474
mex,1992,406998
mex,1993,412789
mex,1994,426157
mex,1995,448407
mex,1996,467686
mex,1997,485059
mex,1998,496795
mex,1999,519049
mex,2000,537386
mex,2001,554425
mex,2002,571377
mex,2003,594388
mex,2004,579714
mex,2005,593451
mex,2006,610387
mex,2007,620808
mex,2008,635518
mex,2009,650513
mex,2010,652140
mex,2011,669583
mex,2012,684249
mex,2013,683411
mex,2014,782545
mex,2015,813747
mex,2016,830578
mex,2017,827017
mex,2018,833944
mex,2019,866625
mhl,1999,276
mhl,2002,381
mhl,2003,387
mhl,2020,872
mkd,1998,7345
mkd,1999,13391
mkd,2000,13833
mkd,2001,13571
mkd,2002,13630
mkd,2003,14005
mkd,2004,14260
mkd,2005,14550
mkd,2006,14727
mkd,2007,15185
mkd,2008,15577
mkd,2009,16110
mkd,2010,16537
mkd,2011,17268
mkd,2012,17742
mkd,2013,17978
mkd,2014,17861
mkd,2015,17924
mkd,2016,18056
mkd,2017,18435
mkd,2018,18741
mli,1971,2242
mli,1978,3555
mli,1980,3880
mli,1991,5748
mli,1999,7663
mli,2000,8899
mli,2007,22263
mli,2008,25990
mli,2009,29308
mli,2011,33220
mli,2013,45778
mli,2014,50882
mli,2015,49262
mli,2016,52033
mli,2017,58364
mlt,1971,1662
mlt,1972,2381
mlt,1973,2174
mlt,1974,2285
mlt,1975,2435
mlt,1976,2498
mlt,1977,2467
mlt,1979,2291
mlt,1980,2229
mlt,1981,2141
mlt,1982,2180
mlt,1983,2253
mlt,1984,2032
mlt,1985,2176
mlt,1986,2315
mlt,1987,2360
mlt,1988,2452
mlt,1989,2509
mlt,1990,2604
mlt,1991,2688
mlt,1992,2673
mlt,1993,2710
mlt,1994,2989
mlt,1995,3135
mlt,1996,3038
mlt,1997,3076
mlt,1998,3173
mlt,1999,3253
mlt,2000,3371
mlt,2001,3476
mlt,2002,3450
mlt,2003,3662
mlt,2004,3567
mlt,2005,3499
mlt,2006,3392
mlt,2007,3551
mlt,2008,3550
mlt,2011,3876
mlt,2012,3728
mlt,2013,3826
mlt,2014,3841
mlt,2015,3775.65918
mlt,2016,3991
mlt,2017,4324.7998
mlt,2019,4370.50586
mmr,1971,24636
mmr,1972,26344
mmr,1973,26332
mmr,1975,24297
mmr,1976,24911
mmr,1977,25406
mmr,1978,27532
mmr,1979,29348
mmr,1980,32430
mmr,1981,31248
mmr,1982,33812
mmr,1983,35939
mmr,1984,39044
mmr,1985,42556
mmr,1986,55363
mmr,1987,63125
mmr,1988,77104
mmr,1989,81995
mmr,1990,91172
mmr,1991,99964
mmr,1992,101874
mmr,1993,104402
mmr,1994,104740
mmr,1995,106515
mmr,1999,68358
mmr,2000,71155
mmr,2001,74696
mmr,2002,76150
mmr,2003,73062
mmr,2004,77004
mmr,2005,78144
mmr,2006,79837
mmr,2007,81943
mmr,2008,82001
mmr,2009,82204
mmr,2010,83703
mmr,2014,100346
mmr,2016,155858
mmr,2017,150309
mmr,2018,153660
mne,2020,2043
mng,1972,4957
mng,1975,7423
mng,1976,7779
mng,1980,10215
mng,1981,10898
mng,1982,10742
mng,1986,13954
mng,1987,14237
mng,1988,15450
mng,1989,16052
mng,1990,16603
mng,1991,16529
mng,1992,15393
mng,1993,14118
mng,1994,13510
mng,1995,12938
mng,1996,12818
mng,1997,13171
mng,1998,11541
mng,1999,11007
mng,2000,11341
mng,2001,11910
mng,2002,12910
mng,2003,14536
mng,2004,14662
mng,2005,15141
mng,2006,16207
mng,2010,19043
mng,2014,20908
mng,2015,20875
mng,2016,21753
mng,2017,21709
mng,2018,21234
mng,2019,22144
moz,1971,2561
moz,1972,2550
moz,1973,2788
moz,1982,3388
moz,1983,3519
moz,1985,4688
moz,1986,4645
moz,1990,4657
moz,1991,5029
moz,1992,4739
moz,1993,4809
moz,1994,4997
moz,1995,5615
moz,2005,9509
moz,2006,10278
moz,2007,12064
moz,2008,13952
moz,2009,16053
moz,2010,19690
moz,2011,21553
moz,2012,22008
moz,2013,24317
moz,2014,25618
moz,2015,27040
moz,2016,31000
moz,2017,33281
mrt,1978,508
mrt,1979,627
mrt,1980,650
mrt,1987,1687
mrt,1988,1915
