geo,time,se_sec_tchr
vgb,1979,56
vgb,1981,55
vgb,1983,70
vgb,1984,100
vgb,1990,92
vgb,1991,95
vgb,1992,98
vgb,1994,115
vgb,1999,209
vgb,2000,148
vgb,2001,150
vgb,2002,166
vgb,2003,170
vgb,2004,184
vgb,2005,203
vgb,2006,203
vgb,2007,223
vgb,2009,223
vgb,2010,233
vgb,2011,239
vgb,2014,258
vgb,2015,251
vgb,2016,273
vgb,2017,259
vgb,2018,249
vgb,2019,268
vgb,2020,262
vir,1971,460
vir,1972,487
vir,1973,522
vir,1974,525
vir,1975,514
vir,1976,592
vir,1977,615
vir,1978,610
vir,1979,595
vir,1980,670
vir,1981,617
vir,1982,710
vir,1983,745
vir,1984,770
vir,1985,790
vir,1986,750
vir,1987,745
vir,1988,730
vir,1989,730
vir,1990,720
vir,1991,705
vir,1992,700
vir,1993,695
vir,1994,700
vir,1995,705
vir,1997,714
vnm,1976,115348
vnm,1977,127635
vnm,1990,203065
vnm,1998,236261
vut,1970,71
vut,1971,71
vut,1972,113
vut,1973,90
vut,1974,96
vut,1976,125
vut,1980,185
vut,1981,188
vut,1999,390
vut,2000,423
vut,2001,722
vut,2015,1000
vut,2020,14028
wsm,1970,460
wsm,1995,715
wsm,1996,665
wsm,1998,766
wsm,1999,1093
wsm,2000,1024
wsm,2001,1064
wsm,2002,1074
wsm,2007,1166
wsm,2009,1206
wsm,2010,1211
yem,1999,48045
zaf,1991,113215
zaf,1998,143804
zaf,1999,144949
zaf,2000,147612
zaf,2001,154960
zaf,2002,146643
zaf,2003,149046
zaf,2004,149375
zaf,2005,141562
zaf,2006,158544
zaf,2007,164990
zaf,2008,168556
zaf,2009,187162
zaf,2015,190022
zaf,2016,192359
zaf,2019,200877.01562
zmb,1977,4222
zmb,1978,4172
zmb,1979,4400
zmb,1980,4882
zmb,1981,5161
zmb,1986,6871
zmb,1988,6703
zwe,1973,3221
zwe,1974,3383
zwe,1976,3801
zwe,1977,3792
zwe,1978,3736
zwe,1979,3580
zwe,1980,3782
zwe,1981,6148
zwe,1982,8549
zwe,1983,10440
zwe,1986,19507
zwe,1987,21981
zwe,1988,23598
zwe,1989,24547
zwe,1991,25225
zwe,1992,23233
zwe,1993,21403
zwe,1994,25702
zwe,1995,27458
zwe,1996,28254
zwe,1997,29074
zwe,1999,30572
zwe,2000,34163
zwe,2001,35416
zwe,2002,31957
zwe,2003,33964
zwe,2012,41759
zwe,2013,42585
