geo,time,tm_uvi_mrch_xd_wd
atg,2015,182.00134
atg,2016,172.63898
atg,2017,180.53313
atg,2018,192.89601
atg,2019,188.06224
atg,2020,188.4398
aus,2000,100
aus,2001,94.36487
aus,2002,94.49796
aus,2003,103.83527
aus,2004,111.24372
aus,2005,116.74266
aus,2006,119.83717
aus,2007,127.78359
aus,2008,139.8245
aus,2009,129.88336
aus,2010,144.65209
aus,2011,163.49005
aus,2012,166.60658
aus,2013,158.91018
aus,2014,153.16056
aus,2015,128.97617
aus,2016,123.43965
aus,2017,127.63668
aus,2018,132.59433
aus,2019,126.60877
aus,2020,120.80289
aut,2000,100
aut,2001,99.2781
aut,2002,103.91576
aut,2003,123.94216
aut,2004,139.52635
aut,2005,146.91041
aut,2006,155.51197
aut,2007,174.17725
aut,2008,197.87922
aut,2009,179.26771
aut,2010,178.59902
aut,2011,202.27344
aut,2012,192.68905
aut,2013,198.51373
aut,2014,198.46377
aut,2015,167.95098
aut,2016,168.91809
aut,2017,180.22901
aut,2018,196.69656
aut,2019,188.91772
aut,2020,192.18929
aze,2000,100
aze,2001,101.76342
aze,2002,98.24737
aze,2003,106.07663
aze,2004,115.52944
aze,2005,126.43947
aze,2006,137.4525
aze,2007,147.9409
aze,2008,161.42457
aze,2009,158.42104
aze,2010,163.79435
aze,2011,180.33622
aze,2012,176.9534
aze,2013,171.48266
aze,2014,168.71967
aze,2015,155.58068
aze,2016,150.04721
aze,2017,154.7994
aze,2018,163.09995
aze,2019,163.0245
aze,2020,165.99292
bdi,1980,304
bdi,1981,302
bdi,1982,297
bdi,1983,272
bdi,1984,229
bdi,1985,248
bdi,1986,265
bdi,1987,306
bdi,1988,313
bdi,1989,320
bdi,1990,343
bdi,1991,327
bdi,1992,292
bdi,1993,245
bdi,1994,241
bdi,1995,269
bdi,1996,227
bdi,1997,241
bdi,1998,170
bdi,1999,113
bdi,2000,100
bdi,2001,97.43127
bdi,2002,97.38673
bdi,2003,105.154
bdi,2004,114.35882
bdi,2005,122.4236
bdi,2006,129.31247
bdi,2007,141.09248
bdi,2008,154.36083
bdi,2009,145.94028
bdi,2010,149.63896
bdi,2011,176.63137
bdi,2012,175.8281
bdi,2013,171.71673
bdi,2014,168.61462
bdi,2015,148.77007
bdi,2016,141.84472
bdi,2017,147.09248
bdi,2018,157.63853
bdi,2019,154.13875
bdi,2020,153.66525
bel,2000,100
bel,2001,98.39629
bel,2002,102.19178
bel,2003,120.85617
bel,2004,136.40088
bel,2005,146.00596
bel,2006,154.12767
bel,2007,170.19389
bel,2008,195.39093
bel,2009,169.71136
bel,2010,174.85308
bel,2011,200.16633
bel,2012,191.39424
bel,2013,195.83599
bel,2014,192.47922
bel,2015,158.1716
bel,2016,151.69584
bel,2017,164.36831
bel,2018,179.9925
bel,2019,170.24204
bel,2020,168.87764
ben,1980,66
ben,1981,65
ben,1982,76
ben,1983,70
ben,1984,66
ben,1985,66
ben,1986,86
ben,1987,104
ben,1988,109
ben,1989,101
ben,1990,100
ben,1991,104
ben,1992,81
ben,1993,102
ben,1994,113
ben,1995,121
ben,1996,120
ben,1997,111
ben,1998,115
ben,1999,112
ben,2000,100
ben,2001,97.27413
ben,2002,95.07078
ben,2003,103.32813
ben,2004,112.9972
ben,2005,121.04761
ben,2006,126.28979
ben,2007,137.10412
ben,2008,166.95685
ben,2009,149.46719
ben,2010,166.39282
ben,2011,200.56512
ben,2012,196.32588
ben,2013,190.26612
ben,2014,185.58938
ben,2015,168.42999
ben,2016,167.14276
ben,2017,172.6175
ben,2018,181.64042
ben,2019,177.23033
ben,2020,186.77481
bfa,1980,117
bfa,1981,101
bfa,1982,102
bfa,1983,100
bfa,1984,95
bfa,1985,94
bfa,1986,87
bfa,1987,103
bfa,1988,110
bfa,1989,112
bfa,1990,117
bfa,1991,113
bfa,1992,77
bfa,1993,80
bfa,1994,101
bfa,1995,113
bfa,1996,115
bfa,1997,106
bfa,1998,98
bfa,1999,97
bfa,2000,100
bfa,2001,96.65281
bfa,2002,95.34446
bfa,2003,101.74543
bfa,2004,111.19212
bfa,2005,123.15654
bfa,2006,130.7256
bfa,2007,142.74759
bfa,2008,168.26916
bfa,2009,149.90125
bfa,2010,160.38014
bfa,2011,184.63062
bfa,2012,181.64664
bfa,2013,179.08976
bfa,2014,176.22759
bfa,2015,152.07213
bfa,2016,145.59745
bfa,2017,152.8376
bfa,2018,165.66669
bfa,2019,161.66019
bfa,2020,157.12244
bgd,1980,60
bgd,1981,58
bgd,1982,53
bgd,1983,54
bgd,1984,53
bgd,1985,53
bgd,1986,55
bgd,1987,59
bgd,1988,63
bgd,1989,65
bgd,1990,69
bgd,1991,67
bgd,1992,68
bgd,1993,66
bgd,1994,70
bgd,1995,76
bgd,1996,82
bgd,1997,84
bgd,1998,87
bgd,1999,92
bgd,2000,100
bgd,2001,95.22466
bgd,2002,95.6051
bgd,2003,106.2378
bgd,2004,114.88634
bgd,2005,123.13864
bgd,2006,131.00764
bgd,2007,147.81047
bgd,2008,176.81971
bgd,2009,158.07663
bgd,2010,177.81058
bgd,2011,210.16126
bgd,2012,197.73976
bgd,2013,192.98541
bgd,2014,191.50914
bgd,2015,167.98878
bgd,2016,165.37423
bgd,2017,173.33376
bgd,2018,182.68834
bgd,2019,177.37427
bgd,2020,180.06714
bgr,2000,100
bgr,2001,97.30703
bgr,2002,99.43951
bgr,2003,116.32127
bgr,2004,145.14459
bgr,2005,153.13269
bgr,2006,164.68067
bgr,2007,188.23772
bgr,2008,213.4248
bgr,2009,179.63103
bgr,2010,187.76503
bgr,2011,219.2437
bgr,2012,208.77143
bgr,2013,209.00636
bgr,2014,203.04437
bgr,2015,160.86397
bgr,2016,154.69139
bgr,2017,170.14089
bgr,2018,185.94152
bgr,2019,177.19937
bgr,2020,172.49783
bhr,2000,100
bhr,2001,98.57027
bhr,2002,97.74738
bhr,2003,102.96937
bhr,2004,110.6035
bhr,2005,117.53113
bhr,2006,124.59112
bhr,2007,134.52677
bhr,2008,147.90488
bhr,2009,143.25379
bhr,2010,155.61985
bhr,2011,182.90277
bhr,2012,179.82028
bhr,2013,174.91845
bhr,2014,168.84736
bhr,2015,144.48639
bhr,2016,139.1659
bhr,2017,149.41713
bhr,2018,162.63117
bhr,2019,162.13923
bhr,2020,156.08836
bhs,2000,100
bhs,2001,94.71497
bhs,2002,94.18687
bhs,2003,98.06906
bhs,2004,107.15946
bhs,2005,122.12046
bhs,2006,135.48421
bhs,2007,148.04865
bhs,2008,177.05764
bhs,2009,159.78784
bhs,2010,180.11456
bhs,2011,216.39315
bhs,2012,220.41679
bhs,2013,206.79288
bhs,2014,202.61309
bhs,2015,174.76763
bhs,2016,162.74855
bhs,2017,174.54513
bhs,2018,186.31685
bhs,2019,181.9875
bhs,2020,174.21053
bih,2000,100
bih,2001,98.48596
bih,2002,96.98664
bih,2003,104.12387
bih,2004,114.23579
bih,2005,124.05917
bih,2006,132.60654
bih,2007,144.13007
bih,2008,163.06068
bih,2009,149.45291
bih,2010,160.02188
bih,2011,184.06032
bih,2012,181.60623
bih,2013,178.50641
bih,2014,176.62132
bih,2015,156.01762
bih,2016,150.04954
bih,2017,156.84179
bih,2018,166.9079
bih,2019,163.81283
bih,2020,161.76794
blr,2000,100
blr,2001,96.77416
blr,2002,94.8403
blr,2003,105.13403
blr,2004,120.70406
blr,2005,143.10534
blr,2006,157.27277
blr,2007,188.41278
blr,2008,226.28375
blr,2009,187.81551
blr,2010,212.41934
blr,2011,240.45869
blr,2012,222.90521
blr,2013,222.6823
blr,2014,210.43478
blr,2015,177.60695
blr,2016,166.0625
blr,2017,181.50631
blr,2018,194.03025
blr,2019,190.34367
blr,2020,173.78377
blz,2000,100
blz,2001,97.3941
blz,2002,96.63381
blz,2003,104.77571
blz,2004,115.98508
blz,2005,131.42969
blz,2006,139.40882
blz,2007,151.26403
blz,2008,174.58658
blz,2009,148.4118
blz,2010,159.03731
blz,2011,186.65231
blz,2012,186.56921
blz,2013,182.18719
blz,2014,181.1326
blz,2015,162.0805
blz,2016,155.54215
blz,2017,162.61364
blz,2018,174.42955
blz,2019,171.8523
blz,2020,168.68718
bmu,2000,100
bmu,2001,95.2207
bmu,2002,96.41698
bmu,2003,105.32033
bmu,2004,108.46977
bmu,2005,108.28707
bmu,2006,118.0272
bmu,2007,130.90365
bmu,2008,155.56623
bmu,2009,160.00202
bmu,2010,177.11031
bmu,2011,191.96939
bmu,2012,195.52457
bmu,2013,162.50245
bmu,2014,161.45581
bmu,2015,158.08
bmu,2016,149.48912
bmu,2017,151.55386
bmu,2018,155.81845
bmu,2019,151.73743
bmu,2020,149.43453
bol,1980,80
bol,1981,87
bol,1982,80
bol,1983,88
bol,1984,82
bol,1985,77
bol,1986,76
bol,1987,77
bol,1988,83
bol,1989,91
bol,1990,99
bol,1991,92
bol,1992,96
bol,1993,100
bol,1994,103
bol,1995,113
bol,1996,111
bol,1997,106
bol,1998,102
bol,1999,98
bol,2000,100
bol,2001,98.61465
bol,2002,98.9457
bol,2003,100.11386
bol,2004,109.20822
bol,2005,126.99209
bol,2006,134.66829
bol,2007,136.40215
bol,2008,160.1408
bol,2009,140.86977
bol,2010,154.6598
bol,2011,164.12362
bol,2012,192.93442
bol,2013,211.81565
bol,2014,220.39347
bol,2015,226.18753
bol,2016,232.39826
bol,2017,242.88612
bol,2018,260.29412
bol,2019,266.42062
bol,2020,264.77493
bra,1980,157
bra,1981,176
bra,1982,171
bra,1983,163
bra,1984,156
bra,1985,145
bra,1986,124
bra,1987,141
bra,1988,121
bra,1989,136
bra,1990,149
bra,1991,128
bra,1992,122
bra,1993,110
bra,1994,105
bra,1995,106
bra,1996,108
bra,1997,104
bra,1998,98
bra,1999,95
bra,2000,100
bra,2001,96.69291
bra,2002,93.54331
bra,2003,99.05512
bra,2004,109.6063
bra,2005,121.88976
bra,2006,130.23622
bra,2007,138.89764
bra,2008,169.29134
bra,2009,151.1811
bra,2010,156.53543
bra,2011,179.68504
bra,2012,180.47244
bra,2013,179.68504
bra,2014,176.22047
bra,2015,155.43307
bra,2016,141.5748
bra,2017,147.71654
bra,2018,157.48031
bra,2019,151.33858
bra,2020,140.31496
brb,2000,100
brb,2001,98.52622
brb,2002,97.21109
brb,2003,103.63218
brb,2004,111.3023
brb,2005,124.59419
brb,2006,134.37337
brb,2007,144.94227
brb,2008,166.43986
brb,2009,153.75352
brb,2010,177.88172
brb,2011,224.72235
brb,2012,204.25756
brb,2013,200.99469
brb,2014,197.78752
brb,2015,171.25781
brb,2016,163.86915
brb,2017,172.08926
brb,2018,186.17442
brb,2019,181.43597
brb,2020,173.81132
brn,2000,100
brn,2001,98.7544
brn,2002,98.27779
brn,2003,102.65902
brn,2004,110.06969
brn,2005,113.15786
brn,2006,117.90168
brn,2007,126.93869
brn,2008,138.89621
brn,2009,135.50192
brn,2010,139.70554
brn,2011,155.86619
brn,2012,156.30384
brn,2013,154.61447
brn,2014,153.27513
brn,2015,141.38843
brn,2016,135.04132
brn,2017,139.3003
brn,2018,146.80313
brn,2019,143.21249
brn,2020,140.33946
btn,2000,100
btn,2001,97.63704
btn,2002,98.65556
btn,2003,104.28451
btn,2004,110.80535
btn,2005,120.52192
btn,2006,133.18704
btn,2007,149.48613
btn,2008,176.26639
btn,2009,159.10828
btn,2010,168.8422
btn,2011,193.14953
btn,2012,188.5957
btn,2013,183.82853
btn,2014,181.30245
btn,2015,158.94702
btn,2016,151.97243
btn,2017,162.87568
btn,2018,174.23443
btn,2019,170.36504
btn,2020,167.666
bwa,1980,97
bwa,1981,101
bwa,1982,93
bwa,1983,97
bwa,1984,86
bwa,1985,64
bwa,1986,75
bwa,1987,92
bwa,1988,89
bwa,1989,89
bwa,1990,107
bwa,1991,110
bwa,1992,120
bwa,1993,117
bwa,1994,115
bwa,1995,122
bwa,1996,112
bwa,1997,110
bwa,1998,101
bwa,1999,102
bwa,2000,100
bwa,2001,98.72845
bwa,2002,97.61374
bwa,2003,102.97542
bwa,2004,111.88486
bwa,2005,122.0218
bwa,2006,131.41588
bwa,2007,141.83528
bwa,2008,157.33986
bwa,2009,144.29178
bwa,2010,153.45265
bwa,2011,176.58558
bwa,2012,177.12898
bwa,2013,174.1102
bwa,2014,173.21341
bwa,2015,153.76571
bwa,2016,148.32921
bwa,2017,151.63892
bwa,2018,158.90735
bwa,2019,156.92376
bwa,2020,151.42937
caf,1980,132
caf,1981,111
caf,1982,127
caf,1983,123
caf,1984,111
caf,1985,133
caf,1986,156
caf,1987,158
caf,1988,141
caf,1989,142
caf,1990,184
caf,1991,132
caf,1992,135
caf,1993,130
caf,1994,106
caf,1995,128
caf,1996,130
caf,1997,110
caf,1998,114
caf,1999,112
caf,2000,100
caf,2001,98.70014
caf,2002,98.75741
caf,2003,104.19912
caf,2004,110.47097
caf,2005,123.09444
caf,2006,130.10531
caf,2007,141.31798
caf,2008,162.55447
caf,2009,152.08417
caf,2010,169.80291
caf,2011,211.98388
caf,2012,209.96461
caf,2013,206.75827
caf,2014,203.74958
caf,2015,188.04508
caf,2016,184.68564
caf,2017,188.79473
caf,2018,198.47302
caf,2019,196.513
caf,2020,200.4693
can,2000,100
can,2001,97.1146
can,2002,96.03546
can,2003,99.93243
can,2004,105.13589
can,2005,111.7606
can,2006,118.29147
can,2007,121.34307
can,2008,130.53199
can,2009,121.63358
can,2010,128.766
can,2011,139.26833
can,2012,139.00681
can,2013,134.84311
can,2014,131.87755
can,2015,119.18949
can,2016,114.31522
can,2017,116.92254
can,2018,120.5445
can,2019,118.53304
can,2020,116.59924
che,2000,100
che,2001,99.5
che,2002,104.5745
che,2003,121.30642
che,2004,135.01405
che,2005,141.89976
che,2006,148.28525
che,2007,161.33435
che,2008,179.24247
che,2009,169.76054
che,2010,175.87192
che,2011,202.25271
che,2012,194.80172
che,2013,200.0224
che,2014,204.79894
che,2015,181.89832
che,2016,182.6532
chl,1980,60
chl,1981,62
chl,1982,54
chl,1983,49
chl,1984,49
chl,1985,49
chl,1986,56
chl,1987,67
chl,1988,78
chl,1989,99
chl,1990,102
chl,1991,100
chl,1992,98
chl,1993,96
chl,1994,96
chl,1995,104
chl,1996,105
chl,1997,100
chl,1998,94
chl,1999,91
chl,2000,100
chl,2001,94.80042
chl,2002,90.43656
chl,2003,92.85056
chl,2004,99.35005
chl,2005,107.88496
chl,2006,113.21905
chl,2007,118.55343
chl,2008,133.35594
chl,2009,113.93657
chl,2010,119.65151
chl,2011,129.32307
chl,2012,130.43726
chl,2013,127.56021
chl,2014,125.25624
chl,2015,107.87802
chl,2016,101.56499
chl,2017,106.35312
chl,2018,112.20005
chl,2019,107.68725
chl,2020,101.74273
chn,1980,86
chn,1981,84
chn,1982,81
chn,1983,87
chn,1984,88
chn,1985,94
chn,1986,94
chn,1987,91
chn,1988,97
chn,1989,92
chn,1990,95
chn,1991,97
chn,1992,97
chn,1993,96
chn,1994,98
chn,1995,103
chn,1996,101
chn,1997,98
chn,1998,94
chn,1999,97
chn,2000,100
chn,2001,99.9
chn,2002,102.2976
chn,2003,103.52517
chn,2004,115.63762
chn,2005,121.88205
chn,2006,125.53851
chn,2007,133.3219
chn,2008,152.12028
chn,2009,131.27981
chn,2010,149.39642
chn,2011,171.50709
chn,2012,172.70764
chn,2013,169.77161
chn,2014,165.54767
chn,2015,144.86083
chn,2016,132.08036
chn,2017,140.80288
chn,2018,153.25
chn,2019,149.099
chn,2020,141.27609
civ,1980,71
civ,1981,62
civ,1982,58
civ,1983,53
civ,1984,49
civ,1985,48
civ,1986,52
civ,1987,60
civ,1988,62
civ,1989,63
civ,1990,72
civ,1991,66
civ,1992,72
civ,1993,124
civ,1994,83
civ,1995,100
civ,1996,108
civ,1997,98
civ,1998,102
civ,1999,99
civ,2000,100
civ,2001,94.4211
civ,2002,94.89389
civ,2003,101.55609
civ,2004,114.26076
civ,2005,130.5244
civ,2006,142.59384
civ,2007,155.6469
civ,2008,193.72064
civ,2009,167.01996
civ,2010,182.9392
civ,2011,214.89218
civ,2012,214.49625
civ,2013,200.13035
civ,2014,194.93565
civ,2015,168.43498
civ,2016,160.54693
civ,2017,169.03872
civ,2018,184.86212
civ,2019,179.63776
civ,2020,176.63008
cmr,1980,192
cmr,1981,175
cmr,1982,179
cmr,1983,175
cmr,1984,153
cmr,1985,136
cmr,1986,102
cmr,1987,116
cmr,1988,124
cmr,1989,146
cmr,1990,128
cmr,1991,116
cmr,1992,166
cmr,1993,150
cmr,1994,118
cmr,1995,125
cmr,1996,124
cmr,1997,116
cmr,1998,109
cmr,1999,111
cmr,2000,100
cmr,2001,97.02438
cmr,2002,97.70348
cmr,2003,104.73549
cmr,2004,116.17342
cmr,2005,134.38746
cmr,2006,148.44803
cmr,2007,161.88732
cmr,2008,188.44328
cmr,2009,171.87688
cmr,2010,187.6826
cmr,2011,210.75538
cmr,2012,209.38953
cmr,2013,203.89524
cmr,2014,198.33518
cmr,2015,171.78421
cmr,2016,164.63591
cmr,2017,171.4475
cmr,2018,183.95369
cmr,2019,180.62664
cmr,2020,181.83739
cod,1980,422
cod,1981,371
cod,1982,395
cod,1983,305
cod,1984,221
cod,1985,184
cod,1986,197
cod,1987,182
cod,1988,178
cod,1989,162
cod,1990,261
cod,1991,225
cod,1992,239
cod,1993,250
cod,1994,397
cod,1995,336
cod,1996,465
cod,1997,315
cod,1998,421
cod,1999,107
cod,2000,100
cod,2001,97.49471
cod,2002,96.0058
cod,2003,103.48895
cod,2004,112.89938
cod,2005,122.47858
cod,2006,131.57518
cod,2007,147.58608
cod,2008,167.20744
cod,2009,156.05797
cod,2010,168.06666
cod,2011,194.97155
cod,2012,192.04194
cod,2013,190.0112
cod,2014,186.84242
cod,2015,168.9913
cod,2016,163.64631
cod,2017,167.26607
cod,2018,177.24936
cod,2019,174.4676
cod,2020,176.4475
cog,1980,95
cog,1981,95
cog,1982,64
cog,1983,60
cog,1984,57
cog,1985,68
cog,1986,72
cog,1987,84
cog,1988,84
cog,1989,80
cog,1990,117
cog,1991,115
cog,1992,118
cog,1993,77
cog,1994,112
cog,1995,123
cog,1996,120
cog,1997,110
cog,1998,125
cog,1999,104
cog,2000,100
cog,2001,99.28766
cog,2002,98.87982
cog,2003,104.91231
cog,2004,112.72692
cog,2005,117.64557
cog,2006,123.29024
cog,2007,136.03274
cog,2008,156.1921
cog,2009,162.97192
cog,2010,176.2769
cog,2011,188.99388
cog,2012,192.68917
cog,2013,165.01691
cog,2014,164.14138
cog,2015,156.6245
cog,2016,147.46779
cog,2017,150.35528
cog,2018,154.35892
cog,2019,150.75077
cog,2020,154.23368
col,1980,75
col,1981,78
col,1982,81
col,1983,76
col,1984,72
col,1985,76
col,1986,72
col,1987,80
col,1988,88
col,1989,93
col,1990,96
col,1991,91
col,1992,95
col,1993,93
col,1994,98
col,1995,106
col,1996,108
col,1997,109
col,1998,103
col,1999,99
col,2000,100
col,2001,92.7546
col,2002,89.55864
col,2003,89.77871
col,2004,92.21194
col,2005,95.46371
col,2006,101.21877
col,2007,108.29268
col,2008,124.55525
col,2009,114.98396
col,2010,116.77595
col,2011,128.53084
col,2012,130.97658
col,2013,130.79597
col,2014,127.66764
col,2015,110.46643
col,2016,97.57721
col,2017,98.89563
col,2018,104.2297
col,2019,98.66747
col,2020,93.84293
com,1980,125
com,1981,107
com,1982,99
com,1983,99
com,1984,91
com,1985,95
com,1986,119
com,1987,147
com,1988,152
com,1989,146
com,1990,178
com,1991,176
com,1992,182
com,1993,172
com,1994,176
com,1995,159
com,1996,156
com,1997,133
com,1998,123
com,1999,119
com,2000,100
com,2001,97.54891
com,2002,97.15864
com,2003,101.71957
com,2004,110.72258
com,2005,116.66777
com,2006,122.30568
com,2007,131.53159
com,2008,156.38369
com,2009,147.01485
com,2010,152.79906
com,2011,171.82591
com,2012,170.106
com,2013,165.72208
com,2014,163.39504
com,2015,150.75001
com,2016,146.32309
com,2017,149.59519
com,2018,155.22369
com,2019,153.09449
com,2020,156.044
cpv,1980,78
cpv,1981,72
cpv,1982,70
cpv,1983,62
cpv,1984,58
cpv,1985,56
cpv,1986,74
cpv,1987,88
cpv,1988,93
cpv,1989,89
cpv,1990,102
cpv,1991,104
cpv,1992,113
cpv,1993,107
cpv,1994,113
cpv,1995,126
cpv,1996,124
cpv,1997,119
cpv,1998,118
cpv,1999,117
cpv,2000,100
cpv,2001,98.81654
cpv,2002,98.09825
cpv,2003,106.20112
cpv,2004,116.09203
cpv,2005,125.70473
cpv,2006,137.03014
cpv,2007,152.23251
cpv,2008,170.37375
cpv,2009,153.34175
cpv,2010,164.60149
cpv,2011,192.71758
cpv,2012,191.11714
cpv,2013,189.64931
cpv,2014,186.61613
cpv,2015,162.82884
cpv,2016,155.93216
cpv,2017,162.06183
cpv,2018,170.02266
cpv,2019,167.98159
cpv,2020,168.07466
cri,1980,102
cri,1981,113
cri,1982,108
cri,1983,106
cri,1984,100
cri,1985,100
cri,1986,88
cri,1987,94
cri,1988,98
cri,1989,103
cri,1990,108
cri,1991,108
cri,1992,107
cri,1993,107
cri,1994,101
cri,1995,109
cri,1996,109
cri,1997,106
cri,1998,101
cri,1999,98
cri,2000,100
cri,2001,101.05126
cri,2002,102.15339
cri,2003,103.31856
cri,2004,104.49702
cri,2005,105.71452
cri,2006,106.9163
cri,2007,108.06036
cri,2008,109.29085
cri,2009,110.37444
cri,2010,111.40242
cri,2011,112.55805
cri,2012,113.67777
cri,2013,114.80516
cri,2014,116.01852
cri,2015,117.09295
cri,2016,118.23345
cri,2017,119.50081
cri,2018,120.77082
cri,2019,118.84714
cri,2020,121.41601
cub,2000,100
cub,2001,95.93665
cub,2002,91.27862
cub,2003,98.9098
cub,2004,106.83867
cub,2005,117.14581
cub,2006,119.22712
cub,2007,134.98527
cub,2008,155.09682
cub,2009,143.92423
cub,2010,152.0692
cub,2011,172.41276
cub,2012,171.66458
cub,2013,169.53873
cub,2014,165.96722
cub,2015,148.05723
cub,2016,143.93325
cub,2017,149.60826
cub,2018,159.05578
cub,2019,156.99363
cub,2020,159.78712
cym,2000,100
cym,2001,95.40185
cym,2002,95.6213
cym,2003,98.89845
cym,2004,104.85906
cym,2005,105.57542
cym,2006,113.53791
cym,2007,128.65312
cym,2008,166.53148
cym,2009,177.48298
cym,2010,197.85587
cym,2011,215.97679
cym,2012,220.46313
cym,2013,191.93256
cym,2014,190.87149
cym,2015,180.53502
cym,2016,171.08848
cym,2017,172.42502
cym,2018,170.91158
cym,2019,162.64091
cym,2020,163.56768
cyp,2000,100
cyp,2001,97.75316
cyp,2002,102.35463
cyp,2003,120.92674
cyp,2004,136.3005
cyp,2005,143.29475
cyp,2006,151.5282
cyp,2007,171.60653
cyp,2008,194.0147
cyp,2009,168.54111
cyp,2010,172.85492
cyp,2011,198.51883
cyp,2012,192.4216
cyp,2013,195.12083
cyp,2014,191.07115
cyp,2015,149.64509
cyp,2016,143.54613
cyp,2017,157.26909
cyp,2018,175.28673
cyp,2019,168.49103
cyp,2020,168.06405
cze,2000,100
cze,2001,99.76399
cze,2002,104.88418
cze,2003,124.48187
cze,2004,138.88046
cze,2005,144.94523
cze,2006,153.80205
cze,2007,172.07013
cze,2008,197.26183
cze,2009,175.13819
