geo,time,tm_uvi_mrch_xd_wd
jpn,2005,115.46326
jpn,2006,124.60558
jpn,2007,132.32282
jpn,2008,163.6718
jpn,2009,134.85821
jpn,2010,154.07195
jpn,2011,182.15937
jpn,2012,181.8124
jpn,2013,170.0348
jpn,2014,163.3003
jpn,2015,126.82337
jpn,2016,117.96369
jpn,2017,126.87048
jpn,2018,138.60457
jpn,2019,132.88745
jpn,2020,121.83319
kaz,2000,100
kaz,2001,98.2567
kaz,2002,97.02015
kaz,2003,103.49405
kaz,2004,114.42327
kaz,2005,124.70295
kaz,2006,132.68135
kaz,2007,142.46707
kaz,2008,160.41207
kaz,2009,152.85926
kaz,2010,158.05243
kaz,2011,176.92009
kaz,2012,175.24087
kaz,2013,172.03943
kaz,2014,169.99764
kaz,2015,155.63312
kaz,2016,150.6945
kaz,2017,156.13555
kaz,2018,165.18214
kaz,2019,163.37192
kaz,2020,166.5231
ken,1980,138
ken,1981,143
ken,1982,136
ken,1983,137
ken,1984,131
ken,1985,133
ken,1986,131
ken,1987,131
ken,1988,132
ken,1989,126
ken,1990,134
ken,1991,122
ken,1992,116
ken,1993,78
ken,1994,83
ken,1995,103
ken,1996,97
ken,1997,107
ken,1998,111
ken,1999,104
ken,2000,100
ken,2001,97.18445
ken,2002,98.20515
ken,2003,105.92712
ken,2004,110.11487
ken,2005,122.19319
ken,2006,132.02727
ken,2007,142.71088
ken,2008,165.35921
ken,2009,147.94436
ken,2010,159.74159
ken,2011,190.71523
ken,2012,188.37264
ken,2013,183.66773
ken,2014,180.58506
ken,2015,158.46815
ken,2016,152.10231
ken,2017,157.98983
ken,2018,167.33795
ken,2019,162.73285
ken,2020,162.11649
kgz,2000,100
kgz,2001,98.55879
kgz,2002,95.25004
kgz,2003,101.23741
kgz,2004,109.51168
kgz,2005,127.87969
kgz,2006,140.17481
kgz,2007,153.20972
kgz,2008,175.09816
kgz,2009,166.7222
kgz,2010,180.03625
kgz,2011,208.13614
kgz,2012,207.56181
kgz,2013,203.65858
kgz,2014,200.76656
kgz,2015,174.371
kgz,2016,167.59727
kgz,2017,174.62235
kgz,2018,186.21009
kgz,2019,182.88428
kgz,2020,178.65605
khm,2000,100
khm,2001,96.03493
khm,2002,92.86547
khm,2003,100.17129
khm,2004,108.95747
khm,2005,116.53541
khm,2006,122.66113
khm,2007,130.43575
khm,2008,148.8212
khm,2009,139.41922
khm,2010,159.15124
khm,2011,191.00961
khm,2012,186.13397
khm,2013,177.22198
khm,2014,173.7659
khm,2015,156.3957
khm,2016,153.94072
khm,2017,160.75072
khm,2018,170.30245
khm,2019,168.05954
khm,2020,168.4528
kir,2000,100
kir,2001,97.28534
kir,2002,95.38831
kir,2003,100.8846
kir,2004,112.93355
kir,2005,125.30069
kir,2006,135.2785
kir,2007,147.3963
kir,2008,179.90756
kir,2009,168.61733
kir,2010,186.30116
kir,2011,212.39997
kir,2012,212.16416
kir,2013,197.78376
kir,2014,196.29175
kir,2015,177.35416
kir,2016,170.74688
kir,2017,176.06129
kir,2018,186.03755
kir,2019,185.35301
kir,2020,186.47711
kna,2000,100
kna,2001,98.68161
kna,2002,98.39135
kna,2003,103.57521
kna,2004,111.94756
kna,2005,119.04223
kna,2006,124.85559
kna,2007,134.2481
kna,2008,143.93341
kna,2009,136.63585
kna,2010,140.98438
kna,2011,154.75062
kna,2012,153.94714
kna,2013,151.84484
kna,2014,151.46616
kna,2015,139.87756
kna,2016,136.77881
kna,2017,138.85351
kna,2018,145.72404
kna,2019,146.88838
kna,2020,149.61671
kor,1980,112
kor,1981,118
kor,1982,109
kor,1983,104
kor,1984,106
kor,1985,101
kor,1986,95
kor,1987,102
kor,1988,113
kor,1989,115
kor,1990,117
kor,1991,117
kor,1992,114
kor,1993,111
kor,1994,110
kor,1995,117
kor,1996,112
kor,1997,105
kor,1998,87
kor,1999,87
kor,2000,100
kor,2001,90.65848
kor,2002,87.7711
kor,2003,93.76796
kor,2004,107.44709
kor,2005,123.59551
kor,2006,133.79932
kor,2007,143.7157
kor,2008,167.44186
kor,2009,137.09172
kor,2010,158.83198
kor,2011,184.98824
kor,2012,180.57225
kor,2013,172.21061
kor,2014,165.71727
kor,2015,130.65064
kor,2016,121.81866
kor,2017,133.1722
kor,2018,145.44029
kor,2019,138.555
kor,2020,125.0196
kwt,2000,100
kwt,2001,99.83566
kwt,2002,98.88509
kwt,2003,102.65682
kwt,2004,110.39253
kwt,2005,114.48958
kwt,2006,120.1652
kwt,2007,128.80508
kwt,2008,138.88411
kwt,2009,136.22341
kwt,2010,139.07541
kwt,2011,152.41061
kwt,2012,151.61299
kwt,2013,148.96109
kwt,2014,147.05001
kwt,2015,137.97189
kwt,2016,135.24346
kwt,2017,137.49077
kwt,2018,141.96836
kwt,2019,141.57759
kwt,2020,145.16432
lao,2000,100
lao,2001,96.53896
lao,2002,94.7598
lao,2003,101.98607
lao,2004,112.52764
lao,2005,126.66831
lao,2006,136.62717
lao,2007,146.80131
lao,2008,168.81512
lao,2009,151.93651
lao,2010,162.88401
lao,2011,189.29632
lao,2012,187.7659
lao,2013,184.38036
lao,2014,182.31662
lao,2015,160.95513
lao,2016,154.83151
lao,2017,162.42734
lao,2018,173.60332
lao,2019,170.53911
lao,2020,169.27766
lbn,2000,100
lbn,2001,97.60034
lbn,2002,95.6716
lbn,2003,102.8823
lbn,2004,114.9155
lbn,2005,129.57877
lbn,2006,139.83382
lbn,2007,151.93558
lbn,2008,173.41559
lbn,2009,158.59125
lbn,2010,172.64359
lbn,2011,203.19827
lbn,2012,200.79576
lbn,2013,195.91959
lbn,2014,193.1259
lbn,2015,167.05025
lbn,2016,159.5045
lbn,2017,168.36741
lbn,2018,179.60128
lbn,2019,176.24317
lbn,2020,170.77681
lbr,1980,109.031
lbr,1981,98.3284
lbr,1982,103.638
lbr,1983,98.6234
lbr,1984,107.866
lbr,1985,100
lbr,1986,105.015
lbr,1987,111.504
lbr,2000,100
lbr,2001,87.94941
lbr,2002,88.1043
lbr,2003,87.06837
lbr,2004,88.97883
lbr,2005,84.91602
lbr,2006,93.53134
lbr,2007,105.22923
lbr,2008,130.98962
lbr,2009,144.67394
lbr,2010,162.10124
lbr,2011,173.20725
lbr,2012,179.61326
lbr,2013,142.34515
lbr,2014,140.94235
lbr,2015,133.55317
lbr,2016,124.8404
lbr,2017,126.44778
lbr,2018,129.62121
lbr,2019,121.45759
lbr,2020,117.80173
lby,1982,112.557
lby,1983,105.494
lby,1984,99.9076
lby,1985,97.7887
lby,1986,107.133
lby,1987,110.754
lby,1988,112.282
lby,1989,109.713
lby,1990,116.936
lby,1991,107.845
lby,1992,120.49
lby,1993,113.323
lby,1994,105.14
lby,1995,97.6802
lby,1996,96.3137
lby,1997,92.6136
lby,1998,95.8273
lby,1999,113.865
lby,2000,100
lby,2001,99.68469
lby,2002,100.14826
lby,2003,105.98384
lby,2004,114.44714
lby,2005,120.68415
lby,2006,127.63621
lby,2007,139.38184
lby,2008,155.31785
lby,2009,146.27193
lby,2010,153.61458
lby,2011,176.05125
lby,2012,174.60309
lby,2013,172.40537
lby,2014,169.70911
lby,2015,154.19323
lby,2016,148.85727
lby,2017,157.19199
lby,2018,166.51257
lby,2019,164.94496
lby,2020,163.39882
lca,2000,100
lca,2001,94.57858
lca,2002,93.99025
lca,2003,99.57836
lca,2004,109.91649
lca,2005,130.55103
lca,2006,143.28143
lca,2007,156.90372
lca,2008,205.3245
lca,2009,147.16121
lca,2010,180.18787
lca,2011,235.62351
lca,2012,237.57201
lca,2013,234.58373
lca,2014,222.84517
lca,2015,156.79598
lca,2016,141.288
lca,2017,163.68396
lca,2018,195.99455
lca,2019,184.715
lca,2020,147.19705
lka,1980,78
lka,1981,78
lka,1982,75
lka,1983,69
lka,1984,67
lka,1985,68
lka,1986,61
lka,1987,66
lka,1988,75
lka,1989,80
lka,1990,91
lka,1991,92
lka,1992,91
lka,1993,87
lka,1994,90
lka,1995,100
lka,1996,102
lka,1997,100
lka,2000,100
lka,2001,94.20483
lka,2002,89.65404
lka,2003,78.51431
lka,2004,83.94773
lka,2005,90.20493
lka,2006,100.11315
lka,2007,103.49481
lka,2008,123.04443
lka,2009,104.74302
lka,2010,118.25726
lka,2011,144.75335
lka,2012,135.90369
lka,2013,129.80197
lka,2014,127.80268
lka,2015,112.68747
lka,2016,106.81302
lka,2017,108.0552
lka,2018,112.34102
lka,2019,107.11775
lka,2020,97.21334
lso,1980,100
lso,1981,100
lso,1982,92
lso,1983,99
lso,1984,82
lso,1985,63
lso,1986,73
lso,1987,91
lso,1988,94
lso,1989,91
lso,1990,102
lso,1991,124
lso,1992,122
lso,1993,118
lso,1994,117
lso,1995,124
lso,1996,115
lso,1997,115
lso,1998,105
lso,1999,106
lso,2000,100
lso,2001,98.35665
lso,2002,97.26454
lso,2003,103.61757
lso,2004,111.26732
lso,2005,112.79228
lso,2006,116.21948
lso,2007,121.848
lso,2008,137.12359
lso,2009,125.68038
lso,2010,135.73088
lso,2011,158.69942
lso,2012,155.59827
lso,2013,153.81923
lso,2014,151.69687
lso,2015,134.29583
lso,2016,129.91675
lso,2017,137.94015
lso,2018,150.132
lso,2019,148.15905
lso,2020,147.21755
ltu,2000,100
ltu,2001,96.79935
ltu,2002,101.25718
ltu,2003,117.25026
ltu,2004,130.45344
ltu,2005,142.30454
ltu,2006,159.72324
ltu,2007,183.94768
ltu,2008,222.77423
ltu,2009,179.96324
ltu,2010,196.42503
ltu,2011,235.80206
ltu,2012,229.83999
ltu,2013,233.29173
ltu,2014,223.21664
ltu,2015,174.30984
ltu,2016,164.81097
ltu,2017,179.4837
ltu,2018,198.96245
ltu,2019,187.80432
ltu,2020,179.50581
lux,2000,100
lux,2001,96.9081
lux,2002,101.8325
lux,2003,122.69371
lux,2004,138.51253
lux,2005,141.00543
lux,2006,148.88532
lux,2007,163.46178
lux,2008,177.24188
lux,2009,152.55804
lux,2010,158.51975
lux,2011,180.28556
lux,2012,174.94174
lux,2013,179.86237
lux,2014,180.65872
lux,2015,150.33163
lux,2016,147.82454
lux,2017,158.27311
lux,2018,173.08372
lux,2019,169.11972
lux,2020,169.70409
lva,2000,100
lva,2001,97.44979
lva,2002,101.98404
lva,2003,117.73713
lva,2004,134.34389
lva,2005,143.04556
lva,2006,153.86116
lva,2007,175.99621
lva,2008,205.24218
lva,2009,174.81267
lva,2010,176.87075
lva,2011,202.55521
lva,2012,198.66686
lva,2013,203.47011
lva,2014,200.49493
lva,2015,161.52651
lva,2016,154.7518
lva,2017,166.25228
lva,2018,180.60105
lva,2019,170.89339
lva,2020,169.5669
mac,2000,100
mac,2001,97.44132
mac,2002,96.08635
mac,2003,100.97602
mac,2004,105.97866
mac,2005,110.6551
mac,2006,115.07467
mac,2007,120.86105
mac,2008,131.53543
mac,2009,124.09685
mac,2010,128.51276
mac,2011,139.16618
mac,2012,135.59124
mac,2013,133.87028
mac,2014,132.35871
mac,2015,123.80306
mac,2016,121.97692
mac,2017,124.1612
mac,2018,130.72433
mac,2019,129.13978
mac,2020,129.44854
mar,1980,122
mar,1981,116
mar,1982,101
mar,1983,101
mar,1984,99
mar,1985,99
mar,1986,105
mar,1987,113
mar,1988,108
mar,1989,111
mar,1990,126
mar,1991,116
mar,1992,113
mar,1993,110
mar,1994,123
mar,1995,128
mar,1996,130
mar,1997,115
mar,1998,102
mar,1999,103
mar,2000,100
mar,2001,97.438
mar,2002,98.12786
mar,2003,109.70695
mar,2004,121.5553
mar,2005,128.97017
mar,2006,134.25795
mar,2007,151.98
mar,2008,177.8166
mar,2009,158.43459
mar,2010,172.37683
mar,2011,200.99139
mar,2012,163.81401
mar,2013,163.15875
mar,2014,162.98381
mar,2015,146.34316
mar,2016,141.16017
mar,2017,153.41978
mar,2018,167.99915
mar,2019,161.18325
mar,2020,155.45973
mda,2000,100
mda,2001,97
mda,2002,94.575
mda,2003,99.06731
mda,2004,112.4414
mda,2005,123.12333
mda,2006,134.20443
mda,2007,148.63141
mda,2008,173.89875
mda,2009,157.37837
mda,2010,160.13249
mda,2011,176.9464
mda,2012,174.2922
mda,2013,172.54928
mda,2014,166.94143
mda,2015,131.04902
mda,2016,122.5636
mda,2017,128.35473
mda,2018,141.02976
mda,2019,136.48155
mda,2020,128.3609
mdg,1980,66
mdg,1981,69
mdg,1982,64
mdg,1983,63
mdg,1984,59
mdg,1985,58
mdg,1986,58
mdg,1987,71
mdg,1988,71
mdg,1989,78
mdg,1990,84
mdg,1991,86
mdg,1992,90
mdg,1993,88
mdg,1994,94
mdg,1995,103
mdg,1996,103
mdg,1997,98
mdg,1998,96
mdg,1999,99
mdg,2000,100
mdg,2001,95.95195
mdg,2002,95.72086
mdg,2003,103.53446
mdg,2004,112.0577
mdg,2005,123.40641
mdg,2006,131.44158
mdg,2007,141.57835
mdg,2008,159.86546
mdg,2009,147.70589
mdg,2010,156.15708
mdg,2011,183.32303
mdg,2012,180.54098
mdg,2013,175.84215
mdg,2014,172.61802
mdg,2015,152.455
mdg,2016,147.28521
mdg,2017,152.54784
mdg,2018,162.05675
mdg,2019,158.07381
mdg,2020,161.71588
mdv,2000,100
mdv,2001,97.54163
mdv,2002,94.97138
mdv,2003,101.55131
mdv,2004,111.67694
mdv,2005,121.86958
mdv,2006,130.14582
mdv,2007,141.12074
mdv,2008,160.85867
mdv,2009,143.76832
mdv,2010,156.50721
mdv,2011,180.81669
mdv,2012,180.139
mdv,2013,177.19021
mdv,2014,175.63356
mdv,2015,155.65127
mdv,2016,150.02371
mdv,2017,156.31103
mdv,2018,166.53303
mdv,2019,166.1013
mdv,2020,167.36752
mex,1980,56
mex,1981,61
mex,1982,64
mex,1983,68
mex,1984,70
mex,1985,69
mex,1986,75
mex,1987,83
mex,1988,93
mex,1989,93
mex,1990,93
mex,1991,93
mex,1992,97
mex,1993,96
mex,1994,98
mex,1995,106
mex,1996,103
mex,1997,102
mex,1998,100
mex,1999,100
mex,2000,100
mex,2001,100.57376
mex,2002,100.18574
mex,2003,102.59083
mex,2004,108.35296
mex,2005,113.83349
mex,2006,119.00908
mex,2007,125.46179
mex,2008,136.01956
mex,2009,130.8495
mex,2010,136.47065
mex,2011,146.38531
mex,2012,147.92588
mex,2013,147.61258
mex,2014,148.66479
mex,2015,143.53569
mex,2016,142.29856
mex,2017,145.98645
mex,2018,151.1564
mex,2019,151.03861
mex,2020,149.9294
mhl,2000,100
mhl,2001,87.8632
mhl,2002,88.05135
mhl,2003,86.87576
mhl,2004,88.02773
mhl,2005,82.05297
mhl,2006,90.56504
mhl,2007,102.17826
mhl,2008,127.61281
mhl,2009,145.70654
mhl,2010,163.62039
mhl,2011,171.15373
mhl,2012,178.71708
mhl,2013,133.5368
mhl,2014,132.84004
mhl,2015,131.21623
mhl,2016,122.22737
mhl,2017,121.01276
mhl,2018,119.47545
mhl,2019,111.36
mhl,2020,110.39544
mkd,2000,100
mkd,2001,97.30459
mkd,2002,96.80123
mkd,2003,104.49744
mkd,2004,118.00866
mkd,2005,130.66681
mkd,2006,141.56618
mkd,2007,154.21234
mkd,2008,182.30809
mkd,2009,171.03019
mkd,2010,187.25435
mkd,2011,223.76733
mkd,2012,215.40694
mkd,2013,207.42444
mkd,2014,201.77176
mkd,2015,176.56211
mkd,2016,172.44772
mkd,2017,179.5854
mkd,2018,189.08017
mkd,2019,186.42209
mkd,2020,190.21042
mli,1980,128
mli,1981,112
mli,1982,102
mli,1983,93
mli,1984,85
mli,1985,85
mli,1986,100
mli,1987,108
mli,1988,109
mli,1989,101
mli,1990,115
mli,1991,115
mli,1992,120
mli,1993,116
mli,1994,113
mli,1995,125
mli,1996,121
mli,1997,107
mli,1998,102
mli,1999,101
mli,2000,100
mli,2001,96.58496
mli,2002,94.88017
mli,2003,102.02042
mli,2004,112.08498
mli,2005,126.57793
mli,2006,135.27332
mli,2007,148.0843
mli,2008,173.19896
mli,2009,156.14365
mli,2010,169.44479
mli,2011,198.15554
mli,2012,195.9255
mli,2013,193.30432
mli,2014,190.81179
mli,2015,168.65024
mli,2016,160.28591
mli,2017,169.10576
mli,2018,182.83589
mli,2019,179.24231
mli,2020,175.14504
mlt,2000,100
mlt,2001,91.85917
mlt,2002,96.44931
mlt,2003,112.29186
mlt,2004,120.87562
mlt,2005,122.60627
mlt,2006,125.11035
mlt,2007,137.88256
mlt,2008,152.20061
mlt,2009,137.33974
mlt,2010,135.14641
mlt,2011,154.61038
mlt,2012,150.49544
mlt,2013,150.19177
mlt,2014,146.53049
mlt,2015,114.33762
mlt,2016,110.79083
mlt,2017,118.36872
mlt,2018,132.53318
mlt,2019,123.8893
mlt,2020,118.52864
mmr,1981,19
mmr,1982,17
mmr,1983,17
mmr,1984,17
mmr,1985,41
mmr,1986,42
mmr,1987,43
mmr,1988,46
mmr,1989,49
mmr,1990,54
mmr,1991,57
mmr,1992,58
mmr,1993,60
mmr,1994,68
mmr,1995,70
mmr,1996,86
mmr,1997,102
mmr,1998,102
mmr,1999,99
mmr,2000,100
mmr,2001,95.59841
mmr,2002,95.31616
mmr,2003,102.82304
mmr,2004,115.16418
mmr,2005,128.55313
mmr,2006,137.45963
mmr,2007,153.08172
mmr,2008,178.66542
mmr,2009,160.1011
mmr,2010,174.64789
mmr,2011,206.83263
mmr,2012,205.93682
mmr,2013,198.29899
mmr,2014,195.96734
mmr,2015,174.12573
mmr,2016,172.29459
mmr,2017,180.16586
mmr,2018,192.10722
mmr,2019,187.36617
mmr,2020,183.81087
mng,2000,100
mng,2001,97.1828
mng,2002,96.63338
mng,2003,104.66026
mng,2004,116.12297
mng,2005,132.69123
mng,2006,143.33908
mng,2007,155.14176
mng,2008,181.75232
mng,2009,164.19068
mng,2010,179.63461
mng,2011,211.96791
mng,2012,211.37944
mng,2013,208.21043
mng,2014,205.20361
mng,2015,177.11848
mng,2016,168.17261
mng,2017,176.99243
mng,2018,192.44706
mng,2019,188.44218
mng,2020,183.88442
mnp,2000,100
mnp,2001,95.79577
mnp,2002,94.8911
mnp,2003,98.76186
mnp,2004,107.39117
mnp,2005,124.78027
mnp,2006,135.41844
mnp,2007,144.55283
mnp,2008,173.02802
mnp,2009,147.04312
mnp,2010,163.32799
mnp,2011,184.43696
mnp,2012,188.00061
mnp,2013,185.66124
mnp,2014,184.74578
mnp,2015,162.40739
mnp,2016,155.54465
mnp,2017,160.13599
mnp,2018,171.24089
mnp,2019,167.79656
mnp,2020,149.52444
moz,1980,72
moz,1981,75
moz,1982,73
moz,1983,70
moz,1984,63
moz,1985,65
moz,1986,72
moz,1987,81
moz,1988,88
moz,1989,91
moz,1990,96
moz,1991,100
moz,1992,99
moz,1993,97
moz,1994,82
moz,1995,94
moz,1996,99
moz,1997,101
moz,1998,96
moz,1999,96
moz,2000,100
moz,2001,96.47565
moz,2002,96.60544
moz,2003,102.77069
moz,2004,112.49315
moz,2005,123.85774
moz,2006,132.53505
moz,2007,144.78459
moz,2008,179.02887
moz,2009,161.74406
moz,2010,171.8881
moz,2011,200.08679
moz,2012,195.6315
moz,2013,192.9612
moz,2014,189.42192
moz,2015,163.39019
moz,2016,155.8755
moz,2017,171.39308
moz,2018,186.36337
moz,2019,180.46096
moz,2020,176.4908
mrt,1980,137
mrt,1981,131
mrt,1982,125
mrt,1983,122
mrt,1984,114
mrt,1985,117
mrt,1986,119
mrt,1987,128
mrt,1988,141
mrt,1989,140
mrt,1990,149
mrt,1991,147
mrt,1992,153
mrt,1993,148
mrt,1994,135
mrt,1995,136
mrt,1996,144
mrt,1997,136
mrt,1998,120
mrt,1999,106
mrt,2000,100
mrt,2001,98.2636
mrt,2002,95.44156
mrt,2003,102.83614
mrt,2004,109.55174
mrt,2005,114.89323
mrt,2006,123.7184
mrt,2007,138.24148
mrt,2008,162.8626
mrt,2009,146.68567
mrt,2010,161.11001
mrt,2011,193.20076
mrt,2012,190.45076
mrt,2013,184.61599
mrt,2014,181.66581
mrt,2015,160.55124
mrt,2016,155.9986
mrt,2017,160.90313
mrt,2018,170.41754
mrt,2019,167.48316
mrt,2020,167.21565
mus,1980,80
mus,1981,91
mus,1982,82
mus,1983,79
mus,1984,75
mus,1985,71
mus,1986,77
mus,1987,83
mus,1988,89
mus,1989,90
mus,1990,95
mus,1991,103
mus,1992,102
mus,1993,106
mus,1994,102
mus,1995,113
mus,1996,118
mus,1997,116
mus,1998,103
mus,1999,98
mus,2000,100
mus,2001,97.04577
mus,2002,98.84104
mus,2003,80.4097
mus,2004,90.64425
mus,2005,97.96814
mus,2006,102.68522
mus,2007,110.05072
mus,2008,132.70531
mus,2009,111.27622
mus,2010,123.77971
mus,2011,141.15349
mus,2012,142.88836
mus,2013,137.74454
mus,2014,133.1571
mus,2015,103.63606
mus,2016,96.9835
mus,2017,107.44836
mus,2018,114.78879
mus,2019,109.21238
mus,2020,108.32928
mwi,1980,60
mwi,1981,63
mwi,1982,57
mwi,1983,57
mwi,1984,56
mwi,1985,49
mwi,1986,58
mwi,1987,67
mwi,1988,75
mwi,1989,76
mwi,1990,85
mwi,1991,87
mwi,1992,90
mwi,1993,85
mwi,1994,103
mwi,1995,106
mwi,1996,105
mwi,1997,105
mwi,1998,97
mwi,1999,98
mwi,2000,100
mwi,2001,97.3096
mwi,2002,97.86108
mwi,2003,103.86181
mwi,2004,112.47334
mwi,2005,120.25667
mwi,2006,126.5583
mwi,2007,140.61214
mwi,2008,170.87391
mwi,2009,156.97503
mwi,2010,162.92652
mwi,2011,182.10415
mwi,2012,180.06166
mwi,2013,178.44782
mwi,2014,176.39494
mwi,2015,154.74998
mwi,2016,148.20587
mwi,2017,152.25239
mwi,2018,161.90815
mwi,2019,158.88474
mwi,2020,162.05756
mys,1980,105
mys,1981,114
mys,1982,107
mys,1983,102
mys,1984,95
mys,1985,91
mys,1986,81
mys,1987,88
mys,1988,99
mys,1989,104
mys,1990,110
mys,1991,109
mys,1992,110
mys,1993,105
mys,1994,108
mys,1995,117
mys,1996,116
mys,1997,107
mys,1998,100
mys,1999,98
mys,2000,100
mys,2001,96.23677
mys,2002,93.28371
mys,2003,94.70137
mys,2004,99.97286
mys,2005,104.60708
mys,2006,102.70618
mys,2007,111.44013
mys,2008,124.22084
mys,2009,128.36165
mys,2010,144.75724
mys,2011,160.78159
mys,2012,161.35778
mys,2013,158.694
mys,2014,154.27447
mys,2015,128.2021
mys,2016,122.3587
mys,2017,125.21796
mys,2018,136.11575
mys,2019,132.18406
mys,2020,126.34899
nam,1980,139
nam,1981,135
nam,1982,129
nam,1983,139
nam,1984,114
nam,1985,71
nam,1986,87
nam,1987,108
nam,1988,106
nam,1989,114
nam,1990,138
nam,1991,142
nam,1992,151
nam,1993,130
nam,1994,129
nam,1995,138
nam,1996,125
nam,1997,124
nam,1998,109
nam,1999,105
nam,2000,100
nam,2001,97.8117
nam,2002,96.81268
nam,2003,102.43114
nam,2004,109.22356
nam,2005,112.73033
nam,2006,117.76264
nam,2007,124.85061
nam,2008,137.57846
nam,2009,131.2456
nam,2010,137.96827
nam,2011,152.68503
nam,2012,151.3928
nam,2013,146.2236
nam,2014,144.99102
nam,2015,130.17206
nam,2016,124.93013
nam,2017,131.50719
nam,2018,137.89637
nam,2019,133.79885
nam,2020,133.09706
ncl,2000,100
ncl,2001,97.97169
ncl,2002,96.68241
ncl,2003,101.62399
ncl,2004,110.18741
ncl,2005,120.56978
ncl,2006,126.72348
ncl,2007,135.92406
ncl,2008,152.61438
ncl,2009,140.33494
ncl,2010,148.2377
ncl,2011,169.21235
ncl,2012,169.18111
ncl,2013,166.43156
ncl,2014,164.62844
ncl,2015,141.39226
ncl,2016,133.69747
ncl,2017,142.66122
ncl,2018,154.24589
ncl,2019,151.43017
ncl,2020,144.94195
ner,1980,82
ner,1981,71
ner,1982,57
ner,1983,48
ner,1984,51
ner,1985,51
ner,1986,61
ner,1987,71
ner,1988,76
ner,1989,73
ner,1990,83
ner,1991,82
ner,1992,92
ner,1993,63
ner,1994,89
ner,1995,98
ner,1996,99
ner,1997,96
ner,1998,101
ner,1999,104
ner,2000,100
ner,2001,96.54707
ner,2002,96.07044
ner,2003,105.00314
ner,2004,116.31049
ner,2005,125.90025
ner,2006,132.47165
ner,2007,142.33708
ner,2008,167.05934
ner,2009,153.65758
ner,2010,160.0269
ner,2011,181.50142
ner,2012,178.48064
ner,2013,175.88227
ner,2014,172.62544
ner,2015,160.93403
ner,2016,159.91464
ner,2017,163.55754
ner,2018,170.72802
ner,2019,169.36397
ner,2020,176.65596
nga,1980,48
nga,1981,50
nga,1982,44
nga,1983,29
nga,1984,22
nga,1985,23
nga,1986,37
nga,1987,73
nga,1988,64
nga,1989,70
nga,1990,87
nga,1991,82
nga,1992,123
nga,1993,101
nga,1994,98
nga,1995,108
nga,1996,84
nga,1997,106
nga,1998,98
nga,1999,99
nga,2000,100
nga,2001,97.4461
nga,2002,96.96556
nga,2003,102.21234
nga,2004,112.60623
nga,2005,120.67165
nga,2006,128.8816
nga,2007,141.44552
nga,2008,157.83978
nga,2009,146.89086
nga,2010,152.90681
nga,2011,173.47616
nga,2012,171.89207
nga,2013,167.56525
nga,2014,164.6106
nga,2015,142.72925
nga,2016,134.4182
nga,2017,141.43094
nga,2018,152.61937
nga,2019,148.23924
nga,2020,145.16485
nic,1980,74
nic,1981,83
nic,1982,90
nic,1983,73
nic,1984,67
nic,1985,77
nic,1986,71
nic,1987,81
nic,1988,83
nic,1989,83
nic,1990,80
nic,1991,83
nic,1992,86
nic,1993,86
nic,1994,83
nic,1995,90
nic,1996,93
nic,1997,100
nic,1998,95
nic,1999,93
nic,2000,100
nic,2001,102.09656
nic,2002,102.09666
nic,2003,98.64406
nic,2004,91.33693
nic,2005,83.0337
nic,2006,77.60153
nic,2007,71.52441
nic,2008,60.17157
nic,2009,68.23166
nic,2010,63.18978
nic,2011,55.96625
nic,2012,55.47962
nic,2013,56.35067
nic,2014,57.48187
nic,2015,66.9854
nic,2016,71.84918
nic,2017,69.0858
nic,2018,56.59099
nic,2019,53.34394
nic,2020,48.80636
nld,2000,100
nld,2001,94.75052
nld,2002,99.84946
nld,2003,116.12312
nld,2004,129.88011
nld,2005,137.95923
nld,2006,148.22073
nld,2007,165.23918
nld,2008,188.36609
nld,2009,163.17531
nld,2010,173.191
nld,2011,199.73799
nld,2012,193.70429
nld,2013,196.85445
nld,2014,193.0299
nld,2015,157.92409
nld,2016,151.75884
nld,2017,163.88424
nld,2018,178.52255
nld,2019,171.0141
nld,2020,167.85685
nld_curacao,2011,277.5258
nld_curacao,2012,280.71053
nld_curacao,2013,273.45734
nld_curacao,2014,263.39662
nld_curacao,2015,189.27915
nld_curacao,2016,166.06271
nld_curacao,2017,189.76594
nld_curacao,2018,221.27115
nld_curacao,2019,209.39182
nld_curacao,2020,170.44311
nor,2000,100
nor,2001,96.91012
nor,2002,101.42684
nor,2003,114.61935
nor,2004,125.35198
nor,2005,131.29328
nor,2006,137.92907
nor,2007,156.76638
nor,2008,169.63833
nor,2009,150.88871
nor,2010,155.9648
nor,2011,174.7928
nor,2012,169.00141
nor,2013,172.74082
nor,2014,169.98426
nor,2015,140.69121
nor,2016,136.7429
nor,2017,141.52468
nor,2018,152.38848
nor,2019,148.73112
nor,2020,143.77094
npl,2000,100
npl,2001,95.01338
npl,2002,95.56888
npl,2003,105.09066
npl,2004,118.25001
npl,2005,137.27923
npl,2006,152.91613
npl,2007,170.26633
npl,2008,207.33307
npl,2009,186.20792
npl,2010,203.63926
npl,2011,240.1134
npl,2012,238.04585
npl,2013,225.99132
npl,2014,219.87292
npl,2015,192.18179
npl,2016,185.42809
npl,2017,196.60096
npl,2018,210.12978
npl,2019,205.375
npl,2020,205.23599
nru,2000,100
nru,2001,98.26136
nru,2002,98.09097
nru,2003,104.33939
nru,2004,111.01532
nru,2005,143.58509
nru,2006,156.63092
