geo,time,sh_hiv_artc_zs
bhs,2014,50
bhs,2015,49
bhs,2016,48
bhs,2017,63
bhs,2018,66
bhs,2019,64
bhs,2020,63
blr,2000,0
blr,2001,0
blr,2002,0
blr,2003,0
blr,2004,1
blr,2005,3
blr,2006,9
blr,2007,10
blr,2008,12
blr,2009,14
blr,2010,19
blr,2011,20
blr,2012,24
blr,2013,27
blr,2014,28
blr,2015,33
blr,2016,36
blr,2017,44
blr,2018,58
blr,2019,64
blr,2020,66
blz,2000,1
blz,2001,1
blz,2002,3
blz,2003,8
blz,2004,7
blz,2005,11
blz,2006,14
blz,2007,15
blz,2008,18
blz,2009,24
blz,2010,27
blz,2011,29
blz,2012,28
blz,2013,30
blz,2014,32
blz,2015,33
blz,2016,36
blz,2017,36
blz,2018,38
blz,2019,41
blz,2020,39
bol,2000,0
bol,2001,0
bol,2002,1
bol,2003,1
bol,2004,1
bol,2005,3
bol,2006,4
bol,2007,5
bol,2008,6
bol,2009,10
bol,2010,11
bol,2011,11
bol,2012,19
bol,2013,23
bol,2014,28
bol,2015,37
bol,2016,44
bol,2017,49
bol,2018,61
bol,2019,69
bol,2020,68
bra,2000,26
bra,2001,31
bra,2002,34
bra,2003,38
bra,2004,41
bra,2005,44
bra,2006,47
bra,2007,49
bra,2008,51
bra,2009,52
bra,2010,54
bra,2011,56
bra,2012,57
bra,2013,59
bra,2014,60
bra,2015,62
bra,2016,64
bra,2017,65
bra,2018,67
bra,2019,68
bra,2020,70
btn,2000,0
btn,2001,0
btn,2002,0
btn,2003,0
btn,2004,0
btn,2005,0
btn,2006,1
btn,2007,2
btn,2008,3
btn,2009,4
btn,2010,6
btn,2011,7
btn,2012,10
btn,2013,13
btn,2014,16
btn,2015,21
btn,2016,25
btn,2017,32
btn,2018,37
btn,2019,42
btn,2020,45
bwa,2000,0
bwa,2001,1
bwa,2002,2
bwa,2003,6
bwa,2004,12
bwa,2005,19
bwa,2006,25
bwa,2007,29
bwa,2008,36
bwa,2009,43
bwa,2010,48
bwa,2011,53
bwa,2012,60
bwa,2013,64
bwa,2014,66
bwa,2015,71
bwa,2016,75
bwa,2017,78
bwa,2018,83
bwa,2019,84
bwa,2020,87
caf,2000,0
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,1
caf,2006,2
caf,2007,4
caf,2008,9
caf,2009,10
caf,2010,12
caf,2011,12
caf,2012,15
caf,2013,15
caf,2014,23
caf,2015,28
caf,2016,33
caf,2017,39
caf,2018,43
caf,2019,53
caf,2020,58
can,2014,72
can,2016,73
can,2018,74
chl,2000,9
chl,2001,12
chl,2002,16
chl,2003,20
chl,2004,22
chl,2005,31
chl,2006,31
chl,2007,34
chl,2008,35
chl,2009,38
chl,2010,40
chl,2011,40
chl,2012,45
chl,2013,50
chl,2014,51
chl,2015,52
chl,2016,56
chl,2017,62
chl,2018,66
chl,2019,69
chl,2020,70
civ,2000,0
civ,2001,0
civ,2002,0
civ,2003,1
civ,2004,1
civ,2005,3
civ,2006,5
civ,2007,7
civ,2008,10
civ,2009,15
civ,2010,16
civ,2011,20
civ,2012,23
civ,2013,27
civ,2014,32
civ,2015,37
civ,2016,46
civ,2017,57
civ,2018,64
civ,2019,70
civ,2020,74
cmr,2000,0
cmr,2001,0
cmr,2002,0
cmr,2003,0
cmr,2004,3
cmr,2005,5
cmr,2006,6
cmr,2007,9
cmr,2008,12
cmr,2009,15
cmr,2010,17
cmr,2011,20
cmr,2012,23
cmr,2013,25
cmr,2014,28
cmr,2015,33
cmr,2016,40
cmr,2017,50
cmr,2018,56
cmr,2019,62
cmr,2020,74
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,0
cod,2004,1
cod,2005,2
cod,2006,3
cod,2007,4
cod,2008,4
cod,2009,6
cod,2010,8
cod,2011,10
cod,2012,13
cod,2013,15
cod,2014,20
cod,2015,24
cod,2016,31
cod,2017,43
cod,2018,51
cod,2019,63
cod,2020,75
cog,2000,0
cog,2001,0
cog,2002,0
cog,2003,1
cog,2004,1
cog,2005,3
cog,2006,4
cog,2007,6
cog,2008,11
cog,2009,14
cog,2010,17
cog,2011,19
cog,2012,19
cog,2013,21
cog,2014,20
cog,2015,26
cog,2016,27
cog,2017,28
cog,2018,29
cog,2019,24
cog,2020,24
col,2000,1
col,2001,2
col,2002,3
col,2003,4
col,2004,6
col,2005,7
col,2006,13
col,2007,11
col,2008,11
col,2009,13
col,2010,18
col,2011,25
col,2012,28
col,2013,33
col,2014,39
col,2015,45
col,2016,49
col,2017,48
col,2018,49
col,2019,51
col,2020,64
com,2000,0
com,2001,0
com,2002,0
com,2003,0
com,2004,0
com,2005,0
com,2006,0
com,2007,0
com,2008,0
com,2009,0
com,2010,16
com,2011,17
com,2012,20
com,2013,22
com,2014,24
com,2015,31
com,2016,34
com,2017,38
com,2018,45
com,2019,57
com,2020,62
cpv,2000,0
cpv,2001,0
cpv,2002,0
cpv,2003,0
cpv,2004,1
cpv,2005,8
cpv,2006,13
cpv,2007,19
cpv,2008,25
cpv,2009,26
cpv,2010,32
cpv,2011,36
cpv,2012,44
cpv,2013,49
cpv,2014,59
cpv,2015,64
cpv,2016,74
cpv,2017,81
cpv,2018,94
cpv,2019,98
cpv,2020,98
cri,2000,10
cri,2001,13
cri,2002,16
cri,2003,19
cri,2004,21
cri,2005,23
cri,2006,26
cri,2007,28
cri,2008,30
cri,2009,32
cri,2010,48
cri,2011,49
cri,2012,49
cri,2013,50
cri,2014,51
cri,2015,56
cri,2016,57
cri,2017,59
cri,2018,63
cri,2019,64
cri,2020,53
cub,2000,1
cub,2001,8
cub,2002,14
cub,2003,18
cub,2004,19
cub,2005,20
cub,2006,23
cub,2007,25
cub,2008,28
cub,2009,31
cub,2010,34
cub,2011,39
cub,2012,42
cub,2013,45
cub,2014,52
cub,2015,59
cub,2016,63
cub,2017,67
cub,2018,72
cub,2019,77
cub,2020,75
deu,2000,43
deu,2001,47
deu,2002,50
deu,2003,52
deu,2004,54
deu,2005,56
deu,2006,55
deu,2007,57
deu,2008,59
deu,2009,62
deu,2010,64
deu,2011,67
deu,2012,69
deu,2013,71
deu,2014,73
deu,2015,75
deu,2016,77
deu,2017,80
deu,2018,81
deu,2019,85
deu,2020,86
dji,2000,0
dji,2001,0
dji,2002,0
dji,2003,1
dji,2004,1
dji,2005,2
dji,2006,4
dji,2007,5
dji,2008,7
dji,2009,8
dji,2010,9
dji,2011,10
dji,2012,13
dji,2013,15
dji,2014,18
dji,2015,23
dji,2016,28
dji,2017,32
dji,2018,37
dji,2019,27
dji,2020,30
dnk,2000,48
dnk,2001,49
dnk,2002,50
dnk,2003,52
dnk,2004,53
dnk,2005,53
dnk,2006,55
dnk,2007,55
dnk,2008,59
dnk,2009,63
dnk,2010,66
dnk,2011,69
dnk,2012,72
dnk,2013,71
dnk,2014,76
dnk,2015,79
dnk,2016,82
dnk,2017,84
dnk,2018,86
dnk,2019,90
dnk,2020,90
dom,2000,0
dom,2001,0
dom,2002,0
dom,2003,0
dom,2004,1
dom,2005,3
dom,2006,5
dom,2007,9
dom,2008,12
dom,2009,16
dom,2010,20
dom,2011,23
dom,2012,27
dom,2013,29
dom,2014,32
dom,2015,35
dom,2016,38
dom,2017,41
dom,2018,44
dom,2019,47
dom,2020,51
dza,2000,8
dza,2001,10
dza,2002,11
dza,2003,12
dza,2004,14
dza,2005,16
dza,2006,22
dza,2007,23
dza,2008,23
dza,2009,29
dza,2010,38
dza,2011,41
dza,2012,47
dza,2013,56
dza,2014,64
dza,2015,71
dza,2016,77
dza,2017,79
dza,2018,83
dza,2019,85
dza,2020,85
ecu,2000,2
ecu,2001,2
ecu,2002,2
ecu,2003,2
ecu,2004,3
ecu,2005,5
ecu,2006,7
ecu,2007,10
ecu,2008,14
ecu,2009,18
ecu,2010,23
ecu,2011,28
ecu,2012,28
ecu,2013,29
ecu,2014,35
ecu,2015,42
ecu,2016,47
ecu,2017,53
ecu,2018,60
ecu,2019,70
ecu,2020,76
egy,2000,0
egy,2001,0
egy,2002,0
egy,2003,0
egy,2004,1
egy,2005,1
egy,2006,7
egy,2007,6
egy,2008,8
egy,2009,8
egy,2010,11
egy,2011,12
egy,2012,13
egy,2013,14
egy,2014,18
egy,2015,19
egy,2016,23
egy,2017,30
egy,2018,37
egy,2019,40
egy,2020,44
eri,2000,0
eri,2001,0
eri,2002,0
eri,2003,0
eri,2004,0
eri,2005,2
eri,2006,6
eri,2007,12
eri,2008,17
eri,2009,22
eri,2010,29
eri,2011,35
eri,2012,42
eri,2013,48
eri,2014,55
eri,2015,60
eri,2016,64
eri,2017,66
eri,2018,68
eri,2019,69
eri,2020,73
esp,2000,29
esp,2001,34
esp,2002,39
esp,2003,43
esp,2004,48
esp,2005,52
esp,2006,55
esp,2007,59
esp,2008,62
esp,2009,65
esp,2010,68
esp,2011,69
esp,2012,72
esp,2013,73
esp,2014,74
esp,2015,76
esp,2016,83
esp,2017,84
esp,2018,85
esp,2019,85
esp,2020,85
est,2000,6
est,2001,2
est,2002,2
est,2003,2
est,2004,3
est,2005,6
est,2006,10
est,2007,15
est,2008,20
est,2009,25
est,2010,32
est,2011,37
est,2012,42
est,2013,44
est,2014,48
est,2015,55
est,2016,59
est,2017,61
est,2018,63
est,2019,65
est,2020,66
eth,2000,0
eth,2001,0
eth,2002,0
eth,2003,0
eth,2004,1
eth,2005,3
eth,2006,7
eth,2007,14
eth,2008,20
eth,2009,27
eth,2010,34
eth,2011,41
eth,2012,45
eth,2013,49
eth,2014,56
eth,2015,60
eth,2016,66
eth,2017,69
eth,2018,71
eth,2019,75
eth,2020,78
fji,2000,0
fji,2001,0
fji,2002,0
fji,2003,0
fji,2004,5
fji,2005,8
fji,2006,10
fji,2007,11
fji,2008,13
fji,2009,15
fji,2010,17
fji,2011,18
fji,2012,27
fji,2013,25
fji,2014,27
fji,2015,25
fji,2016,25
fji,2017,29
fji,2018,33
fji,2019,38
fji,2020,40
gab,2000,0
gab,2001,0
gab,2002,1
gab,2003,2
gab,2004,5
gab,2005,11
gab,2006,12
gab,2007,15
gab,2008,18
gab,2009,22
gab,2010,24
gab,2011,28
gab,2012,32
gab,2013,43
gab,2014,46
gab,2015,57
gab,2016,64
gab,2017,71
gab,2018,76
gab,2019,56
gab,2020,52
geo,2000,0
geo,2001,0
geo,2002,0
geo,2003,0
geo,2004,7
geo,2005,14
geo,2006,19
geo,2007,20
geo,2008,23
geo,2009,25
geo,2010,27
geo,2011,31
geo,2012,41
geo,2013,45
geo,2014,49
geo,2015,53
geo,2016,58
geo,2017,61
geo,2018,63
geo,2019,65
geo,2020,65
gha,2000,0
gha,2001,0
gha,2002,0
gha,2003,0
gha,2004,1
gha,2005,1
gha,2006,2
gha,2007,4
gha,2008,7
gha,2009,10
gha,2010,13
gha,2011,19
gha,2012,22
gha,2013,24
gha,2014,26
gha,2015,25
gha,2016,28
gha,2017,31
gha,2018,33
gha,2019,45
gha,2020,60
gin,2000,0
gin,2001,0
gin,2002,0
gin,2003,1
gin,2004,1
gin,2005,2
gin,2006,6
gin,2007,6
gin,2008,11
gin,2009,17
gin,2010,22
gin,2011,24
gin,2012,29
gin,2013,29
gin,2014,32
gin,2015,34
gin,2016,35
gin,2017,38
gin,2018,44
gin,2019,53
gin,2020,49
gmb,2000,0
gmb,2001,0
gmb,2002,0
gmb,2003,0
gmb,2004,0
gmb,2005,2
gmb,2006,2
gmb,2007,3
gmb,2008,5
gmb,2009,5
gmb,2010,10
gmb,2011,15
gmb,2012,17
gmb,2013,17
gmb,2014,19
gmb,2015,21
gmb,2016,25
gmb,2017,27
gmb,2018,29
gmb,2019,31
gmb,2020,31
gnb,2000,0
gnb,2001,0
gnb,2002,0
gnb,2003,0
gnb,2004,0
gnb,2005,0
gnb,2006,1
gnb,2007,3
gnb,2008,6
gnb,2009,8
gnb,2010,11
gnb,2011,14
gnb,2012,17
gnb,2013,18
gnb,2014,22
gnb,2015,25
gnb,2016,31
gnb,2017,32
gnb,2018,40
gnb,2019,45
gnb,2020,59
gnq,2000,0
gnq,2001,0
gnq,2002,0
gnq,2003,0
gnq,2004,1
gnq,2005,2
gnq,2006,3
gnq,2007,6
gnq,2008,8
gnq,2009,11
gnq,2010,7
gnq,2011,10
gnq,2012,14
gnq,2013,24
gnq,2014,24
gnq,2015,21
gnq,2016,27
gnq,2017,35
gnq,2018,35
gnq,2019,35
gnq,2020,38
grc,2000,46
grc,2001,46
grc,2002,46
grc,2003,46
grc,2004,45
grc,2005,46
grc,2006,45
grc,2007,45
grc,2008,44
grc,2009,43
grc,2010,42
grc,2011,43
grc,2012,44
grc,2013,48
grc,2014,51
grc,2015,55
grc,2016,60
grc,2017,62
grc,2018,66
grc,2019,67
grc,2020,67
gtm,2000,0
gtm,2001,0
gtm,2002,0
gtm,2003,11
gtm,2004,10
gtm,2005,11
gtm,2006,16
gtm,2007,24
gtm,2008,30
gtm,2009,32
gtm,2010,35
gtm,2011,39
gtm,2012,44
gtm,2013,47
gtm,2014,49
gtm,2015,47
gtm,2016,48
gtm,2017,53
gtm,2018,59
gtm,2019,63
gtm,2020,64
guy,2000,0
guy,2001,0
guy,2002,0
guy,2003,3
guy,2004,11
guy,2005,23
guy,2006,28
guy,2007,32
guy,2008,39
guy,2009,42
guy,2010,43
guy,2011,47
guy,2012,49
guy,2013,52
guy,2014,53
guy,2015,55
guy,2016,58
guy,2017,61
guy,2018,64
guy,2019,67
guy,2020,66
hnd,2000,0
hnd,2001,0
hnd,2002,1
hnd,2003,6
hnd,2004,9
hnd,2005,13
hnd,2006,17
hnd,2007,21
hnd,2008,24
hnd,2009,28
hnd,2010,31
hnd,2011,34
hnd,2012,37
hnd,2013,40
hnd,2014,43
hnd,2015,45
hnd,2016,48
hnd,2017,51
hnd,2018,52
hnd,2019,53
hnd,2020,54
hrv,2000,29
hrv,2001,31
hrv,2002,33
hrv,2003,34
hrv,2004,35
hrv,2005,36
hrv,2006,37
hrv,2007,40
hrv,2008,43
hrv,2009,43
hrv,2010,46
hrv,2011,49
hrv,2012,52
hrv,2013,55
hrv,2014,58
hrv,2015,63
hrv,2016,68
hrv,2017,70
hrv,2018,73
hrv,2019,73
hrv,2020,75
hti,2000,0
hti,2001,0
hti,2002,1
hti,2003,1
hti,2004,1
hti,2005,3
hti,2006,7
hti,2007,10
hti,2008,15
hti,2009,19
hti,2010,21
hti,2011,25
hti,2012,31
hti,2013,39
hti,2014,43
hti,2015,47
hti,2016,57
hti,2017,64
hti,2018,61
hti,2019,73
hti,2020,80
idn,2000,0
idn,2001,0
idn,2002,0
idn,2003,0
idn,2004,0
idn,2005,0
idn,2006,2
idn,2007,3
idn,2008,3
idn,2009,4
idn,2010,5
idn,2011,6
idn,2012,7
idn,2013,8
idn,2014,10
idn,2015,12
idn,2016,15
idn,2017,17
idn,2018,20
idn,2019,24
idn,2020,26
ind,2000,0
ind,2001,0
ind,2002,0
ind,2003,0
ind,2004,0
ind,2005,1
ind,2006,2
ind,2007,4
ind,2008,8
ind,2009,11
ind,2010,15
ind,2011,19
ind,2012,24
ind,2013,31
ind,2014,34
ind,2015,38
ind,2016,44
ind,2017,51
ind,2018,55
ind,2019,63
ind,2020,64
irl,2000,46
irl,2001,51
irl,2002,55
irl,2003,58
irl,2004,60
irl,2005,62
irl,2006,62
irl,2007,63
irl,2008,63
irl,2009,63
irl,2010,63
irl,2011,65
irl,2012,68
irl,2013,70
irl,2014,73
irl,2015,74
irl,2016,76
irl,2017,77
irl,2018,80
irl,2019,84
irl,2020,85
irn,2000,0
irn,2001,0
irn,2002,0
irn,2003,0
irn,2004,0
irn,2005,0
irn,2006,1
irn,2007,1
irn,2008,1
irn,2009,2
irn,2010,2
irn,2011,3
irn,2012,5
irn,2013,6
irn,2014,9
irn,2015,11
irn,2016,15
irn,2017,20
irn,2018,24
irn,2019,27
irn,2020,29
isl,2000,33
isl,2001,39
isl,2002,44
isl,2003,47
isl,2004,51
isl,2005,54
isl,2006,56
isl,2007,58
isl,2008,59
isl,2009,61
isl,2010,62
isl,2011,64
isl,2012,65
isl,2013,66
isl,2014,68
isl,2015,69
isl,2016,71
isl,2017,77
isl,2018,83
isl,2019,85
isl,2020,88
ita,2000,31
ita,2001,36
ita,2002,41
ita,2003,45
ita,2004,48
ita,2005,52
ita,2006,55
ita,2007,58
ita,2008,60
ita,2009,63
ita,2010,65
ita,2011,68
ita,2012,70
ita,2013,72
ita,2014,74
ita,2015,75
ita,2016,77
ita,2017,82
ita,2018,87
ita,2019,87
ita,2020,91
jam,2000,0
jam,2001,0
jam,2002,0
jam,2003,0
jam,2004,1
jam,2005,6
jam,2006,8
jam,2007,12
jam,2008,14
jam,2009,19
jam,2010,21
jam,2011,24
jam,2012,26
jam,2013,30
jam,2014,32
jam,2015,33
jam,2016,36
jam,2017,38
jam,2018,40
jam,2019,44
jam,2020,40
jor,2000,11
jor,2001,12
jor,2002,12
jor,2003,12
jor,2004,12
jor,2005,16
jor,2006,18
jor,2007,20
jor,2008,20
jor,2009,22
jor,2010,24
jor,2011,24
jor,2012,25
jor,2013,25
jor,2014,26
jor,2015,27
jor,2016,30
jor,2017,32
jor,2018,35
jor,2019,37
jor,2020,37
kaz,2000,0
kaz,2001,0
kaz,2002,0
kaz,2003,0
kaz,2004,0
kaz,2005,2
kaz,2006,3
kaz,2007,4
kaz,2008,5
kaz,2009,7
kaz,2010,8
kaz,2011,11
kaz,2012,16
kaz,2013,20
kaz,2014,24
kaz,2015,29
kaz,2016,33
kaz,2017,42
kaz,2018,51
kaz,2019,55
kaz,2020,57
ken,2000,0
ken,2001,0
ken,2002,0
ken,2003,0
ken,2004,2
ken,2005,4
ken,2006,9
ken,2007,13
ken,2008,18
ken,2009,25
ken,2010,31
ken,2011,39
ken,2012,43
ken,2013,47
ken,2014,54
ken,2015,63
ken,2016,72
ken,2017,78
ken,2018,77
ken,2019,81
ken,2020,86
kgz,2000,0
kgz,2001,0
kgz,2002,0
kgz,2003,0
kgz,2004,0
kgz,2005,3
kgz,2006,3
kgz,2007,3
kgz,2008,5
kgz,2009,8
kgz,2010,9
kgz,2011,11
kgz,2012,14
kgz,2013,21
kgz,2014,28
kgz,2015,32
kgz,2016,38
kgz,2017,42
kgz,2018,46
kgz,2019,47
kgz,2020,48
khm,2000,0
khm,2001,0
khm,2002,0
khm,2003,3
khm,2004,7
khm,2005,12
khm,2006,22
khm,2007,29
khm,2008,37
khm,2009,44
khm,2010,50
khm,2011,54
khm,2012,57
khm,2013,60
khm,2014,63
khm,2015,67
khm,2016,70
khm,2017,74
khm,2018,78
khm,2019,81
khm,2020,83
lao,2000,0
lao,2001,0
lao,2002,1
lao,2003,1
lao,2004,4
lao,2005,6
lao,2006,9
lao,2007,11
lao,2008,15
lao,2009,18
lao,2010,19
lao,2011,20
lao,2012,23
lao,2013,25
lao,2014,28
lao,2015,31
lao,2016,36
lao,2017,42
lao,2018,46
lao,2019,50
lao,2020,54
lbn,2000,3
lbn,2001,6
lbn,2002,9
lbn,2003,12
lbn,2004,16
lbn,2005,17
lbn,2006,19
lbn,2007,22
lbn,2008,25
lbn,2009,28
lbn,2010,31
lbn,2011,34
lbn,2012,36
lbn,2013,38
lbn,2014,41
lbn,2015,43
lbn,2016,48
lbn,2017,53
lbn,2018,58
lbn,2019,65
lbn,2020,68
lbr,2000,0
lbr,2001,0
lbr,2002,0
lbr,2003,0
lbr,2004,0
lbr,2005,0
lbr,2006,2
lbr,2007,4
lbr,2008,5
lbr,2009,7
lbr,2010,11
lbr,2011,15
lbr,2012,14
lbr,2013,17
lbr,2014,18
lbr,2015,20
lbr,2016,22
lbr,2017,32
lbr,2018,39
lbr,2019,44
lbr,2020,53
lby,2000,13
lby,2001,13
lby,2002,14
lby,2003,11
lby,2004,14
lby,2005,15
lby,2006,16
lby,2007,18
lby,2008,22
lby,2009,27
lby,2010,31
lby,2011,34
lby,2012,38
lby,2013,42
lby,2014,47
lby,2015,54
lby,2016,57
lby,2017,59
lby,2018,66
lby,2019,54
lby,2020,49
lka,2000,0
lka,2001,0
lka,2002,0
lka,2003,0
lka,2004,0
lka,2005,2
lka,2006,2
lka,2007,3
lka,2008,4
lka,2009,5
lka,2010,7
lka,2011,8
lka,2012,10
lka,2013,13
lka,2014,17
lka,2015,21
lka,2016,28
lka,2017,34
lka,2018,42
lka,2019,50
lka,2020,58
lso,2000,0
lso,2001,0
lso,2002,0
lso,2003,0
lso,2004,1
lso,2005,3
lso,2006,7
lso,2007,15
lso,2008,21
lso,2009,28
lso,2010,34
lso,2011,35
lso,2012,38
lso,2013,42
lso,2014,45
lso,2015,52
lso,2016,62
lso,2017,69
lso,2018,71
lso,2019,77
lso,2020,82
mar,2000,0
mar,2001,0
mar,2002,0
mar,2003,4
mar,2004,7
mar,2005,8
mar,2006,9
mar,2007,10
mar,2008,13
mar,2009,15
mar,2010,17
mar,2011,21
mar,2012,27
mar,2013,32
mar,2014,37
mar,2015,44
mar,2016,51
mar,2017,55
mar,2018,64
mar,2019,70
mar,2020,76
mda,2000,0
mda,2001,0
mda,2002,0
mda,2003,0
mda,2004,1
mda,2005,1
mda,2006,2
mda,2007,4
mda,2008,6
mda,2009,8
mda,2010,9
mda,2011,12
mda,2012,15
mda,2013,18
mda,2014,22
mda,2015,27
mda,2016,31
mda,2017,36
mda,2018,41
mda,2019,46
mda,2020,47
mdg,2000,0
mdg,2001,0
mdg,2002,0
mdg,2003,0
mdg,2004,1
mdg,2005,1
mdg,2006,2
mdg,2007,2
mdg,2008,2
mdg,2009,2
mdg,2010,2
mdg,2011,3
mdg,2012,2
mdg,2013,3
mdg,2014,4
mdg,2015,5
mdg,2016,6
mdg,2017,7
mdg,2018,10
mdg,2019,13
mdg,2020,14
mex,2000,7
mex,2001,9
mex,2002,11
mex,2003,14
mex,2004,16
mex,2005,17
mex,2006,20
mex,2007,23
mex,2008,25
mex,2009,27
mex,2010,28
mex,2011,30
mex,2012,34
mex,2013,34
mex,2014,36
mex,2015,41
mex,2016,44
mex,2017,46
mex,2018,51
mex,2019,52
mex,2020,55
mli,2000,0
mli,2001,0
mli,2002,0
mli,2003,1
mli,2004,3
mli,2005,3
mli,2006,7
mli,2007,11
mli,2008,15
mli,2009,18
mli,2010,21
mli,2011,25
mli,2012,25
mli,2013,25
mli,2014,28
mli,2015,31
mli,2016,34
mli,2017,38
mli,2018,42
mli,2019,48
mli,2020,52
mne,2000,8
mne,2001,11
mne,2002,11
mne,2003,12
mne,2004,14
mne,2005,18
mne,2006,18
mne,2007,19
mne,2008,19
mne,2009,20
mne,2010,23
mne,2011,23
mne,2012,24
mne,2013,27
mne,2014,30
mne,2015,32
mne,2016,37
mne,2017,42
mne,2018,46
mne,2019,49
mne,2020,50
mng,2000,0
mng,2001,0
mng,2002,0
mng,2003,1
mng,2004,1
mng,2005,0
mng,2006,1
mng,2007,1
mng,2008,2
mng,2009,3
mng,2010,7
mng,2011,9
mng,2012,12
mng,2013,20
mng,2014,25
mng,2015,27
mng,2016,28
mng,2017,31
mng,2018,32
mng,2019,32
mng,2020,35
moz,2000,0
moz,2001,0
moz,2002,0
moz,2003,0
moz,2004,1
moz,2005,2
moz,2006,4
moz,2007,7
moz,2008,10
moz,2009,12
moz,2010,15
moz,2011,18
moz,2012,19
moz,2013,28
moz,2014,35
moz,2015,42
moz,2016,50
moz,2017,57
moz,2018,62
moz,2019,67
moz,2020,68
mrt,2000,0
mrt,2001,0
mrt,2002,0
mrt,2003,0
mrt,2004,1
mrt,2005,3
mrt,2006,6
mrt,2007,9
mrt,2008,12
mrt,2009,15
mrt,2010,17
mrt,2011,18
mrt,2012,19
mrt,2013,23
mrt,2014,25
mrt,2015,27
mrt,2016,29
mrt,2017,35
mrt,2018,35
mrt,2019,38
