geo,time,ne_con_prvt_pc_kd_zg
mac,1984,0.35065
mac,1985,1.84026
mac,1986,4.42002
mac,1987,4.19988
mac,1988,5.13691
mac,1989,0.58473
mac,1990,2.18268
mac,1991,4.18908
mac,1992,6.19085
mac,1993,4.18583
mac,1994,3.97094
mac,1995,0.75949
mac,1996,1.9322
mac,1997,-0.59017
mac,1998,-2.9997
mac,1999,0.31742
mac,2000,-3.13477
mac,2001,-0.49603
mac,2002,3.3364
mac,2003,0.87795
mac,2004,5.28483
mac,2005,3.58772
mac,2006,5.16876
mac,2007,8.04634
mac,2008,3.304
mac,2009,-0.92844
mac,2010,2.86547
mac,2011,8.75542
mac,2012,5.10372
mac,2013,4.27454
mac,2014,3.30903
mac,2015,-0.23452
mac,2016,-2.7533
mac,2017,1.0756
mac,2018,2.87507
mac,2019,1.32965
mac,2020,-17.49359
mar,1961,-1.28653
mar,1962,7.38147
mar,1963,0.3355
mar,1964,-5.56706
mar,1965,-0.80679
mar,1966,1.37989
mar,1967,5.39212
mar,1968,10.51663
mar,1969,-0.62278
mar,1970,-2.39026
mar,1971,1.78093
mar,1972,2.17779
mar,1973,1.63914
mar,1974,3.00072
mar,1975,8.87912
mar,1976,4.34461
mar,1977,5.38268
mar,1978,4.65499
mar,1979,3.87742
mar,1980,-4.85855
mar,1981,0.31834
mar,1982,4.24399
mar,1983,6.00196
mar,1984,1.9671
mar,1985,1.51681
mar,1986,9.46169
mar,1987,0.00432
mar,1988,7.24905
mar,1989,2.96996
mar,1990,1.04314
mar,1991,12.24197
mar,1992,-2.0419
mar,1993,-3.1736
mar,1994,10.94406
mar,1995,-5.43871
mar,1996,11.9258
mar,1997,-5.4829
mar,1998,4.40982
mar,1999,0.4339
mar,2000,0.60192
mar,2001,-0.01376
mar,2002,2.27305
mar,2003,4.76357
mar,2004,3.23465
mar,2005,2.11784
mar,2006,5.25279
mar,2007,3.35413
mar,2008,6.26483
mar,2009,2.74957
mar,2010,2.73215
mar,2011,4.08852
mar,2012,2.71
mar,2013,1.72477
mar,2014,1.69335
mar,2015,0.8975
mar,2016,2.31321
mar,2017,2.42664
mar,2018,2.10909
mar,2019,0.62531
mar,2020,-5.12404
mda,1996,19.22959
mda,1997,9.95169
mda,1998,5.03872
mda,1999,-8.31904
mda,2000,21.17648
mda,2001,6.34588
mda,2002,6.48602
mda,2003,18.89444
mda,2004,6.51068
mda,2005,13.92255
mda,2006,8.11998
mda,2007,3.82191
mda,2008,6.03842
mda,2009,-7.90525
mda,2010,9.60549
mda,2011,9.28308
mda,2012,0.93723
mda,2013,6.42028
mda,2014,5.53991
mda,2015,-1.65306
mda,2016,4.10755
mda,2017,7.08138
mda,2018,5.66839
mda,2019,4.94039
mda,2020,-5.16376
mdg,1961,-3.14087
mdg,1962,0.1819
mdg,1963,-0.12467
mdg,1964,0.51485
mdg,1965,-3.17655
mdg,1966,-0.64145
mdg,1967,-2.0352
mdg,1968,5.14718
mdg,1969,1.19785
mdg,1970,3.78288
mdg,1971,2.39157
mdg,1972,-4.49926
mdg,1973,-5.36864
mdg,1974,-5.72447
mdg,1975,-2.54514
mdg,1976,-7.91514
mdg,1977,1.6273
mdg,1978,-4.9494
mdg,1979,8.71875
mdg,1980,-3.01445
mdg,1981,-11.26579
mdg,1982,-4.48842
mdg,1983,-7.13679
mdg,1984,2.60797
mdg,1985,1.07968
mdg,1986,-4.4501
mdg,1987,-7.346
mdg,1988,-1.85308
mdg,1989,-10.00459
mdg,1990,13.69276
mdg,1991,-9.3873
mdg,1992,-2.22034
mdg,1993,1.24507
mdg,1994,-2.95502
mdg,1995,-1.95579
mdg,1996,-1.11604
mdg,1997,1.38325
mdg,1998,2.73978
mdg,1999,0.9328
mdg,2000,0.38045
mdg,2001,-2.27921
mdg,2002,-2.44622
mdg,2003,6.11702
mdg,2004,2.16432
mdg,2005,-3.0151
mdg,2006,-1.06066
mdg,2007,-9.05657
mdg,2008,3.14664
mdg,2009,-0.3276
mdg,2010,1.70045
mdg,2011,-0.48242
mdg,2012,0.25897
mdg,2013,3.88206
mdg,2014,-5.19528
mdg,2015,0.24685
mdg,2016,1.00095
mdg,2017,-1.52371
mdg,2018,0.33518
mdg,2019,0.88415
mdg,2020,-7.1817
mdv,2015,16.75468
mdv,2016,8.03905
mdv,2017,8.32113
mdv,2018,6.47184
mdv,2019,2.48893
mex,1961,0.60549
mex,1962,1.20011
mex,1963,3.30183
mex,1964,7.42238
mex,1965,35.18389
mex,1966,1.68374
mex,1967,3.39035
mex,1968,3.5162
mex,1969,3.26256
mex,1970,3.58445
mex,1971,1.28514
mex,1972,3.88489
mex,1973,3.83891
mex,1974,1.03714
mex,1975,1.95204
mex,1976,0.96276
mex,1977,0.10336
mex,1978,4.25848
mex,1979,6.19511
mex,1980,7.64031
mex,1981,4.82585
mex,1982,-4.73864
mex,1983,-7.50727
mex,1984,0.97598
mex,1985,1.07774
mex,1986,-4.61296
mex,1987,-2.15228
mex,1988,-0.18929
mex,1989,4.73599
mex,1990,4.09204
mex,1991,2.96415
mex,1992,2.04305
mex,1993,-1.55722
mex,1994,3.51389
mex,1995,-7.42512
mex,1996,2.86772
mex,1997,5.81832
mex,1998,4.81195
mex,1999,3.29732
mex,2000,5.59464
mex,2001,1.07728
mex,2002,0.30698
mex,2003,0.84498
mex,2004,3.3339
mex,2005,1.31442
mex,2006,2.55477
mex,2007,0.99733
mex,2008,-0.78658
mex,2009,-7.62539
mex,2010,2.11245
mex,2011,1.92869
mex,2012,0.96162
mex,2013,0.42648
mex,2014,0.85182
mex,2015,1.4227
mex,2016,2.41957
mex,2017,1.99359
mex,2018,1.38303
mex,2019,-0.48539
mex,2020,-11.34136
mhl,2005,-1.29321
mhl,2006,-5.79137
mhl,2007,3.18625
mhl,2008,-5.60455
mhl,2009,-6.4778
mhl,2010,-0.74965
mhl,2011,4.13896
mhl,2012,1.50993
mhl,2013,7.11137
mhl,2014,-4.56646
mhl,2015,-1.64812
mhl,2016,3.16082
mhl,2017,9.62014
mhl,2018,-1.41987
mkd,1991,-7.66517
mkd,1992,-10.06547
mkd,1993,9.4031
mkd,1994,9.13778
mkd,1995,5.33444
mkd,1996,0.87082
mkd,1997,0.92522
mkd,1998,2.9568
mkd,1999,3.70247
mkd,2000,3.79344
mkd,2001,-10.4548
mkd,2002,9.61245
mkd,2003,4.26298
mkd,2004,7.30266
mkd,2005,7.00575
mkd,2006,3.5779
mkd,2007,7.49349
mkd,2008,4.69147
mkd,2009,-3.38548
mkd,2010,3.69028
mkd,2011,-5.43911
mkd,2012,1.1115
mkd,2013,1.77334
mkd,2014,2.1026
mkd,2015,4.35249
mkd,2016,3.80822
mkd,2017,2.02588
mkd,2018,3.63681
mkd,2019,3.47887
mkd,2020,-5.59458
mli,1968,1.37461
mli,1969,-1.40691
mli,1970,3.553
mli,1971,0.56648
mli,1972,4.18136
mli,1973,-2.12615
mli,1974,5.83254
mli,1975,4.67809
mli,1976,9.28644
mli,1977,-2.48656
mli,1978,3.64344
mli,1979,5.57507
mli,1980,-7.30895
mli,1981,2.95955
mli,1982,-7.70495
mli,1983,1.232
mli,1984,-0.75242
mli,1985,-5.03005
mli,1986,-7.457
mli,1987,-8.8052
mli,1988,7.6383
mli,1989,-4.28554
mli,1990,-1.56329
mli,1991,17.3318
mli,1992,-10.46066
mli,1993,5.04856
mli,1994,-3.56442
mli,1995,-0.02218
mli,1996,3.92477
mli,1997,-4.76639
mli,1998,-1.33323
mli,1999,6.72075
mli,2000,-4.42599
mli,2001,4.11309
mli,2002,-5.03691
mli,2003,4.52418
mli,2004,1.23054
mli,2005,3.37071
mli,2006,1.17966
mli,2007,2.38388
mli,2008,4.4874
mli,2009,2.31098
mli,2010,7.17389
mli,2011,-0.86466
mli,2012,-1.76215
mli,2013,4.72688
mli,2014,5.46412
mli,2015,3.2126
mli,2016,2.75423
mli,2017,0.35781
mli,2018,-0.05217
mli,2019,0.73602
mli,2020,-1.47125
mmr,2016,4.54558
mmr,2017,4.642
mmr,2018,-0.19796
mne,2007,11.6423
mne,2008,10.95782
mne,2009,-14.43056
mne,2010,1.80942
mne,2011,0.35761
mne,2012,-3.98587
mne,2013,1.48943
mne,2014,2.75915
mne,2015,2.16808
mne,2016,5.33729
mne,2017,3.92348
mne,2018,4.61511
mne,2019,3.09546
mne,2020,-5.32711
mng,2011,13.71771
mng,2012,10.82753
mng,2013,13.14748
mng,2014,4.18878
mng,2015,6.0371
mng,2016,-4.46858
mng,2017,3.42165
mng,2018,10.40972
mng,2019,8.00292
mng,2020,0.98808
mnp,2003,5.98048
mnp,2004,-2.27149
mnp,2005,-13.68494
mnp,2006,6.62061
mnp,2007,-0.62838
mnp,2008,-0.22533
mnp,2009,-14.74707
mnp,2010,3.53715
mnp,2011,-3.09265
mnp,2012,1.6707
mnp,2013,7.09687
mnp,2014,6.24474
mnp,2015,3.23525
mnp,2016,6.42873
mnp,2017,10.54045
mnp,2018,0.1602
mnp,2019,0.77538
moz,1981,-4.55324
moz,1982,-3.52417
moz,1983,-20.92074
moz,1984,-3.01018
moz,1985,-7.24099
moz,1986,3.38546
moz,1987,11.13618
moz,1988,3.21807
moz,1989,6.10144
moz,1990,-5.33391
moz,1991,2.70639
moz,1992,-11.40453
moz,1993,0.40841
moz,1994,-1.26095
moz,1995,2.05072
moz,1996,5.29264
moz,1997,4.22608
moz,1998,2.5469
moz,1999,2.81617
moz,2000,-3.35832
moz,2001,-2.06997
moz,2002,30.95749
moz,2003,2.40389
moz,2004,1.23302
moz,2005,3.97504
moz,2006,1.61293
moz,2007,4.69787
moz,2008,2.59725
moz,2009,3.31083
moz,2010,0.80191
moz,2011,2.09979
moz,2012,9.70785
moz,2013,3.76136
moz,2014,3.08558
moz,2015,-1.1049
moz,2016,3.74073
moz,2017,-2.30532
moz,2018,1.8481
moz,2019,1.68629
mrt,1965,19.65729
mrt,1966,-3.92332
mrt,1967,14.14712
mrt,1968,12.65503
mrt,1969,-4.92373
mrt,1970,13.63129
mrt,1971,-2.78197
mrt,1972,-12.30893
mrt,1973,3.14631
mrt,1974,40.94277
mrt,1975,-0.52059
mrt,1976,25.96442
mrt,1977,-17.62405
mrt,1978,-15.42432
mrt,1979,3.70837
mrt,1980,-13.17354
mrt,1981,8.70802
mrt,1982,27.01414
mrt,1983,-20.14922
mrt,1984,-11.92555
mrt,1985,-10.13992
mrt,1986,24.56323
mrt,1987,-8.58631
mrt,1988,-14.84634
mrt,1989,16.29643
mrt,1990,5.87439
mrt,1991,-7.24901
mrt,1992,-7.23834
mrt,1993,-4.90743
mrt,1994,8.88436
mrt,1995,-3.67146
mrt,1996,10.00784
mrt,1997,-7.32382
mrt,1998,9.84959
mrt,1999,2.18378
mrt,2000,-0.66257
mrt,2001,-2.2484
mrt,2002,1.39046
mrt,2003,1.47916
mrt,2004,-1.30453
mrt,2005,2.09149
mrt,2006,1.79876
mrt,2007,5.13137
mrt,2008,3.57399
mrt,2009,-0.56648
mrt,2010,0.47793
mrt,2011,0.05595
mrt,2012,4.1409
mrt,2013,-0.95479
mrt,2014,0.03304
mrt,2015,1.35726
mrt,2016,1.36857
mrt,2017,-0.17043
mrt,2018,-0.1036
mrt,2019,-0.4178
mrt,2020,-8.21408
mus,1977,4.33652
mus,1978,1.51628
mus,1979,-0.80691
mus,1980,-7.1649
mus,1981,-4.49874
mus,1982,2.31662
mus,1983,1.01825
mus,1984,3.41483
mus,1985,4.244
mus,1986,6.17815
mus,1987,18.80622
mus,1988,7.85267
mus,1989,6.38446
mus,1990,4.25415
mus,1991,3.92113
mus,1992,3.44202
mus,1993,4.10274
mus,1994,4.37299
mus,1995,3.88627
mus,1996,3.86109
mus,1997,3.78752
mus,1998,5.05047
mus,1999,2.74886
mus,2000,2.88001
mus,2001,2.15397
mus,2002,2.59216
mus,2003,3.94301
mus,2004,7.65398
mus,2005,6.58887
mus,2006,5.44015
mus,2007,3.98713
mus,2008,6.32353
mus,2009,1.81954
mus,2010,2.39244
mus,2011,2.34059
mus,2012,2.4563
mus,2013,2.41234
mus,2014,2.44435
mus,2015,2.73531
mus,2016,2.88601
mus,2017,3.137
mus,2018,3.15857
mus,2019,3.18305
mus,2020,-18.34842
mys,1961,3.0334
mys,1962,1.56442
mys,1963,0.01975
mys,1964,2.09205
mys,1965,2.34888
mys,1966,1.01222
mys,1967,-1.5812
mys,1968,-0.92714
mys,1969,3.91916
mys,1970,0.94756
mys,1971,3.67261
mys,1972,2.8397
mys,1973,6.24148
mys,1974,6.44232
mys,1975,-2.96625
mys,1976,3.10872
mys,1977,7.37067
mys,1978,7.5488
mys,1979,8.01889
mys,1980,9.89993
mys,1981,2.57904
mys,1982,0.88324
mys,1983,0.7604
mys,1984,3.83824
mys,1985,-2.27254
mys,1986,-12.50456
mys,1987,-0.89469
mys,1988,8.4747
mys,1989,10.04765
mys,1990,8.7791
mys,1991,6.15961
mys,1992,1.99518
mys,1993,3.62327
mys,1994,6.69182
mys,1995,8.87725
mys,1996,4.17012
mys,1997,1.6728
mys,1998,-12.47583
mys,1999,0.37866
mys,2000,10.43126
mys,2001,0.7901
mys,2002,1.72984
mys,2003,5.96672
mys,2004,7.70437
mys,2005,6.98591
mys,2006,4.52971
mys,2007,8.30107
mys,2008,6.66105
mys,2009,-1.25538
mys,2010,5.07007
mys,2011,5.21226
mys,2012,6.79028
mys,2013,5.79052
mys,2014,5.55197
mys,2015,4.60136
mys,2016,4.42411
mys,2017,5.46469
mys,2018,6.50206
mys,2019,6.21136
mys,2020,-5.55086
nam,1981,33.70384
nam,1982,-0.26129
nam,1983,-6.84902
nam,1984,0.85585
nam,1985,-16.45575
nam,1986,4.26538
nam,1987,14.26991
nam,1988,-9.83081
nam,1989,-0.71879
nam,1990,-20.06128
nam,1991,11.17692
nam,1992,-5.99871
nam,1993,-2.65567
nam,1994,-1.70083
nam,1995,0.76746
nam,1996,8.31277
nam,1997,5.27266
nam,1998,1.64984
nam,1999,-0.50342
nam,2000,3.98984
nam,2001,7.26296
nam,2002,-2.94606
nam,2003,6.71576
nam,2004,0.37265
nam,2005,-0.80129
nam,2006,6.8775
nam,2007,4.25074
nam,2008,10.75214
nam,2009,11.84535
nam,2010,-7.21524
nam,2011,6.966
nam,2012,7.69489
nam,2013,7.55678
nam,2014,2.5252
nam,2015,11.69845
nam,2016,13.69397
nam,2017,-8.48692
nam,2018,-1.95009
nam,2019,-0.57814
nam,2020,-10.96524
ner,1991,0.16077
ner,1992,-8.48951
ner,1993,3.67406
ner,1994,-1.41217
ner,1995,1.98075
ner,1996,-6.28123
ner,1997,-0.73115
ner,1998,-0.64449
ner,1999,-0.4602
ner,2000,-4.79476
ner,2001,3.07052
ner,2002,1.24484
ner,2003,0.06532
ner,2004,-0.16857
ner,2005,-2.45126
ner,2006,0.14405
ner,2007,0.13649
ner,2008,-3.6756
ner,2009,2.30013
ner,2010,2.49611
ner,2011,0.05216
ner,2012,3.35006
ner,2013,0.56993
ner,2014,-1.87158
ner,2015,1.92249
ner,2016,6.02435
ner,2017,2.58224
ner,2018,1.45837
ner,2019,0.7443
nga,1982,-13.94126
nga,1983,-24.82087
nga,1984,3.32475
nga,1985,19.68637
nga,1986,-11.6799
nga,1987,-8.0402
nga,1988,4.20199
nga,1989,-9.98851
nga,1990,20.66582
nga,1991,3.24568
nga,1992,14.01627
nga,1993,-10.5126
nga,1994,-12.07228
nga,1995,2.37763
nga,1996,17.03369
nga,1997,-5.62049
nga,1998,-2.78577
nga,1999,-10.79381
nga,2000,-0.74796
nga,2001,55.43416
nga,2002,12.35215
nga,2003,7.9927
nga,2004,-2.30609
nga,2005,9.87462
nga,2006,-15.94049
nga,2007,31.08717
nga,2008,-18.17534
nga,2009,19.06921
nga,2010,-0.94211
nga,2011,-5.61778
nga,2012,-2.6398
nga,2013,17.86718
nga,2014,-2.03225
nga,2015,-1.19736
nga,2016,-8.17483
nga,2017,-3.50188
nga,2018,2.53418
nga,2019,-3.50025
nga,2020,-0.36559
nic,1961,4.80417
nic,1962,8.36134
nic,1963,6.62465
nic,1964,5.7913
nic,1965,6.56867
nic,1966,-0.20833
nic,1967,7.58922
nic,1968,-3.40135
nic,1969,-1.45384
nic,1970,-2.13421
nic,1971,-1.02961
nic,1972,-1.53428
nic,1973,3.13023
nic,1974,4.14807
nic,1975,1.97168
nic,1976,1.45567
nic,1977,4.50333
nic,1978,-8.8161
nic,1979,-29.26551
nic,1980,14.39993
nic,1981,-16.56203
nic,1982,-15.25434
nic,1983,-8.13123
nic,1984,-7.49427
nic,1985,-10.30585
nic,1986,-10.37069
nic,1987,-4.9772
nic,1988,40.52094
nic,1989,-7.66033
nic,1990,-17.0607
nic,1991,31.54567
nic,1992,4.27573
nic,1993,-5.07543
nic,1994,0.16087
nic,1995,1.55395
nic,1996,2.4996
nic,1997,3.927
nic,1998,3.52993
nic,1999,1.74548
nic,2000,4.15826
nic,2001,3.29008
nic,2002,2.8898
nic,2003,0.26096
nic,2004,0.54755
nic,2005,1.99356
nic,2006,1.45156
nic,2007,3.3359
nic,2008,1.80931
nic,2009,0.30869
nic,2010,1.63492
nic,2011,1.24721
nic,2012,2.6925
nic,2013,2.4614
nic,2014,2.87115
nic,2015,3.88857
nic,2016,4.34362
nic,2017,1.39853
nic,2018,-5.74993
nic,2019,-2.72906
nic,2020,-2.03711
nld,1970,5.9528
nld,1971,1.93563
nld,1972,1.56678
nld,1973,3.75307
nld,1974,2.38996
nld,1975,2.09198
nld,1976,4.69824
nld,1977,3.50643
nld,1978,3.96761
nld,1979,0.57938
nld,1980,-0.87055
nld,1981,-3.05304
nld,1982,-1.89676
nld,1983,0.87582
nld,1984,0.20648
nld,1985,0.91783
nld,1986,1.80133
nld,1987,1.43061
nld,1988,0.8973
nld,1989,2.53856
nld,1990,3.32552
nld,1991,1.90171
nld,1992,-0.04305
nld,1993,0.11082
nld,1994,1.33821
nld,1995,2.15869
nld,1996,4.44329
nld,1997,3.6413
nld,1998,4.96748
nld,1999,5.25391
nld,2000,2.92496
nld,2001,1.2775
nld,2002,0.52015
nld,2003,-0.60052
nld,2004,0.4104
nld,2005,0.67454
nld,2006,-0.31607
nld,2007,1.65331
nld,2008,0.49812
nld,2009,-2.38866
nld,2010,-0.40708
nld,2011,-0.39613
nld,2012,-1.50626
nld,2013,-1.25565
nld,2014,0.01425
nld,2015,1.52605
nld,2016,0.58293
nld,2017,1.52903
nld,2018,1.56949
nld,2019,0.22315
nld,2020,-7.14108
nor,1971,4.78502
nor,1972,1.94012
nor,1973,2.84508
nor,1974,2.33938
nor,1975,4.71127
nor,1976,5.45872
nor,1977,5.82541
nor,1978,-1.96528
nor,1979,3.84587
nor,1980,1.74271
nor,1981,-0.04233
nor,1982,0.75071
nor,1983,1.64338
nor,1984,2.9008
nor,1985,8.89849
nor,1986,4.67534
nor,1987,-1.08143
nor,1988,-2.63652
nor,1989,-1.02054
nor,1990,0.3466
nor,1991,1.59905
nor,1992,1.77504
nor,1993,1.66383
nor,1994,2.80768
nor,1995,3.07567
nor,1996,5.7857
nor,1997,2.56323
nor,1998,2.21813
nor,1999,3.02636
nor,2000,3.50692
nor,2001,1.54675
nor,2002,2.58137
nor,2003,2.58814
nor,2004,4.8267
nor,2005,3.69406
nor,2006,4.11909
nor,2007,4.22441
nor,2008,0.4166
nor,2009,-1.22511
nor,2010,2.52556
nor,2011,1.04616
nor,2012,2.14359
nor,2013,1.57559
nor,2014,0.9267
nor,2015,1.69292
nor,2016,0.23638
nor,2017,1.4163
nor,2018,0.90025
nor,2019,0.70226
nor,2020,-7.47518
npl,2002,1.96355
npl,2003,1.69822
npl,2004,-0.37632
npl,2005,3.3708
npl,2006,4.09966
npl,2007,1.9299
npl,2008,0.19356
npl,2009,4.81783
npl,2010,5.72241
npl,2011,0.46798
npl,2012,3.23396
npl,2013,2.92419
npl,2014,3.08514
npl,2015,2.16861
npl,2016,3.20689
npl,2017,-0.55943
npl,2018,4.42011
npl,2019,6.20037
npl,2020,1.71842
nzl,1971,-1.0434
nzl,1972,5.18194
nzl,1973,6.35268
nzl,1974,1.86494
nzl,1975,-2.65124
nzl,1976,-4.12174
nzl,1977,-3.5493
nzl,1978,1.75414
nzl,1979,-0.08053
nzl,1980,-0.36534
nzl,1981,1.65417
nzl,1982,-2.35369
nzl,1983,1.69039
nzl,1984,2.97919
nzl,1985,0.74266
nzl,1986,4.14416
nzl,1987,1.95679
nzl,1988,2.64394
nzl,1989,0.52906
nzl,1990,-0.51505
nzl,1991,-6.99661
nzl,1992,-0.72325
nzl,1993,2.66776
nzl,1994,4.97871
nzl,1995,2.64598
nzl,1996,3.37162
nzl,1997,1.37764
nzl,1998,1.89421
nzl,1999,2.49451
nzl,2000,0.78793
nzl,2001,2.06878
nzl,2002,3.17706
nzl,2003,4.13781
nzl,2004,3.80167
nzl,2005,3.43949
nzl,2006,1.6663
nzl,2007,2.8228
nzl,2008,-1.64733
nzl,2009,0.51184
nzl,2010,1.05407
nzl,2011,2.36674
nzl,2012,1.74673
nzl,2013,3.09998
nzl,2014,1.57792
nzl,2015,2.09825
nzl,2016,4.13054
nzl,2017,2.7895
nzl,2018,2.55474
nzl,2019,1.21883
omn,1999,-0.80702
omn,2000,0.66847
omn,2001,4.29769
omn,2002,-1.10125
omn,2003,11.38563
omn,2004,3.59861
omn,2005,0.09498
omn,2006,2.12608
omn,2007,15.86022
omn,2008,2.02469
omn,2009,7.55337
omn,2010,0.17867
omn,2011,0.17962
omn,2012,3.09493
omn,2013,-4.21881
omn,2014,-2.74211
omn,2015,-2.1225
omn,2016,0.1187
omn,2017,4.82227
omn,2018,-1.57012
omn,2019,-2.06093
pak,1987,0.28866
pak,1988,6.80087
pak,1989,-2.19348
pak,1990,1.458
pak,1991,-4.11383
pak,1992,9.90612
pak,1993,-0.62206
pak,1994,0.65115
pak,1995,4.10721
pak,1996,4.11749
pak,1997,1.24838
pak,1998,-1.29013
pak,1999,4.49863
pak,2000,-2.21664
pak,2001,0.89668
pak,2002,-0.62967
pak,2003,1.15953
pak,2004,4.00798
pak,2005,8.26111
pak,2006,0.26077
pak,2007,1.96501
pak,2008,1.24217
pak,2009,-2.67793
pak,2010,-0.01332
pak,2011,2.35245
pak,2012,2.82364
pak,2013,0.01297
pak,2014,3.40102
pak,2015,0.76957
pak,2016,5.39978
pak,2017,6.26768
pak,2018,4.0523
pak,2019,0.85895
pak,2020,-5.61026
pan,1961,4.17212
pan,1962,1.93618
pan,1963,7.96689
pan,1964,3.613
pan,1965,5.7107
pan,1966,-1.71666
pan,1967,4.90321
pan,1968,-0.50509
pan,1969,9.73208
pan,1970,1.59401
pan,1971,3.66886
pan,1972,-2.69207
pan,1973,-0.06745
pan,1974,7.95198
pan,1975,-5.2393
pan,1976,-2.27595
pan,1977,4.34125
pan,1978,8.66497
pan,1979,3.64754
pan,1980,4.21627
pan,1981,15.82639
pan,1982,-12.51832
pan,1983,6.57149
pan,1984,12.84544
pan,1985,6.93678
pan,1986,1.30636
pan,1987,-4.62821
pan,1988,-10.33289
pan,1989,21.88128
pan,1990,-14.46702
pan,1991,15.64452
pan,1992,5.5904
pan,1993,2.11465
pan,1994,-4.57583
pan,1995,-7.07783
pan,1996,-0.6091
pan,1997,6.31371
pan,1998,16.14617
pan,1999,-1.54163
pan,2000,-2.08084
pan,2001,1.15846
pan,2002,4.90956
pan,2003,6.70503
pan,2004,2.4023
pan,2005,6.80094
pan,2006,2.995
pan,2007,-1.43649
pan,2008,3.20362
pan,2009,1.71202
pan,2010,4.99814
pan,2011,3.82658
pan,2012,2.08852
pan,2013,6.09641
pan,2014,5.66569
pan,2015,1.09404
pan,2016,5.24985
pan,2017,0.62493
pan,2018,1.49093
pan,2019,0.15706
per,1961,1.38581
per,1962,9.11496
per,1963,5.9639
per,1964,3.27807
per,1965,3.98802
per,1966,6.87362
per,1967,4.00359
per,1968,-3.98246
per,1969,0.66869
per,1970,-0.47151
per,1971,1.71502
per,1972,-0.50062
per,1973,4.5913
per,1974,6.34598
per,1975,0.6997
per,1976,-1.71275
per,1977,-4.59067
per,1978,-10.42956
per,1979,-3.08153
per,1980,4.40092
per,1981,4.8566
per,1982,-4.74938
per,1983,-7.81709
per,1984,0.37021
per,1985,-0.58248
per,1986,12.40823
per,1987,8.82265
per,1988,-10.34008
per,1989,-18.12161
per,1990,-2.60955
per,1991,1.64019
per,1992,-2.66214
per,1993,2.46646
per,1994,7.42475
per,1995,7.49869
per,1996,0.48708
per,1997,1.74399
per,1998,-3.68455
per,1999,-3.02233
per,2000,1.04511
per,2001,-0.27471
per,2002,3.70371
per,2003,1.49805
per,2004,2.4538
per,2005,2.76062
per,2006,5.32003
per,2007,7.76362
per,2008,8.02373
per,2009,2.24807
per,2010,8.21737
per,2011,6.33461
per,2012,6.55253
per,2013,4.7837
per,2014,3.12746
per,2015,2.71992
per,2016,2.21554
per,2017,0.95247
per,2018,2.0593
per,2019,1.59017
per,2020,-10.07149
phl,1961,1.45825
phl,1962,2.25055
phl,1963,2.58236
phl,1964,0.71573
phl,1965,1.67054
phl,1966,1.95177
phl,1967,1.97163
phl,1968,1.62678
phl,1969,1.00327
phl,1970,0.03969
phl,1971,0.44665
phl,1972,0.37463
phl,1973,2.77884
phl,1974,1.95661
phl,1975,1.90137
phl,1976,2.12687
phl,1977,2.42042
phl,1978,2.37607
phl,1979,2.02467
phl,1980,1.68764
phl,1981,-0.11792
phl,1982,0.66487
phl,1983,-2.10295
phl,1984,-2.42484
phl,1985,-3.79745
phl,1986,0.58096
phl,1987,1.3003
phl,1988,3.46187
phl,1989,2.31604
phl,1990,2.73441
phl,1991,-0.25376
phl,1992,0.77288
phl,1993,0.60667
phl,1994,1.30477
phl,1995,1.42747
phl,1996,2.25338
phl,1997,2.64819
phl,1998,1.1734
phl,1999,1.77406
phl,2000,2.95019
phl,2001,1.74908
phl,2002,2.91391
phl,2003,3.2394
phl,2004,3.83086
phl,2005,2.48965
phl,2006,2.33032
phl,2007,3.03129
phl,2008,2.14293
phl,2009,0.8537
phl,2010,1.87817
phl,2011,3.78141
phl,2012,4.9944
phl,2013,4.04352
phl,2014,4.05679
phl,2015,4.77663
phl,2016,5.54686
phl,2017,4.437
phl,2018,4.29903
phl,2019,4.43218
phl,2020,-9.17008
plw,2006,1.83621
plw,2007,4.49293
plw,2008,1.62562
plw,2009,-3.87496
plw,2010,-1.41709
plw,2011,4.18568
plw,2012,8.02861
plw,2013,2.61954
plw,2014,1.79621
plw,2015,3.99651
plw,2016,5.84702
plw,2017,-0.72235
plw,2018,4.77265
pol,1996,8.67936
pol,1997,7.25629
pol,1998,4.91652
pol,1999,5.55367
pol,2000,3.97782
pol,2001,2.04818
pol,2002,3.91957
pol,2003,1.45028
pol,2004,4.39676
pol,2005,1.86085
pol,2006,4.79501
pol,2007,5.70461
pol,2008,6.66346
pol,2009,3.37408
pol,2010,2.93683
pol,2011,2.78251
pol,2012,0.44682
pol,2013,0.30515
pol,2014,2.55911
pol,2015,3.79906
pol,2016,4.00131
pol,2017,4.69499
pol,2018,4.51252
pol,2019,3.93156
pol,2020,-3.02565
pri,1965,6.13658
pri,1966,7.89332
pri,1967,0.18822
pri,1968,5.3715
pri,1969,7.41397
pri,1970,11.93512
pri,1971,-0.88656
pri,1972,14.65947
pri,1973,4.06355
pri,1974,-4.1281
pri,1975,-3.32333
pri,1976,97.69616
pri,1977,-43.70876
pri,1978,4.38913
pri,1979,2.82386
pri,1980,-0.96741
pri,1981,-4.18042
pri,1982,-1.24128
pri,1983,1.86191
pri,1984,3.63929
pri,1985,3.49006
pri,1986,3.18501
pri,1987,4.75811
pri,1988,3.02792
pri,1989,0.1569
pri,1990,1.19158
pri,1991,-1.86244
pri,1992,3.07277
pri,1993,4.11609
