geo,time,ne_rsb_gnfs_kn
bel,1991,-262162000
bel,1992,-861250000
bel,1993,-968497000
bel,1994,373204000
bel,1995,887600000
bel,1996,48900000
bel,1997,2127100000
bel,1998,612200000
bel,1999,3342500000
bel,2000,2586900000
bel,2001,5024300000
bel,2002,10272900000
bel,2003,10773000000
bel,2004,11193800000
bel,2005,9693800000
bel,2006,11621500000
bel,2007,11882500000
bel,2008,6640800000
bel,2009,4711200000
bel,2010,7101700000
bel,2011,4675200000
bel,2012,5202900000
bel,2013,6869200000
bel,2014,6263900000
bel,2015,5908900000
bel,2016,2297400000
bel,2017,3284600000
bel,2018,508400000
bel,2019,1745400000
bel,2020,3449800000
ben,2015,-492533000000
ben,2016,-339403000000
ben,2017,-526334910000
ben,2018,-548542491800
ben,2019,-456377137200
ben,2020,-485257584800
bfa,2015,-480850000000
bfa,2016,-601982000000
bfa,2017,-692093940400
bfa,2018,-614709452700
bfa,2019,-914183696200
bgd,2006,-260703000000
bgd,2007,-326125000000
bgd,2008,-239884000000
bgd,2009,-208569000000
bgd,2010,-207566000000
bgd,2011,-266284000000
bgd,2012,-269199000000
bgd,2013,-255177000000
bgd,2014,-228952000000
bgd,2015,-325733000000
bgd,2016,-168805000000
bgd,2017,-250491000000
bgd,2018,-590269000000
bgd,2019,-376930000000
bgd,2020,-472073000000
bgr,2015,805710000
bgr,2016,2828139000
bgr,2017,2040641000.00001
bgr,2018,-485436000
bgr,2019,-1342821000
bgr,2020,-5905453000.00001
bhr,2010,1798500000
bhr,2011,1804710000
bhr,2012,1700030000
bhr,2013,1354320000
bhr,2014,1603430000
bhr,2015,1999320000
bhr,2016,1975970000
bhr,2017,1745490000
bhr,2018,1631360000
bhr,2019,2151530000
bhs,2012,-857240000
bhs,2013,-883300000
bhs,2014,-1349710000
bhs,2015,-983840000
bhs,2016,-1486780000
bhs,2017,-2006290000
bhs,2018,-1536140000
bhs,2019,-1365540000
bhs,2020,-758310000
blz,2000,-344491500
blz,2001,-291356700
blz,2002,-234647400
blz,2003,-127259800
blz,2004,33459800
blz,2005,80159700
blz,2006,386264000
blz,2007,159311100
blz,2008,49290000
blz,2009,210736100
blz,2010,275900200
blz,2011,167430100
blz,2012,239742900
blz,2013,152148400
blz,2014,72286800
blz,2015,-96041600
blz,2016,-286019200
blz,2017,-180827300
blz,2018,19266500
blz,2019,-169099700
blz,2020,-165883668.75
bmu,2014,1481774393.33653
bmu,2015,1646420085.01398
bmu,2016,1786625201.22871
bmu,2017,1478475108.28644
bmu,2018,1588276887.17419
bmu,2019,1454600000
bmu,2020,1567600000
bol,1990,-177490000
bol,1991,-386103000
bol,1992,-756958000
bol,1993,-521223000
bol,1994,114688000
bol,1995,134105000
bol,1996,-50640000
bol,1997,-879426000
bol,1998,-1889422000
bol,1999,-1328175000
bol,2000,-895143000
bol,2001,-113207000
bol,2002,-568558000
bol,2003,133794000
bol,2004,928163000
bol,2005,534661000
bol,2006,1112833000
bol,2007,1034134000
bol,2008,388891000
bol,2009,292052000
bol,2010,213422564.1163
bol,2011,-1022860259.6665
bol,2012,-100325703.2367
bol,2013,-604576596.928
bol,2014,-1228917292.7193
bol,2015,-1234404107.8449
bol,2016,-1383298000
bol,2017,-2772772217.9587
bol,2018,-2441548998.7159
bol,2019,-2894383969.2379
bol,2020,-1364878574.84281
bra,2010,-40452000000.001
bra,2011,-63595000000
bra,2012,-66187026508.031
bra,2013,-92169103626.65302
bra,2014,-86888285445.86099
bra,2015,19294705681.653
bra,2016,70770471803.267
bra,2017,66821764366.7031
bra,2018,53366026190.0271
bra,2019,35537126707.424
bra,2020,74034079718.28108
brn,2010,7373000000
brn,2011,5233000000
brn,2012,3942000000
brn,2013,2016000000
brn,2014,5098000000
brn,2015,4608000000
brn,2016,4249332600
brn,2017,3892998800
brn,2018,2458617700
brn,2019,2911940000
brn,2020,3986085024.28967
btn,2000,-3732111800
btn,2001,-4665427700
btn,2002,-6271428300
btn,2003,-6775607000
btn,2004,-8763118500
btn,2005,-8035509000
btn,2006,-1555847200
btn,2007,-871997800
btn,2008,-3490050000
btn,2009,-7098186239.8974
btn,2010,-12983794132.0008
btn,2011,-14294891658.5056
btn,2012,-12326181439.924
btn,2013,-10995555299.4247
btn,2014,-11047307096.457
btn,2015,-15754029781.0658
btn,2016,-14458721473.5004
btn,2017,-13188159299.3476
btn,2018,-14430469633.4163
btn,2019,-9471942182.657
btn,2020,-10067080550.2798
bwa,2016,14399800000
bwa,2017,19261800000
bwa,2018,18902900000
bwa,2019,3085400000
bwa,2020,-17263000000
caf,2009,-72331000000
caf,2010,-47341000000
caf,2011,25749000000
caf,2012,31036000000
caf,2013,51242000000
caf,2014,2523000000
caf,2015,2076000000
caf,2016,-27198000000
caf,2017,-17852000000
caf,2018,-40668000000
caf,2019,-73269483300
caf,2020,-148493310100
can,1961,4399448000
can,1962,5599062100
can,1963,9100976900
can,1964,10757433900
can,1965,6905259100
can,1966,7721482700
can,1967,11852530800
can,1968,14711713200
can,1969,11983120200
can,1970,21955448000
can,1971,21598845000
can,1972,18524288000
can,1973,16094167000
can,1974,-1228204000
can,1975,-7869422000
can,1976,-6487425000
can,1977,1842054000
can,1978,10795285000
can,1979,6702585000
can,1980,12658317000
can,1981,12447584000
can,1982,32641266000
can,1983,29421973000
can,1984,36512096000
can,1985,32380024000
can,1986,30410578000
can,1987,27491378000
can,1988,21787150000
can,1989,11534062000
can,1990,17872534000
can,1991,16138862000
can,1992,22715489000
can,1993,33286342000
can,1994,49457076000
can,1995,62638054000
can,1996,67313979000
can,1997,54773725000
can,1998,75329711000
can,1999,94106178000
can,2000,104828376000
can,2001,110792876000
can,2002,109453815000
can,2003,81745549000
can,2004,72782147000
can,2005,49467378000
can,2006,26468524000
can,2007,987321000
can,2008,-31044232000
can,2009,-30404861000
can,2010,-69397662000
can,2011,-77280899000
can,2012,-85039036000
can,2013,-84648154000
can,2014,-64928811000
can,2015,-49064000000
can,2016,-40492987000
can,2017,-62825007000
can,2018,-62778620000
can,2019,-56743447000
can,2020,-35751181000
che,1970,13317937000
che,1971,12496164000
che,1972,12738288000
che,1973,14626335000
che,1974,16173112000
che,1975,21161459000
che,1976,20943302000
che,1977,23285025000
che,1978,18957681000
che,1979,15918761000
che,1980,14909216000
che,1981,24251783000
che,1982,19646432000
che,1983,15273825000
che,1984,27656035000
che,1985,31950328000
che,1986,21102107000
che,1987,19443399000
che,1988,23404845000
che,1989,22946881000
che,1990,17905960000
che,1991,20015679000
che,1992,24671182000
che,1993,25531877000
che,1994,21402648000
che,1995,17449446000
che,1996,16512669000
che,1997,26570969000
che,1998,22532193000
che,1999,22598761000
che,2000,33569649000
che,2001,31530430000
che,2002,31814267000
che,2003,28042680000
che,2004,42591293000
che,2005,37987195000
che,2006,48873573000
che,2007,68339836000
che,2008,70073066000
che,2009,48248286000
che,2010,66611442000
che,2011,54387717000
che,2012,65661473000
che,2013,78730342000
che,2014,77698024000
che,2015,78867036000
che,2016,88115733000
che,2017,89783531000
che,2018,102323128000
che,2019,99507926000
che,2020,88260003000
chl,2013,-792139999306.01599
chl,2014,2296690450866.47998
chl,2015,2000157220796.76001
chl,2016,1856427301935.32007
chl,2017,-734776663815.09583
chl,2018,-2019956416491.37012
chl,2019,-2069072233824.40967
chl,2020,3382377191306.9502
civ,2015,540486000000
civ,2016,2913000000
civ,2017,-63209000000
civ,2018,-1098046000000
civ,2019,148320000000
civ,2020,-1125364400500
cmr,2016,-548791000000
cmr,2017,-556010000000
cmr,2018,-840094047200
cmr,2019,-940582308200
cmr,2020,-691907506400
cod,2005,-364372000000
cod,2006,-290602000000
cod,2007,-417279763500
cod,2008,-215172273000
cod,2009,-657556335900
cod,2010,-1096108630700
cod,2011,-1490924677000
cod,2012,-2198934057200
cod,2013,-2320810684400
cod,2014,-2216800308400
cod,2015,-1765938196100
cod,2016,-1614545349900
cod,2017,-1843867112200
cod,2018,-1625065629900
cod,2019,-2907021469400
cod,2020,-3408312286000
cog,2005,1067914000000
cog,2006,1156891000000
cog,2007,-171605410631.10999
cog,2008,196968577878.72
cog,2009,528447768600.64001
cog,2010,424567828075.21002
cog,2011,664134311488.71997
cog,2012,419336251578.44
cog,2013,326246127305.42999
cog,2014,141540117923.25
cog,2015,-602990020633.45996
cog,2016,-187059120552.45001
cog,2017,1211837305427.38989
cog,2018,1469645495240.19995
cog,2019,1661232470323.21997
cog,2020,1533607334270
col,2015,-56814000000000
col,2016,-50606000000000
col,2017,-49173000000000
col,2018,-58683000000000
col,2019,-68536000000000
col,2020,-58035692337926
com,2007,-43431000000
com,2008,-52320735000
com,2009,-58479735900
com,2010,-51384122400
com,2011,-55073419800
com,2012,-69947395600
com,2013,-69388358200
com,2014,-72507388500
com,2015,-71766706500
com,2016,-73812699100
com,2017,-81287881600
com,2018,-87330618400
com,2019,-82110947500
com,2020,-94370513900
cpv,2007,-36823154500
cpv,2008,-33093673500
cpv,2009,-35443099200
cpv,2010,-38913583200
cpv,2011,-38111256200
cpv,2012,-25172356400
cpv,2013,-19888231100
cpv,2014,-28631350900
cpv,2015,-22359807500
cpv,2016,-25768860800
cpv,2017,-35574832300
cpv,2018,-33555814000
cpv,2019,-27842635900
cpv,2020,-51196088800
cri,2017,155718408620.5
cri,2018,389142153296.40002
cri,2019,747894803846.8009
cri,2020,495959380975.39801
cub,1997,-737300000
cub,1998,-581600000
cub,1999,-179800000
cub,2000,466300000
cub,2001,456800000
cub,2002,597400000
cub,2003,366600000
cub,2004,720800000
cub,2005,2214200000
cub,2006,970000000
cub,2007,2299600000
cub,2008,2898900000
cub,2009,4527000000
cub,2010,3566000000
cub,2011,4196000000
cub,2012,4467000000
cub,2013,4123000000
cub,2014,3870000000
cub,2015,2827000000
cub,2016,1252000000
cub,2017,1412000000
cub,2018,1347000000
cub,2019,1118000000
cub,2020,-323000000
cyp,2010,-1619099000
cyp,2011,-643867000
cyp,2012,-296290000
cyp,2013,311701000
cyp,2014,180523000
cyp,2015,287601000
cyp,2016,-62149000
cyp,2017,-477993000
cyp,2018,-71566000
cyp,2019,-210332000
cyp,2020,-632393000
cze,1990,18039740000
cze,1991,147244147000
cze,1992,95554693000
cze,1993,77101496000
cze,1994,21512875000
cze,1995,26267000000
cze,1996,-42090000000
cze,1997,-30821000000
cze,1998,2132000000
cze,1999,2323000000
cze,2000,6800000000
cze,2001,-14012000000
cze,2002,-64700000000
cze,2003,-78828000000
cze,2004,-43654000000
cze,2005,50454000000
cze,2006,114403000000
cze,2007,85404000000
cze,2008,115352000000
cze,2009,136789000000
cze,2010,153326000000
cze,2011,232912000000
cze,2012,289898000000
cze,2013,296462000000
cze,2014,284043000000
cze,2015,274835000000
cze,2016,338978000000
cze,2017,397010000000
cze,2018,333421000000
cze,2019,335716000000
cze,2020,309927000000
deu,1970,-7590528000
deu,1971,-15087131000
deu,1972,-16482626000
deu,1973,-6453127000
deu,1974,12401854000
deu,1975,-4089264000
deu,1976,-5569419000
deu,1977,-5122475000
deu,1978,-10778694000
deu,1979,-21406471000
deu,1980,-16938452000
deu,1981,6759227000
deu,1982,17660683000
deu,1983,10029223000
deu,1984,19589486000
deu,1985,29786062000
deu,1986,17698572000
deu,1987,7330616000
deu,1988,8282881000
deu,1989,14230685000
deu,1990,17729916000
deu,1991,20131710000
deu,1992,6431190000
deu,1993,9169240000
deu,1994,8655560000
deu,1995,7755220000
deu,1996,16264520000
deu,1997,32371440000
deu,1998,26015280000
deu,1999,7320740000
deu,2000,26777810000
deu,2001,60680900000
deu,2002,109508740000
deu,2003,86884900000
deu,2004,122709150000
deu,2005,136344010000
deu,2006,162174940000
deu,2007,200340000000
deu,2008,200831450000
deu,2009,128003140000
deu,2010,159831990000
deu,2011,183228060000
deu,2012,218080630000
deu,2013,202655360000
deu,2014,221794140000
deu,2015,229846000000
deu,2016,211483990000
deu,2017,217785990000
deu,2018,202138130000
deu,2019,180189000000
deu,2020,153163790000
dji,2013,-126777272000
dji,2014,69642609500
dji,2015,95807220200
dji,2016,-91644138000
dji,2018,51709645300
dji,2019,50608650400
dji,2020,119037018800
dnk,1966,13806662900
dnk,1967,10509822800
dnk,1968,15792516900
dnk,1969,7767288000
dnk,1970,198780000
dnk,1971,8116661000
dnk,1972,15304935000
dnk,1973,874733000
dnk,1974,11551417000
dnk,1975,19608593000
dnk,1976,-4081380000
dnk,1977,1583213000
dnk,1978,2521596000
dnk,1979,11963721000
dnk,1980,38431145000
dnk,1981,59481205000
dnk,1982,61425233000
dnk,1983,70200912000
dnk,1984,67745114000
dnk,1985,62350815000
dnk,1986,44068066000
dnk,1987,63740653000
dnk,1988,83684450000
dnk,1989,85368830000
dnk,1990,104029819000
dnk,1991,117346259000
dnk,1992,119013068000
dnk,1993,129345070000
dnk,1994,123287981000
dnk,1995,111324450000
dnk,1996,122634955000
dnk,1997,108640932000
dnk,1998,97417036000
dnk,1999,150725220000
dnk,2000,164281137000
dnk,2001,175212930000
dnk,2002,171144960000
dnk,2003,167989296000
dnk,2004,147909981000
dnk,2005,136086366000
dnk,2006,123759810000
dnk,2007,110167614000
dnk,2008,106550235000
dnk,2009,121724802000
dnk,2010,144731854000
dnk,2011,153120243000
dnk,2012,141370915000
dnk,2013,144913361000
dnk,2014,142448010000
dnk,2015,138230312000
dnk,2016,148362483000
dnk,2017,161976122000
dnk,2018,148797069000
dnk,2019,179572788000
dnk,2020,133120208000
dom,2007,-122845145500
dom,2008,-168997780700
dom,2009,-143567232100
dom,2010,-179409634500
dom,2011,-151196773300
dom,2012,-136423280000
dom,2013,-83126388200
dom,2014,-67763091500
dom,2015,-117485090700
dom,2016,-130476992600
dom,2017,-80526486000
dom,2018,-102634490300
dom,2019,-136579392300
dom,2020,-220881800200
dza,2012,1357734800000
dza,2013,563922337900
dza,2014,148897064900
dza,2015,-202444287500
dza,2016,359716120700
dza,2017,394936113400
dza,2018,375013064700
dza,2019,393091169800
dza,2020,611122189900
ecu,2007,651062000
ecu,2008,-1120727000
ecu,2009,-148910000
ecu,2010,-2576331000
ecu,2011,-2348221000
ecu,2012,-1588044000
ecu,2013,-2481283000
ecu,2014,-2333329000
ecu,2015,-688583000
ecu,2016,1499685000
ecu,2017,-562149000
ecu,2018,-1224960000
ecu,2019,-569200000
ecu,2020,660352000
eri,2011,-3519140200
esp,1970,2640359000
esp,1971,6255379000
esp,1972,4459247000
esp,1973,2893498000
esp,1974,-290347000
esp,1975,-100278000
esp,1976,-1905881000
esp,1977,5113429000
esp,1978,10215333000
esp,1979,8551795000
esp,1980,8349101000
esp,1981,15895506000
esp,1982,17052017000
esp,1983,23538397000
esp,1984,32294214000
esp,1985,29502675000
esp,1986,21606152000
esp,1987,11989844000
esp,1988,4019466000
esp,1989,-8915067000
esp,1990,-13962117000
esp,1991,-17271159000
esp,1992,-17786304000
esp,1993,-3331296000
esp,1994,2122067000
esp,1995,182000000
esp,1996,3993000000
esp,1997,6862000000
esp,1998,-2746000000
esp,1999,-14017000000
esp,2000,-13541000000
esp,2001,-13372000000
esp,2002,-19288000000
esp,2003,-26464000000
esp,2004,-42575000000
esp,2005,-58899000000
esp,2006,-73092000000
esp,2007,-80923000000
esp,2008,-62542000000
esp,2009,-28711000000
esp,2010,-22832000000
esp,2011,2859000000
esp,2012,24048000000
esp,2013,38619000000
esp,2014,33695000000
esp,2015,32763000000
esp,2016,43492000000
esp,2017,41570000000
esp,2018,34367000000
esp,2019,39995000000
esp,2020,13121000000
est,1993,830111000
est,1994,600277000
est,1995,635096000
est,1996,465514000
est,1997,432876000
est,1998,498153000
est,1999,845022000
est,2000,702639000
est,2001,448217000
est,2002,-121828000
est,2003,-375817000
est,2004,-357642000
est,2005,-159737000
est,2006,-1263861000
est,2007,-1466416000
est,2008,-541861000
est,2009,852412000
est,2010,1315049000
est,2011,1316495000
est,2012,731079000
est,2013,803384000
est,2014,763641000
est,2015,811598000
est,2016,596776000
est,2017,761447000
est,2018,487454000
est,2019,994825000
est,2020,-129613000
fin,1970,-3018069000
fin,1971,-3107215000
fin,1972,-2363535000
fin,1973,-3268256000
fin,1974,-4225222000
fin,1975,-6156726000
fin,1976,-4461838000
fin,1977,-2322431000
fin,1978,-652222000
fin,1979,-2048937000
fin,1980,-2296000000
fin,1981,-404000000
fin,1982,-1156000000
fin,1983,-1165000000
fin,1984,-131000000
fin,1985,-1276000000
fin,1986,-1513000000
fin,1987,-2766000000
fin,1988,-4622000000
fin,1989,-6638000000
fin,1990,-6217000000
fin,1991,-4163000000
fin,1992,-2178000000
fin,1993,1309000000
fin,1994,1604000000
fin,1995,1906000000
fin,1996,1558000000
fin,1997,2493000000
fin,1998,2863000000
fin,1999,6042000000
fin,2000,7540000000
fin,2001,7890000000
fin,2002,8052000000
fin,2003,5347000000
fin,2004,6144000000
fin,2005,4127000000
fin,2006,6601000000
fin,2007,8293000000
fin,2008,7838000000
fin,2009,3790000000
fin,2010,3943000000
fin,2011,1099000000
fin,2012,440000000
fin,2013,779000000
fin,2014,-30000000
fin,2015,-1202000000
fin,2016,-2639000000
fin,2017,753000000
fin,2018,-2781000000
fin,2019,857000000
fin,2020,561000000
fra,1960,2835260200
fra,1961,2362351900
fra,1962,520001900
fra,1963,-962024800
fra,1964,-3683900400
fra,1965,-475268400
fra,1966,-2531039400
fra,1967,-3873855100
fra,1968,-5113441000
fra,1969,-8910878100
fra,1970,-3834658000
fra,1971,-2300152000
fra,1972,-5752797000
fra,1973,-8912773000
fra,1974,-3215536000
fra,1975,3602432000
fra,1976,-6942402000
fra,1977,303888000
fra,1978,3083605000
fra,1979,468953000
fra,1980,-3010060000
fra,1981,6544610000
fra,1982,-704297000
fra,1983,11056477000
fra,1984,17001344000
fra,1985,13166610000
fra,1986,291494000
fra,1987,-8389058000
fra,1988,-9064001000
fra,1989,-6394671000
fra,1990,-8675002000
fra,1991,-1375783000
fra,1992,8712794000
fra,1993,17936390000
fra,1994,17716457000
fra,1995,22752860000
fra,1996,28826492000
fra,1997,47110796000
fra,1998,41698151000
fra,1999,37456901000
fra,2000,33135030000
fra,2001,37105210000
fra,2002,38073523000
fra,2003,29440606000
fra,2004,27209610000
fra,2005,17078515000
fra,2006,20122160000
fra,2007,4766455000
fra,2008,-63636000
fra,2009,-8934604000
fra,2010,-10740425000
fra,2011,-8434634000
fra,2012,7200536000
fra,2013,5682258000
fra,2014,-4160178000
fra,2015,-12453000000
fra,2016,-20571659000
fra,2017,-22185678000
fra,2018,-12523735000
fra,2019,-18236522000
fra,2020,-46062170000
gab,2001,916514000000
gab,2002,681314000000
gab,2003,839179000000
gab,2004,836200000000
gab,2005,897468752400
gab,2006,554960208300
gab,2007,564495846100
gab,2008,265689748200
gab,2009,234473769400
gab,2010,340435400
gab,2011,-158386213400
gab,2012,-455888812600
gab,2013,-529095208900
gab,2014,-729531161300
gab,2015,-237317882100
gab,2016,-146233057900
gab,2017,114719165700
gab,2018,-988559085100
gab,2019,-1510585276800
gab,2020,-987901763100
gbr,1970,14267767000
gbr,1971,16408969000
gbr,1972,9601913000
gbr,1973,11756541000
gbr,1974,18704879000
gbr,1975,21689289000
gbr,1976,27259044000
gbr,1977,33879986000
gbr,1978,32669087000
gbr,1979,27954247000
gbr,1980,31448524000
gbr,1981,33694399000
gbr,1982,30092704000
gbr,1983,25722926000
gbr,1984,23805876000
gbr,1985,29467309000
gbr,1986,27140395000
gbr,1987,25888271000
gbr,1988,7608552000
gbr,1989,3066858000
gbr,1990,11876894000
gbr,1991,20266640000
gbr,1992,17216894000
gbr,1993,20315274000
gbr,1994,28596284000
gbr,1995,39335358000
gbr,1996,37576336000
gbr,1997,48296729000
gbr,1998,32795579000
gbr,1999,19501750000
gbr,2000,21041873000
gbr,2001,10389075000
gbr,2002,-5249408000
gbr,2003,-7429784000
gbr,2004,-15041299000
gbr,2005,-14426790000
gbr,2006,-7142258000
gbr,2007,-4299305000
gbr,2008,7469703000
gbr,2009,1758148000
gbr,2010,-7795281000
gbr,2011,14760341000
gbr,2012,7987196000
gbr,2013,-2929225000
gbr,2014,-22573566000
gbr,2015,-29932000000
gbr,2016,-31991898000
gbr,2017,-18080618000
gbr,2018,-20331749000
gbr,2019,-18376706000
gbr,2020,-3310014000
geo,2015,-5784000000
geo,2016,-5043400000
geo,2017,-4910500000
geo,2018,-5449500000
geo,2019,-5226882400
geo,2020,-8636744383.2613
gha,2013,-12295590400
gha,2014,-6262064100
gha,2015,-3717930300
gha,2016,-2206145400
gha,2017,3743607200
gha,2018,4706674000
gha,2019,3876898800
gha,2020,1272436500
gin,2010,-5048338821000
gin,2011,-8421035383200
gin,2012,-10661759900900
gin,2013,-14123126659000
gin,2014,-12194678062500
gin,2015,-15446836185200
gin,2016,-29772967290900
gin,2017,-10793793351100
gin,2018,-8838740735500
gin,2019,-11620703666000
gin,2020,33989554191100
gmb,2013,-3711545800
gmb,2014,-5769734400
gmb,2015,-7187275900
gmb,2016,-8735916800
gmb,2017,-11231013400
gmb,2018,-10665768800
gmb,2019,-11720653200
gmb,2020,-21934980961.1928
gnb,2005,-27915000000
gnb,2007,-47738689300
gnb,2008,-55734340300
gnb,2009,-47741166200
gnb,2010,-78082460500
gnb,2011,-47508844000
gnb,2012,-37949736900
gnb,2013,-24810774400
gnb,2014,-54959684100
gnb,2015,-62388318700
gnb,2016,-75357728700
gnb,2017,-128485098800
gnb,2018,-73121998800
gnb,2019,-89175499500
gnb,2020,-99927941800
gnq,2006,2432358000000
gnq,2007,2689933000000
gnq,2008,2973196000000
gnq,2009,2924957000000
gnq,2010,2058268000000
gnq,2011,2164385000000
gnq,2020,1274279000000
grc,1960,-652396600
grc,1961,-780785300
grc,1962,-1158282800
grc,1963,-1357615200
grc,1964,-2198724200
grc,1965,-2565197300
grc,1966,-1888356900
grc,1967,-2077914000
grc,1968,-2724619700
grc,1969,-3255101000
grc,1970,-2989385000
grc,1971,-2825354000
grc,1972,-2821471000
grc,1973,-4005053000
grc,1974,-2328517000
grc,1975,-1727610000
grc,1976,-1518335000
grc,1977,-2016238000
grc,1978,-1383894000
grc,1979,-538335000
grc,1980,-366124000
grc,1981,-112489000
grc,1982,-2249013000
grc,1983,-3392972000
grc,1984,-1734281000
grc,1985,-2161292000
grc,1986,-2053562000
grc,1987,-1488845000
grc,1988,-3204229000
grc,1989,-4957378000
grc,1990,-7377377000
grc,1991,-8088246000
grc,1992,-6652067000
grc,1993,-7298107000
grc,1994,-6333790000
grc,1995,-8065640000
grc,1996,-10048298000
grc,1997,-7814977000
grc,1998,-12764126000
grc,1999,-11921177000
grc,2000,-13653063000
grc,2001,-14146523000
grc,2002,-15262776000
grc,2003,-19490877000
grc,2004,-15001525000
grc,2005,-14014216000
grc,2006,-19634793000
grc,2007,-25059861000
grc,2008,-24229177000
grc,2009,-18272935000
grc,2010,-13872552000
grc,2011,-7657781000
grc,2012,-3646215000
grc,2013,-941209000
grc,2014,-256388000
grc,2015,-1804906000
grc,2016,-3300281000
grc,2017,-2901872000
grc,2018,-2513468000
grc,2019,-1365172000
grc,2020,-11012053000
gtm,2013,-52834492000
gtm,2014,-51356888000
gtm,2015,-54023933000
gtm,2016,-53106128000
gtm,2017,-55982266000
gtm,2018,-62615519000
gtm,2019,-70729212000
gtm,2020,-67312565000
gum,2012,-2033000000
gum,2013,-2186000000
gum,2014,-2262000000
gum,2015,-2158000000
gum,2016,-2068000000
gum,2017,-1958000000
gum,2018,-2038000000
gum,2019,-2123000000
gum,2020,-3016000000
hkg,2019,44178000000
hkg,2020,52329000000
hnd,2000,-13276100000
hnd,2001,-13535100000
hnd,2002,-11875800000
hnd,2003,-12257800000
hnd,2004,-16361500000
hnd,2005,-15583200000
hnd,2006,-18350600000
hnd,2007,-27583800000
hnd,2008,-29592100000
hnd,2009,-12594500000
hnd,2010,-14147700000
hnd,2011,-19692300000
hnd,2012,-17555600000
hnd,2013,-13914300000
hnd,2014,-14388600000
