geo,time,se_prm_tenr
bel,1979,97.62043
bel,1980,98.15498
bel,1981,97.04024
bel,1982,97.12267
bel,1983,93.98158
bel,1984,93.29294
bel,1985,92.87257
bel,1986,94.30415
bel,1987,95.68513
bel,1988,96.89028
bel,1991,96.53405
bel,1992,95.09398
bel,1993,97.66637
bel,1994,97.04167
bel,1995,97.07828
bel,1996,97.5397
bel,1999,99.13221
bel,2000,99.19199
bel,2001,99.1812
bel,2002,98.94533
bel,2003,97.96697
bel,2004,96.35918
bel,2005,95.99092
bel,2006,96.3076
bel,2007,97.24514
bel,2008,97.84119
bel,2009,97.77166
bel,2010,97.52697
bel,2011,97.6514
bel,2012,97.99151
bel,2013,98.02977
bel,2014,97.97358
bel,2015,98.38347
bel,2016,98.66219
bel,2017,99.11352
ben,1984,50.10471
ben,1985,50.83997
ben,1986,48.90028
ben,1988,48.44376
ben,1989,48.92716
ben,1990,39.50607
ben,1992,49.21298
ben,1993,53.21355
ben,1994,54.48041
ben,1995,56.8919
ben,1996,59.11845
ben,1997,62.47886
ben,2003,84.60479
ben,2004,87.73149
ben,2005,83.75604
ben,2006,86.81449
ben,2008,90.1357
ben,2009,94.2321
ben,2010,94.92278
ben,2011,94.8091
ben,2012,95.50633
ben,2014,96.36058
ben,2017,97.03352
ben,2018,97.21103
bfa,1971,10.0546
bfa,1972,10.48779
bfa,1977,12.55795
bfa,1978,13.02682
bfa,1979,13.5189
bfa,1980,14.30845
bfa,1981,15.32438
bfa,1982,16.8141
bfa,1983,18.08002
bfa,1984,19.42905
bfa,1985,21.48462
bfa,1986,23.48546
bfa,1987,25.13819
bfa,1988,25.62197
bfa,1989,25.91472
bfa,1991,27.18227
bfa,1992,27.70352
bfa,1993,28.68706
bfa,1994,29.91303
bfa,1995,31.53515
bfa,1998,34.98034
bfa,1999,35.51457
bfa,2000,36.7463
bfa,2001,37.77186
bfa,2002,36.72142
bfa,2003,39.04855
bfa,2004,41.14892
bfa,2005,45.97286
bfa,2006,49.62343
bfa,2007,54.95361
bfa,2008,61.00304
bfa,2009,63.89452
bfa,2011,64.89106
bfa,2012,66.07414
bfa,2013,66.97207
bfa,2014,68.30377
bfa,2015,69.95995
bfa,2016,75.85293
bfa,2017,77.00507
bfa,2018,79.34168
bgd,1970,51.62585
bgd,1973,72.03309
bgd,1976,76.7823
bgd,1977,73.18313
bgd,1978,72.14783
bgd,1981,68.55957
bgd,1983,65.58304
bgd,1984,64.46519
bgd,1985,62.89953
bgd,1986,62.08812
bgd,1987,61.20893
bgd,1988,71.93169
bgd,1989,71.90344
bgd,1990,74.92288
bgd,2005,97.24423
bgd,2006,96.74066
bgd,2008,95.72411
bgd,2009,95.86042
bgd,2010,94.9566
bgr,1996,93.93516
bgr,1997,95.0039
bgr,1998,97.46041
bgr,1999,97.58017
bgr,2000,97.09026
bgr,2001,97.10991
bgr,2002,96.03343
bgr,2003,96.28332
bgr,2004,96.96116
bgr,2005,95.79106
bgr,2006,96.76806
bgr,2007,99.52181
bgr,2008,99.66652
bgr,2009,99.30125
bgr,2010,99.50947
bgr,2011,99.49688
bgr,2012,97.18578
bgr,2013,95.3372
bgr,2014,94.00772
bgr,2015,91.9879
bgr,2016,89.46126
bgr,2017,88.08615
bhr,1971,76.33968
bhr,1972,79.20479
bhr,1973,80.26908
bhr,1974,81.86211
bhr,1975,85.28601
bhr,1976,82.12487
bhr,1977,82.11388
bhr,1978,80.05571
bhr,1979,80.69142
bhr,1980,82.3983
bhr,1981,81.99603
bhr,1982,80.6088
bhr,1983,83.25855
bhr,1984,86.6106
bhr,1985,91.05123
bhr,1986,96.14373
bhr,1987,95.51585
bhr,1988,98.27366
bhr,1989,99.0614
bhr,1991,99.4111
bhr,1992,97.01005
bhr,1993,98.02282
bhr,1994,97.93377
bhr,1995,99.114
bhr,1996,99.858
bhr,1997,99.60053
bhr,1998,99.94225
bhr,1999,99.73968
bhr,2000,97.89263
bhr,2001,94.85629
bhr,2002,94.75889
bhr,2003,93.38639
bhr,2004,92.87957
bhr,2005,90.1977
bhr,2006,91.89263
bhr,2011,91.89966
bhr,2012,92.75377
bhr,2013,93.77229
bhr,2014,95.768
bhr,2015,98.02753
bhr,2016,97.90026
bhr,2017,98.72605
bhr,2018,98.10484
bhs,1971,100
bhs,1972,99.90995
bhs,1973,96.35086
bhs,1974,99.34907
bhs,1975,100
bhs,1976,98.85311
bhs,1980,97.22125
bhs,1981,100
bhs,1984,95.93899
bhs,1992,88.52849
bhs,1993,88.8667
bhs,1994,92.60562
bhs,1999,91.06984
bhs,2004,89.40616
bhs,2005,90.66472
bhs,2006,86.51424
bhs,2007,87.28796
bhs,2008,86.09097
bhs,2009,82.08308
bhs,2010,80.65799
bhs,2011,85.85102
bhs,2012,80.16219
bhs,2013,74.89342
bhs,2014,75.62908
bhs,2015,79.96521
bhs,2016,75.50359
bhs,2018,74.38987
blr,1995,88.16409
blr,2001,100
blr,2002,99.33446
blr,2003,99.46826
blr,2004,92.13567
blr,2005,90.16126
blr,2006,90.17427
blr,2007,90.03092
blr,2010,91.39466
blr,2011,91.01664
blr,2012,94.27956
blr,2013,93.52767
blr,2014,93.43187
blr,2015,94.25545
blr,2016,96.35791
blr,2017,95.9291
blr,2018,95.20914
blz,1999,99.21574
blz,2000,96.34834
blz,2001,93.52843
blz,2003,93.85438
blz,2004,95.43717
blz,2005,95.02931
blz,2006,95.67751
blz,2007,95.26155
blz,2008,96.26669
blz,2009,97.14145
blz,2010,98.03297
blz,2011,97.67031
blz,2012,99.54131
blz,2013,98.82235
blz,2014,99.2171
blz,2015,99.28398
blz,2016,99.24787
blz,2017,99.35225
blz,2018,99.01278
bmu,1978,79.41537
bmu,1979,77.38169
bmu,1984,86.69732
bmu,1985,88.72524
bmu,2005,97.46259
bmu,2011,96.26612
bmu,2012,92.71386
bol,1998,95.86253
bol,1999,95.99743
bol,2000,96.41673
bol,2001,96.30042
bol,2002,96.51171
bol,2003,96.68407
bol,2004,96.354
bol,2005,96.42277
bol,2006,96.43571
bol,2007,96.20668
bol,2008,94.91023
bol,2009,97.1906
bol,2010,94.39305
bol,2011,91.85201
bol,2012,88.39177
bol,2013,88.0242
bol,2014,87.94434
bol,2015,88.70123
bol,2016,89.84267
bol,2017,91.48686
bol,2018,93.18324
bra,1999,98.07272
bra,2001,98.85493
bra,2002,96.72741
bra,2003,94.29506
bra,2004,95.58531
bra,2005,96.07993
bra,2007,92.47411
bra,2008,98.53831
bra,2009,96.58508
bra,2011,95.69718
bra,2012,98.54993
bra,2013,97.32389
bra,2014,97.4362
bra,2015,96.85231
bra,2016,97.20202
bra,2017,97.55117
brb,1971,86.44477
brb,1972,88.06389
brb,1973,88.73368
brb,1976,98.82915
brb,1977,98.32617
brb,1978,98.22735
brb,1979,98.87614
brb,1981,94.60567
brb,1982,94.4972
brb,1983,96.31603
brb,1989,99.69313
brb,1990,97.58751
brb,1992,89.72294
brb,1999,97.18269
brb,2000,95.55437
brb,2001,94.6152
brb,2002,91.93415
brb,2003,91.68133
brb,2004,90.48611
brb,2005,90.27004
brb,2006,92.07418
brb,2007,94.77144
brb,2008,98.75138
brb,2009,97.23732
brb,2010,94.97605
brb,2011,93.48965
brb,2014,93.48471
brb,2015,95.84843
brb,2016,98.03848
brb,2017,96.55139
brb,2018,98.38821
brn,1977,89.63365
brn,1978,89.75917
brn,1979,80.04534
brn,1980,79.89489
brn,1981,76.09079
brn,1982,74.54283
brn,1983,75.85916
brn,1984,76.84005
brn,1986,80.08959
brn,1991,89.85875
brn,1992,91.66947
brn,1993,94.30621
brn,1994,94.42407
brn,1995,97.98266
brn,2009,97.22446
brn,2012,96.74419
brn,2013,97.23998
brn,2014,96.5768
brn,2015,96.49142
brn,2016,96.68663
brn,2017,96.14464
brn,2018,96.07682
btn,1978,22.03288
btn,1979,24.83532
btn,1998,53.94555
btn,1999,54.85842
btn,2000,57.64125
btn,2001,60.31058
btn,2005,70.22971
btn,2006,74.30881
btn,2008,80.37733
btn,2009,85.16719
btn,2010,87.53027
btn,2011,88.95249
btn,2012,91.47498
btn,2013,90.94823
btn,2015,90.13416
btn,2016,89.71099
btn,2017,89.69917
btn,2018,90.06547
bwa,1970,48.97655
bwa,1971,45.47383
bwa,1972,46.83257
bwa,1973,49.92005
bwa,1974,54.27965
bwa,1975,61.02754
bwa,1976,65.59571
bwa,1977,69.79238
bwa,1978,70.47779
bwa,1979,71.93308
bwa,1980,76.10508
bwa,1981,80.6789
bwa,1983,85.62017
bwa,1984,86.37615
bwa,1985,88.6703
bwa,1986,89.85557
bwa,1987,90.76857
bwa,1988,91.24606
bwa,1989,91.89309
bwa,1990,91.56383
bwa,1991,93.73882
bwa,1992,93.09434
bwa,1993,92.69135
bwa,1994,92.66993
bwa,1995,83.12641
bwa,1996,83.61821
bwa,1998,86.18052
bwa,1999,85.21012
bwa,2000,86.08761
bwa,2001,87.44805
bwa,2002,87.57104
bwa,2003,87.66034
bwa,2004,88.60405
bwa,2005,87.80573
bwa,2006,88.81535
bwa,2007,88.45019
bwa,2008,85.99029
bwa,2009,85.5554
bwa,2012,88.25972
caf,1971,50.21698
caf,1972,52.78938
caf,1973,55.08126
caf,1977,51.47923
caf,1978,51.41989
caf,1981,56.61351
caf,1982,58.42162
caf,1983,60.29616
caf,1986,63.54782
caf,1987,52.83386
caf,1988,50.48016
caf,1989,50.49021
caf,1990,59.56512
caf,1991,54.79732
caf,2005,47.62176
caf,2006,47.84438
caf,2007,55.57831
caf,2008,64.14315
caf,2009,64.27065
caf,2011,64.17063
can,1982,96.09216
can,1983,95.82713
can,1984,95.25873
can,1985,95.10443
can,1986,95.41775
can,1987,95.48426
can,1988,95.48272
can,1989,95.72394
can,1990,95.73245
can,1991,98.30903
can,1992,98.06502
can,1993,96.43984
can,1994,95.88897
can,1995,94.75944
can,1996,95.69298
can,1998,99.15291
can,1999,99.92808
can,2000,99.92051
can,2012,99.45167
can,2013,99.43231
can,2014,99.39113
can,2015,99.58907
can,2016,99.95587
che,1977,75.95415
che,1978,76.45086
che,1981,77.33552
che,1982,77.28593
che,1983,76.90481
che,1984,76.37395
che,1985,76.31341
che,1986,76.72948
che,1987,77.92634
che,1988,79.7278
che,1989,81.80276
che,1990,83.53766
che,1991,84.35829
che,1992,84.41117
che,1993,83.62288
che,1994,82.74739
che,1995,89.20925
che,1996,91.15135
che,1999,99.48229
che,2000,99.29619
che,2001,99.2228
che,2002,99.22462
che,2003,99.22777
che,2010,99.36642
che,2011,99.49716
che,2012,99.46339
che,2013,99.63108
che,2014,99.64999
che,2015,99.62628
che,2016,99.75942
che,2017,99.6231
chl,2007,95.54645
chl,2008,96.10264
chl,2009,94.51682
chl,2010,95.47992
chl,2011,94.82224
chl,2012,94.53819
chl,2013,93.687
chl,2014,93.45821
chl,2015,93.47354
chl,2016,94.04385
chl,2017,94.77589
chn,1987,92.8452
chn,1988,94.5802
chn,1989,96.13547
chn,1990,96.87553
chn,1991,96.82433
chn,1992,95.8694
chn,1993,94.73328
chn,1994,93.10675
chn,1995,91.30103
chn,1996,90.04399
chn,1997,89.34889
civ,1977,50.85929
civ,1991,49.10346
civ,1992,49.3883
civ,1996,54.68437
civ,1997,55.69958
civ,1999,57.5195
civ,2000,56.50839
civ,2001,60.60849
civ,2002,60.66286
civ,2003,56.0829
civ,2009,55.83834
civ,2013,68.27574
civ,2014,72.85662
civ,2015,76.73595
civ,2016,86.90249
civ,2017,88.60837
civ,2018,93.69235
cmr,1971,64.2588
cmr,1972,63.21244
cmr,1973,61.48078
cmr,1974,59.38192
cmr,1975,65.97186
cmr,1976,67.44146
cmr,1977,66.16026
cmr,1978,67.51747
cmr,1979,68.46152
cmr,1980,68.67653
cmr,1988,74.10155
cmr,1990,73.17901
cmr,1991,71.2428
cmr,2008,84.41215
cmr,2009,87.01492
cmr,2011,88.72421
cmr,2012,94.0902
cmr,2014,94.763
cmr,2015,95.19802
cmr,2016,94.493
cmr,2017,92.87395
cod,1971,69.31444
cod,1972,67.56063
cod,1975,70.22047
cod,1979,73.19495
cod,1983,75.68216
cod,1984,76.29949
cod,1988,64.55159
cod,1991,61.43332
cod,1992,59.74284
cod,1993,58.69954
cod,1994,59.8877
cod,1995,67.86944
cod,1999,36.80411
cog,1972,82.75873
cog,1974,89.02264
cog,1976,91.71364
cog,1978,95.16705
cog,1979,95.42693
cog,1980,87.30894
cog,1981,86.29629
cog,1982,86.91915
cog,1983,87.41115
cog,1984,88.67924
cog,2005,51.82475
cog,2006,55.27637
cog,2010,86.245
cog,2012,89.29422
col,1982,72.869
col,1984,71.16851
col,1985,70.04073
col,1986,68.0572
col,1987,68.84319
col,1988,68.74748
col,1989,68.86982
col,1991,71.93849
col,1992,79.96265
col,1993,80.63068
col,1994,81.36268
col,1995,84.46672
col,1996,89.27669
col,1998,95.15108
col,1999,96.34386
col,2000,96.76601
col,2001,94.8532
col,2002,95.91679
col,2004,94.55713
col,2005,97.36612
col,2006,96.31078
col,2007,95.70891
col,2012,95.24385
col,2013,92.79763
col,2014,92.90561
col,2015,96.38124
col,2016,95.42469
col,2017,97.34596
col,2018,97.75807
com,1983,87.33049
com,1986,83.48228
com,1987,75.62852
com,1994,69.22219
com,1999,61.04319
com,2000,67.49473
com,2007,79.17413
com,2013,86.71476
com,2014,82.7174
com,2017,84.18473
com,2018,81.73896
cpv,1981,89.59942
cpv,1982,88.15434
cpv,1983,85.11353
cpv,1984,91.68477
cpv,1985,94.56526
cpv,1986,95.87482
cpv,1987,97.08417
cpv,1988,99.55368
cpv,1990,99.20278
cpv,1994,99.14782
cpv,1998,99.82899
cpv,2000,99.56229
cpv,2001,97.28274
cpv,2002,96.97873
cpv,2003,96.13641
cpv,2004,95.22005
cpv,2005,96.12108
cpv,2006,97.00636
cpv,2007,97.39093
cpv,2008,96.55235
cpv,2009,95.75413
cpv,2010,94.75945
cpv,2011,93.46983
cpv,2012,93.8087
cpv,2013,93.21409
cpv,2014,93.27274
cpv,2015,93.38192
cpv,2016,92.86026
cpv,2017,92.98582
cpv,2018,93.52897
cri,1970,85.47143
cri,1972,87.99677
cri,1973,89.38068
cri,1975,90.45446
cri,1976,92.63459
cri,1978,91.58518
cri,1979,90.11473
cri,1980,90.0067
cri,1981,90.38827
cri,1982,88.50526
cri,1985,85.62774
cri,1986,86.46311
cri,1987,86.5685
cri,1989,86.84742
cri,1990,86.79922
cri,1991,87.26552
cri,1992,89.03262
cri,1993,89.38238
cri,1994,88.44138
cri,1995,89.54187
cri,1996,91.47044
cri,2011,99.43417
cri,2012,99.46534
cri,2013,98.89928
cri,2014,97.21585
cri,2015,97.81775
cri,2016,98.36736
cri,2017,96.55127
cri,2018,97.40817
cub,1972,93.86251
cub,1973,95.14198
cub,1974,95.97773
cub,1979,98.66038
cub,1980,97.77162
cub,1981,95.07437
cub,1982,93.56775
cub,1983,93.37664
cub,1984,91.76272
cub,1985,90.04994
cub,1986,90.46027
cub,1987,92.09755
cub,1988,92.01383
cub,1989,92.23341
cub,1990,91.9294
cub,1991,91.62777
cub,1992,93.92801
cub,1993,94.79615
cub,1994,97.06529
cub,1995,96.89418
cub,1996,98.80478
cub,1997,98.59347
cub,1998,98.64079
cub,1999,99.38004
cub,2000,99.56287
cub,2001,99.57259
cub,2002,99.75433
cub,2003,98.53063
cub,2004,98.08077
cub,2005,97.15545
cub,2006,96.23339
cub,2007,97.09571
cub,2008,97.00971
cub,2009,98.54049
cub,2010,99.16357
cub,2011,98.74034
cub,2012,97.99625
cub,2013,97.98416
cub,2014,95.07011
cub,2015,94.08411
cub,2016,94.53374
cub,2017,95.68529
cub,2018,97.84442
cyp,1971,79.73376
cyp,1972,78.37997
cyp,1973,78.27648
cyp,1974,77.64639
cyp,1975,71.21885
cyp,1976,68.99792
cyp,1977,68.07847
cyp,1978,68.85246
cyp,1979,69.57221
cyp,1980,68.73242
cyp,1981,71.21244
cyp,1982,67.93621
cyp,1983,68.09789
cyp,1984,68.37382
cyp,1985,69.16519
cyp,1986,73.80319
cyp,1987,77.85594
cyp,1988,79.33486
cyp,1989,79.45967
cyp,1990,78.82103
cyp,1991,79.15245
cyp,1992,77.36127
cyp,1993,97.62945
cyp,1994,96.91663
cyp,1995,96.213
cyp,1996,96.11728
cyp,1997,96.28477
cyp,1999,97.99126
cyp,2000,98.06997
cyp,2001,97.5396
cyp,2002,98.50694
cyp,2003,98.63524
cyp,2004,98.76019
cyp,2005,99.66204
cyp,2006,99.52019
cyp,2007,99.34184
cyp,2008,98.96124
cyp,2009,99.14474
cyp,2010,99.2851
cyp,2011,99.28009
cyp,2012,98.17635
cyp,2013,97.49437
cyp,2014,97.13529
cyp,2015,97.82834
cyp,2016,97.0838
cyp,2017,97.77608
cze,1999,89.06554
cze,2007,89.22807
cze,2008,88.6485
cze,2009,88.93261
cze,2010,88.90553
cze,2011,88.01214
cze,2012,88.25749
cze,2013,87.97057
cze,2014,88.12456
cze,2015,88.69953
cze,2016,88.80417
cze,2017,89.35757
deu,1999,86.86843
deu,2000,86.46473
deu,2001,82.93565
deu,2002,84.71067
deu,2003,84.99832
deu,2004,86.23536
deu,2005,87.06885
deu,2006,88.43977
deu,2007,88.84199
deu,2008,88.43606
deu,2009,88.17263
deu,2010,89.06942
deu,2011,88.75173
deu,2012,88.52846
deu,2013,88.18981
deu,2014,88.13653
deu,2015,89.44014
deu,2016,90.62417
deu,2017,90.35417
dji,1985,25.13891
dji,1986,26.71036
dji,1987,26.89379
dji,1988,26.77046
dji,1989,26.73386
dji,1990,27.19719
dji,1991,27.2619
dji,1992,28.46114
dji,1993,26.21071
dji,1994,27.08583
dji,1995,28.14266
dji,1996,28.11271
dji,1997,27.03833
dji,1999,26.86259
dji,2000,27.03563
dji,2001,29.71355
dji,2002,31.34215
dji,2004,35.30679
dji,2006,39.88965
dji,2007,43.9415
dji,2008,48.01862
dji,2009,47.98952
dji,2011,58.5606
dji,2013,58.87689
dji,2014,67.529
dji,2015,60.7187
dji,2016,57.24558
dji,2017,59.96579
dji,2018,62.10696
dji,2019,67.02502
dma,1975,98.52012
dma,1976,92.87918
dma,1977,92.51731
dma,1979,86.81742
dma,1980,85.95189
dma,1981,84.34806
dma,1982,87.72838
dma,2000,98.3451
dma,2001,92.80762
dma,2002,94.44293
dma,2003,92.1144
dma,2004,90.36291
dma,2005,87.91784
dma,2006,86.82763
dma,2007,83.08997
dma,2008,83.93383
dma,2009,91.3626
dma,2011,98.82664
dma,2016,97.98016
dnk,1981,95.47403
dnk,1982,96.29635
dnk,1983,98.00094
dnk,1984,98.96528
dnk,1985,98.77726
dnk,1986,98.68262
dnk,1987,98.86003
dnk,1988,98.97548
dnk,1989,97.79877
dnk,1990,97.68508
dnk,1991,98.25418
dnk,1992,97.43151
dnk,1993,96.96003
dnk,1994,98.68842
dnk,1995,98.27815
dnk,1996,98.14876
dnk,1998,99.44284
dnk,1999,99.78754
dnk,2000,98.10583
dnk,2001,99.84693
dnk,2002,99.86065
dnk,2004,98.25845
dnk,2005,96.15496
dnk,2006,96.50242
dnk,2007,97.05026
dnk,2008,96.51105
dnk,2009,96.43092
dnk,2010,96.27071
dnk,2011,97.75173
dnk,2012,98.23712
dnk,2013,98.64626
dnk,2014,98.35909
dnk,2015,98.68864
dnk,2016,99.0209
dnk,2017,98.86326
dom,1972,76.02281
dom,1999,84.99825
dom,2000,86.10226
dom,2002,92.74606
dom,2003,89.83362
dom,2004,84.60371
dom,2005,86.01771
dom,2006,84.15028
dom,2007,90.15731
dom,2008,86.59027
dom,2009,95.30545
dom,2010,94.77342
dom,2011,94.69471
dom,2012,93.69395
dom,2013,93.401
dom,2014,91.68219
dom,2015,95.53493
dom,2016,95.13993
dom,2017,94.3396
dom,2018,93.86741
dza,1973,67.87061
dza,1974,71.78052
dza,1975,74.18978
dza,1976,76.1599
dza,1977,77.72608
dza,1978,78.77859
dza,1979,78.87035
dza,1980,79.98721
dza,1981,80.25392
dza,1982,79.92768
dza,1983,79.26301
dza,1984,80.29434
dza,1985,80.65069
dza,1986,81.81824
dza,1987,83.14107
dza,1988,84.25691
dza,1989,85.33525
dza,1990,85.87007
dza,1991,87.60795
dza,1992,88.70739
dza,1993,88.22298
dza,1994,88.16877
dza,1995,88.39232
dza,1996,87.9189
dza,1997,87.36391
dza,1999,90.05305
dza,2000,90.74774
dza,2001,92.74897
dza,2002,93.90213
dza,2003,94.35822
dza,2004,95.08431
dza,2005,95.39817
dza,2006,95.64397
dza,2007,95.89073
dza,2008,97.26895
dza,2009,98.99715
dza,2010,98.92068
dza,2011,99.08721
dza,2017,99.48537
dza,2018,99.6475
ecu,1971,79.53869
ecu,1973,80.0407
ecu,1974,80.97535
ecu,1975,80.34071
ecu,1976,80.7904
ecu,1977,83.90445
ecu,1978,85.77794
ecu,1979,88.93417
ecu,1980,87.55129
ecu,1994,91.98211
ecu,1995,92.52188
ecu,1996,93.75276
ecu,1997,96.26485
ecu,1998,96.70436
ecu,1999,96.46883
ecu,2000,97.06899
ecu,2001,98.41587
ecu,2002,99.19177
ecu,2003,99.12592
ecu,2005,97.90248
ecu,2006,98.50055
ecu,2007,99.09378
ecu,2008,94.52771
ecu,2009,98.13321
ecu,2010,98.34545
ecu,2011,98.21353
ecu,2012,97.92038
ecu,2013,98.0594
ecu,2014,97.85115
ecu,2015,98.16284
ecu,2016,98.06549
ecu,2017,98.03402
ecu,2018,97.5804
egy,1971,65.011
egy,1972,65.41723
egy,1973,65.24742
egy,1978,66.92664
egy,1994,87.3875
egy,1997,89.25208
egy,1999,87.03368
egy,2000,88.71319
egy,2001,89.51582
egy,2002,90.3736
egy,2003,91.28832
egy,2005,92.39762
egy,2006,89.64569
egy,2007,94.16692
egy,2009,95.62902
egy,2010,97.74411
egy,2011,95.64312
egy,2012,98.53698
egy,2014,98.94022
egy,2016,98.64429
egy,2017,98.59325
egy,2018,98.45783
eri,1992,29.11171
eri,1994,32.91022
eri,1995,34.33193
eri,1996,36.58888
eri,1997,37.35682
eri,1999,45.58128
eri,2000,53.25711
eri,2001,56.43181
eri,2002,64.825
eri,2003,73.05602
eri,2004,78.8857
eri,2005,83.66313
eri,2006,85.37455
eri,2007,79.29883
eri,2008,74.9038
eri,2009,69.75328
eri,2010,65.47023
eri,2011,68.26769
eri,2012,70.32085
eri,2013,64.55161
eri,2014,63.45906
eri,2015,60.04856
eri,2017,52.25595
eri,2018,51.8316
esp,1971,93.21163
esp,1972,94.54709
esp,1973,95.47561
esp,1975,99.46797
esp,1976,99.90722
esp,1977,99.15999
esp,1978,98.59984
esp,1979,98.68616
