geo,time,ny_gdp_mktp_pp_kd
aut,2001,377013979923.414
aut,2002,383240569094.82495
aut,2003,386848667609.27502
aut,2004,397429443747.18097
aut,2005,406348020084.216
aut,2006,420383450698.25696
aut,2007,436052887762.18298
aut,2008,442421107373.80298
aut,2009,425765818911.11102
aut,2010,433587535848.30493
aut,2011,446260420568.47998
aut,2012,449296979861.32202
aut,2013,449411571762.94598
aut,2014,452383408466.61603
aut,2015,456972845319.88202
aut,2016,466064032926.31598
aut,2017,476590426691.81897
aut,2018,488512789542.23297
aut,2019,495797545261.26202
aut,2020,462407989786.74597
aze,1990,54652854606.8022
aze,1991,54270284524.68929
aze,1992,42005200197.3451
aze,1993,32301999241.7856
aze,1994,25938505157.7986
aze,1995,22877761618.70869
aze,1996,23175172397.3595
aze,1997,24519332399.26369
aze,1998,26971265924.9312
aze,1999,28967139491.9371
aze,2000,32182491831.7191
aze,2001,35368558564.968
aze,2002,38706967219.4232
aze,2003,42658290558.3697
aze,2004,46605804015.8275
aze,2005,59637503647.8549
aze,2006,80212442406.3649
aze,2007,100265553007.95599
aze,2008,111053101954.314
aze,2009,121377001960.347
aze,2010,127505259506.341
aze,2011,127632764765.847
aze,2012,130396319714.32201
aze,2013,137972086329.50101
aze,2014,141767018262.97
aze,2015,143317915201
aze,2016,138875059829.76901
aze,2017,139152809949.42801
aze,2018,141240102098.67001
aze,2019,144771104651.13699
aze,2020,138545947151.138
bdi,1990,6444307085.5261
bdi,1991,6766318570.79823
bdi,1992,6834658278.13972
bdi,1993,6408175601.48876
bdi,1994,6162742476.19536
bdi,1995,5674653271.84973
bdi,1996,5220681010.2186
bdi,1997,5137672182.32014
bdi,1998,5381711610.7284
bdi,1999,5327356323.6485
bdi,2000,5281708122.04697
bdi,2001,5390289853.06244
bdi,2002,5629970137.7553
bdi,2003,5561074619.02674
bdi,2004,5829877934.33885
bdi,2005,5882346835.80048
bdi,2006,6200805749.0857
bdi,2007,6414854617.51195
bdi,2008,6726726438.06685
bdi,2009,6983199494.26243
bdi,2010,7341030040.14927
bdi,2011,7637064600.79901
bdi,2012,7976662580.3333
bdi,2013,8369449021.12303
bdi,2014,8724368198.60431
bdi,2015,8384117569.63019
bdi,2016,8333811187.34308
bdi,2017,8375481076.5592
bdi,2018,8510320717.21629
bdi,2019,8667121391.54336
bdi,2020,8692912761.70075
bel,1990,353910993696.70599
bel,1991,360398445086.65106
bel,1992,365914901703.96094
bel,1993,362395263927.97498
bel,1994,374089655902.47906
bel,1995,383010786203.89093
bel,1996,388072085801.76495
bel,1997,402794212092.75098
bel,1998,410696262264.65997
bel,1999,425246177251.41693
bel,2000,441051214253.45599
bel,2001,445901096710.16302
bel,2002,453512113792.17499
bel,2003,458219490391.07098
bel,2004,474583444734.03003
bel,2005,485602024421.71198
bel,2006,497996287418.46893
bel,2007,516307018968.28802
bel,2008,518614543398.30402
bel,2009,508134675995.64697
bel,2010,522689140465.18799
bel,2011,531546180596.91296
bel,2012,535475461831.32397
bel,2013,537934591084.71997
bel,2014,546426066893.87097
bel,2015,557581131065.09082
bel,2016,564643935471.55701
bel,2017,573788797293.56799
bel,2018,584227184117.89502
bel,2019,596785496111.53198
bel,2020,563009466877.02905
ben,1990,10829251969.6947
ben,1991,11286874436.5493
ben,1992,11620707543.812
ben,1993,12298912033.5651
ben,1994,12547399307.3432
ben,1995,13305914520.933
ben,1996,13881300057.7825
ben,1997,14677349358.5246
ben,1998,15258720948.2003
ben,1999,16073757802.47
ben,2000,17015312596.6121
ben,2001,17922762308.1962
ben,2002,18754921695.056
ben,2003,19400761822.8883
ben,2004,20260154372.6862
ben,2005,20607244157.93209
ben,2006,21419940047.2018
ben,2007,22702212482.9423
ben,2008,23813843817.0103
ben,2009,24366156424.6825
ben,2010,24881272742.8566
ben,2011,25618692190.0679
ben,2012,26851264681.8907
ben,2013,28782255584.8599
ben,2014,30612139032.0882
ben,2015,31156469106.86869
ben,2016,32196993426.2032
ben,2017,34023063767.8647
ben,2018,36301676624.9392
ben,2019,38794036239.5523
ben,2020,40287138158.1103
bfa,1990,8965578966.65021
bfa,1991,9778755585.63689
bfa,1992,9801511802.25928
bfa,1993,10140779855.6219
bfa,1994,10274131848.1712
bfa,1995,10861439635.759
bfa,1996,12057799392.1846
bfa,1997,12819470652.4471
bfa,1998,13756281626.4151
bfa,1999,14773591365.2802
bfa,2000,15052586780.6907
bfa,2001,16048075419.6757
bfa,2002,16746642338.0862
bfa,2003,18053298083.0785
bfa,2004,18861806396.8256
bfa,2005,20495592155.5072
bfa,2006,21777215286.8077
bfa,2007,22672559146.7304
bfa,2008,23987565704.7263
bfa,2009,24698065613.09069
bfa,2010,26784133778.8634
bfa,2011,28557929808.7362
bfa,2012,30400679457.6706
bfa,2013,32161664608.7426
bfa,2014,33553250183.4258
bfa,2015,34868949890.8718
bfa,2016,36946433803.5338
bfa,2017,39238401912.359
bfa,2018,41829929267.8886
bfa,2019,44209263811.574
bfa,2020,45062646234.4256
bgd,1990,156587099092.043
bgd,1991,162044516224.85699
bgd,1992,170864089695.16299
bgd,1993,178914456746.146
bgd,1994,185874455334.18497
bgd,1995,195393602731.68399
bgd,1996,204231097539.642
bgd,1997,213400862434.58701
bgd,1998,224448682431.005
bgd,1999,234930786867.07401
bgd,2000,247366365800.34695
bgd,2001,259925868052.99701
bgd,2002,269889148727.73495
bgd,2003,282680726834.71698
bgd,2004,297491876548.729
bgd,2005,316935781802.48401
bgd,2006,338081436016.66101
bgd,2007,361945250084.02496
bgd,2008,383711876467.60797
bgd,2009,403070619485.47906
bgd,2010,425528860652.84601
bgd,2011,453036659482.28302
bgd,2012,482581258491.40094
bgd,2013,511601792357.53601
bgd,2014,542610280674.23602
bgd,2015,578165578311.57898
bgd,2016,619293260761.41504
bgd,2017,664403662063.26404
bgd,2018,716650728824.61096
bgd,2019,775076999200.04004
bgd,2020,802275504293.177
bgr,1990,109045861800.01601
bgr,1991,99836551465.4976
bgr,1992,92576050078.55888
bgr,1993,91205725722.41008
bgr,1994,92863856028.96968
bgr,1995,95515166529.8907
bgr,1996,100487105121.15601
bgr,1997,86302967316.55029
bgr,1998,89573092095.23019
bgr,1999,82052453627.18571
bgr,2000,85816384573.4166
bgr,2001,89097748814.74019
bgr,2002,94329506504.26819
bgr,2003,99269688289.27249
bgr,2004,105732568261.713
bgr,2005,113193425726.925
bgr,2006,120893509686.099
bgr,2007,128862061317.08299
bgr,2008,136743288136.013
bgr,2009,132269247011.209
bgr,2010,134308576170.373
bgr,2011,137130675695.73199
bgr,2012,138165916835.06201
bgr,2013,137391505208.716
bgr,2014,138719901125.65201
bgr,2015,143475295512.22198
bgr,2016,147836693810.45999
bgr,2017,151920196034.54401
bgr,2018,155998609355.32501
bgr,2019,162297196854.87201
bgr,2020,155176975652.70599
bhr,1990,19143294359.5147
bhr,1991,21293086082.5424
bhr,1992,22717593193.6643
bhr,1993,25641348952.8748
bhr,1994,25577245199.8358
bhr,1995,26582428773.7152
bhr,1996,27674968221.8626
bhr,1997,28530954929.9429
bhr,1998,29897588466.6886
bhr,1999,31183184459.9341
bhr,2000,32835915082.0051
bhr,2001,33653840687.5828
bhr,2002,34780756594.7147
bhr,2003,36970706753.4516
bhr,2004,39551617223.3436
bhr,2005,42228865351.1674
bhr,2006,44959806124.94489
bhr,2007,48688754662.264
bhr,2008,51729372637.1175
bhr,2009,53043239697.4314
bhr,2010,55342292396.8801
bhr,2011,56440015074.33569
bhr,2012,58544160034.475
bhr,2013,61715403401.7232
bhr,2014,64400264665.9136
bhr,2015,66000855034.9501
bhr,2016,68349250016.71449
bhr,2017,71282082008.2729
bhr,2018,72805167214.60028
bhr,2019,74364200162.56819
bhr,2020,70582646570.2049
bhs,1990,9773562236.68066
bhs,1991,9364852898.46645
bhs,1992,9006592774.50484
bhs,1993,9034315633.70943
bhs,1994,9318798609.85743
bhs,1995,9726845698.79369
bhs,1996,10137661986.3046
bhs,1997,10834701207.7718
bhs,1998,10346749970.142
bhs,1999,11608796689.6906
bhs,2000,12090472834.2439
bhs,2001,12407867042.054
bhs,2002,12743459019.786
bhs,2003,12582314629.5811
bhs,2004,12693383777.0354
bhs,2005,13124357169.5305
bhs,2006,13454678069.0782
bhs,2007,13649331456.3117
bhs,2008,13332188252.2246
bhs,2009,12775461994.4762
bhs,2010,12971997909.6327
bhs,2011,13051566089.8429
bhs,2012,13454452165.7274
bhs,2013,12972261463.5419
bhs,2014,13269085916.2472
bhs,2015,13480029445.1073
bhs,2016,13492316077.3511
bhs,2017,13711567829.4446
bhs,2018,14090972507.0368
bhs,2019,14189955825.2257
bhs,2020,12130357325.8382
bih,1994,6508746562.04775
bih,1995,7862565686.95966
bih,1996,14856920624.2063
bih,1997,19966152344.0681
bih,1998,23080871447.9492
bih,1999,25296635041.5003
bih,2000,28525869261.5964
bih,2001,29217140408.786
bih,2002,30686015841.8178
bih,2003,31872686665.1178
bih,2004,33888718931.7751
bih,2005,35209422627.0507
bih,2006,37115662025.3353
bih,2007,39289573242.8924
bih,2008,41428431224.41231
bih,2009,40183732265.7292
bih,2010,40531590483.5695
bih,2011,40920495652.9452
bih,2012,40584196094.2389
bih,2013,41537866530.38409
bih,2014,42017151656.9402
bih,2015,43315130443.5314
bih,2016,44679473417.74809
bih,2017,46096453819.6274
bih,2018,47820493963.37849
bih,2019,49174293392.0565
bih,2020,47602215753.5479
blr,1990,90636010185.69821
blr,1991,89548382078.82259
blr,1992,80951736149.18069
blr,1993,74799402710.54129
blr,1994,66047869678.0612
blr,1995,59178890906.91791
blr,1996,60835902604.4492
blr,1997,67771198789.7528
blr,1998,73463973673.53998
blr,1999,75961748163.71561
blr,2000,80367532170.3519
blr,2001,84165143985.12701
blr,2002,88411500624.12219
blr,2003,94638492857.15681
blr,2004,105474357168.12
blr,2005,115388948348.90601
blr,2006,126927837197.965
blr,2007,137843639493.30801
blr,2008,151903689949.07199
blr,2009,152207490204.70901
blr,2010,164077036415.00299
blr,2011,172902260196.08499
blr,2012,175819355671.14099
blr,2013,177583651637.88199
blr,2014,180649428903.24097
blr,2015,173731331560.254
blr,2016,169342102526.66299
blr,2017,173630155305.78601
blr,2018,179098111978.70001
blr,2019,181605485546.401
blr,2020,179971036176.035
blz,1990,910570079.93508
blz,1991,1014958165.53308
blz,1992,1137345114.42663
blz,1993,1208722398.02896
blz,1994,1210637274.65298
blz,1995,1218439673.60702
blz,1996,1235852546.56966
blz,1997,1279659235.48949
blz,1998,1327525070.55999
blz,1999,1444066570.46907
blz,2000,1632077934.95529
blz,2001,1708485876.50534
blz,2002,1789338391.35753
blz,2003,1956348291.30366
blz,2004,2050056223.71677
blz,2005,2089845839.83148
blz,2006,2190690941.58835
blz,2007,2201885687.91371
blz,2008,2278727210.4909
blz,2009,2283682548.32353
blz,2010,2352273576.1057
blz,2011,2397396111.35918
blz,2012,2455455366.74575
blz,2013,2487231040.30191
blz,2014,2587657860.43002
blz,2015,2655916714.73585
blz,2016,2655034057.13707
blz,2017,2703187932.80397
blz,2018,2781744459.09559
blz,2019,2830780992.36127
blz,2020,2434173511.30844
bmu,1990,3913226388.83793
bmu,1991,3774918015.8216
bmu,1992,3772662947.20449
bmu,1993,3886166044.31753
bmu,1994,3909468015.37137
bmu,1995,4081451312.28006
bmu,1996,4187588450.80187
bmu,1997,4380217554.82478
bmu,1998,4551046043.59044
bmu,1999,4704991866.95012
bmu,2000,5143363318.31215
bmu,2001,5514839418.43801
bmu,2002,5433341640.0347
bmu,2003,5618656986.12881
bmu,2004,5749081029.13362
bmu,2005,5845332495.22823
bmu,2006,6169389918.25616
bmu,2007,6375764630.20097
bmu,2008,6256795678.60925
bmu,2009,5904744699.40928
bmu,2010,5756956126.27891
bmu,2011,5541487978.00699
bmu,2012,5247495465.80897
bmu,2013,5232817772.57041
bmu,2014,5039147649.75544
bmu,2015,5078227736.38443
bmu,2016,5044853303.55627
bmu,2017,5227044136.51153
bmu,2018,5204421421.5194
bmu,2019,5228356032.22943
bmu,2020,4896664930.00355
bol,1990,31491964099.6354
bol,1991,33150497040.4593
bol,1992,33696318957.3832
bol,1993,35134913778.3846
bol,1994,36774755221.3847
bol,1995,38495178513.3927
bol,1996,40174085309.1978
bol,1997,42164393356.0052
bol,1998,44284989258.7436
bol,1999,44474037261.9355
bol,2000,45589360527.6762
bol,2001,46356994608.3348
bol,2002,47509227770.4984
bol,2003,48797364802.6674
bol,2004,50833822455.32809
bol,2005,53081406754.74809
bol,2006,55627726704.8012
bol,2007,58166789068.0384
bol,2008,61743172462.3164
bol,2009,63815891539.1866
bol,2010,66449395947.1298
bol,2011,69907483850.4261
bol,2012,73488337955.1974
bol,2013,78482613663.63388
bol,2014,82768211466.3353
bol,2015,86788418466.23421
bol,2016,90489007925.76541
bol,2017,94285208488.04066
bol,2018,98267460721.31488
bol,2019,100445761200.53101
bol,2020,91576909124.11961
bra,1990,1567624706702.8999
bra,1991,1583805565664.72998
bra,1992,1575188522239.29004
bra,1993,1652761673948.20996
bra,1994,1749495672156.70996
bra,1995,1823390758978.19995
bra,1996,1863666981953.66968
bra,1997,1926935605670.1897
bra,1998,1933450534524.92969
bra,1999,1942497875909.13989
bra,2000,2027733700647.97998
bra,2001,2055917098445.27002
bra,2002,2118693742854.46948
bra,2003,2142864415468.1001
bra,2004,2266292648014.91992
bra,2005,2338862331519.43994
bra,2006,2431527793013.16943
bra,2007,2579118383830.37012
bra,2008,2710503715141.08008
bra,2009,2707093576125.91016
bra,2010,2910889693644.52979
bra,2011,3026580765445.97998
bra,2012,3084726708281.22021
bra,2013,3177417275728.10938
bra,2014,3193430052481.58008
bra,2015,3080198578684.52979
bra,2016,2979293832697.14014
bra,2017,3018705988834.87988
bra,2018,3072549644181.22021
bra,2019,3115908020202.83008
bra,2020,2989431809530.72021
brb,1990,3648937305.7672
brb,1991,3506632150.62414
brb,1992,3307016386.92518
brb,1993,3333243275.58636
brb,1994,3400267546.60937
brb,1995,3468748867.00244
brb,1996,3606682874.0353
brb,1997,3777643333.45631
brb,1998,3918491439.22931
brb,1999,3931604883.5599
brb,2000,4106450807.96775
brb,2001,4009314183.29672
brb,2002,4040883586.3148
brb,2003,4128792231.64208
brb,2004,4187074206.4447
brb,2005,4352692151.50881
brb,2006,4609618523.76368
brb,2007,4711126296.5449
brb,2008,4744152748.93305
brb,2009,4503253919.7489
brb,2010,4400289097.59761
brb,2011,4370662427.07295
brb,2012,4350749419.01538
brb,2013,4289553345.47264
brb,2014,4284210831.11573
brb,2015,4389118385.76044
brb,2016,4497911405.39199
brb,2017,4519281462.81962
brb,2018,4493054574.15844
brb,2019,4488735151.30088
brb,2020,3636795227.68332
brn,1990,18428919884.5686
brn,1991,19008682897.7249
brn,1992,19913226441.082
brn,1993,19973876727.188
brn,1994,20602134525.5171
brn,1995,21524843836.6747
brn,1996,22144397236.8854
brn,1997,21818615159.9052
brn,1998,21696756263.0502
brn,1999,22358975358.8289
brn,2000,22996076889.8896
brn,2001,23627098557.2186
brn,2002,24541962723.8529
brn,2003,25254650394.4204
brn,2004,25382014206.0119
brn,2005,25480371340.6547
brn,2006,26600926645.0082
brn,2007,26642046839.35649
brn,2008,26125267156.9915
brn,2009,25664277532.74
brn,2010,26331283314.8852
brn,2011,27317473701.21049
brn,2012,27566838984.6099
brn,2013,26980760126.4509
brn,2014,26303987537.3725
brn,2015,26200774964.8048
brn,2016,25551541319.6116
brn,2017,25891019749.5614
brn,2018,25904544646.2882
brn,2019,26906819938.6988
brn,2020,27211828479.0468
btn,1990,1529010316.68109
btn,1991,1522773855.35289
btn,1992,1592835027.19021
btn,1993,1624474570.00364
btn,1994,1704910487.95891
btn,1995,1825517855.36111
btn,1996,1927111079.64083
btn,1997,2030670917.14528
btn,1998,2150765421.33491
btn,1999,2322481930.82955
btn,2000,2400402785.50963
btn,2001,2600811321.47638
btn,2002,2886699832.15725
btn,2003,3112535088.29575
btn,2004,3299559298.76063
btn,2005,3540006412.38459
btn,2006,3787797589.79803
btn,2007,4483269577.18031
btn,2008,4698442334.64709
btn,2009,5015508904.3698
btn,2010,5614656381.87508
btn,2011,6062852898.98342
btn,2012,6373174013.78458
btn,2013,6508283558.72915
btn,2014,6884234277.35022
btn,2015,7341501096.72828
btn,2016,7938147353.08061
btn,2017,8307416844.22731
btn,2018,8561219214.89645
btn,2019,9053931934.37313
btn,2020,8141626867.51881
bwa,1990,10849591104.0297
bwa,1991,11658830544.3553
bwa,1992,11998926828.2994
bwa,1993,12228839122.184
bwa,1994,12672491135.8725
bwa,1995,13563419252.981
bwa,1996,14354139479.2281
bwa,1997,15549249471.6769
bwa,1998,15618235813.0494
bwa,1999,17128088268.674
bwa,2000,17468542569.1262
bwa,2001,17512314171.7018
bwa,2002,18575229485.9931
bwa,2003,19434500059.372
bwa,2004,19960362986.385
bwa,2005,20869885999.59109
bwa,2006,22615416356.8353
bwa,2007,24487240949.6003
bwa,2008,26016576245.0121
bwa,2009,24025707126.6647
bwa,2010,26083179980.2098
bwa,2011,27660784984.2901
bwa,2012,28893389524.891
bwa,2013,32170881397.1777
bwa,2014,33505735636.1573
bwa,2015,31589984034.073
bwa,2016,33812938657.2719
bwa,2017,35166622661.948
bwa,2018,36566393289.35249
bwa,2019,37660729503.208
bwa,2020,34462243851.1167
caf,1990,3372788348.74427
caf,1991,3354152242.6464
caf,1992,3138678879.64974
caf,1993,3149202106.75233
caf,1994,3303511416.80188
caf,1995,3541365743.80946
caf,1996,3399707821.8743
caf,1997,3579890161.24144
caf,1998,3748150095.8242
caf,1999,3883082558.65022
caf,2000,3786415841.75199
caf,2001,3955469427.54081
caf,2002,4098520648.25994
caf,2003,3877303602.09053
caf,2004,4109743464.20343
caf,2005,4147068586.47959
caf,2006,4344928771.59951
caf,2007,4545122879.15504
caf,2008,4638485655.47693
caf,2009,5036804498.5544
caf,2010,5270049769.669
caf,2011,5491108085.5972
caf,2012,5768615578.41872
caf,2013,3669302318.2265
caf,2014,3672277040.52477
caf,2015,3831548140.33666
caf,2016,4013558816.92666
caf,2017,4195263790.82987
caf,2018,4354240945.75063
caf,2019,4484868174.12315
caf,2020,4522048179.92178
can,1997,1017832646689.40002
can,1998,1046296769028.70996
can,1999,1087839800573.38
can,2000,1141337180995.62012
can,2001,1157378989954.91992
can,2002,1196986190747.37988
can,2003,1242604413593.62988
can,2004,1291240307990.47998
can,2005,1355748877266.02002
can,2006,1412226902975.83008
can,2007,1509227245114.98999
can,2008,1524434561362.80005
can,2009,1479793017124.3999
can,2010,1525511142773.05005
can,2011,1573517168753.84009
can,2012,1601246043121.21997
can,2013,1638541025091.36011
can,2014,1685567743622.63989
can,2015,1696678616208.20996
can,2016,1713669061092.82007
can,2017,1765762548007.76001
can,2018,1814798490049.66968
can,2019,1848909297787.4895
can,2020,1752155424897.42993
che,1990,378279917978.05798
che,1991,374815567735.59998
che,1992,374651649959.01898
che,1993,374179649807.35602
che,1994,378930824842.28497
che,1995,380752976519.29199
che,1996,382633553112.70306
che,1997,391316151711.76306
che,1998,403311288487.41498
che,1999,410351225770.87201
che,2000,426668469804.64203
che,2001,433391985204.88495
che,2002,433368120637.62097
che,2003,433165103391.49493
che,2004,445386978569.67902
che,2005,458225874794.25098
che,2006,476623678527.37695
che,2007,495668236880.12799
che,2008,509326431830.75598
che,2009,498734310157.19598
che,2010,515033454406.66803
che,2011,524924393704.96399
che,2012,531313740128.35101
che,2013,540992511400.50098
che,2014,554229760464.81201
che,2015,563417608022.354
che,2016,574940548707.08997
che,2017,584052319305.96802
che,2018,601088571184.34497
che,2019,608367706939.27405
che,2020,593810526018.96204
chl,1990,130750312173.08
chl,1991,140954579320.022
chl,1992,156694565230.22101
chl,1993,167018831401.185
chl,1994,175420209280.24301
chl,1995,191091015590.06
chl,1996,204090778002.61801
chl,1997,219250416100.82101
chl,1998,228732074642.36401
chl,1999,227789478529.79401
chl,2000,239923683776.48697
chl,2001,247848476565.55896
chl,2002,255549055697.10199
chl,2003,266003689423.37601
chl,2004,285181331040.92798
chl,2005,301558811470.24103
chl,2006,320608813369.18103
chl,2007,336335716051.99902
chl,2008,348206787911.50403
chl,2009,342759999991.724
chl,2010,362791502090.29901
