geo,time,sh_mmr_dths
chl,2014,35
chl,2015,34
chl,2016,31
chl,2017,29
chn,2000,10000
chn,2001,9500
chn,2002,8800
chn,2003,8300
chn,2004,7800
chn,2005,7500
chn,2006,7200
chn,2007,6900
chn,2008,6900
chn,2009,6500
chn,2010,6200
chn,2011,6000
chn,2012,5700
chn,2013,5600
chn,2014,5400
chn,2015,5200
chn,2016,5000
chn,2017,4900
civ,2000,4700
civ,2001,4800
civ,2002,5000
civ,2003,5000
civ,2004,5000
civ,2005,5100
civ,2006,5100
civ,2007,5100
civ,2008,5200
civ,2009,5300
civ,2010,5400
civ,2011,5500
civ,2012,5600
civ,2013,5600
civ,2014,5600
civ,2015,5600
civ,2016,5500
civ,2017,5400
cmr,2000,5700
cmr,2001,5600
cmr,2002,5400
cmr,2003,5300
cmr,2004,5200
cmr,2005,5000
cmr,2006,4900
cmr,2007,4800
cmr,2008,4800
cmr,2009,4800
cmr,2010,4800
cmr,2011,4800
cmr,2012,4800
cmr,2013,4800
cmr,2014,4800
cmr,2015,4800
cmr,2016,4700
cmr,2017,4700
cod,2000,17000
cod,2001,17000
cod,2002,17000
cod,2003,17000
cod,2004,16000
cod,2005,16000
cod,2006,15000
cod,2007,15000
cod,2008,16000
cod,2009,16000
cod,2010,16000
cod,2011,16000
cod,2012,16000
cod,2013,16000
cod,2014,16000
cod,2015,16000
cod,2016,16000
cod,2017,16000
cog,2000,890
cog,2001,940
cog,2002,990
cog,2003,1000
cog,2004,980
cog,2005,950
cog,2006,900
cog,2007,860
cog,2008,830
cog,2009,810
cog,2010,800
cog,2011,780
cog,2012,760
cog,2013,740
cog,2014,720
cog,2015,700
cog,2016,670
cog,2017,650
col,2000,830
col,2001,810
col,2002,800
col,2003,750
col,2004,710
col,2005,680
col,2006,660
col,2007,660
col,2008,650
col,2009,660
col,2010,640
col,2011,630
col,2012,630
col,2013,630
col,2014,630
col,2015,630
col,2016,620
col,2017,610
com,2000,90
com,2001,91
com,2002,91
com,2003,91
com,2004,90
com,2005,90
com,2006,89
com,2007,88
com,2008,87
com,2009,85
com,2010,83
com,2011,81
com,2012,78
com,2013,77
com,2014,75
com,2015,74
com,2016,73
com,2017,72
cpv,2000,14
cpv,2001,13
cpv,2002,12
cpv,2003,11
cpv,2004,10
cpv,2005,10
cpv,2006,9
cpv,2007,9
cpv,2008,8
cpv,2009,8
cpv,2010,8
cpv,2011,7
cpv,2012,7
cpv,2013,7
cpv,2014,7
cpv,2015,7
cpv,2016,6
cpv,2017,6
cri,2000,30
cri,2001,28
cri,2002,28
cri,2003,27
cri,2004,26
cri,2005,24
cri,2006,25
cri,2007,21
cri,2008,21
cri,2009,21
cri,2010,23
cri,2011,22
cri,2012,21
cri,2013,21
cri,2014,21
cri,2015,20
cri,2016,20
cri,2017,19
cub,2000,67
cub,2001,62
cub,2002,57
cub,2003,55
cub,2004,53
cub,2005,53
cub,2006,48
cub,2007,48
cub,2008,50
cub,2009,50
cub,2010,52
cub,2011,48
cub,2012,49
cub,2013,50
cub,2014,48
cub,2015,47
cub,2016,44
cub,2017,42
cyp,2000,2
cyp,2001,1
cyp,2002,1
cyp,2003,1
cyp,2004,1
cyp,2005,2
cyp,2006,1
cyp,2007,1
cyp,2008,1
cyp,2009,1
cyp,2010,1
cyp,2011,1
cyp,2012,1
cyp,2013,1
cyp,2014,1
cyp,2015,1
cyp,2016,1
cyp,2017,1
cze,2000,6
cze,2001,6
cze,2002,6
cze,2003,6
cze,2004,5
cze,2005,6
cze,2006,5
cze,2007,5
cze,2008,5
cze,2009,5
cze,2010,5
cze,2011,5
cze,2012,5
cze,2013,4
cze,2014,4
cze,2015,4
cze,2016,4
cze,2017,4
deu,2000,53
deu,2001,50
deu,2002,49
deu,2003,46
deu,2004,43
deu,2005,42
deu,2006,40
deu,2007,39
deu,2008,39
deu,2009,39
deu,2010,38
deu,2011,38
deu,2012,37
deu,2013,37
deu,2014,36
deu,2015,38
deu,2016,37
deu,2017,53
dji,2000,110
dji,2001,110
dji,2002,110
dji,2003,100
dji,2004,95
dji,2005,87
dji,2006,79
dji,2007,73
dji,2008,69
dji,2009,64
dji,2010,60
dji,2011,58
dji,2012,55
dji,2013,54
dji,2014,54
dji,2015,52
dji,2016,51
dji,2017,51
dnk,2000,5
dnk,2001,5
dnk,2002,5
dnk,2003,5
dnk,2004,5
dnk,2005,4
dnk,2006,4
dnk,2007,4
dnk,2008,4
dnk,2009,4
dnk,2010,3
dnk,2011,3
dnk,2012,3
dnk,2013,3
dnk,2014,3
dnk,2015,2
dnk,2016,2
dnk,2017,2
dom,2000,170
dom,2001,160
dom,2002,160
dom,2003,160
dom,2004,170
dom,2005,170
dom,2006,180
dom,2007,190
dom,2008,190
dom,2009,200
dom,2010,200
dom,2011,200
dom,2012,200
dom,2013,200
dom,2014,200
dom,2015,200
dom,2016,200
dom,2017,200
dza,2000,980
dza,2001,940
dza,2002,910
dza,2003,920
dza,2004,890
dza,2005,880
dza,2006,890
dza,2007,920
dza,2008,950
dza,2009,990
dza,2010,1000
dza,2011,1100
dza,2012,1100
dza,2013,1100
dza,2014,1100
dza,2015,1200
dza,2016,1200
dza,2017,1200
ecu,2000,390
ecu,2001,380
ecu,2002,350
ecu,2003,320
ecu,2004,300
ecu,2005,300
ecu,2006,290
ecu,2007,270
ecu,2008,260
ecu,2009,260
ecu,2010,250
ecu,2011,250
ecu,2012,230
ecu,2013,220
ecu,2014,220
ecu,2015,210
ecu,2016,200
ecu,2017,200
egy,2000,1100
egy,2001,1100
egy,2002,1100
egy,2003,1000
egy,2004,990
egy,2005,970
egy,2006,960
egy,2007,930
egy,2008,940
egy,2009,970
egy,2010,1000
egy,2011,990
egy,2012,1000
egy,2013,1000
egy,2014,990
egy,2015,1000
egy,2016,980
egy,2017,960
eri,2000,990
eri,2001,960
eri,2002,970
eri,2003,970
eri,2004,910
eri,2005,820
eri,2006,750
eri,2007,700
eri,2008,680
eri,2009,660
eri,2010,650
eri,2011,630
eri,2012,610
eri,2013,600
eri,2014,580
eri,2015,560
eri,2016,530
eri,2017,510
esp,2000,19
esp,2001,19
esp,2002,20
esp,2003,21
esp,2004,21
esp,2005,22
esp,2006,22
esp,2007,22
esp,2008,22
esp,2009,21
esp,2010,20
esp,2011,19
esp,2012,18
esp,2013,17
esp,2014,16
esp,2015,15
esp,2016,15
esp,2017,14
est,2000,4
est,2001,3
est,2002,3
est,2003,3
est,2004,3
est,2005,3
est,2006,2
est,2007,3
est,2008,2
est,2009,2
est,2010,2
est,2011,2
est,2012,2
est,2013,1
est,2014,2
est,2015,1
est,2016,1
est,2017,1
eth,2000,30000
eth,2001,29000
eth,2002,29000
eth,2003,29000
eth,2004,28000
eth,2005,26000
eth,2006,24000
eth,2007,22000
eth,2008,21000
eth,2009,20000
eth,2010,19000
eth,2011,18000
eth,2012,17000
eth,2013,16000
eth,2014,16000
eth,2015,15000
eth,2016,15000
eth,2017,14000
fin,2000,3
fin,2001,3
fin,2002,3
fin,2003,3
fin,2004,3
fin,2005,3
fin,2006,3
fin,2007,3
fin,2008,3
fin,2009,3
fin,2010,3
fin,2011,2
fin,2012,2
fin,2013,2
fin,2014,2
fin,2015,2
fin,2016,2
fin,2017,2
fji,2000,10
fji,2001,10
fji,2002,9
fji,2003,9
fji,2004,9
fji,2005,9
fji,2006,8
fji,2007,8
fji,2008,8
fji,2009,8
fji,2010,7
fji,2011,7
fji,2012,7
fji,2013,7
fji,2014,7
fji,2015,7
fji,2016,7
fji,2017,6
fra,2000,73
fra,2001,73
fra,2002,73
fra,2003,73
fra,2004,71
fra,2005,72
fra,2006,72
fra,2007,72
fra,2008,75
fra,2009,76
fra,2010,74
fra,2011,73
fra,2012,70
fra,2013,67
fra,2014,65
fra,2015,62
fra,2016,60
fra,2017,56
fsm,2000,5
fsm,2001,5
fsm,2002,5
fsm,2003,4
fsm,2004,4
fsm,2005,4
fsm,2006,3
fsm,2007,3
fsm,2008,3
fsm,2009,3
fsm,2010,3
fsm,2011,3
fsm,2012,3
fsm,2013,2
fsm,2014,2
fsm,2015,2
fsm,2016,2
fsm,2017,2
gab,2000,160
gab,2001,150
gab,2002,150
gab,2003,150
gab,2004,160
gab,2005,160
gab,2006,160
gab,2007,160
gab,2008,170
gab,2009,170
gab,2010,170
gab,2011,170
gab,2012,170
gab,2013,170
gab,2014,170
gab,2015,170
gab,2016,170
gab,2017,170
gbr,2000,73
gbr,2001,73
gbr,2002,75
gbr,2003,77
gbr,2004,79
gbr,2005,80
gbr,2006,81
gbr,2007,82
gbr,2008,84
gbr,2009,81
gbr,2010,78
gbr,2011,74
gbr,2012,67
gbr,2013,64
gbr,2014,63
gbr,2015,60
gbr,2016,57
gbr,2017,52
geo,2000,17
geo,2001,17
geo,2002,22
geo,2003,19
geo,2004,19
geo,2005,20
geo,2006,17
geo,2007,20
geo,2008,22
geo,2009,24
geo,2010,18
geo,2011,18
geo,2012,17
geo,2013,17
geo,2014,17
geo,2015,16
geo,2016,15
geo,2017,14
gha,2000,3300
gha,2001,3100
gha,2002,2900
gha,2003,2800
gha,2004,2800
gha,2005,2700
gha,2006,2700
gha,2007,2700
gha,2008,2700
gha,2009,2700
gha,2010,2700
gha,2011,2800
gha,2012,2800
gha,2013,2800
gha,2014,2800
gha,2015,2700
gha,2016,2700
gha,2017,2700
gin,2000,3700
gin,2001,3900
gin,2002,4100
gin,2003,4100
gin,2004,3900
gin,2005,3500
gin,2006,3200
gin,2007,3000
gin,2008,3000
gin,2009,3000
gin,2010,3000
gin,2011,3100
gin,2012,3100
gin,2013,3100
gin,2014,3300
gin,2015,3000
gin,2016,2700
gin,2017,2600
gmb,2000,530
gmb,2001,520
gmb,2002,520
gmb,2003,510
gmb,2004,500
gmb,2005,490
gmb,2006,470
gmb,2007,470
gmb,2008,470
gmb,2009,480
gmb,2010,490
gmb,2011,500
gmb,2012,500
gmb,2013,510
gmb,2014,520
gmb,2015,520
gmb,2016,520
gmb,2017,520
gnb,2000,610
gnb,2001,600
gnb,2002,600
gnb,2003,590
gnb,2004,570
gnb,2005,540
gnb,2006,510
gnb,2007,490
gnb,2008,480
gnb,2009,470
gnb,2010,470
gnb,2011,460
gnb,2012,460
gnb,2013,450
gnb,2014,450
gnb,2015,440
gnb,2016,440
gnb,2017,440
gnq,2000,110
gnq,2001,110
gnq,2002,110
gnq,2003,100
gnq,2004,100
gnq,2005,100
gnq,2006,100
gnq,2007,100
gnq,2008,110
gnq,2009,110
gnq,2010,110
gnq,2011,110
gnq,2012,120
gnq,2013,120
gnq,2014,120
gnq,2015,120
gnq,2016,130
gnq,2017,130
grc,2000,4
grc,2001,3
grc,2002,3
grc,2003,3
grc,2004,3
grc,2005,3
grc,2006,3
grc,2007,3
grc,2008,3
grc,2009,3
grc,2010,3
grc,2011,3
grc,2012,3
grc,2013,3
grc,2014,3
grc,2015,3
grc,2016,3
grc,2017,2
grd,2000,1
grd,2001,1
grd,2002,1
grd,2003,1
grd,2004,1
grd,2005,1
grd,2006,1
grd,2007,1
grd,2008,1
grd,2009,1
grd,2010,1
grd,2011,1
grd,2012,1
grd,2013,0
grd,2014,0
grd,2015,0
grd,2016,0
grd,2017,0
gtm,2000,660
gtm,2001,610
gtm,2002,600
gtm,2003,570
gtm,2004,570
gtm,2005,580
gtm,2006,560
gtm,2007,540
gtm,2008,510
gtm,2009,530
gtm,2010,520
gtm,2011,500
gtm,2012,480
gtm,2013,460
gtm,2014,440
gtm,2015,430
gtm,2016,410
gtm,2017,400
guy,2000,44
guy,2001,41
guy,2002,41
guy,2003,40
guy,2004,38
guy,2005,38
guy,2006,37
guy,2007,34
guy,2008,31
guy,2009,30
guy,2010,28
guy,2011,29
guy,2012,29
guy,2013,28
guy,2014,28
guy,2015,27
guy,2016,27
guy,2017,26
hnd,2000,190
hnd,2001,180
hnd,2002,180
hnd,2003,170
hnd,2004,170
hnd,2005,170
hnd,2006,170
hnd,2007,160
hnd,2008,160
hnd,2009,160
hnd,2010,150
hnd,2011,150
hnd,2012,140
hnd,2013,140
hnd,2014,140
hnd,2015,140
hnd,2016,130
hnd,2017,130
hrv,2000,5
hrv,2001,4
hrv,2002,4
hrv,2003,4
hrv,2004,4
hrv,2005,4
hrv,2006,4
hrv,2007,4
hrv,2008,4
hrv,2009,4
hrv,2010,4
hrv,2011,4
hrv,2012,3
hrv,2013,3
hrv,2014,3
hrv,2015,3
hrv,2016,3
hrv,2017,3
hti,2000,1200
hti,2001,1200
hti,2002,1200
hti,2003,1200
hti,2004,1400
hti,2005,1300
hti,2006,1300
hti,2007,1300
hti,2008,1300
hti,2009,1300
hti,2010,1400
hti,2011,1400
hti,2012,1400
hti,2013,1400
hti,2014,1300
hti,2015,1300
hti,2016,1300
hti,2017,1300
hun,2000,16
hun,2001,15
hun,2002,15
hun,2003,14
hun,2004,14
hun,2005,14
hun,2006,13
hun,2007,14
hun,2008,13
hun,2009,12
hun,2010,12
hun,2011,12
hun,2012,11
hun,2013,11
hun,2014,11
hun,2015,11
hun,2016,11
hun,2017,11
idn,2000,13000
idn,2001,13000
idn,2002,13000
idn,2003,13000
idn,2004,13000
idn,2005,12000
idn,2006,12000
idn,2007,12000
idn,2008,12000
idn,2009,12000
idn,2010,12000
idn,2011,11000
idn,2012,11000
idn,2013,10000
idn,2014,9900
idn,2015,9500
idn,2016,9000
idn,2017,8600
ind,2000,103000
ind,2001,99000
ind,2002,94000
ind,2003,89000
ind,2004,84000
ind,2005,79000
ind,2006,74000
ind,2007,69000
ind,2008,64000
ind,2009,60000
ind,2010,55000
ind,2011,50000
ind,2012,47000
ind,2013,44000
ind,2014,41000
ind,2015,38000
ind,2016,37000
ind,2017,35000
irl,2000,4
irl,2001,4
irl,2002,4
irl,2003,3
irl,2004,4
irl,2005,4
irl,2006,4
irl,2007,4
irl,2008,5
irl,2009,5
irl,2010,4
irl,2011,5
irl,2012,5
irl,2013,4
irl,2014,4
irl,2015,4
irl,2016,4
irl,2017,3
irn,2000,560
irn,2001,510
irn,2002,480
irn,2003,460
irn,2004,430
irn,2005,410
irn,2006,400
irn,2007,380
irn,2008,360
irn,2009,330
irn,2010,290
irn,2011,260
irn,2012,250
irn,2013,250
irn,2014,250
irn,2015,250
irn,2016,250
irn,2017,250
irq,2000,670
irq,2001,650
irq,2002,640
irq,2003,1200
irq,2004,1100
irq,2005,1200
irq,2006,1500
irq,2007,1300
irq,2008,860
irq,2009,740
irq,2010,710
irq,2011,700
irq,2012,700
irq,2013,800
irq,2014,1000
irq,2015,910
irq,2016,860
irq,2017,870
isl,2000,0
isl,2001,0
isl,2002,0
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isl,2013,0
isl,2014,0
isl,2015,0
isl,2016,0
isl,2017,0
isr,2000,9
isr,2001,9
isr,2002,9
isr,2003,8
isr,2004,8
isr,2005,8
isr,2006,7
isr,2007,7
isr,2008,6
isr,2009,6
isr,2010,6
isr,2011,6
isr,2012,6
isr,2013,6
isr,2014,6
isr,2015,6
isr,2016,6
isr,2017,5
ita,2000,19
ita,2001,18
ita,2002,17
ita,2003,17
ita,2004,16
ita,2005,15
ita,2006,14
ita,2007,14
ita,2008,13
ita,2009,13
ita,2010,12
ita,2011,11
ita,2012,11
ita,2013,10
ita,2014,9
ita,2015,9
ita,2016,8
ita,2017,7
jam,2000,44
jam,2001,44
jam,2002,43
jam,2003,42
jam,2004,42
jam,2005,42
jam,2006,41
jam,2007,41
jam,2008,40
jam,2009,40
jam,2010,39
jam,2011,39
jam,2012,39
jam,2013,38
jam,2014,38
jam,2015,38
jam,2016,38
jam,2017,38
jor,2000,110
jor,2001,110
jor,2002,110
jor,2003,110
jor,2004,110
jor,2005,110
jor,2006,110
jor,2007,110
jor,2008,110
jor,2009,110
jor,2010,110
jor,2011,110
jor,2012,110
jor,2013,110
jor,2014,110
jor,2015,110
jor,2016,100
jor,2017,100
jpn,2000,100
jpn,2001,95
jpn,2002,88
jpn,2003,85
jpn,2004,82
jpn,2005,80
jpn,2006,75
jpn,2007,72
jpn,2008,70
jpn,2009,68
jpn,2010,65
jpn,2011,66
jpn,2012,58
jpn,2013,55
jpn,2014,52
jpn,2015,50
jpn,2016,46
jpn,2017,44
kaz,2000,140
kaz,2001,140
kaz,2002,130
kaz,2003,130
kaz,2004,130
kaz,2005,130
kaz,2006,130
kaz,2007,120
kaz,2008,100
kaz,2009,87
kaz,2010,80
kaz,2011,70
kaz,2012,64
kaz,2013,56
kaz,2014,49
kaz,2015,45
kaz,2016,41
kaz,2017,37
ken,2000,9100
ken,2001,9200
ken,2002,9200
ken,2003,9200
ken,2004,9100
ken,2005,8700
ken,2006,8300
ken,2007,7900
ken,2008,7500
ken,2009,6900
ken,2010,6400
ken,2011,5900
ken,2012,5500
ken,2013,5400
ken,2014,5300
ken,2015,5200
ken,2016,5100
ken,2017,5000
kgz,2000,83
kgz,2001,79
kgz,2002,86
kgz,2003,85
kgz,2004,85
kgz,2005,91
kgz,2006,99
kgz,2007,100
kgz,2008,110
kgz,2009,110
kgz,2010,110
kgz,2011,120
kgz,2012,120
kgz,2013,110
kgz,2014,110
kgz,2015,110
kgz,2016,100
kgz,2017,95
khm,2000,1700
khm,2001,1500
khm,2002,1500
khm,2003,1400
khm,2004,1300
khm,2005,1200
khm,2006,1100
khm,2007,1100
khm,2008,1000
khm,2009,960
khm,2010,910
khm,2011,850
khm,2012,790
khm,2013,740
khm,2014,700
khm,2015,650
khm,2016,620
khm,2017,590
kir,2000,4
kir,2001,3
kir,2002,3
kir,2003,3
kir,2004,3
kir,2005,3
kir,2006,3
kir,2007,3
kir,2008,3
kir,2009,3
kir,2010,3
kir,2011,3
kir,2012,3
kir,2013,3
kir,2014,3
kir,2015,3
kir,2016,3
kir,2017,3
kor,2000,94
kor,2001,84
kor,2002,79
kor,2003,78
kor,2004,72
kor,2005,73
kor,2006,65
kor,2007,71
kor,2008,70
kor,2009,72
kor,2010,69
kor,2011,65
kor,2012,59
kor,2013,56
kor,2014,52
kor,2015,49
kor,2016,45
kor,2017,43
kwt,2000,5
kwt,2001,5
kwt,2002,5
kwt,2003,5
kwt,2004,5
kwt,2005,5
kwt,2006,5
kwt,2007,5
kwt,2008,6
kwt,2009,6
kwt,2010,6
kwt,2011,6
kwt,2012,6
kwt,2013,7
kwt,2014,7
kwt,2015,7
kwt,2016,7
kwt,2017,7
lao,2000,930
lao,2001,870
lao,2002,820
