geo,time,ne_gdi_totl_kd
ben,1996,664939620.10562
ben,1997,776064223.01859
ben,1998,728363864.41608
ben,1999,856219582.42707
ben,2000,806321928.16888
ben,2001,987903019.51061
ben,2002,868154956.16883
ben,2003,923920733.30078
ben,2004,985716581.04872
ben,2005,762437873.26942
ben,2006,842132753.1238
ben,2007,1102751202.48804
ben,2008,1005786518.2641
ben,2009,1124476726.86451
ben,2010,1221978219.47705
ben,2011,1284463825.39452
ben,2012,1348488201.09616
ben,2013,1896896910.86966
ben,2014,2072023952.50297
ben,2015,2360978309.46174
ben,2016,2398015803.81444
ben,2017,2991319534.27173
ben,2018,3467448975.38394
ben,2019,3814902565.02028
ben,2020,3885896641.25389
bfa,1965,108802087.11452
bfa,1966,108806268.6219
bfa,1967,101917629.29038
bfa,1968,107425684.51757
bfa,1969,129463469.91787
bfa,1970,134971516.90584
bfa,1971,190255791.46172
bfa,1972,242643890.06217
bfa,1973,284006774.26605
bfa,1974,314332640.88056
bfa,1975,311576674.63751
bfa,1976,314332640.88056
bfa,1977,286762707.5522
bfa,1978,296411502.67242
bfa,1979,246578381.04245
bfa,1980,251622748.94046
bfa,1981,251114077.85195
bfa,1982,328359703.11676
bfa,1983,302880063.28724
bfa,1984,307823582.66418
bfa,1985,544455232.56841
bfa,1986,479654684.8045
bfa,1987,455985807.47872
bfa,1988,489489109.67345
bfa,1989,515234880.30224
bfa,1990,520969350.8507
bfa,1991,594847548.0103
bfa,1992,533666582.71479
bfa,1993,538646944.57163
bfa,1994,673153136.17779
bfa,1995,620226865.94328
bfa,1996,701134036.25131
bfa,1997,823190293.59534
bfa,1998,794730931.06919
bfa,1999,682770520.94876
bfa,2000,603629285.41502
bfa,2001,643641025.37213
bfa,2002,654353370.20563
bfa,2003,782493625.04159
bfa,2004,821847729.84026
bfa,2005,1034650049.88907
bfa,2006,999467356.27864
bfa,2007,1121013189.01503
bfa,2008,1353389282.5531
bfa,2009,1417274710.22647
bfa,2010,1719968164.02652
bfa,2011,1907087900.15489
bfa,2012,2313012372.55623
bfa,2013,2265628965.73258
bfa,2014,2018832487.24611
bfa,2015,2296231620.58532
bfa,2016,2645713878.80179
bfa,2017,2985199190.40844
bfa,2018,3320274378.5348
bfa,2019,3981053119.8892
bgd,1960,419401782.49907
bgd,1961,498102275.26208
bgd,1962,806370980.46534
bgd,1963,616927189.52074
bgd,1964,772997016.7784
bgd,1965,864619349.98133
bgd,1966,901296097.17622
bgd,1967,1017425346.48368
bgd,1968,1372747194.05612
bgd,1969,1264526991.02236
bgd,1970,1175024038.91789
bgd,1971,892022507.34902
bgd,1972,395674678.37975
bgd,1973,777424968.7644
bgd,1974,1922817971.91935
bgd,1975,1498088079.66189
bgd,1976,1771505485.98216
bgd,1977,2236071031.00793
bgd,1978,2813215583.41098
bgd,1979,3133317852.91031
bgd,1980,3679995223.55648
bgd,1981,4521107298.71404
bgd,1982,4909474609.87217
bgd,1983,5130997888.19001
bgd,1984,5641841871.2686
bgd,1985,5976051979.74455
bgd,1986,6311534986.53111
bgd,1987,6960999512.25761
bgd,1988,7067639495.81211
bgd,1989,7415764210.71778
bgd,1990,7824773980.07087
bgd,1991,8017201024.83335
bgd,1992,8338489759.1746
bgd,1993,9269398972.98
bgd,1994,10125663733.9753
bgd,1995,11098553975.4526
bgd,1996,12425017166.1573
bgd,1997,13227604366.0233
bgd,1998,14433057590.4134
bgd,1999,15672366742.894
bgd,2000,16787877280.6783
bgd,2001,18119948639.7209
bgd,2002,19464469263.8013
bgd,2003,20954932578.5424
bgd,2004,22675034949.4159
bgd,2005,24888943707.7114
bgd,2006,27349950857.2533
bgd,2007,29304615599.8753
bgd,2008,32180894661.7489
bgd,2009,34558465709.1996
bgd,2010,37518267627.6246
bgd,2011,41105369359.0945
bgd,2012,45449273624.0632
bgd,2013,47887464350.5742
bgd,2014,52606798542.0307
bgd,2015,56351771702.4379
bgd,2016,61372360756.9167
bgd,2017,67600897226.5161
bgd,2018,74700166524.46358
bgd,2019,81006109661.17081
bgd,2020,82574977319.31181
bgr,1980,591247517.54913
bgr,1981,658657351.80736
bgr,1982,642699955.66362
bgr,1983,638922882.89406
bgr,1984,676099490.72973
bgr,1985,662425514.63526
bgr,1986,786539083.87504
bgr,1987,749129394.44048
bgr,1988,901651198.92697
bgr,1989,885027722.76939
bgr,1990,565421804.14333
bgr,1991,469889084.10791
bgr,1992,414052369.07731
bgr,1993,329028791.65722
bgr,1994,290459589.66221
bgr,1995,299660507.82136
bgr,1996,246347200.18137
bgr,1997,2432863863.0696
bgr,1998,4443529811.83405
bgr,1999,4919419065.97144
bgr,2000,5181711630.01587
bgr,2001,6080017002.94718
bgr,2002,6524390727.72614
bgr,2003,7601443550.21537
bgr,2004,8420255610.97257
bgr,2005,10456358535.4795
bgr,2006,12625888120.6076
bgr,2007,14368359215.5974
bgr,2008,16756559737.0211
bgr,2009,12706332464.2938
bgr,2010,10434013829.0637
bgr,2011,10092426320.5622
bgr,2012,10403816594.8764
bgr,2013,9849947857.62866
bgr,2014,10526724665.6087
bgr,2015,10660807073.226
bgr,2016,10179114713.217
bgr,2017,10837766379.5058
bgr,2018,11968507708.0027
bgr,2019,12437803785.9896
bgr,2020,11781146565.4047
bhr,2000,2690762575.33651
bhr,2001,2683957708.17835
bhr,2002,2667648522.42739
bhr,2003,3175032914.99693
bhr,2004,3611359872.40669
bhr,2005,4626016180.40266
bhr,2006,5734562783.60977
bhr,2007,7423632041.69374
bhr,2008,8775354228.30483
bhr,2009,6246671216.18993
bhr,2010,7418176900.2529
bhr,2011,6563519328.33101
bhr,2012,7131022753.89289
bhr,2013,8271850297.17259
bhr,2014,8674377873.07776
bhr,2015,7927473404.25532
bhr,2016,9240559692.2081
bhr,2017,10571586084.4869
bhr,2018,11295348381.1145
bhr,2019,10795021929.2751
bhs,1989,1338593298.92266
bhs,1990,1297179996.40264
bhs,1991,1244633242.90787
bhs,1992,1149187845.23545
bhs,1993,935553071.72112
bhs,1994,1089841023.93932
bhs,1995,1223960606.82136
bhs,1996,1408923705.73109
bhs,1997,2510165006.63487
bhs,1998,2018761136.89345
bhs,1999,2398048792.81283
bhs,2000,2672791556.50396
bhs,2001,2406885487.21443
bhs,2002,2504664295.0902
bhs,2003,2625449881.28968
bhs,2004,2409552181.97468
bhs,2005,2940046659.61339
bhs,2006,3510259202.74002
bhs,2007,3395570412.79633
bhs,2008,3141774275.00628
bhs,2009,2727945078.7218
bhs,2010,2527942971.70319
bhs,2011,2902953458.37966
bhs,2012,3513804338.12717
bhs,2013,3138982088.7279
bhs,2014,3549475302.15544
bhs,2015,2915900000
bhs,2016,3067002245.45422
bhs,2017,3354137296.56063
bhs,2018,3266125911.84593
bhs,2019,3325943535.48757
bhs,2020,2125052452.74899
bih,2000,2040074583.00964
bih,2001,2269754912.78141
bih,2002,2468584869.93027
bih,2003,2535737010.84304
bih,2004,2757757300.84304
bih,2005,2938207690.83481
bih,2006,2924787132.1159
bih,2007,3861992271.50378
bih,2008,4467508754.09605
bih,2009,3354621313.55546
bih,2010,2836338491.41025
bih,2011,3182954396.53427
bih,2012,3261058083.84434
bih,2013,3169025401.7811
bih,2014,3457081482.12072
bih,2015,3559836802.34403
bih,2016,4002063845.45217
bih,2017,4457618534.00388
bih,2018,4654516644.03963
bih,2019,4950151510.37365
bih,2020,4435106660.615
blr,1990,7620259629.70678
blr,1991,8786158361.39161
blr,1992,7371587315.11119
blr,1993,6907177807.1741
blr,1994,4876466555.60903
blr,1995,3476920447.38076
blr,1996,3727259132.84335
blr,1997,4319893177.13836
blr,1998,4617967088.33977
blr,1999,3879091428.24843
blr,2000,4449318456.78378
blr,2001,4533584257.22484
blr,2002,4644056569.27744
blr,2003,5844675824.28154
blr,2004,7557955591.00468
blr,2005,8552781764.56752
blr,2006,11317959377.685
blr,2007,13168340007.2606
blr,2008,16896985789.2604
blr,2009,16376335111.882
blr,2010,19427734886.9877
blr,2011,20944175204.7404
blr,2012,19535291649.1573
blr,2013,21236351784.5307
blr,2014,20058578803.2734
blr,2015,16391460504.8349
blr,2016,14396916304.1206
blr,2017,15628953508.0881
blr,2018,16413016154.5934
blr,2019,17561927285.415
blr,2020,16121849268.0162
blz,1980,89694272.06266
blz,1981,90233319.37678
blz,1982,61636118.65445
blz,1983,62956664.66732
blz,1984,82049820.42788
blz,1985,75444705.54999
blz,1986,77163863.24934
blz,1987,97525674.55803
blz,1988,124831059.42267
blz,1989,166370848.78048
blz,1990,154537742.83512
blz,1991,189352531.52432
blz,1992,198945228.8397
blz,1993,226978202.78931
blz,1994,173531015.85019
blz,1995,190101746.89737
blz,1996,183328581.9918
blz,1997,184037428.13057
blz,1998,181373596.02869
blz,1999,244270072.10482
blz,2000,354425218.8255
blz,2001,296171742.05286
blz,2002,297513129.08888
blz,2003,265328505.1682
blz,2004,262837568.92164
blz,2005,289342221.42756
blz,2006,268458296.30207
blz,2007,274962579.26946
blz,2008,368078080.42627
blz,2009,275784674.20856
blz,2010,175441736.71282
blz,2011,242131778.91981
blz,2012,209247309.6547
blz,2013,268460244.23517
blz,2014,308141253.60307
blz,2015,370253250
blz,2016,372439972.83213
blz,2017,352230234.07021
blz,2018,289176781.45411
blz,2019,307522885.59838
blz,2020,332269960.82831
bmu,2014,781814375.68615
bmu,2015,791397000
bmu,2016,913671286.24475
bmu,2017,981132961.41427
bmu,2018,964871292.58332
bmu,2019,1077823387.67322
bmu,2020,818522138.71643
bol,1960,543957919.39322
bol,1961,440388331.54075
bol,1962,713672790.24391
bol,1963,724324622.93411
bol,1964,762937516.43612
bol,1965,908068736.8402
bol,1966,946681630.3422
bol,1967,884767852.83036
bol,1968,1222297801.20132
bol,1969,1148400711.913
bol,1970,1174364554.09538
bol,1971,1316951546.363
bol,1972,1756742796.01288
bol,1973,1467289586.9079
bol,1974,1248645433.4194
bol,1975,2044581203.39343
bol,1976,1655575467.97703
bol,1977,1795336557.22687
bol,1978,2330239628.44599
bol,1979,2029079106.83885
bol,1980,1458004476.9924
bol,1981,1446611072.91688
bol,1982,1106498270.27338
bol,1983,983238759.45345
bol,1984,1369595736.41281
bol,1985,1736964213.42621
bol,1986,1207192971.74048
bol,1987,1418637703.80207
bol,1988,1472984834.25277
bol,1989,1250268341.29278
bol,1990,1471368500.537
bol,1991,1902288695.15861
bol,1992,2003542194.97054
bol,1993,2002157743.56112
bol,1994,1789882036.54595
bol,1995,2010194556.21842
bol,1996,2387863169.25312
bol,1997,3109798699.42942
bol,1998,3996404118.99133
bol,1999,3246594054.78161
bol,2000,3007080919.8731
bol,2001,2481770181.43781
bol,2002,2925044761.23406
bol,2003,2549825737.6783
bol,2004,2247800174.05597
bol,2005,2851685562.47183
bol,2006,2706531800.31287
bol,2007,3005778577.60823
bol,2008,3886873561.24733
bol,2009,4037635834.14064
bol,2010,4326206540.25976
bol,2011,5444602034.56941
bol,2012,5084717726.44854
bol,2013,5900538239.26087
bol,2014,6638697910.81408
bol,2015,6692861505.06512
bol,2016,7352914162.33402
bol,2017,8518543463.03875
bol,2018,8480185092.06734
bol,2019,8529779894.34098
bol,2020,6341139094.71485
bra,1970,71910870595.1064
bra,1971,82948084144.91389
bra,1972,96812600028.4541
bra,1973,117134214742.10899
bra,1974,132664596474.494
bra,1975,145578625069.43399
bra,1976,155808722967.29599
bra,1977,153984769467.048
bra,1978,161295484331.22
bra,1979,167562917158.978
bra,1980,182930954712.58496
bra,1981,160265157282.41501
bra,1982,149490358594.242
bra,1983,125424853752.162
bra,1984,126973263045.882
bra,1985,138135029250.89499
bra,1986,169878514286.54999
bra,1987,167942788482.89499
bra,1988,159813425597.202
bra,1989,161748982149.88199
bra,1990,148651669883.33499
bra,1991,160668390434.86499
bra,1992,150030427488.26801
bra,1993,159520961128.28601
bra,1994,182263495639.36096
bra,1995,195550511945.31601
bra,1996,197111909461.53101
bra,1997,213705015480.10696
bra,1998,213354879472.37296
bra,1999,194418988791.39801
bra,2000,203776747212.07101
bra,2001,206434964997.77896
bra,2002,203454508976.70999
bra,2003,195347838899.17801
bra,2004,211926938483.46799
bra,2005,216072867132.15601
bra,2006,230465023450.92001
bra,2007,258011143134.45096
bra,2008,289712863728.37299
bra,2009,283530753871.42102
bra,2010,334152111890.65894
bra,2011,356988222311.19
bra,2012,359768364466.28003
bra,2013,380732790524.70496
bra,2014,364650376069.31403
bra,2015,313794410623.06
bra,2016,275731693252.07294
bra,2017,268680253473.177
bra,2018,282736954959.61798
bra,2019,292248525126.80701
bra,2020,289978672807.32397
brb,2015,797933650
brn,1990,2027342699.05478
brn,1991,2197817816.58407
brn,1992,2595155953.27912
brn,1993,3159035253.74556
brn,1994,2841689238.41206
brn,1995,3082977086.1419
brn,1996,5741077791.08041
brn,1997,3558996144.65484
brn,1998,3098713256.3004
brn,1999,2482380150.00614
brn,2000,1771591811.10632
brn,2001,1889787845.24304
brn,2002,2753978860.01076
brn,2003,2179963385.48681
brn,2004,2241286343.61496
brn,2005,2251938375.00879
brn,2006,2283711010.63323
brn,2007,2889815680.90112
brn,2008,3270368602.57228
brn,2009,3260402392.24956
brn,2010,3144760714.88596
brn,2011,4308434648.79355
brn,2012,5549773486.45542
brn,2013,6212770906.76219
brn,2014,4277191862.50532
brn,2015,4557422357.98967
brn,2016,4051751055.55245
brn,2017,4375056668.48683
brn,2018,5602911408.74523
brn,2019,5357394922.95508
brn,2020,4861087854.04344
btn,1990,137898401.92284
btn,1991,121519091.60717
btn,1992,162345188.17221
btn,1993,192213540.72464
btn,1994,238178236.50964
btn,1995,225270428.19564
btn,1996,217091386.21817
btn,1997,221224939.14042
btn,1998,219931852.58647
btn,1999,276971599.02783
btn,2000,350244321.54575
btn,2001,454586721.10202
btn,2002,517167018.17502
btn,2003,522314764.42466
btn,2004,611211138.81628
btn,2005,528554749.17234
btn,2006,517161324.98789
btn,2007,393140228.99325
btn,2008,605361266.86054
btn,2009,705017084.62763
btn,2010,1029757183.5652
btn,2011,1151796509.31244
btn,2012,1192428207.44503
btn,2013,752181937.05815
btn,2014,954002592.19469
btn,2015,1111221374.55922
btn,2016,1249845592.48552
btn,2017,1224136155.47522
btn,2018,1152850833.67425
btn,2019,965702069.32048
btn,2020,825208660.54551
bwa,1975,259164835.94047
bwa,1976,219525876.33401
bwa,1977,220953062.59691
bwa,1978,283028005.98366
bwa,1979,353359166.83622
bwa,1980,412579737.69717
bwa,1981,457758642.91369
bwa,1982,421081470.24634
bwa,1983,353880933.3188
bwa,1984,421726006.78538
bwa,1985,390281867.10171
bwa,1986,363994007.21556
bwa,1987,250248751.32205
bwa,1988,504088495.50867
bwa,1989,1043027968.4809
bwa,1990,1135715794.39632
bwa,1991,1011283611.58168
bwa,1992,921712530.69294
bwa,1993,939465518.87503
bwa,1994,895983631.23511
bwa,1995,970822055.05255
bwa,1996,966279187.51982
bwa,1997,978018057.34269
bwa,1998,1672826494.1187
bwa,1999,1272566074.56131
bwa,2000,1708606268.98394
bwa,2001,1667545254.17707
bwa,2002,1712948899.9312
bwa,2003,1773664637.37582
bwa,2004,2198122146.51225
bwa,2005,1839798776.82312
bwa,2006,2110818995.24962
bwa,2007,2253525106.75301
bwa,2008,2868701956.44703
bwa,2009,2224415713.14108
bwa,2010,2877235977.1456
bwa,2011,3152327393.31299
bwa,2012,3752593825.90696
bwa,2013,3278292424.73373
bwa,2014,3215686929.48421
bwa,2015,3947902063.38237
bwa,2016,3736164389.04001
bwa,2017,3932717364.81122
bwa,2018,4479416368.87896
bwa,2019,4985873910.80746
bwa,2020,5650269924.15145
caf,2009,288811623.77788
caf,2010,380321943.287
caf,2011,291557133.97454
caf,2012,226249528.16909
caf,2013,165464276.32015
caf,2014,318120948.18425
caf,2015,369781247.56327
caf,2016,549021794.77629
caf,2017,395499628.04853
caf,2018,498235746.08845
caf,2019,450582640.35465
caf,2020,405418490.35926
can,1970,76128083587.3851
can,1971,82605374299.87198
can,1972,87553438317.18819
can,1973,98448044437.0394
can,1974,109307656435.22
can,1975,109097696397.14799
can,1976,116377486383.62601
can,1977,116790407635.437
can,1978,117286147265.879
can,1979,133440258829.98
can,1980,128977436206.605
can,1981,140119328384.98901
can,1982,109083020761.80901
can,1983,118604818045.42
can,1984,132392639614.03799
can,1985,143904815737.19501
can,1986,147681094356.95801
can,1987,159904029633.931
can,1988,177869763808.15302
can,1989,186980508799.74701
can,1990,172076944821.68201
can,1991,159273010940.022
can,1992,153814433125.991
can,1993,159417841248.228
can,1994,173694781324.871
can,1995,179104384572.37799
can,1996,180151479071.99301
can,1997,208906908162.28696
can,1998,212253925816.892
can,1999,223710220824.19199
can,2000,242340041768.81696
can,2001,234624655121.67599
can,2002,240001399084.43301
can,2003,262729600966.49701
can,2004,285591331814.94897
can,2005,317426302261.59601
can,2006,335514263278.396
can,2007,345439159218.01202
can,2008,351391040758.82098
can,2009,302797749852.31702
can,2010,340149481411.96301
can,2011,367274307205.09198
can,2012,380395319890.73798
can,2013,394232325599.61499
can,2014,397463395021.76398
can,2015,370785201353.98999
can,2016,353136756339.479
can,2017,379035542161.61499
can,2018,382785868045.96002
can,2019,386226020893.65802
can,2020,348306267879.026
che,1970,102426638102.39101
che,1971,107277412804.847
che,1972,107750231620.798
che,1973,110639681903.22
che,1974,113581667494.18201
che,1975,81587572114.2885
che,1976,77349711422.9789
che,1977,78050184281.6927
che,1978,83688990690.4299
che,1979,95702098866.5558
che,1980,109483901998.069
che,1981,101113323968.771
che,1982,102684917219.791
che,1983,107075838860.76199
che,1984,99306189988.30739
che,1985,102159873782.95799
che,1986,117093966519.153
che,1987,117322392605.158
che,1988,119953857832.41
che,1989,129187790101.677
che,1990,144624648203.24301
che,1991,132544396164.16
che,1992,126584815659.94099
che,1993,125623867049.354
che,1994,131844866798.399
che,1995,135758439194.70599
che,1996,134818508240.439
che,1997,129141603627.868
che,1998,141830356666.461
che,1999,143279397664.474
che,2000,144656643836.47501
che,2001,148174149737.19699
che,2002,145424850760.78601
che,2003,146681377633.047
che,2004,139363724229.896
che,2005,156780881558.539
che,2006,163303258725.827
che,2007,157933110896.04999
che,2008,166791888338.95801
che,2009,170478378191.53699
che,2010,164073930369.61099
che,2011,185486141309.66599
che,2012,172561824681.67001
che,2013,160511214738.88501
che,2014,172195809683.509
che,2015,173353574248.944
che,2016,171843264398.05099
che,2017,176396800374.36499
che,2018,180945817351.94696
che,2019,186958558696.37799
che,2020,191575890590.39401
chl,1960,3702905751.22943
chl,1961,3750519866.33988
chl,1962,4210694035.06791
chl,1963,4832259019.67227
chl,1964,4556900281.68418
chl,1965,4281541543.69608
chl,1966,4419316523.36305
chl,1967,4513779868.20062
chl,1968,4940681522.75509
chl,1969,5189938547.03804
chl,1970,5524958344.92356
chl,1971,5396840043.22077
chl,1972,4312519401.71975
chl,1973,4052649592.74348
chl,1974,4827287264.68081
chl,1975,3728051358.20543
chl,1976,3175708500.78974
chl,1977,3666286863.50393
chl,1978,4303340777.12015
chl,1979,5028452120.48879
chl,1980,6129887072.44114
chl,1981,7157128142.21339
chl,1982,4415874539.13821
chl,1983,3751954026.43357
