geo,time,bn_res_incl_cd
bfa,2016,-27052303.4607
bfa,2017,508244318.98817
bfa,2018,54434010.14645
bfa,2019,162614074.51523
bfa,2020,-258505540.66407
bgd,1976,70919917.69899
bgd,1977,-33185041.40618
bgd,1978,41640179.05214
bgd,1979,-282118732.37845
bgd,1980,-188177649.31441
bgd,1981,-202949057.99157
bgd,1982,-56411485.53451
bgd,1983,307726090.22462
bgd,1984,-31747479.57925
bgd,1985,-83929237.41882
bgd,1986,84133645.19615
bgd,1987,154997135.61518
bgd,1988,132009271.77438
bgd,1989,-348226469.75675
bgd,1990,224171397.92114
bgd,1991,433792033.92011
bgd,1992,635242468.44289
bgd,1993,697576582.2667
bgd,1994,691341357.17369
bgd,1995,-511713060.67435
bgd,1996,-414293691.20832
bgd,1997,-135116757.10391
bgd,1998,288456304.9254
bgd,1999,-189173302.72395
bgd,2000,-30740499.77214
bgd,2001,-143915948.41633
bgd,2002,497431950.22443
bgd,2003,888506579.99444
bgd,2004,503432530.43022
bgd,2005,-416086934.77097
bgd,2006,865292692.93549
bgd,2007,1372797873.16136
bgd,2008,1018740926.16007
bgd,2009,4334647795.82644
bgd,2010,1019718687.94652
bgd,2011,-1813883048.03721
bgd,2012,3543374756.83299
bgd,2013,5276779004.25762
bgd,2014,4571033813.06625
bgd,2015,5416753490.28656
bgd,2016,5094740777.28766
bgd,2017,628278669.49895
bgd,2018,-1057683832.37078
bgd,2019,635226504.32501
bgd,2020,9277494452.71028
bgd,2021,3493481321.81564
bgr,1980,235000000
bgr,1981,-361000000
bgr,1982,126000000
bgr,1983,212000000
bgr,1984,417000000
bgr,1985,298000000
bgr,1986,-885000000
bgr,1987,-497000000
bgr,1988,657000000
bgr,1989,-434000000
bgr,1990,-4454000000
bgr,1991,-273979679.39136
bgr,1992,268689053.48601
bgr,1993,-321692590.802
bgr,1994,-215634625.5422
bgr,1995,444576133.25284
bgr,1996,-738670824.85057
bgr,1997,1145348863.74811
bgr,1998,-94293533.85232
bgr,1999,96232109.03114
bgr,2000,137021873.58961
bgr,2001,373379513.11536
bgr,2002,715205758.14589
bgr,2003,729558391.95103
bgr,2004,1743280327.57457
bgr,2005,708740792.9956
bgr,2006,2258555152.54796
bgr,2007,4434305858.88647
bgr,2008,1469100763.22199
bgr,2009,169478373.68154
bgr,2010,-413862612.66092
bgr,2011,265545505.83993
bgr,2012,2678804893.18094
bgr,2013,-755271424.20456
bgr,2014,2338106387.00587
bgr,2015,4044961360.04846
bgr,2016,3852718059.15087
bgr,2017,-88377455.38178
bgr,2018,1516878422.41728
bgr,2019,-631194027.85196
bgr,2020,6698971240.91336
bhr,1975,168925808.25266
bhr,1976,146649938.97789
bhr,1977,67289601.8378
bhr,1978,-17989333.69196
bhr,1979,125844196.64781
bhr,1980,344703742.23998
bhr,1981,591906245.82651
bhr,1982,-4378042.39896
bhr,1983,-108502091.30626
bhr,1984,-10113265.48334
bhr,1985,357442286.57337
bhr,1986,-175718977.61015
bhr,1987,-342676148.67439
bhr,1988,92544690.49974
bhr,1989,-188454881.90027
bhr,1990,796043845.29494
bhr,1991,-523463474.17865
bhr,1992,-90104137.45649
bhr,1993,-112531955.88441
bhr,1994,-47540583.64874
bhr,1995,168907875.15244
bhr,1996,-6427320.87803
bhr,1997,102777095.92528
bhr,1998,-16641465.43295
bhr,1999,25252592.93623
bhr,2000,200090530.52871
bhr,2001,123467580.55377
bhr,2002,34764805.21686
bhr,2003,43664491.14513
bhr,2004,157932454.03657
bhr,2005,294172008.51507
bhr,2006,821963675.68472
bhr,2007,1414718491.33118
bhr,2008,-294224608.21364
bhr,2009,-118483338.84358
bhr,2010,1279545395.66132
bhr,2011,-587278195.1249
bhr,2012,659787741.86504
bhr,2013,141765186.62517
bhr,2014,719782307.05527
bhr,2015,-2657136813.78333
bhr,2016,-1103411665.57609
bhr,2017,166135712.11295
bhr,2018,-466646410.6769
bhs,1976,-5900021.65604
bhs,1977,19100000
bhs,1978,-8992651.00653
bhs,1979,19249535.11906
bhs,1980,15241442.90529
bhs,1981,9587926.44642
bhs,1982,14047495.94582
bhs,1983,10580201.41546
bhs,1984,39147808.33886
bhs,1985,18655022.20386
bhs,1986,-30807574.88265
bhs,1987,-59886534.34265
bhs,1988,-678533.47135
bhs,1989,-25180581.00954
bhs,1990,11734492.77513
bhs,1991,12616845.86661
bhs,1992,-27995100.1268
bhs,1993,18560586.02394
bhs,1994,9096539.43473
bhs,1995,-2886868.95492
bhs,1996,-7605289.74061
bhs,1997,56513116.94249
bhs,1998,119205376.07173
bhs,1999,65195431.80999
bhs,2000,-61000083.83149
bhs,2001,-30879530.89034
bhs,2002,60112546.4036
bhs,2003,110086614.08376
bhs,2004,183260961.14367
bhs,2005,-88145443.52679
bhs,2006,-79511291.16613
bhs,2007,-46279660.6945
bhs,2008,109202319.4815
bhs,2009,252290259.90657
bhs,2010,47751373.48589
bhs,2011,25070815.53364
bhs,2012,-75049829.50432
bhs,2013,-68626715.97476
bhs,2014,51577429.06431
bhs,2015,28075590.09514
bhs,2016,95123742.7312
bhs,2017,507562243.00626
bhs,2018,-217712910.94088
bhs,2019,565203911.26161
bhs,2020,361054814.28957
bih,1998,51660089.17332
bih,1999,301161456.31604
bih,2000,60790564.75775
bih,2001,751695450.7201
bih,2002,-128544572.18379
bih,2003,213723774.33386
bih,2004,459201321.45205
bih,2005,491400631.96775
bih,2006,760772201.46416
bih,2007,892379631.31425
bih,2008,-300386895.13946
bih,2009,-337115784.53781
bih,2010,-60314598.65947
bih,2011,-24097688.98899
bih,2012,-82325896.79424
bih,2013,524411020.90364
bih,2014,377047728.60766
bih,2015,549843339.29153
bih,2016,534582323.64015
bih,2017,906717839.87852
bih,2018,787010767.11534
bih,2019,596905133.27339
bih,2020,376204332.4831
blr,1993,-137517213.00217
blr,1994,-316998267.09542
blr,1995,-78438365.15368
blr,1996,-214158573.01594
blr,1997,65051036.28039
blr,1998,-319334163.13446
blr,1999,19893852.37228
blr,2000,117859947.91553
blr,2001,24597614.08549
blr,2002,138634150.34566
blr,2003,54146140.84733
blr,2004,237188962.24795
blr,2005,548083673.20441
blr,2006,-1391312.52586
blr,2007,2778101636.6077
blr,2008,-1001720466.08247
blr,2009,-409073500.6412
blr,2010,-1477357369.1306
blr,2011,1550469110.85796
blr,2012,106560280.82651
blr,2013,-94297465.54912
blr,2014,-2145442977.78752
blr,2015,-544274085.34373
blr,2016,482584272.11147
blr,2017,1363704499.57899
blr,2018,-106669965.17042
blr,2019,1800837885.73408
blr,2020,-2679097906.29152
blr,2021,914729637.06342
blz,1984,-5294626.63242
blz,1985,2321634.87683
blz,1986,11798009.21995
blz,1987,11865229.1256
blz,1988,21767712.01705
blz,1989,15512981.13504
blz,1990,15449381.58948
blz,1991,-16395669.97646
blz,1992,84852.66588
blz,1993,-14204212.20798
blz,1994,-3614414.00048
blz,1995,4124910.38673
blz,1996,20586598.74934
blz,1997,1354052.75115
blz,1998,-13654177.95691
blz,1999,24763794.71203
blz,2000,51616688.81225
blz,2001,-11107770.54942
blz,2002,-8208169.1921
blz,2003,-10792745.30467
blz,2004,-31397257.58999
blz,2005,-11474083.47775
blz,2006,49345386.11224
blz,2007,22430184.58675
blz,2008,58195149.8978
blz,2009,40029791.88933
blz,2010,4992112.53875
blz,2011,18212032.80508
blz,2012,55457324.79804
blz,2013,117322371.80842
blz,2014,84873141.05634
blz,2015,-103672092.73512
blz,2016,-59240683.64616
blz,2017,-66700187.00176
blz,2018,-16921256.28524
blz,2019,-17526962.52574
blz,2020,68724695.9886
bmu,2006,10300000
bmu,2007,-3802267
bmu,2008,-5347035
bmu,2009,17807334.91
bmu,2010,3138818.35
bmu,2011,11151507.74
bmu,2012,-5266905
bmu,2013,8274485
bmu,2014,-15175032
bmu,2015,6547427
bmu,2016,10028296
bmu,2017,21109089.2
bmu,2018,-9706422
bmu,2019,10216432
bmu,2020,17525253
bol,1976,51248109.3699
bol,1977,30433091.95531
bol,1978,-66014577.45295
bol,1979,-125116250.23242
bol,1980,-429056908.20871
bol,1981,-281709354.14234
bol,1982,-219034925.79497
bol,1983,-627364411.51815
bol,1984,-163956807.99017
bol,1985,-387088094.56929
bol,1986,-353626437.69191
bol,1987,-437359169.58802
bol,1988,-293559842.4619
bol,1989,-304005158.54259
bol,1990,-161365157.6023
bol,1991,-147154496.74745
bol,1992,-131606599.4627
bol,1993,-33736619.13874
bol,1994,-89537868.03562
bol,1995,92383401.84508
bol,1996,267975625.35175
bol,1997,100978196.31764
bol,1998,124732402.86136
bol,1999,27021473.38196
bol,2000,-39420899.54616
bol,2001,-36005716.55179
bol,2002,-342676004.12283
bol,2003,-61594324.59219
bol,2004,72613866.05662
bol,2005,437240205.64078
bol,2006,1438775919.08103
bol,2007,1865071330.96407
bol,2008,2374248014.48845
bol,2009,540222237.43121
bol,2010,924309284.20947
bol,2011,2160767467.70231
bol,2012,1711678541.16371
bol,2013,1123654484.51394
bol,2014,932259583.82488
bol,2015,-1609705961.06124
bol,2016,-3045860543.62082
bol,2017,-232482069.59936
bol,2018,-1229306819.9309
bol,2019,-2838758782.67849
bol,2020,-2081193475.15348
bra,1975,-1065353629.65759
bra,1976,2671552772.39803
bra,1977,521321947.92229
bra,1978,4627513909.02911
bra,1979,-2810599240.13311
bra,1980,-3377929398.92195
bra,1981,707527317.12308
bra,1982,-7540558339.11237
bra,1983,-11251292644.1318
bra,1984,-5065396113.28782
bra,1985,-9479361284.2401
bra,1986,-13426627283.253
bra,1987,-12009088037.5805
bra,1988,-5804670761.01611
bra,1989,-11220472092.111
bra,1990,-9525419079.99907
bra,1991,-5423712125.46487
bra,1992,10639007330.3003
bra,1993,6890216698.48893
bra,1994,6598207972.23494
bra,1995,12968698920.5906
bra,1996,8682419361.73262
bra,1997,-7874382690.8222
bra,1998,-12780004171.2452
bra,1999,-11843082239.6953
bra,2000,4534773431.09656
bra,2001,-3417492609.76106
bra,2002,-11266097732.9813
bra,2003,3586229682.5402
bra,2004,6599115580.36074
bra,2005,27564810109.97029
bra,2006,30571031107.775
bra,2007,87484243289.6613
bra,2008,2969306367.7402
bra,2009,47577710689.5089
bra,2010,49079976943.221
bra,2011,58634858572.9271
bra,2012,18899129715.5118
bra,2013,-5923870739.78289
bra,2014,10833176742.3467
bra,2015,1568667598.2127
bra,2016,9228397127.52404
bra,2017,5088299794.73907
bra,2018,2937271353.33626
bra,2019,-26055261793.4642
bra,2020,-14215346824.3606
bra,2021,14013429187.539
brb,1967,6016917.90491
brb,1968,21261499.98937
brb,1969,-11208999.9944
brb,1970,-13353999.99232
brb,1971,11745586.08554
brb,1972,4558228.07258
brb,1973,-408325.65028
brb,1974,-6096835.40327
brb,1975,9450091.29349
brb,1976,-11648441.17714
brb,1977,491896.99869
brb,1978,22305578.24706
brb,1979,7507046.07023
brb,1980,19194938.15037
brb,1981,-3490509.87918
brb,1982,93927.09015
brb,1983,8205066.35714
brb,1984,-15811481.90583
brb,1985,24284823.98771
brb,1986,18719111.2119
brb,1987,5160331.22094
brb,1988,40725700.62963
brb,1989,-43128414.19243
brb,1990,-44139620.797
brb,1991,-40168518.1877
brb,1992,28722013.26152
brb,1993,21026053.44966
brb,1994,59018660.673
brb,1995,43168053.28657
brb,1996,87835682.72949
brb,1997,18069967.04399
brb,1998,-5557738.93898
brb,1999,37195728.15908
brb,2000,178016297.19203
brb,2001,222754362.98011
brb,2002,-23670582.05879
brb,2003,67923115.95587
brb,2004,-156164908.40896
brb,2005,22185563.63366
brb,2006,28427528.21892
brb,2007,204635013.09528
brb,2008,-109456135.92001
brb,2009,49282010.72944
brb,2010,-47628974.82286
brb,2011,-12680896.51132
brb,2012,28020539.65002
brb,2013,-156069082.50003
brb,2014,-44391583.97258
brb,2015,-65488765.96202
brb,2016,-106512453.70589
brn,2001,-6793403.89694
brn,2002,40124609.32815
brn,2003,22908296.76826
brn,2004,28969126.2334
brn,2005,-63397261.33993
brn,2006,29207074.98087
brn,2007,141968403.69266
brn,2008,44721484.0972
brn,2009,153686091.41231
brn,2010,75535075.55073
brn,2011,780753468.4017
brn,2012,702673138.72878
brn,2013,178274163.94573
brn,2014,246122418.86487
brn,2015,-33783677.03722
brn,2016,170788951.81873
brn,2017,-270115436.06394
brn,2018,-10363581.15288
brn,2019,760590594.88742
brn,2020,-445856267.98193
btn,2006,116474924.19907
btn,2007,122272573.15737
btn,2008,18376538.84449
btn,2009,142006814.79762
btn,2010,89899719.92567
btn,2011,14117818.47594
btn,2012,-159447378.59563
btn,2013,167948845.02423
btn,2014,70520032.02179
btn,2015,-4681030.44854
btn,2016,189331829.78779
btn,2017,-19644711.82566
btn,2018,43496627.41195
btn,2019,66213739.95038
btn,2020,241452261.98891
bwa,1975,0
bwa,1976,71863502.88592
bwa,1977,18079303.32779
bwa,1978,39096562.06458
bwa,1979,117166473.66067
bwa,1980,91677830.16699
bwa,1981,-72627951.90538
bwa,1982,54890655.36492
bwa,1983,123649467.03046
bwa,1984,124321438.82086
bwa,1985,254269425.35109
bwa,1986,306943519.41279
bwa,1987,561515294.71709
bwa,1988,382291949.3055
bwa,1989,576464387.76934
bwa,1990,307245027.51942
bwa,1991,374078675.33218
bwa,1992,405343159.99158
bwa,1993,396993563.86161
bwa,1994,135190711.9105
bwa,1995,206562447.78477
bwa,1996,510733105.27044
bwa,1997,635085566.66896
bwa,1998,44159548.66676
bwa,1999,394094175.66647
bwa,2000,367411844.07289
bwa,2001,1234467742.71978
bwa,2002,-1766523669.09072
bwa,2003,-1243969981.43202
bwa,2004,101609078.32995
bwa,2005,2021325402.61819
bwa,2006,2283648260.0858
bwa,2007,1714319875.70674
bwa,2008,1464502726.79945
bwa,2009,-1482132424.20857
bwa,2010,-987625916.41257
bwa,2011,114494359.58321
bwa,2012,-878178091.54301
bwa,2013,-270527132.89206
bwa,2014,641226259.64054
bwa,2015,-419530389.51006
bwa,2016,-318365064.92022
bwa,2017,-450794548.57098
bwa,2018,-410503522.26095
bwa,2019,-1119341471.46193
bwa,2020,-1757458661.55697
caf,1977,6012177.04532
caf,1978,-11016369.14892
caf,1979,19925821.93651
caf,1980,8522209.9576
caf,1981,-92998.56465
caf,1982,-42245159.66597
caf,1983,-13440950.42219
caf,1984,-404278.73671
caf,1985,-24861926.95092
caf,1986,-3555193.13211
caf,1987,-11642785.17215
caf,1988,-13315133.13767
caf,1989,-16636407.46029
caf,1990,-21088160.30143
caf,1991,-39618441.30938
caf,1992,-36565355.72392
caf,1993,-13731289.73393
caf,1994,13093583.56052
can,1960,-40323198.73905
can,1961,293067448.6107
can,1962,136422686.26165
can,1963,132020876.84782
can,1964,334485000.06817
can,1965,146232980.46512
can,1966,-334486954.36299
can,1967,16097400.18474
can,1968,329353135.13312
can,1969,60456790.61853
can,1970,1654456687.80164
can,1971,889491213.99415
can,1972,376328693.62787
can,1973,-467519629.92326
can,1974,24987193.42683
can,1975,-398091550.25774
can,1976,569284213.81819
can,1977,-1356465449.69734
can,1978,-5110827821.19351
can,1979,298104246.04442
can,1980,-349310251.70231
can,1981,562541052.41309
can,1982,-495839020.65753
can,1983,490133357.94201
can,1984,-853645557.86229
can,1985,-63176348.04773
can,1986,636210902.85039
can,1987,3877432011.20741
can,1988,8150472378.89833
can,1989,692972733.22098
can,1990,1138865729.04004
can,1991,-1848236397.01734
can,1992,-4785300805.74873
can,1993,904504451.74308
can,1994,-392582394.40631
can,1995,2710713135.00244
can,1996,5497493348.02393
can,1997,-2393279583.13488
can,1998,4996162781.94507
can,1999,5933202260.76734
can,2000,3719099442.4244
can,2001,2171761475.73554
can,2002,-183811415.3625
can,2003,-3255050173.30879
can,2004,-2828651597.21739
can,2005,1337816725.47878
can,2006,830054297.60962
can,2007,3904136548.58885
can,2008,1768423580.66311
can,2009,10470934142.2735
