geo,time,tm_tax_manf_sr_zs
pan,2010,0
pan,2011,0
pan,2012,0
pan,2013,0
pan,2015,0.12398
pan,2020,0.13768
per,1993,0
per,1995,0
per,1997,0
per,1998,0
per,1999,0
per,2000,0
per,2001,0
per,2002,0
per,2003,0
per,2004,0
per,2005,0
per,2006,0
per,2007,0
per,2008,0
per,2009,0
per,2010,0
per,2011,0
per,2013,0
per,2014,0
per,2015,0
per,2017,0
per,2018,0
per,2019,0
per,2020,0
phl,1988,0.01777
phl,1989,0
phl,1990,1.12686
phl,1992,1.11945
phl,1993,0.09836
phl,1994,0.0983
phl,1995,0.09781
phl,1996,0.07759
phl,1997,0.07746
phl,1998,0.02986
phl,1999,0
phl,2000,0
phl,2001,0
phl,2002,0
phl,2003,0
phl,2004,0
phl,2005,0
phl,2006,0
phl,2007,0
phl,2008,0
phl,2009,0
phl,2010,0
phl,2011,0
phl,2012,0
phl,2013,0
phl,2015,0
phl,2016,0
phl,2017,0
phl,2018,0
phl,2019,0
phl,2020,0
plw,2005,0
plw,2006,0
plw,2010,0.03434
plw,2011,0.03434
plw,2012,0.03434
plw,2015,0.17604
plw,2016,0.21751
plw,2017,0.13076
plw,2018,0.13076
plw,2019,0.36765
plw,2020,0.36765
png,1997,0.63064
png,1999,0.01992
png,2000,0.01292
png,2001,0.01291
png,2002,0.05808
png,2003,0.01292
png,2004,0.01464
png,2005,0.01349
png,2006,0.04495
png,2007,0.11983
png,2008,0
png,2009,0.0284
png,2010,0.25909
png,2012,0.02032
png,2013,0.02032
png,2018,0.14313
png,2019,0.1197
png,2020,0.1463
pol,1988,7.75968
pol,1989,15.07648
pol,1990,0.78731
pol,1991,0.06673
pol,1992,0.1832
pol,1993,0.28072
pol,1994,0.09745
pol,1995,0.59211
pol,1996,0.13943
pol,1997,0.05173
pol,1998,0.05824
pol,1999,0.56134
pol,2000,0.02381
pol,2001,0.03146
pol,2002,0.02215
pol,2003,0.02216
pol,2004,0.03321
pol,2005,0.0264
pol,2006,0.01687
pol,2007,0.03269
pol,2008,0.01539
pol,2009,0.01691
pol,2010,0.03158
pol,2011,0.02908
pol,2012,0.02764
pol,2013,0.02584
pol,2014,0.03324
pol,2015,0.03185
pol,2016,0.04019
pol,2017,0.03594
pol,2018,0.02828
pol,2019,0.06638
pol,2020,0.2468
prt,1988,7.75968
prt,1989,15.07648
prt,1990,0.78731
prt,1991,0.06673
prt,1992,0.1832
prt,1993,0.28072
prt,1994,0.09745
prt,1995,0.59211
prt,1996,0.13943
prt,1997,0.05173
prt,1998,0.05824
prt,1999,0.56134
prt,2000,0.02381
prt,2001,0.03146
prt,2002,0.02215
prt,2003,0.02216
prt,2004,0.03321
prt,2005,0.0264
prt,2006,0.01687
prt,2007,0.03269
prt,2008,0.01539
prt,2009,0.01691
prt,2010,0.03158
prt,2011,0.02908
prt,2012,0.02764
prt,2013,0.02584
prt,2014,0.03324
prt,2015,0.03185
prt,2016,0.04019
prt,2017,0.03594
prt,2018,0.02828
prt,2019,0.06638
prt,2020,0.2468
pry,1991,0
pry,1994,0
pry,1995,0
pry,1996,0
pry,1997,0
pry,1998,0
pry,1999,0
pry,2000,0
pry,2001,0
pry,2002,3.03479
pry,2003,0
pry,2004,0
pry,2005,0
pry,2006,0
pry,2007,0
pry,2008,0
pry,2009,0
pry,2010,0
pry,2011,0
pry,2012,0
pry,2013,0
pry,2014,0
pry,2015,0
pry,2016,0
pry,2017,0
pry,2018,0
pry,2019,0.03837
pry,2020,0
pse,2013,0
pse,2014,0
pse,2015,0.02815
pse,2016,0.04663
pse,2017,0.02701
pyf,2008,0
pyf,2009,0
pyf,2011,0
pyf,2012,0
pyf,2013,0
pyf,2014,0
pyf,2015,0
pyf,2016,0
pyf,2017,0
pyf,2018,0
pyf,2019,0
pyf,2020,0
qat,2002,0
qat,2003,0.07106
qat,2004,0
qat,2005,0.659
qat,2006,0.70091
qat,2007,0.0285
qat,2008,0.05346
qat,2009,0.0394
qat,2010,0.13322
qat,2011,0.13322
qat,2012,0.02364
qat,2013,0.02954
qat,2014,0
qat,2015,0.06065
qat,2016,0.06065
qat,2017,0.28244
qat,2018,0.32356
qat,2019,0.28314
qat,2020,0.27052
rou,1988,7.75968
rou,1989,15.07648
rou,1990,0.78731
rou,1991,0.06673
rou,1992,0.1832
rou,1993,0.28072
rou,1994,0.09745
rou,1995,0.59211
rou,1996,0.13943
rou,1997,0.05173
rou,1998,0.05824
rou,1999,0.56134
rou,2000,0.02381
rou,2001,0.03146
rou,2002,0.02215
rou,2003,0.02216
rou,2004,0.03321
rou,2005,0.0264
rou,2006,0.01687
rou,2007,0.03269
rou,2008,0.01539
rou,2009,0.01691
rou,2010,0.03158
rou,2011,0.02908
rou,2012,0.02764
rou,2013,0.02584
rou,2014,0.03324
rou,2015,0.03185
rou,2016,0.04019
rou,2017,0.03594
rou,2018,0.02828
rou,2019,0.06638
rou,2020,0.2468
rus,1993,0
rus,1994,0.00761
rus,1996,0.16457
rus,1997,0
rus,2001,1.81428
rus,2002,1.23322
rus,2005,1.63694
rus,2007,0.58922
rus,2008,0.27475
rus,2009,0.49608
rus,2010,0.46431
rus,2011,0.78186
rus,2012,0.53761
rus,2013,0.61788
rus,2014,0
rus,2015,0.57488
rus,2016,0.87113
rus,2017,0.60116
rus,2018,0.52045
rus,2019,0.33959
rus,2020,0.39383
rwa,1993,0.13674
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2005,0.00765
rwa,2006,0
rwa,2008,0.00874
rwa,2009,0
rwa,2010,0
rwa,2011,0.03987
rwa,2012,0.01491
rwa,2013,0.01491
rwa,2014,0
rwa,2015,0
rwa,2016,0
rwa,2018,0
rwa,2019,0
rwa,2020,0
sau,1994,0.00616
sau,1999,0.00546
sau,2000,0.12427
sau,2001,0.18949
sau,2002,0.24286
sau,2003,0.01031
sau,2004,0.00507
sau,2005,0.43626
sau,2006,0.44604
sau,2007,0.00861
sau,2008,0
sau,2009,0
sau,2011,0.09625
sau,2012,0.01232
sau,2013,0.01232
sau,2014,0
sau,2015,0.16672
sau,2017,0.14041
sau,2020,0.21274
sdn,1996,0
sdn,2002,0
sdn,2006,0.01086
sdn,2008,0.00555
sdn,2009,0.60949
sdn,2010,0.05749
sdn,2011,0.04907
sdn,2020,0.27174
sen,2001,0
sen,2002,0
sen,2003,0
sen,2004,0
sen,2005,0
sen,2006,0
sen,2007,0
sen,2008,0
sen,2009,0
sen,2010,0
sen,2011,0
sen,2012,0
sen,2013,0
sen,2014,0
sen,2015,0
sen,2016,0
sen,2017,0
sen,2018,0
sen,2019,0
sen,2020,0
sgp,1989,0.04526
sgp,1995,0
sgp,1996,0
sgp,1997,0
sgp,1998,0
sgp,1999,0
sgp,2000,0
sgp,2001,0
sgp,2002,0
sgp,2003,0
sgp,2004,0
sgp,2005,0
sgp,2006,0
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
sgp,2020,0
slb,2008,0.976
slb,2015,0.09828
slb,2016,0.1026
slb,2017,0.13598
slb,2018,0.13598
slb,2019,0.04027
slb,2020,0
sle,2004,0
sle,2006,0
sle,2010,0.2839
sle,2011,0.38041
sle,2012,0.4168
sle,2020,0
slv,1995,0
slv,1996,0
slv,1997,0
slv,1998,1.16289
slv,1999,0
slv,2000,0
slv,2001,0
slv,2002,0
slv,2003,0
slv,2004,0
slv,2005,0
slv,2006,0
slv,2007,0
slv,2008,0
slv,2009,0
slv,2010,0
slv,2011,0
slv,2012,0.03225
slv,2013,0.01971
slv,2014,0.03386
slv,2015,0
slv,2017,0
slv,2018,0
slv,2019,0
slv,2020,0
srb,2001,0
srb,2002,0
srb,2005,0
srb,2007,0
srb,2008,0.24256
srb,2009,0
srb,2010,0.00597
srb,2011,0.02321
srb,2013,0
srb,2015,0
srb,2016,0
srb,2017,0
srb,2018,0
stp,2013,0.30905
stp,2014,0.39485
stp,2015,0.63137
stp,2016,0.58423
stp,2018,0.77353
stp,2019,0.60193
sur,1996,43.15453
sur,1999,42.54708
sur,2000,75.17448
sur,2007,12.49612
sur,2009,0
sur,2010,0
sur,2011,0.27375
sur,2012,0
sur,2013,0
sur,2018,0
sur,2019,0
sur,2020,0
svk,1988,7.75968
svk,1989,15.07648
svk,1990,0.78731
svk,1991,0.06673
svk,1992,0.1832
svk,1993,0.28072
svk,1994,0.09745
svk,1995,0.59211
svk,1996,0.13943
svk,1997,0.05173
svk,1998,0.05824
svk,1999,0.56134
svk,2000,0.02381
svk,2001,0.03146
svk,2002,0.02215
svk,2003,0.02216
svk,2004,0.03321
svk,2005,0.0264
svk,2006,0.01687
svk,2007,0.03269
svk,2008,0.01539
svk,2009,0.01691
svk,2010,0.03158
svk,2011,0.02908
svk,2012,0.02764
svk,2013,0.02584
svk,2014,0.03324
svk,2015,0.03185
svk,2016,0.04019
svk,2017,0.03594
svk,2018,0.02828
svk,2019,0.06638
svk,2020,0.2468
svn,1988,7.75968
svn,1989,15.07648
svn,1990,0.78731
svn,1991,0.06673
svn,1992,0.1832
svn,1993,0.28072
svn,1994,0.09745
svn,1995,0.59211
svn,1996,0.13943
svn,1997,0.05173
svn,1998,0.05824
svn,1999,0.56134
svn,2000,0.02381
svn,2001,0.03146
svn,2002,0.02215
svn,2003,0.02216
svn,2004,0.03321
svn,2005,0.0264
svn,2006,0.01687
svn,2007,0.03269
svn,2008,0.01539
svn,2009,0.01691
svn,2010,0.03158
svn,2011,0.02908
svn,2012,0.02764
svn,2013,0.02584
svn,2014,0.03324
svn,2015,0.03185
svn,2016,0.04019
svn,2017,0.03594
svn,2018,0.02828
svn,2019,0.06638
svn,2020,0.2468
swe,1988,7.75968
swe,1989,15.07648
swe,1990,0.78731
swe,1991,0.06673
swe,1992,0.1832
swe,1993,0.28072
swe,1994,0.09745
swe,1995,0.59211
swe,1996,0.13943
swe,1997,0.05173
swe,1998,0.05824
swe,1999,0.56134
swe,2000,0.02381
swe,2001,0.03146
swe,2002,0.02215
swe,2003,0.02216
swe,2004,0.03321
swe,2005,0.0264
swe,2006,0.01687
swe,2007,0.03269
swe,2008,0.01539
swe,2009,0.01691
swe,2010,0.03158
swe,2011,0.02908
swe,2012,0.02764
swe,2013,0.02584
swe,2014,0.03324
swe,2015,0.03185
swe,2016,0.04019
swe,2017,0.03594
swe,2018,0.02828
swe,2019,0.06638
swe,2020,0.2468
swz,2001,0
swz,2002,0.25754
swz,2004,0.1895
swz,2005,0.13877
swz,2006,0.18387
swz,2007,0.78339
swz,2008,0.40942
swz,2009,0.50862
swz,2010,0.33003
swz,2011,0.28986
swz,2012,0.16125
swz,2013,0.08474
swz,2014,0
swz,2015,0.03152
swz,2016,0.11994
swz,2017,0
swz,2018,0
swz,2019,0
swz,2020,0
syc,2000,0.89757
syc,2001,0.29872
syc,2005,0.07014
syc,2006,0.04401
syc,2007,0.05101
syc,2015,0
syc,2016,0
syc,2017,0
syc,2018,0
syc,2019,0
syc,2020,0
syr,2002,0.13605
syr,2009,0
syr,2010,0
syr,2013,0.12826
syr,2020,0.02751
tcd,1995,0
tcd,1997,0
tcd,2001,0.07027
tcd,2002,0
tcd,2003,0
tcd,2004,0
tcd,2005,0
tcd,2006,0
tcd,2007,0.16372
tcd,2008,0
tcd,2009,0.31095
tcd,2010,0
tcd,2011,0.3258
tcd,2013,0
tcd,2015,0.22371
tcd,2016,0.28585
tgo,1996,0
tgo,1997,0
tgo,1999,0
tgo,2000,0
tgo,2001,0
tgo,2002,0
tgo,2003,0
tgo,2004,0
tgo,2005,0
tgo,2006,0
tgo,2007,0
tgo,2008,0
tgo,2009,0
tgo,2010,0
tgo,2011,0
tgo,2012,0
tgo,2013,0
tgo,2014,0
tgo,2015,0
tgo,2016,0
tgo,2017,0
tgo,2018,0
tgo,2019,0
tgo,2020,0
tha,1989,0
tha,1991,0
tha,1993,0
tha,1995,0.0105
tha,1999,3.35191
tha,2000,0.07196
tha,2001,0.01144
tha,2003,0.09443
tha,2004,13.72566
tha,2005,0.11742
tha,2006,0.13446
tha,2007,2.17886
tha,2008,2.01729
tha,2009,1.95956
tha,2010,1.88506
tha,2011,1.88573
tha,2013,0.00138
tha,2014,0
tha,2015,0.00046
tjk,2006,0
tjk,2010,0
tjk,2012,0.7614
tjk,2013,0.48782
tjk,2014,0
tjk,2015,0.57471
tjk,2016,0.58716
tjk,2017,0.95932
tjk,2020,0.00609
tkm,1998,0
tkm,2002,0.44417
tls,2011,0
tls,2012,0
tls,2013,0
tls,2014,0
tls,2015,0
tls,2016,0
tls,2020,1.16398
ton,2009,0.20207
ton,2010,0.16687
ton,2011,0.19713
ton,2012,0.06541
ton,2013,0.06541
ton,2015,0.03216
ton,2016,0
ton,2017,0
ton,2020,0
tto,1991,0
tto,1992,0
tto,1996,0.15204
tto,1999,49.66169
tto,2001,0.0521
tto,2002,0.02574
tto,2003,0.02473
tto,2004,0
tto,2005,0
tto,2006,0
tto,2007,0
tto,2008,0
tto,2010,0.33735
tto,2011,0.33735
tto,2012,0.00902
tto,2013,0.00902
tun,1990,0
tun,1992,0
tun,1995,0
tun,1998,0
tun,2000,0
tun,2002,0
tun,2003,0.00217
tun,2004,0
tun,2005,0
tun,2006,0
tun,2008,0.04073
tun,2009,0
tun,2010,0
tun,2011,0
tun,2012,0
tun,2013,0.00275
tun,2015,0
tun,2016,0.17089
tur,1993,0
tur,1995,0.00816
tur,1996,0.08673
tur,1997,0.06004
tur,1998,0.08763
tur,1999,0.00771
tur,2000,0.07289
tur,2001,0.05534
tur,2002,0.06176
tur,2003,0.01775
tur,2004,0.02123
tur,2005,0.07762
tur,2006,0.27426
tur,2007,0.95958
tur,2008,0.21784
tur,2009,0.27182
tur,2010,0.10634
tur,2011,0.03206
tur,2013,0.07582
tur,2015,0.01478
tur,2016,0.01448
tur,2017,0.01918
tur,2018,0.01652
tur,2019,0.03191
tur,2020,0.04188
tuv,2010,0
tuv,2017,0.76466
tza,1993,0
tza,1997,0.03337
tza,1998,0.36881
tza,2000,0
tza,2003,0
tza,2005,0.09291
tza,2006,0.08693
tza,2007,0.01724
tza,2008,0.04162
tza,2009,0
tza,2010,0
tza,2011,0.03911
tza,2012,0.02367
tza,2013,0.02367
tza,2014,0
tza,2015,0
tza,2016,0
tza,2018,0
tza,2019,0
tza,2020,0.0066
uga,1994,0.00668
uga,2000,0.0234
uga,2001,0.02873
uga,2002,0
uga,2003,0.14531
uga,2004,0
uga,2005,0.05191
uga,2006,0.024
uga,2007,0.01885
uga,2008,0.04545
uga,2009,0
uga,2010,0
uga,2011,0.0449
uga,2012,0.03382
uga,2013,0.02552
uga,2014,0
uga,2015,0
uga,2016,0
uga,2018,0
uga,2019,0
uga,2020,0
ukr,1995,0
ukr,1997,0
ukr,2002,1.17555
ukr,2006,0.00265
ukr,2007,0.0472
ukr,2008,0
ukr,2009,0
ukr,2010,0
ukr,2011,0
ukr,2012,0
ukr,2013,0
ukr,2014,0
ukr,2015,0
ukr,2016,0
ukr,2017,0
ukr,2018,0
ukr,2019,0
ukr,2020,0
ury,1992,0
ury,1995,0
ury,1996,14.21446
ury,1997,0
ury,1998,0
ury,1999,0
ury,2000,7.13565
ury,2001,0
ury,2002,0
ury,2004,0
ury,2005,0
ury,2006,0
ury,2007,0
ury,2008,0
ury,2009,0
ury,2010,0
ury,2011,0
ury,2012,0
ury,2013,0
ury,2014,0
ury,2015,0
ury,2016,0
ury,2017,0
ury,2018,0
ury,2019,0
ury,2020,0
usa,1989,5.99361
usa,1990,2.42262
usa,1991,2.47901
usa,1992,2.0973
usa,1993,1.85536
usa,1995,1.62369
usa,1996,1.69355
usa,1997,0.01831
usa,1998,1.74331
usa,1999,1.33028
usa,2000,1.16528
usa,2001,1.10072
usa,2002,1.14695
usa,2003,1.1166
usa,2004,1.12709
usa,2005,1.06647
usa,2006,1.07785
usa,2007,1.16905
usa,2008,1.04563
usa,2009,1.02266
usa,2010,0.97194
usa,2011,0.84951
usa,2012,0.8695
usa,2013,0.83863
usa,2014,0.9063
usa,2015,0.96236
usa,2016,1.01577
usa,2017,0.84602
usa,2018,0.73137
usa,2019,0.78987
usa,2020,1.08762
uzb,2001,0
uzb,2006,0.69986
uzb,2007,0.72971
uzb,2008,1.15932
uzb,2009,0.87892
uzb,2012,0.48557
uzb,2014,0
uzb,2015,10.05142
uzb,2020,1.23637
vct,1996,38.28336
vct,1999,39.72181
vct,2000,37.97902
vct,2001,0
vct,2002,0.11705
vct,2003,0.05051
vct,2006,0
vct,2007,0.0517
vct,2010,0.21006
vct,2011,0.21177
vct,2012,0
vct,2013,0
vct,2015,0
vct,2016,0
vct,2017,0
vct,2018,0
vct,2019,0
vct,2020,0
ven,1992,0
ven,1995,0
ven,1997,0
ven,1998,0
ven,1999,0
ven,2000,0
ven,2001,0
ven,2002,0
ven,2003,0
ven,2004,0
ven,2005,0
ven,2006,0
ven,2007,0
ven,2008,0
ven,2009,0
ven,2010,0
ven,2011,0
ven,2012,0
ven,2013,0.03635
ven,2014,0
ven,2015,0
ven,2016,0
ven,2017,0
ven,2018,0
ven,2019,0
ven,2020,0
vnm,1994,0.89678
vnm,1999,0.32928
vnm,2001,0
vnm,2002,0.2546
vnm,2003,0
vnm,2004,0
vnm,2005,0
vnm,2006,0
vnm,2007,0
vnm,2008,0.56036
vnm,2009,0
vnm,2010,0.39542
vnm,2012,0.45609
vnm,2013,0.53677
vnm,2014,0.58039
vnm,2015,0.5115
vnm,2016,0.52122
vnm,2017,0.568
vnm,2018,0.81254
vnm,2019,0.55507
vnm,2020,0.58671
vut,2002,0.58868
vut,2003,0.38988
vut,2004,0.38988
vut,2005,0.38988
vut,2006,0.81286
vut,2007,0.51598
vut,2008,0.46673
vut,2009,0.46673
vut,2012,0.26882
vut,2015,0.17342
vut,2016,0.16445
vut,2017,0.02592
vut,2020,0
wsm,2011,0
wsm,2012,0.078
wsm,2013,0.09906
wsm,2014,0.07429
wsm,2015,0.02214
wsm,2016,0.02093
wsm,2017,0.03132
wsm,2018,0.0314
wsm,2020,0
yem,2000,0
yem,2006,0.03907
yem,2009,0.11511
yem,2011,0.07747
yem,2012,0.17715
yem,2013,0.20942
yem,2015,0.10089
yem,2016,0.0727
yem,2017,0.22392
zaf,1988,12.96507
zaf,1990,19.35444
zaf,1991,19.49531
zaf,1993,0.24705
zaf,1996,50.90027
zaf,1997,0.79927
zaf,1999,0.52893
zaf,2000,0.05762
zaf,2001,0.04267
zaf,2002,0.08949
zaf,2003,0.11298
zaf,2004,0.03166
zaf,2005,0.06041
zaf,2006,0.03619
zaf,2007,0.11896
zaf,2008,0.11267
zaf,2009,0.20966
zaf,2010,0.0941
zaf,2011,0.09577
zaf,2012,0.02954
zaf,2013,0.02782
zaf,2014,0
zaf,2015,0.02708
zaf,2016,0.05236
zaf,2017,0
zaf,2018,0
zaf,2019,0
zaf,2020,0
zmb,1993,0
zmb,1997,0
zmb,2001,1.2808
zmb,2002,2.32707
zmb,2003,0
zmb,2004,1.32253
zmb,2005,0
zmb,2006,1.2096
zmb,2007,1.55958
zmb,2008,0.83926
zmb,2009,0.01583
zmb,2010,0
zmb,2011,0
zmb,2012,0
zmb,2013,0
zmb,2015,1.51893
zmb,2016,0
zmb,2018,0.01488
zmb,2020,0.17723
zwe,1996,0.05063
zwe,1997,0
zwe,1998,0.05731
zwe,1999,0.13482
zwe,2000,0.11275
zwe,2001,0.95454
zwe,2002,8.29386
zwe,2003,6.59398
zwe,2007,0.02206
zwe,2010,0
zwe,2011,0.01016
zwe,2012,0
zwe,2015,0.18124
zwe,2016,5.94368
